3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
gym_denki_020_ui_05	捉迷藏
gym_denki_020_ui_01	[~ 81]
gym_denki_020_ui_02	[~ 82]
gym_denki_020_ui_03	[~ 83]
gym_denki_020_system_07	[~ 84]
gym_denki_020_system_08	[~ 85]
gym_denki_020_	[~ 86]
gym_denki_020_system_00	[~ 87]
gym_denki_020_system_01	[~ 88]
gym_denki_020_battle_a_01	[~ 89]
gym_denki_020_battle_a_02	[~ 90]
gym_denki_020_battle_b_01	[~ 91]
gym_denki_020_battle_b_02	[~ 92]
gym_denki_020_battle_c_01	[~ 93]
gym_denki_020_battle_c_02	[~ 94]
gym_denki_020_battle_d_01	[~ 95]
gym_denki_020_battle_d_02	[~ 96]
gym_denki_020_battle_e_01	[~ 97]
gym_denki_020_battle_e_02	[~ 98]
gym_denki_020_comment_a_01	[~ 99]
gym_denki_020_comment_a_02	[~ 100]
gym_denki_020_comment_a_03	[~ 101]
gym_denki_020_comment_a_04	[~ 102]
gym_denki_020_comment_a_05	[~ 103]
gym_denki_020_comment_a_06	[~ 104]
gym_denki_020_npc_a_01	[~ 105]
gym_denki_020_npc_a_02	[~ 106]
gym_denki_020_comment_b_01	[~ 107]
gym_denki_020_comment_b_02	[~ 108]
gym_denki_020_comment_b_03	[~ 109]
gym_denki_020_npc_b_01	[~ 110]
gym_denki_020_npc_b_02	[~ 111]
gym_denki_020_system_02	[~ 112]
gym_denki_020_select_01	[~ 113]
gym_denki_020_select_02	[~ 114]
gym_denki_020_system_03	[~ 115]
gym_denki_020_npc_b_03	[~ 116]
gym_denki_020_npc_b_04	[~ 117]
gym_denki_020_npc_b_06	[~ 118]
gym_denki_020_npc_b_07	[~ 119]
gym_denki_020_npc_b_08	[~ 120]
gym_denki_020_npc_b_09	[~ 121]
gym_denki_020_npc_b_10	[~ 122]
gym_denki_020_select_03	[~ 123]
gym_denki_020_npc_b_11	[~ 124]
gym_denki_020_npc_b_12	[~ 125]
gym_denki_020_npc_b_13	[~ 126]
gym_denki_020_system_04	[~ 127]
gym_denki_020_npc_b_14	[~ 128]
gym_denki_020_comment_c_01	[~ 129]
gym_denki_020_comment_c_02	[~ 130]
gym_denki_020_comment_c_03	[~ 131]
gym_denki_020_comment_c_04	[~ 132]
gym_denki_020_comment_c_05	[~ 133]
gym_denki_020_comment_c_06	[~ 134]
gym_denki_020_comment_c_07	[~ 135]
gym_denki_020_comment_d_01	[~ 136]
gym_denki_020_comment_d_02	[~ 137]
gym_denki_020_comment_d_03	[~ 138]
gym_denki_020_comment_d_04	[~ 139]
gym_denki_020_comment_d_05	[~ 140]
gym_denki_020_comment_e_01	[~ 141]
gym_denki_020_comment_e_02	[~ 142]
gym_denki_020_comment_e_03	[~ 143]
gym_denki_020_comment_f_01	[~ 144]
gym_denki_020_comment_f_02	[~ 145]
gym_denki_020_comment_f_03	[~ 146]
gym_denki_020_emote_01	[~ 147]
gym_denki_020_emote_02	[~ 148]
gym_denki_020_emote_03	[~ 149]
gym_denki_020_emote_04	[~ 150]
gym_denki_020_emote_05	[~ 151]
gym_denki_020_emote_06	[~ 152]
gym_denki_020_comment_g_01	[~ 153]
gym_denki_020_comment_g_02	[~ 154]
gym_denki_020_comment_g_03	[~ 155]
gym_denki_020_comment_g_04	[~ 156]
gym_denki_020_comment_g_05	[~ 157]
gym_denki_020_comment_g_06	[~ 158]
gym_denki_020_comment_g_07	[~ 159]
gym_denki_020_comment_g_08	[~ 160]
gym_denki_020_comment_g_09	[~ 161]
gym_denki_020_comment_g_10	[~ 162]
gym_denki_020_comment_g_11	[~ 163]
gym_denki_020_comment_g_12	[~ 164]
gym_denki_020_mountain_01	[~ 165]
gym_denki_020_mountain_no	[~ 166]
gym_denki_020_mountain_02	[~ 167]
gym_denki_020_mountain_no2	[~ 168]
gym_denki_020_mountain_03	[~ 169]
gym_denki_020_mountain_04	[~ 170]
gym_denki_020_select_04	[~ 171]
gym_denki_020_select_05	[~ 172]
gym_denki_020_select_06	[~ 173]
gym_denki_020_mountain_05	[~ 174]
gym_denki_020_mountain_06	[~ 175]
gym_denki_020_mountain_07	[~ 176]
gym_denki_020_mountain_08	[~ 177]
gym_denki_020_select_07	[~ 178]
gym_denki_020_select_08	[~ 179]
gym_denki_020_select_09	[~ 180]
gym_denki_020_mountain_09	[~ 181]
gym_denki_020_mountain_10	[~ 182]
gym_denki_020_mountain_11	[~ 183]
gym_denki_020_mountain_12	[~ 184]
gym_denki_020_mountain_13	[~ 185]
gym_denki_020_mountain_14	[~ 186]
gym_denki_020_mountain_15	[~ 187]
gym_denki_020_mountain_16	[~ 188]
gym_denki_020_comment_h_01	[~ 189]
gym_denki_020_comment_h_02	[~ 190]
gym_denki_020_comment_h_03	[~ 191]
gym_denki_020_comment_h_04	[~ 192]
gym_denki_020_comment_h_05	[~ 193]
gym_denki_020_comment_h_06	[~ 194]
gym_denki_020_comment_h_07	[~ 195]
gym_denki_020_comment_h_08	[~ 196]
gym_denki_020_comment_h_09	[~ 197]
gym_denki_020_child_01	[~ 198]
gym_denki_020_child_02	[~ 199]
gym_denki_020_child_03	[~ 200]
gym_denki_020_system_05	[~ 201]
gym_denki_020_system_06	[~ 202]
gym_denki_020_child_04	[~ 203]
gym_denki_020_child_05	[~ 204]
gym_denki_020_child_08	[~ 205]
gym_denki_020_child_06	[~ 206]
gym_denki_020_child_07	[~ 207]
gym_denki_020_child_08a	[~ 208]
gym_denki_020_child_08b	[~ 209]
gym_denki_020_child_09a	[~ 210]
gym_denki_020_child_09b	[~ 211]
gym_denki_020_child_10	[~ 212]
gym_denki_020_child_11	[~ 213]
gym_denki_020_poke_01	[~ 214]
gym_denki_020_poke_02	[~ 215]
gym_denki_020_poke_03	[~ 216]
gym_denki_020_poke_04	[~ 217]
gym_denki_020_poke_05	[~ 218]
gym_denki_020_poke_06	[~ 219]
gym_denki_020_comment_j_01	[~ 220]
gym_denki_020_comment_j_02	[~ 221]
gym_denki_020_comment_j_03	[~ 222]
gym_denki_020_comment_j_04	[~ 223]
gym_denki_020_comment_j_05	[~ 224]
gym_denki_020_comment_j_06	[~ 225]
gym_denki_020_oldman_01	[~ 226]
gym_denki_020_oldman_02	[~ 227]
gym_denki_020_poke_07	[~ 228]
gym_denki_020_oldman_03	[~ 229]
gym_denki_020_oldman_04	[~ 230]
gym_denki_020_oldman_05	[~ 231]
gym_denki_020_oldman_06	[~ 232]
gym_denki_020_oldman_07	[~ 233]
gym_denki_020_oldman_08	[~ 234]
gym_denki_020_oldman_09	[~ 235]
gym_denki_020_oldman_10	[~ 236]
gym_denki_020_oldman_11	[~ 237]
gym_denki_020_poke_08	[~ 238]
gym_denki_020_comment_k_01	[~ 239]
gym_denki_020_comment_k_02	[~ 240]
gym_denki_020_comment_k_03	[~ 241]
gym_denki_020_middleman_01	[~ 242]
gym_denki_020_middleman_02	[~ 243]
gym_denki_020_select_10	[~ 244]
gym_denki_020_select_11	[~ 245]
gym_denki_020_select_12	[~ 246]
gym_denki_020_select_13	[~ 247]
gym_denki_020_middleman_03	[~ 248]
gym_denki_020_middleman_04	[~ 249]
gym_denki_020_middleman_05	[~ 250]
gym_denki_020_middleman_06	[~ 251]
gym_denki_020_middleman_07	[~ 252]
gym_denki_020_middleman_08	[~ 253]
gym_denki_020_middleman_09	[~ 254]
gym_denki_020_middlewoman_01	[~ 255]
gym_denki_020_middlewoman_02	[~ 256]
gym_denki_020_middlewoman_03	[~ 257]
gym_denki_020_middlewoman_04	[~ 258]
gym_denki_020_middlewoman_05	[~ 259]
gym_denki_020_middlewoman_06	[~ 260]
gym_denki_020_middlewoman_07	[~ 261]
gym_denki_020_middlewoman_08	[~ 262]
gym_denki_020_middlewoman_09	[~ 263]
gym_denki_020_comment_l_01	[~ 264]
gym_denki_020_comment_l_02	[~ 265]
gym_denki_020_comment_l_03	[~ 266]
gym_denki_020_comment_l_04	[~ 267]
gym_denki_020_comment_l_05	[~ 268]
gym_denki_020_comment_l_06	[~ 269]
gym_denki_020_comment_l_07	[~ 270]
gym_denki_020_comment_l_08	[~ 271]
gym_denki_020_comment_l_09	[~ 272]
gym_denki_020_backpacker_01	[~ 273]
gym_denki_020_backpacker_02	[~ 274]
gym_denki_020_backpacker_03	[~ 275]
gym_denki_020_backpacker_04	[~ 276]
gym_denki_020_backpacker_05	[~ 277]
gym_denki_020_backpacker_06	[~ 278]
gym_denki_020_backpacker_07	[~ 279]
gym_denki_020_poke_09	[~ 280]
gym_denki_020_poke_10	[~ 281]
gym_denki_020_backpacker_08	[~ 282]
gym_denki_020_backpacker_09	[~ 283]
gym_denki_020_comment_m_01	[~ 284]
gym_denki_020_comment_m_02	[~ 285]
gym_denki_020_comment_m_03	[~ 286]
gym_denki_020_boy_01	[~ 287]
gym_denki_020_boy_02	[~ 288]
gym_denki_020_boy_03	[~ 289]
gym_denki_020_boy_04	[~ 290]
gym_denki_020_boy_05	[~ 291]
gym_denki_020_boy_06	[~ 292]
gym_denki_020_poke_11	[~ 293]
gym_denki_020_poke_12	[~ 294]
gym_denki_020_boy_07	[~ 295]
gym_denki_020_boy_08	[~ 296]
gym_denki_020_boy_09	[~ 297]
gym_denki_020_comment_n_01	[~ 298]
gym_denki_020_comment_n_02	[~ 299]
gym_denki_020_comment_n_03	[~ 300]
gym_denki_020_comment_z_01	[~ 301]
gym_denki_020_comment_z_02	[~ 302]
gym_denki_020_comment_z_03	[~ 303]
gym_denki_020_comment_z_04	[~ 304]
gym_denki_020_comment_z_05	[~ 305]
gym_denki_030.tbl
gym_denki_030_receptionist_01	[VAR 0100(0000)]！\n看來[VAR 1100(00FF,0101)]你妳被奇樹認同了呢！
gym_denki_030_receptionist_02	恭喜！\n[VAR 1100(00FF,0101)]你妳通過道館測驗了！
gym_denki_030_receptionist_03	[VAR 0100(0000)]，現在[VAR 1100(00FF,0101)]你妳已獲得了\n與本道館的館主對戰的資格。
gym_denki_040.tbl
gym_denki_010_kari_message_01	[~ 0]
gym_denki_040_receptionist_00	[VAR 0100(0000)]，\n歡迎光臨釀光道館。
gym_denki_040_receptionist_01	[VAR 1100(00FF,0101)]你妳要挑戰電電★直播主……\n道館館主奇樹嗎？
gym_denki_040_receptionist_02	那麼，請讓我帶[VAR 1100(00FF,0101)]你妳前往對戰場。
gym_denki_040_receptionist_03	等[VAR 1100(00FF,0101)]你妳準備好後，\n請隨時告訴我一聲。
gym_denki_040_denki_entry_01	各位看官～！\n準備好～了～嗎～？[VAR 0114(0019)]
gym_denki_040_denki_01	吸睛電網捕捉你的眼睛！\n誰在奇述？是我奇樹！\r\n早午晚安哈囉Ciao～！[VAR 0114(0019)]
gym_denki_040_comment_00	早午晚安哈囉Ciao～！
gym_denki_040_denki_15	奇樹的～？\n奇樹奇述直播，時～間～到囉～！[VAR 0114(0019)]
gym_denki_040_kari_01	[~ 9]
gym_denki_040_denki_02	今天的挑戰者是～？\n氣勢旺到連天上飛的電海燕\r\n都會嚇得掉下來的[VAR 0100(0000)]～！耶耶！[VAR 0114(0019)]
gym_denki_040_denki_03	來吧來吧？[VAR 0100(0000)]～？\n說一下現在心情吧～請！[VAR 0114(0019)]
gym_denki_040_select_01	我會加油的！
gym_denki_040_select_02	必勝無疑！
gym_denki_040_select_03	我很不安
gym_denki_040_denki_04a	好喔！謝謝～！\n我最～愛這種直率的回答了！[VAR 0114(0019)]
gym_denki_040_denki_04b	喲喔～！很有自信嘛～！\n網路紅人就該是這樣！[VAR 0114(0019)]
gym_denki_040_denki_04c	總～覺得[VAR 1100(00FF,0101)]你妳沒什麼自信？\n顆呵呵！[VAR 1100(00FF,0101)]你妳這人設很不錯喔～！[VAR 0114(0019)]
gym_denki_040_denki_05	那麼，也差不多是時候了……\n有誰想看奇樹我對戰的呀～？[VAR 0114(0019)]
gym_denki_040_comment_01	我要看！
gym_denki_040_comment_02	正等著呢！
gym_denki_040_comment_03	對戰！對戰！
gym_denki_040_comment_04	電電王：[VAR FF00(0006)] ５,０００[VAR FF00(0000)]
gym_denki_040_denki_06	各位看官都說等不及囉！\n……啊，電電王，謝謝贊助～！[VAR 0114(0019)]
gym_denki_040_denki_07	那奇好，差不多該開始囉！\n來看看挑戰者的實力有多奇吧～！？[VAR 0114(0019)]
gym_denki_040_denki_08	獲勝的是挑戰者\n[VAR 0100(0000)]～！[VAR 0114(0019)]
gym_denki_040_comment_05	哦哦哦哦哦！
gym_denki_040_comment_06	奇樹！！
gym_denki_040_comment_07	兩邊都很強喔！
gym_denki_040_denki_09	雖然很不甘心，但是我輸了！\n各位看官，謝謝你們幫我加油喔～！[VAR 0114(0019)]
gym_denki_040_denki_10	……就是這麼一回事囉！\n打贏了奇樹我這個大紅人的\r\n[VAR 0100(0000)]將可以獲得～？[VAR 0114(0019)]
gym_denki_040_denki_11	道館徽章作為禮物！[VAR 0114(0019)]
gym_denki_040_denki_12	各位看官～截圖時間到啦！\n趕緊把畫面存在腦海的資料夾吧～！[VAR 0114(0019)]
gym_denki_040_denki_badge	擁有[VAR 0200(0001)]個道館的徽章，\n就會比較容易捕捉等級[VAR 0201(0002)]以下的寶可夢，\r\n而且牠們都會乖乖聽話喔～！[VAR 0114(0019)]
gym_denki_040_denki_badge_all	如果有８個道館的徽章的話，\n不管什麼寶可夢都能捉到，\r\n而且牠們都會劈哩啪啦地乖乖聽話喔～！[VAR 0114(0019)]
gym_denki_040_denki_waza	為了答謝[VAR 1100(00FF,0101)]你妳讓我拍到了會被讚爆的照片，\n這個招式學習器也送給[VAR 1100(00FF,0101)]你妳囉。[VAR 0114(0019)]
gym_denki_040_denki_13	被我們火熱的對戰\n給電得酥麻酥麻的人～\r\n記得訂閱我的頻道喔～！[VAR 0114(0019)]
gym_denki_040_denki_14	吸睛電網捕捉你的眼睛！\n以上是電電★直播主，\r\n誰在奇述？是我奇樹為您播放～！[VAR 0114(0019)]
gym_denki_040_receptionist_04	恭喜！\n[VAR 1100(00FF,0101)]你妳在釀光道館及格了！
gym_esper_010.tbl
gym_esper_010_receptionist_01	歡迎光臨焙固道館！
gym_esper_010_receptionist_02	請讓我登記\n挑戰者的名字……\r\n[VAR 1100(00FF,0101)]你妳是[VAR 0100(0000)]，對吧！
gym_esper_010_receptionist_03	想和本道館的館主莉普對戰，\n就必須先通過道館測驗。
gym_esper_010_receptionist_04	焙固道館的道館測驗是……\n[VAR FF00(0006)]做體操[VAR FF00(0000)]！
gym_esper_010_receptionist_05	只要把道館館主莉普親自\n發明的[VAR FF00(0006)]喜怒驚樂體操[VAR FF00(0000)]\r\n從頭到尾做完，就及格了！
gym_esper_010_receptionist_06	詳細規則會在體操會場\n由身穿黑色運動服的女性為[VAR 1100(00FF,0101)]你妳說明。\r\n請在走出道館後往左手邊去，就能到會場了。
gym_esper_010_receptionist_07	那麼，請慢走！
gym_esper_020.tbl
gym_esper_020_receptionist_01	歡迎光臨焙固道館！\n要再聽一次道館測驗的說明嗎？
gym_esper_020_receptionist_02	焙固道館的道館測驗是\n[VAR FF00(0006)]做體操[VAR FF00(0000)]！
gym_esper_020_receptionist_03	只要把道館館主莉普親自\n發明的[VAR FF00(0006)]喜怒驚樂體操[VAR FF00(0000)]\r\n從頭到尾做完，就及格了！
gym_esper_020_receptionist_04	詳細規則會在體操會場\n由身穿黑色運動服的女性為[VAR 1100(00FF,0101)]你妳說明。\r\n請在走出道館後往左手邊去，就能到會場了。
gym_esper_020_trainer_01	[VAR 1100(00FF,0101)]你妳好啊，轉學生！！\n歡迎來到喜怒驚樂體操會場！[VAR 0114(0024)]
gym_esper_020_trainer_02	[VAR 1100(00FF,0101)]你妳是不是想知道\n為什麼對戰課的凰檗老師\r\n會在道館當教練？[VAR 0114(0024)]
gym_esper_020_trainer_03	……道館館主莉普和我\n是從小就認識的朋友。[VAR 0114(0024)]
gym_esper_020_trainer_25	我們說好打輸的人要\n聽贏的人的話，\r\n然後寶可夢對戰的結果，就是……[VAR 0114(0024)]
gym_esper_020_trainer_26	……哎！反正也能鍛鍊身體，\n所以我就在沒課的時候來幫忙囉。[VAR 0114(0024)]
gym_esper_020_trainer_04	體操的規則很簡單！\n我會先做示範，\r\n[VAR 1100(00FF,0101)]你妳模仿我的動作就是了！[VAR 0114(0024)]
gym_esper_020_trainer_05	那麼，要開始道館測驗了。\n[VAR 1100(00FF,0101)]你妳的身心都準備好了嗎！？[VAR 0114(0024)]
gym_esper_020_trainer_06	那麼，來做體操吧！\n盡情釋放[VAR 1100(00FF,0101)]你妳的情感！！[VAR 0114(0024)]
gym_esper_020_trainer_07	嗯！要做好準備才行！\n一切就緒時，就告訴我一聲吧。[VAR 0114(0024)]
gym_esper_020_trainer_08	嗯！動作很靈活！\n[VAR 1100(00FF,0101)]你妳這個轉學生和寶可夢都很耀眼呢！[VAR 0114(0024)]
gym_esper_020_trainer_27	太～棒了！棒透頂了！\n給[VAR 1100(00FF,0101)]你妳那完美的表達能力送上大大的微笑！[VAR 0114(0024)]
gym_esper_020_trainer_09	身體暖和起來了，\n接著就用寶可夢對戰，讓肌肉動起來！[VAR 0114(0024)]
gym_esper_020_battle_a_01	用比平常對戰時還要大的動作！\n塑造出理想的BODY吧！
gym_esper_020_trainer_10	很好！寶可夢和肌肉\n都高興得在躍動喔！[VAR 0114(0024)]
gym_esper_020_trainer_11	雖然有點累了，但再加點油！\n進入體操的後半段囉！[VAR 0114(0024)]
gym_esper_020_trainer_12	揮灑的汗水！奔放的情感！\n真是一段非常有看頭的體操！[VAR 0114(0024)]
gym_esper_020_trainer_28	完美！我差點就不知道\n誰才是老師了呢！[VAR 0114(0024)]
gym_esper_020_trainer_24	用寶可夢對戰再努力一把！\n戰勝乳酸堆積，邁向自身極限！[VAR 0114(0024)]
gym_esper_020_battle_b_01	開始覺得累的時候，\n就是肌肉最容易成長的時候！
gym_esper_020_trainer_13	辛苦[VAR 1100(00FF,0101)]你妳了喔！\n體操到此結束！[VAR 0114(0024)]
gym_esper_020_trainer_14	成績是無可挑剔的及格！\n恭喜[VAR 1100(00FF,0101)]你妳了！[VAR 0114(0024)]
gym_esper_020_trainer_15	來，一路飛奔到櫃台吧！\n直到報告及格的那一刻，\r\n道館測驗才算結束！[VAR 0114(0024)]
gym_esper_020_trainer_16	唉～可惜……！\n[VAR 1100(00FF,0101)]你妳想挑戰超能力道館的話，\r\n看來是得要再多加鍛鍊了。[VAR 0114(0024)]
gym_esper_020_trainer_17	如果[VAR 1100(00FF,0101)]你妳有顆不想放棄的心，\n就再來讓我看看[VAR 1100(00FF,0101)]你妳的熱情吧。[VAR 0114(0024)]
gym_esper_020_trainer_18	[VAR 1100(00FF,0101)]你妳又來啦，轉學生！\n這裡是喜怒驚樂體操會場。[VAR 0114(0024)]
gym_esper_020_trainer_19	[~ 29]
gym_esper_020_select_01	開始吧！
gym_esper_020_select_02	下次再說
gym_esper_020_select_03	聽說明
gym_esper_020_trainer_20	[~ 33]
gym_esper_020_trainer_21	[~ 34]
gym_esper_020_trainer_22	[~ 35]
gym_esper_020_trainer_23	嘿呀！轉學生！！\n[VAR 1100(00FF,0101)]你妳要從寶可夢對戰\r\n再次挑戰道館測驗嗎？[VAR 0114(0024)]
gym_esper_020_trainer_29	嗯！這才像話！\n讓我們一起暖暖肌肉吧！[VAR 0114(0024)]
gym_esper_020_game_00	[~ 38]
gym_esper_020_game_01	[~ 39]
gym_esper_020_game_02	[~ 40]
gym_esper_020_game_03	[~ 41]
gym_esper_020_game_04	[~ 42]
gym_esper_020_game_05	[~ 43]
gym_esper_020_game_06	盡情歡喜吧！[VAR 0114(0024)]
gym_esper_020_game_07	笑一笑，喜臨門！[VAR 0114(0024)]
gym_esper_020_game_08	表現出喜翻天的樣子！[VAR 0114(0024)]
gym_esper_020_game_09	嘟起嘴來生氣吧！[VAR 0114(0024)]
gym_esper_020_game_10	想起平時吞下肚子的怒火！[VAR 0114(0024)]
gym_esper_020_game_11	用盡全力擠出生氣的表情！[VAR 0114(0024)]
gym_esper_020_game_12	用全身展現驚訝！[VAR 0114(0024)]
gym_esper_020_game_13	哎唷喂呀，要驚呆啦！[VAR 0114(0024)]
gym_esper_020_game_14	張大雙眼，大吃一驚！[VAR 0114(0024)]
gym_esper_020_game_15	體操是不是很快樂呀！[VAR 0114(0024)]
gym_esper_020_game_16	讓快樂爆發吧！[VAR 0114(0024)]
gym_esper_020_game_17	打從心底樂翻天吧！[VAR 0114(0024)]
gym_esper_020_game_18	我們要加快速度囉！[VAR 0114(0024)]
gym_esper_020_game_19	接下來還會更火熱喔！[VAR 0114(0024)]
gym_esper_020_game_20	喚醒更多的感情吧！[VAR 0114(0024)]
gym_esper_020_game_21	讓我們超越極限！！[VAR 0114(0024)]
gym_esper_020_game_22	喜[VAR 0114(0024)]
gym_esper_020_game_23	怒[VAR 0114(0024)]
gym_esper_020_game_24	驚[VAR 0114(0024)]
gym_esper_020_game_25	樂[VAR 0114(0024)]
gym_esper_020_game_26	[~ 64]
gym_esper_020_game_27	[~ 65]
gym_esper_020_game_28	[~ 66]
gym_esper_020_game_29	[~ 67]
gym_esper_020_poke_01	[~ 68]
gym_esper_020_poke_02	[~ 69]
gym_esper_020_poke_03	[~ 70]
gym_esper_020_poke_04	[~ 71]
gym_esper_020_poke_05	[~ 72]
gym_esper_030.tbl
gym_esper_030_receptionist_01	[VAR 0100(0000)]！\n看來[VAR 1100(00FF,0101)]你妳做完體操了呢！
gym_esper_030_receptionist_02	恭喜！\n[VAR 1100(00FF,0101)]你妳通過道館測驗了！
gym_esper_030_receptionist_03	[VAR 0100(0000)]，現在[VAR 1100(00FF,0101)]你妳已獲得了\n與本道館的館主對戰的資格。
gym_esper_030_receptionist_04	[~ 3]
gym_esper_030_receptionist_05	[~ 4]
gym_esper_030_receptionist_06	[~ 5]
gym_esper_030_trainer_01	直到向櫃台報告及格的那一刻，\n道館測驗才算結束！\c\n對了，喜怒驚樂是莉普自創的詞！\n正確的說法是喜怒哀樂，\r\n考試時可別搞錯喔！[VAR 0114(0024)]
gym_esper_030_trainer_02	[VAR 1100(00FF,0101)]你妳和莉普的對戰，\n我也會為[VAR 1100(00FF,0101)]你妳加油的，轉學生！[VAR 0114(0024)]
gym_esper_030_trainer_03	[~ 8]
gym_esper_040.tbl
gym_esper_040_receptionist_00	[VAR 0100(0000)]，\n歡迎光臨焙固道館。
gym_esper_040_receptionist_01	[VAR 1100(00FF,0101)]你妳要挑戰超能魔法幻妝師……\n道館館主莉普嗎？
gym_esper_040_receptionist_02	那麼，請讓我帶[VAR 1100(00FF,0101)]你妳前往對戰場。
gym_esper_040_receptionist_03	等[VAR 1100(00FF,0101)]你妳準備好後，\n請隨時告訴我一聲。
gym_esper_040_esper_entry_01	這樣嗎……我知道了。\n由我這邊進行吧。[VAR 0114(002C)]
gym_esper_040_esper_entry_02	廣告詞就用易懂的\n「自然，帶來美麗」。[VAR 0114(002C)]
gym_esper_040_esper_entry_03	新顏色的眼影\n也拜託你下單嘍。[VAR 0114(002C)]
gym_esper_040_esper_entry_04	……哪裡，謝謝你喔。\n那麼，再聯絡～[VAR 0114(002C)]
gym_esper_040_esper_01	[VAR 1100(00FF,0101)]你妳好啊～[VAR 0114(002C)]
gym_esper_040_esper_02	我是道館館主莉普。\c\n但其實彩妝藝術家\n才是我的本行。[VAR 0114(001C)]
gym_esper_040_esper_03	凰檗她有誇獎[VAR 1100(00FF,0101)]你妳喲。\n她說[VAR 1100(00FF,0101)]你妳很霹靂呢。[VAR 0114(001C)]
gym_esper_040_esper_04	嗯呵呵……[VAR 0100(0000)]。\n可愛的挑戰者。[VAR 0114(001C)]
gym_esper_040_esper_05	莉普我推出的體操讓你們變得更美，\n你們一定很高興吧？[VAR 0114(001C)]
gym_esper_040_esper_06	[VAR 1100(00FF,0101)]你妳把寶可夢的外表\n也整理得乾乾淨淨。\r\n……[VAR 1100(00FF,0101)]你妳很有美觀意識喲。[VAR 0114(001C)]
gym_esper_040_esper_06b	[~ 14]
gym_esper_040_esper_07	不論是人類或寶可夢，\n儀容打扮都是很重要的呢。[VAR 0114(001C)]
gym_esper_040_esper_08	能讓任何人都搖身一變的魔術。\n……那就是化妝。\r\n……那就是彩妝。[VAR 0114(001C)]
gym_esper_040_esper_09	讓莉普我的招式把[VAR 1100(00FF,0101)]你妳的寶可夢\n變得更～美麗吧！！[VAR 0114(001C)]
gym_esper_040_esper_10	不只輸了對戰，\n竟然連比美也是平手……[VAR 0114(001C)]
gym_esper_040_esper_11	[VAR 1100(00FF,0101)]你妳好棒……！\n非常地，嗯，頂級棒……！[VAR 0114(001C)]
gym_esper_040_esper_12	在[VAR 1100(00FF,0101)]你妳哪天成為大人物之前，\n也許莉普我該把[VAR 1100(00FF,0101)]你妳給私藏起來？[VAR 0114(001C)]
gym_esper_040_esper_13	……但是莉普我現在得\n重新琢磨琢磨自己才是。[VAR 0114(001C)]
gym_esper_040_esper_14	[VAR 0100(0000)]，恭喜。\n當作獎勵的道館徽章，\r\n就讓我用這個壓箱姿勢交給[VAR 1100(00FF,0101)]你妳吧。[VAR 0114(001C)]
gym_esper_040_esper_badge	如果有[VAR 0200(0001)]個道館徽章，\n就會比較容易捕捉等級[VAR 0201(0002)]以下的寶可夢，\r\n而且牠們都會乖巧地聽話呢。[VAR 0114(001C)]
gym_esper_040_esper_badge_all	要是有８個道館徽章的話，\n不論什麼寶可夢都能捉到手，\r\n而且牠們都會乖～巧地聽話呢。[VAR 0114(001C)]
gym_esper_040_esper_waza	只要好好鍛鍊體幹，\n這個招式也能用得得心應手的。[VAR 0114(001C)]
gym_esper_040_esper_17	[VAR 1100(00FF,0101)]你妳和莉普我的雙人照，\n千萬不可以放上網路喲。[VAR 0114(001C)]
gym_esper_040_esper_15	……又是流汗又是什麼的，\n讓我有點掉妝了呢。[VAR 0114(001C)]
gym_esper_040_esper_16	我得快點去補妝，\n不然就趕不上後面的行程了呢。\r\n那麼，辛苦[VAR 1100(00FF,0101)]你妳了～[VAR 0114(001C)]
gym_esper_040_receptionist_04	恭喜！\n[VAR 1100(00FF,0101)]你妳在焙固道館及格了！
gym_ghost_010.tbl
gym_ghost_010_receptionist_01	歡迎光臨冰櫃道館！
gym_ghost_010_receptionist_02	請讓我登記\n挑戰者的名字……\r\n[VAR 1100(00FF,0101)]你妳是[VAR 0100(0000)]，對吧！
gym_ghost_010_receptionist_03	想和本道館的館主萊姆對戰，\n就必須先通過道館測驗。
gym_ghost_010_receptionist_04	冰櫃道館的道館測驗是……\n[VAR FF00(0006)]開場表演[VAR FF00(0000)]！\r\n……也就是所謂的暖場秀！
gym_ghost_010_receptionist_05	在道館館主的演唱會開始之前，\n請[VAR 1100(00FF,0101)]你妳在舞台上進行寶可夢對戰！\r\n用火花四濺的決鬥炒熱觀眾席！
gym_ghost_010_receptionist_06	只要到演唱會場和主持人說一聲，\n就可以開始道館測驗囉。
gym_ghost_010_receptionist_07	那麼，請慢走！
gym_ghost_020.tbl
gym_ghost_020_receptionist_01	歡迎光臨冰櫃道館！\n要再聽一次道館測驗的說明嗎？
gym_ghost_020_receptionist_02	冰櫃道館的道館測驗是……\n[VAR FF00(0006)]開場表演[VAR FF00(0000)]！\r\n……也就是所謂的暖場秀！
gym_ghost_020_receptionist_03	在道館館主的演唱會開始之前，\n請[VAR 1100(00FF,0101)]你妳在舞台上進行寶可夢對戰！\r\n用火花四濺的決鬥炒熱觀眾席！
gym_ghost_020_receptionist_04	只要到演唱會場和主持人說一聲，\n就可以開始道館測驗囉。
gym_ghost_020_mc_01	[VAR 1100(00FF,0101)]你妳來啦！負責暖場的訓練家！\n我的名字叫ＭＣ卡蒙！\r\n演唱會的會場在這邊喔！[VAR 0114(003B)]
