3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
common_2020_mushi_020_mushi_07	Hehe. But opportunities like this get me excited\nbecause I can finally show my true skill.[VAR 0114(0016)]
common_2020_mushi_020_mushi_08	Allow me to knead you into submission![VAR 0114(0016)]
common_2020_mushi_020_mushi_09	That was quite the battle. I must say that your\nskill rivals that of even La Primera.[VAR 0114(0016)]
common_2020_mushi_020_mushi_10	Ah! How sweet it is to battle without holding\nback—even if I end up losing![VAR 0114(0016)]
common_2020_mushi_020_mushi_11	I am beginning to think that going too soft on\npeople may be no good for either party.[VAR 0114(0016)]
common_2020_mushi_020_mushi_12	My culinary teacher, Mr. Kofu, did tell me to put\nmore of myself into my baking, after all.[VAR 0114(0016)]
common_2020_mushi_020_mushi_13	I think I may try conducting battles in more of my\nown style from now on![VAR 0114(0016)]
common_2020_mushi_020_mushi_14	If Trainers complain that the Cortondo Gym is\nsuddenly more difficult, I’ll just tell them that\r\nnot all pastries are sweet![VAR 0114(0016)]
common_2020_mushi_020_mushi_15	Good-bye for now. I hope to see you again\nsomeday![VAR 0114(0016)]
common_2020_normal_010.tbl
common_2020_normal_010_normal_01	It’s time for a meeting with the boss, but...seems\nI’ve got a visitor with no appointment instead...[VAR 0114(0015)]
common_2020_normal_010_normal_02	This is absolutely something she’d do. No, no, I\nunderstand everything, I assure you...[VAR 0114(0015)]
common_2020_normal_010_select_01	I look forward to our battle, then
common_2020_normal_010_select_02	It’s much appreciated
common_2020_normal_010_normal_03	Oh, of course, it’s no problem.[VAR 0114(0015)]
common_2020_normal_010_normal_04	La Primera IS my boss, so I have to do as she\nsays...but now she’s ordering students around?[VAR 0114(0015)]
common_2020_normal_010_normal_05	I see... So you’re helping the boss free up some\ntime to enter a tournament at the academy?[VAR 0114(0015)]
common_2020_normal_010_normal_06	Well, whatever floats your boat, I suppose.\nI’d never let myself get roped in like that...[VAR 0114(0015)]
common_2020_normal_010_normal_07	... ... ...\n... ... ...[VAR 0114(0015)]
common_2020_normal_010_normal_08	Well, let’s knock this task off our list, then.\nNo use wasting time. Shall we?[VAR 0114(0015)]
common_2020_normal_010_normal_retry	The best thing to do with troublesome tasks is to\njust get them over with. Agreed?[VAR 0114(0015)]
common_2020_normal_010_normal_09	Let’s head to the Treasure Eatery, then.[VAR 0114(0015)]
common_2020_normal_010_normal_10	I don’t have all day, you know.[VAR 0114(0015)]
common_2020_normal_020.tbl
common_2020_normal_020_normal_01	You already faced me during the Elite Test, so...[VAR 0114(0015)]
common_2020_normal_020_normal_02	I doubt this will leave much of an impression\non you. In any case, let’s get started, shall we?[VAR 0114(0015)]
common_2020_normal_020_normal_03	I’ll be facing you in my role as a Gym Leader,\nso I’m going to use my regular team.[VAR 0114(0015)]
common_2020_normal_020_normal_04	They all belong to the Normal type.\c\n“Normal” as in plain...average...unremarkable...\nrun-of-the-mill...[VAR 0114(0015)]
common_2020_normal_020_normal_05	I’m pretty fond of them, you know? They suit me\nperfectly—I’m about as ordinary as you can get.[VAR 0114(0015)]
common_2020_normal_020_normal_06	People, Pokémon... There’s no need to\novercomplicate things.[VAR 0114(0015)]
common_2020_normal_020_normal_07	Nowadays people only seem to want a shock\nfactor. Something weird, something bizarre.[VAR 0114(0015)]
common_2020_normal_020_normal_08	At the end of the day, though, nothing beats the\nrelief of coming home, even after a fun vacation.[VAR 0114(0015)]
common_2020_normal_020_normal_09	When all’s said and done, simplicity is strongest.[VAR 0114(0015)]
common_2020_normal_020_normal_10	You’re a bit too much for an average joe like me\nto handle...[VAR 0114(0015)]
common_2020_normal_020_normal_11	But I think I understand now.[VAR 0114(0015)]
common_2020_normal_020_normal_12	Why I was told to use Flying types when I battle\nas a member of the Elite Four, I mean.[VAR 0114(0015)]
common_2020_normal_020_normal_13	There’s scenery you’ll never even notice if you\nstick to flat, well-trodden paths.[VAR 0114(0015)]
common_2020_normal_020_normal_14	It’ll do me good to admire talent that soars as\nhigh as yours from time to time.[VAR 0114(0015)]
common_2020_normal_020_normal_15	Well, if the boss says I should do so, I’ll do so.\nShe won’t catch me doing it for fun, though.[VAR 0114(0015)]
common_2020_normal_020_normal_16	In any case, I’ve been strictly told to cut down on\nmy overtime hours, so...I’ll call it a day.[VAR 0114(0015)]
common_2030.tbl
common_2030_system_01	Ro-to-to-to-to... ♪
common_2030_top_01	[VAR BD06(0000)]Hello. Am I speaking to Champion\n[VAR 0100(0000)]?[VAR 0114(002C)]
common_2030_top_02	This is Geeta. How is your inspection of the\nGyms going?[VAR 0114(0011)]
common_2030_select_01	I’m done with them all[VAR 0114(0011)]
common_2030_select_02	Uh, how did you get my number...?[VAR 0114(0011)]
common_2030_top_03a	You’ve done a wonderful job. Thank you.[VAR 0114(0011)]
common_2030_top_03b	Heh... I’m the head of the organization. I have\nthe addresses and contact information of every\r\nChampion-ranked Trainer.[VAR 0114(0011)]
common_2030_top_04	I was informed by each of the Gym Leaders\nthat you stopped by to see them.[VAR 0114(0011)]
common_2030_top_05	I knew giving you this task was the right decision,\nChampion [VAR 0100(0000)].[VAR 0114(0011)]
common_2030_top_06	All of them seemed quite happy for the\nopportunity to battle you.[VAR 0114(0011)]
common_2030_top_07	Now, I would like the inspection report from you\nin person.[VAR 0114(0011)]
common_2030_top_08	Join me at the academy in the entrance hall.[VAR 0114(0011)]
common_2030_top_09	I will be waiting for you there.[VAR 0114(0011)]
common_2040.tbl
common_2040_top_01	Good day, Champion [VAR 0100(0000)].[VAR 0114(0011)]
common_2040_top_02	Now, tell me... What do you think of our entrance\nhall? Do you enjoy being surrounded by books?[VAR 0114(0011)]
common_2040_select_01	I love it!
common_2040_select_02	Not really my thing...
common_2040_top_03a	That’s good to hear. It was renovated a few\nyears ago, and I was the one who came up with\r\nthe new design![VAR 0114(0011)]
common_2040_top_03b	Oh, I’m sorry to hear that... I was in charge of\ncreating this new design when we renovated it\r\na few years ago...[VAR 0114(0011)]
common_2040_top_04	But more importantly, I would very much like to\nhear your report on the Gym Leaders![VAR 0114(0011)]
common_2040_top_05	Ah, now that I think about it, this location is\nperhaps a little too...public.[VAR 0114(0011)]
common_2040_top_06	Do you know of anywhere quiet where we might\nbe able to discuss things a bit more discreetly?[VAR 0114(0011)]
common_2050.tbl
common_2050_top_01	So this is the dorm room where you live.[VAR 0114(0011)]
common_2050_top_02	I wonder, is this room what helped nurture your\npotential as a Champion?[VAR 0114(0011)]
common_2050_top_03	Ah, wait, I remember now. You only recently\nmoved into the dormitories.[VAR 0114(0011)]
common_2050_top_04	In the near future, perhaps I’ll pay your family’s\nhome a visit, if I may...[VAR 0114(0011)]
common_2050_top_05	Anyway, let us get to the topic at hand.[VAR 0114(0011)]
common_2050_top_06	I would very much like to hear your report now\nthat you’ve inspected the Gym Leaders.[VAR 0114(0011)]
common_2050_top_07	Tell me... Which Gym Leader did you feel was\nthe easiest to face in battle?[VAR 0114(0011)]
common_2050_top_08	Next, which Gym Leader left the strongest\nimpression on you?[VAR 0114(0011)]
common_2050_top_09	Then...which Gym Leader gave you the most\ntrouble during battle?[VAR 0114(0011)]
common_2050_top_10	Next is the last, most important question.[VAR 0114(0011)]
common_2050_top_11	Which Gym Leader did you like the most?[VAR 0114(0011)]
common_2050_top_12	Those are all the questions I have. Thank you\nvery much for your help on this.[VAR 0114(0011)]
common_2050_top_13	[VAR BD06(0000)]Your perspective was fascinating,\nChampion [VAR 0100(0000)].[VAR 0114(0011)]
common_2050_top_14	I have no doubt it will assist me when running\nthe organization. Please accept this as thanks.[VAR 0114(0011)]
common_2050_top_15	Thanks to you, my schedule has cleared up\nquite significantly...[VAR 0114(0011)]
common_2050_top_16	So I will most definitely be joining the\ntournament we discussed in the director’s office.[VAR 0114(0011)]
common_2050_top_17	I’m sure Champion Nemona will be pleased, too.[VAR 0114(0011)]
common_2050_top_18	Well, thanks for letting me visit. I should get\nback to work now.[VAR 0114(0011)]
common_2050_top_19	You must be tired. I suggest you take it easy\nfor the rest of the day.[VAR 0114(0011)]
common_2050_select_01	Katy
common_2050_select_02	Brassius
common_2050_select_03	Kofu
common_2050_select_04	Iono
common_2050_select_05	Larry
common_2050_select_06	Grusha
common_2050_select_07	Ryme
common_2050_select_08	Tulip
common_2050_answer_01	Ah, Katy.[VAR 0114(0011)]
common_2050_answer_02	Brassius? Fascinating.[VAR 0114(0011)]
common_2050_answer_03	Kofu! Of course.[VAR 0114(0011)]
common_2050_answer_04	Oh? Iono?[VAR 0114(0011)]
common_2050_answer_05	Larry? I see...[VAR 0114(0011)]
common_2050_answer_06	Grusha, you say?[VAR 0114(0011)]
common_2050_answer_07	Of course you’d say Ryme.[VAR 0114(0011)]
common_2050_answer_08	Tulip... I would have to agree.[VAR 0114(0011)]
common_2050_stopper_01	You should rest for today!
common_2060.tbl
common_2060_system_01	One week later...
common_2060_system_02	Thanks to Nemona’s pushing and a bit of\ncooperation from the Pokémon League...
common_2050_system_03	the day finally arrived for the great Pokémon\nbattle competition to be held!
common_2070.tbl
common_2070_rival_01	Hey, [VAR 0100(0000)]![VAR 0114(0004)]
common_2070_rival_02	I’m so glad we juuust managed to get everything\nready for the [VAR FF00(0006)]Academy Ace Tournament[VAR FF00(0000)].[VAR 0114(0004)]
common_2070_rival_09	Oh yeah—that’s what we decided to officially\nname the tournament! It’s a good name, right?\r\nFitting, memorable?[VAR 0114(0004)]
common_2070_rival_10	But then Arven went and said we should call it\nthe “School Battle Brawl”...[VAR 0114(0004)]
common_2070_rival_11	And then even Director Clavell got into calling it\nthat, so now I’m just like...agh![VAR 0114(0004)]
common_2070_rival_03	[VAR BD06(0000)]Anyway, how you feelin’, [VAR 0100(0000)]?\nIn the\r\nmindset\r\nto do\r\nsome winning?[VAR 0114(0004)]
common_2070_rival_04a	There’s that enthusiasm! Show us what a\nChampion’s made of![VAR 0114(0004)]
common_2070_rival_04b	Pffft, ha! The old “nooo, I’m still sleepy” routine?\nGood joke![VAR 0114(0004)]
common_2070_rival_05	It’s so cool that La Primera’s gonna make a guest\nappearance, thanks to your hard work![VAR 0114(0004)]
common_2070_rival_06	I wish I didn’t have my hands full with all the\nbehind-the-scenes admin stuff.\c\nI won’t even get to do any battling myself...[VAR 0114(0004)]
common_2070_rival_07	But I’ll seize the chance to do some objective\nresearch into what makes YOU so good![VAR 0114(0004)]
common_2070_rival_08	Anyway, let’s get going. I’ll meet you at the\nfront desk in the entrance hall! No stalling![VAR 0114(0004)]
common_2080.tbl
common_2080_rival_01	There you are, [VAR 0100(0000)].[VAR 0114(0004)]
common_2080_rival_02	You’ve gotta go through the application process\nwith a staffer before you can actually participate\r\nin the tournament![VAR 0114(0004)]
common_2080_rival_03	Ready for that explanation now, mister![VAR 0114(0004)]
common_2080_staff_01	All right. The rules of the Academy Ace\nTournament are as follows:\c\nAny student or faculty member of the academy\nmay enter. Your opponents will be random, and\r\nonly winners will advance to the next round!
common_2080_staff_02	Opponents will be matched by lottery, and the\nlottery is run by the people in charge.
common_2080_staff_03	That means you’ll have no idea who you’ll be\nfacing until you meet them on the battle court!
common_2080_staff_04	Winners, as I said, will get to advance to the\nnext round.
common_2080_staff_05	But lose once, and you’re knocked out—no more\nbattles for you after that.
common_2080_staff_06	The last Trainer standing—the only person to win\nall their matches—will be deemed the best of all,\r\nthe academy’s ace!
common_2080_rival_04	Thanks very much![VAR 0114(0004)]
common_2080_rival_05	We hashed out the tournament rules with help\nfrom Director Clavell.[VAR 0114(0004)]
common_2080_rival_06	Based on the number of entrants so far, you’d\nprobably have to win four times to take it all![VAR 0114(0004)]
common_2080_rival_07	Don’t forget you might go up against the faculty,\ntoo. They’re tough stuff...so good luck and go be\r\neven tougher![VAR 0114(0004)]
common_2080_rival_08	The only person allowed to beat you is me![VAR 0114(0004)]
common_2080_staff_07	Please talk to me when you’re ready to take part.
common_2090.tbl
common_2090_staff_01	Hello there! Would you like to enter the\nAcademy Ace Tournament?
common_2090_staff_02	[VAR BD06(0000)]M[VAR 1100(00FF,0305)]asteriss [VAR 0100(0000)], a Champion\nRank\r\nTrainer, right?
common_2090_staff_03	OK, you’re all registered as a contestant.\nPlease head down to the battle court.
common_2100.tbl
common_2100_head_teacher_01	Excellent. It seems everyone is here.[VAR 0114(000A)]
common_2100_head_teacher_02	Some of you will certainly have heard the\nhappy news.[VAR 0114(000A)]
common_2100_head_teacher_03a	We have a new Champion here at Naranja\nAcademy![VAR 0114(000A)]
common_2100_head_teacher_03b	We have a new Champion here at Uva Academy![VAR 0114(000A)]
common_2100_head_teacher_04	[VAR BD06(0000)]Yes, none other than our very own M[VAR 1100(00FF,0305)]asteriss\n[VAR 0100(0000)]![VAR 0114(000A)]
common_2100_mobs_01	For real? That’s amazing!
common_2100_mobs_02	Bien hecho, muchach[VAR 1100(00FF,0101)]oa!
common_2100_friend_01	Whooo! Way to go, Champ![VAR 0114(0006)]
common_2100_head_teacher_05	It gives me great joy to see one of our students\nachieve this feat during their time at the academy.[VAR 0114(000A)]
common_2100_head_teacher_06	Today’s tournament was organized by your\nstudent council president, Miss Nemona, in\r\ncelebration of her friend’s accomplishment.[VAR 0114(000A)]
common_2100_head_teacher_07	I invite all of you here to see for yourselves the\nimpressive strength of our new Champion.[VAR 0114(000A)]
common_2100_head_teacher_08	Not to mention the talents of those students\nclaiming the spotlight for the first time today...[VAR 0114(000A)]
common_2100_head_teacher_09	And, of course, the superb battle prowess and\nacumen of our esteemed faculty.[VAR 0114(000A)]
common_2100_head_teacher_10	Now, without further ado, let the Academy Ace\nTournament—our School Battle Brawl—begin![VAR 0114(000A)]
common_2110.tbl
common_2110_announce_01	All right! Let’s jump right into the first round,\neveryone! Who will the fates pair up today?!
common_2110_announce_02	[VAR BD06(0000)]Champion [VAR 0100(0000)] will\nbe facing...
common_2110_announce_03	Arven, from class 2-G!
common_2110_friend_01	You’ve got to be kidding me. Up against my little\nChampion buddy right from the first round...[VAR 0114(0006)]
common_2110_friend_02	[VAR BD06(0000)]So how about it, [VAR 0100(0000)]! Bet\nyou’re\r\nsurprised\r\nto\r\nsee\r\nme\r\nin\r\nthis\r\ntournament, right?![VAR 0114(0006)]
common_2110_friend_03a	Heheh... Yeah, that’s right! That dumbfounded\nexpression is what I wanted to see![VAR 0114(0006)]
common_2110_friend_03b	Wait, you actually thought I would sign up for\nthis thing? Boy, I guess you really do get me...\r\nNo wonder we’re best buds![VAR 0114(0006)]
common_2110_friend_04	See, when we went down into Area Zero, it really\ndrove home for me how I need to get stronger.[VAR 0114(0006)]
common_2110_friend_05	So I’ve been off doing some special super-\nserious training with Mabosstiff and my team![VAR 0114(0006)]
common_2110_friend_06	If we ever end up in trouble again, I want to be\nthere fighting beside you—on the same level.[VAR 0114(0006)]
common_2110_friend_07	So today I’m here to WIN! Even if it might only\nbe by a stroke of luck![VAR 0114(0006)]
common_2110_friend_08	Get a taste of this! Arven’s here with some spicy\nnew flavor for you![VAR 0114(0006)]
common_2110_announce_04	And the winner of this first-round battle is...\nChampion [VAR 0100(0000)]!
common_2110_mobs_01	Whoo! All right! That professor’s kid put up a\nheck of a fight!
common_2110_mobs_02	What a spicy start! And that’s only the first match!
common_2110_friend_09	Phew, the strength of a Champion is legit! It hurts\nto lose, but I’m proud of you, little buddy![VAR 0114(0006)]
common_2110_friend_10	Maybe I should think about going around to all\nthose Gyms myself sometime...[VAR 0114(0006)]
common_2110_friend_11	You’d better try just as hard as I would’ve in\nround two, for me![VAR 0114(0006)]
common_2120.tbl
common_2120_announce_01	Next up is the second round! I’m sure you’re\nready to hear the matchup, so let’s get to it!
common_2120_announce_02	[VAR BD06(0000)]Champion [VAR 0100(0000)] will\nbe facing...
common_2120_announce_03	Jacq, the biology teacher!
common_2120_ecology_01	Hello, hello, [VAR 0100(0000)].[VAR 0114(002A)]
common_2120_ecology_02	I hear you went out on your Treasure Hunt and\nwound up becoming a Champion.[VAR 0114(002A)]
common_2120_ecology_03	That’s quite the achievement![VAR 0114(002A)]
common_2120_ecology_04	I guess I’m the homeroom teacher for two\nChampion Rank students now.[VAR 0114(002A)]
common_2120_ecology_05	I won’t lie—I’m feeling a wee bit of pressure\nhere![VAR 0114(002A)]
common_2120_ecology_06	I’ve got to work hard so my students don’t\noutshine me too much, huh?[VAR 0114(002A)]
common_2120_ecology_07	Well, then! Let’s get started, shall we?[VAR 0114(002A)]
common_2120_ecology_08	Here’s hoping I do OK![VAR 0114(002A)]
common_2120_announce_04	And the winner of this second-round battle is...\nChampion [VAR 0100(0000)]!
common_2120_ecology_09	Hehe. You beat me! You’re quite the strong\nTrainer, aren’t you, [VAR 0100(0000)]?[VAR 0114(002A)]
common_2120_ecology_10	You’re more fit for the teaching profession than I\nam with that boundless confidence of yours![VAR 0114(002A)]
common_2120_head_teacher_01	Mr. Jacq! Did I hear you correctly just now?![VAR 0114(000A)]
common_2120_ecology_11	Uh-oh. Uh... Hi, Director. Are you angry with me?\nHehe...[VAR 0114(002A)]
common_2120_ecology_12	Well, I’m going to go get yelled at. Good luck in\nthe coming battles![VAR 0114(002A)]
common_2130.tbl
common_2130_announce_01	Finally, only four Trainers remain! Time for our\ncontestants to face their third matches, everyone!
common_2130_announce_02	The matchup for this battle will be Champion\n[VAR 0100(0000)] versus...
common_2130_announce_03	Dendra, the battle studies teacher!
common_2130_battle_01	Osu! New kid![VAR 0114(0024)]
common_2130_battle_02	This “School Battle Brawl” is for deciding the\nstrongest Trainer in the academy, right?\c\nMan, I’m so pumped up!!![VAR 0114(0024)]
common_2130_battle_03	There’s no better place for me to show off\nmy strengths![VAR 0114(0024)]
common_2130_battle_04	And I hear you’re the reason we’re having this\ntournament? You have my thanks for that![VAR 0114(0024)]
common_2130_battle_05	[VAR BD06(0000)]New kid—no, Champion\n[VAR 0100(0000)]![VAR 0114(0024)]
common_2130_battle_06	As a teacher, I feel like it’s my duty to lead my\nstudents to success.[VAR 0114(0024)]
common_2130_battle_07	BUT! Since I AM the battle studies teacher here,\nI can’t very well lose in a battle, can I?![VAR 0114(0024)]
common_2130_battle_08	So don’t expect me to go easy on you! I’m going\nto give it all I’ve got![VAR 0114(0024)]
common_2130_announce_04	And the winner of this third-round battle is...\nChampion [VAR 0100(0000)]!
common_2130_battle_09	No way! I got crushed![VAR 0114(0024)]
common_2130_battle_10	But I still got something great out of this battle!\nThis was a massive chance for me to grow![VAR 0114(0024)]
common_2130_battle_11	You may be surprised to hear this, but we adults\nare still learning every day, too.[VAR 0114(0024)]
common_2130_battle_12	That’s why we’re always harping on you kids to\nstudy! Turns out we actually DO know what we’re\r\ntalking about![VAR 0114(0024)]
common_2130_battle_13	Thanks for the battle! Keep aiming for the top in\nthis tournament, and don’t forget...\r\nOsu! Osu! Osu![VAR 0114(0024)]
common_2140.tbl
common_2140_announce_01	There’s one last match in this tournament, ladies\nand gentlemen...\c\nAllow me to introduce the two Trainers who’ll\nbe facing off to finally determine who’s strongest\r\nin the academy!
common_2140_announce_02	It’s Champion [VAR 0100(0000)] up against...
common_2140_announce_03	a special guest joining our tournament, the Top\nChampion, Geeta!
common_2140_top_01	Good day, Champion [VAR 0100(0000)].[VAR 0114(0011)]
common_2140_top_02	I had a feeling I would meet you in the finals.[VAR 0114(0011)]
common_2140_top_03	Honed strength against honed strength...[VAR 0114(0011)]
common_2140_top_04	Such a clash is what captures the crowd...and\nmakes their hearts race.[VAR 0114(0011)]
common_2140_top_05	This is extremely close to what I would call my\nideal world.[VAR 0114(0011)]
common_2140_top_06	As the chairperson for both the Pokémon League\nand the academy...[VAR 0114(0011)]
common_2140_top_07	I find this situation to be incredibly satisfying.[VAR 0114(0011)]
common_2140_top_08	Now, if we both push each other to greater\nheights, we will achieve greater synergy.[VAR 0114(0011)]
common_2140_top_09	[VAR BD06(0000)]Come, Champion [VAR 0100(0000)]!\nOur battle\r\nwill\r\ninspire\r\nall\r\nthose\r\nwho\r\nwatch\r\nus\r\ntoday![VAR 0114(0011)]
common_2140_top_10	Let me show you the full might of the Top\nChampion![VAR 0114(0011)]
common_2140_announce_04	U-unbelievable, ladies and gentlemen...\nThe victor of this tournament...
common_2140_announce_05	and thus the strongest Trainer in the whole\nacademy is...Champion [VAR 0100(0000)]!
common_2140_mobs_01	WOOOOOOOOOOOO!
common_2140_rival_01	[VAR 0100(0000)]! You did it! You DID it![VAR 0114(0004)]
common_2140_mobs_02	[VAR BD06(0000)][VAR 0100(0000)]!\n[VAR 0100(0000)]!\r\n[VAR 0100(0000)]!\r\n[VAR 0100(0000)]!
common_2140_mobs_03	[VAR BD06(0000)][VAR 0100(0000)]...\n[VAR 0100(0000)]...
common_2150.tbl
common_2150_head_teacher_01	I would like to extend my thanks to everyone who\nmade this extraordinary tournament possible.[VAR 0114(000A)]
common_2150_head_teacher_02	Each and every Trainer demonstrated beautifully\nthe bond they share with their Pokémon.\r\nI couldn’t take my eyes off any of the matches![VAR 0114(000A)]
common_2150_head_teacher_03a	“Taking lessons from tradition—growing stronger\nand greater.”[VAR 0114(000A)]
common_2150_head_teacher_03b	“Leading the way into the future—while valuing\nour individuality.”[VAR 0114(000A)]
common_2150_head_teacher_04a	That is our motto at Naranja Academy... And the\ntournament truly lived up to our ideals![VAR 0114(000A)]
common_2150_head_teacher_04b	That is our motto at Uva Academy... And the\ntournament truly lived up to our ideals![VAR 0114(000A)]
common_2150_head_teacher_05	Now, I’m aware my speeches tend to get a little,\nshall we say, overlong, so I’ll wrap it up there.[VAR 0114(000A)]
common_2150_head_teacher_06	I now turn the floor over to our special guest,\nChairwoman Geeta.[VAR 0114(000A)]
common_2150_top_01	The friendly rivalry of the Trainers... The cheering\nand encouragement from the crowd...[VAR 0114(0011)]
common_2150_top_02	I feel like these are the perfect ingredients for\nthe academy—[VAR 0114(0011)]
common_2150_top_03	no, for the whole Paldea region to become more\nlively and energized![VAR 0114(0011)]
common_2150_top_04	[VAR BD06(0000)]Champion [VAR 0100(0000)] was far\nstronger\r\ntoday\r\nthan\r\nwhen\r\n[VAR 1100(00FF,0100)]she\r\ntook\r\nthe\r\nPokémon\r\nLeague’s\r\nfinal test...[VAR 0114(0011)]
common_2150_top_05	It is clear that [VAR 1100(00FF,0100)]she strives to become better every\nday, even after reaching such an esteemed rank![VAR 0114(0011)]
common_2150_top_06	It is my sincere hope that all Paldea’s people will\nbe inspired not just by h[VAR 1100(00FF,0202)]imer but by every Trainer\r\ngathered here who aimed for new heights...[VAR 0114(0011)]
common_2150_top_07	and that the seeds for many more future\nChampions will be sown![VAR 0114(0011)]
common_2150_top_08	I eagerly await news of all your achievements![VAR 0114(0011)]
common_2150_head_teacher_07	Thank you, Chairwoman Geeta.[VAR 0114(000A)]
common_2150_head_teacher_08	Now, alas, it is time for this wonderful tournament\nto come to an end...\c\nBUT![VAR 0114(000A)]
common_2150_head_teacher_09	This event seems to me to be a wonderful way to\nbuild rapport between faculty and students and\r\ninvigorate the wider community beyond our walls.\c\nSo...[VAR 0114(000A)]
common_2150_head_teacher_10	I hereby declare that the Academy Ace\nTournament will not end as a one-time event\r\nand will continue to be held regularly![VAR 0114(000A)]
common_2150_mobs_01	Wooo! Awesome! Director Clavell, you’re the\nbest!
common_2150_mobs_02	Maybe I’ll join next time, too!
common_2150_rival_01	Oh my gosh, YES! This is everything I wanted![VAR 0114(0004)]
common_2150_head_teacher_11	I do hope you’ll participate next time,\nMiss Nemona.[VAR 0114(000A)]
common_2150_rival_02	Absolutely! I wouldn’t miss it for anything![VAR 0114(0004)]
common_2150_head_teacher_12	Well, dear students and staff, that wraps up our\nvery first Academy Ace Tournament.[VAR 0114(000A)]
common_2150_head_teacher_13	Thank you again for joining us here today, and I\nhope you’re all excited for the next one![VAR 0114(000A)]
common_2150_mobs_03	Yaaay! Thank yooou!
common_2160.tbl
common_2160_rival_01	[VAR BD06(0000)][VAR 0100(0000)]! You DID it!\nCongratulations\r\non\r\nwinning\r\nit all![VAR 0114(0004)]
common_2160_rival_11	I’m so happy, it almost made me forget the pain\nof everyone using Arven’s stupid “School Battle\r\nBrawl” name![VAR 0114(0004)]
common_2160_rival_02	Oh yeah—here’s your prize![VAR 0114(0004)]
common_2160_system_01	You got the [VAR FF00(0008)]Sporty Cap (Pokémon League)[VAR FF00(0000)]!
common_2160_rival_03	Director Clavell told me he got caught up in all\nthe excitement and forgot to give it to you![VAR 0114(0004)]
common_2160_rival_04	[VAR BD06(0000)]So I guess you get the strongest-in-the-school\nthrone for now, [VAR 0100(0000)].\r\nKeep\r\nit\r\nwarm\r\nfor me![VAR 0114(0004)]
common_2160_rival_05	I’m gonna be in the tournament next time, and\nI’ll be coming right for ya![VAR 0114(0004)]
common_2160_rival_06	Whenever you feel like entering the tournament\nagain, just talk to the staffer at the front desk.[VAR 0114(0004)]
common_2160_rival_07	Y’know, [VAR 0100(0000)]...\c\nI’ve relished every day since you moved here to\nPaldea and became my rival.[VAR 0114(0004)]
common_2160_rival_08	I’m so glad I met you. I mean it![VAR 0114(0004)]
common_2160_select_01	Me too—I mean it!
common_2160_select_02	It’s been great!
common_2160_rival_09	Heh! C’mon. Don’t make me blush![VAR 0114(0004)]
common_2160_rival_10	Anyway, I’ll be seeing you on the battle court...\nfor a good long time to come![VAR 0114(0004)]
common_scr.tbl
msg_common_scr_yes	Yes
msg_common_scr_no	No
msg_common_money	[VAR 0206(0008,002C)]
msg_common_report_01	Would you like to save your adventure so far?
msg_common_report_02	Now saving your adventure...\nDon’t turn off the power.
msg_common_report_03	You saved your progress!
msg_common_report_04	There’s already a saved game file,\nso you can’t save now.\c\nRefer to the electronic manual for details.
msg_common_report_05	Failed to save.
msg_common_getmoney_01	You received [VAR 0207(0002,002C)]!
msg_common_pokeget_01	You received [VAR 0101(0001)]!
msg_common_watt	[~ 10]
msg_common_wattget_01	[~ 11]
msg_common_lpget_01	You received [VAR 0207(0002,002C)] LP!
msg_yoroi_00	[VAR 0109(0001)]
msg_yoroi_01	×
msg_yoroi_02	[VAR 0202(0002)]
dan.tbl
dan_system_01_old	[~ 0]
dan_start_01_sitappa_01	Heads up, gang! Some jumped-up kid has\nwandered in thinking [VAR 1100(00FF,0100)]she can raid our base!\c\nClearly [VAR 1100(00FF,0100)]she doesn’t know who [VAR 1100(00FF,0100)]she’s messing with.\nLet’s teach h[VAR 1100(00FF,0202)]imer a lesson [VAR 1100(00FF,0100)]she won’t forget![VAR 0114(002F)]
dan_start_01_sitappa_02	To our unwanted guest—if you can defeat [VAR 0201(0002)] of\nour Pokémon in the next [VAR 0201(0001)] minutes, our boss\r\nmight just honor you with an appearance![VAR 0114(002F)]
dan_lose_01_sitappa_01	[~ 3]
dan_start_02_sitappa_01	Some kid lucked out beating one of our sister\nsquads, and now [VAR 1100(00FF,0100)]she thinks [VAR 1100(00FF,0100)]she can take us on!\c\nTime to give h[VAR 1100(00FF,0202)]imer the boot, gang! Let’s show this\ngate-crasher what Team Star can do![VAR 0114(002F)]
dan_start_02_sitappa_02	And if you’re listening, gate-crasher, know this!\c\nUnless you can beat [VAR 0201(0002)] of our Pokémon in\n[VAR 0201(0001)] minutes, our boss won’t lift a finger to deal\r\nwith the likes of you![VAR 0114(002F)]
dan_lose_02_sitappa_01	[~ 6]
dan_start_03_sitappa_01	Seems the folks behind Operation Star-FOOL\nare finally making a move against our base!\c\nYou know what that means, gang! Time for us to\nshine bright and avenge our teammates![VAR 0114(002F)]
dan_start_03_sitappa_02	And hey, little intruder, just so you know...\c\nIf you’ve got the skills to defeat [VAR 0201(0002)] of our\nPokémon in [VAR 0201(0001)] minutes, our boss might deem\r\nyou worthy to meet in person! Heh, break a leg![VAR 0114(002F)]
dan_lose_03_sitappa_01	[~ 9]
dan_start_04_sitappa_01	Code red! Code red! Operation Starfall alert!\c\nEveryone, get into position and defend the boss\nwith all you got![VAR 0114(002F)]
