MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
Item_ViolaIC_Description	具備{color[ffc529ff]}耐熱功能{color[000000ff]}的薇奧拉。\n偵測到岩漿後，\n會變形為稱作{color[ffc529ff]}IC模式{color[000000ff]}的懸浮形態。\n\n{color[c2c2c2ff]}使用方法：{color[000000ff]}\n騎乘薇奧拉時，一接觸到岩漿\n就會自動啟動IC模式，開始變形。\n\n{color[c2c2c2ff]}探索指引：{color[000000ff]}\n由於在IC模式下，薇奧拉仍可維持基礎功能，\n因此也能使用炮彈或薇奧拉加速。
Item_ViolaSuit_Description	拉蒙自動駕駛摩托車‧MarkⅦ——\n通稱{color[ffc529ff]}「薇奧拉」{color[000000ff]}的騎乘專用套裝。\n身穿薇奧拉套裝騎乘薇奧拉，就會被登錄為操縱者。\n\n{color[c2c2c2ff]}使用方法：{color[000000ff]}\n按{[0100|3ecd]}可呼叫與騎乘已登錄的薇奧拉。\n\n{color[c2c2c2ff]}探索指引：{color[000000ff]}\n登錄為操縱者後，藉由向薇奧拉傳送特定頻率的呼叫，\n即使身在遠處也能將其呼叫出來。\n但僅限於薇奧拉的可行駛路徑。
Item_ViolaSuitIC_Description	耐熱性能提升的薇奧拉套裝。\n可減輕因岩漿受到的傷害。\n也可讓薇奧拉變形為\n能在岩漿上行駛的{color[ffc529ff]}IC模式{color[000000ff]}。\n\n{color[c2c2c2ff]}使用方法：{color[000000ff]}\n身穿薇奧拉IC套裝騎乘，\n即可為薇奧拉新增IC模式。\n\n{color[c2c2c2ff]}探索指引：{color[000000ff]}\n由於提升耐熱性是有限度的，\n無法完全阻擋岩漿的高溫。\n仍須注意避免與超高溫接觸。
Acquire_BoostPip	獲得{color[00ff9dff]}薇奧拉加速槽{color[000000ff]}！{[0004]}薇奧拉加速槽的\n最大數量增加{color[ffc529ff]}1個{color[000000ff]}。
Acquire_Bomb	獲得{color[00ff9dff]}念動炸彈{color[000000ff]}！{[0004]}在變形球狀態下按{[0100|57cd]}，\n最多可設置{color[ffc529ff]}3個{color[000000ff]}念動炸彈。{[0004]}不僅能給予物體或敵人傷害，\n也能發動{color[ffc529ff]}炸彈跳{color[000000ff]}，\n長按{[0100|57cd]}還可賦予炸彈{color[ffc529ff]}念動微粒{color[000000ff]}的性質。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_BoostBall	獲得{color[00ff9dff]}念動加速球{color[000000ff]}！{[0004]}在變形球狀態下長按{[0100|59cd]}後放開即可加速。\n若在{color[ffc529ff]}半管式滑道{color[000000ff]}狀的地形加速，\n可以借勢爬上高處。{[0004]}也可使用{color[ffc529ff]}旋轉器{color[000000ff]}，\n或使用已可視化的\n{color[ffc529ff]}念動加速車軌{color[000000ff]}。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ControlBeam	獲得{color[00ff9dff]}控制光束{color[000000ff]}！{[0004]}可透過念動面罩，\n操作{color[ffc529ff]}念動蓄光束{color[000000ff]}。{[0004]}切換至念動面罩，長按{[0100|1ccd]}之後放開，\n就能發射可操作的控制光束。\n使用{[0100|21cd]}{[0100|22cd]}可更改光束的軌道。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_EnergyTank	獲得{color[00ff9dff]}能量包{color[000000ff]}！{[0004]}能量最大值已增加{color[ffc529ff]}100{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_FireChip	獲得{color[00ff9dff]}火焰晶片{color[000000ff]}！{[0004]}電路中內建拉蒙製晶片。\n若要改造、安裝晶片，\n必須具備{color[ffc529ff]}等級4以上的特殊技能兵{color[000000ff]}技能。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_FireShot	獲得{color[00ff9dff]}火焰射擊{color[000000ff]}！{[0004]}現在能夠發射新的射擊了。\n消耗{color[ffc529ff]}1發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}高熱彈{color[000000ff]}火焰射擊。{[0004]}按{[0100|14cd]}切換至火焰射擊，按{[0100|05cd]}射擊。\n能使中彈對象起火燃燒一定時間，\n也可將冰塊融化。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_FireShotUpgrade	獲得{color[00ff9dff]}火焰蓄力射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}3發{color[000000ff]}射擊彈藥，\n發射具有{color[ffc529ff]}貫穿性{color[000000ff]}的高熱彈。{[0004]}按{[0100|14cd]}切換至火焰射擊，\n長按{[0100|05cd]}再放開，\n即可發射火焰蓄力射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_SuperFireShot	獲得{color[00ff9dff]}超級火焰射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}15發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}大量{color[000000ff]}具有貫穿性的高熱彈。{[0004]}按{[0100|14cd]}切換至火焰射擊，\n長按{[0100|05cd]}至{color[ffc529ff]}完全蓄力{color[000000ff]}。\n放開{[0100|05cd]}發射超級火焰射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_IceChip	獲得{color[00ff9dff]}冰凍晶片{color[000000ff]}！{[0004]}電路中內建拉蒙製晶片。\n若要改造、安裝晶片，\n必須具備{color[ffc529ff]}等級4以上的特殊技能兵{color[000000ff]}技能。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_IceShot	獲得{color[00ff9dff]}冰凍射擊{color[000000ff]}！{[0004]}現在能夠發射新的射擊了。\n消耗{color[ffc529ff]}1發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}冷卻彈{color[000000ff]}冰凍射擊。{[0004]}按{[0100|13cd]}切換至冰凍射擊，按{[0100|05cd]}射擊。\n能使中彈對象結凍一定時間，\n也可使岩漿暫時凝固。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_IceShotUpgrade	獲得{color[00ff9dff]}冰凍蓄力射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}3發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}可彈跳{color[000000ff]}的冷卻彈。{[0004]}按{[0100|13cd]}切換至冰凍射擊，\n長按{[0100|05cd]}再放開，\n即可發射冰凍蓄力射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_SuperIceShot	獲得{color[00ff9dff]}超級冰凍射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}10發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}大量{color[000000ff]}可彈跳的冷卻彈。{[0004]}按{[0100|13cd]}切換至冰凍射擊，\n長按{[0100|05cd]}至{color[ffc529ff]}完全蓄力{color[000000ff]}。\n放開{[0100|05cd]}發射超級冰凍射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_GrappleChain	獲得{color[00ff9dff]}念動鉤索{color[000000ff]}！{[0004]}對著長按{[0100|09cd]}，\n即可迅速移動至{color[ffc529ff]}抓取節點{color[000000ff]}，\n或懸吊於{color[ffc529ff]}抓鉤點{color[000000ff]}上。{[0004]}也能用於\n已可視化的{color[ffc529ff]}念動抓鉤點{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_GrappleLasso	獲得{color[00ff9dff]}念動套索{color[000000ff]}！{[0004]}鎖定後在此狀態下按住{[0100|09cd]}\n並用{[0100|98cd]}固定念動套索。\n在此狀態直接向下推動{[0100|2bcd]}即可拉動目標。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_LegacySuit	獲得{color[00ff9dff]}記憶果實{color[000000ff]}！\n獲得{color[00ff9dff]}傳承服{color[000000ff]}！{[0004]}記憶果實是拉蒙的遺產。\n是凝聚拉蒙所有歷史與知識的資料庫。{[0004]}傳承服則是拉蒙製的加強服。\n切換至念動面罩，長按{[0100|05cd]}，\n可消耗{color[ffc529ff]}35發{color[000000ff]}導彈並張開{color[ffc529ff]}防護罩{color[000000ff]}。{[0004]}防護罩經過一定時間後就會消失。\n若受到攻擊，會縮短防護罩的維持時間。\n此外，還能對接觸防護罩的敵人造成傷害。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_MapData	獲得{color[00ff9dff]}區域地圖{color[000000ff]}！{[0004]}已取得此區域的地圖資料。\n按{[0100|71cd]}可查看地圖。
Acquire_MechPart	{color[00ff9dff]}機甲部件{color[000000ff]}傳送完成！{[0004]}銀河聯邦製重量級哥倫MK-99的部件\n已傳送至據點。\n{color[ffc529ff]}\{1}/6{color[000000ff]}傳送完成。\n可以在暫停選單{[0100|71cd]}的\n「收集狀況」中查看詳情。
Acquire_MechPartFinal	{color[00ff9dff]}機甲部件{color[000000ff]}傳送完成！{[0004]}銀河聯邦製重量級哥倫MK-99的部件\n已傳送至據點。\n{color[ffc529ff]}所有部件{color[000000ff]}傳送完成。\n可以在暫停選單{[0100|71cd]}的\n「收集狀況」中查看詳情。
Acquire_Missile	獲得{color[00ff9dff]}導彈{color[000000ff]}！{[0004]}導彈發射功能已恢復。\n按{[0100|05cd]}發射具備{color[ffc529ff]}追蹤功能{color[000000ff]}與{color[ffc529ff]}爆炸力{color[000000ff]}的導彈。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_MissileExpansion	獲得{color[00ff9dff]}導彈包{color[000000ff]}！{[0004]}導彈持有數量最大值\n已增加{color[ffc529ff]}5發{color[000000ff]}。
Acquire_PowerBomb	獲得{color[00ff9dff]}念動重磅炸彈{color[000000ff]}！{[0004]}在變形球狀態下按{[0100|58cd]}，\n使{color[ffc529ff]}能量擴散型{color[000000ff]}的強力念動重磅炸彈爆炸。{[0004]}長按{[0100|58cd]}可賦予重磅炸彈\n{color[ffc529ff]}念動微粒{color[000000ff]}的性質。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_PowerBombExpansion	獲得{color[00ff9dff]}重磅炸彈包{color[000000ff]}！{[0004]}重磅炸彈持有數量\n最大值已增加{color[ffc529ff]}1發。{color[000000ff]}
Acquire_PsychicBoots	獲得{color[00ff9dff]}念動靴子{color[000000ff]}！{[0004]}跳躍後，在空中再次按{[0100|06cd]}\n就會再次跳躍。{[0004]}也可使用於透過念動掃瞄後\n可視化的{color[ffc529ff]}念動平台{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_PsychicCrystal	獲得{color[00ff9dff]}念動水晶{color[000000ff]}！{[0004]}現在能夠使用念動能力了。\n可釋放體內的念動力，\n或透過面罩進行念動力交流。{[0004]}按{[0100|04cd]}可發射{color[ffc529ff]}念動光束{color[000000ff]}。\n按{[0100|0ecd]}切換至{color[ffc529ff]}念動面罩{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_PsychicGlove	獲得{color[00ff9dff]}念動手套{color[000000ff]}！{[0004]}現在能夠遠端操作\n念動能量形成的{color[ffc529ff]}微粒\n{color[000000ff]}或{color[ffc529ff]}念動物件{color[000000ff]}了。{[0004]}使用念動面罩時，長按{[0100|09cd]}可抓住微粒。\n抓住的念動物件，\n可以使用{[0100|31cd]}或{[0100|32cd]}來移動。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_PsychicKey	獲得{color[00ff9dff]}主傳送站鑰匙{color[000000ff]}！{[0004]}用於啟動時光之塔中\n主傳送站的鑰匙。\n總共需要{color[ffc529ff]}5把{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「收集狀況」中查看詳情。
Acquire_PsychicKeyFinal	獲得{color[00ff9dff]}主傳送站鑰匙{color[000000ff]}！{[0004]}用於啟動時光之塔中\n主傳送站的鑰匙。\n{color[ffc529ff]}總共5把{color[000000ff]}都取得了。\n可以在暫停選單{[0100|71cd]}的\n「收集狀況」中查看詳情。
Acquire_ShotExpansion	獲得{color[00ff9dff]}大容量射擊包{color[000000ff]}！{[0004]}射擊彈藥持有數量\n最大值已增加{color[ffc529ff]}20發{color[000000ff]}。
Acquire_SpiderBall	獲得{color[00ff9dff]}念動蜘蛛球{color[000000ff]}！{[0004]}在變形球狀態下長按{[0100|97cd]}，\n可攀附於具有磁性的{color[ffc529ff]}蜘蛛球軌道{color[000000ff]}，\n或是懸吊於{color[ffc529ff]}繫繩節點{color[000000ff]}下。{[0004]}也可使用已可視化的\n{color[ffc529ff]}念動蜘蛛球軌道{color[000000ff]}。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_SuperMissile	獲得{color[00ff9dff]}超級導彈{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}5發{color[000000ff]}導彈，\n發射能引發{color[ffc529ff]}強烈爆炸{color[000000ff]}的超級導彈。{[0004]}按{[0100|16cd]}切換至導彈，\n長按{[0100|05cd]}再放開，即可發射超級導彈。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_TeleporterChip	獲得{color[00ff9dff]}傳送站晶片{color[000000ff]}！{[0004]}電路中內建拉蒙製晶片。\n若要改造晶片、安裝貼片，\n必須具備{color[ffc529ff]}等級4以上的特殊技能兵{color[000000ff]}技能。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_TeleporterPatch	獲得{color[00ff9dff]}傳送站貼片{color[000000ff]}！{[0004]}會瞬間傳送貼片貼附的對象。\n僅用於{color[ffc529ff]}銀河聯邦製重量級哥倫的部件{color[000000ff]}。\n傳送目的地座標為據點。\n總共有{color[ffc529ff]}6個{color[000000ff]}貼片。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ThunderChip	獲得{color[00ff9dff]}雷電晶片{color[000000ff]}！{[0004]}電路中內建拉蒙製晶片。\n若要改造、安裝晶片，\n必須具備{color[ffc529ff]}等級4以上的特殊技能兵{color[000000ff]}技能。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ThunderShot	獲得{color[00ff9dff]}雷電射擊{color[000000ff]}！{[0004]}現在能夠發射新的射擊了。\n消耗{color[ffc529ff]}1發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}帶電彈{color[000000ff]}的雷電射擊。{[0004]}按{[0100|15cd]}切換至雷電射擊，按{[0100|05cd]}射擊。\n會向中彈對象及附近物體施加強烈電流，\n還可為設備供電。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ThunderShotUpgrade	獲得{color[00ff9dff]}雷電蓄力射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}5發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}傳導性高{color[000000ff]}的帶電彈。{[0004]}按{[0100|15cd]}切換至雷電射擊，\n長按{[0100|05cd]}再放開，\n即可發射雷電蓄力射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_SuperThunderShot	獲得{color[00ff9dff]}超級雷電射擊{color[000000ff]}！{[0004]}消耗{color[ffc529ff]}20發{color[000000ff]}射擊彈藥，\n發射{color[ffc529ff]}持續型{color[000000ff]}的帶電射擊。{[0004]}按{[0100|15cd]}切換至雷電射擊，\n長按{[0100|05cd]}至{color[ffc529ff]}完全蓄力{color[000000ff]}。\n放開{[0100|05cd]}後，即可發射超級雷電射擊。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ViolaSuit	獲得{color[00ff9dff]}薇奧拉套裝{color[000000ff]}！{[0004]}能夠騎乘薇奧拉了。\n若要騎乘，\n需要將{color[ffc529ff]}駕駛登錄{color[000000ff]}至對應的車輛。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ViolaSuitIC	獲得{color[00ff9dff]}薇奧拉IC套裝{color[000000ff]}！{[0004]}可減輕因岩漿而受到的傷害。\n還可使薇奧拉變形為{color[ffc529ff]}IC模式{color[000000ff]}，\n在岩漿上行駛。{[0004]}可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_ControlBeamBoost	獲得{color[00ff9dff]}控制光束加速{color[000000ff]}！{[0004]}按住{[0100|1fcd]}時，\n會加快控制光束的行進速度。\n可以在暫停選單{[0100|71cd]}的\n「狀態」中查看詳情。
Acquire_GreenEnergyCrystalFinder	獲得{color[00ff9dff]}綠能量水晶搜尋器{color[000000ff]}！{[0004]}現在綠能量水晶\n會顯示在雷達上了。
Acquire_PsychicBeamUpgrade	獲得{color[00ff9dff]}念動光束加速器{color[000000ff]}！{[0004]}念動光束的射擊速度將會提升。\n此外，攻擊力也會小幅增加。
Acquire_ScoutBotUpgrade	地圖已更新！{[0004]}可以看見現在所在區域中\n未取得道具的位置了。\n按{[0100|71cd]}可查看地圖。
Menu_InventoryArmCannon	手臂加農炮
Menu_InventoryBall	變形球
Menu_InventoryBomb	炸彈
Menu_InventoryBoostBall	加速球
Menu_InventoryChargeBeam	蓄光束
Menu_InventoryCombatVisor	戰鬥面罩
Menu_InventoryControlBeam	控制光束
Menu_InventoryEnergyTank	能量包
Menu_InventoryGrappleChain	念動鉤索
Menu_InventoryGrappleLasso	念動套索
Menu_InventoryIceChip	冰凍晶片
Menu_InventoryIceShot	冰凍射擊
Menu_InventoryIceShotUpgrade	冰凍蓄力射擊
Menu_InventoryFireChip	火焰晶片
Menu_InventoryFireShot	火焰射擊
Menu_InventoryFireShotUpgrade	火焰蓄力射擊
Menu_InventoryGreenEnergy	綠能量水晶
Menu_InventoryGuardianKey	主傳送站鑰匙
Menu_InventoryLegacySuit	傳承服
Menu_InventoryMechPart	機甲部件
Menu_InventoryMissile	導彈
Menu_InventoryMorphBall	變形球
Menu_InventoryPsychicBoots	念動靴子
Menu_InventoryPsychicGlove	念動手套
Menu_InventoryPsychicVisor	念動面罩
Menu_InventoryPowerBeam	加強光束
Menu_InventoryPowerBomb	念動重磅炸彈
Menu_InventoryPsychicBeam	念動光束
Menu_InventoryPsychicBomb	念動炸彈
Menu_InventoryPsychicBoostBall	念動加速球
Menu_InventoryPsychicCrystal	念動水晶
Menu_InventoryPsychicChargeBeam	念動蓄光束
Menu_InventorySamus	加強服、其他
Menu_InventoryScanVisor	掃瞄面罩
Menu_InventorySpaceJump	連跳靴子
Menu_InventorySpiderBall	念動蜘蛛球
Menu_InventorySpringBall	彈簧球
Menu_InventorySuperIceShot	超級冰凍射擊
Menu_InventorySuperFireShot	超級火焰射擊
Menu_InventorySuperMissile	超級導彈
Menu_InventorySuperThunderShot	超級雷電射擊
Menu_InventoryTeleporterChip	傳送站晶片
Menu_InventoryTeleporterPatch	傳送站貼片
Menu_InventoryThunderChip	雷電晶片
Menu_InventoryThunderShot	雷電射擊
Menu_InventoryThunderShotUpgrade	雷電蓄力射擊
Menu_InventoryVariaSuit	防護服
Menu_InventoryViola	薇奧拉
Menu_InventoryViolaSuit	薇奧拉套裝
Menu_InventoryViolaIC	薇奧拉IC
Menu_InventoryViolaSuitIC	薇奧拉IC套裝
Menu_Inventory_ItemsFound	道具回收率：
Menu_Inventory_PlayTimeLabel	遊玩時間：
Menu_Inventory_PlayTimeValue	\{0}小時 \{1}分鐘 
Acquire_ShotExpansion_Small	獲得{color[00ff9dff]}射擊包{color[000000ff]}！{[0004]}射擊彈藥持有數量\n最大值已增加{color[ffc529ff]}10發{color[000000ff]}。
Preload\MPR4\PreloadMP4.pak\Junior_Ambient.MSBT
AUTO_DIALOGUE_5be9a379-3a39-4fc7-b9df-ad714a69dcb0	準備好了嗎？
AUTO_DIALOGUE_59f1ed60-d9fc-4e87-bcb3-1578a01367c8	中士，您看！\n他變成變形球了！
AUTO_DIALOGUE_3ecbe27d-9509-41e4-9f24-0b4149b65ee8	真希望我的套裝\n也有那種功能……
AUTO_DIALOGUE_056fc9aa-7e1f-4da8-9fc9-c6f6fe613424	那聲音聽起來不妙……
AUTO_DIALOGUE_26ee47b3-8fb5-4989-beba-f47bf04f444a	是格利佛……
AUTO_DIALOGUE_041a5145-e13b-45ef-b2fb-a6a6093d6dbe	歡迎回來。
AUTO_DIALOGUE_49cad8e3-b01a-46c7-9c9b-105d1e29ec83	嗨，薩姆斯。
AUTO_DIALOGUE_8d95073a-9b42-408c-8b3b-9d8fe4479bb2	是薩姆斯呢。
AUTO_DIALOGUE_32a5b384-101e-4ce0-89a9-e53880711cee	嘿，薩姆斯。
AUTO_DIALOGUE_db0ead3f-96ab-4810-9c01-7ef246bc6e89	等會見喔。
AUTO_DIALOGUE_db1711cb-27e6-4a5b-bca7-3ff4190460ff	掰掰。
AUTO_DIALOGUE_4de1e5a3-7fe3-4f96-8564-957fa9bfbb48	已經要走了嗎？
AUTO_DIALOGUE_e0dabc6a-83fa-48fd-ab37-e6bdc3722bba	再見。
AUTO_DIALOGUE_cb35eb59-4f00-4160-b9c0-cda252649eca	請跟我說說您的家人吧。
AUTO_DIALOGUE_ff04fce7-2867-4bf7-b262-74e76ae015b8	很榮幸能聽您分享這些。\n您有孩子嗎？
AUTO_DIALOGUE_3892d15a-1253-4124-9b60-a9db721ff099	真的嗎？\n有機會請一定要介紹給我認識。
AUTO_DIALOGUE_3f86ebf3-1346-467b-b8ad-c53495594a30	我一直很想找到\n能跟我一起參加鐵人三項的搭檔。
AUTO_DIALOGUE_31a4cb6e-8fe3-4648-94cf-e4b2db870848	您試過這個推進器了嗎？\n非常好用吧。
AUTO_DIALOGUE_ce72aa08-0a5d-4217-8d41-db39e658f898	您不喜歡？\n是哪裡覺得有問題呢？
AUTO_DIALOGUE_117807a9-4cad-4725-a2d5-cb0ee90da993	新玩具一定要謹慎使用。\n受傷就糟了。
AUTO_DIALOGUE_3beb09dd-9369-46b9-abc1-c1ca265a8d22	我不確定，但我能做滿多下的。\n我一次都做五～六組，一組五十下。
AUTO_DIALOGUE_41a938ce-7266-463c-88f8-f86ef9739c10	邁爾斯你能做幾組？
AUTO_DIALOGUE_4592959f-fe2d-4c9f-a31d-e16f8cbbbe3e	四組嗎？那還不賴啊。
AUTO_DIALOGUE_89ed46b2-9e7a-4fb4-8e43-8127365777cd	那才不是鬼呢。
AUTO_DIALOGUE_9ef55833-9dac-45e7-bd6f-10605605d71c	應該是格利佛吧。
AUTO_DIALOGUE_6d088cbc-2ea1-4ea0-b829-7f75d9453ded	咦？為什麼？
AUTO_DIALOGUE_8dcbf989-7af2-4749-aaf5-8519db23bca0	我反而比較怕鬼。\n格利佛只要拿槍射一射就聽話了。
AUTO_DIALOGUE_f879a8bf-ef4b-41bf-8095-a746ceab83a8	你在戰鬥的時候，都怎麼決定\n要優先攻擊哪個目標？
AUTO_DIALOGUE_ee8c4b5a-732e-403d-a453-bda652f0f039	那你自己呢？
AUTO_DIALOGUE_dbcec5f0-bda0-4227-bca6-b06012652d2c	真是犧牲奉獻啊。
AUTO_DIALOGUE_3a90d784-0f09-4419-8843-6a88449e8ad6	布洛斯其實也沒我想的那麼糟。
AUTO_DIALOGUE_d8e0a3e6-fc2f-4791-a2a8-b80e8ff31ccc	我也從邁爾斯那裡聽說了不少\n有關拉蒙的事。
AUTO_DIALOGUE_4920388a-2c6d-4244-be39-0bef90712564	我也從他們身上學到了很多。\n只不過……
AUTO_DIALOGUE_fbfab725-5859-41ef-b840-a8ee32e57d98	我想回家了。
AUTO_DIALOGUE_f7755374-bec5-458b-b63e-d24c6b3f8c37	哦？那是什麼味道？\n有辣到讓人噴火嗎？
AUTO_DIALOGUE_cfdf78f6-e9ef-4f00-9264-cc37480b3516	嘔！
AUTO_DIALOGUE_d10078db-62c1-4cd9-99be-032f81e5fb6c	咦？什麼東西？
AUTO_DIALOGUE_4334d8d0-6b5c-4611-882b-506718ba13ce	薩姆斯……\n不知道還能撐多久。
AUTO_DIALOGUE_877b6917-6b07-4d15-9f3a-12a2b041abee	薩姆斯，趕緊離開這裡吧。
AUTO_DIALOGUE_04269ef6-5eed-4d2f-838a-7c8c6ab661f5	你可以的。
AUTO_DIALOGUE_d4ac57f2-507d-4ff3-91f2-2999696a5b45	我們要搭這個？太酷了！
AUTO_DIALOGUE_7c3625c5-2b62-4bef-927e-e36591325dd7	下次讓我也出一份力吧。
AUTO_DIALOGUE_7c3625c5-2b62-4bef-927e-e36591325dd9	拜託，中士，\n我也想幫忙。
AUTO_DIALOGUE_504a05ba-1ba9-4841-9bdb-b9c41f0c5926	不知道能不能要到他的簽名？
AUTO_DIALOGUE_05e2fc9e-532a-4472-beb4-b5bc90bd9b22	是套索！真帥啊。
JESS_ADD_017	不，我到這裡的時候，\n就已經是這個狀態了。
JESS_ADD_018	是套索！真帥啊。
AUTO_DIALOGUE_67ab2202-ad92-4035-8396-c41935d2d03a	我試了好幾個小時都還是\n沒辦法讓他動起來……
AUTO_DIALOGUE_3a9fbb43-b3fe-4ddc-903b-d4459cf96898	沒問題的。\n我的狀態甚至比之前更好了。
AUTO_DIALOGUE_f023a205-0963-4ed9-885e-1340bde3f3d4	我們接下來要做什麼？
AUTO_DIALOGUE_9febfe76-0996-43bb-912a-aebfa6c3b109	好耶！\n能和薩姆斯一起行動真是太棒了。
AUTO_DIALOGUE_67b0980f-4a41-4d27-9e14-0d903e4d0581	薩姆斯……真的是你啊。
AUTO_DIALOGUE_b9c8aa8b-5440-4811-8e8a-99d017cad8eb	真不敢相信能見到你……
AUTO_DIALOGUE_f97302da-8f34-417b-afef-74a696c4412b	好像還少了什麼。\n裝置打開了嗎？
JESS_ADD_020	通道門？在哪裡？
AUTO_DIALOGUE_7d41af1e-a020-493f-a842-0f3ac900d995	薩姆斯，你知道地點吧？\n不妨看一下地圖？
JESS_ADD_022	我沒事，薩姆斯你呢？
AUTO_DIALOGUE_fb11c9fc-0b60-49c8-9085-0bc241545c1a	我在這待命。\n準備好就跟我說一聲。
JESS_ADD_026	能幫我把橋展開來嗎？
JESS_ADD_027	薩姆斯，謝謝你。
JESS_ADD_028B	明白了。
AUTO_DIALOGUE_30ef1c84-dfc5-4ec8-883e-993fa842bef5	♪如鐵石的心註定永遠孤獨
AUTO_DIALOGUE_ef46fe04-c540-4b16-bcbe-b7a87b711380	♪乾枯的河流令我淚流
AUTO_DIALOGUE_0df675aa-c17d-4cf1-b64d-4429a1b26c83	♪曾幾何時聽說過那奇異山谷的故事
AUTO_DIALOGUE_adad5bf7-e0ca-4a94-9cc9-ca64d45aea95	♪在世上顛沛流離只為尋找故鄉
AUTO_DIALOGUE_427ad840-ba54-4825-8e5b-8aab672bc098	……每當我害怕時，\n家母常會唱這首歌給我聽。
AUTO_DIALOGUE_462e7366-8dd4-4231-8360-718618928a3d	跟著管線走\n應該就能到對面了。
AUTO_DIALOGUE_79dc9f61-6f61-480d-8b12-c484e3db0fbf	來，對著鎖開火吧。
AUTO_DIALOGUE_756a9e49-4a37-41b9-96b6-732002ba71bf	這裡好大喔。\n哈囉——！你好啊——！
AUTO_DIALOGUE_52f9f3bc-82aa-4a8a-b061-7ba5df744102	交給薩姆斯。
AUTO_DIALOGUE_1288d0b7-898d-4aa2-9cb9-12eb098be540	中士，其中一邊麻煩你了。
JESS_ADD_030	以前發生過什麼事嗎？
AUTO_DIALOGUE_fce41119-e776-4509-85d4-9de9b9de1009	希望那些傢伙\n能老實一點。
AUTO_DIALOGUE_64f38bf5-18db-4ff3-8a65-66e4f27c20ff	那台電梯\n是用來讓車輛進出的嗎？
AUTO_DIALOGUE_200d726f-d128-460a-b78a-93f9841fab03	快看那個。
