Common\Reference.msbt
GameName_gm102_T0	Statues
_T1_GamePlayMasterLotNo_01_V	Lot 2!
_T1_GamePlayMasterLotNo_02_V	Lot 3!
_T1_GamePlayMasterLotNo_03_V	Lot 4!
_T1_GamePlayMasterLotNo_04_V	Lot 5!
GamePlayMasterItem_00_V	A pair of paintbrushes that Leonardo da Vinci once\r\nconsidered buying.
GamePlayMasterItem_01_V	A bottle of wine thought to be from Napoleon's\r\nsecret cellar.
GamePlayMasterItem_02_V	Four wigs that were once fought over by the\r\nmembers of a certain world-famous rock band.
GamePlayMasterItem_03_V	A megaphone much sought after by a world-famous\r\nfilm director.
GamePlayMasterItem_04_V	A master-forged blade belonging to the greatest\r\nswordsman in history.
GamePlayMasterItem_05_V	A drinking glass that was meant as a gift for\r\na Chinese emperor, but was never presented.
GamePlayMasterItem_06_V	The diary of William Shakespeare, which he kept\r\nfor three days before giving up.
GamePlayMasterItem_07_V	A perfume said to have been used by Cleopatra when\r\nshe wanted to make an impression.
GamePlayMasterItem_08_V	An unopened pot of honey taken on campaign by Alexander\r\nthe Great.
GamePlayMasterItem_09_V	A spare lamp from when Edison invented the light bulb. Unused.
_T1_GamePlayMasterItem_00_V	Two paintbrushes that Leonardo da Vinci once\r\nconsidered buying.
_T1_GamePlayMasterItem_01_V	A bottle of wine thought to be from Napoleon's\r\nsecret cellar.
_T1_GamePlayMasterItem_02_V	Four wigs that were once fought over by the\r\nmembers of a certain world-famous rock band.
_T1_GamePlayMasterItem_03_V	A megaphone much sought after by a world-famous\r\nfilm director.
_T1_GamePlayMasterItem_04_V	A master-forged blade belonging to the greatest\r\nswordsman in history.
_T1_GamePlayMasterItem_05_V	A drinking glass that was meant as a gift for\r\na Chinese emperor, but was never presented.
_T1_GamePlayMasterItem_06_V	The diary of William Shakespeare, which he kept\r\nfor three days before giving up.
_T1_GamePlayMasterItem_07_V	A perfume said to have been used by Cleopatra when\r\nshe wanted to make an impression.
_T1_GamePlayMasterItem_08_V	An unopened pot of honey taken on campaign by Alexander\r\nthe Great.
_T1_GamePlayMasterItem_09_V	A spare lamp from when Edison invented the light bulb. Unused.
GamePlayMasterComfirm_00_V	Are there any further bids?
GamePlayMasterComfirm_01_V	Is this the final price for this lot?
GamePlayMasterComfirm_02_V	Fair warning...
GamePlayMasterComfirm_02_V_2	Last chance...
GamePlayMasterComfirm_02_V_3	And selling...
GamePlayMasterComfirm_03_V	Time's up. Bidding has closed!
_T1_GamePlayMasterComfirm_00_V	Last chance...
_T1_GamePlayMasterComfirm_00_V_2	Are there any further bids?
_T1_GamePlayMasterComfirm_00_V_3	And selling...
_T1_GamePlayMasterComfirm_00_V_4	Any takers?
_T1_GamePlayMasterComfirm_00_V_5	Nobody else?
_T2_GamePlayMasterComfirm_00_V	Hm...
_T2_GamePlayMasterComfirm_00_V_2	Well now!
_T2_GamePlayMasterComfirm_00_V_3	A-ha...
_T2_GamePlayMasterComfirm_00_V_4	I see...
_T2_GamePlayMasterComfirm_01_V	Are you sure about that?
_T2_GamePlayMasterComfirm_02_V	Very interesting...
_T2_GamePlayMasterComfirm_03_V	Well I never...
_T2_GamePlayMasterComfirm_04_V	Clever...
_T2_GamePlayMasterComfirm_05_V	So that's their game...
_T2_GamePlayMasterComfirm_06_V	That is a considerable bid.
_T0_GamePlayMasterFinish_00_V	Bidding will close shortly.
_T2_GamePlayMasterFinish_00_V	Time's up!
_T2_GamePlayMasterFinish_01_V	It's time to reveal the teams' bids!
_T2_GamePlayMasterFinish_02_V	Both teams bid the same amount!
_T2_GamePlayMasterFinish_03_V	Neither team placed a bid.
_T2_GamePlayMasterFinish_04_V	Since there were no successful bids on this item today,\r\nit will be auctioned off at a later date instead.
GamePlayMasterBid_R_00_V	The Right Team placed the winning bid!
GamePlayMasterBid_L_00_V	The Left Team placed the winning bid!
_T1_GamePlayMasterBid_R_00_V	The Right Team placed the winning bid!
_T1_GamePlayMasterBid_L_00_V	The Left Team placed the winning bid!
GamePlayGuideExplainRule_09_V	If your bid was unsuccessful, then you\r\nwon't have to spend any of your budget.
GamePlayGuideExplainRule_10_V	Be aware though that any funds left at the\r\nend of the auction won't count towards your score.
GamePlayGuideExplainRule_11_V	The key to beating the other team is to bid low on\r\nitems your client wants, and high on items that the\r\nother team's client wants.
GamePlayGuideExplainRule_12_V	Your team's budget is limited, so you'll\r\nneed to work together to make the best use of it.
GamePlayGuideExplainRuleAlone_01_V	Your budget is limited, so you'll need to\r\nconsider how to make the best use of it.
GamePlayGuideAttention_00_V	There are still two items left to bid for today.
GamePlayGuideAttention_01_V	Remember that leftover funds don't count towards your final score.
GamePlayMasterAllBid_R_00_V	The Right Team has bid all of their budget.
GamePlayMasterAllBid_L_00_V	The Left Team has bid all of their budget.
GamePlayMasterAllBid_R_01_V	Right Team, you have until the end of the\r\ncountdown to outbid them.
GamePlayMasterAllBid_L_01_V	Left Team, you have until the end of the\r\ncountdown to outbid them.
GamePlayMasterAllBidWait_00_V	If you don't want to bid, just wait until the end of the countdown.
GamePlayMasterAuctionFinish_00_V	That brings today's bidding to an end.
GamePlayGuideResult_00_V	Let's take a look at how the bidding went.
ResultGuide_00_V	Which team met their client's expectations?
ResultWin_R_00_V	The Right Team!
ResultWin_R_01_V	Let's give them a round of applause!\r\nSee you at the next auction!
ResultWin_L_00_V	The Left Team!
ResultWin_L_01_V	Let's give them a round of applause!\r\nSee you at the next auction!
ResultDrawEven_00_V	Both teams!
ResultDrawEven_01_V	Give each other a round of applause!\r\nSee you at the next auction!
ResultNoPlay_00_V	Oh dear. It looks like neither team's\r\nclient is very satisfied with the results.
ResultNoPlay_01_V	But that's just how it goes with auctions sometimes!\r\nI'm sure you'll get better with practice.
GamePlayMasterPrice_00_500_V	Fifty thousand!
GamePlayMasterPrice_00_1000_V	One hundred thousand!
GamePlayMasterPrice_00_1500_V	One hundred fifty thousand!
GamePlayMasterPrice_00_2000_V	Two hundred thousand!
GamePlayMasterPrice_00_2500_V	Two hundred fifty thousand!
GamePlayMasterPrice_00_3000_V	Three hundred thousand!
GamePlayMasterPrice_00_3500_V	Three hundred fifty thousand!
GamePlayMasterPrice_00_4000_V	Four hundred thousand!
GamePlayMasterPrice_00_4500_V	Four hundred fifty thousand!
GamePlayMasterPrice_00_5000_V	Half a million!
GamePlayMasterPrice_00_6000_V	Six hundred thousand!
GamePlayMasterPrice_00_7000_V	Seven hundred thousand!
GamePlayMasterPrice_00_8000_V	Eight hundred thousand!
GamePlayMasterPrice_00_9000_V	Nine hundred thousand!
GamePlayMasterPrice_00_10000_V	A million!
_T1_GamePlayMasterPrice_00_500_V	Fifty thousand!
_T1_GamePlayMasterPrice_00_1000_V	One hundred thousand!
_T1_GamePlayMasterPrice_00_1500_V	One hundred fifty thousand!
_T1_GamePlayMasterPrice_00_2000_V	Two hundred thousand!
_T1_GamePlayMasterPrice_00_2500_V	Two hundred fifty thousand!
_T1_GamePlayMasterPrice_00_3000_V	Three hundred thousand!
_T1_GamePlayMasterPrice_00_3500_V	Three hundred fifty thousand!
_T1_GamePlayMasterPrice_00_4000_V	Four hundred thousand!
_T1_GamePlayMasterPrice_00_4500_V	Four hundred fifty thousand!
_T1_GamePlayMasterPrice_00_5000_V	Half a million!
_T1_GamePlayMasterPrice_00_6000_V	Six hundred thousand!
_T1_GamePlayMasterPrice_00_7000_V	Seven hundred thousand!
_T1_GamePlayMasterPrice_00_8000_V	Eight hundred thousand!
_T1_GamePlayMasterPrice_00_9000_V	Nine hundred thousand!
_T1_GamePlayMasterPrice_00_10000_V	One million!
IntroductionScreen_00	Welcome to the Auction House!
IntroductionPlaceName_00	AUCTION HOUSE
PsqIntroPlayerEntryHeader_00	Use your smart device to join!
GamePlayExplainRuleText_00	Each item has a fixed point value.
GamePlayExplainRuleNumber_00	1
GamePlayExplainRulePoint_00	{[0102|03cd]}
GamePlayExplainRuleText_01	The value differs for each team.
GamePlayExplainRuleTeam_L_00	L
GamePlayExplainRuleTeam_R_00	R
GamePlayExplainRuleNumber_01	3
GamePlayItemCheck_00	Check the item list.
GamePlayExplainRuleText_02	Each team has 1 million to spend.
GamePlayExplainBudget_00	$1,000,000
GamePlayExplainRuleText_03	Each team shares their million.
GamePlayBudgetCheck_00	Check your share.
_T2_GamePlayExplainRuleText_00	You won't know the other team's bids.
_T2_GamePlayExplainRuleBidPrice_00	???
GamePlayLotNo_00	{size[5a00]}Lot{size[6400]} {[0100|00010000]}
GamePlayItemLine_00	{[0101|00cd]}
GamePlayItemLine_01	{[0101|00cd]}
GamePlayItem_00	Paintbrushes da Vinci considered buying
GamePlayItem_01	A wine said to be from\r\nNapoleon's hidden stash
GamePlayItem_02	Four wigs fought over by the\r\nmembers of a world-famous band
GamePlayItem_03	A megaphone desired\r\nby a famous director
GamePlayItem_04	The treasured blade of\r\nthe greatest swordsman in history
GamePlayItem_05	A glass meant for, but never gifted to,\r\na Chinese emperor
GamePlayItem_06	Shakespeare's diary, given up\r\non after three days
GamePlayItem_07	A perfume said to be\r\nCleopatra's favorite
GamePlayItem_08	An unopened pot of honey that\r\nbelonged to Alexander the Great
GamePlayItem_09	A lamp not used by Edison\r\nwhen inventing the light bulb
GamePlayStartPrice_00	Minimum bid: $1,000
GamePlayPrompt_00	Use your smart device to bid.
_T2_GamePlayPrompt_00	Auction Failed
GamePlayBidPrice_00	${[0101|00cd]},000,000
GamePlayBidPrice_01	${[0101|00cd]},000
GamePlayBidPrice_02	${[0101|00cd]}
_T2_GamePlayBidPrice_00	???
GamePlayBidRight_00	Top Bid
GamePlayTimer_00	{[0100|00010000]}
GamePlayExplainRuleText_04	If your bid wasn't successful,\r\nyou won't lose any of your budget.
GamePlayExplainRuleText_05	However, leftover budget\r\nwill not be added to your score.
GamePlayExplainRuleText_06	Bid low to feign\r\ndisinterest.
GamePlayExplainRuleText_07	Bid high to feign\r\ninterest.
GamePlayExplainRuleNumber_Up_00	3
GamePlayExplainRulePoint_01	{[0102|03cd]}
GamePlayExplainRuleNumber_Down_00	-1
ResultReplayLotNo_00	{size[5a00]}Lot{size[6400]} {[0100|00010000]}
ResultReplayPointNumber_00	{[0100|00010000]}
ResultReplayPoint_00	{[0102|03cd]}
ResultReplayBudget_00	${[0101|00cd]},000,000
ResultReplayBudget_01	${[0101|00cd]},000
ResultReplayBudget_02	${[0101|00cd]}
ResultReplayBudget_03	Team Budget
ResultReplayItem_00	Paintbrushes
ResultReplayItem_01	Wine
ResultReplayItem_02	Wigs
ResultReplayItem_03	Megaphone
ResultReplayItem_04	Sword
ResultReplayItem_05	Drinking Glass
ResultReplayItem_06	Diary
ResultReplayItem_07	Perfume
ResultReplayItem_08	Honey
ResultReplayItem_09	Lamp
ResultReplayBidPrice_00	${[0101|00cd]},000,000
ResultReplayBidPrice_01	${[0101|00cd]},000
ResultReplayBidPrice_02	${[0101|00cd]}
ResultReplayBid_00	Winning Bid
ResultReplayNoBid_00	Auction Failed
_T2_ResultReplayFailBid_00	Auction Failed
ResultReplayPointNumber_01	{[0100|00010000]}
ResultReplayPoint_01	{[0102|03cd]}
NXMsg\GameMsg\nx_gm130.msbt
GameIntroduction_00_V	It's leg day! I hope you're ready to feel the burn!
GamePlayRule_00_V	When you hear the word "squat", do a squat! Don't follow any other cues.
_T1_GamePlayRule_00_V	Got that? "Squat" is the word to listen for!
_T2_GamePlayRule_00_V	This time, we're going to change things up.
_T2_GamePlayRule_01_V	DON'T squat when you hear "squat"! Got it?
_T2_GamePlayRule_02_V	Only squat when you hear the word "squash"!
_T0_RuleDescription_00	Squat when\r\nyou hear\r\n"squat"
_T1_RuleDescription_00	Only squat\r\nwhen you\r\nhear "squat"
_T2_RuleDescription_00	Squat when\r\nyou hear\r\n"squash"
AssignBscConFixed_00_V	Check which Joy-Con you're using.
AssignCmnPressButton_00_V	When you're done, press a button to confirm!
AssignPrmEntryGuide_00_V	If you're playing, use your smart device to join!
AssignPrmEntryGuide_01_V	Use your smart device to join!
AssignPrmSupportGuide_00_V	If you're not playing, help keep the others pumped by cheering them on!
GamePlayTutorial_00_V	On your feet! The workout's about to begin!
GamePlayTutorial_01_V	You can also play sitting down. Just try to sit up as straight as you can!
GamePlayTutorial_02_V	We'll start with a quick warm-up.
GamePlayTutorial_03_V	Make sure to hold your arms out straight ahead, and pay attention to your surroundings so you don't hit anything.
GamePlayTutorial_04_V	Hold your Joy-Con in both hands, then squat!
GamePlayTutorialSmapho_00_V	Hold your smart device in both hands, then squat!
GamePlayTutorial_05_V	If you're playing sitting down, steadily raise and lower your arms!
GamePlayTutorial_06_V	Do a few reps.
GamePlayStart_00_V	You're ready for the real deal!\r\nFace the other team,\r\nstretch out your arms, and...
GamePlayStart_01_V	Start!
GamePlayRest_00_V	Phew! Take a breather. You've earned it!
GamePlayRest_01_V	While you rest, let's take a look at the leaderboard.
GamePlayRestChoice_00_V	While you rest your legs, train your eyes on the leaderboard!
GamePlayReviewHigh_00_V	You're on fire today!
GamePlayReviewHigh_01_V	Keep that heat up 'til the very end!
GamePlayReviewMiddle_00_V	Lookin' good!
GamePlayReviewMiddle_01_V	Keep working on your gains and aim even higher!
GamePlayReviewLow_00_V	Feeling the burn? More like burnt out...
GamePlayReviewLow_01_V	Treat yourself to a hydration break when we're done.
GamePlayReviewAdvice_00_V	We've got a top squatter up in here! Copy their movements if you're having trouble.
GamePlayRest_02_V	Get ready to raise the bar in the second half!
GamePlayRest_03_V	Face each other again,\r\nstretch out your arms, and...
GamePlayEnd_00_V	That's the end of the workout! Way to break a sweat!
ResultDecision_00_V	Our squat-tacular winner is...
ResultWinNotAlone_R_00_V	The Right Team!
ResultWinNotAlone_R_01_V	You really showed us what you squat!
ResultWinNotAlone_L_00_V	The Left Team!
ResultWinNotAlone_L_01_V	You really showed us what you squat!
ResultDraw_00_V	Everyone?! Both teams are tied!
ResultDraw_01_V	Good hustle!
GamePlayTrueM_00_V	Squat
GamePlayTrueF_00_V	Squat
GamePlayFakeM_00_V	Squash
GamePlayFakeF_00_V	Squash
_T1_GamePlayFakeM_00_V	Sought
_T1_GamePlayFakeF_00_V	Sought
_T1_GamePlayFakeM_01_V	Square
_T1_GamePlayFakeF_01_V	Square
_T1_GamePlayFakeM_02_V	Squeak
_T1_GamePlayFakeF_02_V	Squeak
_T1_GamePlayFakeM_03_V	Spot
_T1_GamePlayFakeF_03_V	Spot
_T1_GamePlayFakeM_04_V	Hot
_T1_GamePlayFakeF_04_V	Hot
_T1_GamePlayFakeM_05_V	Yacht
_T1_GamePlayFakeF_05_V	Yacht
_T1_GamePlayFakeM_06_V	Plot
_T1_GamePlayFakeF_06_V	Plot
BsqIntroPlayerEntryHeader_00	When you're ready,\r\npress a button!
PsqIntroPlayerEntryHeader_00	Use your smart device to join!
GamePlayStandUp_00	Stand up!
GamePlaySitDiown_00	If you're playing sitting down, make\r\nsure you're sitting up straight!
GamePlayTutorial_00	Stretch out your\r\narms and squat!
GamePlayTutorialSmapho_00	Stretch out your\r\narms and squat!
GamePlayTutorialSit_00	If you're seated, move your\r\narms steadily up and down!
GamePlayGaze_00	Face each other!
GamePlayRanking_01	+ {[0100|00020000]} more
GamePlayRankingScore_00	{[0101|00cd]}{size[2d00]}/20{size[6400]}
GamePlayRankingTitle_00	Leaderboard
ResultRankingScore_00	{[0101|00cd]}{[0001|0800]}{size[2d00]}/50{size[6400]}{[0001|ffff]}
ResultScoreRank_00	{[0100|00030000]}
ResultScore_00	Total
NXMsg\GameMsg\nx_gm134.msbt
GameIntroduction_00_V	Welcome to the cooking academy!\r\nMake sure your aprons are securely tied.
IntroductionStake_00_V	This time you'll be trying your hand\r\nat making the perfect sizzling sirloin steak!
IntroductionPesto_00_V	This time you'll be making one\r\nof my faves, pesto pasta!
IntroductionPaella_00_V	Today's challenge will be to make\r\na fragrant, dazzling paella!
IntroductionNoodle_00_V	Today you'll be making instant noodles!\r\nThink you've got what it takes?
AssignCmnPressButton_00_V	Check to see which Joy-Con you're using.\r\nWhen you're ready, press a button.
AssignPrmEntryGuide_00_V	Use your smart device to join.\r\nIt's as easy as boiling an egg!
AssignPrmEntryGuide_01_V	Use your smart device to join!
AssignPrmSupportGuide_00_V	If you're not taking part today, watch and learn,\r\nOK?
GamePlayRoundStake_01_V	First, we're going to fry this nice bit of\r\nsteak over a high heat.
GamePlayRoundStake_02_V	Next up we'll take care of the seasonal vegetable side dish.\r\nEvery chef understands the importance of veggies!
GamePlayRoundStake_03_V	This is the crucial point.\r\nThe steak needs to be in the middle of the pan for the best result.
GamePlayRoundPesto_01_V	First, we'll make the all-important pesto!
GamePlayRoundPesto_02_V	I'm feeling inspired to try something new--\r\nhow about a topping of fresh asparagus?
GamePlayRoundPesto_03_V	Judging by the steam, that pasta is coming along\r\nnicely. It should be ready soon!
GamePlayRoundPaella_01_V	First, we're going to add white wine to\r\nthis fried seafood and bring it to the boil.
GamePlayRoundPaella_02_V	Next up, we'll add some rice to cook in the same\r\npot we've just been using.
GamePlayRoundPaella_03_V	All that's left is to put the lid on and let it steam until\r\nit's ready!
GamePlayRoundNoodle_01_V	Just pour on boiling water and cover.\r\nSounds easy enough, doesn't it?
GamePlayTheme_00_V	When one side of the steak is done,\r\nflip it over!
GamePlayTheme_01_V	OK, this has been heated to boiling point.\r\nBe sure to drain it at the right time.
GamePlayTheme_02_V	Take the lid off when it's ready.
GamePlayTheme_03_V	Turn off the heat at the right moment.
GamePlayTheme_04_V	Flip the switch at the right moment.
GamePlayTheme_05_V	Drain it when it's done.
GamePlayTheme_06_V	At the right moment it'll start to boil,\r\nso you'll want to drain it then.
GamePlayTheme_07_V	You'll want to lift the lid after three minutes.
GamePlayReady_00_V	Are you all ready?
GamePlayReadyAlone_00_V	Are you ready?
GamePlaySet_00_V	Fingers on switches...
GamePlaySet_01_V	Get set...
GamePlayStart_00_V	And...flip!
GamePlayStart_01_V	Go!
GamePlayOK_00_V	All right, we're done here!
GamePlayOK_01_V	Looks like you're all finished!
GamePlayOK_02_V	Whoops! It's that time already!
GamePlayOK_03_V	Oh, you're done!
GamePlayComment_00_V	Yes, that's seared beautifully.
GamePlayComment_01_V	Looking good!
GamePlayComment_02_V	Mm-mm! Something sure smells good.
GamePlayComment_03_V	That smells delicious! I can hear my stomach rumbling...
GamePlayComment_04_V	What a vivid green! I love pesto.
GamePlayComment_05_V	The pasta is nicely al dente. Good job!
GamePlayRanking_00_V	Let's take a look at how you did.
GamePlayRankingAlone_00_V	Let's take a look at how you did.
GamePlayRanking_02_V	All right, here's the lowdown on your performance.
GamePlayRankingAlone_02_V	All right, here's the lowdown on your performance.
GamePlayRanking_01_V	Here's a little sweetener:\r\nthe last round is worth double the points!
GamePlayGood_L_00_V	Whoa, looks like the Left Team brought a natural chef\r\nwith them!
GamePlayGoodAlone_L_00_V	You there, on the left! You're a natural at this!
GamePlayGood_L_01_V	Looks like there's someone on the Left Team who\r\nreally knows their way around a kitchen.
GamePlayGoodAlone_L_01_V	Looks like the person on the left really knows their\r\nway around a kitchen.
GamePlayGood_R_00_V	Whoa, looks like the Right Team brought a natural chef\r\nwith them!
GamePlayGoodAlone_R_00_V	You there, on the right! You're a natural at this!
GamePlayGood_R_01_V	Looks like there's someone on the Right Team who\r\nreally knows their way around a kitchen.
GamePlayGoodAlone_R_01_V	Looks like the person on the right really knows their\r\nway around a kitchen.
GamePlayGood_00_V	You all did so well, I'm starting to wonder\r\nif you're just pretending to be students.
GamePlayGoodAlone_00_V	Fantastic job, both of you!
GamePlayBad_00_V	Oh well, you're here to learn, after all!\r\nBetter luck next time.
GamePlayBadAlone_00_V	Oh well, you're here to learn, after all!\r\nBetter luck next time.
GamePlayBad_01_V	Don't feel too bad. Everyone has days like these!
GamePlayBadAlone_01_V	Don't feel too bad. Everyone has days like these!
GamePlayPerfect_00_V	Amazing!\r\nThis is the work of a culinary genius!
GamePlayPerfect_00_V_2	Fantastic! You've got cooking down to\r\na fine art.
GamePlayPerfect_00_V_3	What can I say? It's perfect.
_T3_GamePlayPerfect_00_V	You absolutely nailed this one.\r\nGreat job!
GamePlayFinish_00_V	Looks like you've been busy making something delicious!
GamePlayFinish_01_V	OK everyone! We're done with the cooking for now.
ResultWinGood_L_00_V	The Left Team is certainly going to eat\r\nwell tonight. Bon appetit!
ResultWinGoodAlone_L_00_V	I'm kind of envious that the chef on the\r\nleft will get that delicious dinner\r\nall to themselves!
ResultWinNormal_L_01_V	Nice kitchen skills, Left Team.\r\nWell done!
ResultWinNormalAlone_L_01_V	Well done to the chef on the left!
ResultWinNoodle_L_02_V	Wow, Left Team! That actually looks\r\ndelicious!
ResultWinNoodleAlone_L_02_V	I can't believe the chef on the\r\nleft actually made that look so good!
ResultWinBad_L_00_V	Left Team. There's, uh, room for improvement\r\nthere.
ResultWinBadAlone_L_00_V	The chef on the left still has a long way to go.
ResultWinGood_R_00_V	The Right Team is certainly going to eat\r\nwell tonight. Bon appetit!
ResultWinGoodAlone_R_00_V	I'm kind of envious that the chef on the\r\nright will get that delicious dinner\r\nall to themselves!
ResultWinNormal_R_01_V	Nice kitchen skills, Right Team.\r\nWell done!
ResultWinNormalAlone_R_01_V	Well done to the chef on the right!
ResultWinNoodle_R_02_V	Wow, Right Team! That actually looks\r\ndelicious!
ResultWinNoodleAlone_R_02_V	I can't believe the chef on the\r\nright actually made that look so good!
ResultWinBad_R_00_V	Right Team. There's, uh, room for improvement\r\nthere.
ResultWinBadAlone_R_00_V	The chef on the right still has a long way to go.
ResultDrawGood_00_V	A fine display of kitchen mastery all round!\r\nI raise my glass to you!
ResultDrawGoodAlone_00_V	A fine display of kitchen mastery all round!\r\nI raise my glass to you!
ResultDrawNormal_00_V	I think you have the potential to do better.\r\nKeep at it! I want to see some improvements next time.
ResultDrawNoodle_00_V	I must be hungrier than I thought.\r\nThis looks great!
ResultDrawNoodleAlone_00_V	I must be hungrier than I thought.\r\nThis looks great!
ResultEat_00_V	You can't just eat with your eyes.\r\nTime to dig in!
GamePlayTwice_00_V	The last stage is the clincher!\r\nYou'll get double points for this one.
GamePlayGayaPaellaA_00_V	I'm in a talkative mood today,\r\nso I thought it'd be nice to regale\r\nyou with some culinary tidbits.
GamePlayGayaPaellaA_01_V	Paella is a Spanish dish so beloved in its\r\nheartland that they even hold a festival in\r\nits honor. Talk about the trip of a lifetime!
GamePlayGayaPaellaB_00_V	Cuisine in Spain varies from one region to the next. Galicia in\r\nthe west, Catalonia in the east, Andalusia in the south and the\r\nBasque Country in the north...each has its own specialties!
GamePlayGayaPaellaB_01_V	Paella is one such regional dish. It originates\r\nin the eastern region of Valencia, which borders\r\nthe Mediterranean and is blessed with an abundance\r\nof seafood.
GamePlayGayaPaellaC_00_V	It's no surprise then that the fish markets\r\nthere have all kinds of freshly-caught seafood\r\non sale--fish, shellfish, and crustaceans.
GamePlayGayaPaellaC_01_V	And it's the flavor of this seafood which\r\nis the very essence of a great paella!\r\nWe should be thankful for the sea's bounty.
GamePlayGayaNoodle1A_00_V	Oh, I nearly forgot! It's my wife's birthday today.\r\nI'd better make a dinner reservation, or I'll be in hot water.
GamePlayGayaNoodle1A_01_V	We have eight kids, but three of them have\r\nleft the nest already, so I'll need to book\r\na table for seven.
GamePlayGayaNoodle1A_02_V	Booking a table for seven is going to be tricky.\r\nMost places would just try to squeeze us onto\r\na table meant for six...
GamePlayGayaNoodle1B_00_V	Glad I remembered it's my wedding anniversary today.\r\nIf I don't book a table for dinner, I'll be toast.
GamePlayGayaNoodle1B_01_V	This one's our 17th anniversary.\r\nWe like to celebrate by going to\r\na different restaurant every year.
GamePlayGayaNoodle1B_02_V	On our 10th anniversary we went to a seaside restaurant,\r\nand for our 15th we were at a place up on a hill, as the sun set.\r\nIt was beautiful!
GamePlayGayaNoodle1C_00_V	Oh no! I'd completely forgotten--it's my daughter's birthday today!\r\nI'd better book a table for dinner, or else my goose is cooked.
GamePlayGayaNoodle1C_01_V	Today's my daughter's ninth birthday.\r\nShe takes after her mother, thank goodness!\r\nHahaha!
GamePlayGayaNoodle1C_02_V	She started learning the piano when she was only three, and\r\nshe's managed to win twelve competitions already!\r\nI'm so proud of her I could burst!
GamePlayGayaNoodle1_00_V	Today I think we'll go to a restaurant I know on 36th\r\nStreet that opened its doors in 1874. I first went there\r\n12 years ago, and it's been one of my favorite places ever since.
GamePlayGayaNoodle1_01_V	Uh, sorry about this, but I really need to take care\r\nof that reservation. Please, carry on.
GamePlayGayaNoodle2_00_V	Now then, where did I write down\r\ntheir phone number?
GamePlayGayaNoodle2A_00_V	I could've sworn it was on page five\r\nof my address book...\r\nAh, here it is! It was on page seven all along.
GamePlayGayaNoodle2B_00_V	Now, I must've left my notebook with\r\nthe number in it in locker 2...\r\nOr was it locker 4?
GamePlayGayaNoodle2_01_V	All right! Let's see now...\r\n6593--no, wait that's not it.\r\nIt's 3809...
GamePlayGayaNoodle2_02_V	OK, I'm going to call them now.\r\nExcuse me for a moment.
GamePlayGayaNoodle3A_00_V	I'm back. The restaurant's fully booked\r\ntonight, so no chance of going there.
GamePlayGayaNoodle3A_01_V	Well, that's too bad. I guess I'll\r\njust have to take care of dinner myself.\r\nIt's a good job I'm a chef!
GamePlayGayaNoodle3A_02_V	I think I'll kick things off with a trio of terrined vegetables,\r\nthen as a main, my specialty: pan-fried filet mignon with a\r\nsauce suprême of eight kinds of wild mushroom!
GamePlayGayaNoodle3A_03_V	Ah, I'm itching to get started already!
GamePlayGayaNoodle3B_00_V	I managed to snag a table for seven o'clock!\r\nJust the right time for dinner!
GamePlayGayaNoodle3B_01_V	Tonight's dinner will be just perfect. I can feel it!
GamePlayGayaNoodle3B_02_V	As it happens, the chef in this place is an old\r\nfriend of mine. We trained together 23 years ago.
GamePlayGayaNoodle3B_03_V	I can depend on him to deliver the goods.\r\nYou might say he's a "seasoned" chef!\r\nHohoho!
GamePlayGayaNoodle3_00_V	Oops, I think I let time run away from me as I was chatting.\r\nWhere were we?
BsqIntroPlayerEntryHeader_00	When you're ready,\r\npress a button!
PsqIntroPlayerEntryHeader_00	Use your smart device to join!
IntroTelopStake_00	Sirloin Steak
IntroTelopPesto_00	Pesto Pasta
IntroTelopPaella_00	Seafood Paella
IntroTelopNoodle_00	Instant Noodles
IntroTelopApplepie_00	Apple Pie
IntroTelopDumplings_00	Boiled Gyoza
IntroTelopCurry_00	Curry
GamePlayLesson_00	{size[5a00]}Lesson{size[6400]} {[0100|00010000]}
GamePlayLesson_01	Target Time
GamePlayLesson_02	{[0102|05cd]}
GamePlayTask_00	Flip over at the right time!
GamePlayTask_01	Lift the lid at the right time!
GamePlayTask_02	Turn off the heat at the right\r\ntime!
GamePlayTask_03	Drain at the right time!
GamePlayTask_04	Flip the switch at the right\r\ntime!
GamePlayRanking_00	Ran Out of Time
ResultScore_00	{[0100|00050000]}
ResultScore_01	{[0102|03cd]}
ResultRankingScore_00	{[0101|00cd]}{size[2d00]}{[0102|03cd]}{size[6400]}
ResultRankingScore_01	{[0101|00cd]}{size[2d00]}{[0102|05cd]}{size[6400]}
NXMsg\GameMsg\nx_gm135.msbt
GameIntroduction_00_V	Let the bingo begin-o!
AssignPrmEntryGuide_00_V	Use your smart device to join!
AssignPrmEntryGuide_01_V	If you want to play, use your smart device to join!
AssignPrmSupportGuide_00_V	If you're sitting this one out, cheer the others on!
GamePlayTutorial_00_V	First, tap the center of the card to set the numbers.
GamePlayTutorial_01_V	Tap the area in the center.
CmnAssignPlayers_00_V	In this game, you use the\r\nJoy-Con to stop the roulette.
_T0_CmnAssignPlayers_00_V	These are the people who will stop the roulette this time around!
_MD_CmnAssignPlayers_00_V	Whoever's in charge of stopping\r\nthe roulette will need to use this Joy-Con.
CmnAssignPlayers_01_V	These are the Joy-Con controllers you'll be using!
_T0_CmnAssignPressButton_00_V	Press a button to confirm.
