announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
W2G2_214	ここの　スタッフたちは\nお{r2[しろ]}城{/r2}のなかに\nとじこめられてるでござる！
W2G2_215	なにとぞ、\nスタッフたちを　お{r2[しろ]}城{/r2}から\nすくいだして　くださいまし！
W2G2_27	おおお～！\nさすが　{r2[オエド]}ＯＥＤＯ{/r2}のシンボル、\nたくましい　お{r2[しろ]}城{/r2}でございますわ！{[0004]}この{r2[なか]}中{/r2}に\nスタッフの　キノピオさんたちが\nとらわれてるのね！
W2G2_494	さあ、さっさと　スタッフを{r2[たす]}助{/r2}けて\nついでに　カミテープも{r2[と]}取{/r2}って\nはやく　あそびましょ！
W2G2_216	{r2[もん]}門{/r2}が　あきませぬ！
W2G2_219	ずいぶん\n{r2[あらあら]}荒々{/r2}しいっすね。
W2G2_501	すみませーん。\nここ　あけてくださーい。
W2G2_269	いやいや、\nオリガミ{r2[へい]}兵{/r2}が　{r2[なか]}中{/r2}から\n{r2[あ]}開{/r2}けてくれるわけ　ないっすよ。
W2G2_217	あ、\nかよわい　わたしのちからじゃ\nこの{r2[もん]}門{/r2}は　{r2[おも]}重{/r2}すぎるのかも。{[0004]}マリオどの、\nおねがいします！
W2G2_426	{[0301|0000003f]}ひらけ～\x0f\x03\x01
W2G2_270	いやいや、\n{r2[ちからお]}力押{/r2}しじゃ　{r2[むり]}無理{/r2}でしょ。{[0004]}…あれ？
W2G2_255	ここ、\nカギ{r2[あな]}穴{/r2}が　あるっすよ。
W2G2_218	なーんだ\nカギ{r2[あな]}穴{/r2}かあ～！{[0004]}じゃあ\nカギさえあれば　あくんだ！\nかんたんですわ！
W2G2_498	うーん\nでも　お{r2[しろ]}城{/r2}の{r2[もん]}門{/r2}のカギなんて\nいったい　どこにあるんすかね？
W2G2_508	え？\nどこにあるか　わからないの？{[0004]}じゃあ　カギを\nさがさないと　いけないんだ。\nかんたんじゃ　なさそうですわ…
W2G2_62	それじゃ　{r2[もん]}門{/r2}は\n{r2[あ]}開{/r2}けられないっす。
W2G2_29	カンバンに　{r2[は]}貼{/r2}られながら\nそこの　{r2[もん]}門{/r2}でのやりとり、\nお{r2[き]}聞{/r2}きしておりました。{[0004]}アトラクションの{r2[とびら]}扉{/r2}は\nここのスタッフが\n{r2[あ]}開{/r2}け{r2[し]}閉{/r2}めしてるので、{[0004]}スタッフルームに{r2[い]}行{/r2}けば\n{r2[あ]}合{/r2}いカギが\nあるんじゃないですかね。
W2G2_30	アトラクションの{r2[とびら]}扉{/r2}は\nここのスタッフが\n{r2[あ]}開{/r2}け{r2[し]}閉{/r2}めしてるので、{[0004]}スタッフルームに{r2[い]}行{/r2}けば\n{r2[あ]}合{/r2}いカギが\nあるんじゃないですかね。
W2G2_344	{r2[わたし]}私{/r2}は　おたずねものじゃありません！\nとっても　いいキノピオです。\nちゃんと　ハミガキだってしてますし。
W2G2_399	そういえば、\nここの　お{r2[しろ]}城{/r2}のショーは\nどうなったんでしょう？
W2G2_123	マリオさん　{r2[たす]}助{/r2}かりました。\nありがとうございます！
W2G2_104	ありがとうございます！\n{r2[わたし]}私{/r2}、ここのスタッフです。{[0004]}{r2[ほか]}他{/r2}のスタッフたちは、\nもしかしたら　スタッフルームに\nひなんしてるかも。{[0004]}スタッフルームは　{r2[えんない]}園内{/r2}の{r2[ひがし]}東{/r2}の{r2[はし]}端{/r2}、\nお{r2[きゃくさま]}客様{/r2}の{r2[め]}目{/r2}に　つかないよう\n{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}がわかりづらくなってます。
W2G2_137	スタッフルームは　{r2[えんない]}園内{/r2}の{r2[ひがし]}東{/r2}の{r2[はし]}端{/r2}、\nお{r2[きゃくさま]}客様{/r2}の{r2[め]}目{/r2}に　つかないよう\n{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}がわかりづらくなってます。
W2G2_346	ただいま　{r2[ひ]}火{/r2}の{r2[み]}見{/r2}ヤグラにて\nカネつき{r2[たいけん]}体験{/r2}　やってまーす！
W2G2_427	マリオさん！\n{r2[オエド]}ＯＥＤＯ{/r2}ランドが\nオリガミに　おそわれました！{[0004]}ここは　{r2[わたし]}私{/r2}たち　スタッフ{r2[せんよう]}専用{/r2}の\nスタッフルームで、\n{r2[だいじ]}大事{/r2}な{r2[びひん]}備品{/r2}が　いろいろと…{[0004]}{r2[だいじ]}大事{/r2}な…\nあっ！
W2G2_290	{[0200]}{size[7800]}ない！{size[6400]}\x0f\x02\0
W2G2_292	{[0200]}{size[7800]}ないです！{size[6400]}\x0f\x02\0
W2G2_293	{[0200]}{size[7800]}カギが　ないです！{size[6400]}\x0f\x02\0
W2G2_415	{[0200]}{size[7800]}えーっ！？{size[6400]}\x0f\x02\0
W2G2_416	{[0200]}{size[7800]}ないの！？{size[6400]}\x0f\x02\0
W2G2_431	{[0200]}{size[7800]}カギ　ないの！？{size[6400]}\x0f\x02\0
W2G2_417	ふたりとも、\nそんな{r2[おお]}大{/r2}きな{r2[こえ]}声{/r2}　{r2[だ]}出{/r2}さなくても\n{r2[き]}聞{/r2}こえるっす。
W2G2_418	すみません、\nとっても{r2[だいじ]}大事{/r2}な　カギなので…{[0004]}{r2[おお]}大{/r2}きな{r2[こえ]}声{/r2}じゃ　{r2[い]}言{/r2}えませんけど、\n{r2[オエド]}ＯＥＤＯ{/r2}ランド{r2[ない]}内{/r2}　すべてで{r2[つか]}使{/r2}える\nマスターキー　なんです。
W2G2_421	マスター？\nなんだか　カギのおやぶん　みたいな\nつよそうな　カギですわね。{[0004]}でも　なくなっちゃったなんて…\nやっぱり　わたしたちで\nさがすしか　ないかしら。
W2G2_460	あら、\nマスターのキーなら\nもう　みつけましたわよ。
W2G2_461	えっ　{r2[ほんとう]}本当{/r2}ですか！？\nよかった！\nクビにならずに　すみます！{[0004]}マリオさんたちなら　{r2[あんしん]}安心{/r2}です。\nマスターキーは　そのまま\nお{r2[も]}持{/r2}ちになってください！
W2G2_422	{r2[だいじ]}大事{/r2}な　マスターキー、\nだれか　{r2[も]}持{/r2}っていっちゃったのかな。
W2G2_462	ねえ、\nマスターのキー\nみつけましたわよ。
W2G2_463	マスターキーは　そのまま\nお{r2[も]}持{/r2}ちになってください。
W2G2_382	ありがとうございます！
W2G2_267	だれだっ！？
W2G2_438	あ、マリオさんでしたか。\n{r2[しつれい]}失礼{/r2}しました。{[0004]}いやその　{r2[わたし]}私{/r2}、\nあやしい{r2[ひと]}人{/r2}が　このスタッフルームに\n{r2[でい]}出入{/r2}りするのを　{r2[み]}見{/r2}たんです。{[0004]}ミドリの{r2[ふく]}服{/r2}に　ミドリの{r2[ぼうし]}帽子{/r2}で\nすごく　あやしい{r2[ひと]}人{/r2}でした。
W2G2_439	ミドリの{r2[ふく]}服{/r2}に　ミドリの{r2[ぼうし]}帽子{/r2}…\nキョロキョロしてて\nすごく　あやしい{r2[かん]}感{/r2}じでした。
W2G2_384	{r2[たす]}助{/r2}かりました！
W2G2_45	{[0103|03000000]}はい、ハズレ～\nざんねんでした　またどうぞ～
W2G2_294	はっ！\nマリオさん！
W2G2_432	{r2[わたし]}私{/r2}は　ここで{r2[いちばんにんき]}一番人気{/r2}の\nアトラクション、\nシュリケン{r2[どうじょう]}道場{/r2}の　{r2[たんとう]}担当{/r2}なんです。{[0004]}でも　{r2[きょう]}今日{/r2}はなぜか\nお{r2[きゃく]}客{/r2}さんが　ぜんぜん{r2[こ]}来{/r2}ないので\nちょっとここで　{r2[ひるね]}昼寝{/r2}のほうを…{[0004]}{r2[いそ]}急{/r2}いで　シュリケン{r2[どうじょう]}道場{/r2}に\nもどります！\nぜひ　{r2[あそ]}遊{/r2}びに{r2[き]}来{/r2}てください！
W2G2_433	{r2[きゅうけい]}休憩{/r2}\nあがりま～す！
W2G2_226	あっ　マリオさん！\n{r2[オエド]}ＯＥＤＯ{/r2}ランドへ　ようこそ！{[0004]}…じゃなかった、\n{r2[オエド]}ＯＥＤＯ{/r2}ランドの\nスタッフルームへ　ようこそ！{[0004]}この{r2[たな]}棚{/r2}にある　かぶりものは\n{r2[いぜん]}以前{/r2}、ショーで{r2[つか]}使{/r2}っていたものです。{[0004]}{r2[いま]}今{/r2}はもう　{r2[つか]}使{/r2}ってないので\nもっていって　いいですよ。
W2G2_69	この{r2[たな]}棚{/r2}にある　かぶりものは\n{r2[いま]}今{/r2}はもう　{r2[つか]}使{/r2}ってないので\nもっていって　いいですよ。
W2G2_315	これ　なにかしら？\nおっきな　お{r2[かお]}顔{/r2}。
W2G2_65	わーい\nねえ　マリオさん、\nちょっと　かぶってみて～！
W2G2_434	バ…{[0004]}バ…
W2G2_316	{[0200]}{size[7800]}バカうけ～！{size[6400]}\x0f\x02\0
W2G2_436	バカうけ
W2G2_296	そんなに\nオモシロイっすかね？
W2G2_297	だって　だって～！{[0004]}あの　こわーい\nハリボテ{r2[へい]}兵{/r2}が～{[0004]}マリオさんが　かぶると\nちょ～　よわそう！{[0004]}きゃはは\nよわボテ{r2[へい]}兵{/r2}　ですわ～！
W2G2_437	よわボテ
W2G2_298	アニキ、{r2[おお]}大{/r2}ウケじゃないすか！\n{r2[てっぱん]}鉄板{/r2}ネタ　できましたね～
W2G2_435	あー　おもしろかった。\n{r2[お]}折{/r2}り{r2[め]}目{/r2}が　よじれるほど\nわらっちゃいましたわ。
W2G2_307	なんの　どうぶつ？\nドンドン　たたいて\nキーキー　さけんでますけど。
W2G2_313	サル？\nゴリラ？\nどっちでも　なさそうっすね。
W2G2_306	なにかと　たたかってるの？\nちょっと　こわいですわ。
W2G2_312	あの{r2[て]}手{/r2}、\nビームかなんか　{r2[う]}撃{/r2}ってるのかな？\nちょっと　サムいっスね。
W2G2_98	うわーん\nこわいです…{[0004]}まん{r2[まる]}丸{/r2}で　かわいいお{r2[かお]}顔{/r2}なのに\nとっても　おこってますわ。
W2G2_196	うー\nわんわん！
W2G2_495	おっと\nマリオさんでしたか！
W2G2_151	あっ\nそうそう！{[0004]}さっき　{r2[ぜんしん]}全身{/r2}ミドリの{r2[ひと]}人{/r2}が\nそこの　{r2[にんじゃ]}忍者{/r2}やしきに\n{r2[はい]}入{/r2}っていったんです。{[0004]}{r2[め]}目{/r2}にもとまらぬ{r2[はや]}速{/r2}さで　{r2[はし]}走{/r2}ってたけど、\nなにか　いいものでも\n{r2[み]}見{/r2}つけたんですかね？
W2G2_149	ミドリの{r2[ひと]}人{/r2}が　{r2[にんじゃ]}忍者{/r2}やしきに\n{r2[はい]}入{/r2}っていったけど、\nいいものでも　{r2[み]}見{/r2}つけたんですかね？
W2G2_440	わー\nその{r2[ひと]}人{/r2}　{r2[にんじゃ]}忍者{/r2}だったりして！
W2G2_349	あのホネ　ちょっとだけ\nかじらせてくれないかな…
W2G2_48	ここの　おちゃ、グラスがひらたくて\nのみにくいったら　ありゃしない。\nストローもってて　よかったわー{[0004]}マリオさん、\nストロー　もってます？\nこれでよければ　つかってください。
W2G2_174	ここの　おちゃも、\nただ　にがいだけで\nくちに　あわなかったなー
W2G2_50	{r2[わたし]}私{/r2}は　お{r2[ちゃ]}茶{/r2}は\n{r2[くち]}口{/r2}で{r2[ちょくせつ]}直接{/r2}{r2[の]}飲{/r2}みたい{r2[は]}派{/r2}です。
W2G2_52	{r2[すい]}水{/r2}とんの{r2[じゅつ]}術{/r2}の　{r2[つつ]}筒{/r2}とまちがえて\nシュリケンを\nもってきちゃった　でござる…
W2G2_101	{r2[くち]}口{/r2}にくわえる　{r2[つつ]}筒{/r2}は\nどこかに　ないで　ござるかな…{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_230	それは　なんでござる？
W2G2_53	それは　ちょうどいい！\nまるで　くわえるために\nあるみたいで　ござるな！{[0004]}その{r2[つつ]}筒{/r2}と\nせっしゃの　シュリケン、\nこうかんしようで　ござる！{[0104|0a007900650073006e006f000100000000000000]}
W2G2_55	むねん…
W2G2_56	かたじけない！\nでは　シュリケン　でござる。
W2G2_248	この{r2[つつ]}筒{/r2}、\nそこはかとなく\n{r2[ちゃ]}茶{/r2}の{r2[あじ]}味{/r2}が　するでござるよ。
W2G2_59	あ、マリオさん。\n{r2[きゅうけい]}休憩{/r2}からもどって　シュリケン{r2[どうじょう]}道場{/r2}を\n{r2[さいかい]}再開{/r2}しようとしたんですが…{[0004]}かんじんの　シュリケンが\nなくなっちゃって　{r2[えいぎょう]}営業{/r2}できません。{[0004]}だれか　シュリケンなんて\nもってないですかね…{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_58	シュリケンが{r2[な]}無{/r2}いので\n{r2[えいぎょう]}営業{/r2}できません。\nだれか　もってないですかね…{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_210	それは　シュリケンじゃないです…
W2G2_60	すごい！\nシュリケンを　{r2[も]}持{/r2}ってるなんて\nさすが　マリオさん！{[0004]}これで　シュリケン{r2[どうじょう]}道場{/r2}が\n{r2[えいぎょう]}営業{/r2}できます。\nありがとうございます！
W2G2_68	しゅりけん　どーじょー？
W2G2_102	シュリケン{r2[どうじょう]}道場{/r2}は、\nシューターで　シュリケンを{r2[と]}飛{/r2}ばし\nマトに{r2[あ]}当{/r2}てる　{r2[だいにんき]}大人気{/r2}のゲームです。{[0004]}ノーマルモードを　クリアすれば、\n{r2[いま]}今{/r2}だけ　スペシャル{r2[けいひん]}景品{/r2}の\nサインボールを　プレゼント！
W2G2_108	それは　おもしろそう　すぎますわ！\nマリオさん　やりましょうよ～！
W2G2_113	{r2[れんしゅう]}練習{/r2}なら{r2[むりょう]}無料{/r2}ですし、\nぜひぜひ　{r2[あそ]}遊{/r2}んでみてください！{[0004]}では、\nどのモードで{r2[あそ]}遊{/r2}びますか？
W2G2_115	シュリケン{r2[どうじょう]}道場{/r2}へようこそ！\nどのモードで{r2[あそ]}遊{/r2}びますか？
W2G2_447	　　　　　　　　　{color[0677ebff]}{r2[ちょうにん]}町人{/r2}　　{color[404040ff]}　{color[cf2c12ff]}お{r2[だいみょう]}大名{/r2}{color[404040ff]}\nノーマル　　　　５００{r2[りょう]}両{/r2}　　　{r2[むりょう]}無料{/r2}\nエキスパート　　８００{r2[りょう]}両{/r2}　　　{r2[むりょう]}無料{/r2}{[0104|100057003200470032005f003100380030000300000000000000]}
W2G2_180	{r2[れんしゅう]}練習{/r2}（{r2[むりょう]}無料{/r2}）\nノーマル\nエキスパート\nやめる
W2G2_181	そうですか。\nまた{r2[き]}来{/r2}てくださいね。
W2G2_182	すみません。\nコインが{r2[た]}足{/r2}りませんよ。
W2G2_276	{r2[あそ]}遊{/r2}び{r2[かた]}方{/r2}を{r2[き]}聞{/r2}きますか？{[0104|0a007900650073006e006f000100000001000000]}
W2G2_183	まずは　{r2[れんしゅう]}練習{/r2}モードで\nシュリケンのあつかいに\n{r2[な]}慣{/r2}れてみましょう。{[0004]}シューターの{r2[まえ]}前{/r2}に{r2[た]}立{/r2}ち、\nで　シュリケンを{r2[と]}飛{/r2}ばして\n{r2[うご]}動{/r2}くマトに{r2[あ]}当{/r2}ててください。{[0004]}ちなみに　シュリケンを{r2[と]}飛{/r2}ばすと\n{r2[さい]}再{/r2}セットに　{r2[すこ]}少{/r2}し{r2[じかん]}時間{/r2}がかかるので\n{r2[れんしゃ]}連射{/r2}はできません。
W2G2_184	では　{r2[せいげんじかんない]}制限時間内{/r2}に\n１０{r2[てんいじょう]}点以上{/r2}を　{r2[めざ]}目指{/r2}してみましょう。\n{r2[れんしゅう]}練習{/r2}モード　スタート！
W2G2_274	ノーマルモードは、\nシュリケンを　マトに{r2[あ]}当{/r2}て\n２１{r2[てん]}点{/r2}　ちょうどになればクリアです！{[0004]}２１{r2[てん]}点{/r2}を{r2[こ]}超{/r2}えてしまっても、\n{r2[せいげんじかんない]}制限時間内{/r2}であれば\nマイナス{r2[てん]}点{/r2}のマトで　{r2[ちょうせい]}調整{/r2}できますよ。
W2G2_185	それでは\n２１{r2[てん]}点{/r2}　ちょうどを{r2[めざ]}目指{/r2}す\nノーマルモード　スタート！
W2G2_275	エキスパートモードは、\n{r2[せいげんじかんない]}制限時間内{/r2}に　８０{r2[てんいじょう]}点以上{/r2}{r2[と]}取{/r2}れば\nクリアです！{[0004]}ハイスコアも{r2[きろく]}記録{/r2}されるので、\n{r2[げんかい]}限界{/r2}めざして　{r2[ちょうせん]}挑戦{/r2}してみてください！\nマリオさんは　{r2[なんてん]}何点{/r2}{r2[と]}取{/r2}れるかな？
W2G2_502	それでは\nエキスパートモード　スタート！
W2G2_284	{r2[げんざい]}現在{/r2}　マリオさんの\nハイスコアは　{[0300|00000000]}{r2[てん]}点{/r2}です。\nでは　エキスパートモード　スタート！
W2G2_205	{r2[しゅうりょう]}終了{/r2}～！\n{[0300|00000000]}{r2[てん]}点{/r2}です！\nなかなか　スジがいいですよ！{[0004]}これなら　ノーマルや　エキスパートも\nいけるんじゃないですか？\nまたの{r2[ちょうせん]}挑戦{/r2}を　お{r2[ま]}待{/r2}ちしております！
W2G2_206	{r2[しゅうりょう]}終了{/r2}～！\n{[0300|00000000]}{r2[てん]}点{/r2}です。{[0004]}１０{r2[てん]}点{/r2}には　{r2[とど]}届{/r2}きませんでしたが、\nもう{r2[すこ]}少{/r2}し{r2[れんしゅう]}練習{/r2}すれば\nきっと{r2[うま]}上手{/r2}くなりますよ！
W2G2_187	２１{r2[てん]}点{/r2}　ちょうどです！\nノーマルモード　クリア！
W2G2_188	タイムアップ！\n{[0300|00000000]}{r2[てん]}点{/r2}ですね。\nノーマルモード　クリアならず！{[0004]}２１{r2[てん]}点{/r2}　ちょうどになるように\nマトの{r2[てんすう]}点数{/r2}を　よく{r2[み]}見{/r2}て\nシュリケンを　{r2[と]}飛{/r2}ばしましょう！
W2G2_204	{r2[しゅうりょう]}終了{/r2}～！\n{[0300|00000000]}{r2[てん]}点{/r2}です！
W2G2_208	{r2[しゅうりょう]}終了{/r2}～！\n{[0300|00000000]}{r2[てん]}点{/r2}です！\nハイスコアが　{r2[こうしん]}更新{/r2}されました！
W2G2_189	ノーマルモード　クリア\nおめでとうございます！\nスペシャル{r2[けいひん]}景品{/r2}を　ゲットで～す！{[0004]}{r2[やきゅう]}野球{/r2}をやってたころの　あだ{r2[な]}名{/r2}が\nイチロウだった　{r2[わたし]}私{/r2}のサインつき\nサインボールを　どうぞ！
W2G2_190	おめでとうございます！\n{r2[けいひん]}景品{/r2}をどうぞ！
W2G2_191	８０{r2[てん]}点{/r2}を{r2[こ]}超{/r2}えたので、\n{r2[いま]}今{/r2}だけ{r2[げんてい]}限定{/r2}の　{r2[いってん]}一点{/r2}モノ\nスペシャル{r2[けいひん]}景品{/r2}を　ゲットで～す！
W2G2_192	８０{r2[てん]}点{/r2}を{r2[こ]}超{/r2}えたので、\n{r2[けいひん]}景品{/r2}をどうぞ！
W2G2_193	あら？\nお{r2[ても]}手持{/r2}ちが　いっぱいですね。\nかわりに　{[0300|00000000]}コインを　どうぞ！
W2G2_491	あっ　マリオさん！{[0004]}{[0300|00000000]}{r2[てん]}点{/r2}って！\n{r2[わたし]}私{/r2}のハイスコア、{[0300|01000000]}{r2[てん]}点{/r2}を\n{r2[こ]}超{/r2}えてますよ！{[0004]}シュリケンのプロである\n{r2[わたし]}私{/r2}のスコアを　{r2[こ]}超{/r2}えるなんて、\nマリオさんは　シュリケンの{r2[めいしゅ]}名手{/r2}です！{[0004]}その{r2[あかし]}証{/r2}として、{r2[はくぶつかん]}博物館{/r2}に\nトロフィーを　お{r2[おく]}送{/r2}りします！\nぜひ　お{r2[う]}受{/r2}け{r2[と]}取{/r2}りください！
W2G2_279	{r2[れんしゅう]}練習{/r2}を{r2[つづ]}続{/r2}けますか？{[0104|0a007900650073006e006f000100000000000000]}
W2G2_280	{[0300|00000000]}{r2[りょう]}両{/r2}で　もういちど\nノーマルモードを　{r2[あそ]}遊{/r2}びますか？{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_281	{[0300|00000000]}{r2[りょう]}両{/r2}で　もういちど\nエキスパートモードを　{r2[あそ]}遊{/r2}びますか？{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_450	{r2[だいみょうさま]}大名様{/r2}、\n{r2[むりょう]}無料{/r2}で　もういちど\nノーマルモードを　{r2[あそ]}遊{/r2}びますか？{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_451	{r2[だいみょうさま]}大名様{/r2}、\n{r2[むりょう]}無料{/r2}で　もういちど\nエキスパートモードを　{r2[あそ]}遊{/r2}びますか？{[0104|14007900650073006e006f005f0070006c00610079000100000000000000]}
W2G2_283	ありがとうございました。
W2G2_142	やめますか？{[0104|0a007900650073006e006f000100000000000000]}
W2G2_249	アイタッ
W2G2_250	イテッ
W2G2_138	{[0200]}{r2[せんちゃく]}先着{/r2}１{r2[めい]}名{/r2}！　スペシャル{r2[けいひん]}景品{/r2}\x0f\x02\0\n{[0200]}{size[7800]}{color[cf2c12ff]}イチロウのサインボール{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0200]}ノーマルモードにチャレンジしよう！\x0f\x02\0
W2G2_235	シュリケンにチャレンジしよう！\nクリアで{r2[けいひん]}景品{/r2}プレゼント！
W2G2_195	{[0200]}{color[cf2c12ff]}{[0001|0200]}エキスパートモード{[0001|ffff]}{color[404040ff]}\x0f\x02\0\n{[0200]}ハイスコア　{[0300|02000000]}{r2[てん]}点{/r2}　{[0300|03000000]}\x0f\x02\0\n{[0200]}{r2[ほんじつ]}本日{/r2}のハイスコア　{[0300|00000000]}{r2[てん]}点{/r2}　{[0300|01000000]}\x0f\x02\0
W2G2_200	－－
W2G2_198	－－－
W2G2_199	マリオ
W2G2_492	キノピオ
W2G2_486	{r2[のこ]}残{/r2}り{r2[じかん]}時間{/r2}
W2G2_487	スコア
W2G2_488	{r2[もくひょう]}目標{/r2}スコア
W2G2_489	{[0300|00000000]}
W2G2_66	カタカタ…　カタカタ…\n（やっぱり　ホネじゃ\n　キャッチボール　やりにくい…）{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_231	カッ　タカタ！\n（ケッ　なにそれ！）
W2G2_67	カタカタ！　カタカタ！\n（あっ　それ！\n　キャッチボールに　よさそう！）{[0004]}カタカタ　カタカタ？\n（その　まるいのと\n　この　ホネ　こうかんしない？）{[0104|0a007900650073006e006f000100000000000000]}
W2G2_111	カッタリ…\n（ガッカリ…）
W2G2_112	カッ　タ！\n（はい　ホネ！）
W2G2_163	カ～　カタカタ！\n（うわ～\n　まるくて　なげやすい！）
W2G2_164	カ～　カタカタ！\n（うわ～\n　まるくて　とりやすい！）
W2G2_155	おチビ、って\n{r2[か]}書{/r2}いてありますわ。\nなにか　{r2[い]}入{/r2}れてみます？{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_176	あー\nハラ　へってたんすかね？
W2G2_425	わたし…\nなでなで　してみようかな。
W2G2_88	なでなでなで。
W2G2_256	オレは\nなでたくないっす。
W2G2_178	すげー　デカいハート！\nオリビアさん、\nよっぽど　{r2[き]}気{/r2}に{r2[い]}入{/r2}られたんすかね。
W2G2_160	ふれあっちゃった。\nおとなしいと\n{r2[くろ]}黒{/r2}くて　かわいいですわね。
W2G2_70	それ、\n{r2[い]}入{/r2}れても　なにもおきなそう。
W2G2_63	あきましたわ！\nさすが　マスターのキー！{[0004]}さあ　それじゃ\nキノピオさんを　たすけて\nカミテープも　とっちゃいましょう！
W2G2_499	そう{r2[かんたん]}簡単{/r2}に　いくっすかね？\n{r2[だいじょうぶ]}大丈夫{/r2}かな～
W2G2_299	あんなに　たくさん！\nいすぎですわ！
W2G2_500	あいつら、\nオレたちを{r2[み]}見{/r2}たら\nみさかいなく　おそってくるっす！
W2G2_304	なにか、\nあいつらの{r2[め]}目{/r2}を　ごまかせる\nいいものがあると　いいんすけど。{[0004]}どっかで{r2[み]}見{/r2}たような？\nどこだっけな。
W2G2_302	なにか、\nあいつらの{r2[め]}目{/r2}を　ごまかせる\nいいもの　ないすか？{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2G2_323	{r2[もん]}門{/r2}のむこうは　\nテキだらけっすよ！
W2G2_303	それじゃ　むりっしょ。
W2G2_309	なるほど、\nそれを　かぶるんすね。
W2G2_310	こんな　さくせんで\nだいじょうぶかしら？
W2G2_322	あれじゃ　ダメみたいっす！\nあいつらが　{r2[なかま]}仲間{/r2}だと\nかんちがいしてくれないと！
W2G2_99	アニキ…\nオリビアさん…
W2G2_165	あら、\nボム{r2[へい]}平{/r2}さん　どうしたの？\nおなかでも　{r2[いた]}痛{/r2}くなっちゃった？
W2G2_73	{[0200]}{size[7800]}{r2[おも]}思{/r2}い{r2[だ]}出{/r2}したっす！{size[6400]}\x0f\x02\0
W2G2_118	なくなった　{r2[きおく]}記憶{/r2}が\nすべて　もどったんすよ！
W2G2_452	{[0200]}{size[7800]}えええーっ！？{size[6400]}\x0f\x02\0
W2G2_326	わーい　わーい！\nボム{r2[へい]}平{/r2}さんの　{r2[おも]}思{/r2}い{r2[で]}出{/r2}が　もどって\nほんとうに　よかったですわ！{[0004]}{r2[オエド]}ＯＥＤＯ{/r2}ランドも　たのしかったし、\n{r2[あお]}青{/r2}テープも　とれたし、\nよかったですわ　だらけですわ～！
W2G2_327	{r2[はなび]}花火{/r2}が　どかーんと\n{r2[う]}打{/r2}ちあがるのを　{r2[み]}見{/r2}てたら、\nふいに{r2[きおく]}記憶{/r2}が　もどったんすよ。{[0004]}だけど、\nアニキと　オリビアさんとの\n{r2[たび]}旅{/r2}の{r2[おも]}思{/r2}い{r2[で]}出{/r2}は…{[0004]}もどった{r2[きおく]}記憶{/r2}の　どれよりも\n{r2[たの]}楽{/r2}しかったっす！{[0004]}お{r2[ふたり]}二人{/r2}のことは　これからも\n{r2[ぜったい]}絶対{/r2}に{r2[わす]}忘{/r2}れません。\nどうか…　お{r2[げんき]}元気{/r2}で。
W2G2_453	ちょっと　ボム{r2[へい]}平{/r2}さん！{[0004]}わたしたちの{r2[たび]}旅{/r2}は\nまだまだ　つづきますわよ。\nむしろ　これからですわ！{[0004]}ここで　ボム{r2[へい]}平{/r2}さんと　お{r2[わか]}別{/r2}れしたら\nわたしたちに　さびしい{r2[おも]}思{/r2}い{r2[で]}出{/r2}が\nできちゃいます。{[0004]}カミテープを　ぜんぶとって、\nピーチ{r2[じょう]}城{/r2}の　{r2[あにうえ]}兄上{/r2}を{r2[と]}止{/r2}める\nそのときまで…{[0004]}この{r2[たび]}旅{/r2}の　さいごまで\nずっと　ずっと\nいっしょですわよ！
W2G2_454	じーん。{[0004]}オレたちボムへいは　{r2[しっけげんきん]}湿気厳禁{/r2}なんで\n{r2[なみだ]}涙{/r2}は　{r2[だ]}出{/r2}せないんすけど、\nここ{r2[かんぜん]}完全{/r2}に　{r2[な]}泣{/r2}くとこっすよ…
W2G2_464	ありがとうっす！\nオレ、お{r2[ふたり]}二人{/r2}に　{r2[いっしょう]}一生{/r2}ついていきます！\n{r2[やくそく]}約束{/r2}っす！
W2G2_408	うお～ん　いい{r2[はなし]}話{/r2}だあ～！\nそういう　{r2[にんじょうばなし]}人情話{/r2}、\nあたしゃ　{r2[だいす]}大好{/r2}きだよ～！
W2G2_455	おーう\n{r2[すいもん]}水門{/r2}も　{r2[とお]}通{/r2}れるようになったしな～{[0004]}そんじゃ\n{r2[つぎ]}次{/r2}の　かぜわたり{r2[だに]}谷{/r2}まで\n{r2[かわ]}川{/r2}くだりを　{r2[つづ]}続{/r2}けるとするかね～
W2G2_409	さーて！\n{r2[あお]}青{/r2}テープも　とったし、\n{r2[つぎ]}次{/r2}は　{r2[きいろ]}黄色{/r2}のテープですわね！
W2G2_74	ありがとう！
W2G2_75	がんばって！
W2G2_76	またきてね！
