announce.msbt
AnnounceEmpty	No notifications yet.
W2G1_114	Everybody loves...\ncanned food.
W2G1_115	Me LOVE to open can with face!\nYou have can? Need open?\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\x01\0\0\0\0\0\0\0
W2G1_236	BLECH! Me not put THAT in mouth!
W2G1_144	Me want open more can!\nMore, more, MORE! RAAAH!
W2G1_119	You gonna have a canned-food\npar-tay of your own? I knew it!\nWe're trendsetters, shy oh my!
W2G1_120	Toads love...canned food.\nMonkeys love...canned food.\nEverybody loves...canned food.
W2G1_121	GREAT canned-food choice, amigo!\nLooked like a hearty meal.
W2G1_126	The three of us...\nmet online.
W2G1_123	Me open SO MANY can!\nMe...finally happy. Ahh.
W2G1_65	Howdy, folks! I'm all set. Ready fer\nthat tour down the river?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G1_61	Need a ride down the river?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G1_330	Oh! That's fine, then. I'll be here\nwhenever you're ready.
W2G1_197	OK! Hop aboard and we'll head out!
W2G1_59	Yay! A river tour! I'm so excited.\x0e\0\x04\0Let's row to go! Let's make a wake!\nLet's skedaddle with that paddle!
W2G1_156	\x0e\x05\x01\x04\xe0.\0\0\x0e\x05\0\x08\xb06\0\0DH\0\0Ohh, day by day,\x0f\x05\0\x0e\x05\0\x088J\0\0\xe4W\0\0 ohh, row by row.\x0f\x05\0\n\x0e\x05\0\x08\xf8\\\0\0`m\0\0One thing this\x0f\x05\0\x0e\x05\0\x08To\0\0\x14\x82\0\0 old sculler knows...\x0f\x05\0\x0e\x05\x01\x04\xdc\x82\0\0\x0e\0\x04\0\x0e\x05\0\x08\xd0\x84\0\0p\x94\0\0Life is good\x0f\x05\0\x0e\x05\0\x088\x95\0\0T\xa1\0\0 if ya go with the flow!\x0f\x05\0\x0e\x05\x01\x04\x10\xa4\0\0
W2G1_161	Ahh. It's nice to unwind after a\nstressful day.\x0e\x01\0\x04\x80\x0c\0\0
W2G1_162	Ya think YOUR day was stressful?\nI was a monkey!\x0e\x01\0\x04\x80\x0c\0\0
W2G1_182	Howdy! Ready to ride downriver?\x0e\x01\x04\x1a\x10\0W\02\0G\01\0_\01\08\03\0\x03\0\0\0\0\0\0\0
W2G1_183	Go to Shogun Studios\nGo to Sweetpaper Valley\nRide the Eddy River rapids\nCancel
W2G1_186	We're here! Autumn Mountain! Phew.\nPaddlin' upriver really takes it out\nof ya.
W2G1_246	\x0e\x02\0\0{c[0677eb]}Master Oarsman's Relaxing{c[404040]}\x0f\x02\0{c[0677eb]}{c[404040]}\n\x0e\x02\0\0{s[150]}Downriver Tours{s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}Boat Landing{c[404040]}\x0f\x02\0
W2G1_18	\x0e\x02\0\0Sacred, Soaked Shrine of the\x0f\x02\0\n\x0e\x02\0\0{c[0677eb]}{s[150]}Water Vellumental{s[100]}{c[404040]}\x0f\x02\0
W2G1_107	\x0e\x02\0\0Picturesque Prairie\x0f\x02\0\n\x0e\x02\0\0{c[d6b918]}{s[150]}Tall Grass Plains{s[100]}{c[404040]}\x0f\x02\0
W2G1_149	\x0e\x02\0\0{c[2e7611]}{s[150]}Friendship Plaza{s[100]}{c[404040]}\x0f\x02\0\n\x0e\x02\0\0Please pick up your empty cans to\x0f\x02\0\n\x0e\x02\0\0facilitate maximum friendship.\x0f\x02\0
W2G1_167	\x0e\x02\0\0{c[0677eb]}Wayside Water Vellumental Shrine{c[404040]}\x0f\x02\0\n\x0e\x02\0\0All offerings are appreciated.\x0f\x02\0\n\x0e\x02\0\0(Damp offerings preferred.)\x0f\x02\0
W2G1_32	\x0e\x02\0\0{s[150]}{c[e67928]}Fall Bridge{c[404040]}{s[100]}\x0f\x02\0\n\n\x0e\x02\0\0{c[cf2c12]}DANGER:{c[404040]} Jumping strictly prohibited\x0f\x02\0
W2G1_38	{s[130]}\x0e\x02\0\0↑　Water Vellumental Shrine\x0f\x02\0\n\x0e\x02\0\0→　Chestnut Valley\x0f\x02\0{s[100]}
W2G1_78	\x0e\x02\0\0【Water Vellumental Shrine】\x0f\x02\0\n\x0e\x02\0\0Resting Place of the Lord of Liquids\x0f\x02\0\n\x0e\x02\0\0and Soaker Supreme\x0f\x02\0
W2G1_44	You saved me!
W2G1_234	Hey, thanks!
W2G1_46	I'm saved! Thank you!\x0e\0\x04\0It's super comfy in there...like a\nhappy medium between a hug\nand slowly being crushed.
W2G1_49	I wonder if I could have my mail\nforwarded here...
W2G1_233	Thanks! Have you saved all the\nother Toads on Autumn Mountain?\nThere's an easy way to check!\x0e\0\x04\0The map screen in the menu will\nshow you the percentage of rescued\nToads in each area. Neat, huh?
W2G1_48	Another little dragonfly told me\nthat you've been using the 1,000-\nFold Arms technique. That's so cool!\x0e\0\x04\0Are they hard to control, though?\nIf you don't like motion controls,\nyou can turn them off under ⚙\nin the menu.
W2G1_76	Hey, Mario! Sorry I kept running\naway. I panicked.\x0e\0\x04\0At least I learned that I'm pretty\ngood at climbing walls!
W2G1_77	Guh! I thought I had more stamina\nthan this. But hey, at least it isn't\nraining. Hrrrgh!
W2G1_93	Finally! A rescue! I was so lonely\ndown here, all on my own... Here—\nlet me thank you with this!
W2G1_229	So, uh...are you gonna linger? For a\nwhile? That's...fine. I'm just hoping\nto get some alone time soon.
W2G1_179	Wow! How did you find me?\nCould you read my thoughts?\n{s[075]}Are you...reading them now? Please don't.{s[100]}
W2G1_180	Oh, thank goodness! Someone\nfinally found me! Now I know\nhow lost keys must feel...
W2G1_187	Phew! I had given up hope that I'd\never get out of here. Thanks a ton!
W2G1_175	Oh! Thank you! Are we outside the\nWater Vellumental Shrine?\x0e\0\x04\0People say that this shrine is home\nto a massive, terrifying water spirit!\nBut...people say a lot of things.
W2G1_189	It sure is an impressive building,\nisn't it?\x0e\0\x04\0Do you think the Water Vellumental\nis the original shrineowner, or has\nit had some renovations done?
W2G1_51	Phew! That rock almost took me\nout...but there's no way I'd let it\nbeat me. What am I, scissors?
W2G1_235	Wow! This is a beautiful spot!\nAmazing what you miss when\nyou're stuck under a sticker.
W2G1_262	Phew! Good thing I wasn't folded up\non the other side of this bridge.\x0e\0\x04\0If I was stuck in all that tall grass,\nyou might NEVER have found me!\nYou'd need supersensory powers...
W2G1_264	How much loose change d'you think\nis sitting under all that tall grass?\nMust be a dozen couches' worth...
W2G1_269	Phew! Finally. I've been waiting to\nsay this for ages, so listen up...\x0e\0\x04\0You can turn battery-powered items\non and off by pressing ! Isn't that\nincredible?! I've gotta tell everyone!
W2G1_279	Aw, yeah! Mario!
W2G1_281	Ha haa! Nice!
W2G1_293	Appreciating nature RULES!
W2G1_322	Sorry, folks. The tram is closed for\nrepairs. Check back later.
W2G2.msbt
W2G2_222	I don't remember how river tours are\nsupposed to feel, but this one feels\nreally nice.\x0e\x01\0\x04p\x17\0\0
W2G2_223	It is nice...and convenient! We'll just\nfollow this blue streamer all the way\ndown the river. No distractions.\x0e\x01\0\x04p\x17\0\0
W2G2_224	All right, folks, here comes our\nnext stop.\x0e\x01\0\x04\x94\x11\0\0
W2G2_131	Welcome to Shogun Studios!\x0e\0\x04\0It's a SUPER popular location, full of\nSPECTACULAR shows and AMAZIN'\nattractions.
W2G2_300	What?! Hang on. Are you telling me\nthis place is...
W2G2_211	A THEME PARK?! That sounds like so\nmuch fun! Can we go? Please?
W2G2_227	If ya look up ahead, you'll see\nShogun Studios' famous castle!
W2G2_228	Look! The blue streamer wraps all\nthe way around it!\x0e\0\x04\0Wow. Gosh. Imagine that. Of all the\nplaces it could have led us. Hmm.\nWhat to do, what to do...
W2G2_229	Well, Mario...it looks like we HAVE\nto check out Shogun Studios.\nIt would be irresponsible not to.\x0e\0\x04\0So Shogun Studios it is! Right? We're\ngonna stop here, right? Please?
W2G2_132	Heh. Right. I'm sure you'd stay\nTOTALLY on-task in there, ma'am.\n"No distractions," she says...
W2G2_1	We could continue the river tour,\nif ya'd like. Sweetpaper Valley is\njes' up ahead. What'll it be?\x0e\x01\x04\x18\x0e\0W\02\0G\02\0_\02\01\0\xff\xff\xff\xff\0\0\0\0
W2G2_21	Get off here\nContinue downriver\nGo to Sweetpaper Valley\nGo to Autumn Mountain\nRide the Eddy River rapids\nCancel
W2G2_10	WHAT?! We're not going to\nShogun Studios? But...but...
W2G2_133	HOORAY! I knew you wouldn't need\nconvincing, Mario!
W2G2_213	OK, then! You folks go have fun.\nI'll be waitin' here when you're done!
W2G2_507	Yesss! Oh, we're gonna have SO\nmuch fun in Shogun Studios!
W2G2_212	Yeah...she's not even thinking\nabout the streamer anymore.
W2G2_157	Are you serious? We're not gonna\ngo in? But Shogun Studios is right\nhere! Aww!
W2G2_158	{s[075]}Shogun Studios...{s[100]}
W2G2_3	What in the— Where'd this thing\ncome from? We can't pass through\nthe gate with this in the way!
W2G2_135	Oh! And there's the yellow streamer\nlurking right behind it!\x0e\0\x04\0I guess there's no other option.\nWe have to take care of this blue\nstreamer first. Which means...
W2G2_122	Yep. We'll have to turn around and\nhead back fer now.
W2G2_92	I guess we have to check out\nShogun Studios after all, huh?
W2G2_95	We do? My goodness! I guess you're\nright, Bobby! What a great idea. So\nglad you thought of it.
W2G2_139	Ahoy! What'll it be?\x0e\x01\x04\x18\x0e\0W\02\0G\02\0_\02\01\0\x05\0\0\0\0\0\0\0
W2G2_5	Howdy, folks. We can't go any\nfurther with that blue thing blockin'\nour path. Whatcha wanna do?\x0e\x01\x04\x18\x0e\0W\02\0G\02\0_\02\01\0\x05\0\0\0\0\0\0\0
W2G2_25	Welcome to Shogun Studios, folks!
W2G2_490	Welcome to Shogun Studios, folks!\nPhew. Paddlin' upriver really\ntakes it out of ya.
W2G2_496	OK, arms! Giddyap! Hyaa!
W2G2_125	\x0e\x02\0\0{s[120]}Shogun Studios{s[100]}\x0f\x02\0\n\x0e\x02\0\0{s[120]}Entry Guide{s[100]}\x0f\x02\0\x0e\0\x04\0{c[0677eb]}Commoner Pass{c[404040]} (General)\n・One-time entry {s[075]}(re-entry not permitted){s[100]}\n・Entry for up to 3 people per pass\x0e\0\x04\0{c[cf2c12]}Royalty Pass{c[404040]} (Premium)\n・Entry everlasting! {s[075]}(for infinite guests!){s[100]}\n・Free play and special prizes!
W2G2_11	Hmm. If we're gonna visit often, the\nRoyalty Pass definitely makes the\nmost sense.
W2G2_12	Already planning on becoming a\nregular, are you?
W2G2_128	\x0e\x02\0\0《Entry Pass》\x0f\x02\0\n{s[120]}　{c[0677eb]}Commoner{c[404040]}{s[100]}\x0e\x02\x02\0 {s[120]}2,400 gold bits{s[100]}\x0f\x02\x02\n{s[120]}　{c[cf2c12]}Royalty{c[404040]}{s[100]}\x0e\x02\x02\0 {s[120]}9,800 gold bits{s[100]}\x0f\x02\x02\x0e\x01\x04\x16\x0c\0W\02\0G\02\0_\09\0\x02\0\0\0\0\0\0\0
W2G2_9	Commoner\nRoyalty\nCancel purchase
W2G2_93	\x0e\x02\0\0You do not possess enough gold.\x0f\x02\0
W2G2_94	\x0e\x02\0\0You already own that pass.\x0f\x02\0
W2G2_273	\x0e\x02\0\0You already own the Royalty Pass.\nAre you sure you want to purchase\nthe Commoner Pass as well?\x0f\x02\0\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_13	\x0e\x02\0\0Present your entry pass!\x0f\x02\0\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_14	\x0e\x02\0\0That is not an entry pass!\x0f\x02\0
W2G2_126	\x0e\x02\0\0Welcome to Shogun Studios!\x0f\x02\0
W2G2_127	\x0e\x02\0\0Make way! Royalty, coming through!\x0f\x02\0
W2G2_143	\x0e\x02\0\0Be warned! Re-entry is not permitted\nwith the Commoner Pass!\x0f\x02\0
W2G2_173	\x0e\x02\0\0Thanks for visiting Shogun Studios!\x0f\x02\0
W2G2_129	Wow! Look at that castle. It's so\nbeautiful and cool!\x0e\0\x04\0A full day of games and attractions\nlies just beyond this bridge. I'm so\nexcited, I might unfold!
W2G2_15	Huh?\x0e\0\x04\0THIS is Shogun Studios? Where is\neveryone?!\x0e\0\x04\0Is the park closed today?
W2G2_37	I don't think they'd have let us in\nif the park were closed, ma'am.\x0e\0\x04\0But it is a little quiet around here.\nMaybe everyone's at a performance\nor something...
W2G2_16	Psst! Over here, fellow park visitors...
W2G2_232	You must come this way. Quickly!
W2G2_17	We're not going to ignore that other\nvisitor, are we, Mario?
W2G2_148	We cannot stay out in the open.\x0e\0\x04\0Time runs short. This way!\nQuickly, quickly!
W2G2_18	Tabi-no-okata... You who are on a\njourney... I'm afraid we must humbly\nbeg for your help!\x0e\0\x04\0You see, Shogun Studios has been\novertaken by a band of origami\nhooligans!
W2G2_19	Hai! Those fiends captured most of\nthe staff here and trapped them in\nthe oshiro—the park's main castle!
W2G2_20	Yeah! It's the pits, man! We got all\ndressed up for a fun day here and—\x0e\0\x04\0Oops. I mean, uh...\x0e\0\x04\0Forsooth, we cannot let our pricey\nentry fees go to waste. We totally\nbeg of ye to help us! Prithee?
W2G2_23	Folded Soldiers? Here?! How dare\nthose fiends disrupt the peace and\nsanctity of Shogun Studios!
W2G2_39	You said they're in the castle, right?\nThat's where the streamer leads, so\nwe've already got business there!\x0e\0\x04\0Mario-dono! Bobunosuke-dono!\nLet us make haste! To the castle!
W2G2_40	That settles it. We can't move on\nuntil we deal with the streamer.\nDestiny has guided us here!\x0e\0\x04\0Mario-dono! Bobunosuke-dono!\nLet us make haste! To the castle!
W2G2_134	Wow. You're REALLY getting into\nthis role-playing thing, ma'am.\x0e\0\x04\0I guess you're right. There won't be\nanything to watch or play without\nthe staff, so...on to the castle!
W2G2_22	Hey, Mario! Fancy meetin' you\nfolks here!
W2G2_24	I was gonna scoot downriver and\nscout ahead, but lookee here!\x0e\0\x04\0This blue streamer is blockin' the\nway. I can't paddle around it!
W2G2_147	Aha! Look! The yellow streamer\nis waiting just past this gate!\x0e\0\x04\0I guess there's no other option.\nWe have to take care of the blue\nstreamer first.
W2G2_110	The castle stands tall at the end\nof the park's main thoroughfare.
W2G2_214	The staff has been abducted...\nThe park has been overrun...\nWhat an ill twist of fate.
W2G2_215	We beg you! Please rescue the park\nstaff from the castle!\x0e\0\x04\0Today, if possible. I wanna do\nSOMETHING fun before sundown!
W2G2_27	Ooooh! Now THAT is an imposing\ncastle. It looks over the entire park!\x0e\0\x04\0The Toads that work here are being\nheld captive inside, right?
W2G2_494	OK, you two! Let's rescue the staff,\nget rid of the streamer, and save\nthe park so we can have some FUN!
W2G2_216	The gate won't open!
W2G2_219	She could have just...knocked...
W2G2_501	Heyyy! Anybody in theeeere?\nSorry I slammed into your dooooor!\nPlease open the gaaaaate!
W2G2_269	I don't think those Folded Soldiers\nare gonna open up for us, ma'am.
W2G2_217	OK, so...I'm clearly bad at this.\x0e\0\x04\0This gate is too big and heavy for\nmy tiny folds. Mario-dono, may I\nrequest your assistance?
W2G2_426	\x0e\x03\x01\x04\x9a\x99\x99>Open!\x0f\x03\x01
W2G2_270	Heyyy, good effort. I'd lend a hand\nmyself, but...well, you know.\x0e\0\x04\0Huh?
W2G2_255	Look! There's a keyhole here.
W2G2_218	Huh! How did I miss that?\x0e\0\x04\0If there's a keyhole, then we just\nhave to find the key. Easy peasy!
W2G2_498	But that key could be hiding\nanywhere, ma'am!
W2G2_508	Oh. That's...a little less easy.\x0e\0\x04\0This park is huge. I guess we'd\nbetter start searching...
W2G2_62	How is THAT gonna open the gate?
W2G2_29	Hey! Couldn't help but overhear\nyour little chat about that key.\nLet me save you some time.\x0e\0\x04\0Staff members have to lock up each\narea of the park before clocking out\nfor the night.\x0e\0\x04\0If you can find the staff room here,\nI bet you'll find that gate key!\x0e\0\x04\0Don't ask how I know. It's not like I\nhide here overnight to gorge myself\non dumplings or anything...
W2G2_30	Staff members have to lock up each\narea of the park before clocking out\nfor the night.\x0e\0\x04\0If you can find the staff room here,\nI bet you'll find that gate key.
W2G2_344	Aah! You ruined my plan! I was going\nto wait until night, then shake loose\nand gorge myself on dumplings...
W2G2_399	I hate to say it, but the show inside\nthis castle was WAY more exciting\nbefore the park got saved.
W2G2_123	Mario! You saved me!\nOh, thank goodness!
W2G2_104	Those Folded Soldiers locked me up\nbecause I work here! They cornered\neven more of us in the staff room.\x0e\0\x04\0I'm so worried... Will you go check on\nthem? You can find the staff room\nin the east side of the park.\x0e\0\x04\0The entrance is hidden. Visitors\nwere getting...bold...so we had\nto get a bit sneaky.
W2G2_137	You can find the staff room in\nthe eastern side of this park.\nThe entrance is hidden!
W2G2_346	Have you climbed to the top of this\ntower and rung the bell yet? It's fun\nfor you AND your hammer!
W2G2_427	Mario! Thank goodness you're here!\x0e\0\x04\0Shogun Studios has been invaded\nby origami! It's so, so thematically\nappropriate—I mean, horrible!\x0e\0\x04\0This staff room has everything you'll\nneed to infiltrate the main castle.\nEspecially the—\x0e\0\x04\0*gasp*
W2G2_290	\x0e\x02\0\0{s[120]}The key!{s[100]}\x0f\x02\0
W2G2_292	\x0e\x02\0\0{s[120]}It's gone!{s[100]}\x0f\x02\0
W2G2_293	\x0e\x02\0\0{s[120]}THE KEY IS GONE!{s[100]}\x0f\x02\0
W2G2_415	\x0e\x02\0\0{s[120]}The key?!{s[100]}\x0f\x02\0
W2G2_416	\x0e\x02\0\0{s[120]}It's gone?!{s[100]}\x0f\x02\0
W2G2_431	\x0e\x02\0\0{s[120]}THE KEY IS GONE?!{s[100]}\x0f\x02\0
W2G2_417	Stop screaming everything!\nWe're right here.
W2G2_418	Oh. Sorry, little fella. That key is\njust super, SUPER important!\x0e\0\x04\0It's a master key that can open\nEVERY door in Shogun Studios!
W2G2_421	EVERY door? Whoa! That key is like\nthe ruler over all other park keys!\x0e\0\x04\0We need that key. If it's missing...\nwe have no choice but to track it\ndown ourselves.
W2G2_460	Do you mean this key? We already\nfound it, random unnamed staff-\nmember Toad!
W2G2_461	Wh-what? Really? That's great!\nNow I won't get fired!\x0e\0\x04\0Please, hang on to that key!\nI'll rest easier knowing it's in your\nhands, Mario.
W2G2_422	Who could have run off with that\nmaster key?
W2G2_462	We did it, random unnamed staff-\nmember Toad! We found the master\nkey to the whole park!
W2G2_463	Please hang on to that master key!\nAnd I DO have a name... You hero\ntypes just never ask.
W2G2_382	Thank you!
W2G2_267	Halt! Who goes there?
W2G2_438	Oh! It's you, Mario. Sorry! I thought\nyou were another intruder!\x0e\0\x04\0I saw a suspicious character duck\nin here while I was folded up.\x0e\0\x04\0He was wearing green clothes and\na green hat. That's an EXTREMELY\nsuspicious color, y'know?
W2G2_439	Green clothes, green hat...\nThis guy searched the whole room.\nEXTREMELY suspicious character.
W2G2_384	You saved me!
W2G2_45	\x0e\x01\x03\x04\x03\0\0\0Aw, that's a miss. Zzz...\nBetter luck next time...
W2G2_294	GUH! Mario? H-hello!
W2G2_432	I run the Shuriken Dojo. It's our most\npopular attraction! I'm usually super\nbusy, but...\x0e\0\x04\0We had ZERO visitors today, so I was\njust, uh...resting my eyes in here.\x0e\0\x04\0Guess I'd better hurry back to the\nShuriken Dojo. Stop by and check\nit out! No lines today!
W2G2_433	Just to be clear, I wasn't sleeping!\nIn fact, I worked through my lunch\nbreak! I-I'm still on the clock!
W2G2_226	Wow! It's Mario! Welcome to\nShogun Studios!\x0e\0\x04\0Or welcome to the staff room of\nShogun Studios, I guess.\x0e\0\x04\0This is where we store equipment\nbetween productions. These masks\nare just gathering dust back here.\x0e\0\x04\0Feel free to try 'em on, take 'em\nwith you... Do whatever you want!\nI don't get paid enough to stop you.
W2G2_69	We're not using these masks for\nanything. Feel free to try 'em on,\ntake 'em with you... Go nuts.
W2G2_315	What in the world is this? A huge\nface? Looks like you could wear it...
W2G2_65	Why don't you try it on, Mario?
W2G2_434	Heh.\x0e\0\x04\0Heh... Hehehe...
W2G2_316	\x0e\x02\0\0{s[120]}HAHAHAHA!{s[100]}\x0f\x02\0
W2G2_436	Ha ha ha!
W2G2_296	Wow. She really, really needs\nto get out more.
W2G2_297	Oh, come on! This is hilarious!\x0e\0\x04\0Mario? Wearing the head of a super-\nscary Paper Macho Soldier? He looks\nso wobbly and silly!\x0e\0\x04\0Ha ha, it's just so...goofy! Ha ha ha!
W2G2_437	Goofy! Ha ha!
W2G2_298	Wow, Big M! You're a comedic genius!\x0e\0\x04\0I guess this'll come in handy if we\never need to send her into a full-on\ngiggle fit...
W2G2_435	Hoo! That was SO funny. I laughed\nso much that my creases started\nto crinkle! Heh.
W2G2_307	Wow! What animal IS that?\x0e\0\x04\0That thumping sounds like,\n"DONK, DONK!"
W2G2_313	It looks strong. Is it banging a\ngong? Y'know, like, "KLONG!"\x0e\0\x04\0Nah. I must be...mistaken.
W2G2_306	Huh. There's something you don't\nsee every day.\x0e\0\x04\0He certainly looks intimidating!\nIs he...battling something?
W2G2_312	Looks like he's firing beams from his\nhand! That's pretty cool...but not\nexactly Big M's style.\x0e\0\x04\0It'd probably look perfect on some\nother kind of M, though.
W2G2_98	Aaah! So scary!\x0e\0\x04\0How can something so round and\ncute be so frightening?
W2G2_196	BARK! BARK BARK!
W2G2_495	Oh! It's you, Mario!
W2G2_151	Good timing! I spotted something\nthat gave me paws.\x0e\0\x04\0This guy in a fetching green outfit\nruffed—I mean, rushed into the\nninja house over there.\x0e\0\x04\0He was really woofin'—I mean,\nhoofin' it! Must be something\ngood in there.
W2G2_149	That guy in green went into the\nninja house! Must be something\ngood in there...
W2G2_440	Aha! Our mysterious man in green!\nSounds like we're hot on his trail.
W2G2_349	I wonder if they'd let me chew on\nthat bone... J-just a little bit...
W2G2_48	All of the serving glasses here are\nshort and flat. I don't know how\nanyone drinks from these things.\x0e\0\x04\0That's why I always carry my\nemergency sippin' straw!\x0e\0\x04\0I'll let you borrow it, but...you\nmight wanna wipe it off first.
W2G2_174	This tea is so bitter. Blech. Should\nhave gotten a soda like I usually do.
W2G2_50	You think that guy would rather\nhave a sippy cup or what?
W2G2_52	I thought we were training with\nshuriken today...but it's actually\nreed-pipe day. Oh, my shame!
W2G2_101	I don't want to fall behind!\nThere has to be something I can\nuse to breathe underwater...\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_230	Please. This is a serious matter.
W2G2_53	Whoa! It's...it's perfect! It's like this\ntube was MADE for the ninja arts!\x0e\0\x04\0I propose a trade. Your breathing\ntube for my shuriken. How about it?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W2G2_55	Oh. How regrettable...
W2G2_56	Yes! Thank you, thank you!\nMy shuriken are all yours.
W2G2_248	Ackpth! Blech...ptooey!\nWhy does this reed pipe taste like\ntea...with a smack of soda?
W2G2_59	Oh! Hey, Mario. I came back to open\nthe Shuriken Dojo, but...\x0e\0\x04\0Somebody swiped my shuriken!\x0e\0\x04\0Ugh! What am I supposed to do now,\njust hope I run into some maniac\ncarryin' a spare set of shuriken?\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_58	I can't open the dojo without any\nshuriken! Where am I supposed to\nfind more of 'em?\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\xff\xff\xff\xff\0\0\0\0
W2G2_210	What do you think I'm running here,\na No-I-Can't Dojo?
W2G2_60	Whoa, Mario! You have shuriken on\nyou? That's questionable...but very\nconvenient for me!\x0e\0\x04\0I know what you're gonna ask.\n"Can this guy FINALLY open the\nShuriken Dojo now?"\x0e\0\x04\0Heh. I SURE CAN!\n{s[075]}Shoot, I messed that up.{s[100]}
W2G2_68	Can we back up? What is this place?
W2G2_102	This Shuriken Dojo lets folks test\ntheir skill by hurling shuriken at\na set of targets.\x0e\0\x04\0If you can clear normal mode, you'll\nwin a baseball signed by a genuine\nsports superstar!
W2G2_108	Ooh! That sounds like fun! Can we\ntry it, Mario?
W2G2_113	Since you helped me out, I'll let you\npractice for free. Step right up!\x0e\0\x04\0Which mode would you like to try?
W2G2_115	Welcome back to the Shuriken Dojo!\nWhich mode would you like to try?
W2G2_447	　　　　　　{c[0677eb]}Commoner　　  {c[404040]}{c[cf2c12]}Royalty{c[404040]}\nNormal　500 gold bits　    Free\nExpert　 800 gold bits       Free\x0e\x01\x04\x1a\x10\0W\02\0G\02\0_\01\08\00\0\x03\0\0\0\0\0\0\0
W2G2_180	Practice (Free)\nNormal\nExpert\nCancel
W2G2_181	Oh! OK, no sweat. You can come\nback and play anytime.
W2G2_182	Oh no. I'm terribly sorry, but you\ndon't seem to have enough coins—\nerr, gold bits! Agh, I always forget.
W2G2_276	Would you like a quick primer on\nhow to play?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\x01\0\0\0
W2G2_183	First, let's get you used to handling\nshuriken in Practice mode.\x0e\0\x04\0Stand in front of a launcher and\npress  to fire a shuriken at the\nmoving targets.\x0e\0\x04\0It'll take a second for the launcher\nto reset after each shuriken, so\ndon't just spam the button!
W2G2_184	Let's see if you can get 10 or more\npoints within the time limit. Ready?\nPractice mode, BEGIN!
W2G2_274	To clear normal mode, you'll need to\nscore EXACTLY 21 points.\x0e\0\x04\0If you go over 21 points, you'll have\nto adjust your score back down by\nhitting the negative-number targets.
W2G2_185	Ready for normal mode? Remember,\nyou have to get EXACTLY 21 points.\nAaaaand...begin!
W2G2_275	To clear expert mode, you'll need\nto get 80 or more points within the\ntime limit.\x0e\0\x04\0We'll also record your high score,\nso don't hold back! Let's see how\nhigh you can go, Mario!
W2G2_502	OK! Expert mode, BEGIN!
W2G2_284	Remember, Mario...your current\nhigh score is \x0e\x03\0\x04\0\0\0\0 points.\nOK! Expert mode, BEGIN!
W2G2_205	Time's up! You got...\x0e\x03\0\x04\0\0\0\0 points!\nWow, you're a natural!\x0e\0\x04\0With a score like that, you're more\nthan ready for the normal and\nexpert modes. Give them a try!
W2G2_206	Time's up! You got...\x0e\x03\0\x04\0\0\0\0 points. Oh.\x0e\0\x04\0You didn't get 10 points this time,\nbut that's what practice is for!\nGive it another shot!
W2G2_187	Twenty-one points exactly! Go, you!\nYou cleared normal mode!
W2G2_188	Time's up! You got...\x0e\x03\0\x04\0\0\0\0 points.\nThat's...not 21, so you didn't clear\nnormal mode. Sorry!\x0e\0\x04\0Look carefully at the points on each\ntarget before launching a shuriken.\nYou want to get EXACTLY 21 points!
W2G2_204	Time's up! You got...\x0e\x03\0\x04\0\0\0\0 points!
W2G2_208	Time's up! You got...\x0e\x03\0\x04\0\0\0\0 points!\nWhoa! That's a new high score!
W2G2_189	Congrats on clearing normal mode!\nHere's your special prize...a baseball\nsigned by yours truly!\x0e\0\x04\0I used to be a major minor-league\nsemi-almost-pro. That's why I'm\nsuch a surefire shuriken slinger.\x0e\0\x04\0Keep that ball safe. It might be\nworth a sorta-kinda-huge-ish\nfortune someday! Possibly!
W2G2_190	Congrats! Here's your prize!
W2G2_191	Wow! Eighty points or more is a\nrare feat, so here's an exclusive,\none-time-only, extraspecial prize!
W2G2_192	Amazing work! Eighty points or more\nmeans...you've won another prize!
W2G2_193	Oh. Your inventory is full. Hmm.\nIs equivalent coin value OK?\nHere's \x0e\x03\0\x04\0\0\0\0 coins! I-I mean\ngold bits! Argh, every time...
