announce.msbt
AnnounceEmpty	暂无通知
W1G3_187	马力欧！\n我找到蓝色神祇胶带了！{[0004]}等搞定了红色胶带，\n我们就从这里出发去枫叶山吧！
W1G3_190	喂——奇诺比奥！\n我们之后还会再来的，\n你就在原地乖乖等我们哦～！
W1G3_94	{[0202]}{color[cf2c12ff]}{size[7800]}枫叶山方向 缆车　→{size[6400]}{color[404040ff]}\x0f\x02\x02\n\n{color[0677ebff]}{size[7800]}←　观景塔{size[6400]}{color[404040ff]}
W1G3_119	终于爬到山顶啦！\n哎呀——真是累坏了。{[0004]}{[0101]}啊，我一点都不累。\n马力欧，你累坏了吧。\n实在是辛苦你了。
W1G3_120	好嘞～事不宜迟，\n我们赶紧到塔里去，\n把神祇胶带给……
W1G3_223	咦？\n入口在哪里？
W1G3_66	这入口会不会开得太高了点！？\n难道还要爬上这堆土吗，\n实、实、实在太难了！
W1G3_127	……土？{[0004]}没错！\n这堆土隆起来，实在太碍事了！
W1G3_121	啊，马力欧！\n快看，那有个魔法阵！
W1G3_117	这个说不定是\n掌管……大地之类的四方神祇？{[0004]}……没错没错！\n这看起来像是地神祇的魔法阵！
W1G3_140	可是善良的地神祇\n真的会搞这种恶作剧吗……{[0004]}唔——难道是哥哥用这个魔法阵，\n把地神祇召唤出来了？{[0004]}看来我们大概只能去找地神祇，\n拜托他把地面放下来了。
W1G3_118	我们还是去找找地神祇吧？
W1G3_225	{[0200]}{size[9600]}{color[2e7611ff]}◀{color[404040ff]}{size[6400]}　{size[8200]}{color[2e7611ff]}观景运动公园{color[404040ff]}{size[6400]}\x0f\x02\0
W1G3_91	我是个球吗？
W1G3_67	我不是球！
W1G3_88	这根水管能直接通到\n郊游之路上的地神祇寺吗！？
W1G3_316	马力欧，\n你到处奔波肯定累了吧？\n这个给你！
W1G3_317	嗯？你问我在干什么？\n当然是在踢足球啦。
W1G3_318	我能看见球。\n想象力果然很重要啊。
W1G3_319	我在踢空气足球。
W1G3_129	找到第１个地神祇的乌龟球球了！
W1G3_130	找到第２个乌龟球球了！
W1G3_131	找到第３个乌龟球球了！
W1G3_132	现在４个乌龟球球\n好像全都找到了！
W1G3_133	那是什么？\n好奇怪的球哦。
W1G3_134	找到第２个奇怪的球了。
W1G3_135	怎么还有奇怪的球？\n这已经是第３个了。
W1G3_136	现在有足足４个奇怪的球了。
W1G3_80	好嘞～\n我要把土地放下来喽！
W1G3_73	你看～\n我把土地平平整整地放下来啦！
W1G3_75	红色胶带消失了！\n开往枫叶山的缆车重新开始运行！
W1G3_76	没错！\n接下来我们要以蓝色胶带为目标，\n朝着枫叶山出发啦～！
W1G3_78	现在刚好还有\n其他等候发车的乘客。
W1G3_77	要乘缆车前往枫叶山吗？{[0104|0a007900650073006e006f000100000000000000]}
W1G3_89	由于其他乘客已经就座了，\n等马力欧做好准备后，\n我们将立即发车。
W1G3_204	喂——\n还不发车吗——？
W1G3_205	来了——乘客们请坐好！\n开往枫叶山的缆车现在发车，\n祝各位旅途愉快！
W1G3_197	哇——\n好棒啊！{[0004]}好高大呀——！\n好辽阔呀——！\n好雄伟呀——！
W1G3_314	马力欧你看！\n太壮观啦！{[0004]}那些全部都是山哦！\n一座一座连绵起伏！{[0004]}我还是第一次看见这么多山呢！\n大自然真是太不可思议啦～！
W1G3_199	哦～\n小姑娘，你是第一次出来旅行吗？
W1G3_200	哎呀，我是不是打扰你休息了？\n真是不好意思。
W1G3_216	没错，我是第一次出来旅行。\n这位是马力欧，我们正在\n一起寻找神祇胶带的途中。{[0004]}你呢？
W1G3_201	我？{[0004]}哦，我是炸弹兵。{[0004]}但其实我除了自己的名字以外\n什么事都不记得了。\n说白了就是所谓的失忆啦。{[0004]}我想知道我到底是从哪里来的……\n有什么应该做的事……{[0004]}我现在一个人到处旅行，\n就是为了寻找这些记忆。
W1G3_202	什么？\n你的记忆不见了吗，\n太可怜了……
W1G3_212	对了，炸弹彬！\n我想到了一个好主意！{[0004]}你不如和我们一起旅行吧。{[0004]}这样在接下来的旅途中，\n你就可以留下许许多多\n和我们共同的回忆了！
W1G3_213	你说呢，马力欧，\n这个主意不错吧？\n就这么决定了！
W1G3_203	什么～！？\n和你们一起！？{[0004]}不不不，这怎么行……\n你有这份心我真的很感动，\n但是一起旅行怕是不太好吧。{[0004]}我这人又没什么特长，\n万一拖了你们后腿，\n我会非常愧疚的……{[0004]}不过……
W1G3_215	啊，这样啊？\n也对哦。{[0004]}还是一个人比较自在嘛。\n你的想法我明白了！\n抱歉打扰你了。{[0004]}祝你玩得开心！
W1G3_208	哇——！
W1G3_209	好漂亮啊——！
W1G3_210	好开心啊——！
W1G3_214	小姑娘，\n你已经不打算\n再邀请我一起旅行了吗？{[0004]}我刚才啊，仔细想了一想……{[0004]}人在旅途，\n自然会与各种各样的人相遇……\n对吧？
W1G3_232	啊，那个～\n这位胡子大哥……\n是叫马力欧对吧。{[0004]}如果大哥也同意的话，\n我也不是不能跟你们一起走啦……{[0004]}我可以跟你们同行吗？{[0104|0a007900650073006e006f000100000000000000]}
W1G3_260	嗨，话说回来，\n要是跟一个失忆的人一起旅行\n确实会很麻烦吧。{[0004]}哎呀——我好困～\n距离到枫叶山还有些时间，\n我还是先小睡一会儿吧～
W1G3_307	我能说几句吗？{[0004]}难得这位小姑娘\n好心好意开口邀我同行……{[0004]}我要是拒绝，\n好像显得我不识趣了点。{[0004]}而且跟你们一起走\n应该也是个不错的选择。\n嗯，就这么定了吧。{[0104|0a007900650073006e006f000100000000000000]}
W1G3_308	啊，\n看来大哥是有难言之隐啊。{[0004]}我明白了。\n那眼下就先这样吧，\n这件事下次再说。
W1G3_309	唉——\n失忆实在是太痛苦了～{[0004]}我以后还有没有机会\n遇见美好的人和事，\n留下新的快乐回忆呢～{[0004]}啊！这难道就是\n那场命中注定的邂逅！？\n那就请多关照了！{[0104|0a007900650073006e006f000100000000000000]}
W1G3_310	咳咳，哎呀，不好意思，\n刚才的话我没听清！
W1G3_311	我想和你们同行！\n请多关照了！{[0104|0a007900650073006e006f000100000000000000]}
W1G3_312	马力欧！\n缆车开得这么慢，\n什么时候才能到枫叶山啊！
W1G3_207	啊——！\n红彤彤的山！\n那一定就是枫叶山了！
W1G3_313	太好啦——！
W1G3_217	啊～！\n真的啊～！\n那一定是枫叶山没错！
W1G3_218	哎呀，这不是已经到了吗！？\n好了，大哥你也快点下来吧～！{[0004]}我再重新介绍一下自己，\n我是炸弹兵！{[0004]}俗话说出门靠朋友，\n我会努力跟紧你们的，\n请多关照啦！
W1G3_219	太好啦——！\n我叫奥莉维亚！\n请多关照哦！
W1G3_320	谢谢你。\n亏你能在这种地方发现我啊！
W1G3_321	你是听到了我发自内心的呐喊吗？\n还是只是碰巧发现了我？
W1G3_322	这个地方平时没什么人来，\n非常冷清。\n还好遇见了马力欧！
W1G3_323	刚刚这附近好像地震了！\n马力欧你没事吧？
W1G3_324	虽然被埋在土里挺憋屈的，\n但是开花的季节好像还没到。\n你说花的种子是不是也是这种心情？
W1G3_325	谢谢你！\n一般人怕是想不到\n我在这指示牌背面吧。
W2C1.msbt
W2C1_13	马力欧，\n你居然就这样从桥上跳下来了，\n胆子可真大呀～{[0004]}好了好了，\n那现在炸弹彬到底在哪里呢？{[0004]}我们只要一路往上走，\n应该总会在哪遇到他的吧？
W2C1_16	啊！\n那是什么？{[0004]}圆圆的东西在不停地\n骨碌骨碌滚下来。
W2C1_42	是炸弹彬！\n没想到我们这么快就找到他啦，\n运气真不错！
W2C1_43	炸弹彬——！
W2C1_26	刺栗！
W2C1_51	救救我～
W2C1_25	我们是从刺栗里蹦出来的\n栗栗三人组！
W2C1_41	啊，\n是大哥和奥莉维亚！{[0004]}难不成、难不成……\n难不成你们是特地\n从桥上跳下来救我的吗！？{[0004]}呜呜～\n你们两个是我的救命恩人。\n这真是一段珍贵的回忆啊～！
W2C1_47	呃——嗯，\n那真是太好了。{[0004]}不过炸弹彬，\n你可别再到处乱跑了。
W2C1_52	哎呀～\n不好意思，非常不好意思。{[0004]}好了好了！\n这里到处都是刺栗，太危险了，\n我们快点爬到上面去吧！
W2C1_19	感
W2C1_20	谢
W2C1_21	你！
W2C1_44	刺栗！？
W2C1_45	完蛋了！
W2C1_46	这下完蛋啦！
W2C1_48	大哥！\n不对，马力欧！{[0004]}我突然发现，\n炸弹彬什么时候又不见啦！{[0004]}唉～炸弹彬可真是的，\n怎么就这么喜欢突然消失呢？
W2C1_49	啊～
W2C1_50	炸弹彬……\n怎么又来了啊！？
W2C1_53	好像没看见炸弹彬呀……\n他真的跑到这么远的地方了吗？
W2C1_34	……嗯？{[0004]}啊——大哥来啦。\n我迷路时发现了一条捷径，\n结果还比你们先到了。{[0004]}你们两个走得实在太慢了，\n我等着等着就睡着了。
W2C1_31	就是啊——！\n那我们现在就\n全速冲向水神祇神殿吧～！
W2C1_32	哎呀，太好了——！{[0004]}终于不用再到处找炸弹彬啦～！{[0004]}好了，那这回\n我们真的要去水神祇神殿喽！
W2C1_29	{[0103|03000000]}……呼噜、呼噜。\n我已经吃不下栗子了……
W2C1_30	他睡着了。{[0004]}马力欧……\n虽然有点不忍心，\n但还是把他敲醒吧？
W2C1_33	谢谢栗啊！{[0004]}被刺栗消磨了不少体力吧？\n这种时候就要按吃蘑菇哦。
W2C1_35	谢谢你！
W2C2.msbt
W2C2_1	这张脸真是威风啊！\n这就是水神祇吗？\n好帅哦。
W2C2_21	咦——\n这是什么呀？{[0004]}看起来是要用什么方法\n把这个东西拼成某个样子……{[0004]}总之我完全不明白这是什么。
W2C2_31	我完全不明白这究竟是什么。{[0004]}既然不明白，\n我觉得就算继续摆弄它，\n也什么都不会发生的……
W2C2_2	我感觉马上就要发生什么了。\n加油呀，马力欧！
W2C2_3	水势好汹涌呀！\n这么多水到底流到哪里去了呢？
W2C2_33	我们刚才拿到的面板\n是做什么用的呢？{[0004]}我记得好像在哪里见过\n跟这个差不多的方形的东西……{[0004]}唔——在哪里来着？
W2C2_36	啊！仔细一看，\n我们刚才拿到的面板，\n好像正好可以嵌进去！{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2C2_41	我们刚才拿到的面板，\n好像正好可以嵌进去！{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2C2_42	不是那个吧？
W2C2_47	你看你看，\n我们正好可以把刚才拿到的面板\n嵌进空的位置上去。
W2C2_6	哇！\n水神祇的嘴巴张开了一半！{[0004]}他这是怎么了？\n是惊讶地张开了嘴巴吗？
W2C2_7	哇～\n一口獠牙好酷哦！{[0004]}比起惊讶地张开嘴巴，\n我更想看看他\n奋力张大嘴巴的样子。
W2C2_23	啊……\n从水神祇的嘴巴里涌出了好多水。{[0004]}真不愧是掌管水的水神祇。\n看来他非常喜欢水呀。
W2C2_50	这个方形的板子能移动吗？
W2C2_51	我们正好可以把刚才拿到的面板\n嵌进空的位置上去。
W2C2_52	也许我们可以\n以沟槽的形状为线索。
W2C2_37	这里应该也需要嵌进面板吧。
W2C2_45	咦？\n仔细一看才发现，这台面下面\n好像写着什么。{[0004]}而且旁边还有一个投币口。
W2C2_46	这里有一个投币口。
W2C2_38	{[0200]}{color[0677ebff]}观看范本　　　５００{color[404040ff]}\x0f\x02\0\n{[0200]}{color[0677ebff]}最后一步　　１０００{color[404040ff]}\x0f\x02\0\n{[0200]}{color[0677ebff]}全自动　　　３０００{color[404040ff]}\x0f\x02\0{[0104|0e0057003200430032005f00330039000300000003000000]}
W2C2_39	投入５００金币\n投入１０００金币\n投入３０００金币\n不投入
W2C2_49	金币不够哦。
W2C2_34	什么反应都没有。\n看样子好像不行……
W2C2_40	怎么什么反应都没有？\n我还以为只要把沟槽连通\n就算成功了呢……{[0004]}难道一定要把所有沟槽\n全都连起来才行吗？
W2C2_43	啊！\n这里好像也能嵌进面板！{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2C2_44	这里好像也能嵌上面板！{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W2C2_48	不是那个吧？
W2C2_12	太好啦——！\n水神祇的嘴巴张开啦！{[0004]}看起来就像在嚎叫一样！\n嗷呜——！{[0004]}啊，水神祇的嘴巴里面\n变得像台阶一样。{[0004]}看来以后他吃东西就利索了！
W2C2_14	啊——\n水神祇！{[0004]}变成折纸之后，\n帅气威风的脸\n怎么变得那么小啦！{[0004]}看来现在……\n我们大概只能硬着头皮上了！
W2C2_26	啊！\n水神祇也变成书了！
W2C2_17	……我看看我看看。\n……嗯嗯。{[0004]}……哦～原来如此啊，\n那个地方要这么折才行。{[0004]}……哦哦～是这样啊，\n先这样，再那样……
W2C2_27	水神祇的折法我也学会了。\n要不要现在就试一试？
W2C2_29	怎么样？\n我现在和水神祇一样威风吧？{[0004]}啊，水啊……水啊……
W2C2_30	……水能量装填１２０％！
W2C2_18	怎么样！？\n我把一肚子的水全都吐出来了！{[0004]}只要有了这股力量，\n干涸的池塘也能重新装满水啦！
W2C2_19	马力欧！\n谢谢你发现了我！{[0004]}地底下又阴冷又潮湿，\n如果要我就这样在窗边活下去，\n那实在太寂寞了！
W2C2_25	与你相遇的这份喜悦化作了爱心！
W2C2_20	我被折成了窗户的形状，\n可是尺寸好像不太对。\n……是设计缺陷吗？
W2C2_53	为了救我，\n你不惜花费了宝贵的神祇片，\n真是谢谢你！{[0004]}顺便告诉你，如果神祇片\n从空心洞边缘溢出，袋子里的神祇片\n是不会减少的，所以请放心吧。
W2C3.msbt
W2C3_31	咦？\n河流的流速好像\n有点……变快了。{[0100|88130000]}
W2C3_32	接下来，伴着无数急流与漩涡，\n惊险刺激，让人心脏狂跳的\n漩涡河泛舟就要开始了哟～{[0100|70170000]}
W2C3_33	惊险刺激！？心脏狂跳！？\n我们没有拜托你做这样的事啊！{[0100|94110000]}
W2C3_34	哎呀，你不用跟我客气啦～\n难得来一趟，\n放宽心享受就好～{[0100|88130000]}{[0004]}不过话说回来，\n今天的河水比以往都要湍急呢～\n是因为在枫叶山加了太多水吗～？{[0100|70170000]}
W2C3_40	咦～！？\n还有这种事吗～！{[0100|ac0d0000]}
W2C3_1	那么，马力欧，\n推动↕就能改变船的方向。{[0100|88130000]}{[0004]}要是撞到礁石或山崖太多次，\n船会坏掉的，要小心哦～{[0100|88130000]}{[0004]}还有，接下来\n这段旅途有点危险，\n请暂时不要打开菜单哦～{[0100|88130000]}{[0004]}好了，请大家坐好，\n漩涡河急流泛舟，\n要开始啦～！{[0100|94110000]}
W2C3_43	要是收集到途中的所有金币，\n就会获得奖励，要加油哦。\n那么，我们出发吧～！{[0100|70170000]}
W2C3_22	呀，落石！
W2C3_27	好大的漩涡！
W2C3_29	呀～～！！
W2C3_2	惊心动魄～！
W2C3_3	擦边而过～！
W2C3_4	好紧张哦！
W2C3_5	好惊险哦！
W2C3_6	哇～！
W2C3_7	真是大胆的操作啊！
W2C3_8	捏了一把冷汗！
W2C3_9	太狭窄了！
W2C3_10	好危险！
W2C3_11	差一点！
W2C3_48	是隧道～！
W2C3_49	真厉害啊！
W2C3_12	好～到了这里，\n漩涡河急流泛舟就结束了～！\n大家辛苦啦～！{[0100|70170000]}
W2C3_13	走的都是安全的路线，\n没什么紧张感呀。\n我好像有点没玩过瘾。{[0100|88130000]}
W2C3_26	时不时会经过一些狭窄的地方，\n真让人心跳加速呀！{[0100|88130000]}
W2C3_28	我们走的全都是狭窄的地方，\n真的是全程惊险刺激、心脏狂跳！\n超～好玩的～！{[0100|7c150000]}
W2C3_14	而且，小船一次都没有撞伤呢，\n好厉害哦！{[0100|88130000]}
W2C3_45	没能收集到所有金币啊～\n为了获得奖励，\n下次再来挑战吧～{[0100|94110000]}
W2C3_46	差一点就能收集到所有金币了～\n为了获得奖励，\n下次再来挑战吧～{[0100|88130000]}
W2C3_38	天啊～！\n你收集到了全部金币哦～！{[0100|a00f0000]}{[0004]}马力欧，\n你真是一位泛舟达人啊～！\n去博物馆领取奖杯吧～{[0100|70170000]}
W2C3_47	天啊～！\n你又收集到了全部金币哦～！\n真不愧是泛舟达人啊～！{[0100|70170000]}
W2C3_50	好惊险哦！{[0100|e8030000]}
W2C3_51	好紧张哦！{[0100|e8030000]}
W2C3_52	小心啊～！{[0100|e8030000]}
W2C3_53	好激动哦！{[0100|e8030000]}
W2C4.msbt
W2C4_12	{[0200]}{size[7800]}忍者宅邸{size[6400]}\x0f\x02\0\n{[0200]}{size[7800]}“机关重重”！{size[6400]}\x0f\x02\0
W2C4_24	遍布机关的忍者宅邸，\n就是你面前的这座“机关重重”！{[0004]}你能否平安无事地逃脱呢？\n现在就来挑战吧！
W2C4_27	怎么办呢？\n说是一座遍布机关的宅邸。{[0004]}还说什么能否平安无事……\n难不成意思是说，\n有很多危险的机关吗？{[0004]}这种地方，我觉得……
W2C4_48	{[0200]}{size[8200]}超——{size[6400]}\x0f\x02\0\n{[0200]}{size[8200]}有趣的～！{size[6400]}\x0f\x02\0
W2C4_49	解开遍布机关的谜题，\n像忍者一样穿越重重的陷阱，\n从屋子里逃脱出来！{[0004]}你们觉得呢，\n我现在就想试试看！{[0004]}啊，仔细一看，\n炸弹彬也很有忍者气质呀！\n你也想试试看对吧！？
W2C4_88	啊～我倒是不害怕\n这种危险的机关之类的东西……{[0004]}但是呢～\n我总觉得这种地方有点幼稚。
W2C4_89	哎呀，\n只要全身心地沉浸进去，\n这种地方一定会很有趣的～
W2C4_90	咦，\n不进去玩玩吗？{[0004]}感觉应该会很有趣的，\n居然不玩吗……\n忍者……
W2C4_9	啊，\n我还是在这里等你们吧。
W2C4_13	哎呀，这样啊？\n不过我们的步伐已经\n无法阻挡了哦。{[0004]}那我们去去就来～！
W2C4_37	马力欧！\n我们还没有通关。\n后面还有呢！
W2C4_10	忍者？\n不了，不了。
W2C4_11	哇——等等我！
W2C4_55	以成为忍者为目标的各位，\n欢迎你们来到“机关重重”。{[0004]}只要能够逃脱这座宅邸，\n你们就能精通蘑菇流忍者之道。{[0004]}还有，若是能够\n发现越多藏匿着的忍者，\n你们的忍者阶级就会越高哦。{[0004]}将忍者们全部找出来，\n获得丰厚的奖励吧！
W2C4_52	哇——\n我好期待！{[0004]}……啊，对了，马力欧，\n要是被谜题困住了，请不要客气，\n按呼唤我就好。{[0004]}……不过呢，\n要是靠我的帮助才通关的话，\n成为真正忍者的人应该是我哦！
W2C4_47	{[0200]}{size[7800]}“机关重重”{size[6400]}\x0f\x02\0\n{[0200]}{size[7800]}开始！{size[6400]}\x0f\x02\0
W2C4_34	好了，要开始了哦！\n那么，我就先……\n告辞了！
W2C4_53	因为你怎么都解不开迷题，\n所以需要我的帮助，\n是这样对吧？{[0104|0a007900650073006e006f000100000000000000]}
W2C4_54	说得也是。\n要是我帮你想出来的话，\n成为忍者的人就是我了。{[0004]}那么马力欧，\n请自己想办法吧！\n我就不说话了。
W2C4_50	恭喜你！\n你通过了“机关重重”！{[0004]}精通了蘑菇流的忍者之道！\n从今天起你也是一名忍者了！
W2C4_14	耶～太好了～！\n通关啦～！{[0004]}解开了谜题的我，\n从今天起也是忍者了！\n太好了～！
W2C4_18	啊……不过，\n实际上穿越了重重机关\n成功逃脱的应该是马力欧吧。
W2C4_19	耶～！\n我们两个都是忍者啦！
W2C4_25	耶～太好了～！\n通关啦～！
W2C4_26	居然不需要我的提示\n就通关了，\n马力欧好厉害！{[0004]}其实……\n里面有好多\n我没有解开的谜题呢。{[0004]}真不愧是马力欧！\n恭喜你成为忍者！
W2C4_43	耶～太好了～！\n这次也通关啦～！
W2C4_72	你发现了{[0300|00000000]}个忍者。\n还有很多藏匿着的忍者哦。{[0004]}你的忍者阶级是……见习忍者。\n没有奖励。
W2C4_73	你发现了{[0300|00000000]}个忍者！\n找到了不少嘛。很有潜力！{[0004]}你的忍者阶级是……一般忍者。\n收下奖励吧。
W2C4_74	你发现了{[0300|00000000]}个忍者！\n还差一点就全部发现了！{[0004]}你的忍者阶级是……优秀忍者！\n收下奖励吧！
W2C4_60	你发现了全部２５个忍者！\n实现了完美通关！干得漂亮！{[0004]}你的忍者阶级是……{[0301|cdcc4c3e]}完美\x0f\x03\x01忍者！\n收下奖励吧！
W2C4_62	……你已经拿不下更多道具了。\n那就收下{[0300|00000000]}个金币吧！
W2C4_64	希望下次可以全部找到！
W2C4_66	太好了～！\n说是完美通关呢！\n我们好厉害呀～！
W2C4_96	啊——真好玩！\n马力欧，\n我们下次再来玩吧！
W2C4_58	啊——\n不管玩多少次\n也还是这么好玩！
W2C4_91	明明还有打开城门的任务在身，\n你倒是完全进入游客模式了。
W2C4_97	哎呀，炸弹彬，\n我是那种玩的时候\n就全心投入享受乐趣的人哦。
W2C4_92	嚯嚯～\n你玩得开心就好～{[0004]}但是不去找万能钥匙\n真的不要紧吗～
W2C4_98	哎呀，炸弹彬，\n我可不光是在玩而已。{[0004]}我也在边玩边仔细查找\n万能钥匙在不在宅邸里啦！
W2C4_93	那你找到\n绿绿的人了吗？{[0004]}我们是听说那个绿绿的人\n在忍者宅邸里，\n才过来调查的吧？
W2C4_36	那？\n那当然了！{[0004]}唔、唔——\n但是那个什么绿绿的人\n不在……在不在呢？{[0004]}他有可能在宅邸里，\n也有可能不在！{[0004]}也许只有再玩一遍\n才能搞清楚！
W2C4_42	路易吉还被紧紧地\n卡在那里动弹不得呢。\n我们得赶紧去救他！
W2C4_46	啊，\n刚才有个绿绿的人\n跑着冲出去了哦。{[0004]}是忍者中的菜鸟吗？\n我觉得穿着那样的服装\n反而会引人注目吧～
W2C4_44	多亏路易吉被紧紧地卡在那里，\n我们才拿到了万能钥匙！
W2C4_99	虽然你说的\n和我说的完全不挨边，\n但总之拿到了万能钥匙就好。{[0004]}那么我们现在就去\n打开城门吧～
W2C4_7	哎呀！\n为什么路易吉会在这里！？{[0004]}而且，路易吉平时说话总是\n驴唇不对马嘴的，现在居然和那个\n锯齿圈圈严丝合缝地对上了！{[0004]}虽然很想救他出来，\n但是要怎么做……才能移开\n这么巨大的锯齿圈圈呢？
W2C4_32	哇——！\n我动不了了——！{[0004]}来人啊～来人啊～\n随便来个人就好，快救救我～！
W2C4_80	救命啊～
W2C4_81	我动不了了～
W2C4_83	哦哦？
W2C4_84	动起来了？
W2C4_85	得救了！
W2C4_86	太好了～♪
W2C4_95	咦！？
W2C4_87	还没得救！
W2C4_4	等等！\n大哥，是你在旁边对吧！？\n救救我啦～！
W2C4_3	谢谢大哥！\n我得救了！
W2C4_8	对了，大哥！\n你听我说！{[0004]}我找了好久桃花公主城堡钥匙，\n终于找到了！\n你拿去吧。
W2C4_6	不知为什么，这把钥匙\n原来被收在这座江户园地的\n工作人员休息室里。{[0004]}之后我被一只可怕的汪汪追赶，\n逃着逃着迷路了。{[0004]}等我回过神来，已经被困在\n这间奇怪的地下室里了。
W2C4_57	路易吉，\n你经历了这么多事呀，\n真是辛苦了！{[0004]}我们也一直在寻找这把钥匙。\n你真是帮大忙了。{[0004]}但遗憾的是，\n这把好像不是桃花公主城堡钥匙。
W2C4_5	咦！？\n这把钥匙不对吗！？\n我又搞砸了！{[0004]}因为它挂在墙上，\n保管措施好像很妥善，\n害我以为是桃花公主城堡钥匙呢！
W2C4_17	好～！那么我得赶紧去找\n真正的桃花公主城堡钥匙才行！{[0004]}大哥、奥莉维亚，\n再见啦～！
W2C4_56	就算经历了那种遭遇，\n路易吉也毫不气馁，\n真了不起呀。{[0004]}但是总觉得他说起话来\n还是那么驴唇不对马嘴。{[0004]}不过，\n等到神祇胶带全部拿掉之后，\n一定会需要桃花公主城堡钥匙的。{[0004]}让路易吉继续帮忙寻找钥匙，\n或许也不错。
W2C4_94	不管怎么说，误打误撞地\n找到了万能钥匙，\n真是太好了。{[0004]}这样说不定就可以\n打开城楼大门了！
W2C4_22	啊，马力欧！\n你居然找到了\n这么不起眼的岩石下的我！{[0004]}对了，好像有个迷路的人来过，\n他好像进到屋子里面去了哦。\n我听声音感觉好像是这样。
W2C4_23	好像有个迷路的人来过，\n他好像进到屋子里面去了哦。\n我听声音感觉好像是这样。
W2C4_35	谢谢你救了我！{[0004]}{[0101]}招牌上的手里剑不会动了。\n是发生了什么故障吗？
W2C4_102	招牌上的手里剑不会动了。\n是发生了什么故障吗？
W2C4_103	听说招牌上的手里剑不动了，\n所以我来查看情况。{[0004]}{[0101]}咦？已经恢复正常了嘛。
W2C4_104	招牌能够恢复正常真是太好了！
W2C4_67	这个地方无关人员禁止入内，\n但是马力欧，\n我就破例允许你进去吧——
W2C4_70	这里是“机关重重”的\n动力室。{[0004]}这座宅邸里的所有机关，\n都是由地下的动力室驱动的哦。
W2C5.msbt
W2C5_226	你看你看……\n现在果然……
W2C5_227	大事不好了！
W2C5_229	天啊～！
W2C5_228	能行吗？
W2C5_230	果然不行啊！
W2C5_73	大哥，\n我们继续走吧……
W2C5_58	太好了，\n看样子不会袭击我们了……
W2C5_70	好紧张啊。
W2C5_65	可千万别被识破啊……
W2C5_45	哎呀，\n我吓出了一身冷汗，\n好歹是蒙混过关了！{[0004]}咦？奥莉维亚，\n你为什么要转过去啊？
W2C5_46	因为我一看到那个\n就忍不住想笑。{[0004]}马力欧，\n快把那个摘掉吧～
W2C5_47	好了……\n现在我们总算\n成功潜入到城楼里来了，{[0004]}那些奇诺比奥\n到底被抓到哪里去了呢？
W2C5_66	神祇胶带应该在屋顶上，\n这里有没有楼梯或者电梯呢？
W2C5_61	大哥，\n外面到处都是折纸兵和纸糊兵！
W2C5_194	嗯～\n各位亲临江户大戏院的观众朋友们。{[0004]}今日限定的特别演出即将开始哟。{[0004]}请尽快入座哟～！
W2C5_195	我们又要去救奇诺比奥，\n又要去找神祇胶带，\n已经忙得不可开交了……{[0004]}在这节骨眼上突然冒出一场\n看上去好有意思的特别演出！？\n真是让人左右为难呀！
W2C5_196	江户大戏院由４个楼层组成。\n各种各样的演出应有尽有，是一座\n具有划时代意义的塔式立体剧场。
W2C5_261	{[0200]}＜今日特别演出＞\x0f\x02\0\n{[0200]}空位　　　{color[0677ebff]}△所剩无几{color[404040ff]}\x0f\x02\0\n{[0200]}开演时间　　{color[cf2c12ff]}即将开演{color[404040ff]}\x0f\x02\0
W2C5_197	{[0200]}特别演出\x0f\x02\0\n{[0200]}原作：我\x0f\x02\0\n{[0200]}演出：大家\x0f\x02\0
W2C5_198	今日节目单\n１楼：特别演出　２楼：特别演出\n３楼：特别演出　４楼：特别演出
W2C5_71	咦！？\n奇诺比奥们都在这里啊，\n大家都好好的。
W2C5_72	真的在这里～\n看来大家都平安无事啊！{[0004]}既然这样，我们现在\n就可以安下心来看演出啦！
W2C5_27	那就请诸位\n入座最前排的特等席哟～
W2C5_103	前面有空位哦。
W2C5_104	正中间有空位哦。
W2C5_105	我旁边有空位哦。
W2C5_236	太好啦～太好啦太好啦。\n可以看特别演出啦～{[0004]}好激动♪好激动♪\n好期待☆好期待☆
W2C5_237	奥莉维亚，大家都那么安静，\n你稍微轻一点吧。
W2C5_238	说起来，奇诺比奥们\n平时总是热热闹闹的，\n今天怎么这么安静啊。
W2C5_32	什么！？
W2C5_3	原来大家都被\n绑在座位上了吗！？\n这也太过分了吧！
W2C5_4	这是绳子？\n不对，不是绳子……\n大家像是被什么圈给套住了……？
W2C5_29	在演出开始前，\n我先向观众朋友们\n说明一下注意事项哟～
W2C5_69	本剧院禁止\n一切影响演出的行为，{[0004]}如携带食品饮料，\n使用闪光灯拍照……\n以及在舞台上打开菜单界面哟。{[0004]}好了，下面请观众朋友们\n尽情欣赏特别演出哟～！
W2C5_6	{[0200]}这是荒野上的一座小镇，\n刮着干燥而又猛烈的风。\x0f\x02\0
W2C5_7	{[0200]}可就在这样一个宁静的地方，\n人们每天都在威胁之下生活。\x0f\x02\0
W2C5_172	{[0200]}那个可怕的恶棍\n今天也会来吗？\x0f\x02\0
