album.msbt
armor.msbt
Fighter00	Squire Armor
BaseJobFellowRoyalty_A_00	Good day to you, Princess\n{[0300|01cd]}!
BaseJobFellowRoyalty_A_01	You look well.\nAhahaha.{[1100|00cd0e0073006d0069006c0065005f004500]}
BaseJobFellowRoyalty_B_02	As do you.\nAhahaha.{[1100|01cd0e0073006d0069006c0065005f004500]}
BaseJobFellowRoyalty_A_03	Your smile is so\ncharming again today!{[1100|00cd06006e006f006400]}
BaseJobFellowRoyalty_B_04	Ahaha, as is yours, Princess\n{[0300|00cd]}.{[1100|01cd06006e006f006400]}
BaseJobFellowRoyalty_B_05	Truthfully...{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|00cd1400730075007200700072006900730065005f004500]}
BaseJobFellowRoyalty_B_06	Smiling all day\ngets tiring.{[1100|01cd0a0074006900720065006400]}
BaseJobFellowRoyalty_A_07	Ugh, tell me\nabout it.{[1100|00cd0a0074006900720065006400]}
BaseJobFellowRoyalty_A_08	But I suppose you've got\nto keep your chin up...{[1100|01cd08007700610069007400]}
BaseJobFellowRoyalty_B_09	Don't want to lose these\nnice smiles, do we?{[1100|01cd0a006e006f00640030003100]}
BaseJobFellowRoyalty_A_10	You're right, you know!\nLet's keep at it!{[1100|00cd0a006e006f00640030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
BaseJobFellowRoyalty_B_11	OK! On my mark...{[1100|01cd06006e006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
BaseJobFellowRoyalty_B_12	Ahahaha!{[1100|01cd080067006c0061006400]}
BaseJobFellowRoyalty_A_13	Ah hah hah!{[1100|00cd080067006c0061006400]}
BaseJobFlower_A_00	Flowers are\nso lovely!{[1100|00cd0e0073006d0069006c0065005f004500]}
BaseJobFlower_A_01	Just looking at you\npicks me up!{[1100|00cd06006e006f006400]}
BaseJobFlower_B_02	Thank you!{[1100|01cd06006e006f006400]}
BaseJobFlower_B_03	But, {[0300|00cd]}?{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
BaseJobFlower_B_04	Your compliments\nare far lovelier!{[1100|01cd160069006d0070007200650073007300650064005f004500]}
BaseJobFlower_A_05	Oh, you're too kind!{[1100|00cd160069006d0070007200650073007300650064005f004500]}
BaseJobFellowFlower_A_00	Where's the best place\nfor a flower to grow,\n{[0300|01cd]}?{[1100|00cd0c00770065006c006c0030003000]}
BaseJobFellowFlower_B_01	Huh? Oh, it'd have\nto be Greenhorne.{[1100|01cd0e0062006c0069006e006b005f004500]}
BaseJobFellowFlower_B_02	Such nice weather for\ngrowing up big and strong.{[1100|01cd06006e006f006400]}
BaseJobFellowFlower_A_03	I think so too!{[1100|00cd0e0073006d0069006c0065005f004500]}
BaseJobFellowFlower_A_04	You could really bloom\nout on those plains.{[1100|00cd06006e006f006400]}
FlowerAndInsect_A_00	Bees, butterflies,\nyou name it...{[1100|00cd0c00770065006c006c0030003100]}
FlowerAndInsect_A_01	Insects can't keep\naway from me.{[1100|00cd100073006f00720072006f0077005f004500]}
FlowerAndInsect_B_02	{[0e00|01cd0000]}I knew you were a\npeople magnet, but\nthis is ridiculous...
BaseJobScientist_B_00	I've been wondering\nabout scientists...
BaseJobScientist_B_01	Your chemical concoctions\ntend to blow up a lot.{[1100|01cd06006e006f006400]}
BaseJobScientist_B_02	Doesn't that get\nkind of expensive?{[1100|01cd0c00770065006c006c0030003000]}
BaseJobScientist_A_03	Oh yes!\nIt does!{[1100|00cd0a006e006f00640030003100]}
BaseJobScientist_A_04	But we get\nresearch grants.{[1100|01cd1000730074006100720074006c0065006400]}
BaseJobScientist_A_05	So we're never\nshort of cash.{[1100|00cd0a006e006f00640030003100]}{[1100|00cd0e0062006c0069006e006b005f004500]}
BaseJobScientist_B_06	So that's where\nour taxes go...{[1100|01cd08007700610069007400]}
BaseJobFellowScientist_B_00	Did you go to that\nseminar the other day?
BaseJobFellowScientist_A_01	Yeah, I was presenting\nsome research there.{[1100|00cd06006e006f006400]}
BaseJobFellowScientist_B_02	Oh, really? What research?{[1100|01cd0c00770065006c006c0030003000]}
BaseJobFellowScientist_A_03	Ahem! The title of my\nprestigious paper is...{[1100|00cd10006e006f0072006d0061006c005f004500]}
BaseJobFellowScientist_A_04	"Excessive consumption\nof HP Bananas...{[1100|00cd10006e006f0072006d0061006c005f004500]}{[1100|00cd0e0062006c0069006e006b005f004500]}
BaseJobFellowScientist_A_05	and the effect thereof on\nthe adventurer's brain."{[1100|00cd10006e006f0072006d0061006c005f004500]}{[1100|00cd0a006e006f00640030003100]}{[1100|01cd10006e006f0072006d0061006c005f004500]}
BaseJobFellowScientist_B_06	That sounds\npretty deep!{[1100|01cd0c00770065006c006c0030003100]}
BaseJobFellowScientist_A_07	Do you want to\nread my paper?{[1100|00cd080067006c0061006400]}
BaseJobFellowScientist_B_08	Please,\nI'd love to!{[1100|01cd06006e006f006400]}
BaseJobCat_B_00	About cats...
BaseJobCat_A_01	{[1100|00cd0c00770065006c006c0030003000]}Meow?
BaseJobCat_B_02	{[1100|01cd06006e006f006400]}You're so cute!
BaseJobCat_A_03	{[1100|00cd0e0073006d0069006c0065005f004500]}Shucks...
BaseJobFellowCat_B_00	{[1100|01cd0e0073006d0069006c0065005f004500]}Meow, meow, meoooow.
BaseJobFellowCat_A_01	{[1100|00cd0e0073006d0069006c0065005f004500]}Meooow, meow.\nMeow, meow, meow.
BaseJobFellowCat_B_02	{[1100|01cd0a0061006e00670072007900]}{[1100|00cd1400730075007200700072006900730065005f004500]}Meow, meow,\nmeeeeeeow!
BaseJobFellowCat_A_03	{[1100|00cd0a0061006e00670072007900]}Meooow,\nmeow, meow!
BaseJobFellowCat_A_04	{[1100|00cd08007700610069007400]}{[1100|00cd0e0062006c0069006e006b005f004500]}Meow...
BaseJobFellowCat_B_04	{[1100|01cd08007700610069007400]}{[1100|01cd0e0062006c0069006e006b005f004500]}Meow...
BaseJobFellowCat_B_05	{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}Meooow,\nmeow, meow?
BaseJobFellowCat_A_06	{[1100|00cd06006e006f006400]}Meow!
BaseJobFellowCat_A_07	{[1100|00cd06006a006f007900]}Meow, meow\nmeow, meow!
BaseJobFellowCat_B_07	{[1100|01cd06006a006f007900]}Meow, meow\nmeow, meow!
BaseJobElf_B_00	There's something\nI've been wondering.
BaseJobElf_A_01	What is it?
BaseJobElf_B_02	Don't your elf ears get in\nthe way while you sleep?
BaseJobElf_A_03	{[1100|00cd06006e006f006400]}{[1100|00cd10006e006f0072006d0061006c005f004500]}Yup, they\nsure do!
BaseJobFellowElf_A_00	The trouble\nwith elf ears...
BaseJobFellowElf_A_01	is that they get in the\nway while we sleep.
BaseJobFellowElf_B_02	Yes, they\nreally do!{[1100|01cd0a006e006f00640030003100]}
BaseJobFellowElf_B_03	I can hear whispers\nand everything!
BaseJobFellowElf_A_04	I can't sleep for worrying\nabout what's being said!{[1100|00cd0a006e006f00640030003100]}
EarCleaning_A_00	You know the best\nthing about these\nbig ears?{[1100|00cd0e0062006c0069006e006b005f004500]}
EarCleaning_A_01	Being able to get\ninside to clean them.{[1100|00cd10006e006f0072006d0061006c005f004500]}
EarCleaning_B_02	You're not wrong.{[1100|01cd0a006e006f00640030003100]}
MiiWantsCat_A_00	If I were rich, I think\nI'd get a cat.
MiiWantsCat_B_01	A cat?
MiiWantsCat_A_02	Or maybe a dog\nwould be better.
MiiWantsCat_B_03	A dog? Make\nup your mind.
Science00_A_00	Agh! Another failure!{[1100|00cd18006400690073006100700070006f0069006e00740065006400]}
Science00_B_01	What's up?{[1100|01cd0c00770065006c006c0030003000]}
Science00_A_02	I'm doing an\nexperiment.{[1100|00cd08007700610069007400]}
Science00_B_03	What is it?
Science00_A_04	I'm trying to see if I can\nget my face to fly off.{[1100|01cd1200730075007200700072006900730065006400]}
Science00_A_05	You know, the way the\nDark Lord does it?{[1100|00cd0a006e006f00640030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
Science00_A_06	I've been trying\nfor ages...{[1100|00cd0c00770065006c006c0030003100]}{[1100|01cd0c00770065006c006c0030003000]}
Science00_A_07	but it really hurts...{[1100|00cd0a0074006900720065006400]}{[1100|01cd1400730075007200700072006900730065005f004500]}
Science00_B_08	That's some\ndedication!
BasePersonVital_B_00	You're always so full of\nenergy, {[0300|00cd]}!
BasePersonVital_A_01	{[0e00|02cd0000]}{[1100|00cd1200730075007200700072006900730065006400]}Nah, that's\nnot true!
BasePersonVital_A_02	{[0e00|02cd0000]}{[1100|00cd100062006100740074006c00650049006e00]}I didn't sleep\nwell yesterday!
BasePersonVital_A_03	{[0e00|02cd0000]}{[1100|00cd080067006c0061006400]}So I'm not\ntalking as much!
BasePersonVital_B_04	{[0e01]}{[1201]}...
BasePersonVital_B_05	{[1100|01cd0e0073006d0069006c0065005f004500]}You seem pretty\nlively to me!
BasePersonMypace_B_00	You're pretty laid-back,\n{[0300|00cd]}.
BasePersonMypace_A_01	{[1100|00cd160073006300720061007400630068004800650061006400]}Huh, really?
BasePersonMypace_B_02	{[1100|01cd04006f006800]}Well, you always dip into\nthe team's HP Bananas...
BasePersonMypace_A_03	{[1100|00cd100063006100720065006600720065006500]}{[1100|01cd10006e006f0072006d0061006c005f004500]}That's 'cause\nI need to heal!
BasePersonMypace_B_04	{[1100|01cd100073006f00720072006f0077005f004500]}And you hide behind\nyour teammates...
BasePersonMypace_A_05	{[1100|00cd0e0062006c0069006e006b005f004500]}That's 'cause I don't\nwanna get hurt!
BasePersonMypace_B_06	{[0e01]}{[1201]}...{[1100|01cd0c00770065006c006c0030003000]}
BasePersonMypace_B_07	{[1100|00cd0e0073006d0069006c0065005f004500]}I envy you.{[1101|00cd160073006300720061007400630068004800650061006400]}
BasePersonGoofy_B_00	You're a little bit airheaded\nat times, {[0300|00cd]}.
BasePersonGoofy_A_01	{[1100|00cd160073006300720061007400630068004800650061006400]}Huh, am I?
BasePersonGoofy_B_02	{[1100|01cd04006f006800]}You fall asleep in the\nmiddle of battle.
BasePersonGoofy_A_03	{[1100|00cd1200730074007200650074006300680030003000]}Well, people need\nto sleep, you know.
BasePersonGoofy_A_04	{[1100|00cd100063006100720065006600720065006500]}So maybe everyone should\ntake naps during battles.
BasePersonGoofy_B_05	{[1100|01cd0a0061006e00670072007900]}That's not the\nbest idea.
BasePersonWary_B_00	You're a bit cautious, aren't\nyou, {[0300|00cd]}?
BasePersonWary_A_01	{[1100|00cd0c00770065006c006c0030003100]}Well, I\nsuppose so...
BasePersonWary_A_02	{[1100|00cd0e0062006c0069006e006b005f004500]}I just like to be prepared\nfor all eventualities.
BasePersonWary_A_03	{[1100|00cd10006e006f0072006d0061006c005f004500]}{[1100|01cd0c00770065006c006c0030003000]}For example,\n{[0300|01cd]}...
BasePersonWary_A_04	{[1100|00cd0e0062006c0069006e006b005f004500]}{[1100|01cd1400730075007200700072006900730065005f004500]}if you were actually\na monster...
BasePersonWary_A_05	{[1100|00cd06006e006f006400]}I'd be ready\nto fight.
BasePersonWary_B_06	That's taking it\na bit far...
BasePersonRocky_B_00	You can be quite stubborn,\neh, {[0300|00cd]}?
BasePersonRocky_A_01	{[1100|00cd0a0072006f0063006b007900]}No way!
BasePersonRocky_B_02	{[1100|01cd06006e006f006400]}Haha! I rest my case!
BasePersonRocky_A_03	{[1100|00cd0a0072006f0063006b007900]}No way!
BasePersonRocky_B_04	{[1100|01cd08007700610069007400]}{[1100|01cd0e0061006e006700650072005f004500]}But I think you're\na big softie really!
BasePersonRocky_A_05	{[1100|00cd0a0072006f0063006b007900]}No way!
BasePersonRocky_B_06	{[0e00|01cd0000]}{[1100|01cd0c00770065006c006c0030003000]}{[1100|01cd0e0073006d0069006c0065005f004500]}Oh dear...
BasePersonCool_A_00	{[1100|00cd0e0073006d0069006c0065005f004500]}You're pretty cool,\n{[0300|01cd]}.
BasePersonCool_B_01	{[1100|01cd14006e00610072006300690073007300690073007400]}Hmph!
BasePersonCool_A_02	{[1100|00cd0c00770065006c006c0030003000]}{[1100|00cd10006e006f0072006d0061006c005f004500]}But I know something\nuncool about you...
BasePersonCool_A_03	{[1100|01cd1400730075007200700072006900730065005f004500]}{[1100|00cd06006e006f006400]}I know you pick\nyour nose.
BasePersonCool_B_04	{[1100|01cd1200730075007200700072006900730065006400]}How did you\nfind out?!
BasePersonCool_A_05	{[1100|00cd1000630061006c006d0044006f0077006e00]}Um, I was just\nkidding...
BasePersonCool_B_06	{[0e01]}{[1201]}...
BasePersonCool_B_07	{[1100|01cd14006e00610072006300690073007300690073007400]}Hmph!
BasePersonCool_A_08	{[0e01]}{[1201]}...
BasePersonKind_B_00	{[1100|01cd0e0073006d0069006c0065005f004500]}You're so kind,\n{[0300|00cd]}.
BasePersonKind_A_01	{[1100|00cd0c00770065006c006c0030003100]}Am I?
BasePersonKind_B_02	{[1100|01cd0e0062006c0069006e006b005f004500]}You let monsters\nget away...
BasePersonKind_A_03	{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|00cd04006f006800]}Just the\nweak ones.
BasePersonKind_A_04	The ones that come\nlooking for a fight...
BasePersonKind_A_05	{[1100|00cd100062006100740074006c00650049006e00]}{[1100|01cd1000730074006100720074006c0065006400]}I don't let them\noff so lightly.
BasePersonKind_A_06	{[1100|01cd08007700610069007400]}After all...
BasePersonKind_A_07	{[1100|00cd04006f006800]}I can't let them\nhurt my friends!
BasePersonKind_B_08	{[0e01]}{[1201]}{[1100|01cd10006e006f0072006d0061006c005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}...
BasePersonKind_B_09	{[1100|01cd1000770061006b007500770061006b007500]}See? You're\nreally kind!{[1101|00cd160073006300720061007400630068004800650061006400]}
map_event_horse.msbt
map_event_randQ.msbt
RandomQuestEventSinging_00	You know, I'm pretty\ngood at singing.
RandomQuestEventSinging_01	Oh? That's cool!
RandomQuestEventSinging_02	Would you like\na little sample?
RandomQuestEventSinging_03	{[1400]}{[0300|00cd]} was soothed\nby some beautiful singing!
RandomQuestEventSinging_04	You have the voice\nof an angel!
RandomQuestEventSinging_05	I expected it to be\ngood, but not that good!
RandomQuestEventSinging_06	Feels good to air\nout the pipes!
RandomQuestEventSinging_07	{[0e00|01cd0000]}Somebody...\nHelp me...
RandomQuestEventSinging_08	Erm... Are your\nears broken?
RandomQuestEventAthletics_00	What's up?
RandomQuestEventAthletics_01	Just massaging myself.
RandomQuestEventAthletics_02	Sometimes it relaxes me\nif I'm really tuckered out.
RandomQuestEventAthletics_03	Is that so?
RandomQuestEventAthletics_04	Why don't you\ngive it a try?
RandomQuestEventAthletics_05	It worked!
RandomQuestEventAthletics_06	Yeowch!
RandomQuestEventAthletics_07	{[1400]}{[0300|00cd]}\nrecovered HP!
RandomQuestEventAthletics_08	{[1400]}{[0300|00cd]}\nrecovered MP!
RandomQuestEventAthletics_09	{[1400]}{[0300|00cd]} must have\npushed too hard...
RandomQuestEventAthletics_10	Sometimes it\nenergizes me.
RandomQuestEventActing_00	{[1201]}Mi mi mi mi miiii!\nMoo moo mooo!
RandomQuestEventActing_01	Aaah, nothing like a\ngood vocal exercise!
RandomQuestEventActing_04	Wanna try?
RandomQuestEventActing_05	{[1400]}{[0300|00cd]} recovered HP!
RandomQuestEventActing_06	{[1400]}{[0300|00cd]} recovered MP!
RandomQuestEventActing_07	{[1201]}Mii miiaaaa-ouuuughh!!\n*cough cough cough*\nOh, crumbs...
RandomQuestEventActing_08	Are you OK?!
RandomQuestEventActing_09	Maybe {[0300|00cd]} \nshouldn't quit {[1500|00cd060068006900730006006800650072000000]} day job.
RandomQuestEventActing_10	All right!
RandomQuestEventActing_11	Three, two, one...
RandomQuestEventComedy_00	Ask what on earth\nis going on...
RandomQuestEventComedy_01	So...this thing\nyou're doing...
RandomQuestEventComedy_02	I'm trying to discover\nmy cool pose.
RandomQuestEventComedy_03	{[0e01]}{[1201]}...
RandomQuestEventComedy_04	Come on, you should\nfind one too.
RandomQuestEventComedy_05	Enjoy.
RandomQuestEventComedy_06	{[1400]}{[0300|00cd]} suddenly\nfeels awesome!
RandomQuestEventMusic_00	Did you know I play\na musical instrument?
RandomQuestEventMusic_01	Do you want to\nhear a little?
RandomQuestEventMusic_02	Close your eyes and\nprepare to be transported!
RandomQuestEventMusic_03	{[1400]}{[0f01|01cd]} is going to\ngive the performance of {[1503|01cd060068006900730006006800650072000000]} life!
RandomQuestEventMusic_04	My heart's all\naflutter!
RandomQuestEventMusic_05	That wasn't\nbad at all!
RandomQuestEventMusic_06	*sigh*\nHow nice!
RandomQuestEventMusic_07	{[0e00|01cd0000]}That was THE worst\nthing I've ever heard...
RandomQuestEventMusic_09	The wonderful melody lifted\n{[0300|00cd]}'s spirits!
RandomQuestEventFighting_00	You look like you'd\nlike some tips in\nphysical combat.
RandomQuestEventFighting_01	Ready to feel the burn?
RandomQuestEventFighting_02	Time to train with\nCoach {[0f01|01cd]}!
RandomQuestEventFighting_03	You did great!
RandomQuestEventFighting_04	You'd better have\nsomething to eat\nafter all that!
RandomQuestEventFighting_05	*huff* *puff*
RandomQuestEventDance_00	Aaahhh...
RandomQuestEventDance_01	That's it. I've gotta\nshake things up!
RandomQuestEventDance_02	Come on! We need\nto dance like the wind!
RandomQuestEventDance_03	Woo-hoo!
RandomQuestEventDance_04	{[1400]}{[0300|00cd]} recovered HP!
RandomQuestEventDance_05	{[1400]}{[0300|00cd]} recovered MP!
RandomQuestEventDance_06	I think I might\nneed to sit down...
RandomQuestEventDance_07	Such graceful moves!
RandomQuestEventExploration_00	The first rule of\nany adventure:
RandomQuestEventExploration_01	You can find healing items\nanywhere, if you know\nwhere to look...
RandomQuestEventExploration_02	They're even in\nunlikely places!
RandomQuestEventExploration_03	You'd be surprised what\nyou can turn up if you\njust have a look.
RandomQuestEventExploration_04	For instance...
RandomQuestEventExploration_05	*rustle rustle*
RandomQuestEventExploration_06	There! See?\nSomebody just\nleft this here!
RandomQuestEventSupervising_00	Might I have a word?
RandomQuestEventSupervising_01	I might be able to tell\nyou how you can make\nyour journey a bit easier.
RandomQuestEventSupervising_02	Just a bit of advice from\nsomeone who knows\na bit about planning.
RandomQuestEventSupervising_03	Do you want to hear?
RandomQuestEventSupervising_04	Stamina is the most\nimportant thing for\nany journey.
RandomQuestEventSupervising_05	Willpower is the most\nimportant thing for\nany journey.
RandomQuestEventSupervising_06	So have one of these!
RandomQuestEventSupervising_07	Aren't you glad\nyou listened?
RandomQuestEventSupervising_08	Preparation is the\nkey to any battle.
RandomQuestEventSupervising_09	Time for some\nexercise!
RandomQuestEventCooking_00	This is getting tough...
RandomQuestEventCooking_01	What's up?
RandomQuestEventCooking_02	I've brought too many\nlunches, and now\nthey're really heavy...
RandomQuestEventCooking_03	Offer to take half?
RandomQuestEventCooking_04	Hey, thanks!
RandomQuestEventCooking_05	Why don't you keep\none for yourself?
RandomQuestEventCooking_06	You can do it!
RandomQuestEventCooking_07	All {[0f01|01cd]} needed\nwas a bit of encouragement!
RandomQuestEventCooking_08	You bet.
RandomQuestEventConversation_00	{[1400]}{[0f01|01cd]} has\nthe gift of gab.
RandomQuestEventConversation_01	But sometimes {[1503|01cd04006800650006007300680065000000]}\ngoes on and on...
RandomQuestEventConversation_02	Wuh...
RandomQuestEventConversation_03	Huh? Are you\neven listening?
RandomQuestEventSpeeches_00	Sometimes what I'm\nthinking is so momentous...
RandomQuestEventSpeeches_01	I have to shout it out in my\nmomentous-thoughts voice.
RandomQuestEventSpeeches_02	Oh yeah?
RandomQuestEventSpeeches_03	Yeah. Check it out.
RandomQuestEventSpeeches_04	Listen up, everyone!
RandomQuestEventSpeeches_05	{[1400]}{[0300|00cd]} here\nis the NICEST PERSON\nYOU'LL EVER MEET!!
RandomQuestEventSpeeches_06	{[1500|00cd04004800650006005300680065000000]} always says yes\nTO THE SLIGHTEST\nLITTLE REQUEST!!
RandomQuestEventSpeeches_07	SO YOU ALL BETTER\nBE NICE TO {[1500|00cd0600480049004d0006004800450052000000]},\nUNDERSTAND?!
RandomQuestEventSpeeches_08	You better not MESS with\nthe BRAVE and HEROIC\n{[0300|00cd]} here!!
RandomQuestEventSpeeches_09	THERE'S NO WAY WE\nCOULD HAVE MADE IT\nTHIS FAR WITHOUT {[1500|00cd0600480049004d0006004800450052000000]}!!
RandomQuestEventSpeeches_10	A surge of pride made\n{[0300|00cd]} recover MP!
RandomQuestEventSpeeches_11	Hehe, I don't know\nif I'd go that far, but...
RandomQuestEventSpeeches_12	{[0e00|01cd0000]}Well, that was\na little embarrassing...
RandomQuestEventSpeeches_13	Ah, don't say that...
RandomQuestEventDesign_00	What do we\nhave here?
RandomQuestEventDesign_01	Come to {[1500|00cd0800700061007000610008006d0061006d0061000000]}!
RandomQuestEventDesign_02	Argh! What—
RandomQuestEventDesign_03	Ta-da! I made it myself.\nWhat do you think?
RandomQuestEventDesign_04	I didn't think you'd\nactually...you know...\nEAT the thing.
RandomQuestEventDesign_05	Here. Take the real\nthing as an apology.
RandomQuestEventArt_00	What a magnificent vista!
RandomQuestEventArt_01	I bet I could paint\nmy magnum opus\nout here!
RandomQuestEventArt_02	Are you OK?
RandomQuestEventArt_03	Oh, thank you!
RandomQuestEventArt_04	I just wasn't looking\nwhere I was going.
RandomQuestEventArt_05	Here's something for\nbeing so nice!
RandomQuestEventStudy_00	Hey, do you like\nlearning new things?
RandomQuestEventStudy_01	I'm glad we're on\nthe same page!
RandomQuestEventStudy_02	The pair waxed lyrical\nabout difficult subjects.
RandomQuestEventStudy_03	Feeling knowledgeable gave\n{[0300|00cd]} some MP!
RandomQuestEventStudy_04	{[0e00|02cd0000]}What?!\nThen I must\nteach you!
RandomQuestEventStudy_05	Let me tell you about\nthe importance of studying!
RandomQuestEventStudy_06	{[1400]}{[0f01|01cd]} is rambling\non about learning.
RandomQuestEventWriting_00	You are a most\ninteresting person.
RandomQuestEventWriting_01	Here's something\nfor your trouble!
RandomQuestEventWriting_02	Would you be interested\nin giving an interview?
RandomQuestEventWriting_03	{[1400]}{[0300|00cd]} talked about\nthe journey so far.
RandomQuestEventWriting_04	{[1400]}{[0300|00cd]} spoke about\nthe happiest moment in {[1500|00cd060068006900730006006800650072000000]} life.
RandomQuestEventWriting_05	Hmm, nice story!
RandomQuestEventWriting_06	There's some astonishing\ndepths to you!
RandomQuestEventWriting_07	Sounds like a veritable\nroller coaster of ups\nand downs!
RandomQuestEventWriting_08	That sounds wonderful!
RandomQuestEventWriting_09	Thank you kindly\nfor your time!
RandomQuestEventFashion_00	So I'm known as\nquite the fashionista...
RandomQuestEventFashion_01	I always do my utmost\nto look my best.
RandomQuestEventFashion_02	Right now I'm modeling\nthe most fashionable foods.
RandomQuestEventFashion_03	And I can tell you\nright now, vegetables\nare going to be HOT.
RandomQuestEventFashion_04	And I can tell you\nright now, candies\nare going to be HOT.
RandomQuestEventFashion_05	Don't worry, I've got\nplenty more where\nthat came from.
RandomQuestEventGourmand_00	So hungry...
RandomQuestEventGourmand_01	Oh, that's right!
RandomQuestEventGourmand_02	I forgot I had some\nspare snacks.
RandomQuestEventGourmand_03	Do you want some?
RandomQuestEventGourmand_04	Yummy!
RandomQuestEventGourmand_05	Right?
RandomQuestEventGourmand_06	They ate some spare HP Bananas.
RandomQuestEventGourmand_07	They ate some spare MP Candy.
RandomQuestEventGourmand_08	The spare HP Bananas\nhad gone bad...
RandomQuestEventGourmand_09	Ugh, maybe these\nshould have been\neaten sooner...
RandomQuestEventGourmand_10	Sorry...
map_event_talk.msbt
talkTest01_A_00	Are we lost?
talkTest01_C_01	Not at all! We're...erm...\nYeah, we're lost.
talkTest01_B_02	Ah, it'll be all right.\nIt always is.
talkTest01_D_03	As long as we keep moving,\nwe'll end up somewhere.
talkTest01_A_04	That's...totally obvious and\nridiculously unhelpful.
test00_A_00	Hey...
test00_B_01	Yeah?
test00_A_02	I've been thinking.\nMP Candy...
test00_A_03	Those things are huge! I\ncan't fit one in my mouth!{[1100|00cd100073006f00720072006f0077005f004500]}
test00_B_04	What do you mean? I just\nswallow them whole.
test00_A_05	BUT HOW?{[1100|00cd1400730075007200700072006900730065005f004500]}
W1-0_FirstINN_First_A_00	{[1100|00cd0a0074006900720065006400]}Whew...\nSo tired.
W1-0_FirstINN_First_B_01	{[1100|01cd08007900610077006e00]}Me too... I'm wondering\nhow long I can last.
W1-0_FirstINN_internal_00	{[1100|00cd1000730074006100720074006c0065006400]}Wait! What's that?{[1100|01cd1000730074006100720074006c0065006400]}
W1-0_FirstINN_internal_01	Found an inn!
W1-0_FirstINN_Second_A_00	{[1100|00cd06006e006f006400]}{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|01cd08007700610069007400]}An inn! C'mon, let's\npop in for some rest!
W1-0_FirstINN_Second_B_01	{[1100|01cd06006a006f007900]}Praise be to the deity\nof well-placed inns!
W1-0_Weather_A_00	{[1100|00cd1200730074007200650074006300680030003000]}Aah, what great weather\nfor an adventure!
W1-0_Weather_B_01	{[1100|01cd06006e006f006400]}Great weather for\nadventuring indeed!
W1-0_Weather_A_02	{[1100|00cd080067006f0047006f00]}Yeah! What should we do?
W1-0_Weather_B_03	{[1100|01cd1000770061006b007500770061006b007500]}Let's go home!
W1-0_Weather_A_04	Yeah! Let's— \n{[1100|00cd1200730075007200700072006900730065006400]}Wait, what?
W1-0_Hungry_A_00	{[1100|00cd18006400690073006100700070006f0069006e00740065006400]}Urgh, I'm staaarving!
W1-0_Hungry_B_01	{[1100|01cd0a0074006900720065006400]}Me too...
W1-0_Hungry_C_02	{[1200|1c00530045005f0043004d004e005f004d00490049005f00450041005400]}{[1201]}{[1100|02cd0600650061007400]}Om nom nom nom...
W1-0_Hungry_A_03	{[1100|00cd0c00770065006c006c0030003000]}I hope you brought\nsome to share,\n{[0300|02cd]}!
W1-0_Hungry_C_04	{[1100|02cd04006f006800]}Oh, no, I'm just\npretending to eat.
W1-0_Hungry_A_05	{[1100|00cd1000730074006100720074006c0065006400]}Wha—
W1-0_Hungry_B_05	{[1100|01cd1000730074006100720074006c0065006400]}Huh?
W1-0_Hungry_C_06	I'm trying to trick my\nstomach into feeling full!
W1-0_Hungry_B_07	{[1100|01cd0600630072007900]}This journey's taking\na real mental toll \non {[0300|02cd]}...
W1-0_Hungry_A_08	{[1100|00cd04006f006800]}Let's hope {[1500|02cd04006800650006007300680065000000]}'ll last\nuntil we can get some\ngrub at the next inn...
W1-0_Cloud_A_00	{[1100|00cd1000730074006100720074006c0065006400]}Look! That cloud looks\nlike a slime jelly!
W1-0_Cloud_B_01	{[1100|01cd0c00770065006c006c0030003000]}Looks more like a \njuicy goblin ham to me.
W1-0_Cloud_A_02	{[1100|00cd0e0062006c0069006e006b005f004500]}Ah...
W1-0_Cloud_B_03	{[1100|01cd0e0062006c0069006e006b005f004500]}Mm...
W1-0_Cloud_A_04	{[1100|00cd04006f006800]}I'm so hungry.
W1-0_Cloud_B_04	{[1100|01cd04006f006800]}Ridiculously\nhungry.
W1-0_SeeCastle_A_00	{[1100|00cd1000730074006100720074006c0065006400]}Wow! I can \nsee the castle!{[1100|01cd1400730075007200700072006900730065005f004500]}{[1100|02cd1400730075007200700072006900730065005f004500]}{[1100|03cd1400730075007200700072006900730065005f004500]}
W1-0_SeeCastle_B_01	{[1100|01cd0600730065006500]}I've never seen it\nup close before!
W1-0_SeeCastle_A_02	{[1100|00cd0c00770065006c006c0030003000]}I wonder if there's a\nprincess living there...{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|03cd10006e006f0072006d0061006c005f004500]}
