Enemy.msbt
enemy_name_MARIO	瑪利歐
boome_bro_21_3	別說我們兩個一起上很卑鄙！\x0e\0\x04\0我們也是很拼命的！
boome_bro_22	你一定會再回來吧！\x0e\0\x04\0沒錯，就像回力標一樣！
boome_bro_23	你果然回來了！\x0e\0\x04\0沒錯，就像回力標一樣！
boome_bro_24	兩個人加起來就是「回力標兄弟」！\x0e\0\x04\0被打敗的時候也是一起痛哭流涕！
hana_mezame_00	耶～早安！\n好清爽的早晨呢。\x0e\0\x04\0花毛毛睡了好多覺覺，\n覺得好舒服。\n今天好像會有什麼好事發生呢！
hana_mezame_01	唉呀，我說你，\n是叫花毛毛吧。\n既然想睡覺，回家裡睡如何？
hana_mezame_02	啊，真的耶。\n花毛毛怎麼會睡在這裡呢？\x0e\0\x04\0……對了，\n花毛毛難得吃了一頓葉子大餐，\n吃完之後就變得很想睡覺。
hana_mezame_03	其實最近這座森林\n變得到處都是毒……\x0e\0\x04\0花毛毛最愛吃的葉子\n也沾滿了毒，不能吃……。\x0e\0\x04\0所以才會到森林的入口\n尋找乾淨的葉子。
hana_mezame_04	你說到處都是毒！？\n這該不會又是庫巴搞的鬼吧？\n得快點想辦法才行！
hana_mezame_05	哦？你們願意幫忙想辦法嗎！？\n因為花毛毛在成長期，很愛吃。\n希望毒可以趕快消失！\x0e\0\x04\0那麼，請你們到花毛毛家來，\n一起想辦法吧。
hana_mezame_06	出發～！
hana_neteru_00	唉呀，這孩子是怎麼回事？\n睡在這種地方，\n大家不就都過不去了。
hana_neteru_01	喂，我說你，\n可以請你讓一下嗎？
hana_neteru_02	{d}最好快點……{/d}
hana_neteru_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}給我起來～！！{s[100]}{/d}\x0f\x04\x03
hana_neteru_04	嗯～這孩子真是麻煩呢。\n用我柔細的聲音完全叫不醒。
hana_neteru_05	用我柔細的聲音\n完全叫不醒。\n希望他可以快點起來。
stg3_10.msbt
quiz_show_B1_00	準備中\n請稍候
quiz_show_B1_01	唉呀，一片漆黑呢。\n有沒有燈啊。
quiz_show_B1_02	{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}各位先生、{/d}\x0f\x04\x03\n\x0e\x04\x03\x04\0\0\0\0{d}女士！{/d}\x0f\x04\x03{s[100]}
quiz_show_B1_03	大家久等了。\n來吧，歡樂的時間就要開始了。\n我們的通關密語是～
quiz_show_B1_04	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B1_04_01	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[100]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0{s[100]}\x0e\x01\x01\0
quiz_show_B1_06	又到了這禮拜的\n「木喬 de 木喬」的時間！\n……我是主持人木喬。\x0e\x04\x02\0
quiz_show_B1_07	我們會請每次的特別來賓\n在３０分鐘裡挑戰３個有趣的遊戲。
quiz_show_B1_08	今天的特別來賓是\n我們恨之入骨的瑪利歐先生！\x0e\x04\x02\0
quiz_show_B1_09	如果您成功挑戰了所有遊戲，\n將可以獲得的夢幻大獎就是這個！
quiz_show_B1_09_01	{d}花、花毛毛！？{/d}
quiz_show_B1_10	好，挑戰者瑪利歐先生，\n身心都做好萬全的準備了嗎？
quiz_show_B1_11	瑪利歐……怎麼辦？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\01\0_\01\02\0
quiz_show_B1_12	接受挑戰\n我想回家
quiz_show_B1_13	挑戰一旦開始，\n我們將無法保證您的性命安全。\n就算這樣，您還是想挑戰嗎？
quiz_show_B1_14	挑戰\n還是算了
quiz_show_B1_15	WOW！真掃興～！\n好吧。那麼您請回吧！
quiz_show_B1_16	Great！好棒的回答。\n那麼就快點開始吧……\n第一個遊戲是～
quiz_show_B1_17	{d}{s[150]}心跳加速！　２選１！{s[100]}{/d}
quiz_show_B1_18	從現在開始出題。\n請瑪利歐先生您依照問題，\n敲擊○\xd7磚塊回答。\x0e\0\x04\0挑戰開始的同時\n毒氣將會噴出。如果不快點回答，\n毒氣便會消耗您的體力。請小心！\x0e\0\x04\0那麼，我們開始吧……
quiz_show_B1_24_02	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B1_24_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B1_40	真不愧是多年來讓\n庫巴大人痛苦不已的男人！\n就算在毒氣裡也如此冷靜～！\x0e\0\x04\0第１關卡成功過關！\n那麼就進入到下一個關卡吧。
quiz_show_B2_01	好，來到第２關卡。\n接下來要請您挑戰的遊戲是～
quiz_show_B2_02	{s[150]}{d}劈哩啪啦！{/d}\n{d}打木喬遊戲～～！{/d}{s[100]}
quiz_show_B2_03	木喬會從\n地上的洞穴探出頭來。
quiz_show_B2_04	在躲回去前按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x18\0\x06\0 \0 \0 ，\n用槌子快速敲打他們。\n打到２０次就過關。
quiz_show_B2_05	當然，\n這次一樣是在毒氣裡挑戰。\n那麼，要開始囉。
quiz_show_B2_05_02	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B2_05_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B2_07	真有一套呢。\n不愧是蘑菇王國的守護神。\n槌子功夫了得。
quiz_show_B2_08	雖然好像多花了點時間……\n但還是過關了呢。\n真是氣人！
quiz_show_B2_09	第２關卡也順利過關！\n恭喜您！\x0e\0\x04\0接下來～\n就進入到下一個關卡吧～！
quiz_show_B3_01	大家最喜歡的「木喬 de 木喬」\n終於來到最後的關卡。\x0e\0\x04\0{d}最後的挑戰是～{/d}
quiz_show_B3_02	{s[150]}{d}緊張刺激！{/d}\n{d}洗牌遊戲～！{/d}{s[100]}
quiz_show_B3_03	在這３個盒子之中，\n只有１個盒子是正確的。
quiz_show_B3_04	剩下的則是錯誤。
quiz_show_B3_05	盒子的位置將如洗牌般被調換。\x0e\0\x04\0洗牌完成後，\n請選擇一個喜歡的盒子，敲下去。
quiz_show_B3_07	只要敲擊３次\n正確的盒子就過關！\x0e\0\x04\0如果敲擊了錯誤的盒子，\n與木喬的快樂戰鬥將等著您。
quiz_show_B3_7_01	準備好了嗎？\n那麼，就隨著我們的通關密語\n一起開始吧！
quiz_show_B3_7_02	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B3_7_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_08	是這個箱子沒錯吧？\n那麼，我們打開來看看吧。
quiz_show_B3_10	唉呀，以現在這種速度\n被看穿也是當然的。\x0e\0\x04\0只要再猜中２次就過關。\n那麼，請繼續挑戰。
quiz_show_B3_11	{d}{s[150]}洗牌開始～！{s[100]}{/d}
quiz_show_B3_11_01	好，請選擇一個喜歡的箱子，\n敲下去吧！
quiz_show_B3_13	做得漂亮。\n但您的好運也到此為止了。\x0e\0\x04\0什麼？\n接下來居然要\n再增加一個箱子！\x0e\0\x04\0只要再猜中１次就過關。\n那麼，就請您繼續挑戰吧！
quiz_show_B3_15	{s[100]}做得漂亮，全部過關～！\nCONGRATULATIONS！{s[100]}
quiz_show_B3_16	瑪利歐先生，\n雖然內心是千百個不願意，\n但我還是要向您說一聲恭喜。\x0e\0\x04\0這是說好要給您的獎品。\n請收下！
quiz_show_B3_18	雖然很捨不得，\n但「木喬 de 木喬」也終於到了\n要跟各位說再見的時間了。\x0e\0\x04\0我是主持人木喬，\n謝謝特別來賓瑪利歐。
quiz_show_B3_19	期待下次再見面！\n好，到了閉幕的一刻，\n有一句話我們還是不能忘～
quiz_show_B3_19_01	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B3_19_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_20	真可惜！答錯了！\n那麼，再請您挑戰一次吧！\x0e\0\x04\0{d}{s[150]}洗牌開始～！{s[100]}{/d}
quiz_show_B4_01	唉呀～\n瑪利歐先生，真是辛苦您了。
quiz_show_B4_02	看來這點程度的挑戰對您而言，\n只不過是小菜一碟呢。\x0e\0\x04\0為了這樣的您，\n我們特地準備了「特別關卡」。\x0e\0\x04\0「特別關卡」挑戰成功後，\n我們將奉上豪華獎品。
quiz_show_B4_04	要挑戰特別關卡嗎？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\05\0
quiz_show_B4_05	挑戰\n還是算了
quiz_show_B4_06	真是不乾脆呢。\n我會在這裡繼續等。\x0e\0\x04\0等身心都做好萬全準備後，\n再過來吧。
quiz_show_B4_07	這次真的無法保證您的性命安全。\n就算這樣也ＯＫ嗎？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\08\0
quiz_show_B4_08	ＯＫ！\n果然還是算了\n
quiz_show_B4_09	很棒的回答。\n那麼～就進入到特別關卡！
quiz_show_B4_10	唉呀呀……您不挑戰嗎？\n這次的豪華獎品可是寒冷的地方\n不可或缺的東西呢！\x0e\0\x04\0我會在這裡繼續\n等瑪利歐先生您來挑戰。
quiz_show_B5_01	歡迎來到特別關卡！\n我就相信瑪利歐先生\n您一定會參加！\x0e\0\x04\0一定要在這次的挑戰裡\n把您擊潰！\x0e\0\x04\0要請您挑戰的遊戲是～
quiz_show_B5_09	{s[150]}{d}速速敲！{/d}\n{d}打木喬遊戲～～！{/d}{s[100]}
quiz_show_B5_10	我從現在開始出題。\n請瑪利歐先生您敲擊○\xd7來回答……\x0e\0\x04\0○\xd7的磚塊必須等您\n敲打到５個木喬之後才會出現。
quiz_show_B5_11	快速敲打木喬，回答問題。\n答對３題即可過關。\x0e\0\x04\0當然，請放心，\n這個關卡一樣會噴出毒氣，\x0e\0\x04\0那麼，特別關卡也從\n大家最喜歡的那句話開始吧！\n讓我們一起～
quiz_show_B5_11_00_01	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_B5_11_00_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B5_11_00	{s[150]}{d}問題！{/d}{s[100]}
quiz_show_B5_13_07	特別關卡過關～！\n做得漂亮！恭喜您！\nCONGRATULATIONS！
quiz_show_B5_31	真令人刮目相看。\n這麼一來所有的挑戰\n都結束了。
quiz_show_B5_39	大家不要客氣，\n給瑪利歐先生掌聲鼓勵！
quiz_show_B5_33	會場氣氛熱烈！\n感謝大家一起留到最後。\x0e\0\x04\0我是主持人木喬，今天謝謝大家。\n那麼，期待下次再見！
quiz_show_B5_34	直到最後都是那麼冷靜呢～！\n謝謝您挑戰到最後。\x0e\0\x04\0我是主持人木喬。今天謝謝大家。\n那麼，期待下次再見！
quiz_show_B5_35	等等！說好的獎品呢？
quiz_show_B5_36	獎品當然會給您。\n那麼，請領獎。
quiz_show_B5_37	這個……是要用在什麼地方呢？
quiz_show_after_01	{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}各位先生、{/d}\x0f\x04\x03\n\x0e\x04\x03\x04\0\0\0\0{d}女士！{/d}\x0f\x04\x03{s[100]}
quiz_show_after_02	大家久等了。\n來吧，歡樂的時間就要開始了。\n我們的通關密語是～
quiz_show_after_03	{d}{s[150]}木喬 de～？{s[100]}{/d}
quiz_show_after_04	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木喬～～！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_after_05	好～，\n排演ＯＫ！
quiz_show_after_06	緊接著是拍手的練習！\n當我說「掌聲鼓勵～！」的時候\n請拍手～！\x0e\0\x04\0那麼，要開始囉……
quiz_show_after_07	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}掌聲鼓勵～！{s[150]}{/d}\x0f\x04\x03{s[100]}
quiz_show_after_08	嗯～感覺不錯。\n正式開始時也請繼續保持下去！
quiz_show_after_09	哦？這不是瑪利歐先生嗎！\n您又來了啊……？\n還真閒呢。\x0e\0\x04\0那麼，就進入正題吧！
quiz_show_quiz_01	\x0e\x04\x03\x04\0\0\0\0剪紙小鎮的貼紙商店，\n「蘑菇貼紙」的價格是\n「１５枚金幣」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_02	\x0e\x04\x03\x04\0\0\0\0剪紙小鎮裡\n被關在書架中的奇諾比奧\n共有「９人」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_03	\x0e\x04\x03\x04\0\0\0\0我就直接了當地說了！\n庫巴大人要比瑪利歐帥多了！\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_04	\x0e\x04\x03\x04\0\0\0\0在「戰鬥轉轉樂」轉齊「毒蘑菇」時，\n所有的敵人都會「中毒」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_05	\x0e\x04\x03\x04\0\0\0\0跳貼紙買入的價格是「３枚金幣」；\n賣出的價格是「２枚金幣」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_06	\x0e\x04\x03\x04\0\0\0\0「慢慢龜」、「飛行龜」、\n「球蓋姆」，他們都會飛。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_07	\x0e\x04\x03\x04\0\0\0\0瑪利歐和紙貼貼第一次相遇時，\n紙貼貼被貼在「告示板」上。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_08	\x0e\x04\x03\x04\0\0\0\0使用「蘑菇貼紙」，\n體力就會回復。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_09	\x0e\x04\x03\x04\0\0\0\0木喬我昨天的晚餐是「蘑菇排」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_10	\x0e\x04\x03\x04\0\0\0\0「卡美克」、「球蓋姆」、\n「庫巴Jr.大人」，他們都有戴眼鏡。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_11	\x0e\x04\x03\x04\0\0\0\0卡美克會飛，\n他是騎著「掃帚」飛的。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_12	\x0e\x04\x03\x04\0\0\0\0告訴你一個秘密……\n其實碧姬公主是「男的」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_13	\x0e\x04\x03\x04\0\0\0\0主持人的名字叫做「木喬」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_14	\x0e\x04\x03\x04\0\0\0\0揮動槌子時要按的鍵是\n\x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x18\0\x06\0 \0 \0鍵。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_15	\x0e\x04\x03\x04\0\0\0\0揮動槌子時要按的鍵是\n\x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x18\0\x06\0 \0 \0鍵。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_16	\x0e\x04\x03\x04\0\0\0\0告訴你一個秘密……\n其實庫巴大人討厭碧姬公主。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_17	\x0e\x04\x03\x04\0\0\0\0如果取得無敵星，\n就會暫時變得「無敵」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_18	\x0e\x04\x03\x04\0\0\0\0如果取得無敵星，\n就會暫時變得「無皮」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_19	\x0e\x04\x03\x04\0\0\0\0如果使用「鋼鐵跳貼紙」，\n連有刺的敵人都可以踩踏。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_20	\x0e\x04\x03\x04\0\0\0\0瑪利歐沒有兄弟姊妹。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_21	\x0e\x04\x03\x04\0\0\0\0要使用「戰鬥轉轉樂」時，\n所需金幣數為「５枚」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_22	\x0e\x04\x03\x04\0\0\0\0使用「蘑菇貼紙」，\n瑪利歐的身體就會變大。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_23	\x0e\x04\x03\x04\0\0\0\0現在坐在觀眾席的木喬\n一共是「３０人」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_24	\x0e\x04\x03\x04\0\0\0\0體力剩餘不多時，\n無法使用「紙片變變變」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_25	\x0e\x04\x03\x04\0\0\0\0「瑪利歐」、「奇諾比奧」、\n「慢慢龜」，他們都有穿鞋。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_26	\x0e\x04\x03\x04\0\0\0\0庫巴Jr.大人的父親是「庫巴大人」，\n母親是「碧姬公主」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_27	\x0e\x04\x03\x04\0\0\0\0花毛毛的身體數量是「４個」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_28	\x0e\x04\x03\x04\0\0\0\0「槌子貼紙」和「閃亮槌子貼紙」，\n攻擊力較高的是「槌子貼紙」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_29	\x0e\x04\x03\x04\0\0\0\0「跳貼紙」和「閃亮跳貼紙」，\n價格較高的是「閃亮跳貼紙」。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_30	\x0e\x04\x03\x04\0\0\0\0使用「尖刺帽子貼紙」，\n連有尖刺的敵人都可以踩踏。\x0f\x04\x03\x0e\x01\x01\0
stg3_11.msbt
morimono_kino_00	啊？有客人？\n哇啊～！真的是客人耶。\x0e\0\x04\0這裡是物品投擲店的\n海角分店。\x0e\0\x04\0嗯，既然客人您對這不陌生的話，\n那就不用多做說明了。
morimono_kino_01	客人，歡迎光臨。\n請盡情投擲物品吧。
morimono_kino_02	咦，客人。\n您沒有物品了嗎。\n原來如此，我知道了。\x0e\0\x04\0唉呀，真可惜呢。\n竟然沒辦法體驗那麼好玩的事情。\n唉呀唉呀，真是可惜啊。\x0e\0\x04\0{s[075]}…{s[075]}…{s[075]}…去小鎮的{s[075]}{s[075]}\n物品投擲店那邊，\n說不定有什麼辦法。{s[100]}
morimono_kino_03	咦？\n貼紙簿裡好像沒有空間了。\x0e\0\x04\0去附近的商店把貼紙賣掉之類的，\n減少一些貼紙後再來吧。
morimono_kino_04	所有物品都投擲完了呢。\n客人您真是厲害。\n辛苦了～。
hana_travel_3_11	花毛毛，冷靜點。\n毒的事情我們會想辦法，\n別擔心。
mori_ranger_00	不好意思那麼晚才打招呼。\n我是熱愛森林的奇諾比奧。\x0e\0\x04\0看來您不但不畏懼那些毒，\n而且還正在拯救住在森林裡的\n可憐孩子呢。\x0e\0\x04\0謝謝您。\n我在這裡代替森林，\n向您致上感謝之意。\x0e\0\x04\0如果我的森林知識\n能對您的冒險有幫助的話，\n我會非常高興。\x0e\0\x04\0下次您來到這裡時，\n歡迎隨時找我聊森林的事情。\n這也是熱愛森林者的任務。
mori_ranger_01	以前迴圈河的入口有一座橋，\n但現在已經垮了。\x0e\0\x04\0那地方已經看不出\n過去曾有座橋了……。\n是的，看不出來了。真的。
mori_ranger_02	就算從前面看不出來，\n但只要知道後面，\n就會發現新的道路。\x0e\0\x04\0樹梢之路有條路，\n而且路的後面有一條\n叫作秘道的秘密之路。
mori_ranger_03	迷途森林深處隱藏的\n神秘球形黑光。\x0e\0\x04\0名為柵欄的\n通往聖域的結界，\n被可悲的孩子打破。\x0e\0\x04\0引用自《倒得好默示錄》\n第十二章。
mori_ranger_04	面對毒，不要畏懼。\n有時候應該鼓起勇氣跳下去。\x0e\0\x04\0雖然對沒有勇氣的我來說，\n就連跳進一個沒有毒的洞穴\n都很困難。
mori_ranger_05	我從這裡目睹了\n那座小島發生的一切。\x0e\0\x04\0您沒被奇怪的舞蹈迷惑，\n勇敢迎戰，\n取回了光輝閃耀的貼紙，\x0e\0\x04\0最後還阻止了毒的流出！\x0e\0\x04\0謝謝！謝謝！\n這是我代替森林\n向您致上的感謝之意。\x0e\0\x04\0接著只剩下\n在這裡默默守護\n幼小孩子的成長而已。
mori_ranger_06	請看看\n那座小島。
mori_ranger_07	現在森林正被\n從那座島漂來的毒侵襲，\n陷入就要毀滅的危機。\x0e\0\x04\0為什麼會發生這種事情呢……\n不去那座島看看是不會知道的。\x0e\0\x04\0但是……\n只要看到那艘遇難的船，\n就會知道那裡是非常危險的地方。
mori_ranger_08	瑪利歐，\n終於找出毒的原因了。\x0e\0\x04\0得去那座小島阻止那些毒，\n森林才會恢復原狀。
mori_ranger_08_2	瑪利歐，\n毒果然是從那座小島來的。\x0e\0\x04\0得去那座小島阻止那些毒，\n森林才會恢復原狀。
mori_ranger_09	聽說您\n拯救了森林。\x0e\0\x04\0謝謝。\n這是我代替森林\n向您致上的感謝之意。\x0e\0\x04\0我為了讓我的森林知識，\n對您的冒險有幫助\n而在這裡等著。\x0e\0\x04\0現在森林恢復了和平，\n已經沒有必要了。\x0e\0\x04\0接下來就只剩下\n在這裡默默守護\n幼小孩子的成長而已。
mori_ranger_10	接下來就只剩下\n在這裡默默守護\n幼小孩子的成長而已。
mori_ranger_11	已經平安守護\n幼小孩子的成長了。\x0e\0\x04\0他一定也想見見您吧。
stg3_12.msbt
hana_Search04B_3_12_04	唉呀呀，花毛毛。\n全身沾滿了毒，\n還想繼續搗蛋嗎？\x0e\0\x04\0卡美克的魔法效果\n還真是難纏。\n就像他本人的個性一樣。\x0e\0\x04\0而且連魷魷\n都來湊一腳了。\x0e\0\x04\0總覺得好麻煩。\n好，解決掉他吧！
hana_wait01_03	花毛毛等你們好久了！\n快一起去那座島吧！\x0e\0\x04\0毒消失之後，\n花毛毛很快就可以吃到乾淨的樹葉，\n真開心！
hana_wait01_15	真是急性子呢，花毛毛……。
hana_wait01_16	瑪利歐，我們還不知道\n那座島上有什麼東西，\n不可以大意啊。\x0e\0\x04\0既然是跟卡美克有關，\n想必是發生了什麼不好的事。
hana_wait01_04	花毛毛準備好了。\n要去毒之島嗎？\x0e\x03\0&\0\0\xff\xff\0\0d\0\x1c\0h\0a\0n\0a\0_\0w\0a\0i\0t\00\01\0_\00\05\0
hana_wait01_05	走吧！\n還不要
hana_wait01_06	那麼，花毛毛在這裡等。
hana_wait01_07	好～。\n那麼，請坐到花毛毛身上。
hana_wait01_08	那麼，就出發囉～！
hana_wait01_08_01	花毛毛的身體變得四分五裂時，\n剛開始覺得很難過。\x0e\0\x04\0不過也因為這樣，\n花毛毛才可以到處走走看看。\x0e\0\x04\0然後看到兩位\n那麼辛苦地幫忙抓回身體，\x0e\0\x04\0花毛毛也覺得\n自己不振作起來不行。
hana_wait01_08_02	呵呵呵……花毛毛，\n得到了許多寶貴的經驗呢。\x0e\0\x04\0說不定因為這次的教訓，\n你已經變得更像大人了呢。
hana_wait01_08_03	哇～大人耶！\n我要吃很多乾淨的樹葉，\n長得更茁壯！
hana_wait01_08_04	是啊，想要長得更茁壯的話，\n就得趕快阻止那些毒，\n讓森林恢復原狀！\x0e\0\x04\0啊，快要可以看到小島了。
hana_wait01_09	那麼花毛毛就在這裡等。\n瑪利歐先生、紙貼貼小姐，\n毒的事情就拜託了！
hana_wait01_10	好，瑪利歐，我們走吧。\n去找毒流出來的原因！
hana_wait01_11	慢走啊～！
hana_wait02_01	要返回\n驚濤海岸嗎？\x0e\x03\0&\0\0\xff\xff\0\0d\0\x1c\0h\0a\0n\0a\0_\0w\0a\0i\0t\00\02\0_\00\02\0
hana_wait02_02	返回\n不要
hana_wait02_03	是嗎？\n那麼，我在這裡等。
hana_wait02_04	好～！\n我們回去吧。
boss_geso01_01	{d}金！{/d}
boss_geso01_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}金光～～！{s[100]}{/d}\x0f\x04\x03
boss_geso01_03	{d}金金！{/d}
boss_geso01_04	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}金光閃閃～～！{s[100]}{/d}\x0f\x04\x03
boss_geso02_01	{d}金金金！{/d}
boss_geso_retry_hint_0	呀啊！\n滿臉都是毒，\n看不到！看不到了啦！\x0e\0\x04\0快幫我洗掉！\n有沒有什麼好貼紙可以用啊？
boss_geso_retry_hint_1	……嗯～不過，\n不知道在被毒噴到之前，\n有沒有辦法先防守。\x0e\0\x04\0因為毒是液體，\n如果有東西可以\n把它吸收掉就太好了。
hana_poison_sea_01	花毛毛，\n你怎麼了？
hana_poison_sea_02	啊！瑪利歐！\n你看那邊、那座小島！\x0e\0\x04\0毒是不是從\n那裡流出來的！？\x0e\0\x04\0不過，該怎麼辦才好？\n我們沒辦法到那裡調查。\n海裡都是毒，也游不過去。
hana_poison_sea_03	花毛毛……\n他就是看了那座毒之島才生氣的。\x0e\0\x04\0可惜我們沒辦法到那裡調查。\n海裡都是毒，也游不過去。
hana_poison_sea_05	啊！\n不知道又跑去哪了！
stg3_2345789.msbt
maze_kinoA_02	瑪利歐先生，\n您該不會迷路了吧？\x0e\0\x04\0我是路癡，\n所以完全搞不清楚方向！\x0e\0\x04\0要是能在路上留下記號，\n就不會那麼容易迷路了。
maze_kinoA_03	剛才有１張黃黃圓圓的東西\n經過這裡唷。\x0e\0\x04\0但因為我是路癡，\n所以只能在這裡揮揮手、\n眼睜睜地看他離去。
maze_kanban_01	〈　入口　〉\n請小心
maze_kanban_01_2	〈　入口　〉\n請小心\n不要再迷路
maze_kanban_01_3	〈　入口　〉\n請小心\n不要迷路第\x0e\x03\x02\x08\0\0\x04\0%\0D\0次
maze_kanban_01_4	〈　入口　〉\n請小心\n千萬不要再迷路
maze_kanban_02	〈　出口　〉\n辛苦了\n期待您下次再來
maze_kanban_03	回去請往這邊
hana_Search01A_3_5_05	等等……\n花毛毛，怎麼了？\n我們是來接你的喲。
hana_Search01A_3_5_05_2	嗯～講幾次都不聽呢！\n真沒辦法。\n不聽話的孩子要處罰！
hana_pit_fall_02	唉呀呀，不好了！\n那孩子沒事吧？
hana_Search02A_3_7_01	還不是因為你逃到這種地方，\n害我們倒大霉！\x0e\0\x04\0瑪利歐！給我好好教訓他！
hana_Search02B_3_4_02	還想繼續？\n鬧得太過火了吧！\n這樣的小孩要打屁股！\x0e\0\x04\0雖然我分不出哪邊是屁股。
poison_spa_kanban_01	〈　秘湯　毒之湯　〉\n泉源直接引流　無加水\n泉質：毒
hana_Search03A_3_9_01	居然在那種地方！
hana_Search03C_3_3_01	真是的！\n你們都是同一個身體吧！\n為什麼每次都這樣！真是學不乖！\x0e\0\x04\0瑪利歐，\n一口氣解決掉吧！
hana_Search04A_3_8_14	花毛毛的身體是不是搞不清楚\n我們和魷魷的差別？\x0e\0\x04\0討厭，真麻煩。\n一口氣解決吧！
hana_pit_fall_03	{d}{s[075]}起來……{s[100]}{/d}\x0e\0\x04\0{d}起來啦{/d}
hana_pit_fall_04	{d}最好快點……{/d}
hana_pit_fall_05	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}給我起來～！！{s[100]}{/d}\x0f\x04\x03\x0e\x01\x01\0
lucie_pit_wait_00	我受夠了！\n為什麼只有我得遇到這些糟糕事！\x0e\x01\x01\0
