Enemy.msbt
enemy_name_MARIO	马力欧
hana_neteru_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}快起来～啦！！{s[100]}{/d}\x0f\x04\x03
hana_neteru_04	嗯，这孩子很棘手呀。\n我这细柔的声音\n好像完全不起作用。
hana_neteru_05	我这细柔的声音好像不行。\n能不能快点起来呀。
stg3_10.msbt
quiz_show_B1_00	准备中……\n请您稍等……
quiz_show_B1_01	哎呀，怎么一片漆黑。\n看看哪里有灯呀。
quiz_show_B1_02	{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}女士们！{/d}\x0f\x04\x03\n\x0e\x04\x03\x04\0\0\0\0{d}先生们！{/d}\x0f\x04\x03{s[100]}
quiz_show_B1_03	大家久等了。\n好，愉快的时光就要开始了。\n口号是……
quiz_show_B1_04	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B1_04_01	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[100]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0{s[100]}\x0e\x01\x01\0
quiz_show_B1_06	这周也如期举行。\n“木乔 de 木乔”！\n……我是主持人木乔。\x0e\x04\x02\0
quiz_show_B1_07	每次让特邀嘉宾挑战３个\n很棒游戏的３０分钟的节目。
quiz_show_B1_08	今天的嘉宾是\n我们都痛恨的马力欧先生！\x0e\x04\x02\0
quiz_show_B1_09	还有，所有游戏都通过就可以\n得到的很棒的奖品——这就是！
quiz_show_B1_09_01	{d}　花、花之子呀！？{/d}
quiz_show_B1_10	那，挑战者马力欧先生\n做好身体和心理上的准备了吗？
quiz_show_B1_11	马力欧……怎么样？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\01\0_\01\02\0
quiz_show_B1_12	挑战游戏\n想回去
quiz_show_B1_13	一旦挑战开始，\n就不能保证你能活到最后。\n那样也要挑战吗？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\01\0_\01\04\0
quiz_show_B1_14	挑战\n还是放弃
quiz_show_B1_15	哇哦！没劲了——！\n好吧。那就请回吧！
quiz_show_B1_16	太棒了！回答得好。\n那就马上开始吧……\n最初的游戏是这个！
quiz_show_B1_17	{d}{s[150]}好紧张呀！２选１——！{s[100]}{/d}
quiz_show_B1_18	现在开始出题了。\n马力欧先生请敲\n○或者\xd7砖块来回答。\x0e\0\x04\0开始的同时会喷出毒气。\n不加紧答题的话，\n体力就会消耗掉，请注意！\x0e\0\x04\0好了，开始吧……
quiz_show_B1_24_02	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B1_24_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B1_40	不愧是这些年来一直\n折磨酷霸王大人的男人，\n即使在毒气中也这么冷静——！\x0e\0\x04\0第１关很漂亮地通过了！\n那就带你进入下一关。
quiz_show_B2_01	好了，这是第２关。\n接下来要挑战的\n游戏是这个！
quiz_show_B2_02	{s[150]}{d}卜库卜库！{/d}\n{d}敲打木乔游戏——！{/d}{s[100]}
quiz_show_B2_03	木乔会从地面的洞里　\n把头伸出来。
quiz_show_B2_04	在缩回去之前请按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x18\0\x06\0 \0 \0，\n用锤子迅速地敲打。\n敲打２０次就可以通过。
quiz_show_B2_05	当然，这次也要在\n有毒气喷出的情况下进行挑战。\n那就开始吧。
quiz_show_B2_05_02	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B2_05_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B2_07	相当不错呀。\n不愧是蘑菇王国的守护神。\n锤子用得得心应手。
quiz_show_B2_08	虽然好像花了点时间……\n但是总算通过了呀。\n真不爽！
quiz_show_B2_09	第２关也很漂亮地通过了！\n恭喜！\x0e\0\x04\0那么，带你进入下一关～！
quiz_show_B3_01	接下来，令人愉快的\n“木乔 de 木乔”，\n终于要进入最后一关了。\x0e\0\x04\0{d}最后的挑战是这个！{/d}
quiz_show_B3_02	{s[150]}{d}忐忐忑忑！{/d}\n{d}猜猜猜游戏——！{/d}{s[100]}
quiz_show_B3_03	这３个箱子当中\n只有１个是正确的。
quiz_show_B3_04	剩下的是错误的。
quiz_show_B3_05	箱子会被重排。\x0e\0\x04\0重排之后\n请选择喜欢的箱子。
quiz_show_B3_07	３次敲中正确的\n箱子就可以通过了！\x0e\0\x04\0如果敲中错误的箱子，\n那等着你的是与木乔的\n有趣战斗。
quiz_show_B3_7_01	可以吗？\n那么喊口号的\n同时就开始了。
quiz_show_B3_7_02	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B3_7_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_08	是那个箱子吗？\n那么就打开看看吧。
quiz_show_B3_10	啊，这种速度的话，\n被识破是理所当然的。\x0e\0\x04\0还有２次，\n猜中的话就可以通过了。\n那么请继续挑战吧。
quiz_show_B3_11	{d}{s[150]}重排开始——！{s[100]}{/d}
quiz_show_B3_11_01	那么，请敲喜欢的箱子吧！
quiz_show_B3_13	太漂亮了。\n但是，这种好状态也就\n到此为止啦。\x0e\0\x04\0哇哦！从现在开始　\n箱子会再增加一个。\x0e\0\x04\0再猜中１次就可以通过了。\n那么请挑战吧！
quiz_show_B3_15	{s[100]}非常漂亮，全游戏通过——！\n祝贺你——！{s[100]}
quiz_show_B3_16	马力欧先生，\n虽不是我的真心话，\n但还是要说一声恭喜。\x0e\0\x04\0这是说好的奖品。\n请收下！
quiz_show_B3_18	非常遗憾，“木乔 de 木乔”\n又到了说再见的时候了。\x0e\0\x04\0这次与您相伴的是我\n——主持人木乔和\n嘉宾马力欧先生。
quiz_show_B3_19	下次在什么地方再相会吧。\n那么，最后还是用那个口号！
quiz_show_B3_19_01	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B3_19_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_20	真可惜！猜错了！\n那么，再挑战一次吧。\x0e\0\x04\0{d}{s[150]}重排开始——！{s[100]}{/d}
quiz_show_B4_01	哎呀——　\n马力欧先生，辛苦了。
quiz_show_B4_02	这种程度的挑战\n简直是小菜一碟啊。\x0e\0\x04\0为了那样的马力欧先生，\n特地准备了“特别关卡”。\x0e\0\x04\0通过特别关卡\n就可以得到豪华的奖品。
quiz_show_B4_04	要挑战特别关卡吗？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\05\0
quiz_show_B4_05	挑战\n放弃
quiz_show_B4_06	在犹豫不决呀。\n我会在这里\n一直等下去的。\x0e\0\x04\0身体和心理上准备好之后，\n就叫我吧。
quiz_show_B4_07	这次真的是\n不能保证你能活下去。\n那样也OK？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\08\0
quiz_show_B4_08	OK！\n还是放弃
quiz_show_B4_09	回答得好。\n那么就带你进入特别关卡～！
quiz_show_B4_10	哎呀呀……不挑战吗？\n是个在寒冷的地方，有就安心，\n没有就很痛苦的豪华奖品噢！\x0e\0\x04\0我会一直在这里\n等马力欧先生来挑战。
quiz_show_B5_01	欢迎来到特别关卡！\n我一直坚信，马力欧先生\n一定会来挑战的。\x0e\0\x04\0这次一定要在这个游戏里\n让你输得很惨很惨。\x0e\0\x04\0让你挑战的游戏是这个！
quiz_show_B5_09	{s[150]}{d}快速抢答！{/d}\n{d}敲打木乔抢答题——！{/d}{s[100]}
quiz_show_B5_10	现在开始由我出题。\n马力欧先生就用\n○或\xd7来答题……\x0e\0\x04\0如果没有敲中５个木乔，\n○\xb7\xd7砖块是不会出来的。
quiz_show_B5_11	迅速敲打木乔来答题，３道题\n回答正确就可以通过了。\x0e\0\x04\0这个关卡依然会有毒气喷出来，\n所以请放心。\x0e\0\x04\0那么，特别关卡也还用\n我们的老口号来开始吧。\n大家一起……
quiz_show_B5_11_00_01	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_B5_11_00_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B5_11_00	{s[150]}{d}问题！{/d}{s[100]}
quiz_show_B5_13_07	通过特别关卡——！\n很漂亮！恭喜！\n祝贺你！
quiz_show_B5_31	真令人刮目相看。\n这样所有的\n挑战就都结束了。
quiz_show_B5_39	大家给马力欧先生\n来个热烈的掌声！
quiz_show_B5_33	会场的气氛非常热烈！\n非常感谢观看到最后，谢谢！\x0e\0\x04\0我是主持人木乔。\n那么大家在什么地方\n再相会吧！
quiz_show_B5_34	一直都很酷——！\n感谢您的陪伴。\x0e\0\x04\0我是主持人木乔。\n那么大家在什么地方\n再相会吧！
quiz_show_B5_35	稍等一下！那奖品呢？
quiz_show_B5_36	当然要给你奖品啦。\n那么，请收下吧。
quiz_show_B5_37	这个……用在什么地方的呀？
quiz_show_after_01	{s[150]}{d}\x0e\x04\x03\x04\0\0\0\0女士们！\x0f\x04\x03{/d}\n{d}\x0e\x04\x03\x04\0\0\0\0先生们！\x0f\x04\x03{/d}{s[100]}
quiz_show_after_02	大家久等了。\n好，愉快的时光就要开始了。\n口号是……
quiz_show_after_03	{d}{s[150]}　木乔 de——？{s[100]}{/d}
quiz_show_after_04	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}木乔——！！{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_after_05	好——，\n彩排OK——！
quiz_show_after_06	接下来是拍手练习——！\n我说“好！”，\n就请鼓掌——！\x0e\0\x04\0那来一遍……
quiz_show_after_07	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}好！{s[150]}{/d}\x0f\x04\x03{s[100]}
quiz_show_after_08	嗯～不错！\n正式开始的时候也要\n像现在这个状态，拜托了！
quiz_show_after_09	哎呀？这不是马力欧先生嘛！\n又来这里啦……？\n好闲呀。\x0e\0\x04\0那么正式开始吧！
quiz_show_quiz_01	\x0e\x04\x03\x04\0\0\0\0贴花小镇的贴纸商店。\n“蘑菇贴纸”的价格是\n“１５金币”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_02	\x0e\x04\x03\x04\0\0\0\0贴花小镇上被关进柜子里的\n奇诺比奥是“９人”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_03	\x0e\x04\x03\x04\0\0\0\0单刀直入！比起马力欧，\n酷霸王大人更酷！\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_04	\x0e\x04\x03\x04\0\0\0\0“战斗摇奖”中，转齐的如果是\n“毒蘑菇”图案，那全体敌人\n会变成“中毒”的状态。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_05	\x0e\x04\x03\x04\0\0\0\0跳贴纸买的时候是“３金币”。\n卖的时候价格是“２金币”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_06	\x0e\x04\x03\x04\0\0\0\0“喏库喏库”、“啪嗒啪嗒”\n和“朱盖木”。\n全部都可以在天空飞翔。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_07	\x0e\x04\x03\x04\0\0\0\0马力欧和智贴贴第一次碰面的时候，\n智贴贴是被贴在了“告示板”上。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_08	\x0e\x04\x03\x04\0\0\0\0使用“蘑菇贴纸”\n体力会回复。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_09	\x0e\x04\x03\x04\0\0\0\0我，木乔昨天的\n晚饭是“蘑菇排”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_10	\x0e\x04\x03\x04\0\0\0\0“卡美克”、“朱盖木”\n和“酷霸王Jr.大人”。\n全部都戴着眼镜。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_11	\x0e\x04\x03\x04\0\0\0\0能在天空飞翔的卡美克。\n他骑的是“扫把”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_12	\x0e\x04\x03\x04\0\0\0\0只能在这里说的秘密……\n其实桃花公主是“男”的。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_13	\x0e\x04\x03\x04\0\0\0\0主持人的名字是“木乔”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_14	\x0e\x04\x03\x04\0\0\0\0挥锤子时按的键是\x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x18\0\x06\0 \0 \0。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_15	\x0e\x04\x03\x04\0\0\0\0挥锤子时按的键是\x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x18\0\x06\0 \0 \0。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_16	\x0e\x04\x03\x04\0\0\0\0只能在这里说的秘密……\n酷霸王大人其实\n不喜欢桃花公主。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_17	\x0e\x04\x03\x04\0\0\0\0得到无敌星，\n暂时会变成“无敌”状态。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_18	\x0e\x04\x03\x04\0\0\0\0得到无敌星，\n暂时会变成“不敌”状态。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_19	\x0e\x04\x03\x04\0\0\0\0如果使用“钢铁跳贴纸”，\n还能踩有尖刺的敌人。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_20	\x0e\x04\x03\x04\0\0\0\0马力欧没有兄弟。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_21	\x0e\x04\x03\x04\0\0\0\0要使用“战斗摇奖”，\n需要的金币是“５枚”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_22	\x0e\x04\x03\x04\0\0\0\0使用“蘑菇贴纸”，\n马力欧的身体会变大。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_23	\x0e\x04\x03\x04\0\0\0\0现在，在观众席上的木乔\n有“３０人”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_24	\x0e\x04\x03\x04\0\0\0\0如果体力不足，\n就不能使用“纸片变变变”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_25	\x0e\x04\x03\x04\0\0\0\0“马力欧”、“奇诺比奥”和\n“喏库喏库”。全部都穿着鞋。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_26	\x0e\x04\x03\x04\0\0\0\0酷霸王Jr.大人的\n父亲是“酷霸王大人”，\n母亲是“桃花公主”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_27	\x0e\x04\x03\x04\0\0\0\0花之子的身体的\n数量有“４个”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_28	\x0e\x04\x03\x04\0\0\0\0“锤子贴纸”和“闪闪锤子贴纸”。\n攻击力强的是“锤子贴纸”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_29	\x0e\x04\x03\x04\0\0\0\0“跳贴纸”和“闪闪跳贴纸”。\n价格贵的是“闪闪跳贴纸”。\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_30	\x0e\x04\x03\x04\0\0\0\0如果使用“钉刺帽贴纸”，\n还能踩有尖刺的敌人。\x0f\x04\x03\x0e\x01\x01\0
stg3_11.msbt
morimono_kino_00	啊，顾客？\n哇——真的是顾客。\x0e\0\x04\0这里是物品投掷店的\n岬分店。\x0e\0\x04\0嗯，顾客，\n您不是新手吧。\n那么就不用说明了吧。
morimono_kino_01	欢迎光临，顾客。\n那，请您使劲\n把物品投掷过去吧。
morimono_kino_02	啊，顾客，\n物品是不是用完了啊。\n原来如此，原来如此。\x0e\0\x04\0啊——太遗憾了。\n不能做那么有意思的事情了。\n哦不，太可惜了。\x0e\0\x04\0{s[075]}……{s[075]}……{s[075]}……到小镇{s[075]}{s[075]}上的\n物品投掷店的话，\n说不定有办法。{s[100]}
morimono_kino_03	咦？\n贴纸收集册上好像没有空间了。\x0e\0\x04\0你把贴纸卖给那家商店什么的，\n请将贴纸减少之后再来吧。
morimono_kino_04	把所有物品都投掷了吧。\n顾客您精力好充沛呀。\n您辛苦——了。
hana_travel_3_11	花之子呀，冷静点。\n毒的问题，我们会想办法\n解决的，别担心噢。
mori_ranger_00	本该早作自我介绍。\n我是深爱森林的奇诺比奥。\x0e\0\x04\0听说你对毒不屑一顾，\n正在帮助那些住在森林里的\n可怜的小家伙。\x0e\0\x04\0非常感谢。\n这是我替森林向你\n转达的感谢的话。\x0e\0\x04\0而且，如果我的有关森林的知识\n能给你的冒险带来帮助的话，\n那就没有比这个更高兴的事情了。\x0e\0\x04\0下次再来这里的时候，不论何时\n都请听我讲讲森林的事情吧。\n那是爱森林之人的义务。
mori_ranger_01	以前环绕河的入口\n架着一座桥。\n但如今倒塌了。\x0e\0\x04\0曾经架着桥的地方\n什么都看不到……\n是的，看不到。只是看不到。
mori_ranger_02	虽然从表面看不到什么，\n但是如果知道后面，\n就会发现有一条能打开的路。\x0e\0\x04\0树干小径里有条路，\n而且路的后面有一条叫\n捷径之路的后面的路。
mori_ranger_03	深藏在迷途森林中的\n神秘的球形黑光。\x0e\0\x04\0通往圣地的名叫栅栏的结界，\n被悲哀的小家伙给破坏掉了。\x0e\0\x04\0来自补中启示录\n第十二章的引用。
mori_ranger_04	不要畏惧毒。\n有时也是需要鼓起勇气\n试着勇敢跳下去的。\x0e\0\x04\0虽然对如此没有勇气的我来说，\n跳进没有毒的洞穴\n就已经是很了不起了。
mori_ranger_05	我从这里\n看到了在那小岛上\n发生的一切。\x0e\0\x04\0没有被那奇怪的舞蹈所迷惑住，\n勇敢地迎刃而上，\n取回辉煌灿烂的贴纸。\x0e\0\x04\0而且还止住了毒！\x0e\0\x04\0非常感谢！非常感谢！\n这是我替森林向你\n转达的感谢的话。\x0e\0\x04\0之后就在这里静静地\n守护幼小家伙，看着他成长。
mori_ranger_06	请看，那小岛。
mori_ranger_07	现在，森林被从那岛\n流淌过来的毒所侵害，\n正处于被破坏的危险境地。\x0e\0\x04\0为什么会发生这样的事情呢……\n这个呢，不到那个岛\n去看看是不会知道的。\x0e\0\x04\0但是……\n只要看看那艘遇难的船，\n就知道那里是非常危险的地方。
mori_ranger_08	马力欧，\n终于知道毒的原因了吧。\x0e\0\x04\0不到那个小岛去止住毒的话，\n森林是不会恢复原样的。
mori_ranger_08_2	马力欧，\n毒确实是从那\n小岛流过来的。\x0e\0\x04\0不前往那里止住毒的话，\n森林是不会恢复原样的。
mori_ranger_09	我听说你们拯救了森林。\x0e\0\x04\0非常感谢。\n这是我替森林向你\n转达的感谢的话。\x0e\0\x04\0而且为了我的有关森林的知识\n能在你的冒险中帮上忙，\n一直在这里等着你。\x0e\0\x04\0不过如今森林变得和平了，\n也没有必要了。\x0e\0\x04\0之后就在这里静静地\n守护幼小家伙，看着他成长。
mori_ranger_10	之后就在这里静静地\n守护幼小家伙，看着他成长。
mori_ranger_11	幼小家伙平安无事地长大了。\n一定也很想见到你们。
stg3_12.msbt
hana_Search04B_3_12_04	哎哟哎哟，花之子呀，\n全身都是毒，还想发飙啊？\x0e\0\x04\0卡美克魔法的效力\n相当难缠噢。\n完全就像他本人的性格。\x0e\0\x04\0而且连乌贼怪也\n趁着混乱跑进来了。\x0e\0\x04\0虽然感觉很麻烦，\n但是不管了，那就来吧！
hana_wait01_03	花之子等好久了！\n快点到那个岛上去吧！\x0e\0\x04\0很快毒就会消失，\n还能吃到美味的叶子，\n花之子很开心！
hana_wait01_15	真是急性子啊，花之子呀……
hana_wait01_16	马力欧，\n不知道那个岛上还会有什么，\n所以切忌麻痹大意。\x0e\0\x04\0跟卡美克有关系就意味着\n肯定会发生不好的事。
hana_wait01_04	花之子已经准备好了。\n要去毒岛吗？\x0e\x03\0&\0\0\xff\xff\0\0d\0\x1c\0h\0a\0n\0a\0_\0w\0a\0i\0t\00\01\0_\00\05\0
hana_wait01_05	去！\n还不要
hana_wait01_06	那，在这里等吧。
hana_wait01_07	好的——\n那么坐到花之子身上吧。
hana_wait01_08	那么走吧！
hana_wait01_08_01	花之子，\n身体被分散开后，\n一开始觉得很伤心，\x0e\0\x04\0但是多亏了这个，\n才能在那么多的地方\n看到了那么多的东西。\x0e\0\x04\0而且，还竭尽全力地帮我找回\n逃走的大家——\n看到你们两位这样，\x0e\0\x04\0花之子觉得自己也要\n打起精神。
hana_wait01_08_02	呵呵呵……花之子呀，\n学到很多东西了嘛。\x0e\0\x04\0说不定经过此次事件\n变得稍微成熟点了呢。
hana_wait01_08_03	哇——成熟耶！\n要吃很多很多干净的叶子，\n长得更大！
hana_wait01_08_04	没错，\n为此也要早点止住那个毒，\n恢复森林的原样！\x0e\0\x04\0啊，渐渐地可以看到岛了。
hana_wait01_09	那么，花之子就在这里等着吧。\n马力欧先生，智贴贴小姐，\n剧毒就拜托你们了！
hana_wait01_10	那，马力欧，走吧。\n找一下毒流出来的原因！
hana_wait01_11	早去早回——！
hana_wait02_01	要返回惊涛海岸吗？\x0e\x03\0&\0\0\xff\xff\0\0d\0\x1c\0h\0a\0n\0a\0_\0w\0a\0i\0t\00\02\0_\00\02\0
hana_wait02_02	返回\n留下
hana_wait02_03	是吗？\n那么，在此恭候。
hana_wait02_04	好——！\n返回吧。
boss_geso01_01	刺！
boss_geso01_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}刺亮～～！{s[100]}{/d}\x0f\x04\x03
boss_geso01_03	刺刺！
boss_geso01_04	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}刺亮刺亮～～！{s[100]}{/d}\x0f\x04\x03
boss_geso02_01	{d}刺刺刺！{/d}
boss_geso_retry_hint_0	喀！\n因为毒看不见！\n看不见啊！\x0e\0\x04\0赶紧冲洗掉！\n没有什么好的贴纸吗？
boss_geso_retry_hint_1	……嗯，可是在没有中毒前\n好歹要想个方法来防御呀。\x0e\0\x04\0因为毒是液体的，所以\n有能吸收的东西就好了。
hana_poison_sea_01	花之子呀，\n怎么啦？
hana_poison_sea_02	啊，马力欧，\n看那个，那小岛！\x0e\0\x04\0毒是不是从那里\n流出来的呀！？\x0e\0\x04\0可是，该怎么办呢？\n没有可以前去调查的办法。\n也不可能游着过毒海。
hana_poison_sea_03	花之子呀……\n看着那个毒岛就很气愤。\x0e\0\x04\0但是很遗憾，\n没有可以前去调查的办法。\n也不可能游着过毒海。
hana_poison_sea_05	啊！\n又走掉了！
stg3_2345789.msbt
maze_kinoA_02	马力欧先生，是不是\n迷路了呀？\x0e\0\x04\0因为我是个路盲，\n所以完全迷路了！\x0e\0\x04\0最起码在路上设个路标，\n就不会那么容易迷路了。
maze_kinoA_03	有１张又圆又黄的东西\n从这里经过了噢。\x0e\0\x04\0我是个路盲，因此只能\n在这里挥挥手，送个别。
maze_kanban_01	〈　入口　〉\n请注意
maze_kanban_01_2	〈　入口　〉\n请注意\n不要再次迷路
maze_kanban_01_3	〈　入口　〉\n请注意\n不要迷路\x0e\x03\x02\x08\0\0\x04\0%\0D\0次
maze_kanban_01_4	〈　入口　〉\n请注意\n从今以后绝对不要再迷路了
maze_kanban_02	〈　出口　〉\n辛苦了\n欢迎下次再来
maze_kanban_03	回去请走这边
hana_Search01A_3_5_05	呃……\n怎么啦？花之子呀。\n我们是来迎接你的噢。
hana_Search01A_3_5_05_2	嗯——，说了也不听\n真是没办法呀。\n对不听话的孩子，只有处罚了！
hana_pit_fall_02	哎呀呀，不好了！\n那孩子没事吧？
hana_Search02A_3_7_01	就因为你逃到这种地方，\n我们才被弄得这么惨。\x0e\0\x04\0马力欧！好好教训他一下！
hana_Search02B_3_4_02	还有干劲呀？\n有点闹过头了哟。\n对那种孩子要打打小屁屁！\x0e\0\x04\0虽然不太清楚哪里是小屁屁。
poison_spa_kanban_01	〈　隐秘温泉　毒之温泉　〉\n涌出的源泉　无加水\n泉之成分：毒
hana_Search03A_3_9_01	在那种地方！
hana_Search03C_3_3_01	哎！\n你们不都是同一个身体吗？\n都几次啦！一点儿都不反省！\x0e\0\x04\0马力欧，\n给他们一拳！
hana_Search04A_3_8_14	对花之子的身体来说，\n是没办法区分我们和乌贼怪吗？\x0e\0\x04\0不管了，太麻烦了，\n一并干掉吧！
hana_pit_fall_03	{d}{s[075]}起来……{s[100]}{/d}\x0e\0\x04\0{d}快起来呀{/d}
hana_pit_fall_04	{d}别太过～分……{/d}
hana_pit_fall_05	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}快起来～啦！！{s[100]}{/d}\x0f\x04\x03\x0e\x01\x01\0
lucie_pit_wait_00	啊，讨厌！\n为什么倒霉的总是我呀！\x0e\x01\x01\0
lucie_pit_wait_01	唉！\n打算把我一直关在\n这种地方吗！？\x0e\x01\x01\0
lucie_pit_wait_02	等着瞧！\n只要马力欧来，就会把你们\n打得一败涂地！\x0e\x01\x01\0
lucie_pit_wait_03	哎哟，马力欧怎么这么慢呀！\n在哪里都干了什么啦？\n不要让柔弱的女士等这么久。
lucie_pit_wait_04	是不是让我等得太久了呀？\n……该不会是回去了吧？\n嗨，马力欧，到底怎么回事？
lucie_pit_wait_05	怎么办呀……\n皇家贴纸会不见，\n全部都是我的责任……
lucie_pit_wait_06	这个样子是回不了贴纸星的呀。\n啊啊……实在是……\n为什么变成了这样啊……
lucie_pit_wait_07	……啊啊，都想要哭了……说是\n这么说，但是已经哭起来啦……\n……笨蛋……呜～呜～……
lucie_pit_wait_08	…………
karamare_kino_w3_03	哎！\n又在欺负弱小呀！\n不要太过分，住手！
karamare_kino_w3_06	是的，又见面了，\n还是那个弱小的老朋友。\n如果能得到救助，那就太好了！
karamare_kino_w3_12	马力欧！　\n这些家伙嘛，赶紧给\n５０金币打发走吧！\x0e\x03\00\0\0\xff\xff\0\0d\0&\0k\0a\0r\0a\0m\0a\0r\0e\0_\0k\0i\0n\0o\0_\0w\03\0_\00\09\0
karamare_kino_w3_09	给金币\n惩罚
karamare_kino_w3_10	哎呀，\n真的给金币了呀。\n还以为会说惩罚呢。
karamare_kino_w3_11	不愧是马力欧！\n嗯，给他点颜色看看！
karamare_kino_w3_14	哎！\n不会是金币不够吧！？
karamare_kino_w3_18	谢谢你救了我，马力欧先生。\n每次都这样，真不好意思。\x0e\0\x04\0本打算在安静的地方\n慢慢地缓解旅行中的疲劳，\n就来到了森林。\x0e\0\x04\0可是没听到森林被毒侵害的\n消息！结果不但没有缓解疲劳，\n反而深深中毒了。\x0e\0\x04\0想在森林里缓解疲劳什么的，\n最终却惹了个大麻烦。\n没错，还是这个不费功夫。
karamare_kino_w3_21	听说也有热爱森林的奇诺比奥，\n对我来说那种慢节奏的生活方式\n简直是难以接受。\x0e\0\x04\0我要去更加刺激且有速度感的\n好玩的地方！
hana_shun_00	嗨……
hana_shun_01	花之子呀！\n不要太过——分！
hana_kumo_saraware_00	嗨！\n柔弱的女士要被绑架啦。\x0e\0\x04\0这个时候，\n如果是马力欧的话会怎么做呢？\n知道了吧？
lucie_cry_00	啊……马力欧！
