Enemy.msbt
enemy_name_MARIO	Mario
oasis_secret_info_before_01	{d}in ... hills .. Dry.... ..sert{/d}\n{d}sand ..... ..tween ... striped .....{/d}\n{d}.... no fear and .... ..{/d}
oasis_secret_info_before_01_2	{d}.. the ..... of ...bake De....{/d}\n{d}.... flows be..... two ....... cacti{/d}\n{d}show .. .... ... jump in{/d}
oasis_secret_info_before_02	Mario has sand in his eyes and can't\nread the sign very well.
oasis_kino_01	Ma-Mario! You got a sec, man?\nI've gotta unburden myself.\x0e\0\x04\0This place... This magical place...\nI know it doesn't look it, but this place\nwas once an oasis...\x0e\0\x04\0Water flowed... Lush vegetation sprang\nup from the warm earth... The air just\nsoaked up your stress and fatigue and\nleft you with only...peace.\x0e\0\x04\0And now, look. No sign of it, man!\nThe good, nourishing water dried up... \nThe plants withered away to dust...\nAll because of Bowser.\x0e\0\x04\0Ah, man... It was just so...so LUSH.\nY'know what I'm saying? The water jug\nwas like...runnething OVER, y'know?\nOh, to bring back those days...
oasis_kino_01_2	The water flowed like...well, water...\nVegetation grew green and strong...\nIt was a place of rejuvenation...\nA place of peace.\x0e\0\x04\0And now you don't see any sign of it.\nThe water is but a memory... The plants\nare gray ghosts baking in the heat... \nAnd all because of Bowser.\x0e\0\x04\0Oh, we hardly knew ye, lush oasis... \nBack when the world was young and\nthe water jug bubbled to the brim... \nBring back those days...
oasis_kino_02	Oh, hey, man.\x0e\0\x04\0Listen, major props for restoring the \noasis back to the way it was.\x0e\0\x04\0I'm sure you know this, but when you're\nin the desert, water is the BOB-OMB.\nSeriously. I haven't felt this mellow in\npretty much forever.\x0e\0\x04\0So I, uh... I kinda changed in a hurry, \nso it might still be a mess inside... \nIt's no biggie, though. You should take\na load off and relax too.
oasis_kino_03	Huh? What's the matter, man?\nAren't you mellowed out yet?\x0e\0\x04\0You probably noticed it's kind of a mess\ninside, since I changed in a hurry...\nbut can you really blame a Toad?\nC'mon, take a load off and chill!
oasis_kino_04	You check out that treasure chest in\nthe armoire? You find what you need in\nthere? It's cool, lemme hook you up.\x0e\0\x04\0The sandstorm must've scooped that\nthing up and blown it here, so I snagged\nit. No idea what it is, actually.\x0e\0\x04\0I'm feeling ultramellow myself, so I \ndon't need it. It's all you, man!
oasis_kino_05	I'm as mellow as a marshmallow. \nYou're the best, man!
oasis_doorlocking	Oh, it's locked.
oasis_explore_kino_0	THE LEGEND OF THE HIDDEN OASIS\nMUST BE TRUE! IT MUST BE!\x0e\0\x04\0WHAT? I CAN'T HEAR YOU OVER THE\nMADNESS OF THIS SANDSTORM!\nIS THAT WHIRLWIND THE CAUSE OF ALL\nTHIS BLOWING SAND?
oasis_explore_kino_1	Well, Mario, you've managed to discover\nthe oasis before me. Bully for you.\x0e\0\x04\0BUT! It was I who just now succeeded in\ndeciphering this mysterious slate!\x0e\0\x04\0And now it is I who will be the one \ndiscovering some sweet secret first!
stg2_5.msbt
tower_appear_before	Wow, this ripped-out section is huge!\nI guess that means there's a scrap\nout there somewhere that fits it...
tower_appear_after	Oh my WOW! Can you believe such\nan incredible tower stood here?!\x0e\0\x04\0Something that big getting ripped out...\nWithout a doubt, someone's using the \nsuperpower of a Royal Sticker.\x0e\0\x04\0So, Mario, are you ready? There's sure\nto be a secret within this tower...
boss_sanbo_appear_01	Huh? Hey! Isn't that a Royal Sticker?!
boss_sanbo_appear_02	{d}{s[075]}SHEEBYDEEBY...{s[100]}{/d}
boss_sanbo_appear_03	SHEENY SHOOBY SHINY SHLOO...
boss_sanbo_appear_04	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}SHINE-A-ROONEY!{s[100]}{/d}\x0f\x04\x03
boss_sanbo_appear_05	SHEE HEE HOO... SHINY BYE-NEE!
boss_sanbo_appear_06	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}SHIIIIIIIINE-GAAAA!{s[100]}{/d}\x0f\x04\x03
boss_sanbo_after_01	{d}SHUH... SHI...NY... OW?{/d}
boss_sanbo_after_02	A Royal Sticker can turn even a Pokey\ninto something monstrous like THAT?!\nWhat amazing power, huh?\x0e\0\x04\0Wow. We'd better grab that Royal \nSticker right now!
boss_sanbo_retry_hint_0	Ugh! His body's got too many segments!\nThis guy is just way too powerful. \nWe'll never make any progress like this!
boss_sanbo_retry_hint_1	I just want to take a swing at those\nsegments! Hey, any chance you have a\nsticker that could send those things \nflying with a mighty CRRRACK?
stg3_1.msbt
hana_wakeup_09	If Bowser's flunkies are traipsing around\nhere, then a Royal Sticker is sure to be\nin this forest too.\x0e\0\x04\0Well, Wiggler supposedly knows this\nforest pretty well, so I'll bet we can get\nsome good information from him.
hana_wakeup_10	MA-MA-MA-MARIO! Did you see that?\nWiggler just disappeared!
hana_wakeup_10_2	Huh. You don't seem too fazed...\x0e\0\x04\0\x0e\x04\x02\0I guess maybe he wasn't having that\nmuch fun and decided to run back to\nhis house. Yeah, that makes sense.\x0e\0\x04\0\x0e\x04\x02\0Well, I'm not sure where Wiggler lives,\nbut I'm sure it's in this forest \nsomewhere...\x0e\0\x04\0Let's keep going!
hana_saraware	Here Wiggler is!\x0e\0\x04\0\x0e\x04\x02\0Wiggler is always alone, so Wiggler is so\nhappy to have friends come for a visit!\x0e\0\x04\0Oh, but from here onward it is always\ndark... Yes, even during the daytime!\nThis is because of all the poison, so \nWiggler says watch your step.\x0e\0\x04\0When we get to Wiggler's house,\nWiggler would love \x0e\x04\x02\0for you to look at\nWiggler's picture diary and listen to\nWiggler reminisce.\x0e\x01\x01\0
hana_saraware_01	\x0e\x04\x03\x04\0\0\0\0{s[150]}{d}WIG\x0e\x04\x04\x04\x05\0\0\0GLER?!{/d}{s[100]}\x0f\x04\x03
boome_bro_21	{d}Boomerang!\x0e\x04\x01\0\x0e\x04\x02\0{/d}\n{d}Bros.!{/d}
boome_bro_21_2	Aw, two-for-one special on aisle three!\x0e\0\x04\0Boomerang Bros. are outta their trees!
boome_bro_21_3	Who cares if you swear a pair's unfair?\x0e\0\x04\0We go together like pencils and pap-err!
boome_bro_22	You'll be biggety-back, mang!\x0e\0\x04\0Awww yeah, like a boomerang!
boome_bro_23	Yeah, you came biggety-back!\x0e\0\x04\0Just like a boomerang attack!
boome_bro_24	We'll always be the Boomerang Bros.!\x0e\0\x04\0Even when we're stomped by Ma-ri-o!
hana_mezame_00	Yeeeeaaaaaawn! Good morning!\nYes, what a good morning it is!\x0e\0\x04\0Wiggler got a really great night's sleep,\nso Wiggler is feeling super good. \nSomething great is going to happen\ntoday. Wiggler can just tell.
hana_mezame_01	Huh? Are you Wiggler? Why aren't you\nsleeping in your house like a normal...\ngiant thing?
hana_mezame_02	Hey, you're right. Why was Wiggler\nsleeping in a place like this?\x0e\0\x04\0Oh yes, it was because Wiggler filled up\non leaves and got super sleepy.\nWiggler hasn't eaten that much in a\nlong time.
hana_mezame_03	Lately this forest has been covered in \nicky, goopy poison...\x0e\0\x04\0Wiggler's favorite leaves also got\ncovered in icky, goopy poison, and so\nWiggler couldn't eat them anymore...\x0e\0\x04\0So Wiggler came all the way to the\nforest's entrance looking for clean\nleaves to nibble.
hana_mezame_04	Wait, everything's covered in poison?!\nThat sounds like the work of Bowser!\nQuick, we have to do something!
hana_mezame_05	Huh? You mean you'll help out?\nWiggler has the appetite of a growing\nWiggler, so if you get rid of that poison,\nWiggler will be so happy!\x0e\0\x04\0Wiggler will take you to Wiggler's house.\nWe can talk about this there.
hana_mezame_06	{d}Wiggler GO!{/d}
hana_neteru_00	Huh? What's up with this kid? \nWe can't get through here with him \nsacked out in the middle of the path.
hana_neteru_01	Hey, you! Can you scooch over?
hana_neteru_02	{d}Oh, come on...{/d}
hana_neteru_03	\x0e\x02\x06\x04\0\0\0\0\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}WAKE UP!{s[100]}{/d}\x0f\x04\x03
hana_neteru_04	Hmm. This kid's a varsity sleeper.\nI guess my voice is too weak...
hana_neteru_05	My voice is too weak to wake him...\nMaybe something louder would work?
stg3_10.msbt
quiz_show_B1_00	Sorry. We're still setting up the show!\nThank you for your patience.
quiz_show_B1_01	Whoa, it's pretty dark in here, huh?\nThere must be a light somewhere.
quiz_show_B1_02	{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}LAAAAADIES AAAAAAND {/d}\x0f\x04\x03\n\x0e\x04\x03\x04\0\0\0\0{d}GENTLEBUDDIES!{/d}\x0f\x04\x03{s[100]}
quiz_show_B1_03	So VERY sorry to keep you waiting!\nWe've got a great show for you folks.\nThat's right! It's time to play...
quiz_show_B1_04	\n{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B1_04_01	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[100]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0{s[100]}\x0e\x01\x01\0
quiz_show_B1_06	Yes, we're back this week with another \nexciting episode of Snifit or Whiffit!\nI'm your host, Snifit.\x0e\x04\x02\0
quiz_show_B1_07	For the next 30 minutes, our star guest\nwill come face-to-face with three\npositively riveting challenges!
quiz_show_B1_08	And today's guest is the best of the\nbest, yes, the man we all detest...\nMario!\x0e\x04\x02\0
quiz_show_B1_09	That's right, and if our guest is Snifit\nenough to vanquish all three games, \nhe'll receive this fabulous prize!
quiz_show_B1_09_01	{d}Uh...a piece of Wiggler?!{/d}
quiz_show_B1_10	Well, without further ado... Challenger!\nAre you ready, both physically and\nmentally, to Snifit or Whiffit?
quiz_show_B1_11	Mario... This is a little crazy.\nWhat are you going to do?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\01\0_\01\02\0
quiz_show_B1_12	Take the challenge!\nHead home.
quiz_show_B1_13	Now, once the games begin, we can't \nguarantee that you'll...um...survive.\nAre you suuuuuure you're up to the\nchallenge?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\01\0_\01\04\0
quiz_show_B1_14	Accept the challenge!\nBail out early.
quiz_show_B1_15	Oh BOY, talk about whiffing it!\nCan't say this crowd is happy about\nthat action, but hey! That's showbiz.\nShow yourself out!
quiz_show_B1_16	Now, that's what I call a right answer!\nAll righty, let's get things started...\nHere's the first game!
quiz_show_B1_17	{d}{s[150]}PICK-AND-CHOOSE PANIC!{s[100]}{/d}
quiz_show_B1_18	Here comes the first question.\nMario, I want you to answer by hitting\neither the √ or X block.\x0e\0\x04\0Of course, our hilarious poison gas will\nstart filling the room, so answer fast!\nOne whiff of that stuff and your HP will\ndrop like nobody's business!\x0e\0\x04\0OK then! Let's Snifit!
quiz_show_B1_24_02	{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B1_24_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B1_40	Only a guy who's been tormenting \nBowser over so many years could keep\nso cool in a room full of poison!\nLesser men would've whiffed it!\x0e\0\x04\0Anyway, the first stage is CLEAR!\nLet's move on to the next!
quiz_show_B2_01	That's right, ladies and goodbuddies,\nit's time for the second challenge!
quiz_show_B2_02	{s[150]}{d}BIG BONKING SNIFIT BASH!{/d}{s[100]}
quiz_show_B2_03	OK, here's the deal! Our unpaid Snifit\ninterns will poke their heads out of the\nholes in the ground, right?
quiz_show_B2_04	Just bonk them with your hammer with\n\x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x12\0\x05\0\x18\0\x18\0 before they scurry back underground\nto the underwhelming intern lounge!\nAll you need to do is bonk 20 of 'em.
quiz_show_B2_05	It should go without saying that this\nchallenge will ALSO be done in a room\nfull of very whiffable poison gas. \nSo let's Snifit!
quiz_show_B2_05_02	{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B2_05_03	\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B2_07	Not bad at all. But would we expect\nanything less from the guardian of the\nMushroom Kingdom, folks? No way!\nThe guy is pretty slick with a hammer.
quiz_show_B2_08	Well, that sure took you long enough...\nbut you managed to clear the \nchallenge. Darn it all!
quiz_show_B2_09	Stage two is CLEAR! Congrats!\nNow let's head for the final staaaage!
quiz_show_B3_01	And now, folks, we come to the final\nstage of Snifit or Whiffit!\x0e\0\x04\0{d}And the challenge is...{/d}
quiz_show_B3_02	\x0e\x02\x06\x04\0\0\0\0{s[150]}{d}UNRELENTINGLY EXCITING{/d}\n{d}SHUFFLE GAAAAAME!{/d}{s[100]}
quiz_show_B3_03	OK then, inside one of these blocks\nis the correct answer.
quiz_show_B3_04	The rest are all WRONG.
quiz_show_B3_05	First, the blocks will be shuffled.\x0e\0\x04\0Once they're shuffled, the excitement\nsets in as you choose a block.
quiz_show_B3_07	If you hit the correct block three times,\nyou're in the clear!\x0e\0\x04\0If you hit the wrong block, a very\nexciting Snifit battle awaits!
quiz_show_B3_7_01	Got it? Great! We'll start when \neveryone says those magic words...
quiz_show_B3_7_02	\x0e\x02\x06\x04\0\0\0\0{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B3_7_03	\x0e\x02\x06\x04\0\0\0\0\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_08	That's the block you're choosing?\nOK...then let's open it!
quiz_show_B3_10	But of course, sniffing out the right\nblock at that speed was easy.\x0e\0\x04\0Two more correct blocks and you're\nclear. Now on with the challenge!
quiz_show_B3_11	\x0e\x02\x06\x04\0\0\0\0{d}{s[150]}SHUFFLE IT UP!{s[100]}{/d}
quiz_show_B3_11_01	Go ahead! Hit the block of your choice!
quiz_show_B3_13	Well done, really, just fabulous.\nBut your winning streak is about to end.\nHere's where you'll whiff it for sure.\x0e\0\x04\0Because we're adding another block!\nNow, you know the deal... If you hit\nthe correct block one more time, you're\nin the clear.
quiz_show_B3_15	You've cleared the whole game!\nAre you sure you aren't part Snifit?
quiz_show_B3_16	Mario, as much as it pains me, I have to\ngive you the proverbial Snifit high five.\nCongratulations!\x0e\0\x04\0As promised, your prize.\nIt's allllll yours!
quiz_show_B3_18	Sadly, folks, this week's episode of\nSnifit or Whiffit has come to an end.\x0e\0\x04\0On behalf of me, your humble host\nSnifit, and our guest, Mario, we hope\nyou've enjoyed our time together.
quiz_show_B3_19	I hope to see you all soon for another\nexciting episode of...
quiz_show_B3_19_01	\x0e\x02\x06\x04\0\0\0\0{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B3_19_02	\x0e\x02\x06\x04\0\0\0\0\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B3_20	Oh, what a bummer! You whiffed it!\nSo...you wanna try again?\x0e\0\x04\0{d}{s[150]}THEN SHUFFLE IT UP!{s[100]}{/d}
quiz_show_B4_01	Listen, Mario, can we talk Snifit to\nSnifit for a second? I gotta tell you, \nyou did a great job out there.
quiz_show_B4_02	I mean, it looked like those were barely\neven challenges for you, am I right? \x0e\0\x04\0That's because you're special.\nAnd we've prepped a special stage just\nfor special guys like you.\x0e\0\x04\0If you clear this special stage, you'll\nreceive a special prize. And when I say\n"special prize," I mean "awesome thing." 
quiz_show_B4_04	Are you Snifit enough to face the \nchallenge of the special stage?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\05\0
quiz_show_B4_05	Snifit up and take the challenge!\nWhiff it and bail out.
quiz_show_B4_06	Talk about an all-time, epic whiff.\nWell, I'll be waiting here for you if you\never feel up to it.\x0e\0\x04\0When you're feeling fully Snifit in both\nbody and mind, come talk to me.
quiz_show_B4_07	Just like last time, our lawyers advise\nme that I technically can't guarantee\nyou'll live. You OK with that?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0q\0u\0i\0z\0_\0s\0h\0o\0w\0_\0B\04\0_\00\08\0
quiz_show_B4_08	I agree in a legally binding way!\nI hereby decline.
quiz_show_B4_09	That, good buddy, is the right answer.\nLet's get to the special staaaage!
quiz_show_B4_10	Listen, are you sure you can't hack it?\nThe prize is something you'll REALLY \nwant in a cold place. Something you'll\nget stuck without, if you read me.
quiz_show_B5_01	Welcome to the special stage! \nI just KNEW good old Mario would be up\nto the challenge.\x0e\0\x04\0Not to scare you, but this time around,\nthe game is gonna destroy you...\x0e\0\x04\0And here's our game!
quiz_show_B5_09	{s[150]}{d}BIG-BONKING-PANIC-PICK-{/d}\n{d}AND-CHOOSE SNIFIT BASH!{/d}{s[100]}
quiz_show_B5_10	OK, I'm gonna get the quiz started. \nMario, you know the deal. Answer by \nhitting either the √ or X block, but...\x0e\0\x04\0Here, as they say, is the TWIST!\nYou can't hit the √ or X block until\nyou bonk five unpaid Snifit interns!
quiz_show_B5_11	You'll have to be quick if you hope to\nhit enough Snifits AND answer three \nquestions correctly, but that's the only\nway you'll clear the game.\x0e\0\x04\0Oh, and don't worry, because of course\nwe'll pipe in your favorite flavor of\npoison gas to keep you on your toes.\x0e\0\x04\0So let's start the special stage, huh?\nCan I get a...
quiz_show_B5_11_00_01	\x0e\x02\x06\x04\0\0\0\0{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_B5_11_00_02	\x0e\x02\x06\x04\0\0\0\0\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0\x0e\x01\x01\0
quiz_show_B5_11_00	\x0e\x02\x06\x04\0\0\0\0{s[150]}{d}QUESTION!{/d}{s[100]}
quiz_show_B5_13_07	Folks, the special stage is cleared!\nWonderful! Fabulous! Dare I say, Snifit!\nCONGRATULATIONS!
quiz_show_B5_31	Looks like I underestimated you.\nYou must be at least part Snifit...\nAnyway, that's all our challenges for \ntoday, folks.
quiz_show_B5_39	Ladies and goodbuddies, give Mario\na warm round of applause!
quiz_show_B5_33	The studio was on fire tonight, folks!\nThanks so much for being here tonight.\x0e\0\x04\0I've been your host, Snifit. \nUntil next time!
quiz_show_B5_34	That was cool right to the end! \nThanks so much for being here tonight!\x0e\0\x04\0I've been your humble host, Snifit.\nUntil next time!
quiz_show_B5_35	Hey! What about our prize?
quiz_show_B5_36	Of course, of course. Your prize!\nHere it is.
quiz_show_B5_37	What... What's that thing for? 
quiz_show_after_01	\x0e\x02\x06\x04\0\0\0\0{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}LADIES AND {/d}\x0f\x04\x03\n\x0e\x04\x03\x04\0\0\0\0{d}GOODBUDDIES!{/d}\x0f\x04\x03{s[100]}
quiz_show_after_02	Sorry to keep you fine folks waiting.\nWe've got a great show for you!\nIt's time to play...
quiz_show_after_03	\x0e\x02\x06\x04\0\0\0\0{d}{s[150]}SNIFIT OR...{s[100]}{/d}
quiz_show_after_04	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[100]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}WHIFFIT!{s[100]}{/d}\x0f\x04\x03\x0e\x04\x02\0{s[100]}\x0e\x01\x01\0
quiz_show_after_05	OK, it's rehearsal time!
quiz_show_after_06	Right, let's practice our applause!\nWhen I say "Snifit," start applauding!\x0e\0\x04\0OK, here we go...
quiz_show_after_07	\x0e\x04\x03\x04\0\0\0\0\x0f\x04\x03{s[150]}\x0e\x04\x03\x04\0\0\0\0{d}{s[150]}SNIFIT!{s[150]}{/d}\x0f\x04\x03{s[100]}
quiz_show_after_08	Yeah, that's the spirit, folks!\nDo it just like that for the real thing!
quiz_show_after_09	Huh? Mario, is that really you? \nYou're back for more? You must have a \nlot of spare time on your hands.\x0e\0\x04\0More power to you, good buddy.\nAll right, time for the real thing!
quiz_show_quiz_01	\x0e\x04\x03\x04\0\0\0\0You're at Decalburg's sticker shop.\nA Mushroom sticker costs 15 coins.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_02	\x0e\x04\x03\x04\0\0\0\0Some Toads were locked up inside a\ncupboard in Decalburg. There were \nnine toads inside that cupboard.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_03	\x0e\x04\x03\x04\0\0\0\0Straight up, Bowser's cooler than Mario!\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_04	\x0e\x04\x03\x04\0\0\0\0If you get all Poison Mushrooms in the \nBattle Spinner, all foes get poisoned.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_05	\x0e\x04\x03\x04\0\0\0\0A Jump sticker will cost you 3 coins.\nYou can sell one for 2.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_06	\x0e\x04\x03\x04\0\0\0\0Koopas, Paratroopas, and Lakitus can\nall fly.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_07	\x0e\x04\x03\x04\0\0\0\0When Mario and Kersti first met, \nKersti was stuck to a sign.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_08	\x0e\x04\x03\x04\0\0\0\0If you use a Mushroom sticker, your HP\nwill be restored.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_09	\x0e\x04\x03\x04\0\0\0\0My dinner last night was a delicious\nmushroom steak.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_10	\x0e\x04\x03\x04\0\0\0\0Kamek, Lakitu, and Bowser Jr. all\nwear glasses.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_11	\x0e\x04\x03\x04\0\0\0\0Kamek can fly through the sky.\nHe rides a broom.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_12	\x0e\x04\x03\x04\0\0\0\0This doesn't leave this room, but...\nPrincess Peach is actually a man.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_13	\x0e\x04\x03\x04\0\0\0\0Your host's name is Snifit.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_14	\x0e\x04\x03\x04\0\0\0\0To swing the hammer, you press \x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x12\0\x05\0\x18\0\x18\0.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_15	\x0e\x04\x03\x04\0\0\0\0To swing the hammer, you press \x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x12\0\x05\0\x18\0\x18\0.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_16	\x0e\x04\x03\x04\0\0\0\0This doesn't leave this room, but...\nKing Bowser actually loathes Princess \nPeach.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_17	\x0e\x04\x03\x04\0\0\0\0If you get a Super Star, you temporarily \nbecome invincible.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_18	\x0e\x04\x03\x04\0\0\0\0If you get a Super Star, you temporarily \nbecome invisible.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_19	\x0e\x04\x03\x04\0\0\0\0If you have an Iron Jump sticker, you \ncan jump on enemies with spikes.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_20	\x0e\x04\x03\x04\0\0\0\0Mario has no siblings.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_21	\x0e\x04\x03\x04\0\0\0\0To use the Battle Spinner, you need\nfive coins.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_22	\x0e\x04\x03\x04\0\0\0\0If you use a Mushroom sticker, \nMario's body gets big.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_23	\x0e\x04\x03\x04\0\0\0\0Right now there are 30 Snifits in the\nstudio audience.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_24	\x0e\x04\x03\x04\0\0\0\0If you're low on HP, you can't use\nthe paperization ability.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_25	\x0e\x02\x06\x04\0\0\0\0\x0e\x04\x03\x04\0\0\0\0Mario, Toads, and Koopa Troopas all\nwear shoes.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_26	\x0e\x04\x03\x04\0\0\0\0Bowser Jr.'s father is King Bowser,\nand his mother is Princess Peach.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_27	\x0e\x04\x03\x04\0\0\0\0Wiggler's body has four segments, not\ncounting the head.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_28	\x0e\x04\x03\x04\0\0\0\0A Hammer sticker has a more powerful\nattack than a Shiny Hammer sticker.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_29	\x0e\x04\x03\x04\0\0\0\0A Shiny Jump sticker is more expensive\nthan a Jump sticker.\x0f\x04\x03\x0e\x01\x01\0
quiz_show_quiz_30	\x0e\x04\x03\x04\0\0\0\0If you use a Spike Helmet sticker, you\ncan also stomp enemies with spikes.\x0f\x04\x03\x0e\x01\x01\0
stg3_11.msbt
morimono_kino_00	Huh? Is that a customer? Really?\nYAAAY! It really IS a customer!\x0e\0\x04\0This is the cape-side branch of the\nthing-slinging stall.\x0e\0\x04\0Hm. I bet I don't have to explain\nanything to you... I can just tell.
morimono_kino_01	Welcome, customer! Please sling and\nfling things to your heart's content.
morimono_kino_02	Oh, you're out of things to sling?\nI see, I see.\x0e\0\x04\0That's really a shame, not being able\nto just, you know, sling it. Poor thing.\x0e\0\x04\0{s[075]}OK, listen. In town, right? If you head to the \nthing-slinging stall, maybe there might just be a guy\naround there who can help you...{s[100]}
morimono_kino_03	Huh? Looks like there's no space left\nin your sticker album, customer.\x0e\0\x04\0Come back once you've gone to that\nshop there and sold off some stickers.
morimono_kino_04	You've flung everything you can fling. \nYou're quite the enthusiastic customer! \nWay to sling it.
hana_travel_3_11	Calm down, kiddo. We'll do something\nabout the poison. Don't worry.
mori_ranger_00	Late is the hour of my introduction,\nand for this, I beg forgiveness. I am but\na humble Toad who loves these woods.\x0e\0\x04\0Word reached my ears of the aid you\nlent that poor child of the forest.\nUndaunted by both fume and foulness,\nyou stood firm and prevailed.\x0e\0\x04\0May your days be ever Toadful. \nI say these words of thanks to you on\nbehalf of the woods, who speak not in\nthe ways of men.\x0e\0\x04\0I can think of no pleasure greater than\nusing my knowledge of these woods and\nthe surrounding areas to help you on\nfuture adventures.\x0e\0\x04\0Be not a stranger should your\nwanderings bring us together again.\nIt is my duty to speak of the woods\nwith all who love the trees.
mori_ranger_01	A bridge there once was, over the \nentrance to majestic Loop Loop River.\nBut that bridge has crumbled under the\nweight of time's cruel march...\x0e\0\x04\0And lo, where the bridge once arched,\nnow a void looms in defiance of nature.\nOne sees nothing--no bridge, no lack of\nbridge, but just...nothingness.
mori_ranger_02	From the front, one sees naught.\nBut if one looks beyond and behind,\nthe way forward becomes clear.\x0e\0\x04\0Tree Branch Trail is but a path one can\ntread forth and back, and at the back\nof that path is the path to the back. 
mori_ranger_03	Deep within the Bafflewood, hidden from\nprying eyes, sleeps a sacred orb of \ndeep, lustrous black.\x0e\0\x04\0But the path to its secret nook is \nblocked by a magical barrier known as\na fence--a device so ingenious, it can\nonly be broken by the throes of a child.\x0e\0\x04\0Quoted from The Book of Spares,\nchapter 12, section 8.
mori_ranger_04	Do not fear the poison, for it too, is a\nnatural creation of this good world. \nSometimes one must simply be brave \nand jump right into what one fears.\x0e\0\x04\0Of course, I would not leap into poison.\nI am not a lunatic. But I jump into holes\nwith no poison whenever I can.
