Enemy.msbt
enemy_name_MARIO	マリオ
boss_kuri16_btl_03_04	オレも…\nあの　すごい　シールのチカラで、\nカラダも　ココロも　\x0e\0\0\x06\x02\0\x02\0J0折れちゃいました…。\x0e\0\x04\0おさきに　\x0e\0\0\x0c\x04\0\x08\0W0d0\x8c0D0失礼します！
boss_kuri16_btl_03_05	ギギギ…\nうすっペラな　はくじょうものめ…
boss_kuri16_btl_03_06	\n{d}……………………………………{/d}
boss_kuri16_btl_03_07	こ、こうなったら\nオレ　１\x0e\0\0\x08\x02\0\x04\0~0D0枚で　やってやる！\nギラーっ
boss_kuri16_btl_04_01	おっと！\nギラギラで　ガチガチな　\x0e\0\0\x08\x02\0\x04\0D0~0今のオレたちには\nそんなの　きかないぜ！
boss_kuri16_btl_05_01	ギギギ…\nおい　おまえたち、\nバラバラになってるぞ！
boss_kuri16_btl_after_01	あ…　あ…\x0e\0\x04\0あの　ギラギラな　パワーが、\nまるで　ゆめだった　ような…\x0e\0\x04\0もはや　これまでか…\nギ…　ラ…
boss_kuri16_btl_after_02	この　ロイヤルシール…\nこれが　\x0e\0\0\x06\x02\0\x02\0o0貼られたせいで　クリボーは\nあのチカラを　\x0e\0\0\x06\x02\0\x02\0f0手に\x0e\0\0\x06\x02\0\x02\0D0入れたのね。\x0e\0\x04\0ぐうぜん　\x0e\0\0\x06\x02\0\x02\0o0貼りついたのか、\nそれとも　だれかに　\x0e\0\0\x06\x02\0\x02\0o0貼られたのかしら…。
boss_kuri16_btl_after_03	とにかく！\nロイヤルシールは　ごらんのとおり\nとてもきけんな　チカラを　ひめてるの！\x0e\0\x04\0\x0e\0\0\x08\x02\0\x04\0\{0K0他のシールが　だれかに　\x0e\0\0\x06\x02\0\x02\0o0貼られたら\nまた　ギラギラになって　\x0e\0\0\x0c\x04\0\x08\0_0D0x0\x930大変だわ！\nギンギラギンどころの　さわぎじゃないわ！
boss_kuri16_btl_after_04	…あら、いけない。\nコーフンして　わたくしが\nギラギラして　しまいましたわ。
boss_kuri16_btl_after_05	さあ、\nとりかえした　ロイヤルシールを\nアルバムに　もどしましょう。
boss_kuri16_btl_retry_hint_0	\x0e\0\0\x06\x02\0\x02\00見て　マリオ！\nガチガチが　ちょっと　ユルユルになった！\n\x0e\0\0\x08\x02\0\x04\0D0~0今が　チャンスじゃない？\x0e\0\x04\0ここで　\x0e\0\0\n\x04\0\x06\0D0c0M0一気に\n\x0e\0\0\x06\x02\0\x02\0u0吹き\x0e\0\0\x06\x02\0\x02\0h0飛ばすか、\x0e\0\0\x06\x02\0\x02\0M0切りきざむか\nしたいところだけど…
boss_kuri16_btl_retry_hint_1	…\x0e\0\0\x0c\x04\0\x08\0V0\x930m0\x930残念ながら　わたくし、\nそんな　パワフルな　シールを\n\x0e\0\0\x06\x02\0\x02\0\x820持ちあわせて　ないわ。\x0e\0\x04\0マリオ、\nあなたのシールで　なんとか　ならない？
stg2_1.msbt
6seardoor_miss_A_01	ねえ　マリオ、\nこの　ふたつの　\x0e\0\0\x06\x02\0\x02\0H0絵\nどっちも　キノコ　みたいだけど、\x0e\0\x04\0どうして　キノコだけ\nふたつ　あるのかしらね？
6seardoor_miss_A_02	どうして　キノコの\x0e\0\0\x06\x02\0\x02\0H0絵だけ\nふたつ　あるのかしらね？
6seardoor_miss_B_01	ねえねえ　マリオ、\nこの　ふたつの　キノコ、\nよーく　\x0e\0\0\x06\x02\0\x02\00見くらべてみて。\x0e\0\x04\0なんだか　\x0e\0\0\x08\x02\0\x04\0K0J0顔が\nびみょうに　ちがうように　\x0e\0\0\x06\x02\0\x02\00見えない？\nこっちは　ちょっと　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪そうな…？\x0e\0\x04\0\x0e\0\0\x06\x02\0\x02\0M0気のせいかしら？\nそれとも　\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪いキノコが\nいたりして。
6seardoor_miss_B_02	なんか　\x0e\0\0\x08\x02\0\x04\0K0J0顔が\nびみょうに　ちがうように　\x0e\0\0\x06\x02\0\x02\00見えない？\nこっちは　ちょっと　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪そうな…？\x0e\0\x04\0\x0e\0\0\x06\x02\0\x02\0M0気のせいかしら？\nそれとも　\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪いキノコが\nいたりして。
6seardoor_miss_C_01	すごく　\x0e\0\0\x08\x02\0\x04\0J0J0大きくて　\x0e\0\0\x08\x02\0\x04\0J0\x820重い…\nとびら　かしら。
kino_vs_kuri_w2_05	あれれー？\nマリオが　きたぞ！\x0e\0\x04\0この　キノピオを　たすけるってか？\nやさしいんだなー。\nそりゃ　\x0e\0\0\n\x04\0\x06\0k0\x930M0人気も　でるわ。\x0e\0\x04\0でもさー、こっちは\n５\x0e\0\0\x08\x02\0\x04\0~0D0枚　まとめて　かかっていくよ？\nむだな　\x0e\0\0\n\x02\0\x06\0_0_0K0戦いは　やめたほうが　いいぜ。\x0e\0\x04\0\x0e\0\0\x08\x02\0\x04\0D0~0今なら　\n２５コイン　で　みのがしてやるよ。\nどうだ？\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\0w\02\0_\00\08\0
kino_vs_kuri_w2_07	マリオが　また　きたぞ！\x0e\0\x04\0またまた\n２５コイン　で　みのがしてやるよ。\nどうだ？\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\0w\02\0_\00\08\0
kino_vs_kuri_w2_08	はらおう！\nたたかう！
kino_vs_kuri_w2_09	さっすが　\x0e\0\0\n\x04\0\x06\0k0\x930M0人気ものー！
kino_vs_kuri_w2_10	やったぜ　みんな！\nひとり　５コインだ！\nなにか　つめたいものでも　\x0e\0\0\x06\x02\0\x02\0n0飲もうぜー！
kino_vs_kuri_w2_11	\n{d}イェーイ！{/d}
kino_vs_kuri_w2_12	うわー　にげた！\n\x0e\0\0\n\x04\0\x06\0k0\x930M0人気もの　なのに　ダッセ～！
kino_vs_kuri_w2_13	コイン　\x0e\0\0\x06\x02\0\x02\0_0足りないじゃん！\nバカにしたな？\nあったまきた！\x0e\0\x04\0\n{d}やっちまえー！{/d}
kino_vs_kuri_w2_14	\n{d}おーー！{/d}
kino_vs_kuri_w2_15	さすが　なかなか\nいい　どきょう　してるじゃん！\x0e\0\x04\0\n{d}やっちまえー！{/d}
kino_vs_kuri_w2_16	オレたちを　ただの\n\x0e\0\0\x08\x02\0\x04\0o0m0羽のはえた　クリボーだと　\x0e\0\0\x08\x02\0\x04\0J0\x820思っただろ？\x0e\0\x04\0よし　みんな、\x0e\0\0\x06\x02\0\x02\00見せて　やろうぜ。\nオレたちの　ほんとうの　すがた！
kino_vs_kuri_w2_17	どうよ　コレ！\nただの　５\x0e\0\0\x08\x02\0\x04\0~0D0枚じゃ　ないんだぜ！
kino_vs_kuri_w2_18	やられちゃったじゃん！\nオレたち　ダッセー！
kino_vs_kuri_w2_19	たすかりました　マリオさん！\nまえにも　たすけて　いただいた\nキノピオです。\n
kino_vs_kuri_w2_20	ピラミッドや　スフィンクスに　あこがれて\nなんとか　ここまで　\x0e\0\0\x06\x02\0\x02\0M0来ましたが、\x0e\0\x04\0こんな　\x0e\0\0\n\x04\0\x06\0U0p0O0砂漠の　\x0e\0\0\x0c\x04\0\x08\0D0\x8a0P0a0入口で　からまれて\n\x0e\0\0\x08\x02\0\x04\0U0M0先に　\x0e\0\0\x08\x02\0\x04\0Y0Y0進めないようでは、\nわたしには　\x0e\0\0\x08\x04\0\x04\0\x800\x8a0無理かもしれません。\x0e\0\x04\0もしものときの　ためにと　\x0e\0\0\x06\x02\0\x02\0\x820持ってきた\nこれは　マリオさんに　さしあげます。
kino_vs_kuri_w2_22	そもそも　このあたりは\nへんな　\x0e\0\0\x0c\x04\0\x08\0J0\x930L0O0音楽が　うるさいし、\nくつに　\x0e\0\0\x08\x02\0\x04\0Y0j0砂が\x0e\0\0\x08\x02\0\x04\0o0D0入って　うっとうしいし、\x0e\0\x04\0\x0e\0\0\n\x04\0\x06\0U0p0O0砂漠は　わたしには　\x0e\0\0\x06\x02\0\x02\0B0合いません。\nもっと　\x0e\0\0\x08\x02\0\x04\0W0Z0静かなところで　\nゆっくりしたいと　\x0e\0\0\x08\x02\0\x04\0J0\x820思います。\x0e\0\x04\0さようなら　マリオさん。
kino_explore_saboten	この　サボテンは　シマじゃない…。\x0e\0\x04\0\x0e\0\0\x0c\x04\0\x08\0[0M0p0\x930石板の　ひみつが\n\x0e\0\0\x0c\x04\0\x08\0o0c0Q0\x930発見　できない…。
stg2_2.msbt
form_pata_01	…ターゲット……\n……ハッケン…
form_pata_02	コチラ　１ゴウキ。\nターゲット　ハッケン、ドウゾ。
form_pata_02_2	コチラ　２ゴウキ。\nターゲット　ツヨソウ、ドウゾ。
form_pata_02_3	コチラ　３ゴウキ。\nビビッテンジャ　ネーゾ、ドウゾ。
form_pata_02_4	\n{d}アターック！{/d}
form_pata_02_5	タダチニ　ターゲット　ヲ\nコウゲキ　セヨ、ドウゾ。
form_pata_02_6	オサキニ、ドウゾ。
form_pata_05	ターゲット　ニゲタ、ドウゾ。
form_pata_06	ターゲット　ビビッテル、ドウゾ！
form_pata_07	ターゲット　マタキタ、ドウゾ。
form_pata_08	\n{d}アターック！{/d}
form_pata_09	ヤラレチャッタ、ドウゾー！
kamk_battle_w2_16	せっかく　こんな\n\x0e\0\0\n\x04\0\x06\0Y0f0M0素敵なところで　\x0e\0\0\n\x02\0\x06\0_0_0K0戦うんです、\nもっと　\x0e\0\0\x06\x02\0\x02\0\x820盛り\x0e\0\0\x06\x02\0\x02\0B0上がって　いきましょう。
kamk_battle_w2_16_01	すべてのシールが　サンダルシールに！\x0e\x01\x01\0
kamk_battle_w2_17	ちょっと！\nなんてこと　してくれるの！
kamk_battle_w2_18	ククク…\nなんとも　\x0e\0\0\x08\x02\0\x04\0d0\x880強そうな　シールですね。\nああ　\x0e\0\0\x08\x02\0\x04\0J0]0怖ろしい。\x0e\0\x04\0\x0e\0\0\n\x02\0\x06\0\x8f0_0W0私、いよいよ　\x0e\0\0\n\x04\0\x06\0S0\x930i0今度は\n\x0e\0\0\x06\x02\0\x02\0~0負けちゃうかも　しれないですよ。\nカッカッカ！
kamk_battle_w2_19	では　もう\x0e\0\0\n\x04\0\x06\0D0a0i0一度　\x0e\0\0\x08\x02\0\x04\0~0D0参りましょう。
kamk_battle_w2_20_01	カメックが　\x0e\0\0\x08\x02\0\x04\0_0K0高く　ういたら\nサンダルじゃ　とどかないわ。\nというか　なんで　サンダルなのよ！\x0e\0\x04\0マリオ、\nなんとか　\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃に　たえるのよ！\nがんばって！
kamk_battle_w2_21	\x0e\0\0\n\x02\0\x06\0\x8f0_0W0私には　かなわないという\x0e\0\0\x08\x02\0\x04\0S0h0事が\nわかったでしょう？\nとっとと　お\x0e\0\0\x08\x02\0\x04\0K0H0帰り\x0e\0\0\x08\x02\0\x04\0O0`0下さい！
kamk_battle_w2_22	サンダルの　\x0e\0\0\n\x04\0\x06\0~0\{0F0魔法が　とけた。
kamk_battle_w2_24	\x0e\0\0\n\x02\0\x06\0\x8f0_0W0私に　かなわない\x0e\0\0\x08\x02\0\x04\0S0h0事が　わかったのに\nまた　やって\x0e\0\0\x06\x02\0\x02\0O0来るとは、\nよほど　やられるのが　お\x0e\0\0\x06\x02\0\x02\0Y0好きなんですね。\x0e\0\x04\0では、\n\x0e\0\0\x08\x02\0\x04\0n0^0望み\x0e\0\0\x08\x02\0\x04\0i0J0通りにして　さしあげましょう！
kamk_battle_w2_25	ククク…　さすが　マリオ\x0e\0\0\x08\x02\0\x04\0O0\x930君、\n\x0e\0\0\n\x02\0\x06\0\x8f0_0W0私の\x0e\0\0\n\x04\0\x06\0~0\{0F0魔法に　まどわされずに\n\x0e\0\0\n\x04\0\x06\0U0D0T0最後まで\x0e\0\0\n\x02\0\x06\0_0_0K0戦う　その\x0e\0\0\n\x04\0\x06\0\x860F0M0勇気、お\x0e\0\0\n\x04\0\x06\00T0h0見事ですね。\x0e\0\x04\0そして　そこの　ルーシーさんが、\nあなたに　シールの\x0e\0\0\n\x02\0\x06\0a0K0\x890力を　\x0e\0\0\x08\x02\0\x04\0B0_0与えていることも\nよく\x0e\0\0\x06\x02\0\x02\0\x8f0分かりました。\x0e\0\x04\0クックック…　\x0e\0\0\x0c\x04\0\x08\0J0\x820W0\x8d0面白くなってきましたね。\n\x0e\0\0\x08\x02\0\x04\0d0N0次の\x0e\0\0\x0c\x04\0\x08\0W0\x870F0v0勝負を　\x0e\0\0\x08\x02\0\x04\0_0n0楽しみにしていますよ。\nでは、またお\x0e\0\0\x06\x02\0\x02\0B0会いしましょう。
kamk_battle_w2_26	なに　あいつ、\n\x0e\0\0\x06\x02\0\x02\0W0知ったようなこと　\x0e\0\0\x06\x02\0\x02\0D0言ってたけど、\nシールの\x0e\0\0\n\x02\0\x06\0a0K0\x890力の　\x0e\0\0\x08\x02\0\x04\0j0k0何が\x0e\0\0\x06\x02\0\x02\0\x8f0分かるっていうの！\x0e\0\x04\0どうせ　ただの　\x0e\0\0\x06\x02\0\x02\0~0負け\x0e\0\0\x06\x02\0\x02\0J0惜しみよね、\nきっと。
kameck_bero_00	ほほう…　こんなに　\x0e\0\0\x08\x02\0\x04\0_0K0高くて\x0e\0\0\x08\x02\0\x04\0h0J0遠い\n\x0e\0\0\x08\x02\0\x04\0W0_0舌の\x0e\0\0\x08\x02\0\x04\0U0M0先まで　たどり\x0e\0\0\x06\x02\0\x02\0d0着くとは\nさすが　マリオ\x0e\0\0\x08\x02\0\x04\0O0\x930君、\x0e\0\0\x08\x04\0\x04\0Y0p0素晴らしい！
kameck_bero_01	なにを　\x0e\0\0\x08\x02\0\x04\0W0_0舌の\x0e\0\0\x08\x02\0\x04\0U0M0先で\n\x0e\0\0\x0c\x04\0\x08\0W0_0U0M0舌先だけの　ほめ\x0e\0\0\n\x04\0\x06\0S0h0p0言葉　\x0e\0\0\x06\x02\0\x02\0D0言ってるのよ！\x0e\0\x04\0どうせ　また\nよからぬ　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪だくみを　しに\nここへ　\x0e\0\0\x06\x02\0\x02\0M0来たんでしょ？
kameck_bero_02	いやはや　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪だくみとは\nずいぶんな　\x0e\0\0\x06\x02\0\x02\0D0言われようですね。\x0e\0\x04\0\x0e\0\0\x0c\x04\0\x08\0\x8f0\x8c0\x8f0\x8c0我々から\x0e\0\0\x06\x02\0\x02\00見れば　あなたたちこそ\nこちらの\x0e\0\0\n\x04\0\x06\0X0\x830~0邪魔をする　\x0e\0\0\x0c\x04\0\x08\0\x8f0\x8b0\x820n0悪者ですよ。\x0e\0\x04\0…ところで　あなた、\nルーシーさん？でしたっけ。\x0e\0\x04\0その　キラキラを　\x0e\0\0\x06\x02\0\x02\00見るに、\nもしや　シール\x0e\0\0\x08\x02\0\x04\0|0W0星から　\x0e\0\0\x06\x02\0\x02\0M0来たのでは？\x0e\0\x04\0クックック…\nそうか、なるほど　\x0e\0\0\x0c\x04\0\x08\0J0\x820W0\x8d0面白い。\x0e\0\x04\0さあ　それでは\nその\x0e\0\0\x08\x02\0\x04\0F0Y0薄っペラな　マリオ\x0e\0\0\x08\x02\0\x04\0O0\x930君と　\x0e\0\0\x0c\x04\0\x08\0D0c0W0\x870一緒に\nここで　ペラペラに　\x0e\0\0\x06\x02\0\x02\0a0散ってください！
stg2_3.msbt
stg2_4.msbt
oasis_secret_info	{d}カラカラサバクノ　ナガレルスナノ　ヤマ{/d}\n{d}フタツノ　シマシマ　サボテンノ{/d}\n{d}ハザマニ　トビコミ　ユウキヲ　シメセ{/d}
oasis_secret_info_before_01	{d}………ラ…バ……　…ガレ…ス……　…マ{/d}\n{d}フ…ツ…　…マシ…　サ……ン…{/d}\n{d}…ザマ…　トビ……　ユ…キ…　…メセ{/d}
oasis_secret_info_before_01_2	{d}…ラカ…サ…ク…　ナ……ル…ナ…　ヤ…{/d}\n{d}…タ…ノ　シ……マ　…ボ………{/d}\n{d}ハ…マ…　……コミ　…ウ……　シ……{/d}
oasis_secret_info_before_02	\x0e\0\0\x06\x02\0\x02\0\x810目に　\x0e\0\0\x08\x02\0\x04\0Y0j0砂が\x0e\0\0\x08\x02\0\x04\0o0D0入って　よく\x0e\0\0\x06\x02\0\x02\0\x880読めない
oasis_kino_01	マ、マリオさん…\nきいて　くれますか…。\x0e\0\x04\0ここは　かつて\nオアシスと　よばれて　いたところ…\x0e\0\x04\0\x0e\0\0\x08\x02\0\x04\00Z0水がわき…　\x0e\0\0\n\x04\0\x06\0O0U0M0草木が\x0e\0\0\x06\x02\0\x02\0o0生え…\nつかれをいやし、\x0e\0\0\x08\x02\0\x04\0\x840Y0安らぎをあたえて\nくれる\x0e\0\0\n\x04\0\x06\0p0W0\x870場所でした…。\x0e\0\x04\0それが\x0e\0\0\x08\x02\0\x04\0D0~0今は　\x0e\0\0\x06\x02\0\x02\00見るかげも　ありません。\n\x0e\0\0\x08\x02\0\x04\00Z0水はかれ…　\x0e\0\0\n\x04\0\x06\0O0U0M0草木もかれ…\nこれも　クッパの　せいなのですか…。\x0e\0\x04\0ああ…　かつての　ゆたかなオアシス…\n\x0e\0\0\x08\x02\0\x04\00Z0水ガメも　ちゃぷちゃぷ　まんタンだった\nあのころを　かえして…。
oasis_kino_01_2	\x0e\0\0\x08\x02\0\x04\00Z0水はかれ…　\x0e\0\0\n\x04\0\x06\0O0U0M0草木もかれ…\nこれも　クッパの　せいなのですか…。\x0e\0\x04\0ああ…　かつての　ゆたかなオアシス…\n\x0e\0\0\x08\x02\0\x04\00Z0水ガメも　ちゃぷちゃぷ　まんタンだった\nあのころを　かえして…。
oasis_kino_02	\nあっ、どうもー。\n\x0e\0\x04\0オアシスを　もとに　もどしてくれて\nありがとうございまーす。\x0e\0\x04\0やっぱり　さばくには　\x0e\0\0\x08\x02\0\x04\00Z0水ですよねー。\nひさしぶりに　いやされてまーす。\x0e\0\x04\0あっ、いそいで　きがえたんで\nそのへん　ちらかってますが、\nゆっくりしていって　くださいねー。
oasis_kino_03	あれー、どうしました？\nいやされてませんかー。\x0e\0\x04\0いそいで　きがえたんで\nそのへん　ちらかってますが、\nゆっくりしていって　くださいねー。
oasis_kino_04	タンスの　\x0e\0\0\x0e\x04\0\n\0_0K0\x890p0S0宝箱ですよねー？\nいやされましたか？\nいーですよ、あげちゃいますよー。\x0e\0\x04\0\x0e\0\0\x0e\x04\0\n\0Y0j0B0\x890W0砂嵐で　\x0e\0\0\x06\x02\0\x02\0h0飛ばされてきたのを\nひろったんですけど\nなんだか　よく　わからないしー。\x0e\0\x04\0わたしは　もう　いやされてるから\nいいんでーす。\nありがとうございまーす。
oasis_kino_05	いやされてまーす。\nありがとうございまーす。
oasis_doorlocking	あら、\x0e\0\0\x06\x02\0\x02\0W0閉まってる。
oasis_explore_kino_0	かくされた　オアシスの　\x0e\0\0\x06\x02\0\x02\0D0言い\x0e\0\0\x08\x02\0\x04\0d0_0伝えは、\nはたして　\x0e\0\0\x0c\x04\0\x08\0W0\x930X0d0真実　なのだろうか。\x0e\0\x04\0それにしても　すごい　すなあらしだ。\nこれも　あの　たつまきの\nえいきょう　なのだろうか。
oasis_explore_kino_1	オアシスの　\x0e\0\0\x0c\x04\0\x08\0o0c0Q0\x930発見は\nマリオさんに　\x0e\0\0\x08\x02\0\x04\0U0M0先をこされて　しまった。\x0e\0\x04\0しかし　わたしは　\x0e\0\0\x08\x02\0\x04\0D0~0今、\nあらたに　この　\x0e\0\0\x0c\x04\0\x08\0[0M0p0\x930石板の　かいどくに\nせいこうした。\x0e\0\x04\0こんどこそ　わたしが　\x0e\0\0\x08\x02\0\x04\0U0M0先に\nひみつを　\x0e\0\0\x0c\x04\0\x08\0o0c0Q0\x930発見するのです！
stg2_5.msbt
tower_appear_before	とても　\x0e\0\0\x08\x02\0\x04\0J0J0大きな　はがされた　あとね。\nここに　\x0e\0\0\x06\x02\0\x02\0B0合うくらい　\x0e\0\0\x08\x02\0\x04\0J0J0大きな　ピースが\nどこかに　あるって　ことなのかしら。
tower_appear_after	すごい！\nここには　こんな　りっぱな\n\x0e\0\0\x08\x02\0\x04\0h0F0塔が　\x0e\0\0\x06\x02\0\x02\0_0建っていたのね！\x0e\0\x04\0それが　はがされて　しまうなんて…。\nロイヤルシールの　\x0e\0\0\x08\x02\0\x04\0d0\x880強い\x0e\0\0\n\x02\0\x06\0a0K0\x890力を\n\x0e\0\0\n\x04\0\x06\0\x8a0\x880F0利用しているに　ちがいないわ。\x0e\0\x04\0さあ　マリオ、\nじゅんびは　よろしくて？\nこの\x0e\0\0\x08\x02\0\x04\0h0F0塔の\x0e\0\0\x08\x02\0\x04\0j0K0中に　\x0e\0\0\n\x04\0\x06\0r00d0秘密があるはずよ。
boss_sanbo_appear_01	あっ　あれ！\nロイヤルシール　じゃない！？
boss_sanbo_appear_02	\n{d}{s[075]}ギギギ…{s[100]}{/d}
boss_sanbo_appear_03	ギギギギギ…\n
boss_sanbo_appear_04	\x0e\x04\x03\x04\0\0\0\0\n{d}{s[200]}ギラギラーっ！{s[100]}{/d}\x0f\x04\x03
boss_sanbo_appear_05	ギギギ…！　ギラ！　ギラ！
boss_sanbo_appear_06	\x0e\x04\x03\x04\0\0\0\0\n{d}{s[200]}ギラーーーっ！{s[100]}{/d}\x0f\x04\x03
boss_sanbo_after_01	\n{d}ギ…　ギラギ…　ラ？{/d}
boss_sanbo_after_02	ロイヤルシールは　サンボすら\nあんな　すがたに　\x0e\0\0\x06\x02\0\x02\0K0変えてしまうのね。\nすごい\x0e\0\0\n\x02\0\x06\0a0K0\x890力だわ。\x0e\0\x04\0さあ　\x0e\0\0\x08\x02\0\x04\0o0\x840早く、\nその　ロイヤルシールを　\x0e\0\0\x06\x02\0\x02\0h0取りましょう。\n
boss_sanbo_retry_hint_0	あー！\n\x0e\0\0\n\x02\0\x06\0K0\x890`0体も　\x0e\0\0\x0e\x04\0\n\0_0D0\x8a0\x870O0体力も　たくさんあって\nこのままじゃ　ラチが　あかないわ！
boss_sanbo_retry_hint_1	ねえ、\x0e\0\0\x0c\x04\0\x08\0D0c0q0d0一発　カキーンと\nカッ\x0e\0\0\x06\x02\0\x02\0h0飛ばしちゃうような　シール\n\x0e\0\0\x06\x02\0\x02\0\x820持ってないの！？
stg3_1.msbt
hana_wakeup_09	クッパの\x0e\0\0\n\x04\0\x06\0D0a00一味が　いるのなら\nロイヤルシールも　この\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森に\nあるかもしれないわね\x0e\0\x04\0この\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森には　くわしい　みたいだから\nハナチャンちゃんに　いろいろ　\nおしえてもらいましょう。
hana_wakeup_10	ママママリオ！\nいまの　\x0e\0\0\x06\x02\0\x02\00見たわね！？\nハナチャンちゃんが　きえたわよ！
hana_wakeup_10_2	あら　\x0e\0\0\n\x04\0\x06\0D0L0D0意外と　\x0e\0\0\x0c\x04\0\x08\0\x8c0D0[0D0冷静ね。\x0e\0\x04\0\x0e\x04\x02\0でも　もしかしたら、\nあまりに　\x0e\0\0\x08\x02\0\x04\0_0n0楽しくなっちゃって\nかけ\x0e\0\0\x08\x02\0\x04\0B0W0足で　\x0e\0\0\x08\x02\0\x04\0U0M0先に\x0e\0\0\x08\x02\0\x04\0K0H0帰ったのかもね。\x0e\0\x04\0\x0e\x04\x02\0ハナチャンちゃんの\x0e\0\0\x08\x02\0\x04\0D0H0家が　どこなのか\nよく　わからないけど、\n\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森に\x0e\0\0\x06\x02\0\x02\0Y0住んでるのは　まちがいないし…\x0e\0\x04\0ハイ、\x0e\0\0\x08\x02\0\x04\0U0M0先に　\x0e\0\0\x08\x02\0\x04\0Y0Y0進みましょ！
hana_saraware	はーい　こっちです！\x0e\0\x04\0\x0e\x04\x02\0ハナチャン　いつも　ひとりだから\nおともだちが　おうちに　あそびに\nきてくれて　うれしいです！\x0e\0\x04\0そうそう、ここから　さきは\nどくの　せいで　ひるでも　くらいから、\nあしもとに　きをつけてね。\x0e\0\x04\0\x0e\x04\x02\0おうちに　ついたら　いっしょに\nハナチャンの　えにっきを　みて\nおもいでばなしを　きいてほしいな。\x0e\x01\x01\0
hana_saraware_01	\x0e\x04\x03\x04\0\0\0\0\n　{s[150]}ハナチャン\x0e\x04\x04\x04\x05\0\0\0ちゃーん！？{s[100]}\x0f\x04\x03
boome_bro_21	　　　　　　ブーメラン！\x0e\x04\x01\0\x0e\x04\x02\0\n　　　　　　　ブロス！
boome_bro_21_2	ふたりあわせて　ブーメランブロス！
boome_bro_21_3	ふたりがかりで　ひきょうとか　いうな。\x0e\0\x04\0おれたちだって　ひっしなんだよ！
boome_bro_22	きっと　おまえは　もどってくるだろう！\x0e\0\x04\0そう、ブーメランのように！
boome_bro_23	やはり　おまえは　もどってきたな！\x0e\0\x04\0そう、ブーメランのように！
boome_bro_24	ふたりあわせて　ブーメランブロス！\x0e\0\x04\0やられるときも　ふたりがかり！\n
hana_mezame_00	わーーい\nおはようございます！\nきもちのいい　あさですね。\x0e\0\x04\0いっぱい　ねたので\nハナチャン　きぶん　スッキリ。\nきょうは　いいこと　ありそうです。
hana_mezame_01	あら　あなた、\nハナチャンって　いうのね。\nでも　\x0e\0\0\x06\x02\0\x02\0m0寝るなら　お\x0e\0\0\x08\x02\0\x04\0F0a0家で\x0e\0\0\x06\x02\0\x02\0m0寝たら？
hana_mezame_02	あれ、ほんとうだ。\nハナチャン　どうして　こんなところで\nねてたんだろう？\x0e\0\x04\0…そうだ、\nひさしぶりに　はっぱを　おなかいっぱい\nたべたら　ねむくなっちゃったんだ。
hana_mezame_03	じつは　さいきん　このもりが\nどく　だらけに　なっちゃって…\x0e\0\x04\0ハナチャンの　だいすきな\nおいしい　はっぱも\nどく　だらけで　たべられません…。\x0e\0\x04\0それで、もりの　いりぐちまで\nきれいな　はっぱを　さがしにきたんです。
hana_mezame_04	\x0e\0\0\x08\x02\0\x04\0i0O0毒だらけ　ですって！？\nまたこれも　クッパのしわざかしら？\n\x0e\0\0\x08\x02\0\x04\0o0\x840早く　なんとかしないと！
hana_mezame_05	えっ、なんとかしてくれるの！？\nハナチャン　たべざかりだから\nどくが　なくなると　うれしいです！\x0e\0\x04\0では　ハナチャンの　おうちに\nごあんないします。\nいっしょに　そうだんしましょう。
hana_mezame_06	しゅっぱーつ！
hana_neteru_00	あら　なに　この\x0e\0\0\x06\x02\0\x02\0S0子？\nこんなところで　\x0e\0\0\x06\x02\0\x02\0m0寝てたら\n\x0e\0\0\x08\x02\0\x04\0h0J0通れないじゃないの。
hana_neteru_01	ねえ　あなた、\nそこを　どいて　くださらない？
hana_neteru_02	\n{d}い～かげんに…{/d}
hana_neteru_03	\x0e\x04\x03\x04\0\0\0\0\n{d}{s[200]}おきなさ～い！！{s[100]}{/d}\x0f\x04\x03
hana_neteru_04	うーん、この\x0e\0\0\x06\x02\0\x02\0S0子　\x0e\0\0\x06\x02\0\x02\0f0手ごわいわね。\nわたくしの　か\x0e\0\0\x08\x02\0\x04\0|0]0細い\x0e\0\0\x08\x02\0\x04\0S0H0声では\n\x0e\0\0\x0c\x04\0\x08\0\\0\x930\\0\x930全然　\x0e\0\0\x06\x02\0\x02\0M0効かないみたい。
