BestScore\BestScore.msbt
BestScore_Title	最高得分
StaffCredit_0145	Elena Nardo
StaffCredit_0146	Michael Ecke
StaffCredit_0147	Pierre Gauthier
StaffCredit_0148	Ireneusz Radko
StaffCredit_0149	Marine Vallee
StaffCredit_0150	Sergejs Adamovs
StaffCredit_0151	Anna Epifanova
StaffCredit_0152	French Translation & Editing
StaffCredit_0153	Laura Deruyver
StaffCredit_0154	Marine Vallee
StaffCredit_0155	Arthur Blondel
StaffCredit_0156	Aymeric Forgit
StaffCredit_0157	German Translation & Editing
StaffCredit_0158	Tabea Giez
StaffCredit_0159	Ireneusz Radko
StaffCredit_0160	Juliana Niederwanger
StaffCredit_0161	Kathleen Kalms
StaffCredit_0162	Italian Translation & Editing
StaffCredit_0163	Lisa Elli
StaffCredit_0164	Fabio Giusti
StaffCredit_0165	Alice Troiani
StaffCredit_0166	Altan Couvert
StaffCredit_0167	Spanish Translation & Editing
StaffCredit_0168	Carolina del Carmen Santana Monedero
StaffCredit_0169	Mariona Pera i de Miguel
StaffCredit_0170	Alex Fortes
StaffCredit_0171	Diana Vázquez Saiz
StaffCredit_0172	Diego Luque de la Campa
StaffCredit_0173	Korean Translation & Editing
StaffCredit_0174	Mihwa Choi
StaffCredit_0175	Jieun Byun
StaffCredit_0176	Youngjun Park
StaffCredit_0177	Dongun Pak
StaffCredit_0178	Jooyeon Han
StaffCredit_0179	Byunghun Bae
StaffCredit_0180	Yoojin Kwon
StaffCredit_0181	Chinese Localization
StaffCredit_0182	Adrian Wildandyawan
StaffCredit_0183	Ryotaro Ukai
StaffCredit_0184	Yoshiko Aota
StaffCredit_0185	Mitsuyo Matsunaga
StaffCredit_0186	Chinese Translation & Editing
StaffCredit_0187	Qing Yun
StaffCredit_0188	Huiying Tsai
StaffCredit_0189	Endai Liao
StaffCredit_0190	Yuying Feng
StaffCredit_0191	Yungwen Yuan
StaffCredit_0192	Yuting Huang
StaffCredit_0193	Yuwen Wang
StaffCredit_0194	Waihong Kong
StaffCredit_0195	Localization Support
StaffCredit_0196	Lauren Ammerman
StaffCredit_0197	Peter Bohan
StaffCredit_0198	Owen Cooney
StaffCredit_0199	Nicole Davis
StaffCredit_0200	Noriko Kaji
StaffCredit_0201	Emily Minakata
StaffCredit_0202	Jennifer Rose
StaffCredit_0203	Héðinn Haraldsson
StaffCredit_0204	Masashi Goto
StaffCredit_0205	Keisuke Fukushima
StaffCredit_0206	Soonil Kim
StaffCredit_0207	Dongyeon Kim
StaffCredit_0208	Kyoungim Na
StaffCredit_0209	Yunjin Park
StaffCredit_0210	Takaaki Ueno
StaffCredit_0211	Misa Matsumoto
StaffCredit_0212	Ming Xu
StaffCredit_0213	Localization Quality Assurance
StaffCredit_0214	Zaher Khan
StaffCredit_0215	Ivan Samoilov
StaffCredit_0216	Makiko Szolas
StaffCredit_0217	Karen Yuen
StaffCredit_0218	Laurence Uhlen
StaffCredit_0219	Jeewan Chun
StaffCredit_0220	DIGITAL HEARTS Seoul Co., Ltd.
StaffCredit_0221	Tinghui Xia
StaffCredit_0222	Jiong Zhang
StaffCredit_0223	Chen Weiming
StaffCredit_0224	Digital Hearts Linguitronics Taiwan Co., Ltd.
StaffCredit_0225	DIGITAL HEARTS (Shanghai) Co., Ltd.
StaffCredit_0226	Brisa Antonela Kos
StaffCredit_0227	Fátima Iglesias Ares
StaffCredit_0228	Fernanda Ohana
StaffCredit_0229	Jean-Christophe De Sousa Fernandes
StaffCredit_0230	Muhammad Ansir Arshad
StaffCredit_0231	Testing
StaffCredit_0232	Nobuya Sasaki
StaffCredit_0233	Akiko Ohashi 
StaffCredit_0234	Erika Nakao 
StaffCredit_0235	Miharu Ida 
StaffCredit_0236	Yuta Yamazaki
StaffCredit_0237	Tomohiro Arai 
StaffCredit_0238	Mario Club Co., Ltd.
StaffCredit_0239	Pole To Win, Inc.
StaffCredit_0240	Tori Arvisais
StaffCredit_0241	Takashi Baker
StaffCredit_0242	Q Dequina
StaffCredit_0243	James Dillon
StaffCredit_0244	Kathy Huguenard
StaffCredit_0245	Daijiro Imoto
StaffCredit_0246	Tomo Ishiyama
StaffCredit_0247	Andy Kolden
StaffCredit_0248	Chris Kuehnberger
StaffCredit_0249	Tomoko Mikami
StaffCredit_0250	Motoki Nakajima
StaffCredit_0251	Sean Roberts
StaffCredit_0252	Michael Sahlin
StaffCredit_0253	Josh Yagi-Stanton
StaffCredit_0254	Daisuke Nagatani
StaffCredit_0255	Takahito Kusutani
StaffCredit_0256	Product Management
StaffCredit_0257	Toyokazu Nonaka
StaffCredit_0258	Song-dong Kim
StaffCredit_0259	Manabu Miyoshi
StaffCredit_0260	Yuichi Ueda
StaffCredit_0261	Atsushi Numata
StaffCredit_0262	Very Special Thanks
StaffCredit_0263	GAME FREAK inc.
StaffCredit_0264	Special Thanks
StaffCredit_0265	Shoichi Obora
StaffCredit_0266	Chihiro Hirose
StaffCredit_0267	Yoriomi Uego
StaffCredit_0268	Sahoko Morotsuki 
StaffCredit_0269	Hirotaka Hayakawa
StaffCredit_0270	Kensuke Arai
StaffCredit_0271	Yohei Matori
StaffCredit_0272	Nao Tajima
StaffCredit_0273	Shangteng Li 
StaffCredit_0274	Kazunori Sugiura
StaffCredit_0275	Youhei Yamamoto
StaffCredit_0276	Shu Amagiri
StaffCredit_0277	Yuto Yukimura
StaffCredit_0278	Rui Kawaguchi
StaffCredit_0279	Yuki Tabuchi
StaffCredit_0280	Shungo Aasano
StaffCredit_0281	Shoko Kataoka
StaffCredit_0282	Yohei Miyachi
StaffCredit_0283	Yosuke Okinishi
StaffCredit_0284	Satomi Mori
StaffCredit_0285	Kenta Nakajima
StaffCredit_0286	Tadayuki Sakamoto
StaffCredit_0287	Yuka Nakamura
StaffCredit_0288	Aya Nagahata
StaffCredit_0289	Yoko Ikeda
StaffCredit_0290	Kei Katori
StaffCredit_0291	Masatoshi Miyaura
StaffCredit_0292	Yuta Ito
StaffCredit_0293	Hiroki Yoshida
StaffCredit_0294	Yui Nagasawa
StaffCredit_0295	Mayumi Yamada
StaffCredit_0296	Satoshi Mikami
StaffCredit_0297	Kenji Okubo
StaffCredit_0298	Gaku Susai
StaffCredit_0299	Taito Okiura
StaffCredit_0300	Amy Ganster
StaffCredit_0301	Andy Gose
StaffCredit_0302	Andy Hartpence
StaffCredit_0303	Daniel Benkwitt
StaffCredit_0304	David Cheung
StaffCredit_0305	David Numrich
StaffCredit_0306	Heather Dalgleish
StaffCredit_0307	Kaoru Otawara
StaffCredit_0308	Peter Murphy
StaffCredit_0309	Phaedra Long
StaffCredit_0310	Phil Rynda
StaffCredit_0311	Richie Enticknap
StaffCredit_0312	Yasuhiro Usui
StaffCredit_0313	Alison Chyan
StaffCredit_0314	Steve Lee
StaffCredit_0315	Reina Nagai
StaffCredit_0316	Peter Fisk
StaffCredit_0317	Yuka Sanada
StaffCredit_0318	Yuki Okada
StaffCredit_0319	Noriko Nakagawa
StaffCredit_0320	Mike Bales
StaffCredit_0321	Thomas Candland
StaffCredit_0322	Nick Mahan
StaffCredit_0323	Fahreen Merali
StaffCredit_0324	Jaiboem Lim
StaffCredit_0325	Jihye Lee
StaffCredit_0326	The Pokémon Company
StaffCredit_0327	The Pokémon Company International
StaffCredit_0328	Pokémon Korea, Inc.
StaffCredit_0329	The Pokémon Works
StaffCredit_0330	Wonderfy Inc.
StaffCredit_0331	h.a.n.d., Inc.
StaffCredit_0332	Side
StaffCredit_0333	Educational Advisor
StaffCredit_0334	Kei Kawashima
StaffCredit_0335	Coordinators
StaffCredit_0336	Tomoki Fukushima
StaffCredit_0337	Masahiro Shiotani
StaffCredit_0338	Yuta Ogawa
StaffCredit_0339	Producers
StaffCredit_0340	Akira Kinashi
StaffCredit_0341	Shinya Saito
StaffCredit_0342	Takanori Sowa
StaffCredit_0343	Ryosuke Hanawa
StaffCredit_0344	Yosuke Oshino
StaffCredit_0345	General Producers
StaffCredit_0346	Shinya Takahashi
StaffCredit_0347	Takato Utsunomiya
StaffCredit_0348	Executive Producers
StaffCredit_0349	Shuntaro Furukawa
StaffCredit_0350	Tsunekazu Ishihara
Reference\Account.msbt
AppleAccount	Apple账号
GoogleAccount	Google账号
Reference\Area.msbt
Area_001	非洲
Area_002	北美洲
Area_003	南美洲
Area_004	大洋洲
Area_005	欧洲
Area_006	中东
Area_007	日本
Area_008	韩国
Area_009	台湾
Area_010	其他亚太地区
Reference\ContentName.msbt
ContentName_01	一笔连连皮卡丘
ContentName_02	勾魂眼弯弯采矿车
ContentName_03	花椰猴伙伴咖啡馆
ContentName_04	幕下力士猛推岩
ContentName_05	宝可梦转呀转
ContentName_06	火斑喵大冒险
ContentName_07	寻找呱呱泡蛙！
ContentName_08	狙射树枭留一球
ContentName_09	甲贺忍蛙飞水手里剑
ContentName_10	莲叶童子乘乘乐
ContentName_11	海豹球滚啊滚
ContentName_12	南瓜精探照灯
ContentName_13	碎岩巧锻匠
ContentName_14	莫鲁贝可翻翻面
ContentName_15	展翅飞翔
ContentName_16	各就各位！排排宝可梦
ContentName_17	宝可梦多多少？
ContentName_18	图图犬分色画
ContentName_19	属性圆牌放回去
ContentName_20	秘密石板
ContentName_21	耿鬼睡香香
ContentName_22	找出正方形
ContentName_23	钥圈儿爱开门
ContentName_24	盒子藏几盒？
ContentName_25	冲泥巴大作战
ContentName_26	光照樱花儿
ContentName_27	太阳伊布颠倒漫步
ContentName_28	高速旋转！眼力大考验
ContentName_29	来电汪跑第一
ContentName_30	螺钉地鼠挖蘑菇
ContentName_31	电音婴来收拾
ContentName_32	泡沫栗鼠大扫除
ContentName_33	滚滚盖图章
ContentName_34	索财灵数硬币
ContentName_35	敲砖！爬梯！火暴猴
ContentName_36	波加曼溜溜冰
ContentName_38	多边兽研究所
ContentName_39	方方正正刚刚好
ContentName_40	杰尼龟来浇水
ContentName_41	毛辫羊想回家
ContentName_42	红灯蓝灯排队亮！
ContentName_43	一对鼠凑一对！
ContentName_44	带路吧！自爆磁怪
ContentName_45	找出三角形
ContentName_46	宝可梦连一连
ContentName_47	炎兔儿跳跳迷宫
ContentName_48	狙射树枭一球也不留
ContentName_49	方块穿墙秀
ContentName_50	火球鼠亮谜底
ContentName_51	堵堵地鼠洞
Reference\Date.msbt
Month_01	1月
Month_02	2月
Month_03	3月
Month_04	4月
Month_05	5月
Month_06	6月
Month_07	7月
Month_08	8月
Month_09	9月
Month_10	10月
Month_11	11月
Month_12	12月
Week_01	日
Week_02	一
Week_03	二
Week_04	三
Week_05	四
Week_06	五
Week_07	六
Reference\DLCName.msbt
DLC_Name_01	欢乐畅玩包
DLC_Name_02	多多讲究包1
DLC_Name_03	多多讲究包2
DLC_Name_04	综合包
DLC_Name_05	多多讲究包1＆2套装
DLC	下载内容
Reference\FurnitureName.msbt
Furniture_0001	普通架子
Furniture_0002	普通篮子
Furniture_0101	皮卡丘床铺
Furniture_0102	皮卡丘沙发
Furniture_0103	皮卡丘椅子
Furniture_0104	花朵椅子
Furniture_0105	小汽车软垫
Furniture_0106	蕉香果船软垫
Furniture_0107	积木椅子
Furniture_0108	精灵球架子
Furniture_0109	草丛架子
Furniture_0110	方形架子
Furniture_0201	波加曼椅子
Furniture_0202	阿罗拉六尾沙发
Furniture_0203	鲤鱼王蹦床
Furniture_0204	黏美龙滑梯
Furniture_0205	蚊香蝌蚪架子
Furniture_0206	正电拍拍＆负电拍拍架子
Furniture_0301	星星装饰充气泳池
Furniture_0302	贝壳漂浮垫
Furniture_0303	圆点小船
Furniture_0304	汽水芭菲椅子
Furniture_0305	云朵架子
Furniture_0306	泡泡架子
Furniture_0401	蘑菇椅子
Furniture_0402	树桩椅子
Furniture_0403	叶子床铺
Furniture_0404	橡果沙发
Furniture_0405	细枝巢架子
Furniture_0406	蘑菇架子
Furniture_0501	彩虹沙发
Furniture_0502	小池塘
Furniture_0503	喷泉椅子
Furniture_0601	月亮沙发
Furniture_0602	星球椅子
Furniture_0603	星空床铺
Furniture_0604	太空船造型垫
Furniture_0605	流星架子
Furniture_0606	火箭架子
Furniture_0701	甜塔软垫
Furniture_0702	玻璃盘床铺
Furniture_0703	马卡龙椅子
Furniture_0704	饼干沙发
Furniture_0705	花束架子
Furniture_0706	蝴蝶结架子
Furniture_0801	身高尺
Furniture_0802	宝石盒椅子
Furniture_0803	礼物盒椅子
Reference\Itodama.msbt
Itodama	线团
Itodama_Small	小线团
Itodama_Big	稍好的线团
Itodama_Normal	无色线团
Itodama_Normal_Big	稍好的无色线团
Itodama_Flame	火焰线团
Itodama_Flame_Big	稍好的火焰线团
Itodama_Water	湿润线团
Itodama_Water_Big	稍好的湿润线团
Itodama_Grass	绿意线团
Itodama_Grass_Big	稍好的绿意线团
Itodama_Electricity	电电线团
Itodama_Electricity_Big	稍好的电电线团
Itodama_Ice	冰冻线团
Itodama_Ice_Big	稍好的冰冻线团
Itodama_Danger	危险线团
Itodama_Danger_Big	稍好的危险线团
Itodama_Hard	坚硬线团
Itodama_Hard_Big	稍好的坚硬线团
Itodama_Wonder	神奇线团
Itodama_Wonder_Big	稍好的神奇线团
Itodama_Dragon	龙之线团
Itodama_Dragon_Big	稍好的龙之线团
Itodama_Feather	羽毛线团
Itodama_Feather_Big	稍好的羽毛线团
Reference\Language.msbt
Language_Japanese	日本語
Language_English	English
Language_French	Français
Language_Italian	Italiano
Language_German	Deutsch
Language_Spanish	Español
Language_Korean	한국어
Language_TraditionalChinese	繁體中文
Language_SimplifiedChinese	简体中文
Reference\Mode.msbt
Title_Name	Pokémon Friends
Mode_NuiRoom	布偶房
Mode_Mission	友谊任务
Mode_Disentangle	解解看
Mode_Make	制作
Mode_Catalog	目录
Mode_Calender	日历
Mode_BestScore	最高得分
Mode_DLC	商店
Nui	布偶
Machine	布偶机
Furniture	家具
Wallpaper	壁纸
Stamp	图章
LivelyPoint	友谊点数
LivelyRank	友谊等级
Town	思巧镇
Mode_Option	选项
Home	主画面
Terms _of_Use	用户协议
PrivacyNotice	隐私权政策
Terms_Policy	用户协议 / 隐私权政策
PlushRoom_Nui	放布偶
PlushRoom_Furniture	摆家具
PlushRoom_TidyUp	收拾
PlushRoom_UndoLittle	回到稍前
PlushRoom_HiddenUI	隐藏按键
PlushRoom_ChangeRoom	换房间
PlushRoom_ChangeWallpaper	换壁纸
Request	愿望
Contents	题目
Reference\NuiPokemonName.msbt
OgerponMidoriNoMen	厄诡椪（碧草面具）
Eievui	伊布
Wooluu	毛辫羊
Metamon	百变怪
Kuwassu	润水鸭
Koduck	可达鸭
Zenigame	杰尼龟
Messon	泪眼蜥
Pamo	布拨
Pikachu	皮卡丘
Prasle	正电拍拍
Minun	负电拍拍
Sarunori	敲音猴
Nyahoja	新叶喵
Fushigidane	妙蛙种子
Watacco	毽子棉
Hitokage	小火龙
Hibanny	炎兔儿
Hogator	呆火鳄
Lizardon	喷火龙
Rayquaza	烈空坐
Zeraora	捷拉奥拉
Mimirol	卷卷耳
Mimilop	长耳兔
Kabigon	卡比兽
Eneco	向尾喵
Yadon	呆呆兽
Namakobushi	拳海参
Showers	水伊布
Ashimari	球球海狮
Wanpachi	来电汪
Raichu	雷丘
Parmot	巴布土拨
Thunders	雷伊布
Leafia	叶伊布
Mokuroh	木木枭
Churine	百合根娃娃
Junaiper	狙射树枭
Booster	火伊布
Nyabby	火斑喵
Gardie	卡蒂狗
Windie	风速狗
Yukihami	雪吞虫
Vanipeti	迷你冰
Tamazarashi	海豹球
Arukujira	走鲸
Lucario	路卡利欧
Yogiras	幼基拉斯
Metagross	巨金怪
HisuiGardie	卡蒂狗（洗翠的样子）
HisuiWindie	风速狗（洗翠的样子）
Pochiena	土狼犬
Dooh	土王
Zorua	索罗亚
Gangar	耿鬼
Eleson	电音婴
Mimikkyu	谜拟丘
Mawhip	霜奶仙
Pupimocchi	狗仔包
HisuiZorua	索罗亚（洗翠的样子）
Sirnight	沙奈朵
Numelgon	黏美龙
SyaritatsuNobitaSugata	米立龙（平挺姿势）
SyaritatsuTaretaSugata	米立龙（下垂姿势）
SyaritatsuSottaSugata	米立龙（上弓姿势）
Gaburias	烈咬陆鲨
Mukkuru	姆克儿
Poppo	波波
Tyltto	青绵鸟
Kokogara	稚山雀
ShayminLandForme	谢米（陆上形态）
Jirachi	基拉祈
Mew	梦幻
Ootachi	大尾立
Chillarmy	泡沫栗鼠
Bippa	大牙狸
Purin	胖丁
Gekkouga	甲贺忍蛙
Keromatsu	呱呱泡蛙
Pochama	波加曼
Bachuru	电电虫
Bachinuni	啪嚓海胆
AlolaRaichu	雷丘（阿罗拉的样子）
Elfuun	风妖精
Naetle	嫩苗龟
Harimaron	哈力栗
Achamo	火稚鸡
Hitomoshi	烛光灵
Fokko	火狐狸
Kumasyun	喷嚏熊
AlolaSand	穿山鼠（阿罗拉的样子）
Yukimenoko	雪妖女
Laplace	拉普拉斯
Sand	穿山鼠
Bangiras	班基拉斯
Riolu	利欧路
Eifie	太阳伊布
Nyasper	妙喵
Peroream	胖甜妮
Munna	食梦梦
Fushide	百足蜈蚣
Bracky	月亮伊布
Pendror	蜈蚣王
Kairyu	快龙
Kajicchu	啃果虫
Fukamaru	圆陆鲨
Flygon	沙漠蜻蜓
Tyltalis	七夕青鸟
Naty	天然雀
Yayakoma	小箭雀
Koraidon	故勒顿
Miraidon	密勒顿
IkkanezumiYonhikiKazoku	一家鼠（四只家庭）
Nuikoguma	童偶熊
Hoshigarisu	贪心栗鼠
Nuoh	沼王
Mijumaru	水水獭
Mizugorou	水跃鱼
Waninoko	小锯鳄
Dedenne	咚咚鼠
Pachirisu	帕奇利兹
Merriep	咩利羊
Kimori	木守宫
Chicorita	菊草叶
Tsutarja	藤藤蛇
Watashiraga	白蓬蓬
Hikozaru	小火焰猴
Hinoarashi	火球鼠
Pokabu	暖暖猪
Rokon	六尾
Glacia	冰伊布
Delibird	信使鸟
AlolaRokon	六尾（阿罗拉的样子）
Iwanko	岩狗狗
Surfugo	赛富豪
Dekanuchan	巨锻匠
Nymphia	仙子伊布
Bakeccha	南瓜精
Pumpjin	南瓜怪人
Pippi	皮皮
Gureggru	不良蛙
Chiwohauhane	爬地翅
Merlarva	燃烧虫
Sebie	凉脊龙
Tatsubay	宝贝龙
Numera	黏黏宝
Bohmander	暴飞龙
Archen	始祖小鸟
Armorga	钢铠鸦
Kamonegi	大葱鸭
Syaritatsu	米立龙
Shaymin	谢米
Reference\NuiPokemonSize.msbt
Size_Small	小
Size_Midium	中
Size_Large	大
Size_ExtraLarge	特大
Reference\NuiRoomTheme.msbt
NuiRoomTheme_001	皮卡丘主题房
NuiRoomTheme_002	玩具房
NuiRoomTheme_003	花园房
NuiRoomTheme_004	原木房
NuiRoomTheme_005	蓝天大海房
NuiRoomTheme_006	黄昏大海房
NuiRoomTheme_007	梦幻森林房
NuiRoomTheme_008	阳光森林房
NuiRoomTheme_009	浩大宇宙房
NuiRoomTheme_010	欢乐宇宙房
NuiRoomTheme_011	晴空点心派对房
NuiRoomTheme_012	星空点心派对房
Reference\Others.msbt
New	NEW
TransferID	继承ID
TransferCode	继承码
TransferSaveFiles	继承保存数据
TransferMode	继承模式
Reference\Select.msbt
Yes	是
No	否
Back	返回
Next	下一步
OK	OK
Finish	结束
Close	关闭
Give	送出
Quit	退出
Continue	继续
Retry	重试
BackTitle	回到标题
BackTitle2	标题画面
Ingame_Select	选择
Ingame_Go	前进
Ingame_Turn	旋转
Ingame_Decide	确定
Ingame_Dig	敲碎
Ingame_Put	摆放
Ingame_Grab	抓起
Ingame_Release	放开
Ingame_Return	放回
Ingame_Move	移动
Ingame_Break	破坏
Ingame_Scan	扫描
Ingame_Draw	画线
Ingame_Erase	擦掉
Delete	删除
Interrupt	中断
Buy	前往购买
Transfer	继承
Skip	跳过
Restore	恢复
System\DataTransition.msbt
DataTransition_Title	继承保存数据
DataTransition_Select_Sub	开始继承保存数据
DataTransition_Select_Exp	通过执行“继承保存数据”，可以将至今为止游玩的保存数据移动到其他设备。\n如果要执行“继承保存数据”，则需要在新设备输入旧设备上显示的“继承ID”和“继承码”。\n\n请按照以下顺序执行“继承保存数据”。\n\n【在旧设备上的操作】\n\n1. 在旧设备的“继承保存数据”画面选择“启用继承模式”。\n\n2. 旧设备将进入“继承模式”，画面上会显示“继承ID”和“继承码”。\n   请截取画面截图或写下笔记，确保信息正确无误。\n\n※若要取消继承，请选择“解除继承模式”。\n\n【在新设备上的操作】\n\n3. 在新设备上启动《Pokémon Friends》，并在“选项”中选择“继承保存数据”。\n4. 在“继承保存数据”画面选择“输入继承信息”，正确输入先前记录的“继承ID”和“继承码”，并选择“OK”。\n\n5. “继承保存数据”成功后，将返回“标题画面”。\n\n※若继承失败，请检查旧设备是否正确设定为“继承模式”，“继承ID”和“继承码”是否输入正确，以及网络连接是否正常。
DataTransition_Select_Source_Sub	从此设备继承保存数据至新设备
DataTransition_Select_Source_Button	启用继承模式
DataTransition_Select_Source_Confirm_Sub	继承的注意事项及确认事项
DataTransition_Select_Source_Confirm_Exp	若要向此设备所使用的{[0117]}\n以外的{[0117]}，或不同操作系统的设备\n执行“继承保存数据”，\n将无法继承下载内容的购买信息，\n届时需要再次购买，敬请留意。\n\n确定要执行继承吗？
DataTransition_Select_Source_Confirm_Cancel	退出
DataTransition_Select_Source_Confirm_OK	继承
DataTransition_Select_Destination_Sub	从旧设备继承保存数据至此设备
DataTransition_Select_Destination_Button	输入继承信息
DataTransition_Select_Destination_Confirm_Sub	继承的注意事项
DataTransition_Select_Destination_Confirm_Exp	可输入继承ID和继承码\n来继承保存数据。\n继承至新设备后，\n旧设备上的所有保存数据将被删除。
DataTransition_Select_Destination_Confirm_OK	OK
DataTransition_Input_Sub	请输入继承信息
DataTransition_Input_ID	继承ID
DataTransition_Input_Code	继承码
DataTransition_Input_Cancel	退出
DataTransition_Input_OK	继承
DataTransition_Input_ID_Title	请输入继承ID
DataTransition_Input_ID_OK	OK
DataTransition_Input_Code_Title	请输入继承码
DataTransition_Input_Code_OK	OK
DataTransition_Input_Error_Exp	继承ID或继承码错误。\n请确认旧设备已启用“继承模式”，\n且输入的继承ID、继承码正确无误。
DataTransition_Input_Error_Back	返回
DataTransition_Mode_Sub	已启用继承模式
DataTransition_Mode_Exp	此设备目前正处于继承模式。\n继承至其他设备需要以下的继承ID和继承码。\n\n请写下笔记或保存画面截图，避免忘记。\n如要结束继承，请按下“解除继承模式”按键。
DataTransition_Mode_ID	继承ID
DataTransition_Mode_Code	继承码
DataTransition_Mode_Cancel	解除继承模式
DataTransition_Mode_Cancel_Confirm_Sub	确认解除继承模式
DataTransition_Mode_Cancel_Confirm_Exp	解除继承模式后，\n便无法“继承保存数据”至新设备。\n\n确定要解除继承模式吗？
DataTransition_Mode_Cancel_Confirm_Cancel	返回
DataTransition_Mode_Cancel_Confirm_OK	解除
DataTransition_Mode_Complete_Exp_00	已成功“继承保存数据”至新设备，\n此设备上的所有保存数据将被删除。\n\n今后也请继续支持《Pokémon Friends》。
DataTransition_Mode_Complete_OK_00	OK
DataTransition_Mode_Success_Exp	保存数据已继承至此设备。\n今后也请继续支持《Pokémon Friends》。
DataTransition_Mode_Success_OK	OK
DataTransition_Mode_Cancel_Fail_Exp	解除继承模式失败。\n此保存数据已完成\n“继承保存数据”。
DataTransition_Mode_Cancel_Fail_OK	OK
DataTransition_Restore_Exp	如果您曾使用此设备的Apple账号\n购买过下载内容，请恢复购买信息。
DataTransition_Restore_Restore	恢复
DataTransition_Restore_Next	跳过
DataTransition_Execute_Sub	请在执行继承之前确认
DataTransition_Execute_Exp	要继承的保存数据与此设备的{[0117]}\n所拥有的下载内容的购买信息不同。\n若继续执行“继承保存数据”，\n则需重新购买在旧设备购买过的下载内容\n或删除所有保存数据，否则将无法游玩。\n\n真的要执行继承吗？
DataTransition_Execute_DLC_Sub	需要再次购买的下载内容
DataTransition_Execute_DLC_Basic	欢乐畅玩包
DataTransition_Execute_DLC_DLC01	多多讲究包1
DataTransition_Execute_DLC_DLC02	多多讲究包2
DataTransition_Execute_OK	继承
DataTransition_Execute_Cancel	退出
System\System.msbt
System_TurmsUpdate	用户协议和隐私权政策已更新。
System_TurmsUpdate_OK	OK
System_LanguageArea_Language	请选择要使用的语言。
System_LanguageArea_Area	请选择你所居住的国家或地区。
System_LanguageArea_OK	OK
System_TermsPP_Sub	用户协议 / 隐私权政策
System_TermsPP_Exp	需要同意用户协议和隐私权政策\n才能游玩《Pokémon Friends》。\n\n请分别确认各项内容。
System_TermsPP_OK	OK
System_TermsPP_Terms	用户协议
System_TermsPP_Terms_OK	OK
System_TermsPP_Terms_Agree	同意用户协议
System_TermsPP_PP	隐私权政策
System_TermsPP_PP_OK	OK
System_TermsPP_PP_Agree	同意隐私权政策
System_Datatransition_Caution_Sub	下载内容的游玩限制
System_Datatransition_Caution_Exp	保存数据中包含未购买的下载内容的数据。\n如要解决此问题，需要购买该下载内容。\n若想不购买直接开始游戏，请在选项中选择\n“删除所有保存数据”来删除保存数据。
System_Datatransition_DLC_Sub	需要购买的下载内容
System_Datatransition_DLC_Basic	欢乐畅玩包
System_Datatransition_DLC_DLC01	多多讲究包1
System_Datatransition_DLC_DLC02	多多讲究包2
System_Datatransition_Caution_GoTitle	回到标题
System_Childlock_Title	问问家人吧
System_Childlock_Exp	解答算术题来前往下一个画面。
System_Tutrial_Download	需要下载剩余数据，\n即将返回标题画面。
System_Tutrial_Download_OK	OK
System_Android_Payment	已完成支付。\n为了下载已购买的下载内容的数据，\n即将返回标题画面。
System_Android_Payment_OK	OK
System\URL.msbt
URL_FAQ_Asia	https://www.pokemon-friends.jp/en/faq/
URL_FAQ_KR	https://pokemonkorea.co.kr/game_support/
URL_FAQ_Others	https://www.pokemon-friends.jp/zh-CHS/faq/
TermsPP\PP.msbt
