BestScore\BestScore.msbt
BestScore_Title	ベストスコア
Option_Others_Licence_OK	OK
Option_Others_Company	会社情報
Option_Others_Company_Exp	■Impressum\n\nThe Pokémon Company \nRechtsform: Kabushiki Gaisha\nRoppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokyo 106-6108 \nJapan \nThe Pokémon Company wird vertreten durch Tsunekazu Ishihara.\nRegisterbehörde:\nLegal Affairs Bureau\nRegisternummer: 0104-01-079276\nKontakt: \nE-Mail: pokemonsupportde@pokemon.com\nKontaktinformationen:\nhttps://support.pokemon.com/hc/de \n\n\n■Company Information\n\nThe Pokémon Company \nLegal form: Kabushiki Gaisha\nRoppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokyo 106-6108 \nJapan \nThe Pokémon Company is represented by Tsunekazu Ishihara.\nRegister authority:\nLegal Affairs Bureau\nRegistration No.: 0104-01-079276\nContact:\nEmail: support@pokemon.com\nContact information:\nhttps://support.pokemon.com/hc/en-us\n\n\n■Información de la empresa\n\nThe Pokémon Company\nForma jurídica: Kabushiki Gaisha\nRoppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokio 106-6108 \nJapón\nTsunekazu Ishihara es el representante de The Pokémon Company.\nAutoridad de registro:\nOficina de Asuntos Legales\nN.º de registro: 0104-01-079276\nContacto:\nCorreo electrónico: support@pokemon.com\nAtención al cliente:\nhttps://support.pokemon.com/hc/es\xa0\n\n\n■Informations sur la société\n\nThe Pokémon Company\nForme juridique\xa0: Kabushiki Gaisha\nRoppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokyo 106-6108\nJapon\nThe Pokémon Company est représentée par Tsunekazu\xa0Ishihara.\nAutorité référente\xa0:\nBureau des affaires juridiques\nNº d'immatriculation\xa0: 0104-01-079276\nContact\xa0:\nEmail: support@pokemon.com\nSite d'assistance\xa0:\nhttps://support.pokemon.com/hc/fr\n\n\n■Informazioni sull'azienda\n\nThe Pokémon Company \nForma giuridica: Kabushiki Gaisha\nRoppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokyo 106-6108 \nJapan \nThe Pokémon Company è rappresentata da Tsunekazu Ishihara.\nAutorità di registro:\nUfficio degli affari giuridici\nN° di iscrizione: 0104-01-079276\nRecapito:\nEmail: support@pokemon.com\nServizio clienti:\nhttps://support.pokemon.com/hc/it
Option_Others_Company_OK	OK
Option_Others_AllDelete	すべてのセーブデータを削除
Option_Others_AllDelete_Exp02	すべてのセーブデータを削除しますが\nよろしいですか？\n\nダウンロードコンテンツの購入情報は\n削除されません。
Option_Others_AllDelete_No	いいえ
Option_Others_AllDelete_Yes	はい
Option_Others_AllDelete_LastConfirm	削除すると元にもどすことができません。\n本当に削除してもよろしいですか？
Option_Others_AllDelete_LastConfirm_No	いいえ
Option_Others_AllDelete_LastConfirm_Yes	はい
Option\StaffCredit.msbt
StaffCredit_0001	ポケモンフレンズ
StaffCredit_0002	Director
StaffCredit_0003	Yosuke Oshino
StaffCredit_0004	Game Design
StaffCredit_0005	Naoya Ishimura 
StaffCredit_0006	Masayuki Wada
StaffCredit_0007	Madoka Nishizawa
StaffCredit_0008	Karen Yu
StaffCredit_0009	Hiromasa Okubo
StaffCredit_0010	Shouta Akiba
StaffCredit_0011	Yuya Yoshimura
StaffCredit_0012	Kazuya Yamamoto
StaffCredit_0013	Shugo Tanaka
StaffCredit_0014	Masatoshi Hashiya
StaffCredit_0015	Akira Ishiguro
StaffCredit_0016	Yoshiyuki Mori
StaffCredit_0017	Rino Ozawa
StaffCredit_0018	Tomokazu Onishi
StaffCredit_0019	Programming
StaffCredit_0020	Naoki Kosaka
StaffCredit_0021	Takumi Ishikawa
StaffCredit_0022	Lun Thunvuthi
StaffCredit_0023	Huy Sophanna
StaffCredit_0024	Yusuke Kimura
StaffCredit_0025	Takaaki Matsudate
StaffCredit_0026	Tokisada Yoshida
StaffCredit_0027	Takeshi Maruyama
StaffCredit_0028	Hideki Takazawa
StaffCredit_0029	Manabu Mizoguchi
StaffCredit_0030	Shinji Kodama
StaffCredit_0031	Taku Ohira
StaffCredit_0032	Chiaki Sasaki
StaffCredit_0033	Ryunosuke Nakayama
StaffCredit_0034	Daiki Sakuramoto
StaffCredit_0035	Yusaku Yonezawa
StaffCredit_0036	Kenta Sakai
StaffCredit_0037	Asumi Sato
StaffCredit_0038	Hayato Nakamura
StaffCredit_0039	Yusuke Shishido
StaffCredit_0040	Soma Kojima
StaffCredit_0041	Naruhiko Omuro
StaffCredit_0042	Shunsuke Eise
StaffCredit_0043	Shinichi Sasakihara
StaffCredit_0044	Kazumasa Wataya
StaffCredit_0045	Tomohiro Kasakawa
StaffCredit_0046	Kazuya Fujiwara
StaffCredit_0047	Ichiro Suzuki
StaffCredit_0048	Art
StaffCredit_0049	Akari Kobayashi
StaffCredit_0050	Kinuka Watanabe
StaffCredit_0051	Hirono Ogasawara
StaffCredit_0052	Takashi Onodera
StaffCredit_0053	Yurika Kubota
StaffCredit_0054	Miki Shimada
StaffCredit_0055	Meiko Oi
StaffCredit_0056	Ichiro Muto
StaffCredit_0057	Ayaka Suzuki
StaffCredit_0058	Akira Mochizuki
StaffCredit_0059	Rio Munakata
StaffCredit_0060	Misato Aburaya
StaffCredit_0061	Saori Takahashi
StaffCredit_0062	Miyuki Hirono
StaffCredit_0063	Yumi Takei
StaffCredit_0064	Suzu Gushi
StaffCredit_0065	Masahiro Kitajima
StaffCredit_0066	Shoji Sejima
StaffCredit_0067	Tsubasa Ohtsuru
StaffCredit_0068	Ruu Hojo
StaffCredit_0069	Mari Yokota
StaffCredit_0070	Takahiro Hosoya
StaffCredit_0071	Yuko Nasu
StaffCredit_0072	Shinya Iguchi
StaffCredit_0073	Daichi Shimizu
StaffCredit_0074	Yuuta Usami
StaffCredit_0075	Kazuki Matsuo
StaffCredit_0076	Ayaka Torii
StaffCredit_0077	Katsutoku Mizukami
StaffCredit_0078	Chiharu Shindo
StaffCredit_0079	Ken Visudharomn
StaffCredit_0080	Keishi Ichikawa
StaffCredit_0081	Shu Osawa
StaffCredit_0082	Hiromi Taruguchi
StaffCredit_0083	Hideaki Fujisawa
StaffCredit_0084	Shintaro Koga
StaffCredit_0085	Rintaro Hirose
StaffCredit_0086	Hiroshi Yamamoto
StaffCredit_0087	Reo Kubota
StaffCredit_0088	Aruku Koshiishi
StaffCredit_0089	Naoki Yamada
StaffCredit_0090	Kohei Yamashita
StaffCredit_0091	Reina Ohshima
StaffCredit_0092	Shiori Mukai
StaffCredit_0093	Fumikazu Tanaka
StaffCredit_0094	Isana Kurokawa
StaffCredit_0095	Eriko Fujiwara
StaffCredit_0096	Chihiro Yamaguchi
StaffCredit_0097	Shiin Ka
StaffCredit_0098	Michiko Hidaka
StaffCredit_0099	Kouichi Fukazawa
StaffCredit_0100	Sound
StaffCredit_0101	Fumihisa Tanaka
StaffCredit_0102	Osamu Murata
StaffCredit_0103	Technical Support
StaffCredit_0104	Kyohei Minato
StaffCredit_0105	Hiroaki Gohara
StaffCredit_0106	Yasuhiro Iwamoto
StaffCredit_0107	Shuhei Furukawa
StaffCredit_0108	Shotaro Iwanaga
StaffCredit_0109	Takeshi Kawasaki
StaffCredit_0110	Shinnosuke Miki
StaffCredit_0111	Tatsuya Ichijo
StaffCredit_0112	Takahiro Tanaka
StaffCredit_0113	Localization
StaffCredit_0114	English Localization
StaffCredit_0115	Mikiko Ryu
StaffCredit_0116	Chie Stutzman
StaffCredit_0117	Eriko Gardner
StaffCredit_0118	Ami Shuman
StaffCredit_0119	Reiko de Sorbier de Pougnadoresse
StaffCredit_0120	Jeff Hines
StaffCredit_0121	Stu Alexander
StaffCredit_0122	Kellyn Ballard
StaffCredit_0123	Hisato Yamamori
StaffCredit_0124	English Translation & Editing
StaffCredit_0125	Rhiona George Dey
StaffCredit_0126	Jackson Pietsch
StaffCredit_0127	Sayuri Munday
StaffCredit_0128	Jill Nonaka
StaffCredit_0129	Akira Vivienne
StaffCredit_0130	Lu Pellazar
StaffCredit_0131	Eric Haddock
StaffCredit_0132	Amy Morris
StaffCredit_0133	Elin Rummel
StaffCredit_0134	European Localisation
StaffCredit_0135	Kaori Aoki
StaffCredit_0136	Daniel Anscomb
StaffCredit_0137	Rhys Giles
StaffCredit_0138	Chika Tanigaki
StaffCredit_0139	Nami Kusumoto
StaffCredit_0140	Mark Bunting
StaffCredit_0141	Peter Bagley
StaffCredit_0142	Marvin Andrews
StaffCredit_0143	Owen Preece
StaffCredit_0144	Hideko Russell
StaffCredit_0145	Elena Nardo
StaffCredit_0146	Michael Ecke
StaffCredit_0147	Pierre Gauthier
StaffCredit_0148	Ireneusz Radko
StaffCredit_0149	Marine Vallee
StaffCredit_0150	Sergejs Adamovs
StaffCredit_0151	Anna Epifanova
StaffCredit_0152	French Translation & Editing
StaffCredit_0153	Laura Deruyver
StaffCredit_0154	Marine Vallee
StaffCredit_0155	Arthur Blondel
StaffCredit_0156	Aymeric Forgit
StaffCredit_0157	German Translation & Editing
StaffCredit_0158	Tabea Giez
StaffCredit_0159	Ireneusz Radko
StaffCredit_0160	Juliana Niederwanger
StaffCredit_0161	Kathleen Kalms
StaffCredit_0162	Italian Translation & Editing
StaffCredit_0163	Lisa Elli
StaffCredit_0164	Fabio Giusti
StaffCredit_0165	Alice Troiani
StaffCredit_0166	Altan Couvert
StaffCredit_0167	Spanish Translation & Editing
StaffCredit_0168	Carolina del Carmen Santana Monedero
StaffCredit_0169	Mariona Pera i de Miguel
StaffCredit_0170	Alex Fortes
StaffCredit_0171	Diana Vázquez Saiz
StaffCredit_0172	Diego Luque de la Campa
StaffCredit_0173	Korean Translation & Editing
StaffCredit_0174	Mihwa Choi
StaffCredit_0175	Jieun Byun
StaffCredit_0176	Youngjun Park
StaffCredit_0177	Dongun Pak
StaffCredit_0178	Jooyeon Han
StaffCredit_0179	Byunghun Bae
StaffCredit_0180	Yoojin Kwon
StaffCredit_0181	Chinese Localization
StaffCredit_0182	Adrian Wildandyawan
StaffCredit_0183	Ryotaro Ukai
StaffCredit_0184	Yoshiko Aota
StaffCredit_0185	Mitsuyo Matsunaga
StaffCredit_0186	Chinese Translation & Editing
StaffCredit_0187	Qing Yun
StaffCredit_0188	Huiying Tsai
StaffCredit_0189	Endai Liao
StaffCredit_0190	Yuying Feng
StaffCredit_0191	Yungwen Yuan
StaffCredit_0192	Yuting Huang
StaffCredit_0193	Yuwen Wang
StaffCredit_0194	Waihong Kong
StaffCredit_0195	Localization Support
StaffCredit_0196	Lauren Ammerman
StaffCredit_0197	Peter Bohan
StaffCredit_0198	Owen Cooney
StaffCredit_0199	Nicole Davis
StaffCredit_0200	Noriko Kaji
StaffCredit_0201	Emily Minakata
StaffCredit_0202	Jennifer Rose
StaffCredit_0203	Héðinn Haraldsson
StaffCredit_0204	Masashi Goto
StaffCredit_0205	Keisuke Fukushima
StaffCredit_0206	Soonil Kim
StaffCredit_0207	Dongyeon Kim
StaffCredit_0208	Kyoungim Na
StaffCredit_0209	Yunjin Park
StaffCredit_0210	Takaaki Ueno
StaffCredit_0211	Misa Matsumoto
StaffCredit_0212	Ming Xu
StaffCredit_0213	Localization Quality Assurance
StaffCredit_0214	Zaher Khan
StaffCredit_0215	Ivan Samoilov
StaffCredit_0216	Makiko Szolas
StaffCredit_0217	Karen Yuen
StaffCredit_0218	Laurence Uhlen
StaffCredit_0219	Jeewan Chun
StaffCredit_0220	DIGITAL HEARTS Seoul Co., Ltd.
StaffCredit_0221	Tinghui Xia
StaffCredit_0222	Jiong Zhang
StaffCredit_0223	Chen Weiming
StaffCredit_0224	Digital Hearts Linguitronics Taiwan Co., Ltd.
StaffCredit_0225	DIGITAL HEARTS (Shanghai) Co., Ltd.
StaffCredit_0226	Brisa Antonela Kos
StaffCredit_0227	Fátima Iglesias Ares
StaffCredit_0228	Fernanda Ohana
StaffCredit_0229	Jean-Christophe De Sousa Fernandes
StaffCredit_0230	Muhammad Ansir Arshad
StaffCredit_0231	Testing
StaffCredit_0232	Nobuya Sasaki
StaffCredit_0233	Akiko Ohashi 
StaffCredit_0234	Erika Nakao 
StaffCredit_0235	Miharu Ida 
StaffCredit_0236	Yuta Yamazaki
StaffCredit_0237	Tomohiro Arai 
StaffCredit_0238	Mario Club Co., Ltd.
StaffCredit_0239	Pole To Win, Inc.
StaffCredit_0240	Tori Arvisais
StaffCredit_0241	Takashi Baker
StaffCredit_0242	Q Dequina
StaffCredit_0243	James Dillon
StaffCredit_0244	Kathy Huguenard
StaffCredit_0245	Daijiro Imoto
StaffCredit_0246	Tomo Ishiyama
StaffCredit_0247	Andy Kolden
StaffCredit_0248	Chris Kuehnberger
StaffCredit_0249	Tomoko Mikami
StaffCredit_0250	Motoki Nakajima
StaffCredit_0251	Sean Roberts
StaffCredit_0252	Michael Sahlin
StaffCredit_0253	Josh Yagi-Stanton
StaffCredit_0254	Daisuke Nagatani
StaffCredit_0255	Takahito Kusutani
StaffCredit_0256	Product Management
StaffCredit_0257	Toyokazu Nonaka
StaffCredit_0258	Song-dong Kim
StaffCredit_0259	Manabu Miyoshi
StaffCredit_0260	Yuichi Ueda
StaffCredit_0261	Atsushi Numata
StaffCredit_0262	Very Special Thanks
StaffCredit_0263	GAME FREAK inc.
StaffCredit_0264	Special Thanks
StaffCredit_0265	Shoichi Obora
StaffCredit_0266	Chihiro Hirose
StaffCredit_0267	Yoriomi Uego
StaffCredit_0268	Sahoko Morotsuki 
StaffCredit_0269	Hirotaka Hayakawa
StaffCredit_0270	Kensuke Arai
StaffCredit_0271	Yohei Matori
StaffCredit_0272	Nao Tajima
StaffCredit_0273	Shangteng Li 
StaffCredit_0274	Kazunori Sugiura
StaffCredit_0275	Youhei Yamamoto
StaffCredit_0276	Shu Amagiri
StaffCredit_0277	Yuto Yukimura
StaffCredit_0278	Rui Kawaguchi
StaffCredit_0279	Yuki Tabuchi
StaffCredit_0280	Shungo Aasano
StaffCredit_0281	Shoko Kataoka
StaffCredit_0282	Yohei Miyachi
StaffCredit_0283	Yosuke Okinishi
StaffCredit_0284	Satomi Mori
StaffCredit_0285	Kenta Nakajima
StaffCredit_0286	Tadayuki Sakamoto
StaffCredit_0287	Yuka Nakamura
StaffCredit_0288	Aya Nagahata
StaffCredit_0289	Yoko Ikeda
StaffCredit_0290	Kei Katori
StaffCredit_0291	Masatoshi Miyaura
StaffCredit_0292	Yuta Ito
StaffCredit_0293	Hiroki Yoshida
StaffCredit_0294	Yui Nagasawa
StaffCredit_0295	Mayumi Yamada
StaffCredit_0296	Satoshi Mikami
StaffCredit_0297	Kenji Okubo
StaffCredit_0298	Gaku Susai
StaffCredit_0299	Taito Okiura
StaffCredit_0300	Amy Ganster
StaffCredit_0301	Andy Gose
StaffCredit_0302	Andy Hartpence
StaffCredit_0303	Daniel Benkwitt
StaffCredit_0304	David Cheung
StaffCredit_0305	David Numrich
StaffCredit_0306	Heather Dalgleish
StaffCredit_0307	Kaoru Otawara
StaffCredit_0308	Peter Murphy
StaffCredit_0309	Phaedra Long
StaffCredit_0310	Phil Rynda
StaffCredit_0311	Richie Enticknap
StaffCredit_0312	Yasuhiro Usui
StaffCredit_0313	Alison Chyan
StaffCredit_0314	Steve Lee
StaffCredit_0315	Reina Nagai
StaffCredit_0316	Peter Fisk
StaffCredit_0317	Yuka Sanada
StaffCredit_0318	Yuki Okada
StaffCredit_0319	Noriko Nakagawa
StaffCredit_0320	Mike Bales
StaffCredit_0321	Thomas Candland
StaffCredit_0322	Nick Mahan
StaffCredit_0323	Fahreen Merali
StaffCredit_0324	Jaiboem Lim
StaffCredit_0325	Jihye Lee
StaffCredit_0326	The Pokémon Company
StaffCredit_0327	The Pokémon Company International
StaffCredit_0328	Pokémon Korea, Inc.
StaffCredit_0329	The Pokémon Works
StaffCredit_0330	Wonderfy Inc.
StaffCredit_0331	h.a.n.d., Inc.
StaffCredit_0332	Side
StaffCredit_0333	Educational Advisor
StaffCredit_0334	Kei Kawashima
StaffCredit_0335	Coordinators
StaffCredit_0336	Tomoki Fukushima
StaffCredit_0337	Masahiro Shiotani
StaffCredit_0338	Yuta Ogawa
StaffCredit_0339	Producers
StaffCredit_0340	Akira Kinashi
StaffCredit_0341	Shinya Saito
StaffCredit_0342	Takanori Sowa
StaffCredit_0343	Ryosuke Hanawa
StaffCredit_0344	Yosuke Oshino
StaffCredit_0345	General Producers
StaffCredit_0346	Shinya Takahashi
StaffCredit_0347	Takato Utsunomiya
StaffCredit_0348	Executive Producers
StaffCredit_0349	Shuntaro Furukawa
StaffCredit_0350	Tsunekazu Ishihara
Reference\Account.msbt
AppleAccount	Appleアカウント
GoogleAccount	Googleアカウント
Reference\Area.msbt
Area_001	アフリカ
Area_002	北アメリカ
Area_003	南アメリカ
Area_004	オセアニア
Area_005	ヨーロッパ
Area_006	中東
Area_007	日本
Area_008	韓国
Area_009	台湾
Area_010	その他のアジア太平洋
Reference\ContentName.msbt
ContentName_01	ひとふでピカチュウ
ContentName_02	ヤミラミのくねくねトロッコ
ContentName_03	ヤナップたちのカフェ
ContentName_04	つっぱりマクノシタ
ContentName_05	くるくるポケモン
ContentName_06	ニャビーのぼうけん
ContentName_07	ケロマツはっけん！
ContentName_08	ジュナイパーのバルーンひとつのこし
ContentName_09	ゲッコウガのみずしゅりけん
ContentName_10	のっていけ！ハスボー
ContentName_11	ころころタマザラシ
ContentName_12	てらして！バケッチャ
ContentName_13	ナカヌチャンのいわくだき
ContentName_14	モルペコのリバーシ
ContentName_15	おおぞらにゴー
ContentName_16	これどこ？ポケモンならべ
ContentName_17	ポケモンかずくらべ
ContentName_18	ドーブルのいろわけぬりえ
ContentName_19	カチッとタイプメダル
ContentName_20	ひみつのせきばん
ContentName_21	ゲンガーはゆめのなか
ContentName_22	ましかくみつけた
ContentName_23	カギあけクレッフィ
ContentName_24	かぞえて！かくれボックス
ContentName_25	どろんこシャワーだいさくせん
ContentName_26	チェリムのライトアップ
ContentName_27	さかさまエーフィ
ContentName_28	みやぶれ！こうそくスピン
ContentName_29	ワンパチいちばんのり
ContentName_30	モグリューのほりほりきのこ
ContentName_31	エレズンとおかたづけ
ContentName_32	チラーミィのおおそうじ
ContentName_33	ころぺたスタンプ
ContentName_34	コレクレーのコインかぞえ
ContentName_35	こわしてのぼってオコリザル
ContentName_36	ポッチャマのこおりすべり
ContentName_38	ポリゴンけんきゅうじょ
ContentName_39	ぴったりキューブ
ContentName_40	ゼニガメのみずやり
ContentName_41	ウールーのかえりみち
ContentName_42	じゅんばん！あかあおライト
ContentName_43	あつまれ！ワッカネズミ
ContentName_44	みちびけ！ジバコイル
ContentName_45	さんかくみつけた
ContentName_46	つなげてポケモン
ContentName_47	ヒバニーのジャンプでめいろ
ContentName_48	ジュナイパーのバルーンぜんぶわり
ContentName_49	とおるのどっちでショー
ContentName_50	てらして！ヒノアラシ
ContentName_51	ディグダのあなふさぎ
Reference\Date.msbt
Month_01	1月
Month_02	2月
Month_03	3月
Month_04	4月
Month_05	5月
Month_06	6月
Month_07	7月
Month_08	8月
Month_09	9月
Month_10	10月
Month_11	11月
Month_12	12月
Week_01	日
Week_02	月
Week_03	火
Week_04	水
Week_05	木
Week_06	金
Week_07	土
Reference\DLCName.msbt
DLC_Name_01	たくさんあそべるパック
DLC_Name_02	もっとこだわりパック1
DLC_Name_03	もっとこだわりパック2
DLC_Name_04	まとめてパック
DLC_Name_05	もっとこだわりパック1 & 2セット
DLC	ダウンロードコンテンツ
Reference\FurnitureName.msbt
Furniture_0001	ふつうのたな
Furniture_0002	ふつうのバスケット\xa0
Furniture_0101	ピカチュウのベッド
Furniture_0102	ピカチュウのソファ
Furniture_0103	ピカチュウのイス
Furniture_0104	お花のイス
Furniture_0105	ミニカーのクッション
Furniture_0106	ナナのみボートのクッション\xa0
Furniture_0107	つみきのイス
Furniture_0108	モンスターボールのたな
Furniture_0109	草むらのたな
Furniture_0110	四角いたな
Furniture_0201	ポッチャマのイス
Furniture_0202	アローラロコンのソファ
Furniture_0203	コイキングのトランポリン
Furniture_0204	ヌメルゴンのすべり台
Furniture_0205	ニョロモのたな
Furniture_0206	プラスルとマイナンのたな
Furniture_0301	星かざりのビニールプール
Furniture_0302	かいがらのうきわ
Furniture_0303	水玉もようのボート
Furniture_0304	ソーダパフェのイス
Furniture_0305	くものたな
Furniture_0306	あわのたな
Furniture_0401	きのこのイス
Furniture_0402	切りかぶのイス
Furniture_0403	葉っぱのベッド
Furniture_0404	どんぐりのソファ
Furniture_0405	小えだの巣のたな
Furniture_0406	きのこのたな
Furniture_0501	にじのソファ
Furniture_0502	池のかざりもの
Furniture_0503	ふんすいのイス
Furniture_0601	月のソファ
Furniture_0602	わくせいのイス
Furniture_0603	星空のベッド
Furniture_0604	うちゅう船のクッション
Furniture_0605	流れ星のたな
Furniture_0606	ロケットのたな
Furniture_0701	タルトのクッション
Furniture_0702	ガラスのお皿のベッド
Furniture_0703	マカロンのイス
Furniture_0704	クッキーのソファ
Furniture_0705	ブーケのたな
Furniture_0706	リボンのたな
Furniture_0801	しんちょう計のかざりもの
Furniture_0802	ほうせき箱のイス
Furniture_0803	プレゼントボックスのイス
Reference\Itodama.msbt
Itodama	イトダマ
Itodama_Small	小さいイトダマ
Itodama_Big	ちょっといい イトダマ
Itodama_Normal	色のないイトダマ
Itodama_Normal_Big	ちょっといい 色のないイトダマ
Itodama_Flame	火のイトダマ
Itodama_Flame_Big	ちょっといい 火のイトダマ
Itodama_Water	ぬれたイトダマ
Itodama_Water_Big	ちょっといい ぬれたイトダマ
Itodama_Grass	みどりのイトダマ
Itodama_Grass_Big	ちょっといい みどりのイトダマ
Itodama_Electricity	ビリビリなイトダマ
Itodama_Electricity_Big	ちょっといい ビリビリなイトダマ
Itodama_Ice	こおったイトダマ
Itodama_Ice_Big	ちょっといい こおったイトダマ
Itodama_Danger	あぶないイトダマ
Itodama_Danger_Big	ちょっといい あぶないイトダマ
Itodama_Hard	かたいイトダマ
Itodama_Hard_Big	ちょっといい かたいイトダマ
Itodama_Wonder	ふしぎなイトダマ
Itodama_Wonder_Big	ちょっといい ふしぎなイトダマ
Itodama_Dragon	りゅうのイトダマ
Itodama_Dragon_Big	ちょっといい りゅうのイトダマ
Itodama_Feather	はねのイトダマ
Itodama_Feather_Big	ちょっといい はねのイトダマ
Reference\Language.msbt
Language_Japanese	日本語
Language_English	English
Language_French	Français
Language_Italian	Italiano
Language_German	Deutsch
Language_Spanish	Español
Language_Korean	한국어
Language_TraditionalChinese	繁體中文
Language_SimplifiedChinese	简体中文
Reference\Mode.msbt
Title_Name	ポケモンフレンズ
Mode_NuiRoom	ぬい部屋
Mode_Mission	フレンズミッション
Mode_Disentangle	ほぐす
Mode_Make	つくる
Mode_Catalog	カタログ
Mode_Calender	カレンダー
Mode_BestScore	ベストスコア
Mode_DLC	ショップ
Nui	ぬいぐるみ
Machine	ぬいマシン
Furniture	家具
Wallpaper	かべがみ
Stamp	スタンプ
LivelyPoint	フレンズポイント
LivelyRank	フレンズレベル
Town	シンクタウン
Mode_Option	オプション
Home	ホーム画面
Terms _of_Use	利用規約
PrivacyNotice	プライバシーポリシー
Terms_Policy	利用規約 / プライバシーポリシー
PlushRoom_Nui	ぬいぐるみをおく
PlushRoom_Furniture	家具をおく
PlushRoom_TidyUp	かたづける
PlushRoom_UndoLittle	少し前にもどる
PlushRoom_HiddenUI	ボタンを消す
PlushRoom_ChangeRoom	べつの部屋にかえる
PlushRoom_ChangeWallpaper	かべがみをかえる
Request	おねがい
Contents	問題
Reference\NuiPokemonName.msbt
OgerponMidoriNoMen	オーガポン（みどりのめん）
Eievui	イーブイ
Wooluu	ウールー
Metamon	メタモン
Kuwassu	クワッス
Koduck	コダック
Zenigame	ゼニガメ
Messon	メッソン
Pamo	パモ
Pikachu	ピカチュウ
Prasle	プラスル
Minun	マイナン
Sarunori	サルノリ
Nyahoja	ニャオハ
Fushigidane	フシギダネ
Watacco	ワタッコ
Hitokage	ヒトカゲ
Hibanny	ヒバニー
Hogator	ホゲータ
Lizardon	リザードン
Rayquaza	レックウザ
Zeraora	ゼラオラ
Mimirol	ミミロル
Mimilop	ミミロップ
Kabigon	カビゴン
Eneco	エネコ
Yadon	ヤドン
Namakobushi	ナマコブシ
Showers	シャワーズ
Ashimari	アシマリ
Wanpachi	ワンパチ
Raichu	ライチュウ
Parmot	パーモット
Thunders	サンダース
Leafia	リーフィア
Mokuroh	モクロー
Churine	チュリネ
Junaiper	ジュナイパー
Booster	ブースター
Nyabby	ニャビー
Gardie	ガーディ
Windie	ウインディ
Yukihami	ユキハミ
Vanipeti	バニプッチ
Tamazarashi	タマザラシ
Arukujira	アルクジラ
Lucario	ルカリオ
Yogiras	ヨーギラス
Metagross	メタグロス
HisuiGardie	ガーディ（ヒスイのすがた）
HisuiWindie	ウインディ（ヒスイのすがた）
Pochiena	ポチエナ
Dooh	ドオー
Zorua	ゾロア
Gangar	ゲンガー
Eleson	エレズン
Mimikkyu	ミミッキュ
Mawhip	マホイップ
Pupimocchi	パピモッチ
HisuiZorua	ゾロア（ヒスイのすがた）
Sirnight	サーナイト
Numelgon	ヌメルゴン
SyaritatsuNobitaSugata	シャリタツ（のびたすがた）
SyaritatsuTaretaSugata	シャリタツ（たれたすがた）
SyaritatsuSottaSugata	シャリタツ（そったすがた）
Gaburias	ガブリアス
Mukkuru	ムックル
Poppo	ポッポ
Tyltto	チルット
Kokogara	ココガラ
ShayminLandForme	シェイミ（ランドフォルム）
Jirachi	ジラーチ
Mew	ミュウ
Ootachi	オオタチ
Chillarmy	チラーミィ
Bippa	ビッパ
Purin	プリン
Gekkouga	ゲッコウガ
Keromatsu	ケロマツ
Pochama	ポッチャマ
Bachuru	バチュル
Bachinuni	バチンウニ
AlolaRaichu	ライチュウ（アローラのすがた）
Elfuun	エルフーン
Naetle	ナエトル
Harimaron	ハリマロン
Achamo	アチャモ
Hitomoshi	ヒトモシ
Fokko	フォッコ
Kumasyun	クマシュン
AlolaSand	サンド（アローラのすがた）
Yukimenoko	ユキメノコ
Laplace	ラプラス
Sand	サンド
Bangiras	バンギラス
Riolu	リオル
Eifie	エーフィ
Nyasper	ニャスパー
Peroream	ペロリーム
Munna	ムンナ
Fushide	フシデ
Bracky	ブラッキー
Pendror	ペンドラー
Kairyu	カイリュー
Kajicchu	カジッチュ
Fukamaru	フカマル
Flygon	フライゴン
Tyltalis	チルタリス
Naty	ネイティ
Yayakoma	ヤヤコマ
Koraidon	コライドン
Miraidon	ミライドン
IkkanezumiYonhikiKazoku	イッカネズミ（４ひきかぞく）
Nuikoguma	ヌイコグマ
Hoshigarisu	ホシガリス
Nuoh	ヌオー
Mijumaru	ミジュマル
Mizugorou	ミズゴロウ
Waninoko	ワニノコ
Dedenne	デデンネ
Pachirisu	パチリス
Merriep	メリープ
Kimori	キモリ
Chicorita	チコリータ
Tsutarja	ツタージャ
Watashiraga	ワタシラガ
Hikozaru	ヒコザル
Hinoarashi	ヒノアラシ
Pokabu	ポカブ
Rokon	ロコン
Glacia	グレイシア
Delibird	デリバード
AlolaRokon	ロコン（アローラのすがた）
Iwanko	イワンコ
Surfugo	サーフゴー
Dekanuchan	デカヌチャン
Nymphia	ニンフィア
Bakeccha	バケッチャ
Pumpjin	パンプジン
Pippi	ピッピ
Gureggru	グレッグル
Chiwohauhane	チヲハウハネ
Merlarva	メラルバ
Sebie	セビエ
Tatsubay	タツベイ
Numera	ヌメラ
Bohmander	ボーマンダ
Archen	アーケン
Armorga	アーマーガア
Kamonegi	カモネギ
Syaritatsu	シャリタツ
Shaymin	シェイミ
Reference\NuiPokemonSize.msbt
Size_Small	小
Size_Midium	中
Size_Large	大
Size_ExtraLarge	特大
