common_Kawashima.msbt
Button_Back	返回
TipsB_2_03_08	……我是这么认为的。\n（Bus et al., 1995）
TipsB_2_09_01	为了保持大脑的健康……
TipsB_2_09_02	首先要养成{color[ff0c00ff]}“用脑习惯”{color[000000ff]}。\n（Cheng 2016）
TipsB_2_09_03	其次是{color[ff0c00ff]}“平衡膳食”{color[000000ff]}。\n（le Coutre & Schmitt, 2008）
TipsB_2_09_04	接下来是{color[ff0c00ff]}“充足的睡眠”{color[000000ff]}。\n（Richards et al., 2017）
TipsB_2_09_05	为了保持大脑的{color[ff0c00ff]}健康{color[000000ff]}，\n我认为以上3点是很有必要的。
TipsB_2_02_01	其实人类的大脑中有一处\n特别发达的地方。
TipsB_2_02_02	那就是额头附近的\n{color[ff0c00ff]}“前额叶”{color[000000ff]}这部分。
TipsB_2_02_03	这部分据说是用来控制
TipsB_2_02_04	{color[ff0c00ff]}创造力{color[000000ff]}、{color[ff0c00ff]}记忆力{color[000000ff]}、{color[ff0c00ff]}自制力{color[000000ff]}等功能……
TipsB_2_02_05	让人类{color[ff0c00ff]}变得拥有人性{color[000000ff]}的重要部分。\n（Funahashi & Andreau 2013）
TipsB_2_13_01	学习的内容会在{color[ff0c00ff]}睡眠中\n被记录在大脑里{color[000000ff]}固定下来。
TipsB_2_13_02	……存在着这样的研究结果。\n(Stickgold et a., 2000)
TipsB_2_13_03	如果睡眠时间不足的话……
TipsB_2_13_04	这些内容或许就会消失，\n无法固定在大脑里。
TipsB_2_13_05	所以睡眠可以说是\n{color[ff0c00ff]}“大脑复习，创造记忆的时间”{color[000000ff]}。
TipsB_2_28_01	有时到户外{color[ff0c00ff]}活动活动身体吧{color[000000ff]}。
TipsB_2_28_02	运动可能具有\n促进脑神经细胞……
TipsB_2_28_03	成长的效果。\n(Griffin et al., 2009)
TipsB_2_28_04	因此可以说是\n{color[ff0c00ff]}“运动也能使大脑成长”{color[000000ff]}。
TipsB_2_06_01	锻炼的要点是\n{color[ff0c00ff]}挑战{color[000000ff]}能力的{color[ff0c00ff]}极限{color[000000ff]}。
TipsB_2_06_02	如果锻炼时慢吞吞的，\n就不会有什么效果。
TipsB_2_06_03	只有以{color[ff0c00ff]}极限的速度{color[000000ff]}、\n在{color[ff0c00ff]}极限困难{color[000000ff]}的状态下解决问题……
TipsB_2_06_04	大脑才会{color[ff0c00ff]}加速运转{color[000000ff]}，\n记忆容量也会增加。
TipsB_2_06_05	(Nouchi  et al., 2013)
TipsB_2_15_01	大脑中掌管新记忆的部分\n叫做{color[ff0c00ff]}“海马回”{color[000000ff]}……
TipsB_2_15_02	睡眠时间不足的话，\n它的发育就会变差。
TipsB_2_15_03	……我们得到了这样的验证。\n(Taki et al., 2012)
TipsB_2_15_04	所以，通过{color[ff0c00ff]}睡眠{color[000000ff]}来让大脑休息\n也是很必要的。
TipsB_2_04_01	大脑的{color[ff0c00ff]}“前额叶”{color[000000ff]}实际上\n有着各种各样的功能。
TipsB_2_04_02	比如读懂别人的心情，\n（Schurz et al., 2014）
TipsB_2_04_03	{color[ff0c00ff]}预测{color[000000ff]}事物的功能……\n（Vassena et al., 2017）
TipsB_2_04_04	{color[ff0c00ff]}学习{color[000000ff]}、{color[ff0c00ff]}研习{color[000000ff]}、{color[ff0c00ff]}记忆{color[000000ff]}的功能……
TipsB_2_04_05	以及注意事物的功能……\n（Euston et al., 2012）
TipsB_2_04_06	还有自己打算做什么的\n{color[ff0c00ff]}自发意识{color[000000ff]}也是……
TipsB_2_04_07	前额叶的功能之一。\n（Cardinal et al., 2002）
TipsB_2_04_08	可以说，前额叶在大脑中\n起着最高级的作用。
TipsB_2_45_01	前额叶的功能变迟钝的话，\n或许突发性的感情控制力……
TipsB_2_45_02	也就是说，忍耐力就会降低，\n处于{color[ff0c00ff]}“容易生气”{color[000000ff]}的状态。
TipsB_2_45_03	请多加注意。\n（Mathew, 2012）
TipsB_2_51_01	大脑{color[ff0c00ff]}活性化{color[000000ff]}后……
TipsB_2_51_02	好像会容易对\n“未知事物”产生兴趣。
TipsB_2_51_03	说不定会涌现出\n{color[ff0c00ff]}挑战新事物{color[000000ff]}的力量呢。
TipsB_2_51_04	（Caballero et al., 2016）
TipsB_2_17_01	长大后，虽然不怎么会\n“比拼速度”了……
TipsB_2_17_02	但每天抽出一些时间，哪怕几分钟，\n{color[ff0c00ff]}尽可能快地做些{color[000000ff]}什么事情吧。
TipsB_2_17_03	比拼速度\n可能有助于提高……
TipsB_2_17_04	大脑的{color[ff0c00ff]}信息处理速度{color[000000ff]}。\n(Nouchi et al., 2016)
TipsB_2_31_01	如果锻炼大脑的运转速度……
TipsB_2_31_02	在采取行动时，
TipsB_2_31_03	就会变得{color[ff0c00ff]}从容不迫{color[000000ff]}。\n（Tam et al., 2015）
TipsB_2_31_04	真想以平静的心情\n度过每一天呢。
TipsB_2_05_01	智商分为\n{color[ff0c00ff]}“语言性智商”{color[000000ff]}和
TipsB_2_05_02	{color[ff0c00ff]}“动作性智商”{color[000000ff]}。\n（Wechsler, 1997）
TipsB_2_05_03	与经验和学习的积累\n有很大关系的{color[ff0c00ff]}“语言性智商”{color[000000ff]}，
TipsB_2_05_04	虽然容易在50～70岁之间\n迎来高峰……
TipsB_2_05_05	但负责记忆力、判断力以及\n处理多个信息的{color[ff0c00ff]}“动作性智商”{color[000000ff]}，
TipsB_2_05_06	几乎在20岁左右达到巅峰，\n之后就会一路下降。
TipsB_2_05_07	此软件正是为了{color[ff0c00ff]}维持及提高{color[000000ff]}\n动作性智商而开发的。
TipsB_2_20_01	最近有没有觉得容易落泪？
TipsB_2_20_02	其实{color[ff0c00ff]}变得容易落泪{color[000000ff]}是……
TipsB_2_20_03	大脑抑制感情功能下降的信号。\n（Wrosch et al., 2018）
TipsB_2_20_04	抑制涌现出来的感情，\n努力平复心情……
TipsB_2_20_05	或许对大脑也是一种\n很好的锻炼。
TipsB_2_11_01	大脑的发育，
TipsB_2_11_02	需要{color[ff0c00ff]}均衡的饮食{color[000000ff]}。\n（Prangthip et al., 2019）
TipsB_2_11_03	虽然大脑的\n能量来源是{color[ff0c00ff]}葡萄糖{color[000000ff]}……
TipsB_2_11_04	但要想学习与记忆，
TipsB_2_11_05	光靠葡萄糖是不够的。\n（Akitsuki et al., 2011）
TipsB_2_11_06	如果光吃面包与米饭，\n而不好好吃菜的话……
TipsB_2_11_07	我觉得大脑是无法变得聪明的。
TipsB_2_01_01	在进行计算和朗读的锻炼时，\n有很多人会认为……
TipsB_2_01_02	……只是计算和朗读的\n速度变快了而已。
TipsB_2_01_03	但如果持续进行\n{color[ff0c00ff]}计算{color[000000ff]}和{color[ff0c00ff]}朗读{color[000000ff]}的锻炼……
TipsB_2_01_04	除了计算和朗读的成绩之外，
TipsB_2_01_05	大脑的{color[ff0c00ff]}执行功能{color[000000ff]}和\n{color[ff0c00ff]}处理速度{color[000000ff]}也将得到{color[ff0c00ff]}提高{color[000000ff]}。
TipsB_2_01_06	……得到了这样的结果。\n（Nouchi et al., 2013）
TipsB_2_01_07	这叫做{color[ff0c00ff]}迁移效果{color[000000ff]}。
TipsB_2_01_08	脑锻炼正是以这样的\n{color[ff0c00ff]}迁移效果{color[000000ff]}为目标。
TipsB_2_16_01	同时处理多个事情的\n“{color[ff0c00ff]}多任务{color[000000ff]}”……
TipsB_2_16_02	其实有{color[ff0c00ff]}两种{color[000000ff]}。
TipsB_2_16_03	{color[ff0c00ff]}分散注意力{color[000000ff]}，处理多个\n事情的“多任务”……
TipsB_2_16_04	以及将{color[ff0c00ff]}注意力集中{color[000000ff]}在各个事情上，\n依次处理的“多任务”。
TipsB_2_16_05	{color[ff0c00ff]}分散注意力{color[000000ff]}，处理多个\n事情的“多任务”，
TipsB_2_16_06	结果哪个都{color[ff0c00ff]}不会顺利{color[000000ff]}。\n（Junco & Cotton 2011及其他人）
TipsB_2_16_07	“将注意力依次{color[ff0c00ff]}集中{color[000000ff]}在各个事情上”\n是非常重要的。
TipsB_2_18_01	人类的大脑比我们想像的\n更富有{color[ff0c00ff]}适应性{color[000000ff]}。
TipsB_2_18_02	如果戴着能让看见的事物\n{color[ff0c00ff]}上下颠倒的眼镜{color[000000ff]}生活的话……
TipsB_2_18_03	只要一周时间就会觉得\n{color[ff0c00ff]}上下颠倒的世界是现实世界{color[000000ff]}。
TipsB_2_18_04	……有着这样的报告。\n(Harris 1963等)
TipsB_2_18_05	据说在那之后，\n如果{color[ff0c00ff]}摘掉眼镜生活{color[000000ff]}的话……
TipsB_2_18_06	经过一段迷惘期后，\n就又会{color[ff0c00ff]}恢复原状{color[000000ff]}了。
TipsB_2_18_07	正因为有着\n这样的{color[ff0c00ff]}适应性{color[000000ff]}……
TipsB_2_18_08	人类才能存活至今吧。
TipsB_2_19_01	“好好{color[ff0c00ff]}验证脑锻炼的效果{color[000000ff]}吧”
TipsB_2_19_02	2016年，\n在杂志Psycological Science上……
TipsB_2_19_03	曾发表过这样一篇方针类报告。\n（Simons et al., 2016, 17, 103-186.）
TipsB_2_19_04	{color[ff0c00ff]}Nintendo DS的脑锻炼{color[000000ff]}效果的验证\n正是{color[ff0c00ff]}遵循着{color[000000ff]}这个{color[ff0c00ff]}方针{color[000000ff]}。
TipsB_2_19_05	而且，除了我以外……
TipsB_2_19_06	其他人也{color[ff0c00ff]}发表了多个\n与DS的脑锻炼有效果相关的验证{color[000000ff]}。
TipsB_2_19_08	今后，我也会继续{color[ff0c00ff]}研究大脑{color[000000ff]}。
TipsB_2_21_01	我曾经对仙台市的\n{color[ff0c00ff]}25016名中学生{color[000000ff]}进行了问卷调查…
TipsB_2_21_02	目的是为了查明{color[ff0c00ff]}智能手机的\n使用方法与成绩的关系{color[000000ff]}。
TipsB_2_21_03	然后，我得到了……
TipsB_2_21_04	{color[ff0c00ff]}一边使用智能手机\n一边学习{color[000000ff]}的孩子{color[ff0c00ff]}成绩很低{color[000000ff]}。
TipsB_2_21_05	……这样的分析结果。
TipsB_2_21_06	而且，还得到了……
TipsB_2_21_07	学习时使用的{color[ff0c00ff]}应用软件越多{color[000000ff]}，\n{color[ff0c00ff]}成绩就越低{color[000000ff]}。
TipsB_2_21_08	……这样的数据。\n（Kawashima R 2018）
TipsB_2_21_09	虽然这取决于应用程序的种类，
TipsB_2_21_10	在学习时还是\n{color[ff0c00ff]}集中精神学习{color[000000ff]}比较好。
TipsB_2_25_01	{color[ff0c00ff]}脑锻炼{color[000000ff]}有什么效果呢？
TipsB_2_25_02	我觉得，如果以\n{color[ff0c00ff]}电脑{color[000000ff]}为例来说的话……
TipsB_2_25_03	那就是“{color[ff0c00ff]}中央处理器将会变快{color[000000ff]}”。
TipsB_2_25_04	顺便说一句，如果以{color[ff0c00ff]}电脑{color[000000ff]}为例来形容\n在Nintendo 3DS上开发的……
TipsB_2_25_05	《突破极限 脑的5分钟魔鬼锻炼》
TipsB_2_25_06	简称“{color[ff0c00ff]}魔鬼锻炼{color[000000ff]}”的效果的话……
TipsB_2_25_07	那就是“{color[ff0c00ff]}存储容量将会增加{color[000000ff]}”。
TipsB_2_25_08	啊，但是对于不熟悉\n电脑的人来说……
TipsB_2_25_09	反而可能会难以理解吧。
TipsB_2_26_01	如果在公司或学校\n遇到了非常{color[ff0c00ff]}厌恶的事情{color[000000ff]}……
TipsB_2_26_02	光是想像一下\n就会觉得很厌恶吧。
TipsB_2_26_03	但实际上不光是厌恶……
TipsB_2_26_04	或许还会因为{color[ff0c00ff]}压力{color[000000ff]}……
TipsB_2_26_05	导致{color[ff0c00ff]}大脑的存储容量减少{color[000000ff]}。\n（Seshadri et al., 2018）
TipsB_2_26_06	如果遇到了非常令人厌恶的事情，\n有些人还会出现{color[ff0c00ff]}PTSD{color[000000ff]}……
TipsB_2_26_07	也就是{color[ff0c00ff]}创伤后压力症候群{color[000000ff]}症。
TipsB_2_26_08	有研究指出，\nPTSD患者大脑的……
TipsB_2_26_09	{color[ff0c00ff]}工作记忆会降低{color[000000ff]}。\n（Yehuda et al., 2006）
TipsB_2_26_10	不过这两者之间是否有关，\n现在仍在研究当中。
TipsB_2_30_01	进行{color[ff0c00ff]}Nintendo DS的脑锻炼{color[000000ff]}后\n会{color[ff0c00ff]}发生什么{color[000000ff]}？
TipsB_2_30_02	曾有{color[ff0c00ff]}实验{color[000000ff]}对{color[ff0c00ff]}96名人员\n（每个对照组48名）{color[000000ff]}……
TipsB_2_30_03	进行过{color[ff0c00ff]}测试{color[000000ff]}。\n（Nouchi et al., 2016及其他人）
TipsB_2_30_04	然后得到了大脑的{color[ff0c00ff]}工作记忆{color[000000ff]}\n以及{color[ff0c00ff]}处理速度{color[000000ff]}的成绩……
TipsB_2_30_05	有{color[ff0c00ff]}提高的趋势{color[000000ff]}这样的结果。
TipsB_2_30_06	也就是说，{color[ff0c00ff]}学习前进行脑锻炼{color[000000ff]}的话，\n可以更有效地进行学习。
TipsB_2_30_07	我觉得可以这样认为。
TipsB_2_34_01	人如果受到{color[ff0c00ff]}排挤{color[000000ff]}……
TipsB_2_34_02	就会变得想要把自己封闭起来。
TipsB_2_34_03	但其实有一种说法是\n人如果受到{color[ff0c00ff]}排挤{color[000000ff]}，\n就会开始{color[ff0c00ff]}寻找新的朋友{color[000000ff]}。
TipsB_2_34_04	(Maner et al., 2007;\nDewall et al., 2009)
TipsB_2_34_05	大脑中可能有着\n{color[ff0c00ff]}想与他人产生联系的功能{color[000000ff]}。
TipsB_2_39_01	有研究表明，\n在学校的课堂上……
TipsB_2_39_02	如果班上同学们的{color[ff0c00ff]}点头{color[000000ff]}等\n行动都很{color[ff0c00ff]}一致（同步）{color[000000ff]}的话……
TipsB_2_39_03	那{color[ff0c00ff]}这节课{color[000000ff]}的{color[ff0c00ff]}效率就会很高{color[000000ff]}。\n（Kent 2013）
TipsB_2_39_04	另外，在其他的研究中……
TipsB_2_39_05	我们给中学班级里的学生\n一边测量大脑，一边让他们上课。
TipsB_2_39_06	结果得到了在上{color[ff0c00ff]}生动有趣的课程{color[000000ff]}时，\n{color[ff0c00ff]}前额叶{color[000000ff]}的活动也会变得{color[ff0c00ff]}同步{color[000000ff]}。
TipsB_2_39_07	这样的结果。\n（Nozawa et al., in preparation）
TipsB_2_39_08	通过{color[ff0c00ff]}身心的同步{color[000000ff]}来提高\n对课程内容的理解力，
TipsB_2_39_09	这样课程内容的趣味性\n或许也会得到提高。
TipsB_2_41_01	有一种叫做\n“{color[ff0c00ff]}园艺疗法{color[000000ff]}”的治疗方法。
TipsB_2_41_02	曾经有人做过这样的调查。
TipsB_2_41_03	让患有{color[ff0c00ff]}轻度PTSD（创伤后压力\n症候群）{color[000000ff]}的人接受园艺疗法，
TipsB_2_41_04	并看看他们的大脑\n会出现怎样的变化。
TipsB_2_41_05	然后，据说因PTSD而缩小的\n{color[ff0c00ff]}大脑部分（左前扣带皮层）{color[000000ff]}的\n{color[ff0c00ff]}体积有增大{color[000000ff]}的趋势。
TipsB_2_41_06	……得到了这样的结果。\n（Kotozaki 2013）
TipsB_2_41_07	我认为……
TipsB_2_41_08	对于大脑来说，\n或许培育植物……
TipsB_2_41_09	{color[ff0c00ff]}具有治愈效果{color[000000ff]}。
TipsB_2_43_01	有时候，我们会进行\n一些{color[ff0c00ff]}不好的想像{color[000000ff]}吧。
TipsB_2_43_02	曾经有人在研究室\n对{color[ff0c00ff]}想像锻炼{color[000000ff]}进行了实验。
TipsB_2_43_03	在{color[ff0c00ff]}3小时{color[000000ff]}内向{color[ff0c00ff]}40名大学生{color[000000ff]}\n展示了看不懂结局的场景……
TipsB_2_43_04	并让部分人持续想像一段\n10秒钟左右的美好结局，
TipsB_2_43_05	让另一部分人持续想像\n一段糟糕的结局。
TipsB_2_43_06	结果，{color[ff0c00ff]}持续想像美好结局{color[000000ff]}的人
TipsB_2_43_07	与进行想像锻炼前相比……
TipsB_2_43_08	{color[ff0c00ff]}在人前闲聊时的不安减少了{color[000000ff]}。
TipsB_2_43_09	……得到了这样的数据。\n（Sakaki et al., in preparation）
TipsB_2_43_10	如果对交流\n感到不安的人……
TipsB_2_43_11	或许{color[ff0c00ff]}经常想像一下\n美好结局{color[000000ff]}会比较好。
TipsB_2_44_01	{color[ff0c00ff]}每天玩游戏的时间\n不超过1小时{color[000000ff]}的孩子，
TipsB_2_44_02	与不玩游戏的孩子相比……
TipsB_2_44_03	更容易{color[ff0c00ff]}发现规律{color[000000ff]}，在{color[ff0c00ff]}理解{color[000000ff]}及\n{color[ff0c00ff]}构筑能力{color[000000ff]}上也普遍{color[ff0c00ff]}较高{color[000000ff]}。
TipsB_2_44_04	……存在着这样的数据。\n（Jones et al., 2014）
TipsB_2_44_05	是因为玩了游戏，\n所以导致能力得到了提高……
TipsB_2_44_06	还是能力较高的孩子\n会适度地玩会游戏……
TipsB_2_44_07	仍不得而知。\n我会继续进行研究。
TipsB_2_46_01	如果看到某人{color[ff0c00ff]}犯了错{color[000000ff]}，\n比如看到有人跌倒了……
TipsB_2_46_02	就会觉得很可惜，感觉那个\n跌倒的人的{color[ff0c00ff]}魅力降低了{color[000000ff]}。
TipsB_2_46_03	但是，如果失败的人……
TipsB_2_46_04	本身{color[ff0c00ff]}能力就很高{color[000000ff]}时，\n反而{color[ff0c00ff]}会觉得他的魅力上升了{color[000000ff]}。
TipsB_2_46_05	……存在着这样的研究结果。\n（Aronson, Willerman & Floyd, 1996）
TipsB_2_46_06	虽然能力高的人\n会越来越有利……
TipsB_2_46_07	但大脑好像也有着\n这样不合理的一面。
TipsB_2_47_01	有一款游戏叫做\n“{color[ff0c00ff]}超级马力欧64{color[000000ff]}”。
TipsB_2_47_02	在一些研究中\n也使用了此游戏。
TipsB_2_47_03	看游戏画面的时候，\n掌管大脑记忆的……
TipsB_2_47_04	{color[ff0c00ff]}海马回的活动量会增加{color[000000ff]}\n(Gleich et al., 2017)、
TipsB_2_47_05	{color[ff0c00ff]}海马回的体积会增加\n{color[000000ff]}(Kuhn et al., 2014)、
TipsB_2_47_06	{color[ff0c00ff]}老年人的短期记忆成绩提高了\n{color[000000ff]}（West et al., 2017）、
TipsB_2_47_07	……存在着这样一些研究。
TipsB_2_47_08	也就是说，玩游戏\n{color[ff0c00ff]}有时会使大脑发生变化{color[000000ff]}。
TipsB_2_47_09	……我们或许可以这么认为。
TipsB_2_49_01	{color[ff0c00ff]}Nintendo DS的脑锻炼{color[000000ff]}\n究竟有着怎样的效果……
TipsB_2_49_02	有些人对此进行了\n进一步的验证。
TipsB_2_49_03	他们让{color[ff0c00ff]}32名年轻人{color[000000ff]}、\n{color[ff0c00ff]}32名老年人{color[000000ff]}（每个对照组16名）……
TipsB_2_49_04	{color[ff0c00ff]}连续4周{color[000000ff]}，{color[ff0c00ff]}每周5次{color[000000ff]}，\n{color[ff0c00ff]}每次15分钟{color[000000ff]}游玩此游戏。
TipsB_2_49_05	然后，游玩脑锻炼的那一组……
TipsB_2_49_06	大脑的{color[ff0c00ff]}执行功能{color[000000ff]}和\n{color[ff0c00ff]}处理速度{color[000000ff]}都{color[ff0c00ff]}提高了{color[000000ff]}。
TipsB_2_49_07	……得到了这样的结果。\n(Nouchi et al., 2013)
TipsB_2_49_08	也就是说，包含了与验证时使用的\n锻炼项目相同的此软件，
TipsB_2_49_09	不管是对于{color[ff0c00ff]}年轻人{color[000000ff]}还是{color[ff0c00ff]}老年人{color[000000ff]}，\n都可能会{color[ff0c00ff]}起到效果{color[000000ff]}。
TipsB_2_50_01	回忆{color[ff0c00ff]}成就{color[000000ff]}……\n比如说获奖、合格等……
TipsB_2_50_02	{color[ff0c00ff]}只是回想{color[000000ff]}这些事情，\n大脑的能力就会暂时{color[ff0c00ff]}得到提高{color[000000ff]}。
TipsB_2_50_03	……存在着这样的研究结果。\n（Karsh & Eyal, 2015）
TipsB_2_50_04	对自己{color[ff0c00ff]}抱有信心{color[000000ff]}，\n或许有着{color[ff0c00ff]}提高{color[000000ff]}能力的{color[ff0c00ff]}效果{color[000000ff]}。
TipsB_2_53_01	或许你会觉得\n这是理所当然的……
TipsB_2_53_02	在听{color[ff0c00ff]}音乐{color[000000ff]}或玩{color[ff0c00ff]}游戏{color[000000ff]}后，\n人会变得{color[ff0c00ff]}乐观{color[000000ff]}。
TipsB_2_53_03	……存在着这样的研究。\n（Westermann et al., 1996)
TipsB_2_53_04	(Granic et al., 2014)\n另外，
TipsB_2_53_05	变得{color[ff0c00ff]}乐观{color[000000ff]}之后，如果进行脑锻炼，\n{color[ff0c00ff]}效果会更好{color[000000ff]}。
TipsB_2_53_06	……由于也有着这样的实验结果，
TipsB_2_53_07	所以在进行脑锻炼之前，\n通过音乐和游戏来提高\n心情或许会更好。
TipsB_2_55_01	在饲养多只老鼠时，\n在有迷宫或转轮等
TipsB_2_55_02	{color[ff0c00ff]}刺激较多{color[000000ff]}的地方\n饲养的老鼠……
TipsB_2_55_03	与其他地方饲养的老鼠相比，\n{color[ff0c00ff]}大脑要更为发达{color[000000ff]}。
TipsB_2_55_04	……存在着这样的数据。\n（Kempermann et al., 1997及其他人）
TipsB_2_55_05	人或许也一样，住在刺激多的地方，\n可能会对大脑的健康有好处。
TipsB_2_56_01	有些{color[ff0c00ff]}机器可以让我们看到\n大脑的运转情况{color[000000ff]}。
TipsB_2_56_02	如果通过这个机器\n来看的话……
TipsB_2_56_03	我们可以看到自己{color[ff0c00ff]}做了什么{color[000000ff]}，\n大脑的{color[ff0c00ff]}哪里会发生运转{color[000000ff]}。
TipsB_2_56_04	最后，即使不做\n什么特别的事情……
TipsB_2_56_05	也能凭自己的意志\n来{color[ff0c00ff]}控制大脑的活动{color[000000ff]}。
TipsB_2_56_06	……有着这样的研究。\n（Kotozaki et al., 2014）
TipsB_2_56_07	如果能够看见自己的大脑，\n或许就能控制自己的大脑呢。
TipsB_2_57_01	看着{color[ff0c00ff]}测量大脑的机器{color[000000ff]}……
TipsB_2_57_02	{color[ff0c00ff]}仅凭{color[000000ff]}自己的{color[ff0c00ff]}意志\n决定是否让大脑活性化{color[000000ff]}。
TipsB_2_57_03	有人正在对这个\n较为困难的锻炼进行研究。
TipsB_2_57_04	在让{color[ff0c00ff]}30名成年男性{color[000000ff]}\n进行该锻炼后，
TipsB_2_57_05	得到了{color[ff0c00ff]}心情低落有所缓解{color[000000ff]}，\n工作{color[ff0c00ff]}压力有所降低{color[000000ff]}，
TipsB_2_57_06	{color[ff0c00ff]}满足感得到提高{color[000000ff]}这样的结果。\n(Kotozaki et al., 2014)
TipsB_2_57_07	通过这一结果，\n当我们的心情低落时……
TipsB_2_57_08	或许进行{color[ff0c00ff]}控制{color[000000ff]}自己{color[ff0c00ff]}大脑{color[000000ff]}的\n锻炼会比较好。
TipsB_2_57_09	……我是这么认为的。
TipsB_2_58_01	有一些报告指出……
TipsB_2_58_02	{color[ff0c00ff]}老年人{color[000000ff]}玩{color[ff0c00ff]}游戏{color[000000ff]}的话，\n大脑的{color[ff0c00ff]}能力会得到提高{color[000000ff]}。
TipsB_2_58_03	某个著名的\n{color[ff0c00ff]}方块解谜游戏{color[000000ff]}……
TipsB_2_58_04	让大脑的{color[ff0c00ff]}处理速度得到了提高{color[000000ff]}。\n（Goldstein et al., 1997）
TipsB_2_58_05	某个著名的{color[ff0c00ff]}吃豆游戏{color[000000ff]}\n以及{color[ff0c00ff]}森喜刚游戏{color[000000ff]}……
TipsB_2_58_06	据说让{color[ff0c00ff]}反应时间得到了提高{color[000000ff]}。\n（Clark et al., 1987）
TipsB_2_58_07	或许有人觉得\n游戏对大脑不好……
TipsB_2_58_08	但我认为至少对于老年人来说，\n不可一概而论。
TipsB_2_59_01	{color[ff0c00ff]}老年人{color[000000ff]}如果持续进行\n能提高{color[ff0c00ff]}处理速度{color[000000ff]}的脑锻炼……
TipsB_2_59_02	不仅{color[ff0c00ff]}脑功能会有所好转{color[000000ff]}，\n{color[ff0c00ff]}心情低落也会得到缓解{color[000000ff]}。
TipsB_2_59_03	……存在着这样的数据。\n（Nouchi et al., 2016）
TipsB_2_59_04	对于心情低落的\n老年人来说……
TipsB_2_59_05	脑锻炼或许会很值得推荐。
TipsB_2_60_01	以{color[ff0c00ff]}积极的心情{color[000000ff]}进行脑锻炼吧。
TipsB_2_60_02	如果以积极的心情\n进行脑锻炼……
TipsB_2_60_02_02	比起以低落的心情\n进行脑锻炼……
TipsB_2_60_03	大脑的{color[ff0c00ff]}工作记忆{color[000000ff]}和{color[ff0c00ff]}处理速度{color[000000ff]}\n能进一步得到{color[ff0c00ff]}提高{color[000000ff]}。
TipsB_2_60_04	……存在着这样的实验结果。\n（Nouchi et al., 2017）
TipsB_2_60_05	大脑好像会受到心情的影响。
TipsB_2_61_01	有一种疗法叫做\n“{color[ff0c00ff]}化妆疗法{color[000000ff]}”。
TipsB_2_61_02	据说是通过化妆来争取\n{color[ff0c00ff]}提高QOL（生活质量）{color[000000ff]}，
TipsB_2_61_03	增加{color[ff0c00ff]}笑容{color[000000ff]}，提升{color[ff0c00ff]}幸福感{color[000000ff]}，
TipsB_2_61_04	使{color[ff0c00ff]}交流能力{color[000000ff]}得到提高。
TipsB_2_61_05	（岡本 2011; 作山等人, 2007）
TipsB_2_61_06	而且，据说{color[ff0c00ff]}大脑会活性化{color[000000ff]}。\n也就是说……
TipsB_2_61_07	万圣节上的浓妆艳抹\n或许对大脑也有好处。
TipsS_Start	那么，为了能更好地乐享此软件，\n我来给你一个{color[ff0c00ff]}提示{color[000000ff]}吧。
TipsS_01_01	如果按下足够多的印章……
TipsS_01_02	就能进行{color[ff0c00ff]}新的锻炼{color[000000ff]}哦。
TipsS_02_01	排名后会出现\n交通工具的动画。
TipsS_02_02	意思是{color[ff0c00ff]}“速度越快成绩越好”{color[000000ff]}。
TipsS_03_01	{color[ff0c00ff]}“轻松一刻”{color[000000ff]}模式中没有繁琐的步骤，\n可以立刻……
TipsS_03_02	体验{color[ff0c00ff]}使用手指{color[000000ff]}的\n脑年龄检查及锻炼。
TipsS_03_03	而且，可以2人一起进行的\n{color[ff0c00ff]}对战脑锻炼{color[000000ff]}一共有3种。
TipsS_03_04	请一定要和家人朋友\n一起试试哦。
TipsS_04_01	在{color[ff0c00ff]}“设置”{color[000000ff]}中的\n{color[ff0c00ff]}“惯用手”{color[000000ff]}里……
TipsS_04_02	可以更改为{color[ff0c00ff]}惯用右手{color[000000ff]}\n还是{color[ff0c00ff]}惯用左手{color[000000ff]}。
TipsS_05_01	如果{color[ff0c00ff]}每天{color[000000ff]}进行\n{color[ff0c00ff]}2种以上{color[000000ff]}的“锻炼”……
TipsS_05_02	日历上就会记录下当天\n进行过的项目种类数。
TipsS_06_01	此软件里含有可能有助于\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}的锻炼……
TipsS_06_02	以及反过来能让\n{color[ff0c00ff]}前额叶得以放松{color[000000ff]}的……
TipsS_06_03	{color[ff0c00ff]}“细菌扑灭”{color[000000ff]}。
TipsS_06_04	请在想要放松的时候试试吧！
TipsS_08_01	在{color[ff0c00ff]}“设置”{color[000000ff]}中的\n{color[ff0c00ff]}“印章设计”{color[000000ff]}里……
TipsS_08_02	可以对每天按下的\n{color[ff0c00ff]}印章{color[000000ff]}进行{color[ff0c00ff]}设计{color[000000ff]}。
TipsS_09_01	在“手指计算”等\n{color[ff0c00ff]}使用手指的锻炼{color[000000ff]}中……
TipsS_09_02	如果在{color[ff0c00ff]}“设置”{color[000000ff]}中更改{color[ff0c00ff]}“惯用手”{color[000000ff]}，\n握法就会发生变化。
TipsS_09_03	有时候使用与平时\n{color[ff0c00ff]}相反的手{color[000000ff]}也很有趣呢！
TipsS_10_01	在“轻松一刻”中的{color[ff0c00ff]}“数野鸟”{color[000000ff]}\n以及{color[ff0c00ff]}“数箱子”{color[000000ff]}里……
