common_Kawashima.msbt
Button_Back	返回
TipsB_2_14_05	聊天時如果看著對方的眼睛，\n可能會有更好的{color[ff0c00ff]}效果{color[000000ff]}喔。
TipsB_2_03_01	根據驗證結果，\n{color[ff0c00ff]}「朗讀」{color[000000ff]}文章可能比「默唸」……
TipsB_2_03_02	更能讓大腦強烈運作。\n(Miura et al., 2003)
TipsB_2_03_03	讓大腦多個地方活躍地運作，
TipsB_2_03_04	有可能為{color[ff0c00ff]}前額葉\n{color[000000ff]}帶來活化的效果。
TipsB_2_03_05	要是有小孩子或孫子，\n我推薦你{color[ff0c00ff]}讀故事書{color[000000ff]}給他聽喔。
TipsB_2_03_06	讀故事書可以讓孩子\n心靈{color[ff0c00ff]}安定{color[000000ff]}……
TipsB_2_03_07	父母的大腦\n也會變得更{color[ff0c00ff]}活躍{color[000000ff]}。
TipsB_2_03_08	我是這麼認為的。\n（Bus et al., 1995）
TipsB_2_09_01	為了保持大腦健康……
TipsB_2_09_02	首先要培養{color[ff0c00ff]}「使用大腦的習慣」{color[000000ff]}，\n（Cheng 2016）
TipsB_2_09_03	然後要有{color[ff0c00ff]}「均衡飲食」{color[000000ff]}，\n（le Coutre & Schmitt, 2008）
TipsB_2_09_04	最後是{color[ff0c00ff]}「充足的睡眠」{color[000000ff]}。\n（Richards et al., 2017）
TipsB_2_09_05	要保持大腦{color[ff0c00ff]}健康{color[000000ff]}，\n我認為這３項要素是必要的。
TipsB_2_02_01	其實人類的大腦\n有某個部分特別發達。
TipsB_2_02_02	那就是額頭附近的\n{color[ff0c00ff]}「前額葉」{color[000000ff]}這個部位。
TipsB_2_02_03	它負責控制\n{color[ff0c00ff]}創造力{color[000000ff]}、{color[ff0c00ff]}記憶力{color[000000ff]}及{color[ff0c00ff]}自制力{color[000000ff]}等等……
TipsB_2_02_04	是讓人類{color[ff0c00ff]}擁有人性{color[000000ff]}的重要部位。
TipsB_2_02_05	可以這樣說吧。\n（Funahashi & Andreau 2013）
TipsB_2_13_01	學習過的內容會在{color[ff0c00ff]}睡覺時\n記錄到大腦{color[000000ff]}，並固定下來。
TipsB_2_13_02	以上是研究的結果。\n(Stickgold et a., 2000)
TipsB_2_13_03	因此，要是睡眠時間太短……
TipsB_2_13_04	也許這些記憶\n就會無法固定，並且消失。
TipsB_2_13_05	睡眠可以說是\n{color[ff0c00ff]}「大腦復習並製造記憶的時間」{color[000000ff]}呢。
TipsB_2_28_01	偶爾到外面{color[ff0c00ff]}活動一下身體{color[000000ff]}吧。
TipsB_2_28_02	運動可能會讓大腦……
TipsB_2_28_03	得到神經細胞成長的效果喔。\n(Griffin et al., 2009)
TipsB_2_28_04	正所謂{color[ff0c00ff]}「運動也能幫助大腦發展」{color[000000ff]}，\n可能也沒說錯呢。
TipsB_2_06_01	鍛鍊的重點是\n要{color[ff0c00ff]}挑戰{color[000000ff]}能力的{color[ff0c00ff]}極限{color[000000ff]}。
TipsB_2_06_02	即使悠閒地鍛鍊，\n也無法得到很好的效果。
TipsB_2_06_03	在{color[ff0c00ff]}速度極限{color[000000ff]}及{color[ff0c00ff]}難度極限{color[000000ff]}下\n解開問題……
TipsB_2_06_04	大腦的{color[ff0c00ff]}運轉速度{color[000000ff]}會加快，\n記憶容量也會增加。
TipsB_2_06_05	我是這麼認為的。\n(Nouchi  et al., 2013)
TipsB_2_15_01	大腦內掌管新記憶的部位\n叫{color[ff0c00ff]}「海馬迴」{color[000000ff]}……
TipsB_2_15_02	如果睡眠時間太短，\n就會影響發育。
TipsB_2_15_03	這件事已經獲得證實。\n(Taki et al., 2012)
TipsB_2_15_04	也就是說，透過{color[ff0c00ff]}睡眠{color[000000ff]}獲得休息，\n對大腦來說是必要的。
TipsB_2_04_01	大腦的{color[ff0c00ff]}「前額葉」{color[000000ff]}\n其實有各種各樣的功能。
TipsB_2_04_02	比如說察言觀色，\n（Schurz et al., 2014）
TipsB_2_04_03	{color[ff0c00ff]}預測{color[000000ff]}事物的功能……\n（Vassena et al., 2017）
TipsB_2_04_04	{color[ff0c00ff]}唸書{color[000000ff]}、{color[ff0c00ff]}學習{color[000000ff]}及{color[ff0c00ff]}記憶{color[000000ff]}功能，
TipsB_2_04_05	把注意力放在某件事的功能……\n（Euston et al., 2012）
TipsB_2_04_06	甚至連自發性地做某件事的\n{color[ff0c00ff]}自發意識{color[000000ff]}……
TipsB_2_04_07	也是前額葉的其中一個功能。\n（Cardinal et al., 2002）
TipsB_2_04_08	前額葉可說是負責大腦裡\n最高階的工作。
TipsB_2_45_01	如果前額葉的功能衰退，\n也許會失去突發性感情的抑制力……
TipsB_2_45_02	也就是失去忍耐力，\n變成{color[ff0c00ff]}「容易生氣」{color[000000ff]}的狀態。
TipsB_2_45_03	需要注意喔。（Mathew, 2012）
TipsB_2_51_01	如果大腦開始{color[ff0c00ff]}活化{color[000000ff]}……
TipsB_2_51_02	據說會更容易\n對「未知事物」產生興趣，
TipsB_2_51_03	也會有力量\n{color[ff0c00ff]}挑戰新的事物{color[000000ff]}。
TipsB_2_51_04	可能是這樣吧。\n（Caballero et al., 2016）
TipsB_2_17_01	成為大人之後，\n就很少「比速度」了……
TipsB_2_17_02	不過，試試每天抽出數分鐘，\n{color[ff0c00ff]}盡量用最快的速度{color[000000ff]}做某件事吧。
TipsB_2_17_03	比速度可能有助於……
TipsB_2_17_04	提升大腦的{color[ff0c00ff]}資訊處理速度{color[000000ff]}喔。\n(Nouchi et al., 2016)
TipsB_2_31_01	如果鍛鍊大腦的運轉速度……
TipsB_2_31_02	就可以做出\n{color[ff0c00ff]}從容不迫的行動{color[000000ff]}……
TipsB_2_31_03	我是這麼認為的。\n（Tam et al., 2015）
TipsB_2_31_04	真想用沉著的心情\n度過每一天啊。
TipsB_2_05_01	智商分為{color[ff0c00ff]}「語言智商」{color[000000ff]}
TipsB_2_05_02	及{color[ff0c00ff]}「作業智商」{color[000000ff]}。\n（Wechsler, 1997）
TipsB_2_05_03	{color[ff0c00ff]}「語言智商」{color[000000ff]}與累積的經驗及學習\n有莫大的關係，
TipsB_2_05_04	在５０～７０幾歲左右\n有迎來巔峰的傾向……
TipsB_2_05_05	而處理記憶力、判斷力\n及多項資訊的{color[ff0c00ff]}「作業智商」{color[000000ff]}，
TipsB_2_05_06	則是會在２０歲左右之後\n不斷下跌。
TipsB_2_05_07	本軟體正是為了{color[ff0c00ff]}維持及提升\n{color[000000ff]}作業智商而開發的。
TipsB_2_20_01	有沒有覺得自己最近\n特別容易流淚呢？
TipsB_2_20_02	其實{color[ff0c00ff]}容易流淚{color[000000ff]}……
TipsB_2_20_03	是大腦的感情抑制功能衰退的訊號。\n（Wrosch et al., 2018）
TipsB_2_20_04	努力抑制澎湃的感情，\n假裝平靜……
TipsB_2_20_05	可能也是一項\n很好的腦鍛鍊喔。
TipsB_2_11_01	要讓大腦發育，
TipsB_2_11_02	{color[ff0c00ff]}均衡的飲食{color[000000ff]}是必要的。\n（Prangthip et al., 2019）
TipsB_2_11_03	大腦的能量來源，\n雖然只有{color[ff0c00ff]}葡萄糖{color[000000ff]}……
TipsB_2_11_04	但要進行學習或記憶，
TipsB_2_11_05	只靠葡萄糖是不夠的。\n（Akitsuki et al., 2011）
TipsB_2_11_06	如果只吃麵包或是米飯等主食，\n不吃配菜……
TipsB_2_11_07	可能就無法變得聰明了。
TipsB_2_01_01	我想有很多人認為……
TipsB_2_01_02	即使進行計算與朗讀的鍛鍊，\n也只會加快兩者的速度。
TipsB_2_01_03	不過，如果持續進行\n{color[ff0c00ff]}計算{color[000000ff]}及{color[ff0c00ff]}朗讀{color[000000ff]}的鍛鍊……
TipsB_2_01_04	除了提升計算和朗讀的成績外，
TipsB_2_01_05	大腦的{color[ff0c00ff]}執行功能\n{color[000000ff]}和{color[ff0c00ff]}處理速度{color[000000ff]}也會獲得{color[ff0c00ff]}提升{color[000000ff]}。
TipsB_2_01_06	以上是驗證的結果。\n（Nouchi et al., 2013）
TipsB_2_01_07	這被稱為{color[ff0c00ff]}遷移效果{color[000000ff]}。
TipsB_2_01_08	腦鍛鍊就是\n以這種{color[ff0c00ff]}遷移效果{color[000000ff]}為目標。
TipsB_2_16_01	同時進行多項事情的\n「{color[ff0c00ff]}多工處理{color[000000ff]}」……
TipsB_2_16_02	其實有{color[ff0c00ff]}兩種{color[000000ff]}。
TipsB_2_16_03	一種是因為{color[ff0c00ff]}分心\n{color[000000ff]}而東做西做的多工處理，
TipsB_2_16_04	另一種是{color[ff0c00ff]}把集中力\n{color[000000ff]}分散到各個事情的多工處理。
TipsB_2_16_05	如果是因為{color[ff0c00ff]}分心{color[000000ff]}\n而東做西做的多工處理，
TipsB_2_16_06	最後會什麼都{color[ff0c00ff]}做不好{color[000000ff]}。\n（Junco & Cotton 2011及其他）
TipsB_2_16_07	「{color[ff0c00ff]}集中{color[000000ff]}每件事」\n才是最重要的。
TipsB_2_18_01	人類的大腦遠比我們想像的\n更有{color[ff0c00ff]}柔軟性{color[000000ff]}。
TipsB_2_18_02	如果戴上\n{color[ff0c00ff]}事物會上下顛倒的眼鏡{color[000000ff]}來生活……
TipsB_2_18_03	只要一星期的時間，我們就會認為\n{color[ff0c00ff]}上下顛倒的世界就是現實{color[000000ff]}。
TipsB_2_18_04	有報告是這樣說的。\n(Harris 1963等人)
TipsB_2_18_05	如果之後\n{color[ff0c00ff]}拿掉眼鏡來生活{color[000000ff]}……
TipsB_2_18_06	就會有一段時間感到困惑，\n然後{color[ff0c00ff]}回復原狀{color[000000ff]}。
TipsB_2_18_07	可能正因為有這種{color[ff0c00ff]}柔軟性{color[000000ff]}……
TipsB_2_18_08	人類才能存活至今吧。
TipsB_2_19_01	在２０１６年的\nPsychological Science期刊中……
TipsB_2_19_02	發表了一個方針，\n那就是……
TipsB_2_19_03	「要確切{color[ff0c00ff]}驗證腦鍛鍊的效果{color[000000ff]}」。\n（Simons et al., 2016, 17, 103-186.）
TipsB_2_19_04	{color[ff0c00ff]}Nintendo DS的腦鍛鍊{color[000000ff]}效果，\n就是{color[ff0c00ff]}按照這個方針{color[000000ff]}進行驗證的。
TipsB_2_19_05	另外，除了我之外……
TipsB_2_19_06	還有{color[ff0c00ff]}多個驗證結果發表了\nDS的腦鍛鍊是有效果{color[000000ff]}的。
TipsB_2_19_08	我今後也會繼續{color[ff0c00ff]}研究大腦{color[000000ff]}。
TipsB_2_21_01	我曾對仙台市的\n{color[ff0c00ff]}25016名中學生{color[000000ff]}進行問卷調查……
TipsB_2_21_02	調查{color[ff0c00ff]}使用智慧型手機的方式\n與成績的關係{color[000000ff]}。
TipsB_2_21_03	然後，
TipsB_2_21_04	分析結果顯示……
TipsB_2_21_05	{color[ff0c00ff]}邊唸書邊使用\n智慧型手機{color[000000ff]}的學生{color[ff0c00ff]}成績較差{color[000000ff]}。
TipsB_2_21_06	另外，還有資料顯示……
TipsB_2_21_07	唸書時使用的\n{color[ff0c00ff]}應用程式數量越多{color[000000ff]}，
TipsB_2_21_08	{color[ff0c00ff]}成績就會越差{color[000000ff]}。\n（Kawashima R 2018）
TipsB_2_21_09	雖然這要取決於\n應用程式的種類，
TipsB_2_21_10	不過唸書時\n{color[ff0c00ff]}還是要集中{color[000000ff]}比較好。
TipsB_2_25_01	{color[ff0c00ff]}腦鍛鍊{color[000000ff]}能帶來什麼效果呢？
TipsB_2_25_02	用{color[ff0c00ff]}電腦{color[000000ff]}來比喻的話……
TipsB_2_25_03	我想可以形容為\n「{color[ff0c00ff]}中央處理器會變快{color[000000ff]}」。
TipsB_2_25_04	順便說一下，如果用{color[ff0c00ff]}電腦{color[000000ff]}來比喻\n在Nintendo 3DS上開發的……
TipsB_2_25_05	《突破極限 腦的5分鐘魔鬼鍛鍊》
TipsB_2_25_06	簡稱「{color[ff0c00ff]}魔鬼鍛鍊{color[000000ff]}」的效果……
TipsB_2_25_07	我想可以形容為\n「{color[ff0c00ff]}記憶體會增加{color[000000ff]}」。
TipsB_2_25_08	啊，可是對不太熟悉\n電腦的人來說……
TipsB_2_25_09	可能反而變得\n更難懂了呢。
TipsB_2_26_01	如果在公司或學校\n遇到非常{color[ff0c00ff]}討厭的事情{color[000000ff]}……
TipsB_2_26_02	光是想像一下\n也令人覺得討厭呢。
TipsB_2_26_03	不過其實不只討厭……
TipsB_2_26_04	{color[ff0c00ff]}腦的記憶體{color[000000ff]}……
TipsB_2_26_05	更可能會因為{color[ff0c00ff]}壓力{color[000000ff]}而{color[ff0c00ff]}減少{color[000000ff]}。\n（Seshadri et al., 2018）
TipsB_2_26_06	要是遇到非常討厭的事情，
TipsB_2_26_07	有些人可能會出現{color[ff0c00ff]}PTSD{color[000000ff]}，\n也就是{color[ff0c00ff]}創傷後壓力症候群{color[000000ff]}的症狀。
TipsB_2_26_08	有研究指出，\nPTSD患者的大腦……
TipsB_2_26_09	{color[ff0c00ff]}工作記憶會降低{color[000000ff]}。\n（Yehuda et al., 2006）
TipsB_2_26_10	不過現在還在研究\n這兩者之間是否有關係。
TipsB_2_30_01	曾經有{color[ff0c00ff]}實驗{color[000000ff]}找來{color[ff0c00ff]}９６名人士\n（４８名為對照組）{color[000000ff]}
TipsB_2_30_02	觀察他們\n{color[ff0c00ff]}遊玩Nintendo DS的腦鍛鍊後{color[000000ff]}
TipsB_2_30_03	{color[ff0c00ff]}會發生什麼事{color[000000ff]}。\n（Nouchi et al., 2016及其他）
TipsB_2_30_04	結果發現大腦的{color[ff0c00ff]}工作記憶\n{color[000000ff]}與{color[ff0c00ff]}處理速度{color[000000ff]}的成績……
TipsB_2_30_05	有{color[ff0c00ff]}提升的傾向{color[000000ff]}。
TipsB_2_30_06	也就是說，\n在{color[ff0c00ff]}唸書前{color[000000ff]}進行{color[ff0c00ff]}腦鍛鍊{color[000000ff]}，
TipsB_2_30_07	也許可以令學習更有效率。
TipsB_2_34_01	人們可能會想……
TipsB_2_34_02	當人{color[ff0c00ff]}受到排擠{color[000000ff]}時，\n就會想把自己封閉起來。
TipsB_2_34_03	但有一種假設認為，\n人如果{color[ff0c00ff]}受到排擠{color[000000ff]}，
TipsB_2_34_04	就會主動{color[ff0c00ff]}尋找新朋友{color[000000ff]}。（Maner et \nal., 2007; Dewall et al., 2009）
TipsB_2_34_05	大腦可能備有\n{color[ff0c00ff]}與人連繫的功能{color[000000ff]}呢。
TipsB_2_39_01	有研究指出……
TipsB_2_39_02	在學校上課時，\n班上的同學們如果{color[ff0c00ff]}一致（同步）{color[000000ff]}\n做出{color[ff0c00ff]}點頭{color[000000ff]}之類的行動……
TipsB_2_39_03	{color[ff0c00ff]}這堂課就會上得更有效率{color[000000ff]}。\n（Kent 2013）
TipsB_2_39_04	另外，在其他研究裡……
TipsB_2_39_05	一邊上課，一邊測量了\n中學生的大腦。
TipsB_2_39_06	結果發現，\n在上{color[ff0c00ff]}有趣的課堂{color[000000ff]}時，
TipsB_2_39_07	{color[ff0c00ff]}前額葉{color[000000ff]}的活動也會{color[ff0c00ff]}同步{color[000000ff]}。\n （Nozawa et al., in preparation）
TipsB_2_39_08	透過{color[ff0c00ff]}身心同步{color[000000ff]}，\n也許能夠提升對課堂內容的理解力，
TipsB_2_39_09	還可以提升\n課堂本身的樂趣。
TipsB_2_41_01	有一種叫「{color[ff0c00ff]}園藝療法{color[000000ff]}」的\n治療方法。
TipsB_2_41_02	曾有人進行調查，請{color[ff0c00ff]}輕度PTSD\n（創傷後壓力症候群）{color[000000ff]}患者\n接受園藝療法，
TipsB_2_41_03	看看他們的大腦\n會有什麼變化。
TipsB_2_41_04	結果發現，
TipsB_2_41_05	因為PTSD而萎縮的\n{color[ff0c00ff]}大腦部位（左前扣帶皮層）{color[000000ff]}
TipsB_2_41_06	{color[ff0c00ff]}體積{color[000000ff]}有{color[ff0c00ff]}增加{color[000000ff]}的傾向。\n（Kotozaki 2013）
TipsB_2_41_07	我認為……
TipsB_2_41_08	對大腦來說，
TipsB_2_41_09	栽培植物\n也許有{color[ff0c00ff]}療癒效果{color[000000ff]}。
TipsB_2_43_01	有時候，我們會忍不住\n{color[ff0c00ff]}向壞處想{color[000000ff]}吧。
TipsB_2_43_02	曾經有人在研究室\n進行了{color[ff0c00ff]}想像鍛鍊{color[000000ff]}的實驗。
TipsB_2_43_03	在{color[ff0c00ff]}３小時{color[000000ff]}內向{color[ff0c00ff]}４０名大學生{color[000000ff]}\n展示一些無法預測結果的場景……
TipsB_2_43_04	然後分為兩組，一組持續想像\n１０秒左右的正面結果，
TipsB_2_43_05	另一組持續想像負面結果。
TipsB_2_43_06	資料顯示，{color[ff0c00ff]}持續想像\n正面結果{color[000000ff]}的一組，
TipsB_2_43_07	與進行想像鍛鍊前相比……
TipsB_2_43_08	{color[ff0c00ff]}站在眾人面前\n閒聊的不安感減少了{color[000000ff]}。
TipsB_2_43_09	以上是研究的結果。\n（Sakaki et al., in preparation）
TipsB_2_43_10	對溝通交流感到不安的人……
TipsB_2_43_11	{color[ff0c00ff]}經常想像正面的結果{color[000000ff]}\n可能會比較好。
TipsB_2_44_01	資料顯示，\n{color[ff0c00ff]}１天遊玩少於１小時遊戲{color[000000ff]}的孩子
TipsB_2_44_02	與不玩遊戲的孩子相比……
TipsB_2_44_03	更能{color[ff0c00ff]}發現規律性{color[000000ff]}，\n有{color[ff0c00ff]}理解{color[000000ff]}與{color[ff0c00ff]}建構能力較強{color[000000ff]}的傾向。
TipsB_2_44_04	以上是研究的結果。\n（Jones et al., 2014）
TipsB_2_44_05	到底是因為玩了遊戲，\n能力才有所提升，
TipsB_2_44_06	還是能力高的孩子\n可以適度地玩遊戲……
TipsB_2_44_07	現在仍然無法確定，\n研究還在進行當中。
TipsB_2_46_01	有研究結果指出，\n在某件事上{color[ff0c00ff]}失敗的人{color[000000ff]}……
TipsB_2_46_02	比方說是絆倒的人，\n我們會覺得他的{color[ff0c00ff]}魅力下降{color[000000ff]}了。
TipsB_2_46_03	不過，如果失敗的人……
TipsB_2_46_04	本來就{color[ff0c00ff]}具備高度的能力{color[000000ff]}，
TipsB_2_46_05	反而會讓人覺得{color[ff0c00ff]}魅力上升{color[000000ff]}。\n（Aronson, Willerman & Floyd, 1996）
TipsB_2_46_06	根據這個研究結果，\n能力高的人會越來越有利……
TipsB_2_46_07	看來大腦也有\n不合理的一面呢。
TipsB_2_47_01	有一個遊戲叫\n《{color[ff0c00ff]}超級瑪利歐64{color[000000ff]}》。
TipsB_2_47_02	有些人使用這個遊戲\n進行了幾項研究。
TipsB_2_47_03	結果發現，\n玩家看著遊戲畫面時，
TipsB_2_47_04	掌管大腦記憶的{color[ff0c00ff]}海馬迴活動增強{color[000000ff]}、\n(Gleich et al., 2017)
TipsB_2_47_05	{color[ff0c00ff]}海馬迴體積增加{color[000000ff]}、\n(Kuhn et al., 2014)
TipsB_2_47_06	或是{color[ff0c00ff]}老年人的短期記憶成績有所提升{color[000000ff]}\n（West et al., 2017）等……
TipsB_2_47_07	以上都是研究結果。
TipsB_2_47_08	也就是說，透過玩遊戲，\n{color[ff0c00ff]}大腦可能會產生變化{color[000000ff]}……
TipsB_2_47_09	我們也許可以這樣認為吧。
TipsB_2_49_01	{color[ff0c00ff]}Nintendo DS的腦鍛鍊{color[000000ff]}\n會帶來什麼樣的效果呢？
TipsB_2_49_02	我們繼續進行了驗證。
TipsB_2_49_03	我們請{color[ff0c00ff]}３２名年輕人{color[000000ff]}及{color[ff0c00ff]}３２名老年人{color[000000ff]} \n（各有１６名對照組）……
TipsB_2_49_04	持續{color[ff0c00ff]}４星期{color[000000ff]}遊玩上述軟體，\n{color[ff0c00ff]}１星期５次{color[000000ff]}，{color[ff0c00ff]}每次１５分鐘{color[000000ff]}。
TipsB_2_49_05	然後，進行了腦鍛鍊的組別……
TipsB_2_49_06	腦的{color[ff0c00ff]}執行功能\n{color[000000ff]}及{color[ff0c00ff]}處理速度{color[000000ff]}都{color[ff0c00ff]}提升了{color[000000ff]}。
TipsB_2_49_07	以上就是驗證結果。\n(Nouchi et al., 2013)
TipsB_2_49_08	本軟體包含與驗證同樣的鍛鍊，
TipsB_2_49_09	也就是說，{color[ff0c00ff]}年輕人{color[000000ff]}或{color[ff0c00ff]}老年人\n{color[000000ff]}都{color[ff0c00ff]}有可能得到效果{color[000000ff]}。
TipsB_2_50_01	{color[ff0c00ff]}達成{color[000000ff]}某件事的{color[ff0c00ff]}回憶{color[000000ff]}……\n比如說得獎、合格等……
TipsB_2_50_02	只要{color[ff0c00ff]}回憶起那些事情{color[000000ff]}，\n{color[ff0c00ff]}大腦能力{color[000000ff]}就會暫時獲得{color[ff0c00ff]}提升{color[000000ff]}。
TipsB_2_50_03	以上是研究結果。\n（Karsh & Eyal, 2015）
TipsB_2_50_04	看來對自己{color[ff0c00ff]}有自信{color[000000ff]}，\n能帶來{color[ff0c00ff]}提升{color[000000ff]}能力的{color[ff0c00ff]}效果{color[000000ff]}呢。
TipsB_2_53_01	有研究指出，\n聽{color[ff0c00ff]}音樂{color[000000ff]}或玩{color[ff0c00ff]}遊戲{color[000000ff]}之後，
TipsB_2_53_02	人的情感會變得{color[ff0c00ff]}正面{color[000000ff]}。\n（Westermann et al., 1996)
TipsB_2_53_03	不過你可能會覺得\n這是理所當然的吧。
TipsB_2_53_04	(Granic et al., 2014)\n另外，也有實驗結果顯示
TipsB_2_53_05	帶著{color[ff0c00ff]}正面{color[000000ff]}的情感進行腦鍛鍊，\n可以{color[ff0c00ff]}促進效果{color[000000ff]}。
TipsB_2_53_06	在進行腦鍛鍊之前，\n也許可以先聽音樂或玩遊戲，
TipsB_2_53_07	讓自己情緒高漲一點喔。
TipsB_2_55_01	資料顯示，同時飼養多隻老鼠，\n或在飼養環境中放置迷宮及轉輪，
TipsB_2_55_02	在{color[ff0c00ff]}刺激較多的地方{color[000000ff]}飼養的老鼠……
TipsB_2_55_03	{color[ff0c00ff]}大腦{color[000000ff]}比不是這樣飼養的\n老鼠{color[ff0c00ff]}更發達{color[000000ff]}。
TipsB_2_55_04	以上是研究的結果。\n（Kempermann et al., 1997\n及其他）
TipsB_2_55_05	看來人類也要住在刺激多的地方，\n才能有助於大腦健康呢。
TipsB_2_56_01	有一台{color[ff0c00ff]}機器\n可以觀察大腦活動{color[000000ff]}。
TipsB_2_56_02	只要看著那台機器……
TipsB_2_56_03	就能知道自己{color[ff0c00ff]}做某件事的時候\n{color[000000ff]}大腦的{color[ff0c00ff]}哪個部分正在活動{color[000000ff]}，
TipsB_2_56_04	最後不做任何特別的事情……
TipsB_2_56_05	也能以自己的意志\n{color[ff0c00ff]}控制大腦的活動{color[000000ff]}。
TipsB_2_56_06	以上就是研究結果。\n（Kotozaki et al., 2014）
TipsB_2_56_07	只要能夠觀察，\n連大腦也有可能受到控制呢。
TipsB_2_57_01	我正在研究一項困難的鍛鍊。
TipsB_2_57_02	內容是邊看著{color[ff0c00ff]}大腦測量機器{color[000000ff]}……
TipsB_2_57_03	邊以自己的{color[ff0c00ff]}意志\n來讓大腦活化{color[000000ff]}或{color[ff0c00ff]}非活化{color[000000ff]}。
TipsB_2_57_04	我邀請{color[ff0c00ff]}３０名成年男性{color[000000ff]}\n來進行這個鍛鍊，
TipsB_2_57_05	結果出現了情緒{color[ff0c00ff]}失落減少{color[000000ff]}、\n工作{color[ff0c00ff]}壓力降低{color[000000ff]}
TipsB_2_57_06	還有{color[ff0c00ff]}滿足感上升{color[000000ff]}等結果。\n(Kotozaki et al., 2014)
TipsB_2_57_07	根據這個結果，\n今後心靈脆弱的時候……
TipsB_2_57_08	進行{color[ff0c00ff]}控制{color[000000ff]}自己{color[ff0c00ff]}大腦{color[000000ff]}的鍛鍊\n也許會比較好。
TipsB_2_57_09	我是這麼認為的。
TipsB_2_58_01	有數項報告都顯示，\n{color[ff0c00ff]}老年人{color[000000ff]}玩{color[ff0c00ff]}遊戲{color[000000ff]}的話，
TipsB_2_58_02	大腦{color[ff0c00ff]}能力會獲得提升{color[000000ff]}。
TipsB_2_58_03	聽說遊玩那個知名的\n{color[ff0c00ff]}落下型方塊遊戲{color[000000ff]}時，
TipsB_2_58_04	大腦的{color[ff0c00ff]}處理速度會有所提升{color[000000ff]}……\n（Goldstein et al., 1997）
TipsB_2_58_05	遊玩那個知名的{color[ff0c00ff]}吃圓點遊戲\n{color[000000ff]}或{color[ff0c00ff]}大金剛{color[000000ff]}時……
TipsB_2_58_06	{color[ff0c00ff]}反應時間似乎有所提升{color[000000ff]}。\n（Clark et al., 1987）
TipsB_2_58_07	可能有人認為\n遊戲對大腦不好……
TipsB_2_58_08	不過至少對老年人來說，\n還不能妄下判斷呢。
TipsB_2_59_01	如果{color[ff0c00ff]}老年人{color[000000ff]}持續進行\n提升{color[ff0c00ff]}處理速度{color[000000ff]}的腦鍛鍊……
TipsB_2_59_02	不只能{color[ff0c00ff]}改善大腦功能{color[000000ff]}，\n{color[ff0c00ff]}還可以減少情緒失落{color[000000ff]}。
TipsB_2_59_03	以上就是實驗資料。\n（Nouchi et al., 2016）
TipsB_2_59_04	對於情緒低落的老年人來說……
TipsB_2_59_05	推薦腦鍛鍊給他們\n也許不錯喔。
TipsB_2_60_01	請帶著{color[ff0c00ff]}正面的心情{color[000000ff]}\n進行腦鍛鍊吧。
TipsB_2_60_02	比起帶著負面的心情\n進行腦鍛鍊……
TipsB_2_60_02_02	帶著正面的心情\n進行腦鍛鍊時，
TipsB_2_60_03	大腦的{color[ff0c00ff]}工作記憶\n{color[000000ff]}與{color[ff0c00ff]}處理速度{color[000000ff]}會{color[ff0c00ff]}提升{color[000000ff]}更多……
TipsB_2_60_04	以上就是實驗結果。\n（Nouchi et al., 2017）
TipsB_2_60_05	看來大腦會受心情影響呢。
TipsB_2_61_01	有一種療法\n叫「{color[ff0c00ff]}化妝療法{color[000000ff]}」。
TipsB_2_61_02	目標是透過化妝\n{color[ff0c00ff]}提升QOL（生活品質）{color[000000ff]}，
TipsB_2_61_03	據說可以讓{color[ff0c00ff]}笑容{color[000000ff]}增多、
TipsB_2_61_04	提升{color[ff0c00ff]}幸福感{color[000000ff]}、
TipsB_2_61_05	或是增強{color[ff0c00ff]}溝通能力{color[000000ff]}……\n（岡本 2011; 作山等人, 2007）
TipsB_2_61_06	此外，也有人說它能\n{color[ff0c00ff]}使大腦活化{color[000000ff]}。也就是說……
TipsB_2_61_07	在萬聖節誇張地化妝，\n可能對大腦有好處。
TipsS_Start	那麼，讓我來分享一個\n讓本軟體更有趣的{color[ff0c00ff]}小話題{color[000000ff]}。
TipsS_01_01	只要持續蓋章……
TipsS_01_02	就可以進行\n{color[ff0c00ff]}新的鍛鍊{color[000000ff]}。
TipsS_02_01	排名後會出現\n交通工具動畫。
TipsS_02_02	{color[ff0c00ff]}「速度越快，\n就代表成績越好」{color[000000ff]}喔。
TipsS_03_01	{color[ff0c00ff]}「輕鬆一刻」{color[000000ff]}不用進行麻煩的手續……
TipsS_03_02	馬上就能體驗{color[ff0c00ff]}使用手指{color[000000ff]}來進行的\n腦年齡檢查或鍛鍊。
TipsS_03_03	此外，可以２個人一起進行的\n{color[ff0c00ff]}對戰腦鍛鍊{color[000000ff]}有３種。
TipsS_03_04	請務必與家人或朋友\n一起享受樂趣。
TipsS_04_01	在{color[ff0c00ff]}「設定」{color[000000ff]}裡的{color[ff0c00ff]}「慣用手」{color[000000ff]}……
TipsS_04_02	可以更改為\n{color[ff0c00ff]}慣用右手{color[000000ff]}或{color[ff0c00ff]}慣用左手{color[000000ff]}喔。
TipsS_05_01	只要{color[ff0c00ff]}１天內\n進行超過２種{color[000000ff]}「鍛鍊」……
TipsS_05_02	日曆就會記錄\n當天進行的種類數目。
TipsS_06_01	本軟體同時收錄了\n可能有助於{color[ff0c00ff]}前額葉活化{color[000000ff]}的鍛鍊……
