AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
UserNameFront	\x0e\x02\n\0
CpNameFront	\x0e\x17\x02\0CP\x0e\x02\x01\0\x0f\x17\x02
WaitingPlate	请稍等片刻。
WaitingPlate_WithoutBg	请稍等至全员集齐。
MenuMemberSel.msbt
HeaderTitle	玩家人数
PlayersCount1	1{s[070]}人{s[100]}
PlayersCount2	2{s[070]}人{s[100]}
PlayersCount3	3{s[070]}人{s[100]}
PlayersCount4	4{s[070]}人{s[100]}
OperationBack	\x0e\x04\x06\x022\0返回
MenuMemberSelRogue.msbt
HeaderTitle	玩家人数
PlayersCount1	1{s[070]}人{s[100]}
PlayersCount2	2{s[070]}人{s[100]}
OperationBack	\x0e\x04\x06\x022\0返回
RogueStart	开始！
RogueContinue	{s[070]}从{s[100]}中途保存{s[070]}继续{s[100]}
MenuPlayerBase.msbt
PlayerOk	OK
MenuPlayerCursor.msbt
MenuPlayerLamp.msbt
MenuPlayerNum.msbt
MenuRoomSel.msbt
HeaderTitle	团队选择
OperationBack	\x0e\x04\x06\x022\0返回
OperationSearchRoom	\x0e\x04\n\x02a\0列表更新
NoRoom	没有团队。\n请按\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0创建团队，\n或是按\x0e\x04\n\x02a\0更新列表。
NoRoomTrial	没有募集中的团队。\n请用按\x0e\x04\n\x02a\0更新列表。
CreateRoom	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0创建团队
HostName	\x0e\x02\n\0
MenuStageSel.msbt
HeaderTitle	关卡选择
OperationBack	\x0e\x04\x06\x022\0返回
SelectPanelStageCastleLololo	箩箩箩城堡
SelectPanelStageBubblyClouds	泡泡云层
SelectPanelStageForestCoo	空之森林
SelectPanelStageDededeRing	帝帝帝擂台
SelectPanelStageFactory	工厂参观
SelectPanelStageBoyoyonHand	弹力手关卡
SelectPanelStageDynaBlade	巨大锋翼鸟的巢
SelectPanelStageButterBuilding	奶油建筑物
SelectPanelStageVolcano	哈鲁德拉博火山
SelectPanelStageRainbowResort	梦之泉
SelectPanelStageRunawayTrain	瓦豆鲁迪火车
SelectPanelStageGreenGreeting	绿庭旅途
SelectPanelStageJambastion	暗黑要塞邪魔哈鲁达前
SelectPanelStageSummit	天空
SelectPanelStageGigavolt	铁巨兵钜甲螺丝
SelectPanelStageGigantGround	枯竭的海
SelectPanelStageGourmetRace	激烈冲突！美食比赛
SelectPanelStageDededeTower	宿命的对手们房间
SelectPanelStageDededeTower2	贯彻天空的牵绊房间
SelectPanelStagePractice	训练
SelectPanelStageRandom	随机
MenuStartBtn.msbt
MenuTeamSel.msbt
HeaderTitle	分队
SettingTeam	队伍
SettingDecide	决定
SettingPlayerName	\x0e\x02\n\0
SettingGuestName1	来宾1
SettingGuestName2	来宾2
SettingGuestName3	来宾3
SettingCPName1	CP1
SettingCPName2	CP2
SettingCPName3	CP3
OperationBack	\x0e\x04\x06\x022\0返回
OperationTeamShuffle	\x0e\x04\x07\x023\0队伍洗牌
MenuTutorial.msbt
ModeEveryoneTitle	对战模式
ModeEveryone	选择{c[ffe614]}复制能力{c[000000]}或{c[ffe614]}搭档{c[000000]}对战！\n{c[ffe614]}一人{c[000000]}的话是和CP，{c[ffe614]}两人{c[000000]}以上的话，通过分享游玩，\n可以{c[ffe614]}最多4人{c[000000]}一起游戏！
ModeSomeoneTitle	和任何人配对
ModeSomeone	通过{c[ffe614]}互联网{c[000000]}和世界上的其他人\n一起享受{c[ffe614]}2对2团体战{c[000000]}的乐趣吧！\n以连胜为目标！
ModeRogueTitle	故事模式
ModeRogue	和{c[ffe614]}搭档{c[000000]}一起攀登\n有敌人在等候着的{c[ffe614]}塔{c[000000]}吧！\n中途{c[ffe614]}选择道具{c[000000]}，就能边提升威力边前进！
ModeSingleTitle	单人模式
ModeSingle	以{c[ffe614]}一人{c[000000]}进行挑战，{c[ffe614]}全部9战{c[000000]}的{c[ffe614]}计时赛{c[000000]}！\n选择{c[ffe614]}难易度{c[000000]}进行挑战！
GhostTitle	幽灵化
Ghost	即使被打败，也能变为{c[ffe614]}幽灵{c[000000]}继续战斗！\n攻击敌人的话，就能{c[ffe614]}复活{c[000000]}！
OldGame.msbt
ShopConfirmDialogEclair	要跳转到\nNintendo eShop的\n{c[ff8c00]}《星之卡比 新星同盟》{c[000000]}页面吗？
ShopConfirmDialogLime2	要跳转到\nNintendo eShop的\n{c[ff8c00]}《超级卡比猎人队》{c[000000]}页面吗？
HardwareName_00	Nintendo Switch
HardwareName_01	Nintendo 3DS
HardwareName_02	Wii U
ShopTitleTextParufe	Kirby: Triple Deluxe
ShopTitleTextParufeDetail	特点是不再局限于左右移动，还能在关卡的前后移动。\n除了25种复制能力以外，\n还能够享受“超新星吸入”带来的冲击性与乐趣！
ShopTitleTextPizza	Kirby Fighters Deluxe
ShopTitleTextPizzaDetail	在《Kirby: Triple Deluxe》的小游戏中新增了更多要素。\n能够从10种复制能力当中选择喜欢的能力进行对战，\n还可以通过联机4人同乐！
ShopTitleTextDrop	Dedede's Drum Dash Deluxe
ShopTitleTextDropDetail	在《Kirby: Triple Deluxe》的小游戏中新增了更多要素。\n配合节奏操作帝帝帝大王，\n使用不同跳跃直奔终点！
ShopTitleTextTorte	Kirby: Planet Robobot
ShopTitleTextTorteDetail	为了拯救被邪恶企业侵略的世界，\n卡比将与拥有10种以上不同型态的“机器博博装甲”一同奋战！\n可对应所有的amiibo。
ShopTitleTextEclair	星之卡比 新星同盟
ShopTitleTextEclairDetail	以盟友之心让敌人成为同伴！\n与同伴搭档依次使出“盟友能力”，为拯救世界而战吧！\n通过分享Joy-Con，最多可以4人一起游玩。
ShopTitleTextYarns	Kirby's Extra Epic Yarn
ShopTitleTextYarnsDetail	操控毛线外观的卡比，使用毛线特有的多种招式\n进行冒险的动作游戏。除了可以让卡比变身成各种样貌的“变形能力”，\n还能够使用全新的“裁缝能力”！
ShopTitleTextIbiza	Kirby Battle Royale
ShopTitleTextIbizaDetail	操控卡比与众多对手展开多彩多姿战斗的动作游戏。\n除了可以1个人游玩，也能够通过互联网连接\n或本地联机与最多4名玩家互相竞争！
ShopTitleTextSuck	Kirby's Blowout Blast
ShopTitleTextSuckDetail	《Kirby: Planet Robobot》的小游戏脱胎换骨，\n变成了卷轴式3D动作游戏。\n驰骋在3D空间，凭借吸入与吐出打倒敌人并取得高分吧！
ShopTitleTextlime	Team Kirby Clash Deluxe
ShopTitleTextlimeDetail	在《Kirby: Planet Robobot》的小游戏中加入了新的探索、\n超过80种的“装备”，以及作为据点的“小镇”等等崭新要素。\n还能够享受4人合作游玩的基本免费游戏。
ShopTitleTextTouch	Kirby and the Rainbow Curse
ShopTitleTextTouchDetail	使用手写笔画出彩虹线条，将卡比引导至终点吧！\n卡比还可以变身成3种不同种类的运输设备。\n还可以由其他玩家操纵瓦豆鲁迪，享受4人合作的乐趣！
ShopTitleTextlime2	超级卡比猎人队
ShopTitleTextlime2Detail	4种职业的卡比齐心协力挑战各种任务，\n基本免费的动作游戏。单人游戏当然不用说，\n还能用线上游戏、分享游玩等方式轻松地进行多人游戏。
ShopHeaderText	{s[070]}查看{s[100]}系列历代作品
OldGameOperationBack	\x0e\x04\x06\x022\0返回
OptionTop.msbt
OptionTopHeaderTitle	选项
OptionTopOperationBack	\x0e\x04\x06\x022\0返回
OptionTopVersionTitle	ver.
OptionTopOldGame	系列历代作品
OptionTopEndCredit	制作人员名单
OptionTopVibrationTitle	振动设定
OptionTopVibrationOn	ON
OptionTopVibrationOff	OFF
OptionTopCreditSelect	要查看哪种制作人员名单？
OptionTopCreditSelectNormal	一般
OptionTopCreditSelectExtra	隐藏
OptionTopCreditSelectBack	\x0e\x04\x06\x022\0返回
Pause.msbt
OperationBack	\x0e\x04\x06\x022\0关闭
OperationExit	\x0e\x04\x08\x024\0退出此模式
RogueTitleLevel1	{s[055]}第1章{s[100]}\x0e\x02\x01\0{s[080]}层{s[100]}
RogueTitleLevel2	{s[055]}第2章{s[100]}\x0e\x02\x01\0{s[080]}层{s[100]}
RogueTitleLevel3	{s[055]}第3章{s[100]}\x0e\x02\x01\0{s[080]}层{s[100]}
RogueTitleLevel4	{s[055]}第4章{s[100]}\x0e\x02\x01\0{s[080]}层{s[100]}
RogueTitleLevel5	{s[055]}第5章{s[100]}\x0e\x02\x01\0{s[080]}层{s[100]}
SingleTitleEasy	{s[055]}容易 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}战{s[100]}
SingleTitleNormal	{s[055]}普通 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}战{s[100]}
SingleTitleHard	{s[055]}困难 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}战{s[100]}
SingleTitleVeryHard	{s[055]}超难 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}战{s[100]}
ModeRogueTitle	故事模式 宿命的对手们
ModeRogue	与搭档两人组成{c[ffe614]}队伍{c[000000]}进行的双人战斗！\n打倒各层的敌人，获得{c[ffe614]}故事道具{c[000000]}！\n不断提升威力，攀上高耸的\n{c[ffe614]}搭档斗士塔{c[000000]}吧！
ModeSingleTitle	单人模式
ModeSingle	{c[ffe614]}一个人{c[000000]}连续战斗胜利，不断前进，\n比拼{c[ffe614]}过关时间{c[000000]}的挑战模式！\n能否快速地打倒敌人，\n正是展现水平的地方！
StageRogueSpeedUpTitle	全员速度提升房间
StageRogueSpeedUp	不可思议效果持续不断的房间。\n自己和敌人一直都是{c[ffe614]}速度2倍{c[000000]}！\n仔细看动作，好好战斗吧！\n要小心别跑过头，触动{c[ffe614]}装置{c[000000]}！
StageRogueDoublePointTitle	获得2倍分数房间
StageRogueDoublePoint	不可思议效果持续不断的房间。\n在战斗中获得的{c[ffe614]}分数是2倍{c[000000]}！\n以先制攻击或无伤奖励等\n{c[ffe614]}高得分{c[000000]}为目标吧！
StageRogueMomentTitle	限制时间房间
StageRogueMoment	不可思议效果持续不断的房间。\n战斗的{c[ffe614]}剩余时间{c[000000]}比平时{c[ffe614]}短{c[000000]}！\n在{c[ffe614]}时间用尽{c[000000]}前快点打倒吧！
StageRogueDriftIceTitle	冰冻保存容器房间
StageRogueDriftIce	不可思议效果持续不断的房间。\n出现的道具尽是{c[ffe614]}冰冻保存容器{c[000000]}！\n里面会有{c[ffe614]}辅助道具{c[000000]}！\n在敌人得到前先拿到手吧！
StageRoguePainfulTerrainTitle	地形伤害2倍房间
StageRoguePainfulTerrain	不可思议效果持续不断的房间。\n关卡{c[ffe614]}装置{c[000000]}的{c[ffe614]}伤害变成2倍{c[000000]}！\n虽然是非常危险的战斗，\n但将敌人引入{c[ffe614]}装置{c[000000]}的话，会是个好机会！
StageRogueMuscularStrengthTitle	敌人攻击提升房间
StageRogueMuscularStrength	不可思议效果持续不断的房间。\n敌人的{c[ffe614]}攻击力{c[000000]}会大幅度提高！\n好好{c[ffe614]}防御{c[000000]}，进行战斗吧！
StageRogueLotOfNeedlesTitle	黑刺弹房间
StageRogueLotOfNeedles	不可思议效果持续不断的房间。\n出现的道具尽是{c[ffe614]}黑刺弹{c[000000]}！\n如果没有带着{c[ffe614]}黑刺球伤害的守护{c[000000]}，\n就要小心别被击中哦！
StageRogueHighSpeedGearTitle	高速巨型机关房间
StageRogueHighSpeedGear	不可思议效果持续不断的房间。\n关卡的{c[ffe614]}装置{c[000000]}会以{c[ffe614]}2倍的速度{c[000000]}移动！\n要小心别被快速移动的装置碰到！
StageRogueExplosionTitle	爆炸道具房间
StageRogueExplosion	不可思议效果持续不断的房间。\n出现的道具尽是\n{c[ffe614]}漫步大炸弹{c[000000]}和{c[ffe614]}定时炸弹{c[000000]}！\n小心，不要被卷入{c[ffe614]}爆炸{c[000000]}中！
StageRogueShellsTitle	炮台房间
StageRogueShells	不可思议效果持续不断的房间。\n出现的道具尽是{c[ffe614]}炮台{c[000000]}！\n拿着炮台后，熟练使用{c[ffe614]}跳跃{c[000000]}和{c[ffe614]}蹲下{c[000000]}，\n用弹丸击中敌人吧！\n
StageRogueWonderlandTitle	事件星房间
StageRogueWonderland	不可思议效果持续不断的房间。\n出现的道具尽是{c[ffe614]}事件星{c[000000]}！\n会掉下{c[ffe614]}食物{c[000000]}，或是突然打{c[ffe614]}瞌睡{c[000000]}……\n会发生什么取决于你的运气！
BossTwinWoods1Title	双重大树
BossTwinWoods1	{c[ffe614]}双重大树{c[000000]}再度登场了！\n牵绊比以往更深厚的{c[ffe614]}双胞胎的巨木{c[000000]}\n会落下苹果和毛毛虫，\n连{c[ffe614]}跳跃压下{c[000000]}也学会了！\n切不可轻视这行动一致的双胞胎！
BossTwinWoods2Title	双重大树
BossTwinWoods2	这里是{c[ffe614]}搭档斗士塔{c[000000]}的最上层……\n没想到出现的是{c[ffe614]}双重大树{c[000000]}！\n{c[ffe614]}双胞胎的巨木{c[000000]}挡住了去路！\n齐心协力做成的{c[ffe614]}巨大苹果{c[000000]}，\n被它压到的话就会变得扁扁的！
BossGigantEdgeandBlazeEdgeTitle	双刃
BossGigantEdgeandBlazeEdge	{c[ffe614]}双刃{c[000000]}前来挑战！\n绿色的铠甲和红色的铠甲，\n{c[ffe614]}双人{c[000000]}组合前来挑战！\n躲开飞来飞去的宽刀和突然喷出的火焰，\n用搭档的一击将其击溃！
BossShadowKirbyRogueTitle	暗影卡比
BossShadowKirbyRogue	据说是卡比那纯真无暇的心\n映照在{c[ffe614]}镜子{c[000000]}里后诞生的{c[ffe614]}淘气的影子{c[000000]}。\n虽说是淘气的影子，\n那力量却是不折不扣的卡比的力量！\n通过{c[ffe614]}镜像{c[000000]}的招式挡住了登塔的路！
BossShadowKirbyRogue51Title	暗影卡比
BossShadowKirbyRogue51	再度相会的{c[ffe614]}卡比的影子{c[000000]}！\n被谁召唤的{c[ffe614]}灰胖墩{c[000000]}\n正打算捣蛋挡住去路！\n那力量，要说是淘气的话就太强了！
BossShadowKirbyRogue52Title	暗影卡比
BossShadowKirbyRogue52	第三次相遇的是最强的{c[ffe614]}暗影卡比{c[000000]}。\n那压倒性强大的力量，\n或许就是悄悄守护着\n据说是位于遥远天空彼岸的\n{c[ffe614]}镜之国{c[000000]}的证据。
BossKingDededeandMetaknightLv2Title	帝帝帝大王&魅塔骑士
BossKingDededeandMetaknightLv2	终于是与组成搭档的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}的战斗了！\n我们这边也会组成{c[ffe614]}搭档{c[000000]}合力挑战！\n但是，这两人怎么感觉\n和平常有点点不一样……？
BossKingDededeandMetaknightLv3Title	帝帝帝大王&魅塔骑士
BossKingDededeandMetaknightLv3	{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}再度登场！\n这个强大……感觉这次是{c[ffe614]}本尊{c[000000]}了！\n为了胜利，不断施展出两人一起\n学会的新的{c[ffe614]}连携招式{c[000000]}，\n纠缠不休地袭击过来！
BossKingDededeandMetaknightLv4Title	帝帝帝大王&魅塔骑士
BossKingDededeandMetaknightLv4	第三次等候的{c[ffe614]}大王和骑士{c[000000]}，\n感受到和目前为止都不一样的{c[ffe614]}真正的认真{c[000000]}，\n但登塔并提升威力后的我们也一样，\n到底哪边的{c[ffe614]}搭档牵绊{c[000000]}更深呢……\n{c[ffe614]}宿命的对手们{c[000000]}啊，结束这漫长的战斗吧！
BossKingDededeandMetaknightLv5Title	帝帝帝大王&魅塔骑士
BossKingDededeandMetaknightLv5	在最接近星星的这个地方，{c[ffe614]}牵绊与牵绊互相碰撞{c[000000]}！\n回想起到目前为止的战斗回忆，\n帝帝帝大王和魅塔骑士……\n贯穿天空的最上层。挑战这{c[ffe614]}最终决战{c[000000]}，\n两人的瞳孔中点燃了{c[ffe614]}牵绊之炎{c[000000]}！
BossKingDededeandMetaknightGreatMaskTitle	下弦的蒙面·帝帝帝&上弦的蒙面·魅塔骑士
BossKingDededeandMetaknightGreatMask	为了隐藏骑士的真面目，两人戴上了\n大王拿出的{c[ffe614]}谜之面具{c[000000]}，正是{c[ffe614]}下弦{c[000000]}和{c[ffe614]}上弦{c[000000]}……\n成为了在月下闪耀的{c[ffe614]}无双的弦月{c[000000]}！\n宿命的对手们做好觉悟，蓄势待发。\n时机成熟了……正是现在，{c[ffe614]}上吧{c[000000]}！
BossShadowKirbySingleTitle	暗影卡比
BossShadowKirbySingle	卡比的影子……{c[ffe614]}暗影卡比{c[000000]}。\n不知从哪里出现又消失，\n神出鬼没的淘气影子，\n久违地前来参加战斗大会！\n相当棘手的{c[ffe614]}照镜子{c[000000]}的敌人……战胜他吧！
ParameterTitle	现在的强度
ParameterFloor	\x0e\x02\x01\0{s[060]}层{s[100]}
ParameterNextFloor	{s[060]}剩下{s[100]}{c[ffe614]}\x0e\x02\x01\0{c[000000]}{s[060]}层{s[100]}
ParameterNextLastFloor	{s[060]}下一个是{s[100]}{s[060]} {s[100]}{s[080]}{c[ffe614]}最上层！{c[000000]}{s[100]}
ParameterScoreLabel	合计分数
ParameterOperationItems	\x0e\x04\x07\x023\0获得的道具
ParameterGaugeAttackPower	攻击力
ParameterGaugeRecoverySpeed	道具\n回复力
ParameterGaugeGhostSpeed	幽灵强化
ParameterGaugeChargeSpeed	蓄力速度
RougeItemList_Title	获得的道具
RougeItemList_GuideReturn	\x0e\x04\x06\x022\0返回
RougeItemList_NoItem	没有道具
RougeItemList_ItemNum	{s[070]}持有{s[100]}\x0e\x02\x01\0{s[070]}个{s[100]}
ItemName023	搭档聪明提升
ItemInfo023	超级稀有的道具。\n得到后，{c[ffe614]}搭档的聪明{c[000000]}程度会{c[ffe614]}提升{c[000000]}，\n变得比现在更强更可靠！
ItemName044	头巾瓦豆鲁迪杀手徽章
ItemInfo044	对{c[ffe614]}头巾瓦豆鲁迪{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName045	蛊依杀手徽章
ItemInfo045	对{c[ffe614]}蛊依{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName046	魔法洛亚杀手徽章
ItemInfo046	对{c[ffe614]}魔法洛亚{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName047	魔王杀手徽章
ItemInfo047	对守护塔的各种{c[ffe614]}魔王{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n{c[ffe614]}大幅度{c[000000]}提高的徽章。
ItemName048	薄荷叶强化贴纸
ItemInfo048	{c[ffe614]}薄荷叶{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName049	麦克风伤害的守护
ItemInfo049	从敌人使用的{c[ffe614]}麦克风{c[000000]}那里\n受到的伤害会减少到{c[ffe614]}1/4{c[000000]}。
ItemName050	炮台强化贴纸
ItemInfo050	{c[ffe614]}炮台{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName051	爆炸道具强化贴纸
ItemInfo051	对敌人的{c[ffe614]}定时炸弹{c[000000]}和{c[ffe614]}漫步大炸弹{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName052	时间奖励贴纸
ItemInfo052	战斗的{c[ffe614]}剩余时间{c[000000]}\n每1张增加{c[ffe614]}\x0e\x02\x01\0秒{c[000000]}的贴纸。
ItemName053	自动回复贴纸
ItemInfo053	战斗胜利后，体力的{c[ffe614]}自动回复{c[000000]}\n增加{c[ffe614]}\x0e\x02\x01\0{c[000000]}的贴纸。
ItemName054	自动防御提升 Lv1
ItemInfo054	偶尔会{c[ffe614]}自动防御{c[000000]}，\n万一有事时会有用的稀有道具。
ItemName055	自动防御提升 Lv2
ItemInfo055	有时候会{c[ffe614]}自动防御{c[000000]}，\n万一有事时会有用的稀有道具。
ItemName056	地形伤害的守护
ItemInfo056	从岩浆或弹力手之类的{c[ffe614]}关卡装置{c[000000]}那里\n受到的伤害会减少{c[ffe614]}一半{c[000000]}。
ItemName057	爆炸伤害的守护
ItemInfo057	从敌人的{c[ffe614]}定时炸弹{c[000000]}和{c[ffe614]}漫步大炸弹{c[000000]}那里\n受到的伤害会{c[ffe614]}大量减少{c[000000]}。
ItemName059	黑刺球伤害的守护
ItemInfo059	从{c[ffe614]}黑刺弹{c[000000]}或魔王投掷的{c[ffe614]}黑刺球{c[000000]}那里\n受到的伤害会减少到{c[ffe614]}1/4{c[000000]}。
ItemName060	电气武器强化贴纸
ItemInfo060	{c[ffe614]}电气武器{c[000000]}的累积{c[ffe614]}速度{c[000000]}会提高，\n电击的{c[ffe614]}攻击力{c[000000]}也会变为{c[ffe614]}2倍{c[000000]}的贴纸。
ItemName061	冰冻保存容器破坏贴纸
ItemInfo061	可以让{c[ffe614]}破坏冰冻保存容器{c[000000]}的速度\n快{c[ffe614]}3倍{c[000000]}的贴纸。
ItemName062	啦啦彩球高速贴纸
ItemInfo062	{c[ffe614]}啦啦彩球{c[000000]}舞蹈成功的{c[ffe614]}时间{c[000000]}\n变为{c[ffe614]}一半{c[000000]}，{c[ffe614]}攻击力{c[000000]}也提升为\n{c[ffe614]}2倍{c[000000]}的贴纸。
ItemName063	分数提升贴纸
ItemInfo063	1次战斗中可以获得的{c[ffe614]}分数{c[000000]}\n会{c[ffe614]}提高10%{c[000000]}的贴纸。
ItemName064	道具选择+1
ItemInfo064	超级稀有的道具。\n陈列在{c[ffe614]}道具房{c[000000]}的道具\n竟然会{c[ffe614]}增加一个{c[000000]}！
ItemName065	诅咒之环·自动回复
ItemInfo065	被诅咒之环。\n战斗后的{c[ffe614]}自动回复{c[000000]}竟然提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}。\n但相对的，{c[ffe614]}食物{c[000000]}全部{c[ffe614]}不会出现{c[000000]}。
ItemName066	诅咒之环·攻击提升
ItemInfo066	被诅咒之环。\n{c[ffe614]}攻击力{c[000000]}竟然提高{c[ffe614]}\x0e\x02\x02\0倍{c[000000]}。\n但相对的，{c[ffe614]}最大体力{c[000000]}会变为{c[ffe614]}1/3{c[000000]}。
ItemName067	诅咒之环·无幽灵化
ItemInfo067	被诅咒之环。\n可以让对手{c[ffe614]}不变成幽灵{c[000000]}而被打倒。\n但相对的，自己和搭档也{c[ffe614]}不会变成幽灵{c[000000]}。
AblNoteRightDirection	向右时
AblSwordTitle1	利剑1
AblSwordTitle2	利剑2
AblSwordTitle3	利剑3
AblSwordNormal	直斩
AblSwordComboAttack	剑百烈斩～决定一斩
AblSwordDril	钻击剑
AblSwordDash	旋转剑
AblSwordChopping	劈～出剑
AblSwordChoppingUnder	破盔刺
AblSwordUnder	下刺
AblSwordUpper	飞升斩
AblSwordMteoend	陨石终结
AblSwordRoll	回旋斩
AblSwordTornade	龙卷斩
AblSwordSkyCharge	天空能量剑
AblSwordNormalBtn	\x0e\x04\x06\x022\0
AblSwordComboAttackBtn	直斩后\x0e\x04\x06\x022\0
AblSwordDrilBtn	冲刺＋\x0e\x04\x06\x022\0
AblSwordDashBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblSwordChoppingBtn	在空中\x0e\x04\x06\x022\0
AblSwordChoppingUnderBtn	出剑～在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordUnderBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblSwordMteoendBtn	在用飞升斩上升时\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordRollBtn	长按\x0e\x04\x06\x022\0～放开
AblSwordTornadeBtn	长按\x0e\x04\x06\x022\0～放开＋\x0e\x04\x17\x02Ä\0
AblSwordSkyChargeBtn	长按\x0e\x04\x17\x02Ä\0～放开＋\x0e\x04\x06\x022\0
AblCutterTitle1	弯刀1
AblCutterTitle2	弯刀2
AblCutterBoomerang	回旋弯刀
AblCutterBoomerangHyper	超级回旋弯刀
AblCutterDashAttack	冲刺弯刀斩
AblCutterDrop	落下弯刀斩
AblCutterDropHight	破盔斩
AblCutterKaratake	一刀两断
AblCutterFinalCombo	弯刀乱斩～最终弯刀
AblCutterBoomerangBtn	\x0e\x04\x06\x022\0
AblCutterBoomerangHyperBtn	长按\x0e\x04\x06\x022\0～放开
AblCutterDashAttackBtn	冲刺＋\x0e\x04\x06\x022\0
AblCutterDropBtn	在空中持续按\x0e\x04\x06\x022\0
AblCutterDropHightBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblCutterKaratakeBtn	在敌人旁边\x0e\x04\x06\x022\0
AblCutterFinalComboBtn	在敌人旁边连打\x0e\x04\x06\x022\0
AblBeamTitle1	光束1
AblBeamTitle2	光束2
AblBeamWhip	光束鞭
AblBeamCircle	周波光束
AblBeamMachinegun	光束机关枪
AblBeamCannon	波动光束
AblBeamCapture	捕捉光束
AblBeamWhipBtn	放开\x0e\x04\x06\x022\0
AblBeamCircleBtn	冲刺＋\x0e\x04\x06\x022\0
AblBeamMachinegunBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblBeamCannonBtn	长按\x0e\x04\x06\x022\0～放开
AblBeamCaptureBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0
AblParasolTitle1	阳伞1
AblParasolTitle2	阳伞2
AblParasolSwing	挥动阳伞
AblParasolSheild	阳伞盾
AblParasolDirection	改变盾的方向
AblParasolDril	阳伞钻击
AblParasolGuriguri	转转阳伞
AblParasolDiving	阳伞俯冲
AblParasolThrow	街头表演投掷
AblParasolFalling	降落阳伞
AblParasolClose	关闭阳伞
AblParasolSwingBtn	\x0e\x04\x06\x022\0
AblParasolSheildBtn	长按\x0e\x04\x06\x022\0
AblParasolDirectionBtn	在阳伞盾时\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblParasolDrilBtn	冲刺＋\x0e\x04\x06\x022\0
AblParasolGuriguriBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblParasolDivingBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblParasolThrowBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0
AblParasolFallingBtn	落下
AblParasolCloseBtn	落下时\x0e\x04\x15\x02Â\0
AblHammerTitle1	锤子1
AblHammerTitle2	锤子2
AblHammerNormal	锤子敲击
AblHammerUnder	转转锤子
AblHammerGiantSwing	大回环
AblHammerRoll	大车轮
AblHammerRoolHyper	极·大车轮
AblHammerFire	鬼杀火焰锤
AblHammerFireChargingMove	蓄力中移动
AblHammerNormalBtn	\x0e\x04\x06\x022\0
AblHammerUnderBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblHammerGiantSwingBtn	冲刺＋\x0e\x04\x06\x022\0
AblHammerRollBtn	在空中\x0e\x04\x06\x022\0
AblHammerRoolHyperBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblHammerFireBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblHammerFireChargingMoveBtn	鬼杀火焰锤时\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblBombTitle1	炸弹1
AblBombTitle2	炸弹2
AblBombHold	举起炸弹
AblBombDirection	丢炸弹
