AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
Rogue_AbilityStick	如意棒
Rogue_AbilityWater	清水
Rogue_AbilityMetaknight	魅塔騎士
Rogue_AbilityDedede	帝帝帝大王
Rogue_AbilityWaddledee	頭巾瓦豆魯迪
Rogue_AbilityGooey	蠱依
Rogue_AbilityMahoroa	魔法洛亞
Rogue_DialogExplain	{c[ff8c00]}第5章{c[000000]}是合計輸掉{c[ff8c00]}\x0e\x02\x02\0次{c[000000]}後\n就會{c[ff8c00]}從1層重新再來{c[000000]}的\n超困難難易度！
Rogue_DialogExplain2	一邊注意{c[ff8c00]}剩下挑戰數{c[000000]}\n一邊{c[ff8c00]}選擇道具{c[000000]}，\n目標是{c[ff8c00]}真正的最上層{c[000000]}！
MenuMatching.msbt
HeaderTitle	配對中
OperationBack	\x0e\x04\x06\x022\0返回
CloseRoom	截止
UserNameFront	\x0e\x02\n\0
CpNameFront	\x0e\x17\x02\0CP\x0e\x02\x01\0\x0f\x17\x02
WaitingPlate	請稍待片刻
WaitingPlate_WithoutBg	請稍待至全員到齊
MenuMemberSel.msbt
HeaderTitle	玩家人數
PlayersCount1	1{s[070]}人{s[100]}
PlayersCount2	2{s[070]}人{s[100]}
PlayersCount3	3{s[070]}人{s[100]}
PlayersCount4	4{s[070]}人{s[100]}
OperationBack	\x0e\x04\x06\x022\0返回
MenuMemberSelRogue.msbt
HeaderTitle	玩家人數
PlayersCount1	1{s[070]}人{s[100]}
PlayersCount2	2{s[070]}人{s[100]}
OperationBack	\x0e\x04\x06\x022\0返回
RogueStart	開始！
RogueContinue	{s[070]}從{s[100]}中途儲存{s[070]}繼續{s[100]}
MenuPlayerBase.msbt
PlayerOk	OK
MenuPlayerCursor.msbt
MenuPlayerLamp.msbt
MenuPlayerNum.msbt
MenuRoomSel.msbt
HeaderTitle	團隊選擇
OperationBack	\x0e\x04\x06\x022\0返回
OperationSearchRoom	\x0e\x04\n\x02a\0列表更新
NoRoom	沒有團隊。\n請用\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0創建團隊，\n或是用\x0e\x04\n\x02a\0更新列表。
NoRoomTrial	沒有招募中的團隊。\n請用\x0e\x04\n\x02a\0更新列表。
CreateRoom	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0創建團隊
HostName	\x0e\x02\n\0
MenuStageSel.msbt
HeaderTitle	關卡選擇
OperationBack	\x0e\x04\x06\x022\0返回
SelectPanelStageCastleLololo	籮籮籮城堡
SelectPanelStageBubblyClouds	泡泡雲層
SelectPanelStageForestCoo	空之森林
SelectPanelStageDededeRing	帝帝帝擂台
SelectPanelStageFactory	工廠參觀
SelectPanelStageBoyoyonHand	彈力手關卡
SelectPanelStageDynaBlade	巨大鋒翼鳥的巢
SelectPanelStageButterBuilding	奶油建築物
SelectPanelStageVolcano	哈魯德拉博火山
SelectPanelStageRainbowResort	夢之泉
SelectPanelStageRunawayTrain	瓦豆魯迪火車
SelectPanelStageGreenGreeting	綠庭旅途
SelectPanelStageJambastion	暗黑要塞邪魔哈魯達前
SelectPanelStageSummit	天空
SelectPanelStageGigavolt	鐵巨兵鉅甲螺絲
SelectPanelStageGigantGround	枯竭的海
SelectPanelStageGourmetRace	激烈衝突！美食比賽
SelectPanelStageDededeTower	宿命的對手們房間
SelectPanelStageDededeTower2	貫徹天空的牽絆房間
SelectPanelStagePractice	訓練
SelectPanelStageRandom	隨機
MenuStartBtn.msbt
MenuTeamSel.msbt
HeaderTitle	分隊
SettingTeam	隊伍
SettingDecide	決定
SettingPlayerName	\x0e\x02\n\0
SettingGuestName1	來賓1
SettingGuestName2	來賓2
SettingGuestName3	來賓3
SettingCPName1	CP1
SettingCPName2	CP2
SettingCPName3	CP3
OperationBack	\x0e\x04\x06\x022\0返回
OperationTeamShuffle	\x0e\x04\x07\x023\0隊伍洗牌
MenuTutorial.msbt
ModeEveryoneTitle	對戰模式
ModeEveryone	選擇{c[ffe614]}複製能力{c[000000]}或{c[ffe614]}搭檔{c[000000]}進行對戰！\n{c[ffe614]}一人{c[000000]}的話就和CP，{c[ffe614]}兩人以上{c[000000]}的話就用分享遊玩，\n可以{c[ffe614]}最多4人{c[000000]}一起遊玩！
ModeSomeoneTitle	和任何人配對
ModeSomeone	透過{c[ffe614]}網路{c[000000]}和世界上任何人\n享受{c[ffe614]}2對2的團體戰{c[000000]}吧！ \n目標連勝！
ModeRogueTitle	故事模式
ModeRogue	和同伴{c[ffe614]}搭檔{c[000000]}一起衝上敵人等候著的{c[ffe614]}塔{c[000000]}！ \n途中{c[ffe614]}選擇道具{c[000000]}，一邊提升威力\n一邊前進吧！
ModeSingleTitle	單人模式
ModeSingle	{c[ffe614]}一人{c[000000]}挑戰{c[ffe614]}全9戰{c[000000]}的 {c[ffe614]}時間競速{c[000000]}！\n選擇{c[ffe614]}難易度{c[000000]}挑戰！
GhostTitle	幽靈化
Ghost	被打敗了也會變成{c[ffe614]}幽靈{c[000000]}繼續戰鬥！\n攻擊敵人的話便可以{c[ffe614]}復活{c[000000]}！
OldGame.msbt
ShopConfirmDialogEclair	要前往Nintendo eShop的\n{c[ff8c00]}《星之卡比 新星同盟》{c[000000]}\n頁面嗎？
ShopConfirmDialogLime2	要前往Nintendo eShop的\n{c[ff8c00]}《超級卡比獵人隊》{c[000000]}\n頁面嗎？
HardwareName_00	Nintendo Switch
HardwareName_01	Nintendo 3DS
HardwareName_02	Wii U
ShopTitleTextParufe	Kirby: Triple Deluxe
ShopTitleTextParufeDetail	特色是不再侷限於橫向，能夠在關卡的前後移動。\n除了25種複製能力以外，\n還能夠享受「超新星吸入」帶來的衝擊性與樂趣！
ShopTitleTextPizza	Kirby Fighters Deluxe
ShopTitleTextPizzaDetail	在《Kirby: Triple Deluxe》的小遊戲新增了更多要素。\n能夠從10種複製能力當中選擇喜歡的能力進行對戰，\n也可以使用通訊遊玩4人同樂！
ShopTitleTextDrop	Dedede's Drum Dash Deluxe
ShopTitleTextDropDetail	在《Kirby: Triple Deluxe》的小遊戲新增了更多要素。\n配合節奏操作帝帝帝大王，\n使用不同跳躍往終點前進！
ShopTitleTextTorte	Kirby: Planet Robobot
ShopTitleTextTorteDetail	為了拯救被邪惡企業侵略的世界，\n卡比將與擁有10種以上不同型態的「機器博博裝甲」一同奮戰！\n可對應所有的amiibo。
ShopTitleTextEclair	星之卡比 新星同盟
ShopTitleTextEclairDetail	以盟友之心讓敵人成為同伴！\n與同伴搭配依序使出「盟友能力」，為拯救世界而戰吧！\n透過分享Joy-Con，最多可以4人一起遊玩。
ShopTitleTextYarns	Kirby's Extra Epic Yarn
ShopTitleTextYarnsDetail	操控毛線外觀的卡比，使用毛線特有的多種招式\n進行冒險的動作遊戲。除了可以讓卡比變身成各種樣貌的「變形能力」，\n還能夠使用全新的「裁縫能力」！
ShopTitleTextIbiza	Kirby Battle Royale
ShopTitleTextIbizaDetail	操控卡比與眾多對手展開多彩多姿戰鬥的動作遊戲。\n除了可以1個人遊玩，也能夠透過網路通訊\n或鄰近主機通訊與最多4名玩家互相競爭！
ShopTitleTextSuck	Kirby's Blowout Blast
ShopTitleTextSuckDetail	《Kirby: Planet Robobot》的小遊戲脫胎換骨，\n搖身一變成為捲軸式3D動作遊戲。\n在3D空間奔馳，藉由吸入與吐出打倒敵人並取得高分吧！
ShopTitleTextlime	Team Kirby Clash Deluxe
ShopTitleTextlimeDetail	在《Kirby: Planet Robobot》的小遊戲中加入了新的探索、超過80種的「裝備」，\n以及作為據點的「小鎮」等等嶄新要素。\n還能夠享受4人合作遊玩，基本上是免費遊戲。
ShopTitleTextTouch	Kirby and the Rainbow Curse
ShopTitleTextTouchDetail	使用觸控筆畫出彩虹線條，將卡比引導至終點吧！\n卡比還可以變身成3種不同種類的運輸設備。\n其他玩家也能夠操縱瓦豆魯迪，享受4人合作遊戲！
ShopTitleTextlime2	超級卡比獵人隊
ShopTitleTextlime2Detail	4個職業的卡比同心協力挑戰各式各樣的探索，\n是基本免費的動作遊戲。不只可以一人遊玩，\n還有多人的線上遊玩、分享遊玩。
ShopHeaderText	{s[070]}查看{s[100]}以前的遊戲
OldGameOperationBack	\x0e\x04\x06\x022\0返回
OptionTop.msbt
OptionTopHeaderTitle	選項
OptionTopOperationBack	\x0e\x04\x06\x022\0返回
OptionTopVersionTitle	ver.
OptionTopOldGame	以前的遊戲
OptionTopEndCredit	製作人員名單
OptionTopVibrationTitle	震動設定
OptionTopVibrationOn	ON
OptionTopVibrationOff	OFF
OptionTopCreditSelect	請問要看哪一種製作人員名單呢？
OptionTopCreditSelectNormal	一般
OptionTopCreditSelectExtra	特殊
OptionTopCreditSelectBack	\x0e\x04\x06\x022\0返回
Pause.msbt
OperationBack	\x0e\x04\x06\x022\0關閉
OperationExit	\x0e\x04\x08\x024\0退出此模式
RogueTitleLevel1	{s[055]}第1章 {s[100]}\x0e\x02\x01\0{s[080]}層{s[100]}
RogueTitleLevel2	{s[055]}第2章 {s[100]}\x0e\x02\x01\0{s[080]}層{s[100]}
RogueTitleLevel3	{s[055]}第3章 {s[100]}\x0e\x02\x01\0{s[080]}層{s[100]}
RogueTitleLevel4	{s[055]}第4章 {s[100]}\x0e\x02\x01\0{s[080]}層{s[100]}
RogueTitleLevel5	{s[055]}第5章 {s[100]}\x0e\x02\x01\0{s[080]}層{s[100]}
SingleTitleEasy	{s[055]}容易 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}戰{s[100]}
SingleTitleNormal	{s[055]}普通 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}戰{s[100]}
SingleTitleHard	{s[055]}困難 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}戰{s[100]}
SingleTitleVeryHard	{s[055]}超難 {s[100]}{s[085]}第{s[100]}\x0e\x02\x01\0{s[085]}戰{s[100]}
ModeRogueTitle	故事模式 宿命的對手們
ModeRogue	跟搭檔兩人組成{c[ffe614]}隊伍{c[000000]}的雙人戰鬥！\n打倒各層敵人取得{c[ffe614]}故事道具{c[000000]}！\n不斷地提升威力並衝上\n高聳的{c[ffe614]}搭檔鬥士塔{c[000000]}吧！
ModeSingleTitle	單人模式
ModeSingle	只有{c[ffe614]}一人{c[000000]}連續戰鬥，勝利前進，\n比拼{c[ffe614]}過關時間{c[000000]}的挑戰模式！\n能否快速地打倒敵人\n就要看你的實力了！
StageRogueSpeedUpTitle	全員速度提升房間
StageRogueSpeedUp	持續不可思議效果的房間。\n自己跟敵人都{c[ffe614]}速度2倍{c[000000]}！\n仔細看著動作好好戰鬥吧！\n注意不要因為跑得太快而撞到{c[ffe614]}裝置{c[000000]}！
StageRogueDoublePointTitle	獲得2倍分數房間
StageRogueDoublePoint	持續不可思議效果的房間。\n在戰鬥可以獲得的{c[ffe614]}分數2倍{c[000000]}！\n試著以先制攻擊或無傷獎勵之類的\n{c[ffe614]}高得分{c[000000]}為目標吧！
StageRogueMomentTitle	限制時間房間
StageRogueMoment	持續不可思議效果的房間。\n戰鬥的{c[ffe614]}剩餘時間{c[000000]}比平常更{c[ffe614]}短{c[000000]}！\n在{c[ffe614]}時間到{c[000000]}之前快速打倒吧！
StageRogueDriftIceTitle	冰凍保存容器房間
StageRogueDriftIce	持續不可思議效果的房間。\n出現的道具盡是{c[ffe614]}冰凍保存容器{c[000000]}！\n裡面滿滿的{c[ffe614]}強力道具{c[000000]}！\n在被敵人拿取之前快點取得吧！
StageRoguePainfulTerrainTitle	地形傷害2倍房間
StageRoguePainfulTerrain	持續不可思議效果的房間。\n關卡{c[ffe614]}裝置{c[000000]}的{c[ffe614]}傷害變成2倍{c[000000]}！\n雖然是非常危險的戰鬥，\n但使敵人陷入{c[ffe614]}裝置{c[000000]}的話就是大好機會！
StageRogueMuscularStrengthTitle	敵人攻擊提升房間
StageRogueMuscularStrength	持續不可思議效果的房間。\n敵人的{c[ffe614]}攻擊力{c[000000]}大幅度提升！\n好好地一邊{c[ffe614]}防禦{c[000000]}一邊戰鬥吧！
StageRogueLotOfNeedlesTitle	黑刺彈房間
StageRogueLotOfNeedles	持續不可思議效果的房間。\n出現的道具盡是{c[ffe614]}黑刺彈{c[000000]}！\n如果沒持有{c[ffe614]}黑刺球傷害的守護{c[000000]}的話，\n注意不要撞到喔！
StageRogueHighSpeedGearTitle	高速巨型機關房間
StageRogueHighSpeedGear	持續不可思議效果的房間。\n關卡{c[ffe614]}裝置{c[000000]}的移動{c[ffe614]}速度變成2倍{c[000000]}！\n注意不要撞到快速移動的裝置！
StageRogueExplosionTitle	爆炸道具房間
StageRogueExplosion	持續不可思議效果的房間。\n出現的道具盡是\n{c[ffe614]}漫步大炸彈{c[000000]}或{c[ffe614]}定時炸彈{c[000000]}！\n注意不要被捲入{c[ffe614]}爆炸{c[000000]}喔！
StageRogueShellsTitle	炮台房間
StageRogueShells	持續不可思議效果的房間。\n出現的道具盡是{c[ffe614]}炮台{c[000000]}！\n持有炮台的話，好好地使用{c[ffe614]}跳躍{c[000000]}或{c[ffe614]}蹲下{c[000000]}，\n用彈丸擊中敵人吧！
StageRogueWonderlandTitle	事件星房間
StageRogueWonderland	持續不可思議效果的房間。\n出現的道具盡是{c[ffe614]}事件星{c[000000]}！\n掉落{c[ffe614]}食物{c[000000]}或突然{c[ffe614]}午睡{c[000000]}，\n會發生什麼全憑運氣！
BossTwinWoods1Title	雙重大樹
BossTwinWoods1	{c[ffe614]}雙重大樹{c[000000]}再度登場！\n牽絆更深的{c[ffe614]}雙胞胎的巨木{c[000000]}\n會掉落蘋果、掉落毛毛蟲，\n還學會了{c[ffe614]}跳躍壓下{c[000000]}！\n千萬不能低估完美默契的雙胞胎！
BossTwinWoods2Title	雙重大樹
BossTwinWoods2	這裡是{c[ffe614]}搭檔鬥士塔{c[000000]}的最上層……\n還以為是這樣，出現的竟然是{c[ffe614]}雙重大樹{c[000000]}！{c[ffe614]}\n雙胞胎的巨木{c[000000]}是阻擋者！\n被合力做的{c[ffe614]}巨大蘋果{c[000000]}壓到的話，\n會變得扁扁的喔！
BossGigantEdgeandBlazeEdgeTitle	雙刃
BossGigantEdgeandBlazeEdge	{c[ffe614]}雙刃{c[000000]}前來會見！\n綠色鎧甲和紅色鎧甲\n組成{c[ffe614]}雙人組{c[000000]}阻擋在前！\n躲開交織錯開的寬刀和噴出的火焰，\n讓搭檔的一擊攻進去吧！
BossShadowKirbyRogueTitle	暗影卡比
BossShadowKirbyRogue	據說是卡比純真無邪的心\n映照在{c[ffe614]}鏡子{c[000000]}而誕生的{c[ffe614]}淘氣影子{c[000000]}。\n雖然說是淘氣影子……\n其威力完全就是卡比本人！\n用{c[ffe614]}跟本尊一模一樣{c[000000]}的招式鎮守此塔！
BossShadowKirbyRogue51Title	暗影卡比
BossShadowKirbyRogue51	再次相遇{c[ffe614]}卡比的影子{c[000000]}！\n好像被誰叫做{c[ffe614]}灰色矮冬瓜{c[000000]}，\n正打算惡作劇阻擋一下呢！\n其威力說是惡作劇也太過強大！
BossShadowKirbyRogue52Title	暗影卡比
BossShadowKirbyRogue52	第三次相遇的最強{c[ffe614]}暗影卡比{c[000000]}，\n其壓倒性強大的來源，\n或許是悄悄地守護\n據說是遙遠天空彼岸\n{c[ffe614]}鏡之國{c[000000]}的證據。\n
BossKingDededeandMetaknightLv2Title	帝帝帝大王＆魅塔騎士
BossKingDededeandMetaknightLv2	終於是與組成搭檔的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}的戰鬥！\n我們這邊也組成{c[ffe614]}搭檔{c[000000]}合力迎戰吧！\n但是，這兩人怎麼好像\n和平常有一點點不同的樣子……？
BossKingDededeandMetaknightLv3Title	帝帝帝大王＆魅塔騎士
BossKingDededeandMetaknightLv3	{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}再次登場！\n這個強度……看來這次是{c[ffe614]}本尊{c[000000]}了！\n為了勝利，陸續放出兩人一起\n學會的新{c[ffe614]}連攜招式{c[000000]}，\n糾纏不休地襲擊過來！
BossKingDededeandMetaknightLv4Title	帝帝帝大王＆魅塔騎士
BossKingDededeandMetaknightLv4	第三次等待我們挑戰的{c[ffe614]}大王和騎士{c[000000]}！\n感受到和目前為止不同的{c[ffe614]}真正的認真{c[000000]}，\n但登塔並提升威力後的我們也是一樣。\n哪一邊的{c[ffe614]}搭檔牽絆{c[000000]}比較深呢……\n{c[ffe614]}宿命的對手們{c[000000]}啊， 結束這漫長的戰鬥吧！
BossKingDededeandMetaknightLv5Title	帝帝帝大王＆魅塔騎士
BossKingDededeandMetaknightLv5	在最接近星星的這個地方，{c[ffe614]}牽絆與牽絆互相碰撞{c[000000]}！\n帝帝帝大王和魅塔騎士，\n回顧到目前為止的戰鬥回憶……\n在貫徹天空的最上層面臨這{c[ffe614]}最終決戰{c[000000]}的兩人，\n瞳孔中都點燃了{c[ffe614]}牽絆之炎{c[000000]}！！
BossKingDededeandMetaknightGreatMaskTitle	下弦的蒙面‧帝帝帝＆上弦的蒙面‧魅塔騎士
BossKingDededeandMetaknightGreatMask	為了隱藏騎士的真面目，而戴上了大王\n拿出的{c[ffe614]}謎之面具{c[000000]}的兩人，正是{c[ffe614]}下弦{c[000000]}和{c[ffe614]}上弦{c[000000]}……\n他們化身成月下閃耀的{c[ffe614]}無雙弦月{c[000000]}了！\n宿命的對手們已作好覺悟蓄勢待發。\n時機成熟了……正是現在，{c[ffe614]}上吧{c[000000]}！
BossShadowKirbySingleTitle	暗影卡比
BossShadowKirbySingle	卡比的影子…… {c[ffe614]}暗影卡比{c[000000]}。\n不知道從哪裡出現又消失，\n神出鬼沒的淘氣影子，\n久違地參加了戰鬥大會！\n{c[ffe614]}跟本尊一模一樣{c[000000]}，非常棘手的敵人……戰勝他吧！
ParameterTitle	現在的強度
ParameterFloor	\x0e\x02\x01\0{s[060]}層{s[100]}
ParameterNextFloor	{s[060]}剩下{s[100]}{c[ffe614]}\x0e\x02\x01\0{c[000000]}{s[060]}層{s[100]}
ParameterNextLastFloor	{s[060]}下一層是{s[100]}{s[080]}{c[ffe614]}最上層{c[000000]}！{s[100]}
ParameterScoreLabel	合計分數
ParameterOperationItems	\x0e\x04\x07\x023\0獲得的道具
ParameterGaugeAttackPower	攻擊力
ParameterGaugeRecoverySpeed	道具\n回復力
ParameterGaugeGhostSpeed	幽靈強化
ParameterGaugeChargeSpeed	蓄力速度
RougeItemList_Title	獲得的道具
RougeItemList_GuideReturn	\x0e\x04\x06\x022\0返回
RougeItemList_NoItem	沒有道具
RougeItemList_ItemNum	{s[070]}持有{s[100]}\x0e\x02\x01\0{s[070]}個{s[100]}
ItemName023	搭檔聰明提升
ItemInfo023	超級稀有的道具。\n取得後{c[ffe614]}搭檔聰明{c[000000]}會{c[ffe614]}提升{c[000000]}，\n變得比現在更強更可靠！
ItemName044	頭巾瓦豆魯迪殺手徽章
ItemInfo044	對{c[ffe614]}頭巾瓦豆魯迪{c[000000]}的{c[ffe614]}攻擊力{c[000000]}提升\n{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName045	蠱依殺手徽章
ItemInfo045	對{c[ffe614]}蠱依{c[000000]}的{c[ffe614]}攻擊力{c[000000]}提升\n{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName046	魔法洛亞殺手徽章
ItemInfo046	對{c[ffe614]}魔法洛亞{c[000000]}的{c[ffe614]}攻擊力{c[000000]}提升\n{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName047	魔王殺手徽章
ItemInfo047	對守護塔的各種{c[ffe614]}魔王{c[000000]}的\n{c[ffe614]}攻擊力{c[000000]}提升{c[ffe614]}大幅度{c[000000]}的徽章。
ItemName048	薄荷葉強化貼紙
ItemInfo048	{c[ffe614]}薄荷葉{c[000000]}的{c[ffe614]}攻擊力{c[000000]}\n每1張{c[ffe614]}提升\x0e\x02\x01\0倍{c[000000]}的貼紙。
ItemName049	麥克風傷害的守護
ItemInfo049	將敵人使用{c[ffe614]}麥克風{c[000000]}所造成的傷害\n減少至{c[ffe614]}1/4{c[000000]}的守護。
ItemName050	炮台強化貼紙
ItemInfo050	{c[ffe614]}炮台{c[000000]}的{c[ffe614]}攻擊力{c[000000]}\n每1張{c[ffe614]}提升\x0e\x02\x01\0倍{c[000000]}的貼紙。
ItemName051	爆炸道具強化貼紙
ItemInfo051	對敵人的{c[ffe614]}定時炸彈{c[000000]}和{c[ffe614]}漫步大炸彈{c[000000]}的{c[ffe614]}攻擊力{c[000000]}\n每1張{c[ffe614]}提升\x0e\x02\x01\0倍{c[000000]}的貼紙。
ItemName052	時間獎勵貼紙
ItemInfo052	戰鬥的{c[ffe614]}剩餘時間{c[000000]}\n每1張增加{c[ffe614]}\x0e\x02\x01\0秒{c[000000]}的貼紙。
ItemName053	自動回復貼紙
ItemInfo053	戰鬥勝利後，體力的\n{c[ffe614]}自動回復{c[000000]}增加{c[ffe614]}\x0e\x02\x01\0{c[000000]}的貼紙。
ItemName054	自動防禦提升 Lv1
ItemInfo054	偶爾會{c[ffe614]}自動防禦{c[000000]}。\n有什麼萬一時，有用的稀有道具。
ItemName055	自動防禦提升 Lv2
ItemInfo055	有時候會{c[ffe614]}自動防禦{c[000000]}。\n有什麼萬一時，有用的超級稀有道具！
ItemName056	地形傷害的守護
ItemInfo056	將岩漿或彈力手之類的{c[ffe614]}關卡裝置{c[000000]}所造成的傷害\n減少至{c[ffe614]}一半{c[000000]}的守護。
ItemName057	爆炸傷害的守護
ItemInfo057	將{c[ffe614]}定時炸彈{c[000000]}和{c[ffe614]}漫步大炸彈{c[000000]}所造成的傷害\n減少{c[ffe614]}相當多{c[000000]}的守護。
ItemName059	黑刺球傷害的守護
ItemInfo059	將{c[ffe614]}黑刺彈{c[000000]}或魔王投擲的{c[ffe614]}黑刺球{c[000000]}所造成的傷害\n減少至{c[ffe614]}1/4{c[000000]}的守護。
ItemName060	電氣武器強化貼紙
ItemInfo060	{c[ffe614]}電氣武器{c[000000]}的累積{c[ffe614]}速度{c[000000]}上升，\n電擊的{c[ffe614]}攻擊力{c[000000]}也會變成{c[ffe614]}2倍{c[000000]}的貼紙。
ItemName061	冰凍保存容器破壞貼紙
ItemInfo061	可以讓{c[ffe614]}冰凍保存容器{c[000000]}的\n{c[ffe614]}破壞{c[000000]}速度快{c[ffe614]}3倍{c[000000]}的貼紙。
ItemName062	啦啦彩球高速貼紙
ItemInfo062	讓{c[ffe614]}啦啦彩球{c[000000]}的舞蹈跳到\n成功的{c[ffe614]}時間{c[000000]}變成{c[ffe614]}一半{c[000000]}，\n{c[ffe614]}攻擊力{c[000000]}也提升{c[ffe614]}2倍{c[000000]}的貼紙。
ItemName063	分數提升貼紙
ItemInfo063	1次戰鬥中可以取得的{c[ffe614]}分數{c[000000]}\n{c[ffe614]}提升10％{c[000000]}的貼紙。
ItemName064	道具選擇+1
ItemInfo064	超級稀有的道具。\n陳列在{c[ffe614]}道具房{c[000000]}的道具\n竟然會{c[ffe614]}增加一個{c[000000]}！
ItemName065	詛咒之環‧自動回復
ItemInfo065	被詛咒之環。\n戰鬥後的{c[ffe614]}自動回復{c[000000]}竟然提升{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}。\n但相對的，{c[ffe614]}食物{c[000000]}都{c[ffe614]}不會出現{c[000000]}。
ItemName066	詛咒之環‧攻擊提升
ItemInfo066	被詛咒之環。\n{c[ffe614]}攻擊力{c[000000]}竟然提升{c[ffe614]}\x0e\x02\x02\0倍{c[000000]}。\n相對的，{c[ffe614]}最大體力{c[000000]}會變成{c[ffe614]}1/3{c[000000]}。
ItemName067	詛咒之環‧無幽靈化
ItemInfo067	被詛咒之環。\n可以讓對手{c[ffe614]}不變成幽靈{c[000000]}並打倒。\n相對的，自己和搭檔也{c[ffe614]}不會變成幽靈{c[000000]}。
AblNoteRightDirection	向右的時候
AblSwordTitle1	利劍1
AblSwordTitle2	利劍2
AblSwordTitle3	利劍3
AblSwordNormal	直斬
AblSwordComboAttack	劍百烈斬～決定一斬
AblSwordDril	鑽擊劍
AblSwordDash	旋轉劍
AblSwordChopping	劈～出劍
AblSwordChoppingUnder	破盔刺
AblSwordUnder	下刺
AblSwordUpper	飛昇斬
AblSwordMteoend	隕石終結
AblSwordRoll	迴旋斬
AblSwordTornade	龍捲斬
AblSwordSkyCharge	天空能量劍
AblSwordNormalBtn	\x0e\x04\x06\x022\0
AblSwordComboAttackBtn	直斬後\x0e\x04\x06\x022\0
AblSwordDrilBtn	衝刺＋\x0e\x04\x06\x022\0
AblSwordDashBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblSwordChoppingBtn	在空中\x0e\x04\x06\x022\0
AblSwordChoppingUnderBtn	出劍～在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordUnderBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblSwordMteoendBtn	飛昇斬的上升時\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblSwordRollBtn	長按\x0e\x04\x06\x022\0～放開
AblSwordTornadeBtn	長按\x0e\x04\x06\x022\0～放開＋\x0e\x04\x17\x02Ä\0
AblSwordSkyChargeBtn	長按\x0e\x04\x17\x02Ä\0～放開＋\x0e\x04\x06\x022\0
AblCutterTitle1	彎刀1
AblCutterTitle2	彎刀2
AblCutterBoomerang	迴旋彎刀
AblCutterBoomerangHyper	超級迴旋彎刀
AblCutterDashAttack	衝刺彎刀斬
AblCutterDrop	落下彎刀斬
AblCutterDropHight	破盔斬
AblCutterKaratake	一刀兩斷
AblCutterFinalCombo	彎刀亂斬～最終彎刀
AblCutterBoomerangBtn	\x0e\x04\x06\x022\0
AblCutterBoomerangHyperBtn	長按\x0e\x04\x06\x022\0～放開
AblCutterDashAttackBtn	衝刺＋\x0e\x04\x06\x022\0
AblCutterDropBtn	在空中持續按\x0e\x04\x06\x022\0
AblCutterDropHightBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblCutterKaratakeBtn	在敵人旁邊\x0e\x04\x06\x022\0
AblCutterFinalComboBtn	在敵人旁邊連打\x0e\x04\x06\x022\0
AblBeamTitle1	光束1
AblBeamTitle2	光束2
AblBeamWhip	光束鞭
AblBeamCircle	周波光束
AblBeamMachinegun	光束機關槍
AblBeamCannon	波動光束
AblBeamCapture	捕捉光束
AblBeamWhipBtn	放開\x0e\x04\x06\x022\0
AblBeamCircleBtn	衝刺＋\x0e\x04\x06\x022\0
AblBeamMachinegunBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblBeamCannonBtn	長按\x0e\x04\x06\x022\0～放開
AblBeamCaptureBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一個＋\x0e\x04\x06\x022\0
AblParasolTitle1	陽傘1
AblParasolTitle2	陽傘2
AblParasolSwing	揮動陽傘
AblParasolSheild	陽傘盾
AblParasolDirection	改變盾的方向
AblParasolDril	陽傘鑽擊
AblParasolGuriguri	轉轉陽傘
AblParasolDiving	陽傘俯衝
AblParasolThrow	街頭表演投擲
AblParasolFalling	降落陽傘
AblParasolClose	關閉陽傘
AblParasolSwingBtn	\x0e\x04\x06\x022\0
AblParasolSheildBtn	長按\x0e\x04\x06\x022\0
AblParasolDirectionBtn	陽傘盾時\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblParasolDrilBtn	衝刺＋\x0e\x04\x06\x022\0
AblParasolGuriguriBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
