Glossary.msbt
glossary_Place01	Tail Cave
Staff115	{c[a0ffff]}iQue LOCALIZATION COORDINATION{c[000000]}
Staff116	Keisuke Fukushima
Staff117	{c[a0ffff]}iQue TRANSLATION{c[000000]}
Staff118	Yuan Jun
Staff119	{c[a0ffff]}NOK LOCALIZATION COORDINATION{c[000000]}
Staff120	Soonil Kim
Staff121	{c[a0ffff]}NOK TRANSLATION{c[000000]}
Staff122	Ryunjin Shin
Staff123	{c[a0ffff]}TESTING{c[000000]}
Staff124	Yasunori Shibayama\nRina Watanabe\nAndy Kolden\nSebastian Donnerstag\nZhang Jiong\nKiung Seoung
Staff125	{c[a0ffff]}PROJECT COORDINATION{c[000000]}
Staff126	Tomomi Sano\nMitsuo Iwamoto
Staff127	{c[a0ffff]}PRODUCTION MANAGEMENT{c[000000]}
Staff128	Daiki Iwamoto\nMakoto Miyanaga
Staff129	{c[a0ffff]}SPECIAL THANKS{c[000000]}
Staff130	Miyuya Tatsuno\nNaoki Kawamoto\nAkinori Ohashi\nDaichi Nakashima\nTsuyoshi Masada\nMahito Yokota
Staff131	Shigeru Miyamoto\nYoshiaki Koizumi\nTakashi Tezuka\nKensuke Tanabe\nKazuaki Morita\nJeff Miller
Staff132	GREZZO Co.,Ltd.\nDISION\nQUAD ARROW Co.,Ltd.\nCyclone-Entertainment\nSound Racer Ltd.\nDigital Works Entertainment\nKenproduction Co., Ltd.\nIMAGICA Lab.Inc.\nFace Music\nMario Club Co., Ltd.\nNOA Product Testing\nNOE Quality Assurance team\nDIGITAL HEARTS Co.,Ltd.
Staff133	Based on the Work of the Original Development Staff
Staff134	{c[a0ffff]}PRODUCER{c[000000]}
Staff135	Eiji Aonuma
Staff136	{c[a0ffff]}GENERAL PRODUCER{c[000000]}
Staff137	Shinya Takahashi
Staff138	{c[a0ffff]}EXECUTIVE PRODUCER{c[000000]}
Staff139	Shuntaro Furukawa
Staff140	Nintendo and GREZZO are the authors of this \nsoftware for the purpose of copyright. All rights reserved.\n\nNintendo et GREZZO sont les auteurs de ce \nlogiciel au regard du droit d'auteur. Tous droits réservés.
Staff141	©1993-2019 Nintendo Codeveloped by GREZZO
Staff142	THE END
SubEvent.msbt
MarinSing1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_001Hi! Tarin went to the forest to look for\ntoadstools, but I'd rather sing.\x0e\x01\x04\0\x0e\0\x04\0Listen to this: it's called the {c[d9456d]}Ballad of the\nWind Fish{c[ededed]}.\x0e\x01\x04\0
FairySpring	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_001Let's heal your wounds and get rid of all\nthat stress... Close your eyes and relax...\x0e\x01\x04\0
FairySpring2	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_003You've still got plenty of pep! Come see\nme when you feel like you can't go on.\x0e\x01\x04\0
MarinSing2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_003\x0e\x01\x03\0, Tarin's taking a nap\nat home. I don't know how he can\nsleep on such a nice day!\x0e\x01\x04\0\x0e\0\x04\0It makes me want to sing a song... Yes, the\nsong is {c[d9456d]}Ballad of the Wind Fish{c[ededed]}!\x0e\x01\x04\0
BlueSkalGuard1	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_001This is the Color Dungeon, and we're\nthe color guard!\x0e\x01\x04\0
RedSkalGuard2	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_001You'll need magic powder to get anywhere\nin here.\x0e\x01\x04\0
BlueSkalGuard3	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_004Say the word and I'll sell you some.\x0e\x01\x04\0
RedSkalGuard4	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_004Do you have magic powder? If not,\nturn back now.\x0e\x01\x04\0
SellBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_001I sell magic powder. Twenty uses for\n{c[d9456d]}100 rupees{c[ededed]}. Need any?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
CheckBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_003Looks like it's all there. Heeere you go!\x0e\x01\x04\0
BadBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002No, no. You already have all you need.\x0e\x01\x04\0
NoBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002Don't need any? Well, if you change your\ntune, I'll be here.\x0e\x01\x04\0
MoneyBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002Hrm... He's red, I'm blue, and you don't\nhave enough green.\x0e\x01\x04\0
BattleBossBlob	BOO! I am no weakling!\x0e\x01\x04\0\x0e\0\x04\0Your pitiful sword is no match for me!\x0e\x01\x04\0
AttackBossBlob	You fool! Your {c[d9456d]}sword won't work{c[ededed]}!\nTry something else!\x0e\x01\x04\0
BattleStoneHinox	What a greedy fool! You want more\npower?!\x0e\x01\x04\0\x0e\0\x04\0A buffoon like you might as well give up\nand go home!\x0e\x01\x04\0
BattleEvilOrb	This is safe. I'm safe.\x0e\x01\x06\0
RevivalEvilOrb	Whew. Start over.\x0e\x01\x04\0
PinchEvilOrb	Step back. Take your time.\x0e\x01\x04\0
QuestGrandFairy1	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001Welcome, \x0e\x01\x03\0.\nI admire you for coming this far.\x0e\x01\x04\0\x0e\0\x04\0I will give you the power of color.\x0e\x01\x04\0
QuestGrandFairy7	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001Welcome, \x0e\x01\x03\0.\nI will give you the power of color.\x0e\x01\x04\0
QuestGrandFairy1_2	If you want offense, choose {c[df1000]}red{c[ededed]}.\nIf you want defense, choose {c[0095ef]}blue{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0Which power do you want?\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}Powerful red mail{c[ededed]}\x0e\0\x04\0{c[0095ef]}Sturdy blue mail{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestGrandFairy1_3	If you want offense, choose {c[df1000]}red{c[ededed]}.\nIf you want no advantage, choose {c[63e343]}green{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0Which power do you want?\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}Powerful red mail{c[ededed]}\x0e\0\x04\0{c[63e343]}Simple green tunic{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestGrandFairy1_4	If you want defense, choose {c[0095ef]}blue{c[ededed]}.\nIf you want no advantage, choose {c[63e343]}green{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0Which power do you want?\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}Sturdy blue mail{c[ededed]}\x0e\0\x04\0{c[63e343]}Simple green tunic{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestRedCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003Are you sure you want the {c[df1000]}red mail{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
QuestBlueCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003Are you sure you want the {c[0095ef]}blue mail{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
QuestGreenCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003Are you sure you want the {c[63e343]}green tunic{c[ededed]}?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
QuestGrandFairy2	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}Red for offense{c[ededed]}, {c[0095ef]}blue for defense{c[ededed]}. Which\ndo you choose?\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}Powerful red mail{c[ededed]}\x0e\0\x04\0{c[0095ef]}Sturdy blue mail{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestGrandFairy4	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}Red for offense{c[ededed]}, {c[63e343]}green for no advantage{c[ededed]}.\nWhich do you choose?\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}Powerful red mail{c[ededed]}\x0e\0\x04\0{c[63e343]}Simple green tunic{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestGrandFairy5	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[0095ef]}Blue for defense{c[ededed]}, {c[63e343]}green for no advantage{c[ededed]}.\nWhich do you choose?\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}Sturdy blue mail{c[ededed]}\x0e\0\x04\0{c[63e343]}Simple green tunic{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0Neither
QuestGrandFairy6	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003You wish to keep your current outfit?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
QuestGrandFairy8	Then I will leave you with the clothes you're\nwearing now. Wear them well.\x0e\x01\x04\0
QuestGrandFairy3	As you wish, so shall it be.\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0Wait...
AnswerGrandFairy_00	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_005Relax and close your eyes.\x0e\x01\x04\0
GetRedCloth	You got the {c[df1000]}red mail{c[ededed]}! Your body is\nfull of energy!\x0e\x01\x04\0
GetBlueCloth	You got the {c[0095ef]}blue mail{c[ededed]}! You'll take half as\nmuch damage!\x0e\x01\x04\0
GetGreenCloth	You got the {c[63e343]}green tunic{c[ededed]}! It doesn't do\nanything special, but it's very "you."\x0e\x01\x04\0
ByebyeGrandFairy	I will now take you outside.\x0e\x01\x04\0
QuestFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001How about some fishing, little buddy?\nI'll only charge you {c[d9456d]}10 rupees{c[ededed]}...\x0e\x01\x07\0\x0e\0\x04\0Fish\x0e\0\x04\0\x0e\x01\t\0Not now
Questlure1	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001What kind of lure you going with?\x0e\x01\x07\0\x0e\0\x04\0Lightweight lure\x0e\0\x04\0Middleweight lure\x0e\0\x04\0\x0e\x01\t\0Never mind
Questlure2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001What kind of lure you going with?\x0e\x01\x07\0\x0e\0\x04\0Lightweight lure\x0e\0\x04\0Middleweight lure\x0e\0\x04\0Heavyweight lure\x0e\0\x04\0\x0e\x01\t\0Never mind
Questlure3	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001What kind of lure you going with?\x0e\x01\x07\0\x0e\0\x04\0Lightweight lure\x0e\0\x04\0Heavyweight lure\x0e\0\x04\0\x0e\x01\t\0Never mind
ExplanationFishing	OK, here's how you do it. Hold \x0e\x01\x01\x01: and\nrelease it to cast your line out. The longer\nyou hold it, the farther you'll cast.\x0e\x01\x04\0\x0e\0\x04\0You can tug on your line by moving \x0e\x01\x01\x01\x07.\nIf you wanna reel it in in a hurry, keep\ntapping \x0e\x01\x01\x01: real quick.\x0e\x01\x04\0\x0e\0\x04\0You've got this, little buddy!\x0e\x01\x04\0
FishingSmallfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_002It's a \x0e\x01\n\x01\0-inch runt!\nYou gotta dream bigger than that!\x0e\x01\x04\0
FishingBigfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004Wow! A \x0e\x01\n\x01\0-inch fish! That's a lunker!\x0e\x01\x04\0
FishingMoreBigFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004Oh! \x0e\x01\n\x01\0 inches! It's a big one!\nWay to reel 'em in!\x0e\x01\x04\0
FishingMegaFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_003\x0e\x01\n\x01\0 inches! Now that's a whopper!\x0e\x01\x04\0
FishingRetry	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001Wanna keep going?\x0e\x01\x07\0\x0e\0\x04\0Sure\x0e\0\x04\0Change lures\x0e\0\x04\0\x0e\x01\t\0Nah
FishingRetry2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001Wanna keep going?\x0e\x01\x07\0\x0e\0\x04\0Sure\x0e\0\x04\0\x0e\x01\t\0Nah
FishingRupee5	A fish like that's worth... Let's see here...\n{c[d9456d]}\x0e\x01\n\x01\x01 rupees{c[ededed]}.\x0e\x01\x04\0
FishingRupee15	Nice one! That's worth {c[d9456d]}\x0e\x01\n\x01\x01 rupees{c[ededed]}, easy!\x0e\x01\x04\0
FishingRupee20	Quite a catch! That one'll earn you\n{c[d9456d]}\x0e\x01\n\x01\x01 rupees{c[ededed]}!\x0e\x01\x04\0
FishingRupee40	Let me fish around in my wallet for a nice\nreward... How's {c[d9456d]}\x0e\x01\n\x01\x01 rupees{c[ededed]} sound?\x0e\x01\x04\0
FishingRupee100	Well, blow me down! You deserve at\nleast {c[d9456d]}\x0e\x01\n\x01\x01 rupees{c[ededed]} for that!\x0e\x01\x04\0
SmallFish	You landed a little fish! Just like you, it's\nsmall, but it has plenty of fight!\x0e\x01\x04\0
BigFish	You reeled in a big fish! It's so heavy that\nyou wish you'd caught something lighter...\x0e\x01\x04\0
PukuPuku	You caught a Cheep Cheep! Since when\ndid they swim in these waters?\x0e\x01\x04\0
lure2Get	For landing a lunker, I'll set you up with\na new lure.\x0e\x01\x04\0
lure2Get2	You got the {c[d9456d]}middleweight lure{c[ededed]}! The fish\na little deeper down will love this one!\x0e\x01\x04\0
lure2Get3	Hm? Is there something caught in this\nfish's mouth?\x0e\x01\x04\0
Geso	You caught a Blooper! Usually, it's the\nother way around!\x0e\x01\x04\0
lure3Get	A Blooper, huh? Good one. I'll hook you up\nwith a new lure for that.\x0e\x01\x04\0
lure3Get2	You got the {c[d9456d]}heavyweight lure{c[ededed]}! Just what\nyou need to catch the deepest-dwelling fish!\x0e\x01\x04\0
lure3Get3	Hm? Is there something caught in the\nCheep Cheep's mouth?\x0e\x01\x04\0
Master	Wow! Lots of people say they caught\nOl' Baron, but you actually did it!\x0e\x01\x04\0
PeaceGet	Hm? Is there something caught in\nOl' Baron's mouth?\x0e\x01\x04\0
FishingFirst50	This is the first time you landed one this\nsize, huh? Let's mark the occasion with a\n{c[d9456d]}Piece of Heart{c[ededed]}!\x0e\x01\x04\0
FishingFirst100	This is the first time you landed one this\nsize, huh? Let's mark the occasion with a\n{c[d9456d]}secret seashell{c[ededed]}!\x0e\x01\x04\0
FishingFirst150	This is the first time you landed one this\nsize, huh? Let's mark the occasion with a\n{c[d9456d]}chamber stone{c[ededed]}!\x0e\x01\x04\0
FishingBottle	You hauled up a {c[d9456d]}fairy bottle{c[ededed]}! It's good for\nstoring fairies for later!\x0e\x01\x04\0
FishingCutString	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005Wow! That one got away!\x0e\x01\x04\0
FishingCutBottle	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005Whoops! You'll get it next time, buddy!\x0e\x01\x04\0
NoFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006You have to have more passion! Live a little!\x0e\x01\x04\0
FishingCancel	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006All fished out for now? That's OK. You can\ncome cast with me whenever you want.\x0e\x01\x04\0
FishingNoMoney	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001You're short of rupees? Don't worry about\nit. You just come back when you have more\nmoney, little buddy.\x0e\x01\x04\0
SBFishingTime	Record: \x0e\x01\n\x01\x01 inches\x0e\x01\x04\0
NoMoneyRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003Oooh, you didn't bring enough money\nto go riding the rapids.\x0e\x01\x04\0
LectureRaftShop	There are two ways to ride the rapids.\nWith the {c[d9456d]}Rapids Raid{c[ededed]}, the goal is to\npick up as many items as you can.\x0e\x01\x04\0\x0e\0\x04\0The other way is the {c[d9456d]}Rapids Race{c[ededed]}, where\nyou try to get to the end as fast as you can.\x0e\x01\x04\0\x0e\0\x04\0Which course will you be setting today?\x0e\x01\x07\0\x0e\0\x04\0Rapids Raid\x0e\0\x04\0Rapids Race\x0e\0\x04\0\x0e\x01\t\0Quit
GatherRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002No more grabbing stuff! The Rapids Raid\nis over!\x0e\x01\x04\0
TimeRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002Oars up! The Rapids Race is over!\x0e\x01\x04\0
RecordRaftShop1	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003Your time was \x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02.\nStopped to check out the scenery, did you?\x0e\x01\x04\0
RecordRaftShop2	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003Your time was \x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02.\nGuess you got hung up somewhere.\x0e\x01\x04\0
RecordRaftShop3	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002Your time was \x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02.\nNot bad, all things considered.\x0e\x01\x04\0
RecordRaftShop4	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002Your time was \x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02.\nThat's a time you can be proud of!\x0e\x01\x04\0
BestReftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_001Looks like that's a new record for you!\x0e\x01\x04\0
SBReftShopTime	Your best time is \x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02.\x0e\x01\x04\0
PeaceRaftShop	You won a {c[d9456d]}chamber stone{c[ededed]}! Who knows\nwhat lurks inside?\x0e\x01\x04\0
GoldRaftShop	You won {c[d9456d]}300 rupees{c[ededed]}! I always dreamed I'd\nsee someone ride the rapids like you!\x0e\x01\x04\0
ShellRaftShop	You won a {c[d9456d]}secret seashell{c[ededed]}! I hear collecting\nthese things is all the rage now!\x0e\x01\x04\0
HeartRaftShop	You won a {c[d9456d]}Piece of Heart{c[ededed]}! We don't give\nthese to just anybody, you know!\x0e\x01\x04\0
SilverRaftShop	You won {c[d9456d]}100 rupees{c[ededed]}! That's enough to\nride the rapids again!\x0e\x01\x04\0
PurpleRaftShop	You won {c[d9456d]}50 rupees{c[ededed]}! I hope it spurs you to\ndo even better next time!\x0e\x01\x04\0
PlusRaftShop	You really went for it! I'll give you another\n{c[d9456d]}100 rupees {c[ededed]}for that!\x0e\x01\x04\0
ReplayRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003Do you want another go?\x0e\x01\x07\0\x0e\0\x04\0Ride again\x0e\0\x04\0\x0e\x01\t\0Don't
NoMemory	No records set yet. Give it a try!\x0e\x01\x04\0
CountDown3	3
CountDown2	2
CountDown1	1
CountStart	START!\x0e\x01\x04\0
GetPowerPiece	You got a {c[d9456d]}Piece of Power{c[ededed]}! You can feel the\nenergy flowing through you!\x0e\x01\x04\0
GetDefenseNut	You got a {c[d9456d]}Guardian Acorn{c[ededed]}! It will reduce\nthe damage you take by half!\x0e\x01\x04\0
GreetingTracy	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_001Hi there, big guy! I'm Crazy Tracy! I've got\na little secret for sale that'll pump you up!\x0e\x01\x04\0
Buy28RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002Will you give me {c[d9456d]}28 rupees{c[ededed]} for my secret?\x0e\x01\x07\0\x0e\0\x04\0Give\x0e\0\x04\0\x0e\x01\t\0Don't
Buy42RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002How about it? {c[d9456d]}42 rupees{c[ededed]} for my little secret...\x0e\x01\x07\0\x0e\0\x04\0Give\x0e\0\x04\0\x0e\x01\t\0Don't
Service7RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005...You're so cute! For you, I'll discount it\nto {c[d9456d]}7 rupees{c[ededed]}!\x0e\x01\x04\0
TakeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_003All right, come here and I'll rub it on you!\nThere... I've applied my own {c[d9456d]}secret\nmedicine{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0{c[63e343]}It will take effect when you lose all heart{c[ededed]}!\nDrop by again, big guy!\x0e\x01\x04\0
TracyRecovery	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005Here's some bonus treatment! Behold!\nYour hearts are full!\x0e\x01\x04\0
BadBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006... ... ... ...\nBut I won't sell it to you!\x0e\x01\x04\0
NoMoneyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006Beat it, then! Come back when you have\nsome cash!\x0e\x01\x04\0
CancelBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006Well! I'm only offering you a secret that will\nmake you strong! You're such a chicken!\x0e\x01\x04\0
AwakeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_001Hey, kid! You woke me up from a fine nap!\x0e\x01\x04\0\x0e\0\x04\0...Thanks a lot! But now, I'll get my revenge!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_002Are you ready?!\x0e\x01\x04\0
AddMagicPowder	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003I'll let you {c[d9456d]}carry more magic powder{c[ededed]}!\nHe he!\x0e\x01\x04\0\x0e\0\x04\0Are you ready?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0N-no
AddBomb	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003OK, I'll let you {c[d9456d]}carry more bombs{c[ededed]}!\nHe he he!\x0e\x01\x04\0\x0e\0\x04\0Are you ready?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0N-no
AddArrow	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003Fine, I'll let you {c[d9456d]}have more arrows{c[ededed]}!\nHeh heh!\x0e\x01\x04\0\x0e\0\x04\0Are you ready?!\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0Yes\x0e\0\x04\0\x0e\x01\t\0N-no
ByebyeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_004Heh heh heh! You deserve it! Now {c[d9456d]}look\nat all that junk you have to carry{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Hah! Take care! See you again!\x0e\x01\x04\0
40CompShell	Raise your sword overhead.\x0e\x01\x04\0\x0e\0\x04\0I shall grant you new power.\x0e\x01\x04\0
PerfectShell1	...You have discovered every secret.\nThe proof is in the seashells you hold.\nI acknowledge the perseverance it took.\x0e\x01\x04\0
PerfectShell2	May fortune bless you wherever you roam.\x0e\x01\x04\0
PerfectShell3	My task here is finished.\x0e\x01\x04\0
GetLv2Sword	You got the {c[d9456d]}Koholint Sword{c[ededed]}! You should\nput your name on it right away!\x0e\x01\x04\0
AngryShopkeeper	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_002Hey! You! Stop! You gotta pay! Put it back!\x0e\x01\x04\0
SuccessDorobou	Guess what? You got it for free.\x0e\x01\x04\0\x0e\0\x04\0Are you proud of yourself?\x0e\x01\x04\0
DorobouComeShop1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_004I wasn't kidding when I said pay!\x0e\x01\x04\0
DorobouComeShop2	Now you'll pay the ultimate price!\x0e\x01\x04\0
MarinFall1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_006Whew! What a surprise!\x0e\x01\x04\0
MarinFall2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005Ohh! I'm sorry! Are you OK?!\n\x0e\x01\x03\0?\x0e\x01\x04\0
MarinaAttackCocco1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004No! No! Poor hen! Stop that!\x0e\x01\x04\0
MarinAttackCocco2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007Ha ha ha! Do it! Do it! Do it moooore!\x0e\x01\x04\0\x0e\0\x04\0...Hunh? No, it's nothing... I didn't mean it.\x0e\x01\x04\0
MarinBreakPot1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004Ahhh! Ahhh, you are a bad boy,\n\x0e\x01\x03\0!\x0e\x01\x04\0
MarinBreakPot2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007Yes! Yes! Break them! Break them all!\x0e\x01\x04\0\x0e\0\x04\0...What? What's wrong?\x0e\x01\x04\0
MarinOcarinaHetakuso	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009Not very good...\x0e\x01\x04\0
MarinOcarinaHetakuso2	Eh? What? Did I say something? No, you're\nhearing things...\x0e\x01\x04\0
WantPlayGameMarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007Wow! \x0e\x01\x03\0, can I try this?!\x0e\x01\x04\0
WantPlayGameMarin3	What do you say?\x0e\x01\x07\0\x0e\0\x04\0OK\x0e\0\x04\0\x0e\x01\t\0No way
WantPlayGameMarin2	C'mon! I want to do it! Can I? It looks so fun!\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0OK
AngryGameCreek	You're good! You're a pro, aren't you?\x0e\x01\x04\0\x0e\0\x04\0Well, beat it! Pros aren't allowed in here!\x0e\x01\x04\0
MarinDigHole	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007Great! Dig it! Dig it! Dig to the center of\nthe earth!\x0e\x01\x05\x04Ð\x07\0\0
MarinCheckDresser	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\x0e\x01\x03\0, do you always look\nin other people's drawers?\x0e\x01\x04\0
MarineAwaitDungeon	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002Eh? You want me to go in there? No, I think\nI'll wait out here...\x0e\x01\x04\0\x0e\0\x04\0Take care of yourself,\n\x0e\x01\x03\0!\x0e\x01\x04\0
MarineWorry1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005\x0e\x01\x03\0! You're back!\nAre you hurt?\x0e\x01\x04\0
MarineWorry2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002...You're late! I thought you'd never\ncome back!\x0e\x01\x04\0
MarineWorry3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004EEEK! You're hurt! Arrrgh! Don't be\nso reckless!\x0e\x01\x04\0
MarineWorry4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009...You idiot! I told you this would happen...\x0e\x01\x04\0\x0e\0\x04\0Eh?! What? I didn't say anything, really!\x0e\x01\x04\0
TeaseChild	\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_005Hey... Where're you two going together?\nHunh?\x0e\x01\x04\0\x0e\0\x04\0Uh, I didn't mean anything... I'm just a kid!\x0e\x01\x04\0
