Glossary.msbt
glossary_Place01	长尾大空洞
Staff132	GREZZO Co.,Ltd.\nDISION\nQUAD ARROW Co.,Ltd.\nCyclone-Entertainment\nSound Racer Ltd.\nDigital Works Entertainment\nKenproduction Co., Ltd.\nIMAGICA Lab.Inc.\nFace Music\nMario Club Co., Ltd.\nNOA Product Testing\nNOE Quality Assurance team\nDIGITAL HEARTS Co.,Ltd.
Staff133	Based on the Work of the Original Development Staff
Staff134	{c[a0ffff]}PRODUCER{c[000000]}
Staff135	Eiji Aonuma
Staff136	{c[a0ffff]}GENERAL PRODUCER{c[000000]}
Staff137	Shinya Takahashi
Staff138	{c[a0ffff]}EXECUTIVE PRODUCER{c[000000]}
Staff139	Shuntaro Furukawa
Staff140	Nintendo and GREZZO are the authors of this \nsoftware for the purpose of copyright. All rights reserved.\n\nNintendo et  GREZZO sont les auteurs de ce \nlogiciel au regard du droit d'auteur. Tous droits réservés.
Staff141	©1993-2019 Nintendo Codeveloped by GREZZO
Staff142	剧终
SubEvent.msbt
MarinSing1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_001对了！\x0e\x01\x03\0。\n塔林到森林里采蘑菇去了。\x0e\x01\x04\0\n我很喜欢唱歌！\n来听听这首{c[d9456d]}风鱼之歌{c[ededed]}吧！\x0e\x01\x04\0
FairySpring	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_001让我来治愈你的伤口和疲劳吧。\n请闭上眼睛……\x0e\x01\x04\0
FairySpring2	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_003你看起来精神还蛮不错的嘛。\n累了再来找我吧。\x0e\x01\x04\0
MarinSing2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_003\x0e\x01\x03\0，\n塔林正在家里睡午觉。\x0e\x01\x04\0\n我要唱歌了！\n唱那首{c[d9456d]}风鱼之歌{c[ededed]}！\x0e\x01\x04\0
BlueSkalGuard1	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_001欢迎来到\n衣服迷宫！\x0e\x01\x04\0
RedSkalGuard2	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_001你必须持有魔法粉，\n才能往深处前进！\x0e\x01\x04\0
BlueSkalGuard3	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_004要是想要的话，只要和我说一声，\n我就会卖给你的！\x0e\x01\x04\0
RedSkalGuard4	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_004你有带着魔法粉吗？\n没有的话，最好先去买喔！\x0e\x01\x04\0
SellBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_00120袋魔法粉　{c[d9456d]}100卢比{c[ededed]}\n想要吗？\x0e\x01\x07\0\x0e\0\x04\0想要！\x0e\0\x04\0\x0e\x01\t\0不需要
CheckBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_003刚刚好不用找！\n来，这个给你！\x0e\x01\x04\0
BadBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002既然你带着这么多魔法粉，\n看来也不用卖给你吧！\x0e\x01\x04\0
NoBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002不需要吗？\n那么，想要的话再跟我说吧。\x0e\x01\x04\0
MoneyBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002唔……\n你的钱好像不够呢。\x0e\x01\x04\0
BattleBossBlob	布丁布丁！我们才不是无名小卒！\n现在就让你尝尝我的厉害！\x0e\x01\x04\0\n我要变身为你讨厌的那家伙！\n你的剑是伤不了我的！\x0e\x01\x04\0
AttackBossBlob	笨蛋！{c[d9456d]}剑是伤不了我的！{c[ededed]}\n赶快把魔法粉啊枪炮啊之类的拿出来吧！\x0e\x01\x04\0
BattleStoneHinox	你这个贪婪之徒……\n竟然想要追求更强大的力量！\x0e\x01\x04\0\n像你这般的愚者，还是在这座\n墓碑的地底化为腐朽吧！\x0e\x01\x04\0
BattleEvilOrb	安全！安全！\x0e\x01\x06\0
RevivalEvilOrb	复活！重来！\x0e\x01\x04\0
PinchEvilOrb	拖延时间……拖延时间！\x0e\x01\x04\0
QuestGrandFairy1	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001苏醒使者\x0e\x01\x03\0！\n没想到你能来到这里。\x0e\x01\x04\0\n我认定你拥有资格，\n让我赐予你色彩力量吧！\x0e\x01\x04\0
QuestGrandFairy7	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001苏醒使者\x0e\x01\x03\0！\n让我赐予你色彩力量吧！\x0e\x01\x04\0
QuestGrandFairy1_2	如果你追求攻击力量，\n那么你需要{c[df1000]}红色{c[ededed]}！\x0e\x01\x04\0\n追求防御力量的话，\n就选择{c[0095ef]}蓝色{c[ededed]}吧！\x0e\x01\x04\0\n来！你要选择哪一个呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻击红{c[ededed]}\x0e\0\x04\0{c[0095ef]}防御蓝{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0还是算了
QuestGrandFairy1_3	如果你追求攻击力量，\n那么你需要{c[df1000]}红色{c[ededed]}！\x0e\x01\x04\0\n攻击或防御的力量都不渴求的话，\n就选择{c[63e343]}绿色{c[ededed]}吧！\x0e\x01\x04\0\n来！你要选择哪一个呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻击红{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌绿{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0还是算了
QuestGrandFairy1_4	如果你追求防御力量，\n那么你需要{c[0095ef]}蓝色{c[ededed]}！\x0e\x01\x04\0\n攻击或防御的力量都不渴求的话，\n就选择{c[63e343]}绿色{c[ededed]}吧！\x0e\x01\x04\0\n来！你要选择哪一个呢？\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}防御蓝{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌绿{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0还是算了
QuestRedCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003确定要选择{c[df1000]}红色衣服{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestBlueCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003确定要选择{c[0095ef]}蓝色衣服{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGreenCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003确定要选择{c[63e343]}绿色衣服{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGrandFairy2	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}攻击红{c[ededed]}和{c[0095ef]}防御蓝{c[ededed]}，\n要选择哪一个呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻击红{c[ededed]}\x0e\0\x04\0{c[0095ef]}防御蓝{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0还是算了
QuestGrandFairy4	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}攻击红{c[ededed]}和{c[63e343]}招牌绿{c[ededed]}，\n要选择哪一方呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻击红{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌绿{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0还是算了
QuestGrandFairy5	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[0095ef]}防御蓝{c[ededed]}和{c[63e343]}招牌绿{c[ededed]}，\n要选择哪一个呢？\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}防御蓝{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌绿{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0都不选择
QuestGrandFairy6	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003确定不选择颜色吗？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGrandFairy8	要保持目前的颜色对吧。\n我明白了。\x0e\x01\x04\0
QuestGrandFairy3	我知道了。\n那么，让我赐予你色彩力量吧。\x0e\x01\x07\0\x0e\0\x04\0好\x0e\0\x04\0\x0e\x01\t\0还是算了
AnswerGrandFairy_00	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_005请闭上眼睛一会……\x0e\x01\x04\0
GetRedCloth	得到了{c[df1000]}红色衣服{c[ededed]}！\n感觉浑身充满了力量。\x0e\x01\x04\0
GetBlueCloth	得到了{c[0095ef]}蓝色衣服{c[ededed]}！\n这样就能缓和心数减少了。\x0e\x01\x04\0
GetGreenCloth	得到了{c[63e343]}绿色衣服{c[ededed]}！\n虽然没有特殊力量，但非常相衬！\x0e\x01\x04\0
ByebyeGrandFairy	我来将你\n送回地面吧！\x0e\x01\x04\0
QuestFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001要钓鱼吗？只要{c[d9456d]}10卢比{c[ededed]}喔。\x0e\x01\x07\0\x0e\0\x04\0要\x0e\0\x04\0\x0e\x01\t\0不用了
Questlure1	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假饵？\x0e\x01\x07\0\x0e\0\x04\0轻假饵\x0e\0\x04\0稍重假饵\x0e\0\x04\0\x0e\x01\t\0还是算了
Questlure2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假饵？\x0e\x01\x07\0\x0e\0\x04\0轻假饵\x0e\0\x04\0稍重假饵\x0e\0\x04\0重假饵\x0e\0\x04\0\x0e\x01\t\0还是算了
Questlure3	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假饵？\x0e\x01\x07\0\x0e\0\x04\0轻假饵\x0e\0\x04\0重假饵\x0e\0\x04\0\x0e\x01\t\0还是算了
ExplanationFishing	长按\x0e\x01\x01\x01:便能投出假饵。\n根据按住时间的长短，假饵的落水位置也会改变。\x0e\x01\x04\0\n推动\x0e\x01\x01\x01\x07使假饵摆动，当鱼咬钩时再按下\x0e\x01\x01\x01:。\n连续按的话能快速收线。\x0e\x01\x04\0\n之后便是你跟鱼之间的较量了。\n要加油喔！\x0e\x01\x04\0
FishingSmallfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_002这条鱼才\x0e\x01\n\x01\0cm。\n你得钓些更大的鱼才行啊。\x0e\x01\x04\0
FishingBigfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004这条鱼有\x0e\x01\n\x01\0cm长呢！\n是条大鱼！\x0e\x01\x04\0
FishingMoreBigFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004喔！这条有\x0e\x01\n\x01\0cm长！\n你挺会钓的嘛！\x0e\x01\x04\0
FishingMegaFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_003\x0e\x01\n\x01\0cm！\n你钓了条超级大鱼啊！\x0e\x01\x04\0
FishingRetry	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001还要再钓1次吗？\x0e\x01\x07\0\x0e\0\x04\0当然\x0e\0\x04\0要换假饵\x0e\0\x04\0\x0e\x01\t\0不钓了
FishingRetry2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001还要再钓1次吗？\x0e\x01\x07\0\x0e\0\x04\0当然\x0e\0\x04\0\x0e\x01\t\0不钓了
FishingRupee5	嗯……好吧。\n给你{c[d9456d]}\x0e\x01\n\x01\x01卢比{c[ededed]}。\x0e\x01\x04\0
FishingRupee15	很好！\n奖金是{c[d9456d]}\x0e\x01\n\x01\x01卢比{c[ededed]}！\x0e\x01\x04\0
FishingRupee20	这成绩还行吧！\n给你奖金{c[d9456d]}\x0e\x01\n\x01\x01卢比{c[ededed]}！\x0e\x01\x04\0
FishingRupee40	好！今天我豁出去了！\n给你奖金{c[d9456d]}\x0e\x01\n\x01\x01卢比{c[ededed]}！\x0e\x01\x04\0
FishingRupee100	哇！你太让我震惊了！\n奖金是{c[d9456d]}\x0e\x01\n\x01\x01卢比{c[ededed]}！\x0e\x01\x04\0
SmallFish	钓到小鱼了！\n体形虽小，却很有活力！\x0e\x01\x04\0
BigFish	钓到大鱼了！\n唔唔……好重啊……\x0e\x01\x04\0
PukuPuku	钓到泡泡鱼了！\n它、它为什么会在这里……\x0e\x01\x04\0
lure2Get	作为钓到大鱼的奖励，\n送你一个新的假饵吧。\x0e\x01\x04\0
lure2Get2	得到了{c[d9456d]}稍重假饵{c[ededed]}！\n较深处的鱼会更容易上钩！\x0e\x01\x04\0
lure2Get3	唔？这条小鱼的口中\n好像有什么东西……\x0e\x01\x04\0
Geso	钓到鱿鱿了！\n鱿鱿游啊游！\x0e\x01\x04\0
lure3Get	作为钓到鱿鱿的奖励，\n送你一个新的假饵吧。\x0e\x01\x04\0
lure3Get2	得到了{c[d9456d]}重假饵{c[ededed]}！\n最深处的鱼会更容易上钩！\x0e\x01\x04\0
lure3Get3	唔？泡泡鱼的口中\n好像有什么东西……\x0e\x01\x04\0
Master	钓到鱼王了！\n我的天啊！太、太神啦！\x0e\x01\x04\0
PeaceGet	唔？鱼王的口中\n好像有什么东西……\x0e\x01\x04\0
FishingFirst50	你是第一次钓到这么大的鱼呢。\n让我把{c[d9456d]}心之碎片{c[ededed]}也送给你吧！\x0e\x01\x04\0
FishingFirst100	你是第一次钓到这么大的鱼呢！\n让我把{c[d9456d]}秘密贝壳{c[ededed]}也送给你吧！\x0e\x01\x04\0
FishingFirst150	你是第一次钓到这么大的鱼呢！\n让我把{c[d9456d]}嵌石{c[ededed]}也送给你吧！\x0e\x01\x04\0
FishingBottle	钓到了{c[d9456d]}妖精瓶子{c[ededed]}！\n可以把妖精放进瓶子内。\x0e\x01\x04\0
FishingCutString	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005哎唷，让鱼逃走了！\x0e\x01\x04\0
FishingCutBottle	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005哎唷，好像错过了什么好东西啊！\x0e\x01\x04\0
NoFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006你要更热情一点才行啊！\x0e\x01\x04\0
FishingCancel	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006不钓了吗？\n想钓的话，欢迎随时再来。\x0e\x01\x04\0
FishingNoMoney	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001没钱了吗？\n有钱的时候再过来吧。\x0e\x01\x04\0
SBFishingTime	最高纪录　\x0e\x01\n\x01\x01cm\x0e\x01\x04\0
NoMoneyRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003嗯？哎呀～\n你的钱好像不够呢。\x0e\x01\x04\0
LectureRaftShop	急流泛舟分别有在赛道上\n{c[d9456d]}收集道具{c[ededed]}的玩法，\x0e\x01\x04\0\n和挑战以最短时间抵达终点的\n{c[d9456d]}计时{c[ededed]}玩法。\x0e\x01\x04\0\n你想玩哪一种呢？\x0e\x01\x07\0\x0e\0\x04\0收集道具\x0e\0\x04\0计时\x0e\0\x04\0\x0e\x01\t\0还是算了
GatherRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002好！到此为止！\n道具收集结束！\x0e\x01\x04\0
TimeRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002好！到此为止！\n计时结束！\x0e\x01\x04\0
RecordRaftShop1	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003时间是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n花了很长时间呢。是不是迷路了啊？\x0e\x01\x04\0
RecordRaftShop2	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003时间是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n似乎经过了一番苦战呢。\x0e\x01\x04\0
RecordRaftShop3	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002时间是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n算是不错的成绩吧？\x0e\x01\x04\0
RecordRaftShop4	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002时间是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n哇～！你做得太好了！\x0e\x01\x04\0
BestReftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_001恭喜你！\n你刷新了目前的纪录啊！\x0e\x01\x04\0
SBReftShopTime	最高纪录　\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02\x0e\x01\x04\0
PeaceRaftShop	奖品是{c[d9456d]}嵌石{c[ededed]}！\n这好像是个很厉害的东西喔。\x0e\x01\x04\0
GoldRaftShop	奖品是{c[d9456d]}300卢比{c[ededed]}！\n你让大叔我好感动啊！\x0e\x01\x04\0
ShellRaftShop	奖品是{c[d9456d]}秘密贝壳{c[ededed]}！\n多多收集说不定会有好事发生。\x0e\x01\x04\0
HeartRaftShop	奖品是{c[d9456d]}心之碎片{c[ededed]}！\n这可是很稀有的东西喔！\x0e\x01\x04\0
SilverRaftShop	奖品是{c[d9456d]}100卢比{c[ededed]}！\n足够让你再玩一次急流泛舟！\x0e\x01\x04\0
PurpleRaftShop	奖品是{c[d9456d]}50卢比{c[ededed]}！\n希望你下次再加把劲！\x0e\x01\x04\0
PlusRaftShop	你很努力呢！\n额外多送你{c[d9456d]}100卢比{c[ededed]}吧！\x0e\x01\x04\0
ReplayRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003要再玩一次吗？\x0e\x01\x07\0\x0e\0\x04\0玩！\x0e\0\x04\0\x0e\x01\t\0不玩了
NoMemory	最高纪录　无\x0e\x01\x04\0
CountDown3	３
CountDown2	２
CountDown1	１
CountStart	开始
GetPowerPiece	找到了{c[d9456d]}力量碎片{c[ededed]}！\n感觉充满了力量！\x0e\x01\x04\0
GetDefenseNut	得到了{c[d9456d]}守护果实{c[ededed]}！\n受到敌人攻击时，伤害减半！\x0e\x01\x04\0
GreetingTracy	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_001我是古怪崔西！\n我专卖能让人打起精神的秘密喔。\x0e\x01\x04\0
Buy28RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002要用{c[d9456d]}28卢比{c[ededed]}买这个秘密吗？\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买
Buy42RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002要用{c[d9456d]}42卢比{c[ededed]}买这个秘密吗？\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买
Service7RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005……看你长得这么可爱，\n算你{c[d9456d]}7卢比{c[ededed]}就好了～\x0e\x01\x04\0
TakeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_003涂啊涂～好了！谢谢惠顾！\n我把{c[d9456d]}秘密药品{c[ededed]}涂在你身上了！\x0e\x01\x04\0\n{c[63e343]}当心数归零时就会见效。{c[ededed]}\n要再来找我喔……\x0e\x01\x04\0
TracyRecovery	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005这是我个人给你的特别招待～\n你看～心数都回满了唷！\x0e\x01\x04\0
BadBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006………………\n不过，才不卖给你呢！\x0e\x01\x04\0
NoMoneyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006等等！你的钱不够唷。\n给我下次再来吧！\x0e\x01\x04\0
CancelBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006什么嘛～都跟你说了\n有打起精神的效果……你这个胆小鬼！\x0e\x01\x04\0
AwakeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_001喂！小鬼！\n你竟敢弄醒本大爷！\x0e\x01\x04\0\n\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_002……真的，很谢谢你。\n本大爷要给你回礼，做好心理准备吧！\x0e\x01\x04\0\n……请问你准备好了吗？\x0e\x01\x04\0
AddMagicPowder	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那么，就让你能\n{c[d9456d]}持有更多魔法粉{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n请问你意下如何？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0别这样吧！
AddBomb	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那么，就让你能\n{c[d9456d]}持有更多炸弹{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n请问你意下如何？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0别这样吧！
AddArrow	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那么，就让你能\n{c[d9456d]}持有更多更多的箭{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n请问你意下如何呢？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0别这样吧！
ByebyeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_004嘻嘻！活该！\n{c[d9456d]}持有上限增加了{c[ededed]}唷！\x0e\x01\x04\0\n那么，请你好好保重……\n有缘再会！\x0e\x01\x04\0
40CompShell	……高举手中之剑。\x0e\x01\x04\0\n你将获赐新的力量。\x0e\x01\x04\0
PerfectShell1	……你已集齐所有贝壳。\n我切实感受到了你坚强的意志。\x0e\x01\x04\0
PerfectShell2	……愿你接下来的旅途\n一帆风顺。\x0e\x01\x04\0
PerfectShell3	……如此一来……我的职责……\n终于结束了……\x0e\x01\x04\0
GetLv2Sword	剑的等级上升了！\n升级为{c[d9456d]}可湖霖之剑{c[ededed]}！\x0e\x01\x04\0\n立刻写上名字吧！\x0e\x01\x04\0
AngryShopkeeper	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_002等等！这可不行啊！\n你得好好付钱才行！\x0e\x01\x04\0
SuccessDorobou	竟然！？\n免费获得了物品！\x0e\x01\x04\0\n………………嗯？？\x0e\x01\x04\0
DorobouComeShop1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_004我明明已经再三叮嘱过，\n要你好好付钱的……没办法了。\x0e\x01\x04\0
DorobouComeShop2	给我纳命来！\x0e\x01\x04\0
MarinFall1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_006呼……差点把我吓坏了！\x0e\x01\x04\0
MarinFall2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005呀～～！对不起！\n\x0e\x01\x03\0，你没事吧？\x0e\x01\x04\0
MarinaAttackCocco1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004不准这样做！\n鸡先生不是很可怜吗！真是的！\x0e\x01\x04\0
MarinAttackCocco2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007啊哈哈！上啊！\n上啊！继续上吧～！…………\x0e\x01\x04\0\n不，当我没说过吧……\x0e\x01\x04\0
MarinBreakPot1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004啊！\n……唉，你真是个坏孩子！\x0e\x01\x04\0
MarinBreakPot2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007啊哈哈～！摔吧！摔吧！\n全部摔坏吧！！\x0e\x01\x04\0\n咦？怎么了？有什么问题吗？\x0e\x01\x04\0
MarinOcarinaHetakuso	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009马马虎虎……\x0e\x01\x04\0
MarinOcarinaHetakuso2	咦！？我刚刚有说了些什么吗？\n你听错了喔！听～错～了～！\x0e\x01\x04\0
WantPlayGameMarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007哇～！对了对了，\x0e\x01\x03\0，\n我可以玩这个吗！？可以吗！？\x0e\x01\x04\0
WantPlayGameMarin3	怎么办呢？\x0e\x01\x07\0\x0e\0\x04\0好啊\x0e\0\x04\0\x0e\x01\t\0不行！
WantPlayGameMarin2	我好想玩！真的好想玩！！\x0e\x01\x07\0\x0e\0\x04\0好啊\x0e\0\x04\0真拿你没办法
AngryGameCreek	还挺厉害的嘛……\n你啊……是职业的对吧！？\x0e\x01\x04\0\n本店不欢迎职业的！！\n呸！给我滚！！\x0e\x01\x04\0
MarinDigHole	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007哇～！挖啊！挖啊！\n挖遍整座岛吧！！\x0e\x01\x05\x04Ð\x07\0\0
MarinCheckDresser	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\x0e\x01\x03\0，\n你经常做这种事情吗？？\x0e\x01\x04\0
MarineAwaitDungeon	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002啊？你要进去吗？\n我在这里等你吧……\x0e\x01\x04\0\n\x0e\x01\x03\0，要小心喔……\x0e\x01\x04\0
MarineWorry1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005啊！ \x0e\x01\x03\0，你回来了！\n没受伤吧？\x0e\x01\x04\0
MarineWorry2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002……好慢喔。真是的，\n我还以为你不会回来了……\x0e\x01\x04\0
MarineWorry3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004哇啊！！伤得这么重！\n真是的！不准再乱来啊！\x0e\x01\x04\0
MarineWorry4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009明明警告过你了……\x0e\x01\x04\0\x0e\0\x04\0咦！？什么！？\n我什么也没有听见！真的喔！\x0e\x01\x04\0
TeaseChild	\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_005嘻！嘻！嘻！\n我说～你们两个要一起去哪里？\x0e\x01\x04\0\n毕竟我还只是个孩子，\n我会乖乖装不懂的。\x0e\x01\x04\0
MarinCapeDate1	……\x0e\x01\x03\0，\n这是我们第一次一起散步呢。\x0e\x01\x04\0
MarinCapeDate2	………………\x0e\x01\x04\0
MarinCapeDate3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008呵呵，这海角也是\n专属我们两人的秘密呢……\x0e\x01\x04\0
MarinCapeDate4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004讨厌啦！\x0e\x01\x03\0\n你也说几句话嘛……这让人很害羞啊……\x0e\x01\x04\0
BowwowDigHole	挖这里！汪汪！汪汪！\x0e\x01\x05\x04Ð\x07\0\0
RichardHateBowwow1	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_005啊！给我等等，这可不行啊～\n居然带着汪汪过来……\x0e\x01\x04\0
RichardHateBowwow2	我啊～怎样都无法喜欢\n那种野蛮的动物呢～\x0e\x01\x04\0\n等那家伙不在的时候再见面吧。\n再见～\x0e\x01\x04\0
MermaidNearDive	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_002讨厌！色鬼！色鬼！\x0e\x01\x04\0
AngryHippo1	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_003你再继续缠着我的话，\n就要把你叫做大叔了喔！吼～！\x0e\x01\x04\0
