Glossary.msbt
glossary_Place01	長尾大空洞
Staff126	Tomomi Sano\nMitsuo Iwamoto
Staff127	{c[a0ffff]}PRODUCTION MANAGEMENT{c[000000]}
Staff128	Daiki Iwamoto\nMakoto Miyanaga
Staff129	{c[a0ffff]}SPECIAL THANKS{c[000000]}
Staff130	Miyuya Tatsuno\nNaoki Kawamoto\nAkinori Ohashi\nDaichi Nakashima\nTsuyoshi Masada\nMahito Yokota
Staff131	Shigeru Miyamoto\nYoshiaki Koizumi\nTakashi Tezuka\nKensuke Tanabe\nKazuaki Morita\nJeff Miller
Staff132	GREZZO Co.,Ltd.\nDISION\nQUAD ARROW Co.,Ltd.\nCyclone-Entertainment\nSound Racer Ltd.\nDigital Works Entertainment\nKenproduction Co., Ltd.\nIMAGICA Lab.Inc.\nFace Music\nMario Club Co., Ltd.\nNOA Product Testing\nNOE Quality Assurance team\nDIGITAL HEARTS Co.,Ltd.
Staff133	Based on the Work of the Original Development Staff
Staff134	{c[a0ffff]}PRODUCER{c[000000]}
Staff135	Eiji Aonuma
Staff136	{c[a0ffff]}GENERAL PRODUCER{c[000000]}
Staff137	Shinya Takahashi
Staff138	{c[a0ffff]}EXECUTIVE PRODUCER{c[000000]}
Staff139	Shuntaro Furukawa
Staff140	Nintendo and GREZZO are the authors of this \nsoftware for the purpose of copyright. All rights reserved.\n\nNintendo et  GREZZO sont les auteurs de ce \nlogiciel au regard du droit d'auteur. Tous droits réservés.
Staff141	©1993-2019 Nintendo Codeveloped by GREZZO
Staff142	劇終
SubEvent.msbt
MarinSing1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_001對了！\x0e\x01\x03\0。\n塔林到森林裡採蘑菇去了。\x0e\x01\x04\0\n我很喜歡唱歌！\n來聽聽這首{c[d9456d]}風魚之歌{c[ededed]}吧！\x0e\x01\x04\0
FairySpring	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_001讓我來治癒你的傷口和疲累吧。\n請閉上眼睛一會……\x0e\x01\x04\0
FairySpring2	\x0e\x01\x0b\x17\x15\0SE_NPC_GREATFAIRY_003你看起來還很有精神。\n累了再來找我吧。\x0e\x01\x04\0
MarinSing2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_003\x0e\x01\x03\0，\n塔林正在家裡睡午覺。\x0e\x01\x04\0\n我要唱歌了！\n唱那首{c[d9456d]}風魚之歌{c[ededed]}！\x0e\x01\x04\0
BlueSkalGuard1	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_001歡迎來到\n衣服迷宮！\x0e\x01\x04\0
RedSkalGuard2	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_001你必須持有魔法粉，\n才能往深處前進！\x0e\x01\x04\0
BlueSkalGuard3	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_004只要告訴我，\n我就會賣給你！\x0e\x01\x04\0
RedSkalGuard4	\x0e\x01\x0b\x17\x15\0SE_NPC_MONBAN_RED_004你有帶著魔法粉嗎？\n沒有的話，最好先去買喔！\x0e\x01\x04\0
SellBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_001２０袋魔法粉　{c[d9456d]}１００盧比{c[ededed]}\n想要嗎？\x0e\x01\x07\0\x0e\0\x04\0想要！\x0e\0\x04\0\x0e\x01\t\0不需要
CheckBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_003剛剛好不用找！\n來，這個給你！\x0e\x01\x04\0
BadBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002既然你帶著那麼多魔法粉，\n看來也不用賣給你吧！\x0e\x01\x04\0
NoBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002不需要嗎？\n那麼，想要的話再跟我說吧。\x0e\x01\x04\0
MoneyBlueGuard	\x0e\x01\x0b\x18\x16\0SE_NPC_MONBAN_BLUE_002唔……\n你的錢好像不夠呢。\x0e\x01\x04\0
BattleBossBlob	布丁布丁！我們才不是無名小卒！\n現在就讓你嚐嚐我的厲害！\x0e\x01\x04\0\n我要變身為你討厭的那傢伙！\n你的劍是傷害不到我的！\x0e\x01\x04\0
AttackBossBlob	笨蛋！{c[d9456d]}劍是傷害不到我的！{c[ededed]}\n儘管把魔法粉啊槍炮啊之類的都拿出來吧！\x0e\x01\x04\0
BattleStoneHinox	你這個貪婪之徒……\n竟然想要追求更強大的力量！\x0e\x01\x04\0\n像你這般的愚者，還是在這座\n墓碑的地底裡化為腐朽吧！\x0e\x01\x04\0
BattleEvilOrb	安全！安全！\x0e\x01\x06\0
RevivalEvilOrb	復活！……重來！\x0e\x01\x04\0
PinchEvilOrb	拖延時間……拖延時間！\x0e\x01\x04\0
QuestGrandFairy1	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001甦醒使者\x0e\x01\x03\0！\n沒想到你能來到這裡。\x0e\x01\x04\0\n我認定你擁有資格，\n讓我賜予你色彩力量吧！\x0e\x01\x04\0
QuestGrandFairy7	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_001甦醒使者\x0e\x01\x03\0！\n讓我賜予你色彩力量吧！\x0e\x01\x04\0
QuestGrandFairy1_2	如果你追求攻擊力量，\n那麼你需要{c[df1000]}紅色{c[ededed]}！\x0e\x01\x04\0\n追求防禦力量的話，\n就選擇{c[0095ef]}藍色{c[ededed]}吧！\x0e\x01\x04\0\n來！你要選擇哪一個呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻擊紅{c[ededed]}\x0e\0\x04\0{c[0095ef]}防禦藍{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0還是算了
QuestGrandFairy1_3	如果你追求攻擊力量，\n那麼你需要{c[df1000]}紅色{c[ededed]}！\x0e\x01\x04\0\n攻擊或防禦的力量都不渴求的話，\n就選擇{c[63e343]}綠色{c[ededed]}吧！\x0e\x01\x04\0\n來！你要選擇哪一個呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻擊紅{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌綠{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0還是算了
QuestGrandFairy1_4	如果你追求防禦力量，\n那麼你需要{c[0095ef]}藍色{c[ededed]}！\x0e\x01\x04\0\n攻擊或防禦的力量都不渴求的話，\n就選擇{c[63e343]}綠色{c[ededed]}吧！\x0e\x01\x04\0\n來！你要選擇哪一個呢？\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}防禦藍{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌綠{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0還是算了
QuestRedCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003確定要選擇{c[df1000]}紅色衣服{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestBlueCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003確定要選擇{c[0095ef]}藍色衣服{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGreenCloth	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003確定要選擇{c[63e343]}綠色衣服{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGrandFairy2	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}攻擊紅{c[ededed]}和{c[0095ef]}防禦藍{c[ededed]}，\n要選擇哪一個呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻擊紅{c[ededed]}\x0e\0\x04\0{c[0095ef]}防禦藍{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0還是算了
QuestGrandFairy4	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[df1000]}攻擊紅{c[ededed]}和{c[63e343]}招牌綠{c[ededed]}，\n要選擇哪一方呢？\x0e\x01\x07\0\x0e\0\x04\0{c[df1000]}攻擊紅{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌綠{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0還是算了
QuestGrandFairy5	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_002{c[0095ef]}防禦藍{c[ededed]}和{c[63e343]}招牌綠{c[ededed]}，\n要選擇哪一個呢？\x0e\x01\x07\0\x0e\0\x04\0{c[0095ef]}防禦藍{c[ededed]}\x0e\0\x04\0{c[63e343]}招牌綠{c[ededed]}\x0e\0\x04\0\x0e\x01\t\0都不選擇
QuestGrandFairy6	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003確定不選擇顏色嗎？\x0e\x01\x07\0\x0e\0\x04\0是\x0e\0\x04\0\x0e\x01\t\0否
QuestGrandFairy8	要保持目前的顏色對吧。\n我明白了。\x0e\x01\x04\0
QuestGrandFairy3	我知道了。\n那麼，讓我賜予你色彩力量吧。\x0e\x01\x07\0\x0e\0\x04\0好\x0e\0\x04\0\x0e\x01\t\0還是算了
AnswerGrandFairy_00	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_005請閉上眼睛一會……\x0e\x01\x04\0
GetRedCloth	得到了{c[df1000]}紅色衣服{c[ededed]}！\n令人渾身充滿了力量。\x0e\x01\x04\0
GetBlueCloth	得到了{c[0095ef]}藍色衣服{c[ededed]}！\n這樣就能緩和心數減少了。\x0e\x01\x04\0
GetGreenCloth	得到了{c[63e343]}綠色衣服{c[ededed]}！\n雖然沒有特殊力量，但非常相襯！\x0e\x01\x04\0
ByebyeGrandFairy	我來將你\n送回地面吧！\x0e\x01\x04\0
QuestFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001要釣魚嗎？只要{c[d9456d]}１０盧比{c[ededed]}喔。\x0e\x01\x07\0\x0e\0\x04\0要\x0e\0\x04\0\x0e\x01\t\0不用了
Questlure1	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假餌？\x0e\x01\x07\0\x0e\0\x04\0輕假餌\x0e\0\x04\0稍重假餌\x0e\0\x04\0\x0e\x01\t\0還是算了
Questlure2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假餌？\x0e\x01\x07\0\x0e\0\x04\0輕假餌\x0e\0\x04\0稍重假餌\x0e\0\x04\0重假餌\x0e\0\x04\0\x0e\x01\t\0還是算了
Questlure3	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001你要用哪款假餌？\x0e\x01\x07\0\x0e\0\x04\0輕假餌\x0e\0\x04\0重假餌\x0e\0\x04\0\x0e\x01\t\0還是算了
ExplanationFishing	長按\x0e\x01\x01\x01:即可甩出假餌。\n根據按住的時間長短，假餌的落水位置也會改變。\x0e\x01\x04\0\n推動\x0e\x01\x01\x01\x07使假餌擺動，當魚咬住時再按下\x0e\x01\x01\x01:。\n連續按能快速收線。\x0e\x01\x04\0\n之後便是你跟魚之間的決鬥了。\n要加油喔！\x0e\x01\x04\0
FishingSmallfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_002這條魚才\x0e\x01\n\x01\0cm。\n你得釣更大的魚才行啊。\x0e\x01\x04\0
FishingBigfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004這條魚有\x0e\x01\n\x01\0cm長呢！\n是條大魚！\x0e\x01\x04\0
FishingMoreBigFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004喔！這條有\x0e\x01\n\x01\0cm長！\n你挺會釣的嘛！\x0e\x01\x04\0
FishingMegaFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_003\x0e\x01\n\x01\0cm！\n你釣了條超級大魚啊！\x0e\x01\x04\0
FishingRetry	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001還要釣嗎？\x0e\x01\x07\0\x0e\0\x04\0當然\x0e\0\x04\0要換假餌\x0e\0\x04\0\x0e\x01\t\0不釣了
FishingRetry2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001還要釣嗎？\x0e\x01\x07\0\x0e\0\x04\0當然\x0e\0\x04\0\x0e\x01\t\0不釣了
FishingRupee5	嗯……好吧。\n給你{c[d9456d]}\x0e\x01\n\x01\x01盧比{c[ededed]}。\x0e\x01\x04\0
FishingRupee15	很好！\n獎金是{c[d9456d]}\x0e\x01\n\x01\x01盧比{c[ededed]}！\x0e\x01\x04\0
FishingRupee20	成績算是還可以吧！\n給你獎金{c[d9456d]}\x0e\x01\n\x01\x01盧比{c[ededed]}吧！\x0e\x01\x04\0
FishingRupee40	好！今天大放送！\n獎金就給你{c[d9456d]}\x0e\x01\n\x01\x01盧比{c[ededed]}吧！\x0e\x01\x04\0
FishingRupee100	哇！你讓我太震驚了！\n獎金是{c[d9456d]}\x0e\x01\n\x01\x01盧比{c[ededed]}！\x0e\x01\x04\0
SmallFish	釣到小魚了！\n體形雖小，但很有精神！\x0e\x01\x04\0
BigFish	釣到大魚了！\n嗚嗚……好重啊……\x0e\x01\x04\0
PukuPuku	釣到泡泡魚了！\n他、他為什麼會在這裡……\x0e\x01\x04\0
lure2Get	作為釣到大魚的獎勵，\n送你一個新的假餌吧。\x0e\x01\x04\0
lure2Get2	得到了{c[d9456d]}稍重假餌{c[ededed]}！\n較深處的魚會更容易上鉤！\x0e\x01\x04\0
lure2Get3	唔？這條小魚的口中\n好像有什麼東西……\x0e\x01\x04\0
Geso	釣到魷魷了！\n魷魷游啊游！\x0e\x01\x04\0
lure3Get	作為釣到魷魷的獎勵，\n送你一個新的假餌吧。\x0e\x01\x04\0
lure3Get2	得到了{c[d9456d]}重假餌{c[ededed]}！\n最深處的魚會更容易上鉤！\x0e\x01\x04\0
lure3Get3	唔？泡泡魚的口中\n好像有什麼東西……\x0e\x01\x04\0
Master	釣到魚王了！\n我的天啊！太、太神啦！\x0e\x01\x04\0
PeaceGet	唔？魚王的口中\n好像有什麼東西……\x0e\x01\x04\0
FishingFirst50	你是第一次釣到這麼大的魚呢！\n讓我把{c[d9456d]}心之碎片{c[ededed]}也送給你吧！\x0e\x01\x04\0
FishingFirst100	你是第一次釣到這麼大的魚呢！\n讓我把{c[d9456d]}秘密貝殼{c[ededed]}也送給你吧！\x0e\x01\x04\0
FishingFirst150	你是第一次釣到這麼大的魚呢！\n讓我把{c[d9456d]}嵌石{c[ededed]}也送給你吧！\x0e\x01\x04\0
FishingBottle	釣到了{c[d9456d]}妖精瓶子{c[ededed]}！\n可以把妖精放進瓶子內。\x0e\x01\x04\0
FishingCutString	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005哎唷，讓魚逃走了！\x0e\x01\x04\0
FishingCutBottle	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005哎唷，好像錯過了什麼好東西啊！\x0e\x01\x04\0
NoFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006你要更熱情一點才行啊！\x0e\x01\x04\0
FishingCancel	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006不釣了嗎？\n想釣的時候，再隨時過來吧。\x0e\x01\x04\0
FishingNoMoney	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001沒錢了嗎？\n有錢的時候再過來吧。\x0e\x01\x04\0
SBFishingTime	最高紀錄　\x0e\x01\n\x01\x01cm\x0e\x01\x04\0
NoMoneyRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003嗯？哎呀～\n你的錢好像不夠呢。\x0e\x01\x04\0
LectureRaftShop	急流泛舟分別有在賽道上\n{c[d9456d]}收集道具{c[ededed]}的玩法，\x0e\x01\x04\0\n和挑戰以最短時間抵達終點的\n{c[d9456d]}計時{c[ededed]}玩法。\x0e\x01\x04\0\n你想玩哪一種呢？\x0e\x01\x07\0\x0e\0\x04\0收集道具\x0e\0\x04\0計時\x0e\0\x04\0\x0e\x01\t\0還是算了
GatherRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002好！到此為止！\n道具收集結束！\x0e\x01\x04\0
TimeRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002好！到此為止！\n計時結束！\x0e\x01\x04\0
RecordRaftShop1	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003時間是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n花了很長時間呢。是不是迷路了啊？\x0e\x01\x04\0
RecordRaftShop2	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003時間是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n似乎經過一番苦戰呢。\x0e\x01\x04\0
RecordRaftShop3	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002時間是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n算是不錯的成績吧？\x0e\x01\x04\0
RecordRaftShop4	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002時間是\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02。\n哇～！你做得太好了！\x0e\x01\x04\0
BestReftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_001恭喜你！\n你刷新了目前的紀錄啊！\x0e\x01\x04\0
SBReftShopTime	最高紀錄　\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02\x0e\x01\x04\0
PeaceRaftShop	獎品是{c[d9456d]}嵌石{c[ededed]}！\n這好像是個很厲害的東西喔。\x0e\x01\x04\0
GoldRaftShop	獎品是{c[d9456d]}３００盧比{c[ededed]}！\n你讓大叔我好感動啊！\x0e\x01\x04\0
ShellRaftShop	獎品是{c[d9456d]}秘密貝殼{c[ededed]}！\n多多收集說不定會有好事發生。\x0e\x01\x04\0
HeartRaftShop	獎品是{c[d9456d]}心之碎片{c[ededed]}！\n這可是很稀有的東西喔！\x0e\x01\x04\0
SilverRaftShop	獎品是{c[d9456d]}１００盧比{c[ededed]}！\n足夠讓你再玩一次急流泛舟！\x0e\x01\x04\0
PurpleRaftShop	獎品是{c[d9456d]}５０盧比{c[ededed]}！\n希望你下次再加把勁！\x0e\x01\x04\0
PlusRaftShop	你很努力呢！\n額外多送你{c[d9456d]}１００盧比{c[ededed]}吧！\x0e\x01\x04\0
ReplayRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003要再玩一次嗎？\x0e\x01\x07\0\x0e\0\x04\0玩！\x0e\0\x04\0\x0e\x01\t\0不玩了
NoMemory	最高紀錄　無\x0e\x01\x04\0
CountDown3	３
CountDown2	２
CountDown1	１
CountStart	開始
GetPowerPiece	找到了{c[d9456d]}力量碎片{c[ededed]}！\n感覺力量開始湧上全身！\x0e\x01\x04\0
GetDefenseNut	得到了{c[d9456d]}守護果實{c[ededed]}！\n受到敵人攻擊時，傷害減半！\x0e\x01\x04\0
GreetingTracy	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_001我是古怪崔西！\n我專賣能讓人打起精神的秘密喔。\x0e\x01\x04\0
Buy28RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002要用{c[d9456d]}２８盧比{c[ededed]}買這個秘密嗎？\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買
Buy42RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002要用{c[d9456d]}４２盧比{c[ededed]}買這個秘密嗎？\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買
Service7RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005……看你長得這麼可愛，\n算你{c[d9456d]}７盧比{c[ededed]}就好了～\x0e\x01\x04\0
TakeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_003塗啊塗～好了！謝謝惠顧！\n我把{c[d9456d]}秘密藥品{c[ededed]}塗在你身上了！\x0e\x01\x04\0\n{c[63e343]}當心數歸零時就會見效。{c[ededed]}\n要再來找我喔……\x0e\x01\x04\0
TracyRecovery	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005這是我個人給你的特別招待～\n你看～心數都回滿了唷！\x0e\x01\x04\0
BadBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006………………\n不過，才不賣給你呢！\x0e\x01\x04\0
NoMoneyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006等等！你的錢不夠唷。\n給我下次再來吧！\x0e\x01\x04\0
CancelBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006什麼嘛～都跟你說了\n有打起精神的效果……你這個膽小鬼！\x0e\x01\x04\0
AwakeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_001喂！小鬼！\n你竟敢弄醒本大爺！\x0e\x01\x04\0\n\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_002……真的，很謝謝你。\n本大爺要給你回禮，做好心理準備吧！\x0e\x01\x04\0\n……請問你準備好了嗎？\x0e\x01\x04\0
AddMagicPowder	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那麼，就讓你能\n{c[d9456d]}持有更多魔法粉{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n請問你意下如何？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0別這樣吧！
AddBomb	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那麼，就讓你能\n{c[d9456d]}持有更多炸彈{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n請問你意下如何？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0別這樣吧！
AddArrow	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003那麼，就讓你能\n{c[d9456d]}持有更多更多的箭{c[ededed]}！嘻嘻！\x0e\x01\x04\0\n請問你意下如何呢？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0好喔\x0e\0\x04\0\x0e\x01\t\0別這樣吧！
ByebyeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_004嘻嘻！活該！\n{c[d9456d]}持有上限增加{c[ededed]}了唷！\x0e\x01\x04\0\n那麼，請你好好保重……\n有緣再會！\x0e\x01\x04\0
40CompShell	……高舉你的劍吧。\x0e\x01\x04\0\n你將獲賜嶄新的力量。\x0e\x01\x04\0
PerfectShell1	……你已集齊所有貝殼，\n我確實感受到你那堅強的意志了。\x0e\x01\x04\0
PerfectShell2	……願你接下來的旅途一帆風順。\x0e\x01\x04\0
PerfectShell3	……如此一來……我的職責……\n終於結束了……\x0e\x01\x04\0
GetLv2Sword	劍的等級上升了！\n升級為{c[d9456d]}可湖霖之劍{c[ededed]}！\x0e\x01\x04\0\n立刻寫上名字吧！\x0e\x01\x04\0
AngryShopkeeper	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_002等等！這可不行啊！\n你得好好付錢！\x0e\x01\x04\0
SuccessDorobou	竟然成功了！？\n免費把東西拿到手了！\x0e\x01\x04\0\n………………唔？？\x0e\x01\x04\0
DorobouComeShop1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_004我明明已經再三叮嚀你，\n要你好好付錢……沒辦法了。\x0e\x01\x04\0
DorobouComeShop2	給我納命來！\x0e\x01\x04\0
MarinFall1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_006呼……差點把我嚇壞了！\x0e\x01\x04\0
MarinFall2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005呀～～！對不起！\n\x0e\x01\x03\0，你沒事吧？\x0e\x01\x04\0
MarinaAttackCocco1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004不准這樣做！\n雞先生不是很可憐嗎！真是的！\x0e\x01\x04\0
MarinAttackCocco2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007啊哈哈！上啊！\n上啊！繼續上吧～！…………\x0e\x01\x04\0\n不，當我沒說過吧……\x0e\x01\x04\0
MarinBreakPot1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004啊！\n……唉，你真是個壞孩子！\x0e\x01\x04\0
MarinBreakPot2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007啊哈哈～！摔吧！摔吧！\n全部摔壞吧！！\x0e\x01\x04\0\n咦？怎麼了？有什麼問題嗎？\x0e\x01\x04\0
MarinOcarinaHetakuso	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\n馬馬虎虎……\x0e\x01\x04\0
MarinOcarinaHetakuso2	咦！？我剛剛有說了些什麼嗎？\n你聽錯了喔！聽～錯～了～！\x0e\x01\x04\0
WantPlayGameMarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007哇～！欸欸，\x0e\x01\x03\0，\n我可以玩這個嗎！？可以嗎！？\x0e\x01\x04\0
WantPlayGameMarin3	怎麼辦呢？\x0e\x01\x07\0\x0e\0\x04\0好啊\x0e\0\x04\0\x0e\x01\t\0不行！
WantPlayGameMarin2	我好想玩！真的好想玩！！\x0e\x01\x07\0\x0e\0\x04\0好啊\x0e\0\x04\0真拿你沒辦法
AngryGameCreek	還挺厲害的嘛……\n你啊……是職業的對吧！？\x0e\x01\x04\0\n本店不歡迎職業的！！\n呸！給我滾！！\x0e\x01\x04\0
MarinDigHole	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007哇～！挖啊！挖啊！\n挖遍整座島吧！！\x0e\x01\x05\x04Ð\x07\0\0
MarinCheckDresser	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\x0e\x01\x03\0，\n你經常做這種事情嗎？？\x0e\x01\x04\0
MarineAwaitDungeon	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002欸？你要進去嗎？\n我在這裡等你吧……\x0e\x01\x04\0\n\x0e\x01\x03\0，要小心喔……\x0e\x01\x04\0
MarineWorry1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005啊！ \x0e\x01\x03\0，你回來了！\n沒受傷吧？\x0e\x01\x04\0
MarineWorry2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002……好慢喔。真是的，\n我還以為你不會回來了……\x0e\x01\x04\0
MarineWorry3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004哇啊！！傷得這麼重！\n真是的！不准再亂來啊！\x0e\x01\x04\0
MarineWorry4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\n明明警告過你了……\x0e\x01\x04\0\n咦！？什麼！？\n我什麼也沒有聽見！真的喔！\x0e\x01\x04\0
TeaseChild	\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_005嘻！嘻！嘻！\n我說～你們兩個要一起去哪裡？\x0e\x01\x04\0\n畢竟我還只是個孩子，\n我會乖乖裝不懂的。\x0e\x01\x04\0
MarinCapeDate1	……\x0e\x01\x03\0，\n這是我們第一次一起散步呢。\x0e\x01\x04\0
MarinCapeDate2	………………\x0e\x01\x04\0
MarinCapeDate3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008呵呵，這海角也是\n專屬我們兩人的秘密呢……\x0e\x01\x04\0
