FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
Robo37	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\01\0Ah, a new customer. Welcome!\nMay I ask for your name?\n\n...\n\n\n\x0eÉ\x03\0\x0e\x0b\0\0. I see.\nSuch a wonderful name.\nSo strong. So memorable.\nThis is the \x0e\0\x03\x02\0\0Fitness Gym\x0e\0\x03\x02ÿÿ. We provide\n\x0e\0\x03\x02\0\0focused training on individual body parts\x0e\0\x03\x02ÿÿ,\nlike \x0e\0\x03\x02\0\0arms\x0e\0\x03\x02ÿÿ, \x0e\0\x03\x02\0\0abs\x0e\0\x03\x02ÿÿ and \x0e\0\x03\x02\0\0legs\x0e\0\x03\x02ÿÿ.\nWe are currently offering\n\x0e\0\x03\x02\0\0\x0e\t\0\x02\0\0\x0e\0\x03\x02ÿÿ.
Robo10	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\01\0Welcome! We have been waiting for\nyou, \x0e\x0b\0\0.\n\nThis is the \x0e\0\x03\x02\0\0Fitness Gym\x0e\0\x03\x02ÿÿ. We provide\n\x0e\0\x03\x02\0\0focused training on individual body parts\x0e\0\x03\x02ÿÿ,\nlike \x0e\0\x03\x02\0\0arms\x0e\0\x03\x02ÿÿ, \x0e\0\x03\x02\0\0abs\x0e\0\x03\x02ÿÿ, and \x0e\0\x03\x02\0\0legs\x0e\0\x03\x02ÿÿ.\nWe are currently offering the\n\x0e\0\x03\x02\0\0\x0e\t\0\x02\0\0\x0e\0\x03\x02ÿÿ.
Robo11	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\01\0Welcome to the \x0e\0\x03\x02\0\0Fitness Gym\x0e\0\x03\x02ÿÿ,\n\x0e\x0b\0\0!\n\nWe are currently offering the\n\x0e\0\x03\x02\0\0\x0e\t\0\x02\0\0\x0e\0\x03\x02ÿÿ.\n\nGive it your all to \x0e\0\x03\x02\0\0clear \x0e\0\x03\x02ÿÿthe goal!
Robo12	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\01\0Welcome, \x0e\x0b\0\0!\nThis is the \x0e\0\x03\x02\0\0Fitness Gym\x0e\0\x03\x02ÿÿ.\n\nWe are currently offering the\n\x0e\0\x03\x02\0\0\x0e\t\0\x02\0\0\x0e\0\x03\x02ÿÿ.
Robo13	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0{s[150]}BRAVO!{s[100]}
Robo14	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0{s[150]}BRAVO, BRAVO!{s[100]}
Robo15	Expertly done, \x0e\x0b\0\0.
Robo17	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0{s[150]}A new record! Beautiful!{s[100]}
Robo18	\x0e\n\x18\n\x08\0B\0y\0e\01\0Your sheen of sweat is positively sparkling.\nWell done, \x0e\x0b\0\0!\n\nWe will be here whenever you\nwant to try again.
Robo19	\x0e\n\x18\n\x08\0B\0y\0e\01\0On behalf of our entire staff, we eagerly\nawait your next visit.
Robo31	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ,\n\x0e\x0b\0\0!\n\nHere ve offer \x0e\0\x03\x02\0\0battle exercises\x0e\0\x03\x02ÿÿ, ja? Battle\nto your heart's content!
Robo32	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ,\n\x0e\x0b\0\0!\n\nHere ve offer \x0e\0\x03\x02\0\0battle exercises\x0e\0\x03\x02ÿÿ, ja? Battle\nto your heart's content!
Robo20	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ! Nice to meet\na fresh face. Hit me vith your name.\n\nOh? Ja, I see. OK! You are all set.\nVelcome, \x0e\x0b\0\0.\n\nHere, ve offer \x0e\0\x03\x02\0\0battle exercises\x0e\0\x03\x02ÿÿ.\nBattle to your heart's content!
Robo33	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ! Nice to meet\na fresh face. Hit me vith your name.\n\nOh? Ja, I see. OK! You are all set.\nVelcome, \x0e\x0b\0\0.\n\nHere, ve offer \x0e\0\x03\x02\0\0battle exercises\x0e\0\x03\x02ÿÿ.\nBattle to your heart's content!
Robo21	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome back to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ.\nBattle to your heart's content!
Robo34	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\02\0Velcome back to the \x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ.\nBattle to your heart's content!
Robo24	\x0e\n\x18\x0e\x0c\0R\0e\0g\0r\0e\0t\0Now that's vhat I call...
Robo25	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0{s[150]}PUMPED UP!{s[100]}
Robo26	\x0e\n\x18\n\x08\0B\0y\0e\02\0See you later, \x0e\x0b\0\0!
Robo36	\x0e\n\x18\n\x08\0B\0y\0e\02\0See you later, \x0e\x0b\0\0!
Robo27	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0{s[150]}JA! PUMP IT UP!{s[100]}
Robo44	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0A new high score!
Robo28	\x0e\n\x18\n\x08\0B\0y\0e\02\0Vith muscles like those, you are velcome\nhere anytime!
Robo38	\x0e\n\x18\x0e\x0c\0R\0e\0g\0r\0e\0t\0Hold it. Let me guess... You are having\na bit of trouble vith this exercise, ja?\n\n{s[150]}Don't sweat it!{s[100]}\n\n\nYou can skip it for \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\050\x0e\0\x03\x02ÿÿ.\nIf you've got \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\050\x0e\0\x03\x02ÿÿ, you are good to go!
Robo39	\x0e\n\x18\x10\x0e\0H\0a\0p\0p\0y\0_\0L\0Excellent! \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\050\x0e\0\x03\x02ÿÿ!\nThat vill do nicely.
Robo40	\x0e\n\x18\n\x08\0B\0y\0e\02\0You get a pass this time, but remember:\nmoney can't buy you pumped muscles!
Robo41	\x0e\n\x18\x1c\x1a\0W\0e\0l\0c\0o\0m\0e\0C\0u\0r\0s\0e\01\0No money, no thank you, ja?
Robo42	\x0e\n\x18\x1c\x1a\0W\0e\0l\0c\0o\0m\0e\0C\0u\0r\0s\0e\00\0You heard nothing. Ve never had this talk.\nYou understand?
FlowchartMsg_USen_szs\Shop_ElDorago2.msbt
ED2_00	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0Welco... Oh my.
ED2_01	\x0e\n\x10\x10\x0e\0N\0o\0t\0i\0c\0e\01\0What have you been doing? I've seen\nthe wanted poster... Everyone is looking\nfor you!
ED2_02	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\00\0{s[075]}Honey... Maybe we should report this...{s[100]}
ED2_03	\x0e\n\x10\x0e\x0c\0A\0n\0g\0r\0y\01\0Nonsense! I was taught to help people\nwho are in trouble.
ED2_06	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0You're safe in this store, OK? Please, take\nas long as you need.
ED2_04	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\00\0{s[075]}I dunno... I feel like we should report this...{s[100]}
ED2_05	\x0e\n\x10\x10\x0e\0R\0e\0g\0r\0e\0t\01\0What you should do is take a deep\nbreath, and relax.
ED2_08	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\00\0Welcome to \x0e\0\x03\x02\0\0General Store \x0e\0\x03\x02ÿÿNumber \x0eú\x01\x04\0\0\0Í!\nYou're safe inside the store, so please\ntake your time while you shop!
FlowchartMsg_USen_szs\Smoothie.msbt
FlowchartMsg_USen_szs\StaStretchReady.msbt
StaStretchReady00	OK! Let's do some stretching before your\nbody cools down.
StaStretchReady01	\x0e\0\x03\x02\x01\0Static stretching\x0e\0\x03\x02ÿÿ after an exercise is a great\nway to slowly stretch your body.
StaStretchReady02	Let's flush away all that fatigue we've\naccumulated after a good workout!
StaStretchReady04	Good job!
StaStretchReady05	Now then, what do you say to a little\nstretching before your body cools down?\x0e\x01\x04\x06\0\0\x01\0\0\x01
StaStretchReady07	Oh? You'd rather skip it today? Sure thing.
StaStretchReady08	Do you want to do some static stretching?\x0e\x01\x04\x06\0\0\x01\0\0\x01
StaStretchReady09	You've been really focused on your \x0e\0\x03\x02\x01\0arm\n\x0e\0\x03\x02ÿÿtraining today!
StaStretchReady10	For this stretch, let's loosen up with a\n\x0e\0\x03\x02\x01\0focus on your upper body\x0e\0\x03\x02ÿÿ!
StaStretchReady11	You've been really focused on your \x0e\0\x03\x02\x01\0torso\n\x0e\0\x03\x02ÿÿtraining today!
StaStretchReady12	For this stretch, let's loosen up with a\n\x0e\0\x03\x02\x01\0focus on your torso and hips\x0e\0\x03\x02ÿÿ!
StaStretchReady13	You've been really focused on your\n\x0e\0\x03\x02\x01\0lower-body\x0e\0\x03\x02ÿÿ training today!
StaStretchReady14	For this stretch, let's loosen up with a\n\x0e\0\x03\x02\x01\0focus on your lower body\x0e\0\x03\x02ÿÿ!
StaStretchReady17	You've been working with your \x0e\0\x03\x02\x01\0arms \x0e\0\x03\x02ÿÿa bit\nmore today!
StaStretchReady18	For this stretch, we'll use routines \x0e\0\x03\x02\x01\0focusing\non your upper body\x0e\0\x03\x02ÿÿ!
StaStretchReady19	You've been working with your \x0e\0\x03\x02\x01\0torso \x0e\0\x03\x02ÿÿa bit\nmore today!
StaStretchReady20	For this stretch, we'll use routines \x0e\0\x03\x02\x01\0focusing\non your torso and hips\x0e\0\x03\x02ÿÿ!
StaStretchReady21	You've been working with your \x0e\0\x03\x02\x01\0lower body\x0e\0\x03\x02ÿÿ\na bit more today!
StaStretchReady22	For this stretch, we'll use routines \x0e\0\x03\x02\x01\0focusing\non your lower body\x0e\0\x03\x02ÿÿ!
StaStretchReady15	It looks like you used your \x0e\0\x03\x02\x01\0arms \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0torso\n\x0e\0\x03\x02ÿÿquite a bit today.
StaStretchReady16	For this stretch, we'll focus mainly on your\n\x0e\0\x03\x02\x01\0arms\x0e\0\x03\x02ÿÿ, \x0e\0\x03\x02\x01\0torso\x0e\0\x03\x02ÿÿ, and \x0e\0\x03\x02\x01\0hips\x0e\0\x03\x02ÿÿ.
StaStretchReady23	It looks like you used your \x0e\0\x03\x02\x01\0arms \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0legs\n\x0e\0\x03\x02ÿÿa bit more than normal today.
StaStretchReady24	For this stretch, we'll focus mainly on your\n\x0e\0\x03\x02\x01\0upper body\x0e\0\x03\x02ÿÿ and \x0e\0\x03\x02\x01\0legs\x0e\0\x03\x02ÿÿ.
StaStretchReady25	It looks like you used your \x0e\0\x03\x02\x01\0torso \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0lower\nbody \x0e\0\x03\x02ÿÿquite\x0e\0\x03\x02\x01\0 \x0e\0\x03\x02ÿÿa bit today.
StaStretchReady26	For this stretch, we'll focus mainly on your\n\x0e\0\x03\x02\x01\0torso\x0e\0\x03\x02ÿÿ, \x0e\0\x03\x02\x01\0hips\x0e\0\x03\x02ÿÿ, and \x0e\0\x03\x02\x01\0legs\x0e\0\x03\x02ÿÿ.
0000	Let's stretch!
0001	No stretching today!
FlowchartMsg_USen_szs\StretchDynamic.msbt
StretchDyn30	Keep your posture straight.
StretchDyn36	Alternate bringing your knees up to touch the Ring-Con!
StretchDyn37	Make sure your back is straight.
StretchDyn38	Be mindful of your body, and stretch within the range of your ability.
StretchDyn39	This stretch targets the area between the thighs and glutes.
StretchDyn40	Breathe out as you raise your knees.
StretchDyn41	Try to raise your knees upward rather than out.
StretchDyn42b	Be careful not to hit the Ring-Con against the leg strap.
StretchDyn43	Next is the heel lift stretch.
StretchDyn44	Bring the insides of your ankles up toward the Ring-Con!
StretchDyn45	Focus on moving the insides of your ankles upward.
StretchDyn46	This stretch can help make your hips more flexible.
StretchDyn47	Breathe out as you raise your ankles.
StretchDyn48	Be mindful of your body, and stretch within the range of your ability.
StretchDyn49	Focus on keeping your knees out.
StretchDyn50	This stretch targets your lower back.
StretchDyn51	Next is the back straightening stretch.
StretchDyn52	Take a big step forward and drop your hips.
StretchDyn53	Don't let your knees move too far forward.
StretchDyn54	Focus on lowering your body without putting too much weight on your front foot.
StretchDyn55	Breathe in as you extend your leg. Breathe out as you pull it back.
StretchDyn56	Focus on your form when raising your arms.
StretchDyn57	Make sure your toes are pointed straight ahead of you.
StretchDyn58	Be sure to keep your lower back straight.
StretchDyn59	You should be able to feel your back muscles stretching.
StretchDyn60	This stretch works your core as well.
StretchDyn61	Finally, spread your feet.
StretchDyn62	Raise the Ring-Con above your head, and lean to the side.
StretchDyn64	Be sure to keep your lower back straight.
StretchDyn63	Focus on leaning to the side without bending forward.
StretchDyn66	As you exhale, begin to lean.
StretchDyn67	This should stretch both the muscles in your sides and in your arms.
StretchDyn68	Try not to bounce during this stretch.
StretchDyn69	This stretch works your back.
StretchDyn100	Great job!
StretchDyn101	Let's do one more of each!
StretchDyn103	Face forward without letting your head drop.
StretchDyn108	As you get comfortable doing this stretch, make sure you're still making large movements.
StretchDyn110	Let's begin with dynamic stretching.
StretchDyn111	Try to mirror Tipp's movements without overextending yourself.
StretchDyn112	All right! Music, start!
StretchDyn116	Last time!
Attention	Move to the extent that you can without overexerting yourself.
FlowchartMsg_USen_szs\StretchStatic.msbt
StretchSta30	Let's begin our static stretching. You won't need the Ring-Con.
StretchSta31	Be mindful of your body, and stretch within the range of your ability.
StretchSta36	And your stretching is complete. Good job!
StretchSta100	Bring yourself back slowly.
StretchSta101	Now do the same on the opposite side.
StretchSta102	Hold it like that for a little longer.
StretchSta103	Breathe slowly as you hold.
StretchSta37	Raise both arms, and pull down on your left elbow.
StretchSta38	Stretch your upper arms while pulling your elbow downward.
StretchSta40	Stretch slowly and don't hold your breath.
StretchSta41	Be careful not to let your head fall forward.
StretchSta42	Be careful not to let your upper body tilt to the side.
StretchSta43	Bend your left knee, and bring your ankle up behind you.
StretchSta44	Pull your knee backward, and stretch the front of your thigh.
StretchSta45	You can use a wall or chair for balance if you need to.
StretchSta46	Hold the top of your foot to stretch your shin muscles as well.
StretchSta47	Be careful not to bend your lower back backward.
StretchSta48	Spread your feet, raise both hands, and hold your left wrist.
StretchSta49	While pulling on your wrist, tilt to the right and stretch your side.
StretchSta50	Return to your original position, switch hands, and bend the other way.
StretchSta51	Stretch slowly—don't overdo it.
StretchSta52	Tilt directly to the side while taking care not to slouch.
StretchSta53	Don't hold your breath!
StretchSta54	Put your right leg forward, and put your hands on your hips.
StretchSta55	Bend your right knee and stretch out your left calf.
StretchSta56	Now switch legs.
StretchSta57	Shift your center of balance forward,\nand stretch out the opposite side.
StretchSta58	Stretch slowly, and do your best not to bounce.
StretchSta59	If you're less flexible, it's OK if your heel goes off the ground.
StretchSta60	Bring your feet together and loosen up.
StretchSta61	Bend your body forward to stretch your lower back and the backs of your thighs.
StretchSta62	Bend forward while breathing out. Once you come to a stop, breathe in slowly.
StretchSta63	Bend your knees slightly, and raise your body bit by bit from your lower back until you're upright.
StretchSta64	Join your hands together in front of you.
StretchSta65	With your palms facing out, stretch out your back.
StretchSta66	Position your glutes as if you're going to sit down, then stretch your hands forward.
StretchSta67	Put your right foot forward and cross your legs.
StretchSta68	Bend your body forward, and stretch the back of your left leg.
StretchSta69	Straighten up and switch legs.
StretchSta70	Stretch the opposite side as well.
StretchSta71	Start bringing your fingertips close to your back leg.
StretchSta97	Slowly straighten up, bit by bit, starting from your lower back.
StretchSta72	Stretch your left arm to the side, and hold it with your right arm.
StretchSta73	Pull in your arm, and stretch the muscles of your left shoulder.
StretchSta74	Be careful not to rotate your waist as well.
StretchSta75	Slowly stretch out, but be careful not to bounce.
StretchSta76	Widen your stance, place your hands on your knees, and drop your hips.
StretchSta77	Rotate your left shoulder inward and extend your left hip joint.
StretchSta78	Return to facing forward.
StretchSta79	Now stretch your right hip joint too.
StretchSta80	Be sure not to let your knees bend inward.
StretchSta81	Point your knees and toes outward.
StretchSta82	Rotate your hands behind your back, and grasp your left wrist.
StretchSta83	While pulling your wrist to the right, lower your neck the same way.
StretchSta84	Bring your neck back up, and stretch in the opposite direction as well.
StretchSta85	Focus on stretching all the way from your neck to each shoulder.
StretchSta87	Stretch slowly—don't overdo it.
StretchSta88	Use your right hand to pull back the fingers of your left hand.
StretchSta89	While arching back your left wrist, stretch your left arm forward.
StretchSta90	Take care not to bend the elbow of the arm you're extending.
StretchSta91	You can get a deeper stretch by pulling your arm in closer.
StretchSta92	Put your hands on your lower back, as if supporting it.
StretchSta93	Gently tilt your upper body backward, but don't lean back more than is comfortable.
StretchSta94	Holding your lower back with your palms will stabilize it.
StretchSta95	Again, stay in a comfortable range of movement.
StretchSta96	Bend your knees slightly to keep them loose.
StretchTips900	Relax and breathe. It's OK to take it slowly at first.
StretchTips901	During this stretch, try to look down and not at the screen.
StretchTips902	If you feel unstable, try using the wall or a chair for support.
StretchTips03	If you feel soreness or discomfort, don't push it—take a break from training.
StretchTips04	Eat a healthy and balanced diet.
StretchTips05	Physical activity can help increase muscle strength and endurance.
StretchTips06	Nuts are rich in vitamins and minerals and can be part of a balanced diet.
StretchTips07	Don't forget to take breaks!
StretchTips08	Warm up before training by doing dynamic stretching.
StretchTips09	Focus on your breathing while stretching.
StretchTips10	Give yourself kudos for all your hard work!
StretchTips11	Don't eat too fast! Slow down and enjoy your meal.
StretchTips12	What is the goal of your training? Having a firm target is the secret to persistence.
StretchTips13	Try making short-term goals that you can accomplish. This makes it easier to stay motivated.
StretchTips14	Focus on eating a variety of foods to ensure a balanced diet.
StretchTips15	Concentrate on keeping good form as you focus on the movement of your muscles.
StretchTips16	Rather than trying to train every day, taking some days off can help you maintain\nyour good habit.
StretchTips17	If you're feeling hungry, grab a healthy snack to ensure you are feeling good enough to exercise.
StretchTips18	If you feel hungry after a workout, grab a healthy snack.
StretchTips19	Try to manage stress in a productive and healthy way.
StretchTips20	Try looking at your body in the mirror. Can you see the results of your training?
StretchTips21	Physical activity can help increase muscle strength and endurance.
StretchTips22	If you choose to weigh yourself, it is important to do it at the same time and under\nthe same conditions every day to ensure proper measurement.
StretchTips23	Focus on trying to build strength in your core.
StretchTips24	Wear loose and comfortable clothing.
StretchTips25	Staying hydrated during workouts is important. Take water breaks periodically.
StretchTips26	Make sure to eat a healthy diet.
StretchTips27	It's good to set small, attainable, training goals for yourself.
StretchTips28	Fruits and vegetables are an important part of a healthy diet.
StretchTips29	Make sure to include fruits and vegetables in your diet.
StretchTips30	Eating balanced and nutritious meals is important for staying fit.
StretchTips31	A balanced lifestyle includes good nutrition and physical activity.
StretchTips32	Building the muscle around your stomach, back, and hips may help improve your posture.
StretchTips33	A balanced diet should include healthy sources of protein.
StretchTips34	Focus on your core muscles to help with your posture.
StretchTips35	If you sit for long periods during the day, make sure to get up and walk around occasionally.
StretchTips36	Fresh vegetables are a popular choice, but frozen vegetables are also a good option.
StretchTips37	When eating your meals, consider starting with your vegetables first.
StretchTips38	Good nutrition, combined with physical activity, can promote your overall well-being.
StretchTips39	Exercise sometimes takes patience, but it can also be fun!
StretchTips40	Try changing your routine every so often to keep yourself motivated.
StretchTips41	Try and establish a routine for exercise to help you start a healthy habit.
StretchTips42	Try changing your training routine from time to time, to keep yourself motivated.
StretchTips43	In addition to bones and muscle, protein may help build hair, nails, and skin.
StretchTips44	Are you forcing yourself to train every day? Take it easy and try to have fun!
StretchTips45	Eat a balanced diet to give your body the nutrients it needs to stay healthy, active, and strong.
StretchTips46	Weight training can help you become stronger.
StretchTips47	Focus on your exercises to meet your goals.
StretchTips48	Mushrooms contain plenty of nutrients, like dietary fiber, vitamins, and minerals.\nThey are also low in calories!
StretchTips49	If you are feeling hungry, make sure to eat a healthy snack.
StretchTips50	Meal planning can help you eat healthier during the week.
StretchTips51	Try to incorporate some exercise into your daily routine.
StretchTips52	Change up your fruits, vegetables, and proteins to add variety to your meals.
StretchTips53	It's easier to stay motivated when you set your long-term goals high and your short-term\ngoals low.
StretchTips54	Don't hold your breath! Make sure to breathe when you're training!
StretchTips55	There are many good choices for protein. Choose the option that is right for you.
StretchTips56	Forming good habits will help with your fitness goals.
StretchTips57	Instead of eating too quickly, try to savor each bite!
StretchTips58	Exercise isn't just good for your body; it can also help you manage stress and relieve tension.
StretchTips59	Make sure to stay hydrated while you exercise.
StretchTips60	Try to think of ways to increase the amount of exercise in your daily life. For\nexample, when sweeping the floors, try stretching to get those hidden corners.
StretchTips61	Incorporate a variety of healthy foods into your diet.
StretchTips62	Cucumbers are low in calories and tasty.
StretchTips63	Good form is essential. Never sacrifice good form for speed!
StretchTips64	When thinking about meals, consider choosing whole grains instead of white rice or bread.
StretchTips65	Getting proper nutrition is an important part of a balanced lifestyle.
StretchTips66	Set daily goals for yourself to stay motivated.
StretchTips67	Work on your core muscles to help build strength.
StretchTips68	Building your core and trunk muscles may help stabilize your shoulders and upper back.
StretchTips69	Stay motivated!
StretchTips70	There are many great options for incorporating protein into your diet. Choose the one that is right for you.
StretchTips71	Be sure to warm up properly.
StretchTips72	Exercise is one part of staying fit. Eating a balanced diet is another.
StretchTips73	Don't forget to take breaks and stay hydrated!
StretchTips74	When stretching, always stay within a comfortable range of motion.
StretchTips75	The pectoralis major is a large muscle that covers the chest.
StretchTips76	The deltoid is a triangular muscle that covers the shoulder.
StretchTips77	The rotator cuff is a group of four muscles and tendons that help stabilize the shoulder.
StretchTips78	The biceps is a large muscle on the front of the upper arm between the shoulder and elbow.
StretchTips79	The iliopsoas is a muscle deep in the body attaching the back bone to the legs. It is important for standing, walking, and running.
StretchTips80	The anterior tibial muscle helps you move your ankle and flex your foot.
StretchTips81	The calf muscle, on the back of the lower leg, is made up of two muscles, the gastrocnemius and the soleus muscles.
StretchTips82	The soleus muscle in the calf works when standing still in one place. Its name comes from the Latin word for sandal, "solea."
StretchTips83	The quadriceps are a large muscle group on the front of the thigh.
StretchTips84	The hamstrings are a group of muscles at the rear of the upper leg. They are used in walking and running.
StretchTips85	Training your leg muscles will help you develop lower-body strength.
StretchTips86	The human body is mostly water!
StretchTips87	The triceps is a large muscle on the back of the upper arm.
StretchTips88	The trapezius is a muscle that spreads broadly from the neck to the back. It moves the shoulder blades and supports your arm.
StretchTips89	The latissimus dorsi is a muscle that spreads broadly across the back, from the underarm to the waist. This is the largest muscle in the upper body.
StretchTips90	Spinal erectors is an umbrella term for the numerous muscles along the spine. It is a set of muscles that straighten and rotate the back.
StretchTips91	The rectus abdominis is a long flat muscle, which extends along the whole length of the front of your abdomen.
StretchTips92	The transverse abdominal is the muscle that wraps around your torso.
StretchTips93	The largest muscle of the buttocks is the gluteus maximus. It helps to rotate your hip joint.
StretchTips94	The gluteus medius is used when opening the legs outward. It plays a large role in walking.
StretchTips95	The adductors are muscles on the inside of the thighs and are used when bringing your legs together.
StretchTips96	The gluteus maximus is the largest muscle in the human body.
StretchTips97	Eat foods in moderation.
StretchTips98	Make sure you get enough sleep!
StretchTips99	If you experience soreness or discomfort, stop and take a rest until you feel better.
StretchTips100	Make sure to stay hydrated, even when you're finished working out!
StretchTips101	The caloric value of your food is determined by its composition, which can include sugars, proteins, and fats.
StretchTips102	Fiber is an important part of a balanced diet.
StretchTips103	Grains and vegetables contain fiber, so try to include them in your meals.
StretchTips104	Many people enjoy jogging as a daily exercise.
StretchTips105	Make sure to stay hydrated!
StretchTips106	When eating your meals, consider starting with your vegetables first.
StretchTips107	You can get fiber from a variety of fruits, vegetables, legumes, and grains.
StretchTips108	It is important to get a good night's rest!
StretchTips109	Stick with an exercise routine that is right for you!
StretchTips110	One way to get moving more is to take the stairs instead of the elevator.
StretchTips111	It's important to cool down after exercising, too, so don't skip static stretching.
StretchTips112	Sometimes it is hard to remember to exercise, but keep your motivation!
StretchTips113	Fiber can be helpful to your diet. Make sure to eat a balanced diet that is right for you!
StretchTips114	Nuts such as almonds and walnuts are rich in nutrients.
StretchTips115	Stay motivated! Consider giving yourself a reward when you hit a milestone.
StretchTips116	Garlic's pungent, vampire-repelling scent is caused by a compound called "allicin."
StretchTips117	Make sure your diet includes healthy sources of calcium.
StretchTips118	Calcium may help to build strong bones and teeth.
StretchTips119	Testosterone is a hormone that, along with exercise and a healthy diet,\nmay help with muscle growth.
StretchTips120	Try to maintain proper posture throughout the day.
StretchTips121	Developing an exercise routine will help you stay active.
StretchTips122	There are many ways to live a fit lifestyle, and incorporating exercise into your life can help!
StretchTips123	Make sure to get a good night's rest!
StretchTips124	Make sure to include vegetables in your diet.
StretchTips125	Iron can be found in many different foods including meat and fish.
StretchTips126	Make sure to eat a well-balanced diet.
StretchTips127	Vitamin D may help to maintain bone health.
StretchTips128	Make sure to stay hydrated!
StretchTips129	Try walking with longer strides to challenge yourself.
StretchTips130	Consider stretching when you get up in the morning to help wake your body up!
StretchTips131	Calcium and vitamin D may help to build strong bones.
StretchTips132	When preparing meals, try different options to give yourself a variety.
StretchTips133	Search out interesting recipes and try new things to see what you like best.
StretchTips134	A balanced breakfast is a great way to start a healthy day.
StretchTips135	Consider incorporating all of the food groups when eating a healthy diet.
StretchTips136	Remember to be patient. Results take time, but steady progress could bring long-term benefits.
StretchTips137	Take care not to include too much salt in your diet.
StretchTips138	Working your core muscles may help you to build your strength over time.
StretchTips139	Training that involves contracting the muscle and holding it is called "isometrics."
StretchTips140	Remember to stay hydrated.
StretchTips141	Try to incorporate exercise into all areas of your lifestyle.
StretchTips142	Take your time when you eat. Savor each bite!
StretchTips143	Protein is used by the body for building and repairing muscle.
StretchTips144	Exercise is a journey, not a quick fix. Enjoy the trip.
StretchTips145	Exercise doesn't have to be work. Have fun!
StretchTips146	Create goals to challenge yourself!
StretchTips147	Before starting any exercise, focus on your posture.
StretchTips148	Holding a plank pose will work your stomach and back muscles.
StretchTips149	Staying hydrated during workouts is important. Take water breaks periodically.
StretchTips150	Regular exercise may improve sleep.
StretchTips151	Carbohydrates\xa0provide your\xa0body\xa0with energy.
StretchTips152	Did you know that the human body has over 600 muscles? Wow!
StretchTips153	When it is cold out, consider incorporating some exercise to keep your body moving!
StretchTips154	Collagen gives skin a bouncy elasticity. Vitamin C is absolutely necessary for its synthesis.
StretchTips155	Sticking to an exercise routine will help you reach your goals!
StretchTips156	Everyday housework can provide you with some exercise. Consider that the next time you do chores!
StretchTips157	Make sure to eat a healthy diet, and stay hydrated when you exercise.
StretchTips158	Walking and jogging are good sources of exercise.
StretchTips159	Anaerobic exercises include weight training and sprinting.
StretchTips160	Make sure to drink water when exercising!
StretchTips161	Being active—even for short periods of time—can help improve your overall health.
StretchTips162	Regular exercise can help improve your health and mood.
StretchTips163	Remember to always wear comfortable shoes that fit properly.
StretchTips164	When preparing meals, try different options to give yourself a variety.
StretchTips165	Try to eat meals that provide you with a range of vitamins, minerals, fiber, and protein.
StretchTips166	Combine exercise and healthy eating to help you stay fit.
