FlowchartMsg_CNzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
StretchTips67	想要拥有腰身的话，那就锻炼腹斜肌吧，这是在扭动身体时会发挥作用的肌肉。
StretchTips68	锻炼躯干的肌肉、核心肌群，可以矫正姿势，并改善腰痛与肩颈酸痛。
StretchTips69	女性较难锻炼出结实的肌肉，所以就算健身也不容易变得粗壮。
StretchTips70	不喜欢吃肉类跟鱼类的人，就改摄取植物性蛋白质吧，推荐食用大豆跟坚果。
StretchTips71	为了防止跌倒或受伤，在训练开始前，好好地进行热身吧。
StretchTips72	蛋白质并非创造肌肉的魔法，训练跟均衡饮食也是不可或缺的。
StretchTips73	请勿于过度炎热的房间里进行训练，流汗的量并不等于消耗的热量。
StretchTips74	伸展时不必勉强拉开肌肉，保持在“舒适”的范围内进行就好。
StretchTips75	胸大肌是覆盖着胸部的一块大肌肉，经过锻炼后，女性可以提胸，男性可以让胸膛更结实。
StretchTips76	三角肌是覆盖着肩膀的三角形肌肉，经过锻炼后，可以让肩膀变得更宽。
StretchTips77	旋转肌群是支撑并稳定手臂的4块肌肉，经过均衡锻炼后，可以预防肩膀损伤。
StretchTips78	上臂二头肌是位于上臂的肌肉，弯曲手臂并施力就会出现“肌肉隆起”。
StretchTips79	髂腰肌是位于人体内连接着脊椎跟腿部的肌肉，经过锻炼后，具有改善姿势等许多的好处。
StretchTips80	胫骨前肌是胫骨的肌肉，会在行走时发挥作用，这块肌肉疲劳时，容易导致脚踝难以抬高。
StretchTips81	小腿肚上的肌肉被称为“第2颗心脏”，是能够让血液反抗重力向上回流的动力泵。
StretchTips82	小腿肚的比目鱼肌会在静止站立时发挥效用，名称的由来就是比目鱼。
StretchTips83	大腿的股四头肌是人体内最大的一块肌肉，经过锻炼后可以有效率的提高基础代谢率。
StretchTips84	锻炼大腿内侧的肌肉、腿后腱，可以让大腿更紧致，也有提臀的效果。
StretchTips85	O型腿的原因之一在于肌力的下降，只要锻炼大腿内侧的肌肉，或许就会有所改善。
StretchTips86	成年男性的体重大约60％是水分，肌肉的含水量高所以较重，而体脂肪的含水量低所以较轻。
StretchTips87	上臂三头肌是位于手臂后侧的肌肉，如果想要让上臂变得更紧致，那就锻炼这块肌肉吧。
StretchTips88	斜方肌是从颈部一路沿伸到背部的肌肉，经过锻炼后，可以改善肩颈酸痛。
StretchTips89	背阔肌是位于背部，覆盖着腋下到腰部的肌肉。经过努力的锻炼后，就可以呈现倒三角形的身材。
StretchTips90	沿着脊椎的多块肌肉统称为竖脊肌，经过锻炼后，可以让身形直挺并矫正姿势喔。
StretchTips91	腹直肌是位于腹部前方的肌肉，俗称的“六块肌”指的就是这块肌肉。
StretchTips92	腹横肌是覆盖着腹部周边的肌肉，经过锻炼后，可以矫正姿势并改善便秘。
StretchTips93	臀大肌是臀部肌肉中最大的一块肌肉，经过锻炼后，可以让臀部变得更紧致。
StretchTips94	臀中肌会在将脚向外打开时发挥作用，以单脚站立维持平衡时，也会活用到这块肌肉。
StretchTips95	臀小肌是位于大腿内侧的肌肉，会在将脚向内闭合时发挥作用，经过锻炼后，可以稳定骨盆。
StretchTips96	人体最大的肌群是由复数肌肉组成的股四头肌，最大的单一肌肉则是臀大肌。
StretchTips97	健康的食物一旦过量，也会变得不健康，运动过度也会对身体造成伤害，做任何事都要适可而止。
StretchTips98	无法消除疲劳……这时候就得摄取维生素B1，猪肉和豆类里都含有维生素B1。
StretchTips99	运动不足的人就算只有做伸展运动，也会造成肌肉酸痛，会痛的时候就不要勉强，好好休息吧。
StretchTips100	刚结束运动时体重会有所减轻，这是因为水份被消耗掉了，必须切实补充水分。
StretchTips101	食物的热量是根据碳水化合物、蛋白质、脂质的含量多寡计算出来的。
StretchTips102	谷物及蔬菜等食物含有的不溶性膳食纤维会促进大肠蠕动，可以改善排便状况。
StretchTips103	水果及豆类、蔬菜、藻类等食物含有水溶性膳食纤维，可以减缓血糖上升。
StretchTips104	体重60kg的人慢跑30分钟，大约可以消耗200kcal。
StretchTips105	若肌肉的分解量大于合成量，肌肉量就会减少。不要忘了摄取合成肌肉所需的蛋白质。
StretchTips106	用餐的时候建议先从蔬菜或藻类开始食用，可以防止血糖快速上升。
StretchTips107	水果及豆类、蔬菜、藻类等食物含有的水溶性膳食纤维，具有调整肠内环境的效果。
StretchTips108	在睡眠时会分泌更多促进肌肉合成的生长激素，所以“能睡的孩子才长得壮”。
StretchTips109	据说体温每上升1度就会使代谢上升13％，增加肌肉并提升体温吧。
StretchTips110	基础代谢率中有大约20％是大脑运作所消耗的，所以动脑也会造成疲劳。
StretchTips111	室温过低会造成肌肉僵硬无法出力，在开始训练前，先调节室温吧。
StretchTips112	人体为了在寒冬中维持体温，基础代谢率会有所上升。也许这是个瘦身的好机会。
StretchTips113	虽然膳食纤维非常健康，但是以前曾被当作无法转换为人体能量的无用之物。
StretchTips114	坚果类当中，推荐含有丰富营养的杏仁和胡桃，但同时它们也含有许多脂质，必须多加注意。
StretchTips115	推荐坚果当作零食，但是要注意不能过量，先算清楚1颗含有多少热量比较好喔。
StretchTips116	大蒜素是蒜味的来源，也具有帮助吸收维生素B1的效果。
StretchTips117	起司含有丰富的蛋白质，是营养价值非常高的食物，但热量也很高喔。
StretchTips118	钙对骨质健康而言是不可或缺的，乳制品的钙吸收率高，另外也推荐大豆制品跟小鱼。
StretchTips119	睾酮是使肌肉增长的激素，由于女性的睾酮分泌量少，所以比较不容易变得粗壮。
StretchTips120	总是用同一只手拿包包，或是不自觉地翘脚，这些习惯都有可能导致姿势不良。
StretchTips121	“内脏脂肪”与生活习惯息息相关，小腹突出可能代表有内脏脂肪堆积。
StretchTips122	脂肪比水轻，但肌肉比水重，所以肌肉结实的人可能比较不擅长游泳。
StretchTips123	身体在睡觉时所产生的抖动，据说是因为大脑发出了错误的讯号。
StretchTips124	花椰菜是种能提升健身效果的蔬菜，营养价值高，而且也很均衡。
StretchTips125	跟植物含有的铁质相比，肉类跟鱼类含有的铁质更容易被吸收。
StretchTips126	油炸物的热量通常都很高，必须多加注意，面衣也会因为吸了油而造成热量上升。
StretchTips127	只要晒太阳，就可以产生维持骨质健康所需的维生素D，感觉就像植物一样。
StretchTips128	钙跟镁的含量高的水称为硬水，含量少的水称为软水。
StretchTips129	用比平时更大的步伐走路吧，可以藉此锻炼下半身的肌肉。
StretchTips130	早上起床时，在棉被中慢慢地伸展身体吧，可以放松僵硬的肌肉喔。
StretchTips131	若要增强骨质，就得摄取骨头代谢时所需的钙跟维生素D，并进行训练。
StretchTips132	虽然起司的营养价值高，但是并不含维生素C跟膳食纤维。搭配蔬菜或水果一起食用吧。
StretchTips133	较硬的肉就加进洋葱或菠萝一起烹煮吧，可以软化肉质，也会比较好消化喔。
StretchTips134	据说早餐也会对午餐的血糖上升造成影响，这种现象称为次餐现象。
StretchTips135	白饭或面包也含有膳食纤维，减少主食有可能会造成膳食纤维不足。
StretchTips136	吃油炸物的时候，完整油炸的会比切成一口大小的更好，因为表面积小，所以油也会更少。
StretchTips137	虽然有人说日料很健康，但含盐量也很高。对调味料或腌渍物必须多加注意。
StretchTips138	利用腹肌抬起上半身的“腹肌运动”其实效果很薄弱，而且还有伤到背部的危险性。
StretchTips139	让肌肉持续维持施力状态的训练，称为等长收缩训练。
StretchTips140	吃零食的时候，最好搭配温一点的饮品，这样可以避免食用过量并提升满足感。
StretchTips141	在看电视或看书的同时吃零食，会不小心食用过量，必须多加注意。
StretchTips142	进食后经过大约20分钟才会开始产生饱腹感，用餐过快的话，会导致饮食过量喔。
StretchTips143	距离腹部越远的皮下脂肪越容易减少，腹部周围的脂肪要到最后才会减少。
StretchTips144	内脏脂肪会比皮下脂肪优先被消耗掉，可以说是一种容易减少的脂肪。
StretchTips145	大笑可以消耗热量，也具有锻炼腹肌跟脸部肌肉的效果喔。
StretchTips146	急速瘦身可能会造成皮肤松弛，用健康的方式慢慢瘦身比较好喔。
StretchTips147	打喷嚏会对腰部造成很大的负担，用手扶着桌子或墙壁来减缓冲击力吧。
StretchTips148	平板支撑可以同时锻炼到腹肌跟背肌，是种好处多多的训练喔。
StretchTips149	在腹部持续施力的情况下，用手抓得到的部分就是皮下脂肪，而内脏脂肪用手是抓不到的。
StretchTips150	皮下脂肪堆积在腹部、臀部或大腿的体型，称为“梨型身材”，较常出现在女性身上。
StretchTips151	因为内脏脂肪堆积造成腹部突出的体型，称为“苹果型身材”，好像较常出现在男性身上。
StretchTips152	包含骨胳肌、平滑肌、心肌在内，人体内一共有超过600块的肌肉。
StretchTips153	感到寒冷时之所以会发抖，是为了藉由运动肌肉产生热能，让身体取暖。
StretchTips154	胶原蛋白可以让肌肤变得紧致又有弹性，而维生素C是合成胶原蛋白不可或缺的成分。
StretchTips155	说到蛋白质就会让人想到肌肉，但头发跟指甲等部位也是由蛋白质形成的。
StretchTips156	做家务消耗的热量其实意外的高，除了打扫之外，烹饪和洗碗也会消耗热量。
StretchTips157	葡萄糖是大脑的能量来源，感到头昏脑胀时，可能是因为碳水化合物摄取不足喔？
StretchTips158	在进行快走或慢跑等有氧运动时，脂肪会成为主要的能量来源。
StretchTips159	在进行健身或短距离跑步等无氧运动时，不需要氧气就可以获得能量。
StretchTips160	冷水的吸收速度比温水更快，但是会对胃肠造成负担，所以必须多加注意。
StretchTips161	碳水化合物可以快速转换成可用的能量，是大脑重要的能量来源。
StretchTips162	甜的食物当中会含有碳水化合物，例如白饭、面包、甜蔬菜跟水果，当然甜点也是。
StretchTips163	脂质是人体的能量来源，在平静状态或进行简单的运动时，会大量消耗脂质。
StretchTips164	肉类或奶油等乳制品类的高脂肪食物都含有脂质，食用油的脂质含量是100％。
StretchTips165	蛋白质是形成人体的营养素，头发、指甲还有肌肉，都是由蛋白质所形成的。
StretchTips166	蛋白质不该一次性的大量摄取，分别通过早、中、晚三餐频繁地补充吧。
StretchTips167	蛋白质被分解为氨基酸后，会成为鲜味、甜味还有苦味的来源。
StretchTips168	维生素有维生素A、B1、C等许多种类，对人体来说，每一种维生素都是不可或缺的。
StretchTips169	矿物质指的是钙、镁、铁等无机化合物，对人体来说，这些矿物质都是不可或缺的。
StretchTips170	肌肉并不会转化成脂肪，放心地锻炼肌肉吧。
StretchTips171	局部瘦身是很困难的，不过只要锻炼想瘦的部位的肌肉，就能让外观看起来更紧致纤细。
StretchTips173	据说人体1天的能量消耗比例为基础代谢率6、日常活动代谢3、摄食产热效应1。
StretchTips174	虽然推荐把坚果当作零食，但还是尽量挑选无盐、无油的吧。
StretchTips175	肌肉除了支撑人体、促进活动的骨胳肌之外，还有使内脏跟血管维持运作的平滑肌，以及让心脏跳动的心肌。
StretchTips176	在消化、吸收食物时也会消耗能量，这种现象称为摄食产热效应。
FlowchartMsg_CNzh_szs\Sub_Amaterasu.msbt
Amaterasu__86	\x0e\n\x14\x0c\n\0E\0a\0s\0e\01\0痛痛痛痛……
Amaterasu__109	\x0e\n\x14\x10\x0e\0N\0o\0t\0i\0c\0e\01\0哎呀，\x0e\x0b\0\0……\n让您看到这么难为情的模样……非常抱歉。
Amaterasu__110	\x0e\n\x14\x0e\x0c\0T\0h\0i\0n\0k\00\0我每天前来参拜，\n祈求\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0腹腹\x0e\0\x03\x02ÿÿ能够平安无事。\n\n结果脚却扭伤了……\n……痛痛痛。
Amaterasu__111	请问……\x0e\x0b\0\0，\n我知道这个请求听起来\n有点厚颜无耻……\n但这次能不能请您破例\n代替我前去参拜？\n\n参拜方式是不喝果汁\n跑完\x0e\0\x03\x02\0\0天雨大神参道\x0e\0\x03\x02ÿÿ而已……
Amaterasu__112	\x0e\n\x14\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0谢谢！
Amaterasu__113	因为我无法陪伴在\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0腹腹\x0e\0\x03\x02ÿÿ身旁，\n只能做到这些……
Amaterasu__114	\x0e\n\x14\x0c\n\0E\0a\0s\0e\00\0很抱歉，\n\x0e\x0b\0\0。\n\n我的脚伤还没痊愈……\n\n\n但这次能不能请您破例\n代替我前去参拜？\n\n参拜方式是不喝果汁\n跑完\x0e\0\x03\x02\0\0天雨大神参道\x0e\0\x03\x02ÿÿ而已……
Amaterasu__115	\x0e\n\x14\n\x08\0S\0a\0d\00\0因为我无法陪伴在\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0腹腹\x0e\0\x03\x02ÿÿ身旁，\n只能做到这些……\n\n我真是个没用的母亲……
Amaterasu__116	\x0e\n\x14\x0e\x0c\0L\0a\0u\0g\0h\01\0谢谢您！\n\n\n您没有喝果汁\n完成参拜了呢。
Amaterasu__117	真的……\n真的非常感谢您！
Amaterasu__118	\x0e\n\x14\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0我一心只求\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0腹腹\x0e\0\x03\x02ÿÿ能够平安无事。\n\n\x0e\x0b\0\0……那孩子\n总爱跟腹肌对话，虽然有点特别，\n但却是个孝顺母亲的善良孩子。\n\x0e\n\x14\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0我相信他一定会\n再回来的。
Amaterasu__44	\x0e\n\x15\x0e\x0c\0A\0n\0g\0r\0y\00\0我们要去的“Game Gym”\n竟然被可恶的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽挡住了去路……\n\n不管是谁都可以，真希望有人可以\n帮我们把\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽全都打倒呢……
Amaterasu__45	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\01\0不管是谁都好，\n有没有人可以打倒\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ那些家伙啊。
Amaterasu__46	\x0e\n\x15\x0e\x0c\0A\0n\0g\0r\0y\01\0为何偏偏通往“Game Gym”的路上\n会有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽啊……
Amaterasu__48	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0啊？你要去打倒\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽？
Amaterasu__50	连村子里壮丁们都束手无策了，\n你真的有办法吗？
Amaterasu__51	\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0不过……\n你的眼神很不错呢。
Amaterasu__52	……感觉你应该办得到的！！
Amaterasu__53	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0啊？你说你把\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽全都打倒了？\n\n\n……\n……
Amaterasu__54	\x0e\n\x15\x0e\x0c\0L\0a\0u\0g\0h\01\0{s[150]}真的假的！？{s[100]}
Amaterasu__70	\x0e\n\x15\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0没想到你真的帮我们打倒魔兽了呢！\n看不出来你这么厉害啊！
Amaterasu__71	\x0e\n\x15\x0c\n\0C\0a\0l\0l\00\0太好了！\n这么一来，就能继续玩游戏了！\n\n朝\x0e\0\x03\x02\0\0S级评价\x0e\0\x03\x02ÿÿ的目标迈进！
Amaterasu__47	\x0e\n\x17\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0为了平息\x0e\0\x03\x02\0\0天雨大神\x0e\0\x03\x02ÿÿ的怒气，\n我们正在制作要献给她的供品。
Amaterasu__55	现在就只缺\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿ了，\n但是无论怎么找都找不到，\n\n\x0e\n\x17\x0e\x0c\0T\0h\0i\0n\0k\00\0唔～到底该怎么办啊？
Amaterasu__56	\x0e\n\x17\n\x08\0S\0a\0d\00\0这场雨一定是因为她\n不满意之前的供品导致的。\n\n要是不赶快准备新的供品……\n这个村子说不定就要消失了……
Amaterasu__57	\x0e\n\x17\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0什么！\n真的吗？
Amaterasu__58	\x0e\n\x17\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0虽然拜托来访的人做这种事很丢脸，\n但现在我还是恭敬不如从命吧。
Amaterasu__59	供品是对神明表达感谢之意的象征，\n只要有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿ的话，\n\n一定可以平息\n\x0e\0\x03\x02\0\0天雨大神\x0e\0\x03\x02ÿÿ的怒气的。
Amaterasu__60	\x0e\n\x17\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0就是这个不会错的！！\n这就是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0{d}\x0e\0\x03\x02ÿÿ！
Amaterasu__61	\x0e\n\x17\x0e\x0c\0P\0a\0n\0i\0c\00\0真是太感激你了，\n简直就是绝处逢生啊。\n\n我一定要向你\n表达我的感谢才行。
Amaterasu__62	\x0e\n\x17\x0e\x0c\0H\0a\0p\0p\0y\01\0这么一来，供品就完成了！\n\n\n\x0e\0\x03\x02\0\0天雨大神\x0e\0\x03\x02ÿÿ肯定也会对供品\n感到很满意的！
Amaterasu__63	\x0e\n\x13\n\x08\0S\0a\0d\00\0怎么又来啦……\n我们村里的\x0e\0\x03\x02\0\0长老\x0e\0\x03\x02ÿÿ总爱麻烦别人做这种事……\n\n竟然要我去被\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔兽弄得乱七八糟的\n\x0e\0\x03\x02\0\0天雨大神鸟居岩\x0e\0\x03\x02ÿÿ里面\x0e\0\x03\x02\0\0整理木箱\x0e\0\x03\x02ÿÿ……\n\n我……都跟他说我最讨厌下雨天，\n没办法帮他了……
Amaterasu__72	{s[075]}……\n……喂，\n\n你可以帮忙接下\n长老委托我的工作吗？{s[100]}
Amaterasu__73	\x0e\n\x13\n\x08\0S\0a\0d\01\0……也对啦，\n那种麻烦的工作任谁都会拒绝吧……
Amaterasu__64	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0{s[150]}太感谢你了！{s[100]}
Amaterasu__65	{s[075]}……哎呀，\n我之后会报答你的，拜托啦！{s[100]}
Amaterasu__66	{s[075]}……你去\x0e\0\x03\x02\0\0天雨大神鸟居岩\x0e\0\x03\x02ÿÿ帮忙\x0e\0\x03\x02\0\0整理木箱\x0e\0\x03\x02ÿÿ的事情，\n就拜托你对长老保密啰。{s[100]}
Amaterasu__67	\x0e\n\x13\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0啊！整理完了？
Amaterasu__68	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\00\0太谢谢你了！\n这是我的一点小心意！
Amaterasu__69	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0呼～这样一来，\n我就不会被长老骂了呢～
Amaterasu__74	\x0e\n\x17\x0e\x0c\0A\0n\0g\0r\0y\00\0咳咳咳。
Amaterasu__75	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0啊！长老！！！
Amaterasu__76	\x0e\n\x17\x10\x0e\0R\0e\0g\0r\0e\0t\00\0你竟然把自己的工作交给别人做……
Amaterasu__77	\x0e\n\x17\x0e\x0c\0S\0c\0a\0r\0e\00\0我要重新矫正\n你那无可救药的性格！！\n\n给我过来！
Amaterasu__78	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0哎呀呀……\n我下次不会再犯了，请你饶了我吧～
Amaterasu__79	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0……在雨中跑步很舒畅吧？
Amaterasu__88	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0因为会比平常跑步\n感觉步伐更加稳健。\n\n我也喜欢\n踩着水洼跑步～
Amaterasu__89	然后我最近迷上刷新\n\x0e\0\x03\x02\0\0札札斯山道\x0e\0\x03\x02ÿÿ的时间纪录。
Amaterasu__93	\x0e\n\x13\n\x08\0S\0a\0d\00\0因为总是在下雨，\n大家都不想跑步……\n\n所以我不知道\n自己的纪录算不算快。
Amaterasu__91	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\01\0怎么样啊？？你的体态不错，\n要不要跟我一决胜负？
Amaterasu__90	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0我可以用\x0eú\x02\x04\0\0\0Í秒跑完\x0e\0\x03\x02\0\0札札斯山道\x0e\0\x03\x02ÿÿ。\n你能够超越我吗？
Amaterasu__81	\x0e\n\x13\n\x08\0S\0a\0d\01\0你也讨厌下雨吗？
Amaterasu__82	\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0好！\n就是要这样！
Amaterasu__83	我们一起享受下雨吧！！
Amaterasu__85	\x0e\n\x13\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0喂，真的假的！！\n你好强喔！
Amaterasu__87	我甘拜下风。\n你的跑步方式真是让我大开眼界。\n\n以后感觉可以在雨中跑得更尽兴了！！
Amaterasu__92	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0这是学费。\n收下吧！
Amaterasu__84	\x0e\n\x15\x0e\x0c\0P\0a\0n\0i\0c\01\0……雪下个不停，\n很冷吧？？
Amaterasu__105	\x0e\n\x15\x10\x0e\0S\0n\0e\0e\0z\0e\00\0……哈啾！！
Amaterasu__94	\x0e\n\x15\x1c\x1a\0A\0f\0t\0e\0r\0_\0S\0n\0e\0e\0z\0e\00\0……不过也有优点。
Amaterasu__107	就是用水弄湿头发后，\n到外头冲刺！！\n\n……这么一来，
Amaterasu__108	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\01\0头发会因为低温而结冻，\n变得硬邦邦的，很受欢迎喔！！
Amaterasu__95	因为是前所未见的发型，\n只要顶着结冻后的头发，包准受欢迎！\n\n结冻的形状越好看就越加分！！！
Amaterasu__96	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\00\0我举个例子，\n\n\n用\x0eú\x02\x04\0\0\0Í秒左右跑完\x0e\0\x03\x02\0\0福尔艾玛雪峡\x0e\0\x03\x02ÿÿ，\n就能结冻成受欢迎的形状喔！！
Amaterasu__97	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\00\0你要不要也试试看啊？？
Amaterasu__98	只要用\x0eú\x02\x04\0\0\0Í秒跑完\x0e\0\x03\x02\0\0福尔艾玛雪峡\x0e\0\x03\x02ÿÿ，\n人气度瞬间飙升！！你办得到吗？
Amaterasu__99	\x0e\n\x15\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0你不想要受欢迎吗？？
Amaterasu__100	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\00\0你也想像我一样受欢迎吗？？
Amaterasu__101	用冲刺打造发型吧！！
Amaterasu__102	\x0e\n\x15\x0e\x0c\0L\0a\0u\0g\0h\01\0喂喂，太强了吧！！\n你好卖力喔！
Amaterasu__103	\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0你很想要受欢迎吧……
Amaterasu__104	……这是饯别礼，\n收下吧！
Amaterasu__106	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\00\0……可是你的头发\n好像不太会结冻啊……
FlowchartMsg_CNzh_szs\Sub_Cmn.msbt
S_Cmn00	\x0e\n\x12\n\x08\0R\0u\0n\00\0嘶嘶哈哈……\n嘶嘶哈哈……
S_Cmn01	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0喔喔！是你啊！好久不见……
S_Cmn14	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0喔喔，是你啊！
S_Cmn02	\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0……啊！
S_Cmn03	\x0e\n\x16\n\x08\0S\0a\0d\01\0哎……\n果然一停下步伐就会变成这样……
S_Cmn04	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\01\0哈席丽娜，\n你在这里做什么？
S_Cmn05	\x0e\n\x16\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0我是来进行“踏步参拜”的，\n在选好的地方，以决定好的步数进行巡礼。
S_Cmn06	据说完成所有巡礼后，\n就能得到真正的抗老化效果。
S_Cmn07	\x0e\n\t\x14\x12\0Q\0u\0e\0s\0t\0i\0o\0n\00\0这么离谱的情报\n是从哪里听到的……
S_Cmn08	\x0e\n\x16\x0e\x0c\0H\0a\0p\0p\0y\00\0是从情报商那里得到的确切情报！
S_Cmn09	\x0e\n\t\n\x08\0S\0a\0d\01\0果然是那个情报商啊……\n这个情报没问题吧……
S_Cmn10	\x0e\n\x16\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0你要不要也试试看？\n试过后，说不定会上瘾呢！
S_Cmn11	\x0e\n\x16\n\x08\0S\0a\0d\01\0如果你愿意协助我的休闲活动，\n我可以给你一些零用钱喔。
S_Cmn42	\x0e\n\x12\n\x08\0S\0a\0d\00\0如果你愿意协助我的休闲活动，\n我可以给你一些零用钱喔。
S_Cmn12	我可不能停下步伐，\n因为我要青春永驻啊。
S_Cmn13	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0如何？\n\n\n在选好的地方，以决定好的步数\n进行巡礼的“踏步参拜”，情况还好吗？
S_Cmn15	\x0e\n\x12\x0e\x0c\0H\0a\0p\0p\0y\01\0真是厉害啊。
S_Cmn16	我不能再漫不经心了，\n要赶快参拜完，前往\x0e\0\x03\x02\0\0下一个地点\x0e\0\x03\x02ÿÿ！
S_Cmn17	在选好的地方，以决定好的步数\n进行巡礼的“踏步参拜”。
S_Cmn18	\x0e\n\x12\x0e\x0c\0H\0a\0p\0p\0y\00\0虽然路途遥遥，但为了得到真正的\n抗老化效果，我会完成的！
S_Cmn19	\x0e\n\x12\x10\x0e\0N\0o\0t\0i\0c\0e\00\0你要不要再试试看？
S_Cmn20	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0好棒的步伐啊！
S_Cmn21	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0真厉害！\n对你来说太简单了吧。
S_Cmn22	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0漂亮！我还没看到过\n有人能凭这个步数走完的！
S_Cmn23	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0漂亮！
S_Cmn24	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\01\0真是轻盈的步伐。
S_Cmn25	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0喔，是你啊！\n这里的雾气真是浓密啊。
S_Cmn26	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0喔，是你啊！\n\n\n这个寒冷的国家真叫老人家吃不消啊。\n你没有感冒吧？
S_Cmn27	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0喔，是你啊！\n难得看见机器人以外的面孔。
S_Cmn28	\x0e\n\x12\x0c\n\0E\0a\0s\0e\01\0喔，是你啊！\n\n\n这里真是个诡异的地方，\n碰到认识的人，让我松了一口气。
