FlowchartMsg_TWzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
MerchantA48	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0唔唔……我也沒辦法啊，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ突然間就冒出來了……
MerchantA52	\x0e\n\x10\x0c\n\0E\0a\0s\0e\00\0唉……不過我有預料到會發生這種事，\n所以我有事先準備好材料了。
MerchantA57	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\01\0{s[150]}不愧是哈尼\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ{s[100]}
MerchantA58	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0這麼一來就能做果汁了吧？\n你別哭哭啼啼的了，準備開店吧。
MerchantA59	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0其實……\n\n\n{s[075]}果汁機也壞了……{s[100]}
MerchantA60	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0……之後再慢慢跟你說吧。
MerchantA53	\x0e\n\x0f\n\x08\0S\0a\0d\01\0非常抱歉……我的\x0e\0\x03\x02\0\0果汁機\x0e\0\x03\x02ÿÿ壞掉，\n沒辦法製作\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ了……\n\n本來想在這種危險的時候，\n提供具有\x0e\0\x03\x02\0\0回復效果\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ，但……
MerchantA64	\x0e\n\x0f\x0c\n\0E\0a\0s\0e\00\0非常抱歉……\x0e\0\x03\x02\0\0果汁機壞掉了\x0e\0\x03\x02ÿÿ，\n現在真的沒辦法……
MerchantA54	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0哪裡會有新的\x0e\0\x03\x02\0\0果汁機\x0e\0\x03\x02ÿÿ啊……
MerchantA61	\x0e\n\x10\x0c\n\0E\0a\0s\0e\00\0啊……\n想找\x0e\0\x03\x02\0\0果汁機\x0e\0\x03\x02ÿÿ的話就去『\x0e\0\x03\x02\0\0萬有工廠\x0e\0\x03\x02ÿÿ』吧！
MerchantA63	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0喔，沒錯！\n我把備用的放在\x0e\0\x03\x02\0\0工廠\x0e\0\x03\x02ÿÿ！\n\n\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0不愧是哈尼{s[150]}\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ{s[100]}
MerchantA65	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\01\0可是，又有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ在的話很危險，\n要去拿……
MerchantA69	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\00\0路上小心。
MerchantA70	\x0e\n\x0f\x0c\n\0E\0a\0s\0e\00\0是……\n……我這就去了。
MerchantA62	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\01\0歡迎光臨～\n\n\n雖然目前還沒有辦法提供\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ，\n但是我們的\x0e\0\x03\x02\0\0服裝\x0e\0\x03\x02ÿÿ應有盡有，你可以慢慢選購喔～
MerchantA68	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0非常抱歉……\n我們目前無法提供\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ，\n\n他已經去拿新的\x0e\0\x03\x02\0\0果汁機\x0e\0\x03\x02ÿÿ了，\n還請你稍等一下。
MerchantA74	\x0e\n\x10\x0c\n\0E\0a\0s\0e\01\0非常抱歉……那個部分是由他負責的，\n目前還沒有辦法選擇。
MerchantA73	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0{s[075]}雖然嘴巴上是那麼說，\n但老闆真的不會有事嗎……？{s[100]}
MerchantA76	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0不過，沒想到你竟然能從那麼危險的地方，\n拿回了\x0e\0\x03\x02\0\0果汁機\x0e\0\x03\x02ÿÿ，我對你另眼相看了～
MerchantA96	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\00\0唔……嗯……\n真的很不容易啊。
MerchantA100	\x0e\n\x10\x10\x0e\0N\0o\0t\0i\0c\0e\00\0該不會是有其他人……\n\n\n幫了你的忙吧？\n
MerchantA102	\x0e\n\x0f\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0怎……怎麼可能\n會有別人幫我的忙呢……
MerchantA77	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\00\0歡迎光臨！\n\n\n已經準備好了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ，\n請慢慢逛！
MerchantA89	\x0e\n\x0f\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0很抱歉，他現在外出了，\n目前\x0e\0\x03\x02\0\0只能提供果汁\x0e\0\x03\x02ÿÿ給你選購。
MerchantA105	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0哈尼不會有事吧……\n早知道我就跟著他一起去了……
MerchantA79	\x0e\n\x0f\x0c\n\0E\0a\0s\0e\00\0抱歉，\x0e\0\x03\x02\0\0服裝\x0e\0\x03\x02ÿÿ類的商品\n必須等哈尼回來之後才能選購。
MerchantA113	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0外頭是很危險的，\n建議務必連同\x0e\0\x03\x02\0\0服裝\x0e\0\x03\x02ÿÿ一起選購……\n\n但是\x0e\0\x03\x02\0\0服裝\x0e\0\x03\x02ÿÿ得等到他回來之後，\n才會開始販售……
MerchantA22	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0{s[150]}啊～歡迎光臨～！\n\n\n{s[100]}剛才真是給你添麻煩了～！
MerchantA02	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0總覺得外頭變得越來越動盪不安了。
MerchantA03	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0需要外出處理的事情，\n我決定暫時交給\x0e\0\x03\x02\0\0老闆\x0e\0\x03\x02ÿÿ處理。
MerchantA19	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0哈哈……\n包、包在我身上吧……
MerchantA94	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0小心喔！
MerchantA72	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\01\0要再來喔～！
MerchantA106	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\00\0歡迎光臨！\n歡迎來到\x0e\0\x03\x02\0\0萬事屋 \x0e\0\x03\x02ÿÿ\x0eú\x01\x04\0\0\0Í號店～
MerchantA107	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0哎呀，這位客人。\n又再次見面了呢～\n\n這裡是萬事屋\x0e\0\x03\x02\0\02號店\x0e\0\x03\x02ÿÿ～\n\n\n與1號店的\x0e\0\x03\x02\0\0品項不同\x0e\0\x03\x02ÿÿ，\n懇請也對2號店多多支持～
MerchantA108	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0唔唔，竟然開了\x0e\0\x03\x02\0\02號店\x0e\0\x03\x02ÿÿ……\n你的努力得到了回報呢，哈尼。
MerchantA109	\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0呵呵呵～今後也要\n繼續擴大下去～
MerchantA168	啊，對了，有些服裝需要用\n\x0e\0\x03\x02\0\0稀有石頭\x0e\0\x03\x02ÿÿ購買喔～\n\n\x0e\0\x03\x02\0\0稀有石頭\x0e\0\x03\x02ÿÿ可以從\x0e\0\x03\x02\0\0健身房的獎勵\x0e\0\x03\x02ÿÿ獲得，\n不妨收集看看吧～
MerchantA151	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0感謝在這片濃霧中\n光臨敝店～
MerchantA152	\x0e\n\x0f\n\x08\0S\0a\0d\00\0不愧是客人……\n我才不敢走在這片濃霧之中。
MerchantA153	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0可是比起濃霧，\n我覺得小孩子們失蹤的事情更可怕耶～\n\n小孩子們是跑去哪裡了啊……\n真是叫人擔心……
MerchantA154	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0客人你有聽說了嗎？\n小孩子們好像回來了～
MerchantA155	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\00\0聽說大家變成幽靈什麼的……
MerchantA156	\x0e\n\x0f\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0雖然不清楚詳情，\n但幸好大家都平安無事。
MerchantA157	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0這下子這個國家也回復活力了，\n我們可要好好賣力工作才行！
MerchantA158	……\n……
MerchantA159	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0太好了～\n客人看起來還是別來無恙～
MerchantA160	\x0e\n\x0f\n\x08\0S\0a\0d\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ一來到這個國家，\n這個國家的人們好像就變得古怪起來……\n\n大家嚷嚷著\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ \x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ陛下……\n到底是怎麼一回事？\n
MerchantA161	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0對了！\n客人你有聽說了嗎？\n\n\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\01\0這個國家變得古怪的人們\n都回復原狀了～
MerchantA162	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0那個時候啊，如果不稱呼墮拉攻為陛下的話\n可是會被其他人白眼看待呢。
MerchantA163	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\01\0總算可以好好做生意了。
MerchantA164	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0歡迎光臨～！\n歡迎來到萬事屋\x0e\0\x03\x02\0\0製造村店\x0e\0\x03\x02ÿÿ～
MerchantA165	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0不畏寒冷，\n努力開店中～
MerchantA166	\x0e\n\x0f\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0這裡是師父們聚集的地方。\n\n\n\x0e\n\x0f\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0提到村長製客羅斯的技術，\n連師父們都另眼相看。
MerchantA167	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\01\0想說難得，\n我也來做些什麼好了……
MerchantA133	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0先前非常感謝你～\n\n\n託你的福，\n我已經康復了！
MerchantA134	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0在這個村子，\n因為村長的方針，\n\n大家必須穿輕薄衣物\n才能外出……
MerchantA135	\x0e\n\x0f\n\x08\0S\0a\0d\00\0哈尼……\n拜託你不要做危險的事情……
MerchantA136	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0你要是有什麼萬一，我就……
MerchantA137	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0不如讓這裡的村長\n治治你那愛哭的毛病吧？\n\n似乎是很嚴格的人……
MerchantA138	\x0e\n\x0f\x0e\x0c\0L\0a\0u\0g\0h\01\0哈尼嚴厲的地方\n我也很喜歡！
MerchantA139	嗶波～嗶！\n歡迎來到\x0e\0\x03\x02\0\0萬事屋 \x0e\0\x03\x02ÿÿ\x0eú\x01\x04\0\0\0Í號店～
MerchantA140	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0哎呀～客人！\n你已經習慣機器語了嗎？
MerchantA141	\x0e\n\x10\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0『\x0e\0\x03\x02\0\0嗶波～嗶\x0e\0\x03\x02ÿÿ』\n是打招呼的機器語～\n\n開始的招呼語是『\x0e\0\x03\x02\0\0嗶波～嗶\x0e\0\x03\x02ÿÿ』，\n結束的招呼語是『\x0e\0\x03\x02\0\0嗶～波嗶\x0e\0\x03\x02ÿÿ』。\n\n只要湊齊\x0e\0\x03\x02\0\0機械學者\x0e\0\x03\x02ÿÿ的上半身、下半身及鞋子，\n不需要記起來也沒關係，\n\n\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0但學習機器人用語很有趣喔～
MerchantA142	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\01\0呃……\n好的意思是『\x0e\0\x03\x02\0\0嗶嗶\x0e\0\x03\x02ÿÿ』，\n不好的意思是『\x0e\0\x03\x02\0\0波波\x0e\0\x03\x02ÿÿ』，\n否定是波……
MerchantA143	\x0e\n\x10\x0e\x0c\0A\0n\0g\0r\0y\01\0真是的～又錯了！\n否定是『\x0e\0\x03\x02\0\0嗶～\x0e\0\x03\x02ÿÿ』啦！要我講幾次啊……
MerchantA144	\x0e\n\x10\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0瞧，客人要走了！\n『\x0e\0\x03\x02\0\0謝謝惠顧\x0e\0\x03\x02ÿÿ』咧？
MerchantA145	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\00\0呃……
MerchantA146	\x0e\n\x10\x0e\x0c\0A\0n\0g\0r\0y\01\0真是的～是『\x0e\0\x03\x02\0\0嗶嗶波波\x0e\0\x03\x02ÿÿ』吧！\n你可是總裁耶，要振作一點啊～
MerchantA147	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0嗶嗶波波！
MerchantA148	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\01\0呃……是什麼啊……\n……啊！
MerchantA149	\x0e\n\x0f\x0e\x0c\0H\0a\0p\0p\0y\00\0波～波～嗶嗶波波！
MerchantA150	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0波～波～嗶嗶波波！
MerchantA123	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0哎呀，客人！\n客人也迷路了嗎？
MerchantA124	\x0e\n\x10\x0c\n\0E\0a\0s\0e\01\0這裡是那個世界與這個世界的交界點\n『\x0e\0\x03\x02\0\0間縫之國\x0e\0\x03\x02ÿÿ』。\n\n其實我們也是\n迷路闖進來的……
MerchantA125	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\01\0我聽過傳聞，\n沒想到真的存在……
MerchantA126	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0若傳聞屬實，\x0e\0\x03\x02\0\0間縫之國\x0e\0\x03\x02ÿÿ的某處\n應該有\x0e\0\x03\x02\0\0黃泉之國的入口\x0e\0\x03\x02ÿÿ……
MerchantA127	\x0e\n\x10\x0c\n\0E\0a\0s\0e\01\0無論我怎麼找\n都找不到啊。
MerchantA128	\x0e\n\x0f\x10\x0e\0R\0e\0g\0r\0e\0t\01\0哈尼……不可以找那種地方啦……\n\x0e\0\x03\x02\0\0黃泉之國\x0e\0\x03\x02ÿÿ可是\x0e\0\x03\x02\0\0死者之國\x0e\0\x03\x02ÿÿ！
MerchantA129	\x0e\n\x10\x10\x0e\0R\0e\0g\0r\0e\0t\00\0因為這裡……\n\x0e\0\x03\x02\0\0沒有任何人\x0e\0\x03\x02ÿÿ，很無聊嘛……\n\n而且……
MerchantA130	\x0e\n\x10\x0c\n\0E\0a\0s\0e\01\0如果有\x0e\0\x03\x02\0\0黃泉之國\x0e\0\x03\x02ÿÿ的話，\n我真想見見奶奶啊……
MerchantA131	\x0e\n\x10\x10\x0e\0R\0e\0g\0r\0e\0t\00\0再去找一次看看吧，\n\x0e\0\x03\x02\0\0黃泉之國\x0e\0\x03\x02ÿÿ的入口……
MerchantA132	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\00\0聽說位在\x0e\0\x03\x02\0\0這個國家的深處\x0e\0\x03\x02ÿÿ，\n但絕對不能去！
MerchantA115	\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\01\0歡迎光臨～\n歡迎來到\x0e\0\x03\x02\0\0萬事屋 黃泉之國\x0e\0\x03\x02ÿÿ店～
MerchantA116	\x0e\n\x0f\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0初次見面，\n我是\x0e\0\x03\x02\0\0阿爾吉\x0e\0\x03\x02ÿÿ。\n\n\x0e\x0b\0\0的活躍表現，\n在這裡也小有名氣喔！\n\n能跟那個\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ不相上下！
MerchantA117	\x0e\n\x0f\x10\x0e\0N\0o\0t\0i\0c\0e\00\0喂，\x0e\0\x03\x02\0\0巴尼\x0e\0\x03\x02ÿÿ。\n還不快奉上熱騰騰的綠茶！
MerchantA118	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0就算你突然這麼說，\n但我現在端不出綠茶。\n\n\x0e\n\x10\x0c\n\0E\0a\0s\0e\01\0因為你說綠茶有益健康，\n所以全部拿去當商品了啊。
MerchantA119	\x0e\n\x0f\x0e\x0c\0T\0h\0i\0n\0k\01\0抱歉啊，內人不是很懂事。\n總之請你慢慢逛吧！
MerchantA121	\x0e\n\x0f\x0c\n\0C\0a\0l\0l\01\0\x0e\x0b\0\0知道\n\x0e\0\x03\x02\0\0胡靈斯\x0e\0\x03\x02ÿÿ嗎？\n\n是在黃泉之國監視著魂魄，\n不讓其迷失方向的\x0e\0\x03\x02\0\0看門狗\x0e\0\x03\x02ÿÿ。
MerchantA122	\x0e\n\x10\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0對了，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0四大師\x0e\0\x03\x02ÿÿ他們一來，\n\n馬上就把\x0e\0\x03\x02\0\0胡靈斯\x0e\0\x03\x02ÿÿ馴服了。
MerchantA110	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\00\0我才剛開店沒多久，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ就出現了，\n\n導致村民逃光光，\n讓我很困擾啊。
MerchantA111	\x0e\n\x10\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0現在外面鬧得人心惶惶，\n不妨在我這裡買齊物品吧。
MerchantA112	\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0我們不逃不行了，\n雖然這麼想，但幸好有撐下去！
MerchantA114	\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0但我覺得逃走會\n比較好……
FlowchartMsg_TWzh_szs\MonitoringEnemy.msbt
MonitoringEnemy_Pre	這聲音是……\n糟了是\x0e\0\x03\x02\0\0奪錢蟲\x0e\0\x03\x02ÿÿ！！\x0e\x01\x03\x04x\0\0\0
MonitoringEnemy_Pre2	糟了是\x0e\0\x03\x02\0\0奪錢蟲\x0e\0\x03\x02ÿÿ！！\x0e\x01\x03\x04x\0\0\0
MonitoringEnemy_Navi	奪錢蟲會\x0e\0\x03\x02\0\0對動作有反應\x0e\0\x03\x02ÿÿ！\n\x0e\0\x03\x02\0\0化為木頭\x0e\0\x03\x02ÿÿ躲過吧！\x0e\x01\x03\x04´\0\0\0
MonitoringEnemy_Navi2	\x0e\0\x03\x02\0\0化為木頭\x0e\0\x03\x02ÿÿ躲過吧！\x0e\x01\x03\x04´\0\0\0
MonitoringEnemy_NaviRev	好像還在的樣子！！\n再次\x0e\0\x03\x02\0\0化為木頭\x0e\0\x03\x02ÿÿ躲過吧！\x0e\x01\x03\x04´\0\0\0
MonitoringEnemy_OK	呼……總算走了。\x0e\x01\x03\x04<\0\0\0
MonitoringEnemy_NG	錢被……搶走了……\x0e\x01\x03\x04<\0\0\0
MonitoringEnemy_NGNoMoney	\x0e\n\t\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0……因為身上沒有錢，\n所以好像放棄了。\x0e\x01\x03\x04<\0\0\0
FlowchartMsg_TWzh_szs\NiceVoice.msbt
FlowchartMsg_TWzh_szs\Opening.msbt
Opening35	你好！
Opening42	歡迎來到\x0e\0\x03\x02\x01\0健身環大冒險\x0e\0\x03\x02ÿÿ！
Opening37	接下來就請你一邊冒險，\n一邊快樂地進行\x0e\0\x03\x02\x01\0Ring-Con健身\x0e\0\x03\x02ÿÿ吧！
Opening06	雖然有點突然……
Opening07	但是在開始進行\x0e\0\x03\x02\x01\0Ring-Con健身\x0e\0\x03\x02ÿÿ之前，\n有些重要的事情要先說明。
Opening17	那就是……\n\x0e\0\x03\x02\x01\0「正確的姿勢」\x0e\0\x03\x02ÿÿ的重要性！
Opening18	即使是做著\n相同的訓練……
Opening19	一旦姿勢不正確，\n就會\x0e\0\x03\x02\x01\0事倍功半\x0e\0\x03\x02ÿÿ！
Opening22	接下來就請\n\x0e\0\x03\x02\x01\0姿勢正確的專家\x0e\0\x03\x02ÿÿ出場吧！
Opening04	容我為你介紹……
Opening05	\x0e\0\x03\x02\x01\0咪普利老師\x0e\0\x03\x02ÿÿ！
Opening12	咪普利老師將會\n實際演練\x0e\0\x03\x02\x01\0正確的姿勢\x0e\0\x03\x02ÿÿ。
Opening14	只要學會正確的姿勢……
Opening15	就能期待得到\x0e\0\x03\x02\x01\0更好\x0e\0\x03\x02ÿÿ的效果喔！
Opening13	模仿咪普利老師的姿勢，\n有效率的進行\x0e\0\x03\x02\x01\0Ring-Con健身\x0e\0\x03\x02ÿÿ吧！
Opening16	首先來練習看看\n基本操作吧。
Opening20	模仿\x0e\0\x03\x02\x01\0咪普利\x0e\0\x03\x02ÿÿ的動作，\x0e\0\x03\x02\x01\0上下移動游標\x0e\0\x03\x02ÿÿ，\n並選擇「達成了！」吧！\x0e\x01\x04\x06,\0-\0\x01\x02\n
Opening21	很棒喔！\n保持下去！
Opening23	以高舉雙臂的動作，\n將Ring-Con\x0e\0\x03\x02\x01\0與地面保持水平\x0e\0\x03\x02ÿÿ是訣竅喔。\x0e\x01\x04\x06,\0-\0\x01\x02
Opening24	再練習一次\n游標的移動吧。\x0e\x01\x04\x06-\0,\0\0\x02
Opening25	基本操作很完美喔！
Opening26	不習慣的話會很困難的……！\n慢慢適應吧。
Opening59	彎起手腕，\n訣竅是將Ring-Con\x0e\0\x03\x02\x01\0與地面保持水平\x0e\0\x03\x02ÿÿ。\x0e\x01\x04\x06-\0,\0\0\x02
Opening29	Ring-Con難以操作時，\n也可以透過操控搖桿與按鍵進行操作喔。
Opening30	首先要決定適合你的\n\x0e\0\x03\x02\x01\0運動強度\x0e\0\x03\x02ÿÿ……
Opening31	請讓我問你幾個問題吧！
Opening91	重新設定\x0e\0\x03\x02\x01\0運動強度\x0e\0\x03\x02ÿÿ。
Opening32	請告訴我你的性別。\n（將用於推估肌肉量）\x0e\x01\x05\x08\x1f\0\x1e\0%\0\0\x03
Opening36	你是 \x0e\0\x03\x02\x01\0女性 \x0e\0\x03\x02ÿÿ對嗎？\n接下來請告訴我你的年齡。
Opening38	你是 \x0e\0\x03\x02\x01\0男性 \x0e\0\x03\x02ÿÿ對嗎？\n接下來請告訴我你的年齡。
Opening39	你 \x0e\0\x03\x02\x01\0不想透露 \x0e\0\x03\x02ÿÿ對嗎？\n接下來請告訴我你的年齡。
Opening40	接下來請告訴我你的年齡。
Opening27	你今年 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Í歲 \x0e\0\x03\x02ÿÿ對嗎？
Opening28	跟同年齡層的人相比，\n你覺得自己平時的運動量如何呢？\x0e\x01\x06\n\t\0\x0f\0\x10\0\x11\0\x01\x04
Opening41	你 \x0e\0\x03\x02\x01\0經常運動 \x0e\0\x03\x02ÿÿ是嗎？
Opening43	你 \x0e\0\x03\x02\x01\0偶爾運動\x0e\0\x03\x02ÿÿ 是嗎？
Opening45	你 \x0e\0\x03\x02\x01\0不常運動\x0e\0\x03\x02ÿÿ 是嗎？
Opening46	你 \x0e\0\x03\x02\x01\0完全不運動\x0e\0\x03\x02ÿÿ 是嗎？
Opening44	你想要\x0e\0\x03\x02\x01\0健身運動強度是多少\x0e\0\x03\x02ÿÿ呢？\n（強度越高，健身效果也會越好）\x0e\x01\x06\n\x17\0\x16\0\x15\0\x14\0\x01\x04
Opening47	雖然對體型的影響不大，\n但是推薦\x0e\0\x03\x02\x01\0想要輕鬆遊玩的人\x0e\0\x03\x02ÿÿ選擇！\x0e\x01\x04\x06"\0\x1d\0\0\x01
Opening48	這是個適中的強度，\n最適合想要\x0e\0\x03\x02\x01\0改善運動不足\x0e\0\x03\x02ÿÿ的人！\x0e\x01\x04\x06"\0\x1d\0\0\x01
Opening49	雖然會是相當高強度的運動，\n但是付出多少努力，就能有多少\x0e\0\x03\x02\x01\0燃脂效果\x0e\0\x03\x02ÿÿ！\x0e\x01\x04\x06#\0\x1d\0\0\x01
Opening50	這是最為嚴苛的強度，請做好心理準備再挑戰！\n但是對\x0e\0\x03\x02\x01\0改善身體曲線\x0e\0\x03\x02ÿÿ也有很大的效果喔！\x0e\x01\x04\x06$\0\x1d\0\0\x01
Opening53	原來如此、原來如此……
Opening56	我已經大致了解\n你的狀態了！
Opening86	\x0e\0\x03\x02\x02\0（正在計算運動強度……）\x0e\0\x03\x02ÿÿ\x0e\x01\x03\x04x\0\0\0
Opening54	已經設定為\n適合你的\x0e\0\x03\x02\x01\0運動強度\x0e\0\x03\x02ÿÿ了！
Opening92	已經將運動強度\n重新設定成\x0e\0\x03\x02\x01\0\x0eú\x01\x04\0\0\0Í\x0e\0\x03\x02ÿÿ了！
Opening55	如果覺得太困難，\n或是覺得太簡單的話……
Opening78	每天都可以進行調整，\n所以儘管放心吧！
Opening34	接下來，請告訴我你的體重。\n（將用於計算熱量）\x0e\x01\x04\x06&\0'\0\0\x01
Opening51	那就先輸入\n暫定的體重吧。
Opening52	接下來將以體重為基準，\n計算消耗的熱量……
Opening57	之後可以隨時\n在\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x01\0個人選單\x0e\0\x03\x02ÿÿ中進行更改。
Opening80	你的體重是 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íkg\x0e\0\x03\x02ÿÿ 。\n接下來要進行\x0e\0\x03\x02\x01\0運動模式\x0e\0\x03\x02ÿÿ的選擇。
Opening90	你的體重是 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íst. \x0eú\x02\x04\x01\0\0Ílb.\x0e\0\x03\x02ÿÿ 。\n接下來要進行\x0e\0\x03\x02\x01\0運動模式\x0e\0\x03\x02ÿÿ的選擇。
Opening64	接下來要進行\x0e\0\x03\x02\x01\0運動模式\x0e\0\x03\x02ÿÿ的選擇。
