bag
SS_bag_000	おこづかい
ITEMNAME_095	すくすくこやし
ITEMNAME_096	じめじめこやし
ITEMNAME_097	ながながこやし
ITEMNAME_098	ねばねばこやし
ITEMNAME_099	ねっこのカセキ
ITEMNAME_100	ツメのカセキ
ITEMNAME_101	かいのカセキ
ITEMNAME_102	こうらのカセキ
ITEMNAME_103	ひみつのコハク
ITEMNAME_104	たてのカセキ
ITEMNAME_105	ずがいのカセキ
ITEMNAME_106	きちょうなホネ
ITEMNAME_107	ひかりのいし
ITEMNAME_108	やみのいし
ITEMNAME_109	めざめいし
ITEMNAME_110	まんまるいし
ITEMNAME_111	かなめいし
ITEMNAME_112	はっきんだま
ITEMNAME_113	おちゃ
ITEMNAME_114	？？？
ITEMNAME_115	マチスのサイン
ITEMNAME_116	アクアカセット
ITEMNAME_117	イナズマカセット
ITEMNAME_118	ブレイズカセット
ITEMNAME_119	フリーズカセット
ITEMNAME_120	？？？
ITEMNAME_121	ポケモンボックス
ITEMNAME_122	かいふくポケット
ITEMNAME_123	わざマシンケース
ITEMNAME_124	アメボトル
ITEMNAME_125	きょうかポケット
ITEMNAME_126	おきがえトランク
ITEMNAME_127	ほかくポケット
ITEMNAME_128	バトルポケット
ITEMNAME_129	？？？
ITEMNAME_130	？？？
ITEMNAME_131	？？？
ITEMNAME_132	？？？
ITEMNAME_133	？？？
ITEMNAME_134	ハートスイーツ
ITEMNAME_135	こんごうだま
ITEMNAME_136	しらたま
ITEMNAME_137	はじめてメール
ITEMNAME_138	だいすきメール
ITEMNAME_139	おさそいメール
ITEMNAME_140	かんしゃメール
ITEMNAME_141	しつもんメール
ITEMNAME_142	おすすめメール
ITEMNAME_143	おかえしメール
ITEMNAME_144	ブリッジメールＳ
ITEMNAME_145	ブリッジメールＨ
ITEMNAME_146	ブリッジメールＣ
ITEMNAME_147	ブリッジメールＶ
ITEMNAME_148	ブリッジメールＷ
ITEMNAME_149	クラボのみ
ITEMNAME_150	カゴのみ
ITEMNAME_151	モモンのみ
ITEMNAME_152	チーゴのみ
ITEMNAME_153	ナナシのみ
ITEMNAME_154	ヒメリのみ
ITEMNAME_155	オレンのみ
ITEMNAME_156	キーのみ
ITEMNAME_157	ラムのみ
ITEMNAME_158	オボンのみ
ITEMNAME_159	フィラのみ
ITEMNAME_160	ウイのみ
ITEMNAME_161	マゴのみ
ITEMNAME_162	バンジのみ
ITEMNAME_163	イアのみ
ITEMNAME_164	ズリのみ
ITEMNAME_165	ブリーのみ
ITEMNAME_166	ナナのみ
ITEMNAME_167	セシナのみ
ITEMNAME_168	パイルのみ
ITEMNAME_169	ザロクのみ
ITEMNAME_170	ネコブのみ
ITEMNAME_171	タポルのみ
ITEMNAME_172	ロメのみ
ITEMNAME_173	ウブのみ
ITEMNAME_174	マトマのみ
ITEMNAME_175	モコシのみ
ITEMNAME_176	ゴスのみ
ITEMNAME_177	ラブタのみ
ITEMNAME_178	ノメルのみ
ITEMNAME_179	ノワキのみ
ITEMNAME_180	シーヤのみ
ITEMNAME_181	カイスのみ
ITEMNAME_182	ドリのみ
ITEMNAME_183	ベリブのみ
ITEMNAME_184	オッカのみ
ITEMNAME_185	イトケのみ
ITEMNAME_186	ソクノのみ
ITEMNAME_187	リンドのみ
ITEMNAME_188	ヤチェのみ
ITEMNAME_189	ヨプのみ
ITEMNAME_190	ビアーのみ
ITEMNAME_191	シュカのみ
ITEMNAME_192	バコウのみ
ITEMNAME_193	ウタンのみ
ITEMNAME_194	タンガのみ
ITEMNAME_195	ヨロギのみ
ITEMNAME_196	カシブのみ
ITEMNAME_197	ハバンのみ
ITEMNAME_198	ナモのみ
ITEMNAME_199	リリバのみ
ITEMNAME_200	ホズのみ
ITEMNAME_201	チイラのみ
ITEMNAME_202	リュガのみ
ITEMNAME_203	カムラのみ
ITEMNAME_204	ヤタピのみ
ITEMNAME_205	ズアのみ
ITEMNAME_206	サンのみ
ITEMNAME_207	スターのみ
ITEMNAME_208	ナゾのみ
ITEMNAME_209	ミクルのみ
ITEMNAME_210	イバンのみ
ITEMNAME_211	ジャポのみ
ITEMNAME_212	レンブのみ
ITEMNAME_213	ひかりのこな
ITEMNAME_214	しろいハーブ
ITEMNAME_215	きょうせいギプス
ITEMNAME_216	がくしゅうそうち
ITEMNAME_217	せんせいのツメ
ITEMNAME_218	やすらぎのすず
ITEMNAME_219	メンタルハーブ
ITEMNAME_220	こだわりハチマキ
ITEMNAME_221	おうじゃのしるし
ITEMNAME_222	ぎんのこな
ITEMNAME_223	おまもりこばん
ITEMNAME_224	きよめのおふだ
ITEMNAME_225	こころのしずく
ITEMNAME_226	しんかいのキバ
ITEMNAME_227	しんかいのウロコ
ITEMNAME_228	けむりだま
ITEMNAME_229	かわらずのいし
ITEMNAME_230	きあいのハチマキ
ITEMNAME_231	しあわせタマゴ
ITEMNAME_232	ピントレンズ
ITEMNAME_233	メタルコート
ITEMNAME_234	たべのこし
ITEMNAME_235	りゅうのウロコ
ITEMNAME_236	でんきだま
ITEMNAME_237	やわらかいすな
ITEMNAME_238	かたいいし
ITEMNAME_239	きせきのタネ
ITEMNAME_240	くろいメガネ
ITEMNAME_241	くろおび
ITEMNAME_242	じしゃく
ITEMNAME_243	しんぴのしずく
ITEMNAME_244	するどいくちばし
ITEMNAME_245	どくバリ
ITEMNAME_246	とけないこおり
ITEMNAME_247	のろいのおふだ
ITEMNAME_248	まがったスプーン
ITEMNAME_249	もくたん
ITEMNAME_250	りゅうのキバ
ITEMNAME_251	シルクのスカーフ
ITEMNAME_252	アップグレード
ITEMNAME_253	かいがらのすず
ITEMNAME_254	うしおのおこう
ITEMNAME_255	のんきのおこう
ITEMNAME_256	ラッキーパンチ
ITEMNAME_257	メタルパウダー
ITEMNAME_258	ふといホネ
ITEMNAME_259	ながねぎ
ITEMNAME_260	あかいバンダナ
ITEMNAME_261	あおいバンダナ
ITEMNAME_262	ピンクのバンダナ
ITEMNAME_263	みどりのバンダナ
ITEMNAME_264	きいろのバンダナ
ITEMNAME_265	こうかくレンズ
ITEMNAME_266	ちからのハチマキ
ITEMNAME_267	ものしりメガネ
ITEMNAME_268	たつじんのおび
ITEMNAME_269	ひかりのねんど
ITEMNAME_270	いのちのたま
ITEMNAME_271	パワフルハーブ
ITEMNAME_272	どくどくだま
ITEMNAME_273	かえんだま
ITEMNAME_274	スピードパウダー
ITEMNAME_275	きあいのタスキ
ITEMNAME_276	フォーカスレンズ
ITEMNAME_277	メトロノーム
ITEMNAME_278	くろいてっきゅう
ITEMNAME_279	こうこうのしっぽ
ITEMNAME_280	あかいいと
ITEMNAME_281	くろいヘドロ
ITEMNAME_282	つめたいいわ
ITEMNAME_283	さらさらいわ
ITEMNAME_284	あついいわ
ITEMNAME_285	しめったいわ
ITEMNAME_286	ねばりのかぎづめ
ITEMNAME_287	こだわりスカーフ
ITEMNAME_288	くっつきバリ
ITEMNAME_289	パワーリスト
ITEMNAME_290	パワーベルト
ITEMNAME_291	パワーレンズ
ITEMNAME_292	パワーバンド
ITEMNAME_293	パワーアンクル
ITEMNAME_294	パワーウエイト
ITEMNAME_295	きれいなぬけがら
ITEMNAME_296	おおきなねっこ
ITEMNAME_297	こだわりメガネ
ITEMNAME_298	ひのたまプレート
ITEMNAME_299	しずくプレート
ITEMNAME_300	いかずちプレート
ITEMNAME_301	みどりのプレート
ITEMNAME_302	つららのプレート
ITEMNAME_303	こぶしのプレート
ITEMNAME_304	もうどくプレート
ITEMNAME_305	だいちのプレート
ITEMNAME_306	あおぞらプレート
ITEMNAME_307	ふしぎのプレート
ITEMNAME_308	たまむしプレート
ITEMNAME_309	がんせきプレート
ITEMNAME_310	もののけプレート
ITEMNAME_311	りゅうのプレート
ITEMNAME_312	こわもてプレート
ITEMNAME_313	こうてつプレート
ITEMNAME_314	あやしいおこう
ITEMNAME_315	がんせきおこう
ITEMNAME_316	まんぷくおこう
ITEMNAME_317	さざなみのおこう
ITEMNAME_318	おはなのおこう
ITEMNAME_319	こううんのおこう
ITEMNAME_320	きよめのおこう
ITEMNAME_321	プロテクター
ITEMNAME_322	エレキブースター
ITEMNAME_323	マグマブースター
ITEMNAME_324	あやしいパッチ
ITEMNAME_325	れいかいのぬの
ITEMNAME_326	するどいツメ
ITEMNAME_327	するどいキバ
ITEMNAME_328	わざマシン０１
ITEMNAME_329	わざマシン０２
ITEMNAME_330	わざマシン０３
ITEMNAME_331	わざマシン０４
ITEMNAME_332	わざマシン０５
ITEMNAME_333	わざマシン０６
ITEMNAME_334	わざマシン０７
ITEMNAME_335	わざマシン０８
ITEMNAME_336	わざマシン０９
ITEMNAME_337	わざマシン１０
ITEMNAME_338	わざマシン１１
ITEMNAME_339	わざマシン１２
ITEMNAME_340	わざマシン１３
ITEMNAME_341	わざマシン１４
ITEMNAME_342	わざマシン１５
ITEMNAME_343	わざマシン１６
ITEMNAME_344	わざマシン１７
ITEMNAME_345	わざマシン１８
ITEMNAME_346	わざマシン１９
ITEMNAME_347	わざマシン２０
ITEMNAME_348	わざマシン２１
ITEMNAME_349	わざマシン２２
ITEMNAME_350	わざマシン２３
ITEMNAME_351	わざマシン２４
ITEMNAME_352	わざマシン２５
ITEMNAME_353	わざマシン２６
ITEMNAME_354	わざマシン２７
ITEMNAME_355	わざマシン２８
ITEMNAME_356	わざマシン２９
ITEMNAME_357	わざマシン３０
ITEMNAME_358	わざマシン３１
ITEMNAME_359	わざマシン３２
ITEMNAME_360	わざマシン３３
ITEMNAME_361	わざマシン３４
ITEMNAME_362	わざマシン３５
ITEMNAME_363	わざマシン３６
ITEMNAME_364	わざマシン３７
ITEMNAME_365	わざマシン３８
ITEMNAME_366	わざマシン３９
ITEMNAME_367	わざマシン４０
ITEMNAME_368	わざマシン４１
ITEMNAME_369	わざマシン４２
ITEMNAME_370	わざマシン４３
ITEMNAME_371	わざマシン４４
ITEMNAME_372	わざマシン４５
ITEMNAME_373	わざマシン４６
ITEMNAME_374	わざマシン４７
ITEMNAME_375	わざマシン４８
ITEMNAME_376	わざマシン４９
ITEMNAME_377	わざマシン５０
ITEMNAME_378	わざマシン５１
ITEMNAME_379	わざマシン５２
ITEMNAME_380	わざマシン５３
ITEMNAME_381	わざマシン５４
ITEMNAME_382	わざマシン５５
ITEMNAME_383	わざマシン５６
ITEMNAME_384	わざマシン５７
ITEMNAME_385	わざマシン５８
ITEMNAME_386	わざマシン５９
ITEMNAME_387	わざマシン６０
ITEMNAME_388	わざマシン６１
ITEMNAME_389	わざマシン６２
ITEMNAME_390	わざマシン６３
ITEMNAME_391	わざマシン６４
ITEMNAME_392	わざマシン６５
ITEMNAME_393	わざマシン６６
ITEMNAME_394	わざマシン６７
ITEMNAME_395	わざマシン６８
ITEMNAME_396	わざマシン６９
ITEMNAME_397	わざマシン７０
ITEMNAME_398	わざマシン７１
ITEMNAME_399	わざマシン７２
ITEMNAME_400	わざマシン７３
ITEMNAME_401	わざマシン７４
ITEMNAME_402	わざマシン７５
ITEMNAME_403	わざマシン７６
ITEMNAME_404	わざマシン７７
ITEMNAME_405	わざマシン７８
ITEMNAME_406	わざマシン７９
ITEMNAME_407	わざマシン８０
ITEMNAME_408	わざマシン８１
ITEMNAME_409	わざマシン８２
ITEMNAME_410	わざマシン８３
ITEMNAME_411	わざマシン８４
ITEMNAME_412	わざマシン８５
ITEMNAME_413	わざマシン８６
ITEMNAME_414	わざマシン８７
ITEMNAME_415	わざマシン８８
ITEMNAME_416	わざマシン８９
ITEMNAME_417	わざマシン９０
ITEMNAME_418	わざマシン９１
ITEMNAME_419	わざマシン９２
ITEMNAME_420	わざマシン９３
ITEMNAME_421	わざマシン９４
ITEMNAME_422	わざマシン９５
ITEMNAME_423	わざマシン９６
ITEMNAME_424	わざマシン９７
ITEMNAME_425	わざマシン９８
ITEMNAME_426	わざマシン９９
ITEMNAME_427	わざマシン１００
ITEMNAME_428	たんけんセット
ITEMNAME_429	たからぶくろ
ITEMNAME_430	ルールブック
ITEMNAME_431	ポケトレ
ITEMNAME_432	ポイントカード
ITEMNAME_433	ぼうけんノート
ITEMNAME_434	シールいれ
ITEMNAME_435	アクセサリーいれ
ITEMNAME_436	シールぶくろ
ITEMNAME_437	ともだちてちょう
ITEMNAME_438	はつでんしょキー
ITEMNAME_439	こだいのおまもり
ITEMNAME_440	ギンガだんのカギ
ITEMNAME_441	あかいくさり
ITEMNAME_442	タウンマップ
ITEMNAME_443	バトルサーチャー
ITEMNAME_444	コインケース
ITEMNAME_445	ボロのつりざお
ITEMNAME_446	いいつりざお
ITEMNAME_447	すごいつりざお
ITEMNAME_448	コダックじょうろ
ITEMNAME_449	ポフィンケース
ITEMNAME_450	じてんしゃ
ITEMNAME_451	ルームキー
ITEMNAME_452	オーキドのてがみ
ITEMNAME_453	みかづきのはね
ITEMNAME_454	メンバーズカード
ITEMNAME_455	てんかいのふえ
ITEMNAME_456	ふねのチケット
ITEMNAME_457	コンテストパス
ITEMNAME_458	かざんのおきいし
ITEMNAME_459	おとどけもの
ITEMNAME_460	ひきかえけん１
ITEMNAME_461	ひきかえけん２
ITEMNAME_462	ひきかえけん３
ITEMNAME_463	そうこのカギ
ITEMNAME_464	ひでんのくすり
ITEMNAME_465	バトルレコーダー
ITEMNAME_466	グラシデアのはな
ITEMNAME_467	ひみつのカギ
ITEMNAME_468	ぼんぐりケース
ITEMNAME_469	アンノーンノート
ITEMNAME_470	きのみプランター
ITEMNAME_471	ダウジングマシン
ITEMNAME_472	ブルーカード
ITEMNAME_473	おいしいシッポ
ITEMNAME_474	とうめいなスズ
ITEMNAME_475	カードキー
ITEMNAME_476	ちかのかぎ
ITEMNAME_477	ゼニガメじょうろ
ITEMNAME_478	あかいウロコ
ITEMNAME_479	おとしもの
ITEMNAME_480	リニアパス
ITEMNAME_481	きかいのぶひん
ITEMNAME_482	ぎんいろのはね
ITEMNAME_483	にじいろのはね
ITEMNAME_484	ふしぎなタマゴ
ITEMNAME_485	あかぼんぐり
ITEMNAME_486	あおぼんぐり
ITEMNAME_487	きぼんぐり
ITEMNAME_488	みどぼんぐり
ITEMNAME_489	ももぼんぐり
ITEMNAME_490	しろぼんぐり
ITEMNAME_491	くろぼんぐり
ITEMNAME_492	スピードボール
ITEMNAME_493	レベルボール
ITEMNAME_494	ルアーボール
ITEMNAME_495	ヘビーボール
ITEMNAME_496	ラブラブボール
ITEMNAME_497	フレンドボール
ITEMNAME_498	ムーンボール
ITEMNAME_499	コンペボール
ITEMNAME_500	パークボール
ITEMNAME_501	フォトアルバム
ITEMNAME_502	ＧＢプレイヤー
ITEMNAME_503	うみなりのスズ
ITEMNAME_504	いかりまんじゅう
ITEMNAME_505	データカード０１
ITEMNAME_506	データカード０２
ITEMNAME_507	データカード０３
ITEMNAME_508	データカード０４
ITEMNAME_509	データカード０５
ITEMNAME_510	データカード０６
ITEMNAME_511	データカード０７
ITEMNAME_512	データカード０８
ITEMNAME_513	データカード０９
ITEMNAME_514	データカード１０
ITEMNAME_515	データカード１１
ITEMNAME_516	データカード１２
ITEMNAME_517	データカード１３
ITEMNAME_518	データカード１４
ITEMNAME_519	データカード１５
ITEMNAME_520	データカード１６
ITEMNAME_521	データカード１７
ITEMNAME_522	データカード１８
ITEMNAME_523	データカード１９
ITEMNAME_524	データカード２０
ITEMNAME_525	データカード２１
ITEMNAME_526	データカード２２
ITEMNAME_527	データカード２３
ITEMNAME_528	データカード２４
ITEMNAME_529	データカード２５
ITEMNAME_530	データカード２６
ITEMNAME_531	データカード２７
ITEMNAME_532	もえぎいろのたま
ITEMNAME_533	ロックカプセル
ITEMNAME_534	べにいろのたま
ITEMNAME_535	あいいろのたま
ITEMNAME_536	なぞのすいしょう
ITEMNAME_537	きれいなウロコ
ITEMNAME_538	しんかのきせき
ITEMNAME_539	かるいし
ITEMNAME_540	ゴツゴツメット
ITEMNAME_541	ふうせん
ITEMNAME_542	レッドカード
ITEMNAME_543	ねらいのまと
ITEMNAME_544	しめつけバンド
ITEMNAME_545	きゅうこん
ITEMNAME_546	じゅうでんち
ITEMNAME_547	だっしゅつボタン
ITEMNAME_548	ほのおのジュエル
ITEMNAME_549	みずのジュエル
ITEMNAME_550	でんきのジュエル
ITEMNAME_551	くさのジュエル
ITEMNAME_552	こおりのジュエル
ITEMNAME_553	かくとうジュエル
ITEMNAME_554	どくのジュエル
ITEMNAME_555	じめんのジュエル
ITEMNAME_556	ひこうのジュエル
ITEMNAME_557	エスパージュエル
ITEMNAME_558	むしのジュエル
ITEMNAME_559	いわのジュエル
ITEMNAME_560	ゴーストジュエル
ITEMNAME_561	ドラゴンジュエル
ITEMNAME_562	あくのジュエル
ITEMNAME_563	はがねのジュエル
ITEMNAME_564	ノーマルジュエル
ITEMNAME_565	たいりょくのハネ
ITEMNAME_566	きんりょくのハネ
ITEMNAME_567	ていこうのハネ
ITEMNAME_568	ちりょくのハネ
ITEMNAME_569	せいしんのハネ
ITEMNAME_570	しゅんぱつのハネ
ITEMNAME_571	きれいなハネ
ITEMNAME_572	ふたのカセキ
ITEMNAME_573	はねのカセキ
ITEMNAME_574	リバティチケット
ITEMNAME_575	デルダマ
ITEMNAME_576	ドリームボール
ITEMNAME_577	ポケじゃらし
ITEMNAME_578	グッズケース
ITEMNAME_579	ドラゴンのホネ
ITEMNAME_580	かおるキノコ
ITEMNAME_581	でかいきんのたま
ITEMNAME_582	おだんごしんじゅ
ITEMNAME_583	すいせいのかけら
ITEMNAME_584	こだいのどうか
ITEMNAME_585	こだいのぎんか
ITEMNAME_586	こだいのきんか
ITEMNAME_587	こだいのツボ
ITEMNAME_588	こだいのうでわ
ITEMNAME_589	こだいのせきぞう
ITEMNAME_590	こだいのおうかん
ITEMNAME_591	ヒウンアイス
ITEMNAME_592	クリティカット２
ITEMNAME_593	スピーダー２
ITEMNAME_594	ＳＰアップ２
ITEMNAME_595	ＳＰガード２
ITEMNAME_596	ディフェンダー２
ITEMNAME_597	プラスパワー２
ITEMNAME_598	ヨクアタール２
ITEMNAME_599	スピーダー３
ITEMNAME_600	ＳＰアップ３
ITEMNAME_601	ＳＰガード３
ITEMNAME_602	ディフェンダー３
ITEMNAME_603	プラスパワー３
ITEMNAME_604	ヨクアタール３
ITEMNAME_605	スピーダー６
ITEMNAME_606	ＳＰアップ６
ITEMNAME_607	ＳＰガード６
ITEMNAME_608	ディフェンダー６
ITEMNAME_609	プラスパワー６
ITEMNAME_610	ヨクアタール６
ITEMNAME_611	スキルコール
ITEMNAME_612	アイテムドロップ
ITEMNAME_613	アイテムコール
ITEMNAME_614	フラットコール
ITEMNAME_615	クリティカット３
ITEMNAME_616	ライトストーン
ITEMNAME_617	ダークストーン
ITEMNAME_618	わざマシン９３
ITEMNAME_619	わざマシン９４
ITEMNAME_620	わざマシン９５
ITEMNAME_621	ライブキャスター
ITEMNAME_622	ゴッドストーン
ITEMNAME_623	はいたつぶつ１
ITEMNAME_624	はいたつぶつ２
ITEMNAME_625	はいたつぶつ３
ITEMNAME_626	ライブキャスター
ITEMNAME_627	メダルボックス
ITEMNAME_628	いでんしのくさび
ITEMNAME_629	いでんしのくさび
ITEMNAME_630	きょかしょう
ITEMNAME_631	まるいおまもり
ITEMNAME_632	ひかるおまもり
ITEMNAME_633	プラズマカード
ITEMNAME_634	よごれたハンカチ
ITEMNAME_635	アクロママシーン
ITEMNAME_636	わすれもの
ITEMNAME_637	わすれもの
ITEMNAME_638	うつしかがみ
ITEMNAME_639	じゃくてんほけん
ITEMNAME_640	とつげきチョッキ
ITEMNAME_641	ホロキャスター
ITEMNAME_642	はかせのてがみ
ITEMNAME_643	ローラースケート
ITEMNAME_644	せいれいプレート
ITEMNAME_645	とくせいカプセル
ITEMNAME_646	ホイップポップ
ITEMNAME_647	においぶくろ
ITEMNAME_648	ひかりごけ
ITEMNAME_649	ゆきだま
ITEMNAME_650	ぼうじんゴーグル
ITEMNAME_651	ポケモンのふえ
ITEMNAME_652	たわわこやし
ITEMNAME_653	びっくりこやし
ITEMNAME_654	ぐんぐんこやし
ITEMNAME_655	とんでもこやし
ITEMNAME_656	ゲンガナイト
ITEMNAME_657	サーナイトナイト
ITEMNAME_658	デンリュウナイト
ITEMNAME_659	フシギバナイト
ITEMNAME_660	リザードナイトＸ
ITEMNAME_661	カメックスナイト
ITEMNAME_662	ミュウツナイトＸ
ITEMNAME_663	ミュウツナイトＹ
ITEMNAME_664	バシャーモナイト
ITEMNAME_665	チャーレムナイト
ITEMNAME_666	ヘルガナイト
ITEMNAME_667	ボスゴドラナイト
ITEMNAME_668	ジュペッタナイト
ITEMNAME_669	バンギラスナイト
ITEMNAME_670	ハッサムナイト
ITEMNAME_671	カイロスナイト
ITEMNAME_672	プテラナイト
ITEMNAME_673	ルカリオナイト
ITEMNAME_674	ユキノオナイト
ITEMNAME_675	ガルーラナイト
ITEMNAME_676	ギャラドスナイト
ITEMNAME_677	アブソルナイト
ITEMNAME_678	リザードナイトＹ
ITEMNAME_679	フーディナイト
ITEMNAME_680	ヘラクロスナイト
ITEMNAME_681	クチートナイト
ITEMNAME_682	ライボルトナイト
ITEMNAME_683	ガブリアスナイト
ITEMNAME_684	ラティアスナイト
ITEMNAME_685	ラティオスナイト
ITEMNAME_686	ロゼルのみ
ITEMNAME_687	アッキのみ
ITEMNAME_688	タラプのみ
ITEMNAME_689	ハスボーじょうろ
ITEMNAME_690	わざマシン９６
ITEMNAME_691	わざマシン９７
ITEMNAME_692	わざマシン９８
ITEMNAME_693	わざマシン９９
ITEMNAME_694	わざマシン１００
ITEMNAME_695	はつでんしょパス
ITEMNAME_696	メガリング
ITEMNAME_697	すごそうないし
ITEMNAME_698	ありふれたいし
ITEMNAME_699	バーゲンチケット
ITEMNAME_700	エレベータのキー
ITEMNAME_701	ＴＭＶパス
ITEMNAME_702	カロスエンブレム
ITEMNAME_703	たんけんこころえ
ITEMNAME_704	ふしぎなおきもの
ITEMNAME_705	レンズケース
ITEMNAME_706	コスメポーチ
ITEMNAME_707	いしょうトランク
ITEMNAME_708	ミアレガレット
ITEMNAME_709	シャラサブレ
ITEMNAME_710	アゴのカセキ
ITEMNAME_711	ヒレのカセキ
ITEMNAME_712	ハンサムチケット
ITEMNAME_713	じてんしゃ
ITEMNAME_714	ホロキャスター
ITEMNAME_715	ようせいジュエル
ITEMNAME_716	メガチャーム
ITEMNAME_717	メガグローブ
ITEMNAME_718	マッハじてんしゃ
ITEMNAME_719	ダートじてんしゃ
ITEMNAME_720	ホエルコじょうろ
ITEMNAME_721	デボンのにもつ
ITEMNAME_722	はいぶくろ
ITEMNAME_723	ちかのカギ
ITEMNAME_724	ポロックキット
ITEMNAME_725	ダイゴへのてがみ
ITEMNAME_726	むげんのチケット
ITEMNAME_727	たんちき
ITEMNAME_728	ゴーゴーゴーグル
ITEMNAME_729	いんせき
ITEMNAME_730	１ごうしつのカギ
ITEMNAME_731	２ごうしつのカギ
ITEMNAME_732	４ごうしつのカギ
ITEMNAME_733	６ごうしつのカギ
ITEMNAME_734	そうこのカギ
ITEMNAME_735	デボンスコープ
ITEMNAME_736	ふねのチケット
ITEMNAME_737	ひでんマシン０７
ITEMNAME_738	デボンボンベ
ITEMNAME_739	ライブスーツ
ITEMNAME_740	ライブドレス
ITEMNAME_741	マグマスーツ
ITEMNAME_742	アクアスーツ
ITEMNAME_743	ペアチケット
ITEMNAME_744	メガバングル
ITEMNAME_745	メガペンダント
ITEMNAME_746	メガメガネ
ITEMNAME_747	メガイカリ
ITEMNAME_748	メガラペルピン
ITEMNAME_749	メガティアラ
ITEMNAME_750	メガアンクレット
ITEMNAME_751	いんせき
ITEMNAME_752	ラグラージナイト
ITEMNAME_753	ジュカインナイト
ITEMNAME_754	ヤミラミナイト
ITEMNAME_755	チルタリスナイト
ITEMNAME_756	エルレイドナイト
ITEMNAME_757	タブンネナイト
ITEMNAME_758	メタグロスナイト
ITEMNAME_759	サメハダナイト
ITEMNAME_760	ヤドランナイト
ITEMNAME_761	ハガネールナイト
ITEMNAME_762	ピジョットナイト
ITEMNAME_763	オニゴーリナイト
ITEMNAME_764	ディアンシナイト
ITEMNAME_765	いましめのツボ
ITEMNAME_766	メガブレス
ITEMNAME_767	バクーダナイト
ITEMNAME_768	ミミロップナイト
ITEMNAME_769	ボーマンダナイト
ITEMNAME_770	スピアナイト
ITEMNAME_771	いんせき
ITEMNAME_772	いんせき
ITEMNAME_773	キーストーン
ITEMNAME_774	いんせきのかけら
ITEMNAME_775	むげんのふえ
ITEMNAME_776	ノーマルＺ
ITEMNAME_777	ホノオＺ
ITEMNAME_778	ミズＺ
ITEMNAME_779	デンキＺ
ITEMNAME_780	クサＺ
ITEMNAME_781	コオリＺ
ITEMNAME_782	カクトウＺ
ITEMNAME_783	ドクＺ
ITEMNAME_784	ジメンＺ
ITEMNAME_785	ヒコウＺ
ITEMNAME_786	エスパーＺ
ITEMNAME_787	ムシＺ
ITEMNAME_788	イワＺ
ITEMNAME_789	ゴーストＺ
ITEMNAME_790	ドラゴンＺ
ITEMNAME_791	アクＺ
ITEMNAME_792	ハガネＺ
ITEMNAME_793	フェアリーＺ
ITEMNAME_794	ピカチュウＺ
ITEMNAME_795	ぎんのおうかん
ITEMNAME_796	きんのおうかん
ITEMNAME_797	Ｚリング
ITEMNAME_798	ジュナイパーＺ
ITEMNAME_799	ガオガエンＺ
ITEMNAME_800	アシレーヌＺ
ITEMNAME_801	カプＺ
ITEMNAME_802	マーシャドーＺ
ITEMNAME_803	アロライＺ
ITEMNAME_804	カビゴンＺ
ITEMNAME_805	イーブイＺ
ITEMNAME_806	ミュウＺ
ITEMNAME_807	ノーマルＺ
ITEMNAME_808	ホノオＺ
ITEMNAME_809	ミズＺ
ITEMNAME_810	デンキＺ
ITEMNAME_811	クサＺ
ITEMNAME_812	コオリＺ
ITEMNAME_813	カクトウＺ
ITEMNAME_814	ドクＺ
ITEMNAME_815	ジメンＺ
ITEMNAME_816	ヒコウＺ
ITEMNAME_817	エスパーＺ
ITEMNAME_818	ムシＺ
ITEMNAME_819	イワＺ
ITEMNAME_820	ゴーストＺ
ITEMNAME_821	ドラゴンＺ
ITEMNAME_822	アクＺ
ITEMNAME_823	ハガネＺ
ITEMNAME_824	フェアリーＺ
ITEMNAME_825	ピカチュウＺ
ITEMNAME_826	ジュナイパーＺ
ITEMNAME_827	ガオガエンＺ
ITEMNAME_828	アシレーヌＺ
ITEMNAME_829	カプＺ
ITEMNAME_830	マーシャドーＺ
ITEMNAME_831	アロライＺ
ITEMNAME_832	カビゴンＺ
ITEMNAME_833	イーブイＺ
ITEMNAME_834	ミュウＺ
ITEMNAME_835	サトピカＺ
ITEMNAME_836	サトピカＺ
ITEMNAME_837	？？？
ITEMNAME_838	？？？
ITEMNAME_839	？？？
ITEMNAME_840	？？？
ITEMNAME_841	ざいりょうぶくろ
ITEMNAME_842	つりざお
ITEMNAME_843	はかせのふくめん
ITEMNAME_844	フェスチケット
ITEMNAME_845	かがやくいし
ITEMNAME_846	ビビリだま
ITEMNAME_847	ジガルデキューブ
ITEMNAME_848	？？？
ITEMNAME_849	こおりのいし
ITEMNAME_850	ライドギア
ITEMNAME_851	ウルトラボール
ITEMNAME_852	おおきいマラサダ
ITEMNAME_853	くれないのミツ
ITEMNAME_854	やまぶきのミツ
ITEMNAME_855	うすもものミツ
ITEMNAME_856	むらさきのミツ
ITEMNAME_857	たいようのふえ
ITEMNAME_858	つきのふえ
ITEMNAME_859	？？？
ITEMNAME_860	あやしいカード
ITEMNAME_861	ぎんのズリのみ
ITEMNAME_862	きんのズリのみ
ITEMNAME_863	ぎんのナナのみ
ITEMNAME_864	きんのナナのみ
ITEMNAME_865	ぎんのパイルのみ
ITEMNAME_866	きんのパイルのみ
ITEMNAME_867	？？？
ITEMNAME_868	？？？
ITEMNAME_869	？？？
