bag
SS_bag_000	おこづかい
ITEMNAME_1220	わざレコード９０
ITEMNAME_1221	わざレコード９１
ITEMNAME_1222	わざレコード９２
ITEMNAME_1223	わざレコード９３
ITEMNAME_1224	わざレコード９４
ITEMNAME_1225	わざレコード９５
ITEMNAME_1226	わざレコード９６
ITEMNAME_1227	わざレコード９７
ITEMNAME_1228	わざレコード９８
ITEMNAME_1229	わざレコード９９
ITEMNAME_1230	わざマシン００
ITEMNAME_1231	さみしがりミント
ITEMNAME_1232	いじっぱりミント
ITEMNAME_1233	やんちゃミント
ITEMNAME_1234	ゆうかんミント
ITEMNAME_1235	ずぶといミント
ITEMNAME_1236	わんぱくミント
ITEMNAME_1237	のうてんきミント
ITEMNAME_1238	のんきミント
ITEMNAME_1239	ひかえめミント
ITEMNAME_1240	おっとりミント
ITEMNAME_1241	うっかりやミント
ITEMNAME_1242	れいせいミント
ITEMNAME_1243	おだやかミント
ITEMNAME_1244	おとなしいミント
ITEMNAME_1245	しんちょうミント
ITEMNAME_1246	なまいきミント
ITEMNAME_1247	おくびょうミント
ITEMNAME_1248	せっかちミント
ITEMNAME_1249	ようきミント
ITEMNAME_1250	むじゃきミント
ITEMNAME_1251	まじめミント
ITEMNAME_1252	ねがいのかたまり
ITEMNAME_1253	われたポット
ITEMNAME_1254	かけたポット
ITEMNAME_1255	すごいみみせん
ITEMNAME_1256	フサパック
ITEMNAME_1257	モーモーチーズ
ITEMNAME_1258	スパイスセット
ITEMNAME_1259	しんせんクリーム
ITEMNAME_1260	レトルトカレー
ITEMNAME_1261	ヤシのミルク
ITEMNAME_1262	レトルトめん
ITEMNAME_1263	レトルトバーグ
ITEMNAME_1264	キョダイパウダー
ITEMNAME_1265	ねがいのかけら
ITEMNAME_1266	ロトムじてんしゃ
ITEMNAME_1267	ゆれないおまもり
ITEMNAME_1268	？？？
ITEMNAME_1269	ふるびたてがみ
ITEMNAME_1270	バンドのサイン
ITEMNAME_1271	ソニアのほん
ITEMNAME_1272	？？？
ITEMNAME_1273	？？？
ITEMNAME_1274	？？？
ITEMNAME_1275	？？？
ITEMNAME_1276	？？？
ITEMNAME_1277	？？？
ITEMNAME_1278	ロトムのカタログ
ITEMNAME_1279	★And458
ITEMNAME_1280	★And15
ITEMNAME_1281	★And337
ITEMNAME_1282	★And603
ITEMNAME_1283	★And390
ITEMNAME_1284	★Sgr6879
ITEMNAME_1285	★Sgr6859
ITEMNAME_1286	★Sgr6913
ITEMNAME_1287	★Sgr7348
ITEMNAME_1288	★Sgr7121
ITEMNAME_1289	★Sgr6746
ITEMNAME_1290	★Sgr7194
ITEMNAME_1291	★Sgr7337
ITEMNAME_1292	★Sgr7343
ITEMNAME_1293	★Sgr6812
ITEMNAME_1294	★Sgr7116
ITEMNAME_1295	★Sgr7264
ITEMNAME_1296	★Sgr7597
ITEMNAME_1297	★Del7882
ITEMNAME_1298	★Del7906
ITEMNAME_1299	★Del7852
ITEMNAME_1300	★Psc596
ITEMNAME_1301	★Psc361
ITEMNAME_1302	★Psc510
ITEMNAME_1303	★Psc437
ITEMNAME_1304	★Psc8773
ITEMNAME_1305	★Lep1865
ITEMNAME_1306	★Lep1829
ITEMNAME_1307	★Boo5340
ITEMNAME_1308	★Boo5506
ITEMNAME_1309	★Boo5435
ITEMNAME_1310	★Boo5602
ITEMNAME_1311	★Boo5733
ITEMNAME_1312	★Boo5235
ITEMNAME_1313	★Boo5351
ITEMNAME_1314	★Hya3748
ITEMNAME_1315	★Hya3903
ITEMNAME_1316	★Hya3418
ITEMNAME_1317	★Hya3482
ITEMNAME_1318	★Hya3845
ITEMNAME_1319	★Eri1084
ITEMNAME_1320	★Eri472
ITEMNAME_1321	★Eri1666
ITEMNAME_1322	★Eri897
ITEMNAME_1323	★Eri1231
ITEMNAME_1324	★Eri874
ITEMNAME_1325	★Eri1298
ITEMNAME_1326	★Eri1325
ITEMNAME_1327	★Eri984
ITEMNAME_1328	★Eri1464
ITEMNAME_1329	★Eri1393
ITEMNAME_1330	★Eri850
ITEMNAME_1331	★Tau1409
ITEMNAME_1332	★Tau1457
ITEMNAME_1333	★Tau1165
ITEMNAME_1334	★Tau1791
ITEMNAME_1335	★Tau1910
ITEMNAME_1336	★Tau1346
ITEMNAME_1337	★Tau1373
ITEMNAME_1338	★Tau1412
ITEMNAME_1339	★CMa2491
ITEMNAME_1340	★CMa2693
ITEMNAME_1341	★CMa2294
ITEMNAME_1342	★CMa2827
ITEMNAME_1343	★CMa2282
ITEMNAME_1344	★CMa2618
ITEMNAME_1345	★CMa2657
ITEMNAME_1346	★CMa2646
ITEMNAME_1347	★UMa4905
ITEMNAME_1348	★UMa4301
ITEMNAME_1349	★UMa5191
ITEMNAME_1350	★UMa5054
ITEMNAME_1351	★UMa4295
ITEMNAME_1352	★UMa4660
ITEMNAME_1353	★UMa4554
ITEMNAME_1354	★UMa4069
ITEMNAME_1355	★UMa3569
ITEMNAME_1356	★UMa3323
ITEMNAME_1357	★UMa4033
ITEMNAME_1358	★UMa4377
ITEMNAME_1359	★UMa4375
ITEMNAME_1360	★UMa4518
ITEMNAME_1361	★UMa3594
ITEMNAME_1362	★Vir5056
ITEMNAME_1363	★Vir4825
ITEMNAME_1364	★Vir4932
ITEMNAME_1365	★Vir4540
ITEMNAME_1366	★Vir4689
ITEMNAME_1367	★Vir5338
ITEMNAME_1368	★Vir4910
ITEMNAME_1369	★Vir5315
ITEMNAME_1370	★Vir5359
ITEMNAME_1371	★Vir5409
ITEMNAME_1372	★Vir5107
ITEMNAME_1373	★Ari617
ITEMNAME_1374	★Ari553
ITEMNAME_1375	★Ari546
ITEMNAME_1376	★Ari951
ITEMNAME_1377	★Ori1713
ITEMNAME_1378	★Ori2061
ITEMNAME_1379	★Ori1790
ITEMNAME_1380	★Ori1903
ITEMNAME_1381	★Ori1948
ITEMNAME_1382	★Ori2004
ITEMNAME_1383	★Ori1852
ITEMNAME_1384	★Ori1879
ITEMNAME_1385	★Ori1899
ITEMNAME_1386	★Ori1543
ITEMNAME_1387	★Cas21
ITEMNAME_1388	★Cas168
ITEMNAME_1389	★Cas403
ITEMNAME_1390	★Cas153
ITEMNAME_1391	★Cas542
ITEMNAME_1392	★Cas219
ITEMNAME_1393	★Cas265
ITEMNAME_1394	★Cnc3572
ITEMNAME_1395	★Cnc3208
ITEMNAME_1396	★Cnc3461
ITEMNAME_1397	★Cnc3449
ITEMNAME_1398	★Cnc3429
ITEMNAME_1399	★Cnc3627
ITEMNAME_1400	★Cnc3268
ITEMNAME_1401	★Cnc3249
ITEMNAME_1402	★Com4968
ITEMNAME_1403	★Crv4757
ITEMNAME_1404	★Crv4623
ITEMNAME_1405	★Crv4662
ITEMNAME_1406	★Crv4786
ITEMNAME_1407	★Aur1708
ITEMNAME_1408	★Aur2088
ITEMNAME_1409	★Aur1605
ITEMNAME_1410	★Aur2095
ITEMNAME_1411	★Aur1577
ITEMNAME_1412	★Aur1641
ITEMNAME_1413	★Aur1612
ITEMNAME_1414	★Pav7790
ITEMNAME_1415	★Cet911
ITEMNAME_1416	★Cet681
ITEMNAME_1417	★Cet188
ITEMNAME_1418	★Cet539
ITEMNAME_1419	★Cet804
ITEMNAME_1420	★Cep8974
ITEMNAME_1421	★Cep8162
ITEMNAME_1422	★Cep8238
ITEMNAME_1423	★Cep8417
ITEMNAME_1424	★Cen5267
ITEMNAME_1425	★Cen5288
ITEMNAME_1426	★Cen551
ITEMNAME_1427	★Cen5459
ITEMNAME_1428	★Cen5460
ITEMNAME_1429	★CMi2943
ITEMNAME_1430	★CMi2845
ITEMNAME_1431	★Equ8131
ITEMNAME_1432	★Vul7405
ITEMNAME_1433	★UMi424
ITEMNAME_1434	★UMi5563
ITEMNAME_1435	★UMi5735
ITEMNAME_1436	★UMi6789
ITEMNAME_1437	★Crt4287
ITEMNAME_1438	★Lyr7001
ITEMNAME_1439	★Lyr7178
ITEMNAME_1440	★Lyr7106
ITEMNAME_1441	★Lyr7298
ITEMNAME_1442	★Ara6585
ITEMNAME_1443	★Sco6134
ITEMNAME_1444	★Sco6527
ITEMNAME_1445	★Sco6553
ITEMNAME_1446	★Sco5953
ITEMNAME_1447	★Sco5984
ITEMNAME_1448	★Sco6508
ITEMNAME_1449	★Sco6084
ITEMNAME_1450	★Sco5944
ITEMNAME_1451	★Sco6630
ITEMNAME_1452	★Sco6027
ITEMNAME_1453	★Sco6247
ITEMNAME_1454	★Sco6252
ITEMNAME_1455	★Sco5928
ITEMNAME_1456	★Sco6241
ITEMNAME_1457	★Sco6165
ITEMNAME_1458	★Tri544
ITEMNAME_1459	★Leo3982
ITEMNAME_1460	★Leo4534
ITEMNAME_1461	★Leo4357
ITEMNAME_1462	★Leo4057
ITEMNAME_1463	★Leo4359
ITEMNAME_1464	★Leo4031
ITEMNAME_1465	★Leo3852
ITEMNAME_1466	★Leo3905
ITEMNAME_1467	★Leo3773
ITEMNAME_1468	★Gru8425
ITEMNAME_1469	★Gru8636
ITEMNAME_1470	★Gru8353
ITEMNAME_1471	★Lib5685
ITEMNAME_1472	★Lib5531
ITEMNAME_1473	★Lib5787
ITEMNAME_1474	★Lib5603
ITEMNAME_1475	★Pup3165
ITEMNAME_1476	★Pup3185
ITEMNAME_1477	★Pup3045
ITEMNAME_1478	★Cyg7924
ITEMNAME_1479	★Cyg7417
ITEMNAME_1480	★Cyg7796
ITEMNAME_1481	★Cyg8301
ITEMNAME_1482	★Cyg7949
ITEMNAME_1483	★Cyg7528
ITEMNAME_1484	★Oct7228
ITEMNAME_1485	★Col1956
ITEMNAME_1486	★Col2040
ITEMNAME_1487	★Col2177
ITEMNAME_1488	★Gem2990
ITEMNAME_1489	★Gem2891
ITEMNAME_1490	★Gem2421
ITEMNAME_1491	★Gem2473
ITEMNAME_1492	★Gem2216
ITEMNAME_1493	★Gem2777
ITEMNAME_1494	★Gem2650
ITEMNAME_1495	★Gem2286
ITEMNAME_1496	★Gem2484
ITEMNAME_1497	★Gem2930
ITEMNAME_1498	★Peg8775
ITEMNAME_1499	★Peg8781
ITEMNAME_1500	★Peg39
ITEMNAME_1501	★Peg8308
ITEMNAME_1502	★Peg8650
ITEMNAME_1503	★Peg8634
ITEMNAME_1504	★Peg8684
ITEMNAME_1505	★Peg8450
ITEMNAME_1506	★Peg8880
ITEMNAME_1507	★Peg8905
ITEMNAME_1508	★Oph6556
ITEMNAME_1509	★Oph6378
ITEMNAME_1510	★Oph6603
ITEMNAME_1511	★Oph6149
ITEMNAME_1512	★Oph6056
ITEMNAME_1513	★Oph6075
ITEMNAME_1514	★Ser5854
ITEMNAME_1515	★Ser7141
ITEMNAME_1516	★Ser5879
ITEMNAME_1517	★Her6406
ITEMNAME_1518	★Her6148
ITEMNAME_1519	★Her6410
ITEMNAME_1520	★Her6526
ITEMNAME_1521	★Her6117
ITEMNAME_1522	★Her6008
ITEMNAME_1523	★Per936
ITEMNAME_1524	★Per1017
ITEMNAME_1525	★Per1131
ITEMNAME_1526	★Per1228
ITEMNAME_1527	★Per834
ITEMNAME_1528	★Per941
ITEMNAME_1529	★Phe99
ITEMNAME_1530	★Phe338
ITEMNAME_1531	★Vel3634
ITEMNAME_1532	★Vel3485
ITEMNAME_1533	★Vel3734
ITEMNAME_1534	★Aqr8232
ITEMNAME_1535	★Aqr8414
ITEMNAME_1536	★Aqr8709
ITEMNAME_1537	★Aqr8518
ITEMNAME_1538	★Aqr7950
ITEMNAME_1539	★Aqr8499
ITEMNAME_1540	★Aqr8610
ITEMNAME_1541	★Aqr8264
ITEMNAME_1542	★Cru4853
ITEMNAME_1543	★Cru4730
ITEMNAME_1544	★Cru4763
ITEMNAME_1545	★Cru4700
ITEMNAME_1546	★Cru4656
ITEMNAME_1547	★PsA8728
ITEMNAME_1548	★TrA6217
ITEMNAME_1549	★Cap7776
ITEMNAME_1550	★Cap7754
ITEMNAME_1551	★Cap8278
ITEMNAME_1552	★Cap8322
ITEMNAME_1553	★Cap7773
ITEMNAME_1554	★Sge7479
ITEMNAME_1555	★Car2326
ITEMNAME_1556	★Car3685
ITEMNAME_1557	★Car3307
ITEMNAME_1558	★Car3699
ITEMNAME_1559	★Dra5744
ITEMNAME_1560	★Dra5291
ITEMNAME_1561	★Dra6705
ITEMNAME_1562	★Dra6536
ITEMNAME_1563	★Dra7310
ITEMNAME_1564	★Dra6688
ITEMNAME_1565	★Dra4434
ITEMNAME_1566	★Dra6370
ITEMNAME_1567	★Dra7462
ITEMNAME_1568	★Dra6396
ITEMNAME_1569	★Dra6132
ITEMNAME_1570	★Dra6636
ITEMNAME_1571	★CVn4915
ITEMNAME_1572	★CVn4785
ITEMNAME_1573	★CVn4846
ITEMNAME_1574	★Aql7595
ITEMNAME_1575	★Aql7557
ITEMNAME_1576	★Aql7525
ITEMNAME_1577	★Aql7602
ITEMNAME_1578	★Aql7235
ITEMNAME_1579	ダイミツ
ITEMNAME_1580	ダイキノコ
ITEMNAME_1581	ガラナツのえだ
ITEMNAME_1582	ガラナツブレス
ITEMNAME_1583	おしゃれカード
ITEMNAME_1584	ヨロイパス
ITEMNAME_1585	ロトムじてんしゃ
ITEMNAME_1586	ロトムじてんしゃ
ITEMNAME_1587	けいけんおまもり
ITEMNAME_1588	ヨロイこうせき
ITEMNAME_1589	あかしのおまもり
ITEMNAME_1590	キズナのタヅナ
ITEMNAME_1591	キズナのタヅナ
ITEMNAME_1592	ガラナツリース
ITEMNAME_1593	でんせつのメモ１
ITEMNAME_1594	でんせつのメモ２
ITEMNAME_1595	でんせつのメモ３
ITEMNAME_1596	でんせつのメモ？
ITEMNAME_1597	カンムリパス
ITEMNAME_1598	きぼりのかんむり
ITEMNAME_1599	かがやくはなびら
ITEMNAME_1600	しろいたてがみ
ITEMNAME_1601	くろいたてがみ
ITEMNAME_1602	つめたいにんじん
ITEMNAME_1603	くろいにんじん
ITEMNAME_1604	マックスこうせき
ITEMNAME_1605	にんじんのタネ
ITEMNAME_1606	とくせいパッチ
ITEMNAME_1607	キズナのタヅナ
ITEMNAME_1608	なぞのかけらＳ
ITEMNAME_1609	なぞのかけらＬ
ITEMNAME_1610	あなほりドリル
ITEMNAME_1611	カントーのせきばん
ITEMNAME_1612	ジョウトのせきばん
ITEMNAME_1613	こころのせきばん
ITEMNAME_1614	にじのせきばん
ITEMNAME_1615	あらしのせきばん
ITEMNAME_1616	たいかいのせきばん
ITEMNAME_1617	たいりくのせきばん
ITEMNAME_1618	てんくうのせきばん
ITEMNAME_1619	いでんしのせきばん
ITEMNAME_1620	みちびきのせきばん
ITEMNAME_1621	やぶれたせきばん
ITEMNAME_1622	ＤＳプレイヤー
itemname_acc
ITEMNAME_000	なし
ITEMNAME_001	マスターボール
ITEMNAME_002	ハイパーボール
ITEMNAME_003	スーパーボール
ITEMNAME_004	モンスターボール
ITEMNAME_005	サファリボール
ITEMNAME_006	ネットボール
ITEMNAME_007	ダイブボール
ITEMNAME_008	ネストボール
ITEMNAME_009	リピートボール
ITEMNAME_010	タイマーボール
ITEMNAME_011	ゴージャスボール
ITEMNAME_012	プレミアボール
ITEMNAME_013	ダークボール
ITEMNAME_014	ヒールボール
ITEMNAME_015	クイックボール
ITEMNAME_016	プレシャスボール
ITEMNAME_017	キズぐすり
ITEMNAME_018	どくけし
ITEMNAME_019	やけどなおし
ITEMNAME_020	こおりなおし
ITEMNAME_021	ねむけざまし
ITEMNAME_022	まひなおし
ITEMNAME_023	かいふくのくすり
ITEMNAME_024	まんたんのくすり
ITEMNAME_025	すごいキズぐすり
ITEMNAME_026	いいキズぐすり
ITEMNAME_027	なんでもなおし
ITEMNAME_028	げんきのかけら
ITEMNAME_029	げんきのかたまり
ITEMNAME_030	おいしいみず
ITEMNAME_031	サイコソーダ
ITEMNAME_032	ミックスオレ
ITEMNAME_033	モーモーミルク
ITEMNAME_034	ちからのこな
ITEMNAME_035	ちからのねっこ
ITEMNAME_036	ばんのうごな
ITEMNAME_037	ふっかつそう
ITEMNAME_038	ピーピーエイド
ITEMNAME_039	ピーピーリカバー
ITEMNAME_040	ピーピーエイダー
ITEMNAME_041	ピーピーマックス
ITEMNAME_042	フエンせんべい
ITEMNAME_043	きのみジュース
ITEMNAME_044	せいなるはい
ITEMNAME_045	マックスアップ
ITEMNAME_046	タウリン
ITEMNAME_047	ブロムヘキシン
ITEMNAME_048	インドメタシン
ITEMNAME_049	リゾチウム
ITEMNAME_050	ふしぎなアメ
ITEMNAME_051	ポイントアップ
ITEMNAME_052	キトサン
ITEMNAME_053	ポイントマックス
ITEMNAME_054	もりのヨウカン
ITEMNAME_055	エフェクトガード
ITEMNAME_056	クリティカット
ITEMNAME_057	プラスパワー
ITEMNAME_058	ディフェンダー
ITEMNAME_059	スピーダー
ITEMNAME_060	ヨクアタール
ITEMNAME_061	スペシャルアップ
ITEMNAME_062	スペシャルガード
ITEMNAME_063	ピッピにんぎょう
ITEMNAME_064	エネコのシッポ
ITEMNAME_065	あおいビードロ
ITEMNAME_066	きいろビードロ
ITEMNAME_067	あかいビードロ
ITEMNAME_068	くろいビードロ
ITEMNAME_069	しろいビードロ
ITEMNAME_070	あさせのしお
ITEMNAME_071	あさせのかいがら
ITEMNAME_072	あかいかけら
ITEMNAME_073	あおいかけら
ITEMNAME_074	きいろいかけら
ITEMNAME_075	みどりのかけら
ITEMNAME_076	シルバースプレー
ITEMNAME_077	ゴールドスプレー
ITEMNAME_078	あなぬけのヒモ
ITEMNAME_079	むしよけスプレー
ITEMNAME_080	たいようのいし
ITEMNAME_081	つきのいし
ITEMNAME_082	ほのおのいし
ITEMNAME_083	かみなりのいし
ITEMNAME_084	みずのいし
ITEMNAME_085	リーフのいし
ITEMNAME_086	ちいさなキノコ
ITEMNAME_087	おおきなキノコ
ITEMNAME_088	しんじゅ
ITEMNAME_089	おおきなしんじゅ
ITEMNAME_090	ほしのすな
ITEMNAME_091	ほしのかけら
ITEMNAME_092	きんのたま
ITEMNAME_093	ハートのウロコ
ITEMNAME_094	あまいミツ
ITEMNAME_095	すくすくこやし
ITEMNAME_096	じめじめこやし
ITEMNAME_097	ながながこやし
ITEMNAME_098	ねばねばこやし
ITEMNAME_099	ねっこのカセキ
ITEMNAME_100	ツメのカセキ
ITEMNAME_101	かいのカセキ
ITEMNAME_102	こうらのカセキ
ITEMNAME_103	ひみつのコハク
ITEMNAME_104	たてのカセキ
ITEMNAME_105	ずがいのカセキ
ITEMNAME_106	きちょうなホネ
ITEMNAME_107	ひかりのいし
ITEMNAME_108	やみのいし
ITEMNAME_109	めざめいし
ITEMNAME_110	まんまるいし
ITEMNAME_111	かなめいし
ITEMNAME_112	はっきんだま
ITEMNAME_113	おちゃ
ITEMNAME_114	？？？
ITEMNAME_115	マチスのサイン
ITEMNAME_116	アクアカセット
ITEMNAME_117	イナズマカセット
ITEMNAME_118	ブレイズカセット
ITEMNAME_119	フリーズカセット
ITEMNAME_120	？？？
ITEMNAME_121	ポケモンボックス
ITEMNAME_122	かいふくポケット
ITEMNAME_123	わざマシンケース
ITEMNAME_124	アメボトル
ITEMNAME_125	きょうかポケット
ITEMNAME_126	おきがえトランク
ITEMNAME_127	ほかくポケット
ITEMNAME_128	バトルポケット
ITEMNAME_129	？？？
ITEMNAME_130	？？？
ITEMNAME_131	？？？
ITEMNAME_132	？？？
ITEMNAME_133	？？？
ITEMNAME_134	ハートスイーツ
ITEMNAME_135	こんごうだま
ITEMNAME_136	しらたま
ITEMNAME_137	はじめてメール
ITEMNAME_138	だいすきメール
ITEMNAME_139	おさそいメール
ITEMNAME_140	かんしゃメール
ITEMNAME_141	しつもんメール
ITEMNAME_142	おすすめメール
ITEMNAME_143	おかえしメール
ITEMNAME_144	ブリッジメールＳ
ITEMNAME_145	ブリッジメールＨ
ITEMNAME_146	ブリッジメールＣ
ITEMNAME_147	ブリッジメールＶ
ITEMNAME_148	ブリッジメールＷ
ITEMNAME_149	クラボのみ
ITEMNAME_150	カゴのみ
ITEMNAME_151	モモンのみ
ITEMNAME_152	チーゴのみ
ITEMNAME_153	ナナシのみ
ITEMNAME_154	ヒメリのみ
ITEMNAME_155	オレンのみ
ITEMNAME_156	キーのみ
ITEMNAME_157	ラムのみ
ITEMNAME_158	オボンのみ
ITEMNAME_159	フィラのみ
ITEMNAME_160	ウイのみ
ITEMNAME_161	マゴのみ
ITEMNAME_162	バンジのみ
ITEMNAME_163	イアのみ
ITEMNAME_164	ズリのみ
ITEMNAME_165	ブリーのみ
ITEMNAME_166	ナナのみ
ITEMNAME_167	セシナのみ
ITEMNAME_168	パイルのみ
ITEMNAME_169	ザロクのみ
ITEMNAME_170	ネコブのみ
ITEMNAME_171	タポルのみ
ITEMNAME_172	ロメのみ
ITEMNAME_173	ウブのみ
ITEMNAME_174	マトマのみ
ITEMNAME_175	モコシのみ
ITEMNAME_176	ゴスのみ
ITEMNAME_177	ラブタのみ
ITEMNAME_178	ノメルのみ
ITEMNAME_179	ノワキのみ
ITEMNAME_180	シーヤのみ
ITEMNAME_181	カイスのみ
ITEMNAME_182	ドリのみ
ITEMNAME_183	ベリブのみ
ITEMNAME_184	オッカのみ
ITEMNAME_185	イトケのみ
ITEMNAME_186	ソクノのみ
ITEMNAME_187	リンドのみ
ITEMNAME_188	ヤチェのみ
ITEMNAME_189	ヨプのみ
ITEMNAME_190	ビアーのみ
ITEMNAME_191	シュカのみ
ITEMNAME_192	バコウのみ
ITEMNAME_193	ウタンのみ
ITEMNAME_194	タンガのみ
ITEMNAME_195	ヨロギのみ
ITEMNAME_196	カシブのみ
ITEMNAME_197	ハバンのみ
ITEMNAME_198	ナモのみ
ITEMNAME_199	リリバのみ
ITEMNAME_200	ホズのみ
ITEMNAME_201	チイラのみ
ITEMNAME_202	リュガのみ
ITEMNAME_203	カムラのみ
ITEMNAME_204	ヤタピのみ
ITEMNAME_205	ズアのみ
ITEMNAME_206	サンのみ
ITEMNAME_207	スターのみ
ITEMNAME_208	ナゾのみ
ITEMNAME_209	ミクルのみ
ITEMNAME_210	イバンのみ
ITEMNAME_211	ジャポのみ
ITEMNAME_212	レンブのみ
ITEMNAME_213	ひかりのこな
ITEMNAME_214	しろいハーブ
ITEMNAME_215	きょうせいギプス
ITEMNAME_216	がくしゅうそうち
ITEMNAME_217	せんせいのツメ
ITEMNAME_218	やすらぎのすず
ITEMNAME_219	メンタルハーブ
ITEMNAME_220	こだわりハチマキ
ITEMNAME_221	おうじゃのしるし
ITEMNAME_222	ぎんのこな
ITEMNAME_223	おまもりこばん
ITEMNAME_224	きよめのおふだ
ITEMNAME_225	こころのしずく
ITEMNAME_226	しんかいのキバ
ITEMNAME_227	しんかいのウロコ
ITEMNAME_228	けむりだま
ITEMNAME_229	かわらずのいし
ITEMNAME_230	きあいのハチマキ
ITEMNAME_231	しあわせタマゴ
ITEMNAME_232	ピントレンズ
ITEMNAME_233	メタルコート
ITEMNAME_234	たべのこし
ITEMNAME_235	りゅうのウロコ
ITEMNAME_236	でんきだま
ITEMNAME_237	やわらかいすな
ITEMNAME_238	かたいいし
ITEMNAME_239	きせきのタネ
ITEMNAME_240	くろいメガネ
ITEMNAME_241	くろおび
ITEMNAME_242	じしゃく
ITEMNAME_243	しんぴのしずく
ITEMNAME_244	するどいくちばし
ITEMNAME_245	どくバリ
ITEMNAME_246	とけないこおり
ITEMNAME_247	のろいのおふだ
ITEMNAME_248	まがったスプーン
ITEMNAME_249	もくたん
ITEMNAME_250	りゅうのキバ
ITEMNAME_251	シルクのスカーフ
ITEMNAME_252	アップグレード
ITEMNAME_253	かいがらのすず
ITEMNAME_254	うしおのおこう
ITEMNAME_255	のんきのおこう
ITEMNAME_256	ラッキーパンチ
ITEMNAME_257	メタルパウダー
ITEMNAME_258	ふといホネ
ITEMNAME_259	ながねぎ
ITEMNAME_260	あかいバンダナ
ITEMNAME_261	あおいバンダナ
ITEMNAME_262	ピンクのバンダナ
ITEMNAME_263	みどりのバンダナ
ITEMNAME_264	きいろのバンダナ
ITEMNAME_265	こうかくレンズ
ITEMNAME_266	ちからのハチマキ
ITEMNAME_267	ものしりメガネ
ITEMNAME_268	たつじんのおび
ITEMNAME_269	ひかりのねんど
ITEMNAME_270	いのちのたま
ITEMNAME_271	パワフルハーブ
ITEMNAME_272	どくどくだま
ITEMNAME_273	かえんだま
ITEMNAME_274	スピードパウダー
ITEMNAME_275	きあいのタスキ
ITEMNAME_276	フォーカスレンズ
ITEMNAME_277	メトロノーム
ITEMNAME_278	くろいてっきゅう
ITEMNAME_279	こうこうのしっぽ
ITEMNAME_280	あかいいと
ITEMNAME_281	くろいヘドロ
ITEMNAME_282	つめたいいわ
ITEMNAME_283	さらさらいわ
ITEMNAME_284	あついいわ
ITEMNAME_285	しめったいわ
ITEMNAME_286	ねばりのかぎづめ
ITEMNAME_287	こだわりスカーフ
ITEMNAME_288	くっつきバリ
ITEMNAME_289	パワーリスト
ITEMNAME_290	パワーベルト
ITEMNAME_291	パワーレンズ
ITEMNAME_292	パワーバンド
ITEMNAME_293	パワーアンクル
ITEMNAME_294	パワーウエイト
ITEMNAME_295	きれいなぬけがら
ITEMNAME_296	おおきなねっこ
ITEMNAME_297	こだわりメガネ
ITEMNAME_298	ひのたまプレート
ITEMNAME_299	しずくプレート
ITEMNAME_300	いかずちプレート
ITEMNAME_301	みどりのプレート
ITEMNAME_302	つららのプレート
ITEMNAME_303	こぶしのプレート
ITEMNAME_304	もうどくプレート
ITEMNAME_305	だいちのプレート
ITEMNAME_306	あおぞらプレート
ITEMNAME_307	ふしぎのプレート
ITEMNAME_308	たまむしプレート
ITEMNAME_309	がんせきプレート
ITEMNAME_310	もののけプレート
ITEMNAME_311	りゅうのプレート
ITEMNAME_312	こわもてプレート
ITEMNAME_313	こうてつプレート
ITEMNAME_314	あやしいおこう
ITEMNAME_315	がんせきおこう
ITEMNAME_316	まんぷくおこう
ITEMNAME_317	さざなみのおこう
ITEMNAME_318	おはなのおこう
ITEMNAME_319	こううんのおこう
ITEMNAME_320	きよめのおこう
ITEMNAME_321	プロテクター
ITEMNAME_322	エレキブースター
ITEMNAME_323	マグマブースター
ITEMNAME_324	あやしいパッチ
ITEMNAME_325	れいかいのぬの
ITEMNAME_326	するどいツメ
ITEMNAME_327	するどいキバ
ITEMNAME_328	わざマシン０１
ITEMNAME_329	わざマシン０２
ITEMNAME_330	わざマシン０３
ITEMNAME_331	わざマシン０４
ITEMNAME_332	わざマシン０５
ITEMNAME_333	わざマシン０６
ITEMNAME_334	わざマシン０７
ITEMNAME_335	わざマシン０８
ITEMNAME_336	わざマシン０９
ITEMNAME_337	わざマシン１０
ITEMNAME_338	わざマシン１１
ITEMNAME_339	わざマシン１２
ITEMNAME_340	わざマシン１３
ITEMNAME_341	わざマシン１４
ITEMNAME_342	わざマシン１５
ITEMNAME_343	わざマシン１６
ITEMNAME_344	わざマシン１７
ITEMNAME_345	わざマシン１８
ITEMNAME_346	わざマシン１９
ITEMNAME_347	わざマシン２０
ITEMNAME_348	わざマシン２１
ITEMNAME_349	わざマシン２２
ITEMNAME_350	わざマシン２３
ITEMNAME_351	わざマシン２４
ITEMNAME_352	わざマシン２５
ITEMNAME_353	わざマシン２６
ITEMNAME_354	わざマシン２７
ITEMNAME_355	わざマシン２８
ITEMNAME_356	わざマシン２９
ITEMNAME_357	わざマシン３０
ITEMNAME_358	わざマシン３１
ITEMNAME_359	わざマシン３２
ITEMNAME_360	わざマシン３３
ITEMNAME_361	わざマシン３４
ITEMNAME_362	わざマシン３５
ITEMNAME_363	わざマシン３６
ITEMNAME_364	わざマシン３７
ITEMNAME_365	わざマシン３８
ITEMNAME_366	わざマシン３９
ITEMNAME_367	わざマシン４０
ITEMNAME_368	わざマシン４１
ITEMNAME_369	わざマシン４２
ITEMNAME_370	わざマシン４３
