bag
SS_bag_000	YOUR MONEY
ITEMINFO_1091	One of the many ingredients that can be used for\ncooking at your camp. When a Slowpoke’s tail falls off,\nit grows back quickly.
ITEMINFO_1092	One of the many ingredients that can be used for\ncooking at your camp. Whether this is the kind of\nvegetable stalk that Farfetch’d like is unknown.
ITEMINFO_1093	One of the many ingredients that can be used for\ncooking at your camp. An apple chosen above others.\nIt has spectacular form and a brilliant sheen.
ITEMINFO_1094	One of the many ingredients that can be used for\ncooking at your camp. The taste boiled off from the\nbones is sure to give a dish a light umami taste.
ITEMINFO_1095	One of the many ingredients that can be used for\ncooking at your camp. Potatoes help mellow out a spicy\ntaste, to make a dish more mild.
ITEMINFO_1096	One of the many ingredients that can be used for\ncooking at your camp. Though carelessly picked, these\nherbs can add a fragrant accent to a dish.
ITEMINFO_1097	One of the many ingredients that can be used for\ncooking at your camp. The assortment of vegetables\nlooks quite appealing and healthy.
ITEMINFO_1098	One of the many ingredients that can be used for\ncooking at your camp. It’s been a while since it was\nfried, so it’s gotten greasy.
ITEMINFO_1099	One of the many ingredients that can be used for\ncooking at your camp. Even just one boiled egg can\nreally enhance a dish.
ITEMINFO_1100	Everything you need to set up a tent and get cooking in\na Wild Area or at a camping spot.
ITEMINFO_1101	-\n-\n-
ITEMINFO_1102	-\n-\n-
ITEMINFO_1103	It is said that a hero used this sword to halt a terrible\ndisaster in ancient times. But it’s grown rusty and worn.
ITEMINFO_1104	It is said that a hero used this shield to halt a terrible\ndisaster in ancient times. But it’s grown rusty and worn.
ITEMINFO_1105	The fossil of an ancient Pokémon that once soared\nthrough the sky. What it looked like is a mystery.
ITEMINFO_1106	The fossil of an ancient Pokémon that once lived in the\nsea. What it looked like is a mystery.
ITEMINFO_1107	The fossil of an ancient Pokémon that once roamed the\nland. What it looked like is a mystery.
ITEMINFO_1108	The fossil of an ancient Pokémon that once lived in the\nsea. What it looked like is a mystery.
ITEMINFO_1109	A strawberry-shaped sweet. When a Milcery\nholds this, it will spin around happily.
ITEMINFO_1110	A heart-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1111	A berry-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1112	A clover-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1113	A flower-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1114	A star-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1115	A ribbon-shaped sweet. When a Milcery\nholds this, it spins around happily.
ITEMINFO_1116	A peculiar apple that can make a certain species of\nPokémon evolve. It’s exceptionally sweet.
ITEMINFO_1117	A peculiar apple that can make a certain species of\nPokémon evolve. It’s exceptionally tart.
ITEMINFO_1118	Raises Sp. Atk when a Pokémon uses a sound-based\nmove.
ITEMINFO_1119	An item to be held by a Pokémon. When the holder’s\nstats are lowered, it will be switched out of battle.
ITEMINFO_1120	These boots prevent the effects of traps set on\nthe battlefield.
ITEMINFO_1121	Raises Speed sharply when a Pokémon misses with a\nmove because of accuracy.
ITEMINFO_1122	An item to be held by a Pokémon. Lowers Speed when\nTrick Room takes effect.
ITEMINFO_1123	An item to be held by a Pokémon. This sturdy umbrella\nprotects the holder from the effects of weather.
ITEMINFO_1124	A candy that is packed with energy. When consumed, it\nwill grant a single Pokémon a very small amount of\nExp. Points.
ITEMINFO_1125	A candy that is packed with energy. When consumed, it\nwill grant a single Pokémon a small amount of\nExp. Points.
ITEMINFO_1126	A candy that is packed with energy. When consumed, it\nwill grant a single Pokémon a moderate amount of\nExp. Points.
ITEMINFO_1127	A candy that is packed with energy. When consumed, it\nwill grant a single Pokémon a large amount of\nExp. Points.
ITEMINFO_1128	A candy that is packed with energy. When consumed, it\nwill grant a single Pokémon a very large amount of\nExp. Points.
ITEMINFO_1129	A candy that is packed with energy. When consumed, it\nwill raise the Dynamax Level of a single Pokémon by\none. A higher level means higher HP when Dynamaxed.
ITEMINFO_1130	A frenetic dance to uplift the fighting spirit.\nThis sharply raises the user’s Attack stat.
ITEMINFO_1131	The user drops onto the target with its full body\nweight. This may also leave the target with paralysis.
ITEMINFO_1132	The target is scorched with an intense blast of fire.\nThis may also leave the target with a burn.
ITEMINFO_1133	The target is blasted by a huge volume of water\nlaunched under great pressure.
ITEMINFO_1134	The user attacks everything around it by swamping\nits surroundings with a giant wave.
ITEMINFO_1135	The target is struck with an icy-cold beam of energy.\nThis may also leave the target frozen.
ITEMINFO_1136	A howling blizzard is summoned to strike opposing\nPokémon. This may also leave the opposing\nPokémon frozen.
ITEMINFO_1137	A powerful low kick that makes the target fall over.\nThe heavier the target, the greater the move’s power.
ITEMINFO_1138	A strong electric blast crashes down on the target.\nThis may also leave the target with paralysis.
ITEMINFO_1139	A wicked thunderbolt is dropped on the target to\ninflict damage. This may also leave the target\nwith paralysis.
ITEMINFO_1140	The user sets off an earthquake that strikes every\nPokémon around it.
ITEMINFO_1141	The target is hit by a strong telekinetic force.\nThis may also lower the target’s Sp. Def stat.
ITEMINFO_1142	The user relaxes and lightens its body to move\nfaster. This sharply raises the Speed stat.
ITEMINFO_1143	The user takes a deep breath and focuses so that\ncritical hits land more easily.
ITEMINFO_1144	The user waggles a finger and stimulates its brain\ninto randomly using nearly any move.
ITEMINFO_1145	The target is attacked with an intense blast of\nall-consuming fire. This may also leave the target\nwith a burn.
ITEMINFO_1146	The user charges at the target and may make\nit flinch.
ITEMINFO_1147	The user temporarily empties its mind to forget its\nconcerns. This sharply raises the user’s Sp. Def stat.
ITEMINFO_1148	The user drains the target’s blood. The user’s HP is\nrestored by half the damage taken by the target.
ITEMINFO_1149	The user strikes with a simultaneous three-beam attack.\nThis may also burn, freeze, or paralyze the target.
ITEMINFO_1150	The user creates a substitute for itself using some of\nits HP. The substitute serves as the user’s decoy.
ITEMINFO_1151	An all-out attack that becomes more powerful the\nless HP the user has.
ITEMINFO_1152	Unsanitary sludge is hurled at the target. This may\nalso poison the target.
ITEMINFO_1153	The user lays a trap of spikes at the opposing\nteam’s feet. The trap hurts Pokémon that switch\ninto battle.
ITEMINFO_1154	The user rampages and attacks for two to three\nturns. The user then becomes confused.
ITEMINFO_1155	The user materializes an odd psychic wave to attack\nthe target. This attack does physical damage.
ITEMINFO_1156	The user endures any attack with at least 1 HP.\nIts chance of failing rises if it is used in succession.
ITEMINFO_1157	While it is asleep, the user randomly uses one of the\nmoves it knows.
ITEMINFO_1158	Using its tough and impressive horn, the user rams\ninto the target with no letup.
ITEMINFO_1159	The user switches places with a party Pokémon in\nwaiting and passes along any stat changes.
ITEMINFO_1160	The user compels the target to keep using the move\nit encored for three turns.
ITEMINFO_1161	The target is slammed with a steel-hard tail.\nThis may also lower the target’s Defense stat.
ITEMINFO_1162	The user crunches up the target with sharp fangs.\nThis may also lower the target’s Defense stat.
ITEMINFO_1163	The user hurls a shadowy blob at the target.\nThis may also lower the target’s Sp. Def stat.
ITEMINFO_1164	Two turns after this move is used, a hunk of psychic\nenergy attacks the target.
ITEMINFO_1165	The user attacks in an uproar for three turns.\nDuring that time, no Pokémon can fall asleep.
ITEMINFO_1166	The user attacks by exhaling hot breath on opposing\nPokémon. This may also leave those Pokémon with\na burn.
ITEMINFO_1167	The target is taunted into a rage that allows it to use\nonly attack moves for three turns.
ITEMINFO_1168	The user catches the target off guard and swaps its\nheld item with its own.
ITEMINFO_1169	The user attacks the target with great power.\nHowever, this also lowers the user’s Attack and\nDefense stats.
ITEMINFO_1170	The user employs its psychic power to exchange\nAbilities with the target.
ITEMINFO_1171	The user launches a kick that lands a critical hit\nmore easily. This may also leave the target with\na burn.
ITEMINFO_1172	The user lets loose a horribly echoing shout with\nthe power to inflict damage.
ITEMINFO_1173	The user attacks the target at full power. The attack’s\nrecoil harshly lowers the user’s Sp. Atk stat.
ITEMINFO_1174	The user absorbs a mystical power from space to\nraise its Defense and Sp. Def stats.
ITEMINFO_1175	The user attacks by shooting muddy water at opposing\nPokémon. This may also lower their accuracy.
ITEMINFO_1176	The user hardens its body’s surface like iron,\nsharply raising its Defense stat.
ITEMINFO_1177	The user slashes the target with huge sharp claws.
ITEMINFO_1178	The user tenses its muscles to bulk up its body,\nraising both its Attack and Defense stats.
ITEMINFO_1179	The user quietly focuses its mind and calms its\nspirit to raise its Sp. Atk and Sp. Def stats.
ITEMINFO_1180	The user handles a sharp leaf like a sword and\nattacks by cutting its target. Critical hits land\nmore easily.
ITEMINFO_1181	The user vigorously performs a mystic, powerful\ndance that raises its Attack and Speed stats.
ITEMINFO_1182	The user tackles the target with a high-speed spin.\nThe slower the user compared to the target, the\ngreater the move’s power.
ITEMINFO_1183	The user fights the target up close without guarding\nitself. This also lowers the user’s Defense and\nSp. Def stats.
ITEMINFO_1184	The user lays a trap of poison spikes at the feet of\nthe opposing team. The spikes will poison opposing\nPokémon that switch into battle.
ITEMINFO_1185	The user cloaks itself in fire and charges the target.\nThis also damages the user quite a lot. This attack\nmay leave the target with a burn.
ITEMINFO_1186	The user lets loose a blast of aura power from deep\nwithin its body at the target. This attack\nnever misses.
ITEMINFO_1187	The target is stabbed with a tentacle, arm, or the like\nsteeped in poison. This may also poison the target.
ITEMINFO_1188	The user releases a horrible aura imbued with dark\nthoughts. This may also make the target flinch.
ITEMINFO_1189	The user slams a barrage of hard-shelled seeds\ndown on the target from above.
ITEMINFO_1190	The user slashes at the target by crossing its\nscythes or claws as if they were a pair of scissors.
ITEMINFO_1191	The user generates a damaging sound wave by\nvibration. This may also lower the target’s\nSp. Def stat.
ITEMINFO_1192	The target is attacked with a shock wave generated\nby the user’s gaping mouth.
ITEMINFO_1193	The user attacks with a ray of light that sparkles as\nif it were made of gemstones.
ITEMINFO_1194	The user heightens its mental focus and unleashes\nits power. This may also lower the target’s\nSp. Def stat.
ITEMINFO_1195	The user draws power from nature and fires it at the\ntarget. This may also lower the target’s Sp. Def stat.
ITEMINFO_1196	The user tucks in its wings and charges from a low\naltitude. This also damages the user quite a lot.
ITEMINFO_1197	The user makes the ground under the target erupt\nwith power. This may also lower the target’s\nSp. Def stat.
ITEMINFO_1198	The user stimulates its brain by thinking bad\nthoughts. This sharply raises the user’s Sp. Atk stat.
ITEMINFO_1199	The user focuses its willpower to its head and\nattacks the target. This may also make the\ntarget flinch.
ITEMINFO_1200	The user gathers all its light energy and releases it\nall at once. This may also lower the target’s\nSp. Def stat.
ITEMINFO_1201	The user whips up a storm of leaves around the\ntarget. The attack’s recoil harshly lowers the user’s\nSp. Atk stat.
ITEMINFO_1202	The user violently whirls its vines, tentacles, or the\nlike to harshly lash the target.
ITEMINFO_1203	The user shoots filthy garbage at the target to\nattack. This may also poison the target.
ITEMINFO_1204	The user slams the target with its steel-hard head.\nThis may also make the target flinch.
ITEMINFO_1205	The user stabs the target from below with\nsharpened stones. Critical hits land more easily.
ITEMINFO_1206	The user lays a trap of levitating stones around the\nopposing team. The trap hurts opposing Pokémon\nthat switch into battle.
ITEMINFO_1207	The user snares the target with grass and trips it.\nThe heavier the target, the greater the\nmove’s power.
ITEMINFO_1208	The user strikes everything around it by swamping\nthe area with a giant sludge wave. This may also\npoison those hit.
ITEMINFO_1209	The user slams into the target with its heavy body.\nThe more the user outweighs the target, the greater\nthe move’s power.
ITEMINFO_1210	The user hurls an electric orb at the target. The\nfaster the user is than the target, the greater the\nmove’s power.
ITEMINFO_1211	The user turns the target’s power against it.\nThe higher the target’s Attack stat, the greater\nthe damage it deals.
ITEMINFO_1212	The user attacks the target with stored power.\nThe more the user’s stats are raised, the greater\nthe move’s power.
ITEMINFO_1213	The user teleports using a strange power and\nswitches places with one of its allies.
ITEMINFO_1214	The user shoots boiling hot water at its target.\nThis may also leave the target with a burn.
ITEMINFO_1215	The user is roused, and its Attack and Sp. Atk\nstats increase.
ITEMINFO_1216	The user shrouds itself in electricity and smashes\ninto its target. This also damages the user a little.
ITEMINFO_1217	The user crashes into its target while rotating its\nbody like a drill. Critical hits land more easily.
ITEMINFO_1218	The user slams its target with its flame-covered\nbody. The more the user outweighs the target, the\ngreater the move’s power.
ITEMINFO_1219	The user attacks by wrapping its opponent in a\nfierce wind that flies up into the sky. This may also\nconfuse the target.
ITEMINFO_1220	The user plays rough with the target and attacks it.\nThis may also lower the target’s Attack stat.
ITEMINFO_1221	Opposing Pokémon are drenched in an odd\npoisonous liquid. This lowers the Attack, Sp. Atk, and\nSpeed stats of a poisoned target.
ITEMINFO_1222	The user damages opposing Pokémon by emitting a\npowerful flash.
ITEMINFO_1223	The user swings both arms and hits the target.\nThe target’s stat changes don’t affect this\nattack’s damage.
ITEMINFO_1224	The user fiercely attacks the target using its\nentire body.
ITEMINFO_1225	The user attacks the target’s throat, and the\nresultant suffering prevents the target from using\nmoves that emit sound for two turns.
ITEMINFO_1226	The user attacks the enemy with a pollen puff that\nexplodes. If the target is an ally, it gives the ally a\npollen puff that restores its HP instead.
ITEMINFO_1227	The user bites the target with its psychic\ncapabilities. This can also destroy Light Screen\nand Reflect.
ITEMINFO_1228	The user slams into the target using a full-force\nblast of water. This may also lower the target’s\nDefense stat.
ITEMINFO_1229	The user attacks by slamming its body into the target.\nThe higher the user’s Defense, the more damage it can\ninflict on the target.
ITEMINFO_1230	The target is slugged by a punch thrown with\nmuscle-packed power.
ITEMINFO_1231	When a Pokémon smells this mint, its Attack will grow\nmore easily, but its Defense will grow more slowly.
ITEMINFO_1232	When a Pokémon smells this mint, its Attack will grow\nmore easily, but its Sp. Atk will grow more slowly.
ITEMINFO_1233	When a Pokémon smells this mint, its Attack will grow\nmore easily, but its Sp. Def will grow more slowly.
ITEMINFO_1234	When a Pokémon smells this mint, its Attack will grow\nmore easily, but its Speed will grow more slowly.
ITEMINFO_1235	When a Pokémon smells this mint, its Defense will grow\nmore easily, but its Attack will grow more slowly.
ITEMINFO_1236	When a Pokémon smells this mint, its Defense will grow\nmore easily, but its Sp. Atk will grow more slowly.
ITEMINFO_1237	When a Pokémon smells this mint, its Defense will grow\nmore easily, but its Sp. Def will grow more slowly.
ITEMINFO_1238	When a Pokémon smells this mint, its Defense will grow\nmore easily, but its Speed will grow more slowly.
ITEMINFO_1239	When a Pokémon smells this mint, its Sp. Atk will grow\nmore easily, but its Attack will grow more slowly.
ITEMINFO_1240	When a Pokémon smells this mint, its Sp. Atk will grow\nmore easily, but its Defense will grow more slowly.
ITEMINFO_1241	When a Pokémon smells this mint, its Sp. Atk will grow\nmore easily, but its Sp. Def will grow more slowly.
ITEMINFO_1242	When a Pokémon smells this mint, its Sp. Atk will grow\nmore easily, but its Speed will grow more slowly.
ITEMINFO_1243	When a Pokémon smells this mint, its Sp. Def will grow\nmore easily, but its Attack will grow more slowly.
ITEMINFO_1244	When a Pokémon smells this mint, its Sp. Def will grow\nmore easily, but its Defense will grow more slowly.
ITEMINFO_1245	When a Pokémon smells this mint, its Sp. Def will grow\nmore easily, but its Sp. Atk will grow more slowly.
ITEMINFO_1246	When a Pokémon smells this mint, its Sp. Def will grow\nmore easily, but its Speed will grow more slowly.
ITEMINFO_1247	When a Pokémon smells this mint, its Speed will grow\nmore easily, but its Attack will grow more slowly.
ITEMINFO_1248	When a Pokémon smells this mint, its Speed will grow\nmore easily, but its Defense will grow more slowly.
ITEMINFO_1249	When a Pokémon smells this mint, its Speed will grow\nmore easily, but its Sp. Atk will grow more slowly.
ITEMINFO_1250	When a Pokémon smells this mint, its Speed will grow\nmore easily, but its Sp. Def will grow more slowly.
ITEMINFO_1251	When a Pokémon smells this mint, all of its stats will\ngrow at an equal rate.
ITEMINFO_1252	Throw one into a Pokémon Den to attract\na wild Dynamax Pokémon.
ITEMINFO_1253	A peculiar teapot that can make a certain species of\nPokémon evolve. It may be cracked, but tea poured\nfrom it is delicious.
ITEMINFO_1254	A peculiar teapot that can make a certain species of\nPokémon evolve. It may be chipped, but tea poured\nfrom it is delicious.
ITEMINFO_1255	Strange earbuds that allow you to freely control the\nvolume of various sounds.
ITEMINFO_1256	One of the many ingredients that can be used for\ncooking at your camp. The syrupy fruits give off a strong\ntropical feel.
ITEMINFO_1257	One of the many ingredients that can be used for\ncooking at your camp. Melted cheese can really give a\ncurry some richness.
ITEMINFO_1258	One of the many ingredients that can be used for\ncooking at your camp. There are over fifty spices\ncontained within this ingredient’s hot flavor.
ITEMINFO_1259	One of the many ingredients that can be used for\ncooking at your camp. Add some whipped cream to a\nspicy curry to give it some sweetness.
ITEMINFO_1260	One of the many ingredients that can be used for\ncooking at your camp. Using packaged curry helps\nmake sure there are no slipups when cooking.
ITEMINFO_1261	One of the many ingredients that can be used for\ncooking at your camp. The refined sweetness of this\ncoconut milk makes it quite popular.
ITEMINFO_1262	One of the many ingredients that can be used for\ncooking at your camp. It has a junk-food sort of taste,\nbut it goes well with curry.
ITEMINFO_1263	One of the many ingredients that can be used for\ncooking at your camp. If you’re unsure about what to\ncook, you can’t go wrong with some burger.
ITEMINFO_1264	One of the many ingredients that can be used for\ncooking at your camp. A mysterious spice. Even a tiny\nsprinkle is sure to make a curry gigantic.
ITEMINFO_1265	Toss a number of them into a Pokémon Den for the\nchance to attract a wild Dynamax Pokémon.
ITEMINFO_1266	This bike can be combined with the Pokémon Rotom to\nnot only do a turbo boost but also run on the water.
ITEMINFO_1267	Holding it is said to increase the chance of getting a\ncritical catch. Curiously, the charm doesn’t shake much.
ITEMINFO_1268	-\n-\n-
ITEMINFO_1269	A letter entrusted to you by a girl, to be delivered to\na boy. Strangely, it looks old to you.
ITEMINFO_1270	It’s signed by all members of the Galar region’s most\ncharismatic band, the Maximizers.
ITEMINFO_1271	Professor Sonia’s published writings. Her new\ndiscoveries about the Galar region’s legends are\nrecorded in this enjoyable read.
ITEMINFO_1272	-\n-\n-
ITEMINFO_1273	-\n-\n-
ITEMINFO_1274	-\n-\n-
ITEMINFO_1275	-\n-\n-
ITEMINFO_1276	-\n-\n-
ITEMINFO_1277	-\n-\n-
ITEMINFO_1278	A catalog of devices that Rotom like. Use the catalog\nto have Rotom hop in and out of the various devices\nlisted within.
ITEMINFO_1279	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1280	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1281	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1282	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1283	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1284	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1285	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1286	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1287	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1288	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1289	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1290	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1291	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1292	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1293	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1294	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1295	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1296	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1297	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1298	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1299	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1300	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1301	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1302	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1303	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1304	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1305	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1306	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1307	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1308	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1309	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1310	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1311	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1312	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1313	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1314	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1315	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1316	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1317	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1318	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1319	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1320	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1321	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1322	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1323	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1324	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1325	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1326	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1327	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1328	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1329	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1330	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1331	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1332	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1333	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1334	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1335	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1336	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1337	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1338	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1339	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1340	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1341	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1342	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1343	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1344	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1345	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1346	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1347	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1348	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1349	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1350	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1351	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1352	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1353	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1354	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1355	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1356	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
ITEMINFO_1357	An item that causes [VAR 0101(0000)] to appear from\nthe Watchtower Lair in the Wild Area until the end of\nthe day.
