msg_bgm+zh_tw.msbt
bgm_arrange	改編
spi_zangief	Zangief{[010a|0e007a0061006e006700690065006600]}
spi_guile	Guile{[010a|0a006700750069006c006500]}
spi_dhalsim	Dhalsim{[010a|0e006400680061006c00730069006d00]}
spi_balrog	Balrog{[010a|0c00620061006c0072006f006700]}
spi_vega	Vega{[010a|08007600650067006100]}
spi_sagat	Sagat{[010a|0a0073006100670061007400]}
spi_m_bison	M. Bison{[010a|0e006d0023006200690073006f006e00]}
spi_cammy	Cammy{[010a|0a00630061006d006d007900]}
spi_fei_long	Fei Long{[010a|0e006600650069006c006f006e006700]}
spi_t_hawk	T. Hawk{[010a|0c00740023006800610077006b00]}
spi_akuma	Akuma{[010a|0a0061006b0075006d006100]}
spi_nash	Nash{[010a|08006e00610073006800]}
spi_dan_hibiki	Dan{[010a|0600640061006e00]}
spi_sakura_kasugano	Sakura{[010a|0c00730061006b00750072006100]}
spi_gen	Gen{[010a|0600670065006e00]}
spi_karin	Karin{[010a|0a006b006100720069006e00]}
spi_cody	Cody{[010a|080063006f0064007900]}
spi_ibuki	Ibuki{[010a|0a006900620075006b006900]}
spi_yun_and_yang	Yun & Yang{[010a|0e00790075006e00790061006e006700]}
spi_juri	Juri{[010a|08006a00750072006900]}
spi_cloud_ssb	克勞德{[010a|42002300300037003a0030003000300034003400340032002300310032003a0030003000300033003200360031002300310035003a003000300030003100390031003800]}
spi_cloud_ac_ssb	克勞德{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（降臨之子）{size[6400]}{[010a|9e002300300037003a0030003000300034003400340032002300310032003a0030003000300033003200360031002300310035003a00300030003000310039003100380008ff2300300039003a0030003000300035003900300039002300310037003a0030003000300033003600340033002300300034003a0030003000300037003400360034002300300033003a00300030003000390034003000340009ff]}
spi_bayonetta	Bayonetta{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（安柏拉的魔女）{size[6400]}{[010a|9a006200610079006f006e00650074007400610008ff2300300036003a0030003000310030003400310031002300300039003a0030003000300030003000360037002300300038003a0030003000300033003100360039002300300038003a0030003000300031003900320031002300320031003a0030003000300031003000340039002300300033003a00300030003000330031003500390009ff]}
spi_bayonetta_first	Bayonetta{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Bayonetta）{size[6400]}{[010a|28006200610079006f006e00650074007400610008ff6200610079006f006e00650074007400610009ff]}
spi_jeanne	Jeanne{[010a|0c006a00650061006e006e006500]}
spi_cereza	Cereza{[010a|0c0063006500720065007a006100]}
spi_rodin	Rodin{[010a|0a0072006f00640069006e00]}
spi_gomorrah	Gomorrah{[010a|100067006f006d006f007200720061006800]}
spi_balder	Balder{[010a|0c00620061006c00640065007200]}
spi_fortitudo	Fortitudo{[010a|120066006f007200740069007400750064006f00]}
spi_affinity	Affinity{[010a|100061006600660069006e00690074007900]}
spi_inspired	Inspired{[010a|100069006e00730070006900720065006400]}
spi_luka	Luka{[010a|08006c0075006b006100]}
spi_rodin_demon	Rodin, the Infinite One{[010a|260072006f00640069006e0074006800650069006e00660069006e006900740065006f006e006500]}
spi_alraune	Alraune{[010a|0e0061006c007200610075006e006500]}
spi_masked_lumen	Masked Lumen{[010a|16006d00610073006b00650064006c0075006d0065006e00]}
spi_loki	Loki{[010a|08006c006f006b006900]}
spi_madama_butterfly	Madama Butterfly{[010a|1e006d006100640061006d00610062007500740074006500720066006c007900]}
spi_loptr	Prophet{[010a|0e00700072006f007000680065007400]}
spi_simon_belmont	Simon Belmont{[010a|1800730069006d006f006e00620065006c006d006f006e007400]}
spi_vampire	Dracula{[010a|0e00640072006100630075006c006100]}
spi_medusa_head	Medusa Head{[010a|14006d00650064007500730061006800650061006400]}
spi_mummy	Mummy{[010a|0a006d0075006d006d007900]}
spi_creature_flea_man	The Creature & Flea Man{[010a|24007400680065006300720065006100740075007200650066006c00650061006d0061006e00]}
spi_death	Death{[010a|0a0064006500610074006800]}
spi_carmilla	Carmilla{[010a|10006300610072006d0069006c006c006100]}
spi_trevor_c_belmont	Trevor C. Belmont{[010a|1c0074007200650076006f0072006300620065006c006d006f006e007400]}
spi_kid_dracula	Kid Dracula{[010a|14006b0069006400640072006100630075006c006100]}
spi_richter_belmont	Richter Belmont{[010a|1c007200690063006800740065007200620065006c006d006f006e007400]}
spi_maria_renard	Maria Renard{[010a|16006d006100720069006100720065006e00610072006400]}
spi_werewolf	Werewolf{[010a|1000770065007200650077006f006c006600]}
spi_alucard	Alucard{[010a|0e0061006c0075006300610072006400]}
spi_maria_renard_sotn	Maria Renard{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Symphony of the Night）{size[6400]}{[010a|3e006d006100720069006100720065006e0061007200640008ff730079006d00700068006f006e0079006f0066007400680065006e00690067006800740009ff]}
spi_shaft	Shaft{[010a|0a0073006800610066007400]}
spi_reinhardt_schneider	Reinhardt Schneider{[010a|24007200650069006e00680061007200640074007300630068006e0065006900640065007200]}
spi_nathan_graves	Nathan Graves{[010a|18006e0061007400680061006e00670072006100760065007300]}
spi_hugh_baldwin	Hugh Baldwin{[010a|16006800750067006800620061006c006400770069006e00]}
spi_juste_belmont	Juste Belmont{[010a|18006a007500730074006500620065006c006d006f006e007400]}
spi_soma_cruz	Soma Cruz{[010a|100073006f006d0061006300720075007a00]}
spi_leon_belmont	Leon Belmont{[010a|16006c0065006f006e00620065006c006d006f006e007400]}
spi_julius_belmont	Julius Belmont{[010a|1a006a0075006c00690075007300620065006c006d006f006e007400]}
spi_jonathan_morris	Jonathan Morris{[010a|1c006a006f006e0061007400680061006e006d006f007200720069007300]}
spi_charlotte_aulin	Charlotte Aulin{[010a|1c0063006800610072006c006f00740074006500610075006c0069006e00]}
spi_shanoa	Shanoa{[010a|0c007300680061006e006f006100]}
spi_gabriel_belmont	Gabriel Belmont{[010a|1c006700610062007200690065006c00620065006c006d006f006e007400]}
spi_boss_galaga	Boss Galaga{[010a|140062006f0073007300670061006c00610067006100]}
spi_bomberman	炸彈人{[010a|42002300300039003a0030003000300037003600310038002300310035003a0030003000300032003000330038002300300032003a003000300030003900320031003400]}
spi_akira_yuki	Akira{[010a|0a0061006b00690072006100]}
spi_rathian	雄火龍{[010a|42002300310032003a0030003000300037003400360030002300300034003a0030003000300035003000330035002300310036003a003000300030003300380035003500]}
spi_papercraft_mario	Papercraft Mario{[010a|1e0070006100700065007200630072006100660074006d006100720069006f00]}
spi_mega_eggdozer	Mega Eggdozer{[010a|18006d0065006700610065006700670064006f007a0065007200]}
spi_medusa	Medusa{[010a|0c006d0065006400750073006100]}
spi_medusa_uprising	Medusa{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Kid Icarus: Uprising）{size[6400]}{[010a|2e006d00650064007500730061006b00690064006900630061007200750073007500700072006900730069006e006700]}
spi_pandora	Pandora{[010a|0e00700061006e0064006f0072006100]}
spi_hades	Hades{[010a|0a0068006100640065007300]}
spi_twinbellows	Twinbellows{[010a|16007400770069006e00620065006c006c006f0077007300]}
spi_hewdraw	Hewdraw{[010a|0e006800650077006400720061007700]}
spi_viridi	Viridi{[010a|0c00760069007200690064006900]}
spi_phosphora	Phosphora{[010a|1200700068006f007300700068006f0072006100]}
spi_magnus	Magnus{[010a|0c006d00610067006e0075007300]}
spi_dyntos	Dyntos{[010a|0c00640079006e0074006f007300]}
spi_thanatos	Thanatos{[010a|10007400680061006e00610074006f007300]}
spi_dance	舞王式{[010a|42002300310034003a0030003000310031003200360036002300300034003a0030003000310031003500320035002300300036003a003000300030003800370034003600]}
spi_little_mac	小麥克{[010a|42002300300033003a0030003000300037003000320032002300310031003a0030003000300031003000380032002300300037003a003000300030003400340034003200]}
spi_giga_mac	巨麥克{[010a|42002300300035003a0030003000300036003000330030002300310031003a0030003000300031003000380032002300300037003a003000300030003400340034003200]}
spi_doc_louis	Doc Louis{[010a|100064006f0063006c006f00750069007300]}
spi_glass_joe	Glass Joe{[010a|100067006c006100730073006a006f006500]}
spi_bald_bull	Bald Bull{[010a|1000620061006c006400620075006c006c00]}
spi_mr_sandman	Mr. Sandman{[010a|1a006d0069007300740065007200730061006e0064006d0061006e00]}
spi_piston_hondo	Piston Hondo{[010a|160070006900730074006f006e0068006f006e0064006f00]}
spi_king_hippo	King Hippo{[010a|12006b0069006e00670068006900700070006f00]}
spi_great_tiger	Great Tiger{[010a|14006700720065006100740074006900670065007200]}
spi_soda_popinski	Soda Popinski{[010a|180073006f006400610070006f00700069006e0073006b006900]}
spi_super_macho_man	Super Macho Man{[010a|1a00730075007000650072006d006100630068006f006d0061006e00]}
spi_bear_hugger	Bear Hugger{[010a|14006200650061007200680075006700670065007200]}
spi_shulk	修爾克{[010a|42002300310030003a0030003000300037003000340034002300310034003a0030003000310030003400370032002300300037003a003000300030003400340034003200]}
spi_karate_man_kicks	Karate Joe{[010a|12006b00610072006100740065006a006f006500]}
spi_the_chorus_kids	The Chorus Kids{[010a|1a00740068006500630068006f007200750073006b00690064007300]}
spi_vince	Vince{[010a|0a00760069006e0063006500]}
spi_french_bulldog	法國鬥牛{[010a|58002300300038003a0030003000300031003500320035002300310031003a0030003000300034003200330030002300310030003a0030003000300031003900390033002300300034003a003000300030003300300037003200]}
spi_nd_03_bule_shark	BlueShark{[010a|120062006c007500650073006800610072006b00]}
spi_splash	Eddy{[010a|08006500640064007900]}
spi_kip	Kip{[010a|06006b0069007000]}
spi_marin	瑪林{[010a|2c002300310034003a0030003000300031003000330032002300300038003a003000300030003300360032003300]}
spi_zelda_ocarina	薩爾達{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（時之笛）{size[6400]}{[010a|88002300310038003a0030003000300039003900390031002300310034003a0030003000310030003400370032002300310033003a00300030003000310039003000380008ff2300310030003a0030003000300038003700310035002300300034003a0030003000300037003400360034002300310031003a00300030003000320031003000360009ff]}
spi_young_zelda	年幼薩爾達{[010a|6e002300300036003a0030003000300033003000380031002300300035003a0030003000310030003900320031002300310038003a0030003000300039003900390031002300310034003a0030003000310030003400370032002300310033003a003000300030003100390030003800]}
spi_saria	莎莉亞{[010a|42002300310031003a0030003000300038003700380039002300310031003a0030003000300033003400350030002300300038003a003000300031003000370030003100]}
spi_moon	月亮{[010a|2c002300300034003a0030003000310031003700320038002300300039003a003000300030003300360035003800]}
spi_postman	郵差{[010a|2c002300310032003a0030003000310030003800390036002300310030003a003000300030003800320033003000]}
spi_phantom	幻影{[010a|2c002300300034003a0030003000300035003100380031002300310035003a003000300031003100320030003800]}
spi_yuga	尤加{[010a|2c002300300034003a0030003000310030003800370038002300300035003a003000300030003500340037003400]}
spi_hilda	Hilda {size[5000]}(The Legend of Zelda){size[6400]}{[010a|2a00680069006c00640061007400680065006c006500670065006e0064006f0066007a0065006c0064006100]}
spi_ravio	拉比奧{[010a|42002300300038003a0030003000300033003100360039002300300034003a0030003000300030003300320030002300310033003a003000300031003000330038003300]}
spi_nightmare	Nightmare{[010a|12006e0069006700680074006d00610072006500]}
spi_kracko	獨眼雲{[010a|42002300310036003a0030003000300032003200380031002300310031003a0030003000310031003000300035002300310032003a003000300031003100380032003600]}
spi_gordo	黑刺球{[010a|42002300310032003a0030003000300034003700350039002300300038003a0030003000300039003700310034002300310031003a003000300030003600340032003200]}
spi_bomber	漫步大炸彈{[010a|6e002300310034003a0030003000300031003200320030002300300037003a0030003000300030003500370030002300300033003a0030003000300031003900310033002300300039003a0030003000300037003600310038002300310035003a003000300030003200300033003800]}
spi_gooey	蠱依{[010a|2c002300320033003a0030003000300034003100380034002300300038003a003000300031003000340038003400]}
spi_dragoon	Dragoon{[010a|0e0064007200610067006f006f006e00]}
spi_elline	Elline{[010a|0c0065006c006c0069006e006500]}
spi_susie	Susie{[010a|0a0073007500730069006500]}
spi_ninten	Ninten{[010a|0c006e0069006e00740065006e00]}
spi_ana	Ana{[010a|060061006e006100]}
spi_flint	Flint{[010a|0a0066006c0069006e007400]}
spi_kumatora	Kumatora{[010a|10006b0075006d00610074006f0072006100]}
spi_salsa	Salsa{[010a|0a00730061006c0073006100]}
spi_hinawa	Hinawa{[010a|0c00680069006e00610077006100]}
spi_tornadus	龍捲雲{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（化身形態）{size[6400]}{[010a|9e002300310036003a0030003000300033003800350035002300310031003a0030003000300036003100330039002300310032003a00300030003100310038003200360008ff2300300034003a0030003000300035003000300034002300300037003a0030003000300036003100320036002300300037003a0030003000300037003200330034002300310034003a00300030003000320034003800330009ff]}
spi_thundurus	雷電雲{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（化身形態）{size[6400]}{[010a|9e002300310033003a0030003000300033003200320038002300310033003a0030003000300032003200340034002300310032003a00300030003100310038003200360008ff2300300034003a0030003000300035003000300034002300300037003a0030003000300036003100320036002300300037003a0030003000300037003200330034002300310034003a00300030003000320034003800330009ff]}
spi_roll_caskett	Roll Caskett{[010a|160072006f006c006c006300610073006b00650074007400]}
spi_expresso	Expresso{[010a|100065007800700072006500730073006f00]}
spi_winky	Winky{[010a|0a00770069006e006b007900]}
spi_darknut	黑甲武士{[010a|58002300310032003a0030003000300034003700350039002300300035003a0030003000300035003500310032002300300038003a0030003000310031003200360031002300300033003a003000300030003800370033003400]}
spi_octorok	八爪投石怪{[010a|6e002300300032003a0030003000300030003000300031002300300034003a0030003000300037003700310033002300300037003a0030003000300032003500320030002300300035003a0030003000300032003000320030002300300038003a003000300030003400320035003300]}
spi_moblin	莫力布林{[010a|58002300310031003a0030003000300031003000380033002300300032003a0030003000300033003400330036002300300035003a0030003000300030003500360036002300300038003a003000300030003300360032003300]}
spi_tektite	玻石蟲{[010a|42002300300039003a0030003000300030003000340035002300300035003a0030003000300032003000320030002300310038003a003000300030003800360037003800]}
spi_ruto	露朵{[010a|2c002300320031003a0030003000300033003300310033002300300036003a003000300030003200330032003100]}
spi_din	迪熒{[010a|2c002300300039003a0030003000300032003100300035002300310034003a003000300031003100310039003200]}
spi_tetra	特托拉{[010a|42002300310030003a0030003000300032003400350036002300300036003a0030003000300032003700390039002300300038003a003000300030003300310036003900]}
spi_metroid	密特羅德{[010a|58002300310031003a0030003000300031003300380030002300310030003a0030003000300032003400350036002300310039003a0030003000300033003700390033002300310035003a003000300030003100390031003800]}
spi_bonkers	錘星猩{[010a|42002300310037003a0030003000300038003600300038002300300039003a0030003000300037003200320035002300310032003a003000300030003700320032003700]}
spi_rocky	硬石{[010a|2c002300310032003a0030003000310031003200310034002300300035003a003000300030003200300032003000]}
spi_rick	陸庫{[010a|2c002300310031003a0030003000300033003500370037002300310030003a003000300030003400350036003700]}
spi_kine	海恩{[010a|2c002300310030003a0030003000300034003700370036002300310030003a003000300031003000340034003500]}
spi_coo	空{[010a|16002300300038003a003000300030003400360039003800]}
spi_daroach	怪盜洛切{[010a|58002300300038003a0030003000300034003200350033002300310032003a0030003000300031003900360039002300300039003a0030003000300033003800310033002300300034003a003000300030003600330032003700]}
spi_magolor	魔法洛亞{[010a|58002300320031003a0030003000300031003000340039002300300038003a0030003000300031003500320035002300300039003a0030003000300033003800310033002300300038003a003000300031003000370030003100]}
spi_zelda_bow	薩爾達{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（曠野之息）{size[6400]}{[010a|9e002300310038003a0030003000300039003900390031002300310034003a0030003000310030003400370032002300310033003a00300030003000310039003000380008ff2300310039003a0030003000300034003600390035002300310031003a0030003000310030003700350035002300300034003a0030003000300037003400360034002300310030003a00300030003000360038003000390009ff]}
spi_mipha	米法{[010a|2c002300300036003a0030003000300031003300350036002300300038003a003000300030003100350032003500]}
spi_revali	力巴爾{[010a|42002300300032003a0030003000300033003400330036002300300034003a0030003000300030003000300034002300310034003a003000300031003000340037003200]}
spi_urbosa	烏爾波扎{[010a|58002300310030003a0030003000310031003200320037002300310034003a0030003000310030003400370032002300300038003a0030003000300030003000340034002300300034003a003000300030003700360030003100]}
spi_daruk	達爾克爾{[010a|58002300310033003a0030003000300031003900300038002300310034003a0030003000310030003400370032002300300037003a0030003000300034003400340032002300310034003a003000300031003000340037003200]}
spi_guardian	守護者{[010a|42002300300036003a0030003000300038003800390033002300320031003a0030003000300035003000300032002300300038003a003000300030003700360037003500]}
spi_bokoblin	波克布林{[010a|58002300300038003a0030003000300030003000340034002300300037003a0030003000300034003400340032002300300035003a0030003000300030003500360036002300300038003a003000300030003300360032003300]}
spi_hero_chao	英雄巧歐{[010a|58002300300039003a0030003000310031003100360037002300310032003a0030003000300037003400360030002300300035003a0030003000300036003300380030002300310035003a003000300031003000330039003500]}
spi_infinite	茵弗尼特{[010a|58002300310030003a0030003000310031003000350038002300300035003a0030003000300031003700370037002300300035003a0030003000300032003900390038002300310030003a003000300030003200340035003600]}
spi_cutie_j	Cutie J{[010a|0c00630075007400690065006a00]}
spi_father_balder	Father Balder{[010a|1800660061007400680065007200620061006c00640065007200]}
spi_luma	奇可{[010a|2c002300300038003a0030003000300035003300300036002300300035003a003000300030003400340033003400]}
spi_judd_jr	Li'l Judd{[010a|10006c0069006c0023006a00750064006400]}
spi_tentacles	Off the Hook{[010a|14006f006600660074006800650068006f006f006b00]}
spi_bizen	Jelfonzo{[010a|10006a0065006c0066006f006e007a006f00]}
spi_miura	Flow{[010a|080066006c006f007700]}
spi_sigourney	Bisk{[010a|08006200690073006b00]}
spi_spiky	Murch{[010a|0a006d007500720063006800]}
spi_makky	Mockiwi{[010a|0e006d006f0063006b00690077006900]}
spi_ganon_botw	災厄加儂{[010a|58002300300037003a0030003000300039003400370034002300300034003a0030003000310030003200360037002300300035003a0030003000300035003400370034002300310035003a003000300030003300310035003000]}
spi_clip_snip	克里普{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}＆{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}斯尼普{[010a|86002300300037003a0030003000300034003400340032002300300037003a0030003000300033003400310039002300310032003a00300030003000310030003100310006ff2300310032003a0030003000300039003900340032002300300035003a0030003000300032003900390038002300310032003a003000300030003100300031003100]}
spi_toto	Tethu{[010a|0a0074006500740068007500]}
spi_isna	Esna{[010a|0800650073006e006100]}
spi_vampire_seondform	Dracula{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（2nd Form）{size[6400]}{[010a|2000640072006100630075006c00610008ff32006e00640066006f0072006d0009ff]}
spi_yoko_vernandes	Yoko Belnades{[010a|180079006f006b006f00620065006c006e006100640065007300]}
spi_hector_vampire	Hector{[010a|0c0068006500630074006f007200]}
spi_cheep_charger	超級泡泡魚{[010a|6e002300310032003a0030003000300038003200390035002300310030003a0030003000300035003300350032002300300038003a0030003000300030003600360039002300300038003a0030003000300030003600360039002300310031003a003000300031003100360031003900]}
spi_standard_kart	標準車{[010a|42002300310035003a0030003000300030003400340032002300310033003a0030003000300038003100310034002300300037003a003000300030003500390037003800]}
spi_standard_bike	標準摩托車{[010a|6e002300310035003a0030003000300030003400340032002300310033003a0030003000300038003100310034002300310035003a0030003000300031003000320031002300300036003a0030003000300032003700390039002300300037003a003000300030003500390037003800]}
spi_waluigi_strikers	瓦路易吉{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Super Mario Strikers）{size[6400]}{[010a|80002300300035003a0030003000310031003300310037002300310033003a0030003000300033003700370037002300300038003a0030003000310030003600310039002300300036003a00300030003000350033003500350008ff730075007000650072006d006100720069006f0073007400720069006b0065007200730009ff]}
spi_petey_piranha_strikers	吞食花老大{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Super Mario Strikers）{size[6400]}{[010a|96002300300037003a0030003000300032003800360034002300300039003a0030003000300038003700310033002300300038003a0030003000300035003000300035002300300036003a0030003000300033003200360039002300300033003a00300030003000310039003100330008ff730075007000650072006d006100720069006f0073007400720069006b0065007200730009ff]}
spi_plague_knight	瘟疫騎士{[010a|58002300310035003a0030003000310031003400390037002300300039003a0030003000310030003600300031002300310038003a0030003000300035003400340033002300300033003a003000300030003800370033003400]}
spi_king_knight	國王騎士{[010a|58002300310031003a0030003000300034003200330030002300300034003a0030003000310031003500320035002300310038003a0030003000300035003400340033002300300033003a003000300030003800370033003400]}
spi_specter_knight	幽靈騎士{[010a|58002300300039003a0030003000310030003800360039002300320034003a0030003000300033003700310033002300310038003a0030003000300035003400340033002300300033003a003000300030003800370033003400]}
spi_zap_fish	Zapfish{[010a|0e007a00610070006600690073006800]}
spi_great_zap_fish	Great Zapfish{[010a|1800670072006500610074007a00610070006600690073006800]}
spi_russ	Russ{[010a|08007200750073007300]}
spi_sanmakan	三魔官姊妹{[010a|6e002300300033003a0030003000300039003900370039002300320031003a0030003000300031003000340039002300300038003a0030003000300034003300300036002300300038003a0030003000300035003500390034002300300038003a003000300030003100310034003400]}
spi_cappy	凱比{[010a|2c002300310032003a0030003000300034003400360031002300300034003a003000300030003000330032003000]}
spi_odyssey	奧德賽號{[010a|58002300310033003a0030003000310030003300380033002300310035003a0030003000300031003900310038002300310037003a0030003000310030003000310037002300310033003a003000300030003400370039003000]}
spi_mario_wedding	瑪利歐{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（新郎造型）{size[6400]}{[010a|9e002300310034003a0030003000300031003000330032002300300037003a0030003000300033003400340036002300310035003a00300030003100300033003900350008ff2300310033003a0030003000300037003100360033002300300039003a0030003000300033003300340038002300310031003a0030003000300039003500300033002300300039003a00300030003000370032003300360009ff]}
spi_peach_wedding	碧姬公主{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（新娘造型）{size[6400]}{[010a|b4002300310034003a0030003000300030003400310038002300310030003a0030003000300035003300310037002300300034003a0030003000300034003300370033002300300035003a00300030003000370039003700340008ff2300310033003a0030003000300037003100360033002300310030003a0030003000300033003100300032002300310031003a0030003000300039003500300033002300300039003a00300030003000370032003300360009ff]}
spi_bowser_wedding	庫巴{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（新郎造型）{size[6400]}{[010a|88002300310030003a0030003000300034003500360037002300300034003a00300030003000300030003000340008ff2300310033003a0030003000300037003100360033002300300039003a0030003000300033003300340038002300310031003a0030003000300039003500300033002300300039003a00300030003000370032003300360009ff]}
spi_rabbid_mario	瘋兔瑪利歐{[010a|6e002300310034003a0030003000300031003700320039002300300038003a0030003000300032003700390031002300310034003a0030003000300031003000330032002300300037003a0030003000300033003400340036002300310035003a003000300031003000330039003500]}
spi_rabbid_peach	瘋兔碧姬公主{[010a|84002300310034003a0030003000300031003700320039002300300038003a0030003000300032003700390031002300310034003a0030003000300030003400310038002300310030003a0030003000300035003300310037002300300034003a0030003000300034003300370033002300300035003a003000300030003700390037003400]}
spi_rabbid_kong	瘋兔森喜剛{[010a|6e002300310034003a0030003000300031003700320039002300300038003a0030003000300032003700390031002300310032003a0030003000310030003000360038002300310032003a0030003000300036003800330033002300310030003a003000300030003400300039003500]}
spi_springman	彈簧人{[010a|42002300310035003a0030003000300032003000330038002300310038003a0030003000300035003200340035002300300032003a003000300030003900320031003400]}
spi_ribbongirl	絲帶少女{[010a|58002300310032003a0030003000300039003900340038002300310031003a0030003000300031003900340039002300300034003a0030003000300038003800370037002300300033003a003000300030003300310035003900]}
spi_minmin	麵麵{[010a|2c002300320030003a0030003000300031003400340034002300320030003a003000300030003100340034003400]}
spi_twintelle	雙馬尾巨星{[010a|6e002300310038003a0030003000300039003100360037002300310030003a0030003000300031003000320039002300300037003a0030003000310030003500360033002300300035003a0030003000300036003000330030002300300039003a003000300030003700320032003500]}
spi_ninjara	忍者俠{[010a|42002300300037003a0030003000300039003200320032002300300038003a0030003000300037003600370035002300300039003a003000300030003500340039003600]}
spi_musashi	Musashi{[010a|0e006d00750073006100730068006900]}
spi_diggernaut	Diggernaut{[010a|14006400690067006700650072006e00610075007400]}
spi_rex	雷克斯{[010a|42002300310033003a0030003000300033003200320038002300300037003a0030003000300034003400340032002300310032003a003000300030003900390034003200]}
spi_homura	焰{[010a|16002300310032003a003000300031003100300033003500]}
spi_hikari	光{[010a|16002300300036003a003000300030003400330035003400]}
spi_tora	寅{[010a|16002300310031003a003000300031003100300039003200]}
spi_hana_j_s	華JS{[010a|1a002300310032003a0030003000300035003000300037006a007300]}
spi_niyah	妮雅{[010a|2c002300300038003a0030003000300033003000300032002300310032003a003000300031003000360039003700]}
spi_meleph	梅蕾芙{[010a|42002300310031003a0030003000300031003100310038002300310037003a0030003000300033003200340032002300300038003a003000300030003100370037003300]}
spi_zeke	齊格{[010a|2c002300310034003a0030003000300035003400350030002300310030003a003000300030003300390033003500]}
spi_cutie_flower	Bloom Coach{[010a|140062006c006f006f006d0063006f00610063006800]}
spi_shantae	Shantae{[010a|0e007300680061006e00740061006500]}
spi_risky_boots	Risky Boots{[010a|14007200690073006b00790062006f006f0074007300]}
spi_detective_pikachu	名偵探皮卡丘{[010a|84002300300036003a0030003000300031003400370032002300310031003a0030003000300037003800310039002300310031003a0030003000300032003500320039002300300035003a0030003000300030003800320039002300300035003a0030003000300034003400300030002300300035003a003000300030003600330039003800]}
spi_luigi_tennis	路易吉{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Mario Tennis Ace）{size[6400]}{[010a|62002300310033003a0030003000300033003700370037002300300038003a0030003000310030003600310039002300300036003a00300030003000350033003500350008ff6d006100720069006f00740065006e006e006900730061006300650009ff]}
spi_mario_tennis	瑪利歐{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（Mario Tennis Ace）{size[6400]}{[010a|62002300310034003a0030003000300031003000330032002300300037003a0030003000300033003400340036002300310035003a00300030003100300033003900350008ff6d006100720069006f00740065006e006e006900730061006300650009ff]}
spi_pikachu_libre	面罩摔角手皮卡丘{[010a|b0002300300039003a0030003000300031003400340033002300310033003a0030003000300037003700320036002300310034003a0030003000300039003100330035002300300037003a0030003000300033003700340039002300300034003a0030003000300038003800390031002300300035003a0030003000300030003800320039002300300035003a0030003000300034003400300030002300300035003a003000300030003600330039003800]}
spi_eagle	Eagle{[010a|0a006500610067006c006500]}
spi_yoshi_flocky	耀西{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（手工世界）{size[6400]}{[010a|88002300320030003a0030003000310030003800350038002300300036003a00300030003000360037003300340008ff2300300034003a0030003000300038003800390031002300300033003a0030003000300034003300360037002300300035003a0030003000300038003700340033002300300039003a00300030003000350036003000330009ff]}
spi_dee_jay	Dee Jay{[010a|0c006400650065006a0061007900]}
spi_octoling_agent8	Octoling Girl & Octoling Boy{[010a|2e006f00630074006f006c0069006e0067006700690072006c006f00630074006f006c0069006e00670062006f007900]}
spi_octopus_form	Octoling Octopus{[010a|1e006f00630074006f006c0069006e0067006f00630074006f00700075007300]}
spi_eevee_partner	伊布{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（搭檔）{size[6400]}{[010a|5c002300300036003a0030003000310030003400380036002300300035003a00300030003000300035003600360008ff2300310033003a0030003000300031003800390034002300310037003a00300030003000320030003500370009ff]}
spi_pikachu_partner	皮卡丘{color[ff00ff00]}{size[3200]}_{size[6400]}{color[000000ff]}{size[5000]}（搭檔）{size[6400]}{[010a|72002300300035003a0030003000300030003800320039002300300035003a0030003000300034003400300030002300300035003a00300030003000360033003900380008ff2300310033003a0030003000300031003800390034002300310037003a00300030003000320030003500370009ff]}
spi_dice	骰子{[010a|2c002300310034003a0030003000300032003500320032002300300033003a003000300030003900340030003400]}
