aaa.msbt
pro_00	Mail call!{b}
stg5_sea_09	OY! {[0100|fa000000]}Quit shovin', eh?!{[0100|fa000000]} I'm workin' over\n'ere!{[0110]}{[0100|e8030000]}\x0f\x01\x10 {[0307|00004040]}I said QUIT SHOVIN'!{[0307|0000803f]}{b}
stg5_sea_11	{[0203]}{[0307|00004040]}{size[fa00]}{[0309|01000000]}{[0200]}Uh...{[0100|64000000]}AARGH!\x0f\x02\0{b}{size[6400]}
stg5_sea_12	{[0309|01000000]}Th-th-they're 'ere!{b}
stg5_sea_13	What is this ruckus, now?{[0100|fa000000]} Who is\nhere?{[0100|fa000000]} Will someone tell me what is\ngoing on?{b}
stg5_sea_14	{[030a|01000000]}{[0309|01000000]}...OoOoOoOooOooOoOoOoOoOo...{[0100|fa000000]}\n...oOoOoOoOooOooOoOoOoOoO...{b}
stg5_sea_15	{[0309|01000000]}N-n-no... {[0100|fa000000]}They're upon us...{[0100|fa000000]}\nThe p-p-p-pirate...{[0100|fa000000]}GHOSTS!{b}
stg5_sea_16	{[0309|01000000]}All them rumors were true!{b}
stg5_sea_17	{[0309|01000000]}Whuh...{[0100|fa000000]} Uh...{[0100|fa000000]} What do we do?{[0100|fa000000]}\nWe gotta get outta here!{[0100|e8030000]}{[0004]}AAAAAAAAAAIGH!{b}
stg5_sea_18	{[0309|01000000]}D-d-do not panic yourselves!{[0100|fa000000]} This\nis just a dream...{[0100|fa000000]}that we are all\nhaving...{[0100|fa000000]}awake!{b}{[0004]}N-n-now...{[0100|fa000000]}q-q-quickly...{[0100|fa000000]}m-m-move\nthe b-boat...{b}
stg5_sea_19	{[030a|01000000]}{[0309|01000000]}...OoOoOoOooOooOoOoOoOoOo...{[0100|fa000000]}\n...oOoOoOoOooOooOoOoOoOoO...{b}
stg5_sea_20	Oh...{[0100|fa000000]}ghostly ooh-ing thing!{[0100|fa000000]} Are you...{[0100|fa000000]}\nreally...{[0100|fa000000]}the savage pirate king?{b}
stg5_sea_21	{[0307|00004040]}{[0309|01000000]}AIIIIYEEEEEEEEEEEEEEEEEEE!{[0100|fa000000]}\nHEEEEELP MEEEEEEEEEEEEE!{b}
stg5_sea_22	Buck up, now, everyone!{[0100|fa000000]} Remain\ncivilized!{[0100|fa000000]} Relax!{[0100|fa000000]} Don't panic!{b}
stg5_sea_23	Relax, relax, relax, I say!{[0100|fa000000]} You simply\nmust take it easy!{[0100|fa000000]} {[0307|00004040]}Er...{[0100|fa000000]}what?{b}
stg5_sea_24	{[0307|00004040]}WAAAAAAAAAAARGH!{[0100|ee020000]}
stg5_sea_30	{[0309|01000000]}Bobbery, NO!
stg5_sea_25	Excuse me!{[0100|fa000000]} Listen, everyone!{[0100|fa000000]} If we\ncould form an orderly line without\nshoving...{[0100|fa000000]}right after...
stg5_sea_27	{[0307|00004040]}MEEEEEE!{b}
stg5_sea_26	AIIIYEEEEEEEEEEEEEEEE!{[0100|fa000000]} We must\nget out of here!{b}{[0004]}ABANDON SHIIIIIIIIIIIP!{[0100|fa000000]} Every rich,\nmarvelous merchant for himself!{b}
stg5_sea_31	{[0307|00004040]}Whoa!{[0100|ee020000]}
stg5_muj_00	Month  Day {[0100|fa000000]}\nFortune from disaster—{[0100|fa000000]}the kindly sea\nwashed us ashore.{b}{[0004]}What strange irony that this island,\nKeelhaul Key, was our intended\ndestination all along, no?{b}{[0004]}And yet, we mourn. {[0100|fa000000]}We have lost\nthree crew members, including\nAdmiral Bobbery.{b}{[0004]}It pains me to think they were\ntaken by the pirate king, that\nghostly thing...{b}{[0004]}What happens to us now, ah?{[0100|fa000000]}\nWe may be lost without hope,\nstricken in the wilds...{b}
stg5_muj_01	Month  Day {[0100|fa000000]}\nWe have made a semblance of\ncivilized life here.{b}{[0004]}The ship's flotsam washed in,{[0100|fa000000]} and\nwe now have salty bread and other\nsalty things...{b}{[0004]}We can live for some time on this\nsalty bounty of the sea...{[0100|fa000000]}but then\nwhat, I ask?{b}
stg5_muj_02	Month  Day {[0100|fa000000]}\nWe have built a few huts from the\nwashed-up timbers...{b}{[0004]}Ah, poor, sweet S.S. Flavion!{[0100|fa000000]} At least\nthe shanties keep out the wind\nand rain.{b}{[0004]}We still have had no sign of Bobbery\nand the others, and my heart,\nshe doubts...{b}{[0004]}Still, despite my fears, we must\ncontinue to hope that they are\nalive somewhere.{b}
stg5_muj_03	Month  Day {[0100|fa000000]}\nThree days on the isle now, and the\nhuts are all finished.{b}{[0004]}We have carved a life out here,\nthough we all dream of a return\nto Rogueport...{b}
stg5_muj_03_00	Oy! {[0100|fa000000]}Captain 'Stache!{b}
stg5_muj_04	It ain't much, but we finished a wee\nhut for you to rest in!{[0100|fa000000]} Come 'ave\na look!{b}
stg5_muj_94_01	Ahhh! {[0100|fa000000]}I love this salty air!{b}
stg5_muj_94_02	Wow, sure is bright today...{[0100|fa000000]} Hey, in\ncase I haven't said it enough, thanks\nfor saving us.{b}
stg5_muj_94_03	I need to get back to Rogueport\nwhere my brother is waiting...{b}
stg5_muj_94_04	I didn't know what to do, stranded in\nthat cave...{b}{[0004]}But the whole thing WAS\nrather exciting...{b}
stg5_muj_94_05	I'm just glad my little dame is safe\nan' sound...{b}
stg5_muj_95	Ah, Mario!{[0100|fa000000]} Welcome back to you, my\nstalwart captain!{b}{[0004]}So...{[0100|fa000000]} Have you found the treasure?{[0100|fa000000]}\nHow is our little expedition\nfaring, hm?{b}
stg5_muj_96	What?!{[0100|fa000000]} The spirit o' Cortez was\nguardin' the treasure?{b}{[0004]}An' you beat 'im, but you left all the\ntreasure there?!{b}{[0004]}{[030a|01000000]}AAAAAAAAAAAAAAARGH!{[030a|00000000]}{[0100|fa000000]} What were\nyou THINKIN'?!{[0100|fa000000]} Were you tryin' to\nbe NICE?!{b}{[0004]}Awww, well...{[0100|fa000000]} That's what I like about\nyou, I guess...{b}
stg5_muj_99	Could it be?{b}{[0004]}B-{[0100|fa000000]}Brother?{b}
stg5_muj_100	You...{[0100|fa000000]} What are you doing here?{b}
stg5_muj_101	I...I...{[0100|fa000000]}I came looking for you,\nBrother... {[0100|fa000000]}All the way to this\nisland, I came looking...{b}{[0004]}But ghosts attacked us...{[0100|fa000000]}and our\nboat just sank...{[0100|fa000000]}but I've found\nyou now!{b}
stg5_muj_102	Huh? {[0100|64000000]}Your boat sank too?{[0100|fa000000]} So you're\nall stranded here as well?{b}
stg5_muj_103	...{[0100|dc050000]}
stg5_muj_104	What?! {[0100|64000000]}Hold on! {[0100|64000000]}Huh?!{[0100|fa000000]}\nWhat was that?!{b}
stg5_muj_124	AAAAACK!{[0100|fa000000]} What is THAT?!{b}
stg5_muj_105	Pardon me, guys...{[0100|c8000000]} Buh huh!{[0100|fa000000]} I mean...{b}{[0004]}{[030a|01000000]}Buh!{[0100|fa000000]} Buh!{[0100|fa000000]} Buh huh huh!{[0100|fa000000]}\nBUH HUH HUH HUH HUH!{b}
stg5_muj_106	So sorry to surprise you...{[0100|fa000000]} No, wait...{[0100|fa000000]}\nNo need for that fake politeness\nanymore...{b}{[0004]}{[0101]}Good job getting the Crystal Star!{[0100|fa000000]}\nOh, yeah!{[0100|fa000000]} Seriously!{[0100|fa000000]} Good job getting\nit for ME!{b}
stg5_muj_107	Oy, now...{[0100|fa000000]} Ain't that good ol'\nFour-Eyes?{b}
stg5_muj_108	Yeah, that IS Four-Eyes!{[0100|fa000000]} What's he\ndoing over there?{b}{[0004]}{[030a|01000000]}HEEEEEEEY!{[0100|fa000000]} FOUR-EYES!{[0100|fa000000]}\nIT'S DANGEROUS UP THERE!{b}
stg5_muj_109	Pffffft!{[0100|fa000000]} What's with this\nlukewarm reception, huh?{[0100|fa000000]}\nDramatic entrance here!{b}{[0004]}Oh, whatever!{[0100|fa000000]} I'll spell it out for you\nidiots!{[0100|fa000000]} You may have known me as\nFour-Eyes...{b}{[0004]}But I'm actually...{b}
stg5_muj_110	{[0101]}{[0307|00004040]}{[030a|01000000]}Buh!{[0100|fa000000]} Buh!{[0100|fa000000]} Buh huh huh!{[0307|0000803f]}{[0100|fa000000]} The great\nLORD CRUMP!{[030a|00000000]}{[0100|fa000000]} Oh, MAN, did I fool you!{b}{[0004]}I was the mastermind in the shadows,\nrunning this voyage!{[0100|fa000000]} It HURTS to be\nthis good!{b}
stg5_muj_111	Now, Mario!{[0100|fa000000]} Enough of this!{[0100|fa000000]} I'm on\na schedule here!{[0100|fa000000]} Hand over the\nCrystal Star!{b}{[0004]}Because you know what'll happen\nif you don't...{b}
stg5_muj_112	STARBOARD CANNONS! {[0100|fa000000]}PORT\nCANNONS!{[0100|fa000000]} FIRE!{[0100|fa000000]} FIRE!{[0100|fa000000]} FIRE!\n{[0100|fa000000]}{[0101]}{[0307|00004040]}{[030a|01000000]}BUH HUH HUH HUH HUH HUH!{b}
stg5_muj_113	{[0309|01000000]}AIIIYEEEEEEEEEEEEE!{[0100|fa000000]} YIKES!{[0100|fa000000]}\nFour-Eyes was a pirate all this\ntime?{[0100|fa000000]} Madness!{[0309|00000000]}{b}{[0004]}Well, what are we all standing around\nfor?{[0100|fa000000]} Cannons, people!{[0100|fa000000]} We must flee!{b}
stg5_muj_114	Look, we're sailors...{[0100|fa000000]} We're not\nmuch good for anythin' wifout a\nship to sail!{b}
stg5_muj_115	Wait!{b}{[0004]}I have it!{[0100|fa000000]} I am a genius!{[0100|96000000]} We have\na ship at hand!{[0100|fa000000]} And a fine one,\nI must say!{b}{[0004]}{[0101]}Mario!{[0100|fa000000]} Take me...{[0100|fa000000]}to Cortez!{[0101]}{b}{[0101]}{[0004]}Yes, my brain remembered what you\nsaid!{[0100|fa000000]} You said that Cortez had a ship!{b}{[0004]}If the legend is true, then we should\nbe unstoppable in that cursed ship!{b}
stg5_muj_116	Flavio, what are you talking about?{[0100|fa000000]}\nThere's no way that'll work!{b}{[0004]}This is Cortez the pirate you're\ntalking about here!{[0100|fa000000]} Even if Mario\ndid beat him...{b}{[0004]}why would he lend YOU his ship, huh?{[0100|fa000000]}\nHe'll cream you!{[0100|fa000000]} {[0307|00004040]}Kuh-{[0100|64000000]}ree-{[0100|64000000]}eem you!{b}
stg5_muj_117	Hey!{[0100|fa000000]} I may be a coward and a cad,\nbut I still lead you!{[0100|fa000000]} I have a duty to\nprotect you!{b}{[0004]}We will be cannon fodder if we sit and\nwag our tongues!{[0100|fa000000]} We must at least\ntry Cortez!{b}{[0004]}I want to hear no complaints!{[0100|fa000000]} I am\nyour leader, and I will negotiate with\nthis Cortez!{b}{[0004]}Now, Mario!{[0100|fa000000]} Take me to this pirate\nscum this instant!{b}{[0101]}
stg5_muj_117_00	I finally found you, Brother!{b}
stg5_muj_117_01	That stinkin' Four-Eyes!{[0100|fa000000]} I always\nthought he was right fishy!{b}
stg5_muj_117_04	WAAAAAH!{[0100|fa000000]} At this rate, we'd have\nbeen better off staying in that cave!{b}
stg5_muj_117_05	What's all this craziness?{[0100|fa000000]} We finally\nget out of there only to get blasted?{b}
stg5_muj_117_06	Aaaaah, Brother!{b}
stg5_muj_117_07	EEEEEK!{[0100|fa000000]} Help me, Daddy!{b}
stg5_muj_117_08	I gotta protect my tender little snack\nmuffin!{[0100|fa000000]} I promised da boss!{b}
stg5_muj_118	{[0307|00004040]}{[030a|01000000]}Buh!{[0100|fa000000]} Buh!{[0100|fa000000]} Buh huh huh!{[0307|0000803f]}{[030a|00000000]}{[0100|fa000000]} I got\nammo to spare!{[0100|fa000000]} How's THAT for\nboom-bassa-boom?{b}
stg5_muj_119	You fire cannons here...{[0100|fa000000]}without my\npermission?{[0100|fa000000]} You have nerve, mortal!{b}{[0101]}
stg5_muj_120	{size[c800]}{[0203]}{[0307|00004040]}{[0309|01000000]}{[0200]}WHAT THE...\x0f\x02\0{[0110]}{[0100|e2040000]}\x0f\x01\x10{[0101]}{size[6400]}
stg5_muj_121	{[030a|01000000]}GRRRRGH!{[030a|00000000]}{[0100|fa000000]} I'm gonna sink this ratty\nold ghost ship to the bottom of\nthe ocean!{b}
stg5_muj_122	{[0307|00004040]}Hear my voice, spirits!{[0100|fa000000]} Take their ship,\nand show them the meaning of fear!{b}
stg5_muj_123	Mario,{[0100|fa000000]} my captain, it is now your\nturn again!{[0100|fa000000]} Get over there and duel\nthat cad!{b}{[0101]}
stg5_muj_125_00	Buh!{[0100|fa000000]} Buh!{[0100|fa000000]} Buh huh huh!{[0100|fa000000]} I'm gonna\nturn you guys into wee seeds{[0100|64000000]}.{[0100|14000000]}.{[0100|14000000]}.{b}{[0004]}Wait, that's not right.{[0100|fa000000]} I'll turn you\ninto SEAWEED! {[0100|fa000000]}{[0307|00004040]}Buh huh! {[0307|0000803f]}Enjoy!{b}
stg5_muj_125_01	Buh huh huuuuuuuuuuuuuuuh!{[0100|fa000000]}\nYou're not gonna get off that\neasily, losers!{b}{[0004]}Let's see how you like THIS...{b}
stg5_muj_125_02	{[0203]}{[0307|00004040]}{size[fa00]}{[0309|01000000]}{[0200]}X-NAUTS!\x0f\x02\0{size[6400]}
stg5_muj_125_03	Buh-uuuuuuuuuuuuuurgh!{[0100|fa000000]} Man, this\nis no good!{b}{[0004]}I thought I was almost aced for a\nsecond there!{b}{[0004]}But you haven't finished me off yet,\nyou sea urchins!{[0100|fa000000]} I'm down, but no\nWAY I'm out!{b}
stg5_muj_125	{[0309|01000000]}{[0307|00004040]}MAN, THIS IS GETTING OLD!{[0309|00000000]}{[0307|0000803f]}{[0100|fa000000]} How could\nI lose...{[0100|fa000000]}again?!{[0100|fa000000]} I HATE LOSING!{b}{[0004]}Now I gotta think of another excuse\nfor Grodus!{[0100|fa000000]} Grrrrrrr!{[0100|fa000000]} And with that...{[0100|64000000]}\npow!{[0100|64000000]} I'm gone!{b}
stg5_muj_126_kur	Yay! {[0100|fa000000]}We did it, Mario!{[0100|fa000000]} We won't have\nto worry about THAT guy for a while!{b}
stg5_muj_126_nok	Hey, all right!{[0100|fa000000]} We did it!{[0100|fa000000]} He shouldn't\nbother us anymore...{[0100|fa000000]}for a while.{b}
stg5_muj_126_win	Why, we've done it, Mario!{[0100|fa000000]} I daresay\nhe won't trouble us for some\ntime, hmm?{b}
stg5_muj_126_yos	Yeah!{[0100|fa000000]} Yeah!{[0100|fa000000]} We whipped him!{[0100|fa000000]} That\nloser won't get in our face for a while,\nfor SURE!{b}
stg5_muj_126_viv	Hey, we did it, Mario!{[0100|fa000000]} It'll take him a\nwhile to recover from that!{b}
stg5_muj_126_bom	We've done it, old boy!{[0100|fa000000]} I should say\nhe won't be too keen on seeing us\nagain, eh?{b}
stg5_muj_126_chu	Mmmm... {[0100|fa000000]}Well done, Mario!{[0100|fa000000]} That man\nwon't bother us for a while, I imagine.{b}
stg5_muj_127	YAHOOOOOOO!{[0100|ee020000]}
stg5_muj_128	WAY TO GO!{[0100|ee020000]}
stg5_muj_129	EAT SEAWEED!{[0100|ee020000]}
stg5_muj_130	YARRRRRRR!{[0100|ee020000]}
stg5_muj_131	WE DID IT!{[0100|ee020000]}
stg5_muj_132	COLA'S ON ME!{[0100|ee020000]}
stg5_muj_133	You...{[0100|fa000000]} You have distinguished yourself\nin battle!{[0100|fa000000]} Excelente, amigo!{b}{[0004]}You are worthy in my eyes!{[0100|fa000000]} You may\nuse this ship, the Black Skull, anytime\nyou like!{b}
stg5_muj_134	Ah, many thanks to you!{[0100|fa000000]} This ship\ncan get us back to Rogueport in\nno time!{b}{[0004]}Let us get away from this coconut pit\nand back home!{[0100|fa000000]} Come, everybody!{b}
stg5_muj_135	Ahhh, I can't wait to get home...{[0100|fa000000]}\nWe've been looking forward to this\nfor SO long! {b}
stg5_muj_136	Returning home alive is all the\ntreasure I need!{[0100|fa000000]} For real!{[0100|fa000000]} Now get\nthis boat moving!{b}
stg5_muj_137	Well, that is all there is to it\nthen, am I not correct?{[0100|fa000000]} To sea,\nCaptain Mario!{b}
stg5_muj_138	Ahhhh, Mario...{b}
stg5_muj_139	We're going to stay here.{[0100|fa000000]} It's been\ntough at times, but I think we like\nthis place!{b}{[0004]}Yes...{[0100|fa000000]} I think I can make a fine life\nhere with my sweet Frankie.{b}
stg5_muj_140	Hey, Mario. {[0100|fa000000]}Give my regards to da\nboss, will ya?{b}
stg5_muj_141	Yeah, I'm gonna stay here.{b}{[0004]}It's a right nice place to live wifout\nany ghosts, eh?{b}
stg5_muj_142_kur	I'm sure they'll all be just fine here.{[0100|f4010000]}\nLet's go, Mario.{b}
stg5_muj_142_nok	Yeah... {[0100|fa000000]}They're all going to be just\nfine.{[0100|f4010000]} Let's go, Mario.{b}
stg5_muj_142_win	I'm quite sure they'll be fine here on\ntheir own.{[0100|f4010000]} Come now, Mario. {[0100|fa000000]}Let's go.{b}
stg5_muj_142_yos	They're gonna do all right here,\nI think. {[0100|fa000000]}Yeah.{[0100|f4010000]} Let's break\nout, Gonzales.{b}
stg5_muj_142_viv	I'm sure they'll be all right here,\ndon't you think?{[0100|f4010000]} Let's leave, Mario.{b}
stg5_muj_142_bom	Yes, very good.{[0100|fa000000]} They'll be rather\nhappy here, eh?{[0100|f4010000]} Let's be on our\nway, hm?{b}
stg5_muj_142_chu	Oh, I'm sure they'll be completely fine\nhere...{[0100|f4010000]} Let's go, Mario.{b}
stg5_muj_143	Preparados, amigos?{[0100|f4010000]} Cast off!{b}
stg5_muj_144	Month  Day {[0100|fa000000]}\nAnd thus our adventure came to an\nexciting end, ah?{b}{[0004]}The ship sailed smoothly on to\nRogueport, {[0100|fa000000]}and soon we saw the\nharbor off our bow.{b}{[0004]}I did not find treasure, but I am\nsatisfied nonetheless, strange\nthough it sounds.{b}{[0004]}For I have found something even more\nprecious than doubloons. Yes...{b}{[0004]}Even now, I hear the crew readying\nto dock.{[0100|fa000000]} The time is ripe to close\nthis journal.{b}{[0004]}To all who wander the seas...{[0100|fa000000]}\nFlavio's blessing upon you!{[0100|ee020000]}\n{[0101]}{[0202]}Flavio\x0f\x02\x02{b}
hune_00	Qué pasa?{[0100|64000000]} Need to go back\nto Rogueport?{[0101]}
hune_00_yesno	{[010d|00000000010000009600000028000000]}Yes.\nNo.
hune_01	Well...{[0100|fa000000]} It seems you have come to\ntruly love this isla tropical.{b}{[0004]}If ever you wish to leave its shores\nbehind, just give me a shout.{b}
hune_02	Muy bien!{[0100|fa000000]} We are off!{b}{[0004]}Cast off!{[0100|fa000000]} To Rogueport!{b}
stg5_muj_145	OK, Mario...{[0100|fa000000]} I think we're ready,\npal.{[0100|fa000000]} Yeah, we are.{[0100|fa000000]} Let's go back\nto Rogueport!{b}
stg5_muj_146	Ohhhhhh, Daddy!{[0100|fa000000]} Please hang on\nuntil we get there!{b}
stg5_muj_146_01	C'mon!{[0100|fa000000]} Let's shake a leg on\nto Rogueport!{b}
stg5_muj_146_02	To my daddy!{[0100|fa000000]} Quickly!{b}
stg5_muj_146_02_01	Bonjour, Monsieur de la Moustache!{[0100|2c010000]}\nYou find me most troubled.{b}{[0004]}The women of this world, they fail to\nsee my sheer charisma...{[0100|fa000000]}my animal\nhandsomeness...{b}{[0004]}I, of course, must forgive them all,\nfor I am Dupree.{[0100|2c010000]} Et vous?{b}
koburon_01	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}Makes me feel like nothing bad\ncould happen on a day like today,\nwhack-a-do!{b}
koburon_02	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}Of course, yesterday was\nalso pretty darn nice too,\nwickety-wackety-whack-a-do!{b}
koburon_03	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}Of course, yesterday was\nalso pretty darn nice too,\nwickety-wackety-whack-a-do!{b}
koburon_04	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}Of course, yesterday was\nalso pretty darn nice too,\nwickety-wackety-whack-a-do!{b}
koburon_05	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}I'm sure tomorrow and the next\nday will be fine, fine, fine too,\nwhack-a-do!{b}
koburon_06	Whaaack-hoo! {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nWe've got some good weather\ntoday, right, right!{b}{[0004]}{[0101]}I'm sure tomorrow and the next\nday will be fine, fine, fine too,\nwhack-a-do!{b}
koburon_07	Whack-huh-ooo? {[0100|64000000]}I'm Whacka!{[0100|fa000000]}\nI think.{[0100|fa000000]} We've got good weather\ntoday...{[0100|fa000000]}I think.{b}{[0004]}{[0101]}Uh, who are you, whack-a-do?{[0100|fa000000]}\nI'm feeling a touch forgetful...{b}
koburon_08	W{[0100|64000000]}h{[0100|64000000]}a{[0100|64000000]}c{[0100|64000000]}k{[0100|64000000]}-{[0100|64000000]}h{[0100|64000000]}o{[0100|64000000]}o{[0100|64000000]}o{[0100|64000000]}o{[0100|64000000]}...{[0100|64000000]} I{[0100|64000000]}'{[0100|64000000]}m{[0100|64000000]} W{[0100|64000000]}h{[0100|64000000]}a{[0100|64000000]}c{[0100|64000000]}k{[0100|64000000]}a...{[0100|fa000000]}\nOr something like that...{b}{[0004]}{[0101]}I'm feeling a touch forgetful...{[0100|fa000000]}\nDid I eat breakfast today?{b}
koburon_09	{[030a|01000000]}♪Whack-hoo, yack-a-doo...{[0100|fa000000]}\nWick wick wack...{[0100|0f000000]}\nAah-hooo...♪{b}
koburon_10	{[030a|01000000]}Whack-HOOOOOOOOO!{[030a|00000000]}{[0100|fa000000]} Direct hit!{b}
koburon_11	{[030a|01000000]}Whack-a-DOOOOOOOOO!{[030a|00000000]}{[0100|fa000000]} Shellacked!{b}
koburon_13	{[030a|01000000]}Whack-OOOOOOOOOM!{[030a|00000000]}{[0100|fa000000]} Explosive!{b}
koburon_14	{[030a|01000000]}Whack-a-woooooooooooo...{[0100|fa000000]}{b}
stg5_muj_05	Captain! {[0100|fa000000]}Please, help us!{[0100|fa000000]} Flavio and\nPa-Patch are in a huge fight!{b}
stg5_muj_06	And what about you, Squinty?{[0100|fa000000]} You\nturned to jelly when you saw all\nthose ghosts!{b}
stg5_muj_07	What are you talkin' 'bout?!{[0100|fa000000]} You\nwere the one quakin' in 'is boots,\nfancy pants!{b}
stg5_muj_08	Wait. {[0100|fa000000]}Wait one moment.{[0100|fa000000]} Did...{[0100|fa000000]}did\nyou just call the great Flavio\n"fancy pants"?{b}
stg5_muj_09	That's right, fancy pants!{[0100|fa000000]} Fancy\npants!{[0100|fa000000]} Fancy pants!{[0100|fa000000]} Fancy pants!{[0100|fa000000]}\nFancy pants!{b}
stg5_muj_10	Why, you little CYCLOPS!{[0100|fa000000]} Flavio\ndemands satisfaction!{[0100|fa000000]} You!{[0100|fa000000]} Me!{[0100|fa000000]}\nHammers! {[0100|fa000000]}At dawn!{b}
stg5_muj_11	Oy, that's right fine by me!{[0100|fa000000]} I can't\nwait to put a few dents in those\nfancy threads!{b}
stg5_muj_12	{[0203]}{[0307|00004040]}{[0309|01000000]}{[0200]}THEY'RE HEEEEEEEEEEEERE!\x0f\x02\0{b}
stg5_muj_13	{[0309|01000000]}C-C-Captain 'Stache!{[0100|fa000000]} Them ghosts\nare back!{b}
stg5_muj_14	{[0309|01000000]}M-Mario! {[0100|fa000000]}F-front and center!{[0100|fa000000]} This\nis an o-o-o-o-order!{[0100|fa000000]} Take care of\nthose ghosts!{b}
stg5_muj_15	Yes!{[0100|fa000000]} Yer a bloomin' BEAST,\nCaptain 'Stache!{b}
stg5_muj_16	Too early to celebrate, no?{[0100|fa000000]} There are\nsurely more of them elsewhere, ah?{b}{[0004]}Someone must investigate the\nrest of the island. {[0100|fa000000]}Yes.{[0100|fa000000]} That is\nwhat must be.{b}{[0004]}As leader of this expedition, I, of\ncourse, should stay here.{[0100|fa000000]} On this,\nI brook no argument.{b}{[0004]}Ah, yes!{[0100|fa000000]} Of course!{[0100|fa000000]} Mario!{[0100|fa000000]} Perhaps\nyou could handle the exploration\nof this island?{[0101]}
stg5_muj_16_yesno	{[010d|00000000ffffffff9600000028000000]}Can do!\nNo way, pal!
stg5_muj_17	That is my boy! {[0100|fa000000]}I knew you would\ngo forth with boldness!{[0100|fa000000]} We count\nupon you!{b}
stg5_muj_18	Ah... {[0100|fa000000]}Well, we cannot just sit here\nand sun ourselves all day like\nmermaids, ah?{b}{[0004]}Someone must get out there and\nlook around! {[0100|fa000000]}This is not a thing to\nbe argued!{b}{[0004]}So!{[0100|fa000000]} We'll decide this fair and\nsquare, hmm?{b}{[0004]}Everyone!{[0100|fa000000]} All in favor of Mario\nexploring the island...{b}{[0004]}please raise your hands!{b}
stg5_muj_19	All for it!{[0100|e8030000]}
stg5_muj_20	Oh, heck YES!{[0100|e8030000]}
stg5_muj_21	Good luck, pal!{[0100|e8030000]}
stg5_muj_22	Ah! {[0100|fa000000]}There you have it.{b}{[0004]}We all count upon you.{[0100|fa000000]} Good luck,\nbold explorer!{b}
stg5_muj_22_0	So what have you found?{[0100|fa000000]} Hmmm?\n{[0100|fa000000]}Anything exciting?{[0100|fa000000]} We all cheer\nyou, Captain!{b}
stg5_muj_22_1	The eastern end o' the island seems\nawful mysterious...{[0100|fa000000]} Good luck,\nCaptain 'Stache!{b}
stg5_muj_22_2	Awwww...{[0100|fa000000]} What's going to happen to\nall of us?{b}
stg5_muj_22_3	Hey, did you find anything?{[0100|fa000000]}\nYou gotta find a way for us\nto get back home!{b}
stg5_muj_29	Ah!{[0100|fa000000]} You are still alive!{[0100|fa000000]} Well, we\nhave some fortune left! {[0100|fa000000]}Such relief\nfor Flavio!{b}{[0004]}I thought some jungle beast was\nsnacking on you!{[0100|fa000000]} Well, everyone is\naccounted for{[0100|14000000]}.{[0100|14000000]}.{[0100|14000000]}.{b}{[0004]}Now, wait one moment!{[0100|fa000000]} Am I wrong,\nor...{[0100|fa000000]}are we still one man short?{b}
stg5_muj_30	Th-th-that's right!{b}{[0004]}B-B-Bobbery sacrificed himself to save\nus from the ghosts!{b}{[0004]}Please!{[0100|fa000000]} We've got to go back and\nhelp him!{b}
stg5_muj_31	What lunacy bursts forth from\nyour mouth?{[0100|fa000000]} The admiral lives?!{[0100|fa000000]}\nWhat fortitude!{b}{[0004]}{[0101]}Mario!{[0100|fa000000]} Front and center!{[0100|fa000000]} I entrust\nyou with the mission to save our\ndear admiral!{[0101]}{b}
stg5_muj_31_01	Hm?{[0100|fa000000]} What is that you say?{b}{[0004]}Chuckola Cola?{[0100|fa000000]} Well...{[0100|fa000000]}why would I\nhave that?{b}{[0004]}But, er, yes, by the way...{[0100|fa000000]}Flavio\nis merely curious...{[0100|2c010000]}what do you\nneed it for?{b}
stg5_muj_31_02	What now?{[0100|fa000000]} The admiral may soon\nperish?{[0100|fa000000]} And he wants to drink it as\nhis last wish?{b}{[0004]}Ah...{[0100|fa000000]} So what we are dealing with\nhere is a sort of last request, am\nI correct?{b}{[0004]}Well, Flavio has no choice.{[0100|fa000000]} I found\nit on the beach, but for this noble\ncause...{[0100|fa000000]}I yield.{b}
stg5_muj_31_02_01	{[0307|00004040]}HOWEVER!{[0307|0000803f]}{b}{[0004]}This Chuckola Cola is part of my{[0100|64000000]}...\nerrr...{[0100|64000000]}I mean, OUR supplies, which\nwe need to survive.{b}{[0004]}So I will need you to find something\nto eat to replace this! {[0100|fa000000]}On this, I do\nnot budge!{b}{[0004]}Hmmm, yes...{b}{[0004]}I am sure there is something on this\nisland that would be a suitable\nreplacement...{b}
