aaa.msbt
pro_00	有您的信～
stg6_pik_09_bom	咦？{[0100|fa000000]}\n这是你的家？{[0004]}所以你是神职人员？{[0100|fa000000]}\n不是侦探？
stg6_pik_09_chu	咦？{[0100|fa000000]}\n这是你的家？{[0004]}所以你是神职人员吗？{[0100|fa000000]}\n不是侦探？
stg6_pik_10	没错。{[0100|fa000000]}\n做侦探是我的兴趣爱好。
stg6_pik_11	好了，总不能站在这里说话。\n不要客气，进来吧。
stg6_pik_13	{[0309|01000000]}嘻嘻嘻嘻……{[0309|00000000]}{[0110]}{[0100|f4010000]}\x0f\x01\x10\n你们晚了一步！{[0100|fa000000]}\n星之石我就收下了！
stg6_pik_14	哦哦！{[0100|fa000000]}\n不要丢下我啊～
stg6_pik_15_kur	啊！{[0100|fa000000]}\n没赶上！！{[0100|fa000000]}\n既然如此，只能追上去了！
stg6_pik_15_nok	啊！{[0100|fa000000]}\n没赶上！！{[0100|fa000000]}\n既然如此，我们追上去吧！
stg6_pik_15_yos	可恶！{[0100|fa000000]}\n没赶上！！{[0100|fa000000]}\n既然如此，只能追上去了！
stg6_pik_15_win	啊！{[0100|fa000000]}\n没赶上哟！！{[0100|fa000000]}\n既然如此，只能追上去了哟！
stg6_pik_15_viv	啊！{[0100|fa000000]}\n没赶上！！{[0100|fa000000]}\n既然如此，我们追上去吧！
stg6_pik_15_bom	啊！{[0100|fa000000]}\n没赶上！！{[0100|fa000000]}\n既然如此，只能追上去了！
stg6_pik_15_chu	啊！{[0100|fa000000]}\n没赶上呢！！{[0100|fa000000]}\n既然如此，我们追上去吧！
stg6_pik_16	稍等一下，{color[008000ff]}路易吉{color[000000b2]}！{[0100|fa000000]}\n你跟本侦探解释一下，\n到底怎么回事！
stg6_pik_17	唔，原来如此……{[0100|fa000000]}\n你们正在找\n这座神殿里的星之石。{[0004]}嗯嗯……{[0100|fa000000]}\n原来是这么回事。{[0004]}星之石不要紧的。{[0100|fa000000]}\n你尽管放心！{[0004]}其实那边那颗星之石，\n是个{[0307|00008040]}{color[e61b00cc]}彻头彻尾的{color[000000b2]}{[0307|0000803f]}假货。
stg6_pik_26	真货藏在这座神殿的其他地方，\n以防被盗。
stg6_pik_18	不过啊……{[0100|fa000000]}\n根据神职人员的规定……{[0004]}本侦探不能告诉你\n真正的星之石在什么地方……{[0004]}当、当、当、当然了。{[0100|fa000000]}\n本侦探很清楚星之石在哪里！{[0004]}本侦探坚信\n你一定能找到星之石！{[0004]}来吧，{color[008000ff]}路易吉{color[000000b2]}！{[0004]}尽情发挥你从本侦探这里\n学到的侦探本领，\n找到星之石吧！
stg6_pik_19	本、本、本侦探很清楚\n星之石在哪里，\n但是不能告诉你。{[0004]}本侦探绝没有忘记\n它到底放在哪里……{[0004]}别担心！{[0100|fa000000]}\n你一定能找到星之石！
stg6_pik_21	什、什么啊。{[0100|fa000000]}\n原来在那种地方……{[0004]}不，没什么。{[0100|fa000000]}\n是本侦探自言自语。{[0004]}恭喜你，{color[008000ff]}路易吉{color[000000b2]}。\n按照我们说好的，\n真正的星之石就给你了。{[0004]}没事，不用客气。{[0100|fa000000]}\n本侦探会再放一个假货在这里。{[0004]}和你一起旅行虽然艰辛，\n但也相当有趣！{[0004]}你应该还要继续自己的旅程，\n今后也要不惧困难，\n努力加油啊。
stg6_pik_26_kur	好了，我们回恶棍镇吧。
stg6_pik_26_nok	好了，我们回恶棍镇吧。
stg6_pik_26_win	好了，我们回恶棍镇嘛。
stg6_pik_26_yos	好了，回恶棍镇吧。
stg6_pik_26_viv	好了，我们回恶棍镇吧。
stg6_pik_26_bom	好了，回恶棍镇吧。
stg6_pik_26_chu	好了，我们回恶棍镇吧。
stg6_pik_24_kur	上面画着这座神殿，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样呢。
stg6_pik_24_nok	上面画着这座神殿啊，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样。
stg6_pik_24_win	上面画着这座神殿哟，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样呢。
stg6_pik_24_yos	上面画着这座神殿，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样。
stg6_pik_24_viv	上面画着这座神殿，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样呢。
stg6_pik_24_bom	上面画着这座神殿，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样啊。
stg6_pik_24_chu	上面画着这座神殿，{[0100|fa000000]}\n好大一幅画，像要把人吸进去一样呢。
stg6_pik_25	曾经放置星之石的柱座。
stg7_pik_clear_09_2	你怎么样，{color[008000ff]}路易吉{color[000000b2]}？{[0100|fa000000]}\n替本侦探向你大哥问声好！
stg7_pik_clear_09_1_1	{color[008000ff]}路易吉{color[000000b2]}……{[0100|fa000000]}\n不、不对……{[0100|fa000000]}\n马、马力欧……{[0004]}你好吗？
stg7_pik_clear_09_3	假的星之石\n正发出诡异的光。
stg6_pik_20	获得了星之石！{[0004]}星之力量提升为“７”！\n此外，马力欧学会了\n特殊招式“一击震倒”！！
stg6_pik_20_01	马力欧拿到了藏在\n比亮丽神殿的第６颗星之石。{[0004]}星之石只剩最后１颗没有拿到……{[0004]}但现在仍然不知道\n碧姬公主被关押在哪里。{[0004]}最后的星之石在何处……？{[0100|2c010000]}\n碧姬公主又在何处……？{[0004]}马力欧满心期望最后的\n星之石可以告诉自己答案，\n回到了布旺那里。
stg7_pik_clear_02	有人问过我……\n每天都在同一个地方散步，\n不腻吗？{[0004]}我回答说“不腻啊”。{[0100|fa000000]}\n因为每天都有些许不同。{[0004]}我已非昨天的我……{[0100|fa000000]}\n你亦非昨天的你……{[0100|fa000000]}\n城镇也和昨天并不相同……{[0004]}今天永不再来。{[0100|fa000000]}\n所以我想珍惜生命中的每一天。
stg7_pik_clear_03	有人问过我……\n每天都在同一个地方散步，\n不腻吗？{[0004]}我回答说“不腻啊”。{[0100|fa000000]}\n因为每天都有些许不同。{[0004]}我已非昨天的我……{[0100|fa000000]}\n你亦非昨天的你……{[0100|fa000000]}\n城镇也和昨天并不相同……{[0004]}今天永不再来。{[0100|fa000000]}\n所以我想珍惜生命中的每一天。
stg7_pik_clear_03_0	有人问过我……\n每天都在同一个地方散步，\n不腻吗？{[0004]}我回答说“不腻啊”。{[0100|fa000000]}\n因为每天都有些许不同。{[0004]}我已非昨天的我……{[0100|fa000000]}\n你亦非昨天的你……{[0100|fa000000]}\n城镇也和昨天并不相同……{[0004]}今天永不再来。{[0100|fa000000]}\n所以我想珍惜生命中的每一天。
stg7_pik_clear_03_1	咦！？\n不不不，怎么会……\n呵呵呵呵……
stg7_pik_clear_03_2	哇！\n你又来了啊！！{[0004]}路易吉记住我了！\n记住我了！
stg7_pik_clear_04	嗨，你好。{[0100|fa000000]}\n比亮丽山庄很暖和，\n是个不错的地方吧？{[0004]}我很喜欢这里哦。{[0100|fa000000]}\n毕竟太过寒冷的地方容易感冒。
stg7_pik_clear_05	嗨，你好。{[0100|fa000000]}\n比亮丽山庄很暖和，\n是个不错的地方吧？{[0004]}我很喜欢这里哦。{[0100|fa000000]}\n毕竟太过寒冷的地方容易感冒。
stg7_pik_clear_05_1	嗨，你好。{[0100|fa000000]}\n比亮丽山庄很暖和，\n是个不错的地方吧？{[0004]}我很喜欢这里哦。{[0100|fa000000]}\n毕竟太过寒冷的地方容易感冒。
stg7_pik_clear_06	这座比亮丽神殿非常有名。{[0004]}不仅因为里面挂着的那幅画，\n也因为它外观十分壮丽恢宏。{[0004]}{[0101]}而我每天都能观赏它，\n我真是个幸福的人。
stg7_pik_clear_07	这座比亮丽神殿非常有名。{[0004]}不仅因为里面挂着的那幅画，\n也因为它外观十分壮丽恢宏。{[0004]}{[0101]}而我每天都能观赏它，\n我真是个幸福的人。
stg7_pik_clear_07_1	这座比亮丽神殿非常有名。{[0004]}不仅因为里面挂着的那幅画，\n也因为它外观十分壮丽恢宏。{[0004]}{[0101]}而我每天都能观赏它，\n我真是个幸福的人。
stg7_pik_clear_08	别看我这样，\n其实我很容易积攒压力。{[0004]}{[0101]}压力大的时候，我就会像这样，\n光脚在草坪上走来走去。{[0004]}来，你也试试吧！
stg7_pik_clear_09	别看我这样，\n其实我很容易积攒压力。{[0004]}{[0101]}压力大的时候，我就会像这样，\n光脚在草坪上走来走去。{[0004]}来，你也试试吧！
stg7_pik_clear_09_1	别看我这样，\n其实我很容易积攒压力。{[0004]}{[0101]}压力大的时候，我就会像这样，\n光脚在草坪上走来走去。{[0004]}你看上去也积攒了\n很多压力哦。{[0100|fa000000]}\n来，一起走走吧！
irai_27_001	你好！{[0100|fa000000]}\n你接了委托对吧！{[0004]}我还稍微期待了一下\n路易吉会不会亲自来……算了。{[0100|fa000000]}\n你去把路易吉带过来吧！
irai_27_001_1	我是他的忠实粉丝！！{[0100|fa000000]}\n我一定、一定要见他一面！{[0100|fa000000]}\n然后……{[0004]}我想把这个蛋糕给他！！{[0100|fa000000]}\n一定要给他！！{[0004]}你明白的吧！{[0100|fa000000]}\n“麻烦把路易吉带过来！”{[0100|fa000000]}\n拜托你了！！
irai_27_002	你还记得我的委托吗？{[0100|fa000000]}\n“麻烦把路易吉带过来！”{[0100|fa000000]}\n拜托你了！！{[0004]}对了，听说有人用\n什么“徽章”假扮成路易吉呢！{[0004]}我才不会允许别人\n看路易吉绿色的衣服帅气，\n就随便模仿他！{[0004]}就算那种人出现了，\n我也一定、一定不会认错的！
irai_27_003	{[0307|00004040]}哇！！！！{[0307|0000803f]}{[0100|fa000000]}\n我明白……我明白的！{[0100|fa000000]}\n虽然从未谋面……{[0004]}{[0101]}但我明白！{[0100|fa000000]}\n你就是真正的路易吉！！
irai_27_004	{[030a|01000000]}啊～！{[030a|00000000]}果然是你！{[0100|fa000000]}\n我好感动！！{[0100|fa000000]}\n啊！我该说些什么才好！！
irai_27_005	{[0307|00004040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n我让路易吉为难了！{[0100|fa000000]}\n让他为难了！{[0004]}{[0101]}啊啊啊……我该怎么办……{[0100|fa000000]}\n啊！对了！{[0100|fa000000]}\n蛋糕！
irai_27_006	我自己亲手做的蛋糕做坏了……\n但我拜托南希重做了一份！{[0004]}路易吉，这个给你！{[0100|fa000000]}\n{[0307|00004040]}请收下！{[0307|0000803f]}
irai_27_007_1	{[0307|00004040]}啊啊！！{[0307|0000803f]}\n路易吉的持有物都满了！{[0004]}真是的！\n我这个不会察言观色的笨女人！\n那我先把它放在这里……
irai_27_007_2	啊啊啊……我该怎么办……{[0100|fa000000]}\n可以请你和我握个手吗……？
irai_27_008	嗨，大哥。{[0100|fa000000]}\n你怎么和我打扮得一模一样，\n你在做什么啊？
irai_27_009	{[0307|00004040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n你……你怎么回事！！{[0100|fa000000]}\n你在模仿路易吉对吧！
irai_27_010	{[0101]}咦！{[0100|fa000000]}\n我没有模仿啊。{[0100|fa000000]}\n我就是路易吉。{[0004]}对吧，大哥你也说点什么啊！
irai_27_011	{[0309|01000000]}我生气了——！！{[0309|00000000]}{[0100|fa000000]}\n这家伙搞什么啊！！{[0100|fa000000]}\n这么亲昵地和路易吉搭话！{[0004]}区区一个模仿者，别假戏真做，\n大大咧咧地打扰我们啊！！
irai_27_012	{[0101]}太……太过分了！！{[0100|fa000000]}\n这是在做梦……{[0100|fa000000]}我在做恶梦！{[0100|fa000000]}\n我不会相信的！{[0100|fa000000]}{[0309|01000000]}呜哇！！{[0309|00000000]}
irai_27_013	啊！讨厌……我真是的！{[0100|fa000000]}\n让你看到丢人的一面了！{[0100|fa000000]}\n让你看到了！
irai_27_014	你让我不要在意？{[0100|fa000000]}\n谢谢你，路易吉。{[0100|fa000000]}\n你好温柔啊！{[0004]}谢谢你今天来见我。{[0100|fa000000]}\n我会把这一天永远珍藏在心中。{[0004]}请你……再来见我哦！
stg7_pik_clear_10	我们是最爱旅行三姐妹，\n我们在周游世界！{[0004]}现在住在那家豪华酒店里
stg7_pik_clear_11	比亮丽山庄真是一个\n时髦又漂亮的地方呢
stg7_pik_clear_12	我们接下来打算\n去比亮丽神殿参观哦
stg7_pik_clear_13	怎么样，这栋房子很不错吧？{[0100|fa000000]}\n请随意参观。{[0004]}建这栋房子的时候，\n就连各种细节都很讲究哦！{[0004]}不仅房子内部，\n外面的造型也经过精心设计哦。{[0100|fa000000]}\n也请从外面好好观赏。
stg7_pik_clear_14	怎么样，这栋房子很不错吧？{[0100|fa000000]}\n请随意参观。{[0004]}建这栋房子的时候，\n就连各种细节都很讲究哦！{[0004]}不仅房子内部，\n外面的造型也经过精心设计哦。{[0100|fa000000]}\n也请从外面好好观赏。
stg7_pik_clear_14_1	怎么样，这栋房子很不错吧？{[0100|fa000000]}\n请随意参观。{[0004]}建这栋房子的时候，\n就连各种细节都很讲究哦！{[0004]}不仅房子内部，\n外面的造型也经过精心设计哦。{[0100|fa000000]}\n也请从外面好好观赏。
stg7_pik_clear_15	这里的生活虽然也很愉快……{[0004]}但比如吃刨冰啊……{[0100|fa000000]}\n堆雪人啊……{[0100|fa000000]}\n滑雪啊……{[0004]}{[0101]}这些事情～都没办法做。{[0100|fa000000]}\n离开故乡之后，\n才发现故乡的好。
stg7_pik_clear_16	这里的生活虽然也很愉快……{[0004]}但比如吃刨冰啊……{[0100|fa000000]}\n堆雪人啊……{[0100|fa000000]}\n滑雪啊……{[0004]}{[0101]}这些事情～都没办法做。{[0100|fa000000]}\n离开故乡之后，\n才发现故乡的好。
stg7_pik_clear_16_1	我最近在冷冷村\n和比亮丽山庄之间往来。{[0004]}事到如今我终于发现，\n有些事情只有那边才能做，\n而有些事情只有这边才能做。{[0004]}{[0101]}多亏如此，\n我现在每天都活得很充实。
stg7_pik_clear_17	我听说比亮丽山庄\n是个宁静的地方……{[0100|fa000000]}\n没想到游客还挺多的。{[0004]}干脆我也开间商店，\n卖点冷冷村的特产好了……
stg7_pik_clear_18	我听说比亮丽山庄\n是个宁静的地方……{[0100|fa000000]}\n没想到游客还挺多的。{[0004]}干脆我也开间商店，\n卖点冷冷村的特产好了……
stg7_pik_clear_18_1	最近游客变少了，\n这里变得非常宁静。{[0004]}我之前还想过要不要开间商店\n卖冷冷村的特产，\n现在看来没开是对的。
stg7_pik_clear_19	日安，胡子先生。{[0100|2c010000]}\n这家酒店的接待员小姐\n非常可爱哦！{[0004]}在我捕获那位小姐的芳心之前，\n要我在这家酒店住几晚都可以！
stg7_pik_shop_00	欢迎光临！\n要不要买点有名的\n高级“生意大利面”带回去做伴手礼呢？{[0004]}１份５０金币。{[0100|fa000000]}\n你要买点吗？{[0101]}
stg7_pik_shop_01	{[010d|0000000001000000b000000028000000]}买\n不买
stg7_pik_shop_02	谢谢惠顾！
stg7_pik_shop_03	这位顾客，你的金币不够哦。\n请带够钱再来吧。
stg7_pik_shop_04	这位顾客，你的持有物似乎满了。\n请将物品卖出或寄存后，\n再来购买吧。
stg7_pik_shop_05	欢迎下次光临。
stg7_pik_shop_06	高级“生意大利面”，\n１份５０金币。\n你要再买点吗？{[0101]}
stg7_pik_clear_03_2_01	哎呀，这不是马力欧吗？{[0100|fa000000]}\n好久不见了呢。{[0004]}我今天和管家赛巴斯钦一起\n千里迢迢地来比亮丽神殿旅游哦。{[0004]}久违地踏出了宅邸。{[0100|fa000000]}\n路上的男人们\n都在回头看我呢！{[0004]}{[0101]}{[0203]}{[030a|01000000]}{size[c800]}{[0200]}哦呵呵呵呵！\x0f\x02\0{size[6400]}{[030a|00000000]}{[0004]}{[0101]}算了，这也是当然的。{[0100|fa000000]}\n马力欧，你也可以\n沉迷于我的美貌哦。
stg7_pik_clear_03_2_02	羞羞大小姐，{[0100|fa000000]}\n您真的十分美丽。{[0004]}{[0101]}呜呜……看您出落得这么优秀，\n我也就无愧于列祖列宗了！
stg6_pik_board_00	{[0200]}危险！！禁止入内。\x0f\x02\0
rsh.msbt
stg6_rsh_00	欢迎乘坐豪华高速列车！{[0100|fa000000]}\n我是本列车的司机。{[0004]}本次列车终点站：比亮丽山庄，\n全程历时３天！{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_01	咦？{[0100|fa000000]}\n恐吓信？{[0100|fa000000]}\n您收到了这种东西是吗！？{[0004]}唔……{[0004]}{[0101]}我不能离开工作岗位，\n请您去列车尾部\n找车长商量吧。
stg6_rsh_01_03	我不能离开工作岗位，\n请您去列车尾部\n找车长商量恐吓信的事情吧。
stg6_rsh_01_04	乘坐豪华高速列车的\n感觉怎么样？{[0100|fa000000]}\n是不是天下第一！{[0004]}这美丽的车身当然不用提，\n不过更希望您能直接感受一下\n这种舒适的摇摆啊！{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_01_01	在夕阳下疾驰\n别有一番风味吧！{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_01_02	在夜晚的旷野疾驰\n很有神秘感吧！{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_109	小金公子很崇拜我这个司机？{[0100|fa000000]}\n{[030a|01000000]}哎呀～真难为情啊～{[030a|00000000]}
stg6_rsh_108	想要我的签名？{[0100|fa000000]}\n……啊，要给小金公子吗？{[0100|fa000000]}\n可以啊。{[0004]}那就……
stg6_rsh_110	{[030a|01000000]}哎呀～{[0100|fa000000]}\n给人签名真难为情啊～{[030a|00000000]}
stg6_rsh_147_01	对司机来说，工作不分昼夜。{[0004]}{[0101]}认真工作的男人才最帅。
stg6_rsh_152	早上好。{[0100|fa000000]}\n昨晚睡得还好吗？{[0004]}今天会在河畔车站\n暂时停靠哦。
stg6_rsh_153	早上好。{[0100|fa000000]}\n昨晚睡得还好吗？{[0004]}今天会在河畔车站\n暂时停靠哦。
stg6_rsh_209	现在正在补充燃料。{[0004]}您要不要去外面走走？{[0004]}豪华高速列车从外面看\n也是{[0307|00008040]}天下第一{[0307|0000803f]}哦。
stg6_rsh_217	明天就到比亮丽山庄了哦。{[0100|fa000000]}\n豪华高速列车之旅体验如何？{[0004]}不不不，{[0100|fa000000]}\n不用问我也知道。{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_231	早上好，马力欧。{[0100|fa000000]}\n今天好像格外安静呢～？
stg6_rsh_232	嗯？{[0100|fa000000]}\n窗户沾到脏东西了……？
stg6_rsh_233	哇——！{[0100|fa000000]}\n这些家伙是什么！？
stg6_rsh_234_kur	这不是昨天\n在车站地下的那帮家伙吗？{[0100|fa000000]}\n难道它们一路跟过来了！？
stg6_rsh_234_nok	这不是昨天\n在车站地下的那帮家伙吗？{[0004]}难道它们一路跟过来了！？
stg6_rsh_234_yos	这不是昨天\n在车站地下的那帮家伙吗？{[0100|fa000000]}\n难道它们一路跟过来了！？
stg6_rsh_234_win	这不是昨天\n在车站地下的那帮家伙嘛？{[0100|fa000000]}\n难道它们一路跟过来了嘛！？
stg6_rsh_234_viv	这不是昨天\n在车站地下的那帮家伙吗？{[0100|fa000000]}\n难道它们一路跟过来了！？
stg6_rsh_234_bom	这不是昨天\n在车站地下的那帮家伙吗？{[0100|fa000000]}\n难道它们一路跟过来了！？
stg6_rsh_234_chu	这不是昨天\n在车站地下的那帮家伙吗？{[0004]}难道它们一路跟过来了吗！？
stg6_rsh_235_00	{[0309|01000000]}这这这……这究竟，{[0100|fa000000]}\n我我我……我到底，{[0100|fa000000]}\n该该该……该怎么办？{[0004]}不不不……不对，{[0100|fa000000]}\n首先要确保{[0100|fa000000]}\n乘乘乘……乘客的安全！{[0004]}这这这……这里就{[0100|fa000000]}\n先先先……先交给我{[0100|fa000000]}\n想想想……想办法处理……{[0004]}马马马……马力欧，{[0100|fa000000]}\n可以麻烦您去看看{[0100|fa000000]}\n列列列……列车里的情况吗？{[0309|00000000]}{[0101]}{b}
stg6_rsh_235	{[0309|01000000]}这这这……这里就{[0100|fa000000]}\n先先先……先交给我{[0100|fa000000]}\n想想想……想办法处理……{[0004]}马马马……马力欧，{[0100|fa000000]}\n可以麻烦您去看看{[0100|fa000000]}\n列列列……列车里的情况吗？{[0309|00000000]}
stg6_rsh_253	一路上真是发生了很多事情呢。\n列车之旅体验如何？{[0004]}衷心期待您的再度搭乘。{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_259_00	第２天傍晚\n抵达河畔车站。{[0004]}第３天\n抵达比亮丽山庄。
stg6_rsh_c_00_1	第２天傍晚\n抵达河畔车站。{[0004]}第３天\n抵达恶棍镇。
stg6_rsh_260	这里是驾驶列车的地方。\n排列着很多大大小小的操纵杆和开关。
stg6_rsh_c_07	欢迎乘坐{[0100|fa000000]}豪华高速列车！{[0004]}本次列车终点站：比亮丽山庄！
stg6_rsh_c_08	欢迎乘坐{[0100|fa000000]}豪华高速列车！{[0004]}本次列车终点站：恶棍镇！
stg6_rsh_c_08_1	列车之旅体验如何？{[0004]}{[030a|01000000]}豪华高速列车{[0100|fa000000]}\n天下第一！！{[030a|00000000]}
stg6_rsh_09	嗨，{[0100|fa000000]}\n我是世界著名的\n电影明星特伦。{[0004]}我现在正要前往比亮丽山庄拍电影。{[0004]}{[0101]}女孩子们都想要我的签名。{[0100|fa000000]}\n真让人头疼呢。
stg6_rsh_10	我是个电影明星，\n现在正要前往比亮丽山庄拍电影。{[0004]}{[0101]}女孩子们都想要我的签名，{[0100|fa000000]}\n真让人头疼呢。
stg6_rsh_11	哎呀，欢迎。{[0100|fa000000]}\n这位有型的绅士。{[0004]}……咦？魔女？？\n我吗？{[0004]}倒是有不少男人为我着魔……{[0004]}但将我的美貌比喻成魔女的，\n你还是第一位。哦呵呵……
stg6_rsh_53	感觉有些嘈杂，\n出什么事了吗？{[0004]}咦？炖菜的锅子？{[0004]}我正在节食，\n不会摄入那么多热量哦。
stg6_rsh_61	嗨，是你啊。{[0100|fa000000]}\n刚刚连我都被怀疑了，\n真是飞来横祸。
stg6_rsh_62	你好，{[0100|fa000000]}\n这位有型的绅士。
stg6_rsh_80	欢迎，{[0100|fa000000]}\n这位有型的绅士。{[0004]}听说你解决了\n一个非常复杂的案件。{[0004]}{[030a|01000000]}真可靠呢～{[030a|00000000]}{[0004]}我有件事想和你商量，\n你愿意听我说说吗？{[0101]}
stg6_rsh_81	哎呀，真令人开心！{[0004]}其实呢……{[0004]}我的金戒指\n在这趟列车上弄丢了，\n想请你帮忙找找。{[0004]}那就拜托你了哦，{[0100|fa000000]}\n有型的绅士。
stg6_rsh_82	真遗憾呢，{[0100|fa000000]}\n我还以为你一定会\n愿意听我说……
stg6_rsh_83	欢迎，{[0100|fa000000]}\n这位有型的绅士。{[0004]}莫非……{[0100|fa000000]}\n你改变主意，\n愿意听我说了？{[0101]}
stg6_rsh_83_yn	{[010d|00000000010000009600000028000000]}愿意\n不愿意
stg6_rsh_84	金戒指的事情，{[0100|fa000000]}\n就拜托你了哦。
stg6_rsh_106	小金公子想要的礼物？\n…………{[0004]}应该是他崇拜的电影明星，\n比如我的签名吧。{[0004]}{[0101]}呵呵呵，不好意思哦，{[0100|fa000000]}\n我的原则是只给女孩子签名。
stg6_rsh_107_kur	我觉得……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他真的会爆炸。
stg6_rsh_107_nok	嗯……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧……{[0004]}再不赶快找到的话，\n说不定他真的会爆炸。
stg6_rsh_107_yos	喂……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他可真的会爆炸啊。
stg6_rsh_107_win	我说呀……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他真的会爆炸哟。
stg6_rsh_107_viv	我觉得……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他真的会爆炸。
stg6_rsh_107_bom	喂……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他真的会爆炸。
stg6_rsh_107_chu	我觉得……{[0004]}小金公子想要的应该是\n他崇拜的人的东西吧？{[0004]}再不赶快找到的话，\n说不定他真的会爆炸呢。
stg6_rsh_147_02	睡意也向我袭来了。{[0100|fa000000]}\n电影明星可是很辛苦的。
stg6_rsh_147_03	得赶紧睡了。{[0100|fa000000]}\n熬夜对皮肤可不好。
stg6_rsh_160	早上好，有型的绅士。{[0004]}你找到我的金戒指了吗？{[0004]}我相信你一定能帮我找到。
stg6_rsh_200	你找到我的金戒指了吗？
stg6_rsh_201	没错，{[0100|fa000000]}\n这正是我丢失的戒指。{[0004]}谢谢你，有型的绅士。{[0100|fa000000]}\n我就知道你一定能帮我找到。{[0004]}一点薄礼，不成敬意，\n还请笑纳。
stg6_rsh_202	祝你有美好的一天。
stg6_rsh_201_2	这样啊……
stg6_rsh_204	谢谢你帮我找到戒指。{[0100|fa000000]}\n方便的话，\n可以再和我聊一下吗？
stg6_rsh_205	你去比亮丽山庄是要做什么呢？{[0101]}
stg6_rsh_205_01	{[010d|00000000ffffffff5e01000028000000]}去比亮丽神殿\n去找星之石
stg6_rsh_206	去比亮丽神殿？{[0100|fa000000]}\n那里挂着一幅很大的画哦。{[0004]}那幅画真的很大，\n让人感觉像要被吸进去一样。
stg6_rsh_207	去找星之石？{[0100|fa000000]}\n那真是一颗{[0100|fa000000]}\n很漂亮的石头呢。{[0004]}它就被供奉在\n比亮丽山庄的神殿里哦。
stg6_rsh_208	我要去比亮丽山庄的别墅。{[0004]}有时间的话，\n欢迎你来玩哦。{[0004]}我想慢慢听你讲\n你的冒险故事。
stg6_rsh_216	{[030a|01000000]}请注意，请注意。{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}各位乘客，{[0100|fa000000]}\n让大家久等了。{[0004]}本次列车将开往终点站：比亮丽山庄。
stg6_rsh_221	明天终于要到比亮丽山庄了。{[0100|fa000000]}\n真令人期待呢。{[0004]}熬夜对身体不好，{[0100|fa000000]}\n我差不多该休息了。
stg6_rsh_248	非常感谢！{[0004]}感觉这三天一直\n在承蒙您的帮助。{[0100|fa000000]}\n真的非常感谢。
stg6_rsh_249	{[030a|01000000]}乘客们都平安无事{[0110]}{[0100|2c010000]}\x0f\x01\x10\n全都多亏了你呢{[030a|00000000]}
stg6_rsh_250	谢谢你，这位先生。{[0100|fa000000]}\n你是我的算命恩人。{[0004]}哦～我说错了。{[0110]}{[0100|f4010000]}\x0f\x01\x10\n是救命恩人。
stg6_rsh_251	大家知道吗？{[0100|fa000000]}\n他就是那位鼎鼎大名的{color[008000ff]}路易吉{color[000000b2]}！
stg6_rsh_252	好了，马上就要\n抵达比亮丽山庄了！{[0004]}各位乘客，{[0100|fa000000]}\n请做好下车准备。
stg6_rsh_261	列车行驶期间\n好像无法开启车门。
stg6_rsh_262	里面装着特伦的照片\n和随身镜等物品。
stg6_rsh_263	里面装着\n很多化妆用品。
stg6_rsh_267	里面空无一物。
stg6_rsh_276	不知为何打不开。
stg6_rsh_c_09_1	长途旅行辛苦了。{[0100|fa000000]}\n本次列车已抵达终点站。{[0004]}{[0101]}衷心期待您的再度搭乘。
stg6_rsh_c_14	还要一段时间\n才能抵达恶棍镇。{[0004]}去房间休息片刻如何？{[0004]}马力欧的房间是５号房哦。
stg6_rsh_c_15	人心宛如车窗外的风景，\n瞬息万变……{[0004]}但也有东西永恒不变，{[0100|fa000000]}\n就像这里的蘑菇料理一样。
