0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
event-1928	计时赛
event-1928-detail	争取创造最佳时间！
event-1929	计时赛
event-1929-detail	争取创造最佳时间！
event-1930	计时赛
event-1930-detail	争取创造最佳时间！
event-1931	计时赛
event-1931-detail	争取创造最佳时间！
event-1932	计时赛
event-1932-detail	争取创造最佳时间！
event-1933	计时赛
event-1933-detail	争取创造最佳时间！
event-1938	踩扁小碎碎龟
event-1938-detail	踩扁碎碎龟吧！
event-1948	VS巨大森喜刚
event-1948-detail	争取第1名！
event-1957	破坏道具箱
event-1957-detail	破坏道具箱吧！
event-1958	大逆转比赛
event-1958-detail	争取第1名！
event-1960	通过圆环
event-1960-detail	穿过圆环吧！
event-1961	[参照タグのパラメータが不正です。]
event-1961-detail	争取第1名！
event-1962	大逆转比赛
event-1962-detail	争取第1名！
event-1965	拍摄出最棒的照片吧
event-1965-detail	按照给出的题目拍摄照片！
event-1968	完成跳跃动作
event-1968-detail	做出跳跃动作吧！
event-1974	不要失控
event-1974-detail	不失控并通过终点
event-1975	拍摄出最棒的照片吧
event-1975-detail	按照给出的题目拍摄照片！
event-1978	拍摄出最棒的照片吧
event-1978-detail	按照给出的题目拍摄照片！
event-1980	[参照タグのパラメータが不正です。]
event-1980-detail	争取第1名！
event-1994	拍摄出最棒的照片吧
event-1994-detail	按照给出的题目拍摄照片！
event-1995	[参照タグのパラメータが不正です。]
event-1995-detail	争取第1名！
event-1996	[参照タグのパラメータが不正です。]
event-1996-detail	争取第1名！
event-1997	[参照タグのパラメータが不正です。]
event-1997-detail	争取第1名！
event-1998	[参照タグのパラメータが不正です。]
event-1998-detail	争取第1名！
event-2007	连击赛
event-2007-detail	争取使出连击！
event-2009	完成跳跃动作
event-2009-detail	做出跳跃动作吧！
event-2010	拍摄出最棒的照片吧
event-2010-detail	按照给出的题目拍摄照片！
event-2015	通过圆环
event-2015-detail	穿过圆环吧！
event-2017	不要失控
event-2017-detail	不失控并通过终点
event-2030	大逆转比赛
event-2030-detail	争取第1名！
event-2031	通过圆环
event-2031-detail	穿过圆环吧！
event-2033	拍摄出最棒的照片吧
event-2033-detail	按照给出的题目拍摄照片！
event-2034	拍摄出最棒的照片吧
event-2034-detail	按照给出的题目拍摄照片！
event-2036	大逆转比赛
event-2036-detail	争取第1名！
event-2037	连击赛
event-2037-detail	争取使出连击！
event-2038	踩扁小碎碎龟
event-2038-detail	踩扁碎碎龟吧！
event-2040	[参照タグのパラメータが不正です。]
event-2040-detail	争取第1名！
event-2042	拍摄出最棒的照片吧
event-2042-detail	按照给出的题目拍摄照片！
event-2043	拍摄出最棒的照片吧
event-2043-detail	按照给出的题目拍摄照片！
event-2044	大逆转比赛
event-2044-detail	争取第1名！
event-2048	拍摄出最棒的照片吧
event-2048-detail	按照给出的题目拍摄照片！
event-2049	拍摄出最棒的照片吧
event-2049-detail	按照给出的题目拍摄照片！
event-2050	[参照タグのパラメータが不正です。]
event-2050-detail	争取第1名！
event-2051	[参照タグのパラメータが不正です。]
event-2051-detail	争取第1名！
event-2052	踩扁小碎碎龟
event-2052-detail	踩扁碎碎龟吧！
event-2053	不要失控
event-2053-detail	不失控并通过终点
event-2058	拍摄出最棒的照片吧
event-2058-detail	按照给出的题目拍摄照片！
event-2059	拍摄出最棒的照片吧
event-2059-detail	按照给出的题目拍摄照片！
event-2060	通过圆环
event-2060-detail	穿过圆环吧！
event-2063	在时限内打倒！
event-2063-detail	在时限内打倒敌人！
event-2069	大逆转比赛100
event-2069-detail	争取第1名！
event-2073	拍摄出最棒的照片吧
event-2073-detail	按照给出的题目拍摄照片！
event-2076	完成跳跃动作
event-2076-detail	做出跳跃动作吧！
event-2077	破坏道具箱
event-2077-detail	破坏道具箱吧！
event-2080	大逆转比赛
event-2080-detail	争取第1名！
event-2085	拍摄出最棒的照片吧
event-2085-detail	按照给出的题目拍摄照片！
event-2086	大逆转比赛100
event-2086-detail	争取第1名！
event-2089	[参照タグのパラメータが不正です。]
event-2089-detail	争取第1名！
event-2090	[参照タグのパラメータが不正です。]
event-2090-detail	争取第1名！
event-2091	连击赛
event-2091-detail	争取使出连击！
event-2096	连击赛
event-2096-detail	争取使出连击！
event-2097	连击赛
event-2097-detail	争取使出连击！
event-2103	拍摄出最棒的照片吧
event-2103-detail	按照给出的题目拍摄照片！
event-2107	破坏道具箱
event-2107-detail	破坏道具箱吧！
event-2108	拍摄出最棒的照片吧
event-2108-detail	按照给出的题目拍摄照片！
event-2109	拍摄出最棒的照片吧
event-2109-detail	按照给出的题目拍摄照片！
event-2110	[参照タグのパラメータが不正です。]
event-2110-detail	争取第1名！
event-2111	[参照タグのパラメータが不正です。]
event-2111-detail	争取第1名！
event-2112	[参照タグのパラメータが不正です。]
event-2112-detail	争取第1名！
event-2113	踩扁小碎碎龟
event-2113-detail	踩扁碎碎龟吧！
event-2115	拍摄出最棒的照片吧
event-2115-detail	按照给出的题目拍摄照片！
event-2118	连击赛
event-2118-detail	争取使出连击！
event-2119	拍摄出最棒的照片吧
event-2119-detail	按照给出的题目拍摄照片！
event-2120	打倒栗宝宝
event-2120-detail	打倒栗宝宝吧！
event-2121	通过圆环
event-2121-detail	穿过圆环吧！
event-2122	展开滑翔翼
event-2122-detail	让滑翔的距离远一些吧！
event-2123	计时赛
event-2123-detail	争取创造最佳时间！
event-2124	计时赛
event-2124-detail	争取创造最佳时间！
event-2126	计时赛
event-2126-detail	争取创造最佳时间！
event-2127	计时赛
event-2127-detail	争取创造最佳时间！
event-2131	计时赛
event-2131-detail	争取创造最佳时间！
event-2133	计时赛
event-2133-detail	争取创造最佳时间！
event-2134	计时赛
event-2134-detail	争取创造最佳时间！
event-2135	计时赛
event-2135-detail	争取创造最佳时间！
event-2137	不要失控
event-2137-detail	不失控并通过终点
event-2138	拍摄出最棒的照片吧
event-2138-detail	按照给出的题目拍摄照片！
event-2140	通过圆环
event-2140-detail	穿过圆环吧！
event-2141	[参照タグのパラメータが不正です。]
event-2141-detail	争取第1名！
event-2142	[参照タグのパラメータが不正です。]
event-2142-detail	争取第1名！
event-2143	[参照タグのパラメータが不正です。]
event-2143-detail	争取第1名！
event-2145	打倒栗宝宝
event-2145-detail	打倒栗宝宝吧！
event-2146	踩扁小碎碎龟
event-2146-detail	踩扁碎碎龟吧！
event-2148	连击赛
event-2148-detail	争取使出连击！
event-2149	踩扁小碎碎龟
event-2149-detail	踩扁碎碎龟吧！
event-2150	先瞄准再滑翔
event-2150-detail	瞄准目标滑翔！
event-2151	拍摄出最棒的照片吧
event-2151-detail	按照给出的题目拍摄照片！
event-2153	大逆转比赛
event-2153-detail	争取第1名！
event-2154	[参照タグのパラメータが不正です。]
event-2154-detail	争取第1名！
event-2155	[参照タグのパラメータが不正です。]
event-2155-detail	争取第1名！
event-2156	[参照タグのパラメータが不正です。]
event-2156-detail	争取第1名！
event-2157	先瞄准再滑翔
event-2157-detail	瞄准目标滑翔！
event-2158	不要失控
event-2158-detail	不失控并通过终点
event-2159	大逆转比赛100
event-2159-detail	争取第1名！
event-2160	完成跳跃动作
event-2160-detail	做出跳跃动作吧！
event-2161	大逆转比赛
event-2161-detail	争取第1名！
event-2163	在时限内打倒！
event-2163-detail	在时限内打倒敌人！
event-2165	在时限内打倒！
event-2165-detail	在时限内打倒敌人！
event-2166	气球对战
event-2166-detail	破坏劲敌的气球吧！
event-2167	拍摄出最棒的照片吧
event-2167-detail	按照给出的题目拍摄照片！
event-2168	在时限内打倒！
event-2168-detail	在时限内打倒敌人！
event-2169	在时限内打倒！
event-2169-detail	在时限内打倒敌人！
event-2172	在时限内打倒！
event-2172-detail	在时限内打倒敌人！
event-2173	在时限内打倒！
event-2173-detail	在时限内打倒敌人！
event-2175	踩扁小碎碎龟
event-2175-detail	踩扁碎碎龟吧！
event-2177	踩扁小碎碎龟
event-2177-detail	踩扁碎碎龟吧！
event-2179	拍摄出最棒的照片吧
event-2179-detail	按照给出的题目拍摄照片！
event-2180	气球对战
event-2180-detail	破坏劲敌的气球吧！
event-2181	气球对战
event-2181-detail	破坏劲敌的气球吧！
event-2184	通过圆环
event-2184-detail	穿过圆环吧！
event-2189	拍摄出最棒的照片吧
event-2189-detail	按照给出的题目拍摄照片！
event-2190	不要失控
event-2190-detail	不失控并通过终点
event-2191	气球对战
event-2191-detail	破坏劲敌的气球吧！
event-2192	气球对战
event-2192-detail	破坏劲敌的气球吧！
event-2193	[参照タグのパラメータが不正です。]
event-2193-detail	争取第1名！
event-2194	[参照タグのパラメータが不正です。]
event-2194-detail	争取第1名！
event-2195	[参照タグのパラメータが不正です。]
event-2195-detail	争取第1名！
event-2196	完成跳跃动作
event-2196-detail	做出跳跃动作吧！
event-2197	破坏道具箱
event-2197-detail	破坏道具箱吧！
event-2198	大逆转比赛100
event-2198-detail	争取第1名！
event-2200	完成跳跃动作
event-2200-detail	做出跳跃动作吧！
event-2201	踩扁小碎碎龟
event-2201-detail	踩扁碎碎龟吧！
event-2203	不要失控
event-2203-detail	不失控并通过终点
event-2204	踩扁小碎碎龟
event-2204-detail	踩扁碎碎龟吧！
event-2205	不要失控
event-2205-detail	不失控并通过终点
event-2206	大逆转比赛
event-2206-detail	争取第1名！
event-2207	大逆转比赛
event-2207-detail	争取第1名！
event-2208	拍摄出最棒的照片吧
event-2208-detail	按照给出的题目拍摄照片！
event-2209	拍摄出最棒的照片吧
event-2209-detail	按照给出的题目拍摄照片！
event-2211	拍摄出最棒的照片吧
event-2211-detail	按照给出的题目拍摄照片！
event-2217	不要失控
event-2217-detail	不失控并通过终点
event-2218	大逆转比赛
event-2218-detail	争取第1名！
event-2219	拍摄出最棒的照片吧
event-2219-detail	按照给出的题目拍摄照片！
event-2221	[参照タグのパラメータが不正です。]
event-2221-detail	争取第1名！
event-2222	[参照タグのパラメータが不正です。]
event-2222-detail	争取第1名！
event-2223	[参照タグのパラメータが不正です。]
event-2223-detail	争取第1名！
event-2224	破坏道具箱
event-2224-detail	破坏道具箱吧！
event-2225	大逆转比赛100
event-2225-detail	争取第1名！
event-2226	踩扁小碎碎龟
event-2226-detail	踩扁碎碎龟吧！
event-2227	先瞄准再滑翔
event-2227-detail	瞄准目标滑翔！
event-2228	完成跳跃动作
event-2228-detail	做出跳跃动作吧！
event-2229	拍摄出最棒的照片吧
event-2229-detail	按照给出的题目拍摄照片！
event-2232	通过圆环
event-2232-detail	穿过圆环吧！
event-2233	拍摄出最棒的照片吧
event-2233-detail	按照给出的题目拍摄照片！
event-2234	大逆转比赛
event-2234-detail	争取第1名！
event-2235	大逆转比赛
event-2235-detail	争取第1名！
event-2236	拍摄出最棒的照片吧
event-2236-detail	按照给出的题目拍摄照片！
event-2239	计时赛
event-2239-detail	争取创造最佳时间！
event-2241	计时赛
event-2241-detail	争取创造最佳时间！
event-2242	计时赛
event-2242-detail	争取创造最佳时间！
event-2243	计时赛
event-2243-detail	争取创造最佳时间！
event-2245	计时赛
event-2245-detail	争取创造最佳时间！
event-2249	计时赛
event-2249-detail	争取创造最佳时间！
event-2251	计时赛
event-2251-detail	争取创造最佳时间！
event-2252	计时赛
event-2252-detail	争取创造最佳时间！
event-2253	计时赛
event-2253-detail	争取创造最佳时间！
event-2257	计时赛
event-2257-detail	争取创造最佳时间！
event-2271	连击赛
event-2271-detail	争取使出连击！
event-2272	[参照タグのパラメータが不正です。]
event-2272-detail	争取第1名！
event-2273	[参照タグのパラメータが不正です。]
event-2273-detail	争取第1名！
event-2274	[参照タグのパラメータが不正です。]
event-2274-detail	争取第1名！
event-2276	[参照タグのパラメータが不正です。]
event-2276-detail	争取第1名！
event-2277	[参照タグのパラメータが不正です。]
event-2277-detail	争取第1名！
event-2278	[参照タグのパラメータが不正です。]
event-2278-detail	争取第1名！
event-2279	[参照タグのパラメータが不正です。]
event-2279-detail	争取第1名！
event-2280	[参照タグのパラメータが不正です。]
event-2280-detail	争取第1名！
event-2281	[参照タグのパラメータが不正です。]
event-2281-detail	争取第1名！
event-2282	不要失控
event-2282-detail	不失控并通过终点
event-2286	气球对战
event-2286-detail	破坏劲敌的气球吧！
event-2287	气球对战
event-2287-detail	破坏劲敌的气球吧！
event-2288	气球对战
event-2288-detail	破坏劲敌的气球吧！
event-2289	拍摄出最棒的照片吧
event-2289-detail	按照给出的题目拍摄照片！
event-2290	[参照タグのパラメータが不正です。]
event-2290-detail	争取第1名！
event-2291	[参照タグのパラメータが不正です。]
event-2291-detail	争取第1名！
event-2292	[参照タグのパラメータが不正です。]
event-2292-detail	争取第1名！
event-2293	气球对战
event-2293-detail	破坏劲敌的气球吧！
event-2294	气球对战
event-2294-detail	破坏劲敌的气球吧！
event-2295	气球对战
event-2295-detail	破坏劲敌的气球吧！
event-569	计时赛
event-569-detail	争取创造最佳时间！
event-570	计时赛
event-570-detail	争取创造最佳时间！
event-571	计时赛
event-571-detail	争取创造最佳时间！
event-572	计时赛
event-572-detail	争取创造最佳时间！
event-573	计时赛
event-573-detail	争取创造最佳时间！
event-574	计时赛
event-574-detail	争取创造最佳时间！
event-575	计时赛
event-575-detail	争取创造最佳时间！
event-577	计时赛
event-577-detail	争取创造最佳时间！
event-578	计时赛
event-578-detail	争取创造最佳时间！
event-579	计时赛
event-579-detail	争取创造最佳时间！
event-580	计时赛
event-580-detail	争取创造最佳时间！
event-581	计时赛
event-581-detail	争取创造最佳时间！
event-582	计时赛
event-582-detail	争取创造最佳时间！
event-583	计时赛
event-583-detail	争取创造最佳时间！
event-584	计时赛
event-584-detail	争取创造最佳时间！
event-585	计时赛
event-585-detail	争取创造最佳时间！
event-586	计时赛
event-586-detail	争取创造最佳时间！
event-587	计时赛
event-587-detail	争取创造最佳时间！
event-588	计时赛
event-588-detail	争取创造最佳时间！
EventParadeSnapCondition_KartIsAccident	失控
EventParadeSnapCondition_KartIsDash	冲刺
EventParadeSnapCondition_KartIsDriftKeepAny	漂移
EventParadeSnapCondition_KartIsDriftMiniTurboOverLevel1	迷你加速
EventParadeSnapCondition_KartIsGlide	滑翔
EventParadeSnapCondition_KartIsInDuringJumpAction	跳跃动作
EventParadeSnapCondition_KartNum2InCamera	2个以上角色
EventParadeSnapCondition_KartNum3InCamera	3个以上角色
EventParadeSnapCondition_KartNum4InCamera	4个以上角色
EventParadeSnapCondition_KartNum5InCamera	5个以上角色
EventParadeSnapCondition_KartNum6InCamera	6个以上角色
EventParadeSnapCondition_KartNum7InCamera	7个以上角色
EventParadeSnapCondition_KartNum8InCamera	8个以上角色
EventParadeSnapCondition_MapObjIsCrabAny	螃蟹
EventParadeSnapCondition_MapObjIsDossunAny	咚咚
EventParadeSnapCondition_MapObjIsDossunStarAny	星星咚咚
EventParadeSnapCondition_MapObjIsGoatAny	山羊
EventParadeSnapCondition_MapObjIsPenguinAny	企鹅
EventParadeSnapCondition_OperationIsRotateAny	转动镜头
EventParadeSnapCondition_OperationPressButtonCaptureAny	拍摄照片
EventParadeSnapCondition_OperationUseFilterAny	使用滤镜
EventParadeSnapCondition_OperationUseGyroAny	ジャイロをつかう
EventRewardTargetLeisure_ComboAttack	最高连击数：
EventRewardTargetLeisure_CountBeatKuribo	打倒的栗宝宝数量：
EventRewardTargetLeisure_CountJumpAction	跳跃动作次数：
EventRewardTargetLeisure_CountStampEnemy	打倒的碎碎龟数量：
EventRewardTargetLeisure_DontCrash	剩余的气球数量：
EventRewardTargetLeisure_GatePass	穿过的圆环数量：
EventRewardTargetLeisure_ItemBoxChase	道具箱数量：
EventRewardTargetLeisure_MarkPoint	分数：
EventRewardTargetLeisure_ParadeSnap	完成的题目：
EventRewardTargetLeisure_RecordGlide	滑翔距离：
EventRewardTargetLeisure_TimeLimitBoss	剩余：
EventRewardTargetLeisure_TutorialRocketStart	火箭起步分数：
EventRewardTargetRace_Level1	在50cc中获得第1名
EventRewardTargetRace_Level2	在100cc中获得第1名
EventRewardTargetRace_Level3	在150cc中获得第1名
event-1000	VS巨大慢慢龟
event-1000-detail	争取第1名！
event-1001	破坏道具箱
event-1001-detail	破坏道具箱吧！
event-1014	VS巨大炸弹王
event-1014-detail	争取第1名！
event-1017	火箭起步！
event-1017-detail	成功使用火箭起步！
event-1023	破坏道具箱
event-1023-detail	破坏道具箱吧！
event-1041	不要失控
event-1041-detail	不失控并通过终点
event-1047	破坏道具箱
event-1047-detail	破坏道具箱吧！
event-1056	展开滑翔翼
event-1056-detail	让滑翔的距离远一些吧！
event-1093	破坏道具箱
event-1093-detail	破坏道具箱吧！
event-1094	通过圆环
event-1094-detail	穿过圆环吧！
event-1095	破坏道具箱
event-1095-detail	破坏道具箱吧！
event-1096	打倒栗宝宝
event-1096-detail	打倒栗宝宝吧！
event-1098	完成跳跃动作
event-1098-detail	做出跳跃动作吧！
event-1101	踩扁小碎碎龟
event-1101-detail	踩扁碎碎龟吧！
event-1102	踩扁小碎碎龟
event-1102-detail	踩扁碎碎龟吧！
event-1103	不要失控
event-1103-detail	不失控并通过终点
event-1104	通过圆环
event-1104-detail	穿过圆环吧！
event-1105	通过圆环
event-1105-detail	穿过圆环吧！
event-1106	破坏道具箱
event-1106-detail	破坏道具箱吧！
event-1107	破坏道具箱
event-1107-detail	破坏道具箱吧！
event-1108	破坏道具箱
event-1108-detail	破坏道具箱吧！
event-1109	大逆转比赛
event-1109-detail	争取第1名！
event-1111	展开滑翔翼
event-1111-detail	让滑翔的距离远一些吧！
event-1112	展开滑翔翼
event-1112-detail	让滑翔的距离远一些吧！
event-1115	完成跳跃动作
event-1115-detail	做出跳跃动作吧！
event-1116	不要失控
event-1116-detail	不失控并通过终点
event-1118	不要失控
event-1118-detail	不失控并通过终点
event-1121	打倒栗宝宝
event-1121-detail	打倒栗宝宝吧！
event-1123	不要失控
event-1123-detail	不失控并通过终点
event-1124	展开滑翔翼
event-1124-detail	让滑翔的距离远一些吧！
event-1125	通过圆环
event-1125-detail	穿过圆环吧！
event-1126	通过圆环
event-1126-detail	穿过圆环吧！
event-1130	打倒栗宝宝
event-1130-detail	打倒栗宝宝吧！
event-1131	打倒栗宝宝
event-1131-detail	打倒栗宝宝吧！
event-1133	踩扁小碎碎龟
event-1133-detail	踩扁碎碎龟吧！
event-1134	破坏道具箱
event-1134-detail	破坏道具箱吧！
event-1135	大逆转比赛
event-1135-detail	争取第1名！
event-1140	完成跳跃动作
event-1140-detail	做出跳跃动作吧！
event-1141	不要失控
event-1141-detail	不失控并通过终点
event-1142	破坏道具箱
event-1142-detail	破坏道具箱吧！
event-1143	完成跳跃动作
event-1143-detail	做出跳跃动作吧！
event-1146	不要失控
event-1146-detail	不失控并通过终点
event-1147	破坏道具箱
event-1147-detail	破坏道具箱吧！
event-1148	通过圆环
event-1148-detail	穿过圆环吧！
event-1150	通过圆环
event-1150-detail	穿过圆环吧！
event-1151	展开滑翔翼
event-1151-detail	让滑翔的距离远一些吧！
event-1153	破坏道具箱
event-1153-detail	破坏道具箱吧！
event-1154	打倒栗宝宝
event-1154-detail	打倒栗宝宝吧！
event-1156	打倒栗宝宝
event-1156-detail	打倒栗宝宝吧！
event-1157	踩扁小碎碎龟
event-1157-detail	踩扁碎碎龟吧！
event-1163	不要失控
event-1163-detail	不失控并通过终点
event-1164	完成跳跃动作
event-1164-detail	做出跳跃动作吧！
event-1165	不要失控
event-1165-detail	不失控并通过终点
event-1166	边练习边下载
event-1166-detail	边练习边下载
event-1167	火箭起步！
event-1167-detail	成功使用火箭起步！
event-1168	火箭起步！
event-1168-detail	成功使用火箭起步！
event-1169	通过圆环
event-1169-detail	穿过圆环吧！
event-1170	VS巨大金属马力欧
event-1170-detail	争取第1名！
event-1173	大逆转比赛
event-1173-detail	争取第1名！
event-1174	展开滑翔翼
event-1174-detail	让滑翔的距离远一些吧！
event-318	打倒栗宝宝
event-318-detail	打倒栗宝宝吧！
event-319	打倒栗宝宝
event-319-detail	打倒栗宝宝吧！
event-320	通过圆环
event-320-detail	穿过圆环吧！
event-321	通过圆环
event-321-detail	穿过圆环吧！
event-322	展开滑翔翼
event-322-detail	让滑翔的距离远一些吧！
event-325	完成跳跃动作
event-325-detail	做出跳跃动作吧！
event-362	破坏道具箱
event-362-detail	破坏道具箱吧！
event-364	破坏道具箱
event-364-detail	破坏道具箱吧！
event-365	破坏道具箱
event-365-detail	破坏道具箱吧！
event-366	打倒栗宝宝
event-366-detail	打倒栗宝宝吧！
event-368	通过圆环
event-368-detail	穿过圆环吧！
event-373	通过圆环
event-373-detail	穿过圆环吧！
event-379	打倒栗宝宝
event-379-detail	打倒栗宝宝吧！
event-380	不要失控
event-380-detail	不失控并通过终点
event-381	不要失控
event-381-detail	不失控并通过终点
event-383	大逆转比赛
event-383-detail	争取第1名！
event-384	完成跳跃动作
event-384-detail	做出跳跃动作吧！
event-387	通过圆环
event-387-detail	穿过圆环吧！
event-389	打倒栗宝宝
event-389-detail	打倒栗宝宝吧！
event-391	不要失控
event-391-detail	不失控并通过终点
event-392	通过圆环
event-392-detail	穿过圆环吧！
event-393	展开滑翔翼
event-393-detail	让滑翔的距离远一些吧！
event-398	大逆转比赛
event-398-detail	争取第1名！
event-400	打倒栗宝宝
event-400-detail	打倒栗宝宝吧！
event-402	完成跳跃动作
event-402-detail	做出跳跃动作吧！
event-403	完成跳跃动作
event-403-detail	做出跳跃动作吧！
event-404	完成跳跃动作
event-404-detail	做出跳跃动作吧！
event-405	完成跳跃动作
event-405-detail	做出跳跃动作吧！
event-406	不要失控
event-406-detail	不失控并通过终点
event-407	不要失控
event-407-detail	不失控并通过终点
event-409	通过圆环
event-409-detail	穿过圆环吧！
event-410	通过圆环
event-410-detail	穿过圆环吧！
event-412	完成跳跃动作
event-412-detail	做出跳跃动作吧！
event-413	完成跳跃动作
event-413-detail	做出跳跃动作吧！
event-425	不要失控
event-425-detail	不失控并通过终点
event-426	不要失控
event-426-detail	不失控并通过终点
event-428	展开滑翔翼
event-428-detail	让滑翔的距离远一些吧！
event-433	打倒栗宝宝
event-433-detail	打倒栗宝宝吧！
event-434	打倒栗宝宝
event-434-detail	打倒栗宝宝吧！
event-437	打倒栗宝宝
event-437-detail	打倒栗宝宝吧！
event-440	破坏道具箱
event-440-detail	破坏道具箱吧！
event-445	通过圆环
event-445-detail	穿过圆环吧！
event-449	展开滑翔翼
event-449-detail	让滑翔的距离远一些吧！
event-452	破坏道具箱
event-452-detail	破坏道具箱吧！
event-456	破坏道具箱
event-456-detail	破坏道具箱吧！
event-457	打倒栗宝宝
event-457-detail	打倒栗宝宝吧！
event-502	通过圆环
event-502-detail	穿过圆环吧！
event-504	通过圆环
event-504-detail	穿过圆环吧！
event-528	不要失控
event-528-detail	不失控并通过终点
event-591	VS巨大温缇
event-591-detail	争取第1名！
event-593	VS巨大伊吉
event-593-detail	争取第1名！
event-594	VS巨大酷霸王
event-594-detail	争取第1名！
event-598	VS巨大森喜刚
event-598-detail	争取第1名！
event-600	VS巨大害羞幽灵王
event-600-detail	争取第1名！
event-607	VS巨大洛伊
event-607-detail	争取第1名！
event-611	VS巨大枯骨酷霸王
event-611-detail	争取第1名！
event-617	VS巨大拉里
event-617-detail	争取第1名！
event-632	打倒栗宝宝
event-632-detail	打倒栗宝宝吧！
event-639	通过圆环
event-639-detail	穿过圆环吧！
event-712	完成跳跃动作
event-712-detail	做出跳跃动作吧！
event-714	破坏道具箱
event-714-detail	破坏道具箱吧！
event-716	通过圆环
event-716-detail	穿过圆环吧！
event-742	展开滑翔翼
event-742-detail	让滑翔的距离远一些吧！
event-743	学习基本操作吧！
event-743-detail	学习基本操作吧！
event-750	破坏道具箱
event-750-detail	破坏道具箱吧！
event-751	展开滑翔翼
event-751-detail	让滑翔的距离远一些吧！
event-753	通过圆环
event-753-detail	穿过圆环吧！
event-767	打倒栗宝宝
event-767-detail	打倒栗宝宝吧！
event-769	通过圆环
event-769-detail	穿过圆环吧！
event-771	通过圆环
event-771-detail	穿过圆环吧！
event-772	不要失控
event-772-detail	不失控并通过终点
event-776	打倒栗宝宝
event-776-detail	打倒栗宝宝吧！
event-777	打倒栗宝宝
event-777-detail	打倒栗宝宝吧！
event-778	打倒栗宝宝
event-778-detail	打倒栗宝宝吧！
event-779	不要失控
event-779-detail	不失控并通过终点
event-780	展开滑翔翼
event-780-detail	让滑翔的距离远一些吧！
event-784	大逆转比赛
event-784-detail	争取第1名！
event-785	展开滑翔翼
event-785-detail	让滑翔的距离远一些吧！
event-787	打倒栗宝宝
event-787-detail	打倒栗宝宝吧！
event-788	完成跳跃动作
event-788-detail	做出跳跃动作吧！
event-792	不要失控
event-792-detail	不失控并通过终点
event-793	通过圆环
event-793-detail	穿过圆环吧！
event-795	打倒栗宝宝
event-795-detail	打倒栗宝宝吧！
event-796	完成跳跃动作
event-796-detail	做出跳跃动作吧！
event-798	通过圆环
event-798-detail	穿过圆环吧！
event-801	完成跳跃动作
event-801-detail	做出跳跃动作吧！
event-804	通过圆环
event-804-detail	穿过圆环吧！
event-805	大逆转比赛
event-805-detail	争取第1名！
event-807	不要失控
event-807-detail	不失控并通过终点
event-810	通过圆环
event-810-detail	穿过圆环吧！
event-811	破坏道具箱
event-811-detail	破坏道具箱吧！
event-815	打倒栗宝宝
event-815-detail	打倒栗宝宝吧！
event-816	完成跳跃动作
event-816-detail	做出跳跃动作吧！
event-817	不要失控
event-817-detail	不失控并通过终点
event-823	通过圆环
event-823-detail	穿过圆环吧！
event-825	打倒栗宝宝
event-825-detail	打倒栗宝宝吧！
event-827	展开滑翔翼
event-827-detail	让滑翔的距离远一些吧！
event-835	完成跳跃动作
event-835-detail	做出跳跃动作吧！
event-840	完成跳跃动作
event-840-detail	做出跳跃动作吧！
event-842	大逆转比赛
event-842-detail	争取第1名！
event-843	大逆转比赛
event-843-detail	争取第1名！
event-844	通过圆环
event-844-detail	穿过圆环吧！
event-845	不要失控
event-845-detail	不失控并通过终点
event-847	通过圆环
event-847-detail	穿过圆环吧！
event-848	不要失控
event-848-detail	不失控并通过终点
event-850	大逆转比赛
event-850-detail	争取第1名！
event-853	完成跳跃动作
event-853-detail	做出跳跃动作吧！
event-854	通过圆环
event-854-detail	穿过圆环吧！
event-859	不要失控
event-859-detail	不失控并通过终点
event-864	破坏道具箱
event-864-detail	破坏道具箱吧！
event-867	大逆转比赛
event-867-detail	争取第1名！
event-868	完成跳跃动作
event-868-detail	做出跳跃动作吧！
event-870	不要失控
event-870-detail	不失控并通过终点
event-871	不要失控
event-871-detail	不失控并通过终点
event-872	打倒栗宝宝
event-872-detail	打倒栗宝宝吧！
event-875	VS巨大雷米
event-875-detail	争取第1名！
event-881	踩扁小碎碎龟
event-881-detail	踩扁碎碎龟吧！
event-882	踩扁小碎碎龟
event-882-detail	踩扁碎碎龟吧！
event-885	不要失控
event-885-detail	不失控并通过终点
event-888	不要失控
event-888-detail	不失控并通过终点
event-891	大逆转比赛
event-891-detail	争取第1名！
event-892	大逆转比赛
event-892-detail	争取第1名！
event-893	大逆转比赛
event-893-detail	争取第1名！
event-897	大逆转比赛
event-897-detail	争取第1名！
event-898	展开滑翔翼
event-898-detail	让滑翔的距离远一些吧！
event-899	VS巨大森喜刚
event-899-detail	争取第1名！
event-900	VS巨大酷霸王
event-900-detail	争取第1名！
event-902	完成跳跃动作
event-902-detail	做出跳跃动作吧！
event-904	踩扁小碎碎龟
event-904-detail	踩扁碎碎龟吧！
event-907	不要失控
event-907-detail	不失控并通过终点
event-909	踩扁小碎碎龟
event-909-detail	踩扁碎碎龟吧！
event-911	打倒栗宝宝
event-911-detail	打倒栗宝宝吧！
event-916	展开滑翔翼
event-916-detail	让滑翔的距离远一些吧！
event-919	完成跳跃动作
event-919-detail	做出跳跃动作吧！
event-920	完成跳跃动作
event-920-detail	做出跳跃动作吧！
event-922	踩扁小碎碎龟
event-922-detail	踩扁碎碎龟吧！
