0.msbt
ActionScore_AvoidKouraB	トゲゾーかいひ！
event-2229	ベストショットをねらえ
event-2229-detail	お題にあわせて写真をとろう！
event-2233	ベストショットをねらえ
event-2233-detail	お題にあわせて写真をとろう！
event-2235	大逆転レース
event-2235-detail	１位をめざせ！
event-2236	ベストショットをねらえ
event-2236-detail	お題にあわせて写真をとろう！
event-2271	コンボアタック
event-2271-detail	コンボをつなげよう！
event-2272	[参照タグのパラメータが不正です。]
event-2272-detail	１位をめざせ！
event-2273	[参照タグのパラメータが不正です。]
event-2273-detail	１位をめざせ！
event-2274	[参照タグのパラメータが不正です。]
event-2274-detail	１位をめざせ！
event-569	タイムアタック
event-569-detail	ベストタイムをめざそう！
event-570	タイムアタック
event-570-detail	ベストタイムをめざそう！
event-571	タイムアタック
event-571-detail	ベストタイムをめざそう！
event-572	タイムアタック
event-572-detail	ベストタイムをめざそう！
event-573	タイムアタック
event-573-detail	ベストタイムをめざそう！
event-574	タイムアタック
event-574-detail	ベストタイムをめざそう！
event-575	タイムアタック
event-575-detail	ベストタイムをめざそう！
event-577	タイムアタック
event-577-detail	ベストタイムをめざそう！
event-578	タイムアタック
event-578-detail	ベストタイムをめざそう！
event-579	タイムアタック
event-579-detail	ベストタイムをめざそう！
event-580	タイムアタック
event-580-detail	ベストタイムをめざそう！
event-581	タイムアタック
event-581-detail	ベストタイムをめざそう！
event-582	タイムアタック
event-582-detail	ベストタイムをめざそう！
event-583	タイムアタック
event-583-detail	ベストタイムをめざそう！
event-584	タイムアタック
event-584-detail	ベストタイムをめざそう！
event-585	タイムアタック
event-585-detail	ベストタイムをめざそう！
event-586	タイムアタック
event-586-detail	ベストタイムをめざそう！
event-587	タイムアタック
event-587-detail	ベストタイムをめざそう！
event-588	タイムアタック
event-588-detail	ベストタイムをめざそう！
EventParadeSnapCondition_KartIsAccident	クラッシュ
EventParadeSnapCondition_KartIsDash	ダッシュ
EventParadeSnapCondition_KartIsDriftKeepAny	ドリフト
EventParadeSnapCondition_KartIsDriftMiniTurboOverLevel1	ミニターボ
EventParadeSnapCondition_KartIsGlide	グライド
EventParadeSnapCondition_KartIsInDuringJumpAction	ジャンプアクション
EventParadeSnapCondition_KartNum2InCamera	2キャラ以上
EventParadeSnapCondition_KartNum3InCamera	3キャラ以上
EventParadeSnapCondition_KartNum4InCamera	4キャラ以上
EventParadeSnapCondition_KartNum5InCamera	5キャラ以上
EventParadeSnapCondition_KartNum6InCamera	6キャラ以上
EventParadeSnapCondition_KartNum7InCamera	7キャラ以上
EventParadeSnapCondition_KartNum8InCamera	8キャラ以上
EventParadeSnapCondition_MapObjIsCrabAny	カニ
EventParadeSnapCondition_MapObjIsDossunAny	ドッスン
EventParadeSnapCondition_MapObjIsDossunStarAny	スタードッスン
EventParadeSnapCondition_MapObjIsGoatAny	ヤギ
EventParadeSnapCondition_MapObjIsPenguinAny	ペンギン
EventParadeSnapCondition_OperationIsRotateAny	カメラをまわす
EventParadeSnapCondition_OperationPressButtonCaptureAny	写真をとる
EventParadeSnapCondition_OperationUseFilterAny	フィルターをつかう
EventParadeSnapCondition_OperationUseGyroAny	ジャイロをつかう
EventRewardTargetLeisure_ComboAttack	最大コンボ数：
EventRewardTargetLeisure_CountBeatKuribo	たおしたクリボーの数：
EventRewardTargetLeisure_CountJumpAction	ジャンプアクション回数：
EventRewardTargetLeisure_CountStampEnemy	たおしたカロンの数：
EventRewardTargetLeisure_DontCrash	のこった ふうせんの数：
EventRewardTargetLeisure_GatePass	くぐったリング数：
EventRewardTargetLeisure_ItemBoxChase	アイテムボックス数：
EventRewardTargetLeisure_MarkPoint	ポイント：
EventRewardTargetLeisure_ParadeSnap	クリアしたお題：
EventRewardTargetLeisure_RecordGlide	グライドしたキョリ：
EventRewardTargetLeisure_TimeLimitBoss	のこり：
EventRewardTargetLeisure_TutorialRocketStart	ロケットスタートのポイント：
EventRewardTargetRace_Level1	50ccで1位
EventRewardTargetRace_Level2	100ccで1位
EventRewardTargetRace_Level3	150ccで1位
event-1000	VS巨大ノコノコ
event-1000-detail	１位をめざせ！
event-1001	こわせアイテムボックス
event-1001-detail	アイテムボックスを こわそう！
event-1014	VS巨大ボムキング
event-1014-detail	１位をめざせ！
event-1017	ロケットスタート！
event-1017-detail	ロケットスタートを きめよう！
event-1023	こわせアイテムボックス
event-1023-detail	アイテムボックスを こわそう！
event-1041	クラッシュするな
event-1041-detail	クラッシュせずにゴールしよう
event-1047	こわせアイテムボックス
event-1047-detail	アイテムボックスを こわそう！
event-1056	はばたけグライダー
event-1056-detail	遠くまで滑空しよう！
event-1093	こわせアイテムボックス
event-1093-detail	アイテムボックスを こわそう！
event-1094	くぐってリング
event-1094-detail	リングをくぐろう！
event-1095	こわせアイテムボックス
event-1095-detail	アイテムボックスを こわそう！
event-1096	たおせクリボー
event-1096-detail	クリボーをやっつけよう！
event-1098	きめろジャンプアクション
event-1098-detail	ジャンプアクションを きめよう！
event-1101	ふんづけろ ちびカロン
event-1101-detail	カロンをふみつぶそう！
event-1102	ふんづけろ ちびカロン
event-1102-detail	カロンをふみつぶそう！
event-1103	クラッシュするな
event-1103-detail	クラッシュせずにゴールしよう
event-1104	くぐってリング
event-1104-detail	リングをくぐろう！
event-1105	くぐってリング
event-1105-detail	リングをくぐろう！
event-1106	こわせアイテムボックス
event-1106-detail	アイテムボックスを こわそう！
event-1107	こわせアイテムボックス
event-1107-detail	アイテムボックスを こわそう！
event-1108	こわせアイテムボックス
event-1108-detail	アイテムボックスを こわそう！
event-1109	大逆転レース
event-1109-detail	１位をめざせ！
event-1111	はばたけグライダー
event-1111-detail	遠くまで滑空しよう！
event-1112	はばたけグライダー
event-1112-detail	遠くまで滑空しよう！
event-1115	きめろジャンプアクション
event-1115-detail	ジャンプアクションを きめよう！
event-1116	クラッシュするな
event-1116-detail	クラッシュせずにゴールしよう
event-1118	クラッシュするな
event-1118-detail	クラッシュせずにゴールしよう
event-1121	たおせクリボー
event-1121-detail	クリボーをやっつけよう！
event-1123	クラッシュするな
event-1123-detail	クラッシュせずにゴールしよう
event-1124	はばたけグライダー
event-1124-detail	遠くまで滑空しよう！
event-1125	くぐってリング
event-1125-detail	リングをくぐろう！
event-1126	くぐってリング
event-1126-detail	リングをくぐろう！
event-1130	たおせクリボー
event-1130-detail	クリボーをやっつけよう！
event-1131	たおせクリボー
event-1131-detail	クリボーをやっつけよう！
event-1133	ふんづけろ ちびカロン
event-1133-detail	カロンをふみつぶそう！
event-1134	こわせアイテムボックス
event-1134-detail	アイテムボックスを こわそう！
event-1135	大逆転レース
event-1135-detail	１位をめざせ！
event-1140	きめろジャンプアクション
event-1140-detail	ジャンプアクションを きめよう！
event-1141	クラッシュするな
event-1141-detail	クラッシュせずにゴールしよう
event-1142	こわせアイテムボックス
event-1142-detail	アイテムボックスを こわそう！
event-1143	きめろジャンプアクション
event-1143-detail	ジャンプアクションを きめよう！
event-1146	クラッシュするな
event-1146-detail	クラッシュせずにゴールしよう
event-1147	こわせアイテムボックス
event-1147-detail	アイテムボックスを こわそう！
event-1148	くぐってリング
event-1148-detail	リングをくぐろう！
event-1150	くぐってリング
event-1150-detail	リングをくぐろう！
event-1151	はばたけグライダー
event-1151-detail	遠くまで滑空しよう！
event-1153	こわせアイテムボックス
event-1153-detail	アイテムボックスを こわそう！
event-1156	たおせクリボー
event-1156-detail	クリボーをやっつけよう！
event-1157	ふんづけろ ちびカロン
event-1157-detail	カロンをふみつぶそう！
event-1163	クラッシュするな
event-1163-detail	クラッシュせずにゴールしよう
event-1164	きめろジャンプアクション
event-1164-detail	ジャンプアクションを きめよう！
event-1165	クラッシュするな
event-1165-detail	クラッシュせずにゴールしよう
event-1166	練習しながらダウンロード
event-1166-detail	練習しながらダウンロード
event-1167	ロケットスタート！
event-1167-detail	ロケットスタートを きめよう！
event-1168	ロケットスタート！
event-1168-detail	ロケットスタートを きめよう！
event-1169	くぐってリング
event-1169-detail	リングをくぐろう！
event-1170	VS巨大メタルマリオ
event-1170-detail	１位をめざせ！
event-1173	大逆転レース
event-1173-detail	１位をめざせ！
event-1174	はばたけグライダー
event-1174-detail	遠くまで滑空しよう！
event-318	たおせクリボー
event-318-detail	クリボーをやっつけよう！
event-319	たおせクリボー
event-319-detail	クリボーをやっつけよう！
event-320	くぐってリング
event-320-detail	リングをくぐろう！
event-321	くぐってリング
event-321-detail	リングをくぐろう！
event-322	はばたけグライダー
event-322-detail	遠くまで滑空しよう！
event-325	きめろジャンプアクション
event-325-detail	ジャンプアクションを きめよう！
event-362	こわせアイテムボックス
event-362-detail	アイテムボックスを こわそう！
event-364	こわせアイテムボックス
event-364-detail	アイテムボックスを こわそう！
event-365	こわせアイテムボックス
event-365-detail	アイテムボックスを こわそう！
event-366	たおせクリボー
event-366-detail	クリボーをやっつけよう！
event-368	くぐってリング
event-368-detail	リングをくぐろう！
event-373	くぐってリング
event-373-detail	リングをくぐろう！
event-379	たおせクリボー
event-379-detail	クリボーをやっつけよう！
event-380	クラッシュするな
event-380-detail	クラッシュせずにゴールしよう
event-381	クラッシュするな
event-381-detail	クラッシュせずにゴールしよう
event-383	大逆転レース
event-383-detail	１位をめざせ！
event-384	きめろジャンプアクション
event-384-detail	ジャンプアクションを きめよう！
event-387	くぐってリング
event-387-detail	リングをくぐろう！
event-389	たおせクリボー
event-389-detail	クリボーをやっつけよう！
event-391	クラッシュするな
event-391-detail	クラッシュせずにゴールしよう
event-392	くぐってリング
event-392-detail	リングをくぐろう！
event-393	はばたけグライダー
event-393-detail	遠くまで滑空しよう！
event-398	大逆転レース
event-398-detail	１位をめざせ！
event-400	たおせクリボー
event-400-detail	クリボーをやっつけよう！
event-402	きめろジャンプアクション
event-402-detail	ジャンプアクションを きめよう！
event-403	きめろジャンプアクション
event-403-detail	ジャンプアクションを きめよう！
event-404	きめろジャンプアクション
event-404-detail	ジャンプアクションを きめよう！
event-405	きめろジャンプアクション
event-405-detail	ジャンプアクションを きめよう！
event-406	クラッシュするな
event-406-detail	クラッシュせずにゴールしよう
event-407	クラッシュするな
event-407-detail	クラッシュせずにゴールしよう
event-409	くぐってリング
event-409-detail	リングをくぐろう！
event-410	くぐってリング
event-410-detail	リングをくぐろう！
event-412	きめろジャンプアクション
event-412-detail	ジャンプアクションを きめよう！
event-413	きめろジャンプアクション
event-413-detail	ジャンプアクションを きめよう！
event-425	クラッシュするな
event-425-detail	クラッシュせずにゴールしよう
event-426	クラッシュするな
event-426-detail	クラッシュせずにゴールしよう
event-428	はばたけグライダー
event-428-detail	遠くまで滑空しよう！
event-433	たおせクリボー
event-433-detail	クリボーをやっつけよう！
event-434	たおせクリボー
event-434-detail	クリボーをやっつけよう！
event-437	たおせクリボー
event-437-detail	クリボーをやっつけよう！
event-440	こわせアイテムボックス
event-440-detail	アイテムボックスを こわそう！
event-445	くぐってリング
event-445-detail	リングをくぐろう！
event-449	はばたけグライダー
event-449-detail	遠くまで滑空しよう！
event-452	こわせアイテムボックス
event-452-detail	アイテムボックスを こわそう！
event-456	こわせアイテムボックス
event-456-detail	アイテムボックスを こわそう！
event-457	たおせクリボー
event-457-detail	クリボーをやっつけよう！
event-502	くぐってリング
event-502-detail	リングをくぐろう！
event-504	くぐってリング
event-504-detail	リングをくぐろう！
event-528	クラッシュするな
event-528-detail	クラッシュせずにゴールしよう
event-591	VS巨大ウェンディ
event-591-detail	１位をめざせ！
event-593	VS巨大イギー
event-593-detail	１位をめざせ！
event-594	VS巨大クッパ
event-594-detail	１位をめざせ！
event-598	VS巨大ドンキーコング
event-598-detail	１位をめざせ！
event-600	VS巨大キングテレサ
event-600-detail	１位をめざせ！
event-607	VS巨大ロイ
event-607-detail	１位をめざせ！
event-611	VS巨大ほねクッパ
event-611-detail	１位をめざせ！
event-617	VS巨大ラリー
event-617-detail	１位をめざせ！
event-632	たおせクリボー
event-632-detail	クリボーをやっつけよう！
event-639	くぐってリング
event-639-detail	リングをくぐろう！
event-712	きめろジャンプアクション
event-712-detail	ジャンプアクションを きめよう！
event-714	こわせアイテムボックス
event-714-detail	アイテムボックスを こわそう！
event-716	くぐってリング
event-716-detail	リングをくぐろう！
event-742	はばたけグライダー
event-742-detail	遠くまで滑空しよう！
event-743	基本操作を学ぼう！
event-743-detail	基本操作を学ぼう！
event-750	こわせアイテムボックス
event-750-detail	アイテムボックスを こわそう！
event-751	はばたけグライダー
event-751-detail	遠くまで滑空しよう！
event-753	くぐってリング
event-753-detail	リングをくぐろう！
event-767	たおせクリボー
event-767-detail	クリボーをやっつけよう！
event-769	くぐってリング
event-769-detail	リングをくぐろう！
event-771	くぐってリング
event-771-detail	リングをくぐろう！
event-772	クラッシュするな
event-772-detail	クラッシュせずにゴールしよう
event-776	たおせクリボー
event-776-detail	クリボーをやっつけよう！
event-777	たおせクリボー
event-777-detail	クリボーをやっつけよう！
event-778	たおせクリボー
event-778-detail	クリボーをやっつけよう！
event-779	クラッシュするな
event-779-detail	クラッシュせずにゴールしよう
event-780	はばたけグライダー
event-780-detail	遠くまで滑空しよう！
event-784	大逆転レース
event-784-detail	１位をめざせ！
event-785	はばたけグライダー
event-785-detail	遠くまで滑空しよう！
event-787	たおせクリボー
event-787-detail	クリボーをやっつけよう！
event-788	きめろジャンプアクション
event-788-detail	ジャンプアクションを きめよう！
event-792	クラッシュするな
event-792-detail	クラッシュせずにゴールしよう
event-793	くぐってリング
event-793-detail	リングをくぐろう！
event-795	たおせクリボー
event-795-detail	クリボーをやっつけよう！
event-796	きめろジャンプアクション
event-796-detail	ジャンプアクションを きめよう！
event-798	くぐってリング
event-798-detail	リングをくぐろう！
event-801	きめろジャンプアクション
event-801-detail	ジャンプアクションを きめよう！
event-804	くぐってリング
event-804-detail	リングをくぐろう！
event-805	大逆転レース
event-805-detail	１位をめざせ！
event-807	クラッシュするな
event-807-detail	クラッシュせずにゴールしよう
event-810	くぐってリング
event-810-detail	リングをくぐろう！
event-811	こわせアイテムボックス
event-811-detail	アイテムボックスを こわそう！
event-815	たおせクリボー
event-815-detail	クリボーをやっつけよう！
event-816	きめろジャンプアクション
event-816-detail	ジャンプアクションを きめよう！
event-817	クラッシュするな
event-817-detail	クラッシュせずにゴールしよう
event-823	くぐってリング
event-823-detail	リングをくぐろう！
event-825	たおせクリボー
event-825-detail	クリボーをやっつけよう！
event-827	はばたけグライダー
event-827-detail	遠くまで滑空しよう！
event-835	きめろジャンプアクション
event-835-detail	ジャンプアクションを きめよう！
event-840	きめろジャンプアクション
event-840-detail	ジャンプアクションを きめよう！
event-842	大逆転レース
event-842-detail	１位をめざせ！
event-843	大逆転レース
event-843-detail	１位をめざせ！
event-844	くぐってリング
event-844-detail	リングをくぐろう！
event-845	クラッシュするな
event-845-detail	クラッシュせずにゴールしよう
event-847	くぐってリング
event-847-detail	リングをくぐろう！
event-848	クラッシュするな
event-848-detail	クラッシュせずにゴールしよう
event-850	大逆転レース
event-850-detail	１位をめざせ！
event-853	きめろジャンプアクション
event-853-detail	ジャンプアクションを きめよう！
event-854	くぐってリング
event-854-detail	リングをくぐろう！
event-859	クラッシュするな
event-859-detail	クラッシュせずにゴールしよう
event-864	こわせアイテムボックス
event-864-detail	アイテムボックスを こわそう！
event-867	大逆転レース
event-867-detail	１位をめざせ！
event-868	きめろジャンプアクション
event-868-detail	ジャンプアクションを きめよう！
event-870	クラッシュするな
event-870-detail	クラッシュせずにゴールしよう
event-871	クラッシュするな
event-871-detail	クラッシュせずにゴールしよう
event-872	たおせクリボー
event-872-detail	クリボーをやっつけよう！
event-875	VS巨大レミー
event-875-detail	１位をめざせ！
event-881	ふんづけろ ちびカロン
event-881-detail	カロンをふみつぶそう！
event-882	ふんづけろ ちびカロン
event-882-detail	カロンをふみつぶそう！
event-885	クラッシュするな
event-885-detail	クラッシュせずにゴールしよう
event-888	クラッシュするな
event-888-detail	クラッシュせずにゴールしよう
event-891	大逆転レース
event-891-detail	１位をめざせ！
event-892	大逆転レース
event-892-detail	１位をめざせ！
event-893	大逆転レース
event-893-detail	１位をめざせ！
event-897	大逆転レース
event-897-detail	１位をめざせ！
event-898	はばたけグライダー
event-898-detail	遠くまで滑空しよう！
event-899	VS巨大ドンキーコング
event-899-detail	１位をめざせ！
event-900	VS巨大クッパ
event-900-detail	１位をめざせ！
event-902	きめろジャンプアクション
event-902-detail	ジャンプアクションを きめよう！
event-904	ふんづけろ ちびカロン
event-904-detail	カロンをふみつぶそう！
event-907	クラッシュするな
event-907-detail	クラッシュせずにゴールしよう
event-909	ふんづけろ ちびカロン
event-909-detail	カロンをふみつぶそう！
event-911	たおせクリボー
event-911-detail	クリボーをやっつけよう！
event-916	はばたけグライダー
event-916-detail	遠くまで滑空しよう！
event-919	きめろジャンプアクション
event-919-detail	ジャンプアクションを きめよう！
event-920	きめろジャンプアクション
event-920-detail	ジャンプアクションを きめよう！
event-922	ふんづけろ ちびカロン
event-922-detail	カロンをふみつぶそう！
event-923	ふんづけろ ちびカロン
event-923-detail	カロンをふみつぶそう！
event-936	たおせクリボー
event-936-detail	クリボーをやっつけよう！
event-938	VS巨大ほねクッパ
event-938-detail	１位をめざせ！
event-939	VS巨大ワリオ
event-939-detail	１位をめざせ！
event-943	VS巨大ルドウィッグ
event-943-detail	１位をめざせ！
event-944	ふんづけろ ちびカロン
event-944-detail	カロンをふみつぶそう！
event-945	ふんづけろ ちびカロン
event-945-detail	カロンをふみつぶそう！
event-946	大逆転レース
event-946-detail	１位をめざせ！
event-947	大逆転レース
event-947-detail	１位をめざせ！
event-951	きめろジャンプアクション
event-951-detail	ジャンプアクションを きめよう！
event-952	ふんづけろ ちびカロン
event-952-detail	カロンをふみつぶそう！
event-958	くぐってリング
event-958-detail	リングをくぐろう！
event-960	はばたけグライダー
event-960-detail	遠くまで滑空しよう！
event-961	VS巨大クッパ
event-961-detail	１位をめざせ！
event-967	くぐってリング
event-967-detail	リングをくぐろう！
event-969	大逆転レース
event-969-detail	１位をめざせ！
event-970	きめろジャンプアクション
event-970-detail	ジャンプアクションを きめよう！
event-971	はばたけグライダー
event-971-detail	遠くまで滑空しよう！
event-972	くぐってリング
event-972-detail	リングをくぐろう！
event-974	こわせアイテムボックス
event-974-detail	アイテムボックスを こわそう！
event-975	大逆転レース
event-975-detail	１位をめざせ！
event-976	はばたけグライダー
event-976-detail	遠くまで滑空しよう！
event-979	たおせクリボー
event-979-detail	クリボーをやっつけよう！
event-981	たおせクリボー
event-981-detail	クリボーをやっつけよう！
event-982	たおせクリボー
event-982-detail	クリボーをやっつけよう！
event-989	ふんづけろ ちびカロン
event-989-detail	カロンをふみつぶそう！
event-991	くぐってリング
event-991-detail	リングをくぐろう！
event-992	こわせアイテムボックス
event-992-detail	アイテムボックスを こわそう！
event-996	ふんづけろ ちびカロン
event-996-detail	カロンをふみつぶそう！
7.msbt
Battle_Bagb_BattleCourse1	GBA バトルコース 1
Battle_Bagb_BattleCourse1_HashTag	GBAバトルコース1
Battle_Bagb_BattleCourse1_Short	バトルコース 1
Battle_Bds_TwilightHouse	DS ゆうやみハウス
Battle_Bds_TwilightHouse_HashTag	DSゆうやみハウス
Battle_Bds_TwilightHouse_Short	ゆうやみハウス
Battle_Bgc_CookieLand	GC クッキーランド
Battle_Bgc_CookieLand_HashTag	GCクッキーランド
Battle_Bgc_CookieLand_Short	クッキーランド
Battle_Bmob_NewYork1	ニューヨーク ドリーム B
Battle_Bmob_NewYork1_HashTag	ニューヨークドリームB
Battle_Bmob_NewYork1_Short	ニューヨーク ドリーム B
Classic_G3ds_BowserCastle	3DS クッパキャッスル
Classic_G3ds_BowserCastle_HashTag	3DSクッパキャッスル
Classic_G3ds_BowserCastle_Short	クッパキャッスル
Classic_G3ds_BowserCastleR	3DS クッパキャッスル R
Classic_G3ds_BowserCastleR_HashTag	3DSクッパキャッスルR
Classic_G3ds_BowserCastleR_Short	クッパキャッスル R
Classic_G3ds_BowserCastleRX	3DS クッパキャッスル RX
Classic_G3ds_BowserCastleRX_HashTag	3DSクッパキャッスルRX
Classic_G3ds_BowserCastleRX_Short	クッパキャッスル RX
Classic_G3ds_BowserCastleX	3DS クッパキャッスル X
Classic_G3ds_BowserCastleX_HashTag	3DSクッパキャッスルX
Classic_G3ds_BowserCastleX_Short	クッパキャッスル X
Classic_G3ds_CheepCheepLagoon	3DS プクプクラグーン
Classic_G3ds_CheepCheepLagoon_HashTag	3DSプクプクラグーン
Classic_G3ds_CheepCheepLagoon_Short	プクプクラグーン
Classic_G3ds_CheepCheepLagoonR	3DS プクプクラグーン R
Classic_G3ds_CheepCheepLagoonR_HashTag	3DSプクプクラグーンR
Classic_G3ds_CheepCheepLagoonR_Short	プクプクラグーン R
Classic_G3ds_CheepCheepLagoonRX	3DS プクプクラグーン RX
Classic_G3ds_CheepCheepLagoonRX_HashTag	3DSプクプクラグーンRX
Classic_G3ds_CheepCheepLagoonRX_Short	プクプクラグーン RX
Classic_G3ds_CheepCheepLagoonX	3DS プクプクラグーン X
Classic_G3ds_CheepCheepLagoonX_HashTag	3DSプクプクラグーンX
Classic_G3ds_CheepCheepLagoonX_Short	プクプクラグーン X
Classic_G3ds_DaisyHills	3DS デイジーヒルズ
Classic_G3ds_DaisyHills_HashTag	3DSデイジーヒルズ
Classic_G3ds_DaisyHills_Short	デイジーヒルズ
Classic_G3ds_DaisyHillsR	3DS デイジーヒルズ R
Classic_G3ds_DaisyHillsR_HashTag	3DSデイジーヒルズR
Classic_G3ds_DaisyHillsR_Short	デイジーヒルズ R
Classic_G3ds_DaisyHillsRX	3DS デイジーヒルズ RX
Classic_G3ds_DaisyHillsRX_HashTag	3DSデイジーヒルズRX
Classic_G3ds_DaisyHillsRX_Short	デイジーヒルズ RX
Classic_G3ds_DaisyHillsX	3DS デイジーヒルズ X
Classic_G3ds_DaisyHillsX_HashTag	3DSデイジーヒルズX
Classic_G3ds_DaisyHillsX_Short	デイジーヒルズ X
Classic_G3ds_MarioCircuit	3DS マリオサーキット
Classic_G3ds_MarioCircuit_HashTag	3DSマリオサーキット
Classic_G3ds_MarioCircuit_Short	マリオサーキット
Classic_G3ds_MarioCircuitR	3DS マリオサーキット R
Classic_G3ds_MarioCircuitR_HashTag	3DSマリオサーキットR
Classic_G3ds_MarioCircuitR_Short	マリオサーキット R
Classic_G3ds_MarioCircuitRX	3DS マリオサーキット RX
Classic_G3ds_MarioCircuitRX_HashTag	3DSマリオサーキットRX
Classic_G3ds_MarioCircuitRX_Short	マリオサーキット RX
Classic_G3ds_MarioCircuitX	3DS マリオサーキット X
Classic_G3ds_MarioCircuitX_HashTag	3DSマリオサーキットX
Classic_G3ds_MarioCircuitX_Short	マリオサーキット X
Classic_G3ds_NeoBowserCity	3DS ネオクッパシティ
Classic_G3ds_NeoBowserCity_HashTag	3DSネオクッパシティ
Classic_G3ds_NeoBowserCity_Short	ネオクッパシティ
Classic_G3ds_NeoBowserCityR	3DS ネオクッパシティ R
Classic_G3ds_NeoBowserCityR_HashTag	3DSネオクッパシティR
Classic_G3ds_NeoBowserCityR_Short	ネオクッパシティ R
Classic_G3ds_NeoBowserCityRX	3DS ネオクッパシティ RX
Classic_G3ds_NeoBowserCityRX_HashTag	3DSネオクッパシティRX
Classic_G3ds_NeoBowserCityRX_Short	ネオクッパシティ RX
Classic_G3ds_NeoBowserCityX	3DS ネオクッパシティ X
Classic_G3ds_NeoBowserCityX_HashTag	3DSネオクッパシティX
Classic_G3ds_NeoBowserCityX_Short	ネオクッパシティ X
Classic_G3ds_PackunSlider	3DS パックンスライダー
Classic_G3ds_PackunSlider_HashTag	3DSパックンスライダー
Classic_G3ds_PackunSlider_Short	パックンスライダー
Classic_G3ds_PackunSliderR	3DS パックンスライダー R
Classic_G3ds_PackunSliderR_HashTag	3DSパックンスライダーR
Classic_G3ds_PackunSliderR_Short	パックンスライダー R
Classic_G3ds_PackunSliderRX	3DS パックンスライダー RX
Classic_G3ds_PackunSliderRX_HashTag	3DSパックンスライダーRX
Classic_G3ds_PackunSliderRX_Short	パックンスライダー RX
Classic_G3ds_PackunSliderX	3DS パックンスライダー X
Classic_G3ds_PackunSliderX_HashTag	3DSパックンスライダーX
Classic_G3ds_PackunSliderX_Short	パックンスライダー X
Classic_G3ds_RainbowRoad	3DS レインボーロード
Classic_G3ds_RainbowRoad_HashTag	3DSレインボーロード
Classic_G3ds_RainbowRoad_Short	レインボーロード
Classic_G3ds_RainbowRoadR	3DS レインボーロード R
Classic_G3ds_RainbowRoadR_HashTag	3DSレインボーロードR
Classic_G3ds_RainbowRoadR_Short	レインボーロード R
Classic_G3ds_RainbowRoadRX	3DS レインボーロード RX
Classic_G3ds_RainbowRoadRX_HashTag	3DSレインボーロードRX
Classic_G3ds_RainbowRoadRX_Short	レインボーロード RX
Classic_G3ds_RainbowRoadX	3DS レインボーロード X
Classic_G3ds_RainbowRoadX_HashTag	3DSレインボーロードX
Classic_G3ds_RainbowRoadX_Short	レインボーロード X
Classic_G3ds_RockRockMountain	3DS ロックロックマウンテン
Classic_G3ds_RockRockMountain_HashTag	3DSロックロックマウンテン
Classic_G3ds_RockRockMountain_Short	ロックロックマウンテン
Classic_G3ds_RockRockMountainR	3DS ロックロックマウンテン R
Classic_G3ds_RockRockMountainR_HashTag	3DSロックロックマウンテンR
Classic_G3ds_RockRockMountainR_Short	ロックロックマウンテン R
Classic_G3ds_RockRockMountainX	3DS ロックロックマウンテン X
Classic_G3ds_RockRockMountainX_HashTag	3DSロックロックマウンテンX
Classic_G3ds_RockRockMountainX_Short	ロックロックマウンテン X
Classic_G3ds_RosettaPlanet	3DS ロゼッタプラネット
Classic_G3ds_RosettaPlanet_HashTag	3DSロゼッタプラネット
Classic_G3ds_RosettaPlanet_Short	ロゼッタプラネット
Classic_G3ds_RosettaPlanetR	3DS ロゼッタプラネット R
Classic_G3ds_RosettaPlanetR_HashTag	3DSロゼッタプラネットR
Classic_G3ds_RosettaPlanetR_Short	ロゼッタプラネット R
Classic_G3ds_RosettaPlanetRX	3DS ロゼッタプラネット RX
Classic_G3ds_RosettaPlanetRX_HashTag	3DSロゼッタプラネットRX
Classic_G3ds_RosettaPlanetRX_Short	ロゼッタプラネット RX
Classic_G3ds_RosettaPlanetX	3DS ロゼッタプラネット X
Classic_G3ds_RosettaPlanetX_HashTag	3DSロゼッタプラネットX
Classic_G3ds_RosettaPlanetX_Short	ロゼッタプラネット X
Classic_G3ds_ShyGuyBazaar	3DS ヘイホーカーニバル
Classic_G3ds_ShyGuyBazaar_HashTag	3DSヘイホーカーニバル
Classic_G3ds_ShyGuyBazaar_Short	ヘイホーカーニバル
Classic_G3ds_ShyGuyBazaarR	3DS ヘイホーカーニバル R
Classic_G3ds_ShyGuyBazaarR_HashTag	3DSヘイホーカーニバルR
Classic_G3ds_ShyGuyBazaarR_Short	ヘイホーカーニバル R
Classic_G3ds_ShyGuyBazaarRX	3DS ヘイホーカーニバル RX
Classic_G3ds_ShyGuyBazaarRX_HashTag	3DSヘイホーカーニバルRX
Classic_G3ds_ShyGuyBazaarRX_Short	ヘイホーカーニバル RX
Classic_G3ds_ShyGuyBazaarX	3DS ヘイホーカーニバル X
Classic_G3ds_ShyGuyBazaarX_HashTag	3DSヘイホーカーニバルX
Classic_G3ds_ShyGuyBazaarX_Short	ヘイホーカーニバル X
Classic_G3ds_ToadCircuit	3DS キノピオサーキット
Classic_G3ds_ToadCircuit_HashTag	3DSキノピオサーキット
Classic_G3ds_ToadCircuit_Short	キノピオサーキット
Classic_G3ds_ToadCircuitR	3DS キノピオサーキット R
Classic_G3ds_ToadCircuitR_HashTag	3DSキノピオサーキットR
Classic_G3ds_ToadCircuitR_Short	キノピオサーキット R
Classic_G3ds_ToadCircuitRX	3DS キノピオサーキット RX
