MiscData.pak\TEXT_RequiredEntries.msbt
GEN_Inventory_Numbers	0123456789
[0B848CB5]_000	Platform active.
[78391B18]_000	Entrance to Map Facility
[B6FA6F39]_000	Entrance to Deck Beta\nConduit Hall
[8C918B4A]_000	Specimen containment breach on Deck Beta. All crew report for lockdown.
[C1592A41]_000	Ballistics support needed in Specimen Block F.
[0A05F9E4]_000	Specimen Cell A >> Normal\nSpecimen Cell B >> Breached\nSpecimen Cell C >> Breached
[DFED0F3B]_000	This energy conductor unit has been damaged. Use caution when approaching the arcing electricity.
[27514A0A]_000	Entrance to Connection Elevator
[708E2569]_000	Entrance to Biotech Research Area 1
[72CCAC51]_000	Morphology: Unknown \nLow life signs detected.
[72CCAC51]_001	 
[72CCAC51]_002	This creature appears to be in a state of stasis hibernation.
[1F392FEF]_000	The coils on this ventilation cap look unstable.
[81ACE632]_000	Specimen Cell A \nStatus >> Hibernation.\nTransference of Phazon Batch 0081.D complete.
[0738949C]_000	Specimen Cell B\nStatus >> Unknown.\nRejection of Phazon Compound detected.
[CC644739]_000	Specimen Cell C\nStatus >> Unknown.\nRejection of Phazon Compound detected.
[577B0647]_000	Containment seal breached.\nLarva vital signs critical.\n{color[ff0a0aff]}Secure area and terminate specimen.{color[000000ff]}
[197A0708]_000	This creature is deceased.
[197A0708]_001	 
[197A0708]_002	Creature's incubation period was prematurely terminated. Its shell has not yet fully hardened.
[C19F3463]_000	Parasite egg in pupa stage.
[C19F3463]_001	 
[C19F3463]_002	Its tough exoskeleton protects it from its mother's acidic embryonic fluid.
[470B46CD]_000	The fluid sacs in the mouth enlarge after mutation.
[470B46CD]_001	 
[470B46CD]_002	This allows for increased production of corrosive bile.
[8C579568]_000	After mutation, the carapace of the larva becomes rigid.
[8C579568]_001	 
[8C579568]_002	The carapace is quite resilient, able to resist the attacks of many predators.
[9152A5D0]_000	Combat mutation applications are complete.
[9152A5D0]_001	 
[9152A5D0]_002	The primary legs of this creature possess galvanized tips, allowing it to penetrate any known alloy.
[02FAD541]_000	Morphology: Space Pirate\nStatus >> Both legs of this creature are broken.
[846EA7EF]_000	Morphology: Space Pirate\nStatus >> Severe internal damage detected. 
[1E3F4353]_000	Entrance to Deck Beta\nSecurity Hall
[033A73EB]_000	Entrance to Deck Beta\nConduit Hall
[0685E0EC]_000	This door has been sealed to prevent radiation leaks.
[D1367065]_000	Entrance to Biotech Research Area 1
[0C2BBABA]_000	Entrance to Biohazard Containment
[B86DC10C]_000	Morphology: Unknown\nInfo >> This specimen has been horribly mutated. There are no life readings.
[6B270287]_000	Morphology: Parasite Larva\nInfo >> Harmless unless encountered in large numbers.
[0E774478]_000	Morphology: Plated\nParasite Larva\nInfo >> Native of Tallon IV
[C3D23614]_000	Morphology: Olbap\nInfo >> Native of Tallon IV
[882FCCFB]_000	Morphology: Shriekbat\nInfo >> Native of Tallon IV
[F1217E3D]_000	Morphology: Ice Shriekbat\nInfo >> Native of Tallon IV
[84AD7132]_000	Morphology: Plazmite\nInfo >> Native of Tallon IV
[5A65EE71]_000	Morphology: Zoomer\nInfo >> Native of Tallon IV
[7F998F5E]_000	Morphology: War Wasp\nInfo >> Native of Tallon IV
[F083992D]_000	Phazon Infusion Stage 1\nParasite larva diagnostic\nMass  1.2       Length 0.5\nCell structure stable.
[7617EB83]_000	Phazon Infusion Stage 2\nIntroducing mutagen into tank.\nPhazon Batch 0732.C\nStatus >> Complete.
[BD4B3826]_000	Phazon Infusion Stage 3\nMutation initiated.\nLarva Status >> Stable.
[A04E089E]_000	Phazon Infusion Stage 4\nLarva diagnostic\nMass 14.5       Length 40.3\nCell structure failing.
[6B12DB3B]_000	Specimen cell structure failing. Batch 0732.C does not match DNA. Terminating infusion sequence.
[ED86A995]_000	Biohazard waste removal may begin in 3 hours. 
[ED86A995]_001	 
[ED86A995]_002	Phazon radiation readings must be reported to deck commander before\nbatch disposal.
[26DA7A30]_000	Experiment 435.8\nBioform pain tolerance levels at 13% and holding.
[D78CC8E5]_000	Infusion analysis 10.2 >> 
[D78CC8E5]_001	 
[D78CC8E5]_002	Specimens exhibit incredible strength and body mass increase when exposed to Phazon Batch 0732.C.
[1CD01B40]_000	Unstable specimens are to be locked in solitary holdings until toxicity levels decrease.
[C149E199]_000	Infusion analysis 12.5 >> 
[C149E199]_001	 
[C149E199]_002	Phazon Batch 0003.H increases the acid production in the saliva ducts of Parasite Larva.
[5831CA1C]_000	Mutagen Tank 1\nPhazon Batch 0732.C
[DEA5B8B2]_000	Mutagen Tank 2\nPhazon Batch 0003.H
[15F96B17]_000	Mutagen Tank 3\nPhazon Batch 1426.K
[08FC5BAF]_000	Mutagen Tank 4\nPhazon Batch 3203.C
[F3F8A9DE]_000	Specimen Solitary Holding 1\nPhazon level >> Unknown\nStatus >> {color[ff0a0aff]}Xenotropic life-form unstable.{color[000000ff]} Use caution.
[756CDB70]_000	Specimen Solitary Holding 2\nPhazon level >> Toxic\nStatus >> Hermetic seal holding.
[BE3008D5]_000	Specimen Solitary Holding 3\nPhazon level >> Normal\nStatus >> Hermetic seal holding.
[A335386D]_000	Specimen Solitary Holding 4\nPhazon level >> Toxic\nStatus >> Hermetic seal holding.
[6869EBC8]_000	Specimen Solitary Holding 5\nStatus >> Empty.
[30073F4F]_000	{color[ff0a0aff]}Elevator operational.{color[000000ff]}\nPlease step into the hologram.
[83D58811]_000	This platform does not seem to be functional. There must be something nearby that will turn it on.
[53176A42]_000	Platform active.
[8F83F7CB]_000	Morphology: Space Pirate\nStatus >> Severe internal damage detected. 
[09178565]_000	Morphology: Space Pirate\nStatus >> Brain hemorrhage detected. Creature's aim will be hindered. 
[09178565]_001	 
[09178565]_002	Avoid damage by using quick movements.
[C24B56C0]_000	Morphology: Space Pirate\nStatus >> Minimal injuries assessed. 
[C24B56C0]_001	 
[C24B56C0]_002	Use caution. {color[ff0a0aff]}Maximum firepower recommended.{color[000000ff]}
[DF4E6678]_000	Morphology: Space Pirate\nStatus >> Acid burns have welded the joints of the exoskeleton.
[B1D188C8]_000	Entrance to Deck Beta\nSecurity Hall
[7A8D5B6D]_000	Entrance to Deck Beta\nTransit Hall
[EC4C1258]_000	Access to {color[ff0a0aff]}Deck Gamma {color[000000ff]}approved.\nPlease step into the hologram.
[1E0C0788]_000	An access code is required to enter Deck Gamma. Please see a deck commander to receive a temporary code.
[ED9C5528]_000	This platform does not seem to be functional. There must be something nearby that will turn it on.
[5CE41F15]_000	Platform active.
[664517E0]_000	Morphology: Space Pirate\nStatus >> Death caused by severe lacerations to\nthe abdomen.
[673F8258]_000	This device does not seem to be functional. There must be something nearby that will turn it on.
[19568DEB]_000	{color[ff0a0aff]}Door lock enabled.{color[000000ff]}\nPlease insert metallic sphere to open door.
[9C0CD2AD]_000	This door is tightly sealed and does not appear to be receiving power.
[C31E2D6D]_000	Energy now flows through a series of locking mechanisms on the door's surface. 
[C31E2D6D]_001	 
[C31E2D6D]_002	An active power line trails away to an open clamp on\nthe floor.
[29861F5A]_000	Insert metallic sphere to open door.
[37ECD38A]_000	Morphology: Space Pirate\nStatus >> Death caused by severe lacerations to\nthe abdomen.
[B178A124]_000	Morphology: Space Pirate\nStatus >> Death caused by removal of internal organs.
[008F3640]_000	Morphology: Space Pirate\nStatus >> Minimal injuries assessed. 
[008F3640]_001	 
[008F3640]_002	Use caution. {color[ff0a0aff]}Maximum firepower recommended.{color[000000ff]}
[84DD1CA3]_000	Entrance to Deck Beta\nTransit Hall
[C62F739D]_000	It looks like a spherical shape would fit into this clamp.
[6543913E]_000	{color[ff0a0aff]}Door lock enabled.{color[000000ff]}\nPlease insert metallic sphere to open door.
[DF432C1D]_000	Insert metallic sphere to open door.
[7ACED053]_000	Morphology: Space Pirate\nStatus >> Death caused by cranial trauma.
[FC5AA2FD]_000	Morphology: Space Pirate\nStatus >> Death caused by severe lacerations. 
[FC5AA2FD]_001	 
[FC5AA2FD]_002	Subject looks like it has been partially eaten.
[37067158]_000	Morphology: Space Pirate\nStatus >> Dead. This creature looks like it struggled to get through this door.
[2A0341E0]_000	Morphology: Space Pirate\nStatus >> Death caused by acid burns to the face.
[AEA5D7FB]_000	The Save Station is not operational.
[2FB943D6]_000	Entrance to Save Station
[FF2C5A54]_000	Entrance to Reactor\nCore Entrance
[892E972A]_000	Security codes on Auto Turrets are changed every other lunar cycle. 
[892E972A]_001	 
[892E972A]_002	Using improper codes may result in turret activation.
[0FBAE584]_000	Obstruction detected in reactor ventilation system. 
[0FBAE584]_001	 
[0FBAE584]_002	Engineering crew report to Freight Lift corridor immediately.
[C4E63621]_000	Ventilation covers may become superheated if airflow is restricted. 
[C4E63621]_001	 
[C4E63621]_002	Unusual thermal readings should be reported to the deck engineer on duty.
[E0CF7E26]_000	Entrance to Biohazard Containment
[C9677BC8]_000	Entrance to Cargo Freight Lift
[E8976E30]_000	Morphology: Parasite Queen\nParasite female, genetically enhanced by unknown means.
[E8976E30]_001	Parasite Queen
[E8976E30]_002	A weak spot has been detected in this creature's mouth. Use your auto-targeting to acquire this new target!\n\nScans indicate the presence of a potent mutagen, origins unknown. Creature exhibits the ability to fire weapon-grade blasts of energy from its mouth, a trait not present in the standard parasite genome. It appears the Pirates have begun a bioengineering program, with considerable results.
[C50390B0]_000	{color[ff0a0aff]}Reactor core critical!\nEvacuate immediately!{color[000000ff]}
[C8062EFD]_000	These creatures still contain a heat signature. They have not been here for very long.
[4E925C53]_000	Analysis detects large amounts of blood missing from the carcasses. 
[4E925C53]_001	 
[4E925C53]_002	These bodies may have been used for nourishment. Pattern consistent with predator behavior.
[85CE8FF6]_000	No life signs detected.
[13FD4086]_000	Entrance to Deck Gamma Monitor Hall
[8C10776F]_000	Access to {color[ff0a0aff]}Deck Beta{color[000000ff]} approved.\nPlease step into the hologram.
[F4EBA4E2]_000	Platform active.
[202DCCED]_000	This platform does not seem to be functional. There must be something nearby that will turn it on.
[20937205]_000	This door has been sealed to prevent radiation leaks.
[868F00FF]_000	Entrance to Biotech Research Area 1
[52B0869F]_000	Entrance to Connection Elevator
[7818F593]_000	This door has been sealed to prevent radiation leaks.
[F21400AC]_000	Subject >> Meta Ridley\nCerebral casing stable.\nExoskeleton seal holding.\nBegin umbilical retraction.
[74807202]_000	Subject >> Meta Ridley\nWeapon update complete.\nStinger ballistics >> online\nPlasma fuel cell >> online
[08D35A3E]_000	While in Combat Visor mode, press and hold {[0100|2ecd]} when this object is in your view to perform a Grapple Beam swing.
[7E8B2866]_000	Entrance to Connection Elevator
[EF85967D]_000	Access to{color[ff0a0aff]} Deck Alpha{color[000000ff]} approved.\nPlease step into the hologram.
[606D4AE3]_000	This platform does not seem to be functional. There must be something nearby that will turn it on.
[4BDE6C56]_000	Platform active.
[3B4AACE8]_000	This door has been sealed to prevent radiation leaks.
[E0A77146]_000	Mechanism: Auto Turret\nUse Missiles to break outer casing.
[E0A77146]_001	Auto Turret
[5C4BB804]_000	Auto Turret >> Disabled
[C77ED476]_000	Auto Turret >> Malfunction
[A9D93062]_000	Auto Turret >> Disabled
[2F4D42CC]_000	Auto Turret >> Disabled
[950A8635]_000	Small Health. Replenishes 10 units of health.
[950A8635]_001	Small Health
[2B9A80DF]_000	Missile Ammunition. Resupplies Missile Launcher with 5 rounds of ammo.
[2B9A80DF]_001	Missile Ammo
[75E77221]_000	Energy Tank. This item permanently increases your maximum energy capacity by 100 units.
[75E77221]_001	Energy Tank
Preload\MPR1\GuiSysMP1.pak\TEXT_ScansLavaWorld.msbt
[0D3EC7DC]_000	Access to {color[ff0a0aff]}Chozo Ruins North {color[000000ff]}granted. Please step into\nthe hologram.
[8EA3FD98]_000	Transport to {color[ff0a0aff]}Chozo Ruins North{color[000000ff]} active.
[D1F0F46C]_000	Elevator mechanism has been retrofitted onto existing rock wall. 
[AD152AD8]_000	Molten lava temperature is 1180° centigrade, rendering Suit shielding inadequate. Contact is hazardous.
[065BEFBD]_000	Light fixture powered by cycling thermal battery. Technology consistent with Space Pirate profile.
[7BC95B11]_000	Aperture vents flames at regular intervals whenever thermal pressure reaches critical levels.
[435D4B86]_000	Antigravitational boosters beneath platform appear insufficient to support heavy weights for long durations.
[4290EB09]_000	Structural weaknesses detected throughout wall.
[D110EC18]_000	Stress fractures can be\nseen all throughout this\n{color[ff0a0aff]}Sandstone{color[000000ff]} wall.
[8D090540]_000	Lava tube bored into a magma reservoir provides a thermal fuel conduit for Flamethrowers.
[09887AA9]_000	Light fixture is powered by a geothermal tap in the magma stream.
[33EC52C7]_000	{color[ff0a0aff]}Bendezium{color[000000ff]} portion of area\nis unstable.
[4718E0AB]_000	Minor structural defects detected in bridge section. Structure's integrity could be compromised by a powerful explosion.
[4BFA413E]_000	Immersion pistons are leeching power from the magma pools as planned.
[4BFA413E]_001	 
[4BFA413E]_002	Geothermal power source is promising. Recommend Energy Command deactivate Central Dynamo and switch to geothermal power at once.
[DEC85AE9]_000	Local crystal formations possess low Phazon residue.
[DEC85AE9]_001	 
[DEC85AE9]_002	They do have high value to the monks of Grondheim, however. Recommend processing of crystal for that market once Phazon operations cease.
[F9849756]_000	Collapsible suspension bridge is functional, but lacks power.
[05BC785E]_000	Power restored. Suspension bridge operational.
[E8137311]_000	Geothermal power routing to this station is complete.
[E8137311]_001	 
[E8137311]_002	Unstable magma flow is a concern. Remove tower from geothermal grid if fluctuations exceed safety levels.
[BA55BF8F]_000	This is a standard Spinner device.
[BA55BF8F]_001	Spinner
[BA55BF8F]_002	The generator belts of the Spinner can be activated by rapid rotational force. Use the Boost ability of the Morph Ball when inside a Spinner to activate the device.
[EF77BBE2]_000	Spinner system offline. Bridge control locked for this level.
[B448EA6B]_000	Log entered from Pirate Log spreadsheet.
[07353198]_000	Bridge access to radial lava pathways is limited to Pyroclastic Team only. Identity scan required.
[F521EAE9]_000	Elevator gangway bridge activated.
[4D1991EE]_000	Report any signs of magma predator activity to Security Central at once.
[D0A81E59]_000	Access to {color[ff0a0aff]}Phendrana Drifts North {color[000000ff]}granted. Please step into the hologram.
[4F2D2258]_000	Transport to {color[ff0a0aff]}Phendrana Drifts North{color[000000ff]} active.
[65D31D01]_000	Air vent is part of circulation system pumping surface atmosphere throughout lava caverns.
[F486D876]_000	Air vent diameter is .7 meters. Termination point unknown.
[60D7F5B0]_000	Air vent appears dislocated from central circulation network.
[4BE9A4CC]_000	Access to {color[ff0a0aff]}Tallon Overworld West {color[000000ff]}granted. Please step into the hologram.
[58DA42EA]_000	Transport to {color[ff0a0aff]}Tallon Overworld West{color[000000ff]} active.
[7142FD95]_000	Scan shows stress fractures in {color[ff0a0aff]}Brinstone{color[000000ff]} wall.
[CD7E298C]_000	This machine is functional, but it is not receiving power.
[CD7E298C]_001	 
[CD7E298C]_002	{color[ff0a0aff]}Three{color[000000ff]} nearby Power Conduits must be energized for it to open. Blasts of electrical energy will energize the conduits. The conduits radiate some heat that is invisible in the normal spectrum. 
[2A500CE0]_000	This machine is now operating at full capacity.
[2A500CE0]_001	 
[2A500CE0]_002	Access to West channel door granted. Lava within channel has been cooled.
[E136F3C7]_000	West channel door sealed. 
[147E5202]_000	East channel door sealed. 
[C77A205E]_000	North channel door sealed. 
[C76EEC4E]_000	Access to East channel door granted. Lava within channel has been cooled.
[3F9D8B53]_000	Access to North channel door granted. Lava within channel has been cooled.
[26A31486]_000	Access to West channel door granted. Lava within channel has been cooled.
[534FDF52]_000	Cooling system fully operational. All channels clear.
[F230DF62]_000	Rotating lift platforms are in working order.
[64B3F918]_000	Use the magnetic rail system to advance.
[6F2DF08A]_000	Scan shows stress fractures in {color[ff0a0aff]}Bendezium{color[000000ff]} frame.
[13579E70]_000	Unstable {color[ff0a0aff]}Bendezium{color[000000ff]} debris blocking path.
[95C3ECDE]_000	Unstable {color[ff0a0aff]}Bendezium{color[000000ff]} debris blocking path.
[6F30E3D4]_000	Access to {color[ff0a0aff]}Phendrana Drifts South {color[000000ff]}granted. Please step into the hologram.
[61805AFF]_000	Transport to {color[ff0a0aff]}Phendrana Drifts South{color[000000ff]} active.
[2FAF7EDA]_000	Access to {color[ff0a0aff]}Phazon Mines West {color[000000ff]}granted. Please step into\nthe hologram.
[28E3D615]_000	Transport to {color[ff0a0aff]}Phazon Mines West{color[000000ff]} active.
[B0355C18]_000	Save Station
[B0355C18]_001	Save Station
[B0355C18]_002	Step into these stations to save your game and fully restore your energy.
[29D73A19]_000	Save Station
[29D73A19]_001	Save Station
[29D73A19]_002	Step into these stations to save your game and fully restore your energy.
[DD4DD38A]_000	Plasma Beam
[8F68D772]_000	Morphology: Grizby\nSubvolcanic carrion feeder. Carapace can be breached by Missiles.
[8F68D772]_001	Grizby
[8F68D772]_002	The Grizby's carapace has been fused together by superheated air. This barrier stands up to everything but concussive blasts. Its intelligence is limited to instinctive scavenging patterns.
[ED007111]_000	Morphology: Magmoor\nFire-breathing serpent that dwells in lava. 
[ED007111]_001	Magmoor
[ED007111]_002	Magmoors prefer extreme heat zones, and are susceptible to frigid attack forms. Sightless, they navigate the lava currents using their sonar receptors. Magmoors have a keen sense of smell, enabling them to pinpoint targets with startling accuracy.
[E3CD731D]_000	Morphology: Olbap\nInsectoid scavenger. Instinctually attacks anything smaller than itself. 
[E3CD731D]_001	Olbap
[E3CD731D]_002	Olbaps are protected by a stout carapace of overlapping scales. They can only be attacked when flipped over. Olbaps will ignore large predators as they scour igneous surfaces for sustenance. In battle, they will roll into a highly maneuverable ball, then bludgeon their opponent.
[B0DC1B98]_000	Morphology: Puddle Spore\nSentient floating lava mollusk protected by an impenetrable shell.
[B0DC1B98]_001	Puddle Spore
[B0DC1B98]_002	A Puddle Spore opens when approached, attempting to intimidate with its size. When opened, direct fire to its mantle causes it to flip into a defensive position. If it can slam shut, it ejects a spread of harmful energy globules.
[3081ABEA]_000	Morphology: Triclops\nHard-shelled creature with powerful jaws. 
[3081ABEA]_001	Triclops
[3081ABEA]_002	The Triclops is a hunter-gatherer. It collects small creatures and bits of foodstuff, then deposits them elsewhere for later consumption. The hard tripartite mandibles it uses to move earth and rock are quite strong and difficult to escape once ensnared.
[AEFB2390]_000	Morphology: Puffer\nUnstable gas-filled organism. Will rupture on contact.
[AEFB2390]_001	Puffer
[AEFB2390]_002	Puffers fill their bodies with lethal meta-viprium gas and float about in search of food. If ruptured, the gas within the Puffer is violently released. Despite their fragile bodies, Puffers are aggressive hunters. The gas cloud they release upon death is often fatal to the creature that brings them down as well.
[3771E537]_000	Morphology: Plated Puffer\nMutated Puffer with reinforced epidermis.
[3771E537]_001	Plated Puffer
[3771E537]_002	Phazon exposure has created a mutant strain of Puffers on Tallon IV. They have developed plated skin, making them harder to burst. Concussive weapons can still do the job, however. The gas within the Plated Puffer is just as deadly as that within their 'cousins.'
Preload\MPR1\GuiSysMP1.pak\TEXT_ScansMines.msbt
[49E08B9B]_000	Dual-Control Force Field is online. Deactivation controls are likely nearby.
[AD72FE2A]_000	Primary Force Field control disabled.
[76D7EF4F]_000	Secondary Force Field control disabled.
[D8D61110]_000	The Crane controls are functional, but require power. 
[D8D61110]_001	 
[D8D61110]_002	A {color[ff0a0aff]}Power Conduit{color[000000ff]} is nearby. A blast of electrical energy will energize the conduit and restore power to the Crane.
[0CBB0F77]_000	Transfer of building materials\nis complete. 
[0CBB0F77]_001	 
[0CBB0F77]_002	Processing of materials for Xenome Containment Units under way.
[07C3C0EE]_000	Report all Phazon mutations to Science Team immediately.
[07C3C0EE]_001	 
[07C3C0EE]_002	All units with useful mutations will receive an increase in pay and rations. Elite and Trooper candidates are now being selected by Command.
[930A3524]_000	Crane unit scan indicates recent use. Device is currently inactive.
[7B9448AB]_000	Crane controls now active.
[0BD560C4]_000	Magnetic power circuit inactive. Restore missing track section to activate.
[AEE90A48]_000	These Crane controls are functional, but require power. 
[AEE90A48]_001	 
[AEE90A48]_002	The power conduit to activate the Crane is most likely located near the control cabin on the other side of this room.
[EC75CE0A]_000	Save Station access granted.
[9E84C4C0]_000	Force Field active. Access prohibited.
[F949297E]_000	Security bioscan locks in place. Locks keyed to Space Pirate life signs only.\nAccess denied.
[D2E8D5F6]_000	Microfractures present in {color[ff0a0aff]}Bendezium{color[000000ff]} blast gate.
[42C52F3D]_000	Partial security access achieved. Force Field inactive.
[E4485F56]_000	Test results from Battle Simulation 'Samus Aran' are promising. 
[E4485F56]_001	 
[E4485F56]_002	Elite units report a 74% success ratio against Aran in testing. High Command is pleased, but expects a higher ratio by project's end.
[62DC2DF8]_000	Space Pirate encrypted data decoded.\n
[62DC2DF8]_001	Elite Pirates
[62DC2DF8]_002	Log 11.001.9\n\nInitial Project Helix experiments with Space Pirate embryos were disastrous. The Phazon-infusion process degenerated brain tissue even as it augmented muscle mass. None of what we have termed 'Elite Pirates' lived to maturity; the few that survived their infanthood suffered severe psychotic breakdowns as juveniles, killing anything within their zone of perception. Research team Sclera made a recent breakthrough, in which parasite studies with a Phazon strain code-named 'Vertigo' were highly successful. Since then, we have fused Vertigo Phazon with Space Pirate DNA with great success. The latest batch of Elite Pirates have reached maturity successfully and are ready for field testing and training.  
[A980FE5D]_000	Space Pirate encrypted data decoded.\n
[A980FE5D]_001	Mining Operations
[A980FE5D]_002	Log 11.242.3\n\nPrevious problems with power supplies in the mining operation have been solved, and we are back on schedule. By shunting thermal energy from the lava flows in the Magmoor Caverns region of Tallon IV, we now have the means to run all of the earth-moving and Phazon-refinement machinery stationed in the caves surrounding the impact crater. Once the operation is running smoothly, we will be able to make projections on Phazon yields and predict if we will be able to leach enough of the substance from the earth to suit the requests of research labs Hydra and Aether. Additionally, three teams of deep-earth Harrowers have already begun sealing off several of the Phazon-rich caves for use as Metroid farms.
[B485CEE5]_000	Recommended battle\nsystems for Elite Pirates\nare as follows:
[B485CEE5]_001	 
[B485CEE5]_002	Shoulder-mounted Plasma Artillery Cannon, Repulsion Shield, Wave Quake projector, energy-siphon system, and retractable Wrist Bayonets.                                               
[524420CD]_000	Scans indicate this platform is functional, but inactive. 
[E7511A0D]_000	Platform systems active.
[61C568A3]_000	Platform systems active.
[B9DBCBC2]_000	Security alert, all stations.
[B9DBCBC2]_001	 
[B9DBCBC2]_002	Bioform Samus Aran has made planetfall on Tallon IV. The Hunter is among us. All units are hereby ordered to attack Aran on sight. Terminal force is authorized. Report all sightings of Aran to Security Command at once.
[D55EA721]_000	Industrial Pulse Beam online. Auto-firing mode engaged.
[DAF944C8]_000	Attention all units. Report to your battle stations.
[DAF944C8]_001	 
[DAF944C8]_002	Failure to comply with this order is an act of treason. Treason is punishable by termination. 
[05EA8A69]_000	Industrial Grade Pulse Beam, Mining Configuration.
[D09D4384]_000	Surface integrity at 23%. Further Pulse Beam exposure could cause collapse.
[5609312A]_000	Surface integrity at 44%. Further Pulse Beam exposure could cause collapse.
[9D55E28F]_000	Surface integrity at 13%. Further Pulse Beam exposure could cause collapse.
[0A871D86]_000	Surface integrity at 42%. Presence of thermal power signature detected. 
[0A871D86]_001	 
[0A871D86]_002	Further Pulse Beam exposure could cause collapse.
[4B0C0192]_000	Surface integrity at 8%. Further Pulse Beam exposure could cause collapse.
[CD98733C]_000	Surface integrity at 31%. Further Pulse Beam exposure could cause collapse.
[9B2D67A1]_000	This is a standard {color[ff0a0aff]}Spinner{color[000000ff]} device.
[9B2D67A1]_001	Spinner
[9B2D67A1]_002	The generator belts of the Spinner can be activated by rapid rotational force. Use the Boost ability of the Morph Ball when inside a Spinner to activate the device.
[0B3D2605]_000	Unit ident-code EPG-8642, batch 23, field designation 'Elite Pirate Alpha.'  
[0B3D2605]_001	 
[0B3D2605]_002	Stasis tank hull reinforced with {color[ff0a0aff]}Bendezium{color[000000ff]} alloy plates.
[922E41BC]_000	Structure contains several rotating sections. They can be moved to gain access to different areas.
[922E41BC]_001	 
[922E41BC]_002	Rotation of pillar will alter the path of magnetic rail tracks.
[DB4418D7]_000	This is a rotation control unit for the lower section of the pillar. It requires power\nto operate.
[0E285CD0]_000	This is a rotation control unit for the middle section of the pillar. It requires power\nto operate.
[059F7AC8]_000	Rotation control unit blocked by partial collapse of {color[ff0a0aff]}Bendezium{color[000000ff]} wall.
[885FB860]_000	This is a rotation control unit for the upper section of the pillar. It requires power\nto operate.
[D7FD3D9A]_000	This hologram represents the central pillar in this room.
[D7FD3D9A]_001	 
[D7FD3D9A]_002	The pillar contains several rotating sections. They can be moved to gain access to different areas. Rotation of the pillar will alter the path of its magnetic rail tracks.
[02E374F8]_000	Plasma Artillery Cannon. Unit has extreme thermal signature due to lack of shielding. 
[02E374F8]_001	 
[02E374F8]_002	Cannon connected to energy-siphon systems to augment performance. Avoid Beam weapon fire when energy-siphon unit is active.
[6A2E9A12]_000	Force Field engaged. Deactivation required\nfor access.
[9E8DC42A]_000	Force Field offline. Access granted.
[A2529296]_000	A shipment of military-grade Plasma Artillery Cannons is en route to Tallon IV. 
[A2529296]_001	 
[A2529296]_002	The Egenoid Star Marines we 'acquired' them from were letting them sit in a warehouse. Our Elite Pirates, on the other hand, will put them to good use very soon.
[24C6E038]_000	Facility Command's request for Elite Pirate transfer to security forces granted.  
[24C6E038]_001	 
[24C6E038]_002	Prepare Units EPG-8644 and EPG-8656 for field duty at once.
[EF9A339D]_000	Security requests deployment of Elite Pirates in Metroid Quarantine areas.
[EF9A339D]_001	 
[EF9A339D]_002	The high casualties suffered by standard Pirate units deployed in Metroid areas is not acceptable.
[F29F0325]_000	Security Level Tau will be in effect until further notice. All leaves cancelled pending downgrade of alert status.
[39C3D080]_000	Consumption of Elite Nutrient Mix by non-Elite units is strictly prohibited.
[39C3D080]_001	 
[39C3D080]_002	Failure to comply will result in a 50% ration reduction for a deca-cycle.
[BF57A22E]_000	Bioform Samus Aran continues to assault our holdings on Tallon IV.
[BF57A22E]_001	 
[BF57A22E]_002	Security has been compromised in multiple areas. Casualty rates are rising. Command has authorized a sizable bounty for the capture or termination of Aran. Report to your field officers for details.
[740B718B]_000	Evaluation of Plasma Artillery Cannons is complete.
[740B718B]_001	 
[740B718B]_002	The weapons are fully functional, but a flaw has been discovered. Subpar thermal shielding gives them a high heat signature. This could make them easier to target for enemies with enhanced vision capabilities.
[855DC35E]_000	Security Alert. Computer systems compromised.
[855DC35E]_001	 
[855DC35E]_002	Bioform Samus Aran has cracked our systems. The Hunter can access our system at will, and is able to bypass most of our security programs. Use manual locking systems when possible.
[4E0110FB]_000	Tallon Metroid aggression\nlevels are rising.
[4E0110FB]_001	 
[4E0110FB]_002	Be alert for any attempts by Tallon Metroids to escape from Quarantine areas. Their energy absorption ability is not able to disrupt our Force Fields, but continued exposure to Phazon may change things for the worse. 
[9DA85A96]_000	Reports on Hunter activity\nare in.
[9DA85A96]_001	 
[9DA85A96]_002	Analysis indicated that the Hunter is using 'Morph Ball' technology to infiltrate our facilities. Recalibrate sensors to search for Morph Ball energy signatures.
[56F48933]_000	Replacement of standard hatch covers continues.
[56F48933]_001	 
[56F48933]_002	Steel covers will be replaced with Cordite and Bendezium covers in two deca-cycles.
[D060FB9D]_000	Increase Phazon portion of Elite Pirate Ration by 18%. 
[1B3C2838]_000	Report any signs of ration rejection by Elites at once.
[06391880]_000	Phazon-infused fungal harvesting continues.
[06391880]_001	 
[06391880]_002	Replacement of deca-triticale with Phazon-infused fungal matter in Elite Ration Mix has been authorized.
[CD65CB25]_000	Reconfiguration of Security Drones authorized.
[CD65CB25]_001	 
[CD65CB25]_002	Deploy new Drones to mission-\ncritical areas immediately.
[4BF1B98B]_000	Planetary stealth technology is back online.
[4BF1B98B]_001	 
[4BF1B98B]_002	We have evaded detection by the battle cruiser Emmons. The brief lapse in planetary security caused by the crash of our frigate is over. Now we can concentrate our efforts on the Hunter.
[554DD50F]_000	Phazon Nutrient Vat. Elite Pirate Ration processing\nin progress.
