A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A2_Drama_RENTORAR_400_40	（這就是規矩！）
A2_Drama_PIKACHU_400_40_NOMESSAGE	あばばば……
A2_Drama_RENTORAR_400_50	（也不是多大的威力，\n　牠就昏過去了嗎？）
A2_Drama_YAMIRAMI_400_20	（真是丟臉。）
A2_Drama_TIM_500_5	你一定很快就能出來了。
A2_Drama_PAPOLICEMAN02_500_10	時間到了。
A2_Drama_PIKACHU_500_10	喂喂，我們還沒說完耶。
A2_Drama_PIKACHU_500_20	嗚！啊啊……
A2_Drama_TIM_500_10	你怎麼了？皮卡丘。
A2_Drama_PIKACHU_500_30	我的身體不聽使喚。
A2_Drama_TIM_500_20	嗯？那個光……
A2_Drama_PIKACHU_600_10	呼～
A2_Drama_GORONDA_600_10	（真沒辦法。）
A2_Drama_PIKACHU_600_20	哇哇哇！你幹嘛……
A2_Drama_GORONDA_600_20_NOMESSAGE	ゴロ（ほい）
A2_Drama_PIKACHU_600_30	喂！
A2_Drama_GORONDA_600_30_NOMESSAGE	ゴロ（ほい）
A2_Drama_PIKACHU_600_40	我可……
A2_Drama_GORONDA_600_40_NOMESSAGE	ゴロ（ほい）
A2_Drama_PIKACHU_600_50	不是……
A2_Drama_GORONDA_600_50_NOMESSAGE	ンダー（とりゃー）
A2_Drama_PIKACHU_600_60	球啊～～！
A2_Drama_PIKACHU_600_70_NOMESSAGE	ゔ！　ど！　ぐっ！
A2_Drama_PIKACHU_600_80	哇啊啊啊！
A2_Drama_PIKACHU_600_90_NOMESSAGE	うぐっ
A2_Drama_PIKACHU_600_100	痛痛痛……
A2_Drama_BEROBA_600_10_NOMESSAGE	ベべべ（へへへ）
A2_Drama_PIKACHU_700_10	拜託你囉，倫琴貓！
A2_Drama_PIKACHU_700_20	嘿！
A2_Drama_PIKACHU_700_30_NOMESSAGE	ぐわっ
A2_Drama_PIKACHU_700_40	呃～
A2_Drama_PIKACHU_700_50	我說啊……\n誰來……幫幫我，好嗎？
A2_Drama_BEROBA_700_10	（嘿嘿嘿。）
A2_Drama_LEPARDAS_700_10	（真可愛呢。\n　沒想到你連這種地方都爬不上去。）
A2_Drama_PIKACHU_700_60_NOMESSAGE	あわわ……
A2_Drama_PIKACHU_700_70	你在幹什麼啊～～
A2_Drama_LEPARDAS_700_20_NOMESSAGE	字幕なしボイス
A2_Drama_PIKACHU_700_80_NOMESSAGE	どわっ
A2_Drama_PIKACHU_700_90	呼～
A2_Drama_PIKACHU_700_100	出發吧！倫琴貓！
A2_Drama_RENTORAR_700_10	（嗯！）
A2_Drama_PIKACHU_900_10	糟糕！有人來了。
A2_Drama_METAMON_900_10_NOMESSAGE	モン？（え？）
A2_Drama_PIKACHU_900_20	我們躲到那裡去吧。
A2_Drama_METAMON_900_20_NOMESSAGE	モンモン（あわわ）
A2_Drama_PIKACHU_900_30_NOMESSAGE	わわわ
A2_Drama_METAMON_900_30_NOMESSAGE	モンモンモン（あわわ）
A2_Drama_BUTLER_900_10	請進。
A2_Drama_PIKACHU_900_32_NOMESSAGE	字幕なし音声
A2_Drama_PIKACHU_900_34_NOMESSAGE	字幕なし音声
A2_Drama_BUTLER_900_15_NOMESSAGE	字幕なし音声
A2_Drama_SECRETMURDOCH_900_10	多虧了你給的情報，\n我們順利拿到寶石了。
A2_Drama_SECRETMURDOCH_900_20	再來就剩那個女人和皮卡丘了。
A2_Drama_BUTLER_900_20	如果是那隻戴著偵探帽的皮卡丘，\n明天牠就會被移送。
A2_Drama_SECRETMURDOCH_900_30	是嗎，那不允許有任何差錯的。
A2_Drama_BUTLER_900_25	是！
A2_Drama_SECRETMURDOCH_900_40	想要更多錢的話，\n就把那女人的事也處理好。
A2_Drama_BUTLER_900_30	請交給我。
A2_Drama_SECRETMURDOCH_900_50	那麼，讓我確認確認\n控制方塊的狀況吧。
A2_Drama_PIKACHU_900_36_NOMESSAGE	字幕なし音声
A2_Drama_BUTLER_900_40	好的。
A2_Drama_PIKACHU_900_38_NOMESSAGE	字幕なし音声
A2_Drama_PIKACHU_900_40	呼～～
A2_Drama_METAMON_900_40_NOMESSAGE	モンモン（わーい）
A2_Drama_PIKACHU_900_50	剛才和巴特勒在一起的\n到底是誰？
A2_Drama_PIKACHU_900_60	而且他們還提到\n明天要移送我。
A2_Drama_METAMON_900_50_NOMESSAGE	モン（うん）
A2_Drama_PIKACHU_900_70	不快點可就不妙了……
A2_Drama_PIKACHU_1000_10	森嚴的戒備，\n還有那方塊……
A2_Drama_TIM_1000_10	怎麼了，皮卡丘？
A2_Drama_PIKACHU_1000_20	啊哈～有這招。
A2_Drama_PIKACHU_1000_30_NOMESSAGE	よっ
A2_Drama_PIKACHU_1000_40_NOMESSAGE	はっ
A2_Drama_PIKACHU_1000_50	皮卡！我靈光一閃！
A2_Drama_TIM_1000_20	咦？
A2_Drama_PIKACHU_1000_60	我要和寶可夢們同心合力，\n從這裡逃出去！
A2_Drama_PIKACHU_1000_70	終於可以離開這裡啦！
A2_Drama_PIKACHU_800_10_NOMESSAGE	くっ　うっく　うー
A2_Drama_YAMIRAMI_800_10_NOMESSAGE	（はあ？）
A2_Drama_GORONDA_800_10_NOMESSAGE	（なんだ？）
A2_Drama_PIKACHU_800_20	唉～看來弄都弄不下來。
A2_Drama_PIKACHU_800_30_NOMESSAGE	んしょ　んしょ
A2_Drama_YAMIRAMI_800_20_NOMESSAGE	（はあ？）
A2_Drama_GORONDA_800_15_NOMESSAGE	字幕なしボイス
A2_Drama_PIKACHU_800_40_NOMESSAGE	はあ　はあ……
A2_Drama_YAMIRAMI_800_30_NOMESSAGE	（あれ？）
A2_Drama_PIKACHU_800_50	沒辦法嗎……嗯？嗯？
A2_Drama_PIKACHU_800_60	哦！掉下來了！
A2_Drama_PIKACHU_800_70	太好了！\n我自由啦啊啊！
A2_Drama_YAMIRAMI_800_40_NOMESSAGE	（どうなってるんだ？）
A2_Drama_GORONDA_800_20_NOMESSAGE	（うれしそうだな？）
A2_Drama_GORONDA_1100_5_NOMESSAGE	字幕なしボイス
A2_Drama_RENTORAR_1100_5_NOMESSAGE	字幕なしボイス
A2_Drama_YAMIRAMI_1100_5_NOMESSAGE	字幕なしボイス
A2_Drama_BEROBA_1100_5_NOMESSAGE	字幕なしボイス
A2_Drama_GORONDA_1100_10_NOMESSAGE	（おぅ）
A2_Drama_RENTORAR_1100_10_NOMESSAGE	（ああ）
A2_Drama_PIKACHU_1100_5_NOMESSAGE	字幕なしボイス
A2_Drama_LEPARDAS_1100_10_NOMESSAGE	レパレパ（意思の感じられない呻き声）
A2_Drama_PIKACHU_1100_10_NOMESSAGE	ううう……
A2_Drama_PIKACHU_1100_20_NOMESSAGE	ううう……
A2_Drama_RENTORAR_1100_20_NOMESSAGE	レレレ（意思の感じられない呻き声）
A2_Drama_GORONDA_1100_20_NOMESSAGE	ゴゴゴ（意思の感じられない呻き声）
A2_Drama_PIKACHU_1100_30_NOMESSAGE	ううう……　うっ
A2_Drama_PIKACHU_1100_33_NOMESSAGE	字幕なしボイス
A2_Drama_GORONDA_1100_30_NOMESSAGE	（ああ）
A2_Drama_PIKACHU_1100_36_NOMESSAGE	字幕なしボイス
A2_Drama_PIKACHU_1100_40	準備好了嗎？
A2_Drama_GORONDA_1100_40	（隨時沒問題！）
A2_Drama_RENTORAR_1100_30	（我也是！）
A2_Drama_PIKACHU_1100_50	好，我們走！
A2_Drama_RENTORAR_1100_40	（哦～！）
A2_Drama_GORONDA_1100_50_NOMESSAGE	（おー）
A2_Drama_TIM_1200_10	好了，巴特勒局長，\n請把控制器交出來。
A2_Drama_BUTLER_1200_10_NOMESSAGE	くっ
A2_Drama_BUTLER_1200_20_NOMESSAGE	字幕なしボイス
A2_Drama_RACHEL_1200_5_NOMESSAGE	字幕なしボイス
A2_Drama_TIM_1200_20	哇！
A2_Drama_RACHEL_1200_10_NOMESSAGE	字幕なしボイス
A2_Drama_BRAD_1200_10_NOMESSAGE	字幕なしボイス
A2_Drama_BUTLER_1200_30_NOMESSAGE	字幕なしボイス
A2_Drama_PIKACHU_1200_10	發生了什麼事？
A2_Drama_TIM_1200_30_NOMESSAGE	くぅ
A2_Drama_TIM_1200_40	哦不，它壞掉了……
A2_Drama_PIKACHU_1200_20_NOMESSAGE	よっ
A2_Drama_PIKACHU_1200_30	證據沒了……
A2_Drama_PIKACHU_1200_40	怎麼會這樣。
A2_Drama_TIM_1200_50_NOMESSAGE	字幕なしボイス
A2_Drama_BRAD_1200_20	局長……不，巴特勒。\n我有很多事情想問問你。
A2_Drama_BRAD_1200_30	好了，跟我來吧。
A2_Drama_BUTLER_1200_40_NOMESSAGE	字幕なしボイス
A2_Drama_PIKACHU_1200_50	看來是被金錢蒙蔽了眼，\n離開了正義之路啊。
A2_Drama_IRENE_1300_10	那麼，\n晚餐就拜託你準備囉。
A2_Drama_TIM_1300_10	嗯，交給我吧。
A2_Drama_TIM_1300_20	不會有什麼新花樣就是了。
A2_Drama_IRENE_1300_20	啊！我得叫蘇菲亞過來才行。
A2_Drama_PIKACHU_1300_10	喂喂，艾琳，\n妳的戒指掉了！
A2_Drama_PIKACHU_1300_20	唉，我說了也沒用……
A2_Drama_PIKACHU_1300_30	這也沒辦法。
A2_Drama_PIKACHU_1300_40	這……是哈利的……
A2_Drama_PIKACHU_1300_50_NOMESSAGE	はぁっ
A2_Drama_HARRY_1400_10	唉……我真的說了……
A2_Drama_HARRY_1400_20	這麼做才對，對吧？
A2_Drama_HARRY_1400_30	為了我的家人，\n這是最好的方法……
A2_Drama_PIKACHUO_1400_10_NOMESSAGE	ピッ（え？）
A2_Drama_HARRY_1400_40	即使這會讓我成了壞人。
A2_Drama_HARRY_1400_50	要是說了實話……
A2_Drama_HARRY_1400_60	艾琳她……
A2_Drama_HARRY_1400_70	是絕對不會和我離婚的。
A2_Drama_HARRY_1400_80	就只有你了。\n你是我唯一能說實話的對象。
A2_Drama_PIKACHUO_1400_40_NOMESSAGE	ピカピカ（元気だしなよ！）
A2_NewsPaper.asset
A2_NEWSPAPER_TITLE0510_100_10	萊姆大學英才\n解開遺跡謎團
A2_NEWSPAPER_TITLE0610_100_10	人氣品牌新作\n靈感來自那隻寶可夢
A2_NEWSPAPER_TITLE0620_100_10	特輯\n星降遺跡的寶可夢們
A2_NEWSPAPER_TITLE0630_100_10	失蹤的觀光客\n平安歸來
A2_NEWSPAPER_TITLE0650_100_10	注目焦點！深度採訪
A2_NEWSPAPER_TITLE0660_100_10	本日填字遊戲
A2_PikaTalk.asset
A2_PikaTalk_PIKACHU_100_10	真是的！說什麼要「保護寶可夢」，\n根本就是在說檯面話！
A2_PikaTalk_PIKACHU_100_20	這簡直就是在「逮捕」啊。
A2_PikaTalk_PIKACHU_200_10	我明明是隻寶可夢，卻使不出招式。
A2_PikaTalk_PIKACHU_200_20	這實在不能告訴其他的寶可夢啊。
A2_PikaTalk_PIKACHU_300_10	提姆那傢伙這時候……
A2_PikaTalk_PIKACHU_300_20	該不會正在自己喝著咖啡吧。
A2_PikaTalk_PIKACHU_400_10	唉～好想再吃\n艾琳的起司通心麵啊～
A2_PikaTalk_PIKACHU_500_10	哈、哈、哈啾！！
A2_PikaTalk_PIKACHU_500_20	看來是有人在想我了。\n帥哥真是難為啊。
A2_PikaTalk_PIKACHU_600_10	謝謝你喔，倫琴貓。\n感謝你幫了我一把。
A2_PikaTalk_RENTORAR_600_10	（不必道謝。）
A2_PikaTalk_PIKACHU_600_20	你也太～帥氣了吧！
A2_PikaTalk_PIKACHU_700_10	你是這裡的寶可夢們的老大嗎？
A2_PikaTalk_RENTORAR_700_10	（不是。只是牠們擅自覺得我很可怕而已。）
A2_PikaTalk_PIKACHU_700_20	哦～太～帥了！
A2_PikaTalk_PIKACHU_800_10	我說倫琴貓，透視這能力\n要是一直使用是不是會很累啊？
A2_PikaTalk_RENTORAR_800_10	（要是長時間持續透視的話，\n　我的體力會吃不消的。）
A2_PikaTalk_PIKACHU_800_20	這樣啊，這樣勉強你真是抱歉。
A2_PikaTalk_RENTORAR_800_20	（你不需要擔心。\n　這點程度的透視就跟扮家家酒一樣。）
A2_PikaTalk_PIKACHU_800_30	你的一舉一動都太帥氣了吧。
A2_PikaTalk_PIKACHU_900_10	我說倫琴貓，既然你能透視，\n也就是說你能看到各式各樣的事情囉？
A2_PikaTalk_RENTORAR_900_10	（嗯，算是吧。）
A2_PikaTalk_PIKACHU_900_20	也就是說，平常不該看到的那個那個或\n這個這個……都看得到囉？
A2_PikaTalk_RENTORAR_900_20	（你在跟我開玩笑嗎？）
A2_PikaTalk_PIKACHU_900_30	哇～～～！
A2_PikaTalk_PIKACHU_1000_10	喂，提姆，你幫我帶了什麼來？
A2_PikaTalk_PIKACHU_1000_20	啥？你是空手來的啊……
A2_PikaTalk_PIKACHU_1100_10	真是的，連一杯咖啡都不給，\n這裡盡是些粗枝大葉的傢伙嗎？
A2_PikaTalk_PIKACHU_1100_20	這寶可夢保護局也太沒誠意了！
A2_PikaTalk_PIKACHU_1200_10	我來到這裡後，就一直在思考\n到底為什麼會發生這種事。
A2_PikaTalk_PIKACHU_1200_20	但我一點都摸不著頭緒……
A2_PikaTalk_PIKACHU_1300_10	會碰上這種倒楣事，\n是我平時行得不夠正？
A2_PikaTalk_PIKACHU_1300_20	不，我是隻品行良好的寶可夢，\n不可能是那樣。我猜……
A2_PikaTalk_PIKACHU_1300_30	背後有什麼\n我不知道的事情正在發生。
A2_PikaTalk_PIKACHU_1400_10	喂～！呆呆杵在那裡的傢伙～
A2_PikaTalk_PIKACHU_1400_20	好歹送杯咖啡來給我吧！
A2_PikaTalk_PIKACHU_1500_10	喂，提姆，下次你來的時候，\n可以幫我帶些咖啡豆嗎？
A2_PikaTalk_PIKACHU_1500_20	我會自己想辦法弄到熱水的。
A2_PikaTalk_BEROBA_1600_10	（你遇到什麼麻煩了嗎？）
A2_PikaTalk_PIKACHU_1600_10	看就知道了吧！\n你別一臉幸災樂禍地看著我！
A2_PikaTalk_BEROBA_1600_20_NOMESSAGE	（イッヒッヒッヒ〜）
A2_PikaTalk_PIKACHU_1700_10	你說你最愛吃寶石了，\n那你聽過極光之露嗎？
A2_PikaTalk_YAMIRAMI_1700_10	（不曉得。我沒聽過～）
A2_PikaTalk_PIKACHU_1700_20	你不知道？真的嗎？
A2_PikaTalk_YAMIRAMI_1700_20	（開什麼玩笑！你憑什麼懷疑我？）
A2_PikaTalk_PIKACHU_1700_30	不不不，我這不是在懷疑你。
A2_SRT.asset
A2_SRT_EMILIA_9200_10	現在為您播報ＧＮＮ新聞。
A2_SRT_EMILIA_9200_20	近來與寶可夢相關的事件持續增加。
A2_SRT_EMILIA_9200_30	昨天，在萊姆市也\n出現了大量的大針蜂，
A2_SRT_EMILIA_9200_40	在場的市民們暴露在危險之中，\n所幸並沒有任何人受傷。
A2_SRT_EMILIA_9200_50	目前萊姆警察與寶可夢保護局\n正在調查原因。
A2_SRT_EMILIA_9200_60	此外，霍華德市長表示，\n將會盡速擬定對策。
A2_SRT_TIM_9200_10	是昨天的事件！
A2_SRT_PIKACHU_9200_10	但關於那群穿著白衣的人\n卻沒有任何報導。
A2_SRT_TIM_9200_20	還有我爸的事也是……
A2_SRT_PIKACHU_9200_20	我們需要更多資訊。\n畢竟不能坐視那群人。
A2_SRT_TIM_9200_30	嗯。\n我們去問問荷里迪探長吧。
A2_SRT_SOPHIA_4100_10	昨天，我跟媽媽去了萊姆塔。\n景色很好喔。
A2_SRT_IRENE_4100_10	下次我們一起去吧。
A2_SRT_PIKACHU_4100_10	喂喂，我也得去嗎？\n我可沒空當導遊啊。
A2_SRT_SOPHIA_4100_20	當然，皮卡丘也要一起去！
A2_SRT_PIKACHU_4100_20	妳有沒有在聽我說話啊？
A2_SRT_PIKACHU_4100_30	啊，說了也聽不懂……
A2_SRT_SOPHIA_4100_30	……
A2_SRT_PIKACHU_100_10	嗯……
A2_SRT_PIKACHU_100_20	嗯嗯……
A2_SRT_PIKACHU_100_30	這裡是……哪裡？
A2_SRT_HOLIDAY_700_10	提姆！你果然來了……
A2_SRT_TIM_700_10	荷里迪探長！
A2_SRT_TIM_700_20	還有……巴特勒局長。
A2_SRT_BUTLER_700_10	你擔心皮卡丘嗎？
A2_SRT_BUTLER_700_20	儘管安心吧。\n保護局是很安全的地方。
A2_SRT_TIM_1200_10	那是布萊德先生……
A2_SRT_TIM_1200_20	他怎麼會在事件現場？
A2_SRT_PIKACHU_1000_10	提姆！
A2_SRT_TIM_1000_10	皮卡丘！
A2_SRT_TIM_1000_20	真是的。\n你看起來有精神我就放心了！
A2_SRT_PIKACHU_1000_20	喂！你別太大聲，\n要是被人聽到會起疑心的。
A2_SRT_TIM_1000_30	啊，對喔……
A2_SRT_HOLIDAY_900_10	……就是這麼回事。
A2_SRT_TIM_900_10	唔嗯～
A2_SRT_BUTLER_900_10	你們在這種地方聊什麼呢？
A2_SRT_PIKACHU_6900_10	嗯？有人來了……
A2_SRT_PIKACHU_7000_10	拜託你囉！流氓熊貓。\n慢慢來就好……
A2_SRT_GORONDA_7000_10	（交給我吧！我要挑戰最快紀錄！）
A2_SRT_PIKACHU_7000_20	啥！？
A2_SRT_PIKACHU_7100_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7100_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7100_30	哇啊！
A2_SRT_PIKACHU_7100_40	這落地是滿分的１０分！
A2_SRT_PIKACHU_7200_10	拜託你啦！\n千面避役。
A2_SRT_INTEREON_7200_10	（好吧。\n　你可要咬緊牙關了。）
A2_SRT_PIKACHU_7200_20	嗄？
A2_SRT_PIKACHU_7300_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7300_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7300_30	哇啊！
A2_SRT_PIKACHU_7300_40	痛啊……很痛耶～
A2_SRT_PIKACHU_7400_10	步哨鼠，\n就請你幫忙囉！
A2_SRT_MIRUHOG_7400_10	（交給我吧！\n　你要盡量蜷起身體。）
A2_SRT_PIKACHU_7400_20	嗄？
A2_SRT_PIKACHU_7500_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7500_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7500_30	哇啊！
A2_SRT_PIKACHU_7500_40	成功了！痛痛痛……
A2_SRT_PIKACHU_7600_10	喂～酷豹，\n拜託你囉。
A2_SRT_LEPARDAS_7600_10	（可以唷。\n　幫我祈禱順利成功吧。）
A2_SRT_PIKACHU_7600_20	咦？
A2_SRT_PIKACHU_7700_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7700_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7700_30	哇啊！
A2_SRT_PIKACHU_7700_40	成功啦！
A2_SRT_PIKACHU_7800_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7800_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7800_30	哇啊！
A2_SRT_PIKACHU_7800_40	痛痛痛……沒人看見吧。
A2_SRT_RENTORAR_1700_5_NOMESSAGE	字幕なし汎用ボイス
A2_SRT_RENTORAR_1700_10	（我竟然大意了……）
A2_SRT_PIKACHU_1700_20	我們不會就此結束的！
A2_SRT_RENTORAR_4700_5_NOMESSAGE	字幕なし汎用ボイス
A2_SRT_RENTORAR_4700_10	（嘖……被發現了嗎……）
A2_SRT_PIKACHU_4700_20	我一定要從這裡逃出去！
A2_SRT_PIKACHU_2000_10	拜託你囉！倫琴貓。
A2_SRT_RENTORAR_2000_10	（交給我吧。）
A2_SRT_RENTORAR_2000_20	（巴特勒這傢伙，\n　竟然躺在椅子上，一副傲慢的樣子。）
A2_SRT_PIKACHU_2000_20	他正在偷懶不工作啊。\n其他還有什麼可疑的嗎？
A2_SRT_RENTORAR_2000_30	（牆壁上有通風管的出口。）
A2_SRT_PIKACHU_2000_30	也就是說……\n可以從那裡進去囉。
A2_SRT_RENTORAR_2000_40	（另外，有餐盤掉在地上欸。）
A2_SRT_PIKACHU_2000_40	寶可夢的嗎？等等……\n我從來沒見過局長的夥伴啊。
A2_SRT_RENTORAR_2000_50	（有個很牢固的金屬箱子，\n　裡面有裝著什麼東西。）
A2_SRT_PIKACHU_2000_50	嗯？是保險櫃嗎？
A2_SRT_RACHEL_1100_10	提姆！
A2_SRT_TIM_1100_10	瑞秋，怎麼了嗎？
A2_SRT_RACHEL_1100_20	什麼怎麼了！\n聽說皮卡丘被捉走了，是真的嗎？
A2_SRT_HOWARD_6800_10	大家好。\n我是市長，霍華德・邁爾斯。
A2_SRT_HOWARD_6800_20	有鑑於過去的事件，\n我一直為人類與寶可夢……
A2_SRT_HOWARD_6800_30	能建立起安全幸福的關係\n而一路努力過來。
A2_SRT_HOWARD_6800_40	在寶可夢友誼週的最後一天……
A2_SRT_HOWARD_6800_50	作為努力的成果，\n我計劃要發表一個夢幻裝置。
A2_SRT_PABLO_6800_10	霍華德先生真是努力啊。
A2_SRT_PABLO_6800_20	他不想讓Ｒ事件的悲劇重蹈覆轍。\n可以感受到他的決心呢。
A2_SRT_TIM_6800_10	夢幻裝置會是什麼樣的東西呢？
A2_SRT_PABLO_6800_30	誰知道呢？\n我完全沒辦法想像。
A2_SRT_TIM_4400_10	嗯？又是布萊德先生。
A2_SRT_RACHEL_4400_10	那是刑警？\n他正在調查那台餐車……
A2_SRT_TIM_4400_20	是有什麼東西嗎？
A2_SRT_MURDOCH_1600_10	哦？想不到這種時間\n會在這種地方見到你。
A2_SRT_TIM_1600_10	你是突然拔皮卡丘的毛的……
A2_SRT_MURDOCH_1600_20	對。我是萊姆市的政策顧問，\n科學家馬洛克。
A2_SRT_MURDOCH_1600_30	你的搭檔皮卡丘怎麼了？\n不會是拆夥了吧？
A2_SRT_TIM_1600_20	不，並沒有……
A2_SRT_RACHEL_1600_10	就是你！\n最近經常在我爸爸身邊出現的那個人！
A2_SRT_MURDOCH_1600_40	哎呀呀，這不是市長千金嗎？\n最近萊姆市也不太平靜，
A2_SRT_MURDOCH_1600_50	勸妳還是早點回家。\n霍華德先生也在擔心妳喔。
A2_SRT_RACHEL_1600_20	哼！要你管！
A2_SRT_TIM_1500_10	瑞秋……
A2_SRT_TIM_1500_15	我有事情要告訴妳。
A2_SRT_RACHEL_1500_10	怎麼了？\n你怎麼這麼嚴肅呀？
A2_SRT_TIM_1500_20	雖然我想，妳大概不會相信……
A2_SRT_TIM_1500_30	其實，我聽得懂皮卡丘的話。
A2_SRT_RACHEL_4500_10	我在竹林街的竹林裡\n迷路的時候……
A2_SRT_RACHEL_4500_15	有一隻圈圈熊救了我。
A2_SRT_TIM_4500_10	圈圈熊！？
A2_SRT_RACHEL_4500_20	嗯。\n那時候我又怕又冷，忍不住哭了。
A2_SRT_RACHEL_4500_25	牠溫柔地陪在我旁邊，保護了我。
A2_SRT_RACHEL_4500_30	那隻圈圈熊理解我的感受，\n幫助了我。
A2_SRT_RACHEL_4500_40	所以我覺得，\n寶可夢跟人類是能夠心靈相通的。
A2_SRT_RACHEL_4500_50	媽媽也是這樣告訴我的。
A2_SRT_TIM_4500_20	心靈相通……\n說得真好。
A2_SRT_RACHEL_4500_60	嗯！
A2_SRT_YESSAN_4600_10_NOMESSAGE	イエッサー（治しますー）
A2_SRT_GRAENA_4600_10_NOMESSAGE	グラグラ（ありがとう）
A2_SRT_PIKACHU_7900_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_7900_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_7900_30	哇啊！
A2_SRT_PIKACHU_7900_40	痛啊！嗚嗚……
A2_SRT_PIKACHU_1900_5	啊！？
A2_SRT_PIKACHU_1900_10	竟然被發現了……
A2_SRT_PIKACHU_1900_20	可惡！\n我不會就此放棄的！
A2_SRT_PIKACHU_8100_10	好，上吧。
A2_SRT_PIKACHU_8100_20	為什麼會在那種地方啊……
A2_SRT_PIKACHU_8200_10_NOMESSAGE	ふう　ふう（ほふく前進、疲れ気味）
A2_SRT_PIKACHU_8200_20_NOMESSAGE	ううっ……（身体を引き抜こうとしている）
A2_SRT_PIKACHU_8200_30	哇啊！
A2_SRT_PIKACHU_8200_40	痛啊……我都變矮了。
A2_SRT_PIKACHU_2100_10	嗯……
A2_SRT_IRENE_2100_10	這個戒指……
A2_SRT_IRENE_2100_20	哈利離開的時候，\n把它留在這裡了……
A2_SRT_TIM_2100_10	你們難道，離婚了？
A2_SRT_SOPHIA_2100_10	離婚！？
A2_SRT_IRENE_2100_30	不，不是的。
A2_SRT_IRENE_2100_40	爸爸他也許是那麼打算。
A2_SRT_IRENE_2100_50	但那個時候，\n哈利說話時沒有看著我的眼睛。
A2_SRT_IRENE_2100_60	他想隱瞞什麼的時候，\n總是那個樣子。
A2_SRT_IRENE_2100_80	他一定是被捲入了什麼事件裡面。
A2_SRT_IRENE_2100_90	為了不給家人帶來危害，\n所以才決定這麼做的吧。
A2_SRT_TIM_2100_20	媽……
A2_SubEvent.asset
A2_SUBEVENT01_TITLE	尋找合唱團的幼棉棉
A2_SUBEVENT01_DESCRIPTION	有２隻合唱團的幼棉棉還沒回來。\n牠們可能在城市的某個地方玩耍，\n去把牠們找回來吧。
A2_SUBEVENT02_TITLE	幫炒炒豬尋找樹果
A2_SUBEVENT02_DESCRIPTION	炒炒豬肚子餓到動彈不得。\n去找樹果來給牠吃吧。
A2_SUBEVENT03_TITLE	回答猜謎博士的寶可夢謎題
A2_SUBEVENT03_DESCRIPTION	猜謎博士出了寶可夢謎題。\n在城市中四處尋找，\n找出符合條件的寶可夢吧。
A2_SUBEVENT04_TITLE	從建築物的縫隙中\n取出結婚戒指
A2_SUBEVENT04_DESCRIPTION	有位男士把結婚戒指弄掉到\n建築物的縫隙中，讓他十分困擾。\n尋找可以鑽進縫隙裡的寶可夢吧。
A2_SUBEVENT05_TITLE	幫孩子把球給拿回來
A2_SUBEVENT05_DESCRIPTION	孩子在玩球的時候，\n不小心把球丟到屋頂上了。\n不知道哪裡有擅長\n攀爬建築物的寶可夢呢？
A2_SUBEVENT06_TITLE	找出噴泉廣場中\n神秘聲音的真相吧
A2_SUBEVENT06_DESCRIPTION	據說在噴泉廣場的附近\n能聽到神秘的聲音。\n去確認聲音的來源吧。
A2_SUBEVENT07_TITLE	尋找能打開果醬瓶蓋的寶可夢吧
A2_SUBEVENT07_DESCRIPTION	帕布羅先生打不開瓶蓋，\n正十分困擾。\n去找能打開瓶蓋的\n大力士寶可夢吧。
A2_Telop.asset
A2_POKEMON_NAME_010	勾魂眼
A2_POKEMON_DESCRIPTION_010	最喜歡礦石
A2_POKEMON_NAME_020	流氓熊貓
A2_POKEMON_DESCRIPTION_020	竹林老大
A2_POKEMON_NAME_030	搗蛋小妖
A2_POKEMON_DESCRIPTION_030	性格乖僻
A2_POKEMON_NAME_040	酷豹
A2_POKEMON_DESCRIPTION_040	又酷又華麗
A2_POKEMON_NAME_050	大狼犬
A2_POKEMON_DESCRIPTION_050	巷子裡的法外之徒
A2_POKEMON_NAME_060	愛管侍
A2_POKEMON_DESCRIPTION_060	付出真心的信使
A2_POKEMON_NAME_070	咚咚鼠
A2_POKEMON_DESCRIPTION_070	請給我電力！
A2_POKEMON_NAME_080	百變怪
A2_POKEMON_DESCRIPTION_080	變身成功了嗎？
A2_POKEMON_NAME_090	千面避役
