A0.asset
A0_1023_PIKACHU_100_1000	钢铠鸦那家伙，\n把我的宝贝帽子给拿走了！
A3_25910_PIKACHU_500_1000	你怎么了，\n是迷路了吗？
A3_25910_PY01_500_2000	（不是哦，\n　我在玩捉迷藏呢。）
A3_25910_PY01_500_3000	（可大家藏得都太好了，我找不到，\n　所以捉迷藏就一直结束不了。）
A3_25910_PIKACHU_500_2000	嗯，毕竟这遗迹附近\n地方还挺大的。
A3_25910_PY01_500_4000	（之后我们还有别的事，\n　这下可就来不及了呀……）
A3_25910_PY01_500_5000	（拜托你了！\n　帮我一起找找大家吧！）
A3_25910_GHIHIDARUMA_500_1000	（总觉得它有点可怜啊。）
A3_25910_PIKACHU_500_3000	真没办法，\n那就帮你一次吧。
A3_25910_PY01_500_6000	（真的吗！？）
A3_25910_PIKACHU_500_4000	我们要找的皮宝宝，\n一共有几只？
A3_25910_PY01_500_7000	（我想想……一共是３只！）
A3_25910_PIKACHU_500_5000	３只对吧，好，我知道了！\n你就放心交给我们吧！
A3_25920_PY02_200_1000	（你们是谁！？）
A3_25920_PIKACHU_200_1000	你就是\n在玩捉迷藏的皮宝宝吧？
A3_25920_PIKACHU_200_2000	是当鬼的皮宝宝\n拜托我们来找你的。
A3_25920_PY02_200_2000	（怎么这样，这也太狡猾啦～）
A3_25920_PIKACHU_200_3000	你就别抱怨啦，\n你们接下来还有别的事吧？
A3_25920_PY02_200_3000	（是有这回事！我得回去才行！）
A3_25920_PIKACHU_200_4000	路上小心哦。
A3_25920_PIKACHU_300_1000	你在这里做什么？
A3_25920_PY02_300_1000	（别跟我搭话！\n　我会被捉到的！）
A3_25920_GHIHIDARUMA_300_1000	（它是在玩捉迷藏吗？）
A3_25930_PY03_200_500	（哇啊！吓我一跳！）
A3_25930_PIKACHU_200_500	皮宝宝原来藏在这里啊。
A3_25930_PY03_200_1000	（唉～我还以为\n　躲在这里就不会被发现呢。）
A3_25930_PIKACHU_200_1000	你藏的地方不错，可惜还是被发现了。\n再磨蹭下去，你就要迟到咯。
A3_25930_PY03_200_2000	（咦？都已经这么晚了？\n　谢谢你告诉我，那再见啦！）
A3_25930_PY03_300_1000	（哇，岩石突然碎了！）
A3_25930_PIKACHU_300_1000	吓我一跳，\n原来皮宝宝躲在这里啊。
A3_25930_PY03_300_2000	（岩石碎了……\n　怎么办，这样就会被发现的……）
A3_25940_PY04_200_1000	（你们是谁……？）
A3_25940_PIKACHU_200_1000	是当鬼的皮宝宝拜托我们来的。
A3_25940_PIKACHU_200_2000	它说接下来还有别的事，\n所以拜托我们来找你们。
A3_25940_PY04_200_2000	（你们居然能找到我，\n　我还以为躲在这里肯定不会被发现呢。）
A3_25940_PIKACHU_200_3000	你可瞒不过名侦探的眼睛哦。
A3_25940_PIKACHU_200_4000	好了，你朋友还在等你呢，\n快回去吧，快回去吧。
A3_25940_PY04_200_3000	（知道啦……）
A3_25940_PY04_300_1000	（你没事吧？\n　你的头上戳着一只皮卡丘哦？）
A3_25940_GHIHIDARUMA_300_1000	（它没有戳在我头上，\n　只是我载着它而已。）
A3_25940_PIKACHU_300_1000	嘿嘿，厉害吧？
A3_25945_PIKACHU_100_1000	这下就找到了所有\n要找的皮宝宝了。
A3_25945_PIKACHU_100_2000	我们去看看它们的情况吧。
A3_2595_TIM_100_1000	这里靠我们是过不去的。
A3_2595_PIKACHU_100_1000	得想办法过去啊。
A3_25950_TSUBOTSUBO_100_1000	（呜～好冷啊～\n　要赶快做果汁才行～）
A3_25950_PIKACHU_100_1000	做些好喝的果汁，\n然后打起精神来吧！
A3_2615_TIM_100_1000	莲叶童子的桥搭好了！
A3_2615_HASSBOH01_100_1000	莲莲！
A3_2615_PIKACHU_100_1000	它们让我们踩在头上的莲叶上走过去。
A3_2615_TIM_100_2000	莲叶童子，谢谢你们！
A3_2615_HASSBOH02_100_1000	莲莲！
A3_2620_RACHEL_100_1000	居然能站在莲叶童子头上，\n简直就跟做梦一样！
A3_2620_RACHEL_100_2000	蒂姆真的好厉害啊，\n你跟宝可梦相处得这么好。
A3_2630_TIM_100_1000	多亏了莲叶童子，\n我们成功过来了。
A3_2630_PIKACHU_100_1000	蒂姆，\n你问问瑞秋帽子的事吧。
A3_2630_TIM_100_2000	瑞秋，\n这是戈登教授的帽子吗？
A3_2630_RACHEL_100_1000	嗯，这肯定就是教授的帽子，\n跟呆呆兽的帽子是一对的呢。
A3_2630_RACHEL_100_2000	他很中意这顶帽子，\n好像是花了很多心思选的呢。
A3_2630_TIM_100_3000	这样啊，\n那得把它还给戈登教授才行。
A3_2630_PIKACHU_100_2000	对于一流男士而言，\n帽子是必不可少的单品。
A3_2630_PIKACHU_100_3000	戈登应该就在前面，\n我们快走吧，蒂姆。
A3_2640_TIM_100_1000	那我要过去了哦，莲叶童子。
A3_2640_HASSBOH01_100_1000	莲莲～
A3_2650_PIKACHU_100_1000	那就不客气啦。
A3_2650_HASSBOH01_100_1000	叶叶。
A3_2660_RACHEL_100_1000	当心点，蒂姆。
A3_2670_TIM_100_1333	这些石块看起来是最近才碎裂的。
A3_2670_PIKACHU_100_2000	究竟是自然碎裂的……\n还是被谁破坏的呢？
A3_2670_TIM_100_2666	教授或许就在前面？
A3_2670_PIKACHU_100_4000	不过，这些碎石太碍事了，\n从这里是进不去的。
A3_2670_TIM_100_4000	有没有什么办法呢……
A3_2680_RACHEL_100_1000	能不能想办法\n挪开这些碎石再前进呢？
A3_2690_YADON_100_1000	呆呆～！呆呆～！
A3_2690_PIKACHU_100_1000	呆呆兽，你冷静点。
A3_2690_PIKACHU_100_2000	想想办法，\n看怎么做才能过去吧。
A3_2700_PIKACHU_100_1000	蒂姆，怎么样，\n你想到挪开碎石的办法了吗？
A3_2700_TIM_100_1000	凭我们的力气\n是挪不动这些碎石的。
A3_2700_PIKACHU_100_2000	是吗……\n那就只能找找别的路了……
A3_2705_SECRETGHIHIDARUMA_100_1000	狒狒～～！
A3_2705_TIM_100_1000	刚才那是什么声音……！？\n听起来像是宝可梦的叫声！
A3_2720_PIKACHU_100_1000	冰属性宝可梦\n为什么会出现在这里？
A3_2720_TIM_100_1000	它好像很生气，\n要是跟它对上视线，说不定就麻烦了。
A3_2720_PIKACHU_100_2000	我们往前走的时候要小心，\n别被它发现。
A3_2720_PIKACHU_100_3000	该说是不幸中的万幸吗？\n这里好像有许多供我们躲藏的地方。
A3_2720_TIM_100_2000	是啊，我们就避开它的视线小心走，\n离开这个地方吧。
A3_2750_PIKACHU_100_1000	喂，你要去哪里啊？\n我们得先穿过这里吧？
A3_2770_PIKACHU_100_1000	喂，你要去哪里啊？
A3_2770_PIKACHU_100_2000	那边有达摩狒狒在，\n你贸然接近是会被揍飞的哦。
A3_2790_TIM_100_1000	看来这条路就只到这里了，\n教授到底去哪儿了呢？
A3_2790_PIKACHU_100_1000	我们一路应该没漏掉什么……嗯？
A3_2790_TIM_100_2000	怎么了，皮卡丘？
A3_2790_PIKACHU_100_2000	刚才是有风吹过吗？
A3_2790_TIM_100_3000	我什么也没感觉到，\n会不会是你的错觉？
A3_2790_PIKACHU_100_3000	不，肯定没错，\n我的皮毛的确感受到了风。
A3_2790_PIKACHU_100_4000	一定是哪里有洞。\n我们找找看吧，蒂姆。
A3_2800_PIKACHU_100_1000	喂，蒂姆，快看！\n墙上开了个洞！
A3_2800_TIM_100_1000	咦？在哪……？
A3_2807_TIM_100_1000	怎么办啊，这个洞太小了，\n没法继续前进……
A3_2807_PIKACHU_100_1000	你在说什么啊，\n这个大小完全没问题哦。
A3_2807_TIM_100_2000	咦？
A3_2807_PIKACHU_100_2000	你可别小看我啊，\n这种关键时刻就得让名侦探出场了吧？
A3_2807_TIM_100_3000	你确定没问题吗？\n匍匐前进可不容易吧……？
A3_2807_PIKACHU_100_3000	想要收集线索，就得迈开腿。\n我来让你见识见识什么叫真正的调查。
A3_2807_TIM_100_4000	既然你都这么说了，\n那就麻烦你了，皮卡丘……
A3_2920_PIKACHU_100_1000	那个人就是戈登了吧。
A3_2920_PIKACHU_100_2000	总之接近他看看情况吧。
A3_29210_PIKACHU_100_1000	这是戈登的包啊，\n看起来就像是冒险家会背的那种，好专业。
A3_29210_GHIHIDARUMA_100_1000	（里面好像没有放吃的，\n　太可惜了。）
A3_2940_GORDON_100_1000	莫非……你是饿了吗？
A3_2940_PIKACHU_100_1000	不不！\n我是来救你的啊！
A3_2940_GORDON_100_2000	不好意思，虽然我也想帮上忙，\n可我没有东西能分给你吃了。
A3_2940_GORDON_100_3000	从达摩狒狒那里逃跑的时候，\n我差不多把吃的都丢了个精光。
A3_2940_GORDON_100_4000	虽说我也因此得救了……
A3_2940_PIKACHU_100_2000	嗯？为什么这么说？
A3_2940_GORDON_100_5000	说起来，那只达摩狒狒\n一看到吃的，眼神就变了。
A3_2940_GORDON_100_6000	它可能跟你一样\n饿着肚子。
A3_2940_PIKACHU_100_3000	达摩狒狒是因为\n太饿了才发狂的吗？
A3_2940_GORDON_100_7000	但如果真是这样，\n它大可以去别的地方找吃的啊。
A3_2940_GORDON_100_8000	怎么就一直留在这里\n不肯走了呢？
A3_2940_GORDON_100_9000	自那之后都过了两天了，\n它肯定也已经撑不下去了。
A3_2940_PIKACHU_100_4000	原来它饿肚子\n是因为这里没有吃的啊。
A3_2940_PIKACHU_100_5000	如果达摩狒狒不打算在这里长期居住，\n那为什么还要留在这里？
A3_2940_PIKACHU_100_6000	不，比起这个，还是先想想\n该怎么救戈登吧。
A3_2940_PIKACHU_100_7000	出口可能就在某处，\n找找看吧。
A3_2940_GORDON_100_10000	哦？你要走了吗？
A3_2940_GORDON_100_11000	你要小心哦，\n达摩狒狒还在外面大闹呢。
A3_2940_PIKACHU_100_8000	再等一会儿哦，戈登，\n我会想办法帮你的。
A3_2950_GORDON_100_1000	是刚才那只皮卡丘啊，\n原来你还没走啊。
A3_2950_GORDON_100_2000	我不是说了吗？这里没有吃的。
A3_2950_PIKACHU_100_1000	我～都～说～了～！！\n我是来救你出去的～！
A3_2950_GORDON_100_3000	你要是听懂人类的语言该多好，\n这样就能帮我出去求救了。
A3_2950_PIKACHU_100_2000	原来语言不通是这么痛苦的事啊！
A3_2950_PIKACHU_100_3000	算了，你就在这等着吧，\n我会救你的。
A3_2950_GORDON_200_1000	你要小心\n外面那只达摩狒狒啊。
A3_2960_PIKACHU_100_1000	在找到办法救戈登出去之前，\n还不能回去。
A3_2970_PIKACHU_100_1000	这里也有壁画啊。
A3_2970_PIKACHU_100_2000	这幅壁画或许是解开某种机关的提示，\n不过我也不敢肯定就是了……
A3_2970_PIKACHU_100_3000	之后再来调查壁画，\n先去做该做的事情吧。
A3_2975_PIKACHU_100_1000	之后再来调查壁画，\n先去做该做的事情吧。
A3_2980_PIKACHU_100_1000	根据目前的情况来看，\n只有这里能让戈登进出……
A3_2983_PIKACHU_100_1000	可这里没有能供人通过的空间啊。
A3_2983_PIKACHU_100_2000	这样一来只能想办法\n挪开这些碎石了。
A3_2983_PIKACHU_100_3000	可单凭我跟蒂姆的力气\n也挪不开啊。
A3_2983_PIKACHU_100_4000	要是有跟那只达摩狒狒差不多的力量，\n应该就可以了……
A3_2983_PIKACHU_100_5000	等等，刚才戈登说达摩狒狒很饿，\n而我又从呆呆兽那里拿到了……
A3_2983_PIKACHU_100_6000	它说不定能派得上用场，\n现在赶快回到蒂姆身边吧！
A3_2983_PIKACHU_100_7000	我想到了好主意！
A3_2985_PIKACHU_100_1000	赶快回到蒂姆身边吧！
A3_3000_PIKACHU_100_1000	呼……\n这次总算是靠自己从洞里爬出来了。
A3_3000_TIM_100_1000	看来你已经掌握技巧了。\n比起这个，教授的情况怎么样？
A3_3000_PIKACHU_100_2000	他好像在里面\n被关了整整两天。
A3_3000_TIM_100_2000	真糟糕！我们得快点去救他！
A3_3000_PIKACHU_100_3000	可是除了被碎石挡住的那个地方，\n好像没有其他出口了。
A3_3000_TIM_100_3000	怎么会……\n那不就没办法救他了吗？
A3_3000_PIKACHU_100_4000	你先别急，\n我有个好主意。
A3_3000_TIM_100_4000	好主意……？
A3_3000_PIKACHU_100_5000	就是让达摩狒狒去破坏那些碎石。
A3_3000_TIM_100_5000	什么意思？
A3_3000_PIKACHU_100_6000	戈登说达摩狒狒肚子很饿。
A3_3000_PIKACHU_100_7000	我打算给它吃的，让它当我们的伙伴。
A3_3000_TIM_100_6000	吃的？\n我们现在手头只有树果啊。
A3_3000_PIKACHU_100_8000	喂，你该不会忘了它吧？
A3_3000_TIM_100_7000	呆呆兽的尾巴……？
A3_3000_PIKACHU_100_9000	这尾巴味道甜甜的，\n吃了之后会有种幸福的感觉。
A3_3000_PIKACHU_100_10000	我要让饿着肚子的达摩狒狒\n把它吃了！
A3_3000_PIKACHU_100_11000	这样一来，马上就能\n跟那只达摩狒狒处好关系了！
A3_3000_TIM_100_8000	真的能那么顺利吗……？
A3_3000_PIKACHU_100_12000	别担心，蒂姆。\n好，我们快去达摩狒狒那里吧。
A3_3000_TIM_100_9000	嗯，我明白了！
A3_30010_RINGUMA02_100_1000	圈熊……
A3_3020_TIM_100_1000	达摩狒狒好像很开心。
A3_3020_PIKACHU_100_1000	你看，我就说这招管用吧？
A3_3020_TIM_100_2000	真是的，你都不懂我的心情……
A3_3020_PIKACHU_100_2000	好啦，达摩狒狒。
A3_3020_PIKACHU_100_3000	这下你可明白\n我们不是坏家伙了吧？
A3_3020_GHIHIDARUMA_100_1000	达摩～
A3_3020_PIKACHU_100_4000	没关系，你现在明白了就好。
A3_3020_PIKACHU_100_5000	对了，\n有些事情我很在意。
A3_3020_PIKACHU_100_6000	能不能问你几个问题？
A3_3020_GHIHIDARUMA_100_2000	达摩～
A3_3020_SEL_0_1000	关于达摩狒狒
A3_3020_SEL_0_2000	为什么遗迹会被冻结
A3_3020_SEL_0_3000	你来自哪里
A3_3020_SEL_0_4000	关于穿白衣服的人
A3_3020_PIKACHU_300_1000	你应该不是\n这片土地的宝可梦吧？
A3_3020_PIKACHU_300_2000	为什么会在这里呢？
A3_3020_GHIHIDARUMA_300_1000	达摩，达～摩！
A3_3020_PIKACHU_300_3000	什么？那些穿白衣服的人类抓了你，\n然后把你关在了狭窄的地方？
A3_3020_TIM_300_1000	穿白衣服的人类？
A3_3020_GHIHIDARUMA_300_2000	狒狒～～
A3_3020_PIKACHU_300_4000	达摩狒狒它们\n也不知道那些是什么人。
A3_3020_PIKACHU_300_5000	但它们不想待在那种地方，\n所以就一起逃到这里来了。
A3_3020_TIM_300_2000	狭窄的地方啊……
A3_3020_PIKACHU_300_6000	估计是指某种设施吧。
A3_3020_GHIHIDARUMA_300_3000	达摩。
A3_3020_PIKACHU_300_7000	它们在那里\n好像被做了类似实验的事。
A3_3020_TIM_300_3000	居然遇上这么可怕的事！？
A3_3020_PIKACHU_300_8000	你刚说到“大家”，\n那你还有其他伙伴在这里吗？
A3_3020_GHIHIDARUMA_300_4000	达摩，达摩。
A3_3020_PIKACHU_300_9000	它说当时一起逃出来的朋友也在这里。
A3_3020_PIKACHU_300_10000	什么，你们一起冻结了遗迹！？
A3_3020_PIKACHU_400_1000	原来冻结遗迹的是你们啊？\n为什么要这么做？
A3_3020_GHIHIDARUMA_400_1000	达摩，达～摩！
A3_3020_PIKACHU_400_2000	因为不能回到原来的住处……
A3_3020_PIKACHU_400_3000	所以就想把这里当成新家，\n冻结这里是为了住起来更舒服？
A3_3020_PIKACHU_400_4000	真是的……你就没想过，\n这么做会给其他宝可梦添麻烦吗？
A3_3020_GHIHIDARUMA_400_2000	狒狒……
A3_3020_PIKACHU_400_5000	你以为稍微冻一下\n应该不要紧。
A3_3020_PIKACHU_400_6000	可难得玩得这么开心，\n一不小心就玩过头了啊。
A3_3020_PIKACHU_400_7000	也就是说你们不是故意要使坏的对吧。
A3_3020_TIM_400_1000	那也不能\n让遗迹一直这样冻着。
A3_3020_PIKACHU_400_8000	没错。
A3_3020_PIKACHU_400_9000	我说啊，\n你能把这些冰收拾掉吗？
A3_3020_GHIHIDARUMA_400_3000	达摩……
A3_3020_PIKACHU_400_10000	如果没有冰，\n这里就会热得没办法住了？
A3_3020_PIKACHU_400_11000	那能不能去别的地方住呢？
A3_3020_GHIHIDARUMA_400_4000	狒狒！
A3_3020_PIKACHU_400_12000	别的地方有人类在，\n所以不想去啊。
A3_3020_PIKACHU_400_13000	唔～真难办啊。
A3_3020_PIKACHU_500_1000	既然是被人类强行带走的，\n那你之前住在哪里呢？
A3_3020_GHIHIDARUMA_500_1000	达摩，达～摩！
A3_3020_PIKACHU_500_2000	嗯嗯，以前住在\n更遥远的寒冷土地啊。
A3_3020_PIKACHU_500_3000	我猜这家伙的朋友们\n应该也一起被带到这里来了吧。
A3_3020_GHIHIDARUMA_500_2000	达摩……
A3_3020_PIKACHU_500_4000	你说这片土地太热了，\n哪里都不适合居住啊。
A3_3020_TIM_500_1000	对于冰属性宝可梦来说，\n这里的气温确实不适合居住呢。
A3_3020_TIM_500_2000	要是能让它们\n回到原本的住处就好了。
A3_3020_PIKACHU_600_1000	带你们来的那些\n穿白衣服的人类到底是什么人？
A3_3020_GHIHIDARUMA_600_1000	达摩，达～摩！
A3_3020_PIKACHU_600_2000	你也不清楚他们到底是谁……
A3_3020_PIKACHU_600_3000	只知道他们是欺负伙伴的坏人啊。
A3_3020_TIM_600_1000	看来它们遭遇了痛苦的经历啊。
A3_3020_GHIHIDARUMA_600_2000	狒狒～！
A3_3020_PIKACHU_600_4000	刚来这里的时候\n你也见到了一个可疑的人类。
A3_3020_PIKACHU_600_5000	所以你就把他关在了那个房间里，\n好防止他作恶！？
A3_3020_TIM_600_2000	那个人\n该不会就是戈登教授吧！？
A3_3020_PIKACHU_600_6000	肯定没错，\n它说的跟戈登说的话对得上。
A3_3020_PIKACHU_600_7000	达摩狒狒，\n那个人不是坏人。
A3_3020_GHIHIDARUMA_600_3000	达摩？
A3_3020_PIKACHU_600_8000	他确实不是坏人，\n我可以跟你保证。
A3_3020_GHIHIDARUMA_600_4000	达摩……
A3_3020_TIM_600_3000	它相信你说的话吗？
A3_3020_PIKACHU_600_9000	我也不知道，\n它好像还在犹豫。
A3_3030_PIKACHU_100_1000	达摩狒狒，\n谢谢你告诉我们这么多。
A3_3030_PIKACHU_100_2000	那么接下来我要问的才是重点。
A3_3030_GHIHIDARUMA_100_1000	达摩？
A3_3030_PIKACHU_100_3000	你刚才说把一个男人关起来了，\n那现在你能把他放出来吗？
A3_3030_GHIHIDARUMA_100_2000	狒狒～！
A3_3030_PIKACHU_100_4000	拜托你，相信我吧，达摩狒狒。
A3_3030_PIKACHU_100_5000	我刚才不是还把\n呆呆兽的尾巴给你了吗？
A3_3030_TIM_100_1000	现在只有你才能救教授了！
A3_3030_GHIHIDARUMA_100_3000	达摩……
A3_3030_PIKACHU_100_6000	真的吗？你愿意相信我们？
A3_3030_GHIHIDARUMA_100_4000	达摩！
A3_3030_PIKACHU_100_7000	但你也有个条件？
A3_3030_GHIHIDARUMA_100_5000	达摩，达～摩！
A3_3030_PIKACHU_100_8000	你的伙伴们分散在遗迹的各个地方，\n而且都没回来？
A3_3030_PIKACHU_100_9000	你也不知道它们在哪里，\n所以想让我们帮忙找找啊。
A3_3030_TIM_100_2000	我确实没见过达摩狒狒以外的\n冰属性宝可梦。
A3_3030_PIKACHU_100_10000	它们好像在遗迹的某个地方\n肆意玩耍。
A3_3030_GHIHIDARUMA_100_6000	狒狒～！
A3_3030_PIKACHU_100_11000	它很担心，想去看看情况，\n可不知道伙伴都在哪里。
A3_3030_TIM_100_3000	嗯，毕竟这个遗迹很大啊。
A3_3030_GHIHIDARUMA_100_7000	狒狒～！
A3_3030_PIKACHU_100_12000	我知道了，既然如此，\n那我就帮帮你吧！
A3_3030_GHIHIDARUMA_100_8000	狒狒～！
A3_3030_PIKACHU_100_13000	嗯，达摩狒狒，\n那我们就说定了哦！
A3_3050_PIKACHU_100_1000	嚯嚯～！\n这风景可真不错啊。
A3_3050_PIKACHU_100_2000	虽然有点冷……
A3_3050_GHIHIDARUMA_100_1000	（要是有什么想破坏的东西，\n　就尽管跟我说吧！）
A3_3050_GHIHIDARUMA_100_2000	（我会用拳头\n　把岩石和冰块都打碎！）
A3_3050_PIKACHU_100_3000	你对自己的力量很有信心嘛！
A3_3050_PIKACHU_100_4000	好，那就靠你啦！\n达摩狒狒！
A3_3110_RACHEL_100_1000	戈登教授，你没事吧！
A3_3110_GORDON_100_1000	瑞秋……还有你是……？
A3_3110_TIM_100_1000	我是莱姆大学的学生，\n我叫蒂姆。
A3_3110_RACHEL_100_2000	教授，听说你整整两天都没回来，\n所以我们就来找你了。
A3_3110_GORDON_100_2000	是吗，克里斯都告诉你们了啊……
A3_3110_GORDON_100_3000	很抱歉，让你们担心了。\n谢谢你们来救我。
A3_3110_GORDON_100_4000	达摩狒狒进来的时候，\n我还以为自己没救了。
A3_3110_GHIHIDARUMA_100_1000	达摩～
A3_3110_TIM_100_2000	你不用害怕达摩狒狒了，\n它已经跟皮卡丘成了好朋友。
A3_3110_GORDON_100_5000	是吗，原来我刚才遇到的皮卡丘\n是你的同伴啊。
A3_3110_GORDON_100_6000	我完全没注意到这点，\n真是不好意思啊，皮卡丘。
A3_3110_PIKACHU_100_1000	别放在心上。
A3_3110_RACHEL_100_3000	教授！你没事吧？
A3_3110_GORDON_100_7000	哈哈，不用担心。
A3_3110_TIM_100_3000	怎么能不担心呢……\n你可是在这么冷的地方待了整整两天啊。
A3_3110_GORDON_100_8000	毕竟我平时\n会去世界各个地方做实地考察。
A3_3110_GORDON_100_9000	所以对自己的体力是有信心的。
A3_3110_PIKACHU_100_2000	真是位身强力壮的教授啊。
A3_3110_TIM_100_4000	所以到底是怎么回事，\n你能跟我们说说前因后果吗？
A3_3110_GORDON_100_10000	嗯，当然。
A3_3120_RACHEL_100_1000	教授没事就好……
A3_3125_YADON_100_1000	呆呆！
A3_3125_PIKACHU_100_1000	看到戈先生有精神，实在太好了？
A3_3125_PIKACHU_100_2000	是啊，戈登肯定也很担心你。
A3_3130_GHIHIDARUMA_100_1000	达摩？
A3_3130_PIKACHU_100_1000	我们先去办点事，\n之后再来找你。
A3_3140_PIKACHU_100_1000	你要去哪里啊！蒂姆！\n戈登有话要和我们说呢！
A3_3150_GORDON_100_1000	好了，要从哪里说起呢？
A3_3150_SEL_0_1000	这里发生了什么
A3_3150_SEL_0_2000	达摩狒狒发动袭击的原因
A3_3150_SEL_0_3000	关于遗迹
A3_3150_GORDON_300_1000	我下到这层之后，\n不知怎的就遇上了一只达摩狒狒。
A3_3150_GORDON_300_2000	它一看到我\n就突然袭击我了。
A3_3150_GORDON_300_3000	我本想逃到遗迹外边，\n可那扇门不知道什么时候关上了。
A3_3150_GORDON_300_4000	我实在是没有办法，\n最后就只能逃进这里了。
A3_3150_TIM_400_1000	达摩狒狒\n为什么会袭击教授呢？
A3_3150_GORDON_400_1000	我一开始以为\n它是盯上了我身上的食物。
A3_3150_GORDON_400_2000	不过，\n它可能有其他理由。
A3_3150_TIM_400_2000	其他理由？
A3_3150_GORDON_400_3000	它明明饿着肚子，\n可这两天都没有离开这里。
A3_3150_GORDON_400_4000	而且它似乎\n不愿意让我进到遗迹的深处。
A3_3150_GORDON_400_5000	这实在让我很在意。
A3_3150_PIKACHU_400_1000	达摩狒狒没有跟我们提过\n遗迹深处的情况。
A3_3150_TIM_500_1000	说到底，教授为什么到这个遗迹来呢？
A3_3150_GORDON_500_1000	最近有关这片土地的研究当中\n出现了一些有趣的内容。
A3_3150_GORDON_500_2000	证明过去曾有大量的陨石\n坠落在这一带。
A3_3150_TIM_500_2000	大量的陨石？
A3_3150_GORDON_500_3000	是啊，陨石坠落的年代比较接近\n这个遗迹建成的时期。
A3_3150_GORDON_500_4000	所以我就打算\n到这个遗迹来调查一下。
A3_3150_RACHEL_500_1000	陨石跟遗迹有什么关系吗？
A3_3150_GORDON_500_5000	关于这一点，现在还不能下定论，\n我想在今后的调查里找到答案。
A3_3150_GORDON_500_6000	而现在的研究中，\n我也弄清楚了一些事。
A3_3150_GORDON_500_7000	当初建造这个遗迹的人们\n与坚盾剑怪有着很深的联系。
A3_3150_TIM_500_3000	我记得这里确实有坚盾剑怪的浮雕。
A3_3150_GORDON_500_8000	坚盾剑怪的盾能保护自身不被灾厄侵袭。
A3_3150_GORDON_500_9000	它的剑则是斩除灾厄的象征。
A3_3150_GORDON_500_10000	我认为它身上寄托着\n人们对守护安稳生活的希望。
A3_3150_GORDON_500_11000	另外，这个遗迹\n曾经是举办重要仪式的地方。
A3_3150_TIM_500_4000	仪式？
A3_3150_GORDON_500_12000	是加深人与宝可梦友情的仪式。
A3_3150_GORDON_500_13000	人与宝可梦携手并进，\n互相帮助，克服重重困难。
A3_3150_GORDON_500_14000	据说就是为了向人们传达这种想法\n才设立了仪式。
A3_3150_RACHEL_500_2000	这个想法可真棒啊。
A3_3150_GORDON_500_15000	嗯，这个遗迹的主题也许\n就是人与宝可梦共生。
A3_3150_GORDON_500_16000	我们人类的历史中\n一直都有宝可梦相伴。
A3_3150_GORDON_500_17000	我认为就算是在现代，\n也有必要保持这个想法。
A3_3160_GORDON_100_1000	我一不小心就说了这么多。
A3_3160_TIM_100_1000	没什么，多亏你的解释，我们也清楚情况了。
A3_3160_GORDON_100_2000	说起来，\n你们为什么要特地到这个遗迹来？
A3_3160_TIM_100_2000	其实我们来\n是有事想问问教授。
A3_3160_GORDON_100_3000	嗯，你们想问什么？
A3_3160_TIM_100_3000	就在前些天，莱姆市\n发生了一起宝石盗窃案。
A3_3160_TIM_100_4000	我想教授应该会知道\n被盗走的宝石究竟是什么。
A3_3160_GORDON_100_4000	好，我知无不言。
A3_3160_TIM_100_5000	谢谢教授。\n这就是宝石的照片。
A3_3180_TIM_100_1000	这个宝石居然是宝可梦……
A3_3180_GORDON_100_1000	有一种推测认为。\n这水晶是像陨石一样从宇宙而来的。
A3_3180_GORDON_100_2000	据说只要得到特殊的能量，\n就能变回原来的样子。
A3_3180_GORDON_100_3000	虽说我并没有见过\n它原来是什么样子……
A3_3180_PIKACHU_100_1000	没想到极光之露\n居然是只宝可梦。
A3_3180_PIKACHU_100_1500	犯人是知道这一点，\n所以才去偷极光之露的吗？
A3_3180_PIKACHU_100_2000	如果真是这样，那动机是什么？
A3_3180_PIKACHU_100_3000	唔……事情变得更复杂了啊……
A3_3180_GORDON_100_4000	蒂姆，\n你想问的就是这些吗？
A3_3180_TIM_100_3000	是的，谢谢你！
A3_3180_RACHEL_100_1000	好了教授，\n我们也该回去找克里斯先生了吧？
A3_3180_GORDON_100_5000	不，你们先替我跟克里斯\n报个平安吧。
A3_3180_GORDON_100_6000	我还差一点就能解开\n这个遗迹的谜团了。
A3_3180_GORDON_100_7000	我想等弄清楚之后再回去。
A3_3180_TIM_100_4000	这怎么行！你的身体不要紧吗？
A3_3180_GORDON_100_8000	刚才不是都说了吗，\n这不是什么大事。
A3_3180_GORDON_100_9000	多亏了你们，\n现在我能在遗迹里自由行动了。
A3_3180_GORDON_100_10000	我想立刻继续调查。
A3_3180_PIKACHU_100_4000	喂，我知道他很热爱研究，\n可没想到居然爱到这个份上。
A3_3180_RACHEL_100_2000	真头疼，教授一旦下定了决心，\n说什么都不会改变主意的。
A3_3180_GHIHIDARUMA_100_1000	狒狒，狒狒。
A3_3180_PIKACHU_100_5000	哦？\n你也要去找你的那些朋友？
A3_3180_GHIHIDARUMA_100_2000	达～摩～
A3_3180_PIKACHU_100_6000	唔……好吧，\n现在去找说不定正是时候。
A3_3180_PIKACHU_100_7000	蒂姆，\n你们就在这里看着戈登吧。
A3_3180_PIKACHU_100_8000	我之前跟达摩狒狒约好了，\n趁这段时间帮它去找朋友。
A3_3180_TIM_100_5000	好，毕竟我们也没办法\n丢下教授自己回去。
