Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
004	パフォーマの流れが止まったようだ。
005	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1002_pc1002\0はぁー…。これで終わりだね！
006	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1003_pc1009\0えぇ、これで大東テレビも、\n先へ進めるようになるはずよ。
007	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1004_pc1001\0そうですね、\x0e\0\x03\x02\x02\0大東テレビ\x0e\0\x03\x02ÿÿへ行きましょう！
008	パフォーマの流れが止まったようだ。
009	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1005_pc1003\0止まった…みたいだな。
010	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1006_pc1001\0ああ。\nもしかしてチキが言っていた\n竜石の事と関係あるのかもしれない。
011	パフォーマの流れが止まったようだ。
012	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1007_pc1002\0こっちも止まったみたいだね。
013	\x0e\x04\0\x1b\x18\0EVT_m5144_05_1008_pc1001\0チキの言葉やヤシロの偽者の事も気になる。\n一度\x0e\0\x03\x02\x02\0大東テレビ\x0e\0\x03\x02ÿÿに行ってみよう。
Event\m5144_06.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0001_pc1008\0なるほど、ここから大東テレビの\n竜石にパフォーマが送られている\n…というわけか。
002	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0002_pc1001\0あれを止めないと…。
003	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0003_em2901\0オマエラ\n早くミーティングに参加シロ！
004	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0004_pc1006\0悪いけどミーティングは中止よ！
005	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0005_em2901\0オレタチの邪魔ヲスル気ダナ！\nミンナ、ヤツラヲ捕ラエロ！！
006	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0006_pc1001\0行くぞみんな！
007	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0007_pc1002\0見て！　沢山のパフォーマが噴き出してる！
008	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0008_em2901\0オ、オマエラハ！\n報告ハ受ケテイルゾ！
009	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0009_em2901\0スタッフヲ装ッタ、アンチが\n紛レ込ンデイルト！
010	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0010_pc1008\0ならば話が早い…。\nここのパフォーマも止めさせてもらう。
011	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0011_em2901\0キィィィィ！\n仲間ノカタキィィィィ！
012	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0012_pc1008\0あれは一体……。\nパフォーマの流れか…。
013	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0013_pc1001\0だけどなんだか嫌な予感がする。\nヤツらを止めよう。
014	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0014_em2901\0オマエラ\n早くミーティングに参加シロ！
015	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0015_pc1008\0ミーティングは中止だ…。
016	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0016_em2901\0オレタチの邪魔ヲスル気ダナ！\nミンナ、ヤツラヲ捕ラエロ！！
017	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0017_pc1001\0行くぞみんな！
018	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0007_pc1002\0見て！　沢山のパフォーマが噴き出してる！
019	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0008_em2901\0オ、オマエラハ！\n報告ハ受ケテイルゾ！
020	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0009_em2901\0スタッフヲ装ッタ、アンチが\n紛レ込ンデイルト！
021	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0010_pc1008\0ならば話が早い…。\nここのパフォーマも止めさせてもらう。
022	\x0e\x04\0\x1b\x18\0EVT_m5144_04_0011_em2901\0キィィィィ！\n仲間ノカタキィィィィ！
Event\m5144_08.msbt
001	\x0e\x04\0\x18\x15\0BTL_OTHER_0012_em2073\0あなたがお手伝いのひとー？
002	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1000_pc1001\0えぇ、そうです。
003	\x0e\x04\0\x18\x15\0BTL_OTHER_0012_em2073\0アタシ、スタイリストよ、ヨロシクー。\nヤシロさんの衣装の調節をしたいんですけど\n似た体型の人……。
004	\x0e\x04\0\x18\x15\0BTL_OTHER_0012_em2073\0あっ！　その人ならヤシロさんと\n体型ぴったりですね！\nちょっと来てくださぁい。
005	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1001_pc1008\0む、俺か？
006	\x0e\x04\0\x18\x15\0BTL_REACT_0006_em2073\0他にいませんよねぇ…。\nほら、こっち来てくださいよー。
007	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1002_pc1008\0……。
008	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1003_pc1001\0ヤシロ、ここは先へ進むためだと思って…。
009	\x0e\x04\0\x18\x15\0BTL_OTHER_0012_em2073\0はい、終わり―。\nアリガト、助かったよー。\nディレクターさんにー、伝えておくねー。
010	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1004_pc1008\0……。
011	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1005_pc1001\0どうしたんだ、ヤシロ？
012	\x0e\x04\0\x1b\x18\0EVT_m5144_08_1006_pc1008\0ふむ…なかなかの手際のよさだった。\nあのミラージュ、できるな…！
Event\m5145_00.msbt
001	向こうからただならぬ気配が漂ってくる…。\nこの先にヤシロの偽者が\nいるのかもしれない…。
002	戦いに臨むなら\x0e\0\x03\x02\x02\0ヤシロ\x0e\0\x03\x02ÿÿを\nメインキャストに入れなくてはならない…。
Event\m5145_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0001_pc1001\0この音楽は…ヤシロの曲？
002	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0002_pc1008\0…そのようだな。
003	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0003_mb1106\0ヤシロ様ー！
004	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0004_mb1107\0キャ～～！　ステキ！
005	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0005_mb1108\0ヤシロ！　ヤシロ！　ヤシロ！　ヤシロ！
006	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0006_mr2009\0現れたな…ボク。
007	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0007_pc1008\0……。
008	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0008_pc1001\0ヤシロと同じ姿…同じ声…。\nまさか、あいつが竜石の欠片を…？
009	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0009_mr2009\0ボクは剣弥代…\n超一流のアーティスト…。
010	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0010_pc1008\0醜い紛い物め。\nそんなもので剣弥代になったつもりか？\n俺は自分のことを『ボク』などと呼ばんぞ。
011	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0011_pc1001\0…え？　ツッコミどころ、そこ？
012	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0012_mr2009\0…ボクの前に跪け。
013	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0013_pc1001\0う…この歌は…。
021	\x0e\x04\0\x1b\x18\0EVT_m5145_01_2000_pc1001\0ぐっ…これは…！
014	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0014_mr1057\0どうやらあの歌は、\n精神を蝕む力を発しているようだな…。
015	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0015_mb1106\0ヤシロ！　ヤシロ！　ヤシロ！　ヤシロ！
016	\x0e\x04\0\x1b\x18\0EVT_m5145_01_0016_mb1107\0きゃあああああ！\nヤシロ様最高ーー！
018	\x0e\x04\0\x1b\x18\0EVT_m5145_01_1000_pc1008\0哀れだな…。
019	\x0e\x04\0\x1b\x18\0EVT_m5145_01_1001_pc1008\0俺の姿と声を模したパフォーマンス…\nどんなものかと多少は期待したのだが\nこの程度か…。
020	\x0e\x04\0\x1b\x18\0EVT_m5145_01_1002_pc1008\0お前はスタッフたちの期待を裏切った。\nそれは表現者として…万死に値する行為。
017	\x0e\x04\0\x1c\x19\0EVT_m5145_01_0017b_pc1008\0ふん…\n哀れな偽者に本物の剣弥代を魅せてやろう。
Event\m5145_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0001_mr2009\0ぼ、ボクの歌が…\n消えた…！？
002	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0002_mb1107\0きゃあああ！　ヤシロ様ぁ！\nこっちのヤシロ様の方がステキー！
003	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0003_mb1108\0あっちのヘンな歌なんか\n比べ物にならないわーっ！
004	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0004_pc1008\0…平伏せ。
005	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0005_mb1106\0きゃあああああああ………。
006	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0006_mr2009\0ぐぐぐぐ…なぜだ！\nボクとお前で何が違う！？
007	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0007_pc1008\0毒だ。\nお前の歌は毒が薄すぎる。
008	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0008_pc1008\0俺の毒は甘美な調べとして唇より発せられ、\nガイアの官能を生み出すのだ。
009	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0009_pc1002\0な、なるほど…！
010	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0010_pc1003\0ヤシロの言葉の意味…分かるのか？
011	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0011_pc1002\0ううん、分からない！
012	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0012_mr2009\0ぐぎぎい…！\n意味の分からんことを……！
013	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0013_mr2009\0お前を殺してパフォーマを奪えば、\nボクが本物の剣弥代だっ！！
Event\m5146_01.msbt
001	\x0e\0\x03\x02\x01\0竜石の欠片を手に入れた。\x0e\0\x03\x02ÿÿ
002	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0002_pc1008\0失せろ、紛い物。
003	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0003_pc1001\0さすが、ヤシロだよ…。
004	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0004_pc1008\0ふん…\n蒼井樹も悪くなかった。
005	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0005_pc1008\0チキのところに戻るぞ。
006	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0006_pc1001\0ああ、これがあれば記憶を戻せるはず。
Event\m5147_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0001_pc1001\0チキ、もう１つ竜石の欠片を見つけたよ。
002	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0002_pc1010\0ほんと！？\nやったあ！
003	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0003_pc1010\0じゃあ、すぐに儀式を始めるね。
004	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0004_pc1002\0お願いね、チキちゃん。
005	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0005_pc1010\0はぁ…。
006	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0006_pc1001\0儀式、終わったのか？
007	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0007_pc1010\0うん…。
008	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0008_pc1010\0お兄ちゃん…新しいことが分かったよ。
009	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0009_pc1001\0何が分かったんだ…？
010	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0010_pc1010\0\x0e\0\x03\x02\x02\0暗黒竜への対抗手段\x0e\0\x03\x02ÿÿが分かったの。
011	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0011_mr1051\0何！？
012	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0012_pc1008\0暗黒竜の対抗手段…それが本当なら、\nガーネフの企てを阻止するための\n強力な材料になる…。
013	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0013_pc1001\0チキ、その手段って？
014	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0014_pc1010\0\x0e\0\x03\x02\x02\0光の神竜\x0e\0\x03\x02ÿÿだよ。
015	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0015_pc1007\0光の神竜？
016	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0016_pc1010\0そうだよ、マモリちゃん。
017	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0017_pc1010\0\x0e\0\x03\x02\x02\0アカネイア\x0e\0\x03\x02ÿÿには、ずっとずっと昔に\nすごい英雄たちが光の神竜を召喚して、\n暗黒竜を封じたって伝説があるの。
018	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0018_pc1003\0つまり、光の神竜ってヤツの力があれば、\n暗黒竜を喚び出されても\n封印できるってわけか…。
019	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0019_pc1010\0思い出したのは、それだけじゃないの。\n何とか封じることはできたけど、\nすごく激しい戦いで世界は……。
020	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0020_mr1054\0戦禍に見舞われ…\n世界には大きな傷跡が残ったのね…？
021	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0021_pc1010\0うん…。
022	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0022_mr1057\0…ことはそう単純ではないということか。
023	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0023_pc1002\0暗黒竜を倒せても…\n世界がボロボロになってたら、\nたくさんの人が傷つく…。
024	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0024_pc1003\0どんだけヤバいんだよ、暗黒竜ってのはよ…。
025	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0025_pc1008\0…それでも、暗黒竜が復活した後のことも\n考えておくべきだ。
SEL_01_01	神竜を召還する方法は……？
026	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0026_pc1001\0神竜を召還する方法は……？
027	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0027_pc1010\0それは…\nまだ思い出せないの…。
028	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0028_pc1001\0そっか…。
029	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0029_pc1010\0ごめんなさい、お兄ちゃん。
030	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0030_pc1001\0チキが謝ることじゃないよ。\n仕方ないさ。
031	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0031_pc1009\0まずは、チキの記憶をすべて\n取り戻してあげることが必要ね…。
032	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0032_pc1008\0くわえて、ガーネフの居場所を見つけることだ。
033	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0033_pc1008\0そして…\n暗黒竜召喚の前にガーネフを討つ。
034	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0034_pc1001\0ああ…。
SEL_01_02	それよりガーネフを見つけよう。
035	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0035_pc1001\0それよりガーネフを見つけよう。\n暗黒竜召喚の前にガーネフを倒せるなら、\nそれが一番いい方法だから。
036	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0036_pc1009\0イツキの言う通りね。\nヤシロの指摘ももっともだけど\n暗黒竜と戦うケースは、あくまで最悪の場合よ。
037	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0037_pc1010\0うん…そうだね。\n光の神竜の召喚方法自体、\nまだ思い出せないし…。
038	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0038_pc1008\0ならば…仕方ないな。
039	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0039_pc1009\0まずは、チキの記憶をすべて\n取り戻してあげることが必要ね…。
040	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0040_pc1008\0残る竜石の欠片がある場所は…\n大東テレビだな。
041	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0041_pc1008\0残る竜石の欠片がある場所は…\nダイバースタジオだな。
042	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0042_pc1008\0残る竜石の欠片がある場所は…\n渋谷１０６だな。
043	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0043_pc1002\0…行こう、イツキ君。
044	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0044_pc1001\0ああ。
Event\m5148_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0001_mr1052\0この奥に…竜の力を感じます。
002	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0002_pc1002\0竜の力…竜石の欠片があるのかな？
003	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0003_mr1052\0ええ、そうかもしれません。
004	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0004_mr1052\0……ここらの壁は壊せそうですね。
005	\x0e\0\x03\x02\x01\0この壁を壊すには■■■のスキルが必要です。\x0e\0\x03\x02ÿÿ
006	\x0e\0\x03\x02\x01\0■■■のスキルは\n剣のパフォーマから作ることができます。\x0e\0\x03\x02ÿÿ
Event\m5149_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0001_pc1003\0何だ、この音…？
002	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0002_pc1001\0歌…\nこれ、ツバサの歌声じゃないかな？
003	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0003_pc1002\0ええ！？\n私の歌、こんな嫌な感じだったの！？
004	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0004_pc1002\0こ、こんなに不気味だったなんて…\nアイドル失格だよ…\n私、もう卒業します…。
005	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0005_pc1009\0落ち着きなさい、ツバサ。\nあなたの歌は下手じゃないわ。
006	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0006_mr2010\0アタシの歌、下手って言ったなー♪
007	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0007_mr2010\0そんなあなたの心も鷲掴みしちゃうぞ、はぁと♪\nアタシはあなたの恋泥棒。\nこの歌で、キュンキュンさせてあげる♪
008	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0008_mr1052\0…あれは、ツバサの姿と歌を真似た\n偽者のようですね。
009	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0009_pc1002\0私を真似たら、ああなっちゃうんだ…。
010	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0010_mr1051\0イツキ…\nあれは竜石の欠片ではないか？
011	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0011_pc1001\0ああ…\nそうみたいだ。
012	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0012_mr1051\0奴を倒して欠片を回収すれば、\nチキの記憶を戻せるぞ！
013	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0013_pc1001\0うっ……！\nなんだ、これ…。
014	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0014_mr1052\0く…この歌…\n心身を蝕む力を放っていますね…。
015	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0015_pc1009\0…ええ。あの歌を止めないことには…\nまともに戦えそうにないわ。
016	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0016_pc1002\0私を真似た姿で、\n人を傷つけるための歌を歌うなんて…。
017	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0017_pc1002\0絶対に許せない！
SEL_01_01	許せない。
018	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0018_pc1001\0ああ、許せないな。\nあんなものをツバサだって言われたんじゃ、\n俺も腹が立つ。
019	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0019_pc1002\0イツキ君！
020	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0020_pc1001\0本物の織部つばさはあんなものじゃない…\nそれを見せてやろう。
SEL_01_02	スマイルだよ。
021	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0021_pc1001\0スマイルだよ、ツバサ。\n怖い顔になってる。
022	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0022_pc1002\0私の姿であんなことされたら、\n怖い顔にもなるよ！
023	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0023_pc1001\0アイドルはスマイル。\nツバサの魅力も笑顔だと思う。
024	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0024_pc1001\0笑顔の織部つばさのパフォーマンスは、\nあんなもんじゃないって、\nあの偽者に見せてやろう。
025	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0025_pc1002\0うん、分かった！
026	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0026_pc1002\0私の歌で、本当のドキドキを教えてあげる！
Event\m5149_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0001_mr2010\0あっれ～、おっかしいな～♪\nアタシの歌が消えちゃったぞ～。
002	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0002_mr2010\0そんな…そんなそんな…\nなんでアタシの歌が負けるんだよお、あぁん！？
003	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0003_pc1002\0あなたの歌には、想いがこもってない…！\nこれは私が、アイドルという道を歩み始めて、\n一番初めに教わったことだよ！
004	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0004_pc1002\0形だけ真似ても…\n人を傷つけるために歌うあなたの歌じゃ、\n私に勝てるわけない！
005	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0005_mr2010\0想い？　思い？　オモイ？\nわっかんな～い♪
006	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0006_mr2010\0とにかくテメエを潰して、\nテメエのパフォーマを奪えば、\nテメエになれるんじゃねえええのおぉ！？
007	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0007_pc1002\0私は…私たちは、あなたなんかに負けないっ！\n行こう、イツキ君！
008	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0008_pc1001\0ああ！
Event\m5150_01.msbt
001	\x0e\0\x03\x02\x01\0竜石の欠片を手に入れた。\x0e\0\x03\x02ÿÿ
002	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0002_pc1002\0みんなに支えられてきた『織部つばさ』は、\nあなたなんかと違うんだから！
003	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0003_pc1002\0そうだよね、イツキ君！
004	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0004_pc1001\0ああ、その通りだよ、ツバサ。
005	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0005_pc1001\0じゃあ、チキに竜石の欠片を届けに行くか。
006	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0006_pc1002\0うん！
Event\m5151_01.msbt
024	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1000_pc1010\0あ、お兄ちゃん！
025	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1001_pc1001\0チキ。\n竜石の欠片…取り戻してきた。
026	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1002_pc1010\0ありがとう！　お兄ちゃん！\nそれじゃあ早速儀式の準備を\n………きゃっ！
027	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1003_pc1008\0どうした、チキ！
028	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1004_pc1010\0…あ……あぁっ…。
029	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1005_pc1010\0いやぁっ！
030	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1006_pc1001\0チキっ！
031	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1007_pc1010\0お、お兄ちゃん…\x0e\0\x03\x02\x02\0ガーネフ\x0e\0\x03\x02ÿÿが…\n…ガーネフが呼んでる…。\nお兄ちゃん…こわいよう…。
017	\x0e\x04\0\x1b\x18\0EVT_m5151_01_0017_pc1008\0ガーネフ…！\nどこだ！　どこに奴がいる！！
018	\x0e\x04\0\x1b\x18\0EVT_m5151_01_0018_pc1010\0結界があったところだよ！！
019	\x0e\x04\0\x1c\x19\0EVT_m5151_01_0019b_pc1008\0\x0e\0\x03\x02\x02\0コズミックエッグ\x0e\0\x03\x02ÿÿ…っ。
022	\x0e\x04\0\x1c\x19\0EVT_m5151_01_0022b_pc1008\0行くぞ、蒼井樹。\n…奴を見つけ出し、倒す！
032	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1008_pc1010\0気を付けてね、お兄ちゃんたち。
033	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1009_pc1001\0ああ。\nチキ、儀式はもう少し待っていてくれ。
Event\m5152_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0001_np1135\0みんな慌てて、どこか行くの？
002	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0002_pc1001\0コズミックエッグにちょっと…。
003	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0003_np1135\0コズミックエッグ？　さっきマイコさんも\nダイバーＴＶの社長さんに呼ばれて、\n向かったけど、イツキ君たちも？
004	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0004_pc1001\0いえ、俺たちは呼び出されたわけじゃ……。
005	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0005_pc1001\0マイコさんは…\n本当にコズミックエッグに行ったんですか？
006	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0006_np1135\0ええ。\n電話がかかってきて、慌てて出て行ったの。
007	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0007_pc1003\0なんか怪しい、つーか、嫌な予感しね…？
008	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0008_pc1001\0…ああ。早くマイコさんのところに行こう。
009	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0009_np1135\0みんな、気をつけてね。
Event\m5153_01.msbt
073	\x0e\x04\0\x1b\x18\0EVT_m5153_01_2000_pc1001\0そんな……旗中さん！？
029	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1000_pc1008\0貴様が…ガーネフ…！
030	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1001_np1116\0やあっ！　君たち、来てくれたんだね！\nこうして対面するこの時を\nボクはどれほど待ち望んでいたか！
031	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1002_np1116\0竜石…ずっと借りちゃっててゴメンネ～。\nでも、もう用は済んだから！
032	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1003_pc1001\0用？
033	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1004_np1116\0暗黒竜復活の儀式さ！！！\n竜石のおかげで既に十分なパフォーマは集まり\n儀式の時は間近！　もう誰にも止められない！
034	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1000_pc1008\0貴様が…ガーネフ…！
072	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1006_pc1001\0ダメだ！　ヤシロ！\n旗中さんは、操られている…。\nまずは、あの人を助けなきゃ。
035	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1007_np1116\0あー、ごめん。\nそのことなんだけどね。\n蒼井クン。
036	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1008_np1116\0ボク…操られてないカラ。キミたちと一緒。\nガーネフとは絆で結ばれたパートナー。\n…そうだろう？
037	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1009_em2311\0フッフッフッ…。\n利害の一致を絆と呼ぶのなら…\n…そうなのだろうなぁ。
038	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1010_pc1008\0貴様あああっ！
039	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1011_em2311\0急くな。小僧。
040	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1012_pc1008\0ぐあああっ！
041	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1013_em2311\0フッフ…流石は\x0e\0\x03\x02\x02\0剣親臣\x0e\0\x03\x02ÿÿのパフォーマ。\nこれほどの力があれば、\n斯様な大魔術も思うがままよ…。
042	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1014_pc1008\0アレは……父さんの……。
