Battle\COMMON.msbt
NOT_MOVE	正在观察情况……
003	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0003_mb1108\0那边那首奇怪的歌\n根本比不上～！
004	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0004_pc1008\0……给我跪拜吧。
005	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0005_mb1106\0呜哇啊啊啊啊啊啊啊……！！
006	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0006_mr2009\0唔唔唔……为什么！\n哥究竟跟你有什么不同！？
007	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0007_pc1008\0是毒。\n你的歌声不够毒。
008	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0008_pc1008\0歌声经过我的嘴唇化为了甜美的毒药，\n盖亚的性感便油然而生。
009	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0009_pc1002\0原、原来如此……！
010	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0010_pc1003\0你听得懂剑弥代在说什么……？
011	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0011_pc1002\0不，我听不懂！
012	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0012_mr2009\0唔叽叽……！\n尽说些让人摸不着头绪的话……！
013	\x0e\x04\0\x1b\x18\0EVT_m5145_03_0013_mr2009\0只要杀了你夺走表现晶，\n哥就能成为真正的剑弥代！！
Event\m5146_01.msbt
001	\x0e\0\x03\x02\x01\0得到了龙石的碎片。\x0e\0\x03\x02\xff\xff
002	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0002_pc1008\0消失吧，冒牌货。
003	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0003_pc1001\0真不愧是弥代呢……
004	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0004_pc1008\0哼……\n你也不差。
005	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0005_pc1008\0我们回琪姬身边吧。
006	\x0e\x04\0\x1b\x18\0EVT_m5146_01_0006_pc1001\0嗯，有了这个，她就一定能恢复记忆。
Event\m5147_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0001_pc1001\0琪姬，我们找到另一个龙石碎片了哦。
002	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0002_pc1010\0真的吗！？\n太好了！
003	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0003_pc1010\0那么我马上开始仪式。
004	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0004_pc1002\0拜托你了，小琪姬。
005	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0005_pc1010\0呼……
006	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0006_pc1001\0仪式结束了吗？
007	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0007_pc1010\0嗯……
008	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0008_pc1010\0大哥哥……我想起了新的事情。
009	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0009_pc1001\0你想起了什么……？
010	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0010_pc1010\0我知道\x0e\0\x03\x02\x02\0对抗暗黑龙的方法\x0e\0\x03\x02\xff\xff了。
011	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0011_mr1051\0你说什么！？
012	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0012_pc1008\0对付暗黑龙的方法……\n如果真的存在，\n我们就能阻止加内夫的阴谋了……
013	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0013_pc1001\0琪姬，你说的方法是什么？
014	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0014_pc1010\0是\x0e\0\x03\x02\x02\0光之神龙\x0e\0\x03\x02\xff\xff哟。
015	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0015_pc1007\0光之神龙？
016	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0016_pc1010\0没错哟，小真守。
017	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0017_pc1010\0在很久很久以前的\x0e\0\x03\x02\x02\0阿卡奈亚\x0e\0\x03\x02\xff\xff，\n有着厉害的英雄们召唤出光之神龙，\n并将暗黑龙封印起来的传说。
018	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0018_pc1003\0也就是说，就算暗黑龙被召唤出来，\n只要有光之神龙的力量，\n就可以封印他吗……
019	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0019_pc1010\0我想起来的还不只这些。\n虽然好不容易封印了暗黑龙，\n激烈的战争却让世界……
020	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0020_mr1054\0因为被战火波及……\n世界留下了巨大的伤痕对吧……？
021	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0021_pc1010\0嗯……
022	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0022_mr1057\0……也就是说事情并没有那么简单。
023	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0023_pc1002\0就算打倒了暗黑龙……\n世界也会因此变得残破不堪，\n也可能让很多的人受伤……
024	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0024_pc1003\0那个叫暗黑龙的家伙，到底有多可怕啊……
025	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0025_pc1008\0……即使是这样，我们还是\n必须考虑暗黑龙复活之后的事情。
SEL_01_01	要怎么召唤神龙……？
026	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0026_pc1001\0要怎么召唤神龙……？
027	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0027_pc1010\0那个嘛……\n我还没有想起来……
028	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0028_pc1001\0这样吗……
029	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0029_pc1010\0对不起，大哥哥。
030	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0030_pc1001\0琪姬不需要道歉哦，\n这也是没办法的事。
031	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0031_pc1009\0首先我们还是得\n让琪姬的记忆完全恢复呢……
032	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0032_pc1008\0另外还得找到加内夫的藏身之处。
033	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0033_pc1008\0然后……\n在加内夫召唤暗黑龙之前击败他。
034	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0034_pc1001\0是啊……
SEL_01_02	我们先把加内夫找出来吧。
035	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0035_pc1001\0比起那个，我们先把加内夫找出来吧。\n我认为在他召唤出暗黑龙之前击败他\n才是最好的方法。
036	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0036_pc1009\0阿树说得没错。\n虽然弥代说得也对，\n但跟暗黑龙战斗终究是最糟的情况。
037	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0037_pc1010\0嗯，没错。\n毕竟我现在连怎么召唤光之神龙\n都想不起来……
038	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0038_pc1008\0那也没办法了呢……
039	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0039_pc1009\0首先我们还是得\n让琪姬的记忆完全恢复呢……
040	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0040_pc1008\0剩余的龙石碎片……\n是在大东电视台吧。
041	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0041_pc1008\0剩余的龙石碎片……\n是在Ｄｉｖｅｒ摄影棚吧。
042	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0042_pc1008\0剩余的龙石碎片……\n是在涩谷１０６吧。
043	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0043_pc1002\0……走吧，阿树。
044	\x0e\x04\0\x1b\x18\0EVT_m5147_01_0044_pc1001\0嗯。
Event\m5148_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0001_mr1052\0从这里面……感觉得到龙的力量。
002	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0002_pc1002\0龙的力量……里面是不是有龙石的碎片呢？
003	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0003_mr1052\0嗯，可能就是这样。
004	\x0e\x04\0\x1b\x18\0EVT_m5148_01_0004_mr1052\0……这里的墙壁似乎可以破坏。
005	\x0e\0\x03\x02\x01\0需要技能■■■才能破坏这道墙壁。\x0e\0\x03\x02\xff\xff
006	\x0e\0\x03\x02\x01\0技能■■■可以通过剑的表现晶来学习。\x0e\0\x03\x02\xff\xff
Event\m5149_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0001_pc1003\0这是什么声音……？
002	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0002_pc1001\0歌声……\n这不是小翼的歌声吗？
003	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0003_pc1002\0咦咦！？\n我的歌声有这么刺耳吗！？
004	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0004_pc1002\0我、我的歌声居然这么恶心……\n根本没资格当偶像……\n我要引退了……
005	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0005_pc1009\0小翼你冷静点。\n你的歌声一点都不差呀。
006	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0006_mr2010\0你刚才说人家唱的歌很难听是吧～？
007	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0007_mr2010\0那么就让人家抓紧你的心吧～么么哒☆\n人家是属于你的爱情小偷～\n要用这首歌让你的心扑通扑通响哟！
008	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0008_mr1052\0……那个冒牌货假扮成小翼的样子，\n模仿着小翼唱歌呢。
009	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0009_pc1002\0原来模仿我就会变成那样啊……
010	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0010_mr1051\0阿树……\n那不就是龙石的碎片吗？
011	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0011_pc1001\0嗯……\n看来是呢。
012	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0012_mr1051\0只要打倒她回收碎片，\n就可以让琪姬的记忆恢复了！
013	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0013_pc1001\0呜……！\n这是……什么……
014	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0014_mr1052\0呜……这首歌……\n似乎释放着会侵蚀精神的力量……
015	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0015_pc1009\0没错……不停下那首歌的话……\n根本没办法好好战斗。
016	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0016_pc1002\0居然伪装成我的样子，\n唱会伤害别人的歌……
017	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0017_pc1002\0我绝对饶不了她！
SEL_01_01	不可原谅。
018	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0018_pc1001\0是啊，真是不可原谅。\n像那样的东西竟然自称是小翼，\n我也很生气。
019	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0019_pc1002\0阿树！
020	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0020_pc1001\0真正的织部翼可不是那副样子……\n来展现给她看看吧。
SEL_01_02	笑一个。
021	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0021_pc1001\0小翼，笑一个。\n你现在的表情有点可怕。
022	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0022_pc1002\0有人伪装成我做这种事情，\n我的表情当然会很可怕！
023	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0023_pc1001\0偶像得随时保持着微笑。\n而且我也觉得小翼的魅力就在于笑容。
024	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0024_pc1001\0笑容迷人的织部翼所拥有的表现力\n可不是那样……\n来展现给那个冒牌货看看吧。
025	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0025_pc1002\0嗯，我明白了！
026	\x0e\x04\0\x1b\x18\0EVT_m5149_01_0026_pc1002\0让我用歌声来教你，什么才是真正的小鹿乱撞吧！
Event\m5149_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0001_mr2010\0哎呀～真奇怪呢～？\n人家的歌声消失了哟～？
002	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0002_mr2010\0怎么会……怎么会怎么会……\n啊！？为什么人家的歌声会输啊！？
003	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0003_pc1002\0你的歌声里一点心意都没有……！\n这可是我刚开始当偶像时\n第一件学到的事！
004	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0004_pc1002\0就算模仿了我的外表……\n你那只会伤害别人的歌\n是赢不过我的！
005	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0005_mr2010\0心意？心义？辛意？\n人家才不知道～！
006	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0006_mr2010\0总而言之，\n只要把你给宰了之后夺走你的表现晶，\n人家就能成为你了对吧啊啊啊！？
007	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0007_pc1002\0我才……我们才不会输给你！\n我们上，阿树！
008	\x0e\x04\0\x1b\x18\0EVT_m5149_03_0008_pc1001\0嗯！
Event\m5150_01.msbt
001	\x0e\0\x03\x02\x01\0得到了龙石的碎片。\x0e\0\x03\x02\xff\xff
002	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0002_pc1002\0被大家所支持着的“织部翼”，\n跟你可是完全不一样的！
003	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0003_pc1002\0对吧，阿树！
004	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0004_pc1001\0嗯，你说得没错，小翼。
005	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0005_pc1001\0那么我们赶紧把龙石的碎片拿去给琪姬吧。
006	\x0e\x04\0\x1b\x18\0EVT_m5150_01_0006_pc1002\0嗯！
Event\m5151_01.msbt
024	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1000_pc1010\0啊，大哥哥！
025	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1001_pc1001\0琪姬。\n我们……把龙石的碎片抢回来了。
026	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1002_pc1010\0谢谢！大哥哥！\n那么就马上来准备仪式……\n……呀！
027	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1003_pc1008\0琪姬！怎么了！
028	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1004_pc1010\0……啊……啊啊……
029	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1005_pc1010\0不要！
030	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1006_pc1001\0琪姬！
031	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1007_pc1010\0大、大哥哥……\x0e\0\x03\x02\x02\0加内夫\x0e\0\x03\x02\xff\xff……\n加内夫在呼唤我……\n大哥哥……好可怕哦……
017	\x0e\x04\0\x1b\x18\0EVT_m5151_01_0017_pc1008\0加内夫……！\n在哪里！那家伙在哪里！！
018	\x0e\x04\0\x1b\x18\0EVT_m5151_01_0018_pc1010\0他在有结界的地方！！
019	\x0e\x04\0\x1c\x19\0EVT_m5151_01_0019b_pc1008\0\x0e\0\x03\x02\x02\0宇宙级巨蛋\x0e\0\x03\x02\xff\xff……
022	\x0e\x04\0\x1c\x19\0EVT_m5151_01_0022b_pc1008\0苍井树，走吧。\n……找出那家伙，打倒他！
032	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1008_pc1010\0要小心哦，大哥哥。
033	\x0e\x04\0\x1b\x18\0EVT_m5151_01_1009_pc1001\0嗯嗯。\n琪姬，仪式就先稍等一下吧。
Event\m5152_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0001_np1135\0各位急急忙忙的，是要去哪里呢？
002	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0002_pc1001\0有点事要去宇宙级巨蛋……
003	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0003_np1135\0宇宙级巨蛋？\n刚才舞子也被Ｄｉｖｅｒ　ＴＶ的董事长请去了，\n阿树你们也是吗？
004	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0004_pc1001\0不是，我们并不是被叫去的……
005	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0005_pc1001\0舞子小姐她……\n真的去了宇宙级巨蛋吗？
006	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0006_np1135\0嗯嗯。\n她接到电话后，就急忙地出发了。
007	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0007_pc1003\0总觉得很可疑，有种不祥的预感呢……？
008	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0008_pc1001\0……是啊。我们快去找舞子小姐吧。
009	\x0e\x04\0\x1b\x18\0EVT_m5152_01_0009_np1135\0各位，要小心哦。
Event\m5153_01.msbt
073	\x0e\x04\0\x1b\x18\0EVT_m5153_01_2000_pc1001\0怎么会……旗中先生！？
029	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1000_pc1008\0原来你就是……加内夫……！
030	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1001_np1116\0哟！各位，你们来了啊！\n你们知道我有多么地期待，\n能像这样和各位见面吗？
031	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1002_np1116\0不好意思哦，一直借用着龙石～\n不过，我已经用完啦！
032	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1003_pc1001\0用完了？
033	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1004_np1116\0就是暗黑龙的复活仪式！！！\n多亏有龙石，已经收集到足够的表现晶，\n举行仪式的时刻将近！谁也无法阻止了！
034	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1000_pc1008\0原来你就是……加内夫……！
072	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1006_pc1001\0不可以！弥代！\n旗中先生被控制了……\n必须先救他才行。
035	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1007_np1116\0啊～抱歉。\n苍井小弟，关于那件事啊。
036	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1008_np1116\0我呢……可没被控制。\n我和你们一样，与加内夫是有着不解之缘的伙伴。\n……我说得对吧？
037	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1009_em2311\0呵呵呵……\n如果把彼此利害一致称为伙伴……\n……那应该就是吧。
038	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1010_pc1008\0你这混账啊啊！
039	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1011_em2311\0别急啊。小鬼。
040	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1012_pc1008\0唔啊啊啊！
041	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1013_em2311\0呵呵……不愧是\x0e\0\x03\x02\x02\0剑亲臣\x0e\0\x03\x02\xff\xff的表现晶。\n若有如此强大的力量，\n此般大魔术也能恣意施放……
042	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1014_pc1008\0那是……父亲的……
043	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1015_pc1001\0旗中先生！\n你为什么要和加内夫那种人联手！
044	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1016_np1116\0因为他的野心……复活暗黑龙，\n正是值得我赌上性命企划的\n究极娱乐！
045	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1017_np1116\0降临在东京的暗黑龙！绝望的群众！\n以及飒爽登场的正义青年与异世界的骑士！
046	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1018_np1116\0这不就是地球上\n最后亦是最棒的娱乐吗！？\n这正是我想让所有人见识的！
047	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1019_pc1001\0那才不是娱乐！\n旗中先生……你错了！\n我们……会阻止你！
048	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1020_np1116\0不愧是领主的主人！没错没错！\n请务必阻止我！不然就没意思了！\n啊哈哈哈哈！
049	\x0e\x04\0\x1c\x19\0EVT_m5153_01_1021a_pc1001\0他疯了……
050	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1022_pc1008\0……不可原谅！
051	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1023_pc1001\0弥代！等一下！
052	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1024_pc1008\0你要叫我别去吗！？苍井树！\n敌人……父亲的仇人明明就在我的眼前啊！
053	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1025_pc1008\0要是到了这个地步还是只能\n静静地看什么都不能做……\n我……究竟是为了什么磨炼自己的！
054	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1026_pc1008\0苍井树，告诉我……\n我该怎么做才好！？
055	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1027_pc1001\0弥代……
056	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1028_pc1008\0我追逐着父亲的背影……进入了这个世界。\n以和父亲同等的地位站在舞台上……\n这就是我唯一的梦想！！
057	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1029_pc1001\0弥代……\n可恶！该怎么做……\n我能做到什么……
058	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1030_pc1001\0这道光是……！？
059	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1031_mr1051\0为伙伴着想的强烈意志……\n使你领主的资质显露锋芒了！
060	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1032_mr1051\0就算不思考你应该也明白！\n只要把至今一直做的事\n再重复一次就行了！
061	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1033_mr1051\0阿树！\n现在正是你回应弥代的心愿之时！
062	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1034_pc1001\0我明白了！\n弥代……你的心愿……\n就由我来“引导”！！
063	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1035_pc1001\0唔哦哦哦哦哦哦哦！！
064	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1036_np1116\0这、这道光！是怎么回事！\n啊哈哈哈哈！
065	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1037_em2311\0嗯唔！\n剑亲臣的表现晶……！\n这么一来，障壁就……呜啊啊啊！
066	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1038_pc1008\0父亲……
067	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1039_em2311\0唔……既然失去了剑亲臣的力量，\n八房……你的玩乐就到此为止吧。\n我们……还有该做的事。
068	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1040_np1116\0说得是呢……这剧情发展超出我预料之外了。\n行程都被打乱了……\n不过，反正很有趣，就算了吧。
069	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1041_np1116\0我把这家伙留在这里争取时间。\n不过！可不要一不小心就被打倒哦！\n你们的对手可是暗\xb7黑\xb7龙哟！
070	\x0e\x04\0\x1b\x18\0EVT_m5153_01_1042_np1116\0那么就辛苦你们啦！\n啊哈哈哈哈哈！！！！
071	\x0e\x04\0\x1b\x18\0EVT_m5153_13_0041_np2077\0唔哦哦哦哦哦～～～～！！
Event\m5153_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0001_np1103\0舞子她没事吧……？
002	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0002_pc1001\0我的伙伴在照顾她。\n雕泽先生，你怎么会在这里？
003	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0003_np1103\0啊，这个嘛……\n我今天原本因为其他事和舞子约好了要碰面。\n不过，她突然说有急事……
004	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0004_np1103\0接着她又说有件急事得去宇宙级巨蛋，\n我很在意就过来看看……\n结果就看到那个男人和倒在地上的舞子！
SEL_01_01	原来如此……
005	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0005_pc1001\0原来如此……
006	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0006_np1103\0你明白吗……\n舞子对我而言是特别的。\n我担心她而追过来有什么错……
SEL_01_02	真的吗？
007	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0007_pc1001\0真的吗？
008	\x0e\x04\0\x1c\x19\0EVT_m5153_02x_0008_np1103\0你怀疑我吗！？\n舞子对我而言是特别的。\n我担心她而追过来有什么错！？
Event\m5153_03.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0001_np1101\0听我说啊！\n我什么也没做！
002	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0002_np1101\0我是爆笑竞技场的主持人！\n今天只是来开会而已！
003	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0003_np1101\0会议结束后正打算回去，\n就看到了志摩崎小姐！！
004	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0004_np1101\0所以我就从后面追了上去，想向她搭话！\n志摩崎小姐是我喜欢的类型啦！\n想和她一起吃饭有什么错！？
SEL_01_01	你没说谎吧？
005	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0005_pc1001\0你没说谎吧？
006	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0006_np1101\0相信我啦！！\n袭击志摩崎小姐的是那个男的！\n就是他！
SEL_01_02	原来如此……
007	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0007_pc1001\0原来如此……
008	\x0e\x04\0\x1c\x19\0EVT_m5153_03x_0008_np1101\0没错！没错！！你明白了吧！\n袭击志摩崎小姐的是那个男的！
009	我真的看见了……\n那家伙从志摩崎小姐后面把她……\n噫咿咿！
Event\m5153_04.msbt
003	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0001_np1101\0我真的看见了……\n那家伙从志摩崎小姐后面把她……\n噫咿咿！
001	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0002_np1103\0你说我袭击舞子！？
002	\x0e\x04\0\x1c\x19\0EVT_m5153_04x_0003_np1103\0蠢货！\n我怎么可能做那种事！\n那个男人说的全是谎话！
Event\m5153_05.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0001_np1105\0你们几个！等等！
002	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0002_np1116\0哟，真巧啊，各位。
003	\x0e\x04\0\x1c\x19\0EVT_m5153_05x_0003_pc1001\0鳕知乃导演和……旗中先生？
Event\m5153_06.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0001_np1105\0哟，好久不见啊，少年郎。
002	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0002_np1116\0真巧呢，苍井小弟。\n居然会在这种地方遇到。
003	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0003_pc1001\0是啊……
004	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0004_np1105\0我和旗中先生\n刚才在附近的咖啡厅商量了一下工作……
005	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0005_np1105\0谈完走出店后，\n好像就听到了有些危险的争吵声。
006	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0006_np1116\0而且又是有印象的声音。\n一时在意就过来看看。
007	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0007_np1105\0接着啊……\n呵呵呵，感觉会是很有趣的状况不是吗？
008	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0008_np1105\0是那两个人当中的其中一人\n袭击了志摩崎小姐吧？
009	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0009_pc1001\0……
010	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0010_np1105\0唔嗯……不过啊，\n太过拘泥在“是哪个人做的”这个想法，\n可就言之过早了哦。
011	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0011_np1105\0毕竟呢……\n也有可能两个人都是犯人的！
012	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0012_np1116\0也就是说，这两个人是共犯，\n藉由彼此争吵来混淆你们的视听。
013	\x0e\x04\0\x1b\x18\0EVT_m5153_06_0013_np1105\0如何啊？\n也不能排除这个可能性对吧。
SEL_01_01	向雕泽搭话
SEL_01_02	向五十院搭话
Event\m5153_07.msbt
001	\x0e\x04\0\x1c\x19\0EVT_m5153_07x_0001_np1103\0你说我们是共犯！？才没这回事！\n我今天才第一次碰到这家伙啊！？
