common_AvatarCustomize.msbt
AVATARCLOTHES0000000	白色T恤
Month_04	4月赛季
Month_05	5月赛季
Month_06	6月赛季
Month_07	7月赛季
Month_08	8月赛季
Month_09	9月赛季
Month_10	10月赛季
Month_11	11月赛季
Month_12	12月赛季
Percent	{[010f]}%
Decimal	.
YawarakaRanking	灵活度世界排名
Rank	{size[4200]}第{size[6400]}{[0101]}{size[4200]}名{size[6400]}
Rank_NA	{size[4200]}第{size[6400]}?{size[4200]}名{size[6400]}
Rank_Num_NA	?
Rank_LeftSide	第
Rank_RightSide	名
common_MiniGame.msbt
MiniGameName_00	配图鼹鼠
MiniGameName_01	动物照灯
MiniGameName_02	剪裁艺术
MiniGameName_03	照片推理
MiniGameName_04	快闪记忆
MiniGameName_05	卡片记忆
MiniGameName_06	逆向记忆
MiniGameName_07	鸟笼洗牌
MiniGameName_08	积木计算
MiniGameName_09	重量比较
MiniGameName_10	方块塑形
MiniGameName_11	谜题快答
MiniGameName_12	合并计算
MiniGameName_13	叠加积木
MiniGameName_14	调整时钟
MiniGameName_15	顺序气球
MiniGameName_16	分解拼图
MiniGameName_17	旋转剪影
MiniGameName_18	连接轨道
MiniGameName_19	选择视角
MiniGameNameB_00	配图鼹鼠
MiniGameNameB_01	动物照灯
MiniGameNameB_02	剪裁艺术
MiniGameNameB_03	照片推理
MiniGameNameB_04	快闪记忆（按键）
MiniGameNameB_05	卡片记忆
MiniGameNameB_06	逆向记忆
MiniGameNameB_07	鸟笼洗牌
MiniGameNameB_08	积木计算
MiniGameNameB_09	重量比较
MiniGameNameB_10	方块塑形
MiniGameNameB_11	谜题快答
MiniGameNameB_12	合并计算
MiniGameNameB_13	叠加积木
MiniGameNameB_14	调整时钟
MiniGameNameB_15	顺序气球
MiniGameNameB_16	分解拼图（按键）
MiniGameNameB_17	旋转剪影
MiniGameNameB_18	连接轨道
MiniGameNameB_19	选择视角
MiniGameNameB_20	快闪记忆（触控）
MiniGameNameB_21	分解拼图（触控）
SpMiniGameName_00	超级配图鼹鼠
SpMiniGameName_01	超级动物照灯
SpMiniGameName_02	超级剪裁艺术
SpMiniGameName_03	超级照片推理
SpMiniGameName_04	超级快闪记忆
SpMiniGameName_05	超级卡片记忆
SpMiniGameName_06	超级逆向记忆
SpMiniGameName_07	超级鸟笼洗牌
SpMiniGameName_08	超级积木计算
SpMiniGameName_09	超级重量比较
SpMiniGameName_10	超级方块塑形
SpMiniGameName_11	超级谜题快答
SpMiniGameName_12	超级合并计算
SpMiniGameName_13	超级叠加积木
SpMiniGameName_14	超级调整时钟
SpMiniGameName_15	超级顺序气球
SpMiniGameName_16	超级分解拼图
SpMiniGameName_17	超级旋转剪影
SpMiniGameName_18	超级连接轨道
SpMiniGameName_19	超级选择视角
SpMiniGameNameB_00	超级配图鼹鼠
SpMiniGameNameB_01	超级动物照灯
SpMiniGameNameB_02	超级剪裁艺术
SpMiniGameNameB_03	超级照片推理
SpMiniGameNameB_04	超级快闪记忆（按键）
SpMiniGameNameB_05	超级卡片记忆
SpMiniGameNameB_06	超级逆向记忆
SpMiniGameNameB_07	超级鸟笼洗牌
SpMiniGameNameB_08	超级积木计算
SpMiniGameNameB_09	超级重量比较
SpMiniGameNameB_10	超级方块塑形
SpMiniGameNameB_11	超级谜题快答
SpMiniGameNameB_12	超级合并计算
SpMiniGameNameB_13	超级叠加积木
SpMiniGameNameB_14	超级调整时钟
SpMiniGameNameB_15	超级顺序气球
SpMiniGameNameB_16	超级分解拼图（按键）
SpMiniGameNameB_17	超级旋转剪影
SpMiniGameNameB_18	超级连接轨道
SpMiniGameNameB_19	超级选择视角
SpMiniGameNameB_20	超级快闪记忆（触控）
SpMiniGameNameB_21	超级分解拼图（触控）
Instruction_CompareMole	敲击一样的图案！
Instruction_AnimalInDark	哪种动物最多？
Instruction_CuttingAnimation	哪张图片最符合？
Instruction_FilterZoom	是什么照片？
Instruction_InstantMemory	记住数字和符号！
Instruction_OrderMemory	把卡片记起来再回答！
Instruction_Reverse	倒过来回答！
Instruction_Cage	鸟在哪里？
Instruction_PlayCube	积木的数量是？
Instruction_PlaySeesaw	哪个最重？
Instruction_EraseBlock	消除方块使形状一样！
Instruction_Shooting	哪张照片符合描述？
Instruction_PlayPlus	将2类合并，使数量一样！
Instruction_FallNumber	将不要的积木打掉！
Instruction_SetClock	调整时钟！
Instruction_CountNumber	从最小的数字破坏到最大的！
Instruction_Bunkai	完成拼图！
Instruction_PlayShadow	哪个跟剪影一样？
Instruction_TrainRoad	连接轨道直到终点！
Instruction_RotateViewPoint	从箭头的方向看会是怎样？
Tutorial_00	敲击与范本“图案”相同的鼹鼠！
Tutorial_01	哪种动物最多？\n就用灯光照向它吧！
Tutorial_02	哪张图片最符合“？”？\n要看清楚变化哦！
Tutorial_03	是什么照片？\n越快知道就越厉害！
Tutorial_04	瞬间记住数字和记号，\n它们会马上消失哦！
Tutorial_05	记住卡片的“图案”！\n哪张卡片被藏起来了？
Tutorial_06	按照顺序记住后，\n倒过来回答！
Tutorial_07	鸟在哪里？\n还可以加快速度哦！
Tutorial_08	计算积木的数量！\n要怎样才能算得更快呢？
Tutorial_09	哪个最重？\n不要被表象欺骗了！
Tutorial_10	消除方块，\n使形状和范本一样！
Tutorial_11	哪张照片符合题目的描述？\n答案可能不止一个！
Tutorial_12	选择两块板子，\n使数量与范本相同！
Tutorial_13	将不要的积木打掉，\n使数字相同！
Tutorial_14	转动分针，\n调整时钟！
Tutorial_15	从数字最小的气球破坏到最大的！
Tutorial_16	选择碎片，\n完成拼图！
Tutorial_17	找出所有与剪影相同的“图案”！
Tutorial_18	连接轨道，\n使电车抵达终点！
Tutorial_19	从“箭头”的方向看会是怎样的？
PlayerNum_00	1
PlayerNum_01	2
PlayerNum_02	3
PlayerNum_03	4
Handicap_00	幼儿班
Handicap_01	初级班
Handicap_02	中级班
Handicap_03	高级班
Handicap_04	精英班
Handicap_05	超级精英班
DspLevel_00	幼儿班
DspLevel_01	初级班
DspLevel_02	中级班
DspLevel_03	高级班
DspLevel_04	精英班
DspLevel_05	超级精英班
Question_Num	{size[4200]}第{size[6400]}{[0101]}{size[4200]}题{size[6400]}
Correct_00	{color[ffd103ff]}{size[4200]}第一{size[6400]}{color[000000ff]}
Correct_01	{color[bfc9c9ff]}{size[4200]}第二{size[6400]}{color[000000ff]}
Correct_02	{color[ff6128ff]}{size[4200]}第三{size[6400]}{color[000000ff]}
Correct_03	{color[ffd19cff]}{size[4200]}第四{size[6400]}{color[000000ff]}
ScorePlus	{size[4b00]}+{size[6400]}{[0101]}
Info_Stop	停止！
Info_Reach	即将过关！
Info_Giveup	终止！
Info_Giveup_Result	终止
MaxGameNum_01	{color[d85060ff]}{size[4200]}共{size[6400]}1{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNum_02	{color[d85060ff]}{size[4200]}共{size[6400]}2{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNum_03	{color[d85060ff]}{size[4200]}共{size[6400]}3{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNum_04	{color[d85060ff]}{size[4200]}共{size[6400]}4{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNum_05	{color[d85060ff]}{size[4200]}共{size[6400]}5{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNumB_01	{color[ad131dff]}{size[4200]}共{size[6400]}1{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNumB_02	{color[ad131dff]}{size[4200]}共{size[6400]}2{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNumB_03	{color[ad131dff]}{size[4200]}共{size[6400]}3{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNumB_04	{color[ad131dff]}{size[4200]}共{size[6400]}4{size[4200]}场比赛{size[6400]}{color[000000ff]}
MaxGameNumB_05	{color[ad131dff]}{size[4200]}共{size[6400]}5{size[4200]}场比赛{size[6400]}{color[000000ff]}
CurrentGameNum_01	{size[4200]}第{size[6400]}1{size[4200]}场比赛{size[6400]}
CurrentGameNum_02	{size[4200]}第{size[6400]}2{size[4200]}场比赛{size[6400]}
CurrentGameNum_03	{size[4200]}第{size[6400]}3{size[4200]}场比赛{size[6400]}
CurrentGameNum_04	{size[4200]}第{size[6400]}4{size[4200]}场比赛{size[6400]}
CurrentGameNum_05	{size[4200]}第{size[6400]}5{size[4200]}场比赛{size[6400]}
GuestName_01	来宾1
GuestName_02	来宾2
GuestName_03	来宾3
GuestName_04	来宾4
YourName	你
RealPersonName	实际存在的人物
MiniGameCategoryIdentify	直觉
MiniGameCategoryMemorize	记忆
MiniGameCategoryAnalyze	分析
MiniGameCategoryCompute	数字
MiniGameCategoryVisualize	知觉
MiniGameCategoryIdentify_S	直觉
MiniGameCategoryMemorize_S	记忆
MiniGameCategoryAnalyze_S	分析
MiniGameCategoryCompute_S	数字
MiniGameCategoryVisualize_S	知觉
MiniGameCategoryC_Identify	{color[92d180ff]}直觉{color[000000ff]}
MiniGameCategoryC_Memorize	{color[baa5f3ff]}记忆{color[000000ff]}
MiniGameCategoryC_Analyze	{color[ff9985ff]}分析{color[000000ff]}
MiniGameCategoryC_Compute	{color[8ebfe8ff]}数字{color[000000ff]}
MiniGameCategoryC_Visualize	{color[f5aa45ff]}知觉{color[000000ff]}
MiniGameCategoryCS_Identify	{color[92d180ff]}直觉{color[000000ff]}
MiniGameCategoryCS_Memorize	{color[baa5f3ff]}记忆{color[000000ff]}
MiniGameCategoryCS_Analyze	{color[ff9985ff]}分析{color[000000ff]}
MiniGameCategoryCS_Compute	{color[8ebfe8ff]}数字{color[000000ff]}
MiniGameCategoryCS_Visualize	{color[f5aa45ff]}知觉{color[000000ff]}
Instruction_Touch	请点触画面。
Instruction_Button	用按键操作。
Instruction_Touch_Btn	点触！
Instruction_Position	考题会出现在这里。
Instruction_Position_Btn	 OK
Levelup	等级提升！
Rate_00	好厉害！！
Rate_01	做得好！
Rate_02	OK
NotSaveGhost	这次的幽灵不会被保存。
ButtonGuide_Battle	/ 终止
common_Profile.msbt
Age	{[0101]}{size[4200]}岁{size[6400]}
Secret	?{size[4200]}岁{size[6400]}
Config_Age	{[0101]}岁
Config_Secret	?岁
ATTRIBUTE0000000	被夸奖才会成长。
ATTRIBUTE0000001	睡再多还是犯困。
ATTRIBUTE0000002	功课没完没了。
ATTRIBUTE0000003	就是想要被夸奖。
ATTRIBUTE0000004	无法抗拒甜食的诱惑。
ATTRIBUTE0000005	天生没耐心。
ATTRIBUTE0000006	冷静下来就输了。
ATTRIBUTE0000007	我有我的节奏。
ATTRIBUTE0000008	打磨过后更加璀璨。
ATTRIBUTE0000009	明天再开始认真。
ATTRIBUTE0000010	坚持到最后一刻。
ATTRIBUTE0000011	玻璃心。
ATTRIBUTE0000012	太爱吃饭。
ATTRIBUTE0000013	就是爱唱反调。
ATTRIBUTE0000014	曾经轻狂。
ATTRIBUTE0000015	其实不喜欢输的感觉。
ATTRIBUTE0000016	想要快点变成大人。
ATTRIBUTE0000017	给我零用钱。
ATTRIBUTE0000018	好奇心旺盛。
ATTRIBUTE0000019	惊人的成长。
ATTRIBUTE0000020	快乐生活。
ATTRIBUTE0000021	直觉敏锐。
ATTRIBUTE0000022	越说不行越要做。
ATTRIBUTE0000023	想要变得受欢迎。
ATTRIBUTE0000024	心宽体胖。
ATTRIBUTE0000025	忙得团团转。
ATTRIBUTE0000026	心事完全写在脸上。
ATTRIBUTE0000027	与天才只有一线之隔。
ATTRIBUTE0000028	想要被治愈。
ATTRIBUTE0000029	谨慎过了头。
ATTRIBUTE0000030	不想被追，只想追人。
ATTRIBUTE0000031	没想到这么全心全意。
ATTRIBUTE0000032	任何事都从模仿开始。
ATTRIBUTE0000033	唯独就是好运。
ATTRIBUTE0000034	准时回家。
ATTRIBUTE0000035	追星的小确幸。
ATTRIBUTE0000036	猫奴。
ATTRIBUTE0000037	想要练出肌肉。
ATTRIBUTE0000038	魅力无法挡。
ATTRIBUTE0000039	相信自己的直觉。
ATTRIBUTE0000040	什么事都提不起劲。
ATTRIBUTE0000041	数字要很精确。
ATTRIBUTE0000042	走遍世界各地。
ATTRIBUTE0000043	孙子好可爱。
ATTRIBUTE0000044	特别喜欢马。
ATTRIBUTE0000045	一开口就停不下来。
ATTRIBUTE0000046	嘻哈魂。
ATTRIBUTE0000047	没有事情适合我。
JOB0000000	幼儿园生
JOB0000001	小学生
JOB0000002	中学生
JOB0000003	高中生
JOB0000004	学生
JOB0000005	复读生
JOB0000006	住在家里
JOB0000007	小型企业主
JOB0000008	上班族
JOB0000009	自雇人士
JOB0000010	家庭主夫
JOB0000010_f	家庭主妇
JOB0000011	打工族
JOB0000012	公务员
JOB0000013	协会员工
JOB0000014	自由人
JOB0000015	管理者
GREETING0000000	请多多指教！
GREETING0000001	下手轻一点。
GREETING0000002	祝你好运！
GREETING0000003	一起来玩吧！
GREETING0000004	祝你有个美好的一天♪
GREETING0000005	呀呼♪
GREETING0000006	功课没完没了。
GREETING0000007	我来看看你的本事！
GREETING0000008	将你一军！
GREETING0000009	要手下留情哦♪
GREETING0000010	谢啦！
GREETING0000011	哦呵呵呵！
GREETING0000012	哈哈哈！
GREETING0000013	哦耶！
GREETING0000014	谢谢你愿意跟我一起玩。
GREETING0000015	一起营造双赢的局面吧！
GREETING0000016	希望我们能一加一大于二。
GREETING0000017	让我学习一下。
GREETING0000018	不懂得察言观色。
GREETING0000019	以我的潜力是不会输的。
GREETING0000020	久等了。
GREETING0000021	请多指教哦！
GREETING0000022	我的大脑很灵活，不好意思。
GREETING0000023	强者别过来。
GREETING0000024	放马过来吧。
GREETING0000025	我准备好了！
GREETING0000026	你能赢我吗……？
GREETING0000027	我是第一名的学生。
GREETING0000028	请给我一点刺激。
GREETING0000029	我不会放弃的！
GREETING0000030	我会让比赛很快结束的！
GREETING0000031	我绝对不可以输。
GREETING0000032	加油哦！
GREETING0000033	生意兴隆！
GREETING0000034	你很时髦呢。
GREETING0000035	嗨！
GREETING0000036	非常感谢！
GREETING0000037	嘿嘿嘿！
GREETING0000038	恭喜你！
GREETING0000039	晚安！
GREETING0000040	肚子饿了……
GREETING0000041	我要开动了！
common_SoftwareKeyboard.msbt
InputGhostIDHeader	请输入对战对手的幽灵ID
InputGhostIDGuide	在这里输入
common_Window.msbt
NumberOfPlayersSelectHowMeny	有多少人要参加派对？
NumberOfPlayersSelectBtn2	2{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn3	3{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn4	4{size[4200]}人{size[6400]}
MiniGameLayoutSelectOperationSelect	请选择游玩方式。
MiniGamePlayStyleSelect_Btn	只用按键
MiniGamePlayStyleSelect_Touch	只用触控
MiniGameLayoutSelectBtnParallel	用按键
MiniGameLayoutSelectBtnFaceToFace	用触控
CoinGet_Title	获得金币！
CoinGet_Value	{[0101]}
CoinGet_GetCount	{[0101]} / {[0102]}
CoinGet_Stretch_Basic	伸展了大脑！
CoinGet_Stretch_Ext_00	灵活度超过400了！
CoinGet_Stretch_Ext_01	灵活度超过600了！
CoinGet_Stretch_Ext_02	灵活度超过800了！
CoinGet_Stretch_Ext_03	灵活度超过1000了！
CoinGet_FirstLesson	第一次按摩放松了！
CoinGet_Test_Basic	做了测试！
CoinGet_Test_Ext_00	初段以上！
CoinGet_Test_Ext_01	3段以上！
CoinGet_Test_Ext_02	5段以上！
CoinGet_Test_Ext_03	7段以上！
CoinGet_Test_Ext_04	成为灵活大脑王了！
CoinGet_Battle_Basic	进行了对战！
CoinGet_Battle_Win	在对战中获胜了！
CoinGet_Battle_Draw	在对战中打成平手了！
CoinGet_Battle_Ext_Win	打败强劲的幽灵了！
CoinGet_Battle_Ext_Draw	和强劲的幽灵打成平手了！
CoinGet_Battle_5Genres	1天对战了5个类别！
CoinGet_Battle_5Genres_5wins	打败所有人了！
RewardBoxOpenGet	 获得！
RewardBoxOpenBtnOK	 OK
HardwarePlacementBody	请平放Nintendo Switch。\n接下来请点触画面！
HardwarePlacementBtnOK	点触！
AgeSetting_Title	请输入你的生日。
AgeSetting_Year	出生年份
AgeSetting_Month	月
AgeSetting_Day	日
AgeSetting_BtnOK	OK
AgeSetting_Btn_Secret	 秘密
AgeSetting_SplitDMY	/
AgeSetting_Attention	※可以随时在“设定”里更改。
StyleSetting_Instruction	请选择造型。
StyleSetting_Notes	※可以随时在“设定”里更改。
AttributeSetting_Instruction	请选择介绍词。
JobSetting_Instruction	请选择职业。
GreetingSetting_Instruction	请选择招呼语。
GreetingGet_WinCount	在对战中获胜了！
GreetingGet_Inspire	好像快想到招呼语了……
GreetingGet_ThisIsIt	 这个！
GreetingGet_GetNewGreeting	想到招呼语了！
GreetingGet_OK	 OK
GreetingGet_RecommendSet	要使用看看这个招呼语吗？
GreetingGet_TryUsing	使用看看
GreetingGet_Later	之后再说
InputDeviceSelectTitle	请选择游玩方式。
InputDeviceSelectCaution	不能在中途更改游玩方式。
CancelAttention_Guide	要退出派对吗？
CancelAttention_Continue	继续
CancelAttention_Quit	退出
EasySupportSetting_Header	要使用简易辅助吗？
EasySupportSetting_Text	会让考题变得比较简单。\n推荐{color[ff1010ff]}小孩子{color[000000ff]}使用。
EasySupportSetting_Notes	※可以随时在“设定”里更改。
EasySupportSetting_Use	使用
EasySupportSetting_NotUse	不使用
NetworkSetting_Header	要使用在线功能吗？
NetworkSetting_Text	利用幽灵对战和排名互相竞争吧！\n\n虚拟人像、职业以及在Nintendo Account中\n设定的国家/地区和年龄等信息将会被公开。
NetworkSetting_Notes	※在线功能可以随时在“设定”里更改。\n※年龄设定成“秘密”后，将不会被公开。
NetworkSetting_Use	使用
NetworkSetting_NotUse	不使用
ChangeClothes_WantToChange	要马上更换服装吗？
ChangeClothes_Change	更换
ChangeClothes_Changed	更换好了！
ChangeClothes_Later	之后再说
IDSearch_Title	请输入幽灵ID。
IDSearch_Instruction	搜索公开{color[ff1010ff]}幽灵ID{color[000000ff]}的人吧！\n只要输入幽灵ID，\n就能与那个人的{color[ff1010ff]}最佳记录幽灵{color[000000ff]}对战！\n\n如果输入{color[ff1010ff]}自己的幽灵ID{color[000000ff]}……？
IDSearch_Button	 输入ID
DockInStateAttention_Heading	TV模式不能使用触控操作。
DockInStateAttention_Text	请使用掌上模式或桌面模式。
DockInStateAttention_Button	 OK
BattleCategoryComplate_Heading	1天对战了5个类别。
BattleCategoryComplate_Text	辛苦了！
BattleCategoryComplate_End	结束
BattleCategoryComplate_Continue	继续
PartySupportSetting_Header	要使用简易辅助吗？
PartySupportSetting_Text	推荐有{color[ff1010ff]}小孩子{color[000000ff]}的时候使用！\n将不能选择困难的伸展。
PartySupportSetting_Use	使用
PartySupportSetting_NotUse	不使用
SeasonReset_OK	 OK
minigame_AnimalInDark.msbt
Around	 环顾四周
Around_T	 环顾四周
Remember	 明白了
Remember_T	明白了
minigame_Cage.msbt
SpeedUpButton	 加速
SpeedUpButton_T	加速
minigame_FallNumber.msbt
Leave	要留下！
minigame_FilterZoom.msbt
FilterZoomKindName_00	狗
FilterZoomKindName_01	兔子
FilterZoomKindName_02	牛
FilterZoomKindName_03	青蛙
FilterZoomKindName_04	长颈鹿
FilterZoomKindName_05	鱼
FilterZoomKindName_06	大象
FilterZoomKindName_07	蝴蝶
FilterZoomKindName_08	企鹅
FilterZoomKindName_09	狮子
FilterZoomKindName_10	鳄鱼
FilterZoomKindName_11	老虎
FilterZoomKindName_12	鸵鸟
FilterZoomKindName_13	熊猫
FilterZoomKindName_14	鹿
FilterZoomKindName_15	鹫
FilterZoomKindName_16	海豹
FilterZoomKindName_17	海豚
FilterZoomKindName_18	河马
FilterZoomKindName_19	斑马
FilterZoomKindName_20	蜻蜓
FilterZoomKindName_21	鸡
FilterZoomKindName_22	猫
FilterZoomKindName_23	老鼠
FilterZoomKindName_24	蛇
FilterZoomKindName_25	骆驼
FilterZoomKindName_26	山羊
FilterZoomKindName_27	鸽子
FilterZoomKindName_28	火烈鸟
FilterZoomKindName_29	蜗牛
FilterZoomKindName_30	马
FilterZoomKindName_31	蟹
FilterZoomKindName_32	乌龟
FilterZoomKindName_33	犀牛
FilterZoomKindName_34	猴子
FilterZoomKindName_35	蚱蜢
FilterZoomKindName_36	绵羊
FilterZoomKindName_37	豹
FilterZoomKindName_38	猫头鹰
FilterZoomKindName_39	北极熊
FilterZoomKindName_40	松鼠
FilterZoomKindName_41	袋鼠
minigame_InstantMemory.msbt
Digit	{[0101]}位数
minigame_OrderMemory.msbt
Remember	 记住了
Remember_T	记住了
minigame_SetClock.msbt
Rotate	 转动
Rotate_T	 转动指针
OK_Plus	 确定
OK_Plus_T	确定
AdvanceHour	调快{color[ffe900ff]}{[0107]}{color[000000ff]}小时！
AdvanceMinute	调快{color[ffe900ff]}{[0108]}{color[000000ff]}分钟！
AdvanceMinuteAnother	调快{color[ffe900ff]}{[0108]}{color[000000ff]}分钟！
BackHour	调慢{color[ffe900ff]}{[0107]}{color[000000ff]}小时！
BackMinute	调慢{color[ffe900ff]}{[0108]}{color[000000ff]}分钟！
BackMinuteAnother	调慢{color[ffe900ff]}{[0108]}{color[000000ff]}分钟！
SetTime	调整为{color[ffe900ff]}{[0107]}{color[000000ff]}点整！
minigame_Shooting.msbt
Announce	还有哦
SHOOTINGSENTENCE0000000	有腿
SHOOTINGSENTENCE0000002	有鱼鳍
SHOOTINGSENTENCE0000003	无鱼鳍
SHOOTINGSENTENCE0000004	有尾巴
SHOOTINGSENTENCE0000005	无尾巴
SHOOTINGSENTENCE0000006	有2条腿
SHOOTINGSENTENCE0000008	有4条腿
SHOOTINGSENTENCE0000009	有6条腿
SHOOTINGSENTENCE0000010	有8条腿
SHOOTINGSENTENCE0000011	有10条腿
SHOOTINGSENTENCE0000012	有脊椎
SHOOTINGSENTENCE0000013	无脊椎
SHOOTINGSENTENCE0000014	有翅膀
SHOOTINGSENTENCE0000015	无翅膀
SHOOTINGSENTENCE0000016	有鳃
SHOOTINGSENTENCE0000017	无鳃
SHOOTINGSENTENCE0000018	会产卵
SHOOTINGSENTENCE0000019	不会产卵
SHOOTINGSENTENCE0000024	有鳞片
SHOOTINGSENTENCE0000025	无鳞片
SHOOTINGSENTENCE0000026	从大到小
SHOOTINGSENTENCE0000027	从小到大
SHOOTINGSENTENCE0000028	从大到小
SHOOTINGSENTENCE0000029	从小到大
SHOOTINGSENTENCE0000031	最大
SHOOTINGSENTENCE0000032	第2大
SHOOTINGSENTENCE0000033	第3大
SHOOTINGSENTENCE0000034	第4大
SHOOTINGSENTENCE0000036	最小
SHOOTINGSENTENCE0000037	第2小
SHOOTINGSENTENCE0000038	第3小
SHOOTINGSENTENCE0000039	第4小
SHOOTINGSENTENCE0000041	最大
SHOOTINGSENTENCE0000042	第2大
SHOOTINGSENTENCE0000043	第3大
SHOOTINGSENTENCE0000044	第4大
SHOOTINGSENTENCE0000046	最小
SHOOTINGSENTENCE0000047	第2小
SHOOTINGSENTENCE0000048	第3小
SHOOTINGSENTENCE0000049	第4小
SHOOTINGSENTENCE0000050	长在土里
SHOOTINGSENTENCE0000053	花
SHOOTINGSENTENCE0000058	哺乳类
SHOOTINGSENTENCE0000059	爬行类
SHOOTINGSENTENCE0000060	两栖类
SHOOTINGSENTENCE0000061	节肢动物
SHOOTINGSENTENCE0000062	软体动物
SHOOTINGSENTENCE0000063	变温动物
SHOOTINGSENTENCE0000064	鱼
SHOOTINGSENTENCE0000065	鸟
SHOOTINGSENTENCE0000066	昆虫
SHOOTINGSENTENCE0000067	昆虫
SHOOTINGSENTENCE0000068	植物
SHOOTINGSENTENCE0000069	肉食性
SHOOTINGSENTENCE0000070	草食性
SHOOTINGSENTENCE0000071	从快到慢
SHOOTINGSENTENCE0000073	最快
SHOOTINGSENTENCE0000074	第2快
SHOOTINGSENTENCE0000075	第3快
SHOOTINGSENTENCE0000076	第4快
SHOOTINGSENTENCE0000077	从慢到快
SHOOTINGSENTENCE0000079	最慢
SHOOTINGSENTENCE0000080	第2慢
SHOOTINGSENTENCE0000081	第3慢
SHOOTINGSENTENCE0000082	第4慢
SHOOTINGSENTENCE0000083	生物
SHOOTINGSENTENCE0000084	杂食性
SHOOTINGSENTENCE0000085	有触角
SHOOTINGSENTENCE0000086	复眼
SHOOTINGSENTENCE0000087	动物
SHOOTINGSENTENCE0000088	交通工具
SHOOTINGSENTENCE0000089	用发动机移动
SHOOTINGSENTENCE0000090	有轮子
SHOOTINGSENTENCE0000091	有吸盘
SHOOTINGSENTENCE0000092	星星
SHOOTINGSENTENCE0000094	行星
SHOOTINGSENTENCE0000095	卫星
SHOOTINGSENTENCE0000100	生活在海里
SHOOTINGSENTENCE0000101	生物
SHOOTINGSENTENCE0000102	用腿部力量前进
scene_AccountSelect.msbt
Instruction	请选择用户。
InstructionT_01	请点触选择两位用户。
Add	新增用户
ButtonGuide	 选择　 确定
ButtonGuide_Party	 更改人数　 选择　 确定
ButtonGuide_Party_T	 更改人数
SignUp	入学登记
Guest1	来宾1
Guest2	来宾2
Guest3	来宾3
Guest4	来宾4
scene_AvatarCustomize.msbt
Skin	皮肤
Hair	发型
Beard	胡须
Clothes	服装
Headgear	帽子
Accessories	装饰品
HairColor	头发颜色
BeardColor	胡须颜色
Ask	请描述一下自己。
Back	 返回
ButtonGuide	 选择　 确定
Fix	完成！
scene_BattleMenu.msbt
ChooseGost	请选择要对战的幽灵。
Strong	强
NumOfWin_User	赢过{[0100]}\n的次数
RewardCoin	重新整理本赛季的排名　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
Search	 全部更换
Change	 更换
Skip	 跳过
NotFound	找不到。
Decide	 对战！
LogDate	{[010c]}/{[010d]}/{[010e]}
GhostLogDate	{[010c]}/{[010d]}/{[010e]}的幽灵
Hello	 招呼语
Back	 返回
Ready	 准备好了
ButtonGuide	 选择　 确定
NoEnemies	没有可以作为对战对手的幽灵。\n\n看到这条信息的你！\n请邀请其他学生一起来玩吧！
RewardYawarakaRank	{[0101]}～
BtnOK	 OK
ScreenShotGuide	 拍照
scene_BattleResult.msbt
End	 结束
Name	你
ScreenShotGuide	 拍照
scene_BattleTop.msbt
Question	要和哪位幽灵对战呢？
World	和世界的幽灵
Friend	和朋友的幽灵
Family	和家人的幽灵
SearchID	用幽灵ID搜索
GhostID	你的幽灵ID：
GhostID_NotUploaded	尚不存在
NumOfWin	获胜次数
RewardCoin	重新整理本赛季的排名　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
scene_Config.msbt
Instruction	请选择想要更改的地方。
Birthday	年龄
Style	造型
Job	职业
Catchphrase	介绍词
Online	在线功能
Greeting	招呼语
Greeting_omit	……
Support	简易辅助
Staff	工作人员
ButtonGuide	 选择　 确定
Enable	使用
Disable	不使用
scene_GameCategorySelect.msbt
Instructions_GenreSelect	请选择类别。
RetryRecommend_GenreSelect	金秤奖牌有★1～★3。\n如果灵活度超过1000的话……！？
scene_InitialSetting.msbt
ButtonGuide	 确定
scene_MainMenu.msbt
Battle	幽灵对战
Stretch	伸展
AdvancedStretch	超级伸展
Test	测试
Costume	服装
Ranking	排名
Option	设定
ButtonGuide	 选择　 确定
Date	{[010c]}/{[010d]}/{[010e]}
Date_NA	----/--/--
NoRecordScore	???
NoRecordAtamaClass	???
Complete	全部完成
scene_MiniGameDetails.msbt
MatchGameNum_00	{size[4200]}第{size[6400]}1{size[4200]}场比赛{size[6400]}
MatchGameNum_01	{size[4200]}第{size[6400]}2{size[4200]}场比赛{size[6400]}
MatchGameNum_02	{size[4200]}第{size[6400]}3{size[4200]}场比赛{size[6400]}
MatchGameNum_03	{size[4200]}第{size[6400]}4{size[4200]}场比赛{size[6400]}
MatchGameNum_04	{size[4200]}第{size[6400]}5{size[4200]}场比赛{size[6400]}
