ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
talk22	\x0e\x03\x01\x02\0\0I'm sleepy, and now my whole body is\nall warm and cozy...\x0e\x05\0\0 Come back later if\nyou wanna chat.
talk23	\x0e\x03\x01\x02\x01\0The \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ said his back is all better, goro!\x0e\x05\0\0\nOh, and \x0e\0\x03\x02\x02\0Rudania \x0e\0\x03\x02ÿÿstopped rampaging!\n\nI feel like...I can finally take it easy, goro.
talk24	\x0e\x03\x01\x02\x01\x04Now that I defeated \x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ,\x0e\x05\0\0 I guess\nthat means I've proven myself! Right?\n\nNow maybe I can get the respect\nI deserve...\x0e\x05\0\0goro.\n\nAnd my ancestor... \x0e\x05\0\0I'll have to do my\nbest to keep honoring Lord Daruk's\nlegacy and all that!
talk25	\x0e\x03\x01\x02\0\x0bTake a look over there, goro!\n\n\nSee? \x0e\x05\x02\0This is the best place to get a nice\nview of \x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ!
talk26	\x0e\x03\x01\x02\0\x06I...\x0e\x05\0\0I did well, didn't I? Goro?\x0e\x01\n\x04\x04\0\x01Í\n\n\n\x0e\x03\x01\x02\x01\x04Yeah... \x0e\x05\0\0Yeah, I thought so!\x0e\x05\x02\0\nThanks, brother!\n\n\x0e\x03\x01\x02\0\0This spot is our little secret, OK?\x0e\x05\0\0\nJust between you and me.\n\nAnytime you want a great view of\n\x0e\0\x03\x02\x02\0Rudania\x0e\0\x03\x02ÿÿ,\x0e\x05\0\0 just come here, goro!
talk27	\x0e\x03\x01\x02\0\0Hey!
EventFlowMsg\Npc_Goron021.msbt
0000	I'm lost...
0001	Who are you?
0002	Bye.
0003	Do you know Yunobo?
0004	The Boss asked.
talk00	\x0e\x03\x01\x02\n\0Oh! It's a Hylian!\x0e\x05\x01\0 Hello there!
talk01	\x0e\x03\x01\x02\x0b\0I guess if you're not used to this area,\nit's easy to lose your way...\n\n\x0e\x03\x01\x02\0\0When that happens, try findin' a spot\nthat's high up to scope things out.
talk02	\x0e\x03\x01\x02\0\x04No matter how ya slice it,\nI'm Bargoh of the Gorons!
talk03	\x0e\x03\x01\x02\0\x04G'bye!
talk04	\x0e\x03\x01\x02\0\0Good timing, little guy!\n\n\n\x0e\x03\x01\x02\x01\x01\x0e\0\x03\x02\x02\0Rudania \x0e\0\x03\x02ÿÿstopped makin' a ruckus,\x0e\x05\0\0\nso we can all finally relax.
talk05	\x0e\x03\x01\x02\0\0Ever since that \x0e\0\x03\x02\x02\0big lizard \x0e\0\x03\x02ÿÿappeared on\n\x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ, there've been lots of\nmonsters in this area.\nI'm here to make sure they don't come\nanywhere near us!
talk06	\x0e\x03\x01\x02\0\x02Mornin'!\x0e\x05\0\0 What a beautiful day!
talk07	\x0e\x03\x01\x02\0\x02Hello! \x0e\x05\0\0Nice weather, eh?
talk08	\x0e\x03\x01\x02\0\x02Evenin'! \x0e\x05\0\0The moon is nice and\nclear tonight.
talk11	\x0e\x03\x01\x02\0\x06What's up, little guy?\x0e\x01\x084\x03\0"\0N\0P\0C\0_\0G\0o\0r\0o\0n\02\01\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk12	\x0e\x03\x01\x02\0\0By the way... What are ya doin' here?\x0e\x01\x084\x03\0"\0N\0P\0C\0_\0G\0o\0r\0o\0n\02\01\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk13	\x0e\x03\x01\x02\0\x06What's a Hylian like you doin'\ntryin' to sniff out Yunobo?\x0e\x01\n\x04\x04\0\x01Í\n\n{s[125]}\x0e\x03\x01\x02\n\0HUH? \x0e\x05\x02\0The Boss asked you to?!{s[100]}\n\n\n\x0e\x03\x01\x02\0\0Well, if the Boss sent ya,\x0e\x05\0\0 I have no\nchoice but to cooperate!
talk14	\x0e\x03\x01\x02\0\0Anything else?\x0e\x01\x084\x03\0"\0N\0P\0C\0_\0G\0o\0r\0o\0n\02\01\0_\0Y\0u\0n\0b\0o\0\0\0\0\0\x01\0\0\0\x02\0\0\0\0\x03
talk15	\x0e\x03\x01\x02\0\x04Yunobo went back to \x0e\0\x03\x02\x02\0Goron City\x0e\0\x03\x02ÿÿ.\n\n\nBy the way... Did somethin' happen\nat \x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ?\n\n\x0e\x03\x01\x02\x0b\0By the look on Yunobo's face...\x0e\x05\0\0\nI dunno, it just seems like he's\nbeen through somethin'!
talk19	\x0e\x03\x01\x02\n\0Whoa! It's a Hylian! That's unexpected.\x0e\x05\x02\0\nWhat are ya doin' here, little guy?\n\n\x0e\x03\x01\x02\0\0There's only an abandoned mine past\nthis point. That and lots of monsters.\x0e\x05\x02\0\nIn other words, it's dangerous!
talk20	\x0e\x03\x01\x02\0\x04If you're lookin' for Yunobo, he went to\nthe \x0e\0\x03\x02\0\0Abandoned North Mine\x0e\0\x03\x02ÿÿ.
talk21	\x0e\x03\x01\x02\0\x04If you're lookin' for Yunobo, he's at the\n\x0e\0\x03\x02\0\0Boss\x0e\0\x03\x02ÿÿ's house.
talk22	\x0e\x03\x01\x02\0\0It's 'cause \x0e\0\x03\x02\x02\0Rudania \x0e\0\x03\x02ÿÿis back again...\n\n\nI bet he's tryin' to help fix up the\n\x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ's back \x0e\x05\0\0so they can drive back\nthat awful beast, just like always.
talk23	\x0e\x03\x01\x02\0\x04If you're lookin' for Yunobo, he went to\nthe \x0e\0\x03\x02\0\0Bridge of Eldin\x0e\0\x03\x02ÿÿ.\n\nYou'll find it waaay down this road,\x0e\x05\x02\0\nover the hill and past the bridge.\n\nIt's past the area that's past the area\nthat's past the Goron Hot Springs.\x0e\x05\0\0\nThat's where it is.
EventFlowMsg\Npc_Goron022.msbt
near00	\x0e\0\x01\x02\x01\0Hrmmm...\x0e\0\x01\x02ÿÿ
0000	How did you know?
0001	Gotta go.
0002	A Divine Beast.
0003	Pleasure!
0004	Business.
talk00	\x0e\x03\x01\x02\x06\x04{s[125]}Well, lookee here...\n\n\nWelcome, Master Link!\x0e\x01\x04\x06\0\0\x01\0\0\x01{s[100]}
talk01	{s[125]}\x0e\x03\x01\x02\0\x04Justice at long last!{s[100]}
talk02	\x0e\x03\x01\x02\x03\x01To be honest, we haven't had too many\nvisitors here since those \x0e\0\x03\x02\x02\0magma bombs\x0e\0\x03\x02ÿÿ\nstarted fallin' from the sky.\nI'd be bored to tears if I didn't pass the\ntime pretendin' to greet the long lost\nHylian \x0e\0\x03\x02\x02\0Champion\x0e\0\x03\x02ÿÿ, heh.
talk03	\x0e\x03\x01\x02\x0b\x01What brings ya all the way out here?\x0e\x01\x06\n\x02\0\x03\0\x04\0\x01\0\0\x03
talk04	\x0e\x03\x01\x02\0\0Oh, in case ya didn't know, Link is the\nlittle \x0e\0\x03\x02\x02\0Hylian \x0e\0\x03\x02ÿÿwho fought alongside the\nGoron \x0e\0\x03\x02\x02\0Champion\x0e\0\x03\x02ÿÿ, Daruk.\nIf ya wanna hear more, talk to the \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ.\nHe lives further in town.
talk06	\x0e\x03\x01\x02\0\x02Hey there.\x0e\x05\x01\0 Nice day, isn't it?
talk07	\x0e\x03\x01\x02\0\x02Hey there.\x0e\x05\x01\0 It's hot out here. Again.
talk08	\x0e\x03\x01\x02\0\x02Hey there.\x0e\x05\x01\0 Even the evening is hot...
talk12	\x0e\x03\x01\x02\0\x02Hey there!
talk13	\x0e\x03\x01\x02\0\x04See ya!
talk14	\x0e\x03\x01\x02\x01\x02Well, whatever brought ya here doesn't\nreally matter. Welcome, brother!\n\n\x0e\x03\x01\x02\x05\0Because of this extreme heat, \x0e\x05\0\0I actually\nhaven't seen any \x0e\0\x03\x02\x02\0Hylians\x0e\0\x03\x02ÿÿ around lately...\n\n\x0e\x03\x01\x02\0\0Welp, their loss! Enjoy your stay,\nlittle guy!
talk15	\x0e\x03\x01\x02\x06\0Business, eh?\n\n\nIn the old days, you could easily find\n\x0e\0\x03\x02\x02\0jewels\x0e\0\x03\x02ÿÿ in Goron City. To us, they're just\ngross snacks that are hard to eat. Yuck!\nSounds nuts, but lots of people actually\nbuy those abominations at a high price.\nCrazy, I know. But it's true!\n\x0e\x03\x01\x02\x07\0I don't get it, but that's why the \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ\nand Goron City make lots of money\nsellin' that weird food to crazy folks.
talk17	\x0e\x03\x01\x02\t\0Huh. \x0e\x05\0\0Sorry, I don't really know anything\nabout all that business.\n\n\x0e\x03\x01\x02\0\0If you're lookin' for info, \x0e\x05\0\0I bet the \x0e\0\x03\x02\x02\0Boss\x0e\0\x03\x02ÿÿ\nknows a thing or two about it.
talk18	\x0e\x03\x01\x02\x06\0I hear there are some valuable jewels on\n\x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ.\n\n\x0e\x03\x01\x02\x01\x01No one goes near there these days,\nso you could probably go dig it all up\nwithout much competition.
talk20	\x0e\x03\x01\x02\x0b\0Well, just visiting is well and good, but...\x0e\x05\0\0\ncan you really bear this heat?\n\n\x0e\x03\x01\x02\0\0There are some goods that might suit a\n\x0e\0\x03\x02\x02\0Hylian \x0e\0\x03\x02ÿÿtourist like you.\n\nIn fact, fire-resistant armor can\nbe purchased at a shop called\n\x0e\0\x03\x02\x02\0Ripped and Shredded\x0e\0\x03\x02ÿÿ.\nIf that doesn't do it for ya, I also saw\nsomeone sellin' \x0e\0\x03\x02\x02\0fireproof elixir\x0e\0\x03\x02ÿÿ...\x0e\x05\0\0\nYou should go check it out.
talk21	\x0e\x03\x01\x02\x07\x01By the way, mister... \x0e\x05\0\0I think you came at\na good time!\n\n\x0e\x03\x01\x02\0\0Ever since that lizard monster lurking on\n\x0e\0\x03\x02\x02\0Death Mountain \x0e\0\x03\x02ÿÿwas tamed, it's safe\nagain. That means you can take it easy!\n\x0e\x03\x01\x02\x06\x01Then again, it may be safe, but it's still\npretty darn hot...
talk22	\x0e\x03\x01\x02\x05\0{s[080]}\x0e\0\x03\x02\x03\0Hm? \x0e\x05\0\0I thought you said you were here for some\n"divine bees" earlier? Maybe I'm crazy...\x0e\0\x03\x02ÿÿ{s[100]}
talk23	\x0e\x03\x01\x02\x05\0\x0e\0\x03\x02\x03\0{s[080]}Huh? \x0e\x05\0\0Didn't you say somethin' about being here \nfor pleasure before?{s[100]}\x0e\0\x03\x02ÿÿ
talk24	\x0e\x03\x01\x02\x05\0\x0e\0\x03\x02\x03\0{s[080]}Huh? \x0e\x05\0\0Didn't you say somethin' about being here \nfor business earlier?{s[100]}\x0e\0\x03\x02ÿÿ
talk25	\x0e\x03\x01\x02\t\0I don't know anything about a\n"\x0e\0\x03\x02\x02\0diving feast\x0e\0\x03\x02ÿÿ" or whatever...\n\n\x0e\x03\x01\x02\0\0I do know \x0e\0\x03\x02\x02\0Boss \x0e\0\x03\x02ÿÿdrives a lizard monster\naway with a \x0e\0\x03\x02\0\0cannon\x0e\0\x03\x02ÿÿ, so you should ask\nhim if you wanna know more about that.\nBy the way, \x0e\0\x03\x02\x02\0Boss \x0e\0\x03\x02ÿÿis the old guy that lives\nin the deepest part of town.
talk26	\x0e\x03\x01\x02\0\x10The "divine beat"?\x0e\x05\x02\0 Oh! You mean that\nlizard monster, don't you?\n\n\x0e\x03\x01\x02\x05\x01That thing \x0e\x05\0\0caused such a ruckus for us!\n\n\n\x0e\x03\x01\x02\x07\0Thanks to \x0e\0\x03\x02\x02\0Yunobo\x0e\0\x03\x02ÿÿ,\x0e\x05\0\0 peace has finally\nbeen restored!
talk27	\x0e\x03\x01\x02\x05\x06What do ya mean?\x0e\x05\0\0 More importantly,\nI hope ya made it past all those\n\x0e\0\x03\x02\x02\0magma bombs\x0e\0\x03\x02ÿÿ without injury!
EventFlowMsg\Npc_Goron023.msbt
near00	Well then...
near01	...
near02	Phew...
near03	Hmph... Hmph...
0000	Oh, nothing.
0001	Good-bye.
0002	And you are?
0003	There is.
0004	Tarrey Town.
0005	Not your business.
0006	Name ends in "son."
0007	What's your name?
talk00	\x0e\x03\x01\x02\0\0Yeah?\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk02	\x0e\x03\x01\x02\0\0...If you wanna talk, how about givin'\nme a chance to sit down first?
talk03	\x0e\x03\x01\x02\0\0Come on, I'm on break... \x0e\x05\0\0\nWhat is it?\x0e\x01\x04\x06\x02\0\x01\0\0\x01
talk04	\x0e\x03\x01\x02\0\0I'm Greyson.\n
talk05	\x0e\x03\x01\x02\0\0You again.
talk07	\x0e\x03\x01\x02\0\x01Is there a job out there for me that'd\nlet me use my \x0e\0\x03\x02\0\0strength\x0e\0\x03\x02ÿÿ to make\na difference?\x0e\x01\x04\x06\x03\0\x01\0\0\x01
talk08	\x0e\x03\x01\x02\0\x14Huh? \x0e\x05\x02\0There is?\n\n\nWhere? \x0e\x05\0\0Please, tell me more!\x0e\x01\x04\x06\x04\0\x05\0\0\x01
talk09	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\0\x10Tarrey Town\x0e\0\x03\x02ÿÿ...\x0e\x05\x02\0 So there is somewhere\nout there that needs me...\n\n\x0e\x03\x01\x02\x01\x01Hmm, \x0e\0\x03\x02\x02\0Akkala\x0e\0\x03\x02ÿÿ isn't too far from here.\x0e\x05\x02\0\nAll right! I'm gonna do it!\x0e\x05\0\0 I'm gonna\nstrike while the iron is hot!
talk10	\x0e\x03\x01\x02\0\0If ya know of another job I can do that\nwould make good use of my \x0e\0\x03\x02\0\0strength\x0e\0\x03\x02ÿÿ...\x0e\x05\0\0\nlemme know, will ya?
talk14	\x0e\x03\x01\x02\0\x06Yeah, so...what do ya want?\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk15	\x0e\x03\x01\x02\0\0While I'm at it...
talk16	{s[125]}\x0e\x03\x01\x02\0\x03Pelison!\x0e\x05\0\0 We're gonna leave!{s[100]}
talk17	\x0e\x03\x01\x02\0\x0eHmph.
talk18	\x0e\x03\x01\x02\0\x06The name's Greyson.\x0e\x05\x02\0\nWhat's it to you?\x0e\x01\n\x04\x06\0\x01Í
talk19	\x0e\x03\x01\x02\x0b\0Tarrey Town? \x0e\x05\x02\0Never heard of it.\n\x0e\x05\0\0What's the deal with that place?
talk20	\x0e\x03\x01\x02\0\x01Hmm... \x0e\x05\0\0Hrmm...\x0e\x05\x02\0\n\x0e\0\x03\x02\x02\0Akkala\x0e\0\x03\x02ÿÿ...
talk21	\x0e\x03\x01\x02\0\0What?\x0e\x01\x08\x12ÿÿ\0\0ÿÿ\0\0\x07\0\0\0\x01\0\0\0\0\x03
talk22	\x0e\x03\x01\x02\0\0...So what?\x0e\x01\x08\x12ÿÿ\0\0ÿÿ\0\0\x07\0\0\0\x01\0\0\0\0\x03
talk23	\x0e\x03\x01\x02\0\0You need somethin'?\x0e\x01\n\x04\x07\0\x01Í
talk24	\x0e\x03\x01\x02\0\0What about it?
talk25	\x0e\x03\x01\x02\0\0It's time to work now.\x0e\x05\x02\0 If ya wanna talk,\ncome back at \x0e\0\x03\x02\0\0night\x0e\0\x03\x02ÿÿ when I'm relaxin'.
talk26	\x0e\x03\x01\x02\x03\0Well, thanks for pointin' out the obvious.
talk27	\x0e\x03\x01\x02\x02\x01I told ya, it's Greyson.\nClean your ears out.\x0e\x01\n\x04\x06\0\x01Í
talk28	\x0e\x03\x01\x02\x03\0I'm a digger here, as you can see.\x0e\x05\x02\0\nI dig and I dig... Day in and day out...\x0e\x05\0\0\nTo be honest, I'm sick of it.\n\x0e\x03\x01\x02\0\0I feel like...\x0e\x05\0\0maybe I'm not meant to toil\naway in obscurity like this. \x0e\x05\0\0*sigh*
talk29	\x0e\x03\x01\x02\0\0Greyson.\x0e\x05\x02\0 I don't like repeatin' myself,\nthough. So just remember that, OK?
talk30	\x0e\x03\x01\x02\0\x06Hm?
talk31	\x0e\x03\x01\x02\x07\0Thanks for lettin' me know, brother!\x0e\x05\x02\0\nPelison and I are gonna head there\nright away!
talk32	\x0e\x03\x01\x02\0\0...If ya wanna chat, can you at least wait\nuntil I'm on my break?
talk120	\x0e\x03\x01\x02\x06\x01Hey! It's you!\x0e\x05\x02\0 As you can see,\nI'm workin' real hard!\n\n\x0e\x03\x01\x02\x07\tHudson praises me a ton for breakin'\nthese rocks. We're findin' some nice\nore too!\nMy little brother, Pelison, even started an\nore shop. Check it out when ya get\na chance!
talk122	\x0e\x03\x01\x02\x07\x03Heya!
talk123	\x0e\x03\x01\x02\x07\x03Yo!
talk124	\x0e\x03\x01\x02\0\0Hudson's buildin' a village here!
talk125	\x0e\x03\x01\x02\x01\nSo I gotta break, break, break\nall these rocks!
talk126	\x0e\x03\x01\x02\0\tBreakin' up these rocks will make\n\x0e\0\x03\x02\x02\0Hudson \x0e\0\x03\x02ÿÿhappy and also score us\nsome ore.\nWhen the village is built, people will flock\nhere! It's one good thing after another!\x0e\x05\0\0\nWe'll all be so happy!
talk127	\x0e\x03\x01\x02\x07\x03Huzzah!
talk128	\x0e\x03\x01\x02\x07\x03OH!
talk129	\x0e\x03\x01\x02\0\0That sure was a nice wedding ceremony.\n\n\nWell then... \x0e\x05\0\0There's nothin' left for me to\ndo here, so I'm gonna take it easy!
talk130	\x0e\x03\x01\x02\x04\0I was just standin' around when a\nwedding started outta nowhere\nand took me by surprise!\n\x0e\x03\x01\x02\x0b\0I've known Hudson for ages, and he\nnever said a word about it. Can you\nbelieve that?!\n\x0e\x03\x01\x02\x07\tWell, it was a nice wedding ceremony,\nso I guess all's well that ends well!
talk132	\x0e\x03\x01\x02\0\0I'm all done breakin' the rocks!\n\n\n\x0e\x03\x01\x02\x0b\x01I was told to stand here...\x0e\x05\x02\0 Is somethin'\nsupposed to happen?
talk133	\x0e\x03\x01\x02\0\tAnyhow, the view from here is real nice.\n\n\nYou can even see home from here.\nIsn't \x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ somethin' else?\nStill...\x0e\x05\0\0I prefer it here in \x0e\0\x03\x02\x02\0Tarrey Town\x0e\0\x03\x02ÿÿ!
EventFlowMsg\Npc_Goron025.msbt
near00	Woo!
near01	...
near03	Welcome!
near06	Ah!
0000	What's up?
0001	Good-bye.
0002	I don't know.
0005	And you are?
0006	Name ends in "son."
0007	Are you strong?
0009	Let's talk!
0010	This place?
0011	Tarrey Town?
0012	I came to sell.
0013	Where's Greyson?
talk00	\x0e\x03\x01\x02\0\0Hey there!\x0e\x01\x04\x06\0\0\x01\0\0\x01
talk01	\x0e\x03\x01\x02\x0b\0Why is my older brother, Greyson,\nalways complaining about stuff?\x0e\x01\x04\x06\x02\0\x01\0\0\x01
talk02	\x0e\x03\x01\x02\x08\0Have you ever wondered why grown-ups\nare always so secretive...?
talk03	\x0e\x03\x01\x02\0\x06But why? \x0e\x05\0\0Why don't you know?\n\n\n\x0e\x03\x01\x02\x06\x01If you're a grown-up,\x0e\x05\0\0 you should always\nsay the truth!
talk04	\x0e\x03\x01\x02\0\0Bye-bye!
talk05	\x0e\x03\x01\x02\0\0Hm?\x0e\x01\x04\x06\x06\0\x01\0\0\x01
talk06	\x0e\x03\x01\x02\0\x06Sure! That sounds fun!\nWhat do you wanna talk about?\x0e\x01\x08\x12\n\0\0\0\x0b\0\0\0\x0d\0\0\0\x01\0\0\0\0\x03
talk10	\x0e\x03\x01\x02\x0b\0Hm?\x0e\0\x03\x02\x02\0\x0e\x05\x02\0 \x0e\0\x03\x02ÿÿIs there somethin' on my face?\x0e\x01\x04\x06\x05\0\x01\0\0\x01
talk11	\x0e\x03\x01\x02\0\0Me?\x0e\x05\0\0 I'm Pelison!\x0e\x01\x04\x06\x06\0\x01\0\0\x01
talk12	\x0e\x03\x01\x02\x07\tYep!\x0e\x01\x04\x06\x07\0\x01\0\0\x01
talk13	\x0e\x03\x01\x02\x01\x01You bet I'm strong!\n\n\n\x0e\x03\x01\x02\x07\nBut my big bro, Greyson,\x0e\x05\0\0\nis even stronger!
talk14	\x0e\x03\x01\x02\0\x01My brother should be somewhere\naround here.\n\nHe's so much happier than he was\nat the \x0e\0\x03\x02\x02\0Southern Mine\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\x07\tHe gets praised a ton for how fast\nhe can move rocks. I'm sure that\nmakes him extra happy!
talk15	\x0e\x03\x01\x02\0\0My brother should be breakin' rocks\naround there. Either that or he's\nzonin' out, heh.\nHe's so much happier than when he\nwas workin' at the \x0e\0\x03\x02\x02\0Southern Mine\x0e\0\x03\x02ÿÿ.\nWhen he's happy, I'm happy!
talk16	\x0e\x03\x01\x02\0\x06Wanna talk about somethin' else?\x0e\x01\x08\x12\n\0\0\0\x0b\0\0\0\x0d\0\0\0\x01\0\0\0\0\x03
talk20	\x0e\x03\x01\x02\x07\0Hey! Big Bro Greyson's friend!
talk21	\x0e\x03\x01\x02\0\0Once we started breakin' up the rock\nhere, we found that it's rich in \x0e\0\x03\x02\x02\0ore\x0e\0\x03\x02ÿÿ.\x0e\x05\0\0\nSo I've decided to open up shop!\n\x0e\x03\x01\x02\x0b\0I'm not sure why we have so much\nore here, \x0e\x05\0\0but maybe it's because\nwe're close to \x0e\0\x03\x02\x02\0Death Mountain\x0e\0\x03\x02ÿÿ.\n\x0e\x03\x01\x02\x07\tAnyway, these here are freshly mined.\x0e\x05\x01\0\nBe sure to buy a whole bunch!
talk22	\x0e\x03\x01\x02\0\0Need somethin'?\x0e\x01\x05\x08\x0c\0\t\0\x01\0\0\x02
talk23	\x0e\x03\x01\x02\0\0Good day!
talk25	\x0e\x03\x01\x02\0\0It's so cold here.\n\n\nOr maybe it's just that Goron City\nis too hot!
talk26	\x0e\x03\x01\x02\0\0See ya next time!
talk28	\x0e\x03\x01\x02\0\0We started findin' \x0e\0\x03\x02\x02\0ore\x0e\0\x03\x02ÿÿ in the rocks my\nbrother was breakin', \x0e\x05\0\0so I decided to\nopen up shop and sell 'em!\nBe sure to buy a whole bunch!
talk29	\x0e\x04\x01\x02\tÍThanks, brother! \x0e\x05\0\0I'll be sure to restock!
talk30	\x0e\x04\x01\x02\tÍA sale! Wahoo! \x0e\x05\x01\0Now I'm all sold out!
talk31	\x0e\x04\x01\x02\tÍI'm all sold out!\x0e\x05\x01\0 I'll have to ask my big\nbro to go and dig up some more!
talk32	\x0e\x04\x01\x02\tÍThanks, brother! \x0e\x05\0\0I'm all out now...\nI'll have to stock up again.
talk33	\x0e\x03\x01\x02\x02\0Hey, don't do that!\x0e\x05\x02\0 Get down from there!
talk34	\x0e\x03\x01\x02\x02\0Hurry up and get down!
talk35	\x0e\x03\x01\x02\x02\0Please stop climbin' on things!
talk36	\x0e\x03\x01\x02\x02\0Get DOWN! \x0e\x05\0\0That's so rude!
Com_Talk_00	\x0e\x04\x01\x02\x02ÍSure thing! What do you wanna sell?
Com_Talk_01	\x0e\x04\x01\x02\x04ÍYou wanna sell that? I could give ya...\n\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ. Sound OK?\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_02	\x0e\x04\x01\x02\tÍThanks, brother!\x0e\x05\x02\0 Anything else ya\nwanna sell?
Com_Talk_02b	\x0e\x04\x01\x02\tÍThanks, brother! \x0e\x05\x02\0Wanna sell more?
Com_Talk_02c	\x0e\x04\x01\x02\tÍThanks a bunch, brother! \x0e\x05\0\0\nGot more to sell?
Com_Talk_02d	\x0e\x04\x01\x02\tÍGreat! Thanks, brother! \x0e\x05\x02\0Anything else?
Com_Talk_04	Got it!
Com_Talk_05	I'll buy anything!
Com_Talk_05b	Take your time!
Com_Talk_05c	I'll buy whatever!
Com_Talk_05d	Go ahead and pick somethin' to sell.
Com_Talk_11	\x0e\x04\x01\x02\tÍCome back soon!
Com_Talk_11b	\x0e\x04\x01\x02\tÍThanks for your business, brother!
Com_Talk_11c	\x0e\x04\x01\x02\tÍGreat! Thanks, brother!
Com_Talk_11d	\x0e\x04\x01\x02\tÍThanks, brother!
Com_Talk_13	You wanna sell me that?\nHow many?\x0e\x01\x05\x08|\x15\x84\x15\x7f\x15\0\x02
Com_Talk_14	I can do \x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ.\nIs that OK?\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_15	I can't buy that... Sorry!
Com_Talk_16	\x0e\x04\x01\x02\x0cÍIf ya wanna sell me the clothes off your\nback, change into somethin' else first!\nIt's called common decency.
Com_Talk_31	Great! How many?\x0e\x01\x05\x08~\x15\x83\x15\x7f\x15\0\x02
Com_Talk_33	Just one?\x0e\x05\0\0 Let's do \x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ!\x0e\x01\x04\x06|\x15}\x15\0\x01\nThat OK?
Com_Talk_34	All of 'em?!\x0e\x05\x02\0 That'll be \x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ.\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_35	All of 'em?\x0e\x05\x02\0 I can offer you\n\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ!\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_50	You wanna buy that? That'll be\n\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ. That OK?\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_51	You want that?\x0e\x05\0\0 How many?\x0e\x01\x05\x08~\x15\x83\x15\x7f\x15\0\x02
Com_Talk_52	That'll be a total of \x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02ÿÿ.\nThat OK?\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_53	No problem!
Com_Talk_54	\x0e\x04\x01\x02\x04ÍHm? \x0e\x05\0\0You don't have enough rupees...
Com_Talk_55	\x0e\x04\x01\x02\x04ÍHm? \x0e\x05\0\0Your pouch is full...\x0e\x05\x02\0\nCome back after you've sorted\nthat all out.
Com_Talk_56	Just one? That'll be\x0e\0\x03\x02\x02\0 \x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0 rupees\x0e\0\x03\x02\x02\0\x0e\0\x03\x02ÿÿ!\x0e\x01\x04\x06~\x15\x7f\x15\0\x01
5500	OK.
5501	Never mind.
5502	Buy!
5503	Never mind.
5507	I'll take 'em all!
5508	All of them.
EventFlowMsg\Npc_goron026.msbt
near00	\x0e\x04\x01\x02\x01ÍStay at my inn, friend!
0000	Will do!
