ActorType\ArmorHead.msbt
Armor_015_Head_Name	海利亚兜帽
Talk12	\x0e\x03\x01\x02\0\x10松软的床好像是用……咕咕鸡的羽毛\x0e\x05\0\0\n做成的吧……\x0e\x05\0\0记得是这样……\n跟、\x0e\x05\0\0跟一般的床……不同……\x0e\x05\0\0\n睡醒好像……会比平常……\x0e\x05\0\0更有精神……
Talk13	\x0e\x03\x01\x02\0\x04明明睡得……\x0e\x05\x01\0很熟……
Talk18	\x0e\x03\x01\x02\0\x04请问……\x0e\x05\0\0要、\x0e\x05\0\0要何时叫你起床？\x0e\x01\x06\n\x03\0\x04\0\x05\0\x06\0\0\x03
Near01	Zzz……
EventFlowMsg\Npc_Kakariko012.msbt
FirstTalk00	\x0e\x03\x01\x02\x07\0欢迎～\n欢迎光临传统服饰店“忍杏亭”。\x0e\x05\x02\0\n本店陈列的全是\x0e\0\x03\x02\x02\0珂拉精选\x0e\0\x03\x02ÿÿ的特殊服饰！\n\n尤其那边的\x0e\0\x03\x02\x02\0潜行紧身服\x0e\0\x03\x02ÿÿ\n是本季的推荐商品！\n本店也可收购不要的物品，\n欢迎随时前来利用～\x0e\x01\x05\x08\x0b\0\x0c\0\x08\0\0\x02
FirstTalk01	\x0e\x03\x01\x02\x07\0欢迎～\n欢迎光临传统服饰店“忍杏亭”。\x0e\x05\x02\0\n突然全裸跑进来，\n我还以为有变态上门了呢……\n本店陈列的全是\x0e\0\x03\x02\x02\0珂拉精选\x0e\0\x03\x02ÿÿ的特殊服饰！\n\n即使是像小哥这样不修边幅的人，\n本店的商品也能让你大大满足哦！\n尤其那边的\x0e\0\x03\x02\x02\0潜行紧身服\x0e\0\x03\x02ÿÿ\n是本季的推荐商品！\n本店也可收购不要的物品，\n欢迎随时前来利用～\x0e\x01\x05\x08\x0b\0\x0c\0\x08\0\0\x02
Talk01	\x0e\x03\x01\x02\x07\0本店陈列的全是\x0e\0\x03\x02\x02\0珂拉精选\x0e\0\x03\x02ÿÿ的特殊服饰！\n请慢慢看吧！\x0e\x01\x05\x08\x0b\0\x0c\0\x08\0\0\x02
0011	请收购东西
0012	珂拉精选？
0008	再见
Talk00	\x0e\x03\x01\x02\x07\0欢迎随时再来～
Talk07	\x0e\x03\x01\x02\0\x06说到\x0e\0\x03\x02\x02\0珂拉精选\x0e\0\x03\x02ÿÿ，\n当然就是指\x0e\0\x03\x02\x02\0珂拉丽精选服饰\x0e\0\x03\x02ÿÿ啊。\n\x0e\x03\x01\x02\x07\t那是我推荐的商品，\n真心诚意推荐哦！\n各类服饰各有丰富功能，\n也因为太丰富了，还请细细挑选！
Talk14	\x0e\x03\x01\x02\x07\x01还有其他需要吗？\n请尽管开口！\x0e\x01\x05\x08\x0b\0\x0c\0\x08\0\0\x02
Talk06	\x0e\x03\x01\x02\n\x15等等！\n现在才发现东西全卖光了呢！\x0e\x05\x02\0\n\x0e\x03\x01\x02\x0b\x01啊……不过这表示……\n我不用再工作……了吧？\x0e\x05\x02\0\n\x0e\x03\x01\x02\x07\0呵呵……暂时就跟拉兹莉\n或奶奶去旅行吧～！\x0e\x01\x05\x08\x0b\0\x0c\0\x08\0\0\x02
Talk19	\x0e\x03\x01\x02\x0b\0{s[080]}等店里放假就出去走走吧……\n机会难得，就去找“爱之池”吧……{s[100]}
ClerkAsk00	\x0e\x03\x01\x02\x07\0\x0e\0\x03\x02\x02\0\x0e\x02\x0b \x1c\0P\0l\0a\0c\0e\0d\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ是\x0e\0\x03\x02\0\0\x0e\x02\x10"\x1e\0P\0l\0a\0c\0e\0d\0I\0t\0e\0m\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ！\x0e\x05\x02\0\n很便宜吧～\x0e\x01\x04\x06è\x03é\x03\0\x01
1000	买了！
1001	算了
Talk08	\x0e\x03\x01\x02\x07\0谢谢～！\n肯定非常适合你哦～！！
Talk17	\x0e\x03\x01\x02\x07\t谢谢～！\n你买到好东西了呢！
Talk26	\x0e\x03\x01\x02\x07\t谢谢～！\n我会再进货的！
Talk27	\x0e\x03\x01\x02\x07\0谢谢～！\n穿戴时要爱惜它哦！
Talk24	\x0e\x03\x01\x02\x07\0不中意吗？\n那是忍杏亭限定贩卖的特殊服装哦。\n穿上后不易发出脚步声，\n在狩猎等活动的时候相当方便哦。\n\x0e\x03\x01\x02\x0b\0{s[080]}……不过，\n防御力也因此弱了点啦。{s[100]}
Talk25	\x0e\x03\x01\x02\x07\0欢迎～\n欢迎光临传统服饰店“忍杏亭”。\x0e\x05\x02\0\n尤其那边的\x0e\0\x03\x02\x02\0潜行紧身服\x0e\0\x03\x02ÿÿ\n是本季的推荐商品！\n穿上后不易发出脚步声，\n在狩猎等活动的时候相当方便哦。\n\x0e\x03\x01\x02\x0b\x01{s[080]}……不过，\n防御力也因此弱了点啦。{s[100]}
Near00	要买衣服吗？
Near01	有不错的衣服哦。
Near02	晚上好～
TerrorSword	请住手！
Com_Talk_00	\x0e\x03\x01\x02\x07\t请问要出售什么东西呢？
Com_Talk_01	\x0e\x03\x01\x02\0\0\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0的话……\n是\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ是吧～\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_02	\x0e\x03\x01\x02\0\x0b我好高兴！！得到好东西了！\x0e\x05\x02\0
Com_Talk_04	\x0e\x03\x01\x02\t\0是吗……\n我很想要那个呢……
Com_Talk_05	\x0e\x03\x01\x02\0\0能收的我都会尽量收购哦！\x0e\x05\0\0\n请别客气，尽管开口吧！
Com_Talk_13	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\0\0\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ是吧？\n要我收购多少个？\x0e\x01\x05\x08|\x15\x84\x15\x7f\x15\0\x02
Com_Talk_14	\x0e\x03\x01\x02\0\0\x0e\x02\x0f&"\0S\0h\0o\0p\0_\0T\0r\0a\0d\0e\0I\0t\0e\0m\0N\0u\0m\0\0\0个\x0e\0\x03\x02\x02\0\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ的话……\x0e\x05\x02\0\n那一共是\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ，可以吗？\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_15	\x0e\x03\x01\x02\x0b\0呃……不好意思。\n我对那个没什么兴趣……
Com_Talk_16	\x0e\x04\x01\x02\x0eÍ那是……你现在穿在身上的……衣服吧？\x0e\x05\0\0\n唔……这样本店可能无法收购哦。
Com_Talk_33	1个\x0e\0\x03\x02\x02\0\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ的话……\x0e\x05\0\0\n那一共是\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ，可以吗？\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_35	要将\x0e\0\x03\x02\x02\0\x0e\x02\x0b*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ全出售是吧？\n那收购价算你……\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ，可以吗？\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_60	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x07\0\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ的话是\x0e\0\x03\x02\0\0\x0e\x02\x10,(\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ。\n如此优惠只能买了，你说对吧！？\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_61	\x0e\x03\x01\x02\0\0哎呀～真可惜……\x0e\x05\x02\0\n是不受你的青睐吗？
Com_Talk_02b	\x0e\x04\x01\x02\tÍ太好了！我一直想要这个呢！
Com_Talk_02c	\x0e\x04\x01\x02\tÍ真幸运！\n我……一直想要这个呢！
Com_Talk_02d	\x0e\x04\x01\x02\x07Í没想到会收购这么多东西，\n让我有点吓到……谢谢利用！！！
Com_Talk_05b	我会大肆收购哦～
Com_Talk_05c	就趁这个机会，\n将不要的东西全卖给本店吧！
Com_Talk_05d	请问还有其他东西吗？\n我全都能收购哦！
5500	好
5501	不好
5503	还是算了
5508	全卖了
Talk20	\x0e\x03\x01\x02\x07\t在这里就会觉得外地的东西很稀奇！\n我还想见识各种东西，欢迎随时过来卖哦。
EventFlowMsg\Npc_Kakariko013.msbt
ClerkAsk00	\x0e\x03\x01\x02\0\x04那些\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ\n长得很漂亮吧？\x0e\x01\x04\x06è\x03é\x03\0\x01
1000	是啊
1001	不怎么样……
ClerkAsk01	\x0e\x03\x01\x02\0\0不怎么样……\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\x08\0那是什么话啊！\n不能更感兴趣点吗！
ClerkAsk02	\x0e\x03\x01\x02\x07\t是吧！是吧！\n\n老夫栽培的\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ\x0e\x05\0\0\n会批发到本村的\x0e\0\x03\x02\x02\0原料店\x0e\0\x03\x02ÿÿ出售。\n想要\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ的话，\n就去\x0e\0\x03\x02\x02\0原料店\x0e\0\x03\x02ÿÿ买吧。
Meeting00	\x0e\x03\x01\x02\0\x12西陀拉……\n\n会不会累？\x0e\x05\0\0\n有没有被奇怪的客人缠上？\n会不会冷？\x0e\x05\0\0\n吃过饭了吗？
Meeting01	\x0e\x03\x01\x02\x07\t呵呵呵。\x0e\x05\0\0\n我已经不是小孩子了，\n老伴你真爱操心喏。
FirstTalk18	\x0e\x03\x01\x02\0\x13嗯？
FirstTalk00	\x0e\x03\x01\x02\0\0干嘛？\n\n……\x0e\x05\0\0……\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\x0b\0那模样……好像在哪看过……\x0e\x05\x02\0
FirstTalk19	\x0e\x03\x01\x02\x07\x04啊，对了！对了！\n\n你的模样跟远古对抗大灾厄的\n剑士大人极为相似啊。\x0e\x01\n\x04\n\0\x01Í
0010	那是我本人
FirstTalk11	\x0e\x03\x01\x02\n\0什么？\x0e\x05\0\0\n你说你就是那位剑士大人？\x0e\x05\x02\0
FirstTalk14	\x0e\x03\x01\x02\x07\n哈哈哈！\x0e\x05\x02\0
FirstTalk15	\x0e\x03\x01\x02\0\0最近的年轻人\n真爱开玩笑呢。\x0e\x05\0\0\n如果真的是剑士大人，应该会带着\n传说之剑\x0e\x05\0\0——\x0e\0\x03\x02\0\0驱魔之剑\x0e\0\x03\x02ÿÿ吧。
FirstTalk13	\x0e\x03\x01\x02\n\x15{s[125]}唔！{s[100]}
FirstTalk16	\x0e\x03\x01\x02\n\x01难、难不成那把剑是……\x0e\x05\x02\0\n只有剑士大人才能拥有的……\n\x0e\0\x03\x02\0\0驱魔之剑\x0e\0\x03\x02ÿÿ！！！\x0e\x05\x02\0
FirstTalk12	\x0e\x03\x01\x02\x07\t哈哈哈！\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\0\0算了……才不可能吧。
FirstTalk02	那位剑士大人啊……\n\n\x0e\x03\x01\x02\x08\0可是用\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ代替剑来锻炼武艺……\n\n吃\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ来强健体魄……\n\n闻\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ的香气来巩固心志……\n\n\x0e\x03\x01\x02\0\0这些是老夫的爷爷\n常挂在嘴边的话……\x0e\x05\x02\0\n你也别老是开玩笑，\x0e\x05\0\0\n要多吃点这个，效法剑士大人吧！
FirstTalk03	\x0e\x03\x01\x02\0\x04算了～\x0e\0\x03\x02\x02\0原料店\x0e\0\x03\x02ÿÿ出售大量胡萝卜。\n还想要的话等一下自己过去买吧。
FirstTalk04	\x0e\x03\x01\x02\0\x04想要更多胡萝卜，\x0e\x05\0\0\n就在这里买吧。\n若你想变得像剑士大人一样强，\x0e\x05\x01\0\n就跟老夫走一趟吧。
FirstTalk05	\x0e\x03\x01\x02\0\x04想要更多胡萝卜，\x0e\x05\0\0\n就去我老伴的店买吧。\n若你想变得像剑士大人一样强，\x0e\x05\x01\0\n就在\x0e\0\x03\x02\0\0晚上\x0e\0\x03\x02ÿÿ来找老夫吧。
FirstTalk06	\x0e\x03\x01\x02\0\x04想要更多胡萝卜，\x0e\x05\0\0\n就去我老伴的店买吧。\n若你想变得像剑士大人一样强，\x0e\x05\x01\0\n就跟老夫走一趟吧。
FirstTalk07	\x0e\x03\x01\x02\0\x04想要更多胡萝卜，\x0e\x05\0\0\n就去我老伴的店买吧。\n若你想变得像剑士大人一样强，\x0e\x05\x01\0\n老夫也可以提供指导。
FirstTalk08	\x0e\x03\x01\x02\0\x04想要更多胡萝卜，\x0e\x05\0\0\n就去我老伴的店买吧。\n若你想变得像剑士大人一样强……\x0e\x05\x01\0\n就在\x0e\0\x03\x02\0\0明晚\x0e\0\x03\x02ÿÿ来找老夫吧。\n今天老夫想休息了。
Talk00	\x0e\x03\x01\x02\0\x04这田里栽培的是\x0e\x05\0\0\n卡卡利科特产\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ！\n滋味好、外观佳、栽培者棒！\n当然也非常适合烹调成料理！
Talk13	\x0e\x03\x01\x02\x02\x06虽然有个顽固老头\n老是嚷嚷南瓜才是特产。\n真是的……谁叫他老是吃南瓜，\n才会变得那么顽固！\x0e\x01\x05\x08\x05\0\x07\0\x06\0\0\x02
0005	教我料理
0007	顽固老头是谁？
0006	再见
Talk01	\x0e\x03\x01\x02\x02\x0e在小河对面的田里，\n栽培\x0e\0\x03\x02\x02\0铠甲南瓜\x0e\0\x03\x02ÿÿ的老头啊。\x0e\x05\0\0\n老夫跟他从以前就合不来喏……\n\n\x0e\x03\x01\x02\0\0他老爱说防御才是最大的攻击。\n\n\x0e\x03\x01\x02\x08\0一起去打猎时，他就喜欢悄悄靠近，\x0e\x05\0\0\n等他抓到猎物时，太阳早就下山了！\x0e\x05\x01\0\n\x0e\x03\x01\x02\0\0明明攻击才是最大的防御啊……
Talk10	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ滋补强身的功效深受好评喏。\x0e\x05\0\0\n做成料理还能发挥更大功效。\n烹调时多放些\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ，\n就能煮出提升速度的\x0e\0\x03\x02\0\0速速料理\x0e\0\x03\x02ÿÿ。\n身为男人，就该具备\n能快速行动的体力才行！
Talk12	\x0e\x03\x01\x02\x04\x13哦～已经这么晚啦！\x0e\x05\x02\0\n老夫可以回去工作了吗？\x0e\x05\x02\0\x0e\x01\x05\x08\x05\0\x07\0\x06\0\0\x02
Talk02	\x0e\x03\x01\x02\0\x04这就是我老伴的原料店。\x0e\x05\0\0\n老夫每天都要抽几小时看看她。
Talk30	\x0e\x03\x01\x02\0\x04老夫正准备去锻炼。\x0e\x05\0\0\n攻击才是最大的防御！\n如果你也想学点战斗技巧，\x0e\x05\0\0\n就跟老夫来吧。
Talk42	\x0e\x03\x01\x02\0\x04攻击才是最大的防御！！\x0e\x05\x01\0\n你也想学点剑术吗？\x0e\x01\x04\x06\x02\0\x03\0\0\x01
0002	请教我！
0003	……不怎么想
Talk33	\x0e\x03\x01\x02\x01\x13哦！居然对攻击有兴趣，\x0e\x05\0\0\n不愧是那位剑士大人的崇拜者喏。\n希卡族是智武双全的民族，\x0e\x05\0\0\n秘传的技术也不少……\n虽然老夫无法全部传授给你，\x0e\x05\0\0\n但这点技术老夫倒是能教你哦。\x0e\x01\x06\n\x0c\0\x0d\0\x0e\0\x0f\0\0\x03
0012	注视
0013	跳跃攻击
0014	偷袭
0015	再见
Talk04	\x0e\x03\x01\x02\0\x04通过注视敌人，可掌握对手动向，\x0e\0\x03\x02\x02\0\x0e\x05\0\0\x0e\0\x03\x02ÿÿ\n并可时常面朝敌人进行战斗。\n这算是攻击基础中的基础吧。\x0e\x05\x02\0
Talk05	\x0e\x03\x01\x02\0\x04在下降或跳跃中进行攻击，\x0e\x05\0\0\n将可朝地面发出冲击波，以攻击对手。\n\x0e\x03\x01\x02\x0b\0离地面越高，\n给予对手的伤害就越大……\x0e\x05\x02\0\n\x0e\x03\x01\x02\0\0……但要是过高，也会反伤自己，\n这部分可要多加注意。\n只要运用得宜，从高台对敌人发动奇袭时，\x0e\x05\0\0\n可是相当有帮助的。
Talk06	\x0e\x03\x01\x02\n\0你那是什么眼神！\x0e\x05\0\0\n偷袭也是一种正当的作战啊！\n\x0e\x03\x01\x02\x0b\x01……偷偷从敌人身后接近……\n\n……趁对方还没发现时……\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\x08\0给予一击！\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\0\0蹲下靠近将使对方更难察觉！\x0e\x05\0\0\n趁对方疏忽时给予的伤害也很大咧！\x0e\x01\x04\x06\x10\0\x11\0\0\x01
0016	蹲下？
0017	原来如此
Talk08	\x0e\x03\x01\x02\0\x04蹲下慢慢走将比一般行走\n更容易销声匿迹。\n除了对付怪物外，连狩猎动物时，\n老夫也会蹲下哦。
Talk07	\x0e\x03\x01\x02\x0b\0本来是想接受本村神庙的“试练”，\n才想学习攻击的精髓。\x0e\x05\0\0\n但我们都不知道该如何进去喏，\n只能像这样天天自行锻炼。
Talk31	\x0e\x03\x01\x02\x0b\0本来是想接受本村神庙的“试练”，\n才想学习攻击的精髓。\x0e\x05\0\0\n但我们都不知道该如何进去喏，\n只能像这样不畏风雨自行锻炼。
Talk18	\x0e\x03\x01\x02\0\x04最重要的是得先自行多方尝试。\n其他还有什么问题喏？\x0e\x01\x06\n\x0c\0\x0d\0\x0e\0\x0f\0\0\x03
Talk09	\x0e\x03\x01\x02\x03\x0c老夫年轻时一直不眠不休地锻炼，\x0e\x05\0\0\n却还是敌不过年纪喏……\n想学剑的话，\x0e\x05\0\0\n等\x0e\0\x03\x02\0\0明晚\x0e\0\x03\x02ÿÿ再来吧。
Talk41	\x0e\x03\x01\x02\0\x04是你啊……\x0e\x05\0\0\n今天天气也很好呢～\n最近胡萝卜都长得很漂亮～\n\n每天早上土壤的状态都超棒的，\n我差点以为有人来帮忙耕田呢。
Talk43	\x0e\x03\x01\x02\0\x04是你啊……\x0e\x05\0\0\n今天天气真差～\n不过不管天气怎样，\n老夫种的胡萝卜还是一样漂亮。\x0e\x05\0\0\n尤其是最近长得特别漂亮～\n\n每天早上土壤的状态都超棒的，\n我差点以为有人在晚上来帮忙耕田呢。
Talk24	\x0e\x03\x01\x02\0\x13什么事？老夫赶时间。\x0e\x05\0\0\n老伴正在等老夫过去呢。
Talk26	{s[080]}\x0e\x04\x01\x02\x1fÍ攻击才是最大的防御……\n什么\x0e\0\x03\x02\x02\0铠甲南瓜\x0e\0\x03\x02ÿÿ……\n那么难吃的东西，\n看老夫打爆……它……{s[100]}
Talk27	\x0e\x01\x02\0胡萝卜长得很漂亮。\n想必是精心栽培出来的吧。
SupriseHouse	\x0e\x03\x01\x02\n\0是、是谁！？
SupriseHouse_00	\x0e\x03\x01\x02\x08\0什么嘛，原来是你啊！\n别乱吓老人啦！
SupriseHouse_01	\x0e\x03\x01\x02\x08\0不过敢偷闯歌思汀大爷的家，\n你命数已尽！接招……\n……\x0e\x05\0\0……\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\x04\x13什么啊，你的模样……\x0e\x05\x01\0跟远古对抗大灾厄的\n剑士大人极为相似呢……\x0e\x05\x02\0\x0e\x01\n\x04\n\0\x01Í
Near00	\x0e\x04\x01\x02\x18Í7根也是胡萝卜～♪
Near13	\x0e\x04\x01\x02\x18Í8根也是胡萝卜～♪
Near14	\x0e\x04\x01\x02\x18Í9根也是胡萝卜～♪
Near15	\x0e\x04\x01\x02\x18Í6根也是胡萝卜～♪
Near01	得快点过去。
Near03	快快长大哦～
Near05	得除草喏……
Near06	才不会输给他。
Near07	嘿！哼！
Near08	西陀拉～
Near10	Zzz……Zzz……
Near11	下雨才没什么大不了。
Near12	打雷才没什么大不了。
TerrorSword	要、要打架吗！
TerrorBomb	那个蓝蓝的是什么！
TerrorArrow	什么！依盖队吗！？
EventFlowMsg\Npc_Kakariko014.msbt
Talk04	\x0e\x03\x01\x02\x07\x0b谢谢惠顾。\n\n想要的话也可以多买一点～
Talk20	\x0e\x03\x01\x02\x07\x0b本店的货是从产地新鲜采收送来的呢。\n很好吃哦～
Talk21	\x0e\x03\x01\x02\x07\x0b现在的货最新鲜。\n很好吃哦～
Talk22	\x0e\x03\x01\x02\x07\x0b谢谢惠顾。\n我老伴也会很高兴的。
Talk05	\x0e\x03\x01\x02\x07\x0b哎呀……\x0e\x05\x01\0\n已经没了吗……\x0e\x05\x02\0\n没有比这个还要令人开心的事了。\x0e\x05\0\0\n谢天谢地、谢天谢地啊……
Talk08	\x0e\x03\x01\x02\x01\x02你是旅行者吗……\x0e\x05\0\0\n欢迎来到卡卡利科村。\x0e\x05\x02\0\n这一带受到女神大人庇佑，\x0e\x05\0\0\n动物繁多，植物茂盛。\n本店贩卖的材料也孕育自这片土地，\x0e\x05\0\0\n都是很适合用来烹调料理的特选商品。\n\x0e\x04\x01\x02\tÍ欢迎亲自挑选。\x0e\x05\0\0\n还是你有其他事？\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
0000	有推荐的吗？
0001	想烹调料理！
0006	请收购东西！
0002	再见
Talk14	\x0e\x03\x01\x02\0\x04推荐的吗……\x0e\x05\x02\0\n本店贩卖的全是推荐商品……\x0e\x05\x02\0\n\x0e\x03\x01\x02\x01\0硬要推荐的话，应该是\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ吧。\n\n\x0e\x03\x01\x02\x07\x01那是卡卡利科村的特产，\x0e\x05\0\0\n是我老伴栽种的哦。\n\x0e\x03\x01\x02\x01\0……其实另一项特产\x0e\0\x03\x02\x02\0铠甲南瓜\x0e\0\x03\x02ÿÿ\x0e\x05\0\0\n我也很想放在店里卖……\x0e\x05\x02\0\n\x0e\x03\x01\x02\t\0但我老伴和种南瓜的人\x0e\x05\0\0\n关系不太好……\x0e\x05\x02\0\n\x0e\x03\x01\x02\x01\0所以如果你想要\x0e\0\x03\x02\x02\0铠甲南瓜\x0e\0\x03\x02ÿÿ，\x0e\x05\0\0\n就去\x0e\0\x03\x02\0\0纳金的田\x0e\0\x03\x02ÿÿ，请他分给你吧。
Talk19	\x0e\x03\x01\x02\0\x04推荐的吗……\x0e\x05\x02\0\n本店贩卖的全是推荐商品……\x0e\x05\x02\0\n\x0e\x03\x01\x02\x01\0硬要推荐的话，应该是\x0e\0\x03\x02\x02\0速速胡萝卜\x0e\0\x03\x02ÿÿ吧。\n\n\x0e\x03\x01\x02\x07\x01那是卡卡利科村的特产，\x0e\x05\0\0\n是我老伴栽种的哦。\n虽然现在卖完了，但我会拜托老伴，\x0e\x05\0\0\n\x0e\x04\x01\x02\tÍ进最优质的货来卖。\n请到时再来吧。
Talk15	\x0e\x03\x01\x02\x01\x04只要把食材放入\x0e\0\x03\x02\x02\0锅子\x0e\0\x03\x02ÿÿ就能烹调料理了……\n\n放在外头的\x0e\0\x03\x02\x02\0锅子\x0e\0\x03\x02ÿÿ欢迎你随时拿去用。
Talk16	\x0e\x03\x01\x02\x07\x01欢迎随时再来。
Talk09	\x0e\x03\x01\x02\x01\0\x0e\x04\x01\x02\0Í哎呀，欢迎光临。\x0e\x05\x02\0\n请问有什么需要吗？\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
Talk17	\x0e\x03\x01\x02\x01\x04还有其他需要吗？\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
Talk06	\x0e\x03\x01\x02\x07\0居然全卖完了，\x0e\x05\0\0\n我老伴开心的表情可想而知啊。\x0e\x05\x02\0\n真的是太谢天谢地啦。\x0e\x05\x02\0\n\n\x0e\x04\x01\x02\x02Í又得请老伴送\x0e\x05\0\0\n最优质的货过来了。\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
Talk12	\x0e\x03\x01\x02\x01\x02啊……欢迎光临。\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\0\x10真是的……\x0e\x05\x02\0\n\n一遇到跟我有关的事，\n我老伴就完全不顾周遭了……\n\x0e\x03\x01\x02\x0b\0他似乎还没发现\n店里商品都卖光光了……\x0e\x05\x02\0\n\x0e\x03\x01\x02\0\0老伴真叫人头疼啊。\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\x01\0{s[080]}……虽然那也是他的优点啦。{s[100]}\n\n\x0e\x03\x01\x02\x01\0啊……对不起。\n\n请问找我有什么事？\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
Talk13	\x0e\x03\x01\x02\x01\x02啊……欢迎光临。\n\n\x0e\x03\x01\x02\0\x10真是的……\x0e\x05\x02\0\n\n一遇到跟我有关的事，\x0e\x05\0\0\n我老伴就完全不顾周遭了……\n\x0e\x03\x01\x02\x01\0请别理他，\x0e\x05\0\0\n尽情地买东西吧。\n还是找我有什么事？\x0e\x01\x06\n\0\0\x01\0\x06\0\x02\0\0\x03
Near00	哎呀，欢迎光临。
Near01	谢天谢地呀～
Near03	哎呀哎呀。
Com_Talk_00	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x07\x01\x0e\0\x03\x02ÿÿ请问要出售什么？
Com_Talk_01	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x07\x01\x0e\x02\x0c*&\0S\0h\0o\0p\0_\0S\0e\0l\0e\0c\0t\0I\0t\0e\0m\0N\0a\0m\0e\0\0\0\x0e\0\x03\x02ÿÿ的话……\n估计是\x0e\0\x03\x02\0\0\x0e\x02\x12 \x1c\0S\0h\0o\0p\0T\0r\0a\0d\0e\0P\0r\0i\0c\0e\0\0\0卢比\x0e\0\x03\x02ÿÿ吧……\x0e\x01\x04\x06|\x15}\x15\0\x01
Com_Talk_02	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x07\0\x0e\0\x03\x02ÿÿ能收购到这么好的东西……\n也得拿给老伴看看呢。
