glossary.msbt
gl_799	Bowser Cake
bd00_c08_mw_betCoin04	Huh? Not many {color[ffffffff]}{color[000000ff]} {color[110c1dff]}coins were collected.\r\nOh well. Take these 10 {color[ffffffff]} {color[110c1dff]}coins!{color[000000ff]}
bd00_c08_mw_start00	Now then, {color[110c1dff]}[0] {color[ffffffff]} {color[110c1dff]}coins are at stake!{color[000000ff]}
bd00_c08_mw_start01	Let's see what minigame it'll be...
bd00_c09_mw_noCoin00	{color[ffffffff]}Welcome to the {color[ff3502ff]}Koopa Bank{color[ffffffff]}.{color[000000ff]}
bd00_c09_mw_noCoin01	It would be best if you made a deposit, but\r\nyou don't seem to have any  coins...
bd00_c09_mw_noCoin02	Oh well. Come again.\r\nThere are [0]  coins deposited.
bd00_c09_mw_payCoin00	{color[ffffffff]}Welcome to the {color[ff3502ff]}Koopa Bank{color[ffffffff]}. I'm sorry, but\r\nI must ask for a deposit of [0] {color[ffffffff]}{color[ffffffff]} coins.{color[000000ff]}
bd00_c09_mw_payCoin02	{color[ffffffff]}This is the {color[ff3502ff]}Koopa Bank{color[ffffffff]}. You'll have to\r\ndeposit [0] {color[ffffffff]}{color[ffffffff]} coins at this branch too.{color[000000ff]}
bd00_c09_mw_payCoin03	{color[ffffffff]}Welcome back to the {color[ff3502ff]}Koopa Bank{color[ffffffff]}. You'll\r\nhave to deposit [0] {color[ffffffff]}{color[ffffffff]} coins this time too.{color[000000ff]}
bd00_c09_mw_payCoin01	Thanks for your cooperation!
bd00_c09_mw_payCoin07	Thanks for your deposit! The counter\r\nshows how many  coins we've received.
bd00_c09_mw_payCoin13	{color[ffffffff]}Anyone who lands on this space gets\r\nall the {color[ffffffff]} {color[ffffffff]}coins we're holding!{color[000000ff]}
bd00_c09_mw_payCoin04	{color[ffffffff]}We're in the homestretch, so...we'd better\r\nstart wrapping things up here too!{color[000000ff]}
bd00_c09_mw_payCoin05	With that in mind, you'll each have to\r\n{color[ffffffff]}deposit 5 {color[ffffffff]}{color[ffffffff]} coins from now on.{color[000000ff]}
bd00_c09_mw_payCoin09	Since the game will continue for a bit,\r\nthe {color[ffffffff]} {color[000000ff]}{color[ffffffff]}coin deposit is back to normal.{color[000000ff]}
bd00_c09_mw_payCoin10	That's right. You'll only need to deposit\r\n3 {color[ffffffff]}{color[000000ff]} {color[ffffffff]}coins each...for now!{color[000000ff]}
bd00_c09_mw_payCoin11	We're back in the homestretch. Things\r\nare heating up at the {color[ff3502ff]}Koopa Bank{color[000000ff]}{color[ffffffff]} too!{color[000000ff]}
bd00_c09_mw_payCoin12	You know what that means: you'll have to\r\ndeposit 5 {color[ffffffff]}{color[000000ff]} {color[ffffffff]}coins each from now on!{color[000000ff]}
bd00_c09_mw_payCoin06	Oh! {color[ffffffff]}Looks like you don't have that many\r\n{color[ffffffff]}{color[ffffffff]} coins. Well, just deposit what you have!{color[000000ff]}
bd00_c09_mw_getCoin00	Congrats on landing here at the {color[ff3502ff]}Koopa\r\nBank{color[000000ff]}{color[ffffffff]}! You get the deposited  coins!{color[000000ff]}
bd00_c09_mw_getCoin01	Take these— Oh. No  coins have been\r\ndeposited. Please come again.
bd00_c09_mw_getCoin03	You should consider yourself lucky... Ah.\r\nI guess it's only [0]  coins. Well, enjoy.
bd00_c09_mw_getCoin04	You're really coming out on top here. Take\r\nthese [0]  coins. A very nice little profit.
bd00_c09_mw_getCoin05	{color[ffffffff]}Look at that! You get all the {color[ffffffff]}{color[ffffffff]} coins from\r\nall the {color[ff3502ff]}Koopa Banks{color[ffffffff]}. Spend them wisely!{color[000000ff]}
bd00_hideBlock_mw_get00a	Whaaat!\r\n{color[ff3502ff]}[0]{color[000000ff]} {color[110c1dff]}found a {color[ff3502ff]}hidden block{color[110c1dff]}!{color[000000ff]}
bd00_hideBlock_mw_get00b	I can't believe it!\r\n{color[ff3502ff]}[0]{color[000000ff]} {color[110c1dff]}found a {color[ff3502ff]}hidden block{color[110c1dff]}!{color[000000ff]}
bd00_hideBlock_mw_get00c	Oh, wow! A {color[ff3502ff]}hidden block{color[000000ff]}{color[110c1dff]}!\r\nHow very, very lucky for {color[ff3502ff]}[0]{color[110c1dff]}!{color[000000ff]}
bd00_mgRoulette_coin	 {color[ffdf00ff]}[0]{color[000000ff]}
bd00_p07_VS	vs.
bd00_p07_mw_LastTurns00	All turns have ended. Great job, everyone!\r\nIt's time to announce the results!
bd00_tlp_hsmg	Minigame!
bd00_tlp_hsmgBonus	Bonus Minigame!
bd00_tlp_CoinDouble	Coins × 2
bd00_tlp_hsmgLastTurns	Final Minigame!
bd00_tlp_hsmg4VS	4-Player Minigame
bd00_tlp_hsmg1VS3	1 vs. 3 Minigame
bd00_tlp_hsmg2VS2	2 vs. 2 Minigame
bd00_p08_mw_welcome00	Now who will win it all?
bd00_p08_mw_bonusPresent00	First, let's go over the bonuses!
bd00_p08_mw_bonusPresent05	First, let's go over who\r\nearned the three bonuses!
bd00_p08_mw_bonusPresent01	The first bonus is...
bd00_p08_mw_bonusPresent02	The second bonus we've got is...
bd00_p08_mw_bonusPresent03	And last but not least, the third bonus is...
bd00_tlp_bonusStar	[0]
bd00_p08_mw_giveBonus00	And the bonus goes to...
bd00_p08_mw_giveBonusNone00	Awww...\r\nNo one got the bonus this time. Too bad!
bd00_p08_mw_bonusStar00	This bonus is for the resourceful player\r\nwho used the most items!
bd00_p08_mw_bonusStar01	This bonus is for the fortunate player who\r\ncollected the most {color[ffffffff]} {color[000000ff]}{color[110c1dff]}coins!{color[000000ff]}
bd00_p08_mw_bonusStar02	This bonus is for the top-tier player who\r\ngot first place the most in minigames!
bd00_p08_mw_bonusStar03	This bonus is for the intrepid player who\r\ntraveled the most spaces!
bd00_p08_mw_bonusStar04	This bonus is for the placid player who\r\nmoved less than anyone else!
bd00_p08_mw_bonusStar05	{color[110c1dff]}This bonus is for the lively player who\r\nlanded on the most {color[ff3502ff]}Event Spaces{color[110c1dff]}!{color[000000ff]}
bd00_p08_mw_bonusStar06	{color[110c1dff]}This bonus is for the player who landed on\r\nthe most {color[ff3502ff]}Red Spaces{color[110c1dff]}! Sorry about that!{color[000000ff]}
bd00_p08_mw_bonusStar07	This bonus is for the eager player\r\nwho purchased the most items!
bd00_p08_mw_bonusStar08	{color[110c1dff]}This bonus is for the fearless player who\r\nlanded on the most {color[ff3502ff]}Bowser Spaces{color[110c1dff]}!{color[000000ff]}
bd00_p08_mw_giveBonus01	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd00_p08_mw_giveBonus02	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}...{color[000000ff]}
bd00_p08_mw_giveBonus03	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}...{color[000000ff]}
bd00_p08_mw_giveBonus04	And {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd00_p08_mw_giveBonus05	Wow! Everyone gets the bonus!
bd00_p08_mw_winner00	And that brings us to\r\nour final announcement!
bd00_p08_mw_winner01	And the winner is...
bd00_p08_mw_winner02	Whaaat?!\r\nThere's more than one winner!
bd00_p08_mw_winner03	We have {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}...{color[000000ff]}
bd00_p08_mw_winner04	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}...{color[000000ff]}
bd00_p08_mw_winner05	And {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd00_p08_mw_winner06	Incredible!\r\nEveryone wins!
bd00_p08_mw_winnerDice00	In that case, we'll decide\r\nthings with a Dice Block!
bd00_p08_mw_winnerDice01	Whoever rolls the highest number\r\nwill be the winner!
bd00_p08_mw_winnerDice03	Wow!\r\nIt looks like we have a winner!
bd00_p08_mw_winner07	Once again, our final announcement!\r\nThe winner is...
bd00_p08_mw_winner08	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd00_tlp_Congratulations	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPER STAR!
bd00_clap_name	[0]
bd00_pt_clapAll	[0]
bd00_pt_clapGet	+[0]
bd00_ctrl_clap	Mash to Clap
bd00_mw_clap00	Let's give each other a round of applause\r\nfor playing such an amazing game!
bd00_result_bdName	[0]
bd00_result_turn	[0] Turns
bd00_result_header	[0]
bd00_result_ctrl_L	 [0]
bd00_result_ctrl_R	[0] 
bd00_result_ctrl_photoLarger	 Full Screen
bd00_result_ctrl_finish	/ End
bd00_result_status_rank	[0]
bd00_result_status_star	[0]
bd00_result_status_coin	[0]
bd00_result_status_chaname	[0]
bd00_result_status_useName	[0]
bd00_result_graph_turn	[0]
bd00_result_graph_star	[0]
bd00_result_listName	[0]
bd00_result_list00	[0]
bd00_result_list01	[0]
bd00_result_graph_bonusCheck	 Check Bonuses
bd00_result_graph_bonus	Bonus Stars
bd00_result_graph_bonusBack	 Close
bd00_result_graph_bonusName	[0]
bd00_result_graph_bonusDetails00	Used the Most Items
bd00_result_graph_bonusDetails01	Collected the Most {color[ffffffff]}{color[000000ff]} {color[110c1dff]}Coins{color[000000ff]}
bd00_result_graph_bonusDetails02	Got First Place the Most in Minigames
bd00_result_graph_bonusDetails03	Traveled the Most Spaces
bd00_result_graph_bonusDetails04	Moved Less Than Anyone Else
bd00_result_graph_bonusDetails05	Landed on the Most {color[ff3502ff]}Event Spaces{color[000000ff]}
bd00_result_graph_bonusDetails06	Landed on the Most {color[ff3502ff]}Red Spaces{color[000000ff]}
bd00_result_graph_bonusDetails07	Purchased the Most Items
bd00_result_graph_bonusDetails08	Landed on the Most {color[ff3502ff]}Bowser Spaces{color[000000ff]}
hs_bd01.msbt
bd01_OP_mw_past00	This enormous cake was made for the\r\nbirthday of a very special princess.
bd01_OP_mw_past01	Even the candles are huge. Lighting\r\nthem all was quite the task!
bd01_OP_mw_purpose00	But what are we celebrating today, you\r\nask? A natural question!
bd01_OP_mw_purpose01	Isn't it obvious? A new Super Star\r\nis going to be born! Today, in fact!
bd01_OP_mw_purpose02	Do you understand what that means?\r\nWe want you to become Super Stars!
bd01_OP_mw_purpose03	Looks like you're all fired up! Good. Off\r\nyou march!
bd01_p01_mw_explaination00	The board looks mighty tasty... But what's up\r\nwith those pairs of green-colored spaces?
bd01_p01_mw_explaination01	{color[ffffffff]}This route takes you past the pudding,\r\nbut watch for {color[ff3502ff]}Bowser{color[ffffffff]} and {color[ff3502ff]}Red Spaces{color[ffffffff]}!{color[000000ff]}
bd01_p01_mw_explaination02	{color[ffffffff]}Look closely, and you might catch a\r\nglimpse of a {color[ff3502ff]}Goomba{color[ffffffff]} near the pudding...{color[000000ff]}
bd01_p01_mw_explaination03	{color[110c1dff]}That {color[ff3502ff]}Goomba{color[110c1dff]} decides which path you'll\r\ntake, so drop by and say hello!{color[000000ff]}
bd01_s04_mw_kuppaCake01	So you like cake, do you? Well, THIS\r\nshould make you happy!
bd01_s04_mw_kuppaCake02	I got up at the crack of dawn to make\r\nthis. It's going to rock your taste buds!
bd01_s04_mw_kuppaCake03	Oh...the price? Well, all that hard work...\r\nWhat do you say to 20  coins?
bd01_s04_mw_kuppaCake06	Now that that's settled... Don't sit there\r\nlike a stone! Eat up!
bd01_s04_mw_kuppaCake04	Did I mention...it's made of rocks?\r\nBetter watch those teeth! BWAHAHA!
bd01_s04_mw_kuppaCake05	What do you mean you don't have the\r\n coins? Fine. Gimme what you've got!
bd01_s04_mw_curseDice01	Ooh, I've got something good for you.\r\nI hope you saved up... BWAHAHA!
bd01_s04_mw_curseDice02	It's an artifact that's been passed down\r\ngeneration after generation...
bd01_s04_mw_curseDice03	I'll let it go for just [0]  coins. At that\r\nprice, YOU'RE practically robbing ME!
bd01_s04_mw_curseDice04	OK. I fibbed. It's just a regular old {color[ff3502ff]}Cursed\r\nDice Block{color[000000ff]}{color[ffffffff]}. Enjoy it! BWAHAHA!{color[000000ff]}
bd01_s04_mw_curseDice05	What do you mean you don't have the\r\n coins? Fine. Gimme what you've got!
bd01_s04_mw_curseDice06	I know, I know... It's just 3  coins in the\r\nshop. So what? BWAHAHA!
bd01_s04_mw_getCoin00	Wait a minute...are you in last place? Oof, \r\nthat's rough. I feel sorry for you. Almost.
bd01_s04_mw_getCoin01	I'm feeling generous today. Take a few\r\n coins. I'm just a big softy, I know!
bd01_s04_mw_angry01	You don't even have a single  coin?\r\nGet out of here, you! Wasting my time...
bd01_p02_mw_lastSpNPC001_00	{color[ff3502ff]}[0]{color[000000ff]} {color[110c1dff]}is sure to win! Talk about\r\nmomentum! Wow!{color[000000ff]}
bd01_p02_mw_lastSpNPC001_01	{color[ff3502ff]}[0] {color[000000ff]}{color[110c1dff]}has this in the bag for sure!\r\nLook at that determined expression!{color[000000ff]}
bd01_p02_mw_lastSpNPC017_00	{color[110c1dff]}A victory for {color[ff3502ff]}[0]{color[110c1dff]} seems likely.\r\nThat's how it looks to me, anyway.{color[000000ff]}
bd01_p02_mw_lastSpNPC017_01	{color[110c1dff]}Seems like {color[ff3502ff]}[0]{color[110c1dff]} has the best\r\nchance. Probably! Let's go with that.{color[000000ff]}
bd01_gmk01_mw_plant01	Hey, want to plant a strawberry\r\nhere? Big or small, you choose!
bd01_gmk01_mw_plant01_a0	{color[110c1dff]}5 {color[ffffffff]}{color[110c1dff]} : Small{color[000000ff]}
bd01_gmk01_mw_plant01_a1	{color[110c1dff]}30 {color[ffffffff]} {color[110c1dff]}: Large{color[000000ff]}
bd01_gmk01_mw_plant01_a2	No, Thanks
bd01_gmk01_mw_plant02	Now that's a healthy-looking\r\nstrawberry if I've ever seen one!
bd01_gmk01_mw_plant03	When an opponent lands on this space,\r\nthe strawberry will steal  coins!
bd01_gmk01_mw_plant04	When an opponent lands on this space,\r\nthe strawberry will steal a  Star!
bd01_gmk01_mw_plant05	No, thanks? It's your choice, I guess!
bd01_gmk01_mw_plant06	Looks like you don't have enough\r\n coins. No plant. Too bad.
bd01_gmk01_mw_plant07	A nice, plump strawberry! The sight of\r\nit is positively mouthwatering!
bd01_gmk01_mw_getCoin01	{color[ffffffff]}The {color[ff3502ff]}Piranha Plant{color[ffffffff]} passed you some\r\n{color[ffffffff]}{color[ffffffff]} coins. Was that a smile?{color[000000ff]}
bd01_gmk01_mw_replant00	You can grow this small strawberry\r\ninto a large one for 30  coins. OK?
bd01_gmk01_mw_replant00_a0	{color[110c1dff]}30 {color[ffffffff]} {color[110c1dff]}: Grow{color[000000ff]}
bd01_gmk01_mw_replant00_a1	No, Thanks
bd01_gmk01_mw_replant01	Look at that strawberry grow!
bd01_gmk01_mw_replant02	No, thanks? It's your choice, I guess!
bd01_gmk01_mw_replant03	That strawberry will grab a  Star\r\ninstead of  coins. Can't wait to see that!
bd01_gmk01_mw_robCoin00	{color[ffffffff]}Looks like this {color[ff3502ff]}Piranha Plant{color[ffffffff]} can\r\nsteal {color[ffffffff]}{color[ffffffff]} coins one more time!{color[000000ff]}
bd01_gmk01_mw_noCoin01	Since you don't have any  coins to steal,\r\nthe {color[ff3502ff]}Piranha Plant{color[000000ff]}{color[ffffffff]} ignores you.{color[000000ff]}
bd01_gmk01_mw_noStar02	Since you don't have a  Star to steal,\r\nthe {color[ff3502ff]}Piranha Plant{color[000000ff]}{color[ffffffff]} ignores you.{color[000000ff]}
bd01_gmk02_mw_slctSeed01	Time to play the {color[ff3502ff]}Flower Lottery{color[000000ff]}{color[ffffffff]}! That'll be\r\n10  coins, please, to find your path!{color[000000ff]}
bd01_gmk02_mw_slctSeed02	You don't have enough? Well, I guess\r\nI'll take whatever you've got!
bd01_gmk02_mw_slctSeed03	You don't have any  coins? Yikes.\r\nWell, this one's on me, I guess...
bd01_gmk02_mw_slctSeed05	Huh? You again? You must really like\r\nthe lottery!
bd01_gmk02_mw_slctSeed06	Welcome back! Another 10  coins,\r\nand we'll find your path. Again!
bd01_gmk02_mw_slctSeed04	Go ahead, choose a seed. One's a\r\nwinner! The others...aren't.
bd01_gmk02_mw_bloom01	Let's take a look. Here we go!
bd01_gmk02_mw_bloom02	Congratulations! You're a winner. Give\r\nKing {color[ff3502ff]}Bowser{color[000000ff]}{color[ffffffff]} my best, will you?{color[000000ff]}
bd01_gmk02_mw_bloom03	Aw, too bad. You don't get to go see King\r\n{color[ff3502ff]}Bowser{color[000000ff]}{color[ffffffff]}. Hope you're not disappointed...{color[000000ff]}
bd01_gmk02_mw_lastSeed00	There's only one seed left, meaning...\r\ndo we finally have a winner?
bd01_gmk02_mw_lastSeed01	Wow, are you lucky. I'm so jealous! Have\r\nfun playing with King {color[ff3502ff]}Bowser{color[000000ff]}{color[ffffffff]}!{color[000000ff]}
bd01_map_gmk01_c04_details00	You can spend  coins\r\nhere to add a strawberry.
bd01_map_gmk01_c04_details01	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}'s strawberry\r\nwill steal your  coins here.{color[000000ff]}
bd01_map_gmk01_c04_details02	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}'s strawberry\r\nwill steal a  Star here.{color[000000ff]}
bd01_map_gmk02_spot_details	Select a seed, then follow\r\nwhichever path sprouts!
bd01_map_gmk03_c04_details	Take a shortcut on this slide!
hs_bd02.msbt
bd02_OP_mw_past00	A while ago, on this space station, which\r\nis kinda far away, a battle commenced...
bd02_OP_mw_past01	A brave Super Star vanquished an evil\r\nking and restored peace to the galaxy.
bd02_OP_mw_purpose00	Though the galaxy is at peace,\r\nsigns of trouble lurk just over the horizon.
bd02_OP_mw_purpose01	That's why, now more than ever, the\r\npeople of this galaxy need a savior.
bd02_OP_mw_purpose02	Will you step up and become the\r\nSuper Star that the people need?
bd02_OP_mw_purpose03	Excellent. I can see you're\r\njust the person for the job.
bd02_p01_mw_explaination00	There's a timer here that counts down\r\nwhen you pass by... What's that about?
bd02_p01_mw_explaination01	{color[ffffffff]}A {color[ff3502ff]}Bowser{color[ffffffff]}-shaped satellite hovers over\r\nthe board... Better watch out!{color[000000ff]}
bd02_p01_mw_explaination02	{color[ffffffff]}The {color[ff3502ff]}Snifit Patrol{color[ffffffff]} operates out of two\r\nlocations. Are they here to fight crime?{color[000000ff]}
bd02_p01_mw_explaination03	There seems to be a lot going on up here,\r\nso don't let your guard down for a second!
bd02_p02_mw_lastSpNPC067_00	{color[ff3502ff]}[0]{color[000000ff]} {color[110c1dff]}has been acing the minigames.\r\nThat's who'll win for sure!{color[000000ff]}
bd02_p02_mw_lastSpNPC067_01	{color[ff3502ff]}[0] {color[000000ff]}{color[110c1dff]}always comes in first in the\r\nminigames. That's the winner right there!{color[000000ff]}
bd02_p02_mw_lastSpNPC027_01	{color[110c1dff]}Sounds like the {color[ff3502ff]}Whomp{color[110c1dff]} is predicting\r\n{color[ff3502ff]}[0]{color[110c1dff]} as the winner this time!{color[000000ff]}
bd02_p02_mw_lastSpNPC027_02	{color[110c1dff]}I interpret that as,\r\n"{color[ff3502ff]}[0]{color[110c1dff]} will win for sure!"{color[000000ff]}
bd02_gmk01_mw_cannon00	Energy charged to 300 percent!\r\nFire the {color[ff3502ff]}Big Bowser Coin Beam{color[000000ff]}{color[ffffffff]}...NOW!{color[000000ff]}
bd02_gmk01_mw_cannon01	Huh?! No sign of life!\r\nReset the counter! I'll remember this!
bd02_gmk01_mw_cannon02	Direct hit! Direct hit!\r\nAll  coins are beamed to ME! BWAHAHA!
bd02_gmk02_mw_police00	{color[ffffffff]}We're the {color[ff3502ff]}Snifit Patrol{color[ffffffff]}! We'll chase\r\ndown speeders for just 5  coins!{color[000000ff]}
bd02_gmk02_mw_police00_a0	Chase 'em
bd02_gmk02_mw_police00_a1	Let 'em Go
bd02_gmk02_mw_police01	Eh? You don't have 5  coins? Umm...\r\nI, uh... I need to go investigate something.
bd02_gmk02_mw_police02	{color[ffffffff]}It looks like the {color[ff3502ff]}Snifits{color[ffffffff]} are out on patrol...{color[000000ff]}
bd02_gmk02_mw_police03	Understood. We'll chase them down\r\nto the farthest reaches of space!
bd02_gmk02_mw_police04	Don't you worry.\r\nI'll catch those speeders red-handed!
bd02_gmk02_mw_police05	Oh, really? Well, I've got some paperwork\r\nto do, so please excuse me.
bd02_map_gmk01_spot_details	Counts down when you pass\r\nby. What happens at zero?
bd02_map_gmk02_spot_details00	Stop here to get a speed\r\ntrap from the {color[ff3502ff]}Snifit Patrol{color[000000ff]}{color[ffffffff]}.{color[000000ff]}
bd02_map_gmk02_spot_details01	Get a speed trap when the\r\n{color[ff3502ff]}Snifit Patrol{color[000000ff]}{color[ffffffff]} gets back.{color[000000ff]}
bd02_map_gmk02_c04_details	If you're facing down a\r\nspeeding spaceship...run!
hs_bd03.msbt
bd03_OP_mw_past00	If you don't watch your step, this forest\r\nwill send you around in circles!
bd03_OP_mw_past01	You see, long ago, these woods were the\r\nsite of a battle for the title of Super Star.
bd03_OP_mw_purpose00	But it ended without\r\na clear victor...
bd03_OP_mw_purpose01	And that brings us to today!
bd03_OP_mw_purpose02	It's a once-in-a-lifetime chance! No—\r\nonce in a millennium!
bd03_OP_mw_purpose03	Chart a course through this twisty forest.\r\nShow us what it means to be a Super Star!
bd03_p01_mw_explaination00	Keep your eye on the signposts, but\r\nbeware! They change directions.
bd03_p01_mw_explaination01	One of the trees here is friendly, so seek\r\nit out. You might get a nice surprise!
bd03_p01_mw_explaination02	As you venture into the woods, be careful!\r\nI don't like the look of that other tree.
bd03_p01_mw_explaination03	It's like a maze in here! I just hope\r\nyou don't get lost...
bd03_p02_mw_lastSpNPC009_00	{color[110c1dff]}Seein' how they use items, well...I'm pinnin'\r\nmy hopes on {color[ff3502ff]}[0]{color[110c1dff]} to take it.{color[000000ff]}
bd03_p02_mw_lastSpNPC009_01	{color[ff3502ff]}[0] {color[000000ff]}{color[110c1dff]}has it in the bag. Look at how they\r\nuse items. Just look at 'em!{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_00	Whoever can live in harmony with the\r\nforest will win. That is {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_01	{color[110c1dff]}It takes animal cunning to survive in\r\nthese woods. {color[ff3502ff]}[0] {color[110c1dff]}has that spirit!{color[000000ff]}
bd03_gmk01_mw_allArrow00	What's this? All the arrows have\r\nchanged direction!
bd03_gmk01_mw_oneArrow00	This arrow sign changed direction.
bd03_gmk01_mw_choropoo00	Looks like ya want me to change\r\nthe arrow signs. Do I got that right?
bd03_gmk01_mw_choropoo00_a0	Yes (× [0]{color[ffffffff]}{color[000000ff]}{color[110c1dff]}){color[000000ff]}
bd03_gmk01_mw_choropoo00_a1	No
bd03_gmk01_mw_choropoo00_a2	 View Board
bd03_gmk01_mw_noCoin00	Looks like ya want me to change\r\nthe arrow signs. Do I got that right?
bd03_gmk01_mw_noCoin01	Ya don't have the  coins ta do it!\r\nShame. Well, see ya!
bd03_gmk01_mw_noAsk00	Hmm...looked ta me like ya were\r\nchompin' at the bit. Oh well.
bd03_gmk01_mw_ask00	All righty then! I'll fix those signs for ya.\r\nNothin' can stop me!
bd03_gmk01_mw_ask01	What's this? All the arrows have\r\nchanged direction!
bd03_gmk02_mw_good00	{color[ffffffff]}Hi, {color[ff3502ff]}[0]{color[ffffffff]}! Since you've come all\r\nthis way to see me, take a fruit!{color[000000ff]}
bd03_gmk02_mw_good01	{color[ffffffff]}Welcome back, {color[ff3502ff]}[0]{color[ffffffff]}!\r\nHow's it going?{color[000000ff]}
bd03_gmk02_mw_good02	I have two kinds of fruit. {color[ff3502ff]}Dice fruit{color[000000ff]} {color[ffffffff]}lets\r\nyou roll again. There's also {color[ff3502ff]}coin fruit{color[ffffffff]}.{color[ff3502ff]}{color[ffffffff]}{color[000000ff]}
bd03_gmk02_mw_good03	Choose the one you like best.\r\nHere it comes!
bd03_gmk02_mw_getCoin00	You got the {color[ff3502ff]}coin fruit{color[000000ff]}{color[ffffffff]}.{color[000000ff]}
bd03_gmk02_mw_dice00	You received the {color[ff3502ff]}dice fruit{color[000000ff]}{color[ffffffff]}.\r\nYou can now roll again.{color[000000ff]}
bd03_gmk02_mw_goodMiss00	What's this? You don't want either one?\r\nThere's no need to hold back!
bd03_gmk02_mw_goodMiss01	Come back soon, and you can pick\r\nwhichever one you like. I want you to!
bd03_gmk02_mw_bad00	{color[ffffffff]}Well, well. Look who it is! I guess you\r\ndeserve some fruit, {color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}.{color[000000ff]}
bd03_gmk02_mw_bad01	Go ahead and choose the one that\r\nlooks good to you! Heh heh heh...
bd03_gmk02_mw_bad02	{color[ffffffff]}Back so soon, {color[ff3502ff]}[0]{color[ffffffff]}?\r\nYou must be hungry...{color[000000ff]}
bd03_gmk02_mw_robCoin00	You got the {color[ff3502ff]}minus-coin fruit{color[000000ff]}{color[ffffffff]}.{color[000000ff]}
bd03_gmk02_mw_noCoin00	Tch! You don't even have any  coins!
bd03_gmk02_mw_reverseDice00	You received the {color[ff3502ff]}reverse-dice fruit{color[000000ff]}{color[ffffffff]}.\r\nYou will head back the way you came.{color[000000ff]}
bd03_gmk02_mw_badMiss00	Huh? You felt bad for me? You didn't\r\nwant to pluck my fruit? How adorable!
bd03_gmk02_mw_badMiss01	As a reward, I'll give you both the {color[ff3502ff]}minus-\r\ncoin fruit{color[000000ff]}{color[ffffffff]} AND the {color[ff3502ff]}reverse-dice fruit{color[ffffffff]}!{color[ff3502ff]}{color[ffffffff]}{color[000000ff]}
bd03_gmk02_start00	 Start
bd03_gmk03_mw_noCoin00	{color[ffffffff]}Welcome to the {color[ff3502ff]}Forest Shop{color[ffffffff]}, where\r\nthose in the know spend their dough!{color[000000ff]}
bd03_gmk03_mw_noCoin01	Wait a minute... Looks like you're a little\r\nlight on  coins. Save up and come back!
bd03_gmk03_mw_welcome00	{color[ffffffff]}Welcome to the {color[ff3502ff]}Forest Shop{color[ffffffff]}, where we're\r\nhappy to see your wallet...and you!{color[000000ff]}
bd03_gmk03_mw_welcome01	Make good use of our items, and\r\nyou'll get ahead of the pack!
bd03_gmk03_mw_welcome02	{color[ffffffff]}Welcome to the {color[ff3502ff]}Forest Shop{color[ffffffff]}, where\r\nthose in the know spend their dough!{color[000000ff]}
bd03_gmk03_mw_welcome03	We've restocked our items. I dare you\r\nnot to buy something!
bd03_map_gmk01_arrow_details	{color[ffffffff]}You must follow the arrows.\r\nWatch out! They change.{color[000000ff]}
bd03_map_gmk01_c04_details	{color[ffffffff]}Stop here, and {color[ff3502ff]}Monty Mole{color[ffffffff]}\r\nwill change the arrow sign.{color[000000ff]}
bd03_map_gmk01_choropoo_details	{color[ffffffff]}Pay {color[ff3502ff]}Monty Mole{color[ffffffff]}  coins here\r\nto change the arrow signs.{color[000000ff]}
bd03_map_gmk02_good_details	Stop here, and you can get\r\nsome fruit.
bd03_map_gmk02_bad_details	There's something a little\r\nsinister about this tree...
bd03_map_gmk03_spot_details	An exclusive {color[ff3502ff]}item shop{color[000000ff]}\r\n{color[ffffffff]}hidden deep in the forest.{color[000000ff]}
hs_bd04.msbt
bd04_OP_mw_past00	Long ago, a passing Super Star met some\r\n{color[ff3502ff]}Yoshis{color[000000ff]}{color[110c1dff]} stranded on these very islands.{color[000000ff]}
bd04_OP_mw_past01	The Super Star stepped up and saved\r\nthose {color[ff3502ff]}Yoshis{color[000000ff]}{color[110c1dff]}. What a hero!{color[000000ff]}
bd04_OP_mw_purpose00	The kindness of the Super Star\r\nmeant a lot to the {color[ff3502ff]}Yoshis{color[000000ff]}{color[110c1dff]}.{color[000000ff]}
bd04_OP_mw_purpose01	It meant so much that they stayed here,\r\nhoping for another Super Star to appear...
bd04_OP_mw_purpose02	They've been waiting a very long time,\r\nbut today's their lucky day.
