glossary.msbt
gl_799	酷霸王蛋糕
bd00_c08_mw_betCoin02	……咦？{color[110c1dff]}{color[ffffffff]}{color[110c1dff]}金币好像不够啊。\r\n算了，就赌上{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]金币来对战吧！{color[000000ff]}
bd00_c08_mw_betCoin04	……哎呀？{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币收集的不多啊。\r\n没办法了，我就给你们{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}10金币吧！{color[000000ff]}
bd00_c08_mw_start00	那么，赌上{color[110c1dff]}{color[ffffffff]}{color[110c1dff]}[0]金币进行对战！{color[000000ff]}
bd00_c08_mw_start01	选择进行哪个小游戏吧！
bd00_c09_mw_noCoin00	{color[ffffffff]}这里是{color[ff3502ff]}慢慢龟银行{color[ffffffff]}。{color[000000ff]}
bd00_c09_mw_noCoin01	虽然希望你能捐款，\r\n但你好像没有金币……
bd00_c09_mw_noCoin02	那么，下次再来吧。\r\n现在已经累积到[0]金币了。
bd00_c09_mw_payCoin00	{color[ffffffff]}这里是{color[ff3502ff]}慢慢龟银行{color[ffffffff]}。\r\n恕我冒昧，要请你捐款[0]金币了！{color[000000ff]}
bd00_c09_mw_payCoin02	{color[ffffffff]}这里是{color[ff3502ff]}慢慢龟银行{color[ffffffff]}。\r\n在这里也要请你捐款[0]金币了！{color[000000ff]}
bd00_c09_mw_payCoin03	你又来了啊！这里是{color[ff3502ff]}慢慢龟银行{color[000000ff]}{color[ffffffff]}。\r\n这次也要请你捐款{color[ffffffff]}{color[ffffffff]}[0]金币了！{color[000000ff]}
bd00_c09_mw_payCoin01	感谢你的帮助！
bd00_c09_mw_payCoin07	感谢你的帮助！板上的数字是\r\n所收集的金币总数。
bd00_c09_mw_payCoin13	如果有人正好走到这里的话，\r\n我会把这些{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金币都送给他！{color[000000ff]}
bd00_c09_mw_payCoin04	终于到最后加速了。\r\n{color[ff3502ff]}慢慢龟银行{color[000000ff]}{color[ffffffff]}也要最后加速！{color[000000ff]}
bd00_c09_mw_payCoin05	……所以，从现在起，\r\n{color[ffffffff]}每次需要捐款{color[000000ff]}{color[ffffffff]}5金币！{color[000000ff]}
bd00_c09_mw_payCoin09	游戏仍将继续，所以要捐款的\r\n{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金币数额恢复原样了。{color[000000ff]}
bd00_c09_mw_payCoin10	……所以，暂时是\r\n{color[ffffffff]}每人捐款{color[ffffffff]}{color[ffffffff]}3金币！{color[000000ff]}
bd00_c09_mw_payCoin11	又到最后加速了。\r\n{color[ff3502ff]}慢慢龟银行{color[000000ff]}{color[ffffffff]}也要最后加速！{color[000000ff]}
bd00_c09_mw_payCoin12	……所以，又要\r\n{color[ffffffff]}每人捐款{color[ffffffff]}{color[ffffffff]}5金币了呢！{color[000000ff]}
bd00_c09_mw_payCoin06	咦？{color[ffffffff]}你的{color[000000ff]}{color[ffffffff]}金币不够呢。\r\n那么，你有多少就给我多少吧！{color[000000ff]}
bd00_c09_mw_getCoin00	太好了！你刚好停在了这一格。\r\n我要把累积的金币全都给你！
bd00_c09_mw_getCoin01	……咦？没有累积到金币呢。\r\n真是可惜，下次再来吧。
bd00_c09_mw_getCoin03	太好了！累积的金币大放送！！\r\n不过，也就只累积了[0]金币而已。
bd00_c09_mw_getCoin04	太幸运了！累积已久的金币大放送！\r\n[0]金币全都给你！太棒了！
bd00_c09_mw_getCoin05	我要把所有{color[ff3502ff]}慢慢龟银行{color[000000ff]}{color[ffffffff]}的{color[ffffffff]}{color[ffffffff]}金币都送给你，\r\n你可要好好使用啊！{color[000000ff]}
bd00_hideBlock_mw_get00a	……天、天呐！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}居然\r\n发现了{color[ff3502ff]}隐藏砖块{color[110c1dff]}！{color[000000ff]}
bd00_hideBlock_mw_get00b	……什、什么！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}居然\r\n发现了{color[ff3502ff]}隐藏砖块{color[110c1dff]}！{color[000000ff]}
bd00_hideBlock_mw_get00c	……哇啊！{color[ff3502ff]}隐藏砖块{color[000000ff]}{color[110c1dff]}！！{color[000000ff]}\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}真是太幸运了！！{color[000000ff]}
bd00_mgRoulette_coin	 {color[ffdf00ff]}[0]{color[000000ff]}
bd00_p07_VS	VS
bd00_p07_mw_LastTurns00	辛苦了，所有回合结束。\r\n……接下来将揭晓成绩！
bd00_tlp_hsmg	小游戏！
bd00_tlp_hsmgBonus	奖励小游戏！
bd00_tlp_CoinDouble	金币2倍
bd00_tlp_hsmgLastTurns	最终小游戏！
bd00_tlp_hsmg4VS	4人小游戏
bd00_tlp_hsmg1VS3	1vs3小游戏
bd00_tlp_hsmg2VS2	2vs2小游戏
bd00_p08_mw_welcome00	那么，胜利会花落何处？
bd00_p08_mw_bonusPresent00	……那么，首先公布\r\n这次的奖励！
bd00_p08_mw_bonusPresent05	……那么，首先公布\r\n获得3个奖励的人！
bd00_p08_mw_bonusPresent01	第1个奖励是……
bd00_p08_mw_bonusPresent02	接下来，第2个奖励是……
bd00_p08_mw_bonusPresent03	最后，第3个奖励是……
bd00_tlp_bonusStar	[0]
bd00_p08_mw_giveBonus00	那么，能获得这个奖励的是……
bd00_p08_mw_giveBonusNone00	很遗憾！本次没有人获得奖励。
bd00_p08_mw_bonusStar00	使用道具最多的人\r\n将获得奖励！
bd00_p08_mw_bonusStar01	收集{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币最多的人\r\n将获得奖励！{color[000000ff]}
bd00_p08_mw_bonusStar02	小游戏获得第1名次数最多的人\r\n将获得奖励！
bd00_p08_mw_bonusStar03	移动格数最多的人\r\n将获得奖励～！
bd00_p08_mw_bonusStar04	移动最慢的人\r\n将获得奖励！
bd00_p08_mw_bonusStar05	{color[110c1dff]}走到{color[000000ff]}{color[ff3502ff]}事件格{color[000000ff]}{color[110c1dff]}次数最多的人\r\n将获得奖励哦～！{color[000000ff]}
bd00_p08_mw_bonusStar06	{color[110c1dff]}这是走到{color[000000ff]}{color[ff3502ff]}惩罚格{color[000000ff]}{color[110c1dff]}次数\r\n最多的人能获得的奖励！{color[000000ff]}
bd00_p08_mw_bonusStar07	购买道具最多的人\r\n将获得奖励！
bd00_p08_mw_bonusStar08	{color[110c1dff]}这是走到{color[000000ff]}{color[ff3502ff]}酷霸王格{color[000000ff]}{color[110c1dff]}次数\r\n最多的人能获得的奖励！{color[000000ff]}
bd00_p08_mw_giveBonus01	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_giveBonus02	{color[110c1dff]}是{color[ff3502ff]}[0]{color[110c1dff]}{color[000000ff]}
bd00_p08_mw_giveBonus03	{color[110c1dff]}和{color[ff3502ff]}[0]{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_giveBonus04	……以及，{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}～！{color[000000ff]}
bd00_p08_mw_giveBonus05	天呐！所有人都获得了奖励！
bd00_p08_mw_winner00	……那么，接下来终于\r\n要揭晓获胜者了！
bd00_p08_mw_winner01	本次获胜的是……
bd00_p08_mw_winner02	……！！\r\n天呐！竟然有多人并列第一！
bd00_p08_mw_winner03	是{color[ff3502ff]}[0]{color[000000ff]}
bd00_p08_mw_winner04	{color[110c1dff]}和{color[ff3502ff]}[0]{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_winner05	……以及，{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}～！！{color[000000ff]}
bd00_p08_mw_winner06	我的天呐！所有人都是第1名～！
bd00_p08_mw_winnerDice00	……这种时候，就要通过骰子来决胜负了～！
bd00_p08_mw_winnerDice01	谁摇出的数字大，谁就是获胜者！
bd00_p08_mw_winnerDice03	噢！获胜者出现了！！
bd00_p08_mw_winner07	那么，重新揭晓成绩！\r\n这次的获胜者是……
bd00_p08_mw_winner08	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}～！{color[000000ff]}
bd00_tlp_Congratulations	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPERSTAR!
bd00_clap_name	[0]
bd00_pt_clapAll	[0]
bd00_pt_clapGet	+[0]
bd00_ctrl_clap	通过连按来拍手
bd00_mw_clap00	那么，大家都坚持到了最后，\r\n让我们互相把掌声送给对方吧！
bd00_result_bdName	[0]
bd00_result_turn	[0]回合
bd00_result_header	[0]
bd00_result_ctrl_L	[0]
bd00_result_ctrl_R	[0]
bd00_result_ctrl_photoLarger	显示全屏
bd00_result_ctrl_finish	/ 结束
bd00_result_status_rank	[0]
bd00_result_status_star	[0]
bd00_result_status_coin	[0]
bd00_result_status_chaname	[0]
bd00_result_status_useName	[0]
bd00_result_graph_turn	[0]
bd00_result_graph_star	[0]
bd00_result_listName	[0]
bd00_result_list00	[0]
bd00_result_list01	[0]
bd00_result_graph_bonusCheck	确认奖励
bd00_result_graph_bonus	奖励星星
bd00_result_graph_bonusBack	关闭
bd00_result_graph_bonusName	[0]
bd00_result_graph_bonusDetails00	使用道具最多。
bd00_result_graph_bonusDetails01	{color[110c1dff]}收集的{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币数量最多。{color[000000ff]}
bd00_result_graph_bonusDetails02	在小游戏中赢的最多。
bd00_result_graph_bonusDetails03	走过的格数最多。
bd00_result_graph_bonusDetails04	走过的格数最少。
bd00_result_graph_bonusDetails05	{color[110c1dff]}走到{color[000000ff]}{color[ff3502ff]}事件格{color[000000ff]}{color[110c1dff]}的次数最多。{color[000000ff]}
bd00_result_graph_bonusDetails06	{color[110c1dff]}走到{color[000000ff]}{color[ff3502ff]}惩罚格{color[000000ff]}{color[110c1dff]}的次数最多。{color[000000ff]}
bd00_result_graph_bonusDetails07	购买道具的数量最多。
bd00_result_graph_bonusDetails08	{color[110c1dff]}走到{color[000000ff]}{color[ff3502ff]}酷霸王格{color[000000ff]}{color[110c1dff]}的次数最多。{color[000000ff]}
hs_bd01.msbt
bd01_OP_mw_past00	这个巨大的生日蛋糕是从前为庆祝\r\n某个公主的生日而制作的。
bd01_OP_mw_past01	上面的蜡烛也很大，\r\n当时要给蜡烛点火真的很辛苦呢。
bd01_OP_mw_purpose00	……啊？你想知道这次是为什么庆祝？
bd01_OP_mw_purpose01	那还用说嘛！\r\n当然是庆祝超级巨星的诞生啊！
bd01_OP_mw_purpose02	所以，大家听好了！\r\n努力成为超级巨星，让我为你们庆祝吧。
bd01_OP_mw_purpose03	噢，大家都很有干劲呢！
bd01_p01_mw_explaination00	这里是美味的双层蛋糕地图。\r\n两两排列的绿色格子那里……好像有什么东西。
bd01_p01_mw_explaination01	这里是{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}所在的布丁路线。\r\n红色格子很多，感觉很危险。{color[000000ff]}
bd01_p01_mw_explaination02	仔细观察的话，可以看到{color[ff3502ff]}栗宝宝{color[000000ff]}{color[ffffffff]}在\r\n蛋糕和布丁之间呢……{color[000000ff]}
bd01_p01_mw_explaination03	{color[110c1dff]}那个{color[000000ff]}{color[ff3502ff]}栗宝宝{color[000000ff]}{color[110c1dff]}好像是选择路线的关键。\r\n快过去看看吧。{color[000000ff]}
bd01_s04_mw_kuppaCake01	听说你很喜欢蛋糕？\r\n那么，这个给你吧！
bd01_s04_mw_kuppaCake02	这是我一早起来制作的{color[ff3502ff]}酷霸王蛋糕{color[000000ff]}{color[ffffffff]}！\r\n不用客气，吃吧！{color[000000ff]}
bd01_s04_mw_kuppaCake03	……至于费用，你就付个20金币好了！
bd01_s04_mw_kuppaCake06	好了，快吃吧。
bd01_s04_mw_kuppaCake04	顺便说一句，这个蛋糕是用石头做的，\r\n所以咬不动！哇哈哈哈！
bd01_s04_mw_kuppaCake05	……嗯？你的金币不够啊！\r\n算了，把你身上的金币都给我就放过你吧。
bd01_s04_mw_curseDice01	哇哈哈！虽然有点突然，\r\n但我要把我珍藏的宝物卖给你！
bd01_s04_mw_curseDice02	这可是本王家里代代相传的\r\n特殊骰子！！
bd01_s04_mw_curseDice03	价格却只要[0]金币！！\r\n很便宜的！你买了不亏！
bd01_s04_mw_curseDice04	……嗯，就只是个{color[ff3502ff]}诅咒骰子{color[000000ff]}{color[ffffffff]}而已！\r\n你别见怪啊，哇哈哈哈！{color[000000ff]}
bd01_s04_mw_curseDice05	……嗯？你的金币不够啊！\r\n算了，把你身上的金币都给我就放过你吧。
bd01_s04_mw_curseDice06	嗯，在商店的话，也就卖3金币而已。\r\n你别见怪啊，哇哈哈哈！
bd01_s04_mw_getCoin00	……嗯？你现在是倒数第一啊！\r\n真是个可怜的家伙！！
bd01_s04_mw_getCoin01	太可怜了，就给你点零花钱吧。\r\n别废话了，快拿着吧！
bd01_s04_mw_angry01	什么？你身上没有金币！？\r\n那我没什么好对你说的了！走开！走开！
bd01_p02_mw_lastSpNPC001_00	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}一定会胜利的！\r\n因为现在形势一片大好啊。{color[000000ff]}
bd01_p02_mw_lastSpNPC001_01	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}绝对会胜利！\r\n今天那家伙的神情可不一般！{color[000000ff]}
bd01_p02_mw_lastSpNPC017_00	{color[110c1dff]}这个嘛，当然是{color[ff3502ff]}[0]{color[110c1dff]}会获胜了。\r\n在我看来，这显而易见。{color[000000ff]}
bd01_p02_mw_lastSpNPC017_01	{color[110c1dff]}我觉得{color[ff3502ff]}[0]{color[110c1dff]}一定能胜利。\r\n……虽然我也只是感觉。{color[000000ff]}
bd01_gmk01_mw_plant01	想不想用草莓来装饰这个地方？\r\n可以选择大的或小的哦。
bd01_gmk01_mw_plant01_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→小{color[000000ff]}
bd01_gmk01_mw_plant01_a1	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}30→大{color[000000ff]}
bd01_gmk01_mw_plant01_a2	不装饰
bd01_gmk01_mw_plant02	怎么样？\r\n很活泼的草莓吧？
bd01_gmk01_mw_plant03	这个草莓会夺取走到这里的\r\n玩家身上的金币。
bd01_gmk01_mw_plant04	这个草莓会夺取走到这里的\r\n玩家身上的星星。
bd01_gmk01_mw_plant05	……原来如此。\r\n不过，装不装饰也是你的自由。
bd01_gmk01_mw_plant06	……哎呀？你的金币不够呢。\r\n这样可无法装饰哦。
bd01_gmk01_mw_plant07	怎么样？\r\n非常活泼的草莓吧？
bd01_gmk01_mw_getCoin01	{color[ff3502ff]}吞食花{color[000000ff]}{color[ffffffff]}高兴地\r\n来给你{color[ffffffff]}{color[ffffffff]}金币了。{color[000000ff]}
bd01_gmk01_mw_replant00	花费30金币，就能将这个小草莓\r\n换成一个大草莓……要交换吗？
bd01_gmk01_mw_replant00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}30→交换{color[000000ff]}
bd01_gmk01_mw_replant00_a1	不交换
bd01_gmk01_mw_replant01	交换为大草莓了！
bd01_gmk01_mw_replant02	……原来如此。\r\n不过，交不交换也是你的自由。
bd01_gmk01_mw_replant03	从夺取金币的草莓\r\n变成夺取星星的草莓了。
bd01_gmk01_mw_robCoin00	哎呀……？这个{color[ff3502ff]}吞食花\r\n{color[000000ff]}{color[ffffffff]}好像会为你再夺取一次金币。{color[000000ff]}
bd01_gmk01_mw_noCoin01	可能是因为身上没有金币，\r\n它连看都没有看你一眼。
bd01_gmk01_mw_noStar02	可能是因为身上没有星星，\r\n它连看都没有看你一眼。
bd01_gmk02_mw_slctSeed01	通过{color[ff3502ff]}花朵签{color[000000ff]}{color[ffffffff]}决定前进路线！\r\n要支付{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}10金币参加费！{color[000000ff]}
bd01_gmk02_mw_slctSeed02	……你的金币不够，不过你把\r\n身上所有金币给我就行了。
bd01_gmk02_mw_slctSeed03	你没有金币啊……\r\n算了，这次就让你免费好了。
bd01_gmk02_mw_slctSeed05	……嗯？你又来了啊！？\r\n你是有多么喜欢抽签啊！！
bd01_gmk02_mw_slctSeed06	再次通过{color[ff3502ff]}花朵签{color[000000ff]}{color[ffffffff]}来决定前进路线。\r\n要支付{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}10金币参加费！{color[000000ff]}
bd01_gmk02_mw_slctSeed04	那么，从这些种子中选一个吧！\r\n只有一个能中奖。
bd01_gmk02_mw_bloom01	结果会怎样呢……让我们拭目以待吧！
bd01_gmk02_mw_bloom02	中奖了！太好了！！\r\n这样你就能前往{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}大人所在的布丁那里了！{color[000000ff]}
bd01_gmk02_mw_bloom03	……没中奖。好可惜啊。\r\n你不能前往{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}大人那里。{color[000000ff]}
bd01_gmk02_mw_lastSeed00	……哎呀，这是最后一个了！\r\n也就是说……这个肯定会中奖！？
bd01_gmk02_mw_lastSeed01	中奖了！运气真好！好开心！\r\n前往{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}大人那里吧！！{color[000000ff]}
bd01_map_gmk01_c04_details00	支付金币，\r\n把草莓装饰在蛋糕上吧。
bd01_map_gmk01_c04_details01	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}装饰的草莓会夺取\r\n停在上面的人身上的金币。{color[000000ff]}
bd01_map_gmk01_c04_details02	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}装饰的草莓会夺取\r\n停在上面的人身上的星星。{color[000000ff]}
bd01_map_gmk02_spot_details	在岔路口选择种子的话……？\r\n会根据盛开的花朵决定前进路线！
bd01_map_gmk03_c04_details	利用滑梯抄近路！
hs_bd02.msbt
bd02_OP_mw_past00	很久以前，某个超级巨星在这个空间站里\r\n打败了邪恶的皇帝，恢复了银河系的和平。
bd02_OP_mw_past01	那是一场异常激烈的战斗……
bd02_OP_mw_purpose00	……但是！如今在这个和平的宇宙中\r\n似乎又出现了战争的征兆。
bd02_OP_mw_purpose01	所以，宇宙中的人们正在渴求。\r\n渴求超级巨星的再次出现！！
bd02_OP_mw_purpose02	正因为这样，我希望你们能成为超级巨星，\r\n让宇宙中的人们能够放下心来……
bd02_OP_mw_purpose03	噢！你们对于成为超级巨星\r\n都很有自信呢！
bd02_p01_mw_explaination00	空间站的中央有一个大大的数字。\r\n这好像是某种开关呢。
bd02_p01_mw_explaination01	而且，那上面还有一个{color[ff3502ff]}酷霸王{color[000000ff]}{color[ffffffff]}样子的机器。\r\n从它的嘴里好像会发射出什么东西，好可怕啊……{color[000000ff]}
bd02_p01_mw_explaination02	好像有巡警在两个派出所里面。\r\n他们到底在查处着什么呢？
bd02_p01_mw_explaination03	事件格好像是一种会发生很多事件的地方。\r\n请一定不要大意啊。
bd02_p02_mw_lastSpNPC067_00	{color[110c1dff]}从完成小游戏的情况来看，\r\n{color[ff3502ff]}[0]{color[110c1dff]}应该会获胜！{color[000000ff]}
bd02_p02_mw_lastSpNPC067_01	{color[110c1dff]}我认为{color[ff3502ff]}[0]{color[110c1dff]}会胜出！\r\n因为玩小游戏玩得最好。{color[000000ff]}
bd02_p02_mw_lastSpNPC027_01	他好像在说\r\n获胜的会是{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}！{color[000000ff]}
bd02_p02_mw_lastSpNPC027_02	{color[110c1dff]}他好像在说{color[000000ff]}\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}绝对会赢，会赢！{color[000000ff]}
bd02_gmk01_mw_cannon00	充能完成，300％！\r\n{color[ff3502ff]}超级酷霸王炮{color[000000ff]}{color[ffffffff]}，发射——！！{color[000000ff]}
bd02_gmk01_mw_cannon01	……嗯？一个人都没有！！\r\n重新倒计时！真无聊！
bd02_gmk01_mw_cannon02	哇哈哈！！被{color[ff3502ff]}酷霸王炮{color[000000ff]}{color[ffffffff]}击中的话，\r\n身上的金币就会全部消失不见！{color[000000ff]}
bd02_gmk02_mw_police00	我是{color[ff3502ff]}木乔巡警{color[000000ff]}{color[ffffffff]}！给我5金币，\r\n我会一路帮你追查超速！{color[000000ff]}
bd02_gmk02_mw_police00_a0	拜托
bd02_gmk02_mw_police00_a1	不拜托
bd02_gmk02_mw_police01	啊？你没有5金币？\r\n……对了！我还有事要办！再见！
bd02_gmk02_mw_police02	现在没有人在这个宇宙派出所里。
bd02_gmk02_mw_police03	好的！开始查处！\r\n我会一直追查下去，直到宇宙的尽头！
bd02_gmk02_mw_police04	你放心吧。\r\n我不会让超速的人逃掉！
bd02_gmk02_mw_police05	这样啊。\r\n那我回去工作了！再见！
bd02_map_gmk01_spot_details	每次经过数字都会减少，\r\n减少到0时，或许会发生什么……？
bd02_map_gmk02_spot_details00	可以要求查处\r\n狂奔的宇宙船。
bd02_map_gmk02_spot_details01	正在外出查处，\r\n现在里面空无一人。
bd02_map_gmk02_c04_details	太空船要开始狂奔了。\r\n现在只能逃跑，不要被撞到。
hs_bd03.msbt
bd03_OP_mw_past00	这是一片任谁都会迷失其中，\r\n不停转圈的迷失森林……
bd03_OP_mw_past01	以前，这里曾经发生了一场\r\n千年一次决定谁是超级巨星的战斗。
bd03_OP_mw_purpose00	但可惜的是，在那场战斗中，\r\n并没有决出谁才是超级巨星。
bd03_OP_mw_purpose01	……所以！
bd03_OP_mw_purpose02	今天在这里，让我们决出\r\n千年才有的超级巨星吧！怎么样？
bd03_OP_mw_purpose03	噢，真是干劲十足啊！！
bd03_p01_mw_explaination00	森林里到处都是箭头。\r\n箭头的方向好像会陆续变化。
bd03_p01_mw_explaination01	那里有一棵颇具亲近感的大树。\r\n靠近它或许会有好事发生。
bd03_p01_mw_explaination02	森林深处很可疑。啊，这里也有一棵大树……\r\n总有一种不好的预感。
bd03_p01_mw_explaination03	这片森林就像是一个迷宫。\r\n请小心不要迷路。
bd03_p02_mw_lastSpNPC009_00	是啊，我觉得{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}会获胜。\r\n因为他很擅长使用道具。{color[000000ff]}
bd03_p02_mw_lastSpNPC009_01	胜利非{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}莫属。\r\n在道具的使用上无人能比。{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_00	我觉得心灵美丽的人才会赢，\r\n所以{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}会获胜！{color[000000ff]}
bd03_p02_mw_lastSpGoodTree_01	在这种比赛中，狡猾的人才厉害，\r\n所以{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}一定能获胜的！{color[000000ff]}
bd03_gmk01_mw_allArrow00	……天呐！所有的箭头方向\r\n都发生了改变！
bd03_gmk01_mw_oneArrow00	只有这里的箭头方向\r\n发生了改变！
bd03_gmk01_mw_choropoo00	嗯？看你那样子，\r\n难道是想改变所有箭头的方向？
bd03_gmk01_mw_choropoo00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]→想改{color[000000ff]}
bd03_gmk01_mw_choropoo00_a1	不想改
bd03_gmk01_mw_choropoo00_a2	查看地图
bd03_gmk01_mw_noCoin00	嗯？看你那样子，\r\n难道是想改变所有箭头的方向？
bd03_gmk01_mw_noCoin01	……咦，你的金币不够呢。\r\n很遗憾，这样可不行哦。
bd03_gmk01_mw_noAsk00	……不、不想改啊。\r\n明明一副想改的样子……
bd03_gmk01_mw_ask00	交给我吧！我一定会帮你改变箭头的。\r\n不管……我发生了什么！
bd03_gmk01_mw_ask01	……什么！\r\n所有箭头的方向都改变了。
bd03_gmk02_mw_good00	{color[ffffffff]}嗨，{color[ff3502ff]}[0]{color[ffffffff]}，难得你来到了这里，\r\n我就把树果送给你吧！{color[000000ff]}
bd03_gmk02_mw_good01	{color[ffffffff]}嗨，{color[ff3502ff]}[0]{color[ffffffff]}！\r\n你又来了啊。{color[000000ff]}
bd03_gmk02_mw_good02	可以再次前进的{color[ff3502ff]}骰子果实{color[000000ff]}{color[ffffffff]}和……\r\n可以获得{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金币的{color[000000ff]}{color[ff3502ff]}金币果实{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_good03	选择获取一个自己喜欢的树果吧。\r\n……那么，开始了哦！
bd03_gmk02_mw_getCoin00	获得了{color[ff3502ff]}金币果实{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_dice00	由于获得了{color[ff3502ff]}骰子果实{color[000000ff]}{color[ffffffff]}，\r\n所以可以再移动一次。{color[000000ff]}
bd03_gmk02_mw_goodMiss00	啊！都不要吗？\r\n不用和我客气的！
bd03_gmk02_mw_goodMiss01	下次要再来获取树果啊，说好了哦！
bd03_gmk02_mw_bad00	{color[ffffffff]}嗨，{color[ff3502ff]}[0]{color[ffffffff]}，你是特意来看我的吗？\r\n那么，我就把树果送给你吧。{color[000000ff]}
bd03_gmk02_mw_bad01	选择获取一个自己喜欢的树果好了。\r\n呵呵呵。
bd03_gmk02_mw_bad02	{color[ffffffff]}嗨，{color[ff3502ff]}[0]{color[ffffffff]}，你又来了啊。\r\n选一个自己喜欢的树果吧，呵呵呵。{color[000000ff]}
bd03_gmk02_mw_robCoin00	获得了{color[ff3502ff]}减金币果实{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
bd03_gmk02_mw_noCoin00	切，身上没有金币么……
bd03_gmk02_mw_reverseDice00	由于获得了{color[ff3502ff]}逆骰子果实{color[000000ff]}{color[ffffffff]}，\r\n所以将沿着道路往回走。{color[000000ff]}
bd03_gmk02_mw_badMiss00	噢！出于客气没有获取任何树果吗？\r\n那么，既然你这么善良，我就破例……
bd03_gmk02_mw_badMiss01	把{color[ff3502ff]}减金币果实{color[000000ff]}{color[ffffffff]}和\r\n{color[000000ff]}{color[ff3502ff]}逆骰子果实{color[000000ff]}{color[ffffffff]}都送给你吧！{color[000000ff]}
bd03_gmk02_start00	开始
bd03_gmk03_mw_noCoin00	这里是只有行家才知道的{color[ff3502ff]}森林的道具商店{color[000000ff]}{color[ffffffff]}。\r\n你想要买些什么呢？{color[000000ff]}
bd03_gmk03_mw_noCoin01	……不过，你的金币好像不够呢。\r\n欢迎再次光临。
bd03_gmk03_mw_welcome00	……欢迎光临。\r\n这里是只有行家才知道的{color[ff3502ff]}森林的道具商店{color[ffffffff]}。{color[ff3502ff]}{color[000000ff]}
bd03_gmk03_mw_welcome01	懂得人自然懂，这里全是特别的道具。\r\n买一些会比较好哦。
bd03_gmk03_mw_welcome02	这里是只有行家才知道的{color[ff3502ff]}森林的道具商店{color[ffffffff]}。\r\n你想要买些什么呢？{color[ff3502ff]}{color[000000ff]}
bd03_gmk03_mw_welcome03	能购买的道具增加了。\r\n我觉得你应该买点比较好。
bd03_map_gmk01_arrow_details	只能朝着箭头的方向前进。\r\n{color[ff3502ff]}黄鼹鼠{color[000000ff]}{color[ffffffff]}会不时地更改箭头方向。{color[000000ff]}
bd03_map_gmk01_c04_details	如果停在这一格上，{color[ff3502ff]}黄鼹鼠{color[000000ff]}{color[ffffffff]}就会过来\r\n更改这个箭头的方向。{color[000000ff]}
bd03_map_gmk01_choropoo_details	如果支付金币，{color[ff3502ff]}黄鼹鼠{color[000000ff]}{color[ffffffff]}就会过来\r\n更改所有箭头的方向。{color[000000ff]}
bd03_map_gmk02_good_details	好像会给你树果。
bd03_map_gmk02_bad_details	好像在打着什么主意。
bd03_map_gmk03_spot_details	这里是只有行家才知道的，\r\n有点与众不同的{color[ff3502ff]}道具商店{color[000000ff]}{color[ffffffff]}。{color[000000ff]}
