glossary.msbt
gl_799	庫巴蛋糕
bd00_c05_mw_payStar00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}送了\r\n{color[ffffffff]}{color[110c1dff]}1顆星星給{color[ff3502ff]}[1]{color[110c1dff]}！{color[000000ff]}
bd00_c05_mw_changeAllCoin00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}跟{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[110c1dff]}手上的\r\n所有{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣將會交換！{color[000000ff]}
bd00_c05_mw_changeAllStar00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}跟{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[110c1dff]}手上的\r\n所有{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星將會交換！{color[000000ff]}
bd00_c05_mw_changeAll00	{color[110c1dff]}{color[ff3502ff]}[0]{color[110c1dff]}跟{color[ff3502ff]}[1]{color[110c1dff]}手上的\r\n所有{color[ffffffff]}{color[110c1dff]}金幣跟{color[ffffffff]}{color[110c1dff]}星星將會交換！{color[000000ff]}
bd00_c05_mw_changeAll01	首先是交換{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣！{color[000000ff]}
bd00_c05_mw_changeAll02	再來是交換{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星！{color[000000ff]}
bd00_c05_mw_noChange00	咦……？很可惜，\r\n看來有人沒有{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣呢。{color[000000ff]}
bd00_c05_mw_noChange01	咦……？很可惜，\r\n看來有人沒有{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星呢。{color[000000ff]}
bd00_c05_mw_noChange02	咦……？兩個人手上\r\n都沒有東西呢。真稀奇！
bd00_c05_mw_finish00a	這樣一來，{color[ff3502ff]}機會格{color[000000ff]}{color[110c1dff]}就結束了！\r\n下次再見吧！{color[000000ff]}
bd00_c05_mw_finish00b	那麼，{color[ff3502ff]}機會格{color[000000ff]}{color[110c1dff]}就結束了！\r\n請下次再來！{color[000000ff]}
bd00_c05_mw_finish00c	那麼，{color[ff3502ff]}機會格{color[000000ff]}{color[110c1dff]}就結束了！\r\n如果還想要逆轉的話，請再過來喔！！{color[000000ff]}
bd00_c05_mw_finish01	咦……？跟一開始沒分別耶。
bd00_c07_mw_welcome00a	哇哈哈哈！
bd00_c07_mw_welcome00b	哇哈哈哈！歡迎！！
bd00_c07_mw_welcome01a	{color[ffffffff]}終於來到{color[ff3502ff]}庫巴格{color[ffffffff]}了！\r\n好好享受恐怖的事件吧！{color[000000ff]}
bd00_c07_mw_welcome01b	這裡是{color[ff3502ff]}庫巴格{color[000000ff]}{color[ffffffff]}！\r\n好玩的事件就要開始啦！{color[000000ff]}
bd00_c07_mw_welcome01c	{color[ffffffff]}終於來到{color[ff3502ff]}庫巴格{color[ffffffff]}啦！\r\n好好享受最壞的事件吧！{color[000000ff]}
bd00_c07_mw_4thPlace00	嗯……？你現在是最後一名啊？\r\n你這傢伙真是太可憐了！！
bd00_c07_mw_4thPlace01	反正是最後一名，就不用太認真啦。\r\n這個……雖然有點少，不過拿去吧！
bd00_c07_mw_payCoin00	那麼，把金幣交出來吧！
bd00_c07_mw_payCoinLack00	嗯……？你的金幣根本不夠啊！\r\n算了，把你手上的全部交出來就饒過你。
bd00_c07_mw_payCoinNone00	嗯……！你根本沒有金幣！\r\n沒用的傢伙！給我回去！！
bd00_c07_mw_allPayCoin00	哇哈哈！很好，\r\n那我就拿走所有人身上的金幣吧！！
bd00_c07_mw_allPayCoin01	大家一起給就不會怕啦！\r\n哇哈哈哈哈！！
bd00_c07_mw_evenlyCoin00	本大爺一直覺得……\r\n世界上最重要的並不是金幣！！
bd00_c07_mw_evenlyCoin01	大家應該要平等才對！！\r\n所以，我要讓所有人的金幣都變成相同的數量！
bd00_c07_mw_evenlyCoin03	所以……把所有金幣都交出來！
bd00_c07_mw_evenlyCoin04	嗯……一共收集到[0]枚。\r\n那就平分給大家吧！
bd00_c07_mw_evenlyCoin02	這就是{color[ff3502ff]}庫巴{color[000000ff]}{color[ffffffff]}的社會改革！{color[000000ff]}\r\n{color[ff3502ff]}庫巴革命{color[000000ff]}{color[ffffffff]}——！！{color[000000ff]}
bd00_c07_mw_changePlace00	哇哈哈！好，我就交換\r\n你們所有人目前身處的位置吧！！
bd00_c07_mw_changePlace01	這樣一來，比賽一定會變得更有趣的。\r\n那麼……隨機打亂啦！
bd00_c07_mw_100star00	……
bd00_c07_mw_100star01	庫巴逃走了。
bd00_c07_mw_paystar00	哇哈哈哈！\r\n那麼，就把星星交出來吧！
bd00_c07_mw_payStarNone00	嗯……！你根本沒有星星！\r\n沒用的傢伙！給我回去！！
bd00_c07_mw_coinPresent00	你、你這傢伙……！\r\n你根本沒有星星！！
bd00_c07_mw_coinPresent01	你、你這傢伙也太可憐了吧！\r\n本大爺就施捨你20金幣吧！
bd00_c07_mw_coinPresent02	很好，很好。不要亂花錢喔。\r\n那麼，保重啦！
bd00_c07_mw_bowserHsmg00	大家一起挑戰{color[ff3502ff]}庫巴小遊戲{color[000000ff]}{color[ffffffff]}！{color[000000ff]}
bd00_c07_mw_bowserHsmg01	挑戰失敗的傢伙就要把金幣交給我！
bd00_c07_mw_kpmgNoLose00	可惡！你們都沒有人挑戰失敗啊！！\r\n太無聊了！快給我滾——！
bo00_c07_mw_kpmgPayCoin00	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}、{color[ff3502ff]}[1]{color[ffffffff]}和{color[ff3502ff]}[2]{color[ffffffff]}，\r\n每人交10金幣給本大爺吧！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin05	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}和{color[ff3502ff]}[1]{color[ffffffff]}，\r\n每人交10金幣給本大爺吧！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin04	{color[ffffffff]}那麼，{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}，\r\n快把10金幣交給本大爺吧！{color[000000ff]}
bo00_c07_mw_kpmgPayCoin01	哇哈哈哈！\r\n你們所有人都要給我10金幣！
bo00_c07_mw_kpmgPayCoin02	嗯……？你的金幣根本不夠啊！\r\n算了，把你手上的全部交出來就饒過你。
bo00_c07_mw_kpmgPayCoin03	嗯……？好像不太夠耶……？\r\n算了，這次就饒過你吧。
bo00_c07_mw_kpmgPayCoinNone00	嗯……？！什麼？\r\n竟然所有人都沒有金幣？？
bo00_c07_mw_kpmgPayCoinNone01	你們這些傢伙真沒用！\r\n快給我滾！走、走！！
bo00_c07_mw_kpmgPayCoinNone02	唔！你不是沒有金幣嗎！
bo00_c07_mw_kpmgPayCoinNone03	不過……沒有也沒辦法了。\r\n今天的本大爺很講道理。
bd00_c08_mw_welcome00	賭上大家的{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣，以小遊戲來對戰！{color[000000ff]}
bd00_c08_mw_welcome01	根據不同名次，可以獲得不同{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣喔！{color[000000ff]}
bd00_c08_mw_bonus00	首先要把獎勵的{color[ffffffff]}{color[000000ff]}{color[110c1dff]}3枚金幣\r\n送給停在格子上的{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}。{color[000000ff]}
bd00_c08_mw_betCoin00	那麼，來決定要下注的{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣數量吧！{color[000000ff]}
bd00_c08_mw_betCoin01	這次我要向每位收取{color[ffffffff]}{color[000000ff]}[0]{color[110c1dff]}金幣！{color[000000ff]}
bd00_c08_mw_betCoin02	咦……？{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣好像不夠耶。\r\n算了，就賭上{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]金幣來對戰吧！{color[000000ff]}
bd00_c08_mw_betCoin04	咦咦……？好像收集不太到{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣耶。\r\n沒辦法了，我就給大家{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}10金幣吧。{color[000000ff]}
bd00_c08_mw_start00	那麼，就賭上{color[ffffffff]}{color[000000ff]}{color[110c1dff]}[0]金幣來對戰吧！{color[000000ff]}
bd00_c08_mw_start01	來決定要遊玩哪一個小遊戲吧！
bd00_c09_mw_noCoin00	{color[ffffffff]}這裡是{color[ff3502ff]}慢慢龜銀行{color[ffffffff]}。{color[000000ff]}
bd00_c09_mw_noCoin01	雖然很希望你能捐款，\r\n但你好像沒有金幣啊……
bd00_c09_mw_noCoin02	那就下次再來吧。\r\n目前已經累積到[0]金幣。
bd00_c09_mw_payCoin00	{color[ffffffff]}這裡是{color[000000ff]}{color[ff3502ff]}慢慢龜銀行{color[000000ff]}{color[ffffffff]}。\r\n不好意思，要冒昧請你捐款{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]金幣喔！{color[000000ff]}
bd00_c09_mw_payCoin02	{color[ffffffff]}這裡是{color[ff3502ff]}慢慢龜銀行{color[ffffffff]}。\r\n這裡也要請你捐款{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]金幣喔！{color[000000ff]}
bd00_c09_mw_payCoin03	你又來了！{color[ffffffff]}這裡是{color[ff3502ff]}慢慢龜銀行{color[ffffffff]}。\r\n這次也要請你捐款{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}[0]金幣喔！{color[000000ff]}
bd00_c09_mw_payCoin01	感謝你的協助！
bd00_c09_mw_payCoin07	感謝你的協助！板子上的數字\r\n是收集到的金幣總數喔。
bd00_c09_mw_payCoin13	我要把這些{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣全部送給\r\n剛剛好停在這裡的人！{color[000000ff]}
bd00_c09_mw_payCoin04	終於來到最後加速了。\r\n{color[ff3502ff]}慢慢龜銀行{color[000000ff]}{color[ffffffff]}也要最後加速！{color[000000ff]}
bd00_c09_mw_payCoin05	也就是說，接下來……\r\n{color[ffffffff]}每次都要捐款每次都要捐款{color[ffffffff]}{color[ffffffff]}5金幣！{color[000000ff]}
bd00_c09_mw_payCoin09	因為遊戲還會繼續進行，\r\n所以我把要捐款的{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣數變回原樣了。{color[000000ff]}
bd00_c09_mw_payCoin10	所以……暫時\r\n{color[ffffffff]}會請每人捐款{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}3金幣！{color[000000ff]}
bd00_c09_mw_payCoin11	又到最後加速了。\r\n{color[ff3502ff]}慢慢龜銀行{color[000000ff]}{color[ffffffff]}也會進入最後加速喔！{color[000000ff]}
bd00_c09_mw_payCoin12	所以……又要請每人\r\n各自捐款{color[ffffffff]}{color[000000ff]}{color[ffffffff]}5金幣了！{color[000000ff]}
bd00_c09_mw_payCoin06	咦？{color[ffffffff]}你的{color[ffffffff]}{color[ffffffff]}金幣不夠呢。\r\n那就有多少給多少吧！{color[000000ff]}
bd00_c09_mw_getCoin00	太好了！我要把累積下來的金幣\r\n全部送給剛好停在這格的你！
bd00_c09_mw_getCoin01	咦……？沒有累積到金幣耶。\r\n真可惜，下次再來吧。
bd00_c09_mw_getCoin03	太好了！累積金幣大放送！！\r\n呃……雖然只有累積到[0]金幣啦。
bd00_c09_mw_getCoin04	太幸運了！累積已久的金幣大放送！\r\n給你[0]金幣，恭喜你！
bd00_c09_mw_getCoin05	所有{color[ff3502ff]}慢慢龜銀行{color[000000ff]}{color[ffffffff]}的{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣\r\n將集合起來一次贈送，所以要好好使用喔！{color[000000ff]}
bd00_hideBlock_mw_get00a	天、天啊……！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}找到了\r\n{color[ff3502ff]}隱藏磚塊{color[110c1dff]}！{color[000000ff]}
bd00_hideBlock_mw_get00b	難、難道……！！{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}找到了\r\n{color[ff3502ff]}隱藏磚塊{color[110c1dff]}！{color[000000ff]}
bd00_hideBlock_mw_get00c	哇哇！是{color[ff3502ff]}隱藏磚塊{color[000000ff]}{color[110c1dff]}！！\r\n{color[ff3502ff]}[0]{color[110c1dff]}真是超級幸運的！！{color[000000ff]}
bd00_mgRoulette_coin	 {color[ffdf00ff]}[0]{color[000000ff]}
bd00_p07_VS	VS
bd00_p07_mw_LastTurns00	各位辛苦了，所有回合已經結束。\r\n那麼……要公布結果了！
bd00_tlp_hsmg	小遊戲！
bd00_tlp_hsmgBonus	獎勵小遊戲！
bd00_tlp_CoinDouble	金幣2倍
bd00_tlp_hsmgLastTurns	最終小遊戲！
bd00_tlp_hsmg4VS	4人小遊戲
bd00_tlp_hsmg1VS3	1vs3小遊戲
bd00_tlp_hsmg2VS2	2vs2小遊戲
bd00_p08_mw_welcome00	那麼，這次到底會是誰獲勝呢？
bd00_p08_mw_bonusPresent00	先來公布這次的獎勵！
bd00_p08_mw_bonusPresent05	那麼……先來公布\r\n獲得3個獎勵的人吧！
bd00_p08_mw_bonusPresent01	第1個獎勵是……
bd00_p08_mw_bonusPresent02	然後第2個獎勵是……
bd00_p08_mw_bonusPresent03	最後第3個獎勵是……
bd00_tlp_bonusStar	[0]
bd00_p08_mw_giveBonus00	那麼，可以獲得這個獎勵的人是……
bd00_p08_mw_giveBonusNone00	很可惜！這次沒人獲得獎勵。
bd00_p08_mw_bonusStar00	這是道具使用次數最多的人\r\n可以獲得的獎勵！
bd00_p08_mw_bonusStar01	這是收集到最多{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣的人\r\n可以獲得的獎勵！{color[000000ff]}
bd00_p08_mw_bonusStar02	這是小遊戲勝出次數最多的人\r\n可以獲得的獎勵！
bd00_p08_mw_bonusStar03	這是移動距離最長的人\r\n可以獲得的獎勵！
bd00_p08_mw_bonusStar04	這是移動距離最短的人\r\n可以獲得的獎勵！
bd00_p08_mw_bonusStar05	這是停在{color[ff3502ff]}事件格{color[000000ff]}{color[110c1dff]}次數最多的人\r\n可以獲得的獎勵！{color[000000ff]}
bd00_p08_mw_bonusStar06	這是停在{color[ff3502ff]}懲罰格{color[000000ff]}{color[110c1dff]}次數最多的人\r\n可以獲得的獎勵！{color[000000ff]}
bd00_p08_mw_bonusStar07	這是購買最多道具的人\r\n可以獲得的獎勵！
bd00_p08_mw_bonusStar08	這是停在{color[ff3502ff]}庫巴格{color[000000ff]}{color[110c1dff]}次數最多的人\r\n可以獲得的獎勵！{color[000000ff]}
bd00_p08_mw_giveBonus01	是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_giveBonus02	{color[110c1dff]}是{color[ff3502ff]}[0]{color[110c1dff]}和{color[000000ff]}
bd00_p08_mw_giveBonus03	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_giveBonus04	還有……{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_giveBonus05	啊！竟然所有人都獲得了獎勵！
bd00_p08_mw_winner00	好……終於要公布冠軍了！！
bd00_p08_mw_winner01	這次的冠軍是……
bd00_p08_mw_winner02	啊！！\r\n好厲害！第1名不只一位耶！
bd00_p08_mw_winner03	{color[110c1dff]}是{color[ff3502ff]}[0]{color[110c1dff]}和{color[000000ff]}
bd00_p08_mw_winner04	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
bd00_p08_mw_winner05	還有……{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！！{color[000000ff]}
bd00_p08_mw_winner06	沒想到……竟然所有人都是第1名！
bd00_p08_mw_winnerDice00	這種時候……只好用骰子來決勝負了！
bd00_p08_mw_winnerDice01	骰出較大數字的人就是冠軍！
bd00_p08_mw_winnerDice03	喔！決定出冠軍了！
bd00_p08_mw_winner07	那麼，重新來公布結果！\r\n這次的冠軍是……
bd00_p08_mw_winner08	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
bd00_tlp_Congratulations	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPERSTAR!
bd00_clap_name	[0]
bd00_pt_clapAll	[0]
bd00_pt_clapGet	+[0]
bd00_ctrl_clap	連按拍手
bd00_mw_clap00	那麼，大家都戰鬥到最後一刻，\r\n我們來為彼此拍手吧！
bd00_result_bdName	[0]
bd00_result_turn	[0]回合
bd00_result_header	[0]
bd00_result_ctrl_L	[0]
bd00_result_ctrl_R	[0]
bd00_result_ctrl_photoLarger	全螢幕顯示
bd00_result_ctrl_finish	/ 結束
bd00_result_status_rank	[0]
bd00_result_status_star	[0]
bd00_result_status_coin	[0]
bd00_result_status_chaname	[0]
bd00_result_status_useName	[0]
bd00_result_graph_turn	[0]
bd00_result_graph_star	[0]
bd00_result_listName	[0]
bd00_result_list00	[0]
bd00_result_list01	[0]
bd00_result_graph_bonusCheck	確認獎勵
bd00_result_graph_bonus	獎勵星星
bd00_result_graph_bonusBack	關閉
bd00_result_graph_bonusName	[0]
bd00_result_graph_bonusDetails00	使用道具的次數最多
bd00_result_graph_bonusDetails01	收集到的{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣數量最多{color[000000ff]}
bd00_result_graph_bonusDetails02	小遊戲的獲勝次數最多
bd00_result_graph_bonusDetails03	移動的格子數最多
bd00_result_graph_bonusDetails04	移動的格子數最少
bd00_result_graph_bonusDetails05	停在{color[ff3502ff]}事件格{color[000000ff]}{color[110c1dff]}的次數最多{color[000000ff]}
bd00_result_graph_bonusDetails06	停在{color[ff3502ff]}懲罰格{color[000000ff]}{color[110c1dff]}的次數最多{color[000000ff]}
bd00_result_graph_bonusDetails07	購買道具的數量最多
bd00_result_graph_bonusDetails08	停在{color[ff3502ff]}庫巴格{color[000000ff]}{color[110c1dff]}的次數最多{color[000000ff]}
hs_bd01.msbt
bd01_OP_mw_past00	這個巨大的生日蛋糕，\r\n是以前為了慶祝某位公主的生日而做的。
bd01_OP_mw_past01	因為蠟燭也很大，\r\n當時要點亮它可是很辛苦的～
bd01_OP_mw_purpose00	啊……你問這次要慶祝什麼？
bd01_OP_mw_purpose01	那還用問嗎！\r\n當然是慶祝新一位超級巨星的誕生啊！
bd01_OP_mw_purpose02	所以呢……大家！\r\n你們要成為超級巨星，好讓我能幫忙慶祝喔。
bd01_OP_mw_purpose03	喔～大家都很有幹勁呢！
bd01_p01_mw_explaination00	這裡是美味的雙層蛋糕地圖。\r\n那些兩兩並排的綠色格子……好像有什麼東西呢。
bd01_p01_mw_explaination01	這邊是{color[ff3502ff]}庫巴{color[000000ff]}{color[ffffffff]}所在的布丁路線。\r\n有很多紅色格子，感覺很危險。{color[000000ff]}
bd01_p01_mw_explaination02	仔細一看，{color[ff3502ff]}栗寶寶{color[000000ff]}{color[ffffffff]}好像在\r\n蛋糕和布丁之間……{color[000000ff]}
bd01_p01_mw_explaination03	那個{color[ff3502ff]}栗寶寶{color[000000ff]}{color[110c1dff]}應該是選擇路線的關鍵。\r\n快點去看看吧。{color[000000ff]}
bd01_s04_mw_kuppaCake01	聽說你很喜歡蛋糕啊？\r\n那就把這個給你吧！
bd01_s04_mw_kuppaCake02	這是我特地早起做的{color[ff3502ff]}庫巴蛋糕{color[000000ff]}{color[ffffffff]}！\r\n不用客氣，全部吃光吧！{color[000000ff]}
bd01_s04_mw_kuppaCake03	蛋糕的價格是……20金幣！
bd01_s04_mw_kuppaCake06	來，吃吧。
bd01_s04_mw_kuppaCake04	對了，這個蛋糕是用石頭做的，\r\n所以不能吃喔！哇哈哈哈！
bd01_s04_mw_kuppaCake05	嗯……？你的金幣根本不夠啊！\r\n算了，把你手上的全部交出來就饒過你。
bd01_s04_mw_curseDice01	哇哈哈！雖然很突然，\r\n但是我決定把珍藏的寶物賣給你！
bd01_s04_mw_curseDice02	這是本大爺家代代相傳的\r\n特殊骰子！
bd01_s04_mw_curseDice03	售價竟然只要[0]金幣！！\r\n真是太便宜、太划算了！
bd01_s04_mw_curseDice04	不過……這其實只是一顆普通的{color[ff3502ff]}詛咒骰子{color[000000ff]}{color[ffffffff]}啦！\r\n不要太介意，哇哈哈哈！{color[000000ff]}
bd01_s04_mw_curseDice05	嗯……？你的金幣根本不夠啊！\r\n算了，把你手上的全部交出來就饒過你。
bd01_s04_mw_curseDice06	不過這個在商店只要3金幣啦。\r\n不要太介意，哇哈哈哈！
bd01_s04_mw_getCoin00	嗯……？你現在是最後一名啊？\r\n你這傢伙真是太可憐了！！
bd01_s04_mw_getCoin01	太可憐了，我給你一點零用錢吧。\r\n別客氣，快點收下吧！
bd01_s04_mw_angry01	什麼？你沒有金幣？！\r\n那我跟你沒什麼好說的！走、走！
bd01_p02_mw_lastSpNPC001_00	贏的人一定是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n感覺氣勢如虹呢。{color[000000ff]}
bd01_p02_mw_lastSpNPC001_01	贏的人絕對是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！\r\n今天那傢伙看起來特別不一樣！{color[000000ff]}
bd01_p02_mw_lastSpNPC017_00	唔，應該是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會贏吧。\r\n在我看來，這是很明顯的。{color[000000ff]}
bd01_p02_mw_lastSpNPC017_01	我想{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}一定會贏。\r\n雖然……不知道最後會怎麼樣。{color[000000ff]}
bd01_gmk01_mw_plant01	要用草莓裝飾這裡嗎？\r\n可以選擇大草莓或是小草莓喔。
bd01_gmk01_mw_plant01_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}5→小{color[000000ff]}
bd01_gmk01_mw_plant01_a1	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}30→大{color[000000ff]}
bd01_gmk01_mw_plant01_a2	不裝飾
bd01_gmk01_mw_plant02	怎麼樣？\r\n這顆草莓很活潑，對吧？
bd01_gmk01_mw_plant03	如果有玩家停在這裡，\r\n這顆草莓就可以奪取該玩家的金幣。
bd01_gmk01_mw_plant04	如果有玩家停在這裡，\r\n這顆草莓就可以奪取該玩家的星星。
bd01_gmk01_mw_plant05	這樣啊……\r\n算了，要不要裝飾是你的自由。
bd01_gmk01_mw_plant06	咦……？你的金幣不夠啊。\r\n這樣就無法裝飾囉。
bd01_gmk01_mw_plant07	怎麼樣？\r\n這顆草莓很活潑，對吧？
bd01_gmk01_mw_getCoin01	{color[ff3502ff]}吞食花{color[000000ff]}{color[ffffffff]}很開心地\r\n把{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣交給你。{color[000000ff]}
bd01_gmk01_mw_replant00	可以用30金幣把這顆小草莓\r\n換成大草莓……要兌換嗎？
bd01_gmk01_mw_replant00_a0	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}30→兌換{color[000000ff]}
bd01_gmk01_mw_replant00_a1	不兌換
bd01_gmk01_mw_replant01	已兌換成大草莓！
bd01_gmk01_mw_replant02	這樣啊……\r\n算了，要不要兌換是你的自由。
bd01_gmk01_mw_replant03	從奪取金幣的草莓\r\n變成奪取星星的草莓了。
bd01_gmk01_mw_robCoin00	喔……？看來這朵{color[ff3502ff]}吞食花{color[000000ff]}{color[ffffffff]}\r\n可以再幫你奪取一次{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}金幣。{color[000000ff]}
bd01_gmk01_mw_noCoin01	可能是因為你沒有金幣，\r\n所以連看都不看你一眼。
bd01_gmk01_mw_noStar02	可能是因為你沒有星星，\r\n所以連看都不看你一眼。
bd01_gmk02_mw_slctSeed01	用{color[ff3502ff]}花朵籤{color[000000ff]}{color[ffffffff]}來決定前進的路線吧！\r\n請支付{color[ffffffff]}{color[ffffffff]}10金幣的參加費！{color[000000ff]}
bd01_gmk02_mw_slctSeed02	你的金幣不夠……\r\n算了，把身上所有金幣都給我就好了。
bd01_gmk02_mw_slctSeed03	你沒有金幣啊……\r\n算了，這次就算你免費。
bd01_gmk02_mw_slctSeed05	唔……？你又來了啊？！\r\n到底是有多愛抽籤啊！！
bd01_gmk02_mw_slctSeed06	再用{color[ff3502ff]}花朵籤{color[000000ff]}{color[ffffffff]}來決定前進的路線吧。\r\n請支付{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}10金幣的參加費！{color[000000ff]}
bd01_gmk02_mw_slctSeed04	那麼，在這些種子裡選一個吧！\r\n只有一個會中獎喔。
bd01_gmk02_mw_bloom01	結果會抽到什麼呢……來看看吧！
bd01_gmk02_mw_bloom02	中獎了——！恭喜你！！\r\n這樣就可以前往{color[ff3502ff]}庫巴{color[000000ff]}{color[ffffffff]}大人所在的布丁囉！{color[000000ff]}
bd01_gmk02_mw_bloom03	沒中……真可惜。\r\n這樣就不能去{color[ff3502ff]}庫巴{color[000000ff]}{color[ffffffff]}大人所在的地方囉。{color[000000ff]}
bd01_gmk02_mw_lastSeed00	喔……這是最後一個了！\r\n也就是說……這次一定會中獎？！
bd01_gmk02_mw_lastSeed01	中獎了——！超幸運的！太開心了！\r\n出發去{color[ff3502ff]}庫巴{color[000000ff]}{color[ffffffff]}大人那裡吧！{color[000000ff]}
bd01_map_gmk01_c04_details00	支付金幣\r\n用草莓來裝飾蛋糕吧
bd01_map_gmk01_c04_details01	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}裝飾的草莓\r\n會奪取停在這格的人的金幣{color[000000ff]}
bd01_map_gmk01_c04_details02	{color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]}裝飾的草莓\r\n會奪取停在這格的人的星星{color[000000ff]}
bd01_map_gmk02_spot_details	在岔路選擇種子的話，盛開的花朵\r\n將依據種類為你決定前進的路線！
bd01_map_gmk03_c04_details	利用溜滑梯來走捷徑！
hs_bd02.msbt
bd02_OP_mw_past00	很久以前，超級巨星在這個宇宙站\r\n打倒了惡之皇帝，恢復了銀河的和平。
bd02_OP_mw_past01	那是一場十分激烈的戰鬥……
bd02_OP_mw_purpose00	但是……！現在這個和平的宇宙\r\n又再次燃起了戰爭的火苗。
bd02_OP_mw_purpose01	所以，宇宙的居民都非常渴望\r\n超級巨星的出現！！
bd02_OP_mw_purpose02	事情就是這樣。我希望你們能成為超級巨星，\r\n讓宇宙的居民能安心生活……
bd02_OP_mw_purpose03	喔！看來大家都幹勁十足，\r\n想要成為超級巨星呢！
bd02_p01_mw_explaination00	飄浮在宇宙地圖中央有一個大大的數字。\r\n這好像是什麼東西的開關呢。
bd02_p01_mw_explaination01	然後，{color[ffffffff]}還有一台{color[ff3502ff]}庫巴{color[ffffffff]}樣貌的機器。\r\n感覺會從嘴裡發射出一些東西，好可怕啊……{color[000000ff]}
bd02_p01_mw_explaination02	兩個派出所裡好像都有巡警。\r\n為什麼他們會在這裡看守呢？
bd02_p01_mw_explaination03	這裡感覺會發生很多事件……\r\n請務必小心，千萬不要鬆懈喔。
bd02_p02_mw_lastSpNPC067_00	從小遊戲的結果來看，\r\n我想會是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}獲勝！{color[000000ff]}
bd02_p02_mw_lastSpNPC067_01	我想{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}會是冠軍！\r\n因為小遊戲玩得最好。{color[000000ff]}
bd02_p02_mw_lastSpNPC027_01	他好像在說\r\n獲勝的會是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
