AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムに保存したい写真を　選んでください
P104_Info_00	お互いの　しっぽの炎が　消えないよう\n群れを作って　暮らしているよ。\n1匹しかいないように　見えるときも\n近くに　仲間がいるから　探してみてね。
P105_Info_00	おしりと口の　両方から出せる　糸で\n食べ物を取ったり　巣を　作ったりするんだ。\n巣に　いないときは　食べ物を求めて\n歩きまわっているよ。
P106_Info_00	生まれてから　しばらくは　太陽光と\n背中の種に詰まった　栄養で育つんだ。\n大きくなるまでは　ほかのポケモンに\n支えられながら　生きるんだよ。
P107_Info_00	最果ての島の　地底深くに住む\nイルミナポケモンだね。\n近くの遺跡から　当時の人々と\n交流があったことが　うかがえたよ。
P108_Info_00	綺麗な水の中を　優雅に泳ぎまわる\nイルミナポケモンだったね。\nメガニウムに　呼応するように\n目覚めたと　僕は考えているんだ。
P109_Info_00	まさか　ボルク島のイルミナポケモンが\n2匹いるとは　考えてもいなかったよ。\n飛びながら　会話しているように\n見えたけど　何を話していたんだろうね。
P110_Info_00	遺跡にいたゼルネアスが　最初の\nイルミナポケモンだと　考えているんだ。\nレンティル地方を守り　眠りについてから\n約2000年。　完全に　復活する日は\nいつか　来るのだろうか？
P111_Info_00	キャプテン・ビクトルも行けなかった\n深海で出会った　イルミナポケモンだよ。\n本来はピンチのときに　群れを作るけど\nコピア諸島では　違うようだったね。
P111_Info_01	陣形を組んで　むれたすがたとなった\nイルミナポケモンのヨワシだね。\nすがたが変わると同時に　ものすごい量の\nイルミナフォースが　計測されたんだ。
P112_Info_00	音楽や　高いところが　好きで\nリズムを取ったり　踊ったりするよ。\nスティックをたたくと　草花の元気も\n楽しさも　倍増するみたいだね。
P113_Info_00	走ると　炎のエネルギーが\n全身を巡って　さらに元気になるんだ。\nエンリョなしに　走りまわるので\nトラブルになることも　あるみたいだね。
P114_Info_00	とても臆病で　びっくりするだけで\n催涙成分を持つ　涙を流すよ。\nまわりのポケモンも　つられて\n泣き出してしまうんだ。
P115_Info_00	背中にある　大きな花の香りは\nポケモンの心を　和ませるんだ。\n水辺にいる　小さなポケモンたちも\n安心して　遊んでいたね。
P116_Info_00	ジャングルでは　木の上で\n器用に　眠っていたね。\nおなかにある　顔にも見える　模様は\n相手を　威嚇するときに　見せつけるんだ。
P117_Info_00	背中が　かたい皮ふで　覆われていて\n体を　丸めることで　身を守るよ。\nそのまま　転がることで　砂漠を\nすばやく　移動することもできるんだ。
P121_Info_00	おなかの袋で　子育てをするよ。\n近づく相手には　威嚇するけど\n子どもを守ろうという　意思が強いからで\n本当は　優しいポケモンなんだ。
P123_Info_00	遺跡に　隠れて暮らしている\nとても　知能の高いポケモンだよ。\n清らかな　心の持ち主の　近くにだけ\nすがたを現すと　いわれているよ。
P124_Info_00	夜になると　きらめく粉を\nふりまきながら　飛ぶよ。\n星明かりを　エネルギーにする性質から\n光るものに　ひかれやすいみたいだね。
P127_Info_00	砂嵐の中で　眠れてしまうくらい\nがんじょうな体を　持っているよ。\n砂漠では　強い相手との　戦いを\n待ち望んでいるようだったね。
P129_Info_00	砂漠にある　すり鉢状に\nくぼんだ場所は　ナックラーの巣だよ。\n身を守りながら　落ちてきた食べ物を\n受け取れる　合理的なつくりなんだ。
P131_Info_00	濁った川の水を　見通すことができる\n視力を　持っているんだ。\n地上で　泥かけをしているのは\n皮ふの潤いを　保つためなんだよ。
P132_Info_00	ヒトカゲと　追いかけっこしたり\n遊んでいる様子が　見られたね。\n前足には　駆けまわることで\n電気を作り出す　仕組みがあるんだよ。
P138_Info_00	脚の筋肉を　電気で刺激して\nすばやく動かすと　水面も走れるんだ。\nエリマキを広げると　一度に作れる\n電気の量も　増えるんだよ。
P141_Info_00	ふだんは　硬いカラに包まれているけど\nこれが　本来のすがたなんだ。\nコアの状態でも　動きまわれるのは\nイルミナ現象に　関係ある\nかもしれないね。
P141_Info_01	夜空から　やってきたと\nいわれているポケモンだよ。\n砂漠で　空に　帰っていく\n様子は　きれいだったね。
P143_Info_00	よく　研究室の近くで\nヤブクロンと　遊んでいるね。\n伸び続けるキバを　削るためとはいえ\n柱をかじられるのは　困ってしまうよ。
P144_Info_00	大きなツメのおかげで　雪の中を\n泳ぐように　移動できるんだ。\n背中にある　氷のトゲは　ツメよりも\n鋭くて　あらゆるものから　身を守るよ。
P145_Info_00	警戒しているときは　口から\n冷気を吐いて　威嚇するよ。\n仲良しのポケモンとは　追いかけっこしたり\n無邪気に　遊んでいたね。
P146_Info_00	いつの頃か　近くに住みはじめて\n気まぐれに　現れては\n寝たり遊んだりしているんだ。\nネオワン号に　じゃれたりもするから\n思わず　慌ててしまうよ。
P147_Info_00	なだらかなラインの　体は\n抵抗が少ないので　速く泳げるんだよ。\n雪原では　タマザラシを　ボールのように\n飛ばして　遊んでいたね。
P148_Info_00	念じるだけで　さまざまなことを\n起こすと　いわれているよ。\nヒエール雪原で起きる　不可思議なことの\n多くに　関わっていたね。
P149_Info_00	手足を　細かく動かして　雪原の\n木々のあいだを　すばやく駆け抜けていたね。\n倒木や　巣穴に隠れる\n習性があって　それに適した\n細長い体を　持っているんだ。
P150_Info_00	ベースキャンプにいるポケモンたちと\n仲良くしたいのか　よく来ているよ。\n木の真似をしながら　近づこうとしてたけど\nびっくりすると　すぐ　逃げてしまっていたね。
P151_Info_00	優れた　嗅覚を　持っているので\n雪に埋もれたものも　見つけられるよ。\n危ないところに　行くときは\nマンムーが　一緒にいてくれていたね。
P152_Info_00	袋のような　しっぽに　食べ物を\n蓄える　習性を　持っているよ。\nたくさん　ため込みすぎて　重くて\n動けなくなってしまった　デリバードもいたね。
P153_Info_00	雪原の　上空で\nアクロバティックな　飛行をしていたね。\nはがねで　できた体は　頑丈だけど\n骨が　空洞なので　身軽なんだよ。
P154_Info_00	「北風の化身」と　いわれているよ。\nその名のとおり　風のように\n氷上を　駆け抜けていく様子は\nとても　優雅だったね。
P155_Info_00	上下関係の　厳しい\n群れを作って　暮らしているよ。\nリーダーがほえると　ほかのグラエナもほえて\n遠くの仲間に　情報を知らせるんだ。
P156_Info_00	洞窟など　まわりを囲まれた\n身を守りやすい場所を　好むよ。\n雪原では　雪のかたまりに　穴をあけて\n暮らしている　ユキワラシもいたね。
P157_Info_00	雪原にある　洞窟の中で\nユキメノコと　仲良く　暮らしていたね。\n氷のヨロイは　体温を下げることで\nさらに　かたくなるんだよ。
P158_Info_00	まんまるな体は　ふかふかな毛皮のおかげで\n冷たい　水の中でも　平気なんだよ。\n転がって移動したり　ジュゴンに　遊んで\nもらったりするのが　大好きみたいだね。
P159_Info_00	歩くのが苦手で　よく転んでしまうけど\n泳ぐのは　得意なんだよ。\n水中から　きれいなものを\n取ってきて　自慢していたね。
P160_Info_00	ベースキャンプでは　晴れている日に\n飛んでいるところを　よく見るね。\n意外に　肝が据わっていて　びっくりして\n逃げたあとも　近くにいたりするよ。
P161_Info_00	万年雪の積もる　雪原には\nユキノオーが　生息していたね。\n怒ると　吹雪を起こして　まわりを\n真っ白に　してしまうんだ。
P162_Info_00	雪原にある　木の幹には\nキズがついたものが　あったよね。\nあれは　マニューラが　残した\n仲間への　メッセージなんだよ。
P163_Info_00	気に入ったものを　凍らせて　宝物として\n大事にする　習性があるよ。\n遺跡のカケラを　宝物にするとは\n僕と　気が合うかもしれないね。
P164_Info_00	僕と一緒に　暮らしているポケモンだね。\nとても賢くて　僕が研究に夢中で\nお客さんに　気付いてなかったら\nほえて　知らせてくれるんだ。
P165_Info_00	僕の研究室で　よく会ってるよね。\n優れた聴力で　まわりの変化を\nキャッチするので　具合が悪いときなどに\nいち早く　気付いてくれるんだ。
P166_Info_00	ゴミを食べるのが　好きで\nまんぷくになると　どくガスを吐くよ。\n研究室の中で　吐かれたときは\n大変だったので　立ち入り禁止にしてるんだ。
P167_Info_00	2つある頭は　意見が合わないと\n移動することも　できなくなるよ。\n動いていないときは　よく見ると\n片方が　寝ていたりするんだ。
P168_Info_00	雪原では　目立つ見た目ながら\n生き抜いてきた　大空の戦士だよ。\n勝負をしかけられたら　絶対に逃げない\n勇猛果敢な　性格なんだ。
P169_Info_00	ベースキャンプの地面に　穴があいてたら\nそれは　ホルビーが　掘ったものだよ。\nシャベルのような　大きな耳は\n一度にたくさんの土を　掘り出せるんだ。
P170_Info_00	何らかの理由で　氷の眠りについた\n古代のポケモンだよ。\n今回の目覚めは　イルミナ現象が\n特別な要因に　なったんじゃないかな。
P171_Info_00	電気が好物で　人間の暮らす\n地域を　住処にしているよ。\n僕のラボにも　よく　電気を食べに来ていて\nデータが飛んだときは　ショックだったなあ。
P172_Info_00	流氷に　似ている体は\n湖に浮かぶことで　擬態できるよ。\nほかのポケモンが　湖を渡るときに\n乗っても　気にしないようだね。
P173_Info_00	考える前に　目の前のものを\nパンチする　習性があるよ。\nケンカが　白熱したときには\nものすごいパワーを　発揮するんだ。
P174_Info_00	ベースキャンプの花が好きで\n花壇にいるところを　よく見かけるね。\nオーラを感じ取って　咲きそうな花を\n見分けると　いわれているよ。
P175_Info_00	火山で　ヒトカゲたちと\n群れを　作って暮らすポケモンだよ。\n口から吐き出す炎は　溶岩の熱にも\n負けない　熱量を誇るよ。
P176_Info_00	月に関する文献が　多く残されていて\n洞窟でも　月の見える場所にいたね。\nピッピの　ダンスを見ると\n幸せになると　いわれているんだよ。
P177_Info_00	超音波で　まわりを調べ\n頭の光で　仲間に危険を知らせるよ。\n仕組みが似ているのか　ドククラゲは\nサーチにも　反応していたね。
P179_Info_00	眠っているときは　存在に\n気付かないほど　石に似ていたね。\n硬さに　誇りを持っているようで\n仲間同士で　競い合うこともあるんだよ。
P181_Info_00	体を丸めて　転がるように\nあちこちを　移動していたね。\n火山のゴローンは　マグマの熱も\n耐えられるほど　頑丈なんだ。
P184_Info_00	「悪い子のところには　ゲンガーがやってくる」\nレンティルの絵本にも　こう書かれているよ。\n壁などを　すり抜ける力を使って\nイタズラをするのが　大好きみたいだね。
P185_Info_00	体にあるコアは　宝石のように\n七色に　輝くことがあるよ。\n光や　電波を　出すことで　宇宙と\n交信しているとも　いわれているんだ。
P187_Info_00	燃えさかる体毛を　こすりあわせて\n爆風を　起こすことができるよ。\nちょっと　荒っぽい性格で　見慣れないものは\n消し炭にしてしまうようだね。
P188_Info_00	4枚の羽での　飛行は　速さはもちろん\n音を出さないところにも　注目だよ。\n休むときは　地面に降りることもあるけど\n歩くのは　苦手みたいだったね。
P189_Info_00	イルミナ現象とは　異なる原理で\n光を発する　触手を持つよ。\n太陽光の届きにくい　深い海では\nランターンの灯りが　道しるべになるんだ。
P191_Info_00	ヒレが変化してできた　2本の触手は\n電気が流れているので　光るんだ。\nその光を　点滅させて　仲間と\nコミュニケーションを　取っていたね。
P192_Info_00	複雑なつくりの　遺跡の中でも\n自由に　動きまわっていたね。\nまだ　空は飛べないけど\n高いジャンプ力を　持っているんだよ。
P193_Info_00	大量の海水を　飲み込むことで\n体を膨らませて　相手を威嚇するよ。\nびっくりすると　水を噴き出して\n思わぬ方向へ　飛んで行ってしまうんだ。
P194_Info_00	群れで　連携を取って\n遺跡を　守っていたね。\nとおぼえの　恐ろしさは\n「地獄の声」と　いわれているよ。
P196_Info_00	「海の神さま」と　いわれているポケモンだよ。\nあまりに　強すぎる力を　持っているので\nふだんは　海底にある　住処で\n静かに　眠っているようだね。
P197_Info_00	頭にある葉っぱが　重いので\n水に浮かんで　暮らしているんだ。\nほかのポケモンを　上に乗せて\n運んであげることも　あるんだよ。
P198_Info_00	七色の翼を持つ　ホウオウの羽根を\n見つけると　幸せになると　いわれているよ。\n光り輝きながら　羽ばたく様子は\nとても　神々しかったね。
P199_Info_00	樹海のポケモンから　尊敬されている\n守り神のような　ポケモンだよ。\nダーテングが　葉っぱのうちわで\n起こした　花吹雪は　見事だったね。
P200_Info_00	時を超えて　異なる時代を　行き来する\nふしぎな力を　持っているよ。\n遺跡のあたりは　セレビィにとって\n特別な場所　なのかもしれないね。
P202_Info_00	頭から生えている　大アゴは\nはがねのツノが　変化したものだよ。\n慣れるまでは　大アゴで警戒されて\nちょっと　大変だったね。
P203_Info_00	甲羅の中で　燃える炎は\nコータスの命　そのものなんだ。\n溶岩湖で　暮らしているのは\n炎が　よく燃えて　元気が出るからだよ。
P204_Info_00	ものを浮かしたり　未来を予知する\n力を持つ　ポケモンだよ。　樹海では\nほかのポケモンを　喜ばせるために\nサイコパワーを　使っていたね。
P207_Info_00	綿雲のような羽は　温泉のおかげで\nいつも　ふわふわに　保たれているんだ。\nメロディを聴くと　ハミングしてしまう\n音楽が好きな　ポケモンだよ。
P209_Info_00	荒れる海でも　流されないくらい\n体が　重いよ。　すばやくは　動けないので\n海藻のあいだに　隠れながら\n触手を伸ばして　食べ物を取るんだ。
P210_Info_00	体の色を　景色に合わせて\n溶け込むことで　身を隠すよ。\n樹海　全体に　生息していたけど\nキミは　すべて見つけられたかな？
P216_Info_00	頭の　短冊に書かれた　願いを叶える\nふしぎな力を　持っているよ。\n結晶体を見たときは　まさかと思ったけど\n出会えたのは　幸運だったね。
P217_Info_00	群れの中でも　強くあるために\n厳しい環境を　求めているよ。\n火山では　切り立った\n危険な場所で　修行していたね。
P218_Info_00	規律のとれた　行動をするポケモンだよ。\nコリンクと　はぐれたときも\n透視する力を　使って\nすぐに　見つけていたね。
P219_Info_00	何にでも　頭突きをするポケモンだよ。\n洞窟が　揺れるほどの　威力だけど\n頑丈な　頭蓋骨のおかげで\nラムパルドは　ケガしないんだ。
P220_Info_00	ふわふわな体には　たくさんの魂が\n詰まっていると　いわれているよ。\n洞窟では　小さなポケモンを　どこかへ\n連れて行こうとする様子を　見かけたね。
P222_Info_00	頬にある　毒袋を　膨らせることで\n独特な　音を出すよ。\n仲間と一緒に　膨らませて\n歌うように　遊んでいたね。
P223_Info_00	胸元のヒレで　海底をはうように\n泳いで　暮らしているよ。\n砂をはらったり　巻き上げることで\n隠れているスターミーを　見つけるんだ。
P228_Info_00	じっと　にらむだけで　相手の動きを止める\n気高い　瞳を持つポケモンだよ。\n警戒心が高くて　ふだんは\n樹海の遺跡で　静かに暮らしているんだ。
P230_Info_00	ケンホロウは　オスとメスが\n協力しながら　子育てをするんだよ。\n片方が　巣でタマゴを　守っているあいだ\nもう片方が　食べ物を探したりするんだ。
P231_Info_00	暗いところが　好きなポケモンだよ。\n遺跡の壁に　残っていた\nハート型のあとは　コロモリが\n眠るときに　吸いついて　できたみたいだね。
P234_Info_00	シューゴ遺跡を　パトロールして\n何かあれば　警告していたね。\nきっと　シンボラーも　長いあいだ\nこの遺跡を　守っていたんじゃないかな。
P235_Info_00	走ることが得意で　地上で\n狙われても　逃げ切ることができるよ。\nその代わり　飛ぶのは苦手で\n助走をつけないと　飛び上がれないんだ。
P238_Info_00	ゆったり　ブルーホールを漂いながら\n食べ物を　探しているよ。\nほかのポケモンを　深海へ連れていくとき\nオスとメスが　協力することもあるんだ。
P239_Info_00	洞窟では　ほかのポケモンの体に\nくっついている　バチュルがいたよね。\nあれは　自分では　電気を作れないから\n静電気を　吸い取ってるんだよ。
P242_Info_00	ゴルーグと　協力して\n遺跡の内部を　守っていたね。\n指を点滅させて　指示していたけど\nパターンの解析は　かなり難しそうだよ。
P244_Info_00	ナワバリの　地底湖を\n威嚇しながら　飛びまわっていたね。\n両腕にも　頭がついているけど\nものを考えたりは　しないようだよ。
P246_Info_00	強くなるために　ほかのポケモンの\n真似をしながら　修行をしているよ。\n気が散りやすいのが　弱点だけど\nダーテングのもとで　頑張っているみたいだね。
P247_Info_00	高いところから　すばやく滑空して\n食べ物を持ち去る　空のハンターだよ。\n羽毛は　耐火性に優れていて\nマグマの近くにいても　大丈夫なんだ。
P249_Info_00	樹海では　大きな岩が\n空中に　浮かんでいたね。\nあれは　ニャスパーが　サイコパワーの\n制御の　練習をしていたんだよ。
P251_Info_00	仲間同士でも　攻撃しあう\nナワバリ意識の　強いポケモンだよ。\nハサミから出す　水の砲弾は\n大きな岩や　壁でも　壊せてしまうんだ。
P252_Info_00	皮ふを守る　粘液が　乾かないよう\n洞窟では　水の近くで　暮らしていたね。\nほかのポケモンを　守るために頑張る\n優しい性格を　しているよ。
P253_Info_00	森を荒らすものを　霧の中に\n閉じ込めると　いわれているよ。\n森で暮らす　ポケモンたちや\n認めた相手には　とても優しいんだ。
P254_Info_00	空気中の　炭素から　ダイヤを作り出す\nふしぎな力を　持っているよ。\nメレシーと　仲良く　暮らす様子は\nまるで　お姫さまのようだったね。
P256_Info_00	仲間と　コミュニケーションを取りながら\n食べ物を　探していたね。\nオンバーンが苦手で　見つからないよう\nいつも　コソコソしているんだよ。
P257_Info_00	何にでも　抱きつく習性を\n持っているポケモンだよ。\nレンティル地方では　食べ物が少ない時期を\n乗り越えるために　冬眠するようだね。
P258_Info_00	海底で　静かに　瞑想\nしていたのは　強くなるためだよ。\n仲間と　修行をした　グソクムシャは\n岩をも　一刀両断　できるんだ。
P260_Info_00	霧で　包まれた樹海で\nのんびりと　暮らしているポケモンだよ。\n小さいポケモンたちに　慕われていて\nよく一緒に　遊んでいたね。
P262_Info_00	あらゆる危険を　予知するツノを\n持つと　いわれているよ。\n遺跡を　守ろうとしながらも　キミのことも\n見守ってくれているようだったね。
P263_Info_00	季節によって　すがたを変えるポケモンだよ。\nふだんは　メブキジカと　一緒にいるけど\n好奇心が　強いので\n迷子になることもあるんだ。
P264_Info_00	オーベムの　指示を受けながら\n遺跡を　守っていたポケモンだよ。\n謎に満ちた　存在だけど　ほかの\nポケモンからも　親しまれていたね。
P265_Info_00	遺跡では　ヤトウモリを探して\n飛びまわっていたね。\n耳から発する　超音波は\n岩を破壊するほど　強力なんだよ。
P266_Info_00	風に乗って　自由に　ただよっていたね。\n飛ばした綿毛が　レンティル地方の\n各地に　草木の種を運び\n緑を　豊かにした　のではないかと\n僕は考えているんだ。
P267_Info_00	生まれてすぐに　りんごの中に入って\n実を食べながら　成長するよ。\n高いところから　落ちたりすると\nりんごから　飛び出しちゃうこともあるんだ。
P268_Info_00	食べ物を取るために　砂の中に\n隠れていることが　多いよ。\n好奇心が強いのか　気になることがあると\nすぐ　飛び出して　しまっていたね。
P269_Info_00	身を守るため　眠るときは\n糸で　つららに　体をくっつけるよ。\n驚いたときは　すぐさま\n雪の中に　潜ってしまったね。
P270_Info_00	雪原を荒らすものには　冷気を込めた\nりんぷんで　こらしめるよ。\n優雅に　舞い飛ぶ様子は　見たものの\n心をおだやかにするみたいだね。
P271_Info_00	レンティルには　さまざまな大きさの\nバケッチャが　生息していたね。\n体に入れている　魂の　数によって\n大きさが　変わると　いわれているよ。
P271_Info_01	体に入れている　魂の数が\n少ない　バケッチャだよ。\nまだ　ほかのポケモンを　驚かせたり\n遊ぶ方が　好きなのかもしれないね。
P271_Info_02	体に入れている　魂の数が\n多い　バケッチャだよ。\n薄暗い　洞窟を　照らしながら\n頑張る　働きもの　なんだろうね。
P271_Info_03	体に入れている　魂の数が\nすごく多い　バケッチャだよ。\nどうやって　こんなにたくさん\n集めたんだろうね？
Poke_Name.msbt
P001_Name	ピカチュウ
P002_Name	イーブイ
P003_Name	ヘラクロス
P004_Name	カイロス
P005_Name	アチャモ
P006_Name	ピチュー
P007_Name	ドードリオ
P008_Name	キャタピー
P009_Name	ラプラス
P010_Name	スワンナ
P011_Name	エイパム
P012_Name	アマカジ
P013_Name	トランセル
P014_Name	アゲハント
P015_Name	コイキング
P016_Name	ケムッソ
P017_Name	コアルヒー
P018_Name	ウパー
P019_Name	エモンガ
P020_Name	オンバット
P021_Name	ガチゴラス
P022_Name	カバルドン
P023_Name	キャモメ
P024_Name	キュウコン
P025_Name	クマシュン
P026_Name	シャンデラ
P027_Name	スコルピ
P028_Name	ツツケラ
P029_Name	ツンベアー
P030_Name	ドデカバシ
P031_Name	ヌオー
P032_Name	ビッパ
P034_Name	ビビヨン
P035_Name	プテラ
P036_Name	フライゴン
P037_Name	ホエルオー
P038_Name	ホエルコ
P039_Name	マグマッグ
P040_Name	ママンボウ
P041_Name	マンタイン
P042_Name	マンムー
P044_Name	メブキジカ
P045_Name	メレシー
P046_Name	ヤミラミ
P047_Name	ラブカス
P048_Name	ピジョット
P049_Name	イワーク
P050_Name	ナッシー
P052_Name	キレイハナ
P053_Name	ケッキング
P054_Name	サメハダー
P055_Name	サボネア
P056_Name	ケイコウオ
P057_Name	メガヤンマ
P058_Name	レパルダス
P059_Name	マッギョ
P060_Name	バルジーナ
P061_Name	フラージェス
P062_Name	アシレーヌ
P063_Name	マケンカニ
P064_Name	ルガルガン
P065_Name	キュワワー
P066_Name	ナマコブシ
P067_Name	サンダース
P068_Name	カメックス
P069_Name	ライチュウ
P070_Name	シャワーズ
P071_Name	カイリキー
P072_Name	ブースター
P074_Name	メガニウム
P075_Name	ブラッキー
P076_Name	ホーホー
P077_Name	エーフィ
P078_Name	ヤミカラス
P079_Name	サニーゴ
P080_Name	オクタン
P081_Name	スバメ
P082_Name	ペリッパー
P083_Name	ザングース
P085_Name	ハブネーク
P086_Name	ミツハニー
P087_Name	ドダイトス
P088_Name	パールル
P089_Name	ビークイン
P090_Name	グレイシア
P091_Name	モジャンボ
P092_Name	リーフィア
P093_Name	フワライド
P094_Name	マナフィ
P095_Name	シェイミ
P097_Name	バッフロン
P098_Name	マーイーカ
P099_Name	ニンフィア
P100_Name	ヒドイデ
P101_Name	スナバァ
P102_Name	ゼニガメ
P103_Name	ネマシュ
P104_Name	ヒトカゲ
P105_Name	アリアドス
P106_Name	フシギダネ
P107_Name	ハガネール
P108_Name	ミロカロス
P109_Name	ウルガモス
P110_Name	ゼルネアス
P111_Name	ヨワシ
P112_Name	サルノリ
P113_Name	ヒバニー
P114_Name	メッソン
P115_Name	フシギバナ
P116_Name	アーボック
P117_Name	サンド
P121_Name	ガルーラ
P123_Name	ミュウ
P124_Name	レディアン
P127_Name	バンギラス
P129_Name	ナックラー
P131_Name	ラグラージ
P132_Name	コリンク
P138_Name	エレザード
P141_Name	メテノ
P143_Name	コラッタ
P144_Name	サンドパン
P145_Name	ロコン
P146_Name	ニャース
P147_Name	ジュゴン
P148_Name	ルージュラ
P149_Name	オオタチ
P150_Name	ウソッキー
P151_Name	ウリムー
P152_Name	デリバード
P153_Name	エアームド
P154_Name	スイクン
P155_Name	グラエナ
P156_Name	ユキワラシ
P157_Name	オニゴーリ
P158_Name	タマザラシ
P159_Name	ポッチャマ
P160_Name	ムックル
P161_Name	ユキノオー
P162_Name	マニューラ
P163_Name	ユキメノコ
P164_Name	ムーランド
P165_Name	タブンネ
P166_Name	ヤブクロン
P167_Name	バイバニラ
P168_Name	ウォーグル
P169_Name	ホルビー
P170_Name	アマルルガ
P171_Name	デデンネ
P172_Name	クレベース
P173_Name	ケケンカニ
P174_Name	アブリー
P175_Name	リザードン
P176_Name	ピッピ
P177_Name	ドククラゲ
P179_Name	イシツブテ
P181_Name	ゴローン
P184_Name	ゲンガー
P185_Name	スターミー
P187_Name	バクフーン
P188_Name	クロバット
P189_Name	ランターン
P191_Name	チョンチー
P192_Name	ネイティ
P193_Name	ハリーセン
P194_Name	ヘルガー
P196_Name	ルギア
P197_Name	ハスボー
P198_Name	ホウオウ
P199_Name	ダーテング
P200_Name	セレビィ
P202_Name	クチート
P203_Name	コータス
P204_Name	サーナイト
P207_Name	チルタリス
P209_Name	ユレイドル
P210_Name	カクレオン
P216_Name	ジラーチ
P217_Name	モウカザル
P218_Name	レントラー
P219_Name	ラムパルド
P220_Name	フワンテ
P222_Name	グレッグル
P223_Name	ネオラント
P228_Name	ジャローダ
P230_Name	ケンホロウ
P231_Name	コロモリ
P234_Name	シンボラー
P235_Name	アーケオス
P238_Name	プルリル
P239_Name	バチュル
P242_Name	オーベム
P244_Name	サザンドラ
P246_Name	ヤンチャム
P247_Name	ファイアロー
P249_Name	ニャスパー
P251_Name	ブロスター
P252_Name	ヌメルゴン
P253_Name	オーロット
P254_Name	ディアンシー
P256_Name	ヤトウモリ
P257_Name	キテルグマ
P258_Name	グソクムシャ
P260_Name	ジジーロン
P262_Name	アブソル
P263_Name	シキジカ
P264_Name	ゴルーグ
P265_Name	オンバーン
P266_Name	ワタシラガ
P267_Name	カジッチュ
P268_Name	スナヘビ
P269_Name	ユキハミ
P270_Name	モスノウ
P271_Name	バケッチャ
Poke_Type.msbt
Type01_Name	ノーマル
Type02_Name	かくとう
Type03_Name	ひこう
Type04_Name	どく
Type05_Name	じめん
Type06_Name	いわ
Type07_Name	むし
Type08_Name	ゴースト
Type09_Name	はがね
Type10_Name	ほのお
Type11_Name	みず
Type12_Name	くさ
Type13_Name	でんき
Type14_Name	エスパー
Type15_Name	こおり
Type16_Name	ドラゴン
Type17_Name	あく
Type18_Name	フェアリー
Poke_Weight.msbt
P001_Weight_00	6.0kg
P002_Weight_00	6.5kg
P003_Weight_00	54.0kg
P004_Weight_00	55.0kg
P005_Weight_00	2.5kg
P006_Weight_00	2.0kg
P007_Weight_00	85.2kg
P008_Weight_00	2.9kg
P009_Weight_00	220.0kg
P010_Weight_00	24.2kg
P011_Weight_00	11.5kg
P012_Weight_00	3.2kg
P013_Weight_00	9.9kg
P014_Weight_00	28.4kg
P015_Weight_00	10.0kg
P016_Weight_00	3.6kg
P017_Weight_00	5.5kg
P018_Weight_00	8.5kg
P019_Weight_00	5.0kg
P020_Weight_00	8.0kg
P021_Weight_00	270.0kg
P022_Weight_00	300.0kg
P023_Weight_00	9.5kg
P024_Weight_00	19.9kg
P025_Weight_00	8.5kg
P026_Weight_00	34.3kg
P027_Weight_00	12.0kg
P028_Weight_00	1.2kg
P029_Weight_00	260.0kg
P030_Weight_00	26.0kg
P031_Weight_00	75.0kg
P032_Weight_00	20.0kg
P034_Weight_00	17.0kg
P035_Weight_00	59.0kg
P036_Weight_00	82.0kg
P037_Weight_00	398.0kg
P038_Weight_00	130.0kg
P039_Weight_00	35.0kg
P040_Weight_00	31.6kg
P041_Weight_00	220.0kg
P042_Weight_00	291.0kg
P044_Weight_00	92.5kg
P045_Weight_00	5.7kg
P046_Weight_00	11.0kg
P047_Weight_00	8.7kg
P048_Weight_00	39.5kg
P049_Weight_00	210.0kg
P050_Weight_00	120.0kg
P052_Weight_00	5.8kg
P053_Weight_00	130.5kg
P054_Weight_00	88.8kg
P055_Weight_00	51.3kg
P056_Weight_00	7.0kg
P057_Weight_00	51.5kg
P058_Weight_00	37.5kg
P059_Weight_00	11.0kg
P060_Weight_00	39.5kg
P061_Weight_00	10.0kg
P062_Weight_00	44.0kg
P063_Weight_00	7.0kg
P064_Weight_00	25.0kg
P065_Weight_00	0.3kg
P066_Weight_00	1.2kg
P067_Weight_00	24.5kg
P068_Weight_00	85.5kg
P069_Weight_00	21.0kg
P070_Weight_00	29.0kg
P071_Weight_00	130.0kg
P072_Weight_00	25.0kg
P074_Weight_00	???.?kg
P075_Weight_00	27.0kg
P076_Weight_00	21.2kg
P077_Weight_00	26.5kg
P078_Weight_00	2.1kg
P079_Weight_00	5.0kg
P080_Weight_00	28.5kg
P081_Weight_00	2.3kg
P082_Weight_00	28.0kg
P083_Weight_00	40.3kg
P085_Weight_00	52.5kg
P086_Weight_00	5.5kg
P087_Weight_00	310.0kg
P088_Weight_00	52.5kg
P089_Weight_00	38.5kg
P090_Weight_00	25.9kg
P091_Weight_00	128.6kg
P092_Weight_00	25.5kg
P093_Weight_00	15.0kg
P094_Weight_00	1.4kg
P095_Weight_00	2.1kg
P097_Weight_00	94.6kg
P098_Weight_00	3.5kg
P099_Weight_00	23.5kg
P100_Weight_00	8.0kg
P101_Weight_00	70.0kg
P102_Weight_00	9.0kg
P103_Weight_00	1.5kg
P104_Weight_00	8.5kg
P105_Weight_00	33.5kg
P106_Weight_00	6.9kg
P107_Weight_00	???.?kg
P108_Weight_00	???.?kg
