AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムにほぞんしたいしゃしんを　えらんでください
P151_Height_00	0.4m
P152_Height_00	0.9m
P153_Height_00	1.7m
P154_Height_00	2.0m
P155_Height_00	1.0m
P156_Height_00	0.7m
P157_Height_00	1.5m
P158_Height_00	0.8m
P159_Height_00	0.4m
P160_Height_00	0.3m
P161_Height_00	2.2m
P162_Height_00	1.1m
P163_Height_00	1.3m
P164_Height_00	1.2m
P165_Height_00	1.1m
P166_Height_00	0.6m
P167_Height_00	1.3m
P168_Height_00	1.5m
P169_Height_00	0.4m
P170_Height_00	2.7m
P171_Height_00	0.2m
P172_Height_00	2.0m
P173_Height_00	1.7m
P174_Height_00	0.1m
P175_Height_00	1.7m
P176_Height_00	0.6m
P177_Height_00	1.6m
P179_Height_00	0.4m
P181_Height_00	1.0m
P184_Height_00	1.5m
P185_Height_00	1.1m
P187_Height_00	1.7m
P188_Height_00	1.8m
P189_Height_00	1.2m
P191_Height_00	0.5m
P192_Height_00	0.2m
P193_Height_00	0.5m
P194_Height_00	1.4m
P196_Height_00	5.2m
P197_Height_00	0.5m
P198_Height_00	3.8m
P199_Height_00	1.3m
P200_Height_00	0.6m
P202_Height_00	0.6m
P203_Height_00	0.5m
P204_Height_00	1.6m
P207_Height_00	1.1m
P209_Height_00	1.5m
P210_Height_00	1.0m
P216_Height_00	0.3m
P217_Height_00	0.9m
P218_Height_00	1.4m
P219_Height_00	1.6m
P220_Height_00	0.4m
P222_Height_00	0.7m
P223_Height_00	1.2m
P228_Height_00	3.3m
P230_Height_00	1.2m
P231_Height_00	0.4m
P234_Height_00	1.4m
P235_Height_00	1.4m
P238_Height_00	1.2m
P239_Height_00	0.1m
P242_Height_00	1.0m
P244_Height_00	1.8m
P246_Height_00	0.6m
P247_Height_00	1.2m
P249_Height_00	0.3m
P251_Height_00	1.3m
P252_Height_00	2.0m
P253_Height_00	1.5m
P254_Height_00	0.7m
P256_Height_00	0.6m
P257_Height_00	2.1m
P258_Height_00	2.0m
P260_Height_00	3.0m
P262_Height_00	1.2m
P263_Height_00	0.6m
P264_Height_00	2.8m
P265_Height_00	1.5m
P266_Height_00	0.5m
P267_Height_00	0.2m
P268_Height_00	2.2m
P269_Height_00	0.3m
P270_Height_00	1.3m
P271_Height_00	0.4m
P271_Height_01	0.3m
P271_Height_02	0.5m
P271_Height_03	0.8m
Poke_Info.msbt
P001_Info_00	ねているあいだに　つくったでんきを\nほおにある　でんきぶくろにためるんだよ。\nこうきしんが　つよくて\nよくベースキャンプにも　あそびにくるんだ。
P002_Info_00	さまざまな　かのうせいをひめた\nとくしゅな　いでんしをもつと　いわれているよ。\nレンティルちほうでも　かくしまの　かんきょうから\nえいきょうを　うけているかもしれないね。
P003_Info_00	おおきなあいてを　かるがると　なげとばす\nかいりきじまんのポケモンだよ。\nでも　ふだんは　ほかのポケモンと\nじゅえきをわけあったり　とてもおんこうなんだ。
P004_Info_00	よるの　しぜんこうえんでは　カイロスの\nりっぱなツノが　じめんから　でていたね。\nこれは　じめんに　もぐることで\nさむさから　みをまもっているんだよ。
P005_Info_00	じめんを　よくつついているのは　\nしょうかのたすけになる　こいしをたべるためだよ。\nはきだすほのおの　おんどもあがるから\nまさに　いっせきにちょう　だね。
P006_Info_00	ちいさいけど　あいてをビリビリさせる\nきょうりょくな　でんげきをだせるよ。\nでも　でんきをためておくのが　にがてなので\nおおきなポケモンによりそって　みをまもるんだ。
P007_Info_00	こうえんのなかを　あっというまに\nはしりぬける　さいきょうのランナーだよ。\nあしのちからは　とても　つよく\nジャンプは　そらをとぶ　ようなものだね。
P008_Info_00	くさむらに　みをかくしながら\nたくさんの　はっぱをたべる　くいしんぼうだよ。\nきけんがせまると　あたまのしょっかくから\nきょうれつなニオイをはなって　みをまもるんだ。
P009_Info_00	ひとのことばを　りかいする　たかいちのうと\nうつくしいうたごえを　もっているよ。\nおだやかな　うみのうえでは\nよく　おやこでいるようすを　みかけたね。
P010_Info_00	しぜんこうえんの　みずうみには\nふゆをこすために　きているんだ。\nはるになって　いっせいに\nとびたつようすは　まるで　かいがのようだね。
P011_Info_00	しっぽをつかって　えだをとびうつりながら\nあちこちへ　いどうするよ。\nちからづよくて　きような　しっぽは\nしげみを　きりはらうこともできるんだ。
P012_Info_00	ジャングルが　あまいかおりに　つつまれている\nりゆうの1つが　アマカジなんだ。\nかおりにつられたツツケラに　ちょぞうこへ\nはこばれることも　あるみたいだね。
P013_Info_00	かたいカラのなかでは　さいぼうが\nつくりなおされているんだ。\nなかまとよりそっていたり　じっとしているのは\nなかみが　こぼれないように　するためだよ。
P014_Info_00	こうぶつの　はなのミツをさがして\nあちこちを　とんでいたね。\nほそながいくちは　はなのミツだけではなく\nみずや　かじゅうをすうのにも　つかわれるんだ。
P015_Info_00	みずべには　だいたいコイキングがいたね。\nいつも　はねているだけで\nよわそうな　いんしょうがあるけど\nせいめいりょくは　つよいのかもしれないね。
P016_Info_00	あしのきゅうばんを　つかって\nどこでも　スイスイのぼれるんだ。\nてきにねらわれたら　おしりにあるトゲから\nどくをだして　ていこうするんだよ。
P017_Info_00	コアルヒーは　しぜんこうえんの\nみずうみで　うまれそだつんだよ。\nそらをとぶのは　にがてだけど\nスワンナのすがたをみて　まなぶんだって。
P018_Info_00	とてもおくびょうなので　ヌオーに\nくっついて　くらしているんだ。\nどくのねんえきを　まとっているので\nさわると　ビリビリしてしまうんだよ。
P019_Info_00	しぜんこうえんの　なかには\nやけたかじつが　おちていたね。\nあれは　エモンガが　でんきぶくろでつくった　\nでんきをつかって　やいたものなんだよ。
P020_Info_00	みみからはっする　ちょうおんぱで　まわりのことが\nわかるから　くらやみでも　とびまわれるよ。\nかじつに　ちょうおんぱを　あてていたのは\nじゅくしているか　しらべていたようだね。
P021_Info_00	こだいのポケモンが　せいそくするかざんで\nちじょうのおうとして　くんりんしているよ。\nそのつよさのためか　けいかいしんがひくくて\nねているときは　とてもむぼうびなんだ。
P022_Info_00	からだに　いくつもある　あなから\nたくさんのすなを　ふきだしていたね。\nあれは　ためているすなを　いれかえることで\nけんこうを　たもっているんだよ。
P023_Info_00	うみからふく　じょうしょうきりゅうにのって\nすべるように　そらをとぶよ。\nたべものをとるときも　かっくうする\nいきおいのまま　すいめんにとびこむんだ。
P024_Info_00	さまざまな　いいつたえをもつ\nしんぴてきなポケモンだよ。\nちのうがたかいぶん　こうきしんもつよいので\nかんさつして　あいてをみきわめようとするんだ。
P025_Info_00	ツンベアーに　みまもられながら\nせつげんで　げんきにくらしていたね。\nいつもたらしている　はなみずで\nけんこうかどうかが　わかると　いわれているよ。
P026_Info_00	いせきをまもる　というより\nすみついている　というかんじだったね。\nあやしいほのおを　ゆらめかすことで\nエネルギーをすっているみたいだよ。
P027_Info_00	たべものをとるとき　すなのなかに\nかくれて　チャンスをうかがうんだよ。\nなにも　たべないまま　ながいあいだ\nまちつづけられる　にんたいづよいポケモンなんだ。
P028_Info_00	ジャングルで　きのあなをみつけたら\nそれはツツケラの　かじつの　ちょぞうこだよ。\nかたいクチバシで　なんども\nみきをつついて　あなをあけるんだ。
P029_Info_00	マンムーとの　ナワバリあらそいがたえない\nすこし　あらっぽいせいかくを　しているよ。\nでも　こまっているクマシュンを　たすけたり\nやさしいいちめんも　あるようだね。
P030_Info_00	おおきなクチバシは　なかまどうしの\nコミュニケーションに　つかわれるんだ。\nたたきあわせていても　おたがいのきもちを\nつたえているだけで　ケンカではないんだよ。
P031_Info_00	ひざしがにがてなので　にっちゅうは\nみずのなかで　すごすことが　おおいんだ。\nのんびりとしたせいかくだけど　なかまおもいで\nおくびょうなウパーを　みまもっているよ。
P032_Info_00	きにいった　みずべをみつけると　\nダムでみずをせきとめて　すを　つくるよ。\nいちじてきに　みずをせきとめるけど　じつは\nかんきょうにも　いいこうかがあるんだよ。
P034_Info_00	はねにあるもようは　すんでいる\nしまのかんきょうによって　へんかするんだ。\nおなじしまでも　きこうがちがうばしょでは\nことなるもようの　ビビヨンがかんさつできたね。
P035_Info_00	こだいのポケモンが　せいそくするかざんで\nそらのおうじゃとして　くんりんしているよ。\nコハクがすきなのは　かつてのなかまたちを\nおもいだしているから　かもしれないね。
P036_Info_00	さばくでは　きょだいな　すなあらしのなかから\nあらわれて　びっくりしたね。\nはばたくおとが　うたごえに　にていることから\n「さばくのせいれい」とも　よばれているんだよ。
P037_Info_00	おおうなばらを　ゆったりおよぎまわる\nレンティルさいだいきゅうのポケモンだよ。\nあまりのおおきさから　てんてきがいないので\nけいかいしんがひくく　あそぶのがすきなようだね。
P038_Info_00	ちじょうでもくらせるけど　からだがかわくと\nげんきがなくなるので　うみでくらしているよ。\nほかのポケモンを　おどろかせるのがすきなのか\nあちこちで　イタズラをしていたね。
P039_Info_00	ようがんで　できたからだは　ひえるとかたまって\nうごけなくなるので　マグマのちかくにいるよ。\nじぶんのねつで　たべものがもえてしまうので\nたべるときには　くふうがひつようみたいだね。
P040_Info_00	ちいさなポケモンたちが　さみしくないよう\nよりそってあげる　やさしいポケモンだよ。\nママンボウのまわりには　しぜんと\nさまざまなポケモンが　あつまるんだ。
P041_Info_00	むれでおよいでいると　おたがい\nまけないよう　スピードをきそいあうよ。\nいきおいあまって　すいめんから　おおきく\nとびだして　しまうこともあるんだ。
P042_Info_00	せつげんのさむさで　がんじょうになった\nこおりのキバは　ツンベアーのこおりのツメにも\nまけないくらい　つよいんだ。　ウリムーたちも\nマンムーといっしょなら　こころづよいだろうね。
P044_Info_00	きせつによって　すがたをかえるポケモンだよ。\nトキシキのもりでは　ほんらいは\nそろうことのない　4つのすがたを\nいちどに　みることができるようだね。
P045_Info_00	ディアンシーや　なかまたちと\nみをよせあって　なかよく　くらしていたね。\nどうくつの　こうおんこうあつな\nかんきょうによって　うまれたと　いわれているよ。
P046_Info_00	するどいツメで　じめんをほっていたのは\nこうぶつのほうせきを　さがすためなんだよ。\nメレシーをみるときだけは\nめのかがやきが　ちがっているようだったね。
P047_Info_00	ハートのかたちをした　からだは\nめだつので　ねらわれやすいんだ。\nサニーゴのえだのあいだで\nねむるのは　みをまもるためなんだよ。
P048_Info_00	はばたけば　あらゆるものを\nふきとばす　おおかぜをおこすよ。\nとおくではねる　コイキングも\nみのがさない　しりょくも　もっているんだ。
P049_Info_00	いわのかべも　すなのうみも\nじゆうに　うごきまわることができるよ。\nイワークが　とおってできた　あなは\nほかのポケモンの　すあなになるんだ。
P050_Info_00	3つあるあたまは　それぞれちがうことを\nかんがえているけど　なかよしなんだよ。\nはまべのきに　よりそって　ねむるのは\nぎたいして　みをまもるためなんだ。
P051_Info_00	からだがおもいけど　ちからづよい　うしろあしで\nじめんをけると　すごいスピードが　だせるんだ。\nヨーヨーリバーでは　よく　すいちゅうから\nとびだしてきて　びっくりしたよね。
P052_Info_00	ふだんは　しげみのなかで\nかくれて　くらしているよ。\nうれしいことがあると　でてきて\nなかまといっしょに　おどるんだ。
P053_Info_00	せかいいち　ぐうたらで　てのとどくものしか\nたべない　ものぐさなポケモンだよ。\nでも　すごく　おなかが　すいていたのか\nよるには　あるいているようすも　みられたね。
P054_Info_00	だれにでも　およぎのしょうぶを　しかける\n「うみのギャング」と　よばれているよ。\nおよぎは　はやいけど　ながいじかん\nスピードをたもてないのが　じゃくてんなんだ。
P055_Info_00	さばくのかんきょうに　みをまかせながら\nきままにくらしている　ポケモンだよ。\nからだにあるトゲは　するどいので\nいろいろなものが　ささってしまうみたいだね。
P056_Info_00	よるに　ピンクのぶぶんが　かがやいていたのは\nひるに　たいようこうを　ためていたからだよ。\nおよいでいるようすは　まるで\nはばたいているようで　うつくしかったね。
P057_Info_00	かそくすると　しょうげきはが　でるほどの\nちからづよい　はねをもっているよ。\nはねを　やすめるときは\nからだをさかさまにして　えだにとまるんだ。
P058_Info_00	しなやかに　はったつしたきんにくで\nおともたてずに　ジャングルをかけぬけるよ。\nでも　きまぐれで　ふだんは\nのんびりとしていることが　おおいんだ。
P059_Info_00	はまべでは　すなにうもれている\nマッギョがいたね。\nあれは　でんきでビリビリにするために\nじぶんをふむあいてを　まっているんだ。
P060_Info_00	たべものをさがして　さばくのそらを\nゆうぜんと　とびまわっているよ。\nほかのポケモンは　たべものをとられないよう\nいつも　けいかいしているんだ。
P061_Info_00	すうひゃくねんある　ながいじゅみょうを\n1つのはなぞのを　まもるために　いきるんだよ。\nしぜんこうえんの　はなばたけが　うつくしいのは\nフラージェスの　おかげなんだ。
P062_Info_00	よるになると　うみかぜにのって\nアシレーヌの　うつくしいうたごえが\nきこえてくるよ。　まんげつを　はいけいに\nうたうようすは　とても　げんそうてきだったね。
P063_Info_00	マケンカニのたたかいかたは　せめかたも\nまもりかたも　ボクシングのようだね。\nたまに　はまべのきと　まちがえて\nナッシーに　パンチしてしまうことがあるよ。
P064_Info_00	きずなをだいじにする　ポケモンで\nいつも　なかまのために　こうどうするよ。\nいわのタテガミや　ツメなどをつかって\nイワンコを　まもっているんだ。
P064_Info_01	ここうなポケモンで　じぶんでとった\nたべものいがいは　ほとんどくちにしないんだ。\nいつも　たたかいをもとめていて\nてごわいあいてでも　しょうぶをいどむんだよ。
P065_Info_00	ようぶんたっぷりのツルに　かざられたはなは\nかっせいかされて　いろあざやかにさくよ。\nフラージェスのまもる　はながすきで\nいつもいっしょに　はなばたけにいるよ。
P066_Info_00	あいらしい　みためをしているけど\nとてもつよいちからを　もっているんだ。\nたいないきかんを　はきだして　たたかったり\nなかまと　ちからくらべをすることもあるよ。
P067_Info_00	サンダースは　たいもうの　1ぽん1ぽんが\nでんきで　つつまれていたね。　そのでんきは\nきょうりょくで　からだから　はなれたあとも\nしばらく　たいでんしているほどなんだ。
P068_Info_00	ふんしゃした　みずのいきおいをつかって\nとぶこともできるよ。\nこうらにこもると　あんしんするのか\nにっこうよくしていることもあるんだ。
P069_Info_00	サイコパワーをつかった\nしっぽでのなみのりが　とくいだよ。\nいいなみがきたときに　そなえて\nいつも　はまべで　れんしゅうしているんだ。
P070_Info_00	なにもいないように　みえる\nブルーホールで　くらしているよ。\nさいぼうが　みずのぶんしに　にているから\nすいちゅうにいると　みえなくなるんだ。
P071_Info_00	きたえぬかれた　4ほんのうでは\nおよぐときにも　かつやくするんだ。\nうみでくらすポケモンにも　まけないほど\nはやく　およぐことができるんだよ。
P072_Info_00	こうきしんがつよくて　さまざまなものに\nきょうみをしめすよ。　こうふんすると\nたいおんがあがるけど　ふさふさのたいもうから\nねつをだすことで　ひやすんだ。
P073_Info_00	じぶんのおもさと　おなじくらいのりょうを\nたべるおなかは　まさにキングサイズだね。\nちいさなポケモンの　ベッドになっても\nカビゴンは　きにしないみたいだ。
P074_Info_00	フロレオとうで　100ねんぶりに\nすがたをあらわし　キミがさつえいした\nイルミナポケモンだよ。\nはなのさくおかでは　いろんなポケモンと\nなかのいいようすが　みられたね。
P075_Info_00	うれしいことがあると　からだにある\nもようがひかって　エネルギーをうみだすよ。\nいせきでは　よくアブソルと\nいっしょにいるようすが　みられたね。
P076_Info_00	とけいよりも　じかんにせいかくだと\nいわれている　ポケモンだよ。\nひかりがにがてな　やこうせいなので\nひるまは　きのあなのなかで　ねむっているんだ。
P077_Info_00	くうきのながれをよむことで　あらゆることを\nよちするちからを　もっているよ。\nトキシキのもりでは　みちにまよわないよう\nみちびいてくれている　ようだったね。
P078_Info_00	ひがおちると　ひかるものをもとめて\nしぜんこうえんないを　とびまわるよ。\nじぶんより　おおきいあいてにも\nちょっかいをだす　こわいものしらずなんだ。
P079_Info_00	あたまにあるえだは　きれいなうみから\nえいようをもらうことで　うつくしくそだつよ。\nたいようこうを　あびることで\nなないろに　かがやくこともあるんだ。
P080_Info_00	ひそむのに　ぴったりな\nいわかげをさがして　あるきまわるよ。\nナワバリのぬしに　おこられると\nスミをはいてから　にげるんだ。
P081_Info_00	さむくなると　たべものをもとめて\nしぜんこうえんに　たくさんやってくるよ。\nケムッソに　ちょっかいをだすけど\nはんげきされることが　おおいんだ。
P082_Info_00	クチバシに　ものをいれて　はこぶことから\n「そらのはこびや」と　よばれているよ。\nおなかがすいたときは　たべものをもとめて\nみずのなかに　もぐることもあるんだ。
P083_Info_00	こうげきしてきたあいてに　するどいツメで\nたちむかう　いさましい　いちめんもあるよ。\nでもじつは　なみのおとや　うたごえをききながら\nおだやかに　すごすのが　すきみたいだね。
P084_Info_00	こかげの　しめったばしょがすきで\nひっそりと　くらしているんだ。\nおどろいたりすると　あたまから　どくのほうしを\nばらまくから　ようちゅういだよ。
P085_Info_00	きちょうめんな　せいかくなのか\nいつも　しっぽのやいばを　といでいたね。\nこのやいばは　するどいうえに\nもうどくが　しみだしていて　きけんなんだよ。
P086_Info_00	うまれたときから　3びきでいっしょに\nビークインのために　はたらいているんだ。\nクリスタフラワーのちかくで　あつめられたミツは\nとてもあまくて　のうこうなんだよ。
P087_Info_00	もりのおくで　むれをつくって　くらしているよ。\nくさきのはえた　おおきなせなかは\nちいさなポケモンにとって\nあんしんできる　ばしょのようだね。
P088_Info_00	みをまもるため　あんぜんなサンゴしょうを\nいつも　さがしているんだ。\nいどうするときは　フワライドに\nはこんでもらったりもするよ。
P089_Info_00	さまざまな　フェロモンをだして\nミツハニーたちに　しじをだすよ。\nそのようすは　まるで\nオーケストラの　しきしゃのようだね。
P090_Info_00	たいおんを　コントロールすることで\nまわりのくうきを　こおらせるよ。\nひとなきしただけで　ダイヤモンドダストが\nはっせいしたのには　おどろいたね。
P091_Info_00	ツルのうでを　きようにつかって\nはなれたところにある　かじつをとるよ。\nうでをのばして　おおきなからだを\nとおくまで　はこぶこともできるんだ。
P092_Info_00	ジャングルの　たきのちかくは\nとても　くうきがすんでいたね。\nしょくぶつににた　さいぼうをもつ　リーフィアが\nこうごうせいを　おこなっているからなんだよ。
P093_Info_00	ひるまは　きままにうかんでいて\nゆうがたになると　どこかへとんでいくよ。\nフワライドが　いどうをてつだったあと\nみつからない　パールルもいるみたいだね。
P094_Info_00	あらゆるポケモンと　こころをかよいあわせる\nふしぎなちからを　もっているよ。\nうつくしいうたごえに　ひかれるように\nかいていから　すがたをあらわすんだ。
P095_Info_00	あれただいちも　ふっかつさせる\nふしぎなちからを　もっているよ。\nまるくなると　はなにしかみえないので\nちかくにいても　にんしきできないんだ。
P096_Info_00	レンティルでは　りゅうつうしていないはずの\nモンスターボールににた　すがたをしているよ。\nなぜ　このすがたなのか\nりゆうは　かいめいされていないんだ。
P097_Info_00	とっしんしながらの　ずつきのいりょくは\nおおいわを　ふんさいするほどなんだよ。\nむれのなかで　おおゲンカになっても\nあたまのふさふさの　おかげでケガはしないんだ。
P098_Info_00	ひかるものや　すいちゅうにひびくおとに\nついつい　はんのうしてしまうよ。\nふだんは　はっこうすることで　なかまと\nじょうほうを　こうかんしているからなんだ。
P099_Info_00	しぜんこうえんの　はなばたけが\nすきで　すみかにしているよ。\nこころをおだやかにする　はどうをだすときは\nかろやかなステップで　おどるんだ。
P100_Info_00	10ぽんのしょくしゅと　どくのトゲを\nもっている　むれでくらすポケモンだよ。\nサニーゴのえだが　だいすきで\nよくおいかけているようすが　みられたね。
P101_Info_00	すなやまに　おんねんがとりついて\nうまれたと　いわれているんだ。\nすなはまに　かわいいスコップがささっていても\nふよういに　ちかづいてはいけないよ。
P102_Info_00	こうらぼしをして　たいようこうをあびることで\nつよくなるための　えいようをつくるよ。\nまだつよくないので　ラプラスたちに\nたすけてもらうことも　おおいようだね。
P103_Info_00	ひるまは　かくれてねむっているけど\nよるになると　かつどうしはじめるよ。\nネマシュのほうしは　ねむけをさそう\nこうかがあるんだ。
P104_Info_00	おたがいの　しっぽのほのおが　きえないよう\nむれをつくって　くらしているよ。\n1ぴきしかいないように　みえるときも\nちかくに　なかまがいるから　さがしてみてね。
P105_Info_00	おしりとくちの　りょうほうからだせる　いとで\nたべものをとったり　すを　つくったりするんだ。\nすに　いないときは　たべものをもとめて\nあるきまわっているよ。
P106_Info_00	うまれてから　しばらくは　たいようこうと\nせなかのたねにつまった　えいようでそだつんだ。\nおおきくなるまでは　ほかのポケモンに\nささえられながら　いきるんだよ。
P107_Info_00	さいはてのしまの　ちていふかくにすむ\nイルミナポケモンだね。\nちかくのいせきから　とうじのひとびとと\nこうりゅうがあったことが　うかがえたよ。
P108_Info_00	きれいなみずのなかを　ゆうがにおよぎまわる\nイルミナポケモンだったね。\nメガニウムに　こおうするように\nめざめたと　ぼくはかんがえているんだ。
P109_Info_00	まさか　ボルクとうのイルミナポケモンが\n2ひきいるとは　かんがえてもいなかったよ。\nとびながら　かいわしているように\nみえたけど　なにをはなしていたんだろうね。
P110_Info_00	いせきにいたゼルネアスが　さいしょの\nイルミナポケモンだと　かんがえているんだ。\nレンティルちほうをまもり　ねむりについてから\nやく2000ねん。　かんぜんに　ふっかつするひは\nいつか　くるのだろうか？
P111_Info_00	キャプテン・ビクトルもいけなかった\nしんかいでであった　イルミナポケモンだよ。\nほんらいはピンチのときに　むれをつくるけど\nコピアしょとうでは　ちがうようだったね。
P111_Info_01	じんけいをくんで　むれたすがたとなった\nイルミナポケモンのヨワシだね。\nすがたがかわるとどうじに　ものすごいりょうの\nイルミナフォースが　けいそくされたんだ。
P112_Info_00	おんがくや　たかいところが　すきで\nリズムをとったり　おどったりするよ。\nスティックをたたくと　くさばなのげんきも\nたのしさも　ばいぞうするみたいだね。
P113_Info_00	はしると　ほのおのエネルギーが\nぜんしんをめぐって　さらにげんきになるんだ。\nエンリョなしに　はしりまわるので\nトラブルになることも　あるみたいだね。
P114_Info_00	とてもおくびょうで　びっくりするだけで\nさいるいせいぶんをもつ　なみだをながすよ。\nまわりのポケモンも　つられて\nなきだしてしまうんだ。
P115_Info_00	せなかにある　おおきなはなのかおりは\nポケモンのこころを　なごませるんだ。\nみずべにいる　ちいさなポケモンたちも\nあんしんして　あそんでいたね。
P116_Info_00	ジャングルでは　きのうえで\nきように　ねむっていたね。\nおなかにある　かおにもみえる　もようは\nあいてを　いかくするときに　みせつけるんだ。
P117_Info_00	せなかが　かたいひふで　おおわれていて\nからだを　まるめることで　みをまもるよ。\nそのまま　ころがることで　さばくを\nすばやく　いどうすることもできるんだ。
P118_Info_00	たいようこうが　にがてなので\nつちのなかで　くらしているよ。\nイワークが　ほりすすんだあと　できたあなは\nディグダのすに　ぴったりなんだ。
P119_Info_00	いつも　ずつうに　なやまされていて\nぼんやりしていることが　おおいんだ。\nかわに　ながされることも　あるけど\nコダックは　きにしていないみたいだね。
P120_Info_00	からだには　もうどくのガスが　つまっているよ。\nおおきく　ふくらむことがあるのは\nどくぬまの　せいぶんによって　かがくへんかが\nそくしんされるからなんだ。
P121_Info_00	おなかのふくろで　こそだてをするよ。\nちかづくあいてには　いかくするけど\nこどもをまもろうという　いしがつよいからで\nほんとうは　やさしいポケモンなんだ。
P122_Info_00	とてもきょうぼうで　あらゆるものを\nはかいする　ちからをもつポケモンだよ。\nヨーヨーリバーの　がんぺきが　けずられていたのは\nギャラドスが　たきを　のぼったからなんだ。
P123_Info_00	いせきに　かくれてくらしている\nとても　ちのうのたかいポケモンだよ。\nきよらかな　こころのもちぬしの　ちかくにだけ\nすがたをあらわすと　いわれているよ。
P124_Info_00	よるになると　きらめくこなを\nふりまきながら　とぶよ。\nほしあかりを　エネルギーにするせいしつから\nひかるものに　ひかれやすいみたいだね。
P125_Info_00	よぞらのみえる　どうくつで\nおどっているようすが　みられたね。\nピィは　たいこのむかし　ながれぼしにのって\nやってきたと　いわれているんだよ。
P126_Info_00	きに　おおきなツメあとが　あったら\nそこは　リングマの　ナワバリだよ。\nきにいったばしょを　ほかのポケモンに\nとられないよう　めじるしをつけるんだ。
P127_Info_00	すなあらしのなかで　ねむれてしまうくらい\nがんじょうなからだを　もっているよ。\nさばくでは　つよいあいてとの　たたかいを\nまちのぞんでいるようだったね。
P128_Info_00	なんでも　まるのみにして\nしょうかしてしまう　くいしんぼうだよ。\nどくがあるものが　すきだから　どくぬまは\nマルノームにとって　ごちそうのやまなんだ。
P129_Info_00	さばくにある　すりばちじょうに\nくぼんだばしょは　ナックラーのすだよ。\nみをまもりながら　おちてきたたべものを\nうけとれる　ごうりてきなつくりなんだ。
P130_Info_00	くびもとにみのった　あまいふさを\nみんなにわけあたえる　やさしいポケモンだよ。\nおおきなからだだけど　かろやかに\nそらをとぶことが　できるんだ。
P131_Info_00	にごったかわのみずを　みとおすことができる\nしりょくを　もっているんだ。\nちじょうで　どろかけをしているのは\nひふのうるおいを　たもつためなんだよ。
P132_Info_00	ヒトカゲと　おいかけっこしたり\nあそんでいるようすが　みられたね。\nまえあしには　かけまわることで\nでんきをつくりだす　しくみがあるんだよ。
P133_Info_00	おおきなしっぽで　いわばにぶらさがって\nまわりを　かんさつしていたね。\nたべものを　ねらうときは　まったく　おとをたてず\nかっくうするように　とぶんだ。
P134_Info_00	たいないで　つくった　ほのおを\nはなから　うつことができるよ。\nきゅうかくも　すぐれていて　においで\nたべものを　さがすのが　とくいなんだ。
P135_Info_00	りょうてのツメを　かさねあわせたまま\nからだをスピンさせて　ちちゅうを　ほりすすむよ。\nちじょうに　かおをだすのは\nひとやすみするためなんだ。
P136_Info_00	すばやいうごきで　あいてをおいつめる\nこうげきてきな　いちめんがあるよ。\nからだをまるめて　ねむるのは\nむかしの　なごりかもしれないね。
P137_Info_00	せおっているいわは　ナワバリあらそいのときに\nこわされたら　まけになる　だいじなものなんだ。\nかんけつせんの　せいぶんで　かたくなったいわが\nイワパレスの　おきにいりみたいだね。
P138_Info_00	あしのきんにくを　でんきでしげきして\nすばやくうごかすと　すいめんもはしれるんだ。\nエリマキをひろげると　いちどにつくれる\nでんきのりょうも　ふえるんだよ。
P139_Info_00	ほかのポケモンと　なかよくなるのが　とくいで\nよく　あそんでいるようすが　みられたね。\nいざというときは　みんなをまもるために\nこうどうする　ゆうかんさを　もっているんだ。
P140_Info_00	かんけつせんのあたりは　あまいかおりがしたよね。\nあれは　エンニュートの\nどくガスにふくまれる　フェロモンが\nすなや　みずに　しみこんでいるからなんだ。
P141_Info_00	ふだんは　かたいカラにつつまれているけど\nこれが　ほんらいのすがたなんだ。\nコアのじょうたいでも　うごきまわれるのは\nイルミナげんしょうに　かんけいある\nかもしれないね。
P141_Info_01	よぞらから　やってきたと\nいわれているポケモンだよ。\nさばくで　そらに　かえっていく\nようすは　きれいだったね。
P142_Info_00	ボルクとうの　へいわをまもるため　かみなりが\nおちるのと　おなじはやさでパトロールしているよ。\nカラリこうやでは　すがたを\nみることができて　うんがよかったね。
P143_Info_00	よく　けんきゅうしつのちかくで\nヤブクロンと　あそんでいるね。\nのびつづけるキバを　けずるためとはいえ\nはしらをかじられるのは　こまってしまうよ。
P144_Info_00	おおきなツメのおかげで　ゆきのなかを\nおよぐように　いどうできるんだ。\nせなかにある　こおりのトゲは　ツメよりも\nするどくて　あらゆるものから　みをまもるよ。
P145_Info_00	けいかいしているときは　くちから\nれいきをはいて　いかくするよ。\nなかよしのポケモンとは　おいかけっこしたり\nむじゃきに　あそんでいたね。
P146_Info_00	いつのころか　ちかくにすみはじめて\nきまぐれに　あらわれては\nねたりあそんだりしているんだ。\nネオワンごうに　じゃれたりもするから\nおもわず　あわててしまうよ。
P147_Info_00	なだらかなラインの　からだは\nていこうがすくないので　はやくおよげるんだよ。\nせつげんでは　タマザラシを　ボールのように\nとばして　あそんでいたね。
P148_Info_00	ねんじるだけで　さまざまなことを\nおこすと　いわれているよ。\nヒエールせつげんでおきる　ふかしぎなことの\nおおくに　かかわっていたね。
P149_Info_00	てあしを　こまかくうごかして　せつげんの\nきぎのあいだを　すばやくかけぬけていたね。\nとうぼくや　すあなにかくれる\nしゅうせいがあって　それにてきした\nほそながいからだを　もっているんだ。
