AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
P071_Info_00	經過千錘百鍊的4隻手臂\n在游泳時也能大大派上用場。\n牠游泳的速度非常快，甚至\n不輸給生活在海裡的寶可夢。
P072_Info_00	火伊布的好奇心很旺盛，\n對各式各樣的事物都有興趣。\n興奮時體溫會上昇，但牠能從\n蓬鬆的體毛散熱來降溫。
P073_Info_00	牠能夠吃下和自己的體重相當的食物，\n是名副其實的大胃王。\n就算小型的寶可夢把牠當成是床，\n卡比獸好像也不會介意。
P074_Info_00	{[0a00|ffcd0200604f0200b359]}拍攝到的這隻寶可夢是\n暌違了100年才在芙羅蕾島\n現身的霓光寶可夢喔。\n在百花盛開的山丘上，{[0a00|ffcd0200604f0200b359]}還見到了\n牠與各種寶可夢融洽相處的景象吧？
P075_Info_00	只要有開心的事情，身體上的\n花紋就會發光並產生能量喔。\n{[0a00|ffcd0200604f0200b359]}在遺跡裡應該很常看見\n月亮伊布和阿勃梭魯待在一起吧。
P076_Info_00	據說咕咕對於時間的掌握\n比時鐘都還要正確喔。\n牠是夜行性的寶可夢，生性怕光，\n因此白天都會在樹洞裡睡覺。
P077_Info_00	透過感受空氣的流動，\n牠能預知所有的事情。\n在多奇思季森林，牠就像是\n在領路，以免大家迷路呢。
P078_Info_00	日落後會為了尋找發光的東西，\n在自然公園裡到處飛行。\n天不怕地不怕，就連體型比\n自己大的對手牠都敢去惹。
P079_Info_00	藉由從乾淨的大海攝取養分，\n牠頭上的珊瑚枝能長得很美麗。\n在牠沐浴陽光之後，\n有時還會發出七彩光芒呢。
P080_Info_00	章魚桶會為了尋找適合\n藏身的岩石陰影而四處徘徊。\n如果惹怒了那個地盤的主人時，\n牠就會噴出墨汁趁機逃走。
P081_Info_00	天氣變冷後，許多傲骨燕\n都會來到自然公園尋找食物。\n牠們會去捉弄刺尾蟲，但在\n大多數的情況下都會遭到反擊。
P082_Info_00	大嘴鷗會把東西裝在鳥嘴裡運送，\n所以被稱為「空中送貨員」。\n肚子餓的時候，牠還會\n為了覓食而潛入水中喔。
P083_Info_00	貓鼬斬有著勇猛的一面，牠會用\n鋒利的爪子去對抗攻擊自己的對手。\n但其實牠好像更喜歡聽著\n波浪聲或歌聲，平靜地過日子。
P084_Info_00	蘑蘑菇喜歡靜靜地生活在\n樹蔭下潮濕的地方。\n小心不要嚇到牠，否則牠會\n從頭上撒出有毒的孢子喔。
P085_Info_00	或許是因為飯匙蛇的個性一絲不苟，\n所以牠總是在打磨尾巴上的刀刃呢。\n這刀刃不但非常鋒利，\n而且還會滲出劇毒，很危險呢。
P086_Info_00	三蜜蜂從出生那時起就是\n3隻在一起為蜂女王工作。\n在晶奇花附近採到的花蜜，\n味道香甜又濃郁喔。
P087_Info_00	土台龜會在森林深處群居生活。\n牠那長著草木的寬闊背部，\n對小型的寶可夢來說\n似乎是個能安心的地方呢。
P088_Info_00	為了保護自己，珍珠貝\n總是在尋找安全的珊瑚礁。\n當需要移動的時候，\n牠還會請隨風球搬運自己喔。
P089_Info_00	蜂女王會釋放出各種費洛蒙\n來對三蜜蜂們下達指示。\n這時的樣子讓牠看起來\n就像是交響樂團的指揮呢。
P090_Info_00	冰伊布能夠控制自己的體溫，\n使周圍的空氣結凍。\n在牠一聲鳴叫下就會產生冰晶，\n那幅景象真是令人驚訝呢。
P091_Info_00	牠會靈活使用藤蔓形成的手臂\n摘取生長在遠處的果實喔。\n而且牠還能伸長手臂，將自己\n龐大的身體運到遠處呢。
P092_Info_00	叢林裡的瀑布附近\n是不是空氣非常清新呢？\n那是因為細胞結構類似植物的\n葉伊布在那裡進行光合作用喔。
P093_Info_00	白天牠會隨心所欲地飄在空中，\n到了傍晚，就會飛往沒人知道的地方去。\n聽說有些珍珠貝在請隨風球\n幫忙牠移動之後，就不知去向了呢。
P094_Info_00	瑪納霏擁有神奇的力量，\n能與任何寶可夢心意相通。\n牠會像是受到美妙歌聲吸引似地\n從海底現身喔。
P095_Info_00	謝米擁有能讓荒蕪的大地\n恢復生機的神奇力量。\n當牠蜷起身體時就和花一模一樣，\n所以即使就在身邊也難以察覺呢。
P096_Info_00	藍蒂爾地區並沒有精靈球流通，\n但哎呀球菇的樣子卻酷似精靈球呢。\n至於牠為什麼會長成這個樣子，\n原因目前還是一個謎。
P097_Info_00	爆炸頭水牛在猛衝時使出的頭錘威力，\n足以將巨大的岩石撞得粉碎。\n即使在群體裡發生了激烈衝突，\n頭上蓬鬆的毛也能保護牠們不受傷喔。
P098_Info_00	牠會不由自主地對發光的東西\n或水裡的聲響做出反應。\n這是因為好啦魷平時會透過\n發光來和夥伴交換訊息的緣故。
P099_Info_00	仙子伊布很喜歡自然公園的花海，\n因此把那裡當成了自己的住處。\n當牠釋放出令心情平靜的波動時，\n會跳起腳步輕快的舞蹈呢。
P100_Info_00	牠擁有10根觸手和毒刺，\n是過著群居生活的寶可夢。\n非常喜歡太陽珊瑚的枝條，所以\n常能見到牠在追太陽珊瑚的模樣喔。
P101_Info_00	據說沙丘娃是怨念附在沙丘上，\n從而誕生的寶可夢。\n就算看到有可愛的鏟子插在\n沙灘上，也不要輕易靠近喔。
P102_Info_00	傑尼龜會曬甲殼，透過日光浴來\n製造出讓自己變強的營養。\n因為還不夠強，所以牠似乎\n經常需要拉普拉斯們來救牠呢。
P103_Info_00	睡睡菇在白天會躲起來睡覺，\n但到了晚上就會開始活動喔。\n睡睡菇的孢子有著\n讓人昏昏欲睡的效果呢。
P104_Info_00	為了確保彼此尾巴上的火焰不熄滅，\n小火龍們會成群生活在一起。\n即使只有看到1隻小火龍，\n在附近也一定會有夥伴。{[0a00|ffcd0200604f0200b359]}可以找找看喔。
P105_Info_00	阿利多斯能從屁股和嘴裡\n吐出絲來獲取食物或築巢。\n當牠不在巢裡的時候，就是\n正在為了覓食而到處遊走。
P106_Info_00	在出生後的一段時間內，牠會靠陽光\n和背上種子裡儲存的營養來成長。\n直到牠長大之前，妙蛙種子都需要\n靠其他寶可夢的幫助來生活喔。
P107_Info_00	牠是居住在邊陲之島\n地底深處的霓光寶可夢。\n從附近的遺跡可以看出\n牠和當時的人們有交流喔。
P108_Info_00	這隻霓光寶可夢在清澈的水中\n游來游去非常優雅，對不對？\n我認為牠可能是響應了大竺葵，\n所以才會甦醒的。
P109_Info_00	我從來沒想過玻鷗克島上\n居然會有2隻霓光寶可夢。\n牠們看起來像是在邊飛邊對話，\n不知道是在說些什麼呢。
P110_Info_00	我認為在遺跡裡的哲爾尼亞斯\n就是最初的霓光寶可夢。\n在牠保護藍蒂爾地區後，\n已經沉睡約2000年了。\n牠會有完全復活的一天嗎？
P111_Info_00	這是{[0a00|ffcd0200604f0200b359]}在連威克多隊長也沒能到達的\n深海所遇見的霓光寶可夢。\n弱丁魚一般是在遇到危機時才會集結成群，\n但在珂博亞群島好像不是這麼一回事呢。
P111_Info_01	這是組成陣形變為魚群的樣子的\n霓光寶可夢弱丁魚，對不對？\n在牠改變樣子的同時，\n我們偵測到了非常大量的霓光能呢。
P112_Info_00	敲音猴喜歡音樂和高處，\n會獨自敲打節奏或是跳起舞來喔。\n當牠敲打木棒時，花花草草似乎\n都會活力加倍、歡樂無比呢。
P113_Info_00	奔跑時，火之能量會在全身循環，\n讓炎兔兒變得更有活力。\n因為牠會不顧一切地四處奔跑，\n所以有時好像會引起麻煩呢。
P114_Info_00	淚眼蜥十分膽小，只要受到驚嚇\n就會流下含有催淚成分的淚水。\n周圍的寶可夢也會受到影響，\n跟著開始流淚呢。
P115_Info_00	牠背上的大花所散發出的香氣\n能夠撫平寶可夢的心情。\n{[0a00|ffcd0200604f0200b359]}有見到在水邊的小型寶可夢們\n也都放心地跟牠玩在一起對吧？
P116_Info_00	{[0a00|ffcd0200604f0200b359]}有看到阿柏怪靈巧地\n睡在叢林的樹上對不對？\n牠腹部的花紋就像是一張臉，\n會在威嚇對手時展現出來喔。
P117_Info_00	穿山鼠的背部覆蓋著堅硬的皮膚，\n能透過蜷起身體來保護自己。\n只要保持蜷曲的姿勢滾動，\n就能在沙漠中迅速移動呢。
P118_Info_00	地鼠討厭陽光，所以都生活在土裡。\n大岩蛇挖地前進後形成的洞穴\n很適合當作地鼠的巢穴喔。
P119_Info_00	可達鴨總是因為頭痛而煩惱，\n所以絕大多數的時間都是在發呆。\n雖然有時候會被河流沖走，\n但可達鴨牠好像一點都不在意。
P120_Info_00	牠的身體裡充滿了帶有劇毒的瓦斯。\n牠之所以有時會膨脹得大大的，\n是因為毒沼的成分\n促進了體內的化學變化。
P121_Info_00	袋獸會在腹部的袋子中養育孩子。\n雖然牠會威嚇靠近牠的對象，\n但這只是出於護子心切，\n其實牠是很溫柔的寶可夢喔。
P122_Info_00	暴鯉龍的脾氣非常凶暴，\n擁有能破壞所有東西的力量。\n悠悠河的岩壁之所以有被削磨的痕跡，\n就是因為暴鯉龍攀上了瀑布的緣故呢。
P123_Info_00	夢幻平時躲在遺跡裡生活，\n是智商相當高的寶可夢。\n據說牠只會在擁有\n純潔心靈的人附近現身喔。
P124_Info_00	到了晚上牠就會一邊撒著\n閃閃發亮的粉末，一邊飛翔。\n牠擁有將星光轉化為能量的性質，\n因此似乎容易會被發光的東西所吸引。
P125_Info_00	{[0a00|ffcd0200604f0200b359]}在能夠仰望夜空的洞窟中，\n有見到牠們跳舞的樣子吧？\n據說皮寶寶是在太古時代\n乘著流星而來的喔。
P126_Info_00	如果樹木上有巨大的爪痕，\n那裡就是圈圈熊的地盤喔。\n牠會在自己喜歡的地方留下記號，\n以防那裡被其他寶可夢搶走。
P127_Info_00	班基拉斯的身體很結實，\n即使在沙暴中也能入睡。\n牠在沙漠中好像期待著\n能與強大的對手戰鬥呢。
P128_Info_00	不管是什麼牠都會整個吞下，\n並且消化掉的貪吃鬼。\n吞食獸最喜歡吃有毒的東西，\n因此毒沼對來牠說是美食天堂呢。
P129_Info_00	沙漠裡缽狀的凹洞就是大顎蟻的巢穴。\n巢穴的構造十分合理，讓大顎蟻既能\n保護自己，又能接到掉進來的食物喔。
P130_Info_00	牠會把脖子上結出來的香甜果實\n分享出去，是一種溫柔的寶可夢。\n雖然身體龐大，但卻能輕盈地\n在空中飛翔喔。
P131_Info_00	擁有絕佳的視力，\n在混濁的河水中也能看清四周。\n牠在陸地上會往自己身上擲泥巴，\n這是為了要讓皮膚保持濕潤。
P132_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠和小火龍一起玩著\n追逐遊戲的景象吧。\n牠前腳的構造，讓牠在四處奔跑時\n可以製造出電力呢。
P133_Info_00	天蠍王會用牠大大的尾巴\n倒掛在岩石區觀察四周。\n當牠在獵食時，會悄無聲息地\n用滑翔的方式飛過去。
P134_Info_00	暖暖豬可以從鼻子射出\n體內製造的火焰喔。\n牠的嗅覺也很靈敏，\n擅長循著氣味去找出食物。
P135_Info_00	牠會將雙掌的爪子併攏，\n藉著讓身體旋轉在地下挖掘前進。\n當牠需要小歇時，\n就會把頭探出地面喔。
P136_Info_00	蜈蚣王有著充滿攻擊性的一面，\n會以敏捷的動作追趕對手。\n牠睡覺時會蜷起身體，\n這大概是從前留下的習慣吧。
P137_Info_00	爭奪地盤時要是岩石被破壞就是輸家，\n所以背負的岩石對牠極為重要。\n因間歇泉的成份而變硬的岩石，\n似乎是岩殿居蟹的最愛呢。
P138_Info_00	當牠用電流刺激腿部肌肉並且\n迅速行動時，就能在水面上奔跑呢！\n在展開頸傘後，光電傘蜥一次能\n產生的電量也會增加喔。
P139_Info_00	岩狗狗擅長和其他的寶可夢交朋友，\n也難怪經常能看到牠們玩在一起的樣子。\n而且牠很勇敢，在危急的時候\n牠會挺身去保護大家喔。
P140_Info_00	{[0a00|ffcd0200604f0200b359]}在間歇泉附近是不是\n有聞到甜甜的香氣？\n那是因為焰后蜥的毒瓦斯中所含的\n費洛蒙滲透在沙子和水裡的緣故。
P141_Info_00	平時牠是被堅硬的外殼包覆著，\n但這才是小隕星原本的樣子喔。\n也許是霓光現象的影響，\n讓牠就算是在只有核心的狀態\n也能自在地活動呢。
P141_Info_01	據說牠是來自夜空的寶可夢。\n牠從沙漠回到天上去的那幅景象，\n是不是漂亮得令{[0a00|ffcd0200604f0200b359]}難忘呢？
P142_Info_00	為了維護玻鷗克島的和平，\n牠會用與落雷相同的速度在島上巡邏。\n能在枯拉里荒野看見牠的身影，\n{[0a00|ffcd0200604f0200b359]}的運氣真好呢。
P143_Info_00	{[0a00|ffcd0200604f0200b359]}經常可以看到牠和破破袋\n在研究室附近玩耍，對不對？\n雖然說牠不斷生長的牙齒需要磨，\n但柱子被啃真的讓我很傷腦筋呢。
P144_Info_00	巨大的爪子讓穿山王能夠\n在雪中像游泳般地移動。\n背上的冰針比爪子還要尖銳，\n能夠從所有東西保護牠不受傷害。
P145_Info_00	在警戒的時候，牠會從口中\n呼出寒氣來威嚇對手。\n和要好的寶可夢則會玩起追逐遊戲，\n很天真地嬉鬧在一起呢。
P146_Info_00	這隻喵喵不知何時開始就住在附近，\n心血來潮時會跑來睡覺或玩耍。\n有時牠還會撲上新壹號嬉鬧，\n讓我忍不住慌張起來呢。
P147_Info_00	流線型的身體能夠降低水的阻力，\n讓牠能夠游得非常快。\n在雪原上玩耍時，會把海豹球\n當作球似地頂得飛來飛去。
P148_Info_00	據說迷唇姐只要祈想\n就能引起各式各樣的事。\n希埃冷雪原上的神奇現象\n有許多都是和牠有關呢。
P149_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠靈巧地活動手腳，\n飛快穿梭在雪原的樹木間吧。\n牠有躲在倒下的樹木或巢穴裡的習性，\n細長的身體也適合辦到這些事喔。
P150_Info_00	我猜樹才怪是想和研究基地的寶可夢們\n交朋友，所以才會經常來這裡。\n{[0a00|ffcd0200604f0200b359]}有見到牠模仿樹的樣子去接近大家，\n但一受到驚嚇就立刻逃走的景象吧。
P151_Info_00	牠的嗅覺很靈敏，就連覆蓋在\n雪底下的東西都能夠發現。\n當牠前往危險的地方時，\n象牙豬都會陪在牠身旁呢。
P152_Info_00	信使鳥有習性會把食物儲存在\n牠那像極了袋子的尾巴裡。\n{[0a00|ffcd0200604f0200b359]}也有見到在尾巴儲藏了太多東西，\n結果重得動彈不得的信使鳥吧。
P153_Info_00	{[0a00|ffcd0200604f0200b359]}有見到盔甲鳥在雪原上空\n像是在表演雜技般地飛翔吧。\n牠的鋼鐵之軀堅硬無比，\n但骨頭是中空的，所以很輕盈喔。
P154_Info_00	人們稱牠是「北風的化身」。\n牠在冰上奔馳的模樣\n名不虛傳地就像一陣風，\n非常優雅，對不對？
P155_Info_00	大狼犬會組成上下關係嚴謹的\n群體來生活。當首領吼叫時，\n其他的大狼犬也會跟著吼叫，\n藉此傳達訊息給遠方的夥伴。
P156_Info_00	喜歡待在洞窟等四面被包圍，\n容易保護自己的地方。\n雪原裡還有在雪塊上開洞\n並且生活在裡面的雪童子呢。
P157_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠和雪妖女在雪原的\n洞窟裡要好地生活在一起吧。\n冰鬼護會透過降低體溫，\n讓自己的冰之鎧甲變得更加堅硬。
P158_Info_00	圓滾滾的身體因為有蓬鬆的體毛，\n讓牠在冰冷的水中也不會受凍。\n海豹球好像很喜歡翻滾著移動，\n也很喜歡找白海獅陪牠玩呢。
P159_Info_00	不擅長走路，所以經常跌倒，\n但波加曼很擅長游泳喔。\n{[0a00|ffcd0200604f0200b359]}有見到牠從水裡拿了\n漂亮的東西上來炫耀吧。
P160_Info_00	天氣晴朗時在研究基地\n常常可以看見牠在天上飛。\n姆克兒的膽子出乎意料地大，\n就算被嚇得逃走，也不會飛太遠喔。
P161_Info_00	{[0a00|ffcd0200604f0200b359]}有見到暴雪王棲息在\n萬年積雪的雪原上吧。\n牠只要一生氣就會引發暴風雪，\n把周圍變成一片雪白喔。
P162_Info_00	在雪原裡可以發現\n有些樹幹上面有傷痕吧？\n那是瑪狃拉留給夥伴的訊息喔。
P163_Info_00	雪妖女有著把喜歡的東西\n凍起來當作寶物珍藏的習性喔。\n牠竟然把遺跡的殘骸當作寶物，\n說不定和我會很合得來呢。
P164_Info_00	牠是和我一起生活的寶可夢。\n長毛狗非常聰明，當我埋頭研究，\n沒注意到有客人來訪時，\n牠會用叫聲來告訴我喔。
P165_Info_00	{[0a00|ffcd0200604f0200b359]}在我的研究室很常遇見牠吧。\n牠能用敏銳的聽力掌握周圍的變化，\n所以當我身體不舒服時\n牠都會第一個注意到喔。
P166_Info_00	破破袋很愛吃垃圾，\n在吃飽後就會吐出毒瓦斯。\n牠之前在研究室裡吐得讓我人仰馬翻，\n所以現在我都不准牠進來呢。
P167_Info_00	如果2顆頭的意見不合時，\n牠就連要移動都沒有辦法。\n在牠不動的時候只要仔細一看，\n就會發現其實是有1顆頭正在睡覺。
P168_Info_00	外表在雪原上非常醒目，\n但卻仍能生存下來的天空戰士。\n勇士雄鷹的個性勇猛果敢，\n只要受到挑戰，就絕對不會逃走。
P169_Info_00	要是研究基地的地面有洞，\n那就是掘掘兔挖出來的喔。\n牠那雙像鏟子般的大耳朵\n可以一次挖出大量的土呢。
P170_Info_00	冰雪巨龍是由於某種原因而\n沉睡在冰裡的古代寶可夢。\n牠這次之所以會醒來，也許是\n因為霓光現象特別造成的影響。
P171_Info_00	咚咚鼠很愛吃電力，\n所以會棲息在人類生活的地方。\n牠也經常會跑來我的研究室吃電力，\n當資料因此消失時，可是讓我大受打擊呢。
P172_Info_00	由於牠的身體長得很像流冰，\n所以浮在湖上就可以擬態。\n就算其他的寶可夢為了要渡過湖泊\n而踩在牠身上，牠好像也毫不在意。
P173_Info_00	好勝毛蟹有著不經大腦思考\n就先對眼前的東西出拳的習性。\n當打架打到白熱化時，\n就會發揮出非常驚人的力量呢。
P174_Info_00	萌虻很喜歡研究基地的花，\n所以經常可以看到牠在花壇那裡。\n據說牠能藉由感知氣場\n去分辨出即將綻放的花喔。
P175_Info_00	牠是會在火山上和小火龍們\n過著群居生活的寶可夢。\n從牠口中噴出來的火焰具有\n甚至不輸給熔岩的熱度喔。
P176_Info_00	許多關於皮皮的文獻都會提到月亮。\n{[0a00|ffcd0200604f0200b359]}在洞窟遇見牠時，\n也是在看得到月亮的地方對不對？\n據說看見皮皮跳舞就能得到幸福喔。
P177_Info_00	牠會用超音波探測周圍，\n並用頭部的光芒通知夥伴有危險。\n不知道是不是因為原理相似的關係，\n毒刺水母對我們的搜尋也有反應呢。
P179_Info_00	牠在睡覺時是不是像極了石頭，\n讓{[0a00|ffcd0200604f0200b359]}幾乎無法發現牠呢？\n小拳石似乎對身體的硬度很自豪，\n夥伴之間經常會互相較量呢。
P181_Info_00	牠會把身體蜷成一團\n翻滾著到處移動。\n住在火山的隆隆石相當結實，\n就連灼熱的熔岩都能承受。
P184_Info_00	藍蒂爾的繪本裡也有寫著\n「耿鬼會來找壞小孩」喔。\n牠好像很喜歡用牠能夠穿透\n牆壁等的能力來惡作劇呢。
P185_Info_00	寶石海星身體的核心部分\n有時會像寶石一樣發出七彩光芒。\n據說牠是藉著發射光芒和電波\n在和宇宙進行通訊呢。
P187_Info_00	牠會摩擦熊熊燃燒著的體毛，\n掀起爆炸氣浪呢。\n火爆獸的性格有點粗暴，\n似乎會把陌生的東西給燒成焦炭呢。
P188_Info_00	用4隻翅膀的飛行不僅速度很快，\n而且悄然無聲這一點也值得矚目。\n當要休息時，牠也有下到地面的時候，\n但牠似乎很不擅長走路呢。
P189_Info_00	擁有會發光的觸手，\n但發光的原理和霓光現象不同。\n在陽光照射不到的深海，\n電燈怪的亮光能成為路標呢。
P191_Info_00	從鰭變化而來的2根觸手中\n流通著電流，所以會發光喔。\n{[0a00|ffcd0200604f0200b359]}有見到牠透過讓觸手閃爍發光\n來與夥伴溝通的景象吧。
P192_Info_00	就算在結構複雜的遺跡裡，\n牠也能自由自在地行動。\n雖然天然雀還不會飛，\n但牠卻有很強的跳躍力喔。
P193_Info_00	會透過喝下大量的海水\n使身體膨脹，藉此威嚇對手。\n受到驚嚇時就會噴出水，\n往意想不到的方向飛走喔。
P194_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠們成群行動，\n互相配合著保護遺跡的景象吧。\n黑魯加的長嚎很恐怖，\n被稱為是「地獄之聲」喔。
P196_Info_00	牠是被稱為「海神」的寶可夢。\n由於牠擁有的力量過於強大，\n所以平時似乎都靜靜地\n沉睡在海底的住處呢。
P197_Info_00	蓮葉童子頭上的葉子很重，\n所以牠平時會浮在水面上生活。\n有時牠還會讓其他寶可夢乘上葉子，\n然後送對方一程喔。
P198_Info_00	鳳王擁有七彩的翅膀，據說只要能\n發現牠的羽毛就能得到幸福喔。\n牠綻放著光芒振翅飛翔的模樣，\n是不是讓{[0a00|ffcd0200604f0200b359]}感到很神聖呢？
P199_Info_00	牠受到樹海裡的寶可夢尊敬，\n是如同守護神一般的寶可夢。\n狡猾天狗用葉片團扇搧起的\n那陣落英繽紛真是美極了呢。
P200_Info_00	牠擁有能夠穿越時光\n自由往返不同時代的神奇力量。\n對時拉比而言，遺跡那一帶\n說不定是個特別的地方呢。
P202_Info_00	大嘴娃頭部長出的大顎\n是由鋼角變化而成的喔。\n在牠還不熟悉{[0a00|ffcd0200604f0200b359]}時總是會用大顎\n警戒著，拍攝起來有點辛苦吧？
P203_Info_00	甲殼中燃燒的火焰\n就是煤炭龜本身的生命。\n牠棲息在熔岩湖是因為在那裡\n火焰能燒得更旺盛，讓牠精神百倍。
P204_Info_00	沙奈朵的能力能使東西飄浮，\n也能夠預知未來。在樹海時，\n{[0a00|ffcd0200604f0200b359]}有見到牠為了讓其他寶可夢開心\n所以使用精神力量的景象吧？
P207_Info_00	多虧了溫泉，牠那雲朵般的\n翅膀總是保持著蓬鬆柔軟。\n一聽見旋律牠就會忍不住哼唱，\n是種很喜歡音樂的寶可夢喔。
P209_Info_00	搖籃百合的身體很重，即使在\n波濤洶湧的海裡也不會被沖走。\n因為牠無法快速移動，所以會一邊\n躲在海藻間，一邊伸出觸手補食喔。
P210_Info_00	牠能夠配合周圍景色而改變體色，\n藉此讓自己融入環境中隱藏起來。\n變隱龍棲息在樹海的全區域，\n{[0a00|ffcd0200604f0200b359]}是不是每一隻都找到了呢？
P216_Info_00	基拉祈擁有神奇的力量，\n能讓寫在牠頭上短箋裡的願望實現。\n看到結晶體的時候我簡直不敢相信，\n但能遇見牠，我們實在是很幸運呢。
P217_Info_00	為了在群體中也能是個強者，\n猛火猴會不斷地追求嚴苛的環境。\n{[0a00|ffcd0200604f0200b359]}有見到牠在火山上\n陡峭危險的地方修行吧。
P218_Info_00	倫琴貓是行動井井有條的寶可夢。\n就像當牠和小貓怪走散時，\n牠就是利用了透視能力\n立刻找到了小貓怪的。
P219_Info_00	牠是對任何東西都會使出頭錘的寶可夢。\n雖然頭錘的威力足以撼動洞窟，\n但由於戰槌龍的頭蓋骨很結實，\n所以牠自己並不會因此而受傷。
P220_Info_00	據說牠輕飄飄的身體裡\n塞著滿滿的靈魂喔。\n在洞窟裡{[0a00|ffcd0200604f0200b359]}有見到牠想要把\n小型的寶可夢帶去某處的景象吧。
P222_Info_00	牠會鼓起臉頰上的毒囊\n發出獨特的聲音。\n{[0a00|ffcd0200604f0200b359]}有見到牠和夥伴一起鼓起毒囊\n像是在唱歌似地玩耍的景象吧。
P223_Info_00	霓虹魚生活在海底，\n會用胸鰭像爬行般地游動。\n牠會藉由撥開或捲起沙子\n來找出躲起來的寶石海星。
P228_Info_00	君主蛇擁有高貴的眼神，\n只要一瞪就能止住對手的行動。\n警戒心很強，平時會在樹海的\n遺跡裡過著平靜的生活。
P230_Info_00	雄性和雌性的高傲雉雞會\n互相合作一起養育孩子。\n當某一方在巢裡保護蛋的時候，\n另一方就會負責去尋找食物呢。
P231_Info_00	牠是喜歡陰暗處的寶可夢。\n{[0a00|ffcd0200604f0200b359]}在遺跡的壁上發現的心形痕跡，\n似乎是滾滾蝙蝠吸附在壁上\n睡覺時留下的呢。
P234_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠在矢歐護遺跡巡邏，\n並在發現異狀時發出警告，對不對？\n象徵鳥想必是已經守護這座遺跡\n很長一段時間了。
P235_Info_00	牠很擅長奔跑，在陸地上\n就算是遭到襲擊也能一溜煙地逃走。\n但牠相對地卻不擅長飛翔，\n必須靠助跑才能飛起來。
P238_Info_00	輕飄飄會悠悠地在藍洞裡\n漂來漂去地尋找食物。\n有時候雄性和雌性的輕飄飄會合作，\n一起把其他的寶可夢帶往深海去喔。
P239_Info_00	{[0a00|ffcd0200604f0200b359]}在洞窟裡有見到電電蟲\n附在其他的寶可夢身上吧。\n那是因為牠自己無法製造電力，\n所以正在吸取對方身上的靜電喔。
P242_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠和泥偶巨人\n一起合作保護著遺跡的內部吧。\n牠會透過指尖亮光的閃爍來發出指示，\n但要解讀其中的規律似乎相當困難。
P244_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠在視為地盤的地底湖\n一邊威嚇其他寶可夢，一邊飛來飛去吧。\n雖然三首惡龍的雙臂上也有頭，\n但好像並不會思考事情喔。
P246_Info_00	為了要變強，頑皮熊貓會模仿\n其他寶可夢來進行修行喔。\n雖然有著容易分心這個弱點，\n但牠在狡猾天狗身邊似乎很努力呢。
P247_Info_00	牠會從高空急速滑翔而下\n並取走食物，堪稱是空中獵人。\n牠的羽毛擁有絕佳的耐火力，\n就算待在熔岩附近也不會有事。
P249_Info_00	{[0a00|ffcd0200604f0200b359]}在樹海有見到\n巨大的岩石浮在空中吧？\n那是妙喵正在練習\n控制牠的精神力量喔。
P251_Info_00	鋼炮臂蝦是地盤意識很強的寶可夢，\n即使在夥伴之間也會互相攻擊呢。\n從牠的鉗子發射的水砲彈，\n就連巨大的岩石或牆壁都能破壞。
P252_Info_00	牠為了不讓保護皮膚的黏液乾掉，\n所以在洞窟裡是棲息在水邊。\n黏美龍的性格善良，會為了\n保護其他的寶可夢而努力喔。
P253_Info_00	據說牠會把破壞森林的人\n關在濃霧之中。\n對生活在森林中的寶可夢們以及\n牠所認同的人則是非常溫柔呢。
P254_Info_00	蒂安希擁有神奇的力量，\n能從空氣中的碳元素做出鑽石。\n牠和小碎鑽很要好地生活在一起\n的模樣，就像是公主一樣呢。
P256_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠一邊和夥伴溝通，\n一邊尋找食物的景象吧？\n牠因為不想被討厭的音波龍發現，\n所以總是偷偷摸摸地行動喔。
P257_Info_00	穿著熊有不論見到什麼\n都會上前擁抱的習性。\n在藍蒂爾地區，牠似乎會用\n冬眠來度過食物稀少的時期呢。
P258_Info_00	牠在海底靜靜地冥想，\n是為了要讓自己變得更強。\n和夥伴一起修行過的具甲武者\n甚至能將岩石一擊劈成二半呢。
P260_Info_00	牠是在被濃霧包圍的樹海裡\n過著悠閒生活的寶可夢。\n很受小型的寶可夢們愛戴，\n經常可以看見牠們在一起玩耍。
P262_Info_00	據說牠擁有能夠預知\n一切危險的角。\n在牠試圖要保護遺跡的同時，\n牠似乎也在看顧著{[0a00|ffcd0200604f0200b359]}呢。
P263_Info_00	牠是會隨季節而改變樣子的寶可夢。\n平時都和萌芽鹿待在一起，\n但是因為好奇心旺盛，\n所以有時候也會迷路呢。
P264_Info_00	牠是遵從著大宇怪的指示\n在保護遺跡的寶可夢。\n雖然牠的存在充滿謎團，\n但其他寶可夢也都與牠很親近呢。
P265_Info_00	{[0a00|ffcd0200604f0200b359]}有見到牠在遺跡飛來飛去\n尋找夜盜火蜥的模樣吧。\n從牠耳朵發出的超音波威力強大，\n就連岩石都能粉碎喔。
