AlbumSave_UI.msbt
AlbumSave_Top_Help	请选择想要保存到相册的照片。
C003_0220	すごいぞ！
C003_0221	おめでとう
C003_0222	すばらしいよ！
C003_0223	がんばったね
C003_0224	おつかれさま
C003_0225	へぇ
C003_0226	なるほど
C003_0227	なるほど！
C003_0228	いいね
C003_0229	フム
C003_0230	よかった
C003_0231	いやー
C003_0232	ありがとう
C003_0233	よし！
C003_0234	よーし！
C003_0235	はじめようか！
C003_0236	行ってみよう！
C003_0237	フッフッフ！
C003_0238	どうだい？
C003_0239	楽しみだね
C003_0240	おっと
C003_0241	おわっ！
C003_0242	えー
C003_0243	ええ！？
C003_0244	いや
C003_0245	あれ？
C003_0246	おやおや？
C003_0247	なんだい？
C003_0248	どうしたんだい？
C003_0249	ん？
C003_0250	え？
C003_0251	うーむ
C003_0252	そうだなぁ
C003_0253	どうだろう・・・
C003_0254	えっと
C003_0255	え～っと
C003_0256	どう？
C003_0257	どうだった？
C003_0258	それで？
C003_0259	大丈夫？
C003_0260	本当かい？
C003_0261	すまない
C003_0262	えぇ
C003_0263	むっ
C003_0264	やれやれ
C003_0265	もー！
C003_0266	くぅ
C003_0267	あっ（濁音付き）
C003_0268	ぐぅ
C003_0269	しまった！
C003_0270	ふふっ
C003_0271	わはっ
C003_0272	んー♪
C003_0273	ふ～ん♪
C003_0274	ははは
C003_0275	ハハハ・・・
C003_0276	はぁ
C003_0277	ハァー・・・
C003_0278	ふぅ
C003_0279	フゥー・・・
C003_0280	ミッション達成だ！
C003_0281	ベストタイミング！
C003_0282	ナイスタイミング！
C003_0283	いいね
C003_0284	フム
C003_0285	調査レベルアップだ！
C003_0286	コンプリートだよ！
C003_0287	新発見だ！
C003_0288	記録更新だね
C003_0289	残り枚数が・・・（少ないよ）
C003_0299	もうすぐ終わりだよ
C003_0300	そろそろ　調査終了かな。
C003_0301	ゴールマーカーが近いね。
C003_0302	もうすぐ　調査終了だよ。
C003_0303	イルミナ現象だ！
C003_0304	これは・・・
C003_0305	それだ！
C003_0306	それの撮影を頼んだよ！
C003_0307	キミ（君）
C003_0308	リタ
C003_0309	フィル
C003_0310	トオル
C003_0311	ニューポケモンスナップ！
C003_0312	ニューポケモンスナップ！
C003_0313	ニューポケモンスナップ！
C003_0314	ニューポケモンスナップ！
C003_0315	ニューポケモンスナップ！
C003_0316	ニューポケモンスナップ！
C003_0317	ニューポケモンスナップ！
C003_0318	ニューポケモンスナップ！
C003_0319	ニューポケモンスナップ！
C003_0320	ニューポケモンスナップ！
C004_0031	おっはよーう！
C004_0032	よっ！
C004_0033	よー！
C004_0034	おい
C004_0035	おい！
C004_0036	なぁ
C004_0037	だろ？
C004_0038	なぁ
C004_0039	だろ！
C004_0040	うし
C004_0041	まぁ
C004_0042	でも
C004_0043	それで
C004_0044	じゃ
C004_0045	じゃあ
C004_0046	だけど
C004_0047	でさ
C004_0048	あとよぉ
C004_0049	んとぉ
C004_0050	・・・だってさ
C004_0051	やっぱり
C004_0052	まさか
C004_0053	いま
C004_0054	さっき
C004_0055	あとで
C004_0056	そろそろ
C004_0057	まずは
C004_0058	つぎは
C004_0059	さいご
C004_0060	はい
C004_0061	ほら
C004_0062	知ってるか？
C004_0063	忘れんなよ
C004_0064	これはな
C004_0065	ここはな
C004_0066	それはな
C004_0067	それって
C004_0068	あっ
C004_0069	おっ
C004_0070	あああ！
C004_0071	そうだ
C004_0072	そーそー（そうそう）
C004_0073	何かありそうだな
C004_0074	何だぁ？
C004_0075	頼んだぞ
C004_0076	期待してるぞ！
C004_0077	よろしく～
C004_0078	いってこーい
C004_0079	がんばれよ
C004_0080	じゃーな！
C004_0081	またあとでな！
C004_0082	おかえり
C004_0083	おかー（おかえり）
C004_0084	おそいぞ！
C004_0085	おっ、帰ってきたな
C004_0086	おう
C004_0087	おー
C004_0088	おー！
C004_0089	はぁい・・・
C004_0090	まーまー
C004_0091	へーへー（へいへい）
C004_0092	うん
C004_0093	うん！
C004_0094	おお
C004_0095	ああ！
C004_0096	だな
C004_0097	わかった
C004_0098	よっしゃ！
C004_0099	やったー！
C004_0100	やったな！
C004_0101	おぉ！
C004_0102	おー！
C004_0103	おお～～
C004_0104	すげー
C004_0105	すっげー！
C004_0106	そーそー！
C004_0107	すげーな！
C004_0108	よかったな
C004_0109	すごすぎだろ！
C004_0110	へぇ
C004_0111	マジか
C004_0112	マジかー！
C004_0113	いーじゃん
C004_0114	へー
C004_0115	よかった
C004_0116	ふーっ
C004_0117	ありがとな！
C004_0118	ヨシ！
C004_0119	ヨッシャ！
C004_0120	スタートだ！
C004_0121	行こうぜ！
C004_0122	ふっふーん
C004_0123	どーだ！
C004_0124	楽しみだな
C004_0125	ワクワク！
C004_0126	わっ
C004_0127	うわっ！
C004_0128	えー
C004_0129	ええ！？
C004_0130	いや
C004_0131	あれ？
C004_0132	んーー？
C004_0133	なに？
C004_0134	なんだよー？
C004_0135	ん？
C004_0136	え？
C004_0137	ウーン
C004_0138	そうだなー
C004_0139	えっと
C004_0140	え～っと
C004_0141	どうだ？
C004_0142	どうだったんだよ
C004_0143	そんで？
C004_0144	大丈夫か？
C004_0145	ほんとか？
C004_0146	ごめんなさーい
C004_0147	え～
C004_0148	ああ？
C004_0149	しかたねーな
C004_0150	もう！
C004_0151	うぐ
C004_0152	げっ
C004_0153	うげーー
C004_0154	ふふっ
C004_0155	ハハハッ
C004_0156	おぉ♪
C004_0157	ふ～ん♪
C004_0158	ハハハハハッ
C004_0159	ワハハハハー・・・
C004_0160	はぁ
C004_0161	ハァー・・・
C004_0162	ふぅ
C004_0163	フゥー・・・
C004_0164	ミッション達成だ！
C004_0165	ししょ～！！（師匠）
C004_0166	かっこいい！
C004_0167	早く！
C004_0168	シャッターチャーンス！
C004_0169	ベストショット！
C004_0170	ＯＫ！（おっけー！）
C004_0171	おまえ
C004_0172	博士
C004_0173	リタ
C004_0174	ししょー（師匠）
C004_0175	ニューポケモンスナップ！
C004_0176	ニューポケモンスナップ！
C004_0177	ニューポケモンスナップ！
C004_0178	ニューポケモンスナップ！
C004_0179	ニューポケモンスナップ！
C004_0180	ニューポケモンスナップ！
C005_0119	おっはよー！
C005_0120	やっ！
C005_0121	やっほー！
C005_0122	あのね
C005_0123	ねぇ！
C005_0124	ねぇねぇ
C005_0125	ね？
C005_0126	ねぇ
C005_0127	ね！
C005_0128	ン！
C005_0129	まあ
C005_0130	でも
C005_0131	それで
C005_0132	じゃっ
C005_0133	じゃあ
C005_0134	だけど
C005_0135	でね
C005_0136	ちなみに
C005_0137	んとね
C005_0138	・・・だって
C005_0139	やっぱり
C005_0140	まさか
C005_0141	いまね
C005_0142	さっき
C005_0143	あとで
C005_0144	そろそろ
C005_0145	まずは
C005_0146	次は
C005_0147	最後は
C005_0148	はい
C005_0149	ほら
C005_0150	教えるね
C005_0151	忘れないでね
C005_0152	これはね
C005_0153	ここはね
C005_0154	それはね
C005_0155	それって
C005_0156	あっ
C005_0157	あ！
C005_0158	あー！
C005_0159	そうだ
C005_0160	そうそう
C005_0161	何かあるよ
C005_0162	何だろ？
C005_0163	お願いね
C005_0164	期待してる～
C005_0165	よろしく！
C005_0166	いってらっしゃい
C005_0167	がんばってね
C005_0168	楽しんできてね！
C005_0169	あとでねー！
C005_0170	おかえり
C005_0171	おかえりー！
C005_0172	待ってたよ～
C005_0173	帰ってきたー♪
C005_0174	はい
C005_0175	はーい
C005_0176	はーい！
C005_0177	はーい・・・
C005_0178	まぁまぁ
C005_0179	ハイハイ
C005_0180	うん
C005_0181	うん！
C005_0182	そうだね
C005_0183	わかった！
C005_0184	やった！
C005_0185	やったー！
C005_0186	やったね
C005_0187	わぁ！
C005_0188	わー！
C005_0189	わーい！
C005_0190	すごい！
C005_0191	すっごーい！
C005_0192	そう！
C005_0193	すごいよ！
C005_0194	おめでとう
C005_0195	すごくない！？
C005_0196	へぇ
C005_0197	そうなんだ
C005_0198	そうなんだー！
C005_0199	いーね！
C005_0200	ふーん
C005_0201	よかったー
C005_0202	うーん
C005_0203	ありがとう
C005_0204	よし！
C005_0205	よぉっし！
C005_0206	スタートだよ！
C005_0207	いってみよ！
C005_0208	ふふーん
C005_0209	どーお？
C005_0210	楽しみだね
C005_0211	わくわく！
C005_0212	わっ
C005_0213	わぁっ！
C005_0214	えー
C005_0215	えー！？
C005_0216	ううん
C005_0217	あれ？
C005_0218	あれぇー？
C005_0219	なに？
C005_0220	なになに？？
C005_0221	ん？
C005_0222	え？
C005_0223	うーん
C005_0224	そうだなぁ
C005_0225	えっと
C005_0226	えーっと
C005_0227	どお？（どう？）
C005_0228	どうだった？
C005_0229	それで？
C005_0230	大丈夫？
C005_0231	ホント？
C005_0232	ごめんなさーい
C005_0233	え～
C005_0234	むー
C005_0235	もぉ～
C005_0236	もー！
C005_0237	ぐぬ
C005_0238	うっ（濁音付き）
C005_0239	ぐぬぬぬぬぬー
C005_0240	ふふっ
C005_0241	あははっ
C005_0242	んー♪
C005_0243	ふ～ん♪
C005_0244	あははははっ
C005_0245	あははははー・・・
C005_0246	はぁ
C005_0247	ハァー・・・
C005_0248	ふぅ
C005_0249	フゥー・・・
C005_0250	ミッション達成だね！
C005_0251	じょ～しゅっ！（助手）
C005_0252	にー
C005_0253	ＯＫ（おっけー！）
C005_0254	博士ぇ・・・
C005_0255	博士～
C005_0256	博士！
C005_0257	キミ（君）
C005_0258	博士
C005_0259	フィル
C005_0260	トオルさん
C005_0261	ニューポケモンスナップ！
C005_0262	ニューポケモンスナップ！
C005_0263	ニューポケモンスナップ！
C005_0264	ニューポケモンスナップ！
C005_0265	ニューポケモンスナップ！
C005_0266	ニューポケモンスナップ！
C006_0030	おはよう
C006_0031	やぁ
C006_0032	やっ！
C006_0033	ちょっと
C006_0034	ちょっと！
C006_0035	ねぇ
C006_0036	でしょ？
C006_0037	でしょ～
C006_0038	でしょ！
C006_0039	さて
C006_0040	まぁ
C006_0041	とはいえ
C006_0042	それで
C006_0043	そして
C006_0044	じゃあ
C006_0045	じゃあ
C006_0046	しかし
C006_0047	ただし
C006_0048	実は
C006_0049	ちなみに
C006_0050	あとは
C006_0051	・・・だって
C006_0052	やっぱり
C006_0053	まさか
C006_0054	いま
C006_0055	さっき
C006_0056	あとで
C006_0057	そろそろ
C006_0058	ようやく
C006_0059	ひとまず
C006_0060	まずは
C006_0061	次は
C006_0062	最後は
C006_0063	はい
C006_0064	ほら
C006_0065	知ってるかな？
C006_0066	コツってやつだよ
C006_0067	これはね
C006_0068	ここはね
C006_0069	それはね
C006_0070	それって
C006_0071	あっ
C006_0072	おっ
C006_0073	あああ！
C006_0074	そういえば
C006_0075	そうそう
C006_0076	何かあるみたいだね
C006_0077	何だろう？
C006_0078	頼んだよ
C006_0079	頼もしいね
C006_0080	信じてるよ
C006_0081	よろしくね！
C006_0082	いってらっしゃい
C006_0083	がんばってね
C006_0084	期待してるよ！
C006_0085	じゃあまたあとで！
C006_0086	おかえり
C006_0087	おかえり！
C006_0088	まってたよ
C006_0089	楽しかった？
C006_0090	はい
C006_0091	はーい
C006_0092	はい・・・
C006_0093	まぁまぁ
C006_0094	はいはい
C006_0095	うん
C006_0096	うん！
C006_0097	あぁ
C006_0098	ああ！
C006_0099	そうだね
C006_0100	わかったよ
C006_0101	おー！
C006_0102	ヤッター！
C006_0103	やったね
C006_0104	おぉ！
C006_0105	おー！
C006_0106	おお～～
C006_0107	すごいなぁ
C006_0108	すごいじゃないか！
C006_0109	そうそう！
C006_0110	いいね！
C006_0111	すごいぞ！
C006_0112	おめでとう
C006_0113	すばらしい！
C006_0114	がんばったね
C006_0115	へぇ
C006_0116	なるほど
C006_0117	なるほどぉ！
C006_0118	いいねぇ
C006_0119	ふぅん
C006_0120	よかった
C006_0121	いやぁ
C006_0122	ありがとう
C006_0123	よし！
C006_0124	よぉっし！
C006_0125	開始だよ！
C006_0126	行ってみよう！
C006_0127	ふふん
C006_0128	どうだい？
C006_0129	楽しみだよ
C006_0130	おっと
C006_0131	おわっ！
C006_0132	えー
C006_0133	えー！？
C006_0134	いや
C006_0135	あれ？
C006_0136	おやおや
C006_0137	なんだい？
C006_0138	どうしたの？
C006_0139	ん？
C006_0140	え？
C006_0141	うーん
C006_0142	そうだなぁ
C006_0143	えっと
C006_0144	え～っと
C006_0145	どう？
C006_0146	どうだった？
C006_0147	それで？
C006_0148	大丈夫？
C006_0149	本当？
C006_0150	ごめんよ
C006_0151	えぇ
C006_0152	むっ
C006_0153	やれやれ
C006_0154	もー！
C006_0155	アハハ・・・
C006_0156	あっ（濁音付き）
C006_0157	ぐぅ
C006_0158	ふふっ
C006_0159	あはっ
C006_0160	あぁ♪
C006_0161	ふ～ん♪
C006_0162	はっはは
C006_0163	ははは・・・
C006_0164	はぁ
C006_0165	ハァー・・・
C006_0166	ふぅ
C006_0167	フゥー・・・
C006_0168	ミッション達成だね！
C006_0169	シャッターチャンス！
C006_0170	おっといただき！
C006_0171	天才カメラマンだからね！
C006_0172	なかなか
C006_0173	いいね
C006_0174	これに決めた！
C006_0175	ナイスタイミング！
C006_0176	ＯＫ！（おっけー！）
C006_0177	さすが！
C006_0178	うんうん
C006_0179	キミ（君）
C006_0180	博士
C006_0181	リタ
C006_0182	フィル
C006_0183	ニューポケモンスナップ！
C006_0184	ニューポケモンスナップ！
C006_0185	ニューポケモンスナップ！
C006_0186	ニューポケモンスナップ！
C006_0187	ニューポケモンスナップ！
C006_0188	ニューポケモンスナップ！
C006_0189	ニューポケモンスナップ！
C006_0190	ニューポケモンスナップ！
C006_0191	ニューポケモンスナップ！
C006_0192	ニューポケモンスナップ！
ScenarioHudNavi_Lines.msbt
VC_001_1A_s00_001	那里是{color[0000]}芙罗蕾自然公园{color[ffff]}的入口。
VC_001_1A_s00_002	新壹号能够自动识别路线前进。
VC_001_1A_s00_003	你只要好好观察周围，\n专心拍摄就好！
VC_001_1A_e00_001	那个叫做{color[0000]}传送标记{color[ffff]}，\n是返回研究基地用的标志。
VC_001_1A_e00_002	简单来说就是终点啦。
VC_001_1A_e00_003	等你回来后，让我看看\n你拍摄的照片吧！
VC_001_1A_e01_001	啊，大牙狸的巢穴筑好了！\n听说那很结实，还能从上面穿过去呢。
VC_001_1B_s00_001	晚上可以看到\n宝可梦们不同的一面。
VC_001_1B_s00_002	也要留意一下它们的气息啊。
VC_001_1B_e00_001	听得到吗？听说刚刚那附近\n有很强的能量反应。
VC_001_1B_e00_002	博士正急着查资料呢。\n等你回来后听听他怎么说吧。
VC_001_1C_e00_001	看样子是离开了。
VC_001_1C_e00_002	而且能量反应也消失了，\n就等你回来再说吧。
VC_005_1A_s00_001	{color[0000]}美乐斯岛{color[ffff]}，初次登陆！\n这里完全是一片丛林啊。
VC_005_1A_s00_002	要好～好寻找宝可梦啊！\n调查就拜托你了！
VC_005_1A_e01_001	厉害，你竟然能发现这里。\n这样就能接近沼泽中的宝可梦了！
VC_005_1A_e02_001	哇～好像能去瀑布的后面哦。\n那里是什么样呢？
VC_005_1B_s00_001	这里可真够黑的。\n看来要找到宝可梦也没那么容易。
VC_005_1B_s00_002	去找找正在发光的{color[0000]}晶奇花{color[ffff]}吧。
VC_006_1A_s00_001	这里的雾好像很浓。
VC_006_1A_s00_002	通讯的信号也不太稳定。\n要小心一点啊。
VC_006_1A_e00_001	这是春天才会开的花吧？\n突然变成春天了吗？？
VC_006_1A_e01_001	热不热？博士说\n那里就像夏天一样！
VC_006_1A_e02_001	这片森林感觉怪怪的……\n怎么看这里都是秋天吧？
VC_006_1A_e03_001	喂，现在看到的是雪吧？\n那里是冬天吗？
VC_006_1A_e04_001	你有没有感觉到……\n有股温和的气息？？
VC_006_3A_e00_001	它好像跑去里面了。
VC_006_3A_e00_002	总之先回来吧。
VC_006_3A_e01_001	它钻出水面的话，\n应该就能使用霓光珠了。
VC_006_3A_e01_002	用轻苹果的话，\n就算它在水里也能丢中吧？
VC_006_3A_e01_003	出现发光的花纹时，\n就是按下快门的好时机！
VC_003_1A_s00_001	真是个温馨祥和的好地方。
VC_003_1A_s00_002	在这座岛上拍摄\n一定会很有趣。
VC_003_2A_s00_001	嗯～景色不错。
VC_003_2A_s00_002	我有点忍不住想去游泳了。
VC_003_2A_e00_001	啊，我知道这个！\n这个叫蓝洞。
VC_004_1A_s00_001	水里也很漂亮啊。
VC_004_1A_s00_002	海里的调查\n也像平时一样就好！
VC_004_1A_e00_001	照进来的光线真漂亮。\n这就是在海里拍摄的乐趣所在。
VC_004_1A_e01_001	追过去看看吧！\n前面一定有些什么！
VC_004_3A_e00_001	没事吧！？
VC_004_3A_e00_002	太好啦～
VC_004_3A_e00_003	新壹号也没有异常！
VC_004_3A_e00_004	我想刚刚那就是{color[0000]}霓光宝可梦{color[ffff]}了。
VC_004_3A_e00_005	能不能直接追上去？
VC_004_3A_e00_006	好！\n仔细在周围寻找一下吧！
VC_004_3A_e01_001	这次有点吓到我了。
VC_004_3A_e01_002	这附近已经没有反应了吧。\n我们等你回来。
VC_004_3A_e02_001	总之，先试着让这群\n弱丁鱼发光吧。
VC_004_3A_e02_002	向巨大的弱丁鱼\n也多丢几次霓光珠吧！
VC_004_3A_e02_003	出现发光的花纹时，\n就要赶快拍下来！
VC_003_1B_s00_001	嗯～！\n晚上的大海也不错啊。
VC_003_1B_s00_002	宝可梦们在做什么呢？
VC_003_2B_s00_001	哇～是夕阳……
VC_003_2B_s00_002	看！和我说的一样，\n很美吧？
VC_007_1A_s00_001	看看这地方，到处都是沙子。\n这里的环境好像很险恶啊。
VC_007_1A_s00_002	宝可梦的生活方式\n看来也会有很大不同。
VC_007_1A_e01_001	咦？之前在这里的宝可梦去哪了？\n趁现在到深处去看看吧！
VC_007_1B_s00_001	星星真漂亮啊。
VC_007_1B_s00_002	和白天不同，\n晚上的空气很清新啊。
VC_008_1A_s00_001	这里可真热啊。\n那是个……温泉吧？
VC_008_1A_s00_002	再走走应该就能\n看到火山了。
VC_008_1A_e00_001	博士说，\n那深处有奇妙的反应。
VC_008_3A_e00_001	2只宝可梦的反应好像都消失了。
VC_008_3A_e00_002	这次就到这里吧。
VC_008_3A_e01_001	要是它周围的火焰消失了，\n也许就能用霓光珠让它发光了吧……
VC_008_3A_e01_002	多丢中几次轻苹果的话，\n它的火焰会不会消失呢？
VC_008_3A_e01_003	出现发光花纹时\n要记得把它拍下来哦。
VC_009_1A_s00_001	太壮观了！这就是雪啊……\n其实我几乎都没见过雪。
VC_009_1A_s00_002	就算在这么寒冷的地方，\n好像也有很多宝可梦呢！
VC_009_1A_e00_001	哇！我这边的画面变得一片白。\n出什么事啦？
VC_009_1A_e01_001	哇～！是冰之洞窟…\n好美啊～
VC_009_1B_s00_001	这冰冷冷的感觉还不错！\n能感受得到大自然的严酷。
VC_009_1B_s00_002	期待你能借助雪光\n拍出好照片哦。
VC_010_1A_s00_001	这洞窟真大啊。
VC_010_1A_s00_002	接下来就要不断往地下去了。
VC_010_1A_e00_001	厉害，你竟然能发现这里。\n深处的热源反应……会是什么呢？？
VC_010_1A_e01_001	这缘石可真漂亮。\n它究竟是经过多少年才形成的呢……
VC_010_1A_e02_001	哦，这下就能看到墙的另一边了。\n那里会有什么呢？
VC_010_3A_e00_001	虽然看起来很古老，\n而且很多地方都有破损……
VC_010_3A_e00_002	但这就是把传说\n描绘下来的壁画吧。
VC_010_3A_e00_003	至于它的年代……\n根据简易测定来看……
VC_010_3A_e00_004	大约是在2000年前！
VC_010_3A_e00_005	哇，吓我一跳。
VC_010_3A_e00_006	真的那么厉害吗？
VC_010_3A_e00_007	这幅壁画可是诞生于\n小行星冲撞的时期啊！
VC_010_3A_e00_008	厉害！这是个大发现啊！
VC_010_3A_e00_009	壁画上画的是古人看到的事情吗？
VC_010_3A_e00_010	陨石坠落时，\n是宝可梦们保护了大家吗？
VC_010_3A_e00_011	嗯，这些在宝可梦们身上的花纹……\n难道是{color[0000]}霓光宝可梦{color[ffff]}？
VC_010_3A_e00_012	也就是说，在陨石坠落之前，\n霓光宝可梦就已经存在了？
VC_010_3A_e00_013	并且在这中间\n还有另1只霓光宝可梦……？
VC_010_3A_e00_014	……
VC_010_3A_e00_015	博士？？
VC_010_3A_e00_016	……
VC_010_3A_e00_017	抱歉，抱歉。
VC_010_3A_e00_018	我想得有点入神了……
VC_010_3A_e00_019	资料大致都收集到了。\n等你回来后，我们再整理一下吧。
VC_010_3A_e01_001	反应越来越远了。
VC_010_3A_e01_002	你好像没拍到{color[0000]}霓光状态{color[ffff]}啊。\n先回来一趟吧。
VC_010_3A_e02_001	它一定在这里面吧？\n朝周围的洞穴里扔些轻苹果吧！
VC_010_3A_e02_002	它的体型太大了，\n可能要多丢中几个霓光珠才行……
VC_010_3A_e02_003	应该在下面！搜索一下吧！\n用轻苹果能不能把它引出来呢？
VC_010_3A_e02_004	一出现发光的花纹，\n就要马上拍下来哦！
VC_011_1A_s00_001	这座遗迹好像很大啊。
VC_011_1A_s00_002	反应是从那里面发出来的。\n要小心啊。
VC_011_3A_e00_001	反应似乎消失了。
VC_011_3A_e00_002	没拍到{color[0000]}霓光状态{color[ffff]}的哲尔尼亚斯啊。\n先回来一趟吧？
VC_011_3A_e01_001	如果把霓光珠丢到那股气场中，\n会发生什么事呢？
VC_011_3A_e01_002	如果是霓光珠的话，\n说不定能给哲尔尼亚斯提供能量……
VC_011_3A_e01_003	如果出现了发光的花纹，\n就麻烦你把它拍下来！
VC_Com_StartChange_001	嗯？\n这里的氛围是不是有点变化啊？
VC_Com_StartChange_002	看来……\n或许能有新的发现。
VC_Com_StartChange_003	总觉得和之前调查的时候\n有点不一样。
VC_Com_StartChange_004	感觉宝可梦们\n似乎都特别有活力啊。
VC_Com_StartChange_005	虽然这只是我的直觉……\n但说不定会有新发现哦！
VC_Com_StartCom_001	这次也拜托你了！
VC_Com_StartCom_002	努力加油吧！
VC_Com_StartCom_003	路上小心，注意安全！
VC_Com_StartCom_004	开始调查啦！
VC_Com_StartCom_005	加油啊！
VC_Com_StartCom_006	好好享受吧！
VC_Com_StartCom_007	开始调查！
VC_Com_StartCom_008	加油！
VC_Com_StartCom_009	去吧！
VC_Com_StartCom_010	路上小心！
VC_Com_StartCom_011	加油吧！
VC_Com_StartCom_012	期待你的好照片！
VC_Com_EndCom_001	回来也要注意安全啊。
VC_Com_EndCom_002	返回系统确认OK。开始传送！
VC_Com_EndCom_003	很好。新壹号没有异常。
VC_Com_EndCom_004	这次也看到了不少宝可梦啊！
VC_Com_EndCom_005	嗯～！开心极了！
VC_Com_EndCom_006	很好～！新壹号没有异常～！
VC_Com_EndCom_007	在回来之前都算是冒险的一部分！
VC_Com_EndCom_008	快给我们看照片吧！
VC_Com_EndCom_009	要结束了吗……
VC_Com_EndCom_010	这次拍得也还开心吗？
VC_Com_EndCom_011	回来时也小心点啊。
VC_Com_EndCom_012	拍到好照片了吗？
VC_Com_SoonEnd_001	调查差不多要结束了吧？
VC_Com_SoonEnd_002	距离终点标记很近了。
VC_Com_SoonEnd_003	调查很快就要结束了。
VC_Com_SearchReact_001	啊，好像可以搜索哦！
VC_Com_SearchReact_002	好像有什么东西？
VC_Com_SearchReact_003	应该可以搜索吧？
VC_Com_SearchReact_004	哦？好像可以搜索啊！
VC_Com_SearchReact_005	好像有什么东西啊。
VC_Com_SearchReact_006	稍微搜索一下吧！
VC_Com_PhotoLimit_001	哎呀，\n要注意剩余的照片数！
VC_Com_PhotoLimit_002	拍了不少嘛！\n要注意剩余的照片数啊。
VC_Com_PhotoLimit_003	快要没法拍照了。\n注意一下剩余的照片数吧。
VC_Com_PhotoLimitZero01_001	没有剩余的照片数了。\n不过，初次调查的路线就观察到底吧。
VC_Com_PhotoLimitZero01_002	哎呀，剩余的照片数变成0了。\n不过，这是你初次调查的路线，还是观察到底吧。
VC_Com_PhotoLimitZero01_003	没有剩余的照片数了。\n不过，这次还是观察到底吧。
VC_Com_PhotoLimitZero01_004	哎呀，剩余的照片数变成0了。\n不过，这次还是观察到底吧。
VC_Com_PhotoLimitZero02_001	没有剩余的照片数了。\n这次的调查就到此为止吧？
VC_Com_PhotoLimitZero02_002	哎呀，剩余的照片数变成0了。\n结束调查，赶紧回来吧。
VC_Com_SelectBranch_001	前进前进～！
VC_Com_SelectBranch_002	这次走这边呀！
VC_Com_SelectBranch_003	会有什么呢～？
VC_Com_SelectBranch_004	冲啊！
VC_Com_SelectBranch_005	这次走这边啊！
VC_Com_SelectBranch_006	这边会有什么呢？
VC_Com_TimGP_001	不错，时机很准！
VC_Com_TimGP_002	刚才的时机好像抓得很准啊。
VC_Com_TimGP_003	果然厉害！\n刚才那一幕你拍到了啊！
VC_Com_TimGP_004	嗯嗯，很有天赋！
VC_Com_TimGP_005	哦哦哦！技术不错啊！
VC_Com_Praise1_001	哇～！刚才的照片感觉拍得不错！
VC_Com_Praise1_002	好像不错哦。
VC_Com_Praise1_003	感觉不错！
VC_Com_Praise1_004	哇！刚才那张一定很棒！
VC_Com_Praise1_005	它刚才一直在看这边，是吧？
VC_Com_Praise1_006	刚才这张！好像很不错哦！
VC_Com_Praise2_001	哦哦！？拍到好照片啦！
VC_Com_Praise2_002	好像不错啊。
VC_Com_Praise2_003	我也不能输！
VC_Com_Praise2_004	厉害！正好拍在了正中间！
VC_Com_Praise2_005	真希望刚才那张是我拍的！
VC_Com_Praise2_006	哇！啊～！！你拍到很棒的一幕啦！
VC_Com_SearchAnalysis_001	这不是用火烤的，是宝可梦弄的。\n你知道是哪只吗？
VC_Com_SearchAnalysis_002	这是睡觉时的呼吸声吗？
VC_Com_SearchAnalysis_003	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_006	应该有宝可梦会喜欢这个。
VC_Com_SearchAnalysis_007	嗯～这歌声真让人陶醉。
VC_Com_SearchAnalysis_008	真厉害！\n这是什么宝可梦干的啊？
VC_Com_SearchAnalysis_009	这一带说不定曾经是陆地……
VC_Com_SearchAnalysis_010	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_011	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_012	我真想去那边啊！\n就没有能把这个破坏掉的宝可梦吗？
VC_Com_SearchAnalysis_013	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_014	酷豹要是能让路就好啦～
VC_Com_SearchAnalysis_017	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_018	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_019	好！找找看吧！
VC_Com_SearchAnalysis_020	嗯？这里面好像有什么东西啊。
VC_Com_SearchAnalysis_024	这里的化石翼龙该不会是……
VC_Com_SearchAnalysis_025	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_026	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_029	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_031	这是受到了霓光能的影响\n才变得会发光了吗……
VC_Com_SearchAnalysis_032	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_033	有东西要来了！
VC_Com_SearchAnalysis_034	来了！
VC_Com_SearchAnalysis_035	这应该是古代遗迹之一。
VC_Com_SearchAnalysis_036	也就是说，所有岛屿的能量\n都聚集到这里了吗……？
VC_Com_SearchAnalysis_037	刚才各座岛上的晶奇花，\n会不会和石像有什么关系？
VC_Com_SearchAnalysis_038	原来正中间的是哲尔尼亚斯啊……
ScenarioSkit_Lines.msbt
SD_01_02_sk_001	嗨！很高兴见到你。
SD_01_02_sk_015	欢迎来到\n{color[0000]}蓝蒂尔宝可梦自然科学研究所{color[ffff]}！
SD_01_02_sk_002	我的名字叫{color[0000]}阿镜{color[ffff]}。
SD_01_02_sk_003	目前我正在这座{color[0000]}芙罗蕾岛{color[ffff]}上\n研究宝可梦与自然环境。
SD_01_02_sk_004	博士说他要把{color[0000]}蓝蒂尔地区{color[ffff]}\n其他的岛屿也全～都调查个遍呢！
