advresult.dat
msg_ui_advresult_00_01	調查報告
msg_questlist_main_outline_10_2b	獲得了與神話中的寶可夢阿爾宙斯\n相見的關鍵――[VAR FF00(0006)]天界之笛[VAR FF00(0000)]。\n吹奏這個笛子後，會發生什麼事呢？
msg_questlist_main_outline_10A_1a	從吾思那裡聽到了關於石板的線索。\n似乎與心齊湖、立志湖與睿智湖的\n寶可夢有關係。
msg_questlist_main_outline_10B_1a	從吾思那裡聽到了關於石板的線索。\n似乎與群青海岸的王場，\n吹火島有關係。
msg_questlist_main_outline_10C_1a	從吾思那裡聽到了關於石板的線索。\n似乎與會出現在迎月戰場的\n神秘的寶可夢有關係。
msg_questlist_main_outline_10D_1a	從吾思那裡聽到了關於石板的線索。\n似乎與被封閉在雪峰神殿地下的\n巨人有關係。
msg_questlist_main_outline_10E_1a	從吾思那裡聽到了關於石板的線索。\n鄰近祝慶村的起始海灘不知為何\n似乎是個與神話有深厚淵源的場所。
msg_questlist_main_outline_10_3	根據吾思提供的情報，\n目前一共找到了１７塊石板。\n與望羅一起尋找剩下的石板吧。
msg_questlist_main_outline_11_1b	獲得了與神話中的寶可夢阿爾宙斯\n相見的關鍵――[VAR FF00(0006)]天界之笛[VAR FF00(0000)]。\n吹奏這個笛子後，會發生什麼事呢？
msg_unused_02	[~ 68]
msg_questlist_main_purpose_0_1_p1	[~ 69]
msg_questlist_main_purpose_0_1_p2	[~ 70]
msg_questlist_main_purpose_0_1_p3	[~ 71]
msg_questlist_main_purpose_0_1_p4	[~ 72]
msg_questlist_main_purpose_1_1_p1	前往食堂芋滿亭
msg_questlist_main_purpose_1_1_p2	[~ 74]
msg_questlist_main_purpose_1_1_p3	前往調查組宿舍的房間
msg_questlist_main_purpose_1_1_p4	在宿舍的棉被裡休息到早上
msg_questlist_main_purpose_1_2_p1	到銀河隊總部\n聽星月說明入隊測驗的內容
msg_questlist_main_purpose_1_3_p1	選擇最初的寶可夢\n以備接受入隊測驗
msg_questlist_main_purpose_1_3_p2	[~ 79]
msg_questlist_main_purpose_1_3_p3	從祝慶村的正門出發\n前往黑曜原野
msg_questlist_main_purpose_1_3_p4	捕捉第１種寶可夢\n大牙狸
msg_questlist_main_purpose_1_3_p4.1	捕捉第２種寶可夢\n姆克兒
msg_questlist_main_purpose_1_3_p4.2	捕捉第３種寶可夢\n小貓怪
msg_questlist_main_purpose_1_3_p5	向星月組長\n報告測驗的結果
msg_questlist_main_purpose_1_3_p5.5	照照宿舍的鏡子\n換上「調查組制服」\n與「調查組草鞋」
msg_questlist_main_purpose_1_3_p6	到銀河隊總部３樓\n向馬加木隊長問候
msg_questlist_main_purpose_1_4_p1	到工藝店\n學習[VAR FF00(0006)]工藝製作[VAR FF00(0000)]的方法
msg_questlist_main_purpose_1_4_p2	在工藝製作台\n製作[VAR FF00(0006)]精靈球[VAR FF00(0000)]
msg_questlist_main_purpose_1_5_p1	在黑曜原野\n聽取圖鑑課題的說明
msg_questlist_main_purpose_1_5_p2	追上[VAR 01DC(0001)]\n以聽取建議
msg_questlist_main_purpose_1_5_p3	追上[VAR 01DC(0001)]\n以聽取建議
msg_questlist_main_purpose_1_5_p4	追上[VAR 01DC(0001)]\n以聽取建議
msg_questlist_main_purpose_1_5_p5	追上[VAR 01DC(0001)]\n以聽取建議
msg_questlist_main_purpose_1_5_p6	報告圖鑑課題的進度\n以達成寶可夢研究點數的目標
msg_questlist_main_purpose_1_5_p7	向星月組長報告已達成了\n寶可夢研究點數的目標
msg_questlist_main_purpose_2_1_p1	前往訓練場\n與[VAR 01DC(0001)]說話
msg_questlist_main_purpose_2_1_p2	出發去調查之前\n和[VAR 01DC(0001)]對戰
msg_questlist_main_purpose_2_1_p3	到黑曜原野\n與金剛隊的阿米見面
msg_questlist_main_purpose_2_1_p3_2	與阿米一戰\n以展現自己的力量
msg_questlist_main_purpose_2_1_p4	前往頭目正在大鬧的\n角鹿高崗
msg_questlist_main_purpose_2_1_p5	與大鬧角鹿高崗的\n頭目一戰
msg_questlist_main_purpose_2_1_p6	回到祝慶村
msg_questlist_main_purpose_2_2_p1	前往銀河隊總部隊長室
msg_questlist_main_purpose_2_3_p1	在銀河隊總部的調查組室\n聽取任務內容
msg_questlist_main_purpose_2_3_p1_2	前往黑曜原野\n尋求關於劈斧螳螂的線索
msg_questlist_main_purpose_2_3_p2	到巨木戰場與菊伊見面\n尋求關於劈斧螳螂的線索
msg_questlist_main_purpose_2_3_p2_2	向人在基地營的\n拉苯博士傳達情報
msg_questlist_main_purpose_2_3_p3	在銀河隊總部的研究室\n與拉苯博士擬定作戰計畫
msg_questlist_main_purpose_2_3_p3_2	與菊伊等人合作製作\n……鬆寶包？
msg_questlist_main_purpose_2_3_p4_2	與菊伊等人合作製作\n……鬆寶包？
msg_questlist_main_purpose_2_3_p4_3	在與珠貝的對戰中拿下勝利\n以展現自己的實力
msg_questlist_main_purpose_2_3_p5	在巨木戰場\n鎮撫森林王劈斧螳螂
msg_questlist_main_purpose_2_3_p6	向馬加木隊長\n報告已完成任務
msg_questlist_main_purpose_3_1_p1	和火夏一起去找\n馬加木隊長
msg_questlist_main_purpose_3_1_p2	解決圖鑑課題\n將隊員星級提升到二星
msg_questlist_main_purpose_3_1_p3	到位於紅蓮濕地的\n隨意遺跡見夕蒲
msg_questlist_main_purpose_3_1_p4	從可疑的野賊們手上\n奪回石板碎塊
msg_questlist_main_purpose_3_1_p5	到隨意遺跡告訴望羅\n有關石板碎塊的事
msg_questlist_main_purpose_3_1_p6	在隨意遺跡將\n石板碎塊交給夕蒲
msg_questlist_main_purpose_3_1_p7	前往泥炭台地\n去見月月熊
msg_questlist_main_purpose_3_1_p8	向馬加木隊長報告\n月月熊的調查結果
msg_questlist_main_purpose_3_1_p9	以月月熊騎行時的\n藍色的反應為線索\n在紅蓮濕地尋找火夏
msg_questlist_main_purpose_3_1_p10	在舞台戰場\n鎮撫山道女王裙兒小姐
msg_questlist_main_purpose_3_1_p11	向馬加木隊長\n報告已完成任務
msg_questlist_main_purpose_3_2_p1	在銀河隊總部的隊長室\n聽取下一個任務的內容
msg_questlist_main_purpose_4_1_p1	[~ 126]
msg_questlist_main_purpose_4_1_p2	解決圖鑑課題\n將隊員星級提升到三星
msg_questlist_main_purpose_4_1_p3	到群青海岸與珠貝說話
msg_questlist_main_purpose_4_1_p4	前往帷幕海角\n與珍珠隊的瓜娜見面
msg_questlist_main_purpose_4_1_p5	前往長尾怪手山\n造訪金剛隊的阿芒的家
msg_questlist_main_purpose_4_1_p6	帶著夜晚時會在鬼枯原一帶\n出現的「彷徨夜靈」\n到阿芒的家
msg_questlist_main_purpose_4_1_p7	到銀杏沙灘\n呼喚幽尾玄魚
msg_questlist_main_purpose_4_1_p8	以幽尾玄魚騎行渡過大海\n追著野賊前往吹火島
msg_questlist_main_purpose_4_1_p9	從野賊三姐妹手上\n奪回被搶走的卡蒂狗
msg_questlist_main_purpose_4_1_p10	在熔岩戰場\n鎮撫島嶼王風速狗
msg_questlist_main_purpose_4_1_p11	向馬加木隊長\n報告已完成任務
msg_questlist_main_purpose_5_1_p1	與剛石對戰\n以展現自己的實力
msg_questlist_main_purpose_5_1_p2	解決圖鑑課題\n將隊員星級提升到四星
msg_questlist_main_purpose_5_1_p3	到祝慶村的訓練場與\n珍珠隊的北尚見面
msg_questlist_main_purpose_5_1_p4	前往天冠山麓進行調查
msg_questlist_main_purpose_5_1_p5	與北尚一起登山
msg_questlist_main_purpose_5_1_p6	進入迷幻洞窟
msg_questlist_main_purpose_5_1_p7	穿過迷幻洞窟繼續向前進
msg_questlist_main_purpose_5_1_p8	與北尚一起登山
msg_questlist_main_purpose_5_1_p8.1	打倒阻擋去路的木春
msg_questlist_main_purpose_5_1_p9	穿過古代採石場繼續向前進
msg_questlist_main_purpose_5_1_p10	與北尚一起登山
msg_questlist_main_purpose_5_1_p10.1	與北尚一戰\n以展現自己的力量
msg_questlist_main_purpose_5_1_p11	以大狃拉騎行攀崖\n前往迎月戰場
msg_questlist_main_purpose_5_1_p11.1	打倒再次阻擋去路的木春
msg_questlist_main_purpose_5_1_p12	在迎月戰場\n鎮撫洞窟王頑皮雷彈
msg_questlist_main_purpose_5_1_p13	向馬加木隊長\n報告已完成任務
msg_questlist_main_purpose_6_1_p1	[~ 153]
msg_questlist_main_purpose_6_1_p2	解決圖鑑課題\n將隊員星級提升到五星
msg_questlist_main_purpose_6_1_p3	前往純白凍土
msg_questlist_main_purpose_6_1_p4	[~ 156]
msg_questlist_main_purpose_6_1_p5	與珍珠隊的濱廉見面
msg_questlist_main_purpose_6_1_p5.1	與濱廉一戰\n以展現自己的力量
msg_questlist_main_purpose_6_1_p6	向金剛隊的山葵搭話
msg_questlist_main_purpose_6_1_p7	追上山葵
msg_questlist_main_purpose_6_1_p8	追上山葵
msg_questlist_main_purpose_6_1_p9	前往雪峰神殿的頂樓
msg_questlist_main_purpose_6_1_p10	解開石像的秘密\n朝雪峰神殿的頂樓前進
msg_questlist_main_purpose_6_1_p11	在雪峰神殿的頂樓\n向山葵展現自己的力量
msg_questlist_main_purpose_6_1_p12	在雪峰神殿的屋頂\n向勇士雄鷹展現自己的力量
msg_questlist_main_purpose_6_1_p13	以勇士雄鷹騎行飛到冰岩塊上面\n以取得永恆之冰
msg_questlist_main_purpose_6_1_p14	前往冰山戰場
msg_questlist_main_purpose_6_1_p15	在冰山戰場\n鎮撫雪原王冰岩怪
msg_questlist_main_purpose_6_1_p16	向馬加木隊長\n報告已完成任務
msg_questlist_main_purpose_7_1_p0	到宿舍的外面查看狀況
msg_questlist_main_purpose_7_1_p1	造訪菊伊
msg_questlist_main_purpose_7_1_p2	造訪阿米
msg_questlist_main_purpose_7_1_p3	造訪隱居地的主人
msg_questlist_main_purpose_7_2_p1	達成３座湖的試煉
msg_questlist_main_purpose_7_2_p1.5	選擇要與金剛隊的剛石\n還是要與珍珠隊的珠貝\n一起前進
msg_questlist_main_purpose_7_2_p2	達成３座湖的試煉
msg_questlist_main_purpose_7_2_p3	前往位於紅蓮濕地的\n雲霧遺跡
msg_questlist_main_purpose_7A_p1	前往位於黑曜原野的\n心齊湖
msg_questlist_main_purpose_7A_p2	進入出現在心齊湖的洞穴
msg_questlist_main_purpose_7A_p3	與藏身在心齊湖洞窟的\n寶可夢一戰
msg_questlist_main_purpose_7A_p4	在心齊湖洞窟\n達成艾姆利多的試煉
msg_questlist_main_purpose_7B_p1	前往位於紅蓮濕地的\n立志湖
msg_questlist_main_purpose_7B_p2	進入出現在立志湖的洞穴
msg_questlist_main_purpose_7B_p3	與藏身在立志湖洞窟的\n寶可夢一戰
msg_questlist_main_purpose_7B_p4	用鎮寶來命中亞克諾姆
msg_questlist_main_purpose_7B_p5	再接再厲！\n用鎮寶來命中亞克諾姆
msg_questlist_main_purpose_7B_p6	到最後仍不放棄！\n用鎮寶來命中亞克諾姆
msg_questlist_main_purpose_7C_p1	前往位於純白凍土的\n睿智湖
msg_questlist_main_purpose_7C_p2	進入出現在睿智湖的洞穴
msg_questlist_main_purpose_7C_p3	與藏身在睿智湖洞窟的\n寶可夢一戰
msg_questlist_main_purpose_7C_p4	在睿智湖洞窟\n達成由克希的試煉
msg_questlist_main_purpose_8_1_p1	追著馬加木隊長一行人\n前往天冠山山頂
msg_questlist_main_purpose_8_1_p2	追著馬加木隊長一行人\n前往天冠山山頂
msg_questlist_main_purpose_8_1_p3	追著馬加木隊長一行人\n前往天冠山山頂
msg_questlist_main_purpose_8_1_p5	在天冠山山頂\n說服馬加木隊長
msg_questlist_main_purpose_8_1_p6	帶著紅色鎖鏈\n前往神奧神殿的祭壇
msg_questlist_main_purpose_8_1_p6.1	在神奧神殿的祭壇\n捕捉神奧大尊
msg_questlist_main_purpose_9_1_p1	前往可採挖到\n起源礦石的場所
msg_questlist_main_purpose_9_1_p1.1	打倒野賊三姐妹\n獲得起源礦石
msg_questlist_main_purpose_9_1_p2	向拉苯博士報告\n有關起源礦石的事
msg_questlist_main_purpose_9_1_p3	做好萬全準備後\n前往神奧神殿
msg_questlist_main_purpose_9_1_p4	做好萬全準備後\n前往神奧神殿
msg_questlist_main_purpose_9_1_p5	做好萬全準備後\n前往神奧神殿
msg_questlist_main_purpose_9_1_p6	[~ 204]
msg_questlist_main_purpose_9_1_p7	[~ 205]
msg_questlist_main_purpose_9_1_p8	[~ 206]
msg_questlist_main_purpose_10_1_p1	離開宿舍
msg_questlist_main_purpose_10_1_p2	在調查組室\n討論今後的方針
msg_questlist_main_purpose_10_1_p3	[~ 209]
msg_questlist_main_purpose_10_1_p4	[~ 210]
msg_questlist_main_purpose_10_1_p5	[~ 211]
msg_questlist_main_purpose_10_2_p1	在黑曜原野的高崗基地\n與望羅會合
msg_questlist_main_purpose_10_2_p1.5	在位於黑曜原野的\n險林尋找石板
msg_questlist_main_purpose_10_2_p2	從吾思那裡獲得有關\n阿爾宙斯神話的情報
msg_questlist_main_purpose_10_2_p3	根據吾思的情報\n去獲得５塊石板
msg_questlist_main_purpose_10A_p1	捕捉住艾姆利多、亞克諾姆與由克希\n這３隻寶可夢
msg_questlist_main_purpose_10B_p1	前往位於群青海岸的\n吹火島
msg_questlist_main_purpose_10B_p2	前往位於群青海岸的\n吹火島
msg_questlist_main_purpose_10B_p3	進入位於群青海岸的\n火山口祠中
msg_questlist_main_purpose_10B_p4	捕捉出現在火山口祠的\n席多藍恩
msg_questlist_main_purpose_10C_p1	前往位於天冠山麓的\n迎月戰場
msg_questlist_main_purpose_10C_p2	捕捉據說會出現在迎月戰場的\n克雷色利亞
msg_questlist_main_purpose_10D_p1	前往純白凍土打開\n雪峰神殿中通往地下的門
msg_questlist_main_purpose_10D_p2	前往純白凍土打開\n雪峰神殿中通往地下的門
msg_questlist_main_purpose_10D_p3	調查雪峰神殿的地下
msg_questlist_main_purpose_10D_p4	捕捉在雪峰神殿地下\n等候著的雷吉奇卡斯
msg_questlist_main_purpose_10E_p1	前往起始海灘去找\n正在等候的馬加木隊長
msg_questlist_main_purpose_10E_p2	在與馬加木隊長的對戰中拿下勝利
msg_questlist_main_purpose_10_2_p4	回到吾思在的地方報告結果
msg_questlist_main_purpose_10_2_p5	將吾思需要的東西交給她
msg_questlist_main_purpose_10_2_p6	穿過位於天冠山麓的\n神闔寺院遺址\n到祈禱廣場與望羅會合
msg_questlist_main_purpose_10_2_p20	到位於天冠山麓的\n神奧神殿與望羅會合
msg_questlist_main_purpose_10_2_p21	與所有的寶可夢相遇\n並在神奧神殿的祭壇吹奏笛子
questlist_sub.dat
msg_questlist_questname_sub_001	可愛的姆克兒
msg_questlist_questname_sub_002	小貓怪的耳朵是怎樣的耳朵？
msg_questlist_questname_sub_003	橙橙果在手，出門不用愁
msg_questlist_questname_sub_004	泳圈鼬比大小
msg_questlist_questname_sub_005	刺尾蟲的進化
msg_questlist_questname_sub_006	進化後的刺尾蟲
msg_questlist_questname_sub_007	超音蝠的眼睛
msg_questlist_questname_sub_008	目標是打靶推廣家
msg_questlist_questname_sub_009	恰恰好的醃菜石
msg_questlist_questname_sub_010	嚮往銀河隊
msg_questlist_questname_sub_011	森林照片裡的寶可夢是？
msg_questlist_questname_sub_012	三隻頑皮大牙狸
msg_questlist_questname_sub_013	令人好奇的樹果
msg_questlist_questname_sub_014	深夜的奇怪現象
msg_questlist_questname_sub_015	伊布進化後……
msg_questlist_questname_sub_016	紅色火球之謎
msg_questlist_questname_sub_017	想調查厚實出色的蘑菇！
msg_questlist_questname_sub_018	奇特小火馬的目擊報告
msg_questlist_questname_sub_019	和飄飄球一起玩
msg_questlist_questname_sub_020	原野的撞氣球
msg_questlist_questname_sub_021	誠徵耕地好搭檔
msg_questlist_questname_sub_022	想進新商品
msg_questlist_questname_sub_023	穿搭優雅的結草貴婦
msg_questlist_questname_sub_024	晚上照片裡的寶可夢是？
msg_questlist_questname_sub_025	尋找味道很苦的葉子
msg_questlist_questname_sub_026	抱著頭的可達鴨們
msg_questlist_questname_sub_027	迷路的警衛組組員：前往濕地……
msg_questlist_questname_sub_028	[~ 27]
msg_questlist_questname_sub_029	[~ 28]
msg_questlist_questname_sub_030	家鄉的味道
msg_questlist_questname_sub_031	搭建荒地基地
msg_questlist_questname_sub_032	澆澆水就對了！
msg_questlist_questname_sub_033	飄浮在黑夜的幽火
msg_questlist_questname_sub_034	讓我看看你們的好感情
msg_questlist_questname_sub_035	時開時闔
msg_questlist_questname_sub_036	巷子裡的魔牆人偶
msg_questlist_questname_sub_037	草原的音色
msg_questlist_questname_sub_038	菇誘糰廣告代言人
msg_questlist_questname_sub_039	蜜的味道
msg_questlist_questname_sub_040	[~ 39]
msg_questlist_questname_sub_041	誠徵澆水好搭檔
msg_questlist_questname_sub_042	又想進新商品
msg_questlist_questname_sub_043	美麗的花兒都有……
msg_questlist_questname_sub_044	河川照片裡的寶可夢是？
msg_questlist_questname_sub_045	西邊和東邊的無殼海兔
msg_questlist_questname_sub_046	在沼澤遺失的護符
msg_questlist_questname_sub_047	有兩枚尾鰭的寶可夢
msg_questlist_questname_sub_048	柔韌的尾巴
msg_questlist_questname_sub_049	追追長尾怪手
msg_questlist_questname_sub_050	章魚桶的墨汁
msg_questlist_questname_sub_051	搭建海岸基地
msg_questlist_questname_sub_052	[~ 51]
msg_questlist_questname_sub_053	帕奇利茲的戰鬥方式
msg_questlist_questname_sub_054	鯉魚王好奇王
msg_questlist_questname_sub_055	[~ 54]
msg_questlist_questname_sub_056	餓肚子的波加曼
msg_questlist_questname_sub_057	迷路的警衛組組員：前往海岸……
msg_questlist_questname_sub_058	不良蛙的毒素有療效
msg_questlist_questname_sub_059	心碎而美麗
msg_questlist_questname_sub_060	海岸的撞氣球
msg_questlist_questname_sub_061	誠徵能擊碎岩石的好搭檔
msg_questlist_questname_sub_062	想再進新商品
msg_questlist_questname_sub_063	夢妖的飄逸頭髮
msg_questlist_questname_sub_064	讓人懷念的香草香
msg_questlist_questname_sub_065	想跟豪力借一雙手
msg_questlist_questname_sub_066	路痴需要朝北鼻
msg_questlist_questname_sub_067	[~ 66]
msg_questlist_questname_sub_068	追求前所未見的色彩
msg_questlist_questname_sub_069	為了克服怕鬼怪
msg_questlist_questname_sub_070	請做個木娃娃好嗎？
msg_questlist_questname_sub_071	搭建山中基地
msg_questlist_questname_sub_072	[~ 71]
msg_questlist_questname_sub_073	皮皮的賞月大會
msg_questlist_questname_sub_074	沙河馬的♂與♀
msg_questlist_questname_sub_075	[~ 74]
msg_questlist_questname_sub_076	迷路的警衛組組員：前往山麓……
msg_questlist_questname_sub_077	迷路的警衛組組員：前往原野……
msg_questlist_questname_sub_078	[~ 77]
msg_questlist_questname_sub_079	[~ 78]
msg_questlist_questname_sub_080	[~ 79]
msg_questlist_questname_sub_081	[~ 80]
msg_questlist_questname_sub_082	想進更多新商品
msg_questlist_questname_sub_083	奇魯莉安的搖曳頭髮
msg_questlist_questname_sub_084	究極的醃菜材料單
msg_questlist_questname_sub_085	小山豬採蘑菇
msg_questlist_questname_sub_086	尋找村落的痕跡
msg_questlist_questname_sub_087	[~ 86]
msg_questlist_questname_sub_088	哪隻才是真正的結草兒？
msg_questlist_questname_sub_089	幫助人的幸福蛋
msg_questlist_questname_sub_090	杵兒的簡單小願望
msg_questlist_questname_sub_091	搭建冰山基地
msg_questlist_questname_sub_092	藏身白雪中的白色六尾
msg_questlist_questname_sub_093	誠徵火熱的寶可夢
msg_questlist_questname_sub_094	中意哪個屋簷下？
msg_questlist_questname_sub_095	比誰都想了解冰寶
msg_questlist_questname_sub_096	迷路的警衛組組員：前往凍土……
msg_questlist_questname_sub_097	吃了就顛倒
msg_questlist_questname_sub_098	鋼鐵的路卡利歐
msg_questlist_questname_sub_099	海豹球滾啊滾
msg_questlist_questname_sub_100	凍土的撞氣球
msg_questlist_questname_sub_104	湖的石板
msg_questlist_questname_sub_105	[~ 101]
msg_questlist_questname_sub_106	[~ 102]
msg_questlist_questname_sub_107	雪峰神殿的石板
msg_questlist_questname_sub_108	吹火島的石板
msg_questlist_questname_sub_109	在月夜發光的石板
msg_questlist_questname_sub_110	騎拉帝納的去向
msg_questlist_questname_sub_111	[~ 107]
msg_questlist_questname_sub_112	[~ 108]
msg_questlist_questname_sub_113	[~ 109]
msg_questlist_questname_sub_114	洗翠的化身們
msg_questlist_questname_sub_115	海之傳說
msg_questlist_questname_sub_116	想傳達感謝
msg_questlist_questname_sub_117	漆黑的惡夢
msg_questlist_questname_sub_122	金剛隊的寶物
msg_questlist_questname_sub_123	珍珠隊的寶物
msg_questlist_questname_sub_201	新的「變異」
msg_questlist_questname_sub_202	調查大大大量出現：黑曜原野
msg_questlist_questname_sub_203	調查大大大量出現：紅蓮濕地
msg_questlist_questname_sub_204	調查大大大量出現：群青海岸
msg_questlist_questname_sub_205	美食誘惑大作戰
msg_questlist_questname_sub_206	調查大大大量出現：天冠山麓
msg_questlist_questname_sub_207	調查大大大量出現：純白凍土
msg_questlist_questname_sub_208	洗翠的黎明
msg_questlist_questname_sub_250	與警衛組的隱藏高手對戰
msg_questlist_questname_sub_251	[~ 125]
msg_questlist_questname_sub_252	剛石的願望
msg_questlist_questname_sub_253	心齊湖的試煉
msg_questlist_questname_sub_254	立志湖的試煉
msg_questlist_questname_sub_255	睿智湖的試煉
msg_questlist_questname_sub_256	珠貝的願望
msg_questlist_questname_sub_257	究極的撞氣球
msg_questlist_questname_sub_258	挖掘明日
msg_questlist_questname_sub_259	[~ 133]
msg_questlist_questname_sub_261	隻身道：大牙狸之道
msg_questlist_questname_sub_262	隻身道：結草貴婦之道
msg_questlist_questname_sub_263	隻身道：劈斧螳螂之道
msg_questlist_questname_sub_264	隻身道：護城龍之道
msg_questlist_questname_sub_265	隻身道：刺尾蟲之道
msg_questlist_questname_sub_266	隻身道：洛托姆之道
msg_questlist_questname_sub_267	隻身道：鯉魚王之道
msg_questlist_questname_sub_268	隻身道：裙兒小姐之道
msg_questlist_questname_sub_269	隻身道：伊布之道
msg_questlist_questname_sub_270	隻身道：圓法師之道
msg_questlist_questname_sub_271	隻身道：凱西之道
msg_questlist_questname_sub_272	隻身道：毒薔薇之道
msg_questlist_questname_sub_273	隻身道：狃拉之道
msg_questlist_questname_sub_274	隻身道：幸福蛋之道
msg_questlist_questname_sub_275	隻身道：羅絲雷朵之道
msg_questlist_sub_outline_001	從總是說姆克兒有多麼可愛的\n日葵那裡收到了委託。\n讓她看看姆克兒吧。
msg_questlist_sub_outline_001_255	[~ 150]
msg_questlist_sub_outline_002	從想不起小貓怪的耳朵花紋\n而渾身不對勁的士俊那裡收到了委託。\n讓他看看小貓怪吧。
msg_questlist_sub_outline_002_255	[~ 152]
msg_questlist_sub_outline_003	從害怕寶可夢的昇秀那裡收到了委託。\n分給他幾個在從寶可夢逃走時\n也能派得上用場的橙橙果吧。
msg_questlist_sub_outline_003_255	[~ 154]
msg_questlist_sub_outline_004	從和小隻的泳圈鼬一起生活的\n實建那裡收到了委託。\n將大隻的泳圈鼬讓給他吧。
msg_questlist_sub_outline_004_255	[~ 156]
msg_questlist_sub_outline_005	從聽到博士提及寶可夢進化的\n英卓那裡收到了委託。\n去幫他捉隻刺尾蟲來吧。
msg_questlist_sub_outline_005_255	[~ 158]
msg_questlist_sub_outline_006	之前讓給英卓的那隻刺尾蟲\n在進化後似乎讓英卓陷入了煩惱。\n去聽聽英卓怎麼說吧。
msg_questlist_sub_outline_006_20	英卓培育的刺尾蟲雖然進化成了盾甲繭，\n但他卻不清楚盾甲繭和甲殼繭有什麼差別。\n讓他看看甲殼繭，完成委託吧。
msg_questlist_sub_outline_006_255	[~ 161]
msg_questlist_sub_outline_007	收到了一個有關超音蝠的委託。\n去聽聽曉瑜怎麼說吧。
msg_questlist_sub_outline_007_20	曉瑜很好奇超音蝠到底有雙什麼樣的眼睛，\n才能在黑暗中自由自在地四處飛行。\n讓她看看超音蝠，完成委託吧。
msg_questlist_sub_outline_007_255	[~ 164]
msg_questlist_sub_outline_008	[~ 165]
msg_questlist_sub_outline_008_10	接受了祝慶村打靶大叔的挑戰。\n據說只要能拿到１００００分以上，\n就能獲得特別的獎品。
msg_questlist_sub_outline_008_255	[~ 167]
msg_questlist_sub_outline_009	從正在尋找恰恰好的醃菜石的\n雪江那裡收到了委託。\n去幫她捉隻小拳石回來吧。
msg_questlist_sub_outline_009_255	[~ 169]
msg_questlist_sub_outline_010	志雄認為要成為優秀的銀河隊隊員，\n就必須要有自己的搭檔寶可夢。\n給他精靈球，完成委託吧。
msg_questlist_sub_outline_010_255	[~ 171]
msg_questlist_sub_outline_011	[~ 172]
msg_questlist_sub_outline_011_10	顯穎從不經意間拍進照片的寶可夢身上\n感受到了作為拍攝對象的魅力。\n捉到那種寶可夢後就讓他看看，完成委託吧。
msg_questlist_sub_outline_011_255	[~ 174]
msg_questlist_sub_outline_012	最近似乎有頑皮的大牙狸\n不斷地在祝慶村裡搗亂。\n去找綢希打聽詳情吧。
msg_questlist_sub_outline_012_20	有３隻頑皮的大牙狸\n侵入了祝慶村！\n去幫綢希捕捉牠們吧。
msg_questlist_sub_outline_012_255	[~ 177]
msg_questlist_sub_outline_013	從伸朗那裡收到了\n去幫他採櫻子果回來的委託。\n聽說他還會提供有用的資訊……
msg_questlist_sub_outline_013_255	[~ 179]
msg_questlist_sub_outline_014_10	茶花的家到了晚上\n似乎會發生奇怪的現象。\n去幫茶花調查原因吧。
msg_questlist_sub_outline_014_20	[~ 181]
msg_questlist_sub_outline_014_30	[~ 182]
msg_questlist_sub_outline_014_40	[~ 183]
msg_questlist_sub_outline_015_10	園敖似乎想要找個人\n商量關於伊布進化的事。\n去找園敖打聽詳情吧。
msg_questlist_sub_outline_015_20	從園敖那裡收到了委託。\n去幫他找出不見的伊布吧。
msg_questlist_sub_outline_015_30	[~ 186]
msg_questlist_sub_outline_015_255	[~ 187]
msg_questlist_sub_outline_016	從環夕那裡收到了委託。\n去馳風道捕捉紅色的火球，\n讓環夕能拿出證據給不相信她的若竹看吧。
msg_questlist_sub_outline_016_20	紅色火球的真面目是小火焰猴！\n捕捉小火焰猴，讓環夕看看\n在暗夜中發亮的小火焰猴的尾巴吧。
msg_questlist_sub_outline_016_255	[~ 190]
msg_questlist_sub_outline_017	與非常了解菇類的正漢\n一起調查派拉斯特背上的蘑菇。\n先去聽聽正漢怎麼說吧。
msg_questlist_sub_outline_017_20	[~ 192]
msg_questlist_sub_outline_017_30	[~ 193]
msg_questlist_sub_outline_017_40	[~ 194]
msg_questlist_sub_outline_017_255	[~ 195]
msg_questlist_sub_outline_018	收到了一個有關稀有小火馬的委託。\n去找堯佑打聽詳情吧。
msg_questlist_sub_outline_018_20	堯佑對出現在蹄鐵草原的\n稀有小火馬害怕得不得了。\n去捕捉稀有的小火馬，完成委託吧。
msg_questlist_sub_outline_018_30	在蹄鐵草原出現的稀有小火馬\n原來是異色的小火馬。
msg_questlist_sub_outline_018_40	[~ 199]
msg_questlist_sub_outline_018_255	[~ 200]
msg_questlist_sub_outline_019	似乎有人目擊到了飄飄球\n和小孩子一起玩耍的樣子。\n去找警衛組的樹央打聽詳情吧。
msg_questlist_sub_outline_019_20	[~ 202]
msg_questlist_sub_outline_019_30_40_50	[~ 203]
msg_questlist_sub_outline_019_60	[~ 204]
msg_questlist_sub_outline_019_255	[~ 205]
msg_questlist_sub_outline_020_10	在黑曜原野接受了撞氣球大叔的挑戰。\n據說只要撞破１７個氣球，\n就能獲得特別的獎品。
msg_questlist_sub_outline_020_255	[~ 207]
msg_questlist_sub_outline_021	從煩惱地面太堅硬而無法耕地的\n稻禾那裡收到了委託。\n借給他能耕地的寶可夢吧。
msg_questlist_sub_outline_021_255	[~ 209]
