challenge_mode.msbt
Challenge_Title_001	ドングリへいげんを かけぬけろ！
ModelPlayWindow_BtnR_00	OK
ModelPlayWindow_BtnR_01	つぎに進む
GameScene_ModelPlayIndex_00	おてほんプレイ
GameScene_CanceText_00	やめる
ChallengeSelect_MenuText_00	メニュー
PaChallengeMenuBtn_CourseName_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
PaChallengeMenuBtn_New_00	NEW
ChallengeSelect_Index_00	おだいモード
ChallengeSelect_TimeIndex_00	タイムアタック
ChallengeSelect_CoinIndex_00	コイン
ChallengeSelect_1UPIndex_00	れんぞく1UP
ChallengeSelect_SpecialIndex_00	その他
ChallengeSelectWindow_New_00	NEW
ChallengeSelectWindow_CourseName_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
ChallengeSelectWindow_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
ChallengeSelectWindow_GoldCondition_00	&#xE;&#x16;&#x4;&#x2;&#x0;Í
ChallengeSelectWindow_SilverCondition_00	&#xE;&#x16;&#x3;&#x2;&#x0;Í
ChallengeSelectWindow_BronzeCondition_00	&#xE;&#x16;&#x2;&#x2;&#x0;Í
ChallengeSelectWindow_Start_00	はじめる
ChallengeSelectWindow_Replay_00	ムービー
ChallengeSelectWindow_BestTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestCoinCount_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;&#xE;&#x0;&#x2;&#x2;K&#x0;まい&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestCoinLost_00	&#xE;&#xF;&#x1;&#x2;&#x0;&#x2;&#xE;&#x0;&#x2;&#x2;K&#x0;まい&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_Best1UPCount_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;&#xE;&#x0;&#x2;&#x2;K&#x0;UP&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestEnemyLost_00	&#xE;&#xF;&#x1;&#x2;&#x0;&#x2;&#xE;&#x0;&#x2;&#x2;K&#x0;かい&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestClear_00	条件クリア
ChallengeSelectWindow_BestScore_00	ベストスコア
ChallengeSelectWindow_WorldCourseName_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í-&#xE;&#x12;&#x3;&#x2;&#x1;Í
ChallengeSelectWindow_Original_00	オリジナルコース
PreGameChallengeTime_Title_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
PreGameChallengeTime_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PreGameChallengeTime_Gold_00	&#xE;&#x16;&#x4;&#x2;&#x0;Í
PreGameChallengeTime_Silver_00	&#xE;&#x16;&#x3;&#x2;&#x0;Í
PreGameChallengeTime_Bronze_00	&#xE;&#x16;&#x2;&#x2;&#x0;Í
ResultChallenge_PlayScoreText_00	今回のスコア
ResultChallenge_BestScoreText_00	ベストスコア
ResultChallenge_PlayScoreText_Coin00	今回のスコア
ResultChallenge_BestScoreText_Coin00	ベストスコア
ResultChallenge_PlayScoreText_Count00	今回のスコア
ResultChallenge_BestScoreText_Count00	ベストスコア
ResultChallenge_PlayScoreText_UP00	今回のスコア
ResultChallenge_BestScoreText_UP00	ベストスコア
ResultChallenge_Score_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_BestScore_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_NoBestScore_00	---
ResultChallenge_BestScoreNew_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_ScoreCoinCount_00	まい
ResultChallenge_ScoreCoinLost_00	まい
ResultChallenge_Score1UPCount_00	UP
ResultChallenge_ScoreEnemyLost_00	かい
ResultChallenge_PlayScore_01	カウント
ResultChallenge_GoldMedalGet_00	金メダルゲット！
ResultChallenge_SilverMedalGet_00	銀メダルゲット！
ResultChallenge_BronzeMedalGet_00	銅メダルゲット！
ResultChallenge_NewRecord_00	ベストスコア更新！
ResultChallenge_TieRecord_00	ベストスコア タイ記録！
ResultChallenge_BestScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_PlayScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_CourseName_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
ResultChallenge_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PauseGame_ChallengeContinue_00	つづける
PauseGame_ChallengeRetry_00	リトライする
PauseGame_ChallengeExit_00	コースをでる
PauseGame_ChallengePlayStyle_00	そうさへんこう
ChallengeInfoWindow_New_00	NEW!
ChallengeInfoWindow_Text_00	あたらしいおだいが追加されました！
ChallengeRetryWindow_Text_00	リトライしますか？
ChallengeRetryWindow_Retry_00	リトライする！
ChallengeRetryWindow_Exit_00	やめる
ChangeTeam_Index_00	チームへんこう
ChangeTeam_TeamText_00	このチームであそんでいます
ChangeTeam_TeamBtnL_00	チームをかえてあそぶ
ChangeTeam_TeamBtnR_00	個人戦であそぶ
ChangeTeam_KojinText_00	個人戦であそんでいます
ChangeTeam_KojinBtn_00	チーム戦であそぶ
ChangeTeam_ChangeTeamText_00	チームにわかれてください
ChangeTeam_Guide_00	いどう
ChangeTeam_ConfirmText_00	この状態にへんこうしますか？
ChangeTeam_ConfirmBtnL_00	キャンセル
ChangeTeam_ConfirmBtnR_00	OK
MovieSaveWindow_Text_00	プレイムービーを保存しました。
MovieSaveWindow_Text_01	あたらしいプレイムービーを保存します。\n\n以前のプレイムービーは消去されますが\nよろしいですか？
MovieSaveWindow_BtnC_00	OK
MovieSaveWindow_BtnL_00	キャンセル
MovieSaveWindow_BtnR_00	おきかえる
MovieSaveWindow_SaveText_00	セーブしています。\n電げんを切らないでください。
PauseGame_MovieContinue_00	つづけて見る
PauseGame_MovieExit_00	やめる
WarpSelectWindow_Btn_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í
WarpSelectWindow_OK_00	ここへいどうする
CourseSelectFree_Index_00	ブーストモード
CourseSelectFree_MenuText_00	メニュー
CourseSelectFree_Text_00	あそびたいパックを選んでください
CourseSelectFree_Text_01	このパックをあそびますか？
CourseSelectFree_Rule_00	コインを集めてスピードアップ！\nベストタイムをめざそう！
CourseSelectFree_BtnR_00	はじめる
CourseSelectFree_New_00	NEW!
CourseSelectFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
CourseSelectFree_Best_00	ベスト
CourseSelectFreeMenu_TitleBtn_00	ゲームをやめる
LabelFree_Easy_00	かんたんパック
LabelFree_Random_00	ランダムパック
LabelFree_Musasabi_00	ムササビパック
LabelFree_Yoshi_00	ヨッシーパック
LabelFree_Athletic_00	アスレチックパック
LabelFree_Penguin_00	ペンギンパック
LabelFree_Special_00	スペシャルパック
LabelFree_Hard_00	ゲキムズパック
LabelFree_LockedPack_00	未オープン
LabelFree_CourseNum_00	&#xE;&#xD;&#x0;&#x2;&#x0;&#x1;コース
KinopioBaloonText_Text_00	Hey!
KinopioZoroText_01	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;いつも 応えん しています！\nどうぞ 旅のお役に立ててください。
KinopioZoroText_02	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;いつも 応えん しています！\nどうぞ 旅のお役に立ててください。
ShadowStartMessage_Text_00	トッテンをつかまえろ！
ShadowFail_Text_00	しっぱいしちゃった…
ShadowClear_Text_00	つかまえた！
ShadowFirstDemo_Message_02	たいへんです！ たいせつなアイテムが\nあやしいヤツに とられてしまいました～～！\n\n\nすごく にげ足がはやくて\nつかまえられそうにありません！\n\n\nおねがいです！ たすけてください！
ShadowFirstDemo_Message_03	なかなか みつからない\nとくべつなアイテムなのに・・・
ShadowFirstDemo_Message_03_1	ああ、こうしちゃいられない。\nあいつはドングリへいげんに にげましたね！
ShadowFirstDemo_Message_03_2	ああ、こうしちゃいられない。\nわたしは 先にもどります。
ShadowFirstDemo_Message_03_3	ああ、こうしちゃいられない。\nわたしは 先にもどります。
ShadowFirstDemo_Message_04	あっ！ そうだ・・・\nいそぐときは 土管があったんだ！
ShadowFirstDemo_Message_05	たいへんです！ たいせつなアイテムが\nあやしいヤツに とられてしまいました～～！\n\n\nすごく にげ足がはやくて\nつかまえられそうにありません！\n\n\nおねがいです！ たすけてください！
ShadowFinish_K_Message_01	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;とりかえしてくれたんですね。\nありがとうございました！\n\n\nこれは おれいです。\nこまったときに つかってください。
ChibiYoshii_Message_00	ヨッシー！\n（ボクは きまぐれ ちびヨッシー）\n\n\n（なんだか おもしろそう・・・。 ついて いこうかなぁ～）
RecordList_CoinNumText_00	集めたコイン
RecordList_CoinNum_00	&#xE;&#xD;&#x5;&#x2;&#x0;&#x6;
RecordList_SCoinNumText_00	集めたスターコイン
RecordList_SCoinNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalNumText_00	コースをクリアした回数
RecordList_GoalNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_ClapNumText_00	はく手された回数
RecordList_ClapNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_AssistText_00	仲間を持ち上げた回数
RecordList_Assist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_MiniAssistText_00	同時ヒップドロップした回数
RecordList_MiniAssist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ShadowNumText_00	オイラをつかまえた回数
RecordList_ShadowNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_KuriboNumText_00	クリボーをふんだ回数
RecordList_KuriboNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ItemNumText_00	アイテムをとった回数
RecordList_ItemNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_YosshiNumText_00	ヨッシーとゴールした回数
RecordList_YosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_CYosshiNumText_00	ちびヨッシーとゴールした回数
RecordList_CYosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_Goal1UPNumText_00	ゴールで１ＵＰした回数
RecordList_Goal1UPNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalHanabiNumText_00	ゴールで花火があがった回数
RecordList_GoalHanabiNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_3UPMoonText_00	３ＵＰムーンをとった回数
RecordList_3UPMoonNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_IndexMario_00	「マリオU」のきろく
RecordList_IndexLuigi_00	「ルイージU」のきろく
EventWindow_CompleteIndex_Star_00	&#xE;&#x0;&#x2;&#x2;x&#x0;ゲームクリアおめでとう！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_00	たっせいのしるしに、ファイルに&#xE;&#x11;&#x16;&#x2;l&#x0;がつきました！\nこれからは いつでもメニューからセーブできるようになります。
EventWindow_DokanIndex_Star_00	土管をつかって スペシャルスターに\nいけるようになりました！
EventWindow_Dokan_Star_00	スターコインを、たくさん集めてチャレンジしよう！
EventWindow_CompleteIndex_Star_01	ピーチ城までの\nすべてのコースをクリアしました！
EventWindow_Complete_Star_01	おめでとうございます！\nたっせいのしるしに、ファイルに２つ目の&#xE;&#x11;&#x16;&#x2;l&#x0;がつきました！
EventWindow_CompleteIndex_Star_02	ピーチ城までのスターコインが\nすべてあつまりました！
EventWindow_Complete_Star_02	たっせいのしるしに、ファイルに３つ目の&#xE;&#x11;&#x16;&#x2;l&#x0;がつきました！
EventWindow_CompleteIndex_Star_03	&#xE;&#x0;&#x2;&#x2;n&#x0;さいごのコースがオープンしました！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_03	たっせいのしるしに、ファイルに４つ目の&#xE;&#x11;&#x16;&#x2;l&#x0;がつきました！
EventWindow_CompleteIndex_Star_04	&#xE;&#x0;&#x2;&#x2;n&#x0;すべてのコースをコンプリートしました！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_04	たっせいのしるしに、ファイルに５つ目の&#xE;&#x11;&#x16;&#x2;l&#x0;がつきました！\nキノピオの家があそび放題になりました！
EventWindow_CompleteIndex_Shadow00	すべてのワールドで\nトッテンをつかまえました！
EventWindow_Complete_Shadow00	おめでとうございます！
EventWindow_DokanIndex_ShadowGet_00	土管をつかって ひみつのしまに\nいけるようになりました！
EventWindow_Dokan_ShadowGet_00	さっそく 土管に入って、いってみよう！
EventWindow_CompleteIndex_WorldStarCoinGet_00	ドングリへいげんの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_01	デザートさばくの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_02	ミントしょとうの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_03	フローズンだいちの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_04	ソーダジャングルの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_05	ロックさんみゃくの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_06	マシュマロうんかいの\nスターコインが、すべてあつまりました！
EventWindow_CompleteIndex_WorldStarCoinGet_07	ピーチ城の\nスターコインが、すべてあつまりました！
EventWindow_Complete_WorldStarCoinGet_00	何かいいことがおこるかも！？
EventWindow_CompleteIndex_AllStarCoinGet_00	すべてのスターコインが あつまりました！
EventWindow_Complete_AllStarCoinGet_00	おめでとうございます！
PreGameFree_X_00	×
PreGameFree_Zanki_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
PreGameFree_Timer_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_Best_00	ベスト
PreGameFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_BestTime_01	---
PreGameFree_Recommend_00	かんたんパック
PreGameFree_Musasabi_00	ムササビパック
PreGameFree_Yosshi_00	ヨッシーパック
PreGameFree_Athletic_00	アスレチックパック
PreGameFree_Penguin_00	ペンギンパック
PreGameFree_Propller_00	スペシャルパック
PreGameFree_Hard_00	ゲキムズパック
PreGameFree_Random_00	ランダムパック
ChallengeCompleteWindow_CompleteIndex_00	Congratulations!
ChallengeCompleteWindow_GoldComplete_00	「&#xE;&#xB;&#x0;&#x2;&#x0;Í」のすべての おだいで\n金メダルを、かくとくしました！
ChallengeCompleteWindow_SilverComplete_00	「&#xE;&#xB;&#x0;&#x2;&#x0;Í」のすべての おだいで\n銀メダルを、かくとくしました！
ChallengeCompleteWindow_BronzeComplete_00	「&#xE;&#xB;&#x0;&#x2;&#x0;Í」のすべての おだいで\n銅メダルを、かくとくしました！
ChallengeCompleteWindow_AllComplete_00	すべてのおだいで\nコンプリートをたっせいしました！
ChallengeCompleteWindow_category_01	タイムアタック
ChallengeCompleteWindow_category_02	コイン
ChallengeCompleteWindow_category_03	れんぞく1UP
ChallengeCompleteWindow_category_04	その他
ResultFree_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
ResultFree_1UPNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_KuppaNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_Time_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_Best_00	ベスト
ResultFree_NewTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_01	---
ResultFree_MVP_00	MVP
ResultFree_NewRecord_00	NEW RECORD!
ResultFree_PackName_00	かんたんパック
ResultFree_Musasabi_00	ムササビパック
ResultFree_Yosshi_00	ヨッシーパック
ResultFree_Athletic_00	アスレチックパック
ResultFree_Penguin_00	ペンギンパック
ResultFree_Propller_00	スペシャルパック
ResultFree_Hard_00	ゲキムズパック
ResultFree_Random_00	ランダムパック
TheEnd_Text_00	THE END
StaffCreditScene_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScoreNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScore_00	ハイスコア
Skip_Text_00	スキップ
SpeedUp_Text_00	SPEED UP！
SpeedUp_Text_01	MAX SPEED！
TalkWindow_W9_00	このコースは ドングリへいげんの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_01	このコースは デザートさばくの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_02	このコースは ミントしょとうの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_03	このコースは フローズンだいちの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_04	このコースは ソーダジャングルの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_05	このコースは ロックさんみゃくの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_06	このコースは マシュマロうんかいの スターコインを\nすべて集めると、あそべるようになります。
TalkWindow_W9_07	このコースは ピーチ城の スターコインを\nすべて集めると、あそべるようになります。
PaDLBtnBtn_00	NewスーパールイージU\nであそぶ
PaMarioUBtnBtn_00	NewスーパーマリオU\nであそぶ
SaveDataSelect_MovieBtn_00	ムービー
NXStaffCredit.msbt
NXStaffCredit_Heading_00	「New Super Mario Bros. U Deluxe」\nStaff Credit
NXStaffCredit_Copyright_00	Nintendo is the author of this\nsoftware for the purpose of\ncopyright. All rights reserved.\n© 2012-2018 Nintendo.
OverlayDialog.msbt
OverlayDialog_BtnR_00	OK
OverlayDialog_BtnL_00	キャンセル
OverlayDialog_OverlayDialog_00	タイトルにもどりますか？
OverlayDialog_OverlayDialog_01	タイトルにもどりますか？\n\n（セーブしていない内容は失われます。）
staff_credit.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Masataka Takemoto
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;GAME DESIGN
StaffCredit_07	Shigeyuki Asuke
StaffCredit_08	Daiki Iwamoto
StaffCredit_09	Ryutaro Kanno
StaffCredit_10	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN
StaffCredit_11	Takayuki Ikkaku
StaffCredit_12	Kenta Usui
StaffCredit_13	Yasuhiro Akama
StaffCredit_14	Yuka Kawasumi
StaffCredit_15	Yasuhisa Yamamura
StaffCredit_16	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN ADVISER
StaffCredit_17	Toshihiko Nakago
StaffCredit_18	&#xE;&#x18;&#x0;&#x0;LEAD DESIGN
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Hirohito Shinoda
StaffCredit_22	Keisuke Umeda
StaffCredit_23	Yuki Hamada
StaffCredit_24	&#xE;&#x18;&#x0;&#x0;FIELD DESIGN
StaffCredit_25	Yasutomo Nishibe
StaffCredit_26	Masanao Arimoto
StaffCredit_27	Yasuyo Iwawaki
StaffCredit_28	Yuka Sawano
StaffCredit_29	Shunichi Shirai
StaffCredit_30	Mayako Sugimoto
StaffCredit_31	Tadashi Tanaka
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;WORLD MAP DESIGN
StaffCredit_33	Takeshi Koike
StaffCredit_34	Saki Kaneko
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Satoko Okada
StaffCredit_37	Mariko Tachibana
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
StaffCredit_40	&#xE;&#x18;&#x0;&#x0;DESIGN ADVISER
StaffCredit_41	Atsushi Miyagi
StaffCredit_42	&#xE;&#x18;&#x0;&#x0;PROGRAMMING DIRECTOR
StaffCredit_43	Shiro Mouri
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;SYSTEM PROGRAMMING
StaffCredit_45	Shintaro Sato
StaffCredit_46	Takuma Oiso
StaffCredit_47	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_48	Keigo Nakanishi
StaffCredit_49	&#xE;&#x18;&#x0;&#x0;CINEMATIC PROGRAMMING
StaffCredit_50	Makoto Sasaki
StaffCredit_51	&#xE;&#x18;&#x0;&#x0;FIELD SYSTEM PROGRAMMING
StaffCredit_52	Hisashi Okada
StaffCredit_53	&#xE;&#x18;&#x0;&#x0;ENEMY &amp; OBJECT PROGRAMMING
StaffCredit_54	Tatsuo Nishiyama
StaffCredit_55	Kenichi Nishiyama
StaffCredit_56	Arisa Kitani
StaffCredit_57	Keiji Takahashi
StaffCredit_58	Etsuko Sakai
StaffCredit_59	Fumiya Nakano
StaffCredit_60	Takuma Deguchi
StaffCredit_61	Toshiyuki Doi
StaffCredit_65	&#xE;&#x18;&#x0;&#x0;WORLD MAP PROGRAMMING
StaffCredit_62	Yasunari Soejima
StaffCredit_63	Koji Sakai
StaffCredit_64	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_66	Kiyoshi Koda
StaffCredit_67	Masaru Nii
StaffCredit_68	Akira Mizukami
StaffCredit_69	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_70	Yohei Miyagawa
StaffCredit_71	Natsuko Yokoyama
StaffCredit_72	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_73	Shiho Fujii
StaffCredit_74	Mahito Yokota
StaffCredit_75	&#xE;&#x18;&#x0;&#x0;SOUND ADVISER
StaffCredit_76	Koji Kondo
StaffCredit_77	&#xE;&#x18;&#x0;&#x0;GENERAL COORDINATION
StaffCredit_78	Tsutomu Kaneshige
StaffCredit_79	Shinichi Ikematsu
StaffCredit_80	&#xE;&#x18;&#x0;&#x0;CINEMATIC DIRECTOR
StaffCredit_81	Tomoe Aratani
StaffCredit_82	&#xE;&#x18;&#x0;&#x0;CINEMATIC DESIGN
StaffCredit_83	Yoshikazu Sumioka
StaffCredit_84	Masaya Akiyama
StaffCredit_85	Takahiro Nishigaki
StaffCredit_86	Asako Shibata
StaffCredit_87	&#xE;&#x18;&#x0;&#x0;CHARACTER SUPERVISORS
StaffCredit_88	Akiko Kato
StaffCredit_89	Yo Ohnishi
StaffCredit_90	Tsuyoshi Watanabe
StaffCredit_91	&#xE;&#x18;&#x0;&#x0;TECHNICAL SUPPORT
StaffCredit_92	Yuta Ogawa
StaffCredit_93	Takehiro Oyama
StaffCredit_94	Masahiro Takeguchi
StaffCredit_95	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION MANAGEMENT
StaffCredit_96	Leslie Swan
StaffCredit_97	Nate Bihldorff
StaffCredit_98	Reiko Ninomiya
StaffCredit_99	Tim O'Leary
StaffCredit_100	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION
StaffCredit_101	Camilo Alba Navarro
StaffCredit_102	Hélène Bisson-Pelland
StaffCredit_103	Robert Heiret
StaffCredit_104	Laurence Millerioux-Tanen
StaffCredit_105	César Pérez
StaffCredit_106	Eric Smith
StaffCredit_107	Ethan Stockton
StaffCredit_108	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION MANAGEMENT
StaffCredit_109	Erkan Kasap
StaffCredit_110	Takashi Katagiri
StaffCredit_111	Jamie Grant
StaffCredit_112	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION
StaffCredit_113	Grégory Moreau
StaffCredit_114	Andrea Jähn
StaffCredit_115	Steffen Lotz
StaffCredit_116	Daniel Campbell
StaffCredit_117	Matthew Fosbrook
StaffCredit_118	Marie Suffert
StaffCredit_119	Tito Leati
StaffCredit_120	Emanuele Fabbioni
StaffCredit_121	Gunnar Friedrich
StaffCredit_122	Jesko von Werthern
StaffCredit_123	Blanca Hueso Taulés
StaffCredit_124	Miguel Sánchez Esteban
StaffCredit_125	Saskia Doorschodt
StaffCredit_126	Carsten Harmans
StaffCredit_128	Stanislav Bush
StaffCredit_127	Alexey Nikitin
StaffCredit_129	Rodrigo Dias
StaffCredit_130	Paulo Barata
StaffCredit_131	&#xE;&#x18;&#x0;&#x0;TESTING
StaffCredit_132	Naoki Takami
StaffCredit_133	Hitoshi Kanetani
StaffCredit_153	Ryuji Hamaguchi
StaffCredit_134	Naofumi Terazono
StaffCredit_135	Mario Club Co., Ltd.
StaffCredit_136	NOA Product Testing
StaffCredit_137	NOE Quality Assurance
StaffCredit_169	All General Support Group
StaffCredit_138	&#xE;&#x18;&#x0;&#x0;SPECIAL THANKS
StaffCredit_139	Takumi Kawagoe
StaffCredit_140	Shunsuke Makita
StaffCredit_167	Yoji Inagaki
StaffCredit_170	Takahiro Watanabe
StaffCredit_171	Yuki Tsuji
StaffCredit_141	Keisuke Nishimori
StaffCredit_142	Yoko Fukuda
StaffCredit_143	Aya Shida
StaffCredit_144	Junki Ikeuchi
StaffCredit_145	Shigetoshi Kitayama
StaffCredit_146	Takuhiro Dohta
StaffCredit_147	Takahiro Takayama
StaffCredit_148	Tomohisa Saito
StaffCredit_149	Hirokazu Matsui
StaffCredit_150	Yuki Ijiri
StaffCredit_151	Norio Asakura
StaffCredit_152	Daiki Nishioka
StaffCredit_154	Ryusuke Yoshida
StaffCredit_155	Naoko Ayabe
StaffCredit_156	Takumi Wada
StaffCredit_157	Yuri Adachi
StaffCredit_168	Yusuke Nakano
StaffCredit_158	Takashi Hosoi
StaffCredit_159	Keizo Kato
StaffCredit_160	SRD
StaffCredit_161	IMAGICADIGITALSCAPE Co., Ltd.
StaffCredit_162	Mox Co., Ltd.
StaffCredit_163	&#xE;&#x18;&#x0;&#x0;GENERAL PRODUCER
