challenge_mode.msbt
Challenge_Title_001	穿越橡栗平原！
ChallengeSelectWindow_BronzeCondition_00	&#xE;&#x16;&#x2;&#x2;&#x0;Í
ChallengeSelectWindow_Start_00	開始
ChallengeSelectWindow_Replay_00	影片
ChallengeSelectWindow_BestTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestCoinCount_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;&#xE;&#x0;&#x2;&#x2;K&#x0;枚&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestCoinLost_00	&#xE;&#xF;&#x1;&#x2;&#x0;&#x2;&#xE;&#x0;&#x2;&#x2;K&#x0;枚&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_Best1UPCount_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;&#xE;&#x0;&#x2;&#x2;K&#x0;UP&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestEnemyLost_00	&#xE;&#xF;&#x1;&#x2;&#x0;&#x2;&#xE;&#x0;&#x2;&#x2;K&#x0;次&#xE;&#x0;&#x2;&#x2;d&#x0;
ChallengeSelectWindow_BestClear_00	條件達成
ChallengeSelectWindow_BestScore_00	最高分數
ChallengeSelectWindow_WorldCourseName_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í-&#xE;&#x12;&#x3;&#x2;&#x1;Í
ChallengeSelectWindow_Original_00	原創關卡
PreGameChallengeTime_Title_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
PreGameChallengeTime_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PreGameChallengeTime_Gold_00	&#xE;&#x16;&#x4;&#x2;&#x0;Í
PreGameChallengeTime_Silver_00	&#xE;&#x16;&#x3;&#x2;&#x0;Í
PreGameChallengeTime_Bronze_00	&#xE;&#x16;&#x2;&#x2;&#x0;Í
ResultChallenge_PlayScoreText_00	本次分數
ResultChallenge_BestScoreText_00	最高分數
ResultChallenge_PlayScoreText_Coin00	本次分數
ResultChallenge_BestScoreText_Coin00	最高分數
ResultChallenge_PlayScoreText_Count00	本次分數
ResultChallenge_BestScoreText_Count00	最高分數
ResultChallenge_PlayScoreText_UP00	本次分數
ResultChallenge_BestScoreText_UP00	最高分數
ResultChallenge_Score_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_BestScore_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_NoBestScore_00	---
ResultChallenge_BestScoreNew_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_ScoreCoinCount_00	枚
ResultChallenge_ScoreCoinLost_00	枚
ResultChallenge_Score1UPCount_00	UP
ResultChallenge_ScoreEnemyLost_00	次
ResultChallenge_PlayScore_01	カウント
ResultChallenge_GoldMedalGet_00	獲得金牌！
ResultChallenge_SilverMedalGet_00	獲得銀牌！
ResultChallenge_BronzeMedalGet_00	獲得銅牌！
ResultChallenge_NewRecord_00	刷新最高分數！
ResultChallenge_TieRecord_00	與最高分數同分！
ResultChallenge_BestScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_PlayScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_CourseName_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
ResultChallenge_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PauseGame_ChallengeContinue_00	繼續
PauseGame_ChallengeRetry_00	再試一次
PauseGame_ChallengeExit_00	離開關卡
PauseGame_ChallengePlayStyle_00	更改操作
ChallengeInfoWindow_New_00	NEW!
ChallengeInfoWindow_Text_00	增加了新的課題！
ChallengeRetryWindow_Text_00	要再試一次嗎？
ChallengeRetryWindow_Retry_00	再試一次！
ChallengeRetryWindow_Exit_00	離開
ChangeTeam_Index_00	更改隊伍
ChangeTeam_TeamText_00	正在使用這個隊伍進行遊戲
ChangeTeam_TeamBtnL_00	更改隊伍
ChangeTeam_TeamBtnR_00	個人戰
ChangeTeam_KojinText_00	正在進行個人戰
ChangeTeam_KojinBtn_00	團體戰
ChangeTeam_ChangeTeamText_00	請分成不同的隊伍
ChangeTeam_Guide_00	移動
ChangeTeam_ConfirmText_00	要更改為這個狀態嗎？
ChangeTeam_ConfirmBtnL_00	取消
ChangeTeam_ConfirmBtnR_00	OK
MovieSaveWindow_Text_00	遊戲影片已儲存。
MovieSaveWindow_Text_01	儲存新的遊戲影片。\n\n之前儲存的影片將會被移除。\n可以嗎？
MovieSaveWindow_BtnC_00	OK
MovieSaveWindow_BtnL_00	取消
MovieSaveWindow_BtnR_00	取代
MovieSaveWindow_SaveText_00	儲存中…\n請勿關閉電源。
PauseGame_MovieContinue_00	繼續觀看
PauseGame_MovieExit_00	離開
WarpSelectWindow_Btn_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í
WarpSelectWindow_OK_00	移動到這裡
CourseSelectFree_Index_00	加倍模式
CourseSelectFree_MenuText_00	選單
CourseSelectFree_Text_00	選擇想玩的關卡組合。
CourseSelectFree_Text_01	要玩這關的關卡組合嗎？
CourseSelectFree_Rule_00	收集金幣增加速度！\n目標打破最快紀錄！
CourseSelectFree_BtnR_00	開始
CourseSelectFree_New_00	NEW!
CourseSelectFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
CourseSelectFree_Best_00	紀錄
CourseSelectFreeMenu_TitleBtn_00	離開遊戲
LabelFree_Easy_00	簡單關卡組合
LabelFree_Random_00	隨機關卡組合
LabelFree_Musasabi_00	飛鼠關卡組合
LabelFree_Yoshi_00	耀西關卡組合
LabelFree_Athletic_00	拓展運動關卡組合
LabelFree_Penguin_00	企鵝關卡組合
LabelFree_Special_00	特別關卡組合
LabelFree_Hard_00	困難關卡組合
LabelFree_LockedPack_00	未開啟
LabelFree_CourseNum_00	&#xE;&#xD;&#x0;&#x2;&#x0;&#x1; 關卡
KinopioBaloonText_Text_00	Hey!
KinopioZoroText_01	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;我會一直為你加油的！\n請收下這個，希望對你的旅行有所幫助！
KinopioZoroText_02	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;我會一直為你加油的！\n請收下這個，希望對你的旅行有所幫助！
ShadowStartMessage_Text_00	抓住偷天兔！
ShadowFail_Text_00	失敗…
ShadowClear_Text_00	抓到了！
ShadowFirstDemo_Message_02	不好了！\n一個怪傢伙拿走了我重要的道具！\n\n\n但是他逃跑得太快，\n我抓不住他！\n\n\n拜託！你一定要幫我！
ShadowFirstDemo_Message_03	那是我好不容易才得手的\n特別的道具…
ShadowFirstDemo_Message_03_1	啊，現在不是發呆的時候！\n他往橡栗平原逃跑了！
ShadowFirstDemo_Message_03_2	啊！不能再耗下去了。\n我先回去了。
ShadowFirstDemo_Message_03_3	啊！不能再耗下去了。\n我先回去了。
ShadowFirstDemo_Message_04	喔！對了！\n如果你趕時間的話，別忘了水管喔！
ShadowFirstDemo_Message_05	不好了！\n一個怪傢伙拿走了我重要的道具！\n\n\n但是他逃跑得太快，\n我抓不住他！\n\n\n拜託！你一定要幫我！
ShadowFinish_K_Message_01	你幫我把東西拿回來了。\n謝謝你！\n\n\n這是給你的謝禮。\n遇到困難的時候，請拿出來使用。
ChibiYoshii_Message_00	耀西！\n（我是自由的小耀西）\n\n\n（看起來好像很有趣・・・跟過去看看～）
RecordList_CoinNumText_00	收集到的金幣
RecordList_CoinNum_00	&#xE;&#xD;&#x5;&#x2;&#x0;&#x6;
RecordList_SCoinNumText_00	收集到的星星金幣
RecordList_SCoinNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalNumText_00	通關次數
RecordList_GoalNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_ClapNumText_00	獲得的掌聲次數
RecordList_ClapNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_AssistText_00	舉起伙伴的次數
RecordList_Assist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_MiniAssistText_00	同時進行臀部撞地的次數
RecordList_MiniAssist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ShadowNumText_00	抓住偷天兔的次數
RecordList_ShadowNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_KuriboNumText_00	踩栗寶寶的次數
RecordList_KuriboNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ItemNumText_00	獲得道具的次數
RecordList_ItemNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_YosshiNumText_00	與耀西一起過關的次數
RecordList_YosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_CYosshiNumText_00	與小耀西一起過關的次數
RecordList_CYosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_Goal1UPNumText_00	過關獲得1UP的次數
RecordList_Goal1UPNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalHanabiNumText_00	在終點看到煙火的次數
RecordList_GoalHanabiNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_3UPMoonText_00	獲得3UP彎月的次數
RecordList_3UPMoonNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_IndexMario_00	《New 超級瑪利歐兄弟Ｕ》的記錄
RecordList_IndexLuigi_00	《New 超級路易吉U》的記錄
EventWindow_CompleteIndex_Star_00	&#xE;&#x0;&#x2;&#x2;x&#x0;恭喜遊戲破關了！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_00	做為完成證明，一個&#xE;&#x11;&#x16;&#x2;l&#x0;已經加入你的檔案！\n現在可以在選單中隨時儲存了。
EventWindow_DokanIndex_Star_00	現在可以使用水管\n前往特別星星關卡了。
EventWindow_Dokan_Star_00	挑戰收集所有的星星金幣！
EventWindow_CompleteIndex_Star_01	你突破了碧姬公主城堡為止的所有關卡！
EventWindow_Complete_Star_01	恭喜！\n作為完成證明，第二個&#xE;&#x11;&#x16;&#x2;l&#x0;已經加入你的檔案了！
EventWindow_CompleteIndex_Star_02	收集到碧姬公主城堡為止的所有星星金幣！
EventWindow_Complete_Star_02	作為完成證明，第三個&#xE;&#x11;&#x16;&#x2;l&#x0;已經加入你的檔案了！
EventWindow_CompleteIndex_Star_03	&#xE;&#x0;&#x2;&#x2;n&#x0;最後一個關卡已經打開了！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_03	作為完成證明，第四個&#xE;&#x11;&#x16;&#x2;l&#x0;已經加入你的檔案了！
EventWindow_CompleteIndex_Star_04	&#xE;&#x0;&#x2;&#x2;n&#x0;所有的關卡都完成了！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_04	作為完成證明，第五個&#xE;&#x11;&#x16;&#x2;l&#x0;已經加入你的檔案了！\n你現在可以盡情地進入奇諾比奧的家玩了。
EventWindow_CompleteIndex_Shadow00	你抓到\n每個世界的偷天兔了！
EventWindow_Complete_Shadow00	恭喜！
EventWindow_DokanIndex_ShadowGet_00	你現在可以用水管\n前往神秘島了！
EventWindow_Dokan_ShadowGet_00	快跳進水管試試看吧！
EventWindow_CompleteIndex_WorldStarCoinGet_00	你已收集到橡栗平原內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_01	你已收集到甜點沙漠內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_02	你已收集到薄荷諸島內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_03	你已收集到冰凍大地內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_04	你已收集到蘇打叢林內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_05	你已收集到岩石山脈內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_06	你已收集到棉花糖雲海內\n所有的星星金幣了！
EventWindow_CompleteIndex_WorldStarCoinGet_07	你已收集到碧姬公主城堡內\n所有的星星金幣了！
EventWindow_Complete_WorldStarCoinGet_00	說不定會有好事發生！？
EventWindow_CompleteIndex_AllStarCoinGet_00	你收集了所有的星星金幣！
EventWindow_Complete_AllStarCoinGet_00	恭喜！
PreGameFree_X_00	×
PreGameFree_Zanki_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
PreGameFree_Timer_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_Best_00	最佳紀錄
PreGameFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_BestTime_01	---
PreGameFree_Recommend_00	簡單關卡組合
PreGameFree_Musasabi_00	飛鼠關卡組合
PreGameFree_Yosshi_00	耀西關卡組合
PreGameFree_Athletic_00	拓展運動關卡組合
PreGameFree_Penguin_00	企鵝關卡組合
PreGameFree_Propller_00	特別關卡組合
PreGameFree_Hard_00	困難關卡組合
PreGameFree_Random_00	隨機關卡組合
ChallengeCompleteWindow_CompleteIndex_00	恭喜！
ChallengeCompleteWindow_GoldComplete_00	你在所有的「&#xE;&#xB;&#x0;&#x2;&#x0;Í」課題中\n獲得了金牌！
ChallengeCompleteWindow_SilverComplete_00	你在所有的「&#xE;&#xB;&#x0;&#x2;&#x0;Í」課題中\n獲得了銀牌！
ChallengeCompleteWindow_BronzeComplete_00	你在所有的「&#xE;&#xB;&#x0;&#x2;&#x0;Í」課題中，\n獲得了銅牌！
ChallengeCompleteWindow_AllComplete_00	你完成了所有的挑戰了！
ChallengeCompleteWindow_category_01	計時賽
ChallengeCompleteWindow_category_02	金幣
ChallengeCompleteWindow_category_03	連續1UP
ChallengeCompleteWindow_category_04	其他
ResultFree_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
ResultFree_1UPNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_KuppaNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_Time_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_Best_00	最佳紀錄
ResultFree_NewTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_01	---
ResultFree_MVP_00	MVP
ResultFree_NewRecord_00	NEW RECORD!
ResultFree_PackName_00	簡單關卡組合
ResultFree_Musasabi_00	飛鼠關卡組合
ResultFree_Yosshi_00	耀西關卡組合
ResultFree_Athletic_00	拓展運動關卡組合
ResultFree_Penguin_00	企鵝關卡組合
ResultFree_Propller_00	特別關卡組合
ResultFree_Hard_00	困難關卡組合
ResultFree_Random_00	隨機關卡組合
TheEnd_Text_00	THE END
StaffCreditScene_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScoreNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScore_00	最高分數
Skip_Text_00	跳過
SpeedUp_Text_00	SPEED UP！
SpeedUp_Text_01	MAX SPEED！
TalkWindow_W9_00	收集在橡栗平原內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_01	收集在甜點沙漠內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_02	收集在薄荷諸島內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_03	收集在冰凍大地內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_04	收集在蘇打叢林內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_05	收集在岩石山脈內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_06	收集在棉花糖雲海內所有的星星金幣，\n就可解開這個關卡。
TalkWindow_W9_07	收集在碧姬公主城堡內所有的星星金幣，\n就可解開這個關卡。
PaDLBtnBtn_00	《New 超級路易吉U》\n 開始玩此遊戲
PaMarioUBtnBtn_00	《New 超級瑪利歐兄弟U》\n 開始玩此遊戲
SaveDataSelect_MovieBtn_00	影片
NXStaffCredit.msbt
NXStaffCredit_Heading_00	New Super Mario Bros. U Deluxe\nStaff Credits
NXStaffCredit_Copyright_00	Nintendo is the author of this\nsoftware for the purpose of\ncopyright. All rights reserved.\n© 2012-2018 Nintendo.
OverlayDialog.msbt
OverlayDialog_BtnR_00	OK
OverlayDialog_BtnL_00	キャンセル
OverlayDialog_OverlayDialog_00	要返回標題畫面嗎？
OverlayDialog_OverlayDialog_01	要返回標題畫面嗎？\n\n（未儲存的進度將會遺失。）
staff_credit.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Masataka Takemoto
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;GAME DESIGN
StaffCredit_07	Shigeyuki Asuke
StaffCredit_08	Daiki Iwamoto
StaffCredit_09	Ryutaro Kanno
StaffCredit_10	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN
StaffCredit_11	Takayuki Ikkaku
StaffCredit_12	Kenta Usui
StaffCredit_13	Yasuhiro Akama
StaffCredit_14	Yuka Kawasumi
StaffCredit_15	Yasuhisa Yamamura
StaffCredit_16	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN ADVISER
StaffCredit_17	Toshihiko Nakago
StaffCredit_18	&#xE;&#x18;&#x0;&#x0;LEAD DESIGN
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Hirohito Shinoda
StaffCredit_22	Keisuke Umeda
StaffCredit_23	Yuki Hamada
StaffCredit_24	&#xE;&#x18;&#x0;&#x0;FIELD DESIGN
StaffCredit_25	Yasutomo Nishibe
StaffCredit_26	Masanao Arimoto
StaffCredit_27	Yasuyo Iwawaki
StaffCredit_28	Yuka Sawano
StaffCredit_29	Shunichi Shirai
StaffCredit_30	Mayako Sugimoto
StaffCredit_31	Tadashi Tanaka
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;WORLD MAP DESIGN
StaffCredit_33	Takeshi Koike
StaffCredit_34	Saki Kaneko
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Satoko Okada
StaffCredit_37	Mariko Tachibana
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
StaffCredit_40	&#xE;&#x18;&#x0;&#x0;DESIGN ADVISER
StaffCredit_41	Atsushi Miyagi
StaffCredit_42	&#xE;&#x18;&#x0;&#x0;PROGRAMMING DIRECTOR
StaffCredit_43	Shiro Mouri
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;SYSTEM PROGRAMMING
StaffCredit_45	Shintaro Sato
StaffCredit_46	Takuma Oiso
StaffCredit_47	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_48	Keigo Nakanishi
StaffCredit_49	&#xE;&#x18;&#x0;&#x0;CINEMATIC PROGRAMMING
StaffCredit_50	Makoto Sasaki
StaffCredit_51	&#xE;&#x18;&#x0;&#x0;FIELD SYSTEM PROGRAMMING
StaffCredit_52	Hisashi Okada
StaffCredit_53	&#xE;&#x18;&#x0;&#x0;ENEMY &amp; OBJECT PROGRAMMING
StaffCredit_54	Tatsuo Nishiyama
StaffCredit_55	Kenichi Nishiyama
StaffCredit_56	Arisa Kitani
StaffCredit_57	Keiji Takahashi
StaffCredit_58	Etsuko Sakai
StaffCredit_59	Fumiya Nakano
StaffCredit_60	Takuma Deguchi
StaffCredit_61	Toshiyuki Doi
StaffCredit_65	&#xE;&#x18;&#x0;&#x0;WORLD MAP PROGRAMMING
StaffCredit_62	Yasunari Soejima
StaffCredit_63	Koji Sakai
StaffCredit_64	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_66	Kiyoshi Koda
StaffCredit_67	Masaru Nii
StaffCredit_68	Akira Mizukami
StaffCredit_69	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_70	Yohei Miyagawa
StaffCredit_71	Natsuko Yokoyama
StaffCredit_72	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_73	Shiho Fujii
StaffCredit_74	Mahito Yokota
StaffCredit_75	&#xE;&#x18;&#x0;&#x0;SOUND ADVISER
StaffCredit_76	Koji Kondo
StaffCredit_77	&#xE;&#x18;&#x0;&#x0;GENERAL COORDINATION
StaffCredit_78	Tsutomu Kaneshige
StaffCredit_79	Shinichi Ikematsu
StaffCredit_80	&#xE;&#x18;&#x0;&#x0;CINEMATIC DIRECTOR
StaffCredit_81	Tomoe Aratani
StaffCredit_82	&#xE;&#x18;&#x0;&#x0;CINEMATIC DESIGN
StaffCredit_83	Yoshikazu Sumioka
StaffCredit_84	Masaya Akiyama
StaffCredit_85	Takahiro Nishigaki
StaffCredit_86	Asako Shibata
StaffCredit_87	&#xE;&#x18;&#x0;&#x0;CHARACTER SUPERVISORS
StaffCredit_88	Akiko Kato
StaffCredit_89	Yo Ohnishi
StaffCredit_90	Tsuyoshi Watanabe
StaffCredit_91	&#xE;&#x18;&#x0;&#x0;TECHNICAL SUPPORT
StaffCredit_92	Yuta Ogawa
StaffCredit_93	Takehiro Oyama
StaffCredit_94	Masahiro Takeguchi
StaffCredit_95	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION MANAGEMENT
StaffCredit_96	Leslie Swan
StaffCredit_97	Nate Bihldorff
StaffCredit_98	Reiko Ninomiya
StaffCredit_99	Tim O'Leary
StaffCredit_100	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION
StaffCredit_101	Camilo Alba Navarro
StaffCredit_102	Hélène Bisson-Pelland
StaffCredit_103	Robert Heiret
StaffCredit_104	Laurence Millerioux-Tanen
StaffCredit_105	César Pérez
StaffCredit_106	Eric Smith
StaffCredit_107	Ethan Stockton
StaffCredit_108	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION MANAGEMENT
StaffCredit_109	Erkan Kasap
StaffCredit_110	Takashi Katagiri
StaffCredit_111	Jamie Grant
StaffCredit_112	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION
StaffCredit_113	Grégory Moreau
StaffCredit_114	Andrea Jähn
StaffCredit_115	Steffen Lotz
StaffCredit_116	Daniel Campbell
StaffCredit_117	Matthew Fosbrook
StaffCredit_118	Marie Suffert
StaffCredit_119	Tito Leati
StaffCredit_120	Emanuele Fabbioni
StaffCredit_121	Gunnar Friedrich
StaffCredit_122	Jesko von Werthern
StaffCredit_123	Blanca Hueso Taulés
StaffCredit_124	Miguel Sánchez Esteban
StaffCredit_125	Saskia Doorschodt
StaffCredit_126	Carsten Harmans
StaffCredit_128	Stanislav Bush
StaffCredit_127	Alexey Nikitin
StaffCredit_129	Rodrigo Dias
StaffCredit_130	Paulo Barata
StaffCredit_131	&#xE;&#x18;&#x0;&#x0;TESTING
StaffCredit_132	Naoki Takami
StaffCredit_133	Hitoshi Kanetani
StaffCredit_153	Ryuji Hamaguchi
StaffCredit_134	Naofumi Terazono
StaffCredit_135	Mario Club Co., Ltd.
StaffCredit_136	NOA Product Testing
StaffCredit_137	NOE Quality Assurance
StaffCredit_169	All General Support Group
StaffCredit_138	&#xE;&#x18;&#x0;&#x0;SPECIAL THANKS
StaffCredit_139	Takumi Kawagoe
StaffCredit_140	Shunsuke Makita
StaffCredit_167	Yoji Inagaki
StaffCredit_170	Takahiro Watanabe
StaffCredit_171	Yuki Tsuji
StaffCredit_141	Keisuke Nishimori
StaffCredit_142	Yoko Fukuda
StaffCredit_143	Aya Shida
StaffCredit_144	Junki Ikeuchi
StaffCredit_145	Shigetoshi Kitayama
StaffCredit_146	Takuhiro Dohta
StaffCredit_147	Takahiro Takayama
StaffCredit_148	Tomohisa Saito
StaffCredit_149	Hirokazu Matsui
StaffCredit_150	Yuki Ijiri
StaffCredit_151	Norio Asakura
StaffCredit_152	Daiki Nishioka
StaffCredit_154	Ryusuke Yoshida
StaffCredit_155	Naoko Ayabe
StaffCredit_156	Takumi Wada
StaffCredit_157	Yuri Adachi
StaffCredit_168	Yusuke Nakano
StaffCredit_158	Takashi Hosoi
StaffCredit_159	Keizo Kato
StaffCredit_160	SRD
StaffCredit_161	IMAGICADIGITALSCAPE Co., Ltd.
StaffCredit_162	Mox Co., Ltd.
StaffCredit_163	&#xE;&#x18;&#x0;&#x0;GENERAL PRODUCER
StaffCredit_164	Shigeru Miyamoto
StaffCredit_165	&#xE;&#x18;&#x0;&#x0;EXECUTIVE PRODUCER
StaffCredit_166	Satoru Iwata
staff_credit_NX.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Shiro Mouri
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;ASSISTANT DIRECTOR
StaffCredit_07	Masashi Onishi
StaffCredit_18	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN LEAD
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Asako Shibata
StaffCredit_22	Tsumugi Harunari
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;UI DESIGN LEAD
StaffCredit_33	Yasuto Kakimoto
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Takeru Fukada
StaffCredit_37	Mei Ide
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
