challenge_mode.msbt
Challenge_Title_001	穿过橡栗平原！
ChallengeSelectWindow_WorldCourseName_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í-&#xE;&#x12;&#x3;&#x2;&#x1;Í
ChallengeSelectWindow_Original_00	原创关卡
PreGameChallengeTime_Title_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
PreGameChallengeTime_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PreGameChallengeTime_Gold_00	&#xE;&#x16;&#x4;&#x2;&#x0;Í
PreGameChallengeTime_Silver_00	&#xE;&#x16;&#x3;&#x2;&#x0;Í
PreGameChallengeTime_Bronze_00	&#xE;&#x16;&#x2;&#x2;&#x0;Í
ResultChallenge_PlayScoreText_00	本次成绩：
ResultChallenge_BestScoreText_00	最好成绩：
ResultChallenge_PlayScoreText_Coin00	本次成绩：
ResultChallenge_BestScoreText_Coin00	最好成绩：
ResultChallenge_PlayScoreText_Count00	本次成绩：
ResultChallenge_BestScoreText_Count00	最好成绩：
ResultChallenge_PlayScoreText_UP00	本次成绩：
ResultChallenge_BestScoreText_UP00	最好成绩：
ResultChallenge_Score_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_BestScore_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_NoBestScore_00	---
ResultChallenge_BestScoreNew_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
ResultChallenge_ScoreCoinCount_00	枚
ResultChallenge_ScoreCoinLost_00	枚
ResultChallenge_Score1UPCount_00	UP
ResultChallenge_ScoreEnemyLost_00	次
ResultChallenge_PlayScore_01	カウント
ResultChallenge_GoldMedalGet_00	获得金牌！
ResultChallenge_SilverMedalGet_00	获得银牌！
ResultChallenge_BronzeMedalGet_00	获得铜牌！
ResultChallenge_NewRecord_00	刷新最好成绩！
ResultChallenge_TieRecord_00	追平最好成绩！
ResultChallenge_BestScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_PlayScoreTime_00	&#xE;&#xF;&#x2;&#x2;&#x0;&#x3;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultChallenge_CourseName_00	&#xE;&#x16;&#x0;&#x2;&#x0;Í
ResultChallenge_Text_00	&#xE;&#x16;&#x1;&#x2;&#x0;Í
PauseGame_ChallengeContinue_00	继续
PauseGame_ChallengeRetry_00	重试
PauseGame_ChallengeExit_00	退出关卡
PauseGame_ChallengePlayStyle_00	更改操作
ChallengeInfoWindow_New_00	NEW!
ChallengeInfoWindow_Text_00	增加了新的课题！
ChallengeRetryWindow_Text_00	要重试吗？
ChallengeRetryWindow_Retry_00	重试！
ChallengeRetryWindow_Exit_00	退出
ChangeTeam_Index_00	更改队伍
ChangeTeam_TeamText_00	正以此队伍进行游戏。
ChangeTeam_TeamBtnL_00	更改队伍
ChangeTeam_TeamBtnR_00	个人战
ChangeTeam_KojinText_00	正在进行个人战。
ChangeTeam_KojinBtn_00	团体战
ChangeTeam_ChangeTeamText_00	请分成不同的队伍。
ChangeTeam_Guide_00	移动
ChangeTeam_ConfirmText_00	要更改为此状态吗？
ChangeTeam_ConfirmBtnL_00	取消
ChangeTeam_ConfirmBtnR_00	OK
MovieSaveWindow_Text_00	游戏影片保存完毕。
MovieSaveWindow_Text_01	保存新的游戏影片。\n\n之前的游戏影片将被删除，\n可以吗？
MovieSaveWindow_BtnC_00	OK
MovieSaveWindow_BtnL_00	取消
MovieSaveWindow_BtnR_00	替换
MovieSaveWindow_SaveText_00	正在保存……\n请不要切断电源。
PauseGame_MovieContinue_00	继续观看
PauseGame_MovieExit_00	退出
WarpSelectWindow_Btn_00	&#xE;&#x13;&#x2;&#x2;&#x0;Í
WarpSelectWindow_OK_00	移动到这里
CourseSelectFree_Index_00	加倍模式
CourseSelectFree_MenuText_00	菜单
CourseSelectFree_Text_00	请选择想玩的关卡组合。
CourseSelectFree_Text_01	要玩这个关卡组合吗？
CourseSelectFree_Rule_00	收集金币提升速度！\n争取最短时间完成！
CourseSelectFree_BtnR_00	开始
CourseSelectFree_New_00	NEW!
CourseSelectFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
CourseSelectFree_Best_00	纪录
CourseSelectFreeMenu_TitleBtn_00	退出游戏
LabelFree_Easy_00	简单关卡组合
LabelFree_Random_00	随机关卡组合
LabelFree_Musasabi_00	飞鼠关卡组合
LabelFree_Yoshi_00	耀西关卡组合
LabelFree_Athletic_00	拓展运动关卡组合
LabelFree_Penguin_00	企鹅关卡组合
LabelFree_Special_00	特别关卡组合
LabelFree_Hard_00	困难关卡组合
LabelFree_LockedPack_00	未开启
LabelFree_CourseNum_00	&#xE;&#xD;&#x0;&#x2;&#x0;&#x1;关卡
KinopioBaloonText_Text_00	嗨!
KinopioZoroText_01	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;我们会一直为你加油的！\n给，希望对你的旅行能有所帮助。
KinopioZoroText_02	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;我们会一直为你加油的！\n给，希望对你的旅行能有所帮助。
ShadowStartMessage_Text_00	抓住偷天兔！
ShadowFail_Text_00	失败……
ShadowClear_Text_00	抓住了！
ShadowFirstDemo_Message_02	不好了！一个奇怪的家伙\n抢走了我重要的道具～～！\n\n\n他跑得飞快，\n我根本抓不住他！\n\n\n拜托了！请帮帮我！
ShadowFirstDemo_Message_03	那可是我千辛万苦\n才找到的特殊道具……
ShadowFirstDemo_Message_03_1	啊，不能再继续浪费时间了。\n那家伙逃到橡栗平原那里去了！
ShadowFirstDemo_Message_03_2	啊，不能再继续浪费时间了。\n我先回去了。
ShadowFirstDemo_Message_03_3	啊，不能再继续浪费时间了。\n我先回去了。
ShadowFirstDemo_Message_04	啊！对了……\n赶时间的话，你可以利用水管！
ShadowFirstDemo_Message_05	不好了！一个奇怪的家伙\n抢走了我重要的道具～～！\n\n\n他跑得飞快，\n我根本抓不住他！\n\n\n拜托了！请帮帮我！
ShadowFinish_K_Message_01	&#xE;&#x15;&#x1;&#x4;,&#x1;&#x0;&#x0;谢谢你帮我拿回它！\n\n\n\n这是给你的谢礼。\n遇到困难时请使用它吧。
ChibiYoshii_Message_00	耀西！\n（我是自由自在的小耀西。）\n\n\n（好像很有趣的样子……跟过去看看吧～）
RecordList_CoinNumText_00	收集到的金币
RecordList_CoinNum_00	&#xE;&#xD;&#x5;&#x2;&#x0;&#x6;
RecordList_SCoinNumText_00	收集到的星星金币
RecordList_SCoinNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalNumText_00	通过关卡的次数
RecordList_GoalNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_ClapNumText_00	获得掌声的次数
RecordList_ClapNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_AssistText_00	将伙伴举起来的次数
RecordList_Assist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_MiniAssistText_00	同时撞地次数
RecordList_MiniAssist_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ShadowNumText_00	抓住偷天兔的次数
RecordList_ShadowNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_KuriboNumText_00	踩栗宝宝的次数
RecordList_KuriboNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_ItemNumText_00	获得道具的次数
RecordList_ItemNum_00	&#xE;&#xD;&#x4;&#x2;&#x0;&#x5;
RecordList_YosshiNumText_00	和耀西一起过关的次数
RecordList_YosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_CYosshiNumText_00	和小耀西一起过关的次数
RecordList_CYosshiNum_00	&#xE;&#xD;&#x2;&#x2;&#x0;&#x3;
RecordList_Goal1UPNumText_00	过关时获得1UP的次数
RecordList_Goal1UPNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_GoalHanabiNumText_00	过关时出现烟花的次数
RecordList_GoalHanabiNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_3UPMoonText_00	获得3UP弯月的次数
RecordList_3UPMoonNum_00	&#xE;&#xD;&#x3;&#x2;&#x0;&#x4;
RecordList_IndexMario_00	《New 超级马力欧兄弟U》的记录
RecordList_IndexLuigi_00	《New 超级路易吉U》的记录
EventWindow_CompleteIndex_Star_00	&#xE;&#x0;&#x2;&#x2;x&#x0;恭喜游戏过关！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_00	作为完成的证明，&#xE;&#x11;&#x16;&#x2;l&#x0;被添加到文件上面了！\n现在随时可以从菜单中进行保存了。
EventWindow_DokanIndex_Star_00	可以利用水管前往\n特别星星关卡了！
EventWindow_Dokan_Star_00	去挑战收集全部的星星金币吧！
EventWindow_CompleteIndex_Star_01	通过了到桃花公主城堡为止的所有关卡！
EventWindow_Complete_Star_01	恭喜恭喜！\n作为完成的证明，第2个&#xE;&#x11;&#x16;&#x2;l&#x0;被添加到文件上面了！
EventWindow_CompleteIndex_Star_02	集齐了到桃花公主城堡为止的所有星星金币！
EventWindow_Complete_Star_02	作为完成的证明，第3个&#xE;&#x11;&#x16;&#x2;l&#x0;被添加到文件上面了！
EventWindow_CompleteIndex_Star_03	&#xE;&#x0;&#x2;&#x2;n&#x0;最后的关卡已开启！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_03	作为完成的证明，第4个&#xE;&#x11;&#x16;&#x2;l&#x0;被添加到文件上面了！
EventWindow_CompleteIndex_Star_04	&#xE;&#x0;&#x2;&#x2;n&#x0;完成了所有的关卡！&#xE;&#x0;&#x2;&#x2;d&#x0;
EventWindow_Complete_Star_04	作为完成的证明，第5个&#xE;&#x11;&#x16;&#x2;l&#x0;被添加到文件上面了！\n可以随意进入奇诺比奥的家了！
EventWindow_CompleteIndex_Shadow00	所有世界中的偷天兔\n都抓住了！
EventWindow_Complete_Shadow00	恭喜恭喜！
EventWindow_DokanIndex_ShadowGet_00	现在可以利用水管\n前往神秘岛了！
EventWindow_Dokan_ShadowGet_00	快进入水管试试吧！
EventWindow_CompleteIndex_WorldStarCoinGet_00	集齐了橡栗平原上的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_01	集齐了甜点沙漠上的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_02	集齐了薄荷诸岛上的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_03	集齐了冰冻大地上的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_04	集齐了苏打丛林中的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_05	集齐了岩石山脉中的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_06	集齐了棉花糖云海中的\n所有星星金币！
EventWindow_CompleteIndex_WorldStarCoinGet_07	集齐了桃花公主城堡里的\n所有星星金币！
EventWindow_Complete_WorldStarCoinGet_00	或许会发生什么好事！？
EventWindow_CompleteIndex_AllStarCoinGet_00	集齐了所有的星星金币！
EventWindow_Complete_AllStarCoinGet_00	恭喜恭喜！
PreGameFree_X_00	×
PreGameFree_Zanki_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
PreGameFree_Timer_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_Best_00	纪录
PreGameFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
PreGameFree_BestTime_01	---
PreGameFree_Recommend_00	简单关卡组合
PreGameFree_Musasabi_00	飞鼠关卡组合
PreGameFree_Yosshi_00	耀西关卡组合
PreGameFree_Athletic_00	拓展运动关卡组合
PreGameFree_Penguin_00	企鹅关卡组合
PreGameFree_Propller_00	特别关卡组合
PreGameFree_Hard_00	困难关卡组合
PreGameFree_Random_00	随机关卡组合
ChallengeCompleteWindow_CompleteIndex_00	恭喜恭喜！
ChallengeCompleteWindow_GoldComplete_00	在“&#xE;&#xB;&#x0;&#x2;&#x0;Í”的所有课题中\n获得了金牌！
ChallengeCompleteWindow_SilverComplete_00	在“&#xE;&#xB;&#x0;&#x2;&#x0;Í”的所有课题中\n获得了银牌！
ChallengeCompleteWindow_BronzeComplete_00	在“&#xE;&#xB;&#x0;&#x2;&#x0;Í”的所有课题中\n获得了铜牌！
ChallengeCompleteWindow_AllComplete_00	完成了所有的课题！
ChallengeCompleteWindow_category_01	计时赛
ChallengeCompleteWindow_category_02	金币
ChallengeCompleteWindow_category_03	连续1UP
ChallengeCompleteWindow_category_04	其他
ResultFree_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
ResultFree_1UPNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_KuppaNum_00	&#xE;&#xE;&#x1;&#x2;&#x0;&#x2;
ResultFree_Time_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_Best_00	纪录
ResultFree_NewTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_00	&#xE;&#xF;&#x3;&#x2;&#x0;&#x4;.&#xE;&#x0;&#x2;&#x2;K&#x0;&#xE;&#xE;&#x1;&#x2;&#x1;&#x2;&#xE;&#x0;&#x2;&#x2;d&#x0;
ResultFree_BestTime_01	---
ResultFree_MVP_00	MVP
ResultFree_NewRecord_00	NEW RECORD!
ResultFree_PackName_00	简单关卡组合
ResultFree_Musasabi_00	飞鼠关卡组合
ResultFree_Yosshi_00	耀西关卡组合
ResultFree_Athletic_00	拓展运动关卡组合
ResultFree_Penguin_00	企鹅关卡组合
ResultFree_Propller_00	特别关卡组合
ResultFree_Hard_00	困难关卡组合
ResultFree_Random_00	随机关卡组合
TheEnd_Text_00	THE END
StaffCreditScene_CoinNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScoreNum_00	&#xE;&#xE;&#x3;&#x2;&#x0;&#x4;
StaffCreditScene_HighScore_00	最高得分
Skip_Text_00	跳过
SpeedUp_Text_00	SPEED UP！
SpeedUp_Text_01	MAX SPEED！
TalkWindow_W9_00	如果集齐橡栗平原上的星星金币，\n就能玩此关卡。
TalkWindow_W9_01	如果集齐甜点沙漠上的星星金币，\n就能玩此关卡。
TalkWindow_W9_02	如果集齐薄荷诸岛上的星星金币，\n就能玩此关卡。
TalkWindow_W9_03	如果集齐冰冻大地上的星星金币，\n就能玩此关卡。
TalkWindow_W9_04	如果集齐苏打丛林中的星星金币，\n就能玩此关卡。
TalkWindow_W9_05	如果集齐岩石山脉中的星星金币，\n就能玩此关卡。
TalkWindow_W9_06	如果集齐棉花糖云海中的星星金币，\n就能玩此关卡。
TalkWindow_W9_07	如果集齐桃花公主城堡中的星星金币，\n就能玩此关卡。
PaDLBtnBtn_00	《New 超级路易吉U》\n 开始玩此游戏
PaMarioUBtnBtn_00	 《New 超级马力欧兄弟U》\n　开始玩此游戏
SaveDataSelect_MovieBtn_00	影片
NXStaffCredit.msbt
NXStaffCredit_Heading_00	《New Super Mario Bros. U Deluxe》\nStaff Credit
NXStaffCredit_Copyright_00	Nintendo is the author of this\nsoftware for the purpose of\ncopyright. All rights reserved.\n© 2012-2018 Nintendo.
OverlayDialog.msbt
OverlayDialog_BtnR_00	OK
OverlayDialog_BtnL_00	キャンセル
OverlayDialog_OverlayDialog_00	要返回标题画面吗？
OverlayDialog_OverlayDialog_01	要返回标题画面吗？\n\n（未保存的数据将会丢失）
staff_credit.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Masataka Takemoto
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;GAME DESIGN
StaffCredit_07	Shigeyuki Asuke
StaffCredit_08	Daiki Iwamoto
StaffCredit_09	Ryutaro Kanno
StaffCredit_10	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN
StaffCredit_11	Takayuki Ikkaku
StaffCredit_12	Kenta Usui
StaffCredit_13	Yasuhiro Akama
StaffCredit_14	Yuka Kawasumi
StaffCredit_15	Yasuhisa Yamamura
StaffCredit_16	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN ADVISER
StaffCredit_17	Toshihiko Nakago
StaffCredit_18	&#xE;&#x18;&#x0;&#x0;LEAD DESIGN
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Hirohito Shinoda
StaffCredit_22	Keisuke Umeda
StaffCredit_23	Yuki Hamada
StaffCredit_24	&#xE;&#x18;&#x0;&#x0;FIELD DESIGN
StaffCredit_25	Yasutomo Nishibe
StaffCredit_26	Masanao Arimoto
StaffCredit_27	Yasuyo Iwawaki
StaffCredit_28	Yuka Sawano
StaffCredit_29	Shunichi Shirai
StaffCredit_30	Mayako Sugimoto
StaffCredit_31	Tadashi Tanaka
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;WORLD MAP DESIGN
StaffCredit_33	Takeshi Koike
StaffCredit_34	Saki Kaneko
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Satoko Okada
StaffCredit_37	Mariko Tachibana
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
StaffCredit_40	&#xE;&#x18;&#x0;&#x0;DESIGN ADVISER
StaffCredit_41	Atsushi Miyagi
StaffCredit_42	&#xE;&#x18;&#x0;&#x0;PROGRAMMING DIRECTOR
StaffCredit_43	Shiro Mouri
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;SYSTEM PROGRAMMING
StaffCredit_45	Shintaro Sato
StaffCredit_46	Takuma Oiso
StaffCredit_47	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_48	Keigo Nakanishi
StaffCredit_49	&#xE;&#x18;&#x0;&#x0;CINEMATIC PROGRAMMING
StaffCredit_50	Makoto Sasaki
StaffCredit_51	&#xE;&#x18;&#x0;&#x0;FIELD SYSTEM PROGRAMMING
StaffCredit_52	Hisashi Okada
StaffCredit_53	&#xE;&#x18;&#x0;&#x0;ENEMY &amp; OBJECT PROGRAMMING
StaffCredit_54	Tatsuo Nishiyama
StaffCredit_55	Kenichi Nishiyama
StaffCredit_56	Arisa Kitani
StaffCredit_57	Keiji Takahashi
StaffCredit_58	Etsuko Sakai
StaffCredit_59	Fumiya Nakano
StaffCredit_60	Takuma Deguchi
StaffCredit_61	Toshiyuki Doi
StaffCredit_65	&#xE;&#x18;&#x0;&#x0;WORLD MAP PROGRAMMING
StaffCredit_62	Yasunari Soejima
StaffCredit_63	Koji Sakai
StaffCredit_64	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_66	Kiyoshi Koda
StaffCredit_67	Masaru Nii
StaffCredit_68	Akira Mizukami
StaffCredit_69	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_70	Yohei Miyagawa
StaffCredit_71	Natsuko Yokoyama
StaffCredit_72	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_73	Shiho Fujii
StaffCredit_74	Mahito Yokota
StaffCredit_75	&#xE;&#x18;&#x0;&#x0;SOUND ADVISER
StaffCredit_76	Koji Kondo
StaffCredit_77	&#xE;&#x18;&#x0;&#x0;GENERAL COORDINATION
StaffCredit_78	Tsutomu Kaneshige
StaffCredit_79	Shinichi Ikematsu
StaffCredit_80	&#xE;&#x18;&#x0;&#x0;CINEMATIC DIRECTOR
StaffCredit_81	Tomoe Aratani
StaffCredit_82	&#xE;&#x18;&#x0;&#x0;CINEMATIC DESIGN
StaffCredit_83	Yoshikazu Sumioka
StaffCredit_84	Masaya Akiyama
StaffCredit_85	Takahiro Nishigaki
StaffCredit_86	Asako Shibata
StaffCredit_87	&#xE;&#x18;&#x0;&#x0;CHARACTER SUPERVISORS
StaffCredit_88	Akiko Kato
StaffCredit_89	Yo Ohnishi
StaffCredit_90	Tsuyoshi Watanabe
StaffCredit_91	&#xE;&#x18;&#x0;&#x0;TECHNICAL SUPPORT
StaffCredit_92	Yuta Ogawa
StaffCredit_93	Takehiro Oyama
StaffCredit_94	Masahiro Takeguchi
StaffCredit_95	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION MANAGEMENT
StaffCredit_96	Leslie Swan
StaffCredit_97	Nate Bihldorff
StaffCredit_98	Reiko Ninomiya
StaffCredit_99	Tim O'Leary
StaffCredit_100	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION
StaffCredit_101	Camilo Alba Navarro
StaffCredit_102	Hélène Bisson-Pelland
StaffCredit_103	Robert Heiret
StaffCredit_104	Laurence Millerioux-Tanen
StaffCredit_105	César Pérez
StaffCredit_106	Eric Smith
StaffCredit_107	Ethan Stockton
StaffCredit_108	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION MANAGEMENT
StaffCredit_109	Erkan Kasap
StaffCredit_110	Takashi Katagiri
StaffCredit_111	Jamie Grant
StaffCredit_112	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION
StaffCredit_113	Grégory Moreau
StaffCredit_114	Andrea Jähn
StaffCredit_115	Steffen Lotz
StaffCredit_116	Daniel Campbell
StaffCredit_117	Matthew Fosbrook
StaffCredit_118	Marie Suffert
StaffCredit_119	Tito Leati
StaffCredit_120	Emanuele Fabbioni
StaffCredit_121	Gunnar Friedrich
StaffCredit_122	Jesko von Werthern
StaffCredit_123	Blanca Hueso Taulés
StaffCredit_124	Miguel Sánchez Esteban
StaffCredit_125	Saskia Doorschodt
StaffCredit_126	Carsten Harmans
StaffCredit_128	Stanislav Bush
StaffCredit_127	Alexey Nikitin
StaffCredit_129	Rodrigo Dias
StaffCredit_130	Paulo Barata
StaffCredit_131	&#xE;&#x18;&#x0;&#x0;TESTING
StaffCredit_132	Naoki Takami
StaffCredit_133	Hitoshi Kanetani
StaffCredit_153	Ryuji Hamaguchi
StaffCredit_134	Naofumi Terazono
StaffCredit_135	Mario Club Co., Ltd.
StaffCredit_136	NOA Product Testing
StaffCredit_137	NOE Quality Assurance
StaffCredit_169	All General Support Group
StaffCredit_138	&#xE;&#x18;&#x0;&#x0;SPECIAL THANKS
StaffCredit_139	Takumi Kawagoe
StaffCredit_140	Shunsuke Makita
StaffCredit_167	Yoji Inagaki
StaffCredit_170	Takahiro Watanabe
StaffCredit_171	Yuki Tsuji
StaffCredit_141	Keisuke Nishimori
StaffCredit_142	Yoko Fukuda
StaffCredit_143	Aya Shida
StaffCredit_144	Junki Ikeuchi
StaffCredit_145	Shigetoshi Kitayama
StaffCredit_146	Takuhiro Dohta
StaffCredit_147	Takahiro Takayama
StaffCredit_148	Tomohisa Saito
StaffCredit_149	Hirokazu Matsui
StaffCredit_150	Yuki Ijiri
StaffCredit_151	Norio Asakura
StaffCredit_152	Daiki Nishioka
StaffCredit_154	Ryusuke Yoshida
StaffCredit_155	Naoko Ayabe
StaffCredit_156	Takumi Wada
StaffCredit_157	Yuri Adachi
StaffCredit_168	Yusuke Nakano
StaffCredit_158	Takashi Hosoi
StaffCredit_159	Keizo Kato
StaffCredit_160	SRD
StaffCredit_161	IMAGICADIGITALSCAPE Co., Ltd.
StaffCredit_162	Mox Co., Ltd.
StaffCredit_163	&#xE;&#x18;&#x0;&#x0;GENERAL PRODUCER
StaffCredit_164	Shigeru Miyamoto
StaffCredit_165	&#xE;&#x18;&#x0;&#x0;EXECUTIVE PRODUCER
StaffCredit_166	Satoru Iwata
staff_credit_NX.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Shiro Mouri
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;ASSISTANT DIRECTOR
StaffCredit_07	Masashi Onishi
StaffCredit_18	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN LEAD
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Asako Shibata
StaffCredit_22	Tsumugi Harunari
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;UI DESIGN LEAD
StaffCredit_33	Yasuto Kakimoto
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Takeru Fukada
StaffCredit_37	Mei Ide
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
StaffCredit_42	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;PROGRAMMING LEAD
StaffCredit_43	Makoto Sasaki
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING LEAD
StaffCredit_80	Nobuhiro Sumiyoshi
StaffCredit_81	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_45	Kiyoshi Koda
StaffCredit_46	Masaru Nii
StaffCredit_47	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_48	Chihiro Okada
StaffCredit_49	&#xE;&#x18;&#x0;&#x0;PROGRAMMING SUPPORT
StaffCredit_50	Toshio Iwawaki
StaffCredit_53	Yuji Sawatani
StaffCredit_51	Keigo Nakanishi
StaffCredit_54	Hisashi Okada
StaffCredit_55	Kenji Higashiyama
StaffCredit_52	Shuhei Maekawa
StaffCredit_56	Masahiro Matsumura
StaffCredit_69	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING LEAD
StaffCredit_83	Koichi Kyuma
StaffCredit_82	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_70	Shu Tamura
StaffCredit_71	Isami Yoshida
StaffCredit_72	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_73	Shiho Fujii
StaffCredit_77	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;WEB PROGRAMMING
StaffCredit_85	Takefumi Fujimura
StaffCredit_173	Takuma Teramoto
StaffCredit_175	Toshio Mushiake
