langid:7A947B29
14    5
4779517B    {tp:0.01}Welcome back, {clr:51E949}Luigi{clr:pop}.{p}{p}{p}Sorry if it smells like popcorn here{p}in the {clr:FF9754}Bunker{clr:pop}.{/tp}
4779517C    {tp:0.01}Now, let's lock that possessor in the{p}{clr:FF9754}Vault{clr:pop} where he won't give us any{p}more trouble!{/tp}
4779517D    {tp:0.01}My brain's been a-percolating on the{p}subject of those possessor ghosts.{/tp}
4779517E    {tp:0.01}I don't think it's a coincidence that{p}both of the possessors we've seen{p}had {clr:A554D0}Dark Moon{clr:pop} pieces in them.{/tp}
4779517F    {tp:0.01}Speaking of which, let's get our new{p}{clr:A554D0}Dark Moon{clr:pop} piece all cleaned up,{p}shall we?{/tp}
47795180    {tp:0.01}Now, let's see here...{/tp}
47795181    {tp:0.01}Yes, {clr:51E949}Luigi{clr:pop}!{p}More of the fog has cleared!{/tp}
47795182    {tp:0.01}Another mansion—full of pesky{p}ghosts, no doubt—is now within{p}{clr:71D2FF}Pixelator {clr:pop}range!{/tp}
47795183    {tp:0.01}Let's check it out.{/tp}
48318F82    {tp:0.01}{clr:51E949}Luigi{clr:pop}, you OK there?{p}You look a little roughed up.{/tp}
48318F83    {tp:0.01}Just so you know—{p}you can press ɓ to dodge{p}attacks while vacuuming.{/tp}
48318F84    {tp:0.01}Uh-oh. You've got company.{p}Look lively!{/tp}
48A57998    ©2013 Nintendo
48B796F2    This ancient ghost is the{p}granddaddy of all Creepers.{p}Be careful! If you pull too hard,{p}you might get more than{p}you bargained for!
492BC78D    Participator
4A7087BF    A very frisky spectral pooch took the{p}special key that we need!{p}Track the dog down and get that key!
4ADCA88D    Beetle Whisperer
4B05CC44    Crow's Nest
4B1732D9    {tp:0.01}News flash!{p}We've got a ghostly infestation {p}taking hold in the {clr:FF9754}Secret Mine{clr:pop}!{/tp}
4B1732DA    {tp:0.01}And according to the {clr:71D2FF}Parascope{clr:pop},{p}these ghosts are even tougher than{p}the previous infestations!{/tp}
4B1732DB    {tp:0.01}I've been chewing this over, {clr:51E949}Luigi{clr:pop}...{p}And I don't think these repeated{p}infestations are a coincidence.{/tp}
4B1732DC    {tp:0.01}I think the mastermind behind all of{p}this is sending ghosts to regain{p}control of the places you've cleared!{/tp}
4B1732DD    {tp:0.01}But we won't let that happen.{p}Look lively, kiddo!{/tp}
4B31E864    Yes
4B5C4B33    captured the boss ghost!
4C49C7FC    COMPLETED!
4C9B8A0D    Thanks to this upgrade,{p}the Dark-Light Device{p}won't overheat as quickly!{p}Pretty cool, huh?
4C9B8A0E    The cooling component in the{p}Dark-Light Device has reached{p}its maximum efficacy now!{p}Those ghosts can't hide from you!
4CC51513    {tp:0.01}No sign of the Toad, eh?{/tp}
4CC51514    {tp:0.01}He'd better not be fishing in{p}that {clr:FF9754}Fishing Hut {clr:pop}out back.{/tp}
4CC51515    {tp:0.01}I'm not paying him to catch{p}fish.{/tp}
4CC51516    {tp:0.01}Well, unless they're some{p}kind of freaky ghost fish!{p}{p}Boy, wouldn't that be{p}something?{/tp}
4CDE774A    Clockmaker's Chambers
4D7126E4    Boo Canister
4D9E7A85    Nintendo and Next Level Games are the authors of this software {p}for the purpose of copyright. All rights reserved.
4EC3BC38    {tp:0.01}Good to see you back here, {clr:51E949}Luigi{clr:pop}!{p}Let's see what you've got.{/tp}
4EC3BC39    {tp:0.01}I've got a theory...{p}{p}{p}That strong ghost you captured back{p}in the {clr:FF9754}Old Clockworks{clr:pop}... I think I{p}know what happened to him.{/tp}
4EC3BC3A    {tp:0.01}Someone seems to be controlling{p}all the ghosts in the valley,{p}but it doesn't stop there...{p}They've also figured out a way to use{p}the mine crystals to strengthen{p}the ghosts!{/tp}
4EC3BC3B    {tp:0.01}And if they've been extracting{p}crystals this entire time and taking{p}them elsewhere...{p}I fear we may be up against much{p}stronger ghosts in the future.{p}That wouldn't be good!{/tp}
4EC3BC3C    {tp:0.01}On top of things, we still have no{p}idea who's pulling the strings behind{p}all this!{/tp}
4EC3BC3D    {tp:0.01}Who could orchestrate such a thing?{p}{p}{p}{clr:51E949}Luigi{clr:pop}, are you thinking what{p}I'm thinking?{/tp}
4EDAAE88    Chalet
4EE01FBD    Equipment Override
4F083301    Would you like to play again?
4F1B42A7    {tp:0.01}Atta boy, {clr:51E949}Luigi{clr:pop}!{p}That's the last of 'em.{p}{p}You really caught those ghosts{p}quick! The {clr:71D2FF}Parascope{clr:pop} could{p}hardly keep up!{p}You ready to come on back?{p}Hold on.{/tp}
4F201E06    This special container was{p}specially designed to hold Boos.{p}For everyone's sake, try to capture{p}every last one of them!
4F6C2EBF    {clr:71D2FF}E-4{clr:pop} Ambush Maneuver
4F6DB5F9    Veranda
4F8F1E14    {tp:0.01}Eureka!{p}I've cracked it! {/tp}
4F8F1E15    {tp:0.01}I've triangulated the powerful{p}paranormal{clr:FFFCFC} {clr:pop}signal, and it's{p}coming from...the {clr:FF9754}Cellar{clr:pop}.{/tp}
4F8F1E16    {tp:0.01}Yep.{p}The {clr:FF9754}CELLAR{clr:pop}.{/tp}
4F8F1E17    {tp:0.01}Scared?{p}Can't say I blame you.{p}{p}Cellars do have a terrible{p}reputation.{/tp}
4F8F1E18    {tp:0.01}But I believe in you, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}Once we find out who—or what—is{p}behind this mess, we'll put a stop{p}to it.{/tp}
4F8F1E19    {tp:0.01}So button up those overalls real{p}tight, and get ready for action,{p}my boy!{/tp}
4F8F1E1A    {tp:0.01}Now, to get to the {clr:FF9754}Cellar{clr:pop}, you'll need{p}to take the elevator.{p}{p}It's pretty straightforward, but I'll{p}mark the {clr:FF9754}Cellar{clr:pop} on your map.{/tp}
4F8F1E1B    {tp:0.01}This key should open the elevator.{p}Though I imagine the elevator's{p}operating permit may be expired...{p}Oh well, I'm sure it'll be fine. Heh...{/tp}
4F8F1E1C    {tp:0.01}OK, then—I'll be tracking{clr:71D2FF} {clr:pop}your{p}progress from the relative warmth{p}and comfort of this {clr:FF9754}Bunker{clr:pop}.{p}Ready or not!{/tp}
4F8FFBB1    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}You've done it again!{/tp}
4F8FFBB2    {tp:0.01}You're a ghost-catching artist,{p}son!{p}{p}And the {clr:71D2FF}Poltergust 5000{clr:pop} is{p}your paintbrush!{/tp}
4F8FFBB3    {tp:0.01}Which, by the way, must be{p}jam-packed with ghosts!{p}{p}Let's unload it before you go{p}through that creepy portal.{/tp}
5008860B    Spookumber
50132CBA    {clr:71D2FF}C-1{clr:pop} A Timely Entrance
5087A718    {tp:0.01}Well, I think I've found our{p}clock thieves.{/tp}
5087A719    {tp:0.01}There's a strong signal{p}underground, and I reckon it's{p}them.{/tp}
5087A71A    {tp:0.01}According to my research,{p}there's a {clr:71D2FF}special compass{clr:pop} that{p}should help you get down there.{/tp}
5087A71B    {tp:0.01}It's likely stored somewhere in{p}the {clr:FF9754}Drafting Office{clr:pop}.{p}Check your map and hop to it!{/tp}
514574EC    An error has occurred while loading.{p}{p}A new file will now be created.
514A4853    Leecher
51B33FFC    A
51B33FFD    B
51B33FFE    C
51B33FFF    D
51B34000    E
51B34001    F
51B34002    G
51B34003    H
51B34004    I
522813B2    Connect to Nintendo Network,{p}and play with others online.
52304EC8    {tp:0.01}Let's see here...{p}Got 'em!{p}Check your map!{/tp}
52304EC9    {tp:0.01}Criminy...{p}It's just like last time.{p}Look lively, youngster!{/tp}
52304ECA    {tp:0.01}Oho! You're not done yet, son!{p}You've got visitors in three{p}different rooms now!{/tp}
5232BBFD    {tp:0.01}I knew I could count on you, {clr:51E949}Luigi{clr:pop}.{p}Good job.{/tp}
5232BBFE    {tp:0.01}If I didn't know any better, I'd say{p}you're starting to enjoy this gig!{p}Heh heh!{/tp}
5232BBFF    {tp:0.01}Yep—beneath that fragile, quivering{p}exterior lies a daring thrill seeker{p}with a heart of gold.{/tp}
5232BC00    {tp:0.01}Anyhoo, where were we?{/tp}
5232BC01    {tp:0.01}Yes! Ghosts. Always with the ghosts.{p}{p}{p}What I still don't understand is{p}where all of those ghosts are{p}coming from!{/tp}
5232BC02    {tp:0.01}The {clr:71D2FF}Parascope {clr:pop}doesn't detect them{p}until they're here, so I can't trace{p}their origin.{p}Well, they're gone now, so let's get{p}back to our quest.{/tp}
52808A3F    Gradual Infiltration
53130827    No
53165E21    Luigi, King Boo is in the Train Exhibit!{p}Let's strike now, while we have the{p}element of surprise!{p}Get in there, defeat King Boo, and{p}rescue Mario!
53ADBA6E    Ghosts love to hide!{p}Keep an eye out for shaking furniture!
53ADBA6F    Capture multiple ghosts at once{p}to receive a treasure bonus!
53ADBA71    Capture all the ghosts to {p}advance to the next floor!
53CE9793    {tp:0.01}Guess what, {clr:51E949}Luigi{clr:pop}?{p}{/tp}
53CE9794    {tp:0.01}Its signal is different than other{p}ghosts. I suspect that we may be{p}dealing with an Ancient Poltergeist!{p}Very exciting stuff. Capturing an{p}ancient ghost would make for{p}groundbreaking research.{/tp}
53CE9795    {tp:0.01}All right, then. He seems to have{p}settled in the {clr:FF9754}Roundhouse{clr:pop}.{/tp}
53CE9796    {tp:0.01}Be very careful in there, {clr:51E949}Luigi{clr:pop}.{p}{p}{p}Ghosts tend to gain power over{p}time, and this Poltergeist seems to {p}be absolutely ancient.{/tp}
53CE9797    {tp:0.01}I guess you could say...he has a lot{p}of time on his hands!{/tp}
53CE9798    {tp:0.01}Ahem...{/tp}
5407E6EC    {tp:0.01}Well done, my boy!{p}{p}{p}See, that graveyard wasn't so{p}bad, was it?{/tp}
5407E6ED    {tp:0.01}Nice work capturing the Three{p}Sisters and leading my Toad{p}assistant to safety.{/tp}
5407E6EE    {tp:0.01}He just popped out of the{p}screen over here.{p}Now it's your turn, kiddo!{/tp}
54080AB7    {tp:0.01}Where to, {clr:51E949}Luigi{clr:pop}?{/tp}
5411DAF7    Tool Shed
5420F84A    {tp:0.01}Hey there, sonny! I noticed{p}you've been busy collecting{p}coins, bills, and gold bars.{/tp}
5420F84B    {tp:0.01}Nothing wrong with that!{p}The mansion is abandoned, so{p}finders keepers, I suppose!{p}As a matter of fact, I'm also{p}gathering some resources of{p}my own.{/tp}
5420F84C    {tp:0.01}Yep, I'm gonna use them to{p}develop upgrades for the{p}{clr:71D2FF}Poltergust 5000{clr:pop}!{p}Good luck on your treasure{p}hunt, young feller!{/tp}
544918BF    Aviation Exhibit
5473B056    Greenie
5523F92E    {tp:0.01}{clr:51E949}L{clr:pop}__{clr:51E949}gi{clr:pop}...{p}Can y_u h__r me?{p}T_e weath_r is worse_ing!{/tp}
5523F92F    {tp:0.01}{clr:51E949}Lu{clr:pop}_{clr:51E949}gi{clr:pop}?{p}Where do y_u think you're{p}g_ing?{/tp}
55877888    ɭ Zoom ɹ
5599EAA7    {tp:0.01}Hey, {clr:51E949}Luigi{clr:pop}!{p}Be careful with that!{p}{p}That's a {clr:71D2FF}Pixelator Screen{clr:pop}—{p}an early prototype of my{p}teleportation device.{/tp}
5599EAA8    {tp:0.01}But with my new {clr:71D2FF}Pixelator{clr:pop},{p}I can bring you back from just {p}about anywhere in this valley!{p}Well, as long as I can locate{p}you, of course.{p}{p}Yep. Rather genius, if I do say{p}so myself.{/tp}
55E33D13    Goolf
5601E570    Tower Lobby
56B3202A    Most Teammates Knocked Down
56D547FF    Yes
56F10C46    Surprise Floor - {0}
57238625    Save data has changed.{p}{p}A new file will now be created.
5737CD66    Aim For: Ɠ{clr:98E66C}{0}{clr:pop}
57502965    Gloomy Manor
57502966    Haunted Towers
57502967    Old Clockworks
57502968    Secret Mine
57502969    Treacherous Mansion
5750296A    King Boo's Illusion
575029A7    Mansions
576D89CC    B1
579AE4F6    Whatever you do, don't try to touch him{p}with your hands! Oddly, though,{p}he doesn't mind if you knock him{p}around with your feet.
57B70998    Evershade Valley Ghosts
57CC3D73    {tp:0.01}Hey, youngster!{p}What's the matter?{p}{p}Having a hard time turning{p}the {clr:71D2FF}water pump{clr:pop} on?{/tp}
57CC3D74    {tp:0.01}You'll need to give it a big blast{p}with the {clr:71D2FF}Strobulb{clr:pop} to start it.{p}{p}Press and hold ɐ for a{p}longer time to charge up the{p}{clr:71D2FF}Strobulb{clr:pop}!{/tp}
58195F3D    ɓ Done
584FBED5    Treacherous Mansion Gems
585E8E0C    This cunning ghost is the most{p}evolved of all the Poltergeists.{p}He awaits ghost hunters who{p}are both brave and smart{p}enough to match his powers.
58913CF6    Airway
58B2A028    F1
5946654B    If you delete the save data, {p}you will permanently lose all progress.{p}{p}Are you sure this is OK?
599B7933    Catch all the Polterpups!
59BF0AB9    Foyer
59DB57C7    Common Hall
59DB57C8    Master Hall
5A2B3B8C    Lobby
5A6C3DB1    Patio
5A928AB9    Shaft
5A9A7A6F    This ghost isn't exactly a people{p}person. He gets downright grumpy{p}when disturbed, and he won't hesitate{p}to "introduce" you to his beetle friends.
5AACF60D    Study
5B6784A7    {0}G Collected!
5B9CCCB5    {tp:0.01}Good work, {clr:51E949}Luigi{clr:pop}!{p}I knew I should have called you{p}first.{p}Ahem...{p}Let's have a look at those {clr:71D2FF}gears{clr:pop}.{/tp}
5B9CCCB7    {tp:0.01}I was right—these new ghosts{p}are very interesting indeed!{p}Such spectacular specimens!{p}And they won't be making any{p}more trouble for us now that{p}they're in the {clr:FF9754}Vault{clr:pop}.{/tp}
5B9CCCB8    {tp:0.01}In the {clr:FF9754}Vault{clr:pop}, you can review all{p}the types of ghosts that you've{p}captured.{p}And while you're there, feel free{p}to read my research notes on{p}their ghostly behavior.{/tp}
5B9CCCB9    {tp:0.01}Analyzing the paranormal{p}signatures of ghosts also helps{p}me fine-tune the ol' {clr:71D2FF}Parascope{clr:pop}!{/tp}
5B9CCCBA    {tp:0.01}Now, skedaddle!{p}I need to figure out a way to{p}make those {clr:71D2FF}gears {clr:pop}work again.{/tp}
5BA19D83    {tp:0.01}{clr:51E949}Luigi{clr:pop}, do you see that{p}{clr:71D2FF}green circular panel{clr:pop} on the{p}wall?{/tp}
5BA19D84    {tp:0.01}It unlocks the door. All you've{p}gotta do is flash it with the—{/tp}
5C48529B    {clr:71D2FF}D-1{clr:pop} Cold Case
5C536B3C    With the water flow restored in the{p}Haunted Towers, we can resume{p}our search for the Dark Moon piece.{p}And now I have a better idea{p}of where it might be!
5C6F44CF    Daisy
5C9134E2    East Hall
5D6E30C5    Heaviest weight: {0}
5DDAC4A3    {tp:0.01}{ts:0.75}You're gonna need it...{/ts}{/tp}
5DDAC579    {tp:0.01}But don't despair, son!{p}Look on the bright side!{/tp}
5DDAC57A    {tp:0.01}You...um...{p}{p}{p}You...ah...{p}{p}{p}You...have a very bushy mustache!{/tp}
5DDED758    {tp:0.01}{clr:51E949}Luigi{clr:pop}, I'm afraid I have what we in{p}certain elite scientific circles call{p}"bad news."{/tp}
5DDED759    {tp:0.01}Remember when the{p}{clr:FF9754}Gloomy Manor{clr:pop} had some...{p}unexpected visitors?{/tp}
5DDED75A    {tp:0.01}No, no... I don't mean the spiders.{p}Keep your shirt on, sonny.{p}{p}I'm talking about those ghosts that{p}came out of nowhere!{/tp}
5DDED75B    {tp:0.01}Well, this time the paranormal{p}signals seem...stronger.{/tp}
5DDED75C    {tp:0.01}We'd better play it safe and send{p}you in to investigate.{/tp}
5DDED75D    {tp:0.01}As usual, I'll be watching your{p}progress and guiding you from here.{p}Look lively!{/tp}
5DDFCE0F    Storm Cellar
5E79708E    Scool
5E9AD3AC    Strong Gobber
5FD0D96C    East Balcony
6008F8A1    Solarium
601357DA    Belfry
604219F8    captured a Polterpup!
607DB8DE    Haunted Towers Entrance
60E1F8CD    Create ScareScraper
6192289D    Touch the map to draw your teammates'{p}attention to points of interest!
61E555F5    {tp:0.01}The paranormal readings in the{p}{clr:FF9754}Treacherous Mansion{clr:pop} are getting{p}stronger.{p}With the {clr:71D2FF}Parascope{clr:pop} going bonkers{p}like this, there's no way it'll be able{p}to find the {clr:A554D0}Dark Moon {clr:pop}piece.{/tp}
621E50D7    {tp:0.01}{clr:51E949}Luigi{clr:pop}, you ready to go get that{p}{clr:A554D0}Dark Moon{clr:pop} piece, son?{/tp}
621E50D8    {tp:0.01}Remember, where there's a{p}{clr:A554D0}Dark Moon{clr:pop} piece, there's likely a{p}possessor ghost guarding it!{/tp}
621E50D9    {tp:0.01}Speaking of possessors, they only{p}showed up when all this started,{p}so I don't know much about them.{p}But I can say one thing for sure:{p}they're smarter than your average{p}ghost.{/tp}
621E50DA    {tp:0.01}Also, they're clearly the most{p}powerful ghosts in the valley.{p}{p}It's no wonder our mysterious{p}villain chose them to guard{p}the {clr:A554D0}Dark Moon{clr:pop} pieces!{/tp}
621E50DB    {tp:0.01}Anyhoo, it's high noon, sonny!{p}Let's show 'em what we're made of.{/tp}
6257A030    {tp:0.01}Outstanding, {clr:51E949}Luigi{clr:pop}!{/tp}
6257A031    {tp:0.01}That possessor didn't stand a{p}chance. You really...cleaned {p}his clock!{/tp}
6257A032    {tp:0.01}Ho ho! Oho! Hoooo...{/tp}
6257A033    {tp:0.01}Hold still. I'll bring you back.{/tp}
62D93B23    {tp:0.01}Mwahahaha!{p}Now what do we have here?{p}{p}Why, if it isn't my old pal {clr:51E949}Luigi{clr:pop}!{p}Or is it {clr:51E949}Baby Luigi{clr:pop}?{p}I can't tell the difference.{/tp}
62D93B24    {tp:0.01}Hey, remember that time you{p}trapped me in a painting for{p}all eternity? Good times.{p}But guess what? I GOT OUT!{p}And now I'm painting the town {clr:D50000}red{clr:pop}!{/tp}
62D93B25    {tp:0.01}Yes, it was I who broke the{p}{clr:A554D0}Dark Moon{clr:pop}!{p}{p}This power-enhancing jeweled crown{p}of mine made it easy.{/tp}
62D93B26    {tp:0.01}And now that all the ghosts of{p}{clr:FF9754}Evershade Valley{clr:pop} are under my{p}control...{p}it's time to take my rightful place{p}as the supreme ruler of your world!{/tp}
62D93B27    {tp:0.01}You, that annoying scientist, and all{p}your friends will look great hanging{p}on the wall of my throne room!{p}Aaaaaahahaha!{/tp}
6383BFD1    New Gem Collected!
63EDF24A    Polterpup
642782D2    OK
6430859A    Cellar
6436913C    {tp:0.01}Criminy!{p}Where in tarnation were you, {clr:51E949}Luigi{clr:pop}?{p}I could barely follow you!{/tp}
6436913D    {tp:0.01}I was worried you were too deep{p}into the mountain for the{p}{clr:71D2FF}Pixelator {clr:pop}to bring you back!{/tp}
6436913E    {tp:0.01}So, did you capture the possessor?{p}What about the {clr:A554D0}Dark Moon {clr:pop}piece?{/tp}
6436913F    {tp:0.01}WOO-HOO!{p}Great job, {clr:51E949}Luigi{clr:pop}!{p}{/tp}
64369140    {tp:0.01}Let's send that possessor ghost{p}down to the {clr:FF9754}Vault{clr:pop}.{/tp}
64369141    {tp:0.01}All right, hand over that {clr:A554D0}Dark Moon{clr:pop}{p}piece, and we'll clean it up.{/tp}
64369142    {tp:0.01}I reckon some more fog has lifted.{p}Let's take a look.{/tp}
64369143    {tp:0.01}Hmm...{p}That place...{p}{p}I better take a reading with the{p}{clr:71D2FF}Parascope{clr:pop}.{/tp}
64369144    {tp:0.01}Uh-oh...{/tp}
647CBDA8    Yes
64D18CD5    Deep Hall
64D54676    Quitting will close this ScareScraper.{p}Are you sure you want to quit?
64F46DB4    I tried to feed him some fish, but{p}he wouldn't eat them. He just kept{p}trying to scare them. It didn't work.
64F9419E    The paranormal activity in this{p}mansion is completely off the charts!{p}Stay on your toes, and start looking{p}for the Dark Moon piece.
650670B4    4th Place!
65327A4B    You currently have:
65A00711    Do you want to restart the mission?
65C57368    Water Supply
65EFE6E5    {tp:0.01}Here—take this makeshift {clr:71D2FF}rotor{clr:pop}.{p}It'll let you turn that huge staircase{p}that rose from the ground.{/tp}
65EFE6E6    {tp:0.01}Look lively, {clr:51E949}Luigi{clr:pop}!{p}Your brother needs you!{/tp}
66563737    {tp:0.01}Excellent! I'm positively tickled that{p}my {clr:71D2FF}Dark-Light Device {clr:pop}worked!{p}{/tp}
66563738    {tp:0.01}It's concerning to find a {clr:D8BCE6}Boo {clr:pop}in the{p}{clr:FF9754}Gloomy Manor{clr:pop}.{/tp}
6656373A    {tp:0.01}Huh? Hold on a sec.{p}The {clr:71D2FF}Parascope{clr:pop} is acting up.{/tp}
6656373B    {tp:0.01}Something isn't right, {clr:51E949}Luigi{clr:pop}.{p}The signals coming from the{p}{clr:FF9754}Gloomy Manor{clr:pop} are...{p}Give me a minute. I need to{p}figure this out.{/tp}
66666E75    You have unlocked:
6667358C    This massive mansion is filled with{p}exotic exhibits created by its late{p}globe-trotting owner. Oh, and it also{p}contains the strongest paranormal{p}signals ever recorded!
66963C12    {tp:0.01}I tell ya, {clr:51E949}Luigi{clr:pop}, some things in this{p}world are just too strange to be{p}real.{/tp}
66963C13    {tp:0.01}Some are real, of course, but some{p}are...illusions.{/tp}
66963C14    {tp:0.01}Here, I've got something to show you.{/tp}
66963C15    {tp:0.01}This is a Spirit Ball, a paranormal{p}specimen with the ability to cause{p}illusions.{p}And someone{clr:D8BCE6} {clr:pop}is releasing a whole{p}mess of 'em inside the{p}{clr:FF9754}Gloomy Manor{clr:pop}!{/tp}
66963C16    {tp:0.01}That's why some of the objects in{p}there—even whole suits of armor—{p}have suddenly vanished!{p}But trust me...they're still there!{/tp}
66963C18    {tp:0.01}But with all the ghosts gone hostile,{p}I haven't been able to return{p}to my {clr:FF9754}Lab{clr:pop} to retrieve it.{/tp}
66963C19    {tp:0.01}But now that you're here, you can{p}get in there and grab it!{/tp}
66963C1A    {tp:0.01}You'll find the {clr:71D2FF}Dark-Light Device{clr:pop}{p}attached to its charging station.{p}It should be fully charged by now.{/tp}
669719AF    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}What did you see?{p}Any signs of {clr:D50000}Mario{clr:pop}?{/tp}
669719B0    {tp:0.01}Criminy!{p}You must be wondering how to{p}get inside there, eh?{/tp}
669719B1    {tp:0.01}Don't you worry!{p}I've got an idea a-percolating!{/tp}
669719B2    {tp:0.01}I'm bringing you back.{p}Hold on tight!{/tp}
670FA409    Fright Knight
6748346A    West Gallery
67D2772A    Greenhouse
687D787C    {clr:71D2FF}E-1{clr:pop} Front-Door Key
68F430D9    {tp:0.01}That dog really took you for a walk!{p}Ho ho!{/tp}
68F430FA    {tp:0.01}Although, you didn't encounter as{p}many ghosts as I thought you would.{/tp}
69278CEC    F1
694110E8    Gold Greenie
69697404    Bottom of Well
697DC873    Careful with this one!{p}He's been known to sneak onto{p}tennis courts midmatch and cover{p}the ball with ghostly goo!{p}
69E4389A    Previous Records
6A6CA348    F2
6A8CFEE5    Unlock Missions
6AD5B591    {tp:0.01}You see that, {clr:51E949}Luigi{clr:pop}? That's where{p}the next {clr:A554D0}Dark Moon{clr:pop} piece is.{p}The {clr:FF9754}Old Clockworks{clr:pop}!{/tp}
6AD5B592    {tp:0.01}Before it was abandoned, this place{p}once produced the finest timepieces{p}ever made.{p}But years of neglect have turned it{p}into a favorite haunt for ghosts.{/tp}
6AD5B593    {tp:0.01}So it wasn't surprising when the{p}{clr:71D2FF}Parascope {clr:pop}detected a {clr:A554D0}Dark Moon{clr:pop}{p}piece inside the {clr:FF9754}Old Clockworks{clr:pop}!{/tp}
6AD5B594    {tp:0.01}And after tuning the {clr:71D2FF}Parascope{clr:pop} a{p}little more, I was actually able to{p}pinpoint its precise location:{p}the top of the {clr:FF9754}Clock Tower{clr:pop}!{/tp}
6AD5B595    {tp:0.01}Now, you see this fancy-looking{p}door? That's the {clr:FF9754}Clock Tower Gate{clr:pop}.{/tp}
6AD5B596    {tp:0.01}You'll need to get through it{p}in order to climb the {clr:FF9754}Clock Tower{clr:pop}.{p}I've highlighted it on your map.{/tp}
6AD5B597    {tp:0.01}We know where the {clr:A554D0}Dark Moon{clr:pop} piece{p}is this time, so you won't have to {p}stumble around in the dark!{/tp}
6AD5B598    {tp:0.01}Yep, this'll be a snap!{p}Slick as a whistle!{p}{p}I mean—what could possibly go{p}wrong?{/tp}
6AEAD601    Outlandish Interruption
6B04FC4B    Find the exit hatch!
6B0F04EA    {tp:0.01}Ho ho!{p}Good job dealing with that{p}rather rotund ghost!{/tp}
6B0F04EB    {tp:0.01}I'm bringing you back.{p}Hold on to your hat!{/tp}
6B8B615A    Game Paused
6B91D3FC    {clr:71D2FF}A-5{clr:pop} Sticky Situation
6C158287    acquired a map!
6C386CAA    Most Polterpups Discovered
6C7D5DEC    Normally very playful and kind,{p}the Polterpups started misbehaving{p}after the Dark Moon shattered.
6CAA83F6    Try to get more involved on the next floor!
6CE593E6    Waiting for player...
6CEA5B11    Blobberfly
6D2DB77F    The youngest of the fabled Three{p}Sisters. Her hobbies include playing{p}with her mirror and annoying her{p}older sisters by pointing out their{p}many flaws.
6D454305    We have an infestation on our hands!{p}The Parascope is detecting strong{p}paranormal signals all throughout the{p}Secret Mine. It's go time, Luigi!
6D69F4E5    Restart Mission
6DBDC8DF    Well, we've recovered the minute hand,{p}but the hour hand is still missing.{p}I've detected some signals in the{p}Clockworks Court, so let's start our{p}search there.
6DC49BB3    Instead of a scythe, he walks around{p}with a giant roast turkey leg. Uh-huh...
6E0509FD    {tp:0.01}Be careful, young feller.{p}The future of {clr:FF9754}Evershade Valley{clr:pop}{p}is in your hands!{/tp}
6E05E42A    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}How goes it, my boy?{/tp}
6E05E42B    {tp:0.01}You found all four {clr:71D2FF}gears{clr:pop}?{p}That quick? Ho ho...{p}{p}Well, you got there in the end.{p}Good work, sonny!{/tp}
6E05E42C    {tp:0.01}Now head back to the {clr:FF9754}Foyer{clr:pop},{p}and put the{clr:71D2FF} gears {clr:pop}back into{p}the access mechanism.{/tp}
6E072332    Much like a real gator, he hides{p}under the water until someone{p}steps a little too close.
6EA5BCA8    {tp:0.01}You did it, {clr:51E949}Luigi{clr:pop}!{/tp}
6EA5BCA9    {tp:0.01}Criminy...{p}I still can't believe you pulled that{p}off.{/tp}
6EA5BCAA    {tp:0.01}If I wore a hat, I'd take it off to you!{/tp}
6EA5BCAB    {tp:0.01}But I'm not much of a hat guy—{p}takes me a long time to do my hair.{/tp}
6EA5BCAC    {tp:0.01}Anyhoo, {clr:D8BCE6}King Boo{clr:pop} must be furious{p}right now.{/tp}
6EA5BCAD    {tp:0.01}Let's pay him a visit, eh?{/tp}
6EB94A4F    This magnificent ghost possessed a{p}spider queen in his efforts to hold on{p}to his Dark Moon piece. Luigi really{p}had to use his noggin to outsmart{p}this specter! He has his moments.
6EEFFBBE    {tp:0.01}Nice work,{clr:51E949} Luigi{clr:pop}.{p}{p}{p}I know I say that a lot, but it's true.{p}I'm proud of you, my boy!{/tp}
6EEFFBBF    {tp:0.01}These infestations seem to happen{p}to all of the locations that we{p}explore.{p}That can't be a coincidence.{/tp}
6EEFFBC0    {tp:0.01}I'm sure now that someone is{p}planning all of these infestations.{p}{p}Probably the same fiend that{p}shattered the {clr:A554D0}Dark Moon{clr:pop}!{/tp}
6EEFFBC1    {tp:0.01}But with you on the case, {clr:51E949}Luigi{clr:pop},{p}those ghosts don't stand a chance.{/tp}
6EF486D0    Footbrawl
6F449CDC    1st Place!
6F4B599D    Sister Lucinda
6F5438F5    Guard Hall
6F54945B    Gondola
6F67DBF3    Defeat the boss ghost!
6F807EDF    Defeat the boss ghost!
6FFADC63    Lab
70025603    Rush Floor - {0}
7026C91C    Your Best Time:
702F1BBC    Balcony
70BEFC20    Controls
70C8F8C1    High Wires
710FA1B9    {tp:0.01}{clr:51E949}Luigi{clr:pop}, my boy!{p}What a fight!{p}{p}You really used your noggin to teach{p}that ghost{clr:FFFCFC} {clr:pop}a lesson!{/tp}
710FA1BA    {tp:0.01}Let's take a look at that{p}body-snatcher ghost!{/tp}
