app_common.dat
msg_common_big_18_keywait	[~ 0]
ITEMINFO_162	If held by a Pokémon, it restores the user’s HP in a\npinch, but it will cause confusion if the user hates\nthe taste.
ITEMINFO_163	If held by a Pokémon, it restores the user’s HP in a\npinch, but it will cause confusion if the user hates\nthe taste.
ITEMINFO_164	A Berry that makes it slightly easier to catch Pokémon\nwhen given to them.
ITEMINFO_165	Used to make Pokéblocks that will enhance your\nBeauty. Its blue flesh is sour when eaten.
ITEMINFO_166	A Berry that calms wild Pokémon you’re trying to catch\nslightly when given to them.
ITEMINFO_167	Used to make Pokéblocks that will enhance your\nCleverness. Its green flesh is bitter when eaten.
ITEMINFO_168	A Berry that makes you slightly more likely\nto get an item when it’s given to Pokémon you’re\ntrying to catch.
ITEMINFO_169	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its\nbase HP.
ITEMINFO_170	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its\nbase Attack.
ITEMINFO_171	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its\nbase Defense.
ITEMINFO_172	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its base\nSp. Atk.
ITEMINFO_173	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its base\nSp. Def.
ITEMINFO_174	A Berry to be consumed by Pokémon. Using it on a\nPokémon makes it more friendly but lowers its\nbase Speed.
ITEMINFO_175	Used to make Pokéblocks that will enhance your\nBeauty, this Berry is rare in other regions.
ITEMINFO_176	Used to make Pokéblocks that will enhance your\nCuteness, this Berry is rare in other regions.
ITEMINFO_177	Used to make Pokéblocks that will enhance your\nCleverness, this Berry is rare in other regions.
ITEMINFO_178	Used to make Pokéblocks that will enhance your\nToughness, this Berry is rare in other regions.
ITEMINFO_179	Used to make Pokéblocks that will enhance your\nCuteness, this Berry is rare in other regions.
ITEMINFO_180	Used to make Pokéblocks that will enhance your\nBeauty, this Berry is rare in other regions.
ITEMINFO_181	Used to make Pokéblocks that will enhance your\nCleverness, this Berry is rare in other regions.
ITEMINFO_182	Used to make Pokéblocks that will enhance your\nCleverness, this Berry is rare in other regions.
ITEMINFO_183	Used to make Pokéblocks that will enhance your\nBeauty, this Berry is rare in other regions.
ITEMINFO_184	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nFire-type attack.
ITEMINFO_185	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nWater-type attack.
ITEMINFO_186	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nElectric-type attack.
ITEMINFO_187	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nGrass-type attack.
ITEMINFO_188	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nIce-type attack.
ITEMINFO_189	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nFighting-type attack.
ITEMINFO_190	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nPoison-type attack.
ITEMINFO_191	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nGround-type attack.
ITEMINFO_192	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nFlying-type attack.
ITEMINFO_193	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nPsychic-type attack.
ITEMINFO_194	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nBug-type attack.
ITEMINFO_195	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nRock-type attack.
ITEMINFO_196	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nGhost-type attack.
ITEMINFO_197	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nDragon-type attack.
ITEMINFO_198	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nDark-type attack.
ITEMINFO_199	If held by a Pokémon, this Berry will lessen the\ndamage taken from one supereffective\nSteel-type attack.
ITEMINFO_200	If held by a Pokémon, this Berry will lessen the\ndamage taken from one Normal-type attack.
ITEMINFO_201	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its Attack stat will increase when it’s in\na pinch.
ITEMINFO_202	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its Defense stat will increase when it’s in\na pinch.
ITEMINFO_203	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its Speed stat will increase when it’s in\na pinch.
ITEMINFO_204	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its Sp. Atk stat will increase when it’s in\na pinch.
ITEMINFO_205	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its Sp. Def stat will increase when it’s in\na pinch.
ITEMINFO_206	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its critical-hit ratio will increase when it’s\nin a pinch.
ITEMINFO_207	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, one of its stats will sharply increase\nwhen it’s in a pinch.
ITEMINFO_208	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, being hit by a supereffective attack will\nrestore its HP.
ITEMINFO_209	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, its accuracy will increase just once when\nit’s in a pinch.
ITEMINFO_210	A Berry to be consumed by Pokémon. If a Pokémon\nholds one, it will be able to move first just once\nwhen it’s in a pinch.
ITEMINFO_211	A Berry to be consumed by Pokémon. If a physical\nattack hits the Pokémon holding it, the attacker will\nalso be hurt.
ITEMINFO_212	A Berry to be consumed by Pokémon. If a special\nattack hits the Pokémon holding it, the attacker will\nalso be hurt.
ITEMINFO_213	An item to be held by a Pokémon. It casts a tricky\nglare that lowers the opposing\nPokémon’s accuracy.
ITEMINFO_214	An item to be held by a Pokémon. It will restore any\nlowered stat in battle. It can be used only once.
ITEMINFO_215	An item to be held by a Pokémon. This stiff, heavy\nbrace helps Pokémon grow strong but cuts Speed\nin battle.
ITEMINFO_216	Turning on this special device will allow all the Pokémon\non your team to receive Exp. Points from battles.
ITEMINFO_217	An item to be held by a Pokémon. This light, sharp\nclaw lets the bearer move first occasionally.
ITEMINFO_218	An item to be held by a Pokémon. The comforting\nchime of this bell calms the holder, making\nit friendly.
ITEMINFO_219	An item to be held by a Pokémon. The holder\nshakes off move-binding effects to move freely.\nIt can be used only once.
ITEMINFO_220	An item to be held by a Pokémon. This curious\nheadband boosts Attack but only allows the use of\none move.
ITEMINFO_221	An item to be held by a Pokémon. When the holder\nsuccessfully inflicts damage, the target may\nalso flinch.
ITEMINFO_222	An item to be held by a Pokémon. It’s a shiny\nsilver powder that will boost the power of\nBug-type moves.
ITEMINFO_223	An item to be held by a Pokémon. It doubles any\nprize money received if the holding Pokémon joins\na battle.
ITEMINFO_224	An item to be held by a Pokémon. It helps keep\nwild Pokémon away if the holder is the head of\nthe party.
ITEMINFO_225	A wondrous orb to be held by either Latios or\nLatias. It raises the power of Psychic- and\nDragon-type moves.
ITEMINFO_226	An item to be held by Clamperl. This fang gleams a\nsharp silver and raises the holder’s Sp. Atk stat.
ITEMINFO_227	An item to be held by Clamperl. This scale shines\nwith a faint pink and raises the holder’s\nSp. Def stat.
ITEMINFO_228	An item to be held by a Pokémon. It enables the\nholder to flee from any wild Pokémon encounter\nwithout fail.
ITEMINFO_229	An item to be held by a Pokémon. A Pokémon\nholding this peculiar stone is prevented\nfrom evolving.
ITEMINFO_230	An item to be held by a Pokémon. The holder may\nendure a potential KO attack, leaving it with just\n1 HP.
ITEMINFO_231	An item to be held by a Pokémon. It’s an egg filled\nwith happiness that earns the holder extra Exp. Points\nin battle.
ITEMINFO_232	An item to be held by a Pokémon. It’s a lens for\nscoping out weak points. It boosts the holder’s\ncritical-hit ratio.
ITEMINFO_233	An item to be held by a Pokémon. It’s a special\nmetallic film that can boost the power of\nSteel-type moves.
ITEMINFO_234	An item to be held by a Pokémon. The holder’s HP\nis slowly but steadily restored throughout\nevery battle.
ITEMINFO_235	A very tough and inflexible scale. Dragon-type\nPokémon may be holding this item when caught.
ITEMINFO_236	An item to be held by Pikachu. It’s a puzzling orb\nthat boosts its Attack and Sp. Atk stats.
ITEMINFO_237	An item to be held by a Pokémon. It’s a loose, silky\nsand that boosts the power of Ground-type moves.
ITEMINFO_238	An item to be held by a Pokémon. It’s a durable\nstone that boosts the power of Rock-type moves.
ITEMINFO_239	An item to be held by a Pokémon. It’s a seed\nimbued with life-force that boosts the power of\nGrass-type moves.
ITEMINFO_240	An item to be held by a Pokémon. A pair of\nshady-looking glasses that boost the power of\nDark-type moves.
ITEMINFO_241	An item to be held by a Pokémon. This belt helps\nthe wearer to focus and boosts the power of\nFighting-type moves.
ITEMINFO_242	An item to be held by a Pokémon. It’s a powerful\nmagnet that boosts the power of\nElectric-type moves.
ITEMINFO_243	An item to be held by a Pokémon. This\nteardrop-shaped gem boosts the power of\nWater-type moves.
ITEMINFO_244	An item to be held by a Pokémon. It’s a long, sharp\nbeak that boosts the power of Flying-type moves.
ITEMINFO_245	An item to be held by a Pokémon. This small,\npoisonous barb boosts the power of\nPoison-type moves.
ITEMINFO_246	An item to be held by a Pokémon. It’s a heat-\nrepelling piece of ice that boosts the power of\nIce-type moves.
ITEMINFO_247	An item to be held by a Pokémon. It’s a sinister,\neerie tag that boosts the power of\nGhost-type moves.
ITEMINFO_248	An item to be held by a Pokémon. This spoon is\nimbued with telekinetic power and boosts\nPsychic-type moves.
ITEMINFO_249	An item to be held by a Pokémon. It’s a combustible\nfuel that boosts the power of Fire-type moves.
ITEMINFO_250	An item to be held by a Pokémon. This hard and\nsharp fang boosts the power of\nDragon-type moves.
ITEMINFO_251	An item to be held by a Pokémon. It’s a sumptuous\nscarf that boosts the power of Normal-type moves.
ITEMINFO_252	A transparent device somehow filled with all sorts\nof data. It was produced by Silph Co.
ITEMINFO_253	An item to be held by a Pokémon. The holder\nregains a little HP every time it inflicts damage\non others.
ITEMINFO_254	An item to be held by a Pokémon. This incense has\na curious aroma that boosts the power of\nWater-type moves.
ITEMINFO_255	An item to be held by a Pokémon. The beguiling\naroma of this incense may cause attacks to miss\nits holder.
ITEMINFO_256	An item to be held by Chansey. This pair of lucky\nboxing gloves will boost Chansey’s critical-hit ratio.
ITEMINFO_257	An item to be held by Ditto. Extremely fine yet\nhard, this odd powder boosts the Defense stat.
ITEMINFO_258	An item to be held by Cubone or Marowak. It’s a\nhard bone of some sort that boosts the\nAttack stat.
ITEMINFO_259	An item to be held by Farfetch’d. This very long\nand stiff stalk of leek boosts its critical-hit ratio.
ITEMINFO_260	An item to be held by a Pokémon. During a contest,\nit raises the Cool aspect of the Pokémon holding it.
ITEMINFO_261	An item to be held by a Pokémon. During a contest,\nit raises the Beauty aspect of the Pokémon\nholding it.
ITEMINFO_262	An item to be held by a Pokémon. During a contest,\nit raises the Cute aspect of the Pokémon holding it.
ITEMINFO_263	An item to be held by a Pokémon. During a contest,\nit raises the Clever aspect of the Pokémon\nholding it.
ITEMINFO_264	An item to be held by a Pokémon. During a contest,\nit raises the Tough aspect of the Pokémon\nholding it.
ITEMINFO_265	An item to be held by a Pokémon. It’s a magnifying\nlens that slightly boosts the accuracy of moves.
ITEMINFO_266	An item to be held by a Pokémon. This headband\nexudes strength, slightly boosting the power of\nphysical moves.
ITEMINFO_267	An item to be held by a Pokémon. This thick pair of\nglasses slightly boosts the power of special moves.
ITEMINFO_268	An item to be held by a Pokémon. It’s a well-worn\nbelt that slightly boosts the power of\nsupereffective moves.
ITEMINFO_269	An item to be held by a Pokémon. Protective moves\nlike Light Screen and Reflect will be\neffective longer.
ITEMINFO_270	An item to be held by a Pokémon. It boosts the\npower of moves but at the cost of some HP on\neach hit.
ITEMINFO_271	A single-use item to be held by a Pokémon. It\nallows the holder to immediately use a move that\nnormally requires a turn to charge.
ITEMINFO_272	An item to be held by a Pokémon. It’s a bizarre orb\nthat will badly poison the holder during battle.
ITEMINFO_273	An item to be held by a Pokémon. It’s a bizarre orb\nthat will afflict the holder with a burn during battle.
ITEMINFO_274	An item to be held by Ditto. Extremely fine yet\nhard, this odd powder boosts the Speed stat.
ITEMINFO_275	An item to be held by a Pokémon. If the holder has\nfull HP, it will endure a potential KO attack with\n1 HP. The item then disappears.
ITEMINFO_276	An item to be held by a Pokémon. If the holder\nmoves after its target moves, its accuracy will\nbe boosted.
ITEMINFO_277	An item to be held by a Pokémon. It boosts moves\nused consecutively but only until a different move\nis used.
ITEMINFO_278	An item to be held by a Pokémon. It lowers Speed\nand allows Ground-type moves to hit Flying types\nand holders that are levitating.
ITEMINFO_279	An item to be held by a Pokémon. It is tremendously\nheavy and makes the holder move slower\nthan usual.
ITEMINFO_280	An item to be held by a Pokémon. If the holder\nbecomes infatuated, the opposing Pokémon will\nbe, too.
ITEMINFO_281	An item to be held by a Pokémon. It gradually\nrestores HP to Poison-type Pokémon. It damages\nany other type.
ITEMINFO_282	An item to be held by a Pokémon. It extends the\nduration of the move Hail when used by\nthe holder.
ITEMINFO_283	An item to be held by a Pokémon. It extends the\nduration of the move Sandstorm when used by\nthe holder.
ITEMINFO_284	An item to be held by a Pokémon. It extends the\nduration of the move Sunny Day when used by\nthe holder.
ITEMINFO_285	An item to be held by a Pokémon. It extends the\nduration of the move Rain Dance when used by\nthe holder.
ITEMINFO_286	An item to be held by a Pokémon. It extends the\nduration of multi-turn attacks, such as Bind and Wrap.
ITEMINFO_287	An item to be held by a Pokémon. This curious\nscarf boosts Speed but only allows the use of\none move.
ITEMINFO_288	An item to be held by a Pokémon. It damages the\nholder every turn and may latch on to Pokémon\nthat touch the holder.
ITEMINFO_289	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s Attack stat to grow more\nafter battling.
ITEMINFO_290	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s Defense stat to grow more\nafter battling.
ITEMINFO_291	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s Sp. Atk stat to grow more\nafter battling.
ITEMINFO_292	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s Sp. Def stat to grow more\nafter battling.
ITEMINFO_293	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s Speed stat to grow more\nafter battling.
ITEMINFO_294	An item to be held by a Pokémon. It reduces Speed\nbut allows the holder’s maximum HP to grow more\nafter battling.
ITEMINFO_295	An item to be held by a Pokémon. This discarded\ncarapace enables the holder to switch out of battle\nwithout fail.
ITEMINFO_296	An item to be held by a Pokémon. It boosts the\namount of HP the holder recovers from\nHP-stealing moves.
ITEMINFO_297	An item to be held by a Pokémon. These curious\nglasses boost Sp. Atk but only allow the use of\none move.
ITEMINFO_298	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Fire-type moves.
ITEMINFO_299	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Water-type moves.
ITEMINFO_300	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Electric-type moves.
ITEMINFO_301	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Grass-type moves.
ITEMINFO_302	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Ice-type moves.
ITEMINFO_303	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Fighting-type moves.
ITEMINFO_304	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Poison-type moves.
ITEMINFO_305	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Ground-type moves.
ITEMINFO_306	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Flying-type moves.
ITEMINFO_307	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Psychic-type moves.
ITEMINFO_308	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Bug-type moves.
ITEMINFO_309	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Rock-type moves.
ITEMINFO_310	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Ghost-type moves.
ITEMINFO_311	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Dragon-type moves.
ITEMINFO_312	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Dark-type moves.
ITEMINFO_313	An item to be held by a Pokémon. It’s a stone tablet\nthat boosts the power of Steel-type moves.
ITEMINFO_314	An item to be held by a Pokémon. This\nexotic-smelling incense boosts the power of\nPsychic-type moves.
ITEMINFO_315	An item to be held by a Pokémon. This\nexotic-smelling incense boosts the power of\nRock-type moves.
ITEMINFO_316	An item to be held by a Pokémon. This\nexotic-smelling incense makes the holder bloated\nand slow moving.
ITEMINFO_317	An item to be held by a Pokémon. This incense has\na curious aroma that boosts the power of\nWater-type moves.
ITEMINFO_318	An item to be held by a Pokémon. This\nexotic-smelling incense boosts the power of\nGrass-type moves.
ITEMINFO_319	An item to be held by a Pokémon. It doubles any\nprize money received if the holding Pokémon joins\na battle.
ITEMINFO_320	An item to be held by a Pokémon. It helps keep\nwild Pokémon away if the holder is the head of\nthe party.
ITEMINFO_321	A protective item of some sort. It is extremely stiff\nand heavy. It’s loved by a certain Pokémon.
ITEMINFO_322	A box packed with a tremendous amount of electric\nenergy. It’s loved by a certain Pokémon.
ITEMINFO_323	A box packed with a tremendous amount of magma\nenergy. It’s loved by a certain Pokémon.
ITEMINFO_324	A transparent device overflowing with dubious\ndata. Its producer is unknown.
ITEMINFO_325	A cloth imbued with horrifyingly strong spiritual\nenergy. It’s loved by a certain Pokémon.
ITEMINFO_326	An item to be held by a Pokémon. This sharply\nhooked claw increases the holder’s\ncritical-hit ratio.
ITEMINFO_327	An item to be held by a Pokémon. When the holder\nsuccessfully inflicts damage, the target may\nalso flinch.
ITEMINFO_328	The user sticks out its head and attacks by charging\nstraight into the target. This may also make the\ntarget flinch.
ITEMINFO_329	The target is taunted into a rage that allows it to use\nonly attack moves for three turns.
ITEMINFO_330	The user assists an ally by boosting the power of\nthat ally’s attack.
ITEMINFO_331	The user switches places with a different Pokémon\ninstantly, using telekinetic power.
ITEMINFO_332	The user goes to sleep for two turns. This fully restores\nthe user’s HP and heals any status conditions.
ITEMINFO_333	A wondrous wall of light is put up to reduce damage\nfrom special attacks for five turns.
ITEMINFO_334	Enables the user to protect itself from all attacks.\nIts chance of failing rises if it is used in succession.
ITEMINFO_335	The user makes a copy of itself using some of its HP.\nThe copy serves as the user’s decoy.
ITEMINFO_336	A wondrous wall of light is put up to reduce damage\nfrom physical attacks for five turns.
ITEMINFO_337	The user burrows into the ground, then attacks on\nthe next turn.
ITEMINFO_338	The user shoots a sinister flame at the target to inflict\na burn.
ITEMINFO_339	This attack move doubles its power if the user is\npoisoned, burned, or paralyzed.
ITEMINFO_340	The user attacks with a swift chop. It can also break\nbarriers, such as Light Screen and Reflect.
ITEMINFO_341	The user flies up into the sky and then\nstrikes its target on the next turn.
ITEMINFO_342	The target is thrown using the power of gravity.\nIt inflicts damage equal to the user’s level.
ITEMINFO_343	The user launches a weak jolt of electricity that\nparalyzes the target.
ITEMINFO_344	The target is knocked away, and a different Pokémon\nis dragged out.
ITEMINFO_345	After making its attack, the user rushes back to\nswitch places with a party Pokémon in waiting.
ITEMINFO_346	The target is slammed with a steel-hard tail.\nThis may also lower the target’s Defense stat.
ITEMINFO_347	The user releases a horrible aura imbued with dark\nthoughts. This may also make the target flinch.
ITEMINFO_348	The user turns the target’s power against it.\nThe higher the target’s Attack stat, the greater\nthe damage it deals.
ITEMINFO_349	Large boulders are hurled at the opposing Pokémon\nto inflict damage. This may also make the opposing\nPokémon flinch.
ITEMINFO_350	The target is punched with an electrified fist.\nThis may also leave the target with paralysis.
ITEMINFO_351	The user slashes at the target by crossing its\nscythes or claws as if they were a pair of scissors.
ITEMINFO_352	The user charges at the target and may make\nit flinch.
ITEMINFO_353	The target is stabbed with a tentacle, arm, or the like\nsteeped in poison. This may also poison the target.
ITEMINFO_354	A move that leaves the target badly poisoned.\nIts poison damage worsens every turn.
ITEMINFO_355	The user strikes with a simultaneous three-beam attack.\nThis may also burn, freeze, or paralyze the target.
ITEMINFO_356	The user shoots boiling hot water at its target.\nThis may also leave the target with a burn.
ITEMINFO_357	The user tenses its muscles to bulk up its body,\nraising both its Attack and Defense stats.
ITEMINFO_358	The target is punched with a fiery fist. This may also\nleave the target with a burn.
ITEMINFO_359	The user damages opposing Pokémon by emitting a\npowerful flash.
ITEMINFO_360	The user quietly focuses its mind and calms its\nspirit to raise its Sp. Atk and Sp. Def stats.
ITEMINFO_361	The target is attacked with a shock wave generated\nby the user’s gaping mouth.
ITEMINFO_362	The target is punched with an icy fist. This may also\nleave the target frozen.
ITEMINFO_363	A strong electric blast crashes down on the target.\nThis may also leave the target with paralysis.
ITEMINFO_364	The target is scorched with an intense blast of fire.\nThis may also leave the target with a burn.
ITEMINFO_365	A wicked thunderbolt is dropped on the target to\ninflict damage. This may also leave the target\nwith paralysis.
ITEMINFO_366	The Pokémon rampages and attacks for two to\nthree turns. It then becomes confused.
ITEMINFO_367	The target is hit by a strong telekinetic force.\nThis may also lower the target’s Sp. Def stat.
ITEMINFO_368	The user sets off an earthquake that strikes every\nPokémon around it.
ITEMINFO_369	The user attacks everything around it by causing an\nexplosion. The user faints upon using this move.
ITEMINFO_370	The user hurls a shadowy blob at the target.\nThis may also lower the target’s Sp. Def stat.
ITEMINFO_371	The user plays rough with the target and attacks it.\nThis may also lower the target’s Attack stat.
ITEMINFO_372	In this two-turn attack, the user gathers light, then\nblasts a bundled beam on the next turn.
ITEMINFO_373	The target is attacked with an intense blast of\nall-consuming fire. This may also leave the target\nwith a burn.
ITEMINFO_374	The user attacks everything around it by swamping\nits surroundings with a giant wave.
ITEMINFO_375	The target is attacked with a powerful beam.\nThe user can’t move on the next turn.
ITEMINFO_376	The user attacks the target with great power.\nHowever, this also lowers the user’s Attack and\nDefense stats.
ITEMINFO_377	The user lands and rests its body. This move restores\nthe user’s HP by up to half of its max HP.
ITEMINFO_378	A howling blizzard is summoned to strike opposing\nPokémon. This may also leave the opposing\nPokémon frozen.
ITEMINFO_379	Unsanitary sludge is hurled at the target. This may\nalso poison the target.
ITEMINFO_380	A nutrient-draining attack. The user’s HP is restored\nby half the damage taken by the target.
ITEMINFO_381	The user gathers all its light energy and releases it\nall at once. This may also lower the target’s Sp. Def stat.
ITEMINFO_382	The target is struck with an icy-cold beam of energy.\nThis may also leave the target frozen.
ITEMINFO_383	The user lays a trap of levitating stones around the\nopposing team. The trap hurts opposing Pokémon\nthat switch into battle.
ITEMINFO_384	Numerous coins are hurled at the target to inflict\ndamage. Money is earned after the battle.
ITEMINFO_385	The user crashes into its target while rotating its\nbody like a drill. Critical hits land more easily.
ITEMINFO_386	The user eats the dreams of a sleeping target. It\nabsorbs half the damage caused to heal its own HP.
ITEMINFO_387	Using its tough and impressive horn, the user rams\ninto the target with no letup.
ITEMINFO_388	The user shoots a sinister flame at the target to inflict\na burn.
ITEMINFO_389	The user nimbly strikes the target.\nIf the user is not holding an item, this attack\ninflicts massive damage.
ITEMINFO_390	This move prevents the target from using its held\nitem for five turns. Its Trainer is also prevented\nfrom using items on it.
ITEMINFO_391	The user attacks everything around it by causing a\ntremendous explosion. The user faints upon using\nthis move.
ITEMINFO_392	The user slashes with a sharp claw made from\nshadows. Critical hits land more easily.
ITEMINFO_393	The user stores power, then attacks. If the user\nmoves after the target, this attack’s power will\nbe doubled.
ITEMINFO_394	The user stabs the target with a sharp horn.\nThe attack never misses.
ITEMINFO_395	The user charges at the target using every bit of\nits power. The user can’t move on the next turn.
ITEMINFO_396	The user polishes its body to reduce drag.\nThis can sharply raise the Speed stat.
ITEMINFO_397	This move reduces damage from physical and\nspecial moves for five turns. This can be used only\nin a hailstorm.
ITEMINFO_398	The user stabs the target from below with\nsharpened stones. Critical hits land more easily.
ITEMINFO_399	After making its attack, the user rushes back to\nswitch places with a party Pokémon in waiting.
ITEMINFO_400	The user launches a weak jolt of electricity that\nparalyzes the target.
ITEMINFO_401	The user tackles the target with a high-speed spin.\nThe slower the user compared to the target, the\ngreater the move’s power.
ITEMINFO_402	A frenetic dance to uplift the fighting spirit.\nThis sharply raises the user’s Attack stat.
ITEMINFO_403	The user flies up into the sky and then\nstrikes its target on the next turn.
ITEMINFO_404	The user hypnotizes itself into copying any stat\nchange made by the target.
ITEMINFO_405	The user strikes everything around it by stomping\ndown on the ground. This lowers the Speed stat of\nthose hit.
ITEMINFO_406	The user blows its cold breath on the target.\nThis attack always results in a critical hit.
ITEMINFO_407	Large boulders are hurled at the opposing Pokémon\nto inflict damage. This may also make the opposing\nPokémon flinch.
ITEMINFO_408	The user slashes at the target by crossing its\nscythes or claws as if they were a pair of scissors.
ITEMINFO_409	The target is knocked away, and a different\nPokémon is dragged out. In the wild, this ends\na battle against a single Pokémon.
ITEMINFO_410	The target is infested and attacked for four to five\nturns. The target can’t flee during this time.
ITEMINFO_411	The target is stabbed with a tentacle, arm, or the like\nsteeped in poison. This may also poison the target.
ITEMINFO_412	The user eats the dreams of a sleeping target.\nIt absorbs half the damage caused to heal its\nown HP.
ITEMINFO_413	The user snares the target with grass and trips it.\nThe heavier the target, the greater the\nmove’s power.
ITEMINFO_414	The user enrages and confuses the target.\nHowever, this also sharply raises the target’s\nAttack stat.
ITEMINFO_415	While it is asleep, the user randomly uses one of\nthe moves it knows.
ITEMINFO_416	After making its attack, the user rushes back to\nswitch places with a party Pokémon in waiting.
ITEMINFO_417	The user makes a copy of itself using some of its\nHP. The copy serves as the user’s decoy.
ITEMINFO_418	The user gathers all its light energy and releases it\nall at once. This may also lower the target’s\nSp. Def stat.
ITEMINFO_419	The user creates a bizarre area in which slower\nPokémon get to move first for five turns.
ITEMINFO_420	The target is cut with a scythe or claw.\nThis can also be used to cut down thin trees.
ITEMINFO_421	The user soars and then strikes its target on the\nnext turn. This can also be used to fly to any\nfamiliar town.
ITEMINFO_422	The user attacks everything around it by swamping\nits surroundings with a giant wave.
ITEMINFO_423	The target is slugged with a punch thrown at\nmaximum power. This can also be used to move\nheavy boulders.
ITEMINFO_424	The user charges at the target and may make it\nflinch. This can also be used to climb a waterfall.
ITEMINFO_425	The user attacks with a punch. This may also lower\nthe target’s Defense stat. This move can also\nshatter rocks in the field.
ITEMINFO_426	-\n-\n-
ITEMINFO_427	-\n-\n-
ITEMINFO_428	A bag filled with convenient tools for exploring.\nIt provides access to the Underground in the\nSinnoh region.
ITEMINFO_429	A sturdy, spacious bag that is used to carry any\ntreasures or loot obtained in the coal mine.
ITEMINFO_430	It lists the rules for holding battles.\nFor Link Battles, you may choose which set of rules\nyou wish to use.
ITEMINFO_431	A tool that can search out Pokémon that are hiding\nin the tall grass. Its battery is recharged as\nyou walk.
ITEMINFO_432	A card that lists how many Battle Points you\nhave earned.
ITEMINFO_433	A notebook that keeps a day-to-day record of your\nadventure so far.
ITEMINFO_434	A case for storing Seals that can be applied to the\nexteriors of Poké Balls.
ITEMINFO_435	A lovely case to store colorful Props for your\nPokémon to wear in a musical.
ITEMINFO_436	A tiny bag that can hold 10 Seals for decorating\nPoké Balls.
ITEMINFO_437	A convenient notepad that is used to register your\nfriends and friend codes and keep a record of\nyour gameplay.
ITEMINFO_438	A large key for operating the doors of the\nValley Windworks in the canyon. It was held by\na Team Galactic Grunt.
ITEMINFO_439	An ancient good-luck charm made of Pokémon\nbones to be taken to the elder of Celestic Town.
ITEMINFO_440	A card key for disengaging the security systems in\nthe Galactic HQ. Losing it can result in\npunishment, apparently.
ITEMINFO_441	A mythical chain that is said to link the\nLegendary Pokémon that created the Sinnoh region.
ITEMINFO_442	A very convenient map that can be viewed anytime.\nIt even shows you your present location in the region.
ITEMINFO_443	A device that indicates Trainers who want to\nbattle. Its battery charges while you walk.
ITEMINFO_444	A case for holding coins obtained at the\nGame Corner. It can hold up to 50,000 coins.
ITEMINFO_445	An old and beat-up fishing rod. Use it at any body\nof water to fish for wild aquatic Pokémon.
