Battle\COMMON.msbt
NOT_MOVE	正在觀察狀況……
CASPER_ITEM_REQUEST_EX	很好很好～要是你不想死，\n就把\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff交出來給咱……！\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
CASPER_MONEY_REQUEST	你身上有\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0日元\x0e\0\x03\x02\xff\xff對吧？\n來，交出來給咱！
CASPER_ITEM_THANK_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0太棒了～謝謝～！\n……什什、什麼啊！咱才沒有很高興！
CASPER_ITEM_THANK_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0呦呵～！\n你很懂事嘛！！
CASPER_ITEM_FRET_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0什、什麼啊！\n害咱那麼期待！！\n混蛋～！！
CASPER_ITEM_FRET_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0咱、咱叫你交出來你就交出來～！！\n你、你想死嗎～？！
CASPER_CHEAT_SUCCESS	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2023\0……咦？你剛剛的確有給咱了吧？\n嗯，謝謝你！
CASPER_CHEAT_FAILURE	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0……喂！你這傢伙！\n竟敢耍小手段！\n惹咱發火你會後悔的！
CASPER_LEAVE_OFF_GOOD	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2023\0拿、拿你沒辦法～\n咱、咱知道啦，別催咱啊。
CASPER_LEAVE_OFF_BAD	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0咦～已經結束了嗎……\n你、你啊！要顧及咱的面子啊！
CASPER_QUESTION_A_1	咱問你，被人威脅會是怎樣的心情？\n咱、咱是不知道那種心情啦！
CASPER_QUESTION_B_1	什麼叫死黨……？\n跟朋友有什麼不一樣？咱不太懂～
CASPER_QUESTION_C_1	……喂，你在發抖嗎？\n是見到咱怕到發抖嗎～～？
CASPER_POSITIVE_ANSWER_A	實在非常恐怖。
CASPER_POSITIVE_ANSWER_B	比朋友更加厲害。
CASPER_POSITIVE_ANSWER_C	我非常怕你……
CASPER_NEGATIVE_ANSWER_A	一點都不可怕。
CASPER_NEGATIVE_ANSWER_B	那只是夢幻泡影。
CASPER_NEGATIVE_ANSWER_C	因為我非常感動。
CASPER_IRONIC_ANSWER_A	要試試看嗎？
CASPER_IRONIC_ANSWER_B	就是指我和你。
CASPER_IRONIC_ANSWER_C	我這是興奮的顫抖！
CASPER_ADMIRE_POSITIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0就是嘛！這才是正常的！！\n啊～太好了！原來人類也是一樣的！
CASPER_ADMIRE_POSITIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0比、比朋友還厲害……？\n居然還有這種存在，咱覺得好興奮！！
CASPER_ADMIRE_POSITIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0真的假的？！你怕咱嗎？嘿嘿！\n要當咱的小弟也行喔！
CASPER_ADMIRE_NEGATIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0你、你好強！\n咱對你另眼相看了，\n你太帥了！！
CASPER_ADMIRE_NEGATIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0真的假的啊！死黨這麼稀有嗎！？\n可是夢幻的朋友感覺很棒呢！\n咱超級興奮的！！
CASPER_ADMIRE_NEGATIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0哈哈～！\n沒想到這裡居然有咱的粉絲！\n……嗚～咱要淚流滿面了！！
CASPER_ADMIRE_IRONIC_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0你的虛張聲勢被咱看破了～！\n嘿嘿，人類也沒什麼了不起的！！\n活該！
CASPER_ADMIRE_IRONIC_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0嘿嘿！雖然還是不太懂，\n不過感覺好難為情！！
CASPER_ADMIRE_IRONIC_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0喂喂，冷靜一點！\n咱只是在說話，你怕什麼！！\n嘿嘿！咱身上的強者氣場有這麼厲害嗎～？
CASPER_DEJECT_POSITIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0啊，就是嘛……被這樣當然會討厭啦……\n……喂、喂，別誤會。\n這只是因為有髒東西進了眼睛……
CASPER_DEJECT_POSITIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0哦～朋友以上嗎……\n咱不懂……\n……咱覺得好像有一點點寂寞。
CASPER_DEJECT_POSITIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0遜斃了……唉……\n看到像你這種人會害咱心情很差……
CASPER_DEJECT_NEGATIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0……別給咱說謊啊。反正只是嘴上說說的吧。\n唉～咱對你太失望了……
CASPER_DEJECT_NEGATIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0也就是說你不懂吧？\n竟然不懂裝懂，\n你真是個可悲的傢伙……
CASPER_DEJECT_NEGATIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0哇、哇！\n別噴鼻涕過來，髒死了！！
CASPER_DEJECT_IRONIC_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0咦？啊，今今、今天就算了吧……\n唉呀，咱、咱突然肚子痛……
CASPER_DEJECT_IRONIC_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0唔？就是大哥跟小弟的關係嗎？\n原來這就叫死黨嗎……\n……總覺得這個世道有問題啊。
CASPER_DEJECT_IRONIC_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0唉，別逞強啊。你真可悲。\n看著你咱都沒勁了。
CASPER_ITEM_ADDITION_REQUEST_SAME	喂，拜託你！！\n剛才那東西，再給咱\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個！！\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
CASPER_MONEY_ADDITION_REQUEST	等等，咱、咱要強勢些！\n再給咱\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0日元\x0e\0\x03\x02\xff\xff！！
CASPER_ITEM_ADDITION_REQUEST_ANOTHER	這、這次咱要\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff！\n怎、怎樣？趕快交出來！\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
CASPER_ITEM_ADDITION_THANK	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0嘿嘿，太棒了～！\n你意外地很親切呢。
CASPER_ITEM_ADDITION_CANCEL	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0謝、謝謝……\n喂！你根本沒有啊！\n你、你在小看咱嗎！？
CASPER_ITEM_ADDITION_FRET	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0哼、哼！\n對你有一點點期待的咱真是笨蛋！
CASPER_CRITICAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0哇！嚇到咱啦……！！\n好～！給咱收下來吧！！
CASPER_FEEL_GOOD	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0你真是個有趣的傢伙～！\n咱很高興！！
CASPER_FEEL_USUAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2023\0哼！看來你還挺明白事理的嘛。\n感覺不錯喔。
CASPER_FEEL_BAD	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2023\0啊～不行。\n完全提不起勁……
CASPER_TRADE_APPROVAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2023\0很好！算是滿足咱了！\n……來，這是咱們說好的好東西。
CASPER_TRADE_REJECT	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2023\0啊～算了算了～\n咱超級沒勁的，結束吧。
CASPER_FAREWELL_GOOD	下次也拜託你啦！
SKELLINGTON_GREETING	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0什麼啊，是\x0e\x02\0\x02\x03\0啊。\n汝好嗎？
SKELLINGTON_GREETING_FIRST	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0老夫是\x0e\x02\0\x02\x02\0！\n請多多關照。
SKELLINGTON_MOOD_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0一、二、三！哦呵！\n狀況很好～！非常出色～！！
SKELLINGTON_MOOD_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0老夫遇上了好事呢！實在很感動！！\n……雖然老夫忘記了是什麼事。呀嘻！！
SKELLINGTON_MOOD_C	是適合散步的好天氣啊。\n開心死了～開心死了～
SKELLINGTON_MOOD_D	啊～好閒……有沒有什麼有趣的事啊！\n老夫的精神可是好到不行呢！
SKELLINGTON_MOOD_E	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0唔……從早上開始就全身疼痛。\n老夫痛苦得不行……
SKELLINGTON_MOOD_F	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0老夫的頭髮越來越少了……
SKELLINGTON_GREETING_EXTRA_1	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0呵？汝給老夫振作一點！\n汝那麼年輕，要休息還早著呢！\n呵呀～！！
SKELLINGTON_GREETING_EXTRA_2	阿樹稍微回復了！
SKELLINGTON_GREETING_EXTRA_3	呵呵！比年輕人還精力充沛的老夫太帥了～！\n太棒了～！！
SKELLINGTON_CHAT_A_1	唉呀～眼睛好酸。\n都看不清楚你了～～
SKELLINGTON_CHAT_A_2	……但原來老夫沒眼睛！\n咔咔咔！！
SKELLINGTON_CHAT_B_1	唉……肯照顧老夫的青春女孩在哪裡呢～？
SKELLINGTON_CHAT_C_1	老夫想舔……\n啊不對，是想盯著可愛的女孩一整天！
SKELLINGTON_CHAT_D_1	惹老夫這種老人家生氣其實是最可怕的。\n要溫柔地對待老夫喔？
SKELLINGTON_CHAT_E_1	「俊馬若老，不如劣馬」。\n偶爾也讓老人家得意一下吧。
SKELLINGTON_CHAT_F_1	最近布羅怖都避開老夫～\n老夫問汝，老夫不好聞嗎？很臭嗎？
SKELLINGTON_CHAT_G_1	即使是老夫，\n也有像汝等小伙子一樣想要嬉鬧的時候啊。
SKELLINGTON_CHAT_H_1	薑還是老的辣。\n老夫隨時都可以提供意見給汝。
SKELLINGTON_CHAT_I_1	有誰可以發明返老還童的機器嗎……
SKELLINGTON_CHAT_J_1	別看老夫這樣，\n老夫以前可是花花公子呢！\n哇哈哈哈～！！喀啦！
SKELLINGTON_SUGGEST_1	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0對了，給汝好東西吧。\n當然不能白白給汝……汝想要嗎？
SKELLINGTON_SUGGEST_2	一點點就好。\n……汝沒興趣嗎？
SKELLINGTON_SUGGEST_YES	好的。
SKELLINGTON_SUGGEST_NO	現在很忙。
SKELLINGTON_FAREWELL	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0虧你是年輕人，卻這麼沒勁……\n老夫超級寂寞……
SKELLINGTON_ITEM_REQUEST	唔，老夫想要\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff。\n怎樣？汝拿得出來嗎？\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
SKELLINGTON_ITEM_REQUEST_EX	老夫無論如何都需要\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff。\n老夫求求汝了～！\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
SKELLINGTON_MONEY_REQUEST	啊，對了！\n……汝能給老夫\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0日元\x0e\0\x03\x02\xff\xff嗎？
SKELLINGTON_ITEM_THANK_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0哦呵！不愧是汝！\n很通情達理呢。
SKELLINGTON_ITEM_THANK_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0感激不盡～～！\n汝的溫柔令老夫刻骨銘心呢！
SKELLINGTON_ITEM_FRET_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0這是對老人家的態度嗎？\n真冷淡！所以說年輕人真是的……
SKELLINGTON_ITEM_FRET_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0唔唔唔～～！\n汝想讓老夫氣得早死嗎！？\n算了算了！
SKELLINGTON_CHEAT_SUCCESS	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0啊！老夫剛剛昏倒了……\n呃～老夫已經答謝汝了嗎？
SKELLINGTON_CHEAT_FAILURE	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0汝這作孽的！！\n竟敢欺騙老人家喀啦！！\n嗚……老夫的骨頭！！
SKELLINGTON_LEAVE_OFF_GOOD	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0呵呵，真拿汝沒辦法。\n偶爾配合一下年輕人的衝勁吧！
SKELLINGTON_LEAVE_OFF_BAD	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0「欲速則不達」。\n老夫很～討厭汝那種態度。
SKELLINGTON_QUESTION_A_1	喂，把耳朵靠過來……
SKELLINGTON_QUESTION_A_2	……汝去為老夫把那、那個女孩的那個帶來。\n要偷偷地……知道了嗎？
SKELLINGTON_QUESTION_B_1	汝……對老夫有什麼看法？
SKELLINGTON_QUESTION_C_1	……唔？……咦？這裡是哪裡？\n……哎呀？什麼事？老夫是誰？\n老夫完全搞不清狀況……！
SKELLINGTON_POSITIVE_ANSWER_A	……好吧。
SKELLINGTON_POSITIVE_ANSWER_B	可愛的老爺爺。
SKELLINGTON_POSITIVE_ANSWER_C	沒、沒事吧？
SKELLINGTON_NEGATIVE_ANSWER_A	絕對不行。
SKELLINGTON_NEGATIVE_ANSWER_B	臭老頭。
SKELLINGTON_NEGATIVE_ANSWER_C	……呼。
SKELLINGTON_IRONIC_ANSWER_A	我的可以嗎？
SKELLINGTON_IRONIC_ANSWER_B	會動的假牙。
SKELLINGTON_IRONIC_ANSWER_C	突然幹什麼！
SKELLINGTON_ADMIRE_POSITIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0汝也是個正常男人呢！\n這麼快就取得共識，真是省時省力！\n啊～老夫開始期待了……嘻嘻嘻！！
SKELLINGTON_ADMIRE_POSITIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0真、真害羞……\n老夫對汝的好感度稍微提升了呢。
SKELLINGTON_ADMIRE_POSITIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0汝真是親切的人……\n雖然老夫的意識很朦朧……但沒關係！\n做得好，做得好。
SKELLINGTON_ADMIRE_NEGATIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0呼嘻！雖然汝是個死板的臭小子，\n但那種堅決的態度令老夫感覺很爽快呢！
SKELLINGTON_ADMIRE_NEGATIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0咔咔咔！！\n汝這討厭的臭小子！很有精神呢！很好！
SKELLINGTON_ADMIRE_NEGATIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0……啊～對了！\n發個呆就想起來了！\n哎呀～放下心中大石了。心情真好！
SKELLINGTON_ADMIRE_IRONIC_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0……汝在用那個女孩的那個來那個嗎！？\n汝很熟練喔！老夫很尊敬汝！！\n嘻嘻！
SKELLINGTON_ADMIRE_IRONIC_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0啊嘻！小姐你好！\n其實老夫是會動的假牙喔～要這麼說嗎？！\n嘻嘻嘻！！真是滑稽～！
SKELLINGTON_ADMIRE_IRONIC_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0嘻嘻嘻！老夫可是長者啊！？\n毫不遲疑就吐槽老夫也太魯莽了！\n……不過，年輕真好啊。呼嘿！
SKELLINGTON_DEJECT_POSITIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0……汝的反應也太坦率了吧？\n汝是想獨占對吧！？\n臭小子！不可原諒～！！
SKELLINGTON_DEJECT_POSITIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0想哄老夫開心嗎？太刻意了……\n噁心得老夫都要吐了……
SKELLINGTON_DEJECT_POSITIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0別、別把老夫當痴呆老人！\n失禮的臭小子！害老夫心情變差了！
SKELLINGTON_DEJECT_NEGATIVE_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0竟然不聽老夫今生來世唯一的請求……\n呼～啊，老夫非常～傷心啊。
SKELLINGTON_DEJECT_NEGATIVE_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0唔唔唔……汝這個乳臭未乾的小子……！\n這麼得意忘形……！！會被天打雷劈的！！
SKELLINGTON_DEJECT_NEGATIVE_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0汝真冷淡……\n要對老人家親切一點才行喔？
SKELLINGTON_DEJECT_IRONIC_A	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0……汝不會看狀況嗎？\n老夫絕對不要汝的那個。
SKELLINGTON_DEJECT_IRONIC_B	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0……汝剛剛給了老夫很～深刻的心靈創傷！\n……這也太～失禮了。
SKELLINGTON_DEJECT_IRONIC_C	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0汝這個沒禮貌的傢伙！\n別當老夫是老人痴呆隨便敷衍喀啦！\n呼嘿……呼啊呼呼！！
SKELLINGTON_ITEM_ADDITION_REQUEST_SAME	多、多一點……\n剛才那東西，多給老夫\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個，Ｐｌｅａｓｅ！\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
SKELLINGTON_MONEY_ADDITION_REQUEST	老了之後花費很大！\n老夫想多要\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0日元\x0e\0\x03\x02\xff\xff～
SKELLINGTON_ITEM_ADDITION_REQUEST_ANOTHER	接下來給老夫\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff！\n汝身上有嗎～～？\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
SKELLINGTON_ITEM_ADDITION_THANK	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0哦呵！！\n謝謝～～！！
SKELLINGTON_ITEM_ADDITION_CANCEL	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0臭、臭小子！\n竟敢裝蒜……汝根本沒有啊！！
SKELLINGTON_ITEM_ADDITION_FRET	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0真是的……\n害老夫那麼期待！
SKELLINGTON_CRITICAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0呵呵！完全擊中老夫的笑點！\n沒想到汝這麼厲害！老夫很佩服汝！\n這個給汝～收下來吧！
SKELLINGTON_FEEL_GOOD	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0開始興奮起來了！！\n好久沒這麼激動了……\n老夫好高興！啊嘻！
SKELLINGTON_FEEL_USUAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1000_em2006\0汝讓老夫很愉快……\n汝明明只是小伙子，卻不能小看汝呢。
SKELLINGTON_FEEL_BAD	\x0e\x04\0\x18\x15\0EVT_REPLY_1003_em2006\0……無聊。\n老夫一～點也不高興。
SKELLINGTON_TRADE_APPROVAL	\x0e\x04\0\x18\x15\0EVT_REPLY_1001_em2006\0呵呵！老夫很滿足～！！\n來，別客氣，快給老夫收下來吧～
SKELLINGTON_TRADE_REJECT	\x0e\x04\0\x18\x15\0EVT_REPLY_1002_em2006\0啊～老夫已經累了。\n……汝能下次再來嗎？
SKELLINGTON_FAREWELL_GOOD	老夫玩得很高興。下次再來吧～
PRIESTESS_GREETING	\x0e\x04\0\x16\x13\0BTL_ACT_0014_em2073\0哎呀，這不是\x0e\x02\0\x02\x03\0嗎？\n你什麼時候在的？
PRIESTESS_GREETING_FIRST	\x0e\x04\0\x16\x13\0BTL_ACT_0014_em2073\0本小姐是\x0e\x02\0\x02\x02\0。\n請你今後多多指教喔。
PRIESTESS_MOOD_A	\x0e\x04\0\x18\x15\0BTL_OTHER_0024_em2073\0哼哼哼～\n今天本小姐的心情就像蝴蝶一樣輕快～
PRIESTESS_MOOD_B	\x0e\x04\0\x18\x15\0BTL_OTHER_0024_em2073\0你真厲害！謝謝你！！\n本小姐現在剛好想找人來虐待。\n……呵呵呵。你一定會讓本小姐玩弄對吧！
PRIESTESS_MOOD_C	本小姐剛好有空閒時間。\n也是可以陪你聊聊天喔？
PRIESTESS_MOOD_D	呵呵……說得也是……\n偶爾拿人類來發洩感覺也很有趣呢。
PRIESTESS_MOOD_E	\x0e\x04\0\x16\x13\0BTL_ACT_0017_em2073\0怎麼了？擺出一副痴呆臉……\n你能不能別隨便跟本小姐說話……？
PRIESTESS_MOOD_F	\x0e\x04\0\x16\x13\0BTL_ACT_0017_em2073\0唉……本小姐好想捏碎弱者。\n本小姐的心情就是這樣憂鬱得無可救藥……
PRIESTESS_GREETING_EXTRA_1	\x0e\x04\0\x18\x15\0BTL_OTHER_0024_em2073\0哎呀？你怎麼了？\n呵呵呵……你臉色很差呢……！
PRIESTESS_GREETING_EXTRA_2	……你這傢伙～～真是的！\n竟敢讓本小姐為你費心！！
PRIESTESS_GREETING_EXTRA_3	中毒狀態回復了！
PRIESTESS_GREETING_EXTRA_4	啊～！對弱者施恩真是令人心情愉快～！！
PRIESTESS_CHAT_A_1	本小姐想要能在廣闊天空飛翔的翅膀……\n這樣的話，就能從高空傲視萬物……
PRIESTESS_CHAT_B_1	本小姐聽說人類不吃飯就沒辦法活著。\n真是麻煩呢……
PRIESTESS_CHAT_C_1	呼～哈啾……！！\n……怎、怎樣啦。\n本小姐只不過是打了個噴嚏！！
PRIESTESS_CHAT_D_1	竟然能免費跟本小姐呼吸同樣的空氣，\n這裡的幻影還真幸福呢。
PRIESTESS_CHAT_E_1	本小姐出遠門時會坐在布羅怖身上移動。\n呵呵，他很樂意當本小姐的馬呢。
PRIESTESS_CHAT_F_1	本小姐喜歡為本小姐盡心盡力的人。\n因為踐踏這種人的心意……\n格外愉快……！
PRIESTESS_CHAT_G_1	你知道世界上最高潔的兩個事物是什麼嗎？\n就是本小姐和照出本小姐的鏡子。
PRIESTESS_CHAT_H_1	本小姐想對某人施放美妙的魔法～\n……你的弱點是什麼屬性？
PRIESTESS_CHAT_I_1	這個小兔兔其實是有意識的喔。\n呵呵呵……本小姐騙你的！
PRIESTESS_CHAT_J_1	身為淑女，要每天訓練自己才能讓萬物臣服！
PRIESTESS_SUGGEST_1	\x0e\x04\0\x16\x13\0BTL_ACT_0014_em2073\0本小姐問你。本小姐的這個……\n你想要得不得了吧？
PRIESTESS_SUGGEST_2	那麼你說是不是應該要付出相對的代價？
PRIESTESS_SUGGEST_YES	你說得沒錯。
PRIESTESS_SUGGEST_NO	不用了，謝謝。
PRIESTESS_FAREWELL	\x0e\x04\0\x18\x15\0BTL_OTHER_0023_em2073\0咦？啊……這樣喔？……哼！\n那、那麼趕快給本小姐消失！
PRIESTESS_ITEM_REQUEST	……哼，本小姐要\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff。\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
PRIESTESS_ITEM_REQUEST_EX	接下來是\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0\x0e\0\x03\x02\xff\xff個\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff！\n你當然會獻給本小姐吧？\n（\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff的數量：\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x02\0\x0e\0\x03\x02\xff\xff個）
PRIESTESS_MONEY_REQUEST	本小姐想想……\n把\x0e\0\x03\x02\x02\0\x0e\x02\0\x02\x01\0日元\x0e\0\x03\x02\xff\xff交出來吧。
PRIESTESS_ITEM_THANK_A	\x0e\x04\0\x18\x15\0BTL_OTHER_0024_em2073\0謝、謝謝你喔……
PRIESTESS_ITEM_THANK_B	\x0e\x04\0\x18\x15\0BTL_OTHER_0024_em2073\0……該、該道謝的人是你才對！\n畢、畢竟本小姐願意……\n收下你的東西……
PRIESTESS_ITEM_FRET_A	\x0e\x04\0\x16\x13\0BTL_ACT_0017_em2073\0你以為你自己是誰……？\n這是有求於本小姐的態度嗎？
PRIESTESS_ITEM_FRET_B	\x0e\x04\0\x16\x13\0BTL_ACT_0017_em2073\0你這個低俗下賤卑微的人類！\n真是太不像話了！
PRIESTESS_CHEAT_SUCCESS	\x0e\x04\0\x16\x13\0BTL_ACT_0014_em2073\0……哎呀？\n本小姐剛剛的確是收下了吧？\n……總之謝謝你。
PRIESTESS_CHEAT_FAILURE	\x0e\x04\0\x16\x13\0BTL_ACT_0017_em2073\0……你太天真了，這可暪不過本小姐的法眼。\n……本小姐對你太失望了。
