Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
CR_PART_0002_NAME_P0170_C	
CR_PART_0002_NAME_P0170_R	[FONT:N ]TECHNOLOGY TEAM\n[FONT:9 ]Ryoichi Takahashi\nTakuya Sakamoto\nDaisuke Sueyoshi\nTsutomu Wada\nQun Shi
CR_PART_0002_NAME_P0180_L	[FONT:N ]CHARACTER MODELING LEAD\n[FONT:9 ]Tadanari Takahashi
CR_PART_0002_NAME_P0180_C	
CR_PART_0002_NAME_P0180_R	[FONT:N ]CHARACTER MODELING\n[FONT:9 ]Amane Kobayashi\nTetsuya Maeda\nManami Saito
CR_PART_0002_NAME_P0190_L	
CR_PART_0002_NAME_P0190_C	[FONT:N ]ANIMATION LEAD\n[FONT:9 ]Junya Okai
CR_PART_0002_NAME_P0190_R	
CR_PART_0002_NAME_P0200_L	\n[FONT:9 ]Hirokazu Takeuchi\nTomohiro Ozawa\nMarumi Nakajo\n
CR_PART_0002_NAME_P0200_C	[FONT:N ]ANIMATION\n[FONT:9 ]Shoma Fujiu\nNaruhito Saneshige\nTakuma Masumoto
CR_PART_0002_NAME_P0200_R	\n[FONT:9 ]Younggi Kwak\nJonathan Tigfeld
CR_PART_0002_NAME_P0210_L	
CR_PART_0002_NAME_P0210_C	[FONT:N ]ADDITIONAL ANIMATION\n[FONT:9 ]Yukio Chatani
CR_PART_0002_NAME_P0210_R	
CR_PART_0002_NAME_P0220_L	
CR_PART_0002_NAME_P0220_C	[FONT:N ]ENVIRONMENT DESIGN LEAD\n[FONT:9 ]Tatsuya Ohigashi
CR_PART_0002_NAME_P0220_R	
CR_PART_0002_NAME_P0230_L	[FONT:N ]ENVIRONMENT DESIGN\n[FONT:9 ]Nami Nishioka\nYui Hosokawa\nAkito Saji\nChen Wang
CR_PART_0002_NAME_P0230_C	[FONT:N ]ENVIRONMENT SUPERVISION\n[FONT:9 ]Takahito Washisaka\n
CR_PART_0002_NAME_P0230_R	[FONT:N ]ADDITIONAL ENVIRONMENT DESIGN\n[FONT:9 ]Ryu Hashimoto
CR_PART_0002_NAME_P0240_L	
CR_PART_0002_NAME_P0240_C	[FONT:N ]VISUAL EFFECTS DESIGN LEAD\n[FONT:9 ]Takuo Yamamoto
CR_PART_0002_NAME_P0240_R	
CR_PART_0002_NAME_P0250_L	[FONT:N ]VISUAL EFFECTS DESIGN\n[FONT:9 ]Kenya Okada\nAnju Kishi\nHiiro Masuo
CR_PART_0002_NAME_P0250_C	
CR_PART_0002_NAME_P0250_R	[FONT:N ]ADDITIONAL VISUAL EFFECTS DESIGN\n[FONT:9 ]Naoki Tsuta
CR_PART_0002_NAME_P0260_L	[FONT:N ]UI DESIGN LEAD\n[FONT:9 ]Tomoyuki Kondo
CR_PART_0002_NAME_P0260_C	
CR_PART_0002_NAME_P0260_R	[FONT:N ]UI DESIGN \n[FONT:9 ]Yuka Akiyama\nKenta Okura\nRui Onishi\nKota Toyoda
CR_PART_0002_NAME_P0270_L	[FONT:N ]COMPOSITION LEAD\n[FONT:9 ]Aoba Nakanishi
CR_PART_0002_NAME_P0270_C	[FONT:N ]THEME SONG\n[FONT:9 ]Hitomi Kurokawa
CR_PART_0002_NAME_P0270_R	[FONT:N ]MUSIC  COMPOSITION \n[FONT:9 ]Hitomi Kurokawa\nMasahiro Miyauchi\nRina Yugi
CR_PART_0002_NAME_P0280_L	[FONT:N ]MUSIC IMPLEMENTATION\n[FONT:9 ]Rina Yugi\nNaoto Tanaka\n
CR_PART_0002_NAME_P0280_C	
CR_PART_0002_NAME_P0280_R	[FONT:N ]MUSIC SUPERVISION\n[FONT:9 ]Rina Yugi\nHiroshi Yamaguchi
CR_PART_0002_NAME_P0290_L	[FONT:N ]SOUND DESIGN SUPERVISION\n[FONT:9 ]Misaki Shindo
CR_PART_0002_NAME_P0290_C	[FONT:N ]SOUND DESIGN LEAD\n[FONT:9 ]Yusuke Konishi
CR_PART_0002_NAME_P0290_R	[FONT:N ]SOUND DESIGN\n[FONT:9 ]Hiroki Niwa\nYasuhiro Naka
CR_PART_0002_NAME_P0295_C	[FONT:N ]AUDIO PROGRAMMING\n[FONT:9 ]Shuji Miyashita\nShuji Kohata
CR_PART_0002_NAME_P0300_L	[FONT:N ]CINEMATIC DESIGN LEAD\n[FONT:9 ]Hiroshi Tanaka
CR_PART_0002_NAME_P0300_C	
CR_PART_0002_NAME_P0300_R	[FONT:N ]CINEMATIC DESIGN\n[FONT:9 ]Andrew Shikada
CR_PART_0002_NAME_P0310_L	
CR_PART_0002_NAME_P0310_C	[FONT:N ]FACIAL ANIMATION \n[FONT:9 ]Takahiro Iwagami
CR_PART_0002_NAME_P0310_R	
CR_PART_0002_NAME_P0320_L	[FONT:N ]LOCALIZATION LEAD\n[FONT:9 ]Andrew Brasher
CR_PART_0002_NAME_P0320_C	
CR_PART_0002_NAME_P0320_R	[FONT:N ]LOCALIZATION SUPPORT\n[FONT:9 ]Miguel Angel Sanchez Jr.\nMarko Bursac
CR_PART_0002_NAME_P0330_L	
CR_PART_0002_NAME_P0330_C	[FONT:N ]SCENARIO TRANSLATION\n[FONT:9 ]Abebe Tinari
CR_PART_0002_NAME_P0330_R	
CR_PART_0002_NAME_P0340_L	
CR_PART_0002_NAME_P0340_C	[FONT:N ]PRODUCTION SUPERVISION\n[FONT:9 ]Eijiro Nishimura
CR_PART_0002_NAME_P0340_R	
CR_PART_0002_NAME_P0350_L	
CR_PART_0002_NAME_P0350_C	[FONT:N ]PROJECT MANAGEMENT\n[FONT:9 ]Itsuki Mizutani
CR_PART_0002_NAME_P0350_R	
CR_PART_0002_NAME_P0360_L	
CR_PART_0002_NAME_P0360_C	[FONT:N ]ASSISTANT PRODUCER\n[FONT:9 ]Yukari Yokoyama
CR_PART_0002_NAME_P0360_R	
CR_PART_0002_NAME_P0370_L	[FONT:N ]QUALITY ASSURANCE\n[FONT:9 ]Ryosuke Yokoi
CR_PART_0002_NAME_P0370_C	
CR_PART_0002_NAME_P0370_R	[FONT:N ]USER TEST COORDINATOR\n[FONT:9 ]Shinya Nakamura
CR_PART_0002_NAME_P0380_L	
CR_PART_0002_NAME_P0380_C	[FONT:N ]PRODUCTION ASSISTANT\n[FONT:9 ]Chiyasu Mathieson\nYuri Nakabayashi
CR_PART_0002_NAME_P0380_R	
CR_PART_0002_NAME_P0385_C	[FONT:N ]OUTSOURCING DIRECTOR\n[FONT:9 ]Risa Kan\nKyung Jin Woo
CR_PART_0002_NAME_P0390_L	
CR_PART_0002_NAME_P0390_C	[FONT:N ]SENIOR OUTSOURCING MANAGER\n[FONT:9 ]Tsuneharu Nishioka
CR_PART_0002_NAME_P0390_R	
CR_PART_0002_NAME_P0400_L	\n[FONT:9 ]Atsushi Kurooka\nMisaki Kunimitsu\nMisaki Kimura\nSeoha Woo
CR_PART_0002_NAME_P0400_C	[FONT:N ]OUTSOURCING MANAGER
CR_PART_0002_NAME_P0400_R	\n[FONT:9 ]Akito Katsumata\nAntony Gerald Masahiro Thomas\nYang Luan
CR_PART_0002_NAME_P0410_L	[FONT:N ]DEVELOPMENT SUPPORT\n[FONT:9 ]Shinji Takemiya\nTomohiko Furumoto\nMasahiro Okamoto
CR_PART_0002_NAME_P0410_C	
CR_PART_0002_NAME_P0410_R	[FONT:N ]DEVELOPMENT SUPPORT\n[FONT:9 ]Masateru Tsujiguchi\nYasuhiro Sato\nMaki Yoshida\nHiroko Yoshida
CR_PART_0002_NAME_P0420_L	[FONT:N ]DEVELOPMENT SUPPORT\n[FONT:9 ]Yasuyuki Kitabata\nMasahiro Kotake\nMitsuhiro Nakada\nKazuaki Sakiyama
CR_PART_0002_NAME_P0420_C	
CR_PART_0002_NAME_P0420_R	[FONT:N ]DEVELOPMENT SUPPORT\n[FONT:9 ]Takao Yamane\nKazuyo Tsukuma\nMasami Ichikawa\nNikita Vornakov\nLeonard Sennosuke Cherry\nNozomi Takata
CR_PART_0002_NAME_P0430_L	[FONT:N ]SPECIAL THANKS\n[FONT:9 ]Hidetoshi Kai\nTomohiro Nakada\nNamie Higa\nMasaki Izumina \nMasataka Jogo
CR_PART_0002_NAME_P0430_C	
CR_PART_0002_NAME_P0430_R	[FONT:N ]SPECIAL THANKS\n[FONT:9 ]Tatsumi Inui\nKeiichi Hirata\nHideaki Fukui\nJohn Thomas Neal\nMartijn Herman Jan Heule
CR_INDEX_0003	VOICE CAST
CR_PART_0003_TITLE_P0010_010	[FONT:N ]CEREZA
CR_PART_0003_NAME_P0010_010_L	[FONT:9 ]Miyuki Sawashiro
CR_PART_0003_NAME_P0010_010_R	[FONT:9 ]Angeli Wall
CR_PART_0003_TITLE_P0010_020	[FONT:N ]CHESHIRE
CR_PART_0003_NAME_P0010_020_L	[FONT:9 ]Misaki Shindo
CR_PART_0003_NAME_P0010_020_R	[FONT:9 ]Yusuke Konishi
CR_PART_0003_TITLE_P0020_010	[FONT:N ]NARRATION / IGNIS 
CR_PART_0003_NAME_P0020_010_L	[FONT:9 ]Ikuko Tani
CR_PART_0003_NAME_P0020_010_R	[FONT:9 ]Jenny Lee
CR_PART_0003_TITLE_P0030_010	[FONT:N ]JEANNE
CR_PART_0003_NAME_P0030_010_L	[FONT:9 ]Mie Sonozaki
CR_PART_0003_NAME_P0030_010_R	[FONT:9 ]Eleanor Jackson
CR_PART_0003_TITLE_P0030_020	[FONT:N ]LUKAON
CR_PART_0003_NAME_P0030_020_L	[FONT:9 ]Ayumu Murase
CR_PART_0003_NAME_P0030_020_R	[FONT:9 ]Harriet Carmichael
CR_PART_0003_TITLE_P0040_010	[FONT:N ]MORGANA
CR_PART_0003_NAME_P0040_010_L	[FONT:9 ]Yoshiko Sakakibara
CR_PART_0003_NAME_P0040_010_R	[FONT:9 ]Emma Fielding
CR_PART_0003_TITLE_P0040_020	[FONT:N ]COLM
CR_PART_0003_NAME_P0040_020_L	[FONT:9 ]Mai Nishikawa
CR_PART_0003_NAME_P0040_020_R	[FONT:9 ]Clare Louise Connolly
CR_PART_0003_TITLE_P0050_010	[FONT:N ]PÚCA
CR_PART_0003_NAME_P0050_010_L	[FONT:9 ]Shigeru Chiba
CR_PART_0003_NAME_P0050_010_R	[FONT:9 ]Roger May
CR_PART_0003_TITLE_P0050_020	[FONT:N ]ROSA
CR_PART_0003_NAME_P0050_020_L	[FONT:9 ]Atsuko Tanaka
CR_PART_0003_NAME_P0050_020_R	[FONT:9 ]Jennifer Hale
CR_PART_0003_TITLE_P0060_010_01	[FONT:N ]？？？
CR_PART_0003_TITLE_P0060_010_02	[FONT:N ]AFFIRMER OF PHENOMENA
CR_PART_0003_NAME_P0060_010_L	[FONT:9 ]Toshihiko Seki
CR_PART_0003_NAME_P0060_010_R	[FONT:9 ]Chris Cox
CR_PART_0003_TITLE_P0070_010	[FONT:N ]WISPS
CR_PART_0003_NAME_P0070_010_L	[FONT:9 ]Misaki Shindo
CR_PART_0003_NAME_P0070_010_R	[FONT:9 ]Yusuke Konishi
CR_PART_0003_TITLE_P0080_010	[FONT:N ]FAERIES
CR_PART_0003_NAME_P0080_010_L	
CR_PART_0003_NAME_P0080_010_R	[FONT:9 ]Yusuke Konishi
CR_INDEX_0004	MUSIC
CR_PART_0004_TITLE_P0010_010	[FONT:N ]THEME SONG
CR_PART_0004_TITLE_P0010_011	[FONT:9 ]“Le Chéile i bhForaois Sholas na Gealaí”
CR_PART_0004_TITLE_P0010_012	[FONT:N ]RECORDED AT ABBEY ROAD STUDIOS IN LONDON
CR_PART_0004_TITLE_P0010_010_L	
CR_PART_0004_TITLE_P0010_010_C	[FONT:N ]PERFORMED BY\n[FONT:9 ]Lauren McGlynn\n\n[FONT:N ]MUSIC BY\n[FONT:9 ]Hitomi Kurokawa\n\n[FONT:N ]LYRICS BY\n[FONT:9 ]Michael McGlynn
CR_PART_0004_TITLE_P0010_010_R	
CR_PART_0004_TITLE_P0020_010	[FONT:N ]LOS ANGELES & LONDON MUSIC PRODUCTION
CR_PART_0004_TITLE_P0020_010_L	[FONT:N ]ORCHESTRATOR & SCORE PRODUCER\n[FONT:9 ]John R. Graham\n\n[FONT:N ]ORCHESTRA CONTRACTOR\n[FONT:9 ]Jenny Nendick for Isobel Griffiths Ltd\n\n[FONT:N ]MUSIC COPYIST & LIBRARIAN\n[FONT:9 ]Jill Streater\n\n[FONT:N ]PIANO & CELESTE\nDave Arch \n\n[FONT:9 ]ORCHESTRA LEADER\nThomas Bowes \n\n[FONT:N ]CONDUCTOR\n[FONT:9 ]John R. Graham
CR_PART_0004_TITLE_P0020_010_C	[FONT:N ]PRINCIPAL CELLO\n[FONT:9 ]Ian Burdge\n\n[FONT:N ]CHOIR\n[FONT:9 ]Metro Voices\n\n[FONT:N ]CHOIRMASTER\n[FONT:9 ]Jenny O'Grady\n\n[FONT:N ]RECORDING ENGINEER & SCORE MIXER\n[FONT:9 ]Daniel Kresco\n\n[FONT:N ]PROTOOLS OPERATOR\n[FONT:9 ]Matt Jones\nPaul Pritchard
CR_PART_0004_TITLE_P0020_010_R	[FONT:N ]MIXING ENGINEER\n[FONT:9 ]Daniel Kresco\n\n[FONT:N ]MUSIC PRODUCTION SUPERVISOR & SCORE PRODUCER\n[FONT:9 ]Koyo Sonae\n\n[FONT:N ]RECORDING STUDIO\n[FONT:9 ]Abbey Road Studios, London, UK\n\n[FONT:N ]MIXING STUDIO\n[FONT:9 ]Metropolis Studios, London, UK
CR_PART_0004_TITLE_P0030_010	[FONT:N ]FEATURED SONG
CR_PART_0004_TITLE_P0030_011	[FONT:9 ]“Fly Me To The Moon\n(In Other Words)”\n
CR_PART_0004_TITLE_P0030_010_L	
CR_PART_0004_TITLE_P0030_010_C	[FONT:9 ]\nWords and Music by Bart Howard\nTRO-© Copyright 1954 (Renewed) Palm Valley Music, LLC, New York, NY\nInternational Copyright Secured  Made in U.S.A.\nAll Rights Reserved Including Public Performance For Profit\nUsed by Permission\n\n[FONT:N ]ARRANGED BY\n[FONT:9 ]Ayana Tsujita
CR_PART_0004_TITLE_P0030_010_R	
CR_PART_0004_TITLE_P0040_010	[FONT:N ]RECORDING SESSION
CR_PART_0004_TITLE_P0040_010_L	[FONT:N ]RECORDING COORDINATOR\n[FONT:9 ]Katsuhiko Asano \n\n[FONT:N ]RECORDING/MIXING ENGINEER\n[FONT:9 ]Takumi Hasegawa\n\n[FONT:N ]MUSIC COPYIST\n[FONT:9 ]Nakagawa Takaaki \n\n[FONT:N ]VIOLIN\n[FONT:9 ]Yoshu Kamei\n\n[FONT:N ]VIOLA\n[FONT:9 ]Kazuhide Iino
CR_PART_0004_TITLE_P0040_010_C	[FONT:N ]CELLO\n[FONT:9 ]Kei Yamazawa\n\n[FONT:N ]ACOUSTIC GUITAR\n[FONT:9 ]Tetsuro Toyama\n\n[FONT:N ]FLUTE\n[FONT:9 ]Hideyo Takakuwa\n\n[FONT:N ]OBOE\n[FONT:9 ]Satoshi Syoji\n\n[FONT:N ]ENGLISH HORN\n[FONT:9 ]Tomoko Harakawa
CR_PART_0004_TITLE_P0040_010_R	[FONT:N ]CLARINET\n[FONT:9 ]Kimie Shigematsu\n\n[FONT:N ]BASS CLARINET\n[FONT:9 ]Rie Arima\n\n[FONT:N ]BASOON\n[FONT:9 ]Syunji Inoue\n\n[FONT:N ]ACOUSTIC PIANO\n[FONT:9 ]Masahiro Miyauchi\n\n[FONT:N ]RECORDING STUDIO\n[FONT:9 ]Sound Valley
CR_PART_0004_TITLE_P0050_010	[FONT:N ]CUTSCENE MUSIC PRODUCTION
CR_PART_0004_TITLE_P0050_010_L	
CR_PART_0004_TITLE_P0050_010_C	[FONT:N ]MUSIC COMPOSITION \n[FONT:9 ]Ayana Tsujita
CR_PART_0004_TITLE_P0050_010_R	
CR_PART_0004_TITLE_P0060_010	[FONT:N ]CUTSCENE MUSIC RECORDING SESSION
CR_PART_0004_TITLE_P0060_010_L	[FONT:N ]RECORDING COORDINATOR\n[FONT:9 ]Katsuhiko Asano\n\n[FONT:N ]RECORDING/MIXING ENGINEER\n[FONT:9 ]Taisuke Kitayoshi\n\n[FONT:N ]VIOLIN\n[FONT:9 ]Yoshu Kamei\nTadashi Machida\n\n[FONT:N ]VIOLA\n[FONT:9 ]Kazuhide Iino\n\n[FONT:N ]CELLO\n[FONT:9 ]Kei Yamazawa
CR_PART_0004_TITLE_P0060_010_C	[FONT:N ]ACOUSTIC PIANO\n[FONT:9 ]Tamami Hirota\n\n[FONT:N ]BASS TROMBONE\n[FONT:9 ]Kazuya Koshino\n\n[FONT:N ]CROTALES\n[FONT:9 ]Michiko Suzuki\n\n[FONT:N ]RECORDING STUDIO\n[FONT:9 ]Studio Tanta\nStudio A-tone Yotsuya
CR_PART_0004_TITLE_P0060_010_R	
CR_PART_0004_TITLE_P0070_010	[FONT:N ]MUSIC CONTRIBUTION
CR_PART_0004_TITLE_P0070_010_L	
CR_PART_0004_TITLE_P0070_010_C	[FONT:9 ]Drive Inc.\n\nFreeMarket Co.,Ltd.\n\nHalftone Music\n\nStudio Tanta Co.,Ltd.\n\nTeddix Music LLC
CR_PART_0004_TITLE_P0070_010_R	
CR_PART_0004_TITLE_P0080_010	[FONT:N ]ADDITIONAL RECORDING SESSION
CR_PART_0004_TITLE_P0080_010_L	[FONT:N ]CHILDREN'S CHOIR\n[FONT:9 ]Haruki Nishimoto\nChisayo Harada\n\n[FONT:N ]CHOIR\n[FONT:9 ]Aisa Sahara\nKanae Omata\nHitomi Kurokawa\nYuka Akiyama\nItsuki Mizutani\nAnju Kishi\nRina Yugi\nAoba Nakanishi\n\n[FONT:N ]BURP\n[FONT:9 ]Kentaro Den
CR_PART_0004_TITLE_P0080_010_C	[FONT:N ]SOPRANO & ALTO SAXOPHONE\n[FONT:9 ]Aoba Nakanishi\n\n[FONT:N ]RECORDING ENGINEER\n[FONT:9 ]Misaki Shindo\nYusuke Konishi\n\n[FONT:N ]RECORDING STUDIO\n[FONT:9 ]PLATINUMGAMES RECORDING STUDIO\n\n
CR_PART_0004_TITLE_P0080_010_R	
CR_PART_0002_NAME_P0140_L_00	
CR_INDEX_0005	Outside Partners
CR_PART_0005_TITLE_P0010_010	[FONT:N ]aex inc.
CR_PART_0005_TITLE_P0010_010_L	
CR_PART_0005_TITLE_P0010_010_C	[FONT:N ]PROJECT MANAGER\n[FONT:9 ]Yasuhito Sakabe\n\n[FONT:N ]MOTION CAPTURE TECHNICIAN\n[FONT:9 ]Yasuhiko Nakamura
CR_PART_0005_TITLE_P0010_010_R	
CR_PART_0005_TITLE_P0020_010	[FONT:N ]AnimationCafe Inc.
CR_PART_0005_TITLE_P0020_010_L	[FONT:N ]PRODUCER\n[FONT:9 ]Futoshi Nagata\nHidekazu Ohtake\n\n[FONT:N ]ASSOCIATE PRODUCER\n[FONT:9 ]Hiroki Kurei\nTaro Usami\n\n[FONT:N ]ANIMATION LEAD\n[FONT:9 ]Shuto Fujisawa\nNao Kawashima\n\n[FONT:N ]ANIMATION\n[FONT:9 ]Chen Han\nShotaro Yamana\n
CR_PART_0005_TITLE_P0020_010_C	
CR_PART_0005_TITLE_P0020_010_R	[FONT:N ]VISUAL EFFECTS DESIGN LEAD\n[FONT:9 ]Yoshihito Hiroshige\n\n[FONT:N ]VISUAL EFFECTS DESIGN\n[FONT:9 ]Ryo Masamoto\n\n[FONT:N ]TECHNICAL SUPPORT\n[FONT:9 ]Toshiro Sato\nYu Inoue\nNaoki Nakahara\n\n[FONT:N ]PRODUCTION MANAGER\n[FONT:9 ]Shimada Junya
CR_PART_0005_TITLE_P0030_010	[FONT:N ]A･T Ballet arts
CR_PART_0005_TITLE_P0030_010_L	
CR_PART_0005_TITLE_P0030_010_C	[FONT:N ]MOTION ACTOR & DANCE CHOREOGRAPHER\n[FONT:9 ]Tomoko Shima\n\n[FONT:N ]MOTION ACTOR\n[FONT:9 ]Sakurako Kamiya
CR_PART_0005_TITLE_P0030_010_R	
CR_PART_0005_TITLE_P0040_010	[FONT:N ]Château Pageot LLC
CR_PART_0005_TITLE_P0040_010_L	
CR_PART_0005_TITLE_P0040_010_C	[FONT:N ]TECHNICAL SUPPORT\n[FONT:9 ]Gregory Pageot\nElla Svahn
CR_PART_0005_TITLE_P0040_010_R	
CR_PART_0005_TITLE_P0050_010	[FONT:N ]CONNECT+ECHO Co.,Ltd.
CR_PART_0005_TITLE_P0050_010_L	
CR_PART_0005_TITLE_P0050_010_C	[FONT:N ]SOUND DESIGN\n[FONT:9 ]Kazuki Kitamura\nSayaka Yaegashi\nHiroki Mogami\nShinji Nagayama\n\n[FONT:N ]FOLEY ARTIST\n[FONT:9 ]Akihiko Okase\nGo Hasegawa\n\n[FONT:N ]3D SOUND\n[FONT:9 ]Sumitaka Takei\n
CR_PART_0005_TITLE_P0050_010_R	
CR_PART_0005_TITLE_P0060_010	[FONT:N ]CREEK & RIVER Co., Ltd.
CR_PART_0005_TITLE_P0060_010_L	
CR_PART_0005_TITLE_P0060_010_C	[FONT:N ]UI DESIGN \n[FONT:9 ]Aya Aburatani
CR_PART_0005_TITLE_P0060_010_R	
CR_PART_0005_TITLE_P0070_010	[FONT:N ]D.A.G Inc.
CR_PART_0005_TITLE_P0070_010_L	[FONT:N ]PRODUCER\n[FONT:9 ]Eiki Takizawa\n\n[FONT:N ]DIRECTOR\n[FONT:9 ]Takashi Kogure\n\n[FONT:N ]ANIMATION LEAD\n[FONT:9 ]Seiichi Matsukawa\n\n[FONT:N ]ANIMATION\n[FONT:9 ]Yoshitaka Nakamura\nInok Chun\n
CR_PART_0005_TITLE_P0070_010_C	
CR_PART_0005_TITLE_P0070_010_R	[FONT:N ]ENVIRONMENT DESIGN LEAD\n[FONT:9 ]Yuki Kurosu\n\n[FONT:N ]ENVIRONMENT ARTIST\n[FONT:9 ]Yugo Sakai\nTomoki Sekiya\nYuki Yagi\n\n[FONT:N ]ENVIRONMENT CONCEPT ARTIST\n[FONT:9 ]Chihiro Nitta\n\n[FONT:N ]PROJECT ASSISTANT\n[FONT:9 ]Risa Fukuhara\n\n[FONT:N ]PROJECT MANAGEMENT\n[FONT:9 ]Rina Kinjo
CR_PART_0005_TITLE_P0090_010	[FONT:N ]DIGITAL HEARTS Co., Ltd.
CR_PART_0005_TITLE_P0090_010_L	
CR_PART_0005_TITLE_P0090_010_C	[FONT:N ]QA LEADER\n[FONT:9 ]Daisuke Nakaie\nMai Kitakata\nTomomi Kakisako\n\n[FONT:N ]QA STAFF\n[FONT:9 ]Shota Koga \n
CR_PART_0005_TITLE_P0090_010_R	
CR_PART_0005_TITLE_P0100_010	[FONT:N ]Griot Groove inc.
CR_PART_0005_TITLE_P0100_010_L	
CR_PART_0005_TITLE_P0100_010_C	[FONT:N ]PRODUCER\n[FONT:9 ]Yuta Goto\n\n[FONT:N ]MC TECHNICAL DIRECTOR\n[FONT:9 ]Ken Hatsuumi\n\n[FONT:N ]MOTION DESIGNER\n[FONT:9 ]Yukie Miyamoto\nKaori Sawada\n
CR_PART_0005_TITLE_P0100_010_R	
CR_PART_0005_TITLE_P0110_010	[FONT:N ]IMAGICA DIGITALSCAPE Co.,Ltd.
CR_PART_0005_TITLE_P0110_010_L	
CR_PART_0005_TITLE_P0110_010_C	[FONT:N ]LEAD TESTER\n[FONT:9 ]Tomoaki Kageyama\n\n[FONT:N ]SUPPORT\n[FONT:9 ]Masaaki Ishida\n\n[FONT:N ]TESTERS\n[FONT:9 ]Shin Inada\nShion Kawachi\nYuriko Tabata\nMotoyuki Hirano\nReo Matsuda\nYuna Matsumura\nKenshin Yamauchi\nTakahiro Yamanaka\n
CR_PART_0005_TITLE_P0110_010_R	
CR_PART_0005_TITLE_P0120_010	[FONT:N ]KATSUGEKIZA Inc.
CR_PART_0005_TITLE_P0120_010_L	
CR_PART_0005_TITLE_P0120_010_C	[FONT:N ]MOTION CAPTURE ACTOR\n[FONT:9 ]Tony Hosokawa\n\n[FONT:N ]ACTION COORDINATOR\n[FONT:9 ]Wataru Koga\nAkira Sugihara\n\n[FONT:N ]QUALITY ASSURANCE\n[FONT:9 ]Keiichi Wada\nHidetaka Ichiyama
CR_PART_0005_TITLE_P0120_010_R	
CR_PART_0005_TITLE_P0130_010	[FONT:N ]KEY WEST CO.,LTD.
CR_PART_0005_TITLE_P0130_010_L	
CR_PART_0005_TITLE_P0130_010_C	[FONT:N ]ENVIRONMENT DESIGN\n[FONT:9 ]Aoi Inagaki\nYuhmi Hattori\nChiemi Tada
CR_PART_0005_TITLE_P0130_010_R	
CR_PART_0005_TITLE_P0140_010	[FONT:N ]MIX, Inc.
CR_PART_0005_TITLE_P0140_010_L	
CR_PART_0005_TITLE_P0140_010_C	[FONT:N ]DIRECTOR\n[FONT:9 ]Taishi Sato\n\n[FONT:N ]ANIMATION\n[FONT:9 ]Yuya Sato
CR_PART_0005_TITLE_P0140_010_R	
CR_PART_0005_TITLE_P0150_010	[FONT:N ]Original Force Ltd
CR_PART_0005_TITLE_P0150_010_L	
CR_PART_0005_TITLE_P0150_010_C	[FONT:N ]ANIMATION DIRECTOR\n[FONT:9 ]Tao Zhong\n\n[FONT:N ]ANIMATION LEAD\n[FONT:9 ]Wei Wang\n\n[FONT:N ]QUALITY CHECK\n[FONT:9 ]Mengmeng Ge\n\n[FONT:N ]PROJECT MANAGEMENT LEAD\n[FONT:9 ]Mia Wang\n\n[FONT:N ]ANIMATION\n[FONT:9 ]Weijian Cao\nZuoyi Li\n
CR_PART_0005_TITLE_P0150_010_R	
CR_PART_0005_TITLE_P0160_010	[FONT:N ]Passion Republic Sdn Bhd
CR_PART_0005_TITLE_P0160_010_L	
CR_PART_0005_TITLE_P0160_010_C	[FONT:N ]PRODUCER\n[FONT:9 ]Ng Aik Sern\n\n[FONT:N ]ANIMATION\n[FONT:9 ]Gavin Liu Zunxian\nNg Kar Hou\nTiong Boon Yong\n\n[FONT:N ]PRODUCTION MANAGER\n[FONT:9 ]Yuma Kuninori
CR_PART_0005_TITLE_P0160_010_R	
CR_PART_0005_TITLE_P0170_010	[FONT:N ]QuadraSoftware Co., Ltd.
CR_PART_0005_TITLE_P0170_010_L	
CR_PART_0005_TITLE_P0170_010_C	[FONT:N ]PROGRAMMING\n[FONT:9 ]Akihiro Mitsuda
CR_PART_0005_TITLE_P0170_010_R	
CR_PART_0005_TITLE_P0175_010	[FONT:N ]SIDE LA LLC.
CR_PART_0005_TITLE_P0175_010_L	
CR_PART_0005_TITLE_P0175_010_C	[FONT:N ]HEAD OF STUDIO\n[FONT:9 ]Jessica Kent\n\n[FONT:N ]PRODUCTION MANAGER\n[FONT:9 ]Kailé Carrabba\n\n[FONT:N ]PRODUCTION ASSISTANT\n[FONT:9 ]Yael Murillo\n\n[FONT:N ]RECORDING ENGINEER\n[FONT:9 ]Gio Murillo\nBradley Elliott\nFrankie Galvez
CR_PART_0005_TITLE_P0175_010_R	
CR_PART_0005_TITLE_P0180_010	[FONT:N ]SIDE UK Ltd.
CR_PART_0005_TITLE_P0180_010_L	
CR_PART_0005_TITLE_P0180_010_C	[FONT:N ]HEAD OF STUDIO\n[FONT:9 ]Sini Downing\n\n[FONT:N ]CASTING DIRECTOR\n[FONT:9 ]Martin Vaughan\n\n[FONT:N ]PRODUCTION MANAGER\n[FONT:9 ]Matt Furmidge\nChris Hopkins\n\n[FONT:N ]HEAD OF POST PRODUCTION\n[FONT:9 ]Gabriella Scanio\n\n[FONT:N ]DIALOGUE EDITOR\n[FONT:9 ]Caanan Nathaniel\n\n[FONT:N ]CLIENT PARTNERSHIPS MANAGER\n[FONT:9 ]Mark Landers\n
CR_PART_0005_TITLE_P0180_010_R	
CR_PART_0005_TITLE_P0190_010	[FONT:N ]VOICE RECORDING PRODUCTION　（STUDIO MAUSU, Inc.）
CR_PART_0005_TITLE_P0190_010_L	
