Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
CORE_HTDMMESS_0013_001_H13	呵呵……姐姐，幫幫我吧……\n我想要能變強大的儀式道具……
CORE_HTDMMESS_0013_002_H13	呵呵……聽到了。我聽到低語呢喃……\n我也馬上就要去那個次元了……
CORE_HTDMMESS_0013_003_H13	呵呵……我好高興。你真的拿來了。\n謝謝姐姐答應我的要求。
CORE_HTDMMESS_0015_001_H15	哇——森林裡好多有趣的東西！\n喂，就是你！你有什麼稀有植物嗎？
CORE_HTDMMESS_0015_002_H15	嗯，筆記筆記……\n這株植物的生態是……
CORE_HTDMMESS_0015_003_H15	喔！是曼德拉草！而且長得不錯！\n得趕快帶回去研究一下！再見啦！
CORE_HTDMMESS_0017_001_H17	我要釣到大魚！而且要很多！\n那個魔女小姐！能給我魚餌嗎？
CORE_HTDMMESS_0017_002_H17	這附近的魚巨大又挑嘴。\n一不小心我就成了牠們的餌。
CORE_HTDMMESS_0017_003_H17	謝謝魔女小姐！那就趕快去釣……\n釣個頭！我忘記拿釣竿啦！
CORE_HTDMMESS_0021_001_H21	我絕不躲躲藏藏！\n我要盛裝打扮，比妖精還耀眼！
CORE_HTDMMESS_0021_002_H21	如果在帽子上加點裝飾……嗯。\n絕對會大受歡迎！
CORE_HTDMMESS_0021_003_H21	太棒啦！漂亮！高雅！\n感謝！我得秀給秘密基地所有人看！！
CORE_HTDMMESS_0023_001_H23	唉……肚子好餓……\n食物、食物、食物……
CORE_HTDMMESS_0023_002_H23	肚子……肚子餓……\n食……物……嗚咕咕咕咕咕……
CORE_HTDMMESS_0023_003_H23	哇——謝謝你的食物！\n差點餓到把你吃了，嘿嘿！
CORE_HTDMMESS_0026_001_H26	不管面對什麼情況，\n最重要的是有一顆追求美麗的心。\n你願意帶適合我的花給我嗎？
CORE_HTDMMESS_0026_002_H26	唉……妖精到底為什麼要那麼殘忍。\n大家好好相處不行嗎……
CORE_HTDMMESS_0026_003_H26	謝謝你，可愛的魔女小姐！\n我又過了開心的一天！呵呵！
CORE_HTDMMESS_0028_001_H28	承受痛苦、明白痛苦，就不會害怕妖精了。\n女孩啊，給我痛苦……
CORE_HTDMMESS_0028_002_H28	事先聲明，別誤會了……\n我會覺得痛，而且我才不喜歡痛苦。
CORE_HTDMMESS_0028_003_H28	呵呵，這樣我就更耐痛了！\n這位女孩，感謝你！秘密基地再會吧！
CORE_HTDMMESS_0029_001_H29	嗯，好懶……全都麻煩死了……\n啊？藥嗎……？如果不麻煩的話……
CORE_HTDMMESS_0029_002_H29	曾經被妖精捉住欺負……\n後來……就一直提不起勁來……
CORE_HTDMMESS_0029_003_H29	這就是藥……嗯……你都幫我到這種地步了……\n我也稍微……試著振作一點吧……
CORE_HTDMMESS_0032_001_H32	柯爾姆一直非常努力，我想慰勞祂。\n魔女小姐，能麻煩你幫個忙嗎？
CORE_HTDMMESS_0032_002_H32	我跑來跑去想找慰勞品，\n結果跑來這了。真是傷腦筋。
CORE_HTDMMESS_0032_003_H32	謝謝，柯爾姆會很開心！\n那個……能順便告訴我秘密基地怎麼走嗎？
CORE_HTDMMESS_0034_001_H34	嗯，發不太出聲音……\n魔女小姐，你有沒有藥？
CORE_HTDMMESS_0034_002_H34	我好歹也是個巡邏員……\n喉嚨不舒服的話，緊急時刻沒辦法大喊……
CORE_HTDMMESS_0034_003_H34	謝謝！我先回秘密基地了。\n等喉嚨恢復，我唱歌給你們聽！
CORE_HTDMMESS_0037_001_H37	我很喜歡這裡，能讓人平靜。\n但還是想稍微轉換心情。你有什麼好東西嗎？
CORE_HTDMMESS_0037_002_H37	滿腦子都是工作的話，會變得神經緊繃。\n雖然身在危險的森林，但適時放鬆還是很重要的。
CORE_HTDMMESS_0037_003_H37	幫大忙了……噁。有點太臭……\n被妖精發現就糟了，不如先回去一趟吧……
CORE_HTDMMESS_0039_001_H39	咳咳，抱歉，魔女小姐。\n我身體不太舒服……你有藥嗎？
CORE_HTDMMESS_0039_002_H39	咳咳、呼……我還以為變成人魂……\n老毛病也會痊癒……咳咳。
CORE_HTDMMESS_0039_003_H39	謝謝你，魔女小姐。\n食物也有了，差不多該趕快回基地……
CORE_MISSION_TEXT_0001	只有拘束敵人時才能造成傷害！\n快運用荊棘束縛戰鬥！
CORE_MISSION_TEXT_0002	在限制時間內將敵人全數殲滅！\n打敗敵人能延長時間限制！
CORE_MISSION_TEXT_0003	敵人的所有攻擊都會造成致命傷！\n在無傷狀態下，將敵人全數殲滅！
CORE_MISSION_TEXT_0004	打倒敵人後，地上會殘留詛咒。\n戰鬥時請小心！
CORE_MISSION_TEXT_0005	敵人有屏障護體！\n快運用變身戰鬥！
CORE_MISSION_TEXT_0006	評價會隨時間變化！\n要盡速攻克！
CORE_MISSION_TEXT_0007	跨越各式各樣的障礙，\n攻克提爾納諾！
CORE_MISSION_TEXT_0008	打倒阻擋去路的妖精！
TEST_WISP_TALK_01	謝謝姐姐！
TEST_WISP_TALK_02	跟我來！\n我幫你開門！
TEST_WISP_TALK_03	謝謝姐姐！\n跟我來！我幫你開門！
TEST_WISP_TALK_04	我還以為脖子要被拉斷了！\n小心那些妖精！
TEST_WISP_TALK_05	連正面迎戰妖精我都辦不到……\n我真的很沒用……
TEST_WISP_TALK_06	被妖精捉走的朋友……\n都沒有再回來……
TEST_WISP_TALK_07	到前面要小心！\n那裡有很可怕的馬戲團！
TEST_WISP_TALK_08	如果被馬戲團團長發現就……\n姐姐你要小心……
TEST_WISP_TALK_09	我在這裡躲著。\n不可以告訴別人喔！
TEST_WISP_TALK_10	呃……逃出來了雖然很高興，\n但我有懼高症……
TEST_WISP_TALK_11_H00	抱歉，要打開這扇門，\n還需要兩個人左右……
TEST_WISP_TALK_12_H00	還差一點！\n差一個人就能開門了……
TEST_WISP_TALK_13_H00	不知為何有不好的預感……（顫抖）\n我們能待在這等嗎……？
CORE_WISP_TALK_14_H16	好像壓下拉桿就能進去塔裡了！\n求求你，幫助大家……
CORE_WISP_TALK_14_02_H16	塔裡好像有很多妖精……\n希望大家都沒事……
CORE_WISP_TALK_14_03_H16	聽說你幫助了我的同伴！\n我得告訴其他人魂……！
CORE_WISP_TALK_15_H01	嗯——謝謝你救了我——\n好想去可以好好曬太陽的地方……
CORE_WISP_TALK_16_H02	謝謝你！我得回到基地，\n制定一套被妖精捉住時的守則……
CORE_WISP_TALK_17_H03	謝謝你救了我！\n好！跟我來，我幫你開門！
CORE_WISP_TALK_19_H05	哇——身體變得好輕盈！\n謝謝你小貓咪，再見！
CORE_WISP_TALK_21_H07	啊哈——我可以動了！\n謝謝姐姐，哇哈哈哈哈！
CORE_WISP_TALK_23_H09	感謝你救了我，真是心地善良的好人。\n想必是因為我的美貌令人著迷……呵呵。
CORE_WISP_TALK_24_H10	謝謝……姐姐？可以這樣叫你嗎？\n我會跟著你走。
CORE_WISP_TALK_25_H11	謝謝你救了我！\n姐姐，我們一起逃出去吧……！
CORE_WISP_TALK_26_H12	嗚……我得救了……？\n好可怕，不過……我也會加油的……
CORE_WISP_TALK_28_H14	太好啦——我自由了！\n回家做一頓美味大餐吧！
CORE_WISP_TALK_30_H16	謝謝你救了我。\n聽說好像不少同伴都被捉到塔裡……
CORE_WISP_TALK_32_H18	呼——得救了，謝謝！\n可惡的妖精……！絕不原諒祂們！
CORE_WISP_TALK_33_H19	從我被捉到獲救，\n差不多過了3,450萬又6,250秒……\n非常感謝你救我出來。
CORE_WISP_TALK_34_H20	全身都好痛……\n謝謝你救了我，魔女小姐！
CORE_WISP_TALK_36_H22	咦，可以動了……？\n原來是你救了我，謝謝你——
CORE_WISP_TALK_38_H24	咕……嘎……\n嘎……咕、咯咕……
CORE_WISP_TALK_39_H25	好冷好冷好冷好冷！快凍死我了！\n謝謝你！然後我要向妖精復仇……！
CORE_WISP_TALK_41_H27	神算如我，早就知道你會來救我。\n難道……你是我的命運之人……？
CORE_WISP_TALK_44_H30	被捉住實在羞愧萬分！謝謝你，女孩！\n這下我又能保護大家了！
CORE_WISP_TALK_45_H31	謝謝你救我出來。\n是說我的植物還好吧？你知道它們怎麼樣了嗎？
CORE_WISP_TALK_47_H33	呼……得救了。我要跟你道謝。\n不過那些妖精就不能安分一點嗎……
CORE_WISP_TALK_49_H35	看來是得救了，感謝你！\n我要趕快回去，試試腦袋裡迸出的新點子！
CORE_WISP_TALK_50_H36	妖精也太粗魯了！如果頭斷了怎麼辦！\n你也這樣覺得吧？對吧！？
CORE_WISP_TALK_52_H38	救援終於來了。看來忍住是對的。\n好啦，該回歸正軌了……
CORE_WISP_TALK_54_H40	漫長的時光流逝，我又翩翩歸來。\n是時候……重新開始人生……
TEST_WISP_TALK_55_COL	還有同伴在妖精塔裡……\n姐姐，祂們就拜託你了……！
CORE_WISP_TALK_56_FAS	下一個核心在湖底。\n首先要往巨樹前進。
CORE_WISP_TALK_57_FAS	又是高處又是水邊……\n小姑娘還要繼續接受考驗，哈哈！
CORE_WISP_TALK_58_FAS	要小心妖精。\n祂們的字典裡可沒有寬容這個詞。
CORE_WISP_TALK_59_FAS	對了，柯爾姆想見你。\n祂說有話想告訴小姑娘你。
CORE_WISP_TALK_60_FAS	要不要偶爾去一趟秘密基地？\n大家好像都很想跟小姑娘你一起玩！
CORE_WISP_TALK_61_FAS	我幫柯爾姆帶口信。\n祂說……「希望有空再來看看我們。」
CORE_WISP_TALK_62_COL	大家沒事真是太好了……\n姐姐，真的很謝謝你！
CORE_WISP_TALK_63_FAS	小姑娘，小姑娘。\n迷路的話要跟我說喔！
CORE_WISP_TALK_64_FAS	帶路的事就交給我。\n我能帶你們去任何地方！
CORE_WISP_TALK_65_FAS	你找到白狼的足跡了嗎？\n要不要帶你到足跡附近呢？
CORE_WISP_TALK_66_FAS	你該走的路就在前面不遠處。\n走吧，我為你帶路！
CORE_WISP_TALK_67_FAS	白狼……好像離這裡有點遠。\n好，就交給我這個森林的嚮導吧！
CORE_WISP_TALK_68_FAS	畢竟在這座森林裡很容易迷路嘛！\n要不要帶你去白狼附近呢？
CORE_WISP_TALK_69_FAS	我感受到附近有白狼的氣息。\n這一帶應該有足跡吧？
CORE_WISP_TALK_70_FAS	迷路時就找白狼的足跡吧！\n那孩子也是個優秀的帶路者……呵呵。
CORE_WISP_TALK_71_FAS	嗨，小姑娘。\n你找到白狼的足跡了嗎？
CORE_WH_TALK_01_COL	姐姐！\n那個……你找到其他同伴了嗎？
CORE_WH_TALK_02_COL	救了人魂，你就告訴祂們要來這裡。\n畢竟我想有些人魂不認得路……
CORE_WH_TALK_03_COL	那些妖精……\n為什麼會做出這麼殘酷的事呢……
CORE_WH_TALK_04_COL	呵呵，大家一個一個地回來了。\n多虧姐姐和貓咪幫忙。
CORE_WH_TALK_05_COL	最近大家會輪流巡邏。\n畢竟要是妖精發現這裡就糟了！
CORE_WH_TALK_06_COL	同伴個個都非常可靠。\n我也要加油……
CORE_WH_TALK_07_COL	秘密基地變得好熱鬧，對吧！\n希望大家在這裡可以好好放鬆。
CORE_WH_TALK_08_COL	聽我說聽我說，我們組成了秘密基地防衛隊！\n不過，應該敵不過妖精就是了……
CORE_WH_TALK_09_COL	「該玩就玩，該工作就工作。」\n這是秘密基地的唯一守則！
CORE_WH_TALK_10_COL	歡迎姐姐和貓咪！\n大家都很想你們！
CORE_WH_TALK_11_COL	多虧了你們，每天都很開心！\n快來跟我們一起玩！
CORE_WH_TALK_12_COL	為了不再讓妖精帶走任何一個人……\n我要鍛鍊身體！
CORE_WH_TALK_13_COL	看到了嗎？秘密基地擴建了。\n增加了好多好多遊樂場！
CORE_WH_TALK_14_COL	呵呵，秘密基地變更大了！\n姐姐你們也盡情地玩吧！
CORE_WH_TALK_15_COL	感謝你們幫助我的同伴！\n這是大家一起準備、要給你們的謝禮！
CORE_WH_TALK_16_COL	姐姐、貓咪，謝謝你們！\n這個謝禮要送給你們！
CORE_WH_TALK_17_COL	姐姐你們收下這個！\n這是給兩位的謝禮……希望能派上用場。
CORE_WH_TALK_18_COL	姐姐、貓咪！\n謝謝你們幫助大家！
CORE_WH_TALK_19_COL	大家想跟兩位道謝！\n喂——大家過來！
CORE_WH_TALK_20_COL	同伴應該都還在森林裡……\n大家就拜託你們了！
CORE_WH_TALK_21_COL	如果找到我的同伴，就把這裡告訴祂們。\n畢竟大家應該都過得很痛苦……
CORE_WH_TALK_22_COL	抱歉，老是在麻煩你們……\n接下來我的同伴也拜託你們了。
CORE_WH_TALK_23_COL	兩位是我們的英雄！\n隨時歡迎你們來玩，等你們喔！
TEST_GIMMICK_TALK_01	門上有個小小的蹺蹺板，\n正好跟人魂差不多大。
CORE_COSTUME_CERESSA_TXT_01	少女是還不成熟的見習魔女，\n為獲得力量拯救母親，進入阿瓦隆森林。\n有如命中注定一般，與迷失的惡魔相遇。
CORE_COSTUME_CERESSA_TXT_02	惹人憐愛的小芭蕾女伶，\n飾演受到詛咒變成天鵝的公主。\n為了成為頂尖的閃耀之星，隨故事起舞。
CORE_COSTUME_CERESSA_TXT_03	在仙境旅行的少女，\n決定回去後要把這段遊歷寫成書。\n前提是她回得去的話……
CORE_COSTUME_CERESSA_TXT_04	把我送回魔界！\n不然就把你吃掉！\n呵呵……學得很像吧？
CORE_COSTUME_CERESSA_TXT_05	瑟蕾莎的昔日服裝。\n這段尋母之旅的所見所聞\n已深深地刻在她的心裡。
CORE_COSTUME_CERESSA_TXT_06	公主沉睡了500年後終於甦醒，\n她找回記憶並勇敢面對自己的命運。\n這套神秘服裝，不禁讓人如此想像。
CORE_COSTUME_CERESSA_TXT_07	自己一定能成為強大又善良的魔女，\n在朋友遇到危機時趕去救援。\n未來就在我的掌握之中。
CORE_COSTUME_CERESSA_TXT_08	只要打敗強敵並找到真正的自我，\n就一定能和屬於我的王子殿下在一起。\n懷著小小的夢想，明天繼續踏上旅途。
CORE_COSTUME_CERESSA_TXT_09	學習正統暗影魔導術的見習魔女。\n與瑟蕾莎彼此認同，是很好的競爭對手。\n※ 操作角色將更改為貞德＆查爾斯。
CORE_COSTUME_CHESHIRE_TXT_01	血氣方剛的迷失惡魔。\n今天也揮舞自豪的爪子狂揍妖精，\n毫不在意那狹窄的布偶身體。
CORE_COSTUME_CHESHIRE_TXT_02	惡魔對美麗的公主施咒，\n任意玩弄她純潔的愛……\n這樣的衣服讓小柴貓也充滿疑惑？
CORE_COSTUME_CHESHIRE_TXT_03	戴上帽子總讓我感到幸福。\n無論旁人怎麼罵我是怪人都無妨，\n每個平凡的日子都是一場派對。
CORE_COSTUME_CHESHIRE_TXT_04	我一定要成為強大的魔女！\n絕對要救出媽咪！\n哼……那傢伙老是這副調調。
CORE_COSTUME_CHESHIRE_TXT_05	高級玩偶店畢馬龍的熱賣商品，\n摸起來質感光滑，附身感覺一級棒。\n※操作角色將更改為貞德＆查爾斯。\n
CORE_CSRELEASE_CERESSA_TXT_02	【想要拿到手……】\n只要幫助了大量人魂就會……？
CORE_CSRELEASE_CERESSA_TXT_03	【想要拿到手……】\n若在計時模式下取得優異的成績……？
CORE_CSRELEASE_CERESSA_TXT_04	【想要拿到手……】\n只要學到很多瑟蕾莎的技能就會……？
CORE_CSRELEASE_CERESSA_TXT_05	【想要拿到手……】\n只要蒐集各種回憶書籤就會……？
CORE_CSRELEASE_CERESSA_TXT_07	【想要拿到手……】\n只要讀完禁忌傳說就會……？
CORE_CSRELEASE_CERESSA_TXT_08	【想要拿到手……】\n只要目睹了貞德的英姿就會……？
CORE_CSRELEASE_CERESSA_TXT_09	【想要拿到手……】\n只要目睹了貞德的英姿就會……？
CORE_CSRELEASE_CHESHIRE_TXT_02	【想要拿到手……】\n只要蒐集各種筆記就會……？
CORE_CSRELEASE_CHESHIRE_TXT_03	【想要拿到手……】\n若取得提爾納諾裡所有的寶箱……？
CORE_CSRELEASE_CHESHIRE_TXT_04	【想要拿到手……】\n只要學到很多小柴貓的技能就會……？
CORE_CSRELEASE_CHESHIRE_TXT_05	【想要拿到手……】\n只要目睹貞德的英姿就會……？
CORE_COSTUME_TXT_01	請選擇要更換的服裝。
CORE_HAIR_CERESSA_TXT_01	跟故事裡一樣
CORE_HAIR_CERESSA_TXT_02	見習魔女的辮子
CORE_HAIR_CERESSA_TXT_03	決心的象徵
CORE_HAIR_CERESSA_TXT_04	啟程魔女的編髮
CORE_BAND_CHESHIRE_TXT_01	跟故事裡一樣
CORE_BAND_CHESHIRE_TXT_02	可靠的大力士
CORE_BAND_CHESHIRE_TXT_03	大意的傷痕
CORE_BAND_CHESHIRE_TXT_04	友情的緞帶
CORE_ILLUSIONLIFT_NAME_TXT_01	妖光的妖域
CORE_ILLUSIONLIFT_NAME_TXT_02	荊牢的妖域
CORE_ILLUSIONLIFT_NAME_TXT_03	戰禍的妖域
CORE_ILLUSIONLIFT_NAME_TXT_04	制約的妖域
CORE_ILLUSIONLIFT_NAME_TXT_05	輪轉的妖域
CORE_ILLUSIONLIFT_NAME_TXT_06	追蹤的妖域
CORE_ILLUSIONLIFT_NAME_TXT_07	剛槍的妖域
CORE_ILLUSIONLIFT_NAME_TXT_08	報復的妖域
CORE_ILLUSIONLIFT_NAME_TXT_09	小丑的妖域
CORE_ILLUSIONLIFT_NAME_TXT_10	幻術的妖域
CORE_ILLUSIONLIFT_NAME_TXT_11	失控的妖域
CORE_ILLUSIONLIFT_NAME_TXT_12	引導的妖域
CORE_ILLUSIONLIFT_NAME_TXT_13	奮戰的妖域
CORE_ILLUSIONLIFT_NAME_TXT_14	致命的妖域
CORE_ILLUSIONLIFT_NAME_TXT_15	束縛的妖域
CORE_ILLUSIONLIFT_NAME_TXT_16	死戰的妖域
CORE_ILLUSIONLIFT_NAME_TXT_17	滑行的妖域
CORE_ILLUSIONLIFT_NAME_TXT_18	跺地的妖域
CORE_ILLUSIONLIFT_NAME_TXT_19	闇影的妖域
CORE_ILLUSIONLIFT_NAME_TXT_20	突破的妖域
CORE_ILLUSIONLIFT_NAME_TXT_21	激化的妖域
CORE_ILLUSIONLIFT_NAME_TXT_22	逃避的妖域
CORE_ILLUSIONLIFT_NAME_TXT_23	障壁的妖域
CORE_ILLUSIONLIFT_NAME_TXT_24	剎那的妖域
CORE_ILLUSIONLIFT_NAME_TXT_25	碎骨的妖域
CORE_ILLUSIONLIFT_NAME_TXT_26	始源的妖域
CORE_ILLUSIONLIFT_NAME_TXT_27	詛咒的妖域
CORE_ILLUSIONLIFT_NAME_TXT_28	生死的妖域
CORE_ILLUSIONLIFT_NAME_TXT_29	怒濤的妖域
CORE_ILLUSIONLIFT_NAME_TXT_30	怨念的妖域
CORE_ILLUSIONLIFT_NAME_TXT_31	守護的妖域
CORE_ILLUSIONLIFT_NAME_TXT_32	混戰的妖域
CORE_ILLUSIONLIFT_NAME_TXT_33	枷鎖的妖域
CORE_ILLUSIONLIFT_NAME_TXT_34	瞑目的妖域
CORE_ILLUSIONLIFT_NAME_TXT_35	恩寵的妖域
CORE_ILLUSIONLIFT_NAME_TXT_36	威光的妖域
CORE_ILLUSIONLIFT_NAME_TXT_37	冰雨的妖域
CORE_ILLUSIONLIFT_NAME_TXT_38	戰禍的考驗
CORE_ILLUSIONLIFT_NAME_TXT_39	輪轉的考驗
CORE_ILLUSIONLIFT_NAME_TXT_40	追蹤的考驗
CORE_ILLUSIONLIFT_NAME_TXT_41	剛槍的考驗
CORE_ILLUSIONLIFT_NAME_TXT_42	失控的考驗
CORE_ILLUSIONLIFT_NAME_TXT_43	搬運的考驗
CORE_ILLUSIONLIFT_NAME_TXT_44	死戰的考驗
CORE_ILLUSIONLIFT_NAME_TXT_45	滑行的考驗
CORE_ILLUSIONLIFT_NAME_TXT_46	跺地的考驗
CORE_ILLUSIONLIFT_NAME_TXT_47	突破的考驗
CORE_ILLUSIONLIFT_NAME_TXT_48	逃避的考驗
CORE_ILLUSIONLIFT_NAME_TXT_49	碎骨的考驗
CORE_ILLUSIONLIFT_NAME_TXT_50	生死的考驗
CORE_ILLUSIONLIFT_NAME_TXT_51	怨念的考驗
CORE_ILLUSIONLIFT_NAME_TXT_52	守護的考驗
CORE_ILLUSIONLIFT_NAME_TXT_53	混戰的考驗
CORE_ILLUSIONLIFT_NAME_TXT_54	枷鎖的考驗
CORE_ILLUSIONLIFT_NAME_TXT_55	妖光的考驗
TA_9011_0010_COL	姐姐你要小心。
TA_9012_0010_COL	姐姐你別逞強喔。
LV_009911_0010_NAR	小柴貓看起來完全不想動。\n全身上下都像在說「你自己來就好」。
AC_CEREZA015_0020	放心，我會救你！
AC_CEREZA030_0010	像你這麼軟弱，註定會失敗！
AC_CEREZA130_0010	才、才不是！
AC_CEREZA035_0010	快放棄吧。\n你一向如此不是嗎！？
AC_CEREZA135_0010	我……我……！
AC_CEREZA040_0010	大家都討厭你。\n你絕不可能成為強大的魔女！
AC_CEREZA045_0010	又要逃跑了吧？\n打從一開始就知道你會逃了！
AC_CEREZA145_0010	別再說了……我不想聽！
AC_CEREZA050_0010	明明一個人什麼都辦不到。\n反正你覺得總會有人來幫你吧！？
AC_CEREZA150_0010	不、不是！不是的！
AC_CEREZA055_0010	愛哭鬼、膽小鬼、窩囊廢！\n最適合蹲在角落偷偷摸摸了！
AC_CEREZA155_0010	不……別說了！
AC_CEREZA060_0020	你真是笨手笨腳，\n沒資格笑別人。
AC_CEREZA060_0030	不是往那邊走。
AC_CEREZA060_0040	我說你，再這樣下去就要天黑囉？
AC_CEREZA060_0050	你真的很不會用元素之力。
TA_COM000_0010_CER	咦？
TA_COM000_0020_CER	這是……？
TA_COM005_0010_CER	喂，小柴貓。
TA_COM010_0010_CER	唔……
TA_COM010_0020_CER	嗯……
TA_COM015_0010_CER	對了！
TA_COM020_0010_CER	唉……
TA_COM020_0020_CER	嘖……
TA_COM025_0010_CER	呼……
TA_COM025_0020_CER	好！
TA_COM030_0010_CER	真是的！
TA_COM030_0020_CER	喂！
TA_COM035_0010_CER	咦！？
TA_COM035_0020_CER	嗯！？
AC_IGNIS005_0010	嗨，有事找我？\n想知道秘密捷徑的話，就交給我吧！
AC_IGNIS010_0010	最近好嗎？\n現正提供秘密捷徑的導覽服務！
AC_IGNIS015_0010	森林冒險還順利嗎？\n建議你善用秘密捷徑！
AC_IGNIS020_0010	阿瓦隆森林危機四伏。\n秘密捷徑一定會派上用場。
AC_NARRATION200_0010	蓊鬱樹木散發的香氣，\n在瑟蕾莎的身邊瀰漫。
AC_NARRATION200_0020	她能感受到一股力量乘著風\n從深處帶來不可思議的氣息。
AC_NARRATION210_0010	巨大無比的妖精之塔。\n還有奇特的交通工具跑來跑去。
AC_NARRATION210_0020	彷彿反映出妖精醜陋內心的吵雜氣氛，\n讓瑟蕾莎感到鬱悶不已。
AC_NARRATION215_0010	人魂的秘密基地，\n悄悄佇立在森林裡。
AC_NARRATION215_0020	多虧瑟蕾莎他們大顯身手，\n讓這裡重拾歡笑。
AC_NARRATION220_0010	昏暗中，妖精的巨大要塞森然聳立。
AC_NARRATION220_0020	上面有一道令人毛骨悚然的裂縫。\n妖精究竟在打什麼鬼主意？
AC_NARRATION225_0010	瑟蕾莎兩人破壞所有的元素核心，\n解開了大規模的結界。
AC_NARRATION225_0020	究竟在前方\n有什麼在等著他們呢……？
AC_NARRATION230_0010	近乎透明的純白巨木，\n高聳到幾乎難以仰視。
AC_NARRATION230_0020	那是阿瓦隆森林的神木。\n從古至今，在這祭祀著好幾位妖精王。
AC_NARRATION235_0010	巨大瀑布落入妮姆薇湖，\n激起強烈的水花。
AC_NARRATION235_0020	聽著足以震盪身軀的聲響，\n瑟蕾莎不禁深吸一口氣。
AC_NARRATION240_0010	源源不絕湧出的美麗泉水，\n是阿瓦隆森林的生命泉源。
AC_NARRATION240_0020	瑟蕾莎和小柴貓大口喝下那水，\n彷彿新生。
AC_NARRATION245_0010	宏偉的宮殿無聲地佇立於此，\n安靜得彷彿被時間洪流遺忘。
AC_NARRATION245_0020	瑟蕾莎也聽說過，\n很久以前妖精王妃就住在這裡……
AC_NARRATION250_0010	海灘色彩繽紛，波浪靜靜拍打過來，\n與氣氛詭異的森林形成鮮明對比。
AC_NARRATION250_0020	妖精說不定還保留著一點善良溫柔的心……\n這個想法突然間掠過瑟蕾莎的腦海。
AC_NARRATION255_0010	瑟蕾莎和小柴貓發現一大片蓮葉田。
AC_NARRATION255_0020	要花多少時間，才能孕育出如此廣大的蓮葉田？\n森林的生命力，不禁令人發出讚嘆。
AC_NARRATION260_0010	瑟蕾莎和小柴貓救出許多人魂，\n最後成了森林裡最受歡迎的人。
AC_NARRATION260_0020	森林裡所有人都不會忘記他們倆。\n建立堅定友情的善良魔女與惡魔……
AC_IGNIS200_0000_0010	緊緊跟著我！
AC_IGNIS200_0010_0020	歡迎來到秘密捷徑！
Text/Episode1
IN_1000_0000_NAR	連月光也照不進的陰暗森林，\n寂靜得令人毛骨悚然。
IN_1000_0010_NAR	瑟蕾莎小心翼翼地\n在森林中前進。
IN_1000_0030_CER	不、不要嚇我啦……！
IN_1000_0050_NAR	草叢深處的黑暗中，\n似乎有誰正在目不轉睛地盯著她。
IN_1000_0060_NAR	能聽見風聲中混雜著\n窸窸窣窣的低語聲。
IN_1000_0080_CER	不、不可以在這裡退縮……\n我要成為強大的魔女，然後去救媽咪……！
PH_1010_0000_CER	剛才那個黑影……一定是兔子。\n怎麼可能有怪物！對吧？小柴貓？
PH_1010_0010_CER	有、有人在那裡嗎……？
BK_1000_0000_NAR	瑟蕾莎被可怕的不明生物一路追趕，\n結果在森林裡迷失了方向。
BK_1000_0010_CER	「到、到底是誰……一直跟著我！？」
BK_1000_0020_NAR	就在瑟蕾莎不安地大喊時……
BK_1000_0030_NAR	眼前出現了模樣駭人的怪物。\n祂們是以吸取人類生命維生的妖精，\n會擄走迷失在森林中的人類。
BK_1000_0040_NAR	已經無處可逃了。\n瑟蕾莎怕得一步也走不了。
BK_1000_0050_CER	「拜託……一定要成功！」
BK_1000_0060_NAR	瑟蕾莎像在祈禱似的喃喃說道，\n接著使用了惡魔召喚術。\n
BK_1000_0080_NAR	但就算她詠唱咒語，\n也沒有產生任何反應。\n\n
BK_1000_0090_CER	「怎麼會這樣……為什麼沒有成功！？」
BK_1000_0100_NAR	妖精們一同朝著瑟蕾莎撲了過來。\n
BK_1000_0110_NAR	完蛋了！瑟蕾莎不禁閉上雙眼。\n\n然而，她卻沒有感受到絲毫疼痛。\n\n
BK_1000_0130_CER	「發、發生了什麼事？ 是誰……？」
BK_1000_0140_NAR	嘎喔。
BK_1000_0150_NAR	突然冒出了一隻黑色野獸。\n是夢嗎……已經不見蹤影了。
BK_1000_0160_CER	「剛才那是什麼？難道是……」\n
BK_1000_0170_NAR	正當她對小柴貓這麼說的時候——
SM_001010_0000_CER	「小、小柴貓……？\n你怎麼了？」
SM_001010_0010_NAR	總是和瑟蕾莎形影不離的寶貝布偶\n突然變成了野獸的模樣，\n站在她的面前。
SM_001010_0020_NAR	那隻野獸的嘴角一路裂到耳朵，\n嘴邊還流著濕漉漉的口水。
SM_001010_0030_CER	「難道……\n是被我召喚的惡魔附身了嗎！？」
SM_001010_0040_NAR	黑色野獸聽到瑟蕾莎這麼說，\n嗤之以鼻地對她哼了一聲，\n隨後露出銳利的獠牙。
SM_001010_0050_NAR	沒錯。\n正如瑟蕾莎所說，\n惡魔附身在布偶上了。
SM_001010_0060_NAR	惡魔無法以原有的形態存活於人間，\n情急之下，祂便轉移到布偶身上，\n在最後一刻保住了性命。
SM_001010_0080_NAR	那個惡魔瞪著瑟蕾莎，\n發出駭人的低鳴。
SM_001010_0090_NAR	聞聲，瑟蕾莎忍不住顫抖，\n但仔細聽卻意外發現，\n她似乎能聽懂那個惡魔所說的話。
SM_001010_0100_CER	「你要我……送你回惡魔的世界？」
SM_001010_0110_CER	「說是這麼說……\n但我該怎麼做才好？」
