00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
plz001_3_03_A_00	ハ～イ！\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}ちゃん！\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0ジュエル{c[ffffff]}を、\x0e\x01\x06\x02\n\0か\x0e\x01\x06\x02\x04\0なり{r2[て]}手{/r2}に{r2[い]}入{/r2}れてるわね！
plz001_3_03_A_01	{r2[そうぞういじょう]}想像以上{/r2}よ！\x0e\x01\x06\x02\x1e\0 \x0e\x01\x06\x02\x04\0お\x0e\x01\x06\x02\x1e\0・\x0e\x01\x06\x02\x04\0ど\x0e\x01\x06\x02\x1e\0・\x0e\x01\x06\x02\x04\0ろ\x0e\x01\x06\x02\x1e\0・\x0e\x01\x06\x02\0\0き～！
plz001_3_02_A_00	……{r2[わす]}忘{/r2}れてないか？\x0e\x01\x06\x02\x1e\0\r\n\x0e\x01\x06\x02\x04\0{c[ffdc0f]}トイパーティ{c[ffffff]}で、\x0e\x01\x06\x02\n\0{r2[あそ]}遊{/r2}\x0e\x01\x06\x02\x04\0ぶことを！
plz001_3_02_A_01	……{r2[わす]}忘{/r2}れてないか？\x0e\x01\x06\x02\x1e\0\r\n\x0e\x01\x06\x02\x04\0{c[ffdc0f]}ミニゲームモード{c[ffffff]}で、\x0e\x01\x06\x02\n\0{r2[あそ]}遊{/r2}\x0e\x01\x06\x02\x04\0ぶことを！
plz001_3_02_A_02	メインイベントが、\x0e\x01\x06\x02\n\0{r2[すべ]}全{/r2}\x0e\x01\x06\x02\x04\0てじゃない！\r\n\x0e\x01\x06\x02\x1e\0{r2[わす]}忘{/r2}\x0e\x01\x06\x02\x04\0れていたら {r2[いそ]}急{/r2}いで{r2[い]}行{/r2}くんだ！
plz001_3_02_A_00_kp	……{r2[わす]}忘{/r2}れてませんか？\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}ト\x0e\x01\x06\x02\x04\0イパーティ{c[ffffff]}で、\x0e\x01\x06\x02\n\0{r2[あそ]}遊{/r2}\x0e\x01\x06\x02\x04\0ぶことを！
plz001_3_02_A_01_kp	……{r2[わす]}忘{/r2}れてませんか？\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}ミ\x0e\x01\x06\x02\x04\0ニゲームモード{c[ffffff]}で、\x0e\x01\x06\x02\n\0{r2[あそ]}遊{/r2}\x0e\x01\x06\x02\x04\0ぶことを！
plz001_3_02_A_02_kp	メインイベントが、\x0e\x01\x06\x02\n\0{r2[すべ]}全{/r2}\x0e\x01\x06\x02\x04\0てじゃないです。\r\n\x0e\x01\x06\x02\x1e\0{r2[わす]}忘{/r2}\x0e\x01\x06\x02\x04\0れてたら、\x0e\x01\x06\x02\n\0ぜ\x0e\x01\x06\x02\x04\0ひ{r2[い]}行{/r2}ってください！
plz001_3_15_A_00	\x0e\x01\x06\x02\0\0むかし、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\0\0ーティ、\x0e\x01\x06\x02\n\0み\x0e\x01\x06\x02\0\0にきた！\r\n\x0e\x01\x06\x02\x1e\0よ\x0e\x01\x06\x02\0\0く、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\0\0ぼえてる！
plz001_3_15_A_01	\x0e\x01\x06\x02\0\0そのときの、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\0\0ーパースター？\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\0\0たしか、\x0e\x01\x06\x02\n\0マ\x0e\x01\x06\x02\0\0リオ！
plz001_3_15_A_02	\x0e\x01\x06\x02\0\0…いや、\x0e\x01\x06\x02\n\0ル\x0e\x01\x06\x02\0\0イ―ジ？\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\0\0…あれ、\x0e\x01\x06\x02\n\0だ\x0e\x01\x06\x02\0\0れだっけ？\x0e\x01\x06\x02\x04\0
plz001_3_15_A_00_kp	\x0e\x01\x06\x02\0\0むかし、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\0\0ーティ、\x0e\x01\x06\x02\n\0み\x0e\x01\x06\x02\0\0にきた！\r\n\x0e\x01\x06\x02\x1e\0よ\x0e\x01\x06\x02\0\0く、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\0\0ぼえてる！
plz001_3_15_A_01_kp	\x0e\x01\x06\x02\0\0そのときの、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\0\0ーパースター…。\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\0\0そう、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\0\0{c[ffdc0f]}[n0]{c[ffffff]}さま！ \x0e\x01\x06\x02\n\0カ\x0e\x01\x06\x02\0\0ッコよかった！
plz001_3_15_A_02_kp	\x0e\x01\x06\x02\0\0え？ \x0e\x01\x06\x02\n\0む\x0e\x01\x06\x02\0\0かしの、\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\0\0ーティ、\x0e\x01\x06\x02\n\0{r2[で]}出{/r2}\x0e\x01\x06\x02\0\0てない…？\x0e\x01\x06\x02\x04\0
plz001_04.msbt
plz001_4_04_A_00	ケケケ、\x0e\x01\x06\x02\n\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0になって\r\n\x0e\x01\x06\x02\n\0{r2[げん]}元{/r2}\x0e\x01\x06\x02\x04\0{r2[き]}気{/r2}が {r2[で]}出{/r2}てきたぞー！
plz001_4_04_A_01	さぁ、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0れからオールナイトで\r\n\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティを {r2[も]}盛{/r2}り{r2[あ]}上{/r2}げていくぞー！
plz001_4_04_A_02	……えー？\r\n\x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0うちょっとで、\x0e\x01\x06\x02\n\0{r2[お]}終{/r2}\x0e\x01\x06\x02\x04\0わるのか？？
plz001_4_04_A_03	ケケケ、\x0e\x01\x06\x02\n\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0になって\r\n\x0e\x01\x06\x02\n\0{r2[げん]}元{/r2}\x0e\x01\x06\x02\x04\0{r2[き]}気{/r2}が {r2[で]}出{/r2}てきたよなー！
plz001_4_04_A_04	さぁ、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0れからオールナイトで\r\n\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティを {r2[も]}盛{/r2}り{r2[あ]}上{/r2}げていこうな！
plz001_4_04_A_05	……えー？\r\n\x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0うちょっとで、\x0e\x01\x06\x02\n\0{r2[お]}終{/r2}\x0e\x01\x06\x02\x04\0わるのか？？
plz001_4_04_A_00_kp	ケケケ、\x0e\x01\x06\x02\n\0{r2[よる]}夜{/r2}\x0e\x01\x06\x02\x04\0になって\r\n\x0e\x01\x06\x02\n\0{r2[げん]}元{/r2}\x0e\x01\x06\x02\x04\0{r2[き]}気{/r2}が {r2[で]}出{/r2}てきましたよー！
plz001_4_04_A_01_kp	さぁ、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0れからオールナイトで\r\n\x0e\x01\x06\x02\n\0パ\x0e\x01\x06\x02\x04\0ーティを {r2[も]}盛{/r2}り{r2[あ]}上{/r2}げていきますよー！
plz001_4_04_A_02_kp	……えー？\r\n\x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0うちょっとで、\x0e\x01\x06\x02\n\0{r2[お]}終{/r2}\x0e\x01\x06\x02\x04\0わるんですか？？
plz001_4_04_B_00	オマエ、\x0e\x01\x06\x02\n\0{c[ffdc0f]}チ\x0e\x01\x06\x02\x04\0ャレンジロード{c[ffffff]}でも\r\n\x0e\x01\x06\x02\n\0が\x0e\x01\x06\x02\x04\0んばってて スゴいな！
plz001_4_04_B_01	オレには ムリだな…
plz001_4_04_B_02	{r2[ひとまえ]}人前{/r2}でチャレンジなんて、\x0e\x01\x06\x02\n\0テ\x0e\x01\x06\x02\x04\0レる…
plz001_4_04_B_03	オマエ、\x0e\x01\x06\x02\n\0{c[ffdc0f]}チ\x0e\x01\x06\x02\x04\0ャレンジロード{c[ffffff]}でも\r\n\x0e\x01\x06\x02\n\0が\x0e\x01\x06\x02\x04\0んばってて スゴいぞ！
plz001_4_04_B_04	オレには ムリだな…
plz001_4_04_B_05	{r2[ひとまえ]}人前{/r2}で チャレンジなんて、\r\n\x0e\x01\x06\x02\n\0テ\x0e\x01\x06\x02\x04\0レないで できるな…
plz001_4_04_B_00_kp	{c[ffdc0f]}チャレンジロード{c[ffffff]}でも\r\n\x0e\x01\x06\x02\n\0が\x0e\x01\x06\x02\x04\0んばってて スゴいです！
plz001_4_04_B_01_kp	オレには ムリです…
plz001_4_04_B_02_kp	{r2[ひとまえ]}人前{/r2}でチャレンジなんて、\x0e\x01\x06\x02\n\0テ\x0e\x01\x06\x02\x04\0レます…
plz001_4_04_C_00	{c[ffdc0f]}チャレンジロード{c[ffffff]}は、\r\n\x0e\x01\x06\x02\n\0き\x0e\x01\x06\x02\x04\0びしい{r2[たたか]}戦{/r2}いが つづくぞ。
plz001_4_04_C_01	たまには、\x0e\x01\x06\x02\n\0{r2[ほか]}他{/r2}\x0e\x01\x06\x02\x04\0のイベントを\r\n\x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\x04\0ってみるのも イイゾ！
plz001_4_04_C_02	リフレッシュできるかもナ！
plz001_4_04_C_03	{c[ffdc0f]}チャレンジロード{c[ffffff]}は、\r\n\x0e\x01\x06\x02\n\0き\x0e\x01\x06\x02\x04\0びしい{r2[たたか]}戦{/r2}いが つづくぞ。
plz001_4_04_C_04	たまには、\x0e\x01\x06\x02\n\0{r2[ほか]}他{/r2}\x0e\x01\x06\x02\x04\0のイベントを\r\n\x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\x04\0ってみるのも イイゾ！
plz001_4_04_C_05	リフレッシュできるかもナ！
plz001_4_04_C_00_kp	{c[ffdc0f]}チャレンジロード{c[ffffff]}は、\r\n\x0e\x01\x06\x02\n\0き\x0e\x01\x06\x02\x04\0びしい{r2[たたか]}戦{/r2}いが つづきます。
plz001_4_04_C_01_kp	たまには、\x0e\x01\x06\x02\n\0{r2[ほか]}他{/r2}\x0e\x01\x06\x02\x04\0のイベントを\r\n\x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\x04\0ってみるのも いいですよ！
plz001_4_04_C_02_kp	リフレッシュできるかも しれません！
plz001_4_04_D_00	{c[ffdc0f]}チャレンジロード{c[ffffff]}、\x0e\x01\x06\x02\n\0ず\x0e\x01\x06\x02\x04\0いぶん{r2[すす]}進{/r2}めたな！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0マエ スゴいぞ！
plz001_4_04_D_01	いろんなヤツと {r2[たたか]}戦{/r2}ってるんだろ？\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レには、ムリだ…
plz001_4_04_D_02	…{r2[たたか]}戦{/r2}う{r2[まえ]}前{/r2}にテレて、\r\n\x0e\x01\x06\x02\n\0{r2[しょう]}勝{/r2}\x0e\x01\x06\x02\x04\0{r2[ぶ]}負{/r2}にならないぞ。
plz001_4_04_D_03	{c[ffdc0f]}チャレンジロード{c[ffffff]}、\x0e\x01\x06\x02\n\0ず\x0e\x01\x06\x02\x04\0いぶん{r2[すす]}進{/r2}めたな！\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0マエ、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0ゴイぞ！
plz001_4_04_D_04	いろんなヤツと {r2[たたか]}戦{/r2}ってるんだろ？\r\n\x0e\x01\x06\x02\x1e\0フ\x0e\x01\x06\x02\x04\0ツーは、\x0e\x01\x06\x02\n\0テ\x0e\x01\x06\x02\x04\0レて {r2[たたか]}戦{/r2}えないぞ！
plz001_4_04_D_05	テレずに {r2[すす]}進{/r2}めるなんて\r\n\x0e\x01\x06\x02\n\0ホ\x0e\x01\x06\x02\x04\0ントにスゴいな！
plz001_4_04_D_00_kp	{c[ffdc0f]}チャレンジロード{c[ffffff]}、\x0e\x01\x06\x02\n\0ず\x0e\x01\x06\x02\x04\0いぶん{r2[すす]}進{/r2}めましたね！\r\n\x0e\x01\x06\x02\x1e\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}、\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0ゴイです。
plz001_4_04_D_01_kp	いろんなヤツと {r2[たたか]}戦{/r2}ってるんですよね？\r\n\x0e\x01\x06\x02\x1e\0オ\x0e\x01\x06\x02\x04\0レには、\x0e\x01\x06\x02\n\0ム\x0e\x01\x06\x02\x04\0リです…
plz001_4_04_D_02_kp	…{r2[たたか]}戦{/r2}う{r2[まえ]}前{/r2}にテレて、\r\n\x0e\x01\x06\x02\n\0{r2[しょう]}勝{/r2}\x0e\x01\x06\x02\x04\0{r2[ぶ]}負{/r2}になりません。
plz001_4_15_A_00	\x0e\x01\x06\x02\0\0よる、\x0e\x01\x06\x02\n\0チ\x0e\x01\x06\x02\0\0ョーげんき！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\0\0まから、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\0\0っぱい、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\0\0うえん！
plz001_4_15_A_01	\x0e\x01\x06\x02\0\0え？ \x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\0\0ジュエル{c[ffffff]}、\x0e\x01\x06\x02\n\04\x0e\x01\x06\x02\0\0つ、\x0e\x01\x06\x02\n\0{r2[と]}取{/r2}\x0e\x01\x06\x02\0\0った？\r\n\x0e\x01\x06\x02\x1e\0パ\x0e\x01\x06\x02\0\0ーティ、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\0\0と、\x0e\x01\x06\x02\n\0ち\x0e\x01\x06\x02\0\0ょっと？
plz001_4_15_A_02	\x0e\x01\x06\x02\0\0…また、\x0e\x01\x06\x02\n\0は\x0e\x01\x06\x02\0\0じめから、\x0e\x01\x06\x02\n\0し\x0e\x01\x06\x02\0\0ない？\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\0\0…しないかー。\x0e\x01\x06\x02\x04\0
plz001_4_15_A_00_kp	\x0e\x01\x06\x02\0\0よる、\x0e\x01\x06\x02\n\0や\x0e\x01\x06\x02\0\0っぱり、\x0e\x01\x06\x02\n\0た\x0e\x01\x06\x02\0\0のしいな！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\0\0まから、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\0\0っぱい、\x0e\x01\x06\x02\n\0お\x0e\x01\x06\x02\0\0うえん！
plz001_4_15_A_01_kp	\x0e\x01\x06\x02\0\0え？ \x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\0\0ジュエル{c[ffffff]}、\x0e\x01\x06\x02\n\04\x0e\x01\x06\x02\0\0つ、\x0e\x01\x06\x02\n\0{r2[と]}取{/r2}\x0e\x01\x06\x02\0\0った？\r\n\x0e\x01\x06\x02\x1e\0パ\x0e\x01\x06\x02\0\0ーティ、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\0\0と、\x0e\x01\x06\x02\n\0ち\x0e\x01\x06\x02\0\0ょっと？
plz001_4_15_A_02_kp	\x0e\x01\x06\x02\0\0…また、\x0e\x01\x06\x02\n\0は\x0e\x01\x06\x02\0\0じめから、\x0e\x01\x06\x02\n\0し\x0e\x01\x06\x02\0\0ない？\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\0\0…ですよねー。\x0e\x01\x06\x02\x04\0
plz001_4_08_A_00	スーパースターまで、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0とちょっとだよ！\r\n\x0e\x01\x06\x02\x1e\0よ\x0e\x01\x06\x02\x04\0くここまで きたね！
plz001_4_08_A_01	ボク{r2[ひとり]}1人{/r2}になった{r2[おうえんだん]}応援団{/r2}に、\r\n\x0e\x01\x06\x02\n\0{r2[だん]}団{/r2}\x0e\x01\x06\x02\x04\0{r2[いん]}員{/r2}たちが……{r2[もど]}戻{/r2}ってきてくれたんだ！
plz001_4_08_A_02	…え？ \x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0んなことでは {r2[な]}泣{/r2}かないよ。
plz001_4_08_A_03	……やっぱり{r2[な]}泣{/r2}かせて！ \x0e\x01\x06\x02\n\0う\x0e\x01\x06\x02\x04\0れしいんだもん！！
plz001_4_08_A_00_kp	ここまできたら、\x0e\x01\x06\x02\n\0も\x0e\x01\x06\x02\x04\0うスーパースターは\r\n\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}に {r2[き]}決{/r2}まりでしょう！
plz001_4_08_A_01_kp	ボク{r2[ひとり]}1人{/r2}だった{r2[おうえんだん]}応援団{/r2}に\r\n\x0e\x01\x06\x02\n\0{r2[だん]}団{/r2}\x0e\x01\x06\x02\x04\0{r2[いん]}員{/r2}たちが……{r2[もど]}戻{/r2}ってきてくれたんです！
plz001_4_08_A_02_kp	…え？ \x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0んなことでは {r2[な]}泣{/r2}きませんよ。
plz001_4_08_A_03_kp	……やっぱり{r2[な]}泣{/r2}きます！ \x0e\x01\x06\x02\n\0う\x0e\x01\x06\x02\x04\0れしいんですよ！！
plz001_4_03_A_00	…{r2[よる]}夜{/r2}がくると、\r\n\x0e\x01\x06\x02\n\0セ\x0e\x01\x06\x02\x04\0ンチメンタルに なるわよね～。
plz001_4_03_A_01	{r2[むかし]}昔{/r2}の{r2[じぶん]}自分{/r2}や、\x0e\x01\x06\x02\n\0{r2[むかし]}昔{/r2}\x0e\x01\x06\x02\x04\0の{c[ffdc0f]}マリパ{c[ffffff]}を\r\n\x0e\x01\x06\x02\n\0し\x0e\x01\x06\x02\x04\0みじみ {r2[おも]}思{/r2}い{r2[だ]}出{/r2}しちゃうわ～。
plz001_4_03_A_02	…でもね！ \x0e\x01\x06\x02\x1e\0{r2[たい]}大{/r2}\x0e\x01\x06\x02\x04\0{r2[せつ]}切{/r2}なのは\x0e\x01\x06\x02\x1e\0「\x0e\x01\x06\x02\0\0{r2[いま]}今{/r2}」なの！\r\n\x0e\x01\x06\x02\x1e\0こ\x0e\x01\x06\x02\x04\0のパーティを{r2[たの]}楽{/r2}しむ！ \x0e\x01\x06\x02\x1e\0そ\x0e\x01\x06\x02\x04\0れが{r2[だいじ]}大事{/r2}ね！
plz001_4_03_B_00	…ワイルドな{r2[かん]}感{/r2}じの \r\n\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0テキなひと、\x0e\x01\x06\x02\n\0ど\x0e\x01\x06\x02\x04\0こかにいない～？
plz001_4_03_B_01	{r2[ちからも]}力持{/r2}ちじゃなくていいから、\x0e\x01\x06\x02\n\0ヤ\x0e\x01\x06\x02\x04\0ンチャで\r\n\x0e\x01\x06\x02\n\0{c[ff1e1e]}{r2[あか]}赤{/r2}\x0e\x01\x06\x02\x04\0いキャップ{c[ffffff]}が {r2[にあ]}似合{/r2}う{r2[かん]}感{/r2}じの～。
plz001_4_03_B_02	{r2[ちか]}近{/r2}くにいるような、\x0e\x01\x06\x02\n\0{r2[き]}気{/r2}\x0e\x01\x06\x02\x04\0がするのよ！\r\n\x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0し、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0たら{r2[おし]}教{/r2}えてね～！
plz001_4_03_B_03	……あら？ \x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0しかして？\r\n\x0e\x01\x06\x02\x1e\0こ\x0e\x01\x06\x02\x04\0のヤンチャな {r2[かお]}香{/r2}り！！
plz001_4_03_B_04	やだぁ、\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}デ\x0e\x01\x06\x02\x04\0ィディーコング{c[ffffff]}ちゃん！！\r\n\x0e\x01\x06\x02\x1e\0{r2[ちか]}近{/r2}\x0e\x01\x06\x02\x04\0くにいたのね！ \x0e\x01\x06\x02\x1e\0も\x0e\x01\x06\x02\x04\0～やだぁ～！
plz001_4_03_C_00	…ワイルドな{r2[かん]}感{/r2}じの\r\n\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0テキな{r2[ひと]}人{/r2}、\x0e\x01\x06\x02\n\0ど\x0e\x01\x06\x02\x04\0こかにいない～？
plz001_4_03_C_01	…え？ \x0e\x01\x06\x02\x1e\0ヤ\x0e\x01\x06\x02\x04\0ンチャな{r2[おんな]}女{/r2}の{r2[こ]}子{/r2}なら{r2[し]}知{/r2}ってる？\r\n\x0e\x01\x06\x02\x1e\0{r2[な]}名{/r2}\x0e\x01\x06\x02\x04\0{r2[まえ]}前{/r2}は…\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}プ\x0e\x01\x06\x02\x04\0ンプン{c[ffffff]}？？
plz001_4_03_C_02	そんな{r2[こ]}子{/r2}、\x0e\x01\x06\x02\n\0{r2[し]}知{/r2}\x0e\x01\x06\x02\x04\0らないわよ～！\r\n\x0e\x01\x06\x02\x1e\0{r2[ぜん]}全{/r2}\x0e\x01\x06\x02\x04\0{r2[ぜん]}然{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{r2[きょうみ]}興味{/r2}ないわ～！
plz001_4_02_A_00	なんと！ \x0e\x01\x06\x02\n\0ミ\x0e\x01\x06\x02\x04\0ニゲームの{c[ffdc0f]}{r2[たつじん]}達人{/r2}{c[ffffff]}が\r\n\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0のパーティに、\x0e\x01\x06\x02\n\0{r2[さん]}参{/r2}\x0e\x01\x06\x02\x04\0{r2[か]}加{/r2}するぞ！
plz001_4_02_A_01	{c[ffdc0f]}{r2[たつじん]}達人{/r2}{c[ffffff]}とは…… \x0e\x01\x06\x02\x1e\0{r2[だれ]}誰{/r2}\x0e\x01\x06\x02\x04\0なのか？？
plz001_4_02_A_02	ちなみに{c[ffdc0f]}{r2[たつじん]}達人{/r2}{c[ffffff]}を{r2[つ]}連{/r2}れてきたのも、\x0e\x01\x06\x02\n\0わ\x0e\x01\x06\x02\x04\0たし。\r\n\x0e\x01\x06\x02\x1e\0{r2[こころ]}心{/r2}\x0e\x01\x06\x02\x04\0から {r2[かんしゃ]}感謝{/r2}するんだぞ！
plz001_4_02_A_00_kp	なんと！\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0ミニゲームの{c[ffdc0f]}{r2[たつじん]}達人{/r2}{c[ffffff]}が\r\n\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0のパーティに、\x0e\x01\x06\x02\n\0{r2[さん]}参{/r2}\x0e\x01\x06\x02\x04\0{r2[か]}加{/r2}するんです！
plz001_4_02_A_01_kp	{c[ffdc0f]}{r2[たつじん]}達人{/r2}{c[ffffff]}とは…… \x0e\x01\x06\x02\x1e\0{r2[だれ]}誰{/r2}\x0e\x01\x06\x02\x04\0なのか？？
plz001_4_02_A_02_kp	まぁ、\x0e\x01\x06\x02\n\0{r2[しん]}真{/r2}\x0e\x01\x06\x02\x04\0の{r2[たつじん]}達人{/r2}の{c[ffdc0f]}[n0]{c[ffffff]}{r2[さま]}様{/r2}に\r\n\x0e\x01\x06\x02\n\0か\x0e\x01\x06\x02\x04\0なうわけが、\x0e\x01\x06\x02\n\0あ\x0e\x01\x06\x02\x04\0りませんけどね！
plz001_4_02_B_00	{c[ffdc0f]}リバーサバイバル{c[ffffff]}で {r2[きょうりょく]}協力{/r2}プレイを\r\n\x0e\x01\x06\x02\n\0{r2[きわ]}極{/r2}\x0e\x01\x06\x02\x04\0めた{r2[さき]}先{/r2}に、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[げき]}激{/r2}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}{r2[りゅう]}流{/r2}{c[ffffff]}コースがあるらしい！
plz001_4_02_B_01	ちなみに、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0のパーティのスタッフも\r\n\x0e\x01\x06\x02\n\0{r2[きょう]}協{/r2}\x0e\x01\x06\x02\x04\0{r2[りょく]}力{/r2}プレイを {r2[きわ]}極{/r2}めてきたぞ！
plz001_4_02_B_02	{c[ffdc0f]}キノピオ{c[ffffff]}も {c[ffdc0f]}キノピコ{c[ffffff]}も、\r\n\x0e\x01\x06\x02\n\0{r2[おも]}思{/r2}\x0e\x01\x06\x02\x04\0ったより、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0いヤツだったんだ。
plz001_4_02_B_00_kp	{c[ffdc0f]}リバーサバイバル{c[ffffff]}で {r2[きょうりょく]}協力{/r2}プレイを\r\n\x0e\x01\x06\x02\n\0{r2[きわ]}極{/r2}\x0e\x01\x06\x02\x04\0めた{r2[さき]}先{/r2}に、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[げき]}激{/r2}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}{r2[りゅう]}流{/r2}{c[ffffff]}コースがあるとか…。
plz001_4_02_B_01_kp	ちなみに、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0のパーティのスタッフも\r\n\x0e\x01\x06\x02\n\0{r2[きょう]}協{/r2}\x0e\x01\x06\x02\x04\0{r2[りょく]}力{/r2}プレイを {r2[きわ]}極{/r2}めてきました。
plz001_4_02_B_02_kp	{c[ffdc0f]}キノピオ{c[ffffff]}も {c[ffdc0f]}キノピコ{c[ffffff]}も、\r\n\x0e\x01\x06\x02\n\0{r2[おも]}思{/r2}\x0e\x01\x06\x02\x04\0ったより、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0いヤツだったんです！
plz001_4_02_C_00	{c[ffdc0f]}チャレンジロード{c[ffffff]}を うまく{r2[すす]}進{/r2}めるコツは\r\n\x0e\x01\x06\x02\n\0た\x0e\x01\x06\x02\x04\0まに{r2[ちが]}違{/r2}うイベントで、\x0e\x01\x06\x02\n\0{r2[き]}気{/r2}\x0e\x01\x06\x02\x04\0{r2[ぶん]}分{/r2}を{r2[か]}変{/r2}えること。
plz001_4_02_C_01	…これは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}ク{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}ッパ{c[ffffff]}{r2[さま]}様{/r2}の{r2[おし]}教{/r2}えなんだ！
plz001_4_02_C_02	{c[ffdc0f]}クッパ{c[ffffff]}{r2[さま]}様{/r2}は、\x0e\x01\x06\x02\n\0{c[ffdc0f]}マ{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}リオ{c[ffffff]}と{r2[たたか]}戦{/r2}って{r2[い]}行{/r2}きづまったら\r\n\x0e\x01\x06\x02\n\0{r2[ほか]}他{/r2}\x0e\x01\x06\x02\x04\0のヤツと {r2[たたか]}戦{/r2}ったりしたらしいぞ。
