00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	Go！
plz001_0_20_C_03	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n（谢谢！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0好高兴啊！）
plz001_0_20_C_04	耀西。\r\n（这样啊……好遗憾啊。）
plz001_0_20_D_00	好久没去过派对了啊！\r\n真让人激动啊～！
plz001_0_20_D_01	不管是什么活动，\r\n都想早点去参加啊。
plz001_0_20_D_02	……喂，\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0需要\r\n\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量吧？
plz001_0_20_D_03	知道了知道了！\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0拿你没办法啊！\x0e\x01\x06\x02\n\0那\x0e\x01\x06\x02\x04\0本大爷就去吧！
plz001_0_20_D_04	喂喂！\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0真是个小气鬼啊！
plz001_0_20_E_00	好久没参加过派对了\r\n我感觉特～别激动呢～！
plz001_0_20_E_01	不管是什么活动，\r\n都想早点去玩呀。
plz001_0_20_E_02	……能请你\x0e\x01\x06\x02\n\0带\x0e\x01\x06\x02\x04\0我一起\r\n\x0e\x01\x06\x02\n\0参\x0e\x01\x06\x02\x04\0加活动吗？
plz001_0_20_E_03	谢谢！\r\n我真的特～别开心呀！
plz001_0_20_E_04	这样……真遗憾啊。
plz001_0_30_F_00	这次的派对上，\r\n有2个值得关注的{c[ffdc0f]}全新活动{c[ffffff]}！它们的名字就是……
plz001_0_30_F_01	{c[ffdc0f]}成为节拍王{c[ffffff]}和{c[ffdc0f]}河川生存战{c[ffffff]}！\r\n究竟是怎样的活动呢？
plz001_0_30_F_02	……能请你带我一起\r\n参加活动吗？
plz001_0_30_F_03	谢谢！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0真的特～\x0e\x01\x06\x02\n\0别\x0e\x01\x06\x02\x04\0开心呢！
plz001_0_30_F_04	这样啊……真遗憾。
plz001_0_30_G_00	这次的派对上，\r\n有2个值得关注的{c[ffdc0f]}全新活动{c[ffffff]}。
plz001_0_30_G_01	{c[ffdc0f]}成为节拍王{c[ffffff]}和{c[ffdc0f]}河川生存战{c[ffffff]}。\r\n好想快点过去看看。
plz001_0_30_G_02	……能请你\x0e\x01\x06\x02\n\0带\x0e\x01\x06\x02\x04\0我一起\r\n\x0e\x01\x06\x02\n\0参\x0e\x01\x06\x02\x04\0加活动吗？
plz001_0_30_G_03	一起愉快地游戏吧！
plz001_0_30_G_04	这样啊……很遗憾。
plz001_0_30_H_01	耀西！耀西！耀西！\r\n（{c[ffdc0f]}成为节拍王{c[ffffff]}和{c[ffdc0f]}河川生存战{c[ffffff]}！）
plz001_0_30_H_02	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n（呐，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一起去参加活动吧！）
plz001_0_30_H_03	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n（谢谢！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0好高兴啊！）
plz001_0_30_H_04	耀西。\r\n（这样啊……好遗憾啊。）
plz001_0_30_I_01	{c[ffdc0f]}成为节拍王{c[ffffff]}和{c[ffdc0f]}河川生存战{c[ffffff]}！\r\n哪个都可以，好想去玩啊。
plz001_0_30_I_02	……喂，\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0需要\r\n\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量吧？
plz001_0_30_I_03	知道了知道了！\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0拿你没办法啊！\x0e\x01\x06\x02\n\0那\x0e\x01\x06\x02\x04\0本大爷就去吧！
plz001_0_30_I_04	喂喂！\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0真是个小气鬼啊！
plz001_0_30_J_01	{c[ffdc0f]}成为节拍王{c[ffffff]}和{c[ffdc0f]}河川生存战{c[ffffff]}！\r\n好想快点去玩啊。
plz001_0_30_J_02	……如果需要，本大爷\r\n\x0e\x01\x06\x02\x1e\0也\x0e\x01\x06\x02\x04\0是可以和你一起去的哦？
plz001_0_30_J_03	这才对嘛！\r\n\x0e\x01\x06\x02\x1e\0本\x0e\x01\x06\x02\x04\0大爷会帮你出谋划策的，\x0e\x01\x06\x02\n\0放\x0e\x01\x06\x02\x04\0一百个心吧！
plz001_0_30_J_04	竟然不带本大爷一起去，\r\n\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0会后悔的！
plz001_0_30_A_00	这次的派对，没想到！\r\n{c[ffdc0f]}酷霸王军团{c[ffffff]}竟然也参加了！！
plz001_0_30_A_01	有本大爷在\r\n一定会特别热闹的！
plz001_0_30_A_02	……怎么样？\r\n\x0e\x01\x06\x02\x1e\0要\x0e\x01\x06\x02\x04\0和本大爷一起去吗？
plz001_0_30_A_03	还算是个明白事理的家伙啊！\r\n\x0e\x01\x06\x02\x1e\0那\x0e\x01\x06\x02\x04\0本大爷就和你一起去吧！
plz001_0_30_A_04	竟然一点都不知道本大爷的厉害，\r\n\x0e\x01\x06\x02\n\0真\x0e\x01\x06\x02\x04\0是个可怜的家伙！
plz001_0_30_B_00	这次的派对，没想到！\r\n我们竟然也参加了哦！
plz001_0_30_B_01	一定会特别热闹的哦！
plz001_0_30_B_02	我和你一起去吧？
plz001_0_30_B_03	既然你都这么说了，\r\n\x0e\x01\x06\x02\n\0那\x0e\x01\x06\x02\x04\0就和你一起去吧！
plz001_0_30_B_04	那我才不和你一起去呢！
plz001_0_30_C_00	这次的派对，没想到！\r\n{c[ffdc0f]}酷霸王军团{c[ffffff]}竟然也参加了！！
plz001_0_30_C_02	不带我一起去吗？
plz001_0_30_C_03	谢谢！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会加油的哦！
plz001_0_30_C_04	这样……真遗憾。
plz001_0_30_D_01	有{c[ffdc0f]}酷霸王军团{c[ffffff]}在\r\n绝对会特别热闹的哦！
plz001_0_30_D_02	带我一起去吧～！
plz001_0_30_D_03	我可不是只会被踩踏的哦！
plz001_0_30_D_04	竟然一点都不知道我的厉害，\r\n真可怜啊！
plz001_0_30_E_00	……这次的派对，\r\n{c[ffdc0f]}酷霸王军团{c[ffffff]}也参加了哦。
plz001_0_30_E_02	……好想一起去啊。
plz001_0_30_E_03	……谢谢。\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0很开心哦。
plz001_0_30_E_04	……遗憾。
plz001_0_30_A_00_kp	{c[ffdc0f]}Jr.{c[ffffff]}呀！\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0次的派对，\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}酷\x0e\x01\x06\x02\x04\0霸王军团{c[ffffff]}也参加了！
plz001_0_30_A_01_kp	有我们在的话，\r\n一定会特别热闹的啊！
plz001_0_30_A_02_kp	……怎么样？\r\n\x0e\x01\x06\x02\x1e\0要\x0e\x01\x06\x02\x04\0请老爸一起去吗？
plz001_0_30_A_03_kp	不愧是{c[ffdc0f]}Jr.{c[ffffff]}啊！\r\n\x0e\x01\x06\x02\x1e\0那\x0e\x01\x06\x02\x04\0老爸就和你一起去吧！
plz001_0_30_A_04_kp	怎、\x0e\x01\x06\x02\n\0怎\x0e\x01\x06\x02\x04\0么回事？\r\n\x0e\x01\x06\x02\x1e\0为\x0e\x01\x06\x02\x04\0什么不请老爸一起去！？
plz001_0_30_B_00_kp	老爸！\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0次的派对，\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}酷\x0e\x01\x06\x02\x04\0霸王军团{c[ffffff]}也参加的呢！！
plz001_0_30_B_01_kp	有我们在\r\n一定会特别热闹的呢！
plz001_0_30_B_02_kp	老爸！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0们一起去吧～！
plz001_0_30_B_03_kp	不愧是我老爸！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会加油的哦！！
plz001_0_30_B_04_kp	诶～，\x0e\x01\x06\x02\n\0不\x0e\x01\x06\x02\x04\0愿意带我去吗～？
plz001_0_30_C_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人！\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0次的派对，\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}酷\x0e\x01\x06\x02\x04\0霸王军团{c[ffffff]}也参加了！！
plz001_0_30_C_02_kp	不带我一起去吗？
plz001_0_30_C_03_kp	谢谢！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会加油的！！
plz001_0_30_C_04_kp	这样啊……真遗憾。
plz001_0_30_D_01_kp	有{c[ffdc0f]}酷霸王军团{c[ffffff]}在\r\n绝对会特别热闹的哦！
plz001_0_30_D_02_kp	……{c[ffdc0f]}[n0]{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0请\x0e\x01\x06\x02\x04\0带我一起去吧！
plz001_0_30_D_03_kp	谢谢！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会加油的！
plz001_0_30_D_04_kp	这样啊……
plz001_0_30_E_01_kp	只要有{c[ffdc0f]}酷霸王军团{c[ffffff]}在，\r\n\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0一定能嗨起来。
plz001_0_30_E_02_kp	……{c[ffdc0f]}[n0]{c[ffffff]}大人\r\n能带我一起参加吗？
plz001_0_30_E_03_kp	谢谢。\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会加油的。
plz001_0_30_E_04_kp	……真遗憾。
plz001_0_35_A_00	碎碎碎碎……碎碎碎碎……\r\n（来得……有点晚了啊……）
plz001_0_35_A_01	碎碎碎碎……碎碎碎碎碎碎……\r\n（……让我……去参加……派对吧……）
plz001_0_35_A_02	碎碎碎碎……碎碎碎碎碎碎……\r\n（……带我一起……去吧……）
plz001_0_35_A_03	碎碎碎碎……碎碎碎碎碎碎……\r\n（……有没有……有骨气的家伙……？）
plz001_0_35_A_04	碎碎碎碎……\r\n（……令人……遗憾……）
plz001_0_35_A_00_kp	碎碎碎碎……碎碎碎碎碎碎……\r\n（{c[ffdc0f]}[n0]{c[ffffff]}大人……我来晚……了……）
plz001_0_35_A_01_kp	碎碎碎碎……碎碎碎碎碎碎！！\r\n（……请让我……参加……派对……）
plz001_0_35_A_02_kp	碎碎碎碎……碎碎碎碎碎碎……\r\n（请务必……带我……一起去……）
plz001_0_35_A_03_kp	碎碎碎碎……碎碎碎碎碎碎……\r\n（……能和你一起……我很开心……）
plz001_0_35_A_04_kp	碎碎碎碎……\r\n（……令人……遗憾……）
plz001_01.msbt
plz001_1_20_A_00	虽然在过去，\r\n\x0e\x01\x06\x02\n\0也\x0e\x01\x06\x02\x04\0有过几次\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0种派对……
plz001_1_20_A_01	但不管参加多少次，都觉得很好呢。\r\n我一直非常期待与大家的相会呢！
plz001_1_20_A_02	……能请你带我一起\r\n参加活动吗？
plz001_1_20_A_03	谢谢！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0真的特～\x0e\x01\x06\x02\n\0别\x0e\x01\x06\x02\x04\0开心呢！
plz001_1_20_A_04	这样啊……真遗憾。
plz001_1_20_B_00	虽然在过去，\r\n\x0e\x01\x06\x02\n\0也\x0e\x01\x06\x02\x04\0有过几次\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0种派对……
plz001_1_20_B_01	但果然，和大家一起参加派对让我感到非常开心。\r\n感觉这次也会是一次很好的派对……
plz001_1_20_B_02	……能请你\x0e\x01\x06\x02\n\0带\x0e\x01\x06\x02\x04\0我一起\r\n\x0e\x01\x06\x02\n\0参\x0e\x01\x06\x02\x04\0加活动吗？
plz001_1_20_B_03	谢谢。\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0非常开心。
plz001_1_20_B_04	这样啊……很遗憾。
plz001_1_20_C_00	耀西！耀西！耀西！\r\n（不管参加多少次，都觉得派对真好啊！）
plz001_1_20_C_01	耀西！耀西！\r\n（还能和大家见面，真开心呀！）
plz001_1_20_C_02	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n（呐，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一起去参加活动吧！）
plz001_1_20_C_03	耀西！耀西！\r\n（谢谢！我好高兴啊！）
plz001_1_20_C_04	耀西……\r\n（这样啊……好遗憾啊。）
plz001_1_20_D_00	虽然在过去，\r\n\x0e\x01\x06\x02\n\0也\x0e\x01\x06\x02\x04\0有过几次\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0种派对……
plz001_1_20_D_01	但不管参加几次，都觉得真好啊！\r\n让人感觉特开心啊！
plz001_1_20_D_02	……喂，\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0需要\r\n\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量吧？
plz001_1_20_D_03	知道了知道了！\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0拿你没办法啊！\x0e\x01\x06\x02\n\0那\x0e\x01\x06\x02\x04\0本大爷就去吧！
plz001_1_20_D_04	喂喂！\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0真是个小气鬼啊！
plz001_1_20_E_00	虽然在过去，\r\n\x0e\x01\x06\x02\n\0也\x0e\x01\x06\x02\x04\0有过几次\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0种派对……
plz001_1_20_E_01	但不管参加几次，都觉得真好啊！\r\n感觉特开心啊。
plz001_1_20_E_02	……如果需要，本大爷\r\n\x0e\x01\x06\x02\x1e\0也\x0e\x01\x06\x02\x04\0是可以和你一起去的哦？
plz001_1_20_E_03	这才对嘛！\r\n\x0e\x01\x06\x02\x1e\0本\x0e\x01\x06\x02\x04\0大爷会帮你出谋划策的，\x0e\x01\x06\x02\n\0放\x0e\x01\x06\x02\x04\0一百个心吧！
plz001_1_20_E_04	竟然不带本大爷一起去，\r\n\x0e\x01\x06\x02\n\0你\x0e\x01\x06\x02\x04\0会后悔的！
plz001_1_08_A_00	获得了第1颗{c[ffdc0f]}星星宝石{c[ffffff]}，太棒啦！\r\n恭喜～！！
plz001_1_08_A_01	我为以超级巨星为目标的你\r\n创立了{c[ffdc0f]}后援团{c[ffffff]}！
plz001_1_08_A_02	我会努力增加团员的！\r\n敬请期待哦！！
plz001_1_08_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人！获得了第1颗{c[ffdc0f]}星星宝石{c[ffffff]}，\r\n恭喜！！
plz001_1_08_A_01_kp	我为{c[ffdc0f]}[n0]{c[ffffff]}大人\r\n创立了{c[ffdc0f]}后援团{c[ffffff]}！
plz001_1_08_A_02_kp	我会努力增加团员的！\r\n敬请期待哦！！
plz001_1_12_A_00	{c[ffdc0f]}[n0]{c[ffffff]}，\r\n你获得了{c[ffdc0f]}星星宝石{c[ffffff]}啊！
plz001_1_12_A_01	你真能干啊～！！\r\n好厉害啊～
plz001_1_12_A_02	我都吃了一惊呢～！
plz001_1_12_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人，\r\n获得了{c[ffdc0f]}星星宝石{c[ffffff]}啊！
plz001_1_12_A_01_kp	真厉害啊～。
plz001_1_12_A_02_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人，太能干啦～！
plz001_1_03_A_00	这个{c[ffdc0f]}河川生存战{c[ffffff]}\r\n真是个深奥的活动呢～！
plz001_1_03_A_01	顺流而下，如同人生。\r\n都是无法随心所欲前进的哦……
plz001_1_09_A_00	同心协力顺流而下的{c[ffdc0f]}河川生存战{c[ffffff]}。\r\n绝对很好玩啊！
plz001_1_09_A_01	虽然我也想玩……\r\n但结局一定是因为太重而沉没。
plz001_1_09_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人！\r\n我有一个请求！！
plz001_1_09_A_01_kp	请在{c[ffdc0f]}河川生存战{c[ffffff]}里\r\n同心协力顺流而下！
plz001_1_09_A_02_kp	我们需要像{c[ffdc0f]}[n0]{c[ffffff]}大人一样，\r\n能够把大家团结起来的领袖！
plz001_1_09_B_00	{c[ffdc0f]}Mario Party{c[ffffff]}和{c[ffdc0f]}Mario Party 2on2{c[ffffff]}\r\n是尤其好玩的啊！
plz001_1_09_B_01	……因为我会挡住去路，\r\n使游戏更刺激的！
plz001_1_09_B_00_kp	{c[ffdc0f]}Mario Party{c[ffffff]}和{c[ffdc0f]}Mario Party 2on2{c[ffffff]}\r\n是尤其好玩的哦！
plz001_1_09_B_01_kp	……因为我会挡住去路，\r\n使游戏更刺激！
plz001_1_10_A_00	我希望{c[ffdc0f]}[n0]{c[ffffff]}\r\n一定要玩一下{c[ffdc0f]}贴纸{c[ffffff]}～。
plz001_1_10_A_01	在各种各样的背景上，\r\n贴上各种各样的{c[ffdc0f]}贴纸{c[ffffff]}进行游戏～。
plz001_1_10_A_00_kp	我希望{c[ffdc0f]}[n0]{c[ffffff]}大人\r\n一定要玩一下{c[ffdc0f]}贴纸{c[ffffff]}～。
plz001_1_10_A_02_kp	收集大量贴纸，\r\n尽情贴起来吧！
plz001_1_02_A_00	好了，不要走上舞台哦～！
plz001_1_02_A_01	能登上{c[ffdc0f]}星星舞台{c[ffffff]}的，\r\n\x0e\x01\x06\x02\n\0只\x0e\x01\x06\x02\x04\0有特别嘉宾哦～！
plz001_1_02_A_02	……话说，为什么连这种工作\r\n都要我来做啊！
plz001_1_02_A_00_kp	{c[ffdc0f]}[n0]{c[ffffff]}大人，非常抱歉\r\n请不要走上舞台！
plz001_1_02_A_01_kp	因为安全问题，每次登台的人数\r\n都是固定好的哦～！
plz001_1_02_B_00	我喜欢那些\r\n主要活动之外的小活动……
plz001_1_02_B_01	但是，偶尔玩一次{c[ffdc0f]}Mario Party{c[ffffff]}\r\n也是不错的哦！
plz001_1_02_B_02	特别是，{c[ffdc0f]}卡美克的华丽塔楼{c[ffffff]}非常棒！\r\n在制作的时候花了相当多的金币哦。
plz001_1_02_B_00_kp	我喜欢那些\r\n主要活动之外的小活动……
plz001_1_02_B_01_kp	但是，偶尔玩一次{c[ffdc0f]}Mario Party{c[ffffff]}\r\n也是不错的哦！
plz001_1_02_B_02_kp	特别是，{c[ffdc0f]}卡美克的华丽塔楼{c[ffffff]}非常棒！\r\n在制作的时候花了相当多的金币哦。
plz001_1_13_A_00	就算输了，\r\n一直闷闷不乐也是不好的哟。
plz001_1_13_A_01	虽然完全不在意也是不行的呢。
plz001_1_13_A_00_kp	就算输了，\r\n一直闷闷不乐也是不好的哟。
plz001_1_13_A_01_kp	……不过{c[ffdc0f]}[n0]{c[ffffff]}大人\r\n是根本不可能输的吧。
plz001_1_13_B_00	在你收集{c[ffdc0f]}贴纸{c[ffffff]}的时候，\r\n我会尽量在远处看着你的哦。
plz001_1_13_B_01	毕竟翅膀扑闪扑闪，\r\n\x0e\x01\x06\x02\n\0会\x0e\x01\x06\x02\x04\0把{c[ffdc0f]}贴纸{c[ffffff]}扇走，\x0e\x01\x06\x02\n\0很\x0e\x01\x06\x02\x04\0要命的啊。
plz001_1_13_B_00_kp	在{c[ffdc0f]}[n0]{c[ffffff]}大人收集{c[ffdc0f]}贴纸{c[ffffff]}的时候，\r\n我会尽量在远处看着你的。
plz001_1_13_B_01_kp	毕竟翅膀扑闪扑闪，\r\n会把{c[ffdc0f]}贴纸{c[ffffff]}扇走，很要命的啊。
plz001_1_05_A_00	超级巨星是栗宝宝哦！
plz001_1_05_A_01	我们那些参加派对的同伴\r\n是一定会获胜的哦！
plz001_1_05_A_04	在收集{c[ffdc0f]}星星宝石{c[ffffff]}的时候，\r\n最重要的就是……
plz001_1_05_A_05	在被击败之前击败别人！\r\n在被踩踏之前踩踏别人！……可千万别忘了哦！
plz001_1_05_A_00_kp	“我们的同伴会成为超级巨星。”\r\n我一直是这么认为的……
plz001_1_05_A_02_kp	如果是{c[ffdc0f]}[n0]{c[ffffff]}大人的话，\r\n就算把我踩扁我也会忍耐的。
plz001_02.msbt
plz001_2_13_A_00	获得了2颗{c[ffdc0f]}宝石{c[ffffff]}呢！\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0厉害啊！
plz001_2_13_A_01	你好像出了很多汗，\r\n我拍拍翅膀帮你凉快一下吧。
plz001_2_13_A_02	不过，也不要凉快过头了。\r\n得感冒就麻烦了。
plz001_2_13_A_00_kp	获得了2颗{c[ffdc0f]}宝石{c[ffffff]}吗！\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0不愧是{c[ffdc0f]}[n0]{c[ffffff]}大人！
plz001_2_13_A_01_kp	你好像出了很多汗啊。\r\n我拍拍翅膀帮你凉快一下吧！
plz001_2_13_A_02_kp	……还是算了吧。\r\n凉快过头，得感冒就麻烦了。
plz001_2_08_A_00	收集{c[ffdc0f]}宝石{c[ffffff]}的步调很不错啊！\r\n\x0e\x01\x06\x02\x1e\0你\x0e\x01\x06\x02\x04\0这家伙，\x0e\x01\x06\x02\n\0很\x0e\x01\x06\x02\x04\0能干嘛！
plz001_2_08_A_01	……啊，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0创建的{c[ffdc0f]}后援团{c[ffffff]}\r\n团员数正在不断增加哦！
plz001_2_08_A_02	……哎呀，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0真是受欢迎啊！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会继续扩大{c[ffdc0f]}后援团{c[ffffff]}的规模的哦～！
plz001_2_08_A_00_kp	不愧是{c[ffdc0f]}[n0]{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0收\x0e\x01\x06\x02\x04\0集{c[ffdc0f]}宝石{c[ffffff]}的状态不错啊！
plz001_2_08_A_01_kp	……啊，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0创建的{c[ffdc0f]}后援团{c[ffffff]}\r\n团员数正在不断增加哦！
plz001_2_08_A_02_kp	……哎呀，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0真是受欢迎啊！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会继续扩大{c[ffdc0f]}后援团{c[ffffff]}的规模的！
plz001_2_03_A_00	嗨～！{c[ffdc0f]}[n0]{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0看\x0e\x01\x06\x02\x04\0样子你也获得{c[ffdc0f]}宝石{c[ffffff]}了呢！
plz001_2_03_A_01	嗯～，挺能干的嘛！\r\n真不愧是我认可的人呢～！
plz001_2_03_B_00	……哪里才能找到既出色，\r\n又富有野性的人呢～？
plz001_2_03_B_01	有没有那种来自于丛林的\r\n大力士英雄呢～。
plz001_2_03_B_02	感觉附近就有呢！\r\n要是在的话，记得告诉我哦～！
plz001_2_03_B_03	……啊呀？这股野性的\r\n气息！！莫非是？
plz001_2_03_B_04	真是的，\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0不是{c[ffdc0f]}森喜刚{c[ffffff]}嘛！！\r\n\x0e\x01\x06\x02\x1e\0明\x0e\x01\x06\x02\x04\0明就在那里的嘛！\x0e\x01\x06\x02\x1e\0啊\x0e\x01\x06\x02\x04\0～真是的！
plz001_2_03_C_00	我说，{c[ffdc0f]}[n0]{c[ffffff]}！\r\n{c[ffdc0f]}河川生存战{c[ffffff]}，是不是很棘手呢～？
plz001_2_03_C_01	其实我呀，\x0e\x01\x06\x02\x1e\0身\x0e\x01\x06\x02\x04\0上带着\r\n方便划船的{c[ffdc0f]}道具{c[ffffff]}呢……
plz001_2_03_C_02	请听题！\x0e\x01\x06\x02\x1e\0那\x0e\x01\x06\x02\x04\0个道具到底是……\r\n\x0e\x01\x06\x02\x1e\0\x0e\x01\x06\x02\x04\0{c[ffdc0f]}金桨{c[ffffff]}还是{c[ffdc0f]}金擀面杖{c[ffffff]}？
plz001_2_03_C_02_a	金桨
plz001_2_03_C_02_b	金擀面杖
plz001_2_03_C_10	OK～！\x0e\x01\x06\x02\n\0回\x0e\x01\x06\x02\x04\0答正确！\r\n\x0e\x01\x06\x02\x1e\0那\x0e\x01\x06\x02\x04\0么，\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}道\x0e\x01\x06\x02\x04\0具{c[ffffff]}就送·\x0e\x01\x06\x02\x1e\0给\x0e\x01\x06\x02\x04\0·\x0e\x01\x06\x02\x1e\0你\x0e\x01\x06\x02\x04\0！
plz001_2_03_C_11	如果是这个{c[ffdc0f]}船桨{c[ffffff]}的话，\r\n\x0e\x01\x06\x02\n\0在\x0e\x01\x06\x02\x04\0任何河川都能轻松前进哦～！
plz001_2_03_C_12	{c[ffdc0f]}河川生存战{c[ffffff]}简直小菜一碟呢！\r\n\x0e\x01\x06\x02\x1e\0不\x0e\x01\x06\x02\x04\0断前进，\x0e\x01\x06\x02\n\0沿\x0e\x01\x06\x02\x04\0河而下吧～！
plz001_2_03_C_20	{c[ffdc0f]}金擀面杖{c[ffffff]}？？\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0是的～，\x0e\x01\x06\x02\x1e\0太\x0e\x01\x06\x02\x04\0·\x0e\x01\x06\x02\x1e\0贪\x0e\x01\x06\x02\x04\0·\x0e\x01\x06\x02\x1e\0心\x0e\x01\x06\x02\x04\0·\x0e\x01\x06\x02\x1e\0了\x0e\x01\x06\x02\x04\0啦！
plz001_2_03_C_21	虽说，\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0东西我也很想要……\r\n\x0e\x01\x06\x02\x1e\0不\x0e\x01\x06\x02\x04\0过，\x0e\x01\x06\x02\n\0还\x0e\x01\x06\x02\x04\0是回答错误哦～！
plz001_2_03_C_22	想要{c[ffdc0f]}道具{c[ffffff]}的话，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0下次再来吧！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会在这里等着你的哦～！
plz001_2_02_A_00	我比较喜欢{c[ffdc0f]}玩具派对{c[ffffff]}\r\n这样的小活动……
plz001_2_02_A_01	但是{c[ffdc0f]}Mario Party{c[ffffff]}真是太好玩啦！\r\n\x0e\x01\x06\x02\x1e\0特\x0e\x01\x06\x02\x04\0别是，\x0e\x01\x06\x02\n\0\x0e\x01\x06\x02\x04\0{c[ffdc0f]}卡美克的华丽塔楼{c[ffffff]}非常棒！
plz001_2_02_A_02	玩那张地图的人很多的话，\r\n我就会获得金币！
plz001_2_02_A_03	……说得我自己都信了。
plz001_2_02_A_00_kp	我是比较喜欢类似于{c[ffdc0f]}玩具派对{c[ffffff]}\r\n这样的小活动……
plz001_2_02_A_01_kp	但是{c[ffdc0f]}Mario Party{c[ffffff]}真是太好玩啦！\r\n\x0e\x01\x06\x02\x1e\0特\x0e\x01\x06\x02\x04\0别是，\x0e\x01\x06\x02\n\0\x0e\x01\x06\x02\x04\0{c[ffdc0f]}卡美克的华丽塔楼{c[ffffff]}非常棒！
plz001_2_02_A_02_kp	玩那张地图的人很多的话，\r\n我就会获得金币！
plz001_2_02_A_03_kp	……说得我自己都信了。
